econ_compare_comparison_year,econ_compare_region_grouping_scheme,econ_compare_region_a_code,econ_compare_region_b_code,econ_compare_metric_name,econ_compare_metric_value_region_a,econ_compare_metric_value_region_b,econ_compare_absolute_difference,econ_compare_percent_difference,econ_compare_rank_region_a,econ_compare_rank_region_b,econ_compare_percentile_region_a,econ_compare_percentile_region_b,econ_compare_inequality_gini_estimate,econ_compare_cost_of_living_index,econ_compare_housing_affordability_index,econ_compare_tax_burden_index,econ_compare_job_growth_rate_pct,econ_compare_population_growth_rate_pct,econ_compare_composite_score
2023,STATE,RA00428,RB00428,INCOME_GROWTH,207.666,81.424,126.242,155.043,320,164,61.98,21.8,0.3911,114.62,147.13,93.37,-7.33,2.046,46.84
2017,STATE,RA00429,RB00429,GDP_PER_CAPITA,185.566,238.497,-52.931,-22.194,295,31,17.07,4.69,0.3189,120.57,155.75,75.34,-1.665,4.314,74.64
2019,REGION,RA00430,RB00430,JOB_GROWTH,133.536,103.025,30.511,29.615,255,132,96.06,85.39,0.5708,132.24,64.03,77.1,0.538,1.136,84.85
2019,REGION,RA00431,RB00431,GDP_PER_CAPITA,108.019,113.162,-5.143,-4.545,94,166,43.06,7.58,0.3115,96.33,72.91,92.23,-1.747,5.805,75.47
2018,STATE,RA00432,RB00432,PRODUCTIVITY,92.439,124.336,-31.897,-25.654,326,374,71.33,31.17,0.4724,93.64,93.52,92.71,-5.366,6.42,60.5
2017,REGION,RA00433,RB00433,COST_OF_LIVING,130.615,163.33,-32.715,-20.03,122,336,42.99,62.06,0.3063,113.57,126.39,120.96,5.523,2.827,74.81
2012,CENSUS_DIVISION,RA00434,RB00434,JOB_GROWTH,89.496,149.789,-60.293,-40.252,321,53,86.74,8.72,0.3133,138.95,109.2,81.25,11.564,3.802,55.26
2001,METRO,RA00435,RB00435,COST_OF_LIVING,40.682,202.209,-161.527,-79.881,317,247,94.65,74.14,0.3365,88.71,85.05,100.49,-0.071,2.78,62.21
2016,METRO,RA00436,RB00436,UNEMP_RATE,106.621,118.818,-12.197,-10.265,258,152,54.3,16.31,0.507,141.07,159.86,71.7,-1.769,4.668,77.42
2017,STATE,RA00437,RB00437,JOB_GROWTH,35.422,104.376,-68.954,-66.063,191,9,94.19,38.38,0.6131,104.47,72.44,70.44,7.964,5.872,44.38
2020,REGION,RA00438,RB00438,PRODUCTIVITY,152.225,229.124,-76.899,-33.562,77,170,22.82,66.55,0.5374,107.74,87.35,88.92,1.173,1.712,80.5
2024,CENSUS_DIVISION,RA00439,RB00439,PRODUCTIVITY,19.937,76.825,-56.888,-74.049,109,174,79.72,83.94,0.3597,136.58,83.62,113.8,-2.22,5.067,53.02
2000,METRO,RA00440,RB00440,EXPORT_INTENSITY,30.6,43.13,-12.53,-29.052,252,100,50.0,22.03,0.6024,92.37,117.65,136.46,-3.894,-1.526,78.65
2016,CENSUS_DIVISION,RA00441,RB00441,INCOME_GROWTH,41.355,100.22,-58.865,-58.736,11,388,1.02,99.02,0.2704,114.24,60.49,132.52,7.008,6.114,47.53
2004,REGION,RA00442,RB00442,PRODUCTIVITY,93.922,31.861,62.061,194.787,375,183,22.75,2.39,0.5513,108.97,70.96,78.84,9.595,1.784,44.36
2016,CENSUS_DIVISION,RA00443,RB00443,INCOME_GROWTH,180.375,33.072,147.303,445.401,301,114,83.19,22.75,0.4914,93.03,159.62,94.78,5.454,2.922,46.59
2009,REGION,RA00444,RB00444,GDP_PER_CAPITA,210.091,35.94,174.151,484.56,98,294,14.97,23.89,0.3551,115.56,71.36,107.81,11.269,2.524,39.26
2019,METRO,RA00445,RB00445,PRODUCTIVITY,199.058,148.537,50.521,34.012,189,262,41.66,15.36,0.5117,149.3,140.82,115.81,1.073,4.973,69.08
2007,STATE,RA00446,RB00446,MEDIAN_WAGE,131.917,237.703,-105.786,-44.503,271,95,32.89,78.45,0.5731,145.41,67.52,121.17,4.226,3.381,66.25
2006,REGION,RA00447,RB00447,EXPORT_INTENSITY,205.711,202.824,2.887,1.423,221,137,26.95,32.25,0.3548,147.51,153.07,73.21,6.38,6.199,68.24
2017,STATE,RA00448,RB00448,COST_OF_LIVING,229.287,227.296,1.991,0.876,73,367,84.01,25.07,0.6058,108.75,135.19,123.93,3.739,-1.21,89.85
2015,STATE,RA00449,RB00449,MEDIAN_WAGE,20.656,247.735,-227.079,-91.662,222,139,24.11,76.6,0.4007,135.79,153.36,78.06,6.235,5.948,37.75
2005,REGION,RA00450,RB00450,MEDIAN_WAGE,200.059,44.496,155.563,349.611,71,72,80.38,50.04,0.4214,93.3,86.47,93.04,-4.924,0.9,54.46
2019,STATE,RA00451,RB00451,JOB_GROWTH,41.023,196.635,-155.612,-79.137,227,110,47.53,83.35,0.2735,150.82,90.46,104.91,-0.788,2.752,61.49
2000,STATE,RA00452,RB00452,INCOME_GROWTH,199.429,10.211,189.218,1853.08,74,331,49.02,63.32,0.3257,153.13,88.49,114.53,0.494,4.761,47.6
2017,STATE,RA00453,RB00453,INCOME_GROWTH,78.701,182.157,-103.456,-56.795,314,10,45.76,51.18,0.3611,143.32,61.7,121.7,5.062,3.781,59.3
2022,REGION,RA00454,RB00454,PRODUCTIVITY,97.366,238.291,-140.925,-59.14,228,290,61.72,10.08,0.2946,144.1,145.83,84.27,5.397,3.925,57.47
2001,REGION,RA00455,RB00455,COST_OF_LIVING,198.035,30.873,167.162,541.45,155,79,33.03,96.19,0.5776,147.86,98.28,96.4,-6.513,2.832,45.32
2018,CENSUS_DIVISION,RA00456,RB00456,INCOME_GROWTH,140.759,98.757,42.002,42.531,56,5,34.52,39.64,0.2923,147.16,117.57,107.58,7.41,3.365,62.22
2018,METRO,RA00457,RB00457,EXPORT_INTENSITY,198.059,31.083,166.976,537.194,96,95,66.8,12.05,0.4603,126.44,81.44,131.58,-4.36,-0.567,56.48
2025,REGION,RA00458,RB00458,COST_OF_LIVING,151.753,123.564,28.189,22.813,35,131,32.93,74.96,0.5648,147.94,79.71,125.72,4.681,1.728,78.95
2005,STATE,RA00459,RB00459,EXPORT_INTENSITY,92.229,211.578,-119.349,-56.409,94,102,20.32,39.19,0.4206,131.7,125.23,106.08,6.205,1.547,65.53
2004,CENSUS_DIVISION,RA00460,RB00460,COST_OF_LIVING,11.683,167.256,-155.573,-93.015,307,32,19.87,66.77,0.4979,132.43,90.26,139.33,6.607,4.602,41.43
2006,CENSUS_DIVISION,RA00461,RB00461,INCOME_GROWTH,192.811,239.987,-47.176,-19.658,113,305,74.79,97.1,0.5647,122.91,88.03,85.19,2.398,-1.864,83.0
2010,METRO,RA00462,RB00462,MEDIAN_WAGE,13.928,118.47,-104.542,-88.243,179,63,38.16,41.08,0.3816,124.56,94.97,133.46,-7.454,-0.691,55.52
2005,STATE,RA00463,RB00463,MEDIAN_WAGE,53.659,196.948,-143.289,-72.755,73,188,7.77,5.76,0.3435,91.17,154.34,103.36,1.464,5.831,51.93
2014,STATE,RA00464,RB00464,MEDIAN_WAGE,74.041,31.045,42.996,138.496,223,36,7.95,33.85,0.4039,112.1,143.85,115.97,7.451,-2.568,44.84
2025,REGION,RA00465,RB00465,JOB_GROWTH,32.229,231.072,-198.843,-86.052,352,222,2.65,32.15,0.5841,106.38,153.09,130.02,7.714,-0.55,56.39
2009,REGION,RA00466,RB00466,COST_OF_LIVING,42.575,97.452,-54.877,-56.312,8,377,64.9,1.11,0.5464,79.49,147.9,133.86,6.123,-3.444,59.05
2008,CENSUS_DIVISION,RA00467,RB00467,JOB_GROWTH,194.481,100.475,94.006,93.562,98,224,54.76,46.34,0.4607,94.71,119.57,127.7,0.899,3.441,53.86
2002,STATE,RA00468,RB00468,PRODUCTIVITY,63.28,222.606,-159.326,-71.573,391,350,93.4,62.73,0.5286,76.31,134.35,95.01,1.239,6.222,51.31
2012,REGION,RA00469,RB00469,UNEMP_RATE,58.504,106.829,-48.325,-45.236,262,274,56.79,64.18,0.5062,101.93,113.78,125.84,-0.029,0.559,82.17
2010,METRO,RA00470,RB00470,GDP_PER_CAPITA,70.605,39.572,31.033,78.422,81,199,67.72,27.84,0.3326,151.01,77.89,93.87,-7.879,0.035,60.61
2008,REGION,RA00471,RB00471,GDP_PER_CAPITA,107.852,30.366,77.486,255.174,45,382,51.56,29.81,0.501,146.9,98.61,84.9,-1.021,-2.107,56.09
2010,CENSUS_DIVISION,RA00472,RB00472,JOB_GROWTH,66.364,204.531,-138.167,-67.553,368,255,75.61,20.76,0.5296,113.6,139.72,135.11,-6.449,-1.115,62.78
2014,REGION,RA00473,RB00473,EXPORT_INTENSITY,62.148,164.274,-102.126,-62.168,165,224,39.0,42.3,0.3339,151.67,149.02,70.17,10.908,6.108,40.5
2019,CENSUS_DIVISION,RA00474,RB00474,UNEMP_RATE,137.741,227.607,-89.866,-39.483,386,91,91.44,56.85,0.4987,92.36,158.73,109.13,3.777,3.442,68.47
2003,REGION,RA00475,RB00475,EXPORT_INTENSITY,161.427,40.295,121.132,300.613,132,149,1.37,37.0,0.4854,98.95,159.21,112.03,-7.053,-1.037,50.79
2002,REGION,RA00476,RB00476,INCOME_GROWTH,79.626,35.821,43.805,122.289,290,298,99.38,3.12,0.4122,87.28,102.56,126.05,2.106,2.746,52.23
2004,METRO,RA00477,RB00477,UNEMP_RATE,126.172,82.487,43.685,52.96,16,324,16.54,6.53,0.5647,88.73,73.04,107.04,-6.042,1.273,67.95
2010,STATE,RA00478,RB00478,INCOME_GROWTH,130.083,232.008,-101.925,-43.932,120,201,77.44,29.69,0.5151,77.59,116.85,70.4,5.963,1.013,72.13
2013,CENSUS_DIVISION,RA00479,RB00479,GDP_PER_CAPITA,91.578,48.152,43.426,90.185,101,168,19.59,14.21,0.6175,140.96,119.14,128.98,-0.925,5.138,49.06
2007,STATE,RA00480,RB00480,PRODUCTIVITY,243.884,231.386,12.498,5.401,21,195,99.56,56.22,0.4934,140.37,98.01,120.61,8.139,0.864,82.88
2023,CENSUS_DIVISION,RA00481,RB00481,GDP_PER_CAPITA,84.132,145.975,-61.843,-42.365,121,264,79.98,36.77,0.524,114.36,152.41,91.57,11.029,-0.738,66.05
2022,CENSUS_DIVISION,RA00482,RB00482,EXPORT_INTENSITY,94.016,64.097,29.919,46.678,221,290,56.08,92.98,0.5524,116.68,133.12,88.71,3.577,2.601,69.19
2019,METRO,RA00483,RB00483,INCOME_GROWTH,157.024,198.645,-41.621,-20.952,257,181,44.16,59.25,0.341,119.42,102.6,71.31,8.382,4.406,64.67
2023,STATE,RA00484,RB00484,PRODUCTIVITY,35.629,61.313,-25.684,-41.89,113,238,41.1,36.67,0.531,148.43,85.54,137.38,-0.594,0.214,83.7
2024,REGION,RA00485,RB00485,EXPORT_INTENSITY,21.307,225.224,-203.917,-90.54,50,373,40.63,7.4,0.2548,79.18,96.37,80.5,4.302,5.597,42.27
2003,STATE,RA00486,RB00486,COST_OF_LIVING,179.152,113.192,65.96,58.273,278,143,65.29,58.51,0.4637,94.35,109.88,112.87,-5.56,6.111,49.88
2008,METRO,RA00487,RB00487,MEDIAN_WAGE,220.205,178.502,41.703,23.363,57,120,64.3,35.78,0.6086,141.37,75.82,123.21,-1.423,-0.914,86.49
2011,REGION,RA00488,RB00488,INCOME_GROWTH,55.023,162.324,-107.301,-66.103,107,260,67.63,30.95,0.5266,122.88,141.66,90.35,7.927,-0.244,64.12
2019,METRO,RA00489,RB00489,UNEMP_RATE,237.12,146.384,90.736,61.985,133,263,18.85,84.04,0.3578,88.71,129.8,70.97,8.708,3.629,52.54
2025,REGION,RA00490,RB00490,JOB_GROWTH,153.088,82.388,70.7,85.813,26,186,37.36,48.7,0.354,127.47,85.51,122.41,6.67,5.121,42.04
2014,REGION,RA00491,RB00491,GDP_PER_CAPITA,74.226,167.656,-93.43,-55.727,334,25,93.12,67.31,0.3457,106.36,68.68,100.13,0.21,4.43,64.68
2015,METRO,RA00492,RB00492,GDP_PER_CAPITA,166.716,192.985,-26.269,-13.612,57,73,5.03,83.44,0.4423,105.63,121.38,123.57,11.345,0.688,75.81
2020,METRO,RA00493,RB00493,INCOME_GROWTH,144.206,151.787,-7.581,-4.994,210,150,1.21,1.16,0.573,111.88,64.11,92.77,7.739,-1.91,79.96
2018,STATE,RA00494,RB00494,MEDIAN_WAGE,58.632,128.09,-69.458,-54.226,5,359,31.16,13.4,0.275,109.5,77.05,78.04,11.986,3.566,50.56
2015,STATE,RA00495,RB00495,JOB_GROWTH,141.243,208.534,-67.291,-32.269,346,308,86.27,17.9,0.6127,153.36,103.73,134.67,-5.937,3.34,68.11
2002,REGION,RA00496,RB00496,EXPORT_INTENSITY,204.735,147.795,56.94,38.526,366,380,86.44,38.22,0.5541,118.84,67.4,135.68,-5.361,4.052,64.29
2024,CENSUS_DIVISION,RA00497,RB00497,PRODUCTIVITY,166.464,144.825,21.639,14.941,22,357,52.6,95.21,0.6151,79.95,130.64,106.14,-2.385,1.469,86.05
2014,STATE,RA00498,RB00498,JOB_GROWTH,233.02,29.828,203.192,681.212,6,10,23.7,25.16,0.3811,145.7,129.37,109.83,-5.494,5.861,36.25
2020,CENSUS_DIVISION,RA00499,RB00499,UNEMP_RATE,97.695,143.852,-46.157,-32.086,372,388,20.12,83.67,0.3231,148.98,154.36,137.37,-0.87,0.66,85.15
2011,CENSUS_DIVISION,RA00500,RB00500,PRODUCTIVITY,86.936,32.146,54.79,170.441,290,227,42.79,3.69,0.3556,138.44,108.16,139.36,11.659,-2.451,38.93
2002,METRO,RA00501,RB00501,MEDIAN_WAGE,48.414,173.644,-125.23,-72.119,66,52,40.58,14.34,0.5173,77.83,122.35,102.42,8.118,6.361,40.32
2017,CENSUS_DIVISION,RA00502,RB00502,UNEMP_RATE,225.655,35.831,189.824,529.776,312,123,82.85,89.27,0.6117,141.32,90.49,125.95,6.639,3.915,41.34
2010,CENSUS_DIVISION,RA00503,RB00503,MEDIAN_WAGE,45.49,74.42,-28.93,-38.874,26,83,95.4,16.88,0.5895,75.11,75.64,137.71,-7.684,0.594,72.79
2009,STATE,RA00504,RB00504,JOB_GROWTH,207.171,74.952,132.219,176.405,371,338,67.08,57.25,0.5669,84.92,91.68,135.71,0.885,5.481,44.49
2011,METRO,RA00505,RB00505,PRODUCTIVITY,154.241,43.575,110.666,253.967,111,383,31.12,19.07,0.3849,148.83,123.6,115.82,-3.034,4.344,45.24
2017,REGION,RA00506,RB00506,INCOME_GROWTH,234.162,37.873,196.289,518.282,371,6,89.85,82.0,0.3529,87.73,67.71,80.82,3.384,2.538,51.04
2018,CENSUS_DIVISION,RA00507,RB00507,MEDIAN_WAGE,177.031,233.819,-56.788,-24.287,155,307,69.54,12.53,0.2679,83.89,108.67,129.04,-3.107,2.159,79.28
2006,REGION,RA00508,RB00508,MEDIAN_WAGE,79.33,40.06,39.27,98.028,119,50,3.5,66.03,0.3991,139.75,60.1,93.24,7.075,2.686,45.68
2021,METRO,RA00509,RB00509,UNEMP_RATE,220.099,12.702,207.397,1632.79,298,375,41.3,87.55,0.2849,154.6,102.4,109.95,1.983,1.192,57.85
2016,METRO,RA00510,RB00510,GDP_PER_CAPITA,225.996,174.56,51.436,29.466,327,236,1.6,60.34,0.6171,78.66,147.35,78.51,-5.211,-2.396,73.48
2006,CENSUS_DIVISION,RA00511,RB00511,INCOME_GROWTH,51.918,245.127,-193.209,-78.82,32,220,7.18,40.95,0.5037,121.16,134.69,97.87,1.3,2.155,62.92
2010,STATE,RA00512,RB00512,GDP_PER_CAPITA,162.622,77.097,85.525,110.932,110,351,92.08,45.08,0.2961,122.47,80.49,107.52,8.299,2.75,42.93
2017,STATE,RA00513,RB00513,INCOME_GROWTH,224.481,126.471,98.01,77.496,238,313,21.69,89.39,0.3672,123.02,81.23,109.53,8.468,2.231,52.37
2023,STATE,RA00514,RB00514,JOB_GROWTH,224.233,32.857,191.376,582.451,29,347,62.67,6.34,0.5847,103.7,86.95,94.02,-7.78,4.395,37.95
2011,REGION,RA00515,RB00515,PRODUCTIVITY,124.857,24.496,100.361,409.704,157,170,65.69,83.51,0.4588,143.31,130.16,111.01,6.432,1.325,50.71
2018,REGION,RA00516,RB00516,COST_OF_LIVING,154.351,47.163,107.188,227.271,295,41,69.63,43.84,0.4818,133.08,116.72,112.36,-4.189,-1.023,55.14
2008,STATE,RA00517,RB00517,COST_OF_LIVING,240.68,239.6,1.08,0.451,123,338,11.62,25.25,0.2592,101.32,137.04,127.09,8.575,-1.379,82.15
2021,STATE,RA00518,RB00518,PRODUCTIVITY,159.435,18.096,141.339,781.051,302,345,79.93,32.33,0.3793,154.76,131.33,102.16,7.23,4.248,39.29
2006,CENSUS_DIVISION,RA00519,RB00519,COST_OF_LIVING,127.884,172.515,-44.631,-25.871,377,84,45.98,17.69,0.3518,100.45,73.9,84.98,2.145,-2.221,79.95
2012,REGION,RA00520,RB00520,COST_OF_LIVING,121.835,83.76,38.075,45.457,27,245,10.74,30.23,0.2918,107.43,146.83,131.61,9.574,0.329,68.58
2004,REGION,RA00521,RB00521,GDP_PER_CAPITA,158.966,199.086,-40.12,-20.152,220,14,17.39,32.08,0.2754,133.98,81.32,117.95,8.379,-0.296,79.34
2022,CENSUS_DIVISION,RA00522,RB00522,COST_OF_LIVING,231.352,126.402,104.95,83.029,51,35,30.23,2.73,0.6002,115.47,128.12,99.87,8.629,3.663,45.18
2015,STATE,RA00523,RB00523,EXPORT_INTENSITY,122.687,93.755,28.932,30.859,214,107,55.1,26.39,0.4445,109.68,133.58,95.18,-6.733,-0.966,75.72
2005,REGION,RA00524,RB00524,EXPORT_INTENSITY,199.634,18.539,181.095,976.833,277,30,97.71,61.36,0.3909,101.24,123.18,70.73,6.339,1.117,51.58
2015,METRO,RA00525,RB00525,GDP_PER_CAPITA,22.346,169.749,-147.403,-86.836,30,292,92.34,73.95,0.5649,137.25,88.66,139.64,-3.631,0.343,62.96
2022,METRO,RA00526,RB00526,INCOME_GROWTH,180.212,124.585,55.627,44.65,215,28,99.88,66.54,0.5352,152.97,136.67,72.68,-1.783,4.771,65.0
2021,CENSUS_DIVISION,RA00527,RB00527,PRODUCTIVITY,150.721,99.91,50.811,50.857,82,342,32.57,48.31,0.4976,111.14,89.3,107.49,-3.218,-2.22,69.6
2013,REGION,RA00528,RB00528,JOB_GROWTH,57.148,208.476,-151.328,-72.588,299,121,59.39,62.67,0.5278,124.38,118.16,81.17,-3.608,3.289,57.67
2001,CENSUS_DIVISION,RA00529,RB00529,INCOME_GROWTH,145.542,28.898,116.644,403.64,262,354,1.62,73.7,0.5305,94.16,82.66,123.5,2.614,-1.308,56.5
2023,REGION,RA00530,RB00530,COST_OF_LIVING,104.898,205.739,-100.841,-49.014,331,273,28.99,59.83,0.2723,133.91,121.19,124.75,-7.056,6.232,50.45
2020,CENSUS_DIVISION,RA00531,RB00531,COST_OF_LIVING,153.401,13.105,140.296,1070.553,293,243,37.36,38.67,0.5465,84.85,99.35,135.02,2.778,0.575,58.82
2017,METRO,RA00532,RB00532,GDP_PER_CAPITA,23.137,95.355,-72.218,-75.736,92,121,78.97,26.63,0.4307,92.78,91.41,111.24,7.979,1.401,56.62
2021,REGION,RA00533,RB00533,UNEMP_RATE,211.227,19.989,191.238,956.716,204,274,44.17,74.28,0.5115,108.39,99.93,119.64,-1.406,2.171,55.29
2009,REGION,RA00534,RB00534,GDP_PER_CAPITA,235.273,17.431,217.842,1249.739,294,321,89.86,29.97,0.6089,126.27,149.86,94.96,2.077,3.734,48.82
2019,METRO,RA00535,RB00535,JOB_GROWTH,62.294,188.905,-126.611,-67.024,332,221,51.56,67.25,0.2638,106.94,68.84,102.08,10.693,5.268,42.06
2011,STATE,RA00536,RB00536,GDP_PER_CAPITA,104.691,182.623,-77.932,-42.674,351,393,42.2,82.57,0.5636,124.87,72.56,80.58,-7.794,4.446,57.81
2015,REGION,RA00537,RB00537,GDP_PER_CAPITA,110.408,97.041,13.367,13.775,349,359,44.07,29.67,0.6129,118.36,77.82,82.22,-2.006,6.228,70.37
2008,STATE,RA00538,RB00538,MEDIAN_WAGE,176.754,23.735,153.019,644.698,309,338,80.21,56.05,0.5286,133.74,90.26,96.55,-7.82,-3.093,42.44
2011,CENSUS_DIVISION,RA00539,RB00539,MEDIAN_WAGE,28.513,14.243,14.27,100.19,287,47,17.52,64.17,0.4346,118.6,145.79,116.61,5.815,-0.667,53.94
2005,CENSUS_DIVISION,RA00540,RB00540,MEDIAN_WAGE,94.7,108.687,-13.987,-12.869,18,360,92.05,52.48,0.5143,87.02,77.61,74.03,0.224,4.991,77.69
2006,STATE,RA00541,RB00541,UNEMP_RATE,221.805,140.678,81.127,57.669,60,156,68.6,72.44,0.4618,77.39,151.17,135.13,-2.591,5.654,56.14
2005,STATE,RA00542,RB00542,COST_OF_LIVING,95.256,125.897,-30.641,-24.338,9,303,87.64,99.08,0.3513,129.31,104.94,114.94,4.949,2.608,74.93
2004,STATE,RA00543,RB00543,INCOME_GROWTH,64.782,10.893,53.889,494.712,172,335,98.1,56.09,0.3624,105.46,91.67,109.92,4.668,3.165,46.92
2002,REGION,RA00544,RB00544,JOB_GROWTH,124.466,95.16,29.306,30.797,51,153,37.78,14.22,0.3668,133.13,83.4,124.72,0.701,-3.293,76.64
2006,STATE,RA00545,RB00545,UNEMP_RATE,117.16,55.786,61.374,110.017,112,231,24.89,69.31,0.4759,91.82,113.64,101.29,6.441,-1.383,50.5
2013,STATE,RA00546,RB00546,GDP_PER_CAPITA,98.678,137.726,-39.048,-28.352,375,161,90.32,59.17,0.4796,78.04,159.95,95.8,-2.6,5.628,66.48
2018,STATE,RA00547,RB00547,EXPORT_INTENSITY,55.543,203.709,-148.166,-72.734,95,3,92.17,16.78,0.4679,109.77,106.32,126.17,-4.039,-1.612,62.84
2017,REGION,RA00548,RB00548,GDP_PER_CAPITA,202.376,36.89,165.486,448.593,96,295,51.26,3.94,0.526,151.44,97.51,88.28,7.551,-1.092,49.85
2023,STATE,RA00549,RB00549,JOB_GROWTH,33.87,77.526,-43.656,-56.311,276,152,99.76,44.56,0.5847,118.24,116.56,73.58,11.852,-0.982,59.08
2012,CENSUS_DIVISION,RA00550,RB00550,GDP_PER_CAPITA,204.615,221.857,-17.242,-7.772,185,262,98.54,36.85,0.485,125.2,71.55,106.42,-7.449,-0.7,83.66
2017,CENSUS_DIVISION,RA00551,RB00551,COST_OF_LIVING,183.661,30.534,153.127,501.497,357,119,61.22,30.27,0.3209,115.1,151.05,96.12,-5.78,-2.379,48.0
2012,METRO,RA00552,RB00552,JOB_GROWTH,121.216,14.425,106.791,740.319,273,363,83.29,52.96,0.2923,140.32,79.84,136.13,-4.692,4.498,42.22
2002,REGION,RA00553,RB00553,MEDIAN_WAGE,86.587,132.452,-45.865,-34.628,312,57,17.66,21.24,0.333,130.67,63.89,137.53,8.122,-0.195,75.01
2025,METRO,RA00554,RB00554,PRODUCTIVITY,90.626,226.725,-136.099,-60.028,370,92,83.22,45.34,0.5748,130.41,124.51,111.87,1.201,-2.116,69.78
2022,REGION,RA00555,RB00555,EXPORT_INTENSITY,89.926,167.362,-77.436,-46.269,304,320,5.78,30.58,0.5739,109.24,155.9,110.05,1.857,-0.98,77.59
2009,REGION,RA00556,RB00556,JOB_GROWTH,200.971,98.034,102.937,105.001,23,373,92.28,55.67,0.3941,150.67,103.77,125.68,7.717,-2.94,43.13
2017,CENSUS_DIVISION,RA00557,RB00557,COST_OF_LIVING,98.005,37.783,60.222,159.389,1,294,39.15,89.22,0.5354,131.72,117.82,80.81,11.827,5.859,26.75
2013,METRO,RA00558,RB00558,UNEMP_RATE,75.346,111.814,-36.468,-32.615,182,372,66.51,55.11,0.472,144.99,107.29,108.42,8.25,1.774,70.0
2021,CENSUS_DIVISION,RA00559,RB00559,COST_OF_LIVING,78.36,151.322,-72.962,-48.216,256,249,16.36,22.53,0.5374,123.07,136.68,114.83,0.492,4.471,66.74
2010,CENSUS_DIVISION,RA00560,RB00560,GDP_PER_CAPITA,219.534,133.83,85.704,64.039,53,191,7.45,18.16,0.433,140.12,64.97,130.08,6.443,1.326,63.28
2013,REGION,RA00561,RB00561,COST_OF_LIVING,242.994,180.907,62.087,34.32,289,151,22.72,56.4,0.4461,132.66,82.45,126.94,-4.173,5.907,61.05
2005,REGION,RA00562,RB00562,PRODUCTIVITY,181.532,37.515,144.017,383.892,180,55,30.85,52.49,0.4147,125.01,145.14,95.69,2.921,4.934,43.35
2009,STATE,RA00563,RB00563,PRODUCTIVITY,96.811,126.979,-30.168,-23.758,111,75,68.71,28.31,0.3654,111.96,129.77,104.51,1.702,3.648,76.36
2013,METRO,RA00564,RB00564,INCOME_GROWTH,224.454,92.794,131.66,141.884,109,364,78.5,1.45,0.4013,145.65,121.7,92.23,-5.561,6.197,34.97
2011,METRO,RA00565,RB00565,MEDIAN_WAGE,98.587,139.893,-41.306,-29.527,360,247,95.86,46.13,0.2774,79.39,144.12,87.19,8.506,-0.632,74.69
2021,CENSUS_DIVISION,RA00566,RB00566,UNEMP_RATE,142.757,129.87,12.887,9.923,357,397,8.01,19.58,0.2635,131.96,74.03,71.2,11.607,-3.276,67.65
2023,METRO,RA00567,RB00567,MEDIAN_WAGE,245.214,11.068,234.146,2115.522,372,379,43.47,73.25,0.442,123.98,93.68,100.16,10.845,-1.083,44.94
2024,STATE,RA00568,RB00568,INCOME_GROWTH,241.886,155.713,86.173,55.341,114,149,99.58,63.25,0.2936,97.52,134.91,105.43,5.433,4.409,57.05
2008,METRO,RA00569,RB00569,PRODUCTIVITY,112.227,106.532,5.695,5.346,335,200,85.11,73.1,0.5008,115.82,106.52,126.72,7.831,-1.823,80.0
2011,METRO,RA00570,RB00570,GDP_PER_CAPITA,203.925,228.737,-24.812,-10.847,347,109,32.97,2.89,0.5762,111.87,156.24,87.53,-2.344,3.542,80.29
2009,REGION,RA00571,RB00571,JOB_GROWTH,124.345,196.069,-71.724,-36.581,363,393,69.21,82.41,0.5967,108.94,72.84,113.05,-2.895,4.792,66.08
2019,REGION,RA00572,RB00572,JOB_GROWTH,153.613,125.862,27.751,22.049,177,236,91.95,27.18,0.5658,137.89,122.24,117.44,11.823,2.222,66.77
2001,METRO,RA00573,RB00573,MEDIAN_WAGE,141.203,223.389,-82.186,-36.791,369,183,46.33,78.19,0.3588,110.83,135.25,130.04,-0.378,-3.112,75.66
2009,STATE,RA00574,RB00574,EXPORT_INTENSITY,45.945,98.702,-52.757,-53.451,17,257,46.12,29.53,0.2712,141.07,158.65,127.25,7.426,-0.057,69.95
2014,METRO,RA00575,RB00575,EXPORT_INTENSITY,108.829,54.784,54.045,98.651,303,235,3.91,83.9,0.5118,86.24,136.71,122.24,7.3,2.832,44.61
2012,STATE,RA00576,RB00576,COST_OF_LIVING,165.343,150.837,14.506,9.617,246,369,36.91,15.43,0.4482,117.08,91.95,87.4,3.778,0.895,87.83
2003,CENSUS_DIVISION,RA00577,RB00577,INCOME_GROWTH,167.42,163.458,3.962,2.424,120,131,97.36,31.94,0.4755,105.75,115.28,105.71,0.059,0.805,96.25
2007,REGION,RA00578,RB00578,COST_OF_LIVING,46.403,113.202,-66.799,-59.009,229,299,12.5,24.81,0.2838,115.68,104.33,130.81,2.543,3.595,62.95
2004,METRO,RA00579,RB00579,GDP_PER_CAPITA,89.111,221.499,-132.388,-59.769,314,274,52.46,0.22,0.3258,127.53,114.77,104.19,10.183,-2.932,53.54
2016,STATE,RA00580,RB00580,COST_OF_LIVING,33.588,107.712,-74.124,-68.817,396,271,27.1,92.35,0.2709,100.58,76.77,94.9,-0.8,3.211,63.48
2014,STATE,RA00581,RB00581,PRODUCTIVITY,93.143,249.03,-155.887,-62.598,163,355,22.98,45.16,0.3003,96.45,117.27,91.38,2.975,2.078,66.36
