safe_incident_incident_datetime_local,safe_incident_incident_type_code,safe_incident_ucr_nibrs_offense_code,safe_incident_call_priority_level,safe_incident_reporting_agency_ori,safe_incident_location_block_id,safe_incident_premise_type,safe_incident_weapon_involved_flag,safe_incident_injury_severity_code,safe_incident_victim_count,safe_incident_suspect_count,safe_incident_clearance_status_code,safe_incident_bias_motivation_flag,safe_incident_gang_related_flag,safe_incident_domestic_related_flag,safe_incident_property_loss_value_usd,safe_incident_body_worn_camera_flag,safe_incident_response_time_seconds,safe_incident_geocoding_accuracy_level,safe_incident_case_update_timestamp
2020-01-01 05:30:00,ROBBERY,26B,HIGH,ORI100331,BLK0000000331,BAR,0,NONE,4,2,OPEN,0,0,0,1549.9,1,3187,PARCEL,2020-01-01T05:30:30
2020-01-01 05:31:00,BURGLARY,240,LOW,ORI100332,BLK0000000332,PARKING,0,NONE,5,5,OPEN,0,0,0,1189.34,0,2792,STREET,2020-01-01T05:31:31
2020-01-01 05:32:00,FRAUD,240,MEDIUM,ORI100333,BLK0000000333,SCHOOL,1,MINOR,3,3,CLEARED_ARREST,0,0,0,1723.31,0,776,STREET,2020-01-01T05:32:32
2020-01-01 05:33:00,WEAPONS,23C,HIGH,ORI100334,BLK0000000334,PARKING,0,NONE,5,0,CLEARED_EXCEPTION,0,0,0,2707.09,0,484,PARCEL,2020-01-01T05:33:33
2020-01-01 05:34:00,BURGLARY,23A,LOW,ORI100335,BLK0000000335,STREET,0,NONE,6,4,OPEN,0,0,0,785.42,0,957,ZIP,2020-01-01T05:34:34
2020-01-01 05:35:00,VANDALISM,13B,MEDIUM,ORI100336,BLK0000000336,STREET,0,MINOR,0,5,CLEARED_ARREST,0,0,0,1440.55,0,1466,BLOCK,2020-01-01T05:35:35
2020-01-01 05:36:00,DUI,13A,HIGH,ORI100337,BLK0000000337,STREET,0,NONE,5,5,OPEN,0,0,0,1839.57,0,1949,STREET,2020-01-01T05:36:36
2020-01-01 05:37:00,WEAPONS,23C,MEDIUM,ORI100338,BLK0000000338,BUSINESS,0,MINOR,4,3,OPEN,0,0,0,380.21,0,253,ZIP,2020-01-01T05:37:37
2020-01-01 05:38:00,WEAPONS,13A,LOW,ORI100339,BLK0000000339,BAR,1,NONE,6,2,OPEN,0,0,0,2751.82,1,656,PARCEL,2020-01-01T05:38:38
2020-01-01 05:39:00,BURGLARY,26A,HIGH,ORI100340,BLK0000000340,BAR,0,NONE,2,0,CLEARED_ARREST,0,0,1,258.25,1,2020,BLOCK,2020-01-01T05:39:39
2020-01-01 05:40:00,DUI,23B,HIGH,ORI100341,BLK0000000341,BAR,0,NONE,3,0,OPEN,0,0,0,2438.62,1,2498,ROOFTOP,2020-01-01T05:40:40
2020-01-01 05:41:00,OTHER,23A,LOW,ORI100342,BLK0000000342,PARKING,0,MINOR,4,2,OPEN,0,0,0,633.66,0,2617,ROOFTOP,2020-01-01T05:41:41
2020-01-01 05:42:00,THEFT,23B,MEDIUM,ORI100343,BLK0000000343,SCHOOL,0,MINOR,0,0,CLEARED_ARREST,0,0,0,2238.9,0,1174,STREET,2020-01-01T05:42:42
2020-01-01 05:43:00,FRAUD,240,HIGH,ORI100344,BLK0000000344,PARK,0,NONE,1,4,CLEARED_EXCEPTION,0,0,0,1250.93,0,1818,STREET,2020-01-01T05:43:43
2020-01-01 05:44:00,DUI,13B,MEDIUM,ORI100345,BLK0000000345,OTHER,0,SERIOUS,5,3,CLEARED_ARREST,0,0,1,872.52,0,3563,STREET,2020-01-01T05:44:44
2020-01-01 05:45:00,BURGLARY,13B,MEDIUM,ORI100346,BLK0000000346,SCHOOL,0,MINOR,0,4,OPEN,0,0,1,3462.87,1,2055,ZIP,2020-01-01T05:45:45
2020-01-01 05:46:00,DUI,23C,HIGH,ORI100347,BLK0000000347,TRANSIT,0,MINOR,6,1,OPEN,0,0,0,6388.49,1,441,UNKNOWN,2020-01-01T05:46:46
2020-01-01 05:47:00,WEAPONS,250,LOW,ORI100348,BLK0000000348,STREET,0,NONE,0,5,CLEARED_ARREST,0,0,0,1565.05,1,517,PARCEL,2020-01-01T05:47:47
2020-01-01 05:48:00,THEFT,26C,LOW,ORI100349,BLK0000000349,TRANSIT,0,NONE,4,0,OPEN,1,1,0,540.8,1,3195,PARCEL,2020-01-01T05:48:48
2020-01-01 05:49:00,VANDALISM,23C,MEDIUM,ORI100350,BLK0000000350,PARKING,0,NONE,0,2,OPEN,0,0,0,1127.16,0,2031,ROOFTOP,2020-01-01T05:49:49
2020-01-01 05:50:00,NARCOTICS,220,LOW,ORI100351,BLK0000000351,TRANSIT,0,NONE,5,4,OPEN,0,0,0,90.58,1,3558,ROOFTOP,2020-01-01T05:50:50
2020-01-01 05:51:00,NARCOTICS,13A,MEDIUM,ORI100352,BLK0000000352,RESIDENCE,0,NONE,5,0,CLEARED_EXCEPTION,0,0,1,577.79,0,524,PARCEL,2020-01-01T05:51:51
2020-01-01 05:52:00,THEFT,220,MEDIUM,ORI100353,BLK0000000353,BUSINESS,0,NONE,3,0,OPEN,0,0,0,458.36,0,1192,PARCEL,2020-01-01T05:52:52
2020-01-01 05:53:00,THEFT,23C,LOW,ORI100354,BLK0000000354,PARKING,0,NONE,3,5,OPEN,0,0,0,593.56,1,762,STREET,2020-01-01T05:53:53
2020-01-01 05:54:00,NARCOTICS,90Z,MEDIUM,ORI100355,BLK0000000355,SCHOOL,0,MINOR,4,2,OPEN,0,0,0,1284.87,0,1939,STREET,2020-01-01T05:54:54
2020-01-01 05:55:00,WEAPONS,23B,MEDIUM,ORI100356,BLK0000000356,BAR,1,NONE,5,5,CLEARED_EXCEPTION,0,1,0,2113.74,0,739,PARCEL,2020-01-01T05:55:55
2020-01-01 05:56:00,NARCOTICS,90Z,MEDIUM,ORI100357,BLK0000000357,BAR,0,NONE,1,5,OPEN,1,0,1,2090.53,0,2113,PARCEL,2020-01-01T05:56:56
2020-01-01 05:57:00,BURGLARY,240,MEDIUM,ORI100358,BLK0000000358,STREET,0,NONE,6,5,UNFOUNDED,0,0,1,1694.38,0,3380,UNKNOWN,2020-01-01T05:57:57
2020-01-01 05:58:00,ASSAULT,26A,HIGH,ORI100359,BLK0000000359,STREET,0,MINOR,5,5,CLEARED_EXCEPTION,0,0,0,794.1,1,2400,STREET,2020-01-01T05:58:58
2020-01-01 05:59:00,OTHER,26C,MEDIUM,ORI100360,BLK0000000360,SCHOOL,0,MINOR,3,5,OPEN,0,0,1,1396.38,0,910,ROOFTOP,2020-01-01T05:59:59
2020-01-01 06:00:00,FRAUD,240,HIGH,ORI100361,BLK0000000361,PARKING,0,NONE,5,4,OPEN,0,0,1,1612.1,0,1904,PARCEL,2020-01-01T06:00:15
2020-01-01 06:01:00,VANDALISM,250,MEDIUM,ORI100362,BLK0000000362,PARK,0,SERIOUS,0,0,CLEARED_EXCEPTION,0,0,0,927.81,0,725,PARCEL,2020-01-01T06:01:16
2020-01-01 06:02:00,OTHER,220,HIGH,ORI100363,BLK0000000363,PARK,0,NONE,2,2,OPEN,0,0,0,999.66,1,1828,BLOCK,2020-01-01T06:02:17
2020-01-01 06:03:00,FRAUD,240,LOW,ORI100364,BLK0000000364,PARKING,0,MINOR,0,1,OPEN,0,0,0,4199.08,0,2724,STREET,2020-01-01T06:03:18
2020-01-01 06:04:00,VANDALISM,26C,LOW,ORI100365,BLK0000000365,BAR,1,MINOR,2,0,CLEARED_ARREST,0,0,0,3045.3,1,3594,ROOFTOP,2020-01-01T06:04:19
2020-01-01 06:05:00,NARCOTICS,23C,MEDIUM,ORI100366,BLK0000000366,BAR,1,NONE,4,1,OPEN,0,0,1,4209.97,0,739,BLOCK,2020-01-01T06:05:20
2020-01-01 06:06:00,ROBBERY,90Z,MEDIUM,ORI100367,BLK0000000367,BAR,1,NONE,2,2,CLEARED_ARREST,0,0,0,34.94,0,2132,ROOFTOP,2020-01-01T06:06:21
2020-01-01 06:07:00,FRAUD,26A,LOW,ORI100368,BLK0000000368,OTHER,0,NONE,1,4,OPEN,0,0,0,1093.78,0,2088,ROOFTOP,2020-01-01T06:07:22
2020-01-01 06:08:00,BURGLARY,220,MEDIUM,ORI100369,BLK0000000369,PARKING,0,MINOR,3,0,OPEN,0,0,0,1737.46,0,142,STREET,2020-01-01T06:08:23
2020-01-01 06:09:00,OTHER,26A,LOW,ORI100370,BLK0000000370,OTHER,0,MINOR,0,0,OPEN,0,0,0,1887.41,1,342,BLOCK,2020-01-01T06:09:24
2020-01-01 06:10:00,BURGLARY,90Z,HIGH,ORI100371,BLK0000000371,PARK,1,MINOR,1,3,CLEARED_EXCEPTION,0,0,0,906.59,1,1312,BLOCK,2020-01-01T06:10:25
2020-01-01 06:11:00,DUI,26C,MEDIUM,ORI100372,BLK0000000372,BUSINESS,0,MINOR,2,5,OPEN,0,0,0,1863.55,1,589,ROOFTOP,2020-01-01T06:11:26
2020-01-01 06:12:00,DUI,250,LOW,ORI100373,BLK0000000373,PARK,0,NONE,6,5,UNFOUNDED,0,0,0,935.74,0,1469,PARCEL,2020-01-01T06:12:27
2020-01-01 06:13:00,ASSAULT,23C,MEDIUM,ORI100374,BLK0000000374,STREET,0,NONE,6,3,CLEARED_ARREST,0,0,0,902.81,1,666,ROOFTOP,2020-01-01T06:13:28
2020-01-01 06:14:00,VANDALISM,26B,MEDIUM,ORI100375,BLK0000000375,PARKING,0,MINOR,3,2,CLEARED_ARREST,0,0,0,1093.36,0,3437,ZIP,2020-01-01T06:14:29
2020-01-01 06:15:00,BURGLARY,13A,LOW,ORI100376,BLK0000000376,BUSINESS,0,MINOR,1,5,CLEARED_ARREST,0,0,0,3950.67,1,2836,PARCEL,2020-01-01T06:15:30
2020-01-01 06:16:00,ROBBERY,13A,MEDIUM,ORI100377,BLK0000000377,SCHOOL,0,MINOR,1,2,OPEN,0,0,0,223.19,1,111,BLOCK,2020-01-01T06:16:31
2020-01-01 06:17:00,FRAUD,23C,HIGH,ORI100378,BLK0000000378,TRANSIT,0,MINOR,3,3,OPEN,0,0,0,3897.26,1,73,PARCEL,2020-01-01T06:17:32
2020-01-01 06:18:00,DOMESTIC,23A,MEDIUM,ORI100379,BLK0000000379,PARK,0,SERIOUS,1,0,OPEN,0,0,0,1427.84,1,149,PARCEL,2020-01-01T06:18:33
2020-01-01 06:19:00,BURGLARY,23A,MEDIUM,ORI100380,BLK0000000380,PARKING,1,NONE,4,5,UNFOUNDED,0,0,0,3298.76,0,2830,BLOCK,2020-01-01T06:19:34
2020-01-01 06:20:00,FRAUD,220,CRITICAL,ORI100381,BLK0000000381,RESIDENCE,0,MINOR,3,3,OPEN,0,0,0,611.92,0,2860,ZIP,2020-01-01T06:20:35
2020-01-01 06:21:00,OTHER,90Z,LOW,ORI100382,BLK0000000382,BUSINESS,1,NONE,6,4,UNFOUNDED,0,0,0,2142.76,1,2065,BLOCK,2020-01-01T06:21:36
2020-01-01 06:22:00,ROBBERY,240,LOW,ORI100383,BLK0000000383,BUSINESS,0,NONE,1,3,OPEN,0,0,1,1884.17,1,2198,ROOFTOP,2020-01-01T06:22:37
2020-01-01 06:23:00,FRAUD,23C,HIGH,ORI100384,BLK0000000384,PARK,0,NONE,4,4,CLEARED_ARREST,0,0,0,887.51,0,3303,ROOFTOP,2020-01-01T06:23:38
2020-01-01 06:24:00,OTHER,26A,MEDIUM,ORI100385,BLK0000000385,BUSINESS,0,NONE,6,0,UNFOUNDED,0,0,1,1509.96,1,644,ZIP,2020-01-01T06:24:39
2020-01-01 06:25:00,THEFT,26A,CRITICAL,ORI100386,BLK0000000386,BAR,0,NONE,1,3,UNFOUNDED,0,0,0,1825.49,0,3577,PARCEL,2020-01-01T06:25:40
2020-01-01 06:26:00,FRAUD,26A,MEDIUM,ORI100387,BLK0000000387,PARKING,0,NONE,3,0,OPEN,0,0,1,1021.41,1,1625,STREET,2020-01-01T06:26:41
2020-01-01 06:27:00,ASSAULT,13B,MEDIUM,ORI100388,BLK0000000388,OTHER,0,NONE,0,0,OPEN,0,0,0,2760.03,0,2224,STREET,2020-01-01T06:27:42
2020-01-01 06:28:00,WEAPONS,13A,MEDIUM,ORI100389,BLK0000000389,PARK,0,NONE,3,0,CLEARED_ARREST,0,0,0,3399.14,0,2293,PARCEL,2020-01-01T06:28:43
2020-01-01 06:29:00,OTHER,26A,MEDIUM,ORI100390,BLK0000000390,STREET,0,NONE,5,4,OPEN,0,1,1,2778.71,0,1017,STREET,2020-01-01T06:29:44
2020-01-01 06:30:00,ASSAULT,23A,MEDIUM,ORI100391,BLK0000000391,PARKING,0,NONE,4,0,CLEARED_ARREST,0,0,0,944.33,1,481,PARCEL,2020-01-01T06:30:45
2020-01-01 06:31:00,BURGLARY,23C,MEDIUM,ORI100392,BLK0000000392,OTHER,1,NONE,3,1,OPEN,0,0,1,687.03,0,1004,PARCEL,2020-01-01T06:31:46
2020-01-01 06:32:00,WEAPONS,23B,LOW,ORI100393,BLK0000000393,PARK,0,NONE,3,2,OPEN,0,1,0,1156.83,1,1523,PARCEL,2020-01-01T06:32:47
2020-01-01 06:33:00,ROBBERY,26C,HIGH,ORI100394,BLK0000000394,BUSINESS,0,NONE,2,0,OPEN,0,0,0,2131.98,1,1025,STREET,2020-01-01T06:33:48
2020-01-01 06:34:00,NARCOTICS,90Z,MEDIUM,ORI100395,BLK0000000395,TRANSIT,1,NONE,4,2,OPEN,0,0,1,1704.46,0,2255,ROOFTOP,2020-01-01T06:34:49
2020-01-01 06:35:00,FRAUD,250,LOW,ORI100396,BLK0000000396,OTHER,1,NONE,4,2,OPEN,0,0,0,2839.62,1,3159,STREET,2020-01-01T06:35:50
2020-01-01 06:36:00,THEFT,26B,LOW,ORI100397,BLK0000000397,OTHER,0,MINOR,2,5,CLEARED_EXCEPTION,1,0,0,1156.2,0,1978,ROOFTOP,2020-01-01T06:36:51
2020-01-01 06:37:00,WEAPONS,23A,HIGH,ORI100398,BLK0000000398,STREET,0,NONE,5,1,OPEN,0,0,1,3212.62,1,2917,ROOFTOP,2020-01-01T06:37:52
2020-01-01 06:38:00,FRAUD,23C,HIGH,ORI100399,BLK0000000399,BUSINESS,1,NONE,0,5,OPEN,0,0,0,1658.65,1,3091,UNKNOWN,2020-01-01T06:38:53
2020-01-01 06:39:00,DOMESTIC,13B,HIGH,ORI100400,BLK0000000400,SCHOOL,0,SERIOUS,5,5,CLEARED_ARREST,0,0,0,1041.42,1,2832,STREET,2020-01-01T06:39:54
2020-01-01 06:40:00,FRAUD,220,MEDIUM,ORI100401,BLK0000000401,PARK,0,NONE,1,1,UNFOUNDED,0,0,0,2042.2,0,443,ZIP,2020-01-01T06:40:55
2020-01-01 06:41:00,WEAPONS,23C,HIGH,ORI100402,BLK0000000402,BUSINESS,0,NONE,5,1,OPEN,0,0,0,1036.65,1,301,ROOFTOP,2020-01-01T06:41:56
2020-01-01 06:42:00,OTHER,23C,LOW,ORI100403,BLK0000000403,PARKING,0,NONE,2,3,OPEN,0,0,1,1873.75,0,156,ROOFTOP,2020-01-01T06:42:57
2020-01-01 06:43:00,FRAUD,23C,HIGH,ORI100404,BLK0000000404,BAR,1,NONE,6,4,OPEN,0,0,0,3716.33,1,913,ROOFTOP,2020-01-01T06:43:58
2020-01-01 06:44:00,NARCOTICS,250,HIGH,ORI100405,BLK0000000405,BAR,0,NONE,6,2,OPEN,0,0,1,759.71,1,3040,ROOFTOP,2020-01-01T06:44:59
2020-01-01 06:45:00,FRAUD,23C,MEDIUM,ORI100406,BLK0000000406,PARK,0,MINOR,3,2,OPEN,0,0,0,1124.58,0,3473,STREET,2020-01-01T06:45:15
2020-01-01 06:46:00,NARCOTICS,26A,HIGH,ORI100407,BLK0000000407,RESIDENCE,1,NONE,6,0,OPEN,0,1,1,954.71,1,1367,ZIP,2020-01-01T06:46:16
2020-01-01 06:47:00,BURGLARY,250,CRITICAL,ORI100408,BLK0000000408,RESIDENCE,0,NONE,4,5,OPEN,0,0,0,683.06,1,3446,UNKNOWN,2020-01-01T06:47:17
2020-01-01 06:48:00,FRAUD,23B,MEDIUM,ORI100409,BLK0000000409,BUSINESS,1,NONE,5,4,OPEN,0,1,0,427.63,0,2183,PARCEL,2020-01-01T06:48:18
2020-01-01 06:49:00,VANDALISM,90Z,LOW,ORI100410,BLK0000000410,RESIDENCE,0,NONE,6,3,OPEN,0,0,0,3022.65,1,1741,ROOFTOP,2020-01-01T06:49:19
2020-01-01 06:50:00,BURGLARY,23A,LOW,ORI100411,BLK0000000411,BAR,0,NONE,5,1,CLEARED_EXCEPTION,0,0,0,2871.2,1,2079,STREET,2020-01-01T06:50:20
2020-01-01 06:51:00,FRAUD,220,CRITICAL,ORI100412,BLK0000000412,SCHOOL,0,NONE,2,2,CLEARED_ARREST,1,1,0,392.81,0,2045,ROOFTOP,2020-01-01T06:51:21
2020-01-01 06:52:00,WEAPONS,240,LOW,ORI100413,BLK0000000413,SCHOOL,1,NONE,6,2,CLEARED_ARREST,0,0,1,1008.8,0,2256,STREET,2020-01-01T06:52:22
2020-01-01 06:53:00,THEFT,23A,MEDIUM,ORI100414,BLK0000000414,STREET,0,NONE,4,4,CLEARED_EXCEPTION,0,0,1,1090.81,1,2081,STREET,2020-01-01T06:53:23
2020-01-01 06:54:00,VANDALISM,250,HIGH,ORI100415,BLK0000000415,SCHOOL,0,MINOR,5,2,CLEARED_EXCEPTION,0,1,0,2281.68,0,2648,ROOFTOP,2020-01-01T06:54:24
2020-01-01 06:55:00,NARCOTICS,13A,LOW,ORI100416,BLK0000000416,SCHOOL,1,NONE,2,4,CLEARED_EXCEPTION,0,0,1,298.75,0,2401,BLOCK,2020-01-01T06:55:25
2020-01-01 06:56:00,ASSAULT,240,MEDIUM,ORI100417,BLK0000000417,STREET,0,MINOR,4,2,CLEARED_EXCEPTION,0,0,0,1366.31,0,3207,STREET,2020-01-01T06:56:26
2020-01-01 06:57:00,DOMESTIC,26C,LOW,ORI100418,BLK0000000418,RESIDENCE,0,NONE,3,5,CLEARED_ARREST,0,0,0,131.61,1,2913,STREET,2020-01-01T06:57:27
2020-01-01 06:58:00,BURGLARY,26A,LOW,ORI100419,BLK0000000419,PARK,0,NONE,5,5,OPEN,0,0,0,1171.85,0,2393,UNKNOWN,2020-01-01T06:58:28
2020-01-01 06:59:00,BURGLARY,23C,MEDIUM,ORI100420,BLK0000000420,SCHOOL,0,NONE,2,3,CLEARED_ARREST,0,0,0,2690.26,0,696,ROOFTOP,2020-01-01T06:59:29
2020-01-01 07:00:00,FRAUD,220,HIGH,ORI100421,BLK0000000421,PARKING,1,NONE,0,1,CLEARED_EXCEPTION,0,0,0,1378.86,1,2830,STREET,2020-01-01T07:00:30
2020-01-01 07:01:00,DOMESTIC,240,HIGH,ORI100422,BLK0000000422,SCHOOL,1,NONE,1,4,OPEN,0,0,0,2573.88,0,519,ROOFTOP,2020-01-01T07:01:31
2020-01-01 07:02:00,BURGLARY,26B,LOW,ORI100423,BLK0000000423,STREET,0,NONE,2,5,CLEARED_ARREST,0,1,0,781.1,1,1008,ROOFTOP,2020-01-01T07:02:32
2020-01-01 07:03:00,ASSAULT,23C,MEDIUM,ORI100424,BLK0000000424,STREET,1,NONE,2,4,CLEARED_EXCEPTION,0,0,0,203.29,0,286,PARCEL,2020-01-01T07:03:33
2020-01-01 07:04:00,OTHER,90Z,LOW,ORI100425,BLK0000000425,STREET,1,SERIOUS,1,1,UNFOUNDED,0,0,0,2401.35,0,1238,BLOCK,2020-01-01T07:04:34
2020-01-01 07:05:00,DUI,220,LOW,ORI100426,BLK0000000426,SCHOOL,0,NONE,6,5,CLEARED_ARREST,0,0,0,985.57,1,1818,BLOCK,2020-01-01T07:05:35
2020-01-01 07:06:00,DOMESTIC,240,LOW,ORI100427,BLK0000000427,OTHER,1,NONE,4,4,CLEARED_ARREST,0,0,0,945.15,0,2094,PARCEL,2020-01-01T07:06:36
2020-01-01 07:07:00,DOMESTIC,13A,MEDIUM,ORI100428,BLK0000000428,STREET,0,NONE,4,2,UNFOUNDED,0,0,0,3313.91,0,1338,ROOFTOP,2020-01-01T07:07:37
2020-01-01 07:08:00,DOMESTIC,13B,MEDIUM,ORI100429,BLK0000000429,BAR,0,MINOR,0,3,OPEN,0,0,0,1467.65,1,560,BLOCK,2020-01-01T07:08:38
2020-01-01 07:09:00,NARCOTICS,23B,HIGH,ORI100430,BLK0000000430,BUSINESS,1,MINOR,0,3,CLEARED_ARREST,0,0,1,952.56,0,3202,ZIP,2020-01-01T07:09:39
2020-01-01 07:10:00,BURGLARY,90Z,HIGH,ORI100431,BLK0000000431,SCHOOL,0,SERIOUS,5,1,OPEN,0,0,0,851.88,0,3060,PARCEL,2020-01-01T07:10:40
2020-01-01 07:11:00,OTHER,13B,CRITICAL,ORI100432,BLK0000000432,PARKING,0,MINOR,6,4,OPEN,0,0,0,1250.21,0,1704,ROOFTOP,2020-01-01T07:11:41
2020-01-01 07:12:00,VANDALISM,240,MEDIUM,ORI100433,BLK0000000433,RESIDENCE,0,NONE,4,4,CLEARED_ARREST,0,0,0,875.11,0,1628,BLOCK,2020-01-01T07:12:42
2020-01-01 07:13:00,ROBBERY,26A,HIGH,ORI100434,BLK0000000434,BUSINESS,1,NONE,2,5,CLEARED_ARREST,0,0,0,925.0,1,2207,BLOCK,2020-01-01T07:13:43
2020-01-01 07:14:00,OTHER,23A,MEDIUM,ORI100435,BLK0000000435,PARKING,0,MINOR,3,1,OPEN,0,0,0,1437.25,1,1638,BLOCK,2020-01-01T07:14:44
2020-01-01 07:15:00,THEFT,90Z,LOW,ORI100436,BLK0000000436,BUSINESS,0,NONE,5,3,OPEN,0,0,0,418.01,1,1626,BLOCK,2020-01-01T07:15:45
2020-01-01 07:16:00,FRAUD,90Z,CRITICAL,ORI100437,BLK0000000437,RESIDENCE,1,NONE,0,4,OPEN,0,0,0,2152.0,0,791,BLOCK,2020-01-01T07:16:46
2020-01-01 07:17:00,OTHER,90Z,MEDIUM,ORI100438,BLK0000000438,STREET,0,SERIOUS,3,1,OPEN,0,0,0,2401.08,0,1830,ZIP,2020-01-01T07:17:47
2020-01-01 07:18:00,NARCOTICS,23B,MEDIUM,ORI100439,BLK0000000439,PARK,0,NONE,5,3,CLEARED_EXCEPTION,0,0,0,1771.21,1,3319,ROOFTOP,2020-01-01T07:18:48
2020-01-01 07:19:00,ROBBERY,13B,LOW,ORI100440,BLK0000000440,OTHER,1,NONE,3,4,OPEN,0,0,0,459.05,1,1105,BLOCK,2020-01-01T07:19:49
2020-01-01 07:20:00,ASSAULT,250,LOW,ORI100441,BLK0000000441,RESIDENCE,0,NONE,5,0,CLEARED_ARREST,0,0,0,526.51,1,3470,PARCEL,2020-01-01T07:20:50
2020-01-01 07:21:00,BURGLARY,23B,MEDIUM,ORI100442,BLK0000000442,RESIDENCE,0,NONE,2,0,OPEN,0,0,0,1689.81,0,3183,STREET,2020-01-01T07:21:51
2020-01-01 07:22:00,BURGLARY,26B,LOW,ORI100443,BLK0000000443,OTHER,0,NONE,4,4,OPEN,0,0,0,1091.12,1,2751,PARCEL,2020-01-01T07:22:52
2020-01-01 07:23:00,ASSAULT,220,LOW,ORI100444,BLK0000000444,SCHOOL,0,NONE,5,2,CLEARED_EXCEPTION,1,0,0,2787.91,0,3029,BLOCK,2020-01-01T07:23:53
2020-01-01 07:24:00,ROBBERY,220,MEDIUM,ORI100445,BLK0000000445,PARK,0,NONE,2,4,CLEARED_ARREST,0,0,0,4650.61,0,1067,PARCEL,2020-01-01T07:24:54
2020-01-01 07:25:00,THEFT,26B,MEDIUM,ORI100446,BLK0000000446,OTHER,0,NONE,6,2,OPEN,0,0,0,936.97,1,2316,ROOFTOP,2020-01-01T07:25:55
2020-01-01 07:26:00,DUI,220,MEDIUM,ORI100447,BLK0000000447,PARK,0,NONE,2,3,CLEARED_EXCEPTION,0,0,1,475.37,1,3335,BLOCK,2020-01-01T07:26:56
2020-01-01 07:27:00,ROBBERY,220,MEDIUM,ORI100448,BLK0000000448,RESIDENCE,0,NONE,4,1,OPEN,0,0,0,397.91,1,139,ROOFTOP,2020-01-01T07:27:57
2020-01-01 07:28:00,ASSAULT,26B,MEDIUM,ORI100449,BLK0000000449,TRANSIT,0,MINOR,4,5,OPEN,0,0,0,1564.38,1,3050,PARCEL,2020-01-01T07:28:58
2020-01-01 07:29:00,OTHER,26A,LOW,ORI100450,BLK0000000450,BUSINESS,0,NONE,1,3,OPEN,0,0,0,2656.31,1,2016,ROOFTOP,2020-01-01T07:29:59
2020-01-01 07:30:00,NARCOTICS,90Z,MEDIUM,ORI100451,BLK0000000451,BAR,0,NONE,1,4,CLEARED_EXCEPTION,0,1,0,2175.83,1,1538,BLOCK,2020-01-01T07:30:15
2020-01-01 07:31:00,NARCOTICS,240,MEDIUM,ORI100452,BLK0000000452,TRANSIT,1,NONE,6,1,CLEARED_EXCEPTION,0,0,1,1999.54,0,2742,BLOCK,2020-01-01T07:31:16
2020-01-01 07:32:00,DUI,13A,MEDIUM,ORI100453,BLK0000000453,PARK,0,NONE,6,5,OPEN,0,1,0,1854.09,0,2717,STREET,2020-01-01T07:32:17
2020-01-01 07:33:00,ASSAULT,26C,MEDIUM,ORI100454,BLK0000000454,STREET,1,NONE,3,2,CLEARED_EXCEPTION,0,1,0,1338.82,0,589,BLOCK,2020-01-01T07:33:18
2020-01-01 07:34:00,NARCOTICS,23B,MEDIUM,ORI100455,BLK0000000455,SCHOOL,0,NONE,2,3,OPEN,0,0,0,1730.1,0,208,BLOCK,2020-01-01T07:34:19
2020-01-01 07:35:00,WEAPONS,240,HIGH,ORI100456,BLK0000000456,SCHOOL,1,NONE,4,3,OPEN,0,0,0,2030.06,0,2182,PARCEL,2020-01-01T07:35:20
2020-01-01 07:36:00,WEAPONS,26B,HIGH,ORI100457,BLK0000000457,RESIDENCE,0,SERIOUS,2,2,OPEN,0,0,1,874.94,0,1184,STREET,2020-01-01T07:36:21
2020-01-01 07:37:00,FRAUD,23B,MEDIUM,ORI100458,BLK0000000458,TRANSIT,0,SERIOUS,6,0,OPEN,0,0,0,2274.6,1,39,STREET,2020-01-01T07:37:22
2020-01-01 07:38:00,OTHER,240,MEDIUM,ORI100459,BLK0000000459,BUSINESS,1,NONE,4,0,OPEN,0,0,0,223.29,1,2478,PARCEL,2020-01-01T07:38:23
2020-01-01 07:39:00,OTHER,13A,MEDIUM,ORI100460,BLK0000000460,RESIDENCE,0,NONE,6,0,CLEARED_ARREST,0,0,0,3267.07,0,1099,UNKNOWN,2020-01-01T07:39:24
2020-01-01 07:40:00,THEFT,26B,MEDIUM,ORI100461,BLK0000000461,STREET,0,NONE,4,2,OPEN,0,0,0,661.04,0,1999,ROOFTOP,2020-01-01T07:40:25
2020-01-01 07:41:00,OTHER,220,LOW,ORI100462,BLK0000000462,RESIDENCE,0,MINOR,4,3,OPEN,0,0,1,2044.65,0,772,BLOCK,2020-01-01T07:41:26
2020-01-01 07:42:00,WEAPONS,220,LOW,ORI100463,BLK0000000463,STREET,0,NONE,4,1,OPEN,0,0,0,3431.9,1,3380,ROOFTOP,2020-01-01T07:42:27
2020-01-01 07:43:00,ASSAULT,23C,LOW,ORI100464,BLK0000000464,STREET,0,NONE,3,0,CLEARED_EXCEPTION,1,0,0,2155.38,1,2605,BLOCK,2020-01-01T07:43:28
2020-01-01 07:44:00,ROBBERY,13B,MEDIUM,ORI100465,BLK0000000465,STREET,0,MINOR,6,2,CLEARED_EXCEPTION,0,0,0,1885.17,0,550,BLOCK,2020-01-01T07:44:29
2020-01-01 07:45:00,DUI,23B,MEDIUM,ORI100466,BLK0000000466,PARK,0,NONE,3,1,CLEARED_EXCEPTION,0,0,0,801.05,1,1689,BLOCK,2020-01-01T07:45:30
