edu_enroll_collection_date,edu_enroll_campus_id,edu_enroll_enrollment_total,edu_enroll_enrollment_by_grade_band,edu_enroll_new_entries_count,edu_enroll_withdrawals_count,edu_enroll_mobility_rate_pct,edu_enroll_average_daily_attendance,edu_enroll_seat_capacity,edu_enroll_class_size_average,edu_enroll_teacher_vacancy_count,edu_enroll_substitute_fill_rate_pct,edu_enroll_transport_ridership_count,edu_enroll_meal_program_participation,edu_enroll_after_school_participation,edu_enroll_internet_device_access_rate,edu_enroll_learning_loss_indicator,edu_enroll_weather_closure_days,edu_enroll_instructional_minutes_week,edu_enroll_data_quality_flag
2020-09-15,CAMP100398,1264,HIGH,155,83,14.24,1038,1596,27.03,19,81.89,3249,FREE_REDUCED,14.93,74.7,MODERATE,14,1536,PASS
2020-09-16,CAMP100399,1818,ELEM,92,174,31.03,1674,2227,20.83,28,44.63,589,MIXED,38.47,65.83,MODERATE,18,1809,PASS
2020-09-17,CAMP100400,2354,K12,163,146,14.0,2088,2538,30.42,3,97.78,568,PAID_ONLY,40.55,97.06,HIGH,3,1694,PASS
2020-09-18,CAMP100401,1335,MIDDLE,76,168,27.96,1191,1603,27.71,2,90.43,1103,UNIVERSAL,17.39,88.37,LOW,9,1244,PASS
2020-09-19,CAMP100402,3172,K12,46,208,8.67,2751,3789,24.6,22,47.43,1606,UNIVERSAL,44.25,64.46,LOW,11,1872,PASS
2020-09-20,CAMP100403,1013,ELEM,101,6,30.32,839,1037,21.04,16,62.22,3605,MIXED,70.67,87.7,HIGH,2,1335,PASS
2020-09-21,CAMP100404,1386,HIGH,132,39,22.35,1160,1569,25.24,18,81.22,944,PAID_ONLY,63.71,70.52,UNKNOWN,7,1355,WARN
2020-09-22,CAMP100405,302,K12,158,42,27.34,258,352,30.86,8,92.56,2037,MIXED,47.08,59.29,MODERATE,15,1332,PASS
2020-09-23,CAMP100406,2093,HIGH,109,82,4.39,1933,2433,19.39,27,74.36,2239,UNIVERSAL,13.4,83.79,HIGH,10,1259,PASS
2020-09-24,CAMP100407,1342,K12,194,61,10.02,1259,1589,25.17,21,49.23,3767,PAID_ONLY,43.18,91.84,HIGH,17,1333,PASS
2020-09-25,CAMP100408,2594,ELEM,79,4,26.48,2251,3281,31.43,3,63.88,3417,PAID_ONLY,28.91,73.54,LOW,14,1585,PASS
2020-09-26,CAMP100409,3948,MIDDLE,172,111,29.82,3641,4880,24.93,29,65.42,3456,MIXED,28.28,88.62,HIGH,2,1623,PASS
2020-09-27,CAMP100410,2545,MIDDLE,134,136,26.33,2492,2660,31.84,18,95.65,616,PAID_ONLY,65.56,63.27,LOW,18,1254,WARN
2020-09-28,CAMP100411,3914,ELEM,65,146,33.46,3441,4308,19.29,9,67.45,2438,FREE_REDUCED,74.52,72.0,LOW,20,1271,PASS
2020-09-29,CAMP100412,1391,ELEM,177,115,18.14,1220,1523,31.58,1,49.22,3541,PAID_ONLY,14.8,77.15,MODERATE,6,1211,PASS
2020-09-30,CAMP100413,4153,MIDDLE,168,95,3.5,3543,5525,31.96,19,45.22,2969,PAID_ONLY,33.38,90.83,LOW,3,1573,FAIL
2020-10-01,CAMP100414,2867,K12,114,136,10.81,2699,3417,17.53,9,81.89,1542,UNIVERSAL,32.79,65.46,LOW,4,1357,PASS
2020-10-02,CAMP100415,1185,MIDDLE,105,175,27.11,1079,1236,26.65,19,79.03,2629,UNIVERSAL,13.69,74.83,HIGH,8,1703,WARN
2020-10-03,CAMP100416,2509,K12,178,185,7.21,2448,2561,17.46,4,86.53,1067,FREE_REDUCED,19.22,77.98,LOW,7,1589,PASS
2020-10-04,CAMP100417,1954,ELEM,168,60,9.27,1912,2317,19.7,15,60.95,2710,UNIVERSAL,10.54,75.79,MODERATE,16,1594,PASS
2020-10-05,CAMP100418,3709,HIGH,3,90,34.89,3429,4288,28.68,3,89.55,777,PAID_ONLY,51.28,95.92,MODERATE,20,1488,PASS
2020-10-06,CAMP100419,3136,ELEM,197,58,28.41,3045,3334,19.09,28,63.65,676,UNIVERSAL,8.27,96.88,HIGH,19,1462,PASS
2020-10-07,CAMP100420,4166,HIGH,175,109,33.15,3586,4973,23.03,18,45.45,1060,MIXED,2.89,56.01,HIGH,14,1778,FAIL
2020-10-08,CAMP100421,1820,ELEM,47,128,14.63,1610,2452,20.94,24,86.61,1317,UNIVERSAL,3.42,63.26,HIGH,1,1370,PASS
2020-10-09,CAMP100422,3336,K12,86,75,30.06,3005,3811,17.41,4,66.94,2608,PAID_ONLY,8.0,92.67,UNKNOWN,4,1808,PASS
2020-10-10,CAMP100423,569,MIDDLE,170,169,24.72,514,714,27.16,18,57.64,3210,UNIVERSAL,1.41,93.03,HIGH,11,1618,PASS
2020-10-11,CAMP100424,487,HIGH,39,111,13.84,435,537,18.17,19,85.67,1317,UNIVERSAL,9.78,96.5,LOW,5,1355,PASS
2020-10-12,CAMP100425,2800,K12,171,216,34.78,2679,3404,14.54,10,50.01,1300,FREE_REDUCED,8.73,83.05,LOW,16,1679,PASS
2020-10-13,CAMP100426,2311,ELEM,131,6,23.46,1919,2613,15.8,17,85.66,3139,MIXED,11.61,97.87,LOW,20,1617,FAIL
2020-10-14,CAMP100427,407,HIGH,100,133,7.8,337,523,25.08,28,55.93,3434,UNIVERSAL,3.14,66.61,LOW,0,1542,PASS
2020-10-15,CAMP100428,3533,MIDDLE,110,135,5.27,2897,4109,19.19,17,74.76,744,FREE_REDUCED,2.8,69.98,HIGH,13,1714,PASS
2020-10-16,CAMP100429,1357,MIDDLE,190,45,32.91,1297,1654,29.06,2,96.9,3015,PAID_ONLY,64.66,56.5,MODERATE,8,1837,FAIL
2020-10-17,CAMP100430,838,MIDDLE,4,129,31.24,756,949,19.17,21,76.38,831,PAID_ONLY,74.56,92.46,MODERATE,19,1577,PASS
2020-10-18,CAMP100431,2701,K12,212,3,28.46,2360,3603,24.1,14,85.25,365,FREE_REDUCED,54.46,96.19,MODERATE,0,1393,PASS
2020-10-19,CAMP100432,2665,ELEM,89,188,10.5,2456,3421,20.16,25,78.57,1980,FREE_REDUCED,74.47,99.59,MODERATE,19,1442,PASS
2020-10-20,CAMP100433,2883,HIGH,5,198,7.97,2820,3375,17.69,26,70.15,786,UNIVERSAL,48.57,86.55,UNKNOWN,8,1417,PASS
2020-10-21,CAMP100434,2128,K12,120,59,27.5,1905,2185,30.67,1,95.61,2800,UNIVERSAL,25.42,57.32,HIGH,2,1643,PASS
2020-10-22,CAMP100435,1758,HIGH,90,30,17.49,1536,1932,17.15,21,71.44,1064,PAID_ONLY,31.13,84.13,LOW,19,1773,PASS
2020-10-23,CAMP100436,800,MIDDLE,61,24,31.79,758,866,22.7,0,51.7,3616,PAID_ONLY,26.1,98.35,MODERATE,1,1308,PASS
2020-10-24,CAMP100437,4066,K12,166,52,18.24,3543,4819,20.57,21,47.4,3273,MIXED,40.26,94.51,LOW,8,1208,PASS
2020-10-25,CAMP100438,1917,K12,0,115,16.0,1621,2481,24.79,19,54.59,2334,FREE_REDUCED,50.48,72.44,HIGH,9,1802,WARN
2020-10-26,CAMP100439,3362,K12,153,151,24.84,3220,3487,22.47,17,47.36,1281,MIXED,39.18,82.24,UNKNOWN,13,1695,PASS
2020-10-27,CAMP100440,1785,K12,212,121,31.22,1596,2044,25.93,5,80.62,622,PAID_ONLY,73.94,72.55,LOW,18,1695,PASS
2020-10-28,CAMP100441,3150,K12,122,20,31.15,2603,3731,21.64,11,56.31,2733,UNIVERSAL,26.29,88.69,HIGH,17,1553,PASS
2020-10-29,CAMP100442,3877,MIDDLE,68,43,29.93,3592,4440,27.88,3,81.54,843,MIXED,66.0,75.1,UNKNOWN,19,1863,WARN
2020-10-30,CAMP100443,3912,K12,90,202,6.84,3717,5000,26.69,24,48.39,3219,PAID_ONLY,6.12,97.81,HIGH,17,1454,PASS
2020-10-31,CAMP100444,425,HIGH,201,48,4.43,355,545,21.12,11,47.46,1650,MIXED,62.76,82.71,HIGH,10,1808,PASS
2020-11-01,CAMP100445,1883,HIGH,139,65,3.24,1616,2249,15.1,11,55.82,2905,UNIVERSAL,33.18,91.19,HIGH,20,1381,PASS
2020-11-02,CAMP100446,1501,HIGH,178,42,1.44,1389,1665,19.59,29,94.8,1171,FREE_REDUCED,56.27,90.24,MODERATE,7,1423,PASS
2020-11-03,CAMP100447,3930,K12,104,12,16.81,3523,5156,30.3,19,95.62,2852,PAID_ONLY,53.6,70.3,LOW,14,1596,WARN
2020-11-04,CAMP100448,1841,K12,203,71,20.76,1514,2173,31.59,4,59.89,15,PAID_ONLY,4.6,96.21,MODERATE,6,1222,PASS
2020-11-05,CAMP100449,3763,K12,49,183,20.44,3266,3953,15.19,9,60.34,691,PAID_ONLY,34.56,86.31,MODERATE,19,1843,WARN
2020-11-06,CAMP100450,3043,MIDDLE,56,92,7.22,2788,4079,27.12,22,62.8,1164,UNIVERSAL,58.31,88.69,LOW,3,1640,WARN
2020-11-07,CAMP100451,369,HIGH,190,30,31.29,316,385,27.03,1,88.39,1146,FREE_REDUCED,38.49,62.87,MODERATE,20,1505,WARN
2020-11-08,CAMP100452,2994,MIDDLE,112,211,24.78,2620,3415,28.92,23,47.49,3776,PAID_ONLY,24.55,77.52,MODERATE,13,1688,PASS
2020-11-09,CAMP100453,310,ELEM,50,77,33.47,282,365,17.51,11,48.03,2958,FREE_REDUCED,62.74,60.16,LOW,11,1704,PASS
2020-11-10,CAMP100454,918,ELEM,95,139,22.03,804,973,22.42,20,56.79,1401,PAID_ONLY,27.68,80.56,LOW,14,1864,PASS
2020-11-11,CAMP100455,1911,HIGH,26,38,24.08,1782,2068,15.68,25,66.58,3134,UNIVERSAL,74.28,79.06,MODERATE,3,1830,WARN
2020-11-12,CAMP100456,1628,HIGH,105,76,1.79,1426,2132,28.4,11,99.92,2648,FREE_REDUCED,50.82,94.88,LOW,5,1266,PASS
2020-11-13,CAMP100457,2461,ELEM,212,27,0.54,2251,2830,21.64,13,50.81,2873,FREE_REDUCED,44.8,84.34,LOW,14,1705,PASS
2020-11-14,CAMP100458,2938,K12,173,155,31.34,2675,3522,18.48,16,82.28,3054,PAID_ONLY,71.27,94.75,MODERATE,0,1826,PASS
2020-11-15,CAMP100459,983,HIGH,22,39,9.72,937,1144,18.36,14,54.16,1248,FREE_REDUCED,27.68,64.53,LOW,4,1834,PASS
2020-11-16,CAMP100460,3256,K12,98,105,33.16,2969,3417,18.02,4,42.5,1970,UNIVERSAL,47.23,82.8,HIGH,13,1290,PASS
2020-11-17,CAMP100461,995,HIGH,197,176,33.43,945,1022,27.96,23,75.57,756,MIXED,60.1,59.89,HIGH,20,1552,WARN
2020-11-18,CAMP100462,879,ELEM,79,209,28.48,822,1125,17.45,19,95.7,290,FREE_REDUCED,58.05,67.26,LOW,4,1252,PASS
2020-11-19,CAMP100463,306,K12,145,97,9.93,261,322,18.58,9,51.4,1337,MIXED,67.58,91.78,HIGH,3,1728,FAIL
2020-11-20,CAMP100464,754,ELEM,97,75,25.34,652,791,30.18,3,99.06,2720,PAID_ONLY,61.44,87.99,UNKNOWN,5,1357,WARN
2020-11-21,CAMP100465,2277,ELEM,15,75,3.94,1984,2554,18.18,16,88.18,1279,PAID_ONLY,66.89,76.82,MODERATE,15,1604,PASS
2020-11-22,CAMP100466,724,ELEM,58,139,2.24,618,902,27.57,26,48.77,2329,MIXED,55.66,65.07,MODERATE,15,1406,PASS
2020-11-23,CAMP100467,1826,HIGH,121,184,9.17,1752,2093,20.97,27,96.87,2352,PAID_ONLY,35.14,67.9,HIGH,2,1884,PASS
2020-11-24,CAMP100468,3627,K12,23,180,2.8,3152,4702,14.61,1,94.03,3423,MIXED,67.17,87.09,LOW,15,1385,PASS
2020-11-25,CAMP100469,3662,HIGH,0,200,24.35,3379,4829,20.04,11,58.12,3479,FREE_REDUCED,14.78,59.46,HIGH,3,1641,PASS
2020-11-26,CAMP100470,3012,ELEM,113,36,27.61,2684,3168,27.53,26,60.51,1473,PAID_ONLY,36.3,65.22,LOW,18,1265,PASS
2020-11-27,CAMP100471,151,HIGH,5,136,30.75,146,190,16.62,10,49.7,558,FREE_REDUCED,63.31,80.11,UNKNOWN,9,1265,PASS
2020-11-28,CAMP100472,1777,MIDDLE,77,193,17.47,1623,2231,25.42,22,80.78,3504,FREE_REDUCED,50.16,73.83,LOW,7,1537,PASS
2020-11-29,CAMP100473,3844,HIGH,139,70,25.48,3624,3948,23.11,23,88.47,936,UNIVERSAL,3.38,84.31,MODERATE,16,1770,PASS
2020-11-30,CAMP100474,2059,ELEM,172,74,9.11,1719,2185,31.36,6,62.98,2490,MIXED,37.8,71.59,LOW,16,1293,PASS
2020-12-01,CAMP100475,490,HIGH,43,216,1.14,457,520,28.36,29,97.17,3323,UNIVERSAL,49.82,86.32,HIGH,3,1865,PASS
2020-12-02,CAMP100476,2962,MIDDLE,127,120,12.59,2815,3975,23.85,15,56.21,8,MIXED,18.79,66.91,LOW,16,1422,PASS
2020-12-03,CAMP100477,2148,ELEM,169,20,25.54,2037,2223,14.99,9,78.05,2493,UNIVERSAL,60.27,88.63,MODERATE,20,1722,WARN
2020-12-04,CAMP100478,1246,K12,169,38,5.0,1179,1393,19.24,20,61.57,256,PAID_ONLY,43.1,73.02,LOW,12,1754,PASS
2020-12-05,CAMP100479,3175,K12,149,3,24.96,3020,4134,21.9,16,78.41,2770,UNIVERSAL,35.17,71.9,MODERATE,3,1651,PASS
2020-12-06,CAMP100480,1390,HIGH,27,209,0.54,1172,1733,17.32,5,80.21,2723,MIXED,59.15,63.73,HIGH,18,1892,FAIL
2020-12-07,CAMP100481,3546,ELEM,35,59,30.86,3349,4034,28.15,21,73.4,484,FREE_REDUCED,19.88,66.1,MODERATE,12,1889,PASS
2020-12-08,CAMP100482,1409,ELEM,66,180,28.97,1160,1550,31.78,10,94.1,729,FREE_REDUCED,34.57,87.64,HIGH,8,1802,PASS
2020-12-09,CAMP100483,2192,ELEM,130,186,16.1,1857,2497,25.64,17,83.47,1762,PAID_ONLY,58.95,84.87,UNKNOWN,11,1510,PASS
2020-12-10,CAMP100484,2861,HIGH,43,142,8.63,2789,3754,29.16,0,91.56,2312,UNIVERSAL,36.26,62.11,MODERATE,14,1555,WARN
2020-12-11,CAMP100485,1059,HIGH,54,194,3.29,989,1259,26.24,9,79.03,2800,FREE_REDUCED,70.13,68.51,LOW,19,1458,PASS
2020-12-12,CAMP100486,3132,HIGH,66,112,2.43,2814,4117,26.28,24,75.92,1566,PAID_ONLY,48.1,78.84,MODERATE,1,1614,PASS
2020-12-13,CAMP100487,1899,HIGH,17,95,33.61,1811,2424,15.14,26,62.5,885,MIXED,25.49,64.22,HIGH,16,1690,PASS
2020-12-14,CAMP100488,1561,HIGH,56,213,31.65,1395,1719,22.9,24,41.95,435,PAID_ONLY,3.24,69.23,UNKNOWN,11,1765,PASS
2020-12-15,CAMP100489,4166,MIDDLE,69,128,22.57,3524,5287,15.06,21,93.38,3551,UNIVERSAL,63.55,67.3,UNKNOWN,11,1367,PASS
2020-12-16,CAMP100490,507,K12,176,160,33.69,456,568,14.49,8,57.29,3127,FREE_REDUCED,41.11,78.74,LOW,15,1676,PASS
2020-12-17,CAMP100491,3326,K12,100,102,31.21,3169,4320,17.67,24,44.5,3668,FREE_REDUCED,0.86,63.12,HIGH,3,1566,PASS
2020-12-18,CAMP100492,2596,HIGH,202,178,6.6,2137,2997,29.85,6,86.43,684,PAID_ONLY,9.87,98.27,MODERATE,8,1567,PASS
2020-12-19,CAMP100493,379,ELEM,63,172,32.6,369,499,26.01,18,96.04,3569,PAID_ONLY,29.92,95.01,UNKNOWN,6,1506,PASS
2020-12-20,CAMP100494,573,MIDDLE,169,30,28.66,501,739,16.14,15,75.81,87,UNIVERSAL,72.71,59.32,LOW,16,1727,WARN
2020-12-21,CAMP100495,951,K12,173,52,7.15,899,1041,23.57,4,83.93,510,PAID_ONLY,39.91,69.93,MODERATE,0,1298,PASS
2020-12-22,CAMP100496,2021,ELEM,217,10,26.55,1779,2479,21.73,27,51.16,590,FREE_REDUCED,70.7,99.53,LOW,19,1878,PASS
2020-12-23,CAMP100497,2985,ELEM,153,101,7.25,2652,3411,20.37,19,92.61,559,MIXED,44.05,88.97,LOW,14,1880,PASS
2020-12-24,CAMP100498,1003,HIGH,93,207,16.48,957,1228,28.73,19,90.35,1568,PAID_ONLY,45.11,77.32,HIGH,13,1580,PASS
2020-12-25,CAMP100499,838,HIGH,12,50,10.43,799,1111,24.45,0,68.57,1191,MIXED,33.93,89.43,LOW,2,1643,PASS
2020-12-26,CAMP100500,3671,HIGH,87,168,31.29,3380,3826,30.49,12,69.7,680,MIXED,41.71,78.75,MODERATE,2,1674,WARN
2020-12-27,CAMP100501,3718,MIDDLE,11,53,27.17,3550,4406,14.53,4,77.65,1318,MIXED,52.63,82.7,MODERATE,15,1759,PASS
2020-12-28,CAMP100502,2975,K12,34,88,6.59,2697,3090,30.95,0,58.98,1372,UNIVERSAL,37.26,72.28,LOW,1,1619,PASS
2020-12-29,CAMP100503,3546,K12,194,92,20.93,3021,4105,16.08,9,55.7,195,FREE_REDUCED,48.73,81.19,MODERATE,18,1809,PASS
2020-12-30,CAMP100504,3125,K12,39,58,27.52,2812,4129,26.17,8,63.07,1532,PAID_ONLY,67.01,89.23,LOW,6,1200,PASS
2020-12-31,CAMP100505,317,MIDDLE,209,41,30.02,289,354,23.45,27,42.12,3223,PAID_ONLY,31.23,92.07,LOW,4,1595,FAIL
2021-01-01,CAMP100506,3850,MIDDLE,160,24,34.85,3184,4449,28.93,7,66.26,2330,UNIVERSAL,26.68,66.42,LOW,12,1646,FAIL
2021-01-02,CAMP100507,4078,ELEM,150,136,28.89,3596,4435,24.79,5,73.72,2241,MIXED,29.0,64.42,UNKNOWN,0,1762,PASS
2021-01-03,CAMP100508,3643,HIGH,40,203,6.2,3192,4795,14.07,5,52.25,2191,MIXED,51.3,82.62,LOW,6,1530,PASS
2021-01-04,CAMP100509,2685,MIDDLE,28,177,15.07,2396,3262,31.88,26,54.68,1802,MIXED,71.58,88.46,MODERATE,10,1454,PASS
2021-01-05,CAMP100510,3667,K12,6,56,22.94,3188,4933,22.4,21,76.28,977,UNIVERSAL,33.9,77.38,LOW,14,1322,PASS
2021-01-06,CAMP100511,2734,ELEM,87,21,34.61,2625,3058,17.33,29,46.57,2596,UNIVERSAL,72.12,87.62,LOW,8,1502,PASS
2021-01-07,CAMP100512,2718,K12,71,108,24.6,2272,2976,21.71,5,62.21,606,PAID_ONLY,55.55,71.15,HIGH,3,1495,PASS
2021-01-08,CAMP100513,3268,ELEM,184,190,3.38,2902,4238,15.9,2,65.97,2575,MIXED,14.14,71.37,MODERATE,0,1874,PASS
2021-01-09,CAMP100514,388,HIGH,182,95,26.09,366,421,18.72,19,96.41,872,MIXED,58.73,92.56,MODERATE,1,1762,WARN
2021-01-10,CAMP100515,2420,HIGH,183,116,5.25,2312,2541,20.27,5,66.11,1339,UNIVERSAL,33.59,66.23,UNKNOWN,16,1690,PASS
2021-01-11,CAMP100516,2405,K12,153,201,9.01,2055,3008,16.98,7,41.28,294,PAID_ONLY,61.33,98.48,HIGH,5,1781,PASS
2021-01-12,CAMP100517,2542,MIDDLE,47,75,17.46,2452,2779,17.73,8,53.28,1273,MIXED,58.39,64.35,LOW,10,1547,PASS
2021-01-13,CAMP100518,362,ELEM,12,80,27.23,344,477,22.44,11,96.73,806,UNIVERSAL,10.8,89.29,HIGH,5,1551,PASS
2021-01-14,CAMP100519,1544,ELEM,211,109,8.62,1345,1933,22.22,1,85.06,491,MIXED,53.4,95.86,LOW,17,1580,PASS
2021-01-15,CAMP100520,532,K12,179,163,21.47,439,581,29.06,4,93.87,2112,MIXED,20.84,87.86,HIGH,12,1237,PASS
2021-01-16,CAMP100521,3589,HIGH,128,161,29.32,3512,4275,20.55,18,90.93,1030,UNIVERSAL,32.61,69.5,MODERATE,15,1885,PASS
2021-01-17,CAMP100522,1424,ELEM,184,173,16.88,1331,1612,15.07,14,70.3,398,UNIVERSAL,3.47,96.12,MODERATE,9,1448,FAIL
2021-01-18,CAMP100523,3390,HIGH,147,16,2.49,3106,4298,19.04,3,51.13,3641,UNIVERSAL,66.11,97.22,UNKNOWN,1,1436,PASS
2021-01-19,CAMP100524,4175,MIDDLE,28,98,27.18,3778,5266,18.8,17,65.95,3009,MIXED,67.77,99.06,LOW,2,1318,PASS
2021-01-20,CAMP100525,3704,MIDDLE,94,16,6.32,3533,4028,22.0,4,92.48,2866,MIXED,33.86,87.52,UNKNOWN,14,1556,PASS
2021-01-21,CAMP100526,1989,MIDDLE,74,76,11.32,1908,2053,31.53,8,52.24,1407,PAID_ONLY,40.87,69.34,HIGH,14,1382,PASS
2021-01-22,CAMP100527,1950,MIDDLE,18,167,1.58,1783,2412,26.91,29,61.01,2378,PAID_ONLY,59.47,55.74,LOW,3,1611,FAIL
2021-01-23,CAMP100528,567,ELEM,92,20,27.51,516,608,26.37,2,99.57,3710,MIXED,3.95,74.13,UNKNOWN,0,1459,PASS
2021-01-24,CAMP100529,1353,MIDDLE,38,46,16.12,1190,1473,28.45,18,56.35,3020,MIXED,56.05,82.11,LOW,16,1727,PASS
2021-01-25,CAMP100530,3015,MIDDLE,122,88,20.14,2778,3391,25.27,16,68.06,1793,FREE_REDUCED,21.67,87.06,LOW,9,1843,PASS
2021-01-26,CAMP100531,3701,MIDDLE,197,76,9.51,3592,4536,18.6,7,54.73,2546,PAID_ONLY,53.66,85.91,UNKNOWN,6,1800,PASS
2021-01-27,CAMP100532,3966,HIGH,120,169,26.69,3626,4401,28.95,25,53.5,3008,FREE_REDUCED,29.57,78.37,LOW,1,1242,PASS
2021-01-28,CAMP100533,3038,MIDDLE,43,192,33.02,2721,3673,25.88,5,65.38,3494,MIXED,23.89,80.48,LOW,1,1385,PASS
2021-01-29,CAMP100534,1291,HIGH,62,24,18.89,1185,1670,24.67,6,66.85,1427,MIXED,38.94,55.29,LOW,19,1240,PASS
2021-01-30,CAMP100535,2911,MIDDLE,177,4,1.09,2514,3634,19.61,29,76.03,641,PAID_ONLY,21.09,91.5,LOW,10,1533,PASS
2021-01-31,CAMP100536,1733,MIDDLE,40,161,32.2,1553,2211,26.4,17,80.64,2507,PAID_ONLY,11.18,71.23,LOW,18,1475,PASS
2021-02-01,CAMP100537,1426,K12,120,72,13.37,1185,1520,23.74,26,54.51,3108,FREE_REDUCED,8.14,92.35,HIGH,5,1489,PASS
2021-02-02,CAMP100538,2153,HIGH,18,101,34.16,1967,2491,18.99,16,76.45,2381,UNIVERSAL,48.93,73.97,MODERATE,17,1567,PASS
2021-02-03,CAMP100539,3536,K12,197,169,34.17,3433,3651,28.73,25,48.81,1093,UNIVERSAL,3.04,99.51,HIGH,1,1449,WARN
2021-02-04,CAMP100540,2980,K12,8,7,14.0,2912,3064,14.52,29,94.22,2173,FREE_REDUCED,70.66,91.74,MODERATE,8,1407,PASS
2021-02-05,CAMP100541,1429,HIGH,107,81,13.46,1352,1635,27.92,3,40.64,2751,UNIVERSAL,65.02,74.19,UNKNOWN,14,1709,PASS
2021-02-06,CAMP100542,3466,HIGH,96,76,8.15,3060,4207,24.23,28,80.19,2899,PAID_ONLY,8.5,55.49,MODERATE,9,1625,PASS
2021-02-07,CAMP100543,3936,HIGH,96,209,16.22,3358,4208,30.84,24,51.89,1776,FREE_REDUCED,50.59,89.39,UNKNOWN,11,1683,PASS
2021-02-08,CAMP100544,2362,MIDDLE,152,30,7.11,2243,2452,31.7,8,51.93,3628,MIXED,47.33,80.26,MODERATE,19,1640,PASS
2021-02-09,CAMP100545,3879,ELEM,194,160,22.51,3609,4017,15.11,9,69.55,1710,MIXED,32.31,92.89,LOW,14,1544,PASS
2021-02-10,CAMP100546,726,K12,157,13,11.9,659,951,16.25,4,86.69,2292,UNIVERSAL,13.87,97.44,MODERATE,15,1298,PASS
2021-02-11,CAMP100547,2885,K12,164,67,10.71,2442,3650,29.31,14,89.56,1146,MIXED,33.99,83.63,MODERATE,6,1501,PASS
2021-02-12,CAMP100548,2445,HIGH,106,45,5.67,2295,2539,30.36,10,43.9,966,UNIVERSAL,2.24,77.48,MODERATE,13,1595,PASS
2021-02-13,CAMP100549,1330,ELEM,99,92,28.98,1188,1611,24.31,28,81.11,2347,UNIVERSAL,43.29,81.18,LOW,16,1712,PASS
2021-02-14,CAMP100550,1774,HIGH,111,1,14.95,1475,2172,14.84,17,45.51,2786,UNIVERSAL,29.98,96.87,UNKNOWN,6,1690,PASS
2021-02-15,CAMP100551,2855,HIGH,87,99,30.99,2518,3551,25.27,22,93.65,3760,FREE_REDUCED,59.0,91.06,MODERATE,15,1452,PASS
2021-02-16,CAMP100552,2224,HIGH,47,107,11.96,2158,2393,24.46,16,54.68,1352,MIXED,27.66,72.96,HIGH,18,1634,PASS
2021-02-17,CAMP100553,184,K12,91,37,25.89,165,247,25.07,16,75.14,518,MIXED,9.33,97.82,MODERATE,12,1290,PASS
2021-02-18,CAMP100554,3003,K12,87,71,30.09,2566,3466,22.84,14,79.79,2126,FREE_REDUCED,64.64,75.94,MODERATE,9,1503,PASS
2021-02-19,CAMP100555,821,MIDDLE,144,54,9.37,700,909,32.0,19,78.72,2587,FREE_REDUCED,50.26,63.62,MODERATE,5,1462,WARN
2021-02-20,CAMP100556,2980,ELEM,114,59,1.29,2461,3553,25.47,10,52.62,3005,MIXED,72.72,81.99,HIGH,7,1774,PASS
2021-02-21,CAMP100557,2595,MIDDLE,196,96,7.65,2408,3201,18.9,1,62.99,883,UNIVERSAL,28.88,95.4,MODERATE,6,1213,PASS
2021-02-22,CAMP100558,3220,K12,85,41,2.22,3071,3475,20.18,0,94.39,240,PAID_ONLY,22.37,77.68,LOW,18,1217,PASS
2021-02-23,CAMP100559,4041,ELEM,59,200,17.21,3400,4732,30.12,16,92.46,48,UNIVERSAL,42.92,58.51,UNKNOWN,2,1710,PASS
2021-02-24,CAMP100560,3874,ELEM,29,135,15.62,3676,4898,24.44,3,74.37,2504,UNIVERSAL,20.67,55.46,LOW,3,1491,PASS
2021-02-25,CAMP100561,3635,MIDDLE,182,8,4.28,3478,3854,30.08,3,52.01,860,PAID_ONLY,59.99,64.68,LOW,11,1655,WARN
2021-02-26,CAMP100562,3095,HIGH,73,12,33.94,3019,3193,27.24,21,66.55,1697,FREE_REDUCED,51.98,71.05,LOW,2,1897,PASS
2021-02-27,CAMP100563,331,ELEM,180,23,30.04,316,385,25.64,1,85.21,403,FREE_REDUCED,20.35,72.21,MODERATE,9,1540,PASS
2021-02-28,CAMP100564,3942,HIGH,161,52,7.34,3631,4347,14.49,25,92.21,2126,MIXED,44.85,97.11,HIGH,2,1459,PASS
2021-03-01,CAMP100565,2060,MIDDLE,50,195,6.32,1783,2572,22.6,27,86.26,150,PAID_ONLY,1.0,66.33,LOW,19,1804,WARN
2021-03-02,CAMP100566,2667,HIGH,90,121,18.76,2603,2905,28.41,15,69.71,472,PAID_ONLY,8.5,64.3,MODERATE,9,1259,PASS
2021-03-03,CAMP100567,2672,K12,64,26,0.9,2440,3466,21.02,19,48.7,288,PAID_ONLY,3.63,87.47,LOW,13,1764,WARN
2021-03-04,CAMP100568,1335,ELEM,170,80,23.91,1247,1457,14.53,7,72.31,384,PAID_ONLY,2.51,63.87,MODERATE,18,1692,PASS
2021-03-05,CAMP100569,2659,MIDDLE,48,103,19.95,2296,3353,29.01,28,78.02,2699,UNIVERSAL,36.25,97.95,LOW,0,1442,PASS
2021-03-06,CAMP100570,2806,HIGH,217,47,3.65,2420,3293,30.43,2,54.29,2097,PAID_ONLY,57.41,63.33,LOW,14,1855,PASS
2021-03-07,CAMP100571,2559,ELEM,143,146,17.03,2404,2912,18.21,13,72.34,1011,MIXED,30.39,99.4,MODERATE,0,1694,PASS
