soc_access_service_date,soc_access_state_ut_code,soc_access_district_lgd_code,soc_access_benefit_delivery_method,soc_access_dbt_transaction_id_hash,soc_access_bank_ifsc_code,soc_access_upi_success_rate_pct,soc_access_aeps_transactions_count,soc_access_eload_card_spend_inr,soc_access_authorized_retailer_density,soc_access_caseworker_caseload_avg,soc_access_appointment_no_show_rate,soc_access_document_verification_time_days,soc_access_language_service_request_count,soc_access_disability_accommodation_count,soc_access_office_distance_km_avg,soc_access_mobile_office_visits_count,soc_access_website_uptime_pct,soc_access_client_satisfaction_score,soc_access_service_gap_index
2023-06-11,UP,346493,DBT,e52307eb047e43708a48b55c,PUNB0974736,84.6,3100,258693.24,2.109,344.0,12.78,44,248,13,27.38,36,94.5,1.88,0.918
2024-11-18,GA,627355,Voucher,d5fd28b40c4344efab42ffa9,YESB0353565,82.67,866,77112.1,5.061,117.2,21.98,32,49,25,27.96,58,92.12,3.41,0.785
2019-05-19,PB,138244,Voucher,c722931f378a418a8beb8de0,BKID0510610,82.44,602,128582.87,2.277,223.6,6.08,5,91,69,14.37,28,97.79,3.45,0.185
2023-12-09,BR,274282,DBT,504dd3dfe7924202beddeb3b,BARB0576395,85.19,2412,147753.14,2.397,293.7,1.57,4,165,58,18.95,28,93.06,4.11,0.388
2023-02-07,AN,468106,Voucher,152b82e0cb0d4687926ecd46,BKID0285120,95.31,239,145363.23,2.887,320.9,8.53,39,31,65,12.44,41,98.81,2.91,0.328
2024-06-10,TN,437893,InKind,f24c7e94e4b0446c8e8aa9a3,SBIN0758418,82.26,968,335864.42,7.353,408.2,11.4,39,109,12,21.74,51,94.12,2.03,0.258
2020-07-27,GJ,861803,Cash,9e154c2179e9421e8cde71b8,IDIB0621998,87.45,3181,297132.68,3.505,112.3,8.52,16,233,46,28.94,48,96.74,2.88,0.795
2023-03-12,UK,591818,Mixed,bd25d19125f043db8ffb1a9f,HDFC0200959,92.11,1494,368934.82,2.893,130.0,7.03,20,58,5,13.22,3,94.27,3.67,0.125
2020-12-27,UP,885049,Mixed,4f868e39223b4b8e8fc433e7,BARB0906383,95.31,2302,229858.13,3.578,363.7,5.66,16,154,36,18.82,17,97.62,3.49,0.479
2019-10-27,AR,783827,InKind,94487c9eafda4889a5018d3c,CBIN0371973,94.13,3435,157739.25,5.422,72.4,9.4,26,151,8,27.17,50,92.94,4.43,0.866
2023-01-11,BR,472674,InKind,4b123523dfe548de94b194a6,CBIN0240622,99.69,883,30488.07,6.639,337.6,15.16,9,19,21,7.47,58,94.74,2.64,0.789
2019-02-24,HR,979957,DBT,1b8320a2d20b4169ace9bfa1,PUNB0983667,86.93,1138,357476.59,7.432,86.3,3.28,42,13,20,21.44,39,96.07,3.56,0.267
2019-08-27,AS,859344,Mixed,20dd4c4c27db40338c646dd9,CBIN0192617,82.0,1487,33646.05,3.697,213.8,19.04,18,36,15,27.2,0,96.68,4.82,0.036
2022-09-16,PB,544259,InKind,9587ee8c79904ea99498ca68,ICIC0153726,82.68,2085,135659.06,3.505,263.0,14.1,7,4,67,2.01,40,96.64,2.77,0.414
2025-04-16,DL,865501,Mixed,bad533ab35724e8a8421e533,PUNB0313797,83.75,2799,300997.64,2.544,330.6,2.36,13,132,29,9.03,56,92.64,3.15,0.594
2024-01-04,AS,331280,Mixed,07364291fbb24022b626e507,IDIB0387338,99.46,365,343876.64,5.865,79.1,0.52,39,65,12,1.08,48,92.27,4.88,0.855
2019-02-09,TN,287385,Cash,0f9014fb82ac43a697e3082c,SBIN0490421,92.2,2369,30830.75,4.951,352.3,1.13,13,149,79,0.42,43,93.9,2.25,0.528
2019-10-06,ML,812416,Voucher,078d1d6269924ccd9fcfb259,BKID0716652,96.31,3435,273427.96,2.789,362.5,1.99,36,72,2,16.82,31,92.3,3.58,0.266
2022-01-07,DN,810160,Cash,8f60f67c5f464bf8a0f031d5,IDIB0429141,99.63,4257,61712.51,3.937,340.5,14.16,34,87,11,24.58,54,93.76,2.95,0.691
2022-01-02,NL,299414,Cash,3a4737d3119d4ba2b217a4ee,BARB0603399,97.11,2694,340757.98,1.623,395.9,20.7,44,26,68,13.53,38,92.47,1.94,0.402
2019-04-13,TR,778574,InKind,b9b34411c7ac46bba4de17a9,SBIN0105230,89.3,3129,328433.78,5.236,370.8,2.93,6,198,36,21.81,30,96.22,4.16,0.825
2020-10-17,LA,557056,Mixed,5ad23798a8ee45928dbc26b1,BKID0446409,97.68,4068,336625.91,1.966,330.7,6.26,17,28,29,6.86,53,92.84,2.42,0.024
2019-11-21,CG,602734,DBT,e40b14f769a84bc6b285a899,CBIN0950470,89.76,3636,28690.91,2.687,258.0,19.05,37,228,24,29.31,0,95.32,4.57,0.419
2022-12-21,KL,862039,Voucher,88c4a38f5d8e4a898224368c,ICIC0797361,84.04,2675,251741.38,0.604,346.3,11.12,5,41,47,12.82,7,98.16,3.1,0.422
2023-08-11,JH,244059,Mixed,c0770d26c5824385a1b937a7,ICIC0766719,91.81,2831,108382.33,1.727,410.5,9.4,1,247,28,24.81,50,98.18,2.25,0.588
2021-09-25,GJ,463418,Mixed,7adbfd93166e42e4a4f5dd32,HDFC0374064,98.39,4971,223113.57,1.542,280.4,10.41,0,181,6,4.72,3,96.5,2.56,0.359
2023-01-01,TS,360904,Voucher,d188eb163e2a48eea3c2636c,PUNB0539358,96.04,3785,445235.1,5.541,128.4,2.22,3,205,77,28.67,53,92.25,4.38,0.402
2020-05-30,AP,601279,Voucher,cedc8d3c63234354bd7f96d8,SBIN0860070,89.19,1205,40712.81,5.239,130.4,4.83,35,201,72,18.23,58,96.29,2.96,0.735
2024-12-17,MH,242120,Mixed,e8b265316c034ce1b539b116,SBIN0892139,97.3,2268,267323.41,4.082,341.5,21.16,15,111,14,33.97,15,94.02,2.59,0.171
2019-01-12,CG,207594,Mixed,94dc697f55774f52a4f97c49,ICIC0739488,90.31,3710,74249.79,2.964,415.9,14.16,6,45,40,14.31,52,96.55,2.57,0.238
2022-07-13,TN,726544,InKind,7686c51dcca84e1e962208cd,BKID0510886,94.25,2610,229522.91,6.682,116.0,6.3,31,169,36,30.58,32,99.27,3.61,0.102
2021-04-02,WB,150370,Voucher,72b2cb3375cd4198abcb999f,BARB0165848,87.96,2161,234405.07,6.642,408.5,20.83,13,164,7,14.54,30,96.79,2.6,0.258
2022-02-26,MZ,475531,Cash,d99b8ed0e6b54bd683ab77a0,IDIB0207417,85.49,3041,205301.56,4.561,138.3,8.74,6,201,31,3.95,55,99.52,4.7,0.505
2022-08-12,MZ,987653,InKind,983fb4f7edbb421cbdf626b5,CBIN0100263,87.61,1879,287826.98,4.969,193.9,3.1,44,58,50,24.13,46,93.67,1.95,0.189
2023-07-10,MZ,999011,Mixed,2d90d2490ec4470583cc23fc,BKID0423279,97.67,3390,438386.83,5.994,384.6,21.24,26,204,8,6.57,53,94.15,2.28,0.074
2025-07-03,HR,261005,DBT,322e9cd56f2849c0b53332f8,PUNB0121045,99.72,3657,362348.42,5.449,405.3,14.65,19,220,29,28.03,52,93.19,3.13,0.996
2022-12-05,MH,934377,DBT,87d3a833e7b0415a93b5e547,ICIC0491519,86.72,4490,431335.65,1.764,253.3,16.56,41,182,20,11.85,43,92.63,2.45,0.455
2020-08-04,LA,401993,DBT,30f30c7fc0e942538848f20f,BKID0637786,84.96,4777,85253.84,3.825,400.8,0.5,10,67,28,26.52,28,92.08,4.21,0.832
2022-09-02,AR,278711,InKind,13dcc1ada8e24282bfe15e76,ICIC0636291,83.27,3557,446953.21,1.224,359.3,6.23,26,61,50,16.95,11,99.42,4.64,0.739
2022-08-02,AN,554215,Cash,0f65e898ff514e2fa79bbb4b,ICIC0599767,95.49,3777,137323.7,6.089,368.6,20.8,33,32,32,18.89,5,95.61,3.66,0.165
2025-01-19,GA,539555,Mixed,0631eef8cf4d4ba09188f2de,BARB0303553,91.45,3861,15374.55,4.936,369.3,3.42,0,207,61,25.77,15,99.51,4.45,0.512
2022-12-19,CG,437024,Mixed,8c80e201ee2b4450b9ab439a,ICIC0567269,91.95,1650,196306.24,7.345,183.7,19.22,12,109,40,23.34,28,98.91,4.28,0.568
2025-01-28,KA,484466,Mixed,44a4f6facdcc4270aa8be236,BARB0981851,82.81,4577,110788.66,1.11,46.8,16.95,4,76,55,23.31,8,97.95,2.29,0.158
2023-07-19,JH,187605,Voucher,2a91a7de0234435cbfe60d1c,PUNB0500155,83.45,2549,342954.24,3.875,98.4,8.33,23,38,49,23.13,21,99.34,2.04,0.112
2023-01-02,KL,337332,Cash,520a020712e24e40925249cd,PUNB0887041,98.37,4337,39123.59,5.458,63.7,19.51,30,123,65,20.57,47,94.11,3.75,0.263
2021-04-20,DN,277222,Voucher,043cdb1911294d51be1b7f08,UTIB0443264,92.32,1085,246601.44,6.518,128.3,20.3,7,49,11,28.29,1,98.85,4.85,0.261
2020-10-16,JK,938963,InKind,0653f794840b47f4921872f2,UTIB0660739,85.92,1551,130228.5,6.415,56.3,19.07,6,208,79,10.64,18,97.44,4.38,0.278
2019-09-12,TR,544102,Voucher,321adcffc9c04b92b7b4f742,CBIN0533654,85.71,3101,93029.92,1.595,141.6,8.96,20,84,60,6.52,57,96.8,3.71,0.252
2022-11-02,GA,591569,DBT,cad65db59fe04f6ea2697a05,ICIC0719759,86.31,2892,394037.41,7.369,261.7,12.92,17,111,15,25.78,19,96.95,2.14,0.547
2025-06-13,LD,494920,Mixed,033d7a869bb34c8881e216f1,ICIC0907639,83.14,2012,231977.36,7.362,89.3,6.73,4,165,2,18.99,42,99.25,4.22,0.294
2019-02-02,DN,896180,Mixed,d74959fc98bb4271b273f914,CBIN0496810,82.89,1104,146450.06,7.271,156.6,2.86,30,174,2,31.54,36,99.43,3.92,0.772
2025-09-02,AS,818373,Voucher,5af2d6c962e4453b8ae82ce3,ICIC0781658,94.89,1140,335753.05,4.641,121.3,19.85,34,29,55,33.78,47,93.42,4.7,0.052
2025-01-06,MH,720594,DBT,309ff9d2ab314d07a6717bc7,CBIN0894284,86.72,3634,383935.72,6.256,71.6,21.59,19,19,33,30.38,43,92.65,4.0,0.622
2022-01-25,WB,380608,InKind,db12c04e3dcb447aaf603a10,BKID0810589,88.88,105,198939.53,0.663,295.3,1.29,16,71,14,19.26,35,94.18,2.12,0.772
2021-03-12,BR,377577,Voucher,08e6415166444a3f94be0295,SBIN0122100,91.62,597,81955.82,1.99,378.8,15.13,7,186,25,26.44,58,98.48,3.69,0.437
2023-01-24,AS,946282,Cash,226aec40aa4c43f0ad61c4af,CBIN0100170,87.73,4626,447451.99,0.781,310.7,20.88,14,214,35,11.83,16,92.78,3.05,0.319
2024-12-27,SK,937060,Cash,84bb731034a6425db6c7a5ee,YESB0894662,90.57,4895,161539.31,3.841,298.4,13.37,22,243,3,0.71,16,97.29,3.11,0.303
2019-03-16,MP,354529,Cash,53bb78595fae491bac75b40d,BARB0756381,97.48,394,92476.97,7.239,413.5,1.04,44,68,44,27.36,35,95.19,3.76,0.328
2022-02-22,ML,402804,Mixed,2552779c00b0422b9fd27260,PUNB0962317,86.37,711,46489.09,4.904,316.5,0.33,8,190,2,27.4,42,99.3,4.59,0.117
2019-05-01,WB,398168,DBT,2aa166c54f904d5ba17828d2,SBIN0363233,96.16,1646,55734.27,3.513,53.1,11.09,37,42,51,0.48,40,98.56,4.16,0.581
2023-07-05,PB,805779,Cash,1c54624eac82428eb4898ea3,CBIN0809170,86.72,2929,424369.21,5.967,119.0,20.68,22,47,4,30.25,57,96.06,1.87,0.623
2019-07-16,UP,954381,InKind,907d493a52bc49aeb83ada30,ICIC0821369,85.35,952,425997.18,4.172,280.4,6.14,24,133,63,30.87,35,95.05,2.26,0.39
2021-03-20,CG,898860,Voucher,21114f7a65274f259fb82540,PUNB0871592,83.3,4911,228569.85,3.487,281.0,7.71,13,24,20,11.36,45,98.68,2.93,0.956
2024-03-03,AP,856434,InKind,2e414971305e4c80960bb2ae,ICIC0722824,94.25,2470,311460.87,4.757,355.6,17.51,42,8,41,0.8,7,93.95,3.92,0.911
2024-04-06,JH,413581,InKind,2830420e12c844f4a0ac4989,ICIC0224477,89.37,2685,374688.69,3.887,96.2,17.64,2,248,30,30.69,2,96.35,3.77,0.298
2020-08-04,HR,385270,DBT,53db00ac368e444884c7c130,BKID0712847,95.79,974,250854.56,4.847,412.8,20.76,9,200,70,2.65,48,99.45,3.36,0.732
2022-08-04,KL,900083,Mixed,1137aec4ed4a4b658c37329d,ICIC0644034,84.37,1538,300141.56,6.04,233.8,18.45,14,168,63,8.28,26,96.83,3.13,0.116
2020-04-16,AN,455755,InKind,1465ddc06d394eadb6587d9a,IDIB0400304,92.8,3681,435138.27,3.522,389.4,13.07,25,55,76,19.08,17,99.44,4.25,0.758
2023-02-21,GA,293810,Mixed,ec4b3fbce8c44d3faf8399b7,BARB0287751,82.23,3163,77641.31,3.171,238.8,20.65,19,19,57,28.62,45,95.54,2.1,0.736
2019-01-22,CG,858033,Mixed,a017a77601c24a40854f1d71,BARB0896589,86.19,1124,62452.59,4.234,107.0,13.52,41,33,78,27.41,23,97.03,3.64,0.357
2024-09-11,HR,531633,Mixed,818d7266fd004d6eab97df13,CBIN0227751,92.91,2207,338864.3,6.795,170.1,13.23,8,105,18,23.9,1,99.52,4.31,0.387
2019-02-28,KL,177480,InKind,83b887ede13140bfa4933fdd,BKID0479977,83.0,927,316497.79,3.23,120.1,0.34,25,202,25,29.04,33,97.9,2.64,0.586
2023-04-06,HR,906552,Voucher,d4d836f9eadb41919230dfb8,SBIN0660518,88.75,2037,83678.5,6.373,136.7,10.02,21,148,64,24.05,7,99.24,2.43,0.28
2021-11-02,GJ,365208,Mixed,798d20a4072347fc8f46c731,ICIC0974615,92.05,1084,136086.67,4.667,377.8,0.94,13,210,2,22.39,58,98.66,3.89,0.573
2020-07-25,RJ,378088,DBT,87420e2586fa41fa8e1925c0,IDIB0703878,95.02,4898,308364.78,0.192,180.3,19.77,1,227,14,6.04,19,92.62,2.34,0.888
2022-10-17,CG,578399,DBT,1d520226013146b1a0c10c78,CBIN0374390,94.63,1487,222464.38,3.624,105.3,0.23,36,183,57,15.51,18,94.07,3.31,0.445
2019-12-29,GA,343202,InKind,5aaf3e5e3c53488596db52ea,SBIN0154595,84.65,2369,402063.81,1.658,175.3,6.75,9,24,31,15.91,50,97.93,4.66,0.204
2023-01-20,DN,846012,Mixed,f909133597444507bbd5f38a,PUNB0385932,83.35,3209,376719.61,1.213,272.6,21.89,6,58,20,0.84,2,99.12,1.99,0.558
2023-07-07,AP,722480,DBT,8a8ea2ede07046e0a2b5cb5e,IDIB0363507,88.74,205,219203.89,1.835,112.3,17.49,25,84,24,14.31,40,98.42,4.62,0.653
2022-03-16,AS,608154,Voucher,6c9d7747c3c849d5b86fa7c8,ICIC0837170,86.31,1048,300089.01,5.372,54.6,16.67,6,131,61,8.1,58,94.51,2.39,0.526
2021-07-13,AS,280077,Mixed,2a040e44ec3b4afeb8d63529,YESB0438925,87.47,4944,289557.48,4.743,370.8,15.68,28,198,38,3.32,1,96.97,3.3,0.024
2022-03-21,PB,540800,Mixed,886b78876e49433abc521d35,SBIN0188603,88.13,3484,41435.39,4.073,127.1,1.13,32,242,0,19.21,57,97.29,2.21,0.669
2025-09-12,UP,345137,Cash,7ca078ae2d654ef4beb5b580,BARB0882978,89.11,1209,191516.34,3.765,395.5,6.34,10,245,41,8.45,37,95.5,4.0,0.037
2024-04-09,TR,965904,Cash,9eeb3d57ed04465c80e99d0c,UTIB0116248,91.28,2150,197946.57,2.98,53.2,17.57,3,119,62,6.83,11,96.7,4.89,0.417
2019-01-15,TR,813421,Voucher,5903963dcdfa4f23a72e819a,UTIB0102708,82.17,4287,403815.26,6.661,285.6,19.7,4,247,13,27.58,51,99.89,2.74,0.414
2021-01-10,AS,204769,Voucher,23b3db80b14d4dfe959220bb,PUNB0527277,87.33,985,398376.33,7.0,291.1,7.7,2,237,5,28.39,49,96.36,4.67,0.846
2019-03-05,MP,575232,Voucher,4f966e2cd6b04040a867aceb,BKID0162298,86.73,1494,25935.96,5.757,95.1,5.71,21,41,50,23.2,58,93.55,4.06,0.863
2020-08-30,TN,802058,InKind,9c588d31504b4331a8646e56,PUNB0259391,86.23,1200,380326.04,2.233,291.1,5.19,17,169,70,6.8,55,96.03,4.79,0.775
2024-06-13,TR,570968,Mixed,4fcf924b748645d38522ab94,PUNB0986755,96.12,3324,275257.11,6.863,184.2,12.06,34,109,5,22.22,36,93.41,3.88,0.82
2024-12-24,MP,214331,Cash,f4388102e6794c648046f527,BKID0859927,86.5,2636,7301.69,6.162,182.0,6.41,17,211,52,25.02,0,97.51,3.91,0.219
2022-03-14,DN,225819,InKind,141b029104174622b74c5cda,SBIN0787633,84.7,2503,171743.56,1.018,372.8,0.47,29,217,62,8.32,44,99.22,4.73,0.716
2023-10-29,DN,759543,Voucher,e4cb886df9464cf69430487d,YESB0703713,97.25,1893,399640.71,2.628,401.7,8.6,21,48,12,4.83,45,97.41,4.05,0.749
2021-08-05,WB,571603,Voucher,3472d00737094d7984c6c817,BKID0143033,88.85,1639,161205.12,2.524,100.5,12.18,19,150,20,15.29,46,99.02,4.43,0.778
2022-05-04,AN,588780,DBT,fd1442b54cc1491796c64c2e,BKID0852317,85.29,2568,304400.94,5.502,298.4,13.95,33,231,40,14.97,10,97.82,2.68,0.795
2024-10-21,PY,342957,DBT,638d1c34fb8a4eb088b438c7,ICIC0524069,95.45,3995,254548.53,3.977,94.6,7.55,22,166,48,5.53,44,95.5,2.32,0.163
2020-12-05,AN,338181,DBT,a5d53d93eadf455d9aba0df4,PUNB0188487,93.76,4062,265437.05,2.075,48.5,6.91,25,213,40,6.87,49,96.31,3.78,0.257
2021-03-24,SK,466515,Cash,ff7f43ffdd1748cf8330e276,HDFC0370675,98.92,3922,216360.15,1.808,92.6,6.25,20,180,14,17.59,4,96.26,2.58,0.784
2019-12-16,MN,589002,Mixed,11f7537cc8ec4e199e2941f2,HDFC0551770,97.71,229,217053.84,3.486,279.3,13.71,32,196,70,18.55,1,95.14,3.13,0.147
2020-07-12,MH,521872,InKind,2fcd8c98e8e541f0a46e5b95,SBIN0112325,94.43,2450,406190.45,5.028,314.7,6.24,13,211,33,18.92,5,92.74,4.45,0.124
2019-04-06,CH,891473,DBT,448d4fea8adf490688b6e1a8,CBIN0327177,84.88,1968,186217.28,3.865,230.2,20.17,2,235,42,34.37,41,97.61,3.76,0.977
2024-09-16,KA,270136,Mixed,c817c10598dd4c63b324e33d,UTIB0402330,90.65,4676,86135.52,2.032,401.4,6.2,19,49,42,1.58,18,92.38,4.73,0.968
2024-12-19,TN,524964,Voucher,738c17efcfd64e9ebef0918e,PUNB0517411,84.13,2077,188878.78,4.688,329.2,17.4,14,197,44,27.56,49,93.63,2.9,0.337
2021-12-13,OD,311737,Cash,eabfe502ce7f40d1aa0e3cdb,HDFC0101783,91.83,1234,329810.72,7.492,97.2,7.03,40,95,23,12.44,57,95.63,2.67,0.009
2023-02-26,MH,105920,DBT,7381cf58cb284cb089926602,PUNB0608897,98.41,1254,213858.97,1.407,115.1,13.96,43,144,25,26.4,2,99.9,2.46,0.398
2020-09-28,MZ,473265,Voucher,5495b254468d495f9235dc8f,BKID0277870,82.07,973,329443.51,4.01,264.5,15.38,9,164,11,25.79,44,94.45,4.83,0.026
2019-04-28,AS,150944,InKind,c562c177cbfb4822a1ddb080,SBIN0637524,97.68,2209,107902.73,2.88,163.3,3.84,19,162,58,21.77,45,98.36,3.13,0.143
2022-08-11,UP,434900,InKind,11e489992eac40caac83303f,IDIB0315235,91.65,1320,262242.53,1.716,35.3,8.36,19,49,25,22.16,4,95.36,4.65,0.224
2020-02-10,AS,669372,InKind,8131fd0343974cd8a76890fa,SBIN0462446,84.71,2833,388946.51,6.579,44.4,2.81,10,205,4,23.29,7,93.77,2.87,0.839
2024-12-09,AS,438248,DBT,fd1128fc2103439ca7159ae7,BARB0661266,97.32,1154,238184.79,7.188,192.1,11.23,0,178,3,26.22,48,92.21,2.69,0.375
2020-12-15,JH,710137,Cash,87d204f4ea3649839777943f,HDFC0690914,91.61,2924,286568.66,2.691,236.6,20.01,44,187,77,4.78,4,92.71,4.19,0.008
2024-03-01,PB,365478,Voucher,cd78b46392924220886c6a21,UTIB0127536,90.02,3078,305463.11,2.67,286.5,13.12,29,154,34,12.76,11,95.33,3.72,0.637
2020-11-03,KA,461596,Mixed,b77034a0ebc248dc9ed551c1,IDIB0581566,90.94,3349,332855.8,0.779,328.8,15.44,18,147,48,29.5,55,95.2,3.43,0.071
2019-11-20,DL,887641,Voucher,d31de04e2061474f9d9fc8f5,UTIB0834976,84.64,4412,157630.33,4.671,408.0,6.23,8,69,42,19.27,43,97.01,3.16,0.894
2022-11-03,LA,318502,Mixed,9152e8d5cfeb4599a6aeabce,BKID0285780,84.02,383,282081.02,0.296,358.0,10.3,21,149,67,4.97,55,92.5,3.25,0.245
2020-04-13,MN,550825,Mixed,7097a49cde1846d382468561,IDIB0578789,93.84,264,187275.81,3.772,172.0,16.3,12,70,71,33.67,16,94.27,4.39,0.238
2021-10-18,PY,744369,InKind,f33b651fdadb4d30884e83a4,ICIC0502852,97.76,2300,175931.45,1.231,240.9,2.89,10,220,62,34.58,44,92.19,2.27,0.397
2021-01-20,BR,425826,Cash,8f0caf6d4a2242fcac6fe0be,HDFC0864940,94.43,2580,213840.71,5.075,118.1,2.68,43,12,78,18.04,36,98.98,1.96,0.107
2025-03-05,GA,373744,InKind,a904b6296bdd49b9922b4d23,ICIC0494886,97.05,3788,183516.51,6.974,408.0,4.94,29,2,17,18.76,53,95.18,1.82,0.023
2022-07-10,MP,727969,Voucher,c38d0119098e4b4d8be96caf,SBIN0949455,97.12,1134,11640.87,0.757,241.1,5.21,13,182,35,10.36,13,96.67,3.33,0.914
2024-01-14,LA,166610,Mixed,c9adca89794d416b896efcb0,UTIB0687184,82.57,2275,333897.78,5.855,131.1,21.17,9,179,23,18.16,1,97.68,4.34,0.864
2023-02-14,OD,338981,Mixed,a000b104f9024a548eb3cc1a,UTIB0605244,95.8,3056,262952.38,6.246,313.8,3.49,34,139,66,33.91,23,94.14,3.88,0.916
2025-05-17,UP,468649,DBT,697b78c124584f649bd7849a,BARB0362727,95.82,3282,61910.89,1.404,222.8,2.31,27,141,22,9.06,30,93.08,4.87,0.677
2022-01-28,TS,295624,Cash,537efba06484403484836777,PUNB0636872,88.26,2715,117588.59,6.928,418.7,3.03,38,8,63,10.8,34,96.64,3.69,0.013
2025-01-15,NL,585224,DBT,11852a43217d424e9e79858e,ICIC0218121,89.34,2952,274965.59,4.695,63.8,4.46,34,209,18,31.43,52,99.23,3.38,0.973
2025-04-15,LA,657446,InKind,bcf633e55163459282e7f8fa,HDFC0474619,95.34,820,233107.58,4.059,164.2,8.11,18,211,55,13.58,41,99.14,3.6,0.709
2025-06-13,LD,969064,Cash,90f63371770240c086404fb1,ICIC0355984,99.66,2323,325539.6,5.068,397.6,4.34,29,51,1,34.04,53,94.47,4.53,0.415
2023-11-15,MZ,641559,Voucher,bb9eb38570c04c32879ea9ab,CBIN0703248,99.68,2707,220154.37,2.232,212.6,1.93,17,3,63,12.37,43,94.13,1.85,0.732
2025-11-10,UP,632998,Voucher,5ed30b0c69b84b1e8f659b91,IDIB0787595,90.48,394,380086.19,0.288,155.0,3.01,4,131,66,0.36,22,94.83,3.25,0.567
2024-03-20,TN,753277,Mixed,cd425bddaa8944e6bcfd2738,PUNB0935765,96.13,4843,34854.76,3.371,267.9,17.37,1,63,45,33.39,48,93.96,3.07,0.672
2021-03-08,SK,287487,InKind,b6047ec6fa6f4201801bc60a,IDIB0299890,90.34,3166,275934.74,5.601,290.8,11.44,3,31,43,8.45,19,99.72,4.76,0.824
2020-02-06,BR,523377,Cash,04a72ded887a49f8886e1d27,HDFC0896274,97.5,3588,167197.73,6.898,70.7,16.41,41,28,36,24.36,48,92.28,2.38,0.936
2020-06-20,HR,848973,DBT,bc8e92480be94ef7960363cf,YESB0861355,93.63,2672,138079.26,3.283,134.9,3.89,37,164,47,1.85,41,93.53,1.88,0.797
2023-01-07,PY,258028,DBT,62a3895296324e15a945d23e,PUNB0876187,98.77,4653,424638.84,2.051,154.0,6.71,17,89,45,26.24,13,92.23,3.76,0.896
2020-02-27,HP,362333,Mixed,3e5b618f5b9f40e0bc9552fc,BKID0766427,99.85,28,388713.37,1.072,129.6,21.61,40,190,39,7.86,3,98.83,3.74,0.568
2020-08-30,TS,297950,Mixed,5e7ad7098b6a4b8cbe208a8d,CBIN0340949,87.91,4790,82672.21,7.023,182.4,1.88,33,78,41,28.05,53,95.77,2.79,0.338
2023-05-26,JK,963349,Mixed,762d3f8ce7b9472c97316b22,BKID0890084,99.53,1034,25846.66,1.809,163.9,9.65,6,155,9,33.84,46,93.82,3.47,0.67
2021-04-30,SK,418751,InKind,73fd4d1600bb49b194b9074b,YESB0639593,94.4,4422,390264.71,6.842,316.6,6.51,10,68,37,1.77,3,95.16,3.65,0.556
2023-10-08,HR,392780,Voucher,ba9d0e791de94d998a45b8c1,SBIN0766549,86.26,306,76183.64,1.46,265.6,0.16,16,138,34,13.01,14,92.85,2.89,0.056
2025-12-25,DN,833795,InKind,ffdd4e3193724c66bf12cd06,ICIC0284731,82.06,1564,417712.52,0.234,200.2,12.15,36,174,71,25.11,28,92.86,3.1,0.576
2019-08-13,AR,918565,Voucher,38c90ec538fa45dd99299115,SBIN0241669,94.24,2851,124793.93,1.759,112.0,12.1,29,85,23,34.88,31,99.58,2.24,0.417
2023-06-28,UK,104484,Cash,f353d1ebd1b24cde990edcf4,PUNB0349166,85.98,3288,185244.24,3.747,196.9,7.05,17,221,77,12.83,22,97.57,4.19,0.37
2024-09-30,JH,891057,Mixed,819746e7909c4739ba38a986,UTIB0560233,86.14,75,20242.77,2.68,104.5,10.39,37,159,71,34.83,11,97.11,3.01,0.724
2019-12-25,TS,736454,InKind,293c7c3f80324d2ba91ed90c,BARB0474962,91.88,1794,241889.12,6.817,401.6,8.62,14,50,62,31.49,40,95.78,3.8,0.885
2024-06-25,NL,877592,Voucher,6cb450601da243e995965a05,PUNB0898846,82.55,4212,84931.19,4.134,101.9,10.21,40,224,56,25.23,44,95.92,3.12,0.197
2022-07-21,RJ,178081,Voucher,c6496e28d4f8465a94cd5039,ICIC0111716,89.45,915,193984.19,0.971,365.6,18.66,32,124,25,13.49,38,98.18,2.3,0.795
2023-05-27,MH,135446,Voucher,64ccee7794324a0497d7be43,YESB0172043,96.31,4737,413732.57,4.727,272.0,15.71,31,180,13,18.88,57,92.42,3.97,0.17
2019-05-12,PB,402230,DBT,cff89de6da174bcbbca4b066,BKID0392868,82.49,3551,113657.74,2.978,347.2,6.17,3,86,63,25.27,23,97.34,3.09,0.576
2022-01-18,LA,864882,Cash,70f092b92a8149d38e2f087a,YESB0250958,93.17,4877,285713.49,5.124,377.1,5.27,6,5,56,24.06,32,96.4,2.37,0.848
2021-07-27,CH,548679,Cash,736f4d1ed09c43cd8e8cb484,HDFC0466075,84.83,4516,90895.34,5.918,344.5,15.95,44,140,66,10.24,19,94.45,4.69,0.906
2020-01-28,ML,749169,InKind,b78df602077e4ad2aee563cd,PUNB0745833,97.44,1132,274431.04,7.393,261.9,4.94,34,127,43,19.59,57,93.73,4.57,0.308
2024-05-04,LA,320580,Mixed,32be9e18930c4049864d1933,CBIN0994075,88.99,4705,130119.4,4.367,137.8,19.97,11,180,71,29.26,25,98.89,4.05,0.819
2022-07-16,JK,400868,Mixed,73da9613c68a45788c7d0fc0,CBIN0281867,96.54,2475,306703.61,2.814,289.1,18.32,38,184,6,16.73,24,99.45,3.59,0.879
