qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_usd,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2059-04,CITY00000484,122.93,125.77,88.91,71.0,103.13,90.56,152.71,3.931,55273.63,485.075,17.815,53.0,2.58,352.23,0.8701,118.22,108.32,REL_2024Q4
2059-05,CITY00000485,102.49,100.91,74.39,114.86,95.9,105.35,78.81,14.814,82755.95,670.686,15.125,20.99,1.1,494.37,0.2241,103.27,111.06,REL_2024Q2
2059-06,CITY00000486,110.33,91.55,85.18,63.82,114.17,109.65,86.31,18.938,60819.21,427.409,-1.454,25.38,13.34,845.84,0.9136,118.03,106.45,REL_2024Q4
2059-07,CITY00000487,164.94,164.28,128.02,185.95,166.33,171.71,186.52,5.86,77744.89,478.226,3.539,46.09,17.28,1278.09,0.7239,176.32,151.55,REL_2020Q3
2059-08,CITY00000488,119.9,116.6,108.18,84.46,114.35,116.2,130.97,2.802,127392.14,1353.629,12.337,25.26,10.68,439.52,0.9101,126.36,127.91,REL_2025Q2
2059-09,CITY00000489,135.25,119.06,124.48,117.69,93.59,105.43,112.4,17.707,34525.03,359.676,3.925,44.71,24.16,835.09,0.3496,117.8,124.7,REL_2019Q3
2059-10,CITY00000490,176.64,197.64,121.6,124.29,142.17,145.25,158.7,5.843,32638.09,198.498,6.016,14.4,6.11,1246.23,0.786,172.16,204.58,REL_2023Q2
2059-11,CITY00000491,115.8,123.02,88.33,92.76,93.28,115.66,138.19,3.389,25559.49,152.093,3.052,33.19,19.23,204.76,0.8425,121.87,124.07,REL_2022Q3
2059-12,CITY00000492,79.92,69.79,52.77,59.97,68.96,69.51,62.91,9.411,36516.93,579.83,16.354,10.42,11.97,1197.06,0.0732,69.72,85.29,REL_2023Q3
2060-01,CITY00000493,201.81,179.56,172.12,210.38,143.91,235.0,223.69,13.796,64762.42,230.479,17.61,19.82,8.55,1099.16,0.1133,184.63,203.92,REL_2024Q3
2060-02,CITY00000494,87.81,79.12,70.48,99.29,95.95,92.14,88.74,18.19,64323.94,655.823,0.639,15.71,1.14,779.63,0.509,84.54,74.02,REL_2021Q4
2060-03,CITY00000495,165.61,197.31,173.82,185.48,157.13,186.92,181.52,20.565,103542.31,598.36,17.332,54.36,6.91,720.2,0.0474,142.5,185.79,REL_2025Q2
2060-04,CITY00000496,160.91,145.91,164.39,147.21,126.23,118.08,207.16,23.176,124656.71,796.577,16.216,61.1,1.05,1235.43,0.583,165.91,170.47,REL_2023Q4
2060-05,CITY00000497,143.08,134.42,97.47,134.1,128.26,152.99,133.06,17.164,137661.25,1043.862,13.997,38.68,12.08,1281.62,0.5305,145.66,122.11,REL_2024Q2
2060-06,CITY00000498,178.04,175.51,171.31,135.22,114.15,159.12,190.12,15.01,33161.7,230.841,5.454,58.71,1.04,1100.56,0.3748,149.67,203.66,REL_2021Q4
2060-07,CITY00000499,103.88,89.15,104.81,95.82,72.77,75.18,141.19,16.958,112872.96,874.964,4.649,46.63,7.29,169.64,0.8344,111.84,110.63,REL_2025Q4
2060-08,CITY00000500,152.26,175.92,127.8,135.09,135.66,161.33,139.18,15.863,34061.87,305.653,11.132,53.5,21.08,963.19,0.03,166.86,152.48,REL_2024Q1
2060-09,CITY00000501,128.34,118.77,133.39,93.39,93.58,103.99,100.55,24.789,55094.03,387.648,17.33,34.34,8.07,900.85,0.107,127.4,128.53,REL_2021Q4
2060-10,CITY00000502,138.02,132.95,128.47,80.74,138.54,153.22,107.81,12.275,106236.12,1053.68,3.723,50.58,3.92,397.03,0.082,113.96,133.69,REL_2025Q2
2060-11,CITY00000503,157.94,164.92,122.64,181.43,170.03,156.83,186.14,2.94,114222.71,851.414,3.962,57.64,9.69,1100.47,0.0661,142.02,143.19,REL_2024Q3
2060-12,CITY00000504,84.47,71.25,72.04,60.44,67.27,83.2,86.73,13.541,84232.82,1062.332,7.82,37.67,13.56,191.73,0.5464,77.66,83.01,REL_2020Q3
2061-01,CITY00000505,201.11,229.44,189.11,206.28,215.47,174.24,206.77,6.699,40312.77,212.521,12.169,38.61,1.71,1471.37,0.1974,194.65,212.14,REL_2019Q4
2061-02,CITY00000506,139.17,135.14,110.79,156.01,137.99,127.09,176.79,14.652,91064.16,503.162,16.693,44.89,15.97,605.98,0.0048,117.02,143.29,REL_2019Q3
2061-03,CITY00000507,133.8,126.68,118.5,129.78,101.76,138.96,189.13,7.057,104437.71,544.15,9.967,57.26,10.01,620.52,0.2207,110.19,124.45,REL_2023Q1
2061-04,CITY00000508,89.06,76.58,60.18,86.73,89.32,70.74,86.17,20.022,62710.34,763.579,10.607,55.11,9.04,978.57,0.7937,83.88,81.13,REL_2020Q4
2061-05,CITY00000509,193.71,161.89,189.0,202.49,134.13,151.22,184.51,16.877,22520.3,100.945,15.529,27.6,4.37,963.04,0.9737,163.92,216.12,REL_2019Q2
2061-06,CITY00000510,178.64,184.18,125.1,151.84,204.3,131.16,246.42,17.402,70602.97,455.42,0.55,60.71,10.8,1344.01,0.4097,176.72,186.92,REL_2020Q3
2061-07,CITY00000511,118.92,119.95,122.91,115.64,76.38,125.26,153.07,2.764,25556.47,204.297,6.867,23.25,12.57,516.88,0.556,123.03,130.2,REL_2022Q3
2061-08,CITY00000512,66.26,66.5,54.22,70.25,42.51,47.19,91.16,23.76,37886.33,644.317,6.004,49.08,3.58,504.0,0.0183,55.22,71.93,REL_2020Q1
2061-09,CITY00000513,87.21,74.15,60.2,69.21,82.01,81.94,106.85,8.146,51330.12,657.502,4.608,15.74,7.27,1161.6,0.0089,76.44,82.88,REL_2024Q4
2061-10,CITY00000514,191.14,165.67,152.73,187.29,139.42,217.94,264.05,19.871,59234.09,323.522,0.797,45.68,2.98,401.54,0.1551,172.7,204.58,REL_2021Q2
2061-11,CITY00000515,204.48,178.36,143.62,180.01,231.37,193.75,292.73,20.036,22910.61,101.012,11.881,16.86,22.95,816.79,0.0782,196.59,215.89,REL_2025Q1
2061-12,CITY00000516,68.8,76.52,46.08,74.23,63.84,69.47,82.52,8.241,110264.67,1754.652,17.635,13.19,8.41,257.47,0.6072,64.19,66.89,REL_2022Q3
2062-01,CITY00000517,135.43,148.86,126.28,143.28,125.52,143.61,151.36,2.218,75626.3,408.526,12.706,35.28,1.58,167.35,0.7913,117.04,130.25,REL_2022Q1
2062-02,CITY00000518,176.79,204.22,185.32,164.41,192.14,169.85,221.19,4.425,137531.65,915.631,2.164,56.96,20.93,936.45,0.3105,162.22,205.63,REL_2020Q4
2062-03,CITY00000519,165.4,159.66,135.48,101.7,144.05,156.29,163.04,16.624,73858.24,551.252,6.286,63.78,24.33,202.26,0.6328,142.52,171.73,REL_2021Q4
2062-04,CITY00000520,143.64,147.69,129.87,106.96,160.73,117.52,146.83,23.448,68670.57,478.974,3.999,28.15,20.07,850.22,0.5944,149.81,156.41,REL_2023Q3
2062-05,CITY00000521,142.32,132.3,98.82,107.99,100.69,120.8,181.53,11.442,74673.41,588.034,15.074,25.54,14.99,617.11,0.7787,148.98,158.07,REL_2020Q3
2062-06,CITY00000522,191.9,219.52,193.99,212.76,167.0,197.45,249.01,4.643,56708.79,332.776,0.049,60.19,23.93,600.13,0.916,172.54,197.74,REL_2024Q2
2062-07,CITY00000523,192.42,178.26,135.4,221.21,171.09,145.49,170.37,21.639,22635.92,151.297,4.366,43.75,4.76,608.72,0.1504,208.17,221.65,REL_2024Q4
2062-08,CITY00000524,132.76,108.58,102.22,124.49,148.77,115.38,151.15,6.362,30506.93,230.473,5.375,35.57,11.62,634.95,0.6902,144.51,149.76,REL_2023Q4
2062-09,CITY00000525,107.21,110.27,75.45,73.71,113.95,110.21,111.74,2.718,59339.68,360.647,11.538,17.3,4.94,896.57,0.6237,99.88,106.47,REL_2023Q2
2062-10,CITY00000526,190.47,207.36,142.6,184.44,133.57,214.73,195.26,14.397,51519.57,246.955,16.075,29.15,11.85,386.67,0.0228,170.25,208.18,REL_2019Q3
2062-11,CITY00000527,187.9,182.65,173.5,116.82,136.42,147.7,255.36,5.597,29797.23,153.058,17.356,11.95,21.56,317.58,0.1781,161.65,167.25,REL_2023Q3
2062-12,CITY00000528,113.51,132.88,97.8,91.84,88.73,115.23,150.29,1.002,108068.98,721.157,6.22,33.58,24.38,398.93,0.7295,124.45,103.97,REL_2020Q2
2063-01,CITY00000529,197.09,166.22,166.06,138.79,195.62,156.49,172.09,7.005,32279.25,193.822,11.109,48.65,10.21,1373.46,0.1119,212.76,193.07,REL_2022Q4
2063-02,CITY00000530,175.34,209.24,150.04,145.17,183.72,140.73,249.22,9.64,108315.55,643.245,15.565,46.63,1.75,476.11,0.8518,192.77,152.71,REL_2021Q1
2063-03,CITY00000531,158.83,175.21,149.89,124.26,113.12,117.35,210.58,7.008,79481.51,462.755,5.102,56.18,12.64,626.94,0.6857,170.76,173.81,REL_2019Q4
2063-04,CITY00000532,150.35,133.18,136.76,107.49,135.3,172.77,205.97,2.701,64591.79,364.078,8.6,32.09,5.37,425.08,0.4448,141.45,132.93,REL_2025Q2
2063-05,CITY00000533,159.32,144.53,154.73,173.1,157.48,183.59,226.1,12.603,48673.45,234.38,3.095,36.8,16.84,165.35,0.0969,131.59,183.63,REL_2023Q1
2063-06,CITY00000534,176.06,175.82,127.42,204.47,163.24,135.18,211.26,9.585,137959.13,821.828,14.203,30.62,10.78,879.51,0.557,146.8,152.8,REL_2021Q1
2063-07,CITY00000535,137.4,131.96,107.16,117.66,124.1,146.19,121.87,17.572,67355.65,581.318,-1.294,22.92,17.17,1466.59,0.6538,130.69,140.38,REL_2022Q4
2063-08,CITY00000536,124.05,126.58,129.18,104.62,131.46,132.91,96.94,12.363,85486.49,492.205,5.122,29.99,18.4,593.65,0.5802,119.03,129.98,REL_2021Q2
2063-09,CITY00000537,144.29,172.98,115.87,120.53,122.86,132.73,192.78,14.402,63656.04,326.8,-0.007,47.61,15.52,636.96,0.1657,149.84,156.11,REL_2022Q1
2063-10,CITY00000538,70.51,80.04,59.06,39.62,63.87,64.49,53.65,14.276,85761.22,939.406,15.991,23.6,13.86,208.97,0.9004,58.54,77.25,REL_2024Q4
2063-11,CITY00000539,178.76,205.69,189.65,184.72,133.56,159.09,196.46,14.808,61983.6,484.897,17.705,48.84,3.87,1364.28,0.3393,158.93,205.13,REL_2025Q4
2063-12,CITY00000540,184.32,216.04,191.21,163.79,165.52,170.31,243.85,4.996,96538.85,410.097,4.589,17.71,22.3,376.61,0.8796,162.11,191.26,REL_2025Q1
2064-01,CITY00000541,115.21,130.33,114.13,124.29,108.44,103.91,99.28,1.153,118604.07,812.289,0.785,55.21,15.71,310.1,0.624,105.79,97.95,REL_2019Q1
2064-02,CITY00000542,146.0,124.97,105.04,153.75,159.22,154.4,182.44,4.259,105838.95,706.071,16.592,47.87,5.85,669.73,0.0648,127.61,138.76,REL_2020Q2
2064-03,CITY00000543,117.31,96.4,89.21,84.08,80.29,87.51,92.58,0.661,95093.94,669.43,14.316,58.51,6.51,154.46,0.2461,104.45,112.55,REL_2019Q1
2064-04,CITY00000544,173.1,152.83,135.5,103.34,160.49,140.51,225.44,21.132,110517.67,668.972,9.419,13.29,20.77,813.2,0.0733,172.22,190.16,REL_2024Q4
2064-05,CITY00000545,70.23,61.54,56.86,58.85,59.1,68.79,76.54,10.438,89125.2,1354.771,-0.662,55.09,23.31,915.1,0.3828,55.92,75.37,REL_2020Q2
2064-06,CITY00000546,204.04,237.76,207.35,207.55,140.01,216.96,260.93,16.329,33570.6,133.127,9.359,28.01,0.41,683.42,0.9141,220.19,223.62,REL_2024Q4
2064-07,CITY00000547,136.48,159.07,100.45,108.83,133.85,110.74,125.91,11.982,71934.27,498.937,2.187,10.13,6.44,998.83,0.9531,141.08,144.31,REL_2020Q1
2064-08,CITY00000548,170.4,169.37,168.74,137.02,172.53,163.3,230.86,5.281,39949.17,273.7,12.036,47.7,16.13,1486.26,0.638,177.5,181.07,REL_2022Q3
2064-09,CITY00000549,69.12,76.12,49.9,44.96,66.75,49.88,67.3,18.979,30906.24,409.333,9.864,12.68,6.46,236.78,0.1576,55.89,57.26,REL_2023Q2
2064-10,CITY00000550,190.3,193.82,131.93,162.39,161.79,206.95,202.17,21.903,29968.31,131.848,4.127,25.3,2.12,1402.36,0.833,199.55,193.04,REL_2021Q3
2064-11,CITY00000551,74.2,81.19,72.2,64.39,45.67,71.59,77.76,19.494,132647.35,1758.617,11.539,26.36,19.19,790.77,0.1983,73.2,63.39,REL_2024Q1
2064-12,CITY00000552,143.01,129.89,103.91,126.6,136.87,139.82,150.48,22.783,92741.23,521.588,17.099,48.55,17.96,939.69,0.4488,152.64,143.8,REL_2023Q3
2065-01,CITY00000553,185.5,214.11,140.18,215.56,191.8,168.74,173.21,22.312,70798.57,413.936,7.196,34.47,12.78,1062.4,0.8994,153.03,213.82,REL_2022Q1
2065-02,CITY00000554,130.28,130.78,106.42,124.69,93.13,117.52,133.73,16.517,52738.91,330.421,12.009,40.65,7.39,724.12,0.48,127.0,144.73,REL_2024Q1
2065-03,CITY00000555,161.74,191.45,111.54,155.99,176.12,123.67,129.1,9.522,123795.64,571.626,3.808,53.68,21.8,1039.78,0.8757,132.92,143.51,REL_2025Q4
2065-04,CITY00000556,167.07,144.9,150.54,157.06,142.16,135.65,139.74,14.229,78077.74,615.132,5.942,16.83,4.84,1462.27,0.1059,149.52,157.71,REL_2025Q2
2065-05,CITY00000557,106.47,117.07,94.65,95.59,78.75,87.81,130.75,17.112,56810.89,685.917,6.415,42.72,0.02,880.23,0.6261,107.1,97.89,REL_2021Q2
2065-06,CITY00000558,152.97,172.95,155.97,104.05,120.18,174.03,215.66,22.199,120835.35,789.474,9.341,57.91,4.89,524.57,0.9716,161.27,176.13,REL_2022Q3
2065-07,CITY00000559,185.79,218.28,185.88,159.46,120.19,183.1,160.16,13.043,134522.37,699.161,1.251,47.11,15.07,1058.84,0.3734,176.57,170.62,REL_2019Q2
2065-08,CITY00000560,151.91,160.92,113.84,143.33,166.53,175.07,218.2,6.984,97408.38,537.037,13.895,43.67,14.1,938.92,0.9488,163.8,137.62,REL_2023Q4
2065-09,CITY00000561,118.66,96.94,110.12,87.48,85.44,85.99,118.22,0.686,132589.57,1418.707,17.316,34.73,23.91,1206.47,0.522,119.51,108.75,REL_2020Q4
2065-10,CITY00000562,93.62,94.97,94.52,96.85,73.47,78.56,81.8,16.002,122342.25,1141.901,1.291,48.39,21.59,1406.74,0.5492,80.71,102.54,REL_2020Q4
2065-11,CITY00000563,77.44,89.56,70.23,82.75,66.22,59.03,96.94,15.859,105810.31,1484.148,12.122,29.1,0.14,1230.29,0.0241,61.7,80.6,REL_2023Q1
2065-12,CITY00000564,163.03,180.23,168.31,150.32,164.01,131.21,191.11,16.626,62290.86,528.447,12.319,49.69,2.02,1324.65,0.4761,177.28,166.63,REL_2022Q4
2066-01,CITY00000565,129.16,151.11,88.26,140.86,142.79,127.52,99.9,10.302,131532.79,1476.98,7.291,63.04,0.24,1046.18,0.0862,130.53,141.79,REL_2023Q4
2066-02,CITY00000566,153.45,180.06,156.27,115.35,175.23,137.47,130.45,19.908,23143.38,110.481,-0.087,42.94,24.94,930.79,0.6932,129.87,144.69,REL_2023Q2
2066-03,CITY00000567,164.75,168.8,144.11,144.16,145.4,167.04,127.47,18.148,122230.62,464.837,5.178,36.85,11.85,496.81,0.4209,180.08,172.6,REL_2021Q2
2066-04,CITY00000568,186.23,185.3,162.37,210.53,196.44,214.83,157.36,24.251,89326.05,443.393,-1.644,50.56,5.53,353.48,0.0538,164.8,207.11,REL_2024Q1
2066-05,CITY00000569,119.92,121.88,110.82,108.42,88.26,96.47,167.69,6.808,106712.96,881.695,8.945,39.89,21.57,1065.8,0.8769,115.83,117.29,REL_2022Q1
2066-06,CITY00000570,170.44,195.48,161.52,119.54,170.27,177.45,132.59,4.59,119208.09,832.197,12.967,16.84,3.52,1482.42,0.0714,186.12,197.51,REL_2021Q3
2066-07,CITY00000571,100.46,99.89,97.17,85.31,63.45,109.46,120.58,9.936,119841.68,904.894,11.13,29.47,15.39,288.43,0.2706,104.36,95.73,REL_2021Q4
2066-08,CITY00000572,170.72,153.18,174.02,113.05,183.86,194.43,179.15,11.449,111259.57,672.004,7.88,62.36,8.37,743.81,0.4243,148.05,180.45,REL_2019Q4
2066-09,CITY00000573,83.8,79.73,80.5,83.34,60.74,90.26,86.8,18.815,119557.87,1316.436,15.078,55.45,0.59,639.16,0.0822,84.71,91.84,REL_2020Q1
2066-10,CITY00000574,151.8,142.51,156.39,157.43,149.31,143.56,168.52,0.747,56610.57,291.204,13.536,56.61,11.7,235.18,0.5778,160.54,148.3,REL_2022Q3
2066-11,CITY00000575,130.04,120.56,123.26,90.41,144.26,97.23,146.03,8.651,96394.15,752.456,-1.594,25.46,15.28,450.31,0.6759,124.84,123.08,REL_2022Q1
2066-12,CITY00000576,140.17,159.33,139.38,113.28,156.5,116.42,114.31,14.116,126307.43,972.25,13.803,41.09,5.34,150.4,0.2456,142.44,136.95,REL_2024Q2
2067-01,CITY00000577,178.89,152.72,153.0,170.75,193.87,161.71,166.4,22.462,125250.29,538.174,7.276,30.0,20.36,1337.18,0.9199,163.3,156.79,REL_2020Q1
2067-02,CITY00000578,164.26,149.81,115.46,128.22,134.01,167.91,131.3,21.075,32682.89,155.057,17.502,22.53,22.22,1292.93,0.3145,146.76,145.4,REL_2021Q2
2067-03,CITY00000579,192.47,207.15,142.52,161.87,148.13,194.92,273.93,18.719,130926.98,869.856,15.319,57.59,16.61,983.19,0.0967,181.12,205.32,REL_2025Q4
2067-04,CITY00000580,176.35,159.42,124.75,182.75,120.48,202.86,149.65,23.769,122799.57,549.185,17.539,33.94,17.24,918.39,0.5457,189.49,195.39,REL_2022Q1
2067-05,CITY00000581,127.51,131.3,129.16,129.3,143.52,124.29,145.17,21.325,32118.41,281.814,2.81,43.12,1.1,1195.97,0.1761,114.19,120.56,REL_2024Q1
2067-06,CITY00000582,101.8,117.28,99.22,106.16,85.95,94.71,135.49,6.038,74471.24,764.161,1.503,27.05,6.63,410.03,0.6342,99.65,114.61,REL_2023Q1
2067-07,CITY00000583,123.58,131.15,90.92,74.98,82.74,108.63,172.76,17.875,117982.72,1392.151,4.924,58.53,0.26,272.5,0.3536,101.31,109.36,REL_2021Q4
2067-08,CITY00000584,180.48,178.33,179.0,176.46,180.67,133.53,248.02,5.932,44238.48,285.656,4.202,10.32,13.82,504.05,0.9896,167.34,180.79,REL_2023Q2
2067-09,CITY00000585,136.22,126.85,115.69,135.8,110.49,113.22,195.07,23.183,120844.85,633.573,15.004,44.43,18.63,630.5,0.0191,137.97,144.81,REL_2021Q3
2067-10,CITY00000586,100.35,98.12,75.39,64.37,111.58,83.16,79.71,6.444,44977.83,298.506,-1.673,15.61,1.42,843.08,0.1276,90.87,107.33,REL_2024Q2
2067-11,CITY00000587,154.07,141.63,154.19,116.74,161.63,112.7,156.37,16.529,109899.31,709.734,13.974,41.52,8.72,457.26,0.8453,129.43,158.99,REL_2025Q1
2067-12,CITY00000588,200.61,180.24,161.98,193.66,145.51,180.14,205.51,9.446,38877.15,265.999,8.068,37.38,13.93,1449.64,0.7149,201.91,228.29,REL_2023Q1
2068-01,CITY00000589,108.59,123.81,109.12,80.19,74.78,119.04,115.6,3.681,88791.49,1160.273,-1.951,54.71,21.89,1214.7,0.4076,112.73,104.28,REL_2021Q3
2068-02,CITY00000590,133.77,158.99,134.16,125.06,144.99,135.15,190.69,14.022,50223.32,539.589,-0.432,26.3,12.87,327.29,0.2025,142.65,114.2,REL_2021Q1
2068-03,CITY00000591,94.19,107.93,74.07,75.28,92.59,83.15,86.51,20.455,38043.22,532.433,12.14,34.62,24.61,777.83,0.1686,96.05,87.96,REL_2021Q2
2068-04,CITY00000592,178.72,167.34,168.0,170.96,201.09,163.59,154.25,21.191,129835.28,961.787,11.219,44.12,22.96,943.06,0.2898,173.35,178.03,REL_2019Q4
2068-05,CITY00000593,81.61,85.55,71.83,52.93,79.03,60.45,90.93,11.946,57652.98,885.409,-1.303,19.18,20.46,1478.56,0.0091,73.73,68.92,REL_2022Q1
2068-06,CITY00000594,186.86,153.91,198.3,137.47,152.67,204.17,241.5,13.45,46671.47,291.009,7.174,20.87,13.1,1020.74,0.9916,200.48,165.08,REL_2023Q4
2068-07,CITY00000595,200.51,239.75,178.98,183.92,185.27,190.18,284.41,23.792,59565.16,317.518,1.697,18.82,13.53,780.53,0.1861,189.78,206.15,REL_2019Q3
2068-08,CITY00000596,68.63,53.45,54.02,58.58,62.49,56.66,71.76,16.482,60880.89,1250.106,12.202,41.32,0.49,176.55,0.9597,69.43,55.87,REL_2019Q3
2068-09,CITY00000597,105.49,121.45,96.8,110.18,69.95,110.16,96.98,10.845,68085.99,418.05,7.063,32.39,21.01,441.1,0.2144,90.86,95.42,REL_2024Q3
2068-10,CITY00000598,116.44,130.62,78.37,76.56,118.47,122.59,91.24,11.215,129915.45,1289.098,1.425,27.1,16.55,624.93,0.0852,117.15,129.57,REL_2019Q3
2068-11,CITY00000599,138.84,123.65,122.6,113.92,152.44,129.69,144.91,20.373,132990.54,759.785,4.243,61.43,16.0,781.57,0.687,144.49,120.93,REL_2020Q2
2068-12,CITY00000600,90.85,79.3,61.28,89.08,67.8,98.95,75.55,18.264,22925.14,279.579,8.976,61.08,14.22,725.57,0.1603,80.57,86.63,REL_2020Q2
2069-01,CITY00000601,69.66,64.29,48.78,45.5,70.82,61.17,77.79,9.909,126027.72,2073.915,-0.426,38.67,6.08,763.23,0.4391,59.58,73.82,REL_2022Q4
2069-02,CITY00000602,131.73,111.64,88.97,116.04,133.73,125.89,115.38,10.341,54925.55,472.534,-0.928,41.61,13.51,269.5,0.2396,142.37,147.96,REL_2024Q1
2069-03,CITY00000603,86.69,89.34,59.94,83.74,77.23,68.54,78.62,24.996,98998.49,877.717,14.6,13.08,8.52,820.16,0.1823,85.56,80.44,REL_2020Q2
2069-04,CITY00000604,145.51,128.39,129.92,166.18,142.17,166.84,145.22,14.233,48713.37,364.562,-1.887,64.74,15.94,1463.67,0.1759,146.25,160.19,REL_2025Q2
2069-05,CITY00000605,118.68,108.47,88.15,111.38,89.11,110.52,107.85,4.311,127804.58,1061.588,0.825,22.78,21.31,267.8,0.714,110.68,112.83,REL_2021Q2
2069-06,CITY00000606,116.76,134.33,82.81,76.26,114.14,105.8,123.83,21.969,78753.18,618.13,11.422,43.41,16.33,752.02,0.5313,119.77,115.79,REL_2020Q1
2069-07,CITY00000607,140.74,120.24,125.8,89.31,151.73,157.41,151.59,11.443,78315.38,462.644,14.583,33.45,15.35,956.7,0.1509,152.38,124.87,REL_2024Q1
2069-08,CITY00000608,167.04,171.35,158.73,129.76,161.3,153.75,217.08,7.829,126528.82,1079.181,8.532,23.2,13.14,808.29,0.5758,148.36,162.96,REL_2025Q2
2069-09,CITY00000609,73.53,76.06,63.49,67.76,79.76,71.76,68.37,11.026,81936.24,1067.758,16.198,17.96,18.53,1353.12,0.9538,69.16,64.61,REL_2024Q2
2069-10,CITY00000610,186.72,188.14,186.35,213.67,185.03,179.59,208.54,4.686,84510.82,335.262,6.23,58.04,5.59,658.25,0.0443,180.35,191.45,REL_2025Q2
2069-11,CITY00000611,97.84,91.37,88.33,55.12,80.59,97.24,102.63,13.797,93980.83,745.269,14.992,16.63,21.92,983.68,0.0751,98.77,102.16,REL_2019Q2
2069-12,CITY00000612,89.93,82.4,64.93,73.62,65.53,100.54,107.86,1.85,93010.12,984.348,-1.556,60.27,4.57,1048.64,0.6973,83.93,94.54,REL_2021Q2
2070-01,CITY00000613,166.84,171.5,138.99,132.16,109.85,159.81,181.45,12.519,59126.92,279.142,17.01,56.68,22.63,847.39,0.8946,164.53,149.34,REL_2024Q2
2070-02,CITY00000614,105.94,98.06,82.12,118.74,67.69,109.44,123.7,16.03,65096.38,701.237,13.745,32.77,9.32,896.27,0.4766,97.8,104.2,REL_2023Q2
2070-03,CITY00000615,151.02,170.04,147.08,118.46,141.89,138.85,176.12,5.283,74714.87,648.947,15.237,25.39,21.57,680.25,0.2083,140.49,165.55,REL_2022Q4
2070-04,CITY00000616,192.15,231.11,132.22,168.87,122.75,151.52,206.51,7.642,133779.8,533.388,15.648,10.12,19.26,1462.91,0.6247,205.91,190.83,REL_2022Q2
2070-05,CITY00000617,84.58,97.68,76.8,55.31,86.5,60.64,89.23,11.876,31923.92,565.228,2.323,10.2,24.28,728.8,0.8109,75.15,74.33,REL_2019Q4
2070-06,CITY00000618,130.26,114.83,98.37,94.58,127.92,93.6,147.38,22.019,105619.47,1175.123,5.768,57.5,15.71,1295.13,0.0278,117.52,145.59,REL_2023Q4
2070-07,CITY00000619,158.54,133.61,159.1,119.9,149.49,141.97,215.28,19.349,47586.0,344.495,14.179,35.07,2.81,844.78,0.2354,146.97,139.99,REL_2020Q1
2070-08,CITY00000620,139.72,160.82,141.5,156.47,140.5,140.99,114.05,11.806,95598.86,759.484,15.694,24.65,1.41,364.12,0.4538,118.45,126.61,REL_2020Q1
2070-09,CITY00000621,68.38,59.1,63.32,59.02,62.47,52.6,83.05,2.64,119667.21,2411.103,13.513,20.68,4.57,1059.89,0.2311,59.72,72.28,REL_2021Q2
2070-10,CITY00000622,91.01,104.12,70.97,101.17,78.79,77.4,104.75,18.103,51346.16,453.912,17.39,52.11,12.34,494.62,0.013,93.74,89.13,REL_2020Q2
2070-11,CITY00000623,150.12,127.29,122.99,170.92,100.9,146.75,189.19,6.705,120021.08,1166.698,15.997,29.06,2.92,1440.03,0.8105,164.27,153.07,REL_2024Q4
2070-12,CITY00000624,143.94,153.82,111.99,124.49,130.63,131.72,119.49,2.635,24296.26,124.156,10.567,62.68,20.79,228.28,0.7895,125.08,147.07,REL_2022Q4
2071-01,CITY00000625,109.26,105.19,100.76,111.73,76.22,82.4,82.85,14.251,129879.26,1200.156,7.631,14.5,9.77,355.17,0.1481,95.35,94.38,REL_2019Q2
2071-02,CITY00000626,179.86,202.73,176.48,137.38,206.71,135.5,200.63,6.351,42997.68,288.328,2.716,28.75,7.17,1410.9,0.157,172.44,188.11,REL_2022Q2
2071-03,CITY00000627,128.1,133.42,112.1,77.19,137.15,146.14,103.74,15.971,118376.14,1167.691,13.093,46.62,18.22,454.97,0.4225,109.31,123.2,REL_2019Q1
2071-04,CITY00000628,143.54,138.72,98.33,87.23,152.71,116.7,181.95,19.438,27858.85,228.002,10.101,12.63,6.61,244.95,0.5862,141.77,143.63,REL_2022Q4
2071-05,CITY00000629,112.72,130.07,103.05,122.34,71.12,93.47,90.54,5.105,52289.79,679.667,2.885,13.38,5.58,1276.04,0.1912,100.56,103.49,REL_2025Q3
2071-06,CITY00000630,186.23,167.78,179.14,184.86,120.64,214.68,260.14,21.699,108699.84,757.122,6.704,16.86,15.5,763.99,0.1239,174.96,168.76,REL_2021Q4
2071-07,CITY00000631,194.76,162.44,177.97,126.99,164.67,218.9,195.15,21.704,37850.18,179.488,11.125,13.99,0.73,708.19,0.0467,179.68,173.2,REL_2020Q4
2071-08,CITY00000632,164.08,135.33,149.29,161.07,182.33,147.62,128.6,1.332,42732.93,255.085,1.407,35.56,10.27,717.46,0.7202,147.88,178.03,REL_2019Q3
