econ_prices_pricing_month,econ_prices_cpi_item_code,econ_prices_cpi_area_code,econ_prices_cpi_index_level,econ_prices_cpi_monthly_change_pct,econ_prices_cpi_12mo_change_pct,econ_prices_ppi_commodity_code,econ_prices_ppi_index_level,econ_prices_energy_price_index,econ_prices_shelter_cost_index,econ_prices_food_at_home_index,econ_prices_food_away_index,econ_prices_medical_care_index,econ_prices_transportation_index,econ_prices_core_cpi_ex_food_energy,econ_prices_seasonal_adjustment_flag,econ_prices_base_period_reference,econ_prices_imputed_value_flag,econ_prices_outlier_detection_score,econ_prices_publication_series
2034-01,CPIITEM000349,MIDWEST,251.28,-0.84,7.2,PPICOM000349,200.68,165.66,236.81,241.01,249.59,257.59,222.88,97.42,0,1999_100,0,0.5744,PPI_COM
2034-02,CPIITEM000350,SOUTH,251.0,-0.08,-2.34,PPICOM000350,241.19,185.55,272.51,227.1,110.45,212.38,264.59,100.95,0,1982_84_100,0,0.8928,CPI_W
2034-03,CPIITEM000351,US,153.36,0.81,3.73,PPICOM000351,278.26,124.23,170.53,110.66,229.82,182.76,71.04,141.42,0,1982_84_100,0,0.2463,CPI_U
2034-04,CPIITEM000352,MIDWEST,291.73,-0.66,1.01,PPICOM000352,84.91,249.16,86.2,111.86,101.53,201.45,225.6,291.47,1,1982_84_100,0,0.398,CPI_W
2034-05,CPIITEM000353,LA,134.1,0.35,3.98,PPICOM000353,265.58,178.18,194.31,210.55,335.3,181.01,98.81,278.04,0,1999_100,0,0.6737,CPI_W
2034-06,CPIITEM000354,MIA,156.85,0.22,0.29,PPICOM000354,100.17,61.79,322.49,96.45,103.4,136.72,77.87,96.49,0,1999_100,0,0.934,CPI_RS
2034-07,CPIITEM000355,DAL,219.99,-0.35,2.29,PPICOM000355,282.71,167.87,304.87,161.63,162.87,116.99,258.4,262.45,1,2017_100,0,0.5407,CPI_EXSHEL
2034-08,CPIITEM000356,DAL,206.99,-0.43,2.05,PPICOM000356,144.55,97.05,188.11,95.07,331.65,193.9,176.2,103.71,0,1999_100,0,0.1741,CPI_RS
2034-09,CPIITEM000357,MIA,257.68,-0.01,-2.39,PPICOM000357,93.77,332.64,126.56,230.68,297.5,195.99,229.17,290.82,1,2017_100,0,0.6352,CPI_U
2034-10,CPIITEM000358,SEA,110.88,0.77,5.67,PPICOM000358,140.63,167.06,98.21,177.03,182.34,170.85,229.07,292.41,0,1982_84_100,0,0.5503,CPI_W
2034-11,CPIITEM000359,NYC,263.35,-0.28,3.8,PPICOM000359,81.27,338.83,223.96,253.48,204.04,219.95,149.99,307.24,1,1982_84_100,0,0.493,CPI_W
2034-12,CPIITEM000360,NYC,260.06,-0.13,5.66,PPICOM000360,240.57,110.26,212.43,297.38,283.77,220.79,214.37,240.8,1,2017_100,0,0.7539,PPI_FD_ID
2035-01,CPIITEM000361,LA,104.75,0.17,6.53,PPICOM000361,96.26,223.33,262.71,237.75,339.54,267.07,309.89,110.9,1,2017_100,1,0.676,CPI_W
2035-02,CPIITEM000362,SEA,154.56,0.46,2.41,PPICOM000362,270.12,347.18,97.68,241.58,333.74,172.52,75.34,116.1,0,1982_84_100,0,0.336,CPI_EXSHEL
2035-03,CPIITEM000363,NORTHEAST,175.79,-0.14,3.11,PPICOM000363,140.15,251.15,82.66,284.1,287.29,96.46,209.51,283.63,0,1982_84_100,0,0.5215,CPI_W
2035-04,CPIITEM000364,US,213.95,0.15,8.7,PPICOM000364,206.92,106.99,128.22,314.44,221.84,200.03,230.84,198.7,0,1999_100,0,0.4375,CPI_U
2035-05,CPIITEM000365,MIDWEST,173.82,0.37,8.75,PPICOM000365,219.98,330.77,104.51,239.16,280.43,276.77,229.35,236.32,0,1999_100,0,0.6417,CPI_RS
2035-06,CPIITEM000366,DAL,124.21,-0.01,-0.7,PPICOM000366,264.11,185.48,122.86,292.35,179.34,126.55,103.26,217.21,1,1982_84_100,0,0.3361,CPI_RS
2035-07,CPIITEM000367,WEST,294.49,-0.22,3.52,PPICOM000367,138.07,106.87,147.37,110.41,270.2,122.61,173.91,105.74,1,2017_100,0,0.1371,CPI_RS
2035-08,CPIITEM000368,MIA,123.51,0.97,5.41,PPICOM000368,222.47,194.3,119.39,264.19,323.36,271.83,110.14,303.5,0,1982_84_100,0,0.076,CPI_W
2035-09,CPIITEM000369,CHI,123.5,0.17,4.5,PPICOM000369,81.48,126.86,325.32,269.0,221.26,134.19,83.19,101.63,1,1999_100,0,0.8863,CPI_RS
2035-10,CPIITEM000370,WEST,263.4,0.45,1.97,PPICOM000370,254.06,168.3,90.63,309.28,176.81,104.46,147.79,218.98,0,2017_100,0,0.5422,PPI_COM
2035-11,CPIITEM000371,WEST,206.73,-0.71,4.83,PPICOM000371,82.05,294.44,108.01,212.69,179.93,187.87,282.23,302.48,1,1999_100,0,0.1425,CPI_U
2035-12,CPIITEM000372,MIA,144.31,-0.45,-1.39,PPICOM000372,252.42,320.89,91.78,307.97,205.28,258.57,192.23,199.53,0,1999_100,0,0.9914,CPI_W
2036-01,CPIITEM000373,CHI,298.98,0.51,3.48,PPICOM000373,110.22,208.11,279.45,286.08,152.89,138.13,167.92,119.44,1,1999_100,0,0.2935,CPI_RS
2036-02,CPIITEM000374,SEA,214.73,-0.11,4.76,PPICOM000374,181.56,319.76,201.2,117.98,336.46,264.81,265.67,196.27,0,2017_100,0,0.0103,PPI_FD_ID
2036-03,CPIITEM000375,NYC,215.85,-0.44,4.92,PPICOM000375,256.85,211.7,269.7,182.28,160.89,172.79,123.17,136.84,1,2017_100,0,0.3789,CPI_U
2036-04,CPIITEM000376,NORTHEAST,230.95,1.2,4.03,PPICOM000376,154.84,210.25,187.83,274.0,240.8,300.75,234.71,175.79,1,1999_100,0,0.536,CPI_W
2036-05,CPIITEM000377,CHI,186.65,0.34,8.55,PPICOM000377,111.16,286.88,97.47,190.41,266.2,199.26,218.93,168.39,0,2017_100,0,0.2509,PPI_COM
2036-06,CPIITEM000378,LA,299.4,-0.09,-2.45,PPICOM000378,137.81,185.41,326.39,262.27,225.95,178.79,295.75,100.18,1,1999_100,0,0.4503,CPI_W
2036-07,CPIITEM000379,MIDWEST,199.82,0.48,1.27,PPICOM000379,209.45,317.6,191.41,99.6,151.41,151.1,169.44,251.57,0,1982_84_100,0,0.4534,CPI_W
2036-08,CPIITEM000380,WEST,242.36,0.83,4.01,PPICOM000380,97.83,106.4,291.99,225.98,254.64,171.03,71.43,123.49,0,2017_100,0,0.9704,CPI_EXSHEL
2036-09,CPIITEM000381,NORTHEAST,186.57,-0.25,8.37,PPICOM000381,146.77,106.02,145.13,90.53,266.27,125.16,159.74,184.45,0,1982_84_100,0,0.9317,PPI_FD_ID
2036-10,CPIITEM000382,SEA,111.04,-0.19,5.8,PPICOM000382,128.72,344.85,190.08,204.65,153.28,97.98,250.3,199.6,1,1999_100,0,0.0878,CPI_W
2036-11,CPIITEM000383,WEST,246.62,0.94,0.17,PPICOM000383,235.72,302.86,255.94,86.42,300.35,159.09,132.3,243.7,1,1982_84_100,0,0.7066,PPI_COM
2036-12,CPIITEM000384,NORTHEAST,193.66,-0.77,0.24,PPICOM000384,153.68,221.78,252.31,201.35,201.64,125.63,240.24,139.17,0,1999_100,0,0.3672,CPI_W
2037-01,CPIITEM000385,LA,138.95,-0.74,1.32,PPICOM000385,189.94,172.58,202.23,173.53,93.96,126.2,113.51,184.69,0,1982_84_100,0,0.6022,PPI_FD_ID
2037-02,CPIITEM000386,NORTHEAST,90.7,0.94,1.68,PPICOM000386,276.09,131.05,180.66,299.79,119.47,172.97,201.47,193.2,1,1999_100,0,0.4911,CPI_W
2037-03,CPIITEM000387,SEA,244.2,-0.14,1.74,PPICOM000387,126.25,270.44,267.55,113.5,237.6,149.77,223.96,280.01,1,2017_100,0,0.2457,CPI_RS
2037-04,CPIITEM000388,SOUTH,90.11,-0.04,3.88,PPICOM000388,236.63,117.84,232.93,182.81,200.12,278.69,131.06,300.36,1,1982_84_100,0,0.5679,CPI_U
2037-05,CPIITEM000389,SEA,304.6,0.11,7.49,PPICOM000389,176.21,138.3,325.56,117.55,306.22,151.42,209.75,191.27,0,1999_100,0,0.4336,CPI_RS
2037-06,CPIITEM000390,MIA,189.94,0.59,6.16,PPICOM000390,165.73,224.66,91.59,207.26,188.28,235.82,134.57,161.92,0,1982_84_100,0,0.4767,PPI_FD_ID
2037-07,CPIITEM000391,MIDWEST,294.45,1.0,-0.31,PPICOM000391,204.28,253.77,223.02,230.14,114.72,273.79,218.28,218.29,1,2017_100,0,0.9501,CPI_EXSHEL
2037-08,CPIITEM000392,NYC,98.64,0.12,6.35,PPICOM000392,87.03,320.34,317.42,107.02,201.37,225.06,72.63,221.75,0,1999_100,0,0.1169,CPI_EXSHEL
2037-09,CPIITEM000393,MIA,112.59,-0.37,3.52,PPICOM000393,225.75,75.02,223.6,267.99,102.03,106.92,158.8,292.33,0,1999_100,1,0.7521,PPI_COM
2037-10,CPIITEM000394,CHI,183.3,0.62,7.65,PPICOM000394,222.33,343.13,195.65,279.76,98.33,211.35,284.18,94.69,0,2017_100,0,0.9736,CPI_W
2037-11,CPIITEM000395,NYC,182.6,-1.06,2.77,PPICOM000395,244.62,70.88,265.12,227.42,179.83,232.44,170.71,274.53,1,2017_100,1,0.8797,PPI_COM
2037-12,CPIITEM000396,NYC,192.25,-0.49,2.47,PPICOM000396,266.35,145.77,98.78,206.62,235.89,102.28,174.71,270.2,1,2017_100,0,0.6891,PPI_FD_ID
2038-01,CPIITEM000397,SOUTH,225.9,-0.06,6.01,PPICOM000397,252.32,237.87,159.76,312.76,152.01,100.86,274.48,270.74,1,1982_84_100,0,0.47,PPI_COM
2038-02,CPIITEM000398,NYC,246.95,0.79,0.86,PPICOM000398,136.09,144.75,270.55,227.48,226.28,141.77,244.88,210.35,0,2017_100,1,0.9233,PPI_COM
2038-03,CPIITEM000399,US,286.33,-0.13,2.0,PPICOM000399,287.24,341.11,298.74,271.06,251.74,98.18,153.44,290.38,1,2017_100,0,0.0189,CPI_RS
2038-04,CPIITEM000400,MIA,162.86,-0.18,-1.18,PPICOM000400,173.96,169.71,211.52,239.6,333.36,209.39,303.51,104.35,1,1982_84_100,0,0.3705,CPI_U
2038-05,CPIITEM000401,SOUTH,208.12,0.17,2.97,PPICOM000401,226.27,189.58,303.77,318.93,252.73,294.07,255.66,205.09,0,1999_100,0,0.9109,CPI_U
2038-06,CPIITEM000402,SOUTH,237.38,-0.15,3.47,PPICOM000402,155.3,270.46,90.97,107.97,184.27,207.93,146.62,235.37,0,2017_100,0,0.6014,CPI_W
2038-07,CPIITEM000403,LA,227.01,0.68,2.91,PPICOM000403,117.06,225.35,111.44,197.51,114.73,202.28,92.82,132.87,1,1982_84_100,0,0.9679,CPI_W
2038-08,CPIITEM000404,SOUTH,192.16,1.19,0.76,PPICOM000404,223.1,341.16,178.18,117.57,179.24,232.78,299.06,236.86,0,1999_100,1,0.6785,CPI_EXSHEL
2038-09,CPIITEM000405,NORTHEAST,152.15,-0.01,7.61,PPICOM000405,256.73,262.33,237.14,93.47,282.95,152.16,295.16,176.67,1,2017_100,0,0.2601,PPI_COM
2038-10,CPIITEM000406,LA,302.11,1.0,3.71,PPICOM000406,102.83,89.91,246.56,181.29,233.71,204.1,271.98,235.35,1,1982_84_100,0,0.3625,PPI_FD_ID
2038-11,CPIITEM000407,MIDWEST,296.09,-0.12,4.81,PPICOM000407,102.9,130.49,285.77,198.5,245.87,145.32,268.96,267.38,0,1999_100,0,0.0903,CPI_W
2038-12,CPIITEM000408,NYC,97.06,0.39,2.56,PPICOM000408,223.57,211.2,139.97,310.59,229.81,205.49,303.4,146.32,1,2017_100,0,0.2357,PPI_COM
2039-01,CPIITEM000409,LA,130.17,0.04,5.73,PPICOM000409,165.02,219.74,310.3,136.05,194.97,309.25,156.28,189.68,0,1999_100,0,0.8108,CPI_RS
2039-02,CPIITEM000410,CHI,239.04,-0.68,7.92,PPICOM000410,88.9,195.69,317.15,128.75,200.09,114.11,188.98,146.43,1,1982_84_100,0,0.4904,PPI_FD_ID
2039-03,CPIITEM000411,US,150.66,0.52,0.36,PPICOM000411,103.21,197.78,149.61,182.06,275.15,101.98,260.88,160.09,0,1999_100,0,0.1236,CPI_W
2039-04,CPIITEM000412,LA,262.48,0.23,0.26,PPICOM000412,210.84,82.33,130.69,191.72,200.11,196.3,218.01,130.59,0,1982_84_100,0,0.3615,PPI_COM
2039-05,CPIITEM000413,WEST,227.0,-0.25,-1.35,PPICOM000413,177.54,123.48,278.54,184.97,330.91,155.52,230.3,156.22,0,1999_100,0,0.8196,PPI_FD_ID
2039-06,CPIITEM000414,MIDWEST,307.88,0.14,-0.68,PPICOM000414,212.5,249.32,88.21,211.04,259.24,113.62,121.06,193.82,1,1982_84_100,0,0.0503,CPI_EXSHEL
2039-07,CPIITEM000415,US,120.7,-0.11,2.66,PPICOM000415,257.64,307.09,170.71,297.89,145.29,239.09,88.81,131.55,0,2017_100,1,0.051,PPI_FD_ID
2039-08,CPIITEM000416,SEA,252.94,-0.29,4.07,PPICOM000416,187.28,162.71,242.23,122.45,123.62,141.71,184.44,129.13,1,1999_100,0,0.44,CPI_RS
2039-09,CPIITEM000417,WEST,103.93,0.05,5.59,PPICOM000417,201.28,70.38,291.5,148.49,265.73,244.35,169.78,195.08,1,1982_84_100,0,0.2952,PPI_FD_ID
2039-10,CPIITEM000418,SOUTH,297.63,-0.7,8.13,PPICOM000418,214.99,61.78,214.29,292.24,105.08,219.3,110.27,298.64,0,1982_84_100,0,0.392,PPI_COM
2039-11,CPIITEM000419,CHI,151.5,0.57,3.73,PPICOM000419,113.45,149.66,206.81,265.18,157.47,228.21,287.42,129.09,0,1982_84_100,0,0.2471,PPI_FD_ID
2039-12,CPIITEM000420,DAL,97.48,0.27,4.39,PPICOM000420,142.16,166.2,132.21,116.57,148.49,237.24,306.87,230.61,1,1999_100,0,0.7225,CPI_U
2040-01,CPIITEM000421,SEA,280.73,0.31,-1.97,PPICOM000421,151.25,186.41,280.72,245.18,316.13,176.2,283.0,293.17,0,2017_100,0,0.0776,CPI_EXSHEL
2040-02,CPIITEM000422,LA,296.39,0.37,8.02,PPICOM000422,250.56,82.43,145.77,105.99,146.17,132.95,160.91,116.9,0,1982_84_100,0,0.3983,CPI_U
2040-03,CPIITEM000423,MIDWEST,191.11,0.85,2.89,PPICOM000423,190.97,208.33,149.35,295.15,267.77,284.91,95.56,238.01,1,1999_100,0,0.8647,PPI_COM
2040-04,CPIITEM000424,CHI,156.39,0.76,-1.57,PPICOM000424,204.19,182.06,237.41,284.52,322.33,96.9,274.24,231.99,1,1999_100,0,0.0731,CPI_EXSHEL
2040-05,CPIITEM000425,MIA,290.69,0.41,2.9,PPICOM000425,122.67,120.91,252.76,250.9,334.69,270.49,241.16,112.72,1,1999_100,0,0.0922,CPI_U
2040-06,CPIITEM000426,MIDWEST,230.37,0.13,6.57,PPICOM000426,81.14,134.9,151.61,121.88,104.85,237.52,139.66,236.55,0,1999_100,0,0.2664,CPI_EXSHEL
2040-07,CPIITEM000427,SOUTH,283.2,-0.07,2.28,PPICOM000427,186.12,196.62,201.33,223.61,301.27,164.36,76.07,203.04,1,1982_84_100,0,0.7792,CPI_U
2040-08,CPIITEM000428,SEA,92.37,0.01,5.37,PPICOM000428,85.15,239.79,181.58,273.99,303.97,269.12,93.0,97.43,1,2017_100,0,0.3887,CPI_W
2040-09,CPIITEM000429,WEST,253.33,0.74,-0.51,PPICOM000429,153.47,235.56,84.98,182.05,237.86,309.82,90.88,151.31,1,1982_84_100,0,0.8263,CPI_RS
2040-10,CPIITEM000430,DAL,300.22,-0.28,6.68,PPICOM000430,286.19,249.61,127.08,276.9,141.68,227.5,142.27,243.0,1,2017_100,0,0.3983,CPI_W
2040-11,CPIITEM000431,MIDWEST,280.71,0.0,0.98,PPICOM000431,204.8,284.02,168.52,129.91,316.96,159.33,215.6,92.57,0,2017_100,0,0.3885,CPI_U
2040-12,CPIITEM000432,MIA,203.19,0.06,4.03,PPICOM000432,172.72,214.68,167.43,179.57,183.1,188.74,277.62,283.71,1,2017_100,1,0.3231,CPI_W
2041-01,CPIITEM000433,MIA,121.85,-0.98,-1.87,PPICOM000433,152.69,168.64,320.97,241.27,328.15,306.64,171.52,252.52,1,1982_84_100,0,0.7128,CPI_RS
2041-02,CPIITEM000434,WEST,294.17,0.14,1.87,PPICOM000434,273.78,102.04,135.49,282.75,137.69,98.25,152.74,142.83,0,2017_100,0,0.569,CPI_EXSHEL
2041-03,CPIITEM000435,MIDWEST,205.19,-0.67,-1.74,PPICOM000435,159.31,347.24,286.84,165.59,232.4,134.22,198.27,308.44,0,1982_84_100,0,0.9757,CPI_RS
2041-04,CPIITEM000436,CHI,232.51,0.45,1.82,PPICOM000436,235.65,248.47,327.79,231.26,289.38,157.03,91.03,136.37,1,2017_100,0,0.5749,PPI_FD_ID
2041-05,CPIITEM000437,NORTHEAST,239.96,-0.86,4.5,PPICOM000437,197.56,291.14,231.46,162.42,102.3,132.26,282.36,191.49,1,2017_100,0,0.3663,PPI_COM
2041-06,CPIITEM000438,WEST,237.49,-0.84,1.77,PPICOM000438,224.48,256.54,283.28,299.95,155.05,180.41,299.57,252.59,1,2017_100,0,0.6592,CPI_U
2041-07,CPIITEM000439,NORTHEAST,268.54,-0.82,3.45,PPICOM000439,221.9,255.42,141.66,85.5,250.85,238.02,153.3,281.13,1,2017_100,0,0.6475,CPI_W
2041-08,CPIITEM000440,NORTHEAST,194.83,0.07,-2.13,PPICOM000440,132.41,222.17,154.25,163.1,317.02,300.84,148.92,145.1,0,1982_84_100,0,0.5098,PPI_COM
2041-09,CPIITEM000441,DAL,274.31,-0.79,5.94,PPICOM000441,166.76,342.11,200.15,158.6,296.96,278.8,151.29,242.16,0,1982_84_100,0,0.8492,CPI_U
2041-10,CPIITEM000442,MIDWEST,156.81,0.47,3.42,PPICOM000442,220.72,163.01,256.2,269.88,297.31,168.13,101.48,95.41,0,1982_84_100,0,0.7529,CPI_RS
2041-11,CPIITEM000443,DAL,254.36,0.73,0.06,PPICOM000443,268.44,68.76,199.58,167.07,214.62,218.71,174.8,172.21,0,1982_84_100,0,0.9404,PPI_FD_ID
2041-12,CPIITEM000444,SEA,300.76,0.1,5.93,PPICOM000444,282.3,236.29,307.82,289.42,267.06,292.75,309.92,144.05,0,1999_100,0,0.387,PPI_FD_ID
2042-01,CPIITEM000445,MIA,141.85,-0.99,0.06,PPICOM000445,150.78,95.84,165.67,108.98,143.49,198.06,185.43,144.38,1,2017_100,0,0.611,CPI_EXSHEL
2042-02,CPIITEM000446,LA,231.25,-0.06,1.47,PPICOM000446,250.57,346.4,201.1,100.12,168.19,305.88,223.11,107.74,1,1982_84_100,1,0.4133,PPI_COM
2042-03,CPIITEM000447,MIDWEST,201.6,0.89,1.79,PPICOM000447,127.98,187.88,262.19,210.45,152.3,192.66,117.56,126.74,0,1982_84_100,0,0.5026,CPI_RS
2042-04,CPIITEM000448,US,169.94,-1.19,6.67,PPICOM000448,198.22,122.84,305.62,196.94,325.2,248.24,95.73,308.92,0,1982_84_100,0,0.2102,CPI_RS
2042-05,CPIITEM000449,NORTHEAST,118.76,0.13,5.08,PPICOM000449,213.99,67.06,156.6,289.95,264.8,97.27,190.23,263.84,0,1999_100,0,0.2742,CPI_EXSHEL
2042-06,CPIITEM000450,WEST,228.06,-1.25,8.08,PPICOM000450,155.01,276.68,317.16,205.27,267.32,307.32,270.14,208.44,1,1999_100,0,0.8352,PPI_COM
2042-07,CPIITEM000451,SOUTH,125.46,0.05,2.96,PPICOM000451,260.95,320.03,134.42,121.29,295.57,272.49,119.82,225.81,1,1982_84_100,0,0.4426,CPI_RS
2042-08,CPIITEM000452,DAL,293.66,-0.8,8.91,PPICOM000452,246.79,114.81,303.28,274.07,139.61,159.11,226.11,210.98,0,2017_100,0,0.3513,PPI_COM
2042-09,CPIITEM000453,NORTHEAST,167.19,-0.73,-1.34,PPICOM000453,147.75,254.14,168.82,226.93,140.44,125.74,259.9,197.51,1,2017_100,0,0.936,PPI_COM
2042-10,CPIITEM000454,CHI,203.56,-0.02,5.4,PPICOM000454,235.68,124.44,315.25,91.85,251.25,125.09,131.5,284.13,0,1982_84_100,0,0.219,CPI_W
2042-11,CPIITEM000455,NORTHEAST,191.55,0.25,6.68,PPICOM000455,101.32,220.41,153.22,121.66,320.39,201.7,144.03,152.63,1,2017_100,0,0.4997,PPI_FD_ID
2042-12,CPIITEM000456,WEST,171.05,-0.06,-1.8,PPICOM000456,158.54,60.7,305.51,220.01,166.8,187.99,89.76,209.11,1,1982_84_100,0,0.093,CPI_RS
2043-01,CPIITEM000457,NYC,168.55,0.18,-0.53,PPICOM000457,197.16,85.3,171.83,194.15,233.58,104.52,101.8,227.29,1,2017_100,0,0.7741,CPI_W
2043-02,CPIITEM000458,SEA,190.77,0.43,-1.38,PPICOM000458,219.48,145.27,319.04,292.18,239.19,116.83,282.16,115.64,0,1999_100,0,0.7374,CPI_W
2043-03,CPIITEM000459,WEST,134.58,0.37,6.48,PPICOM000459,147.07,87.89,300.06,245.23,106.73,208.58,87.71,156.65,0,1999_100,0,0.0839,CPI_W
2043-04,CPIITEM000460,CHI,281.28,0.13,-0.23,PPICOM000460,87.66,277.44,303.66,226.72,94.27,297.88,214.48,188.34,0,1982_84_100,0,0.4501,CPI_W
2043-05,CPIITEM000461,SOUTH,245.97,-0.07,6.78,PPICOM000461,106.96,152.47,216.08,256.14,179.83,239.77,202.9,275.42,0,1999_100,1,0.8655,PPI_COM
2043-06,CPIITEM000462,MIA,164.6,-0.04,5.64,PPICOM000462,116.42,94.14,297.15,293.69,141.23,106.38,263.64,177.38,1,2017_100,0,0.4176,CPI_EXSHEL
2043-07,CPIITEM000463,WEST,282.54,-0.65,1.85,PPICOM000463,100.93,160.67,319.45,144.72,293.44,162.41,104.5,155.03,1,1982_84_100,0,0.5818,PPI_COM
2043-08,CPIITEM000464,LA,241.04,0.88,0.74,PPICOM000464,250.87,205.67,92.97,114.94,135.49,130.69,114.77,192.84,1,1982_84_100,0,0.2734,PPI_FD_ID
2043-09,CPIITEM000465,WEST,124.89,0.49,5.22,PPICOM000465,116.48,297.78,313.71,306.13,181.45,280.53,213.92,295.48,1,2017_100,0,0.7583,PPI_FD_ID
2043-10,CPIITEM000466,MIDWEST,306.98,0.56,3.1,PPICOM000466,242.38,304.36,178.17,194.26,296.8,283.34,109.24,105.32,0,1999_100,0,0.1808,CPI_U
2043-11,CPIITEM000467,NORTHEAST,150.77,0.13,7.22,PPICOM000467,277.06,147.82,153.72,130.35,236.98,298.36,73.49,304.33,1,1999_100,0,0.0026,CPI_U
2043-12,CPIITEM000468,DAL,145.4,0.06,6.52,PPICOM000468,279.07,277.32,164.05,176.14,130.39,190.06,307.59,258.39,0,1999_100,0,0.6178,PPI_COM
2044-01,CPIITEM000469,NYC,194.48,0.6,8.69,PPICOM000469,164.22,94.34,192.18,157.47,225.68,262.17,283.7,218.09,1,2017_100,0,0.3279,CPI_EXSHEL
2044-02,CPIITEM000470,WEST,317.79,0.83,0.79,PPICOM000470,256.81,291.91,89.35,234.41,332.65,144.43,98.31,137.59,0,1999_100,0,0.425,PPI_FD_ID
2044-03,CPIITEM000471,MIA,174.18,0.06,7.7,PPICOM000471,197.34,237.41,125.76,197.5,319.79,181.99,95.71,300.37,0,1982_84_100,0,0.6133,CPI_U
2044-04,CPIITEM000472,US,149.58,0.19,3.13,PPICOM000472,122.74,213.37,170.31,303.55,324.35,277.11,233.86,211.89,1,2017_100,0,0.8877,CPI_EXSHEL
2044-05,CPIITEM000473,MIA,151.22,0.53,6.3,PPICOM000473,147.67,341.07,186.72,153.37,174.3,191.77,126.54,138.33,1,2017_100,0,0.1376,CPI_EXSHEL
2044-06,CPIITEM000474,CHI,224.52,0.83,0.67,PPICOM000474,224.36,220.76,216.76,230.82,277.28,146.99,277.69,145.26,0,1999_100,0,0.3928,CPI_W
2044-07,CPIITEM000475,DAL,187.79,-0.24,8.78,PPICOM000475,167.07,177.04,165.37,128.22,185.49,305.0,145.16,140.54,0,1999_100,0,0.3816,CPI_RS
2044-08,CPIITEM000476,SEA,176.38,-0.45,-2.15,PPICOM000476,238.91,274.79,142.6,154.81,103.65,201.32,295.83,202.43,0,2017_100,0,0.6764,CPI_W
2044-09,CPIITEM000477,MIA,276.25,-0.04,5.64,PPICOM000477,113.56,230.09,270.88,231.56,290.31,115.27,233.74,252.67,0,1982_84_100,0,0.6902,CPI_EXSHEL
2044-10,CPIITEM000478,NORTHEAST,189.21,-0.48,-1.83,PPICOM000478,227.86,94.7,280.47,242.85,204.76,208.5,184.54,115.93,1,2017_100,0,0.8356,PPI_COM
2044-11,CPIITEM000479,US,120.35,0.38,0.76,PPICOM000479,158.08,219.54,240.51,235.62,198.33,181.08,278.56,172.32,0,2017_100,0,0.44,PPI_FD_ID
2044-12,CPIITEM000480,NORTHEAST,296.5,0.26,3.73,PPICOM000480,245.56,165.18,316.71,199.15,305.07,295.1,79.84,178.86,1,2017_100,0,0.9189,CPI_W
2045-01,CPIITEM000481,LA,137.63,-0.96,7.94,PPICOM000481,231.45,257.12,321.24,174.16,319.2,269.93,96.94,171.31,0,1999_100,0,0.9418,CPI_RS
2045-02,CPIITEM000482,MIA,224.85,-0.29,-1.44,PPICOM000482,152.35,60.97,114.72,212.72,284.08,155.49,191.65,134.2,1,1999_100,0,0.5988,PPI_COM
2045-03,CPIITEM000483,NYC,318.28,0.45,4.68,PPICOM000483,243.07,345.38,211.37,165.17,303.73,299.42,91.65,116.67,1,2017_100,0,0.0061,CPI_RS
2045-04,CPIITEM000484,MIDWEST,209.65,-0.93,5.93,PPICOM000484,258.27,338.1,275.67,256.54,197.59,124.81,97.49,294.92,0,1999_100,0,0.7909,CPI_EXSHEL
2045-05,CPIITEM000485,SOUTH,156.49,0.63,1.85,PPICOM000485,203.09,291.89,298.9,104.25,260.81,173.24,170.65,253.25,0,2017_100,0,0.3617,CPI_EXSHEL
2045-06,CPIITEM000486,DAL,136.37,0.19,5.96,PPICOM000486,224.98,241.27,269.63,106.16,120.32,255.71,251.53,143.83,0,1999_100,0,0.6773,CPI_RS
2045-07,CPIITEM000487,MIDWEST,129.79,0.42,8.41,PPICOM000487,165.29,239.38,93.02,206.5,185.71,252.79,264.75,239.38,0,2017_100,0,0.1419,CPI_U
2045-08,CPIITEM000488,LA,309.13,0.54,6.8,PPICOM000488,200.43,345.55,102.01,310.94,216.05,151.05,262.73,123.68,0,1982_84_100,0,0.5964,CPI_EXSHEL
2045-09,CPIITEM000489,MIDWEST,220.55,0.41,5.93,PPICOM000489,282.54,73.46,237.4,242.43,171.56,215.72,272.27,122.57,1,1999_100,0,0.4825,CPI_U
2045-10,CPIITEM000490,US,312.09,0.36,0.06,PPICOM000490,101.33,321.33,153.39,110.68,225.86,228.97,280.42,170.33,1,1999_100,0,0.1977,CPI_U
2045-11,CPIITEM000491,WEST,307.25,0.03,4.44,PPICOM000491,163.98,278.99,214.9,307.11,217.02,145.5,163.42,236.13,0,1999_100,0,0.7905,PPI_COM
2045-12,CPIITEM000492,US,176.4,0.3,5.66,PPICOM000492,202.42,331.39,156.05,201.46,103.48,251.41,241.66,289.35,0,1999_100,0,0.7798,CPI_W
2046-01,CPIITEM000493,DAL,289.91,0.37,-1.34,PPICOM000493,281.49,242.8,185.06,265.25,272.66,275.12,306.04,91.48,0,1999_100,0,0.4481,CPI_W
2046-02,CPIITEM000494,NORTHEAST,242.24,0.16,8.37,PPICOM000494,182.89,197.96,297.43,248.29,288.84,283.13,222.61,212.85,1,1982_84_100,0,0.9387,CPI_EXSHEL
