health_mental_survey_year,health_mental_behavioral_health_region,health_mental_serious_mental_illness_rate,health_mental_major_depressive_episode_rate,health_mental_anxiety_disorder_rate,health_mental_suicidal_ideation_rate,health_mental_suicide_mortality_rate,health_mental_opioid_overdose_rate,health_mental_alcohol_use_disorder_rate,health_mental_stimulant_use_disorder_rate,health_mental_treatment_gap_pct,health_mental_provider_shortage_area_flag,health_mental_telehealth_visit_share_pct,health_mental_crisis_line_call_volume,health_mental_involuntary_hold_rate,health_mental_naloxone_distribution_rate,health_mental_medication_assisted_treatment_rate,health_mental_recovery_support_participation,health_mental_homelessness_comorbidity_rate,health_mental_justice_involved_rate
2016,South,4.892,6.839,19.43,8.519,3.658,1.123,0.881,6.816,85.37,Y,40.82,7652,14.038,453.03,10.04,55.73,17.16,0.18
2025,West,7.877,13.538,19.141,2.556,12.582,3.135,10.74,0.996,52.19,Y,13.03,14183,7.653,446.87,14.48,11.71,10.16,9.69
2022,Central,4.072,10.474,12.989,3.923,8.925,4.898,10.46,3.478,85.22,Y,60.18,10333,14.643,100.09,43.44,49.77,10.67,10.45
2020,North,1.588,4.655,13.818,7.345,16.682,6.61,7.521,5.312,38.35,Y,57.99,5859,9.866,52.52,22.07,40.36,27.23,15.38
2021,Central,5.864,11.329,14.22,3.212,32.419,2.325,6.889,1.007,85.07,Y,4.73,23045,13.979,482.03,35.43,23.88,28.99,6.18
2025,West,2.364,9.967,19.045,3.406,34.103,8.72,8.119,6.579,91.47,N,42.69,15877,9.832,197.19,12.22,46.02,28.88,6.06
2016,Central,1.806,9.36,10.108,6.271,1.215,7.111,11.512,6.189,28.28,Y,29.6,4079,1.829,37.42,33.42,12.38,1.57,0.9
2017,West,4.721,5.766,1.795,2.697,28.625,2.712,7.51,5.314,17.01,Y,7.4,7954,9.372,399.27,22.77,27.63,19.91,3.19
2025,South,3.503,4.912,13.166,2.243,26.86,8.574,3.039,0.575,82.93,Y,64.93,20710,1.434,147.09,34.42,1.87,20.66,3.99
2018,West,7.201,2.707,21.068,1.155,25.315,3.934,11.754,3.452,25.87,Y,17.14,11278,10.511,86.23,9.03,46.2,18.66,2.45
2018,South,1.943,2.018,9.159,2.406,27.125,8.726,7.489,3.936,11.98,Y,8.72,13320,1.203,386.31,20.99,61.21,23.37,10.43
2019,East,4.549,14.336,6.836,0.862,11.363,7.648,9.761,6.712,77.5,N,2.64,8752,9.232,270.67,22.26,22.7,14.54,13.87
2022,East,3.988,4.216,12.348,1.926,31.94,9.883,10.528,5.641,23.94,Y,69.58,14583,9.016,400.32,17.64,19.44,19.14,4.18
2021,Central,6.884,12.074,14.27,1.909,15.265,0.369,5.472,5.074,52.5,Y,61.48,6672,5.19,7.67,9.14,48.72,4.66,15.96
2022,South,5.775,7.929,13.311,5.314,31.117,0.389,9.678,1.67,69.75,N,0.49,9927,3.555,449.09,49.67,25.9,14.5,6.62
2023,East,0.778,10.5,19.578,7.828,5.357,3.368,9.742,3.647,17.22,Y,69.15,20514,10.331,73.14,52.85,52.93,23.17,12.06
2016,North,1.785,11.665,5.106,5.997,5.125,8.193,6.605,2.049,17.49,N,6.05,12425,6.111,435.26,58.21,66.64,22.52,9.16
2018,NorthEast,2.148,10.732,9.464,7.432,4.955,3.466,2.573,2.979,38.61,Y,43.69,20675,9.646,475.44,28.48,75.97,6.83,13.22
2019,North,5.745,1.644,7.814,2.985,4.086,1.317,7.619,7.571,51.33,N,61.12,16628,1.531,244.21,50.58,23.95,1.85,13.68
2015,East,3.06,14.648,4.532,4.829,10.017,7.609,4.322,2.184,49.89,N,8.04,10628,8.918,76.7,39.66,47.37,16.53,13.78
2016,NorthEast,1.111,9.836,12.152,3.007,24.274,3.089,6.438,3.716,55.14,Y,20.74,4098,4.382,216.03,53.08,61.04,23.22,12.98
2024,North,6.75,1.24,4.45,3.474,13.381,3.023,11.821,2.389,37.41,N,40.72,24639,12.899,29.04,6.79,3.52,7.68,10.01
2025,NorthEast,5.049,5.909,2.302,0.999,2.35,1.345,0.856,6.799,45.52,Y,68.51,10291,1.367,270.62,49.17,48.1,18.07,2.4
2023,Central,3.292,10.271,9.258,1.352,2.691,7.138,2.242,0.709,25.05,N,51.85,10655,3.903,235.7,35.66,78.84,2.61,12.57
2021,Central,1.924,7.292,12.076,0.506,14.835,6.499,10.031,5.297,16.42,Y,61.21,5648,13.353,305.45,50.65,49.76,11.0,8.64
2023,NorthEast,4.892,12.785,1.612,2.27,11.721,4.518,1.057,7.396,56.18,Y,3.21,21636,13.994,164.02,53.75,23.4,12.03,14.18
2018,East,6.672,1.12,20.956,4.643,4.465,3.969,3.159,1.848,65.89,Y,51.99,24887,5.61,63.29,8.86,68.62,20.54,3.64
2020,Central,2.94,5.044,2.901,0.6,2.649,6.221,6.176,0.057,44.43,Y,78.8,9484,7.586,105.42,45.45,50.34,0.57,4.21
2024,South,3.511,11.292,13.0,4.085,4.129,3.55,4.388,0.743,48.27,N,51.62,22273,0.476,141.82,5.11,49.3,11.75,3.35
2018,East,2.211,3.601,3.627,4.972,14.737,5.696,11.127,4.014,76.7,Y,76.63,13815,14.757,264.77,48.87,65.53,24.83,4.71
2015,East,1.565,5.73,19.113,4.169,29.872,5.367,8.716,2.583,29.88,Y,12.14,14115,8.016,277.97,33.02,37.98,28.21,8.2
2021,Central,3.836,9.677,5.538,0.897,7.114,5.417,8.838,3.057,63.32,Y,27.21,24267,11.94,57.34,51.16,33.49,5.69,13.23
2023,NorthEast,4.154,7.696,15.543,0.658,18.611,0.095,10.224,0.811,32.21,N,55.97,22054,11.839,444.02,47.51,17.47,28.4,16.1
2025,South,6.37,7.316,1.361,2.136,23.816,5.881,8.623,4.424,81.7,N,72.99,551,10.898,1.76,29.62,20.25,16.41,4.41
2016,North,2.984,3.446,12.542,3.974,29.621,0.89,4.48,3.455,33.65,N,59.23,15128,3.265,174.21,17.24,17.2,8.86,17.47
2017,East,4.057,9.909,5.892,3.003,20.501,0.532,1.261,3.099,90.0,Y,14.78,15546,13.368,383.99,25.5,63.12,14.18,15.78
2023,West,1.415,4.968,7.14,5.294,8.408,7.867,4.837,1.679,10.99,N,32.79,8228,3.214,111.81,27.06,43.8,7.47,11.13
2018,West,5.724,9.478,15.008,6.309,9.031,8.12,3.994,3.644,81.59,Y,55.15,21833,10.702,298.84,7.33,27.96,28.15,2.4
2019,Central,1.63,6.871,6.899,1.458,28.016,4.247,4.674,7.32,66.51,Y,23.97,15112,4.776,177.54,55.28,66.34,29.82,11.69
2025,West,2.218,8.754,13.187,4.585,25.397,4.853,7.856,5.706,17.14,N,62.66,14015,5.624,496.23,31.68,68.79,5.52,17.92
2021,East,5.215,2.927,0.849,5.481,17.265,1.969,5.401,3.402,91.16,N,15.84,5085,2.59,184.54,5.45,66.55,17.49,7.05
2022,West,6.613,7.606,18.931,8.008,6.171,3.038,5.58,4.856,25.92,Y,71.52,7766,11.478,467.89,43.71,55.23,28.29,5.36
2023,South,5.006,2.773,8.864,3.669,14.788,10.853,2.728,2.82,72.9,N,45.27,21890,12.284,278.13,26.1,19.52,3.37,9.51
2024,South,2.54,4.502,20.694,1.271,29.358,8.125,2.868,2.67,71.11,Y,80.34,20082,9.82,369.29,35.29,51.99,5.74,15.12
2017,South,2.268,8.349,17.778,7.728,7.483,2.17,6.799,4.435,92.02,N,28.16,15672,7.005,255.17,46.9,58.63,13.33,9.24
2023,North,4.794,3.566,20.268,8.787,1.132,10.352,3.988,0.493,94.98,Y,48.4,2977,3.325,377.52,28.54,58.14,6.14,14.86
2024,West,4.658,5.08,4.641,1.085,24.139,2.325,2.976,6.614,70.5,N,10.84,2551,1.183,64.8,37.33,74.16,18.33,11.15
2017,East,7.838,6.866,17.957,5.899,22.672,0.557,5.876,7.259,60.99,Y,23.86,17903,7.954,293.67,11.6,46.44,3.77,8.32
2021,Central,1.817,10.295,4.647,3.584,23.495,7.843,11.112,4.484,93.65,Y,0.81,19913,5.701,322.79,9.38,49.12,10.03,7.07
2024,South,7.979,13.969,9.353,1.449,5.301,6.618,8.643,7.574,55.68,Y,66.47,24134,10.588,222.31,35.95,6.1,21.31,19.33
2021,South,1.43,14.862,16.733,1.855,27.084,7.718,3.239,3.648,37.69,N,32.12,8013,5.219,309.29,33.24,71.53,6.83,10.29
2021,East,2.581,8.414,6.691,8.016,11.642,5.637,1.176,4.993,22.09,N,75.09,17036,7.672,218.27,19.87,13.76,26.54,0.65
2025,South,4.08,5.523,4.645,1.838,15.511,4.938,7.755,2.424,20.23,N,68.18,2463,9.316,31.95,26.73,4.63,8.4,2.94
2015,North,6.128,6.709,3.46,3.121,30.584,1.506,2.656,4.298,22.58,Y,52.77,23675,3.22,488.68,17.68,31.17,16.28,10.91
2015,Central,4.185,3.196,5.625,8.144,23.748,6.749,5.087,0.341,65.71,Y,35.57,3301,4.065,424.0,38.0,37.87,7.28,0.7
2021,East,7.224,7.785,1.745,1.372,29.946,1.234,4.814,3.165,71.03,N,47.79,2999,4.369,327.72,38.86,75.44,13.97,4.28
2024,West,2.211,3.322,2.355,5.14,14.962,0.512,2.876,4.171,70.96,N,73.92,17345,9.756,37.48,24.52,74.01,6.4,5.75
2018,East,7.666,4.835,17.137,0.29,23.03,7.954,6.129,7.904,37.67,Y,61.59,17535,10.34,437.46,44.46,16.72,22.53,3.96
2021,West,1.399,11.736,20.34,1.492,3.938,2.52,7.961,7.569,85.6,Y,76.24,22571,5.834,271.62,12.1,39.64,9.56,16.23
2015,South,3.439,2.539,7.678,1.404,13.229,8.773,4.844,0.984,69.83,Y,33.41,9408,3.951,191.14,0.7,40.75,21.38,2.54
2020,NorthEast,4.066,12.131,18.118,4.661,16.037,10.43,5.657,7.136,53.24,Y,83.2,21029,5.793,460.83,28.61,36.88,29.95,11.04
2025,East,5.268,9.248,18.536,6.302,3.918,2.128,0.985,5.495,58.72,N,36.04,14010,0.102,49.56,21.48,44.2,7.0,0.06
2021,South,6.246,9.944,4.577,2.459,7.268,3.673,5.036,1.293,66.63,N,6.29,20648,10.133,391.62,29.7,59.2,19.34,1.86
2019,NorthEast,0.972,6.794,7.679,8.18,11.847,2.995,0.557,1.223,56.92,N,57.21,9245,13.546,43.46,40.82,8.23,8.61,13.07
2017,NorthEast,6.456,5.11,21.736,8.645,3.197,6.089,6.185,4.733,41.31,Y,11.26,1902,0.859,417.76,48.23,4.23,4.8,5.9
2023,NorthEast,7.365,3.204,21.964,6.732,0.746,0.152,9.259,1.867,89.94,Y,40.02,18230,4.984,32.29,39.71,10.8,18.54,2.3
2023,NorthEast,6.807,5.902,0.996,0.384,26.306,8.561,2.955,1.185,83.13,Y,7.29,14388,11.27,357.79,28.72,13.23,9.06,3.03
2021,Central,0.882,11.132,7.193,7.884,8.059,8.984,11.122,5.832,41.92,Y,36.92,3711,8.075,31.26,22.38,34.9,9.0,7.24
2024,South,1.6,7.687,19.325,2.891,20.997,3.088,5.522,3.893,67.75,N,77.44,10014,5.509,309.79,18.46,30.42,27.51,17.58
2016,Central,6.466,11.5,0.731,3.413,23.965,5.487,6.624,0.047,89.77,N,33.19,6651,8.995,494.4,31.22,63.46,20.12,0.01
2024,Central,1.131,6.533,13.958,7.407,10.994,1.298,11.419,1.879,29.36,Y,79.15,19968,4.977,102.54,17.94,22.18,10.46,10.0
2016,East,5.496,5.172,14.79,3.194,12.359,9.701,2.988,6.602,50.67,N,20.83,22294,9.97,162.46,47.69,3.39,10.97,10.82
2025,West,3.15,14.692,10.043,5.915,33.112,1.12,7.114,5.952,31.38,N,9.68,20835,8.644,296.86,3.73,76.9,8.03,6.14
2023,Central,1.323,14.317,12.545,6.931,0.584,3.297,6.855,6.773,48.78,N,57.81,11015,6.122,64.11,30.34,2.73,21.85,5.51
2021,East,7.472,10.834,17.319,3.892,7.66,9.957,8.501,6.207,51.77,N,73.28,9131,4.614,424.5,56.15,24.47,20.74,2.12
2025,East,4.586,1.349,9.49,8.757,24.71,0.654,0.564,4.48,47.8,Y,81.54,17070,8.774,407.8,24.37,74.3,6.56,6.78
2023,West,2.91,1.302,8.364,7.781,34.507,10.333,4.359,2.808,63.42,Y,73.84,6195,3.556,364.18,59.4,72.5,14.25,11.74
2021,East,1.215,12.509,17.451,0.824,27.965,6.04,7.276,6.767,87.91,Y,40.96,16644,13.109,474.99,50.03,76.86,3.36,19.56
2021,Central,4.359,8.445,16.467,8.033,3.048,5.549,8.914,5.009,53.9,Y,73.4,8953,6.424,327.95,5.0,10.12,25.27,15.74
2024,NorthEast,6.029,13.131,13.188,8.818,32.965,1.675,2.279,7.035,78.58,N,16.69,18641,7.803,233.92,39.34,8.98,23.47,5.68
2024,West,1.078,6.381,4.031,7.45,20.749,11.346,6.253,0.963,94.48,Y,72.0,15139,11.278,16.66,6.71,69.06,3.61,15.33
2022,Central,6.221,7.025,16.975,4.557,12.851,5.245,6.425,2.851,92.84,N,69.4,23257,11.315,498.21,34.71,9.34,23.13,3.33
2018,West,5.838,11.082,4.528,5.537,27.042,0.543,9.386,5.206,30.68,N,72.83,11430,13.436,407.19,13.49,61.28,18.85,9.05
2020,West,7.041,9.995,1.653,0.456,26.558,8.406,10.641,6.342,59.28,Y,32.18,10978,3.682,161.59,23.72,23.58,3.2,2.03
2024,North,7.634,12.036,6.746,2.819,16.834,2.959,10.285,4.37,72.38,N,73.85,3677,14.066,23.29,21.31,58.49,14.31,4.64
2018,Central,3.657,4.773,17.936,5.537,21.082,2.357,8.707,6.963,53.72,N,2.67,485,12.041,346.45,23.45,47.17,16.66,12.11
2025,NorthEast,3.336,8.426,19.142,8.664,12.342,11.607,7.481,2.897,53.91,N,9.62,7377,4.485,191.68,47.62,8.82,15.47,5.81
2015,South,1.693,6.096,7.786,0.898,1.163,7.809,10.429,7.014,18.55,Y,53.24,10463,5.953,370.56,57.38,17.65,7.04,11.61
2021,Central,5.625,5.324,2.076,8.306,20.289,8.794,9.1,1.977,89.52,Y,55.42,1663,11.141,108.76,7.0,56.25,17.13,14.29
2015,South,0.914,13.015,4.564,6.586,20.515,5.896,10.798,7.053,81.46,Y,13.47,4802,8.728,210.01,42.05,77.1,14.58,2.59
2021,NorthEast,3.138,3.86,14.966,3.945,2.471,9.287,5.608,6.574,82.13,N,79.02,369,9.485,272.95,47.17,9.0,1.79,15.16
2023,NorthEast,7.911,7.677,17.867,1.825,5.534,11.902,4.515,6.002,41.73,Y,16.82,14059,12.688,173.88,34.92,29.36,22.18,9.6
2018,North,6.918,9.62,4.877,2.783,9.132,11.68,11.663,4.351,40.37,Y,35.83,17153,1.096,436.56,35.67,23.53,21.38,6.45
2017,Central,6.209,10.723,21.957,3.526,7.408,9.697,6.156,5.158,52.6,Y,64.8,9308,8.591,172.59,30.97,1.26,0.66,4.16
2015,NorthEast,6.448,13.24,16.921,3.013,16.741,6.655,2.044,5.482,94.78,N,73.13,21983,6.721,441.23,10.17,55.02,20.02,7.58
2015,West,2.294,3.661,20.43,8.594,1.862,5.143,8.627,4.253,55.87,N,52.28,13764,2.656,283.11,15.28,1.19,1.76,8.11
2020,North,1.957,3.915,13.238,8.488,25.579,7.997,1.342,4.061,24.48,Y,4.41,12457,14.169,76.21,33.47,71.91,5.51,17.07
2021,NorthEast,5.755,4.314,8.737,8.881,16.507,11.883,10.381,7.334,82.59,N,67.56,21414,2.48,455.98,49.41,7.69,11.48,3.82
2021,West,0.139,5.13,21.865,1.034,29.381,10.504,9.836,4.379,50.28,N,51.3,19006,3.523,420.09,47.22,51.04,13.47,19.88
2022,NorthEast,1.931,3.89,2.172,7.838,20.776,0.049,3.427,1.364,57.98,N,2.5,22429,3.42,57.57,51.9,76.9,10.66,19.72
2024,NorthEast,2.107,8.477,1.553,3.624,1.003,4.418,4.426,4.881,75.33,Y,35.34,4966,7.418,261.09,39.35,10.48,3.03,3.83
2022,East,5.791,1.615,1.298,5.477,15.613,2.426,3.194,2.076,73.19,N,27.2,21143,10.303,390.23,37.52,76.85,3.72,14.26
2019,West,5.252,13.282,16.043,8.456,3.401,10.95,7.95,7.685,57.85,N,55.74,7320,6.877,294.79,22.96,54.11,20.27,14.84
2016,NorthEast,3.831,5.35,5.037,4.339,27.011,4.055,2.74,6.964,24.84,Y,40.94,5155,3.29,426.97,47.29,13.18,23.42,12.93
2021,West,4.908,4.587,19.23,8.83,16.136,8.29,6.402,1.056,84.5,Y,30.97,515,7.977,362.73,32.89,34.22,9.06,19.27
2025,East,3.046,5.733,8.39,3.814,17.665,10.582,4.416,7.047,70.26,N,68.64,11374,11.908,74.23,18.73,35.24,27.41,13.13
2019,East,7.004,1.845,10.764,1.835,24.716,11.374,9.75,2.167,51.13,N,8.04,2004,10.077,428.42,16.6,57.86,5.84,17.73
2025,East,5.524,6.09,12.971,3.355,26.268,0.118,3.892,7.693,58.12,Y,46.74,3168,7.763,52.87,18.61,58.76,21.43,15.28
2016,East,0.779,6.44,7.248,5.219,20.534,11.945,2.006,3.093,79.12,Y,27.82,13984,1.3,136.56,8.11,79.67,16.24,19.61
2024,South,5.505,8.192,2.319,2.612,28.237,5.196,6.419,0.18,30.62,N,6.93,21882,14.078,175.55,56.5,30.22,11.2,9.15
2021,NorthEast,4.32,5.318,17.996,7.946,6.08,0.92,7.398,4.336,42.85,Y,69.89,11379,3.111,61.1,37.29,19.31,12.26,17.12
2015,NorthEast,5.972,3.613,10.867,2.176,12.171,4.57,5.901,4.087,21.28,Y,51.02,18620,5.873,232.3,18.29,46.15,2.56,3.71
2018,East,1.045,13.702,18.896,2.57,27.471,3.288,3.075,0.541,56.06,Y,21.79,17170,13.696,290.52,31.99,65.67,22.31,4.75
2020,NorthEast,3.814,1.755,5.551,8.918,23.498,10.851,4.606,6.189,69.04,N,10.61,12607,9.656,480.74,20.18,49.12,26.65,3.33
2020,East,5.052,13.07,4.118,7.879,12.094,5.807,5.193,2.573,61.9,N,17.51,17150,2.01,334.89,29.71,49.19,23.98,5.98
2023,NorthEast,3.566,11.049,16.682,8.217,22.302,3.055,1.029,7.46,29.42,Y,14.99,13845,1.218,91.44,7.11,56.22,8.31,0.65
2023,Central,5.25,2.105,17.122,7.965,12.716,1.724,8.384,5.393,14.87,Y,43.05,23933,2.972,234.05,16.1,4.03,16.09,6.33
2020,North,4.456,5.034,13.07,5.151,12.417,0.741,0.641,4.516,30.55,N,82.15,6522,3.749,78.1,55.03,75.75,29.04,2.84
2019,West,3.25,0.828,8.884,1.77,13.337,6.429,10.789,3.718,42.45,Y,42.74,2386,9.459,333.8,1.57,53.72,4.01,4.26
2023,Central,5.066,7.611,5.835,1.411,18.271,11.415,3.102,7.124,72.36,N,7.73,9009,5.797,499.63,8.79,33.01,28.17,1.85
2024,West,1.995,8.2,4.551,1.33,13.316,0.203,1.091,3.922,49.88,N,39.05,5552,11.422,496.16,40.36,49.79,26.31,9.75
2021,Central,4.45,14.678,1.551,8.136,23.664,3.953,0.895,5.67,34.66,Y,67.16,12924,9.856,32.96,41.86,35.68,23.92,15.48
2018,South,7.131,1.721,13.745,2.354,34.76,9.858,0.225,0.965,83.1,N,77.43,1544,13.042,100.95,14.33,21.9,25.5,7.38
2015,West,7.634,8.477,10.681,7.643,1.295,4.404,4.393,4.057,16.37,Y,75.07,16258,9.92,43.46,58.31,34.8,15.73,17.39
2015,Central,2.047,3.128,17.088,4.163,7.433,3.269,7.513,2.78,20.92,Y,56.76,10578,2.054,126.18,14.54,24.88,23.37,19.08
2023,NorthEast,7.289,10.593,5.261,6.197,6.484,2.253,5.792,6.804,26.14,Y,38.6,15049,11.715,459.17,24.92,44.72,10.75,12.81
2025,East,2.805,12.067,13.892,7.241,26.096,5.157,7.359,3.674,25.04,Y,3.64,13601,6.15,210.34,45.24,22.27,25.04,15.98
2015,North,5.741,8.924,6.173,3.32,30.049,2.247,7.963,7.35,18.38,Y,84.53,19477,0.141,306.73,53.23,32.19,24.72,6.18
2019,NorthEast,3.871,6.388,5.239,1.906,1.867,9.295,9.513,2.784,60.74,Y,32.32,3613,10.046,30.19,8.92,77.34,22.28,3.6
2017,West,1.36,4.342,15.177,6.567,31.738,7.44,3.129,3.013,26.0,N,13.26,5524,5.863,127.09,20.49,18.86,3.64,17.41
2024,South,7.561,10.919,17.26,7.965,5.329,2.765,2.481,0.992,45.57,N,17.21,19176,3.586,276.29,30.11,39.12,9.87,18.29
2021,NorthEast,2.887,12.788,8.185,0.554,31.661,10.364,1.646,0.022,42.68,Y,49.37,4395,7.489,216.78,17.82,53.84,19.33,16.13
2021,South,5.172,8.557,13.462,7.894,16.949,5.426,4.866,1.982,57.63,Y,67.1,4177,14.446,201.88,30.78,31.56,14.58,4.8
2024,East,0.446,11.571,5.381,0.18,3.441,8.946,1.805,0.079,83.39,Y,34.49,1387,5.143,150.08,14.82,36.92,17.04,18.02
2017,North,2.202,5.204,0.955,1.078,15.854,8.951,10.333,7.796,88.5,N,3.36,13127,6.043,77.16,21.49,7.07,8.02,0.47
2016,NorthEast,5.1,7.9,5.534,8.586,22.462,1.524,6.448,4.521,43.0,Y,43.39,12607,9.76,308.8,5.0,38.71,23.25,19.33
2025,East,6.445,11.475,20.562,6.349,6.382,4.948,11.947,6.394,67.43,N,41.04,23615,1.742,471.01,42.35,50.29,15.65,1.89
2023,South,6.471,8.642,7.579,5.299,7.71,9.505,8.839,4.953,52.16,N,6.61,4245,11.819,343.16,29.42,64.57,23.38,6.92
2023,NorthEast,6.005,4.075,19.055,6.93,23.982,5.403,9.614,6.837,38.09,N,45.1,20075,11.539,139.47,50.13,15.53,2.33,4.42
2016,South,1.917,13.276,21.883,5.159,31.545,1.203,1.71,2.528,13.25,Y,77.76,3914,0.214,255.66,5.63,50.19,7.47,17.86
2016,Central,5.875,9.642,5.163,7.079,32.586,3.202,3.387,2.871,47.3,Y,11.59,2827,4.988,294.72,15.58,53.01,0.83,11.98
2017,Central,5.106,13.146,10.532,3.975,20.775,4.006,1.081,0.614,60.38,N,31.0,21227,10.251,485.41,36.48,52.87,9.52,2.49
2016,West,0.377,1.391,13.683,1.489,29.799,1.313,8.492,0.022,74.59,N,57.86,5267,11.066,328.99,29.64,38.97,7.8,18.93
2018,NorthEast,5.83,2.95,20.789,1.272,12.744,10.248,8.101,1.667,45.75,N,69.26,14532,0.74,117.58,58.55,24.88,16.36,6.86
2020,Central,0.77,1.321,5.301,7.554,22.147,4.268,4.955,7.263,40.41,Y,9.47,24276,0.316,87.28,47.78,64.84,9.26,19.76
2015,West,0.937,11.136,5.294,6.475,2.071,1.248,11.548,3.73,60.6,N,3.88,13951,7.92,54.11,29.93,54.62,27.82,18.23
2023,Central,5.534,12.991,16.915,3.991,26.878,2.178,9.581,5.829,20.82,N,24.26,24846,11.059,395.84,42.53,50.52,20.97,13.47
2016,East,5.999,10.802,0.982,5.735,18.959,1.549,10.885,0.288,83.61,Y,81.01,17844,1.1,142.61,16.2,76.3,13.35,14.09
2025,West,1.454,10.024,10.22,4.331,5.34,11.802,5.75,0.568,12.6,Y,83.31,9712,13.397,387.5,39.38,58.85,20.79,16.81
2024,East,4.284,5.858,20.385,6.916,2.589,11.645,10.143,0.62,82.0,N,44.25,18669,8.938,184.89,18.38,45.2,27.17,0.64
2022,Central,1.339,1.523,19.465,3.001,5.413,9.285,11.189,0.353,37.92,Y,42.7,15396,8.565,11.15,21.96,43.38,1.98,17.32
2016,East,1.085,2.939,18.857,0.376,0.651,1.683,10.751,7.431,83.31,Y,19.81,3556,2.306,54.74,24.75,7.78,24.38,14.61
2023,NorthEast,4.732,11.61,21.27,5.12,7.765,8.162,8.183,1.604,52.5,N,51.55,21786,6.222,38.69,2.15,65.34,4.76,16.11
2016,Central,1.202,13.687,5.234,3.665,33.484,5.168,6.032,3.965,86.37,N,61.71,16619,6.826,355.27,41.4,37.04,2.43,11.7
2018,East,2.661,7.588,3.136,8.263,3.632,11.373,1.158,7.72,13.14,N,84.3,4576,7.367,384.86,25.51,0.27,24.64,17.76
2022,Central,2.834,1.231,16.286,0.38,22.462,7.857,4.935,3.32,75.17,N,84.32,14538,10.272,429.62,18.01,57.93,16.83,19.34
2017,NorthEast,3.353,13.438,5.475,7.532,30.113,7.197,1.594,4.357,62.94,Y,76.48,24345,2.556,99.53,56.5,26.18,10.04,7.91
2023,East,4.509,6.129,10.295,0.231,20.585,3.502,1.639,7.493,33.96,Y,69.77,22359,14.85,199.87,25.75,39.1,15.86,15.42
2021,Central,1.392,1.79,6.737,3.115,15.339,10.274,2.808,6.009,35.82,N,70.84,4803,12.143,4.92,17.65,27.56,17.13,19.86
2017,Central,4.87,12.119,17.576,6.305,14.727,6.516,8.535,0.129,79.58,N,49.98,12410,1.975,97.39,8.14,32.88,14.36,0.84
2017,North,0.871,11.948,4.844,7.022,22.045,8.854,1.978,0.438,39.07,Y,30.42,14313,5.696,481.73,36.86,24.93,23.29,14.25
2018,North,5.369,3.177,2.817,1.945,18.851,8.182,7.25,2.161,91.15,N,60.41,2062,12.795,274.48,12.24,74.33,20.47,1.47
2024,Central,1.796,4.829,20.715,8.033,12.433,6.193,5.179,2.771,52.19,N,41.03,21824,12.954,405.21,25.85,29.97,27.47,11.52
2017,West,1.996,6.091,6.105,8.088,9.911,11.544,10.204,2.37,29.52,Y,7.01,4970,5.829,84.83,32.43,76.44,7.91,0.76
2020,East,0.449,11.206,15.885,8.021,13.889,7.253,10.882,6.754,11.51,Y,65.44,4204,2.284,430.28,53.23,69.92,12.59,12.97
2019,South,6.249,1.999,4.034,4.292,7.959,3.599,3.975,1.177,33.77,N,30.57,21150,8.824,454.47,22.71,7.18,14.01,16.1
2021,North,5.019,13.37,1.003,3.731,11.816,7.534,7.172,4.313,78.91,N,84.45,16494,6.908,34.71,12.67,15.45,20.95,13.79
2018,West,2.962,14.984,16.462,8.666,20.051,8.719,9.824,1.753,47.72,N,44.09,11759,2.524,308.98,19.8,57.72,1.98,13.74
2022,South,7.267,6.451,19.032,6.205,32.592,2.097,8.856,1.469,63.42,N,16.97,9833,10.659,111.01,22.18,41.25,14.12,9.42
2019,East,1.522,8.577,4.263,8.36,21.018,6.824,6.749,2.697,59.21,Y,47.43,19792,5.955,356.38,40.87,40.31,4.09,3.76
2024,NorthEast,2.917,8.972,11.807,0.644,13.511,6.009,5.826,3.919,21.23,N,58.75,21865,11.842,264.62,48.72,68.44,22.63,6.45
2018,NorthEast,1.77,13.689,9.339,7.408,10.788,10.037,1.915,7.837,50.49,Y,75.48,18286,11.562,150.38,20.66,70.12,23.39,0.5
2015,East,4.689,10.614,13.461,4.636,26.191,1.069,1.962,1.875,34.15,N,3.09,1136,0.717,199.65,18.54,37.91,7.35,17.55
2024,Central,5.606,13.409,8.437,5.533,3.903,7.541,4.448,6.254,69.39,Y,74.18,24228,2.84,316.65,34.37,23.38,24.5,8.11
2020,West,3.429,10.78,20.147,2.781,20.012,0.887,2.454,7.367,83.03,Y,55.22,22899,4.402,81.58,51.41,24.21,14.7,14.99
2018,South,4.167,10.918,12.406,1.969,5.159,2.46,6.781,1.029,30.47,Y,28.51,21661,12.359,7.35,27.51,49.23,13.35,19.91
2021,NorthEast,1.025,11.446,20.035,0.839,6.652,4.824,9.703,3.384,63.03,Y,65.82,24463,13.342,313.74,58.58,64.34,24.62,3.65
2025,North,2.178,11.438,18.727,2.428,6.595,4.782,10.843,3.884,62.76,N,15.37,19973,11.212,9.78,33.39,22.76,4.04,11.35
2017,East,1.528,11.407,7.924,6.77,17.403,11.268,3.239,0.081,31.56,Y,46.5,22124,14.267,350.47,37.34,32.71,23.84,19.87
2020,West,7.976,14.509,6.075,2.951,24.605,7.701,9.497,5.957,58.42,N,21.21,17381,8.26,214.14,24.56,9.74,23.54,3.11
2016,West,2.071,11.955,0.665,8.673,6.875,11.838,8.075,3.349,20.51,Y,36.6,209,0.478,11.43,19.03,27.64,6.44,12.15
