care_costs_billing_year,care_costs_drg_code,care_costs_allowed_amount_avg,care_costs_paid_amount_avg,care_costs_patient_responsibility_avg,care_costs_charge_amount_avg,care_costs_cost_to_charge_ratio,care_costs_denial_rate_pct,care_costs_prior_auth_required_flag,care_costs_appeal_overturn_rate,care_costs_collection_rate_pct,care_costs_charity_care_share_pct,care_costs_bad_debt_share_pct,care_costs_price_transparency_file_flag,care_costs_shoppable_service_code,care_costs_site_of_care_shift_index,care_costs_contracted_rate_index,care_costs_out_of_network_rate_index,care_costs_surprise_bill_incidence_rate,care_costs_inflation_adjustment_base
2020,DRG570,115558.5,65092.27,50466.23,161698.78,0.151,1.53,N,66.49,56.41,3.45,13.82,Y,SHOP-959,41.19,1.489,0.809,4.023,GDP_Deflator
2022,DRG604,78467.92,47417.04,31050.88,214595.92,1.025,31.65,N,42.21,76.69,15.26,6.62,Y,SHOP-206,12.16,1.435,1.277,4.501,CPI_Urban
2023,DRG616,227336.31,202787.68,24548.63,333280.74,0.814,25.68,N,58.62,87.83,6.15,12.5,N,SHOP-803,28.91,0.636,0.897,1.052,CPI_Rural
2025,DRG286,80992.82,58440.66,22552.16,125577.42,0.502,2.01,Y,6.67,56.59,18.33,22.1,Y,SHOP-373,52.4,0.967,2.014,0.367,WPI
2024,DRG403,17705.82,9920.37,7785.45,29886.12,0.183,26.67,Y,42.98,58.72,19.36,21.57,Y,SHOP-445,36.98,0.885,1.661,3.719,GDP_Deflator
2025,DRG387,67544.91,49602.33,17942.58,117118.83,0.712,5.72,Y,60.03,93.59,2.01,23.13,N,SHOP-520,99.26,1.153,1.621,0.799,WPI
2025,DRG344,64075.3,54154.27,9921.03,168304.71,0.166,11.66,Y,24.32,39.06,2.92,17.83,N,SHOP-154,77.2,0.622,1.359,1.585,CPI_Rural
2018,DRG101,26274.92,16453.83,9821.09,67177.6,0.71,33.26,Y,25.47,82.52,10.94,12.51,N,SHOP-359,6.45,0.877,1.339,5.432,GDP_Deflator
2025,DRG846,186231.73,113301.13,72930.6,488359.99,0.212,11.82,N,49.75,63.0,13.91,19.83,Y,SHOP-824,94.45,0.815,2.031,3.555,WPI
2018,DRG943,202884.86,155896.48,46988.38,487713.98,0.618,26.45,Y,88.51,62.58,9.74,15.21,Y,SHOP-184,27.12,1.412,1.412,1.872,CPI_Urban
2019,DRG092,99136.71,85934.74,13201.97,137061.41,0.756,2.07,Y,67.99,37.08,1.82,1.68,Y,SHOP-239,42.59,0.838,1.565,1.739,CPI_Rural
2024,DRG484,184624.12,153273.95,31350.17,215500.48,0.701,6.46,N,20.98,93.36,9.36,13.72,Y,SHOP-407,62.86,0.979,1.926,6.838,GDP_Deflator
2021,DRG551,48323.15,44155.27,4167.88,107877.04,0.928,0.07,N,59.62,46.01,9.93,0.36,N,SHOP-154,41.69,1.2,1.003,3.958,GDP_Deflator
2019,DRG358,243442.57,145257.48,98185.09,476139.28,0.767,4.34,N,32.47,69.45,8.72,21.71,N,SHOP-760,62.54,1.026,1.456,5.861,CPI_Rural
2023,DRG697,64172.75,47863.84,16308.91,158729.79,1.075,8.89,N,23.9,72.47,0.87,23.86,N,SHOP-279,86.85,1.155,1.222,7.73,CPI_Rural
2019,DRG415,55072.14,49531.12,5541.02,136750.3,0.723,31.95,Y,64.2,91.78,6.68,16.63,Y,SHOP-973,48.96,1.068,1.813,1.396,CPI_Rural
2022,DRG529,81042.2,49318.63,31723.57,95975.96,0.383,17.34,Y,32.79,69.55,18.75,1.48,Y,SHOP-850,74.46,0.904,0.863,5.834,CPI_Urban
2019,DRG058,4236.1,3555.11,680.99,11523.59,0.565,27.85,Y,74.94,73.66,13.13,2.15,Y,SHOP-297,72.48,1.001,1.395,6.436,WPI
2024,DRG649,151493.39,106320.53,45172.86,207725.36,0.223,20.98,N,81.61,77.52,5.8,5.35,Y,SHOP-346,90.33,0.962,0.914,2.635,WPI
2021,DRG332,179257.81,141718.01,37539.8,374079.72,0.241,8.02,Y,25.55,86.39,15.09,12.46,Y,SHOP-664,35.26,0.87,1.836,0.863,CPI_Urban
2025,DRG498,212681.34,153344.24,59337.1,491652.84,0.828,9.83,Y,70.59,89.71,17.36,9.66,Y,SHOP-303,64.25,1.289,1.293,6.102,GDP_Deflator
2025,DRG749,176701.31,158041.96,18659.35,486132.61,1.014,14.11,Y,70.11,56.8,14.34,6.09,Y,SHOP-609,16.43,1.281,1.011,3.854,CPI_Urban
2019,DRG186,144732.71,107231.97,37500.74,209103.48,0.786,17.81,Y,68.28,59.77,9.4,5.78,N,SHOP-872,80.47,0.67,2.139,4.04,CPI_Rural
2017,DRG746,143931.3,140352.99,3578.31,223802.87,0.921,30.87,Y,54.04,65.56,14.67,7.96,N,SHOP-772,7.62,0.915,1.206,0.148,GDP_Deflator
2020,DRG438,175632.91,129501.07,46131.84,202359.11,0.892,1.93,N,1.65,61.47,6.73,2.98,Y,SHOP-443,20.92,1.302,2.005,1.206,WPI
2016,DRG310,20105.87,11320.78,8785.09,23817.7,0.358,4.56,Y,28.34,74.06,2.84,11.19,N,SHOP-230,42.06,1.327,1.27,1.885,CPI_Urban
2025,DRG044,51523.79,47100.45,4423.34,97382.32,1.056,3.66,Y,48.88,81.08,5.77,24.56,N,SHOP-669,44.68,0.942,2.123,7.332,GDP_Deflator
2022,DRG520,198483.82,148533.77,49950.05,300710.15,0.216,1.77,N,21.16,68.8,10.29,16.23,Y,SHOP-596,29.35,1.092,1.906,6.397,WPI
2022,DRG728,68796.46,53835.24,14961.22,168522.51,0.908,19.35,Y,24.22,68.19,3.67,20.38,Y,SHOP-718,8.86,1.453,1.941,0.85,CPI_Rural
2018,DRG463,37009.06,35571.42,1437.64,94268.41,1.069,17.36,Y,59.84,68.31,8.25,5.05,N,SHOP-407,68.71,0.734,1.913,4.698,CPI_Rural
2023,DRG815,145024.35,83740.12,61284.23,241565.75,1.063,0.37,N,32.79,88.46,3.94,22.79,Y,SHOP-794,95.47,0.656,1.016,3.359,GDP_Deflator
2022,DRG976,231060.92,143778.45,87282.47,269845.92,1.006,12.22,Y,77.0,50.47,5.34,18.52,Y,SHOP-904,93.0,0.814,0.921,0.479,CPI_Urban
2024,DRG141,84350.72,75379.26,8971.46,122567.62,1.18,18.0,Y,3.08,40.94,19.15,19.04,N,SHOP-663,39.17,0.588,0.806,5.231,WPI
2019,DRG278,154535.69,102668.66,51867.03,170490.34,0.461,3.68,Y,63.02,94.61,2.24,11.91,N,SHOP-467,36.3,1.47,1.429,2.111,GDP_Deflator
2022,DRG093,216489.08,209170.25,7318.83,426868.4,0.908,25.35,Y,38.08,37.76,5.64,1.24,Y,SHOP-915,36.6,0.892,2.127,1.793,CPI_Rural
2019,DRG775,52795.66,40034.14,12761.52,115620.29,0.151,8.69,N,24.58,67.88,16.87,10.34,Y,SHOP-385,63.61,0.746,1.441,4.264,WPI
2018,DRG940,167086.79,158166.06,8920.73,464768.79,1.105,32.57,Y,41.26,68.8,0.88,9.66,Y,SHOP-702,99.94,0.803,1.109,4.974,GDP_Deflator
2020,DRG207,73300.53,48215.92,25084.61,138695.44,1.148,20.23,N,31.47,41.54,19.41,8.16,Y,SHOP-689,76.61,0.809,1.665,5.146,CPI_Urban
2022,DRG717,50096.61,38300.72,11795.89,58209.42,0.678,15.9,Y,16.73,85.04,10.27,21.0,N,SHOP-248,32.86,1.329,1.429,6.651,CPI_Urban
2022,DRG804,233235.97,162816.29,70419.68,362031.29,0.427,34.13,Y,38.41,88.7,5.76,15.22,N,SHOP-525,38.06,0.812,1.808,1.574,CPI_Rural
2022,DRG468,34535.96,20806.37,13729.59,54707.13,0.161,34.3,Y,64.1,68.65,15.06,20.26,Y,SHOP-500,6.0,1.353,1.71,4.336,GDP_Deflator
2020,DRG271,75592.75,46158.55,29434.2,169580.84,1.072,24.94,Y,0.01,83.1,8.73,3.84,N,SHOP-538,69.13,1.177,1.54,2.175,GDP_Deflator
2022,DRG134,152029.8,131602.76,20427.04,191713.43,1.062,12.89,Y,48.87,81.97,0.12,1.93,Y,SHOP-664,84.65,1.096,1.612,6.609,CPI_Rural
2016,DRG744,94192.73,78275.42,15917.31,257411.22,0.471,11.01,N,34.08,88.74,8.56,0.05,Y,SHOP-634,15.49,0.604,1.437,3.44,GDP_Deflator
2022,DRG532,122138.34,103663.45,18474.89,299308.3,0.982,27.08,N,89.57,91.76,0.05,3.42,N,SHOP-696,50.44,1.106,1.082,0.976,CPI_Rural
2025,DRG551,236081.02,180276.16,55804.86,271920.25,0.422,4.1,Y,1.38,77.66,9.55,2.64,N,SHOP-623,95.82,1.256,1.624,6.11,CPI_Urban
2021,DRG456,964.64,886.67,77.97,1075.85,0.997,8.69,N,51.47,71.43,7.25,12.77,N,SHOP-833,21.39,1.225,1.989,0.441,CPI_Urban
2021,DRG503,163898.84,152075.31,11823.53,263807.79,0.163,16.04,Y,47.68,50.83,10.3,11.01,Y,SHOP-941,52.57,0.96,1.575,2.201,GDP_Deflator
2020,DRG355,181206.52,120513.86,60692.66,192114.81,0.287,0.74,Y,87.97,42.25,2.97,8.78,Y,SHOP-760,49.64,0.505,0.922,0.292,WPI
2020,DRG697,204796.54,123691.4,81105.14,338934.54,0.514,30.46,N,9.1,96.06,1.03,12.22,N,SHOP-844,35.93,0.812,1.403,7.811,WPI
2017,DRG126,171061.92,120389.52,50672.4,469718.2,0.329,4.58,N,2.22,86.31,8.04,17.17,Y,SHOP-225,90.01,1.403,2.159,2.709,GDP_Deflator
2025,DRG658,20480.48,17947.74,2532.74,37472.91,0.819,18.58,N,66.67,43.02,3.86,1.99,N,SHOP-643,98.52,0.639,2.023,4.765,CPI_Rural
2025,DRG203,52538.43,41704.61,10833.82,86271.83,0.276,13.03,N,72.8,83.39,13.05,12.27,Y,SHOP-446,65.97,0.838,1.797,6.495,GDP_Deflator
2025,DRG863,33880.75,19698.45,14182.3,77140.75,1.143,13.33,N,28.55,73.95,4.82,0.99,N,SHOP-748,53.11,0.586,1.799,5.202,CPI_Rural
2018,DRG071,195506.71,148015.42,47491.29,244421.96,0.478,26.86,N,79.57,93.05,4.43,14.68,Y,SHOP-804,70.02,1.348,1.856,5.106,WPI
2018,DRG082,100358.81,87571.23,12787.58,264315.11,1.103,20.31,Y,49.4,46.72,10.09,5.25,Y,SHOP-550,30.24,1.033,1.597,6.126,WPI
2020,DRG113,198447.96,167779.71,30668.25,542737.24,0.544,13.53,N,48.88,79.35,11.29,19.23,Y,SHOP-933,8.56,1.188,2.185,7.96,CPI_Urban
2017,DRG646,150337.35,147112.08,3225.27,194205.25,0.905,22.96,N,56.74,41.35,15.87,4.39,Y,SHOP-767,14.33,1.492,0.981,7.014,GDP_Deflator
2023,DRG180,142471.87,134889.47,7582.4,315131.42,0.371,11.61,N,15.92,69.46,18.32,1.85,Y,SHOP-321,41.06,0.514,1.046,5.288,CPI_Urban
2024,DRG791,135808.15,103258.12,32550.03,268015.0,0.499,9.89,N,56.68,67.75,3.01,3.5,Y,SHOP-705,88.14,0.785,1.755,3.099,CPI_Urban
2025,DRG501,25445.14,16420.84,9024.3,34043.48,0.545,15.07,N,63.15,69.27,10.81,8.9,Y,SHOP-295,17.17,1.129,1.287,7.508,WPI
2025,DRG178,201549.57,181478.26,20071.31,533350.08,1.151,14.27,N,18.77,53.23,1.62,5.52,N,SHOP-390,69.67,0.939,0.857,4.072,CPI_Urban
2021,DRG170,197362.37,190434.67,6927.7,539502.7,0.153,32.24,Y,6.44,78.96,18.63,9.78,Y,SHOP-391,61.41,0.899,1.774,6.644,CPI_Rural
2025,DRG285,188472.62,112452.67,76019.95,429879.21,0.897,22.98,N,72.81,63.64,9.96,24.12,Y,SHOP-610,98.55,1.26,1.164,0.586,CPI_Rural
2018,DRG823,131070.53,79053.0,52017.53,361242.16,1.006,20.32,N,71.07,93.32,6.72,4.29,Y,SHOP-578,77.54,1.441,1.098,4.157,WPI
2023,DRG969,156373.56,86293.13,70080.43,193272.21,0.405,0.93,N,7.5,92.89,10.77,8.69,Y,SHOP-546,77.1,1.003,1.439,3.526,CPI_Urban
2020,DRG880,164508.5,121612.03,42896.47,412780.68,0.972,24.68,Y,54.37,93.45,8.55,2.67,Y,SHOP-686,48.54,1.258,1.748,6.805,CPI_Urban
2016,DRG097,182241.76,138244.21,43997.55,337968.64,0.82,21.94,N,74.62,45.79,7.0,9.7,Y,SHOP-107,94.76,1.158,1.342,3.558,CPI_Urban
2025,DRG385,226522.39,208676.33,17846.06,563250.08,0.179,15.96,N,74.54,36.01,10.64,17.68,N,SHOP-513,94.83,0.654,1.361,3.788,GDP_Deflator
2016,DRG392,49995.45,35805.82,14189.63,73049.38,0.611,33.09,N,87.85,46.08,1.88,9.35,N,SHOP-675,15.35,0.84,1.823,2.435,GDP_Deflator
2024,DRG788,117512.32,69649.54,47862.78,129823.38,0.864,2.19,N,82.25,84.98,8.21,10.21,Y,SHOP-915,76.99,0.906,0.987,5.817,CPI_Rural
2022,DRG658,3518.97,2721.31,797.66,6942.48,0.219,20.2,Y,65.22,79.76,11.19,3.0,N,SHOP-709,97.48,1.34,1.669,5.501,CPI_Urban
2017,DRG713,195505.83,184319.61,11186.22,524723.35,0.787,12.31,Y,62.76,60.28,10.26,8.92,N,SHOP-830,8.03,0.509,1.648,1.995,CPI_Urban
2019,DRG946,109384.41,92893.9,16490.51,198666.15,1.164,1.57,Y,36.94,68.56,16.72,24.17,Y,SHOP-282,36.11,0.658,1.751,4.779,CPI_Urban
2020,DRG052,219001.53,213572.44,5429.09,308345.14,0.791,23.93,Y,17.87,58.04,12.23,3.94,Y,SHOP-935,7.26,0.658,1.709,6.316,CPI_Urban
2017,DRG241,153373.33,109662.43,43710.9,277445.56,0.619,29.49,Y,26.62,48.44,3.04,16.43,Y,SHOP-880,1.12,0.585,2.098,5.861,GDP_Deflator
2023,DRG821,17598.05,15477.61,2120.44,43061.39,0.783,8.69,Y,40.11,81.4,14.93,7.84,Y,SHOP-544,70.85,0.578,0.88,0.877,CPI_Rural
2021,DRG311,166729.01,102236.42,64492.59,204684.52,0.291,2.07,Y,84.57,72.39,9.12,17.68,N,SHOP-338,32.21,0.973,1.366,5.874,GDP_Deflator
2020,DRG374,13262.96,10463.91,2799.05,24601.74,0.33,32.82,Y,27.45,91.01,14.65,5.84,N,SHOP-262,37.63,0.724,1.866,1.746,CPI_Urban
2025,DRG854,84914.95,72945.23,11969.72,208334.68,0.711,23.04,Y,69.23,95.27,8.14,4.1,Y,SHOP-352,63.88,1.186,1.876,1.145,WPI
2016,DRG127,27677.18,22305.39,5371.79,72900.22,1.149,8.48,N,70.69,42.88,13.65,20.01,N,SHOP-849,85.64,1.464,1.998,2.184,CPI_Rural
2021,DRG576,50677.4,35806.69,14870.71,71897.32,0.888,22.12,N,11.89,77.64,3.96,24.81,N,SHOP-150,76.97,0.72,1.387,7.407,CPI_Urban
2020,DRG635,25559.83,16531.55,9028.28,31897.58,0.873,15.63,N,15.04,46.32,7.93,7.76,Y,SHOP-606,80.81,1.42,1.258,3.512,WPI
2022,DRG806,212804.82,161365.16,51439.66,249760.89,0.166,28.07,Y,8.08,94.6,5.68,12.8,Y,SHOP-985,5.45,1.477,1.016,5.36,WPI
2025,DRG377,55277.68,40545.51,14732.17,85337.01,0.658,6.44,Y,3.69,62.27,12.75,8.18,N,SHOP-984,91.5,1.079,1.692,6.995,CPI_Urban
2018,DRG233,50710.7,43887.97,6822.73,126204.16,1.065,12.28,N,36.63,87.14,1.22,4.88,Y,SHOP-972,83.66,1.313,1.2,1.785,WPI
2022,DRG303,193892.71,157096.69,36796.02,281726.06,1.026,18.44,N,16.71,37.82,1.86,14.18,N,SHOP-394,78.12,1.409,1.412,0.594,CPI_Rural
2023,DRG347,130249.43,82007.39,48242.04,248939.91,0.387,30.34,N,56.18,86.49,9.28,17.58,N,SHOP-123,44.02,0.532,2.086,5.169,CPI_Rural
2022,DRG827,231493.74,207278.48,24215.26,554544.53,0.701,33.15,N,17.69,44.97,1.6,17.79,Y,SHOP-190,79.4,0.689,1.08,4.928,CPI_Rural
2024,DRG981,187086.56,126259.42,60827.14,230266.72,0.278,21.37,Y,8.33,95.84,6.63,4.97,N,SHOP-656,40.55,0.532,2.043,7.743,CPI_Urban
2023,DRG021,8017.7,6269.38,1748.32,20814.99,0.99,9.47,Y,9.79,72.54,0.1,11.48,Y,SHOP-164,3.94,1.417,1.075,0.41,CPI_Urban
2024,DRG361,57318.08,46111.67,11206.41,70849.44,0.494,13.29,N,9.97,73.39,14.32,15.73,N,SHOP-144,33.8,1.352,1.936,4.3,WPI
2017,DRG018,191470.63,120714.26,70756.37,343997.83,0.778,11.3,Y,60.64,74.8,4.84,12.9,N,SHOP-120,1.41,0.953,1.645,4.994,CPI_Rural
2024,DRG595,72714.38,67980.96,4733.42,173541.14,0.371,28.28,Y,52.43,93.33,4.5,0.01,Y,SHOP-825,78.05,1.267,1.82,3.78,WPI
2020,DRG624,126303.95,105194.34,21109.61,214501.98,0.321,15.26,N,46.45,35.32,13.2,9.44,N,SHOP-584,62.3,1.386,1.12,7.089,CPI_Urban
2021,DRG855,77610.22,60706.92,16903.3,92107.84,0.184,10.38,Y,31.79,90.77,11.42,17.16,Y,SHOP-226,52.18,1.116,1.008,5.286,WPI
2021,DRG493,225005.61,145375.72,79629.89,308831.34,0.331,4.21,Y,61.38,86.43,2.98,15.57,N,SHOP-216,60.55,0.691,2.172,0.031,CPI_Rural
2021,DRG295,161756.18,157762.72,3993.46,425103.44,1.081,23.95,N,83.53,76.53,3.76,9.79,Y,SHOP-665,64.81,1.241,1.092,3.356,CPI_Urban
2022,DRG607,213726.65,152664.21,61062.44,278571.53,0.153,15.0,N,53.87,78.31,0.04,2.65,Y,SHOP-373,15.43,1.439,1.454,3.608,CPI_Urban
2024,DRG245,15918.03,10369.05,5548.98,28067.17,0.19,11.14,N,68.96,67.0,9.36,1.22,Y,SHOP-102,44.38,0.963,1.9,2.748,CPI_Rural
2020,DRG893,45465.12,34990.62,10474.5,71205.0,0.777,10.41,Y,61.24,72.86,16.04,22.6,N,SHOP-755,63.1,0.743,1.554,5.699,WPI
2022,DRG893,136768.14,131911.6,4856.54,304100.21,0.413,34.88,Y,41.72,52.91,13.44,12.67,N,SHOP-388,48.33,0.745,1.44,3.409,CPI_Urban
2022,DRG741,20710.13,15518.11,5192.02,53306.4,0.289,31.11,N,24.77,81.14,13.51,17.57,Y,SHOP-369,73.72,0.752,1.86,6.913,CPI_Urban
2022,DRG460,171811.3,98870.29,72941.01,398643.14,0.429,0.72,N,38.75,57.59,9.7,12.98,Y,SHOP-639,87.22,0.65,1.734,5.088,CPI_Urban
2017,DRG064,94670.01,63300.42,31369.59,107509.22,0.395,17.5,Y,28.04,56.57,14.26,2.58,N,SHOP-182,0.58,0.677,1.756,2.708,WPI
2018,DRG222,185083.95,164367.0,20716.95,204440.38,0.625,15.86,N,83.01,68.31,0.88,9.93,N,SHOP-908,84.35,1.36,1.1,0.482,CPI_Urban
2023,DRG377,71860.15,46677.56,25182.59,201098.36,1.053,34.01,Y,45.06,98.48,2.83,15.19,N,SHOP-743,59.0,0.769,1.145,5.284,CPI_Urban
2024,DRG721,125745.32,70514.96,55230.36,209508.09,0.399,30.38,Y,40.3,43.49,7.8,23.88,Y,SHOP-226,59.08,1.4,1.735,2.924,CPI_Urban
2019,DRG497,96664.48,85116.6,11547.88,255468.9,0.781,11.42,Y,88.41,57.08,9.5,0.97,Y,SHOP-139,46.85,1.155,0.963,1.45,WPI
2022,DRG126,36982.14,32571.75,4410.39,47943.91,0.482,33.33,N,48.28,50.78,10.48,10.86,N,SHOP-287,12.91,1.215,0.931,4.675,CPI_Urban
2025,DRG141,204005.32,150490.48,53514.84,343532.63,1.052,1.8,Y,54.34,68.83,3.09,3.22,Y,SHOP-489,72.15,0.973,1.289,3.557,WPI
2025,DRG936,15317.08,13925.44,1391.64,42295.07,0.7,22.88,N,15.51,77.12,18.59,13.04,N,SHOP-460,12.13,1.049,1.662,1.244,CPI_Rural
2019,DRG311,108675.03,62731.29,45943.74,167117.77,0.865,28.62,N,16.14,93.13,6.0,15.0,Y,SHOP-523,43.58,0.891,1.27,0.085,WPI
2019,DRG135,110953.65,102333.77,8619.88,125776.62,0.181,13.44,Y,21.21,82.06,4.59,5.5,Y,SHOP-379,2.53,0.652,1.009,2.991,CPI_Urban
2022,DRG151,124162.25,95973.79,28188.46,191274.74,0.255,2.22,N,62.2,62.79,13.85,24.44,N,SHOP-804,9.53,1.072,2.137,0.309,WPI
2018,DRG970,227667.18,198308.95,29358.23,395738.21,0.847,34.36,Y,34.36,98.06,14.54,6.54,Y,SHOP-747,71.32,1.283,0.822,4.713,CPI_Rural
2024,DRG920,127712.83,79098.03,48614.8,277729.71,0.535,12.54,N,89.92,68.21,1.86,4.73,N,SHOP-511,98.81,0.609,1.296,5.697,CPI_Rural
2019,DRG147,201351.33,115472.54,85878.79,267635.25,0.687,20.53,N,74.39,83.62,0.69,20.11,Y,SHOP-677,47.12,1.332,1.338,4.5,CPI_Urban
2025,DRG138,219774.25,129159.4,90614.85,509610.14,0.469,17.63,N,29.15,65.22,0.64,16.59,N,SHOP-360,67.65,1.302,0.909,0.93,WPI
2022,DRG639,213014.69,175714.6,37300.09,358639.18,1.195,13.52,Y,14.37,79.69,19.97,13.54,N,SHOP-105,26.6,0.75,1.183,5.541,CPI_Urban
2019,DRG720,10753.26,7063.88,3689.38,18731.38,0.788,30.39,Y,40.88,96.53,14.36,15.51,N,SHOP-457,8.2,1.18,1.281,1.004,CPI_Rural
2016,DRG596,166141.07,131742.06,34399.01,399756.68,0.829,3.18,Y,64.18,68.7,17.86,4.24,N,SHOP-739,57.57,1.039,1.248,1.854,CPI_Urban
2018,DRG067,162847.59,143550.14,19297.45,429950.01,0.348,20.13,N,14.85,81.16,13.53,12.19,N,SHOP-226,33.29,1.461,1.859,3.806,GDP_Deflator
2018,DRG696,202176.78,195072.32,7104.46,328129.96,0.508,0.04,N,6.02,94.03,2.7,5.59,N,SHOP-487,71.89,0.883,1.808,0.087,CPI_Rural
2021,DRG715,99905.72,59708.05,40197.67,146170.07,1.068,20.29,N,49.24,80.1,3.24,8.56,Y,SHOP-511,25.73,0.7,0.912,0.049,CPI_Rural
2023,DRG066,177908.31,107623.83,70284.48,319274.25,0.19,34.65,N,34.66,60.46,10.34,11.14,Y,SHOP-489,6.96,0.525,1.222,3.138,CPI_Urban
2016,DRG312,125635.44,110480.43,15155.01,136801.77,0.554,31.23,Y,28.02,76.59,1.97,15.56,Y,SHOP-403,54.75,1.089,0.931,7.682,GDP_Deflator
2017,DRG533,167445.23,151860.27,15584.96,272206.88,0.897,9.49,Y,72.83,97.22,1.29,18.79,Y,SHOP-549,72.53,0.79,1.572,0.917,CPI_Rural
2018,DRG612,53129.61,32696.83,20432.78,74713.31,0.358,18.5,Y,89.15,90.57,18.14,7.66,N,SHOP-993,55.54,0.514,0.841,2.082,GDP_Deflator
2017,DRG216,147105.43,131099.91,16005.52,383266.52,0.168,10.93,Y,23.06,40.97,11.91,8.13,Y,SHOP-279,84.22,1.298,1.075,2.646,WPI
2022,DRG931,174539.73,141612.43,32927.3,459789.5,0.333,2.3,Y,57.21,80.1,9.23,19.2,N,SHOP-404,25.74,1.056,1.024,5.035,CPI_Urban
2021,DRG168,80204.43,47918.35,32286.08,145042.8,1.13,30.93,N,6.47,42.79,6.84,22.93,Y,SHOP-214,71.76,1.107,1.359,0.644,GDP_Deflator
2024,DRG889,62803.23,44624.88,18178.35,145755.86,0.207,16.08,N,46.09,91.23,9.59,20.72,N,SHOP-533,79.79,1.184,1.875,0.995,WPI
2023,DRG438,235509.92,129719.64,105790.28,516455.3,0.896,12.51,N,84.11,96.6,2.72,8.5,N,SHOP-705,33.28,1.381,2.068,0.97,WPI
2019,DRG254,216732.51,122356.76,94375.75,316179.91,0.922,14.1,Y,59.46,75.7,10.85,22.52,N,SHOP-950,63.62,0.867,0.938,0.677,GDP_Deflator
2019,DRG931,248642.49,154652.8,93989.69,653900.13,0.863,6.66,N,32.22,68.15,19.44,16.86,N,SHOP-926,75.12,1.049,1.775,7.372,CPI_Urban
2025,DRG692,131319.8,110363.06,20956.74,300733.41,0.549,0.8,N,48.74,76.9,13.14,8.78,N,SHOP-740,29.68,0.948,1.036,7.166,CPI_Urban
2020,DRG281,11855.95,9834.09,2021.86,32461.4,1.049,8.2,Y,23.19,57.03,9.1,20.48,Y,SHOP-271,52.41,0.835,1.364,3.287,WPI
2017,DRG401,124422.11,106291.15,18130.96,207148.52,0.167,31.09,Y,80.52,94.74,10.97,18.65,Y,SHOP-351,16.85,1.074,0.999,7.116,CPI_Urban
2020,DRG583,99036.97,56106.42,42930.55,137416.28,1.002,21.24,N,7.36,60.55,10.51,22.06,N,SHOP-874,95.29,0.639,0.89,3.679,GDP_Deflator
2023,DRG755,173243.27,129686.45,43556.82,350539.48,0.558,29.66,Y,26.56,80.94,9.52,10.95,N,SHOP-309,10.48,1.059,1.694,1.542,WPI
2018,DRG084,157917.02,148030.77,9886.25,247943.27,0.849,21.38,N,51.21,52.3,0.43,3.81,N,SHOP-155,15.37,1.165,1.204,7.333,GDP_Deflator
2021,DRG969,86722.65,71174.87,15547.78,221789.11,0.738,8.88,N,50.88,93.07,0.85,24.86,N,SHOP-860,59.46,0.979,1.403,0.932,CPI_Rural
2017,DRG899,221610.97,188129.0,33481.97,477506.21,0.2,10.05,Y,38.06,87.53,13.22,15.94,Y,SHOP-681,96.11,0.847,2.174,4.291,GDP_Deflator
2023,DRG066,23642.81,21185.27,2457.54,37586.74,0.433,24.1,Y,15.53,95.36,9.72,22.9,N,SHOP-261,3.96,0.605,1.793,2.553,CPI_Rural
2025,DRG760,7348.57,5423.25,1925.32,10038.2,0.42,26.67,N,73.71,76.43,18.15,6.95,Y,SHOP-361,1.06,0.547,1.136,1.443,GDP_Deflator
2022,DRG741,238190.76,161753.21,76437.55,487796.61,1.0,20.03,N,58.81,40.18,12.81,24.92,Y,SHOP-131,23.71,0.655,1.433,0.03,CPI_Urban
2020,DRG868,183094.55,119284.02,63810.53,468624.34,0.963,12.83,Y,71.23,72.23,5.14,7.08,Y,SHOP-270,26.59,1.164,0.906,0.418,GDP_Deflator
2016,DRG892,115348.9,90293.65,25055.25,133118.49,0.351,11.67,Y,44.94,87.0,9.7,21.99,Y,SHOP-994,1.57,1.214,1.363,4.841,CPI_Rural
2017,DRG531,44160.86,26715.96,17444.9,86927.88,0.248,3.59,N,32.55,62.54,5.37,1.38,N,SHOP-471,28.31,1.134,1.489,2.684,WPI
2016,DRG880,80141.49,59716.34,20425.15,195782.34,1.135,21.21,N,41.25,70.92,8.0,22.62,N,SHOP-969,81.26,0.581,1.859,6.714,CPI_Urban
2021,DRG181,244369.74,149681.81,94687.93,358280.99,0.996,19.16,N,49.06,63.59,9.09,4.64,Y,SHOP-950,69.71,1.009,1.337,7.847,CPI_Urban
2024,DRG555,28366.84,24074.58,4292.26,38610.01,0.222,20.09,N,56.91,43.26,3.05,9.64,N,SHOP-376,3.51,0.539,2.096,6.12,GDP_Deflator
2016,DRG880,22539.55,17500.45,5039.1,49085.39,1.041,16.27,N,30.01,97.44,5.51,13.79,N,SHOP-807,15.35,1.117,1.649,7.951,GDP_Deflator
2021,DRG033,226672.86,138656.65,88016.21,343510.13,0.51,30.34,Y,22.15,58.39,9.65,13.5,N,SHOP-730,30.76,1.31,1.683,0.621,CPI_Rural
2016,DRG898,158536.54,142296.1,16240.44,429396.71,0.539,12.77,Y,88.35,46.39,8.73,21.21,Y,SHOP-638,82.82,0.661,1.132,7.426,CPI_Urban
