tax_compliance_case_open_date,tax_compliance_case_type_code,tax_compliance_taxpayer_segment,tax_compliance_notice_type_code,tax_compliance_assessment_amount_usd,tax_compliance_collection_amount_usd,tax_compliance_payment_plan_flag,tax_compliance_lien_filed_flag,tax_compliance_levy_action_flag,tax_compliance_appeal_requested_flag,tax_compliance_appeal_decision_code,tax_compliance_time_to_resolution_days,tax_compliance_writeoff_amount_usd,tax_compliance_bankruptcy_related_flag,tax_compliance_fraud_referral_flag,tax_compliance_identity_theft_flag,tax_compliance_audit_method_code,tax_compliance_third_party_match_flag,tax_compliance_contact_attempts_count,tax_compliance_case_closure_reason
2019-06-25,FRAUD,LARGE_BIZ,CP2000,25482783.25,22602966.79,0,0,0,0,UPHELD,664,4515590.05,0,0,0,CORRESPONDENCE,1,22,PAID_IN_FULL
2019-06-26,COLLECTION,SMALL_BIZ,OTHER,3973107.34,3850063.19,0,0,0,1,UPHELD,921,1173908.33,0,0,0,NONE,1,35,DISMISSED
2019-06-27,AUDIT,MID_MARKET,CP2000,25808425.86,1461892.95,0,0,0,0,PARTIAL_RELIEF,1066,839058.87,0,0,0,FIELD,0,0,PAID_IN_FULL
2019-06-28,PAYMENT_PLAN,SMALL_BIZ,NO_NOTICE,18586272.72,8737601.41,0,0,0,0,PARTIAL_RELIEF,324,2541863.63,0,0,0,CORRESPONDENCE,1,26,OPEN
2019-06-29,AUDIT,INDIVIDUAL,LTR001,3440715.91,3598327.63,0,0,0,0,NONE,577,547670.77,0,0,0,CORRESPONDENCE,1,35,INSTALLMENT
2019-06-30,UNDERREPORTING,INDIVIDUAL,CP2000,11078529.18,6101065.68,0,0,0,0,NONE,136,326623.66,0,0,0,CORRESPONDENCE,0,31,PAID_IN_FULL
2019-07-01,IDENTITY_THEFT,MID_MARKET,CP2000,18885986.6,6688883.71,1,0,0,0,NONE,1103,2561493.37,0,0,0,AUTOMATED,0,2,PAID_IN_FULL
2019-07-02,COLLECTION,SMALL_BIZ,LTR1058,17307853.26,5275363.64,0,0,0,1,UPHELD,608,4417119.67,0,0,0,NONE,0,33,UNABLE_TO_COLLECT
2019-07-03,LIEN_RELEASE,INDIVIDUAL,NO_NOTICE,34979023.69,2086448.11,1,0,1,0,PENDING,392,10653093.72,0,0,0,AUTOMATED,0,11,PAID_IN_FULL
2019-07-04,AUDIT,LARGE_BIZ,CP2000,20363978.08,2721663.58,1,0,0,0,PENDING,729,3471156.01,0,0,0,OFFICE,0,13,PAID_IN_FULL
2019-07-05,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,12673608.0,10465005.93,0,0,0,0,FULL_RELIEF,471,3562945.99,0,0,0,NONE,0,39,PAID_IN_FULL
2019-07-06,COLLECTION,MID_MARKET,CP2000,34636735.21,17820426.28,1,1,0,1,NONE,359,10163719.06,1,0,0,CORRESPONDENCE,0,18,OPEN
2019-07-07,COLLECTION,INDIVIDUAL,LTR1058,5569710.19,5768441.69,0,0,0,0,PENDING,267,1591705.14,0,0,0,NONE,0,2,INSTALLMENT
2019-07-08,UNDERREPORTING,SMALL_BIZ,OTHER,34935333.85,15251112.43,0,0,0,0,NONE,1090,5951469.57,0,0,0,CORRESPONDENCE,0,23,OPEN
2019-07-09,COLLECTION,INDIVIDUAL,LTR4800,32522362.59,24163575.72,0,0,0,0,UPHELD,37,6207131.73,0,0,0,CORRESPONDENCE,1,3,PAID_IN_FULL
2019-07-10,AUDIT,SMALL_BIZ,CP2000,33788641.01,22678534.87,1,0,0,0,PARTIAL_RELIEF,536,7025126.03,0,0,0,AUTOMATED,1,7,UNABLE_TO_COLLECT
2019-07-11,PAYMENT_PLAN,INDIVIDUAL,LTR001,16667966.52,7373569.83,0,0,0,1,DISMISSED,346,4851353.27,0,0,0,CORRESPONDENCE,0,23,INSTALLMENT
2019-07-12,LIEN_RELEASE,INDIVIDUAL,NO_NOTICE,26146111.01,2237585.9,0,0,0,0,PENDING,419,1980271.89,0,0,0,OFFICE,1,14,UNABLE_TO_COLLECT
2019-07-13,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,3341300.2,2317144.41,1,0,0,0,UPHELD,967,223925.69,0,0,0,CORRESPONDENCE,1,3,UNABLE_TO_COLLECT
2019-07-14,COLLECTION,INDIVIDUAL,NO_NOTICE,33039442.33,23228137.58,0,0,1,0,PENDING,1009,6387986.83,0,0,0,NONE,0,0,OPEN
2019-07-15,AUDIT,MID_MARKET,NO_NOTICE,29874055.63,12852780.98,1,0,0,0,PARTIAL_RELIEF,706,7752945.46,0,0,0,OFFICE,0,32,OPEN
2019-07-16,UNDERREPORTING,INDIVIDUAL,CP2000,30371720.57,16387356.55,1,0,0,0,UPHELD,196,5730759.02,0,0,0,OFFICE,1,13,INSTALLMENT
2019-07-17,COLLECTION,GOV_ENTITY,NO_NOTICE,18125366.71,11939761.68,1,0,1,1,UPHELD,779,5201276.7,0,0,0,CORRESPONDENCE,0,7,COMPROMISE
2019-07-18,FRAUD,INDIVIDUAL,NO_NOTICE,12333127.0,9340060.42,0,0,0,0,FULL_RELIEF,233,992619.35,0,0,0,FIELD,1,11,PAID_IN_FULL
2019-07-19,UNDERREPORTING,INDIVIDUAL,CP2000,30726612.79,13475536.48,0,0,0,1,NONE,277,1128763.79,0,0,0,CORRESPONDENCE,0,10,COMPROMISE
2019-07-20,COLLECTION,INDIVIDUAL,CP2000,21588995.92,7304304.39,1,1,0,1,NONE,1143,6442561.83,0,0,0,CORRESPONDENCE,0,28,COMPROMISE
2019-07-21,LIEN_RELEASE,INDIVIDUAL,NO_NOTICE,1872818.2,241657.83,0,0,0,0,PENDING,20,208012.96,0,0,0,OFFICE,0,24,INSTALLMENT
2019-07-22,AUDIT,LARGE_BIZ,LTR3172,2821412.63,187868.15,0,0,0,1,DISMISSED,904,167337.46,0,0,0,OFFICE,1,19,INSTALLMENT
2019-07-23,UNDERREPORTING,SMALL_BIZ,OTHER,426568.49,179265.57,1,0,0,0,PENDING,1169,55048.96,0,0,0,OFFICE,1,6,COMPROMISE
2019-07-24,FRAUD,NONPROFIT,NO_NOTICE,34780854.23,14402917.77,1,0,0,0,PARTIAL_RELIEF,377,8322322.45,0,0,0,AUTOMATED,1,26,PAID_IN_FULL
2019-07-25,COLLECTION,INDIVIDUAL,NO_NOTICE,14418381.13,5927081.6,0,1,0,0,NONE,1018,2483548.16,0,0,0,CORRESPONDENCE,1,3,COMPROMISE
2019-07-26,UNDERREPORTING,LARGE_BIZ,NO_NOTICE,34545148.36,30465053.64,1,0,0,0,NONE,1110,9452747.07,0,0,0,CORRESPONDENCE,0,11,INSTALLMENT
2019-07-27,PAYMENT_PLAN,INDIVIDUAL,LTR001,21227755.61,7576649.68,1,0,0,0,UPHELD,404,2126909.2,0,0,1,AUTOMATED,1,11,UNABLE_TO_COLLECT
2019-07-28,UNDERREPORTING,SMALL_BIZ,CP2000,18206772.96,6220833.38,0,0,0,1,UPHELD,875,5845720.28,0,1,0,NONE,0,17,UNABLE_TO_COLLECT
2019-07-29,AUDIT,INDIVIDUAL,NO_NOTICE,22312235.46,14530439.66,0,0,0,0,PARTIAL_RELIEF,1040,7132286.89,0,0,0,NONE,1,7,COMPROMISE
2019-07-30,AUDIT,MID_MARKET,LTR3172,13781101.04,6536260.5,1,0,0,0,UPHELD,348,2376283.55,0,0,0,AUTOMATED,0,10,PAID_IN_FULL
2019-07-31,FRAUD,GOV_ENTITY,OTHER,15318313.03,773878.78,0,0,0,0,NONE,255,4812931.26,0,0,0,OFFICE,0,1,UNABLE_TO_COLLECT
2019-08-01,LIEN_RELEASE,NONPROFIT,LTR001,632394.29,108303.68,0,0,0,0,NONE,236,56206.9,0,0,0,NONE,0,0,PAID_IN_FULL
2019-08-02,AUDIT,SMALL_BIZ,NO_NOTICE,5919221.44,1804908.46,1,0,0,0,PENDING,996,1534834.21,0,0,1,CORRESPONDENCE,0,28,OPEN
2019-08-03,AUDIT,INDIVIDUAL,LTR001,34710782.76,25452246.57,0,0,0,0,NONE,1139,10848834.04,0,0,1,CORRESPONDENCE,1,31,OPEN
2019-08-04,FRAUD,NONPROFIT,CP2000,6461629.09,307779.32,0,0,0,1,NONE,236,1549891.23,0,0,0,CORRESPONDENCE,1,23,PAID_IN_FULL
2019-08-05,PAYMENT_PLAN,INDIVIDUAL,OTHER,26935933.07,1359942.42,1,0,0,0,PENDING,338,2965723.91,0,0,0,AUTOMATED,0,35,INSTALLMENT
2019-08-06,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,19533708.71,17545393.86,1,0,0,0,NONE,356,6556931.49,0,0,0,CORRESPONDENCE,0,9,OPEN
2019-08-07,COLLECTION,INDIVIDUAL,LTR4800,19159212.54,6380822.96,0,0,0,0,PENDING,768,2921726.58,0,0,0,NONE,0,31,INSTALLMENT
2019-08-08,COLLECTION,INDIVIDUAL,NO_NOTICE,34991115.23,4764064.67,0,1,0,0,NONE,411,9097108.4,0,0,0,AUTOMATED,1,7,INSTALLMENT
2019-08-09,AUDIT,SMALL_BIZ,CP2000,25472546.22,10129044.44,0,1,0,1,NONE,270,8657199.0,0,0,0,AUTOMATED,0,15,OPEN
2019-08-10,AUDIT,INDIVIDUAL,NO_NOTICE,16633983.55,11159656.26,1,0,0,1,NONE,528,3467753.2,0,0,1,CORRESPONDENCE,0,35,PAID_IN_FULL
2019-08-11,IDENTITY_THEFT,MID_MARKET,CP2000,14848164.13,13421964.09,1,0,0,0,FULL_RELIEF,1040,5087238.08,0,0,0,NONE,0,13,DISMISSED
2019-08-12,IDENTITY_THEFT,INDIVIDUAL,LTR3172,21999602.67,22992046.97,0,0,0,0,NONE,861,5401682.13,0,0,0,CORRESPONDENCE,1,28,PAID_IN_FULL
2019-08-13,AUDIT,INDIVIDUAL,LTR1058,1537220.83,134080.14,0,0,0,0,UPHELD,99,432625.81,0,0,0,AUTOMATED,1,15,INSTALLMENT
2019-08-14,AUDIT,SMALL_BIZ,CP2000,32256721.13,23218151.73,0,0,0,0,UPHELD,135,3757883.68,0,0,0,OFFICE,0,23,OPEN
2019-08-15,COLLECTION,INDIVIDUAL,NO_NOTICE,8169455.38,8070283.29,0,0,0,0,NONE,1057,641852.7,0,0,0,CORRESPONDENCE,0,22,DISMISSED
2019-08-16,UNDERREPORTING,MID_MARKET,NO_NOTICE,3859833.74,3086989.3,0,0,0,0,NONE,311,301975.22,0,0,0,CORRESPONDENCE,0,16,TRANSFERRED
2019-08-17,UNDERREPORTING,MID_MARKET,LTR4800,2683561.9,1024744.95,0,1,0,1,PARTIAL_RELIEF,585,396520.32,0,0,0,AUTOMATED,0,5,PAID_IN_FULL
2019-08-18,FRAUD,INDIVIDUAL,LTR001,27650045.16,24450051.55,0,1,0,0,NONE,227,73941.97,0,0,0,CORRESPONDENCE,1,7,COMPROMISE
2019-08-19,COLLECTION,INDIVIDUAL,NO_NOTICE,33526271.0,21110509.41,0,0,0,1,NONE,902,10346387.14,0,0,0,NONE,0,30,DISMISSED
2019-08-20,COLLECTION,INDIVIDUAL,NO_NOTICE,12574440.56,2763346.48,0,0,0,0,NONE,1025,3546380.86,0,0,0,CORRESPONDENCE,0,34,COMPROMISE
2019-08-21,AUDIT,INDIVIDUAL,CP2000,32673477.41,28994030.4,0,1,0,1,PARTIAL_RELIEF,137,6620981.41,0,0,0,CORRESPONDENCE,1,24,PAID_IN_FULL
2019-08-22,UNDERREPORTING,INDIVIDUAL,LTR1058,8930098.25,7565015.56,0,1,0,0,UPHELD,756,1229347.37,0,0,0,CORRESPONDENCE,0,3,DISMISSED
2019-08-23,AUDIT,INDIVIDUAL,CP2000,13831521.13,1476832.83,1,0,0,1,NONE,350,2063038.14,0,0,0,NONE,0,17,OPEN
2019-08-24,COLLECTION,INDIVIDUAL,CP2000,18168521.44,15710224.36,0,0,0,0,NONE,610,1001824.68,0,0,0,FIELD,0,7,INSTALLMENT
2019-08-25,AUDIT,INDIVIDUAL,NO_NOTICE,24915430.61,7646911.79,0,0,0,1,PENDING,876,3088710.34,0,0,0,OFFICE,0,21,OPEN
2019-08-26,FRAUD,GOV_ENTITY,CP2000,29726951.02,6102348.53,0,0,0,0,PENDING,447,2385769.96,0,0,0,OFFICE,1,35,PAID_IN_FULL
2019-08-27,COLLECTION,INDIVIDUAL,LTR3172,24366385.02,4228177.1,0,0,0,0,NONE,1123,3157408.39,0,0,0,NONE,0,5,INSTALLMENT
2019-08-28,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,25186774.97,6414077.37,0,0,0,0,PARTIAL_RELIEF,996,3786309.75,0,0,0,FIELD,1,12,PAID_IN_FULL
2019-08-29,AUDIT,SMALL_BIZ,CP2000,22722311.71,11936537.05,0,0,0,0,UPHELD,1043,4207251.75,0,0,0,FIELD,1,25,OPEN
2019-08-30,UNDERREPORTING,INDIVIDUAL,CP2000,20531896.53,20782872.35,0,1,0,0,UPHELD,948,2245914.01,0,0,0,NONE,1,25,DISMISSED
2019-08-31,UNDERREPORTING,INDIVIDUAL,LTR1058,8895285.22,6760782.33,1,0,0,0,PARTIAL_RELIEF,1030,507668.59,0,0,0,OFFICE,0,9,OPEN
2019-09-01,UNDERREPORTING,MID_MARKET,CP2000,30211437.22,8231501.83,0,0,0,0,NONE,1029,9659048.01,0,0,0,CORRESPONDENCE,1,24,PAID_IN_FULL
2019-09-02,AUDIT,INDIVIDUAL,NO_NOTICE,5744646.91,2744927.97,0,0,0,0,NONE,1132,1484692.44,0,0,0,CORRESPONDENCE,0,37,PAID_IN_FULL
2019-09-03,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,34994465.2,13948243.85,0,0,0,0,PENDING,130,5424371.97,0,0,0,AUTOMATED,1,24,COMPROMISE
2019-09-04,COLLECTION,SMALL_BIZ,CP2000,23916274.13,24002052.73,0,0,0,0,UPHELD,915,6199402.82,0,0,0,CORRESPONDENCE,0,23,PAID_IN_FULL
2019-09-05,AUDIT,MID_MARKET,OTHER,24270526.84,1888529.78,1,0,0,0,DISMISSED,225,381819.35,0,0,0,OFFICE,0,4,OPEN
2019-09-06,AUDIT,INDIVIDUAL,CP2000,2470518.73,1798009.86,1,0,0,0,DISMISSED,263,587787.67,0,0,0,CORRESPONDENCE,1,13,PAID_IN_FULL
2019-09-07,AUDIT,INDIVIDUAL,CP2000,7454188.98,3342755.91,0,0,1,1,DISMISSED,304,729056.5,0,0,0,CORRESPONDENCE,0,2,UNABLE_TO_COLLECT
2019-09-08,AUDIT,INDIVIDUAL,LTR1058,9191844.67,1780030.49,0,0,0,0,NONE,715,2009863.88,0,0,0,NONE,1,5,PAID_IN_FULL
2019-09-09,COLLECTION,MID_MARKET,LTR001,18058314.77,18224415.58,0,1,0,0,NONE,1171,4523899.67,0,0,0,AUTOMATED,0,28,OPEN
2019-09-10,AUDIT,MID_MARKET,NO_NOTICE,1713364.38,87052.62,1,0,0,0,NONE,864,552780.86,0,0,0,OFFICE,1,32,TRANSFERRED
2019-09-11,COLLECTION,INDIVIDUAL,CP2000,12251524.92,11180935.74,1,0,0,0,PARTIAL_RELIEF,70,3101730.8,0,0,0,AUTOMATED,0,38,COMPROMISE
2019-09-12,COLLECTION,SMALL_BIZ,OTHER,14902242.71,9524978.63,0,0,0,1,NONE,988,3877290.27,0,0,0,AUTOMATED,0,35,DISMISSED
2019-09-13,COLLECTION,INDIVIDUAL,OTHER,13412182.66,7431233.46,1,0,0,1,NONE,261,4689860.37,0,0,0,FIELD,0,8,UNABLE_TO_COLLECT
2019-09-14,COLLECTION,SMALL_BIZ,LTR3172,5630743.01,2820581.89,0,0,0,1,PARTIAL_RELIEF,485,1136135.91,0,0,0,CORRESPONDENCE,0,2,PAID_IN_FULL
2019-09-15,AUDIT,LARGE_BIZ,LTR001,4351316.72,4235601.97,0,0,0,0,PENDING,409,768762.79,0,0,0,OFFICE,0,29,TRANSFERRED
2019-09-16,AUDIT,MID_MARKET,NO_NOTICE,20917640.44,10255529.74,0,0,0,0,UPHELD,1024,787622.98,0,0,0,CORRESPONDENCE,0,7,UNABLE_TO_COLLECT
2019-09-17,COLLECTION,SMALL_BIZ,LTR001,8378786.57,2108149.05,1,0,0,1,PENDING,746,2370275.6,0,0,1,OFFICE,1,14,OPEN
2019-09-18,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,19175289.43,325408.54,1,0,0,1,NONE,222,5872747.43,0,0,0,CORRESPONDENCE,1,29,INSTALLMENT
2019-09-19,IDENTITY_THEFT,SMALL_BIZ,LTR001,4413841.88,3337160.98,1,0,0,0,NONE,626,190142.6,0,0,0,NONE,0,34,OPEN
2019-09-20,COLLECTION,INDIVIDUAL,CP2000,19365627.55,11016746.29,0,0,0,0,PARTIAL_RELIEF,559,2279995.1,0,0,0,CORRESPONDENCE,0,6,UNABLE_TO_COLLECT
2019-09-21,IDENTITY_THEFT,MID_MARKET,LTR001,10028877.65,2524220.92,1,0,0,0,NONE,615,3412043.27,0,0,0,CORRESPONDENCE,0,25,OPEN
2019-09-22,FRAUD,MID_MARKET,NO_NOTICE,3124211.69,1131535.6,0,0,0,0,UPHELD,546,985677.76,0,0,0,CORRESPONDENCE,1,16,INSTALLMENT
2019-09-23,AUDIT,INDIVIDUAL,LTR001,16892954.42,6440727.3,0,0,0,0,PARTIAL_RELIEF,643,2503587.92,0,0,0,AUTOMATED,0,34,PAID_IN_FULL
2019-09-24,IDENTITY_THEFT,SMALL_BIZ,LTR001,10742036.41,4192137.09,0,0,0,0,NONE,298,3288626.29,0,0,0,OFFICE,0,38,PAID_IN_FULL
2019-09-25,AUDIT,INDIVIDUAL,LTR4800,26963799.61,27854676.59,1,1,0,0,NONE,999,8918968.33,0,0,0,AUTOMATED,0,15,PAID_IN_FULL
2019-09-26,AUDIT,INDIVIDUAL,CP2000,19180653.6,16425236.93,1,1,1,1,PARTIAL_RELIEF,930,2159365.1,0,0,0,NONE,1,20,COMPROMISE
2019-09-27,FRAUD,INDIVIDUAL,CP2000,11164904.98,3537030.49,1,0,0,0,UPHELD,849,676103.2,0,0,0,CORRESPONDENCE,1,27,DISMISSED
2019-09-28,AUDIT,INDIVIDUAL,LTR1058,17773851.75,15983200.76,0,0,0,0,NONE,758,2429193.0,0,0,0,OFFICE,0,25,OPEN
2019-09-29,IDENTITY_THEFT,INDIVIDUAL,OTHER,29890670.63,27195132.89,1,0,0,0,NONE,623,2756304.54,0,0,0,FIELD,1,27,OPEN
2019-09-30,UNDERREPORTING,INDIVIDUAL,OTHER,491589.92,21481.96,1,0,1,0,UPHELD,1145,34550.5,0,0,0,FIELD,1,25,OPEN
2019-10-01,PAYMENT_PLAN,MID_MARKET,CP2000,5017666.54,2073019.52,1,0,0,1,UPHELD,570,966185.32,0,0,1,CORRESPONDENCE,0,4,TRANSFERRED
2019-10-02,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,33644996.84,16844983.15,1,0,0,0,UPHELD,1027,3093309.18,0,0,0,CORRESPONDENCE,1,7,OPEN
2019-10-03,AUDIT,INDIVIDUAL,LTR001,75191.12,75681.82,0,1,1,1,DISMISSED,317,9592.63,0,0,0,NONE,0,35,TRANSFERRED
2019-10-04,LIEN_RELEASE,INDIVIDUAL,LTR4800,6170529.09,5465869.53,1,0,0,0,UPHELD,1059,1492680.89,1,0,0,NONE,1,5,OPEN
2019-10-05,UNDERREPORTING,INDIVIDUAL,LTR001,5093626.34,326781.69,0,0,0,0,NONE,957,108374.92,0,0,1,CORRESPONDENCE,0,18,UNABLE_TO_COLLECT
2019-10-06,LIEN_RELEASE,INDIVIDUAL,NO_NOTICE,30509317.41,20668662.52,0,0,0,0,NONE,1108,3369995.81,0,0,0,CORRESPONDENCE,1,24,PAID_IN_FULL
2019-10-07,AUDIT,SMALL_BIZ,LTR3172,28944778.26,19758108.69,0,0,0,0,NONE,669,6305617.06,0,0,0,CORRESPONDENCE,1,5,OPEN
2019-10-08,LIEN_RELEASE,INDIVIDUAL,LTR3172,6825371.95,1070027.68,0,1,0,0,NONE,736,197778.79,1,0,0,OFFICE,0,19,TRANSFERRED
2019-10-09,AUDIT,SMALL_BIZ,NO_NOTICE,33796585.98,23208276.73,0,0,0,0,NONE,535,3718380.32,0,0,0,CORRESPONDENCE,1,33,OPEN
2019-10-10,UNDERREPORTING,LARGE_BIZ,NO_NOTICE,17948544.61,9253825.15,0,0,0,0,PARTIAL_RELIEF,677,3516808.05,0,0,0,OFFICE,0,35,TRANSFERRED
2019-10-11,UNDERREPORTING,SMALL_BIZ,LTR001,9898096.84,3948453.46,1,0,0,0,NONE,387,2762085.18,0,0,0,OFFICE,0,23,PAID_IN_FULL
2019-10-12,IDENTITY_THEFT,SMALL_BIZ,CP2000,25986130.84,16854890.2,0,0,0,1,DISMISSED,841,5195280.67,0,0,0,NONE,0,2,PAID_IN_FULL
2019-10-13,COLLECTION,INDIVIDUAL,LTR001,34645229.02,3886541.97,0,0,0,0,PARTIAL_RELIEF,178,617147.15,0,0,1,CORRESPONDENCE,1,9,UNABLE_TO_COLLECT
2019-10-14,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,27514672.66,3393295.73,1,0,0,0,PENDING,516,5536951.23,1,0,0,OFFICE,1,13,OPEN
2019-10-15,COLLECTION,SMALL_BIZ,LTR4800,13890844.6,9668636.94,1,0,0,0,UPHELD,1006,2360106.94,0,0,0,NONE,0,30,TRANSFERRED
2019-10-16,COLLECTION,INDIVIDUAL,NO_NOTICE,27067061.93,16587066.89,0,0,1,0,PENDING,635,4347627.92,0,0,0,CORRESPONDENCE,0,40,COMPROMISE
2019-10-17,AUDIT,SMALL_BIZ,LTR3172,15252939.75,15118196.86,1,0,0,0,UPHELD,957,2227575.2,0,0,0,AUTOMATED,1,27,OPEN
2019-10-18,COLLECTION,SMALL_BIZ,NO_NOTICE,20083358.25,17288633.82,0,0,0,0,DISMISSED,627,1506686.58,0,0,1,CORRESPONDENCE,1,7,DISMISSED
2019-10-19,COLLECTION,INDIVIDUAL,LTR1058,9532132.18,6125335.74,0,0,0,0,FULL_RELIEF,768,101317.69,0,0,0,CORRESPONDENCE,0,38,UNABLE_TO_COLLECT
2019-10-20,AUDIT,INDIVIDUAL,NO_NOTICE,24571088.4,11902795.47,0,0,0,0,PARTIAL_RELIEF,339,1488282.02,0,0,0,FIELD,0,7,OPEN
2019-10-21,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,32450781.9,32074164.47,0,0,0,0,UPHELD,498,1719514.48,0,0,0,AUTOMATED,1,40,DISMISSED
2019-10-22,COLLECTION,MID_MARKET,NO_NOTICE,5155249.63,3551559.1,0,0,0,0,PARTIAL_RELIEF,1112,894455.96,0,0,0,CORRESPONDENCE,1,30,TRANSFERRED
2019-10-23,FRAUD,INDIVIDUAL,NO_NOTICE,19526238.03,7702163.77,1,0,0,0,NONE,1129,3123093.62,0,0,0,CORRESPONDENCE,0,4,TRANSFERRED
2019-10-24,IDENTITY_THEFT,SMALL_BIZ,OTHER,25136373.78,4919693.52,0,0,0,1,NONE,286,4488401.96,0,0,1,CORRESPONDENCE,0,23,OPEN
2019-10-25,COLLECTION,SMALL_BIZ,CP2000,16665185.82,6281064.85,1,0,0,0,NONE,1195,2045516.4,0,0,0,CORRESPONDENCE,1,32,DISMISSED
2019-10-26,AUDIT,SMALL_BIZ,NO_NOTICE,17319552.77,11097784.78,0,0,0,1,NONE,1199,5799156.01,0,0,1,AUTOMATED,0,37,PAID_IN_FULL
2019-10-27,AUDIT,INDIVIDUAL,NO_NOTICE,28874983.62,11039809.93,1,0,0,0,UPHELD,823,147539.25,0,1,0,CORRESPONDENCE,1,26,INSTALLMENT
2019-10-28,UNDERREPORTING,MID_MARKET,LTR1058,16225271.42,7451292.05,0,0,0,0,UPHELD,422,476929.66,0,1,0,OFFICE,0,24,OPEN
2019-10-29,PAYMENT_PLAN,INDIVIDUAL,NO_NOTICE,4652726.33,3568428.17,0,0,0,1,PARTIAL_RELIEF,1192,628032.44,0,0,0,CORRESPONDENCE,0,33,PAID_IN_FULL
2019-10-30,IDENTITY_THEFT,MID_MARKET,CP2000,19193369.62,8390995.1,0,0,0,0,PARTIAL_RELIEF,1110,2462645.11,0,0,0,OFFICE,1,38,DISMISSED
2019-10-31,COLLECTION,MID_MARKET,CP2000,10459464.83,10027514.63,0,0,1,0,FULL_RELIEF,1128,3492023.32,0,0,0,AUTOMATED,0,16,INSTALLMENT
2019-11-01,UNDERREPORTING,MID_MARKET,LTR001,21655315.2,20795200.17,1,0,0,1,DISMISSED,100,1581942.31,0,0,0,AUTOMATED,1,22,COMPROMISE
2019-11-02,PAYMENT_PLAN,LARGE_BIZ,LTR3172,28192168.19,15668466.45,0,0,0,1,DISMISSED,636,6912518.72,0,0,0,FIELD,0,6,PAID_IN_FULL
2019-11-03,PAYMENT_PLAN,INDIVIDUAL,LTR001,1212169.73,393053.23,1,0,0,0,DISMISSED,146,221541.75,0,0,0,OFFICE,0,10,OPEN
2019-11-04,COLLECTION,INDIVIDUAL,LTR1058,9279489.18,8068069.44,0,0,0,0,NONE,715,781787.55,0,0,0,NONE,1,29,PAID_IN_FULL
2019-11-05,FRAUD,SMALL_BIZ,NO_NOTICE,23625697.85,1942557.29,0,0,0,0,UPHELD,721,7401885.51,0,0,0,CORRESPONDENCE,1,31,INSTALLMENT
2019-11-06,IDENTITY_THEFT,MID_MARKET,OTHER,14902034.42,9267372.7,0,0,0,0,NONE,991,3757083.48,0,0,0,AUTOMATED,1,32,OPEN
2019-11-07,UNDERREPORTING,SMALL_BIZ,LTR3172,20768757.24,13665474.75,1,0,0,0,UPHELD,102,5766494.4,0,0,0,FIELD,1,13,COMPROMISE
2019-11-08,AUDIT,NONPROFIT,LTR3172,9640974.5,4003739.71,0,0,0,0,NONE,943,2128689.87,0,0,0,CORRESPONDENCE,1,9,DISMISSED
2019-11-09,COLLECTION,INDIVIDUAL,LTR001,22760720.43,8304488.07,1,0,0,0,NONE,946,3282823.35,0,0,0,OFFICE,1,8,TRANSFERRED
2019-11-10,UNDERREPORTING,INDIVIDUAL,CP2000,14491862.5,7586963.35,0,0,0,0,UPHELD,232,73923.34,0,0,0,CORRESPONDENCE,1,24,OPEN
2019-11-11,AUDIT,LARGE_BIZ,NO_NOTICE,15390023.31,2189876.47,0,0,0,0,NONE,719,1616808.25,0,0,0,CORRESPONDENCE,0,2,PAID_IN_FULL
2019-11-12,AUDIT,INDIVIDUAL,CP2000,34521024.69,27283853.87,0,0,0,0,UPHELD,989,7441241.08,0,0,0,OFFICE,1,0,INSTALLMENT
2019-11-13,AUDIT,LARGE_BIZ,LTR3172,22474365.41,20272928.97,0,1,0,0,UPHELD,997,3628690.6,0,0,0,CORRESPONDENCE,0,17,INSTALLMENT
2019-11-14,AUDIT,INDIVIDUAL,LTR001,3734880.53,3169143.34,0,0,0,0,FULL_RELIEF,643,291445.54,0,0,0,AUTOMATED,1,30,PAID_IN_FULL
2019-11-15,AUDIT,LARGE_BIZ,OTHER,33714941.07,14033405.33,0,0,0,0,UPHELD,558,8862626.21,0,0,0,CORRESPONDENCE,1,6,UNABLE_TO_COLLECT
2019-11-16,PAYMENT_PLAN,SMALL_BIZ,NO_NOTICE,23943956.25,4555426.87,0,0,0,0,NONE,1179,845849.89,0,1,0,CORRESPONDENCE,1,40,PAID_IN_FULL
2019-11-17,COLLECTION,SMALL_BIZ,LTR4800,4674730.51,830978.08,1,1,0,0,UPHELD,1157,1633393.25,0,0,0,OFFICE,0,10,TRANSFERRED
2019-11-18,AUDIT,SMALL_BIZ,LTR3172,30227706.64,9466948.65,0,0,0,0,UPHELD,1117,4543111.17,0,0,0,AUTOMATED,1,3,OPEN
2019-11-19,IDENTITY_THEFT,SMALL_BIZ,CP2000,28237862.87,15385851.09,0,0,0,0,NONE,623,4950545.07,0,0,0,NONE,0,40,TRANSFERRED
