care_capacity_snapshot_date,care_capacity_facility_npi,care_capacity_facility_type_code,care_capacity_service_line_code,care_capacity_licensed_beds_count,care_capacity_staffed_beds_count,care_capacity_icu_beds_count,care_capacity_ed_bays_count,care_capacity_operating_rooms_count,care_capacity_imaging_units_mri,care_capacity_imaging_units_ct,care_capacity_primary_care_fte,care_capacity_nurse_fte,care_capacity_specialist_fte,care_capacity_patient_to_nurse_ratio,care_capacity_avg_wait_time_minutes,care_capacity_appointment_availability_days,care_capacity_closure_risk_score,care_capacity_rural_critical_access_flag,care_capacity_licensure_state_code
2022-04-03,1000000458,FQHC,CARD,147,95,93,10,26,5,26,216.24,1901.96,265.23,6.79,16,79,0.8305,0,WA
2022-04-04,1000000459,HOSPITAL,MED_SURG,644,478,35,93,33,6,1,109.72,621.04,64.51,3.31,155,27,0.5374,0,NV
2022-04-05,1000000460,CLINIC,ICU,328,200,73,18,12,5,0,10.77,156.51,15.9,6.63,176,78,0.4098,0,AR
2022-04-06,1000000461,LTACH,CARD,344,338,4,122,25,6,16,51.13,838.6,637.03,8.58,92,46,0.2235,0,MD
2022-04-07,1000000462,HOSPITAL,ONC,448,286,63,140,2,17,10,96.87,1706.12,59.57,6.47,342,43,0.0459,1,ID
2022-04-08,1000000463,RHC,OB,734,600,90,53,10,0,11,147.9,304.25,2.95,7.76,193,28,0.6358,0,KS
2022-04-09,1000000464,ASC,OB,755,616,111,147,16,7,26,216.98,1942.18,198.63,6.64,274,48,0.5682,0,NC
2022-04-10,1000000465,FQHC,ORTHO,868,755,37,17,33,10,4,122.04,1390.24,185.17,3.92,56,59,0.1648,1,GA
2022-04-11,1000000466,RHC,MED_SURG,816,785,119,118,42,17,17,100.13,1263.98,258.39,2.76,315,82,0.9756,0,ND
2022-04-12,1000000467,CLINIC,ONC,605,438,94,50,35,0,5,57.24,558.47,433.16,4.15,228,7,0.1654,0,WI
2022-04-13,1000000468,FQHC,ED,843,728,58,78,43,16,2,122.65,716.71,624.89,9.14,133,82,0.2631,1,HI
2022-04-14,1000000469,FQHC,BEHAVIORAL,635,500,35,90,10,14,12,20.24,958.87,388.41,8.4,71,53,0.9615,0,NJ
2022-04-15,1000000470,FQHC,MED_SURG,347,282,94,86,6,9,26,79.0,609.5,12.51,8.14,325,26,0.8345,0,FL
2022-04-16,1000000471,FQHC,ONC,949,666,17,119,6,1,7,188.6,1130.89,68.78,5.67,83,4,0.8925,0,SD
2022-04-17,1000000472,CLINIC,ORTHO,49,48,19,155,31,9,2,35.39,281.64,138.6,3.02,245,33,0.161,0,NY
2022-04-18,1000000473,SNF,PEDS,257,249,29,9,7,11,16,199.78,42.26,93.29,4.16,74,85,0.0874,0,OH
2022-04-19,1000000474,CLINIC,PEDS,246,168,116,120,17,11,27,114.67,751.31,326.77,3.36,186,58,0.8551,0,NC
2022-04-20,1000000475,SNF,ONC,399,259,49,132,43,8,14,101.02,1930.14,96.03,5.57,134,49,0.9619,1,KY
2022-04-21,1000000476,LTACH,BEHAVIORAL,310,289,71,0,8,10,16,3.9,92.02,161.16,4.35,182,85,0.4064,0,WY
2022-04-22,1000000477,ASC,ICU,340,261,96,124,43,3,9,209.65,1976.36,531.43,5.08,212,45,0.4392,0,ID
2022-04-23,1000000478,SNF,ONC,900,866,41,67,23,4,25,45.39,1821.37,589.29,5.64,183,47,0.7155,0,AK
2022-04-24,1000000479,LTACH,ICU,554,384,84,18,36,7,26,124.93,425.97,386.46,7.38,128,26,0.2204,0,NJ
2022-04-25,1000000480,RHC,ORTHO,342,329,88,123,24,2,10,121.19,112.59,218.87,5.53,285,23,0.7457,0,MN
2022-04-26,1000000481,RHC,PEDS,690,676,62,33,26,16,11,29.03,9.27,16.39,9.12,23,90,0.4887,0,VA
2022-04-27,1000000482,CLINIC,MED_SURG,337,323,47,73,23,11,2,60.18,8.28,212.84,3.18,93,45,0.8134,0,LA
2022-04-28,1000000483,RHC,ICU,832,502,117,126,4,13,13,18.78,1352.21,172.57,2.88,228,49,0.09,0,ME
2022-04-29,1000000484,ASC,PEDS,383,322,9,117,37,4,12,62.49,182.15,454.14,5.33,99,43,0.9433,0,SD
2022-04-30,1000000485,FQHC,CARD,506,404,99,24,35,2,2,127.5,1839.89,208.0,3.58,356,79,0.3071,0,CO
2022-05-01,1000000486,ASC,OB,802,735,18,112,4,8,23,4.85,343.94,224.54,5.89,35,18,0.02,0,NE
2022-05-02,1000000487,LTACH,ED,711,677,62,104,1,12,8,83.61,1491.72,417.12,5.13,91,26,0.5565,1,TX
2022-05-03,1000000488,RHC,OB,217,163,26,60,44,12,6,43.53,1053.82,4.75,8.75,13,81,0.5891,0,ME
2022-05-04,1000000489,HOSPITAL,MED_SURG,311,288,16,18,42,10,24,219.66,1695.41,621.45,6.8,27,33,0.1123,0,MO
2022-05-05,1000000490,FQHC,ONC,205,198,101,82,19,3,20,180.87,985.1,590.15,9.78,190,4,0.8624,0,MD
2022-05-06,1000000491,ASC,ORTHO,407,276,95,99,10,15,5,42.32,1359.9,36.02,9.71,205,90,0.1628,0,AZ
2022-05-07,1000000492,LTACH,MED_SURG,149,93,13,104,16,17,26,143.3,1740.73,573.56,7.94,226,89,0.5507,0,SC
2022-05-08,1000000493,FQHC,OB,927,904,15,11,44,12,14,131.09,1358.12,446.13,8.9,40,67,0.2204,1,VA
2022-05-09,1000000494,LTACH,PEDS,229,175,69,151,40,5,21,125.31,1430.55,177.93,4.52,10,19,0.715,0,CO
2022-05-10,1000000495,ASC,CARD,942,780,36,136,10,9,5,121.35,173.18,376.82,4.06,118,21,0.3658,0,SC
2022-05-11,1000000496,ASC,ONC,613,541,48,29,13,6,18,90.64,1670.58,645.78,7.36,236,80,0.4461,0,CT
2022-05-12,1000000497,SNF,MED_SURG,464,340,18,138,2,16,9,46.63,2175.71,151.2,3.6,262,57,0.162,0,AL
2022-05-13,1000000498,SNF,ONC,136,89,89,17,36,12,26,181.15,42.49,548.83,7.88,74,59,0.3667,0,NJ
2022-05-14,1000000499,HOSPITAL,BEHAVIORAL,281,255,57,153,9,9,10,9.14,1317.54,541.91,5.96,295,19,0.5074,0,NH
2022-05-15,1000000500,FQHC,MED_SURG,176,154,62,95,42,13,9,150.94,417.65,479.47,5.74,291,61,0.2309,1,IA
2022-05-16,1000000501,LTACH,BEHAVIORAL,233,191,54,60,43,6,1,161.38,1042.04,158.9,7.14,305,49,0.3866,0,AZ
2022-05-17,1000000502,LTACH,MED_SURG,726,667,72,28,41,12,12,68.29,965.15,215.54,6.38,280,76,0.8199,0,MT
2022-05-18,1000000503,HOSPITAL,OB,736,489,0,131,4,9,5,96.31,680.63,311.43,4.4,356,48,0.4725,0,ME
2022-05-19,1000000504,CLINIC,OB,205,151,65,132,42,5,10,186.95,1033.33,527.51,9.06,36,38,0.0445,1,ME
2022-05-20,1000000505,RHC,PEDS,609,407,15,81,27,15,19,44.17,557.52,171.64,3.45,163,85,0.862,1,AK
2022-05-21,1000000506,RHC,ED,757,462,9,89,11,16,20,10.26,1189.85,203.47,3.34,203,46,0.0736,0,HI
2022-05-22,1000000507,HOSPITAL,BEHAVIORAL,339,240,76,120,4,5,1,188.12,577.21,357.1,7.08,249,25,0.492,0,IL
2022-05-23,1000000508,SNF,ORTHO,419,399,103,136,3,6,11,25.79,1976.93,372.07,2.53,56,42,0.4597,0,GA
2022-05-24,1000000509,RHC,BEHAVIORAL,341,309,95,58,6,5,24,148.86,130.84,271.01,8.5,119,26,0.5727,0,CA
2022-05-25,1000000510,LTACH,ORTHO,113,73,73,118,33,7,15,86.91,464.78,623.69,4.32,12,24,0.1224,0,NY
2022-05-26,1000000511,ASC,MED_SURG,492,409,71,101,16,13,18,122.37,639.13,21.56,4.33,359,80,0.115,0,IL
2022-05-27,1000000512,HOSPITAL,OB,267,162,74,155,6,15,12,112.39,1355.27,224.47,5.86,122,5,0.0645,0,SC
2022-05-28,1000000513,CLINIC,ICU,676,472,105,88,44,15,2,139.4,611.75,229.6,3.98,295,84,0.9186,0,KS
2022-05-29,1000000514,FQHC,OB,349,285,83,103,7,15,7,134.93,692.92,564.63,2.85,208,56,0.8363,0,MS
2022-05-30,1000000515,CLINIC,MED_SURG,489,326,16,128,21,4,21,17.79,1867.05,497.2,5.98,190,71,0.0519,0,NE
2022-05-31,1000000516,CLINIC,CARD,506,349,23,157,9,4,0,17.55,748.36,220.06,7.23,303,9,0.047,0,MN
2022-06-01,1000000517,LTACH,ORTHO,571,430,114,158,26,7,10,84.49,295.05,593.42,7.42,276,49,0.087,0,AL
2022-06-02,1000000518,CLINIC,CARD,529,401,22,79,38,6,6,171.48,988.36,613.41,7.26,277,81,0.3616,0,MS
2022-06-03,1000000519,FQHC,MED_SURG,375,347,62,19,5,2,13,19.03,571.41,593.02,5.44,170,81,0.9662,0,MS
2022-06-04,1000000520,HOSPITAL,MED_SURG,47,43,43,109,15,15,19,188.54,514.34,279.59,9.76,19,81,0.5978,1,VT
2022-06-05,1000000521,FQHC,OB,139,121,81,61,35,9,14,106.43,557.06,370.78,6.27,275,38,0.047,0,VA
2022-06-06,1000000522,CLINIC,BEHAVIORAL,176,135,4,2,29,17,2,208.02,195.24,98.48,4.49,212,77,0.7931,0,MN
2022-06-07,1000000523,FQHC,OB,550,431,111,54,43,9,9,169.96,1193.78,128.55,6.57,196,7,0.4565,0,NJ
2022-06-08,1000000524,RHC,MED_SURG,145,120,28,113,22,0,3,78.29,456.92,593.68,8.6,146,89,0.2046,1,AL
2022-06-09,1000000525,HOSPITAL,MED_SURG,533,388,95,101,38,5,17,69.28,1852.36,288.74,3.42,298,52,0.5984,0,IN
2022-06-10,1000000526,SNF,MED_SURG,758,525,12,49,26,17,25,29.51,1326.19,366.69,5.55,285,22,0.5033,0,CA
2022-06-11,1000000527,FQHC,ONC,205,181,108,15,38,6,25,23.38,1078.69,206.69,4.89,160,59,0.9405,0,CO
2022-06-12,1000000528,ASC,ORTHO,907,863,87,137,32,9,22,216.04,1494.67,59.73,5.36,279,72,0.8855,0,WY
2022-06-13,1000000529,CLINIC,PEDS,11,10,0,98,0,1,13,36.26,585.29,245.89,3.05,326,64,0.5718,0,SD
2022-06-14,1000000530,HOSPITAL,MED_SURG,526,458,59,98,26,10,27,54.26,59.35,465.12,5.38,276,38,0.2096,0,AK
2022-06-15,1000000531,LTACH,PEDS,266,228,1,4,25,5,1,215.99,392.35,395.16,7.93,179,29,0.9567,0,AZ
2022-06-16,1000000532,HOSPITAL,BEHAVIORAL,45,30,11,50,27,5,10,79.22,143.74,472.24,9.62,103,47,0.915,0,TX
2022-06-17,1000000533,FQHC,ORTHO,195,131,40,12,26,3,26,201.44,1428.19,481.71,3.57,258,38,0.934,0,NC
2022-06-18,1000000534,HOSPITAL,BEHAVIORAL,488,448,18,133,37,9,8,106.74,1064.81,348.71,8.6,264,15,0.2907,1,WV
2022-06-19,1000000535,ASC,PEDS,162,160,35,55,37,6,27,166.38,1242.48,362.85,9.15,228,49,0.1339,0,ID
2022-06-20,1000000536,SNF,ONC,639,490,3,87,35,6,4,66.2,1620.23,236.23,6.16,77,57,0.6814,0,KS
2022-06-21,1000000537,HOSPITAL,ORTHO,812,661,5,108,36,8,6,135.38,1666.59,415.6,6.04,145,6,0.314,0,ID
2022-06-22,1000000538,CLINIC,ORTHO,801,624,10,130,27,0,16,176.02,2058.92,374.86,9.84,188,5,0.9335,0,CT
2022-06-23,1000000539,CLINIC,PEDS,927,718,29,131,4,7,26,168.33,770.69,130.45,5.43,5,81,0.1078,0,KY
2022-06-24,1000000540,SNF,ORTHO,338,225,116,8,14,17,23,177.95,1715.85,245.57,7.5,327,52,0.2226,1,AK
2022-06-25,1000000541,CLINIC,MED_SURG,500,474,111,117,6,9,13,70.94,936.29,256.56,9.51,254,3,0.3127,0,NM
2022-06-26,1000000542,ASC,ED,808,526,94,119,33,13,6,168.71,1906.47,483.56,3.64,216,12,0.2137,1,VT
2022-06-27,1000000543,SNF,BEHAVIORAL,435,389,85,46,28,2,17,69.66,1325.11,180.16,6.59,189,8,0.8265,0,UT
2022-06-28,1000000544,LTACH,MED_SURG,571,540,89,92,39,11,3,72.25,683.13,47.83,4.58,239,57,0.3915,1,WA
2022-06-29,1000000545,RHC,BEHAVIORAL,374,289,104,107,30,7,26,42.08,1868.26,381.46,7.57,288,78,0.9976,0,AZ
2022-06-30,1000000546,HOSPITAL,BEHAVIORAL,107,76,23,56,22,17,8,198.96,739.32,192.57,7.93,200,58,0.6143,0,MS
2022-07-01,1000000547,CLINIC,MED_SURG,218,131,116,121,10,12,3,28.48,63.35,365.7,7.08,324,21,0.4472,1,CO
2022-07-02,1000000548,RHC,BEHAVIORAL,76,61,61,123,16,8,5,181.12,41.15,149.25,2.8,27,70,0.3814,0,WV
2022-07-03,1000000549,HOSPITAL,MED_SURG,24,23,23,1,23,6,21,150.97,1805.56,622.9,7.29,349,13,0.8074,0,RI
2022-07-04,1000000550,SNF,BEHAVIORAL,235,162,22,125,7,4,25,149.38,1055.29,578.06,2.74,230,72,0.1412,0,MD
2022-07-05,1000000551,SNF,PEDS,41,30,12,150,28,13,20,171.25,1319.76,517.18,5.42,253,15,0.3231,1,GA
2022-07-06,1000000552,SNF,OB,508,467,114,69,34,6,9,135.44,771.91,33.27,7.73,359,69,0.7443,0,DE
2022-07-07,1000000553,ASC,ICU,321,259,31,1,7,8,25,176.87,764.75,369.39,6.94,171,6,0.9971,0,NM
2022-07-08,1000000554,SNF,PEDS,510,481,64,140,20,2,22,112.4,1715.72,317.59,3.33,180,45,0.5183,0,CA
2022-07-09,1000000555,SNF,CARD,410,272,15,122,11,4,22,101.79,1771.74,383.0,3.76,164,60,0.2899,0,ND
2022-07-10,1000000556,RHC,OB,828,760,76,145,35,16,1,68.75,871.13,476.34,5.17,318,83,0.1458,0,TX
2022-07-11,1000000557,HOSPITAL,ED,657,476,35,80,3,6,15,73.72,1246.12,272.93,5.96,70,69,0.2895,0,UT
2022-07-12,1000000558,LTACH,ICU,862,803,80,86,30,4,22,123.07,207.11,273.95,4.43,143,1,0.0891,1,LA
2022-07-13,1000000559,SNF,ORTHO,787,518,50,56,43,17,17,80.35,417.57,269.48,7.32,275,6,0.5409,1,OH
2022-07-14,1000000560,RHC,PEDS,65,46,18,133,33,2,23,113.39,1620.81,236.53,7.13,184,41,0.2497,1,VA
2022-07-15,1000000561,LTACH,BEHAVIORAL,87,55,2,158,8,11,25,211.59,1100.95,415.38,3.55,144,18,0.7413,1,ME
2022-07-16,1000000562,CLINIC,MED_SURG,854,568,94,16,41,12,11,35.62,380.09,65.95,8.97,163,72,0.1362,0,NH
2022-07-17,1000000563,SNF,ICU,112,76,2,77,17,6,13,2.0,373.72,52.32,3.63,133,62,0.2388,0,NH
2022-07-18,1000000564,SNF,ONC,471,320,2,56,39,1,16,171.54,1104.8,112.24,2.55,125,81,0.201,0,NE
2022-07-19,1000000565,LTACH,ONC,427,352,87,110,0,3,16,195.81,94.58,363.21,2.79,231,36,0.738,0,SC
2022-07-20,1000000566,FQHC,MED_SURG,949,728,72,144,29,14,1,128.89,614.01,498.37,9.39,315,18,0.0905,1,OK
2022-07-21,1000000567,RHC,ICU,668,516,55,41,16,0,16,84.11,910.1,406.31,8.91,271,64,0.6303,0,MD
2022-07-22,1000000568,HOSPITAL,BEHAVIORAL,320,296,114,158,32,9,8,115.23,1107.97,341.87,9.88,306,33,0.5995,1,WY
2022-07-23,1000000569,LTACH,PEDS,444,325,56,140,6,0,15,6.77,94.2,649.08,3.51,274,80,0.5268,0,TX
2022-07-24,1000000570,ASC,OB,396,322,92,29,6,13,19,49.38,291.91,504.69,6.14,6,73,0.6792,1,AK
2022-07-25,1000000571,ASC,CARD,810,666,68,83,20,15,0,82.35,1715.11,276.27,3.56,200,84,0.8068,0,WA
2022-07-26,1000000572,FQHC,ONC,218,164,47,147,6,11,21,138.55,636.27,65.52,2.52,186,54,0.4782,1,IA
2022-07-27,1000000573,ASC,CARD,345,212,19,121,26,15,14,169.57,1515.73,581.85,2.6,132,48,0.6125,0,PA
2022-07-28,1000000574,LTACH,PEDS,251,155,83,114,34,7,4,170.32,1980.69,220.87,6.71,220,65,0.7935,0,LA
2022-07-29,1000000575,ASC,CARD,37,35,11,141,36,8,12,144.75,935.47,46.13,6.1,291,45,0.9558,1,KY
2022-07-30,1000000576,ASC,ONC,825,801,19,53,8,1,18,5.45,841.03,370.51,7.92,199,49,0.5751,0,CA
2022-07-31,1000000577,ASC,CARD,938,667,100,113,16,3,4,77.05,565.91,586.05,7.46,36,2,0.1233,0,NH
2022-08-01,1000000578,ASC,ORTHO,316,215,3,70,2,0,13,159.08,1706.71,380.04,4.85,161,1,0.8144,1,OK
2022-08-02,1000000579,RHC,CARD,942,814,58,106,33,3,21,26.74,1064.8,37.65,9.07,329,17,0.4326,0,DE
2022-08-03,1000000580,SNF,CARD,198,196,47,98,10,6,0,171.64,982.46,253.12,6.69,256,83,0.3059,0,OR
2022-08-04,1000000581,CLINIC,OB,827,791,107,34,30,8,13,7.89,1412.24,506.96,6.89,262,89,0.3326,1,WV
2022-08-05,1000000582,RHC,BEHAVIORAL,651,572,26,137,28,3,0,105.91,1822.77,217.96,5.71,319,57,0.8057,0,SD
2022-08-06,1000000583,ASC,ONC,299,234,82,136,1,7,20,105.97,1932.25,369.07,3.11,270,53,0.184,0,MI
2022-08-07,1000000584,HOSPITAL,PEDS,385,252,100,95,41,16,26,30.83,1380.03,598.03,5.09,74,87,0.6425,0,MD
2022-08-08,1000000585,ASC,ONC,387,301,80,78,43,17,27,214.36,2165.12,418.24,4.89,332,60,0.4512,0,NH
2022-08-09,1000000586,CLINIC,BEHAVIORAL,495,424,44,124,31,14,4,134.34,2098.3,6.08,3.24,292,90,0.7678,0,NE
2022-08-10,1000000587,RHC,MED_SURG,79,52,47,79,22,1,14,140.12,1803.02,185.73,9.82,356,42,0.0152,0,CT
2022-08-11,1000000588,SNF,ED,87,57,57,145,15,4,6,139.88,771.8,19.46,9.32,219,36,0.8161,0,NM
2022-08-12,1000000589,HOSPITAL,MED_SURG,24,21,21,68,20,1,7,83.49,806.13,533.27,3.9,247,23,0.1823,0,AK
2022-08-13,1000000590,FQHC,CARD,774,754,111,9,14,10,5,122.72,1037.18,155.94,4.53,291,66,0.2163,0,VA
2022-08-14,1000000591,HOSPITAL,BEHAVIORAL,769,517,94,85,13,10,0,74.01,1715.2,615.33,6.23,303,74,0.5832,0,AR
2022-08-15,1000000592,ASC,BEHAVIORAL,868,761,114,87,11,11,14,143.12,1967.43,593.62,3.56,262,9,0.253,0,GA
2022-08-16,1000000593,FQHC,OB,482,412,79,19,24,17,23,88.41,1598.46,531.77,3.25,330,57,0.8074,0,GA
2022-08-17,1000000594,LTACH,MED_SURG,278,167,51,40,37,7,6,165.09,1333.02,442.95,9.4,147,7,0.324,0,ID
2022-08-18,1000000595,LTACH,OB,229,197,13,35,38,13,11,163.47,416.46,160.56,8.97,152,7,0.7188,0,AR
2022-08-19,1000000596,FQHC,ED,726,658,23,22,2,7,12,214.96,1455.85,372.84,6.42,326,69,0.6341,0,UT
2022-08-20,1000000597,FQHC,PEDS,591,439,61,136,42,1,0,130.16,1074.28,319.47,2.92,166,6,0.6863,0,NM
2022-08-21,1000000598,HOSPITAL,CARD,646,453,104,37,24,16,0,9.43,163.77,491.01,4.99,111,25,0.9649,1,NH
2022-08-22,1000000599,HOSPITAL,BEHAVIORAL,581,577,107,114,40,9,5,140.51,1962.9,606.74,5.83,82,67,0.3827,0,TX
2022-08-23,1000000600,FQHC,BEHAVIORAL,45,35,34,120,24,8,6,186.43,380.15,572.82,4.35,103,59,0.5875,0,MO
2022-08-24,1000000601,HOSPITAL,ICU,562,511,37,64,37,11,12,7.32,2063.56,45.77,6.31,168,25,0.6452,0,WV
2022-08-25,1000000602,SNF,CARD,598,457,64,68,19,5,3,153.94,1950.8,547.95,5.6,255,84,0.6342,0,MI
2022-08-26,1000000603,LTACH,OB,243,209,115,126,10,13,0,153.83,2029.32,638.18,6.41,12,53,0.8776,0,IA
2022-08-27,1000000604,SNF,ONC,531,403,50,143,13,11,13,44.97,1466.02,293.03,3.62,187,64,0.7169,1,MO
2022-08-28,1000000605,LTACH,BEHAVIORAL,910,670,0,109,32,4,14,187.12,406.04,584.24,9.82,104,77,0.8513,1,RI
2022-08-29,1000000606,RHC,MED_SURG,409,356,17,62,8,2,10,43.83,509.37,439.08,9.54,80,27,0.5707,1,WI
2022-08-30,1000000607,HOSPITAL,ORTHO,415,330,17,66,19,4,26,80.85,820.58,128.17,4.16,343,12,0.854,1,WA
2022-08-31,1000000608,HOSPITAL,OB,160,113,17,109,18,10,10,131.41,1017.39,247.91,3.61,146,68,0.8259,0,VT
2022-09-01,1000000609,CLINIC,ONC,933,879,58,51,44,15,6,103.74,636.79,609.44,6.77,215,36,0.1548,1,WY
2022-09-02,1000000610,LTACH,CARD,434,416,102,93,4,2,25,42.41,78.74,396.04,7.31,295,26,0.916,0,IL
2022-09-03,1000000611,RHC,ORTHO,369,318,103,50,4,14,13,43.32,1556.91,521.16,6.34,145,59,0.0452,1,MN
2022-09-04,1000000612,CLINIC,OB,282,245,51,8,27,12,1,194.4,1293.17,645.47,3.65,151,37,0.9513,0,ND
2022-09-05,1000000613,CLINIC,CARD,83,74,55,97,39,1,26,146.94,295.02,70.33,5.68,173,2,0.1993,0,ME
2022-09-06,1000000614,SNF,MED_SURG,732,687,77,139,27,12,27,150.05,1126.27,191.6,5.7,339,37,0.5714,1,MT
2022-09-07,1000000615,LTACH,ONC,432,337,8,135,32,1,6,97.04,1357.77,196.68,6.82,102,19,0.5578,0,WI
2022-09-08,1000000616,CLINIC,ORTHO,13,11,11,11,22,11,12,186.88,1875.03,580.71,9.4,104,28,0.594,0,NM
2022-09-09,1000000617,HOSPITAL,ONC,839,694,40,120,27,2,24,125.72,1551.95,77.03,2.91,286,60,0.8736,1,NM
2022-09-10,1000000618,FQHC,MED_SURG,681,578,47,3,43,11,18,37.19,1624.82,432.88,3.89,242,65,0.8408,1,AL
2022-09-11,1000000619,LTACH,ED,480,321,88,94,12,4,22,78.01,430.42,368.3,9.79,11,81,0.4011,1,TX
2022-09-12,1000000620,LTACH,ICU,169,111,74,88,12,16,6,193.22,680.54,248.51,8.17,131,65,0.0401,0,FL
2022-09-13,1000000621,SNF,BEHAVIORAL,112,68,68,63,5,3,19,96.13,219.93,86.46,3.81,145,67,0.5016,0,MT
2022-09-14,1000000622,HOSPITAL,ICU,550,407,12,99,20,0,13,82.67,1250.45,360.39,3.91,277,52,0.8298,0,SC
2022-09-15,1000000623,ASC,ED,182,148,47,120,5,4,10,170.26,1279.32,64.28,6.19,63,41,0.8669,0,IN
2022-09-16,1000000624,FQHC,MED_SURG,52,52,52,137,6,11,0,175.42,530.34,560.78,8.29,139,52,0.406,0,CO
2022-09-17,1000000625,SNF,PEDS,406,287,0,67,8,1,16,21.39,1136.26,140.67,7.73,9,77,0.8687,0,MN
2022-09-18,1000000626,RHC,PEDS,603,391,87,76,28,16,4,56.11,1008.6,362.64,3.58,346,52,0.0264,0,ND
2022-09-19,1000000627,SNF,ICU,473,470,109,15,28,2,18,121.88,53.41,585.31,8.38,344,42,0.2109,0,VT
2022-09-20,1000000628,ASC,BEHAVIORAL,920,624,116,80,15,6,1,116.01,1145.58,378.92,9.53,75,36,0.4176,1,NC
2022-09-21,1000000629,CLINIC,PEDS,363,328,105,34,9,10,18,118.37,1666.08,132.08,5.07,222,40,0.3176,1,OH
2022-09-22,1000000630,HOSPITAL,CARD,293,285,86,14,32,4,2,162.43,946.71,34.34,5.86,96,27,0.2626,0,ND
2022-09-23,1000000631,RHC,CARD,441,322,9,121,23,7,25,217.67,438.68,167.3,8.81,228,11,0.3964,0,RI
2022-09-24,1000000632,RHC,ED,926,633,55,25,43,17,8,170.86,1157.94,175.2,4.65,229,54,0.5728,0,TN
2022-09-25,1000000633,CLINIC,ONC,22,16,16,44,2,10,7,60.4,1950.23,165.18,5.23,92,73,0.8776,0,LA
2022-09-26,1000000634,CLINIC,BEHAVIORAL,777,530,47,48,36,16,27,50.33,609.49,477.09,3.05,239,53,0.3349,0,NM
2022-09-27,1000000635,ASC,ICU,291,248,80,59,1,15,21,174.08,1630.43,286.72,8.91,108,19,0.6066,0,WA
2022-09-28,1000000636,SNF,MED_SURG,284,227,59,19,26,4,9,41.41,1249.21,311.95,5.64,327,72,0.6063,0,MN
2022-09-29,1000000637,ASC,ONC,19,12,11,113,15,0,26,203.68,1111.77,88.08,3.85,17,67,0.9848,0,VA
2022-09-30,1000000638,LTACH,ED,439,353,105,24,11,1,18,136.56,1986.6,593.88,4.58,41,5,0.6731,0,KS
2022-10-01,1000000639,LTACH,MED_SURG,499,466,105,101,13,8,12,15.04,2026.44,44.35,2.99,260,23,0.2588,1,ND
2022-10-02,1000000640,RHC,ICU,77,51,15,50,43,2,25,21.37,1494.08,268.67,2.8,184,85,0.6477,0,CO
2022-10-03,1000000641,HOSPITAL,BEHAVIORAL,580,351,114,147,0,10,3,195.17,1677.46,526.2,8.73,11,26,0.5724,0,TX
2022-10-04,1000000642,ASC,ED,839,610,109,75,19,17,10,187.64,2041.76,152.59,8.19,149,25,0.9777,0,WA
2022-10-05,1000000643,HOSPITAL,OB,327,281,81,88,29,7,4,163.45,1450.8,11.97,5.45,228,69,0.5308,0,SC
2022-10-06,1000000644,RHC,ONC,97,81,81,100,25,13,18,4.48,244.47,477.43,8.09,192,28,0.3976,0,TX
2022-10-07,1000000645,LTACH,ED,509,484,4,154,17,17,11,156.41,1545.21,345.92,5.44,136,89,0.6673,0,PA
2022-10-08,1000000646,SNF,ICU,697,501,109,124,31,7,27,58.85,1031.46,542.13,6.78,172,47,0.7356,0,OH
2022-10-09,1000000647,FQHC,OB,309,268,106,51,43,11,0,148.38,392.65,41.77,6.43,355,44,0.3872,0,MD
2022-10-10,1000000648,RHC,MED_SURG,472,346,99,91,16,1,13,127.67,2072.09,67.47,9.51,99,17,0.2288,0,AR
2022-10-11,1000000649,FQHC,PEDS,798,504,70,67,11,5,1,53.62,2197.06,611.15,2.57,172,90,0.9968,0,MD
2022-10-12,1000000650,RHC,CARD,100,68,35,20,9,0,24,12.64,1052.95,70.37,4.41,157,33,0.145,0,AK
2022-10-13,1000000651,CLINIC,PEDS,244,170,19,64,6,15,19,93.99,526.27,224.34,3.75,294,21,0.6958,0,WY
2022-10-14,1000000652,CLINIC,BEHAVIORAL,496,355,41,109,17,8,22,13.57,2080.7,379.48,9.44,178,60,0.9675,0,NM
2022-10-15,1000000653,RHC,ORTHO,678,552,112,30,17,2,7,136.55,1784.21,579.3,3.21,299,67,0.2779,0,SC
2022-10-16,1000000654,CLINIC,MED_SURG,838,545,114,7,38,17,9,16.28,2123.63,87.88,9.47,306,80,0.9809,0,RI
2022-10-17,1000000655,LTACH,CARD,42,37,7,95,4,9,15,99.11,1877.66,171.23,7.69,357,56,0.9466,0,IL
2022-10-18,1000000656,HOSPITAL,CARD,555,453,98,130,21,16,21,108.12,1456.21,123.6,3.9,222,71,0.7334,0,FL
2022-10-19,1000000657,SNF,BEHAVIORAL,75,60,41,136,28,16,19,117.18,123.32,597.09,6.3,157,25,0.4978,1,NY
2022-10-20,1000000658,RHC,ED,653,408,70,35,10,4,9,15.94,887.26,344.09,9.52,72,9,0.3837,0,WI
2022-10-21,1000000659,HOSPITAL,BEHAVIORAL,438,387,0,52,3,0,13,138.38,812.08,529.66,7.82,50,80,0.282,0,MO
2022-10-22,1000000660,SNF,ORTHO,632,594,30,83,9,13,21,128.63,923.9,563.77,4.2,311,20,0.4696,0,WI
2022-10-23,1000000661,LTACH,MED_SURG,774,748,69,72,25,13,13,154.52,1536.04,15.48,8.91,155,64,0.6387,0,SC
