care_capacity_snapshot_date,care_capacity_facility_npi,care_capacity_facility_type_code,care_capacity_service_line_code,care_capacity_licensed_beds_count,care_capacity_staffed_beds_count,care_capacity_icu_beds_count,care_capacity_ed_bays_count,care_capacity_operating_rooms_count,care_capacity_imaging_units_mri,care_capacity_imaging_units_ct,care_capacity_primary_care_fte,care_capacity_nurse_fte,care_capacity_specialist_fte,care_capacity_patient_to_nurse_ratio,care_capacity_avg_wait_time_minutes,care_capacity_appointment_availability_days,care_capacity_closure_risk_score,care_capacity_rural_critical_access_flag,care_capacity_licensure_state_code
2023-11-12,FAC-22482745577,MedicalCollege,Pediatrics,947,766,94,73,14,2,4,110.83,1963.9,203.97,11.99,150,22,41.59,Y,IN-JH
2021-07-24,FAC-75726093925,PHC,Surgery,1532,1405,180,2,18,0,7,219.7,514.0,222.78,14.83,153,78,57.07,Y,IN-KL
2024-02-24,FAC-38666616557,DiagnosticCenter,Dialysis,119,-124,12,6,14,6,11,209.26,1460.4,359.76,4.2,64,50,83.91,Y,IN-TS
2024-12-22,FAC-33721883675,PHC,Cardiology,1013,958,134,24,19,2,0,111.2,2280.77,95.9,2.14,136,30,74.63,Y,IN-KA
2022-04-19,FAC-51705034873,DiagnosticCenter,Cardiology,1749,1617,55,34,18,2,10,105.45,525.74,147.82,13.1,60,49,25.93,N,IN-SK
2022-11-03,FAC-45908760637,MedicalCollege,Orthopedics,342,130,50,7,18,4,3,83.42,1696.85,37.06,11.73,165,71,95.66,Y,IN-LA
2021-01-08,FAC-13806762407,PrivateHospital,Cardiology,349,234,42,10,14,5,1,215.79,310.72,133.54,2.63,28,14,25.56,Y,IN-HP
2024-01-21,FAC-60357933350,MedicalCollege,Pediatrics,128,46,11,24,16,7,0,137.61,2375.01,11.84,12.63,42,51,19.39,Y,IN-ML
2021-06-04,FAC-27860545732,CHC,Oncology,1645,1575,48,41,7,4,2,82.39,1947.31,138.15,9.25,195,11,39.07,N,IN-MN
2021-06-25,FAC-27313475949,MedicalCollege,Orthopedics,1720,1561,108,18,14,0,3,83.89,778.04,309.33,14.52,104,54,61.79,N,IN-GJ
2021-06-28,FAC-46595989331,CHC,Medicine,858,791,77,77,26,2,7,173.55,1362.98,229.79,7.11,112,89,25.27,Y,IN-KL
2024-06-21,FAC-79318273902,CHC,Trauma,682,481,64,57,30,4,7,135.75,1354.31,218.62,9.57,171,50,65.85,N,IN-PY
2021-11-21,FAC-58011134847,DistrictHospital,Oncology,1472,1337,126,61,5,5,1,36.82,2310.55,21.02,13.5,107,53,94.99,N,IN-JH
2025-02-02,FAC-67079134534,CHC,Medicine,1577,1491,257,58,2,1,0,128.87,1640.72,97.3,2.14,141,22,11.25,N,IN-PB
2024-07-08,FAC-41211724329,DistrictHospital,Trauma,1165,1047,203,41,12,5,1,208.58,1341.53,301.06,5.26,125,65,95.93,N,IN-NL
2023-10-03,FAC-27760433566,MedicalCollege,Dialysis,1230,1228,80,10,29,4,3,117.32,1988.82,112.55,12.95,14,66,46.52,N,IN-RJ
2024-12-31,FAC-22420159007,MedicalCollege,Trauma,1447,1304,47,38,22,5,11,178.96,1086.47,146.55,7.42,19,30,72.1,Y,IN-AR
2023-09-02,FAC-98473754012,DistrictHospital,Oncology,1421,1198,197,72,15,5,2,117.72,1994.12,182.9,6.06,177,24,98.98,N,IN-JH
2021-06-21,FAC-32830846391,CHC,Trauma,775,660,64,21,34,5,6,64.16,2424.73,263.49,4.04,175,76,1.69,N,IN-AN
2024-12-29,FAC-29061576008,Clinic,Orthopedics,336,89,39,23,7,7,10,200.92,248.38,73.43,4.51,75,56,89.44,N,IN-MP
2025-05-01,FAC-36187526091,DiagnosticCenter,Trauma,1476,1375,137,37,6,0,9,205.34,153.93,231.83,9.72,200,24,60.77,Y,IN-MZ
2022-07-04,FAC-36267366599,PHC,Surgery,195,130,20,60,34,4,2,1.83,186.48,330.32,0.86,28,15,99.96,N,IN-WB
2021-01-12,FAC-97728641342,MedicalCollege,Medicine,1133,936,99,4,29,1,0,196.82,384.51,365.03,8.81,105,46,57.71,N,IN-MP
2022-11-17,FAC-58452594421,DistrictHospital,Trauma,57,-59,10,2,19,2,4,35.06,602.99,126.29,14.21,187,11,85.47,N,IN-AN
2021-09-07,FAC-78064559634,CHC,Cardiology,400,342,20,53,15,1,7,147.44,1682.61,22.12,12.13,11,30,81.06,N,IN-OD
2025-07-31,FAC-84618838703,PrivateHospital,Surgery,1004,977,91,39,13,2,7,163.24,158.74,192.22,8.92,35,86,61.91,Y,IN-CH
2025-08-11,FAC-63513444725,DistrictHospital,Surgery,1118,1040,168,63,18,5,5,11.64,1623.48,233.74,8.5,21,84,91.05,Y,IN-DL
2021-01-22,FAC-30085608486,CHC,Surgery,1124,1000,190,63,19,1,2,54.98,1666.61,302.54,2.17,198,9,27.02,Y,IN-ML
2025-10-23,FAC-35188907110,MedicalCollege,ObGyn,166,-48,7,41,23,3,0,99.79,2050.05,109.08,9.63,50,79,55.09,Y,IN-MZ
2022-04-10,FAC-26826018180,MedicalCollege,Orthopedics,946,860,125,61,29,7,6,75.98,465.02,198.38,13.01,120,15,88.47,Y,IN-PY
2021-05-01,FAC-61435792105,MedicalCollege,Pediatrics,255,36,35,61,2,3,7,118.36,1192.64,404.19,5.01,94,12,27.95,Y,IN-MZ
2023-12-30,FAC-85457070161,MedicalCollege,Orthopedics,1207,1113,212,3,5,5,7,197.28,2051.67,303.14,2.01,227,45,95.73,N,IN-AN
2022-08-07,FAC-39142055736,DiagnosticCenter,Surgery,756,551,94,44,13,3,9,66.13,1274.06,11.87,3.96,110,56,40.29,N,IN-JH
2023-04-26,FAC-36295432187,DistrictHospital,Surgery,667,486,54,33,2,4,0,206.15,273.37,300.44,0.93,205,29,90.83,Y,IN-MP
2022-08-05,FAC-72332792654,Clinic,Oncology,1612,1403,73,48,10,7,1,103.22,2270.76,295.36,4.66,43,70,3.84,N,IN-DL
2022-10-11,FAC-52360612249,PrivateHospital,Surgery,428,326,57,13,25,7,11,199.81,722.33,73.35,13.6,51,3,48.39,N,IN-HP
2021-04-02,FAC-88700618779,DistrictHospital,Orthopedics,253,127,20,34,30,2,5,57.35,1775.82,394.66,5.49,177,48,56.72,Y,IN-BR
2024-11-02,FAC-91147995503,MedicalCollege,Cardiology,469,407,80,63,2,5,4,40.35,521.81,403.86,11.89,163,44,36.05,N,IN-HP
2024-01-07,FAC-52382358053,PrivateHospital,Dialysis,910,849,60,0,14,6,5,92.93,1616.48,118.05,13.06,204,79,61.03,N,IN-ML
2024-07-03,FAC-10396413175,PHC,Cardiology,1624,1375,175,48,4,2,7,21.03,1038.3,405.24,1.95,229,53,70.22,Y,IN-MH
2025-03-26,FAC-98816207849,Clinic,Dialysis,232,-15,19,74,29,3,11,1.26,345.8,334.64,4.02,131,49,37.61,N,IN-AS
2024-08-19,FAC-44378015812,DistrictHospital,Cardiology,1361,1272,140,0,3,6,10,50.62,2248.79,213.14,6.91,228,32,86.66,N,IN-JH
2024-06-27,FAC-75546030109,DistrictHospital,Oncology,271,69,17,24,14,0,4,67.6,307.78,258.19,2.08,82,81,5.11,Y,IN-PB
2024-05-16,FAC-36729554727,MedicalCollege,Oncology,636,533,62,39,23,4,11,57.93,1052.94,233.69,10.78,103,36,10.1,N,IN-ML
2023-08-28,FAC-95182194045,Clinic,Medicine,1190,1174,202,15,26,7,0,2.42,6.01,165.14,2.09,224,20,15.82,Y,IN-WB
2021-09-23,FAC-22871900937,Clinic,Pediatrics,994,753,52,74,10,7,11,93.83,932.68,396.03,3.43,166,34,97.9,Y,IN-AS
2021-08-02,FAC-77952207815,PrivateHospital,Cardiology,1634,1549,121,67,9,2,3,198.75,858.1,20.22,2.87,54,33,44.01,N,IN-MZ
2023-05-15,FAC-74456429342,MedicalCollege,Orthopedics,1099,1013,192,25,21,2,5,162.51,746.92,135.01,6.65,31,54,55.9,Y,IN-LD
2021-09-21,FAC-14778454093,CHC,Orthopedics,749,514,50,21,0,5,7,118.2,436.52,246.7,14.25,102,34,53.43,Y,IN-KA
2021-09-15,FAC-18267726209,Clinic,Trauma,1145,917,29,41,16,3,9,170.46,253.14,131.83,7.62,158,2,66.51,N,IN-TS
2024-04-11,FAC-11400586026,DiagnosticCenter,ObGyn,1760,1672,210,41,20,1,7,183.75,1551.32,254.2,14.74,144,17,7.2,N,IN-GJ
2023-06-30,FAC-66935468602,CHC,Orthopedics,1428,1181,197,67,18,0,3,41.36,2439.8,16.03,5.87,197,55,10.78,N,IN-ML
2024-04-28,FAC-72142687788,DiagnosticCenter,Surgery,209,130,30,7,32,5,1,23.92,537.8,387.97,11.62,95,12,48.06,Y,IN-MP
2021-07-03,FAC-21582597086,Clinic,Cardiology,1560,1447,95,42,16,4,10,119.3,2134.77,288.55,2.69,76,46,88.79,N,IN-CG
2023-01-15,FAC-81506426080,Clinic,Oncology,1223,1002,98,71,25,2,2,108.97,1633.59,265.35,7.06,186,34,40.17,N,IN-TN
2022-06-25,FAC-69687867634,Clinic,Orthopedics,1380,1339,68,63,9,3,8,102.28,59.57,357.54,10.6,136,31,41.52,Y,IN-AR
2025-04-03,FAC-89043506168,MedicalCollege,Trauma,1528,1312,146,78,0,1,2,136.96,739.55,379.52,8.18,218,15,14.49,Y,IN-SK
2021-10-13,FAC-56303272464,PHC,Orthopedics,1179,1057,33,76,10,2,11,215.57,1368.61,266.13,3.28,175,3,2.77,Y,IN-AR
2025-08-15,FAC-81173289833,CHC,Medicine,897,705,60,8,15,6,6,209.3,1257.4,404.78,14.12,143,24,43.35,N,IN-CH
2023-07-09,FAC-84875310667,PrivateHospital,ObGyn,60,-18,7,6,14,6,8,32.54,1669.56,329.17,2.34,150,1,28.38,N,IN-JK
2023-04-16,FAC-66653635122,MedicalCollege,Oncology,1086,980,58,71,10,1,3,137.65,2420.44,63.25,1.69,220,28,76.11,Y,IN-PY
2025-05-23,FAC-44091817678,PHC,Cardiology,1693,1660,45,28,14,7,2,55.82,104.98,178.53,0.96,160,62,5.18,Y,IN-HR
2023-11-29,FAC-87775763709,DistrictHospital,Dialysis,807,692,22,4,27,2,7,97.23,2282.94,268.97,12.08,129,72,30.08,Y,IN-PY
2023-06-01,FAC-90850516592,DiagnosticCenter,Oncology,1523,1432,160,58,2,5,7,20.32,1748.26,254.19,11.45,114,89,90.38,Y,IN-LA
2024-02-01,FAC-87574193927,PHC,Orthopedics,1228,1219,29,73,34,1,10,101.28,1315.14,361.62,9.48,153,34,54.34,N,IN-TR
2021-05-16,FAC-34009764585,PrivateHospital,Trauma,806,798,83,59,8,2,11,50.28,856.33,86.06,12.13,143,31,83.93,N,IN-MZ
2022-07-16,FAC-43872801499,DistrictHospital,Cardiology,691,509,119,21,23,7,8,72.53,2360.68,39.14,2.43,155,60,23.25,N,IN-MN
2023-08-26,FAC-26556712637,DiagnosticCenter,Oncology,781,541,61,22,28,2,4,158.52,318.7,383.8,0.95,222,66,57.35,Y,IN-AS
2025-06-26,FAC-95580336310,PrivateHospital,Oncology,1750,1750,137,41,32,0,6,213.32,1619.67,143.04,5.44,85,44,5.78,Y,IN-MN
2024-02-05,FAC-17649290632,Clinic,Surgery,1376,1184,186,27,3,6,9,143.13,2407.63,250.35,5.71,62,67,13.97,Y,IN-WB
2022-08-02,FAC-69322872072,MedicalCollege,Pediatrics,591,418,63,61,1,2,8,57.73,1114.49,85.67,5.85,47,42,74.03,Y,IN-DL
2024-10-11,FAC-80546864939,Clinic,Medicine,1780,1674,198,56,8,3,11,56.8,1154.43,34.71,2.5,70,42,96.36,N,IN-MH
2023-04-03,FAC-29477323789,Clinic,Trauma,1226,1161,197,55,13,3,8,92.26,2290.17,288.06,6.85,32,66,11.93,Y,IN-AP
2021-11-10,FAC-55145498290,PHC,Surgery,1338,1203,198,50,19,1,5,97.69,391.29,188.8,14.49,184,42,80.04,Y,IN-RJ
2022-09-18,FAC-97355861491,PHC,Dialysis,259,112,9,56,31,6,3,103.92,987.0,326.3,14.8,92,85,73.51,Y,IN-LA
2023-03-07,FAC-63838571257,MedicalCollege,Cardiology,676,569,27,3,27,6,5,51.31,1024.82,235.68,9.08,237,86,97.74,N,IN-TN
2021-11-16,FAC-62891841335,DistrictHospital,Surgery,1577,1328,101,72,13,7,5,4.96,1313.45,120.36,11.51,113,52,30.14,N,IN-UP
2023-10-28,FAC-12960987710,Clinic,Trauma,868,858,61,30,13,3,2,130.3,1384.58,52.74,2.28,143,29,57.54,Y,IN-DL
2025-06-24,FAC-15651332375,PHC,Medicine,214,10,31,44,12,0,9,135.61,200.24,72.44,12.6,64,62,17.55,Y,IN-HR
2024-12-13,FAC-35820754538,DiagnosticCenter,ObGyn,1253,1158,91,42,13,1,7,186.86,2048.25,78.34,13.02,167,77,76.38,Y,IN-UK
2023-10-19,FAC-56549132465,DiagnosticCenter,Cardiology,587,430,56,21,28,7,11,131.11,1455.17,98.12,1.82,23,87,60.81,N,IN-PY
2025-12-21,FAC-23835114754,Clinic,Trauma,118,-91,6,28,32,0,0,5.58,380.7,227.18,8.24,175,48,45.6,Y,IN-CH
2023-07-20,FAC-54577518624,DistrictHospital,Medicine,1111,1044,82,24,26,7,10,182.38,2246.62,140.61,12.26,148,81,16.19,N,IN-KA
2023-04-18,FAC-41719569014,PrivateHospital,Dialysis,1092,1046,163,33,2,7,6,0.89,79.45,97.25,2.37,43,19,85.46,Y,IN-OD
2022-11-21,FAC-98080513711,PHC,Oncology,784,625,113,22,24,7,8,31.86,974.75,100.41,13.64,70,84,64.45,N,IN-HR
2024-10-06,FAC-13082557333,Clinic,Oncology,181,57,18,21,20,7,6,47.79,918.33,407.95,8.74,18,65,91.84,Y,IN-SK
2025-02-21,FAC-41080105755,MedicalCollege,ObGyn,1020,994,99,51,19,5,4,81.65,1993.89,70.24,10.95,206,24,95.74,Y,IN-MZ
2023-10-25,FAC-15155019582,DiagnosticCenter,Cardiology,1339,1171,96,35,32,4,3,213.83,934.58,376.47,8.82,67,60,32.15,N,IN-WB
2023-05-02,FAC-41371644540,CHC,Surgery,790,765,140,63,1,5,4,136.18,741.7,328.43,14.02,81,42,69.24,Y,IN-TR
2023-05-25,FAC-88011078566,DiagnosticCenter,Medicine,784,711,57,12,4,1,4,19.86,1106.22,274.58,13.22,33,47,76.5,Y,IN-JH
2024-10-06,FAC-98820503222,MedicalCollege,Trauma,1133,934,151,7,11,6,9,41.21,1416.55,160.36,4.27,21,59,51.89,Y,IN-KA
2025-09-22,FAC-18621965660,PrivateHospital,ObGyn,257,229,7,60,0,4,1,88.94,893.49,175.68,7.19,76,62,87.18,N,IN-ML
2024-07-11,FAC-59751091562,MedicalCollege,Pediatrics,285,49,44,41,7,5,5,35.8,173.37,15.72,6.8,68,2,12.91,N,IN-CH
2021-07-04,FAC-41767774245,PrivateHospital,Oncology,1588,1401,175,34,9,6,2,4.99,1464.33,71.03,1.99,223,61,13.67,N,IN-AP
2023-07-28,FAC-50545798714,DiagnosticCenter,Cardiology,1776,1572,146,12,7,7,2,58.8,1641.16,300.64,3.61,227,19,79.36,N,IN-LA
2025-09-03,FAC-63090409112,PrivateHospital,Oncology,493,268,53,31,31,4,6,176.42,1487.92,46.25,8.64,235,43,50.51,N,IN-LA
2023-06-24,FAC-79787710650,DistrictHospital,Dialysis,1291,1154,159,3,34,2,1,170.45,1807.46,16.84,6.93,136,34,56.14,N,IN-CG
2025-01-23,FAC-96773559103,PHC,Cardiology,272,236,22,17,22,2,10,131.52,1472.92,384.78,11.52,17,22,15.63,Y,IN-AR
2024-08-05,FAC-82692142061,DistrictHospital,Surgery,1572,1351,156,25,22,3,10,45.4,957.5,142.25,1.4,58,30,83.19,N,IN-DH
2024-03-02,FAC-39874448114,CHC,Oncology,282,109,28,43,6,3,5,205.07,196.54,399.33,0.85,81,74,34.01,N,IN-AN
2025-08-26,FAC-23416165254,Clinic,Orthopedics,305,254,32,60,18,7,9,71.25,1744.76,5.27,2.18,111,63,42.43,N,IN-JK
2021-09-08,FAC-67514423993,DistrictHospital,Dialysis,1414,1381,54,39,0,6,0,210.31,170.0,307.44,10.65,85,78,82.13,N,IN-MZ
2022-01-13,FAC-15537216795,PrivateHospital,Oncology,1381,1233,243,47,21,0,11,82.7,273.6,22.56,13.61,108,35,76.73,Y,IN-OD
2022-01-10,FAC-71856779311,DiagnosticCenter,Surgery,1704,1536,206,2,25,6,3,67.62,556.06,88.04,1.94,214,10,5.96,Y,IN-AR
2022-04-29,FAC-61479515980,PHC,Cardiology,1079,1042,100,35,33,2,7,209.88,1287.2,15.9,11.36,8,55,36.39,N,IN-CH
2024-07-03,FAC-61114888557,PrivateHospital,Surgery,462,213,43,69,3,6,10,177.76,1377.41,282.5,10.99,75,23,46.0,Y,IN-SK
2024-12-27,FAC-75332690543,DistrictHospital,Orthopedics,1040,914,112,63,7,1,11,196.01,733.06,348.68,14.43,115,76,47.41,Y,IN-TR
2025-06-22,FAC-88690169880,PrivateHospital,ObGyn,1456,1360,209,18,3,7,10,51.59,1076.22,128.06,13.16,177,32,84.74,Y,IN-JK
2021-05-07,FAC-19033521537,CHC,ObGyn,1158,1104,163,49,10,1,5,89.67,1363.36,374.39,6.25,25,15,12.28,Y,IN-JH
2023-12-16,FAC-49910783705,Clinic,Pediatrics,1524,1298,43,25,10,1,5,47.35,1115.19,271.67,7.61,160,68,44.99,Y,IN-ML
2025-03-07,FAC-37916389289,Clinic,Orthopedics,680,582,120,9,5,3,7,214.34,1234.51,86.84,9.45,109,26,45.56,N,IN-OD
2021-08-01,FAC-94670708542,CHC,Cardiology,291,175,49,22,33,6,2,125.17,887.92,51.82,5.61,63,64,38.73,N,IN-MP
2023-05-07,FAC-50211618679,Clinic,Oncology,909,891,20,61,17,1,9,145.03,965.75,325.32,1.5,40,77,48.05,Y,IN-AR
2024-11-05,FAC-70943500852,CHC,Pediatrics,1475,1293,32,40,28,3,7,46.18,2194.49,115.47,14.14,221,64,15.99,N,IN-DL
2021-06-27,FAC-53616086416,Clinic,Surgery,1069,921,190,46,29,7,8,183.24,129.64,317.8,6.35,106,29,3.62,Y,IN-AR
2021-01-31,FAC-51278924157,DistrictHospital,Trauma,824,647,41,74,5,2,3,25.24,1843.22,244.16,4.32,74,46,45.01,N,IN-TS
2023-09-29,FAC-43127904712,PrivateHospital,Medicine,1277,1217,119,66,11,5,0,21.86,402.31,275.28,7.42,196,1,25.08,Y,IN-UP
2025-08-28,FAC-54578959519,PHC,Orthopedics,82,38,8,75,14,2,11,147.98,1069.18,64.13,1.26,78,67,21.05,Y,IN-PB
2021-06-20,FAC-28064630715,Clinic,Pediatrics,405,283,15,70,28,6,5,62.11,1815.39,294.38,6.15,227,79,76.34,Y,IN-PY
2022-10-21,FAC-44629911428,CHC,Oncology,1273,1085,135,6,6,3,2,41.34,870.04,44.79,14.25,60,14,64.24,Y,IN-CG
2024-10-12,FAC-79694644849,DistrictHospital,Dialysis,950,916,135,0,11,4,7,8.75,2467.02,353.85,4.67,157,19,16.61,N,IN-MP
2021-01-01,FAC-53571519545,CHC,Pediatrics,40,-46,7,47,20,5,3,14.68,788.66,196.52,10.83,96,29,68.5,N,IN-CH
2025-02-02,FAC-18411244526,DiagnosticCenter,Cardiology,1033,946,30,30,1,6,0,158.01,1520.06,365.29,9.52,183,46,41.5,Y,IN-AS
2022-03-25,FAC-59470817067,DiagnosticCenter,Orthopedics,423,361,43,57,18,5,10,7.47,987.53,125.78,5.45,215,66,73.86,N,IN-AS
2022-04-04,FAC-33237759822,MedicalCollege,Oncology,1161,1161,204,52,19,4,6,132.12,1838.73,81.63,14.28,22,67,25.26,Y,IN-TN
2022-05-12,FAC-53858273452,MedicalCollege,Orthopedics,1120,1012,138,1,7,2,0,126.1,1811.25,336.44,4.89,68,65,47.85,N,IN-MZ
2023-05-02,FAC-33309280114,DiagnosticCenter,Medicine,405,272,72,75,4,0,6,55.82,357.14,88.94,8.77,117,23,20.2,N,IN-BR
2024-02-16,FAC-38160263287,DiagnosticCenter,Oncology,1411,1338,83,78,21,0,8,87.49,2296.99,279.58,13.25,164,61,45.16,Y,IN-DL
2025-10-12,FAC-55641760825,MedicalCollege,Surgery,1509,1266,100,25,34,7,8,81.34,870.38,233.3,10.01,83,21,76.39,N,IN-TS
2023-05-31,FAC-39827395735,MedicalCollege,Pediatrics,429,345,13,8,5,6,4,206.51,2001.67,27.09,6.94,181,85,92.7,N,IN-AS
2024-01-13,FAC-56749859082,MedicalCollege,ObGyn,1332,1327,59,38,11,2,1,90.32,624.17,201.07,7.74,95,23,12.19,N,IN-LA
2022-04-25,FAC-14495463808,PrivateHospital,Cardiology,872,720,81,53,15,3,1,153.41,1083.73,240.71,4.46,40,13,26.67,Y,IN-DH
2024-07-15,FAC-33157925645,DiagnosticCenter,Oncology,1707,1549,35,44,2,3,0,198.27,674.76,240.93,3.94,158,69,8.31,N,IN-NL
2021-03-16,FAC-89089539882,CHC,Pediatrics,65,22,1,19,6,3,8,115.51,1133.72,284.28,5.33,180,2,89.0,Y,IN-NL
2025-02-13,FAC-90322047915,PHC,Trauma,1131,1045,120,29,16,0,1,151.42,1913.98,365.13,10.82,32,49,27.93,N,IN-TN
2024-11-02,FAC-85364742840,Clinic,Oncology,629,557,75,29,13,6,6,41.03,2443.21,163.04,1.2,38,88,73.08,N,IN-CH
2021-02-19,FAC-81224871217,DistrictHospital,Dialysis,1749,1682,312,9,33,4,8,186.61,279.8,155.58,12.38,120,49,55.3,N,IN-MN
2023-09-29,FAC-20542752357,PrivateHospital,Trauma,1199,1047,65,2,16,3,10,82.14,134.2,249.08,2.12,27,21,28.83,N,IN-DL
2024-05-16,FAC-92222660349,DiagnosticCenter,Pediatrics,912,709,103,57,2,4,6,61.53,217.3,250.15,4.61,51,31,19.74,Y,IN-JK
2023-07-04,FAC-24187802218,CHC,Surgery,508,458,26,68,25,4,6,147.66,2317.63,104.01,6.64,130,48,67.08,N,IN-NL
2021-02-12,FAC-12353769413,Clinic,ObGyn,1163,987,105,32,1,2,6,144.3,1600.89,291.07,9.44,163,65,54.22,N,IN-PY
2025-05-04,FAC-55501282571,DistrictHospital,Pediatrics,1370,1131,58,53,34,5,1,193.12,506.33,282.09,9.39,218,45,61.24,Y,IN-KL
2022-05-30,FAC-24354613775,PHC,Medicine,1559,1368,248,28,5,1,2,110.87,269.07,340.5,8.85,97,30,31.49,N,IN-KA
2023-09-15,FAC-63394832994,DiagnosticCenter,Cardiology,756,687,61,72,27,7,8,103.3,2403.95,319.85,1.27,105,4,6.33,Y,IN-MZ
2024-07-02,FAC-39381210107,DiagnosticCenter,Oncology,119,102,19,23,18,7,3,110.37,1057.05,54.95,5.08,158,76,31.04,N,IN-MZ
2022-07-12,FAC-90844281371,MedicalCollege,Surgery,427,362,75,15,18,0,6,175.53,2261.44,336.56,11.04,34,47,24.97,N,IN-MH
2022-11-11,FAC-16852563854,PHC,Orthopedics,1541,1319,78,18,32,7,9,13.54,7.71,194.85,2.46,219,75,75.21,N,IN-NL
2021-04-03,FAC-49491933554,DiagnosticCenter,Dialysis,1323,1323,111,17,16,3,8,196.61,84.76,318.25,2.36,155,88,51.67,Y,IN-TS
2022-01-05,FAC-95274373972,MedicalCollege,Surgery,317,101,48,50,3,7,10,101.79,64.66,376.29,10.55,87,32,60.52,Y,IN-GJ
2022-04-28,FAC-94155258964,CHC,Surgery,344,294,19,76,32,7,6,114.29,2215.15,256.19,6.76,236,32,23.46,N,IN-ML
2021-11-02,FAC-81478832151,Clinic,Trauma,1106,944,40,60,8,0,2,153.39,1299.4,193.77,10.06,122,1,92.48,Y,IN-HP
2023-10-16,FAC-69282929263,Clinic,Oncology,1145,929,65,15,6,4,1,50.71,1183.73,195.69,11.68,48,82,49.85,Y,IN-NL
2024-09-12,FAC-33993468508,CHC,Oncology,417,300,12,20,28,5,4,218.2,1832.99,211.88,11.1,212,41,49.96,N,IN-SK
2023-09-18,FAC-98102752530,CHC,Cardiology,381,369,54,19,7,2,3,14.61,142.79,224.58,12.07,96,22,28.36,Y,IN-TS
2022-11-22,FAC-18341436336,DiagnosticCenter,Cardiology,745,598,29,62,11,5,6,71.43,360.53,139.53,11.24,68,39,24.19,N,IN-BR
2023-02-28,FAC-11621075725,MedicalCollege,Pediatrics,1332,1130,162,66,27,1,7,175.99,95.57,179.83,5.09,99,27,6.51,N,IN-JH
2021-12-26,FAC-62278777871,DiagnosticCenter,Orthopedics,309,286,19,41,31,4,11,47.23,358.64,418.97,7.74,44,88,67.46,N,IN-JK
2022-07-07,FAC-35788570680,MedicalCollege,Dialysis,166,79,16,44,32,4,1,176.65,2171.16,60.31,8.46,35,61,63.73,Y,IN-AS
2023-12-01,FAC-47049558565,MedicalCollege,Dialysis,173,-39,22,6,17,4,4,130.18,2072.68,283.93,9.97,9,63,4.6,Y,IN-AS
2024-07-28,FAC-38758920629,CHC,Orthopedics,1699,1536,231,64,21,1,6,173.04,215.0,406.76,7.9,31,79,94.7,Y,IN-PY
2021-10-25,FAC-38133077770,MedicalCollege,Oncology,1194,1119,128,39,20,2,2,38.91,225.38,122.46,5.43,195,34,62.88,N,IN-PB
2022-07-14,FAC-18836419024,MedicalCollege,Dialysis,1554,1363,217,31,11,1,11,157.37,1041.88,1.79,2.94,155,63,89.11,Y,IN-UP
2025-04-09,FAC-26056155178,CHC,Orthopedics,981,899,156,19,14,0,7,105.79,402.69,207.68,4.09,15,77,54.15,Y,IN-WB
2022-09-20,FAC-41071221833,Clinic,ObGyn,708,497,26,13,28,4,1,98.67,500.59,19.69,9.26,201,67,91.42,N,IN-AP
2021-05-08,FAC-69102574802,PHC,Surgery,517,346,27,41,33,6,3,122.56,2473.63,79.11,4.37,212,39,35.8,N,IN-TS
2025-02-02,FAC-29500014216,CHC,Medicine,1729,1528,78,34,19,3,4,157.57,190.74,38.5,14.36,236,72,69.13,N,IN-GJ
2024-12-02,FAC-77469111713,DistrictHospital,Medicine,446,253,28,7,25,4,9,49.97,1149.63,97.24,1.81,92,86,90.76,Y,IN-HR
2025-01-02,FAC-26751480357,PHC,Trauma,259,62,6,5,22,5,7,204.95,546.49,247.45,7.64,198,60,96.67,Y,IN-HR
2023-05-21,FAC-92084489147,CHC,Oncology,937,886,82,14,25,0,9,72.38,1438.38,51.5,2.86,45,75,3.7,N,IN-KL
2022-12-26,FAC-12788065977,MedicalCollege,Dialysis,1092,965,193,75,13,1,1,66.31,1825.46,191.16,6.91,109,55,63.78,N,IN-CG
2024-07-30,FAC-34947569842,PrivateHospital,Orthopedics,1082,1036,82,10,19,1,1,126.99,73.54,378.51,7.89,159,66,81.99,N,IN-NL
2025-10-30,FAC-26326111573,DistrictHospital,Dialysis,747,569,34,66,7,3,11,53.2,1699.13,28.98,7.51,168,73,37.67,N,IN-LD
2021-01-26,FAC-83528853221,DistrictHospital,Medicine,944,930,67,27,20,3,1,121.15,1535.19,78.92,10.92,23,88,19.25,N,IN-CG
2023-03-14,FAC-55527679081,MedicalCollege,Dialysis,546,455,65,21,13,3,10,34.15,1740.8,253.67,5.7,234,70,58.32,N,IN-MZ
2024-03-22,FAC-22277128969,Clinic,Dialysis,373,253,33,2,9,2,2,99.68,1776.83,140.14,13.31,142,63,97.17,Y,IN-DH
2021-07-04,FAC-14141148371,CHC,Cardiology,1607,1476,92,60,18,6,5,93.17,1488.09,76.62,5.32,126,89,18.54,N,IN-MP
2021-06-03,FAC-16847015402,DistrictHospital,Cardiology,1179,965,31,20,3,3,8,19.47,1689.97,95.56,14.21,155,26,79.74,Y,IN-CG
2024-02-09,FAC-24747904216,PrivateHospital,Medicine,93,-49,13,6,15,7,10,67.42,1717.67,14.63,7.78,65,36,61.5,Y,IN-RJ
