food_supply_price_week,food_supply_product_upc_category,food_supply_retail_market_area,food_supply_average_price_inr,food_supply_price_change_wow_pct,food_supply_price_change_yoy_pct,food_supply_stockout_rate_pct,food_supply_on_shelf_availability_pct,food_supply_supply_chain_stage_code,food_supply_import_dependency_share_pct,food_supply_shipping_cost_index,food_supply_cold_chain_failure_flag,food_supply_warehouse_capacity_util_pct,food_supply_lead_time_days_avg,food_supply_spoilage_rate_pct,food_supply_private_label_share_pct,food_supply_promo_intensity_index,food_supply_online_grocery_share_pct,food_supply_food_inflation_contribution,food_supply_data_vendor_panel_code
2024-04-15,SNACKS,PUNE,1336.43,8.24,32.91,8.66,94.47,PROCESSOR,51.13,149.89,0,77.75,12,1.92,17.83,56.34,14.7,2.466,PANEL_D_01
2020-10-05,MEAT,LUCKNOW,607.64,4.58,-4.46,0.48,95.48,PROCESSOR,59.64,155.98,0,78.79,7,4.31,15.26,4.09,13.66,1.631,PANEL_C_15
2022-12-05,FRUIT,LUCKNOW,779.2,8.68,16.73,0.0,96.52,E_COM,31.58,93.31,0,92.06,4,4.01,5.07,32.55,27.84,0.935,PANEL_D_10
2023-10-02,VEG,AHMEDABAD,1272.85,13.62,18.58,9.84,89.56,RETAIL,44.63,186.96,0,90.65,9,0.0,47.48,77.1,0.2,4.282,PANEL_B_02
2023-10-16,MEAT,BLR_URBAN,1120.58,-1.31,28.59,1.15,100.0,PROCESSOR,67.26,72.54,0,78.41,4,0.0,45.72,15.96,1.64,1.07,PANEL_B_17
2021-08-30,VEG,HYD_METRO,861.26,-1.77,6.46,6.48,89.12,E_COM,62.19,127.87,0,80.33,4,5.86,52.06,29.5,31.63,-0.851,PANEL_B_18
2026-02-09,GRAINS,DELHI_NCR,190.96,4.61,-10.78,7.08,96.96,RETAIL,53.74,137.81,0,78.98,15,0.61,45.27,91.24,6.26,-0.79,PANEL_B_03
2023-09-18,VEG,KOLKATA,82.96,2.02,28.24,11.44,86.19,RETAIL,73.92,194.33,0,90.22,4,3.9,18.38,52.53,50.03,-1.282,PANEL_D_09
2024-08-19,FRUIT,MUMBAI_MMR,204.39,0.43,-8.48,7.81,97.08,FARM,80.45,61.7,0,87.92,9,0.17,53.1,13.54,23.31,5.508,PANEL_D_07
2023-10-02,FRUIT,HYD_METRO,493.94,-3.87,0.27,5.11,91.72,FARM,65.84,193.75,0,65.09,3,0.47,30.33,17.76,51.55,4.333,PANEL_A_02
2022-02-14,FRUIT,HYD_METRO,1095.4,-14.75,-7.23,0.08,95.67,RETAIL,43.08,101.92,0,76.66,1,3.1,51.52,46.89,17.22,-1.088,PANEL_C_20
2020-03-23,DAIRY,AHMEDABAD,1123.33,-12.66,9.85,1.79,98.24,PROCESSOR,84.0,189.62,0,71.84,9,2.1,52.58,66.3,9.54,-0.345,PANEL_C_08
2026-02-09,FRUIT,DELHI_NCR,1446.77,-12.6,4.12,3.31,93.82,PROCESSOR,0.78,79.4,0,68.72,1,3.59,50.85,16.46,24.48,0.788,PANEL_B_04
2022-01-24,SPICES,HYD_METRO,282.89,6.97,-19.68,1.16,96.78,MANDI,14.86,82.12,0,75.12,4,5.42,18.6,41.29,33.05,1.146,PANEL_A_03
2021-07-19,VEG,CHENNAI,1424.68,-1.62,-21.4,4.3,99.67,RETAIL,20.92,121.7,0,68.89,7,1.96,52.26,54.6,18.3,3.279,PANEL_B_07
2022-05-23,VEG,DELHI_NCR,30.38,8.29,28.48,7.69,97.1,MANDI,43.19,130.31,0,71.83,13,2.04,55.25,94.11,44.01,-0.022,PANEL_A_05
2025-12-15,SNACKS,AHMEDABAD,107.79,-0.07,20.76,3.45,98.06,PROCESSOR,67.65,164.56,0,55.26,5,1.17,7.27,47.3,19.97,4.453,PANEL_D_09
2018-12-31,MEAT,LUCKNOW,979.77,0.13,-2.44,4.71,94.11,MANDI,35.66,163.98,0,78.88,6,4.12,50.19,1.46,39.65,1.472,PANEL_D_15
2025-04-14,BEVERAGES,AHMEDABAD,446.51,-10.78,-14.88,7.01,90.21,RETAIL,33.29,176.96,0,69.06,5,3.83,59.54,55.48,19.37,2.372,PANEL_D_16
2024-02-19,SNACKS,CHENNAI,149.89,-9.28,-14.39,15.31,89.04,RETAIL,75.72,203.39,0,72.92,9,9.86,5.4,61.59,6.36,2.771,PANEL_A_08
2025-01-20,SPICES,BLR_URBAN,536.95,11.64,-20.76,9.83,92.06,WHOLESALE,65.67,121.65,0,82.34,4,4.09,54.79,39.62,27.58,-1.112,PANEL_C_03
2023-08-14,FRUIT,JAIPUR,1010.25,-14.93,-21.94,0.57,95.57,MANDI,5.41,100.47,0,65.34,3,5.63,11.93,33.62,30.12,5.88,PANEL_C_19
2019-08-12,SNACKS,HYD_METRO,348.83,7.68,-6.73,5.18,90.3,FARM,74.18,150.92,0,78.3,12,5.01,24.81,66.56,26.96,0.367,PANEL_C_07
2019-10-28,MEAT,HYD_METRO,225.16,-7.18,22.78,4.81,94.03,FARM,8.26,84.68,0,91.76,6,3.75,42.99,17.55,12.05,5.92,PANEL_D_15
2024-01-08,SNACKS,MUMBAI_MMR,839.42,-5.54,-10.36,5.26,90.47,E_COM,29.85,64.17,0,73.99,10,7.29,4.27,9.18,30.71,1.365,PANEL_B_07
2023-09-25,SNACKS,PUNE,364.15,4.66,1.98,6.55,93.83,RETAIL,19.98,98.46,0,85.42,4,5.18,50.93,94.06,37.4,4.602,PANEL_D_17
2022-05-30,VEG,BLR_URBAN,1298.28,-13.44,-12.24,11.14,89.25,FARM,22.15,84.95,0,76.31,13,1.51,57.4,16.29,52.09,2.628,PANEL_D_03
2026-03-02,BEVERAGES,CHENNAI,1058.97,6.05,-14.14,6.91,90.04,MANDI,72.3,134.72,0,67.42,5,4.24,43.52,35.36,51.32,0.263,PANEL_D_20
2023-11-13,GRAINS,HYD_METRO,308.84,-12.02,-9.38,0.98,100.0,E_COM,58.44,154.82,1,68.53,1,6.81,30.97,10.22,9.51,0.37,PANEL_C_14
2026-05-25,VEG,JAIPUR,1248.56,6.76,33.35,3.27,94.92,E_COM,19.04,134.62,0,90.37,8,0.43,0.45,22.85,20.66,1.19,PANEL_B_18
2022-01-31,FRUIT,BLR_URBAN,972.1,-2.28,12.8,7.05,97.56,MANDI,77.54,110.22,1,81.13,11,6.1,52.11,7.64,41.54,1.563,PANEL_A_06
2021-03-29,VEG,JAIPUR,1043.74,-12.68,-4.18,0.0,97.47,WHOLESALE,25.33,83.49,0,81.79,5,0.1,10.43,97.53,1.06,3.024,PANEL_A_16
2022-12-19,SNACKS,HYD_METRO,785.56,-7.98,-17.45,8.77,86.35,MANDI,47.12,119.18,0,100.0,10,5.56,1.19,24.41,33.81,5.099,PANEL_A_08
2022-03-14,SNACKS,LUCKNOW,479.7,-11.19,-2.55,7.52,97.32,WHOLESALE,68.21,112.84,0,87.99,5,3.97,9.07,25.93,2.59,2.982,PANEL_C_12
2025-04-07,DAIRY,DELHI_NCR,1142.51,1.36,24.91,6.28,92.27,MANDI,73.67,192.83,0,57.8,3,2.39,30.44,55.76,5.93,2.463,PANEL_D_18
2022-06-06,SNACKS,JAIPUR,371.64,6.65,8.5,7.63,96.53,WHOLESALE,13.9,204.83,0,72.46,8,3.31,29.92,26.19,11.87,4.682,PANEL_B_07
2025-08-11,GRAINS,BLR_URBAN,1251.16,-0.64,34.84,0.7,99.53,E_COM,60.19,184.94,0,70.23,5,0.0,52.03,26.35,5.94,1.214,PANEL_D_14
2024-11-25,VEG,DELHI_NCR,384.63,-7.12,11.95,6.19,94.34,FARM,47.99,79.37,0,68.8,8,1.86,57.27,59.91,18.82,2.371,PANEL_C_20
2021-09-13,GRAINS,JAIPUR,419.83,-10.17,-21.19,1.98,94.05,E_COM,64.56,149.34,1,86.29,13,3.87,32.93,72.45,50.58,3.443,PANEL_D_15
2023-05-01,SPICES,DELHI_NCR,664.1,6.22,17.49,5.5,95.97,RETAIL,22.82,177.09,0,88.53,7,0.68,47.42,4.33,38.58,5.541,PANEL_A_04
2021-06-07,BEVERAGES,KOLKATA,1195.11,-12.94,5.46,8.51,93.82,E_COM,18.55,162.19,0,62.7,9,4.77,52.42,49.36,15.1,-1.652,PANEL_B_11
2022-04-11,FRUIT,KOLKATA,1488.56,-0.23,25.74,1.84,100.0,PROCESSOR,56.47,133.84,0,93.56,7,0.0,18.52,87.45,39.29,2.753,PANEL_A_04
2021-12-13,FRUIT,JAIPUR,1412.74,14.02,10.87,9.99,85.54,FARM,75.56,78.94,0,78.73,4,5.24,51.58,1.91,10.53,2.395,PANEL_D_01
2022-08-01,MEAT,KOLKATA,1006.17,-10.86,16.84,2.84,100.0,MANDI,24.41,179.63,0,64.3,4,3.02,14.57,53.56,29.72,4.742,PANEL_C_05
2024-12-09,GRAINS,AHMEDABAD,675.81,8.33,29.35,5.86,89.43,PROCESSOR,34.65,120.01,0,73.51,1,2.41,37.37,69.13,32.97,5.026,PANEL_C_02
2025-09-22,READY_TO_EAT,BLR_URBAN,728.68,-7.38,31.13,0.0,100.0,MANDI,56.99,69.27,0,70.92,5,5.89,49.75,39.41,6.39,-0.114,PANEL_B_05
2021-01-18,READY_TO_EAT,AHMEDABAD,1414.77,-0.01,-5.64,3.66,97.62,FARM,44.14,183.73,0,81.98,5,3.27,58.65,79.9,44.29,-1.179,PANEL_C_15
2026-08-17,SNACKS,JAIPUR,583.82,-14.74,14.04,8.89,88.36,PROCESSOR,38.45,114.68,0,79.31,8,0.25,16.93,93.15,38.56,5.819,PANEL_B_14
2019-12-16,GRAINS,BLR_URBAN,562.8,-6.8,15.04,1.3,95.2,MANDI,38.51,140.22,0,91.13,5,0.66,42.19,59.05,20.61,3.076,PANEL_D_04
2026-09-14,FRUIT,MUMBAI_MMR,1352.61,-1.04,22.54,4.64,99.86,MANDI,16.71,207.2,0,85.76,9,5.39,50.5,88.29,52.84,5.298,PANEL_A_08
2023-02-20,SNACKS,BLR_URBAN,985.36,-5.88,22.97,0.0,100.0,RETAIL,27.5,78.8,0,72.2,4,0.0,38.44,44.96,51.83,-0.583,PANEL_C_17
2024-06-24,SNACKS,PUNE,1358.38,-5.51,-5.65,0.0,96.17,MANDI,33.04,93.35,0,69.07,9,0.0,3.94,36.11,26.2,5.852,PANEL_B_01
2023-04-17,SPICES,AHMEDABAD,25.76,-9.43,15.34,10.34,90.61,WHOLESALE,37.83,135.62,0,85.0,6,1.23,23.14,98.65,9.9,5.892,PANEL_B_17
2019-04-29,READY_TO_EAT,BLR_URBAN,265.06,3.56,13.19,13.05,89.87,E_COM,81.22,164.1,0,60.3,4,2.26,2.53,22.68,18.48,-0.054,PANEL_D_02
2021-10-25,BEVERAGES,CHENNAI,1195.32,10.39,4.12,6.09,94.5,PROCESSOR,64.31,192.92,0,87.47,7,11.32,46.18,19.4,43.3,-0.481,PANEL_D_07
2023-11-20,SNACKS,MUMBAI_MMR,1492.45,5.22,12.62,1.89,95.73,FARM,38.55,155.0,0,89.11,12,3.54,16.91,79.67,17.92,3.593,PANEL_B_02
2026-01-12,READY_TO_EAT,AHMEDABAD,1438.2,9.42,-16.03,8.53,95.1,WHOLESALE,77.51,116.05,0,72.2,10,3.43,30.37,99.27,49.39,5.234,PANEL_B_01
2023-08-14,VEG,MUMBAI_MMR,558.84,3.98,23.83,6.3,88.95,FARM,52.01,129.1,0,63.93,10,1.27,6.85,66.9,42.99,4.452,PANEL_B_11
2026-09-07,SNACKS,HYD_METRO,1237.01,-3.03,17.64,10.47,84.66,E_COM,12.88,203.79,0,99.32,9,2.73,18.77,77.22,53.18,-0.822,PANEL_C_08
2021-06-28,READY_TO_EAT,JAIPUR,1190.98,-11.21,4.32,5.27,96.88,E_COM,42.47,205.46,0,72.18,9,3.04,43.64,17.4,52.36,3.966,PANEL_D_15
2023-07-03,SNACKS,JAIPUR,1025.29,-13.42,23.73,3.52,100.0,PROCESSOR,24.55,74.23,0,68.24,1,1.59,48.77,69.61,38.09,0.351,PANEL_B_16
2020-06-22,SNACKS,DELHI_NCR,1376.89,4.87,25.25,9.18,92.34,WHOLESALE,30.95,175.91,0,91.79,8,2.64,44.47,1.43,37.89,5.379,PANEL_D_05
2025-03-03,VEG,DELHI_NCR,678.28,-8.13,21.04,2.24,95.38,E_COM,3.98,71.76,0,80.14,4,6.04,9.4,67.3,51.67,4.209,PANEL_B_17
2020-09-14,DAIRY,CHENNAI,178.52,1.8,25.61,7.64,87.72,PROCESSOR,76.83,178.68,0,75.8,11,3.02,13.22,89.97,14.87,0.073,PANEL_D_11
2026-03-02,SNACKS,DELHI_NCR,1132.61,13.76,26.26,4.47,100.0,MANDI,5.8,86.58,0,96.3,10,0.99,27.89,0.12,27.36,4.267,PANEL_C_07
2025-01-13,SPICES,JAIPUR,751.82,-4.43,5.71,2.37,100.0,PROCESSOR,57.13,199.68,0,86.39,10,3.73,36.56,88.69,30.4,4.57,PANEL_B_16
2023-03-06,BEVERAGES,LUCKNOW,504.12,-10.88,30.14,1.57,100.0,E_COM,83.08,90.36,0,60.73,15,7.84,3.23,65.45,54.31,-0.883,PANEL_A_07
2024-06-17,EDIBLE_OIL,HYD_METRO,1252.49,-9.61,-22.44,5.13,91.09,MANDI,83.88,148.13,0,74.14,3,6.26,50.59,36.07,9.41,5.834,PANEL_A_17
2023-12-18,EDIBLE_OIL,AHMEDABAD,377.62,7.31,-7.46,2.47,99.92,MANDI,3.35,79.26,0,85.98,7,2.17,8.87,70.47,19.65,1.949,PANEL_C_12
2026-02-23,EDIBLE_OIL,MUMBAI_MMR,1135.76,11.64,9.69,3.07,95.41,PROCESSOR,0.18,118.71,0,77.17,2,5.53,37.03,79.03,3.57,4.87,PANEL_B_19
2021-03-01,BEVERAGES,MUMBAI_MMR,1028.46,0.87,-13.84,8.37,93.68,RETAIL,79.05,196.96,0,87.38,7,2.76,21.17,67.78,4.72,2.804,PANEL_C_06
2020-09-21,BEVERAGES,JAIPUR,126.45,6.4,-17.73,4.14,91.16,RETAIL,84.8,130.61,0,60.96,9,7.87,13.48,86.62,14.85,-0.9,PANEL_D_13
2025-08-11,VEG,BLR_URBAN,200.03,9.33,-24.25,4.73,96.78,PROCESSOR,72.53,180.11,0,96.77,10,6.0,12.62,18.64,20.79,1.93,PANEL_C_18
2023-03-27,BEVERAGES,KOLKATA,1257.51,-7.43,5.44,6.26,93.12,FARM,1.13,113.03,0,85.65,1,5.0,14.18,19.51,12.64,0.35,PANEL_B_15
2019-12-09,SPICES,BLR_URBAN,367.99,7.33,16.85,4.36,92.78,RETAIL,72.0,70.63,0,80.2,9,0.23,52.61,57.61,7.23,0.209,PANEL_B_12
2026-05-11,READY_TO_EAT,JAIPUR,604.44,3.88,-14.48,0.0,95.68,E_COM,23.59,91.25,0,83.98,7,2.96,53.82,15.06,42.94,-1.389,PANEL_C_12
2019-02-04,SNACKS,AHMEDABAD,599.89,13.2,27.6,5.9,97.71,PROCESSOR,77.8,97.4,0,55.22,11,6.76,28.62,6.35,7.19,1.426,PANEL_B_08
2026-08-03,MEAT,DELHI_NCR,777.37,12.99,-9.44,4.43,91.62,E_COM,4.85,105.95,0,58.67,4,0.0,0.12,58.25,40.49,1.77,PANEL_B_16
2021-03-15,READY_TO_EAT,MUMBAI_MMR,1069.95,-10.39,22.26,6.48,89.71,MANDI,2.75,96.52,0,91.62,9,3.26,38.2,58.44,49.93,2.008,PANEL_C_14
2026-02-09,BEVERAGES,HYD_METRO,667.15,10.39,23.75,3.3,96.41,WHOLESALE,5.53,139.75,0,91.04,13,5.51,2.2,48.76,44.94,0.405,PANEL_D_05
2026-12-21,READY_TO_EAT,DELHI_NCR,1428.6,14.92,29.76,9.05,90.24,E_COM,46.98,65.83,0,66.07,8,8.34,37.65,36.6,19.56,1.86,PANEL_A_14
2019-07-29,FRUIT,HYD_METRO,584.63,-5.52,22.74,7.18,91.54,FARM,12.23,182.37,0,84.12,2,1.41,11.56,54.76,32.37,-1.366,PANEL_D_05
2025-05-19,SNACKS,LUCKNOW,880.4,-4.87,30.12,5.46,90.79,MANDI,40.98,78.35,1,58.91,10,4.32,31.57,4.48,40.94,1.216,PANEL_C_18
2019-11-11,FRUIT,BLR_URBAN,157.33,-11.79,-10.03,3.07,94.7,WHOLESALE,78.52,157.32,0,77.91,10,0.91,58.92,94.06,33.82,2.415,PANEL_A_19
2023-05-22,FRUIT,LUCKNOW,122.27,-14.94,-24.98,7.75,89.51,MANDI,3.35,66.82,0,89.78,3,3.85,10.45,22.68,45.67,-1.652,PANEL_B_19
2019-08-05,DAIRY,JAIPUR,1400.01,0.22,25.56,7.7,93.89,WHOLESALE,58.49,103.98,0,58.96,2,1.61,34.62,61.22,28.63,3.985,PANEL_A_14
2020-12-14,BEVERAGES,PUNE,179.67,-5.11,29.36,6.91,89.51,E_COM,14.05,75.25,0,74.31,1,7.39,19.91,48.85,13.13,0.87,PANEL_B_17
2019-01-28,FRUIT,PUNE,556.91,5.0,-3.54,10.13,93.96,E_COM,52.84,91.56,0,87.08,8,4.38,26.34,16.34,40.95,1.463,PANEL_D_01
2020-03-30,BEVERAGES,MUMBAI_MMR,1370.51,14.23,34.98,11.54,91.02,RETAIL,83.41,115.7,0,67.74,7,3.04,31.73,90.23,37.49,5.601,PANEL_D_07
2023-06-19,SPICES,CHENNAI,839.3,-3.82,19.2,8.42,88.72,RETAIL,61.94,196.73,0,85.85,7,5.32,58.61,97.53,51.17,0.782,PANEL_C_07
2025-04-14,SNACKS,HYD_METRO,1159.37,13.7,-9.13,4.26,97.63,PROCESSOR,37.02,114.31,0,89.99,5,7.22,16.46,3.28,38.35,1.113,PANEL_B_10
2026-03-23,GRAINS,CHENNAI,904.62,-9.6,18.57,10.4,85.38,WHOLESALE,62.69,120.9,0,73.58,6,0.0,51.61,18.68,45.83,0.018,PANEL_A_01
2024-06-17,SNACKS,AHMEDABAD,1329.69,2.07,32.08,7.43,91.3,PROCESSOR,13.47,73.3,0,73.38,4,1.67,39.1,29.66,7.75,4.815,PANEL_B_16
2024-05-20,FRUIT,LUCKNOW,428.0,11.73,-24.97,11.4,85.35,WHOLESALE,80.21,75.31,1,76.38,11,5.15,56.44,43.17,54.52,4.159,PANEL_D_15
2025-08-11,VEG,BLR_URBAN,796.58,-13.05,-13.02,3.56,97.94,WHOLESALE,70.77,60.54,0,75.49,1,1.91,38.24,70.04,29.75,3.441,PANEL_D_05
2020-07-13,GRAINS,LUCKNOW,1021.7,-14.0,21.92,0.24,98.22,WHOLESALE,48.72,175.02,0,68.56,2,2.1,25.33,25.48,22.95,-0.509,PANEL_B_20
2020-08-03,FRUIT,JAIPUR,749.91,3.36,33.5,8.39,91.74,FARM,10.4,70.84,0,75.84,12,6.61,57.55,92.61,0.82,3.252,PANEL_D_13
2020-03-09,SPICES,KOLKATA,72.08,-0.31,25.99,6.51,90.44,FARM,12.63,134.51,0,73.51,9,1.07,12.72,54.54,27.12,2.307,PANEL_D_14
2019-02-11,EDIBLE_OIL,BLR_URBAN,1112.66,-6.35,30.54,7.5,89.79,FARM,27.71,184.37,0,66.34,2,0.0,43.41,32.36,16.7,1.247,PANEL_D_12
2020-01-13,EDIBLE_OIL,DELHI_NCR,144.47,-2.5,20.06,7.3,91.33,RETAIL,44.02,88.3,0,91.31,2,8.71,49.29,69.13,35.1,3.658,PANEL_B_14
2026-05-18,SNACKS,MUMBAI_MMR,692.0,-5.82,-24.31,5.8,89.56,PROCESSOR,6.36,163.68,0,80.14,2,1.4,30.24,80.19,30.42,3.546,PANEL_A_09
2026-08-31,FRUIT,BLR_URBAN,103.42,-14.13,7.78,5.74,91.81,FARM,34.25,190.67,0,73.09,14,3.89,3.74,69.45,42.08,-1.192,PANEL_C_06
2026-06-15,EDIBLE_OIL,KOLKATA,449.2,6.49,-14.61,3.95,100.0,PROCESSOR,19.45,191.77,0,53.63,9,2.05,20.88,78.23,52.1,1.111,PANEL_D_14
2019-04-08,GRAINS,CHENNAI,920.68,-3.36,21.81,8.7,91.67,WHOLESALE,44.67,100.76,0,75.52,7,1.46,4.73,38.85,27.28,-0.712,PANEL_B_02
2024-04-08,FRUIT,MUMBAI_MMR,1085.61,10.74,-10.41,4.55,96.76,PROCESSOR,50.8,170.23,0,91.66,6,7.11,52.45,9.13,33.96,2.262,PANEL_A_16
2026-03-02,BEVERAGES,BLR_URBAN,147.58,-9.41,-18.72,0.38,97.69,E_COM,82.0,160.75,0,72.21,5,0.67,10.3,44.91,6.83,-0.089,PANEL_D_10
2021-11-15,VEG,DELHI_NCR,18.29,-10.88,-16.04,8.92,89.67,PROCESSOR,62.74,141.05,0,85.82,3,5.75,9.0,53.09,13.74,5.305,PANEL_A_07
2025-01-27,EDIBLE_OIL,PUNE,715.74,-4.17,15.41,5.6,98.05,MANDI,67.22,150.21,0,72.62,9,5.36,53.0,54.13,3.94,0.312,PANEL_C_03
2025-04-14,SPICES,BLR_URBAN,385.24,-10.96,24.97,3.58,97.63,RETAIL,65.22,67.52,0,76.92,11,5.88,12.94,29.94,14.88,0.764,PANEL_C_02
2022-08-01,DAIRY,BLR_URBAN,904.9,14.69,30.93,6.12,88.97,FARM,55.66,177.19,0,82.81,2,7.51,42.64,8.92,1.86,0.216,PANEL_D_10
2024-02-12,MEAT,JAIPUR,482.38,-1.03,9.58,4.94,95.46,RETAIL,5.5,71.58,0,82.84,1,0.0,11.05,92.45,29.88,5.022,PANEL_B_12
2019-03-04,READY_TO_EAT,BLR_URBAN,945.57,10.07,-2.61,3.08,98.13,RETAIL,62.43,107.43,0,75.21,18,3.34,51.91,82.03,40.92,4.076,PANEL_D_15
2018-12-31,READY_TO_EAT,KOLKATA,1073.02,0.79,2.44,8.02,91.53,FARM,73.58,77.88,0,76.32,8,3.82,10.1,0.26,45.7,5.287,PANEL_B_18
2022-09-26,BEVERAGES,AHMEDABAD,424.39,-13.16,-12.54,8.39,95.51,WHOLESALE,68.67,150.44,0,78.74,2,1.44,32.42,26.1,33.21,1.589,PANEL_C_13
2021-06-28,BEVERAGES,MUMBAI_MMR,810.85,3.15,-12.45,6.55,97.51,E_COM,17.56,114.26,0,71.53,8,3.76,36.43,40.24,21.91,3.809,PANEL_C_14
2022-12-26,DAIRY,DELHI_NCR,971.62,2.52,13.33,9.15,93.95,MANDI,2.04,189.23,0,89.66,14,1.9,31.73,50.54,22.06,0.704,PANEL_B_06
2026-09-07,FRUIT,KOLKATA,1064.08,1.88,-0.15,1.98,97.66,MANDI,4.43,167.65,0,80.81,3,3.54,21.9,36.93,53.99,4.775,PANEL_D_14
2024-10-07,FRUIT,BLR_URBAN,819.04,0.1,-15.16,10.87,93.8,WHOLESALE,13.31,73.69,0,75.19,11,1.55,36.94,34.62,5.02,-1.481,PANEL_B_14
2026-08-31,VEG,HYD_METRO,1175.57,-1.0,7.45,8.66,94.64,PROCESSOR,16.05,60.26,0,95.52,8,6.56,3.88,26.78,39.68,1.203,PANEL_C_05
2019-10-21,DAIRY,CHENNAI,783.08,1.05,3.64,10.98,90.46,RETAIL,36.83,164.55,0,82.39,7,9.53,11.5,75.55,37.49,-0.826,PANEL_A_13
2023-07-17,GRAINS,DELHI_NCR,649.15,-9.79,9.81,7.33,88.98,WHOLESALE,14.95,130.22,0,84.18,7,4.02,26.25,62.36,44.83,5.605,PANEL_A_01
2025-06-23,GRAINS,MUMBAI_MMR,855.6,-6.33,-12.43,7.37,92.1,WHOLESALE,31.98,87.01,0,71.17,4,3.43,34.16,69.18,47.12,-1.643,PANEL_C_09
2025-03-03,VEG,LUCKNOW,34.61,4.32,-10.03,9.4,95.27,RETAIL,48.09,189.69,0,62.46,6,5.31,12.24,57.19,35.05,-0.681,PANEL_A_06
2026-02-02,GRAINS,LUCKNOW,1104.26,-14.83,28.86,15.36,87.92,E_COM,27.09,165.05,0,81.19,6,8.23,13.9,52.73,51.16,-0.929,PANEL_B_06
2019-10-07,MEAT,BLR_URBAN,920.19,11.51,-24.07,13.17,84.0,E_COM,61.84,93.29,0,85.51,5,0.0,32.23,46.8,39.69,-0.144,PANEL_A_11
2021-05-03,BEVERAGES,BLR_URBAN,1306.7,2.86,-21.64,10.35,90.51,E_COM,74.45,124.51,0,77.77,1,0.0,26.25,92.86,38.28,5.675,PANEL_B_14
2022-08-15,SNACKS,BLR_URBAN,361.22,1.99,-18.33,0.0,100.0,FARM,62.43,104.74,1,75.84,9,3.71,34.33,18.54,52.39,2.338,PANEL_D_05
2019-03-25,SPICES,AHMEDABAD,1336.75,-6.22,29.29,0.0,98.85,RETAIL,36.17,170.9,0,69.8,6,5.26,42.46,83.33,30.27,-1.537,PANEL_A_16
2023-11-13,VEG,CHENNAI,1247.0,-4.81,25.86,2.07,97.14,WHOLESALE,24.33,76.62,0,71.85,5,3.5,8.76,72.26,23.96,5.752,PANEL_D_15
2019-06-10,EDIBLE_OIL,JAIPUR,800.03,4.44,9.42,9.04,88.3,WHOLESALE,21.47,126.76,0,83.44,1,3.55,6.88,3.86,39.62,4.526,PANEL_A_11
2024-03-11,VEG,MUMBAI_MMR,1005.55,1.86,-4.78,10.57,92.69,RETAIL,54.35,141.96,0,62.69,1,4.01,8.18,59.74,43.74,0.344,PANEL_C_09
2026-09-21,EDIBLE_OIL,DELHI_NCR,1077.56,-1.05,-16.59,2.47,93.84,FARM,73.5,97.33,0,78.64,7,2.41,13.44,49.72,27.85,-1.483,PANEL_D_11
2026-08-31,SPICES,MUMBAI_MMR,650.9,8.57,-9.52,7.31,94.9,PROCESSOR,48.31,163.51,0,98.02,7,0.91,14.93,54.41,16.09,4.324,PANEL_D_08
2021-09-20,EDIBLE_OIL,CHENNAI,351.46,-10.78,-13.66,8.98,93.39,PROCESSOR,46.76,105.15,0,94.91,5,2.21,36.76,37.88,13.78,-0.979,PANEL_B_18
2025-08-11,FRUIT,HYD_METRO,759.96,-11.01,-11.54,7.85,92.53,PROCESSOR,16.43,95.72,0,74.59,5,4.21,31.34,29.19,41.95,1.578,PANEL_B_20
2025-05-19,MEAT,AHMEDABAD,1168.77,-7.31,-9.4,5.09,90.36,PROCESSOR,77.23,153.3,0,79.67,3,4.89,36.27,8.6,46.55,5.971,PANEL_B_15
2022-01-31,SNACKS,DELHI_NCR,181.88,-5.17,29.45,11.77,90.15,E_COM,76.6,208.82,0,81.16,5,4.34,26.79,80.49,4.08,1.019,PANEL_B_08
2019-02-04,READY_TO_EAT,HYD_METRO,441.94,14.19,-17.21,6.54,91.01,E_COM,2.51,128.65,0,70.8,8,10.27,25.38,58.61,37.2,0.156,PANEL_B_14
2021-09-27,GRAINS,DELHI_NCR,42.42,2.71,26.65,1.2,96.95,E_COM,35.13,150.69,0,87.34,11,6.6,5.41,77.9,37.56,0.583,PANEL_A_11
2024-04-15,MEAT,KOLKATA,357.97,-4.64,27.5,0.93,100.0,FARM,55.09,155.59,0,88.05,8,0.5,59.15,19.77,20.49,5.403,PANEL_B_10
2021-08-16,DAIRY,MUMBAI_MMR,1493.47,-14.98,-23.39,4.12,99.61,E_COM,54.05,115.99,0,77.86,8,0.66,9.26,86.61,29.04,4.204,PANEL_C_10
2021-02-22,BEVERAGES,AHMEDABAD,979.26,9.58,0.5,11.63,89.95,E_COM,6.64,94.79,0,89.55,6,3.01,9.21,9.76,26.72,4.75,PANEL_C_20
2025-04-28,BEVERAGES,BLR_URBAN,1052.52,-7.56,-21.97,12.35,87.87,MANDI,29.2,200.89,0,73.17,6,5.41,30.22,44.99,27.06,2.492,PANEL_B_01
2022-04-18,SNACKS,HYD_METRO,187.75,9.77,16.72,13.63,84.41,MANDI,28.89,139.99,0,85.36,7,2.73,7.16,65.18,5.61,4.378,PANEL_B_01
2026-07-20,DAIRY,PUNE,1335.9,12.84,-1.94,1.67,100.0,MANDI,59.05,99.39,0,62.98,6,4.42,19.89,70.68,27.35,-0.196,PANEL_A_09
