care_costs_billing_year,care_costs_drg_code,care_costs_allowed_amount_avg,care_costs_paid_amount_avg,care_costs_patient_responsibility_avg,care_costs_charge_amount_avg,care_costs_cost_to_charge_ratio,care_costs_denial_rate_pct,care_costs_prior_auth_required_flag,care_costs_appeal_overturn_rate,care_costs_collection_rate_pct,care_costs_charity_care_share_pct,care_costs_bad_debt_share_pct,care_costs_price_transparency_file_flag,care_costs_shoppable_service_code,care_costs_site_of_care_shift_index,care_costs_contracted_rate_index,care_costs_out_of_network_rate_index,care_costs_surprise_bill_incidence_rate,care_costs_inflation_adjustment_base
2016,DRG00471,13914.62,13208.72,1341.52,44878.07,0.3101,15.62,1,32.24,66.65,8.71,3.23,1,SHOP000471,0.0069,77.72,168.7,4.364,CPI_2022
2023,DRG00472,12601.76,8530.09,1090.87,25323.27,0.4976,0.28,1,29.93,92.22,9.98,2.15,0,SHOP000472,0.0243,122.94,95.64,0.975,CPI_2017
2015,DRG00473,40033.24,26685.84,8622.89,187100.46,0.214,17.83,0,83.74,84.43,1.74,16.72,1,SHOP000473,0.7605,115.36,149.53,2.784,CPI_2022
2022,DRG00474,6346.09,3575.64,136.18,24363.69,0.2605,5.46,0,17.58,48.21,11.58,10.35,1,SHOP000474,0.2953,108.27,97.45,5.341,PCE_2017
2011,DRG00475,20333.46,11464.87,2580.24,52151.57,0.3899,6.81,1,78.44,93.29,9.83,3.37,1,SHOP000475,0.7083,109.05,115.96,3.29,CPI_2012
2012,DRG00476,36929.31,34833.35,7658.66,156679.22,0.2357,12.23,1,47.35,47.37,1.68,14.73,0,SHOP000476,0.9202,96.47,170.39,4.764,PCE_2022
2012,DRG00477,10187.94,9540.62,564.91,18966.87,0.5371,2.57,1,84.17,71.61,0.03,3.38,0,SHOP000477,0.0221,104.25,102.24,2.533,PCE_2017
2015,DRG00478,23404.97,19037.46,2357.78,95051.0,0.2462,1.01,0,18.63,74.39,8.12,10.35,1,SHOP000478,0.5405,106.57,179.89,2.247,PCE_2012
2015,DRG00479,61514.79,36087.34,4305.63,168748.56,0.3645,18.17,0,84.1,62.82,8.17,2.0,1,SHOP000479,0.0694,128.45,107.86,3.331,PCE_2012
2012,DRG00480,49326.42,30091.29,7192.11,180759.24,0.2729,22.35,1,40.8,96.2,0.89,8.06,1,SHOP000480,0.9878,101.58,146.84,6.368,PCE_2012
2024,DRG00481,30715.32,23987.37,4915.61,141400.11,0.2172,12.76,1,14.58,50.95,7.6,2.69,0,SHOP000481,0.6326,82.78,139.24,6.109,PCE_2022
2014,DRG00482,61700.04,37083.94,14545.83,142703.91,0.4324,21.95,0,31.36,67.13,1.5,13.53,1,SHOP000482,0.8453,127.97,105.07,4.092,CPI_2012
2018,DRG00483,56558.34,33172.15,7556.23,200555.65,0.282,0.19,1,54.72,85.86,6.88,17.23,1,SHOP000483,0.7462,90.01,162.06,6.332,CPI_2017
2019,DRG00484,12520.35,7247.1,1976.22,23258.0,0.5383,17.13,0,29.24,52.36,11.04,14.38,0,SHOP000484,0.0563,114.39,197.3,3.059,CPI_2017
2019,DRG00485,42164.71,24017.42,3997.35,199066.22,0.2118,2.87,1,31.93,71.14,8.46,6.17,0,SHOP000485,0.5158,129.58,81.84,0.442,PCE_2012
2025,DRG00486,60150.56,38347.85,12068.89,128229.77,0.4691,19.92,0,14.72,53.43,1.31,9.32,1,SHOP000486,0.7874,77.88,108.17,3.375,PCE_2022
2011,DRG00487,31812.54,23018.84,6182.23,60895.41,0.5224,19.03,1,56.36,57.87,0.14,14.89,1,SHOP000487,0.3985,74.76,152.74,3.132,CPI_2017
2018,DRG00488,39174.04,23094.1,3846.9,163976.61,0.2389,12.25,0,55.77,46.96,11.08,12.26,1,SHOP000488,0.6748,117.58,189.82,2.093,CPI_2012
2020,DRG00489,44570.37,29730.25,7990.52,204147.4,0.2183,21.77,0,54.02,98.85,8.98,15.89,1,SHOP000489,0.9735,86.42,204.42,3.978,PCE_2022
2015,DRG00490,40051.19,25807.18,2076.47,145312.46,0.2756,7.03,0,60.14,89.82,6.57,5.85,1,SHOP000490,0.7583,98.51,169.85,6.152,PCE_2012
2009,DRG00491,19384.33,13600.46,431.69,91700.15,0.2114,13.35,1,15.1,94.38,8.14,4.07,0,SHOP000491,0.7949,135.49,81.11,4.021,PCE_2017
2012,DRG00492,50415.83,30232.19,9530.35,200923.72,0.2509,3.41,1,19.99,93.22,9.26,15.5,1,SHOP000492,0.4678,107.5,199.62,0.653,CPI_2022
2021,DRG00493,45896.81,39609.4,8486.84,131894.88,0.348,10.21,1,46.73,68.27,0.73,8.06,1,SHOP000493,0.9184,120.68,203.55,5.444,PCE_2017
2016,DRG00494,44800.75,31905.54,3087.41,148014.26,0.3027,11.63,1,45.69,81.36,11.32,6.09,1,SHOP000494,0.1854,97.09,178.79,3.152,PCE_2017
2014,DRG00495,21563.34,18710.32,1127.66,83722.8,0.2576,14.4,0,12.75,77.53,9.74,10.91,1,SHOP000495,0.6441,89.34,110.22,4.305,PCE_2022
2010,DRG00496,16707.4,13484.57,1366.42,38652.52,0.4322,15.74,0,28.28,42.33,3.32,10.77,1,SHOP000496,0.7269,111.1,97.09,4.562,PCE_2022
2009,DRG00497,35811.01,28555.17,6889.77,132956.16,0.2693,21.07,0,61.42,94.19,0.03,2.66,0,SHOP000497,0.1412,113.36,152.2,1.846,CPI_2022
2023,DRG00498,46716.48,38372.45,10448.22,172428.68,0.2709,4.95,0,46.68,51.79,3.12,12.58,1,SHOP000498,0.2416,106.17,142.6,4.133,CPI_2017
2010,DRG00499,65400.27,55603.16,15584.36,195316.25,0.3348,22.81,0,51.94,84.13,5.54,15.74,1,SHOP000499,0.4017,113.43,83.1,4.947,PCE_2022
2016,DRG00500,64495.71,59886.71,15904.63,302103.71,0.2135,4.02,0,52.18,64.04,3.77,0.8,0,SHOP000500,0.372,88.34,90.76,4.94,PCE_2017
2020,DRG00501,51331.89,44002.17,2366.49,189655.13,0.2707,17.19,1,6.22,87.47,11.83,5.44,1,SHOP000501,0.3685,120.63,144.98,4.432,CPI_2012
2024,DRG00502,60806.34,57551.14,12789.27,155820.16,0.3902,12.08,0,84.3,89.54,2.51,12.42,1,SHOP000502,0.0085,126.85,141.3,4.2,CPI_2012
2014,DRG00503,12550.6,10225.06,1248.87,30080.61,0.4172,9.33,1,17.69,71.17,10.51,12.35,1,SHOP000503,0.1181,84.87,104.63,0.357,CPI_2022
2014,DRG00504,33469.49,21658.75,1518.71,113402.81,0.2951,2.11,1,8.83,53.93,7.04,2.68,0,SHOP000504,0.7695,133.78,204.52,6.077,PCE_2022
2010,DRG00505,58570.28,36804.99,13999.52,215877.21,0.2713,9.7,1,23.89,61.45,5.42,12.53,1,SHOP000505,0.4639,109.73,166.08,1.203,CPI_2022
2013,DRG00506,44010.78,25000.32,5683.61,144824.3,0.3039,14.19,0,24.29,51.31,10.86,17.77,1,SHOP000506,0.6017,104.82,99.66,4.1,CPI_2012
2023,DRG00507,53304.13,47640.22,6647.38,239362.66,0.2227,20.35,1,24.49,99.49,8.47,11.05,1,SHOP000507,0.006,81.97,162.46,4.368,PCE_2022
2016,DRG00508,24774.3,19756.3,3541.95,63780.61,0.3884,19.84,1,67.07,67.97,4.9,10.21,1,SHOP000508,0.87,111.98,209.55,4.795,CPI_2012
2009,DRG00509,9708.85,7460.75,1793.28,25184.89,0.3855,11.21,1,32.58,45.53,10.93,8.11,0,SHOP000509,0.7743,96.84,134.77,0.642,CPI_2017
2022,DRG00510,34319.51,20129.28,4872.52,62277.46,0.5511,6.36,1,36.44,57.38,0.36,4.43,1,SHOP000510,0.7881,70.38,197.18,0.652,CPI_2017
2015,DRG00511,28877.39,22521.14,6037.61,122788.0,0.2352,15.34,0,83.89,66.52,7.16,12.79,1,SHOP000511,0.7425,108.15,88.82,6.114,PCE_2012
2018,DRG00512,9121.25,8228.07,776.26,35142.02,0.2596,7.5,0,44.1,87.43,1.85,16.26,1,SHOP000512,0.7101,95.9,178.2,1.872,CPI_2012
2009,DRG00513,3502.18,3207.55,849.29,13719.98,0.2553,9.97,0,56.89,83.2,0.51,14.27,1,SHOP000513,0.4678,136.48,89.3,2.387,CPI_2012
2018,DRG00514,36331.42,25527.56,1266.05,114624.3,0.317,4.44,1,30.96,63.15,4.1,17.74,0,SHOP000514,0.9117,130.3,217.0,0.58,PCE_2017
2023,DRG00515,61329.83,39909.34,6661.56,113170.5,0.5419,3.74,0,39.03,44.05,1.56,16.93,1,SHOP000515,0.0123,113.86,116.96,6.337,CPI_2017
2022,DRG00516,44694.96,35304.71,4781.55,200935.85,0.2224,3.16,0,43.34,46.96,9.57,15.67,1,SHOP000516,0.2725,136.32,183.14,2.697,PCE_2022
2009,DRG00517,26760.34,25327.49,2294.98,87496.58,0.3058,5.09,0,71.72,68.11,3.77,0.83,0,SHOP000517,0.6361,110.75,94.49,2.651,CPI_2022
2016,DRG00518,49659.29,44955.66,8429.21,132969.12,0.3735,14.99,0,48.07,59.25,4.92,10.83,1,SHOP000518,0.6337,136.79,159.91,5.34,PCE_2012
2021,DRG00519,35169.24,23676.43,5660.69,66908.79,0.5256,14.32,1,53.2,43.92,5.04,5.48,1,SHOP000519,0.1921,126.35,204.22,2.28,CPI_2022
2010,DRG00520,54599.47,48352.34,4064.06,219673.98,0.2485,6.83,1,63.56,51.78,8.68,7.95,1,SHOP000520,0.2277,100.75,156.2,5.599,CPI_2017
2010,DRG00521,47691.81,38303.05,8395.99,167789.65,0.2842,19.18,0,37.11,98.79,1.54,7.6,1,SHOP000521,0.1882,87.91,139.21,2.27,CPI_2017
2019,DRG00522,10790.3,8855.01,711.35,43007.76,0.2509,0.2,1,33.87,95.19,9.51,3.49,1,SHOP000522,0.4363,92.4,92.49,4.532,CPI_2017
2012,DRG00523,54206.43,30862.24,10442.68,126905.74,0.4271,9.01,1,23.59,54.83,6.59,9.23,1,SHOP000523,0.2061,129.22,200.35,1.489,PCE_2012
2009,DRG00524,41026.42,33274.86,1603.99,184928.78,0.2218,18.91,1,35.6,63.47,0.72,4.82,1,SHOP000524,0.229,127.57,191.67,4.733,CPI_2012
2014,DRG00525,2771.46,2105.01,605.97,5220.71,0.5309,9.94,0,78.5,47.29,8.31,7.82,0,SHOP000525,0.6264,87.97,141.88,4.274,PCE_2017
2010,DRG00526,40313.81,26325.35,2777.33,179650.27,0.2244,21.11,1,74.33,85.3,6.17,15.19,1,SHOP000526,0.9762,125.62,203.44,6.482,CPI_2012
2018,DRG00527,53720.42,50279.76,12679.64,164693.45,0.3262,7.47,1,56.97,42.1,3.57,3.07,1,SHOP000527,0.0335,128.34,168.14,3.578,CPI_2017
2024,DRG00528,66620.39,37515.85,10749.88,203849.28,0.3268,14.13,1,44.55,83.36,1.88,10.91,0,SHOP000528,0.217,117.73,191.01,1.431,PCE_2012
2021,DRG00529,5695.08,3183.39,499.58,15655.23,0.3638,19.5,0,18.5,63.3,11.59,2.84,0,SHOP000529,0.6663,115.83,181.27,2.535,PCE_2012
2014,DRG00530,66878.68,55908.04,16141.66,301711.37,0.2217,8.87,1,43.44,67.38,3.37,15.9,1,SHOP000530,0.4209,103.76,178.09,0.023,CPI_2017
2009,DRG00531,52755.98,38361.95,3573.81,163207.38,0.3232,12.42,1,61.71,94.47,8.51,2.38,0,SHOP000531,0.4098,109.6,197.54,5.719,PCE_2022
2016,DRG00532,49521.21,44618.81,5589.11,110746.36,0.4472,7.61,1,63.45,44.12,4.43,5.78,0,SHOP000532,0.1768,128.27,192.91,5.899,CPI_2022
2019,DRG00533,19819.87,17669.1,3407.51,42486.2,0.4665,10.33,1,35.36,81.96,9.13,9.31,0,SHOP000533,0.9137,77.65,191.24,3.988,CPI_2022
2016,DRG00534,30241.13,28109.58,1197.47,108340.98,0.2791,23.11,0,56.37,92.55,6.82,14.56,0,SHOP000534,0.4959,83.06,152.36,2.999,PCE_2012
2020,DRG00535,59031.46,42700.18,12615.64,282989.77,0.2086,18.33,0,43.73,63.49,2.54,14.73,0,SHOP000535,0.447,93.65,158.79,3.825,CPI_2012
2015,DRG00536,64569.09,38699.13,5917.23,140017.08,0.4612,9.03,1,14.14,46.65,4.93,11.49,0,SHOP000536,0.9652,132.23,105.91,0.903,CPI_2017
2016,DRG00537,50584.61,32861.94,1237.4,95611.31,0.5291,24.0,1,56.89,88.19,6.38,16.72,1,SHOP000537,0.44,77.65,163.08,3.675,CPI_2017
2013,DRG00538,64885.03,41932.49,10956.77,178285.98,0.3639,6.84,1,82.89,57.19,2.37,7.75,1,SHOP000538,0.2903,121.31,163.27,4.629,PCE_2017
2015,DRG00539,62770.58,54556.19,9741.83,195586.04,0.3209,10.37,0,50.97,46.44,10.06,7.78,1,SHOP000539,0.5079,129.59,151.36,1.745,CPI_2012
2016,DRG00540,48463.68,41300.5,3163.57,221512.79,0.2188,23.01,0,5.07,80.75,7.57,4.41,0,SHOP000540,0.6708,137.42,184.24,1.234,PCE_2017
2023,DRG00541,23132.0,21624.33,5146.5,70184.76,0.3296,13.91,1,40.76,76.26,4.45,10.12,1,SHOP000541,0.204,107.0,97.12,0.166,CPI_2022
2018,DRG00542,19999.58,18425.02,3899.55,91041.32,0.2197,24.9,1,64.45,79.63,1.47,7.99,0,SHOP000542,0.5671,104.61,185.45,1.335,PCE_2017
2009,DRG00543,35883.63,33142.91,8574.76,112564.4,0.3188,13.77,1,36.06,79.77,0.32,8.05,1,SHOP000543,0.7832,70.62,87.7,0.018,CPI_2017
2021,DRG00544,3918.88,2721.96,800.6,12701.92,0.3085,18.25,1,48.11,94.64,8.89,3.27,1,SHOP000544,0.4746,123.36,194.11,5.663,CPI_2017
2022,DRG00545,62977.13,37221.25,2711.26,126120.55,0.4993,23.26,0,17.26,72.9,4.58,12.29,1,SHOP000545,0.2767,86.02,200.63,1.744,PCE_2022
2009,DRG00546,61107.43,36098.06,6127.26,176335.82,0.3465,3.61,1,23.77,60.74,10.25,10.3,0,SHOP000546,0.8314,102.94,141.4,5.186,PCE_2017
2017,DRG00547,4403.82,3016.76,716.28,18947.1,0.2324,9.7,1,21.19,48.1,6.1,7.89,1,SHOP000547,0.5424,92.07,133.24,5.145,PCE_2017
2011,DRG00548,38848.28,30311.21,9238.4,168230.3,0.2309,15.7,1,61.47,82.92,0.08,6.71,1,SHOP000548,0.9089,129.42,136.99,1.457,CPI_2022
2015,DRG00549,34105.21,19769.82,2851.23,138456.55,0.2463,9.05,1,34.52,92.03,11.87,9.67,1,SHOP000549,0.3172,100.39,181.54,3.834,PCE_2022
2023,DRG00550,35529.02,28965.65,7315.23,79881.57,0.4448,11.13,1,82.02,68.91,9.79,16.33,1,SHOP000550,0.3991,124.02,175.33,1.277,CPI_2022
2013,DRG00551,46222.95,31797.16,6700.81,211532.58,0.2185,24.89,1,5.77,50.09,7.68,2.01,1,SHOP000551,0.705,137.72,112.53,5.458,PCE_2012
2010,DRG00552,9106.76,8864.53,1778.35,30197.96,0.3016,1.76,0,79.54,40.19,8.8,2.71,0,SHOP000552,0.4865,107.91,118.73,2.123,PCE_2012
2021,DRG00553,33230.59,23957.1,8002.78,91715.08,0.3623,13.48,1,73.81,74.27,11.18,13.47,0,SHOP000553,0.6137,136.43,102.88,1.99,PCE_2017
2019,DRG00554,14753.5,9453.38,2645.01,48377.8,0.305,20.0,1,48.47,67.29,4.4,4.52,1,SHOP000554,0.086,74.16,86.02,5.674,PCE_2022
2024,DRG00555,43056.77,24881.14,9194.66,133241.85,0.3231,24.47,0,66.3,72.26,3.35,17.93,1,SHOP000555,0.1272,133.01,110.3,4.355,PCE_2022
2011,DRG00556,55253.44,38521.82,10766.02,171949.42,0.3213,19.15,1,50.48,54.91,3.98,17.34,1,SHOP000556,0.5211,93.85,149.14,6.292,CPI_2022
2010,DRG00557,26425.04,19342.84,855.05,79194.73,0.3337,11.16,0,49.39,87.04,2.78,12.64,1,SHOP000557,0.9865,91.2,173.81,2.746,CPI_2017
2013,DRG00558,21466.71,13067.48,3098.92,52746.38,0.407,15.33,0,40.55,46.67,1.45,12.86,0,SHOP000558,0.3799,108.0,212.06,3.289,PCE_2017
2015,DRG00559,33139.23,24783.35,2263.07,96040.25,0.3451,22.82,1,43.82,53.32,2.33,1.89,1,SHOP000559,0.463,95.05,192.29,0.679,PCE_2012
2014,DRG00560,39880.44,22335.36,8221.62,140861.19,0.2831,7.21,0,65.06,60.78,7.78,17.65,1,SHOP000560,0.1836,108.2,93.9,4.958,PCE_2022
2022,DRG00561,35274.21,22671.01,7017.78,139227.01,0.2534,1.69,1,20.74,44.56,3.13,15.5,1,SHOP000561,0.2365,109.16,118.0,1.596,PCE_2017
2025,DRG00562,60935.93,34081.68,8484.79,145992.3,0.4174,24.51,1,50.95,60.75,0.04,3.53,1,SHOP000562,0.9012,78.75,185.88,3.837,CPI_2017
2018,DRG00563,56729.65,35218.48,11753.01,109540.59,0.5179,5.03,0,11.08,79.54,7.32,6.2,1,SHOP000563,0.1476,132.59,136.94,4.109,CPI_2017
2016,DRG00564,48531.25,29684.86,4319.67,126314.11,0.3842,13.17,0,24.52,81.02,3.28,10.28,1,SHOP000564,0.0471,84.67,214.41,1.696,PCE_2012
2019,DRG00565,55333.44,46562.77,13423.34,156174.5,0.3543,13.32,1,7.3,78.17,11.25,17.59,0,SHOP000565,0.1161,125.57,154.79,5.837,CPI_2022
2015,DRG00566,39040.96,26918.03,3315.28,78669.78,0.4963,16.52,0,58.44,86.89,8.28,17.5,0,SHOP000566,0.4883,89.88,186.53,0.729,CPI_2017
2018,DRG00567,24574.19,15659.78,1947.34,103960.54,0.2364,9.47,1,42.79,61.73,5.69,4.39,0,SHOP000567,0.6536,100.49,153.18,1.064,PCE_2022
2023,DRG00568,5988.26,4213.7,1163.12,22521.29,0.2659,20.92,0,46.84,94.59,7.39,7.41,1,SHOP000568,0.9108,90.05,125.31,0.322,PCE_2012
2014,DRG00569,52069.1,30709.89,7354.08,216331.04,0.2407,20.84,0,52.46,71.67,1.07,14.09,1,SHOP000569,0.3251,105.71,213.85,4.447,CPI_2012
2023,DRG00570,57931.93,41005.51,2601.62,188741.15,0.3069,5.77,1,23.45,55.31,7.74,7.07,1,SHOP000570,0.5564,115.1,107.35,5.494,CPI_2012
2014,DRG00571,63971.67,43582.14,5468.43,118123.81,0.5416,24.53,1,30.27,65.85,0.35,4.3,0,SHOP000571,0.7095,86.85,110.56,4.032,CPI_2017
2014,DRG00572,52960.89,29869.88,11652.91,129768.56,0.4081,5.84,1,21.27,43.35,10.12,9.63,1,SHOP000572,0.9827,111.7,171.75,5.82,PCE_2012
2017,DRG00573,50957.53,33060.35,3268.85,149372.27,0.3411,8.22,1,60.48,68.09,6.41,5.39,1,SHOP000573,0.0737,121.66,185.07,0.791,PCE_2012
2025,DRG00574,50247.44,48523.81,12527.82,224588.91,0.2237,13.99,1,71.49,45.48,4.19,8.61,1,SHOP000574,0.8627,114.51,93.26,6.098,PCE_2012
2017,DRG00575,29538.82,26968.06,731.54,94580.99,0.3123,21.79,0,5.17,48.67,3.68,5.69,1,SHOP000575,0.045,115.87,159.85,2.668,PCE_2022
2009,DRG00576,58200.16,38017.88,12608.3,135106.39,0.4308,21.35,1,21.44,92.64,4.34,6.59,1,SHOP000576,0.6236,119.69,89.21,0.366,CPI_2017
2019,DRG00577,34353.01,33181.41,7782.84,158973.39,0.2161,5.11,0,22.59,92.58,4.58,7.11,1,SHOP000577,0.1706,107.89,150.68,4.257,PCE_2012
2011,DRG00578,25685.92,23158.59,5256.57,67644.18,0.3797,7.94,1,58.66,77.12,3.66,6.04,0,SHOP000578,0.897,103.74,201.95,6.316,PCE_2017
2010,DRG00579,8464.21,5009.61,1218.64,37146.47,0.2279,21.3,0,20.5,89.82,9.84,2.5,0,SHOP000579,0.0566,133.48,113.18,3.539,PCE_2017
2015,DRG00580,44773.31,40111.48,3792.73,89140.64,0.5023,1.4,0,42.99,87.58,1.88,11.18,0,SHOP000580,0.878,101.86,120.98,2.261,PCE_2017
2024,DRG00581,63110.81,56066.44,3082.36,270766.59,0.2331,6.89,0,61.73,59.81,4.83,5.95,1,SHOP000581,0.3645,137.03,116.9,6.26,CPI_2012
2012,DRG00582,48566.62,45674.01,7979.77,98560.41,0.4928,20.13,0,28.35,97.47,6.6,6.58,1,SHOP000582,0.7247,139.94,112.55,2.602,PCE_2017
2020,DRG00583,15644.72,10081.31,1617.61,72433.36,0.216,15.89,1,82.9,91.21,6.79,10.67,1,SHOP000583,0.8164,91.43,90.38,4.669,CPI_2012
2016,DRG00584,39480.07,35663.75,8168.91,112862.82,0.3498,13.77,0,8.31,40.87,8.79,10.63,0,SHOP000584,0.4146,73.33,184.01,0.617,PCE_2022
2024,DRG00585,15454.52,12175.05,3693.85,28714.91,0.5382,4.95,1,55.05,57.01,4.25,5.01,1,SHOP000585,0.7794,107.63,95.26,4.837,PCE_2022
2021,DRG00586,62527.46,38497.85,2871.15,209614.74,0.2983,11.57,1,78.51,86.97,6.08,1.97,0,SHOP000586,0.44,81.61,145.79,1.702,PCE_2012
2012,DRG00587,66558.7,56494.58,11198.66,174181.03,0.3821,6.07,1,77.31,90.64,0.03,5.33,1,SHOP000587,0.5777,102.05,124.96,3.453,CPI_2012
2012,DRG00588,23528.2,20224.82,5837.68,78095.21,0.3013,12.81,1,20.32,68.67,11.46,13.02,1,SHOP000588,0.2013,88.87,208.16,5.333,PCE_2012
2024,DRG00589,37868.72,26756.98,8957.5,107290.63,0.353,16.69,1,65.7,70.73,6.4,14.62,1,SHOP000589,0.226,100.75,184.65,2.295,CPI_2022
2018,DRG00590,26671.96,14737.41,1810.72,75880.74,0.3515,4.71,1,65.91,89.16,3.59,7.53,1,SHOP000590,0.44,88.96,107.16,2.724,CPI_2022
2022,DRG00591,62803.07,49997.15,9280.6,284745.73,0.2206,17.83,1,21.19,83.17,6.88,13.89,1,SHOP000591,0.5449,90.0,151.75,3.431,CPI_2012
2015,DRG00592,15103.24,10695.72,1201.97,39780.59,0.3797,8.37,0,5.19,43.68,0.2,9.95,1,SHOP000592,0.2204,78.25,102.66,4.779,PCE_2012
2016,DRG00593,7071.55,5205.5,214.74,29837.42,0.237,15.05,1,34.36,74.62,10.02,5.26,1,SHOP000593,0.6241,110.7,138.06,4.173,CPI_2022
2018,DRG00594,47536.69,42576.92,1033.19,225651.49,0.2107,18.49,0,28.26,83.85,0.04,11.71,1,SHOP000594,0.9636,104.62,132.83,4.277,PCE_2017
2020,DRG00595,37976.92,23865.97,6971.86,119116.1,0.3188,7.12,0,22.97,58.98,11.08,4.3,1,SHOP000595,0.8626,123.02,89.61,4.222,CPI_2012
2024,DRG00596,5501.03,3415.15,415.82,22116.56,0.2487,5.09,0,17.83,76.7,2.66,15.2,1,SHOP000596,0.8674,131.19,126.51,5.85,PCE_2022
2015,DRG00597,31965.47,25494.46,1669.1,151428.82,0.2111,18.38,1,61.14,51.4,9.72,4.86,1,SHOP000597,0.7019,110.4,93.31,1.07,CPI_2017
2025,DRG00598,62216.09,34250.15,11441.47,273557.86,0.2274,16.34,0,74.47,63.84,11.87,17.3,1,SHOP000598,0.712,98.46,113.48,0.98,PCE_2017
2025,DRG00599,28195.29,24552.31,2994.5,114719.43,0.2458,6.23,0,81.16,56.3,10.77,9.33,0,SHOP000599,0.907,117.51,154.88,2.706,CPI_2012
2012,DRG00600,61583.14,48105.37,14022.4,246631.44,0.2497,22.08,1,80.1,85.43,1.97,4.04,1,SHOP000600,0.1679,88.66,161.75,1.754,PCE_2022
2022,DRG00601,23522.84,17781.88,2961.36,48253.29,0.4875,16.89,0,53.51,54.45,6.69,6.91,1,SHOP000601,0.5063,104.53,212.67,0.997,CPI_2012
2012,DRG00602,65929.16,60612.44,9390.79,193587.65,0.3406,7.13,0,17.7,58.35,6.96,6.23,1,SHOP000602,0.497,122.45,100.71,0.572,PCE_2022
2019,DRG00603,17096.19,11342.31,3918.69,69006.4,0.2477,16.65,1,21.98,80.88,2.09,14.2,1,SHOP000603,0.2029,124.92,179.45,4.782,CPI_2022
2016,DRG00604,57999.93,33354.41,5792.07,105775.33,0.5483,6.0,0,36.69,59.62,0.98,11.1,1,SHOP000604,0.4486,98.49,169.12,5.752,CPI_2012
2023,DRG00605,40004.0,23536.84,4526.43,76634.94,0.522,21.7,1,14.67,92.25,9.72,2.77,1,SHOP000605,0.6288,86.91,197.76,1.579,PCE_2012
2023,DRG00606,26687.13,15249.5,1036.56,77090.06,0.3462,3.82,1,16.97,76.28,4.7,3.71,1,SHOP000606,0.3878,110.13,154.94,4.725,PCE_2022
2022,DRG00607,2613.54,2467.59,428.77,12519.54,0.2088,9.41,1,6.71,42.95,2.93,13.8,1,SHOP000607,0.0797,92.96,167.89,4.286,CPI_2022
2020,DRG00608,18880.34,16791.58,1553.55,83469.01,0.2262,22.02,0,26.09,40.91,2.57,12.62,0,SHOP000608,0.6917,71.15,216.3,5.644,CPI_2022
2020,DRG00609,5869.73,5562.68,172.23,23405.83,0.2508,0.75,1,27.52,43.31,4.58,2.53,1,SHOP000609,0.6621,110.86,180.67,3.391,PCE_2012
2021,DRG00610,18797.72,14076.68,4091.28,85623.55,0.2195,8.12,1,15.32,77.28,11.02,3.64,1,SHOP000610,0.3036,137.59,175.62,1.648,PCE_2012
2013,DRG00611,55281.46,45995.7,2030.67,202374.36,0.2732,5.27,0,71.67,98.82,0.36,15.05,1,SHOP000611,0.3553,127.13,94.32,5.263,CPI_2012
2019,DRG00612,15424.06,9399.56,3001.13,70333.44,0.2193,3.32,0,46.96,48.22,10.24,4.63,0,SHOP000612,0.0311,110.95,129.84,1.763,PCE_2017
2018,DRG00613,26701.93,20457.06,1789.42,51662.18,0.5169,4.92,0,30.45,96.75,3.05,15.68,1,SHOP000613,0.8075,102.05,118.95,2.139,CPI_2012
2022,DRG00614,13670.01,13061.17,1616.7,26217.08,0.5214,21.83,1,59.11,83.26,6.05,7.84,1,SHOP000614,0.4546,134.0,186.0,3.689,CPI_2012
2017,DRG00615,17932.26,17359.1,712.16,68708.29,0.261,7.9,0,16.76,81.77,4.44,7.93,1,SHOP000615,0.542,135.44,168.15,4.134,PCE_2022
2014,DRG00616,67343.66,38355.1,1356.66,254844.57,0.2643,0.41,0,44.25,40.65,8.31,3.84,0,SHOP000616,0.2655,132.58,162.09,5.926,PCE_2017
2013,DRG00617,20759.68,20059.71,2107.61,72663.26,0.2857,6.9,1,39.01,88.18,2.57,15.45,1,SHOP000617,0.0671,138.55,139.58,4.931,CPI_2022
2016,DRG00618,37969.08,35151.66,4057.27,113739.82,0.3338,20.04,1,77.27,83.48,11.5,5.11,1,SHOP000618,0.4847,83.02,86.37,5.851,PCE_2017
2025,DRG00619,56027.18,41160.17,4914.44,155450.16,0.3604,24.89,0,81.15,64.56,5.96,17.33,1,SHOP000619,0.5498,103.15,170.46,3.822,PCE_2012
2018,DRG00620,33886.44,26504.63,1979.15,105756.38,0.3204,13.29,1,5.26,45.14,2.13,1.67,1,SHOP000620,0.1031,84.85,151.6,2.036,CPI_2017
2010,DRG00621,56900.8,50880.44,10660.73,267123.39,0.213,2.81,0,74.75,85.45,7.42,14.96,1,SHOP000621,0.6148,112.93,213.52,3.27,CPI_2012
2010,DRG00622,33130.27,18497.64,3717.94,72336.45,0.458,12.16,1,57.22,74.49,4.57,4.56,1,SHOP000622,0.0476,78.86,219.09,5.575,CPI_2022
2020,DRG00623,20251.56,18525.27,3124.22,48460.39,0.4179,5.32,0,8.97,65.39,10.52,17.59,0,SHOP000623,0.175,127.25,85.45,0.389,PCE_2017
2019,DRG00624,10652.27,9926.16,1280.63,50379.54,0.2114,17.46,1,80.19,91.47,6.61,2.47,1,SHOP000624,0.1104,136.58,140.34,1.304,PCE_2012
