safe_cyber_reference_month,safe_cyber_reporting_country_iso2,safe_cyber_incident_type_code,safe_cyber_attack_vector_code,safe_cyber_targets_sector_code,safe_cyber_ransomware_flag,safe_cyber_phishing_flag,safe_cyber_ddos_flag,safe_cyber_financial_loss_eur_estimate,safe_cyber_crypto_payment_flag,safe_cyber_victims_count,safe_cyber_cross_border_component_flag,safe_cyber_europol_case_link_flag,safe_cyber_arrests_count,safe_cyber_takedowns_count,safe_cyber_data_breach_gdpr_notification_flag,safe_cyber_attribution_confidence_level,safe_cyber_data_source,safe_cyber_data_quality_flag,safe_cyber_data_extract_date
2026-05,SK,DATA_BREACH,THIRD_PARTY,RETAIL,0,0,0,2821082.36,0,24988,1,1,10,90,0,HIGH,SECTOR_REGULATOR,1,2024-07-29
2026-06,BE,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,0,3181824.68,0,1889,1,0,25,103,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-07-25
2026-07,DK,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,0,0,1,1930055.37,0,49032,0,1,28,110,1,LOW,EUROPOL_IOCTA,1,2024-06-30
2026-08,GR,MALWARE,MALVERTISING,MANUFACTURING,0,0,0,6215237.69,0,23948,1,0,42,232,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-04-14
2026-09,LT,RANSOMWARE,EMAIL,ENERGY,1,1,0,9278992.49,0,20261,0,0,6,111,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-12-27
2026-10,PT,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,13313574.34,0,2037,1,0,38,52,0,HIGH,SECTOR_REGULATOR,1,2025-07-30
2026-11,SE,SUPPLY_CHAIN,WEB_APP,TELECOM,1,0,0,744803.53,0,8220,0,0,44,18,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-22
2026-12,CY,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,2754242.21,0,28185,1,1,66,177,0,LOW,EUROPOL_IOCTA,0,2025-06-10
2016-01,FR,DATA_BREACH,THIRD_PARTY,FINANCE,0,0,0,4385436.75,0,24401,1,0,10,27,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-05-13
2016-02,IT,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,1456466.61,0,42375,1,0,26,12,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-09-25
2016-03,NL,DDOS,CLOUD_MISCONFIG,RETAIL,1,1,1,3701228.17,0,32450,1,1,77,183,0,HIGH,SECTOR_REGULATOR,1,2024-12-22
2016-04,SI,MALWARE,MALVERTISING,EDUCATION,0,0,0,507565.42,0,2970,0,1,60,261,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-01-17
2016-05,BG,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,1814710.26,0,677,1,0,34,132,0,LOW,EUROPOL_IOCTA,1,2025-12-06
2016-06,EE,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,7159260.41,0,25781,0,0,42,12,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-01-11
2016-07,HU,SUPPLY_CHAIN,WEB_APP,ENERGY,0,0,0,2620990.67,0,34394,0,0,35,35,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-03-21
2016-08,LU,PHISHING,USB_MEDIA,HEALTH,0,1,1,9891122.11,0,79773,1,0,4,78,0,HIGH,SECTOR_REGULATOR,1,2025-05-11
2016-09,RO,DATA_BREACH,THIRD_PARTY,TELECOM,0,0,1,14288487.59,0,35402,1,0,1,6,0,MEDIUM,POLICE_CYBER_UNIT,0,2025-02-23
2016-10,AT,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,1058556.45,0,34890,1,0,43,191,0,LOW,EUROPOL_IOCTA,1,2025-09-17
2016-11,CZ,DDOS,CLOUD_MISCONFIG,FINANCE,0,0,1,131734.08,0,60249,1,0,10,176,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-10-14
2016-12,DE,MALWARE,MALVERTISING,SME_MULTI,0,0,0,2280475.69,0,39432,1,1,47,25,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-05-22
2017-01,LV,RANSOMWARE,EMAIL,RETAIL,1,0,0,3027220.64,0,9937,0,0,22,25,0,HIGH,SECTOR_REGULATOR,1,2025-08-10
2017-02,PL,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,1,1,0,8051907.08,0,4457,0,1,11,92,1,MEDIUM,POLICE_CYBER_UNIT,1,2026-02-13
2017-03,ES,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,1871172.63,0,30860,0,0,28,29,1,LOW,EUROPOL_IOCTA,1,2024-06-25
2017-04,HR,PHISHING,USB_MEDIA,MANUFACTURING,0,1,0,507993.99,0,86082,0,0,21,232,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,0,2024-06-06
2017-05,FI,DATA_BREACH,THIRD_PARTY,ENERGY,0,1,1,755323.92,0,33188,0,0,24,127,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-09-07
2017-06,IE,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,427861.14,0,25372,1,0,28,179,0,HIGH,SECTOR_REGULATOR,1,2024-08-11
2017-07,MT,DDOS,CLOUD_MISCONFIG,TELECOM,0,0,1,2208069.51,0,20733,1,0,11,147,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-03-16
2017-08,SK,MALWARE,MALVERTISING,TRANSPORT,0,0,0,8300435.79,0,44080,1,0,8,54,0,LOW,EUROPOL_IOCTA,1,2024-12-18
2017-09,BE,RANSOMWARE,EMAIL,FINANCE,1,0,0,11472637.61,1,32549,1,0,32,168,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-03-22
2017-10,DK,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,3860024.04,0,16515,0,0,20,11,0,VERY_HIGH,NATIONAL_CSIRT,0,2025-03-01
2017-11,GR,SUPPLY_CHAIN,WEB_APP,RETAIL,0,0,1,5336917.84,0,33980,0,0,8,185,0,HIGH,SECTOR_REGULATOR,1,2025-01-16
2017-12,LT,PHISHING,USB_MEDIA,EDUCATION,0,1,0,3233352.9,0,90302,1,0,41,254,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-09-07
2018-01,PT,DATA_BREACH,THIRD_PARTY,PUBLIC_ADMIN,0,1,0,1091331.12,0,31353,1,0,38,84,0,LOW,EUROPOL_IOCTA,0,2024-09-09
2018-02,SE,ACCOUNT_TAKEOVER,RDP_EXPOSED,MANUFACTURING,0,1,0,2318025.3,0,18258,0,0,14,69,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-03-22
2018-03,CY,DDOS,CLOUD_MISCONFIG,ENERGY,0,0,1,1481689.59,0,87794,1,0,30,151,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-04-11
2018-04,FR,MALWARE,MALVERTISING,HEALTH,0,1,0,4471441.72,0,11236,1,0,22,136,1,HIGH,SECTOR_REGULATOR,1,2025-08-30
2018-05,IT,RANSOMWARE,EMAIL,TELECOM,1,0,0,4647969.39,0,21881,1,1,25,10,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-08-30
2018-06,NL,BUSINESS_EMAIL_COMPROMISE,INSIDER,TRANSPORT,1,1,0,12087721.23,0,10538,1,1,20,191,0,LOW,EUROPOL_IOCTA,1,2025-05-16
2018-07,SI,SUPPLY_CHAIN,WEB_APP,FINANCE,0,0,0,1321011.91,0,23555,0,0,20,74,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2026-02-10
2018-08,BG,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,8001081.22,0,34993,0,0,16,70,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-08-12
2018-09,EE,DATA_BREACH,THIRD_PARTY,RETAIL,0,1,0,3346868.27,0,21716,1,1,32,102,1,HIGH,SECTOR_REGULATOR,1,2024-06-25
2018-10,HU,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,0,771109.92,0,18742,1,0,18,53,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-12-17
2018-11,LU,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,0,0,1,1995992.93,0,76544,1,1,2,108,0,LOW,EUROPOL_IOCTA,1,2024-05-05
2018-12,RO,MALWARE,MALVERTISING,MANUFACTURING,0,0,0,652639.83,0,38878,0,0,39,163,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-04-03
2019-01,AT,RANSOMWARE,EMAIL,ENERGY,1,0,0,351113.59,1,20616,1,1,33,174,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-01-22
2019-02,CZ,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,6118231.06,0,6482,1,1,73,128,0,HIGH,SECTOR_REGULATOR,1,2025-12-07
2019-03,DE,SUPPLY_CHAIN,WEB_APP,TELECOM,1,0,0,711307.66,0,29054,1,1,66,142,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-21
2019-04,LV,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,2758820.64,0,11461,1,0,44,118,0,LOW,EUROPOL_IOCTA,1,2025-03-24
2019-05,PL,DATA_BREACH,THIRD_PARTY,FINANCE,1,0,0,5499034.02,0,13373,1,1,18,72,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-02-10
2019-06,ES,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,3997774.06,0,2485,0,0,39,119,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-04-09
2019-07,HR,DDOS,CLOUD_MISCONFIG,RETAIL,0,0,1,7836108.35,0,32028,0,0,15,124,0,HIGH,SECTOR_REGULATOR,1,2025-08-01
2019-08,FI,MALWARE,MALVERTISING,EDUCATION,0,0,0,3749637.63,0,7133,1,0,21,51,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-08-08
2019-09,IE,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,18877694.21,0,25065,0,1,9,168,0,LOW,EUROPOL_IOCTA,1,2024-08-25
2019-10,MT,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,582793.65,0,47836,1,0,5,148,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-05-20
2019-11,SK,SUPPLY_CHAIN,WEB_APP,ENERGY,1,0,0,6111984.4,0,11633,0,0,42,8,1,VERY_HIGH,NATIONAL_CSIRT,1,2025-05-23
2019-12,BE,PHISHING,USB_MEDIA,HEALTH,0,1,0,1680033.66,0,7063,0,0,26,229,0,HIGH,SECTOR_REGULATOR,1,2024-11-29
2020-01,DK,DATA_BREACH,THIRD_PARTY,TELECOM,0,0,0,908298.65,0,22709,0,0,37,32,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-09-29
2020-02,GR,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,390627.52,0,22312,0,0,20,16,0,LOW,EUROPOL_IOCTA,1,2025-11-12
2020-03,LT,DDOS,CLOUD_MISCONFIG,FINANCE,0,0,1,4545246.3,0,8656,0,0,6,27,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-10-08
2020-04,PT,MALWARE,MALVERTISING,SME_MULTI,0,0,0,487660.22,0,15912,1,1,51,18,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-11-29
2020-05,SE,RANSOMWARE,EMAIL,RETAIL,1,1,0,2912027.39,0,48007,1,0,19,184,1,HIGH,SECTOR_REGULATOR,0,2024-04-01
2020-06,CY,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,1,1,1,3839422.07,0,19275,0,0,29,52,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-06-24
2020-07,FR,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,1359018.31,0,29626,0,0,25,9,1,LOW,EUROPOL_IOCTA,1,2024-12-20
2020-08,IT,PHISHING,USB_MEDIA,MANUFACTURING,0,1,0,7114173.2,0,47347,1,1,23,68,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-10-12
2020-09,NL,DATA_BREACH,THIRD_PARTY,ENERGY,0,1,1,7873389.2,0,42840,1,0,16,101,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-05-24
2020-10,SI,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,433847.74,0,10481,1,1,28,127,0,HIGH,SECTOR_REGULATOR,1,2026-01-25
2020-11,BG,DDOS,CLOUD_MISCONFIG,TELECOM,0,0,1,3332538.17,0,77039,0,0,1,11,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-11-20
2020-12,EE,MALWARE,MALVERTISING,TRANSPORT,0,0,0,1430000.66,0,1222,1,0,14,143,0,LOW,EUROPOL_IOCTA,1,2024-02-17
2021-01,HU,RANSOMWARE,EMAIL,FINANCE,1,0,0,18738084.02,0,4079,1,1,66,50,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-12-19
2021-02,LU,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,4957085.51,0,41144,1,0,22,114,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-01-11
2021-03,RO,SUPPLY_CHAIN,WEB_APP,RETAIL,1,0,0,3085999.1,1,5912,1,0,10,14,0,HIGH,SECTOR_REGULATOR,1,2024-01-06
2021-04,AT,PHISHING,USB_MEDIA,EDUCATION,0,1,0,3421789.52,0,32521,1,0,2,129,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-11-13
2021-05,CZ,DATA_BREACH,THIRD_PARTY,PUBLIC_ADMIN,0,0,0,3211183.9,0,44759,0,0,28,22,1,LOW,EUROPOL_IOCTA,1,2025-09-03
2021-06,DE,ACCOUNT_TAKEOVER,RDP_EXPOSED,MANUFACTURING,1,1,0,889506.93,0,31229,0,0,14,42,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-03-21
2021-07,LV,DDOS,CLOUD_MISCONFIG,ENERGY,0,0,1,1680206.69,0,35172,0,0,17,101,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-10-09
2021-08,PL,MALWARE,MALVERTISING,HEALTH,0,1,0,598315.7,0,21972,1,0,40,90,0,HIGH,SECTOR_REGULATOR,1,2024-11-24
2021-09,ES,RANSOMWARE,EMAIL,TELECOM,1,0,0,6710241.55,0,30525,1,1,24,138,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-10-14
2021-10,HR,BUSINESS_EMAIL_COMPROMISE,INSIDER,TRANSPORT,0,1,0,4388578.96,0,10166,0,0,38,31,0,LOW,EUROPOL_IOCTA,1,2024-05-06
2021-11,FI,SUPPLY_CHAIN,WEB_APP,FINANCE,0,0,0,724221.03,0,13710,0,0,1,51,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-01-31
2021-12,IE,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,8046387.28,0,61148,0,0,8,67,0,VERY_HIGH,NATIONAL_CSIRT,1,2026-02-17
2022-01,MT,DATA_BREACH,THIRD_PARTY,RETAIL,0,0,0,9176608.56,0,5601,1,1,43,130,1,HIGH,SECTOR_REGULATOR,1,2026-01-24
2022-02,SK,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,0,1165671.2,0,28455,0,0,14,186,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-07-05
2022-03,BE,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,0,0,1,4415411.23,0,68965,0,0,3,68,0,LOW,EUROPOL_IOCTA,1,2024-04-28
2022-04,DK,MALWARE,MALVERTISING,MANUFACTURING,0,0,1,2729477.48,0,42868,0,0,29,166,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-05-26
2022-05,GR,RANSOMWARE,EMAIL,ENERGY,1,0,0,1197776.39,0,30900,1,0,24,124,1,VERY_HIGH,NATIONAL_CSIRT,1,2025-11-12
2022-06,LT,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,2404277.09,0,13181,1,0,23,104,0,HIGH,SECTOR_REGULATOR,1,2025-11-10
2022-07,PT,SUPPLY_CHAIN,WEB_APP,TELECOM,0,0,0,1404811.39,0,7413,1,0,36,116,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-12-14
2022-08,SE,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,1166398.01,0,54535,1,0,40,257,0,LOW,EUROPOL_IOCTA,1,2024-04-13
2022-09,CY,DATA_BREACH,THIRD_PARTY,FINANCE,0,1,0,1450875.49,0,8232,0,0,12,38,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-02-22
2022-10,FR,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,8654049.9,0,37411,0,0,1,77,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-06-29
2022-11,IT,DDOS,CLOUD_MISCONFIG,RETAIL,0,0,1,2980912.9,0,42741,1,1,3,120,0,HIGH,SECTOR_REGULATOR,1,2025-07-13
2022-12,NL,MALWARE,MALVERTISING,EDUCATION,0,0,0,2882972.89,0,2316,1,0,34,179,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-17
2023-01,SI,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,17636410.94,0,15751,0,0,2,119,0,LOW,EUROPOL_IOCTA,1,2024-05-22
2023-02,BG,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,7440872.04,0,23878,0,0,18,180,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-11-21
2023-03,EE,SUPPLY_CHAIN,WEB_APP,ENERGY,0,0,0,5953593.38,0,20877,0,0,17,13,1,VERY_HIGH,NATIONAL_CSIRT,0,2026-01-07
2023-04,HU,PHISHING,USB_MEDIA,HEALTH,1,1,0,5814441.27,0,16500,0,0,42,7,0,HIGH,SECTOR_REGULATOR,1,2024-05-08
2023-05,LU,DATA_BREACH,THIRD_PARTY,TELECOM,0,0,0,10109524.02,0,16070,0,0,27,191,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-02-10
2023-06,RO,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,6785521.59,0,45238,1,0,13,134,0,LOW,EUROPOL_IOCTA,1,2024-11-07
2023-07,AT,DDOS,CLOUD_MISCONFIG,FINANCE,0,0,1,4491462.76,0,64185,0,0,17,2,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-09-25
2023-08,CZ,MALWARE,MALVERTISING,SME_MULTI,0,0,0,7414621.72,0,41956,0,0,23,88,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-06-26
2023-09,DE,RANSOMWARE,EMAIL,RETAIL,1,1,0,2451305.18,0,5319,1,1,77,143,0,HIGH,SECTOR_REGULATOR,1,2024-04-05
2023-10,LV,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,1,1,0,13459729.17,0,10906,0,0,42,131,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-06-04
2023-11,PL,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,1373004.68,0,2938,0,0,26,173,0,LOW,EUROPOL_IOCTA,0,2024-03-22
2023-12,ES,PHISHING,USB_MEDIA,MANUFACTURING,0,1,0,7741368.14,0,67942,0,0,19,180,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-05-10
2024-01,HR,DATA_BREACH,THIRD_PARTY,ENERGY,0,0,1,2005630.18,0,9364,0,0,0,87,0,VERY_HIGH,NATIONAL_CSIRT,1,2026-01-19
2024-02,FI,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,5037720.35,0,42163,0,0,13,33,1,HIGH,SECTOR_REGULATOR,1,2024-01-05
2024-03,IE,DDOS,CLOUD_MISCONFIG,TELECOM,0,0,1,2769582.33,0,8496,1,0,13,153,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-08-21
2024-04,MT,MALWARE,MALVERTISING,TRANSPORT,0,0,0,5807131.94,0,33565,1,0,0,240,0,LOW,EUROPOL_IOCTA,1,2025-02-27
2024-05,SK,RANSOMWARE,EMAIL,FINANCE,1,0,0,366573.61,1,12006,1,0,29,6,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-03-14
2024-06,BE,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,3046572.72,0,40634,0,0,15,106,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-11-18
2024-07,DK,SUPPLY_CHAIN,WEB_APP,RETAIL,0,1,0,899437.61,0,31638,0,0,38,75,0,HIGH,SECTOR_REGULATOR,1,2024-01-20
2024-08,GR,PHISHING,USB_MEDIA,EDUCATION,0,1,0,4073383.76,0,82320,1,0,30,246,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-10-26
2024-09,LT,DATA_BREACH,THIRD_PARTY,PUBLIC_ADMIN,0,0,0,3898447.53,0,21343,0,0,11,153,0,LOW,EUROPOL_IOCTA,1,2024-07-07
2024-10,PT,ACCOUNT_TAKEOVER,RDP_EXPOSED,MANUFACTURING,0,1,0,6622153.16,0,19208,1,0,38,51,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-08-14
2024-11,SE,DDOS,CLOUD_MISCONFIG,ENERGY,0,0,1,1106720.19,0,75532,0,0,34,37,0,VERY_HIGH,NATIONAL_CSIRT,1,2026-01-24
2024-12,CY,MALWARE,MALVERTISING,HEALTH,0,0,0,7966373.53,0,29325,0,0,7,269,0,HIGH,SECTOR_REGULATOR,1,2025-02-06
2025-01,FR,RANSOMWARE,EMAIL,TELECOM,1,0,0,14554724.52,0,11697,0,0,34,47,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-10-17
2025-02,IT,BUSINESS_EMAIL_COMPROMISE,INSIDER,TRANSPORT,0,1,0,7429845.64,0,36719,1,1,51,115,0,LOW,EUROPOL_IOCTA,1,2025-03-13
2025-03,NL,SUPPLY_CHAIN,WEB_APP,FINANCE,0,1,0,4735326.67,0,16244,0,0,32,7,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-02-10
2025-04,SI,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,8732479.97,0,83803,0,0,43,275,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-07-23
2025-05,BG,DATA_BREACH,THIRD_PARTY,RETAIL,0,0,1,4192814.88,0,3611,0,0,0,92,1,HIGH,SECTOR_REGULATOR,1,2025-01-13
2025-06,EE,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,0,4186924.64,0,10390,1,0,20,2,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-04-25
2025-07,HU,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,0,1,1,28850.85,0,31181,1,1,35,152,0,LOW,EUROPOL_IOCTA,1,2024-07-15
2025-08,LU,MALWARE,MALVERTISING,MANUFACTURING,0,0,0,437310.73,0,39890,0,1,32,163,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-03-22
2025-09,RO,RANSOMWARE,EMAIL,ENERGY,1,1,0,1700378.28,0,17186,0,0,15,25,0,VERY_HIGH,NATIONAL_CSIRT,0,2025-01-16
2025-10,AT,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,8226985.33,0,31835,0,0,43,77,0,HIGH,SECTOR_REGULATOR,1,2024-12-17
2025-11,CZ,SUPPLY_CHAIN,WEB_APP,TELECOM,0,1,0,4688210.67,0,14526,1,0,41,16,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-06-18
2025-12,DE,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,683705.75,0,40360,0,0,37,153,0,LOW,EUROPOL_IOCTA,0,2024-01-19
2026-01,LV,DATA_BREACH,THIRD_PARTY,FINANCE,0,1,0,11328030.69,0,17568,0,0,45,99,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-05-28
2026-02,PL,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,878083.54,0,29734,1,1,40,139,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-12-27
2026-03,ES,DDOS,CLOUD_MISCONFIG,RETAIL,0,0,1,1154869.65,0,74711,1,1,20,154,1,HIGH,SECTOR_REGULATOR,1,2024-02-10
2026-04,HR,MALWARE,MALVERTISING,EDUCATION,0,0,0,462575.63,0,10188,1,0,31,57,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-09-09
2026-05,FI,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,6416185.3,1,20447,1,1,24,12,0,LOW,EUROPOL_IOCTA,1,2024-12-17
2026-06,IE,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,6494532.85,0,20312,1,0,13,188,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-11-26
2026-07,MT,SUPPLY_CHAIN,WEB_APP,ENERGY,0,0,0,1176310.96,0,31168,0,0,4,186,1,VERY_HIGH,NATIONAL_CSIRT,1,2024-07-06
2026-08,SK,PHISHING,USB_MEDIA,HEALTH,0,1,0,253453.18,0,74381,1,0,31,281,0,HIGH,SECTOR_REGULATOR,1,2025-07-17
2026-09,BE,DATA_BREACH,THIRD_PARTY,TELECOM,0,0,0,10535392.98,0,44560,1,0,12,69,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-09-26
2026-10,DK,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,1202412.88,0,26767,0,0,6,83,0,LOW,EUROPOL_IOCTA,1,2025-02-21
2026-11,GR,DDOS,CLOUD_MISCONFIG,FINANCE,0,0,1,7258791.28,0,46440,1,1,64,63,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-09-15
2026-12,LT,MALWARE,MALVERTISING,SME_MULTI,0,0,0,2002780.27,0,30226,1,1,51,45,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-10-23
2016-01,PT,RANSOMWARE,EMAIL,RETAIL,1,0,0,7442982.28,0,29142,1,1,37,60,0,HIGH,SECTOR_REGULATOR,1,2024-10-03
2016-02,SE,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,0,1,0,3031446.42,0,4447,1,0,4,175,0,MEDIUM,POLICE_CYBER_UNIT,0,2024-05-19
2016-03,CY,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,7354421.77,0,35706,1,0,5,129,1,LOW,EUROPOL_IOCTA,1,2025-10-11
2016-04,FR,PHISHING,USB_MEDIA,MANUFACTURING,0,1,0,3719045.96,0,19602,1,1,18,229,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-01-25
2016-05,IT,DATA_BREACH,THIRD_PARTY,ENERGY,0,1,0,7248401.44,0,10627,0,0,13,127,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-09-27
2016-06,NL,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,2925438.39,0,12596,1,1,1,114,0,HIGH,SECTOR_REGULATOR,0,2026-01-01
2016-07,SI,DDOS,CLOUD_MISCONFIG,TELECOM,0,1,1,5251488.58,0,79736,0,0,32,94,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-05-20
