soc_policy_policy_effective_date,soc_policy_policy_change_id,soc_policy_eligibility_rule_area,soc_policy_income_threshold_pct_fpl,soc_policy_asset_limit_usd,soc_policy_work_requirement_flag,soc_policy_time_limit_months,soc_policy_sanction_rate_pct,soc_policy_exemption_category_code,soc_policy_expected_caseload_change_pct,soc_policy_observed_caseload_change_pct,soc_policy_expected_spending_change_usd,soc_policy_observed_spending_change_usd,soc_policy_application_volume_change_pct,soc_policy_approval_rate_change_pct,soc_policy_benefit_level_change_usd,soc_policy_disparity_impact_score,soc_policy_administrative_cost_change_usd,soc_policy_stakeholder_comment_count,soc_policy_implementation_status_code
2015-03-10,POL0000000376,ASSET_TEST,250.69,19391.81,0,0,12.015,NONE,17.685,11.547,3044053423.33,2030572736.76,-29.766,24.229,-232.06,1.822,248314032.51,7957,IN_PROGRESS
2015-03-17,POL0000000377,BENEFIT_LEVEL,332.51,235945.54,0,36,3.99,NONE,-11.062,3.086,-3662330776.67,-2596358896.97,-18.663,-20.111,460.32,2.6503,111017803.84,11373,IMPLEMENTED
2015-03-24,POL0000000378,ASSET_TEST,584.17,225640.11,1,36,12.129,DISABILITY,4.053,13.927,667101595.92,-911938338.31,-30.017,-21.134,154.96,1.3741,164887575.29,5453,REVERSED
2015-03-31,POL0000000379,EXEMPTIONS,338.8,77576.93,1,24,20.707,CAREGIVER,-25.893,-33.747,343040458.39,-635986547.63,-40.949,-23.068,-41.87,-0.7283,117657260.98,8169,IMPLEMENTED
2015-04-07,POL0000000380,RECERTIFICATION,158.28,198316.15,0,60,16.97,OTHER,-6.429,1.241,1860295162.0,1297549454.38,27.61,-24.739,-332.86,-0.9862,-173897364.33,5128,IMPLEMENTED
2015-04-14,POL0000000381,RECERTIFICATION,14.83,25624.45,0,36,9.577,PREGNANT,13.776,0.858,-2102594352.92,-2421661376.95,-45.159,14.21,-145.46,1.5465,7925634.48,8787,REVERSED
2015-04-21,POL0000000382,ASSET_TEST,11.51,201133.97,1,0,24.587,OTHER,-37.657,-41.923,1275813003.19,1801183170.87,49.272,13.065,328.75,2.5631,-10236815.98,13888,PAUSED
2015-04-28,POL0000000383,EXEMPTIONS,348.79,214914.5,0,36,18.564,OTHER,14.472,15.452,-591396347.32,-1621235261.31,0.323,-14.513,285.52,1.6052,-210888659.42,19877,IMPLEMENTED
2015-05-05,POL0000000384,ASSET_TEST,357.26,39226.26,0,0,16.053,DISABILITY,-33.199,-44.211,-376926424.83,1394197059.93,31.762,16.528,-4.93,-2.9495,100359950.52,17816,PLANNED
2015-05-12,POL0000000385,SANCTIONS,482.17,57255.02,1,24,9.174,PREGNANT,36.182,38.563,-3997764268.08,-3026247648.87,29.327,17.942,-432.23,-0.3425,-106251594.06,12749,SUNSET
2015-05-19,POL0000000386,SANCTIONS,123.95,196246.58,0,60,19.879,UNEMPLOYED,-9.068,5.463,864103385.38,2152333605.5,-42.081,13.226,208.72,-1.4119,158799565.32,1740,IMPLEMENTED
2015-05-26,POL0000000387,EXEMPTIONS,55.4,139259.55,0,12,18.966,PREGNANT,-19.27,-31.461,398985035.01,-1240924786.45,39.72,22.263,444.86,1.6505,144187280.34,10182,IMPLEMENTED
2015-06-02,POL0000000388,WORK_REQUIREMENT,566.64,64176.65,0,48,5.118,UNEMPLOYED,27.488,40.816,1839317018.95,2876975266.74,19.19,-9.012,399.02,2.0678,-206802800.44,2167,IMPLEMENTED
2015-06-09,POL0000000389,ASSET_TEST,425.74,41206.03,0,36,9.101,CAREGIVER,-4.93,0.872,3155576192.54,3215132434.27,32.538,-10.977,-45.88,0.803,90228401.76,16831,PLANNED
2015-06-16,POL0000000390,ASSET_TEST,191.61,91865.31,0,60,4.886,NONE,-39.72,-38.332,-3677844462.59,-2195727374.33,1.401,4.055,-225.22,2.045,-171374633.6,9951,IMPLEMENTED
2015-06-23,POL0000000391,INCOME_TEST,135.18,147982.93,0,48,10.997,OTHER,-36.906,-37.259,-3783702924.06,-4361610773.6,-5.775,9.452,63.5,2.6971,198945186.99,9927,IMPLEMENTED
2015-06-30,POL0000000392,INCOME_TEST,493.32,216054.14,1,36,11.943,CAREGIVER,14.476,2.08,-2127329832.77,-2597746597.91,35.919,-18.209,444.33,2.2875,156755553.11,8749,PAUSED
2015-07-07,POL0000000393,EXEMPTIONS,56.03,115024.8,0,12,2.211,VETERAN,-23.175,-8.212,-1413440597.18,-650409197.4,15.766,18.868,125.37,-1.6157,112695389.65,19337,PLANNED
2015-07-14,POL0000000394,INCOME_TEST,286.45,12922.61,0,36,22.323,PREGNANT,-38.486,-44.281,-4326203685.96,-4537317727.22,1.993,-20.473,175.02,0.9462,100087318.36,6631,PAUSED
2015-07-21,POL0000000395,ASSET_TEST,406.61,243046.29,1,24,4.788,DISABILITY,-34.531,-20.891,-1738091604.99,-3614106153.28,-46.63,-8.862,73.41,0.4345,-226452993.2,7770,REVERSED
2015-07-28,POL0000000396,TIME_LIMIT,485.43,167452.65,0,36,19.411,DISABILITY,-31.83,-40.809,1263996953.56,2452639400.44,-33.729,14.289,79.42,-1.3667,-114873518.24,11548,PAUSED
2015-08-04,POL0000000397,EXEMPTIONS,109.37,123494.57,1,0,20.145,NONE,-4.02,7.009,-4001856465.78,-4757885919.6,20.243,-9.392,-169.55,-2.6412,174541348.39,15935,SUNSET
2015-08-11,POL0000000398,WORK_REQUIREMENT,222.43,243949.08,1,0,13.569,NONE,13.483,28.195,281608950.49,1655501972.58,8.295,-7.21,432.68,-1.1836,-211119795.88,14761,IMPLEMENTED
2015-08-18,POL0000000399,OTHER,14.42,147471.17,1,0,20.717,OTHER,9.141,16.461,420421385.39,703171237.23,19.383,-7.571,-15.92,-2.8627,82390431.94,15084,IMPLEMENTED
2015-08-25,POL0000000400,INCOME_TEST,190.93,209477.63,0,60,13.309,OTHER,-18.294,-17.699,3723034069.02,4774387720.74,2.041,16.922,-324.75,-0.1368,234511587.14,16029,REVERSED
2015-09-01,POL0000000401,BENEFIT_LEVEL,344.45,36563.57,0,24,13.119,PREGNANT,0.182,2.743,-3520996926.0,-4336175077.3,29.34,-13.824,26.45,2.3106,122920414.66,17395,IMPLEMENTED
2015-09-08,POL0000000402,EXEMPTIONS,332.82,106946.25,0,24,11.845,STUDENT,-13.243,-7.127,-2876482798.57,-4714988281.39,-31.976,24.07,-122.34,0.9392,239234513.32,15277,IMPLEMENTED
2015-09-15,POL0000000403,INCOME_TEST,359.03,147822.88,1,24,11.502,OTHER,25.836,36.196,3165809185.01,4873281912.23,45.583,-23.923,121.74,-0.2986,-85860987.21,626,REVERSED
2015-09-22,POL0000000404,EXEMPTIONS,201.09,213814.13,0,12,1.238,VETERAN,-37.809,-23.077,3730370085.16,5573907820.91,39.242,1.019,-269.6,-0.6429,-202613381.45,9537,PLANNED
2015-09-29,POL0000000405,ASSET_TEST,335.9,112638.76,0,0,11.769,UNEMPLOYED,8.541,10.124,-1249576414.46,-1938452190.66,-21.903,-4.927,464.32,2.8987,204066424.4,14450,IMPLEMENTED
2015-10-06,POL0000000406,BENEFIT_LEVEL,259.61,12885.65,0,24,5.03,DISABILITY,-8.82,-8.075,-4623767479.16,-3109921757.25,14.63,16.923,-204.19,-2.4666,-88659455.41,7699,IMPLEMENTED
2015-10-13,POL0000000407,OTHER,383.51,160741.9,1,0,15.832,OTHER,8.504,13.738,-527622314.65,-953680266.36,31.279,-0.043,-35.01,1.3015,185311556.74,12984,IMPLEMENTED
2015-10-20,POL0000000408,RECERTIFICATION,29.14,101094.14,0,0,1.001,NONE,14.67,8.256,-1510412773.5,467245120.55,26.361,2.044,-340.33,-0.1654,-244488973.39,15843,IMPLEMENTED
2015-10-27,POL0000000409,ASSET_TEST,509.9,65244.97,0,24,10.895,NONE,-23.172,-36.197,-4524919416.28,-3241533493.42,35.88,19.822,342.28,-2.0345,-167356093.35,16489,IN_PROGRESS
2015-11-03,POL0000000410,WORK_REQUIREMENT,575.46,35880.65,1,36,8.688,UNEMPLOYED,-37.741,-38.409,-3106269822.36,-4902572441.47,-34.638,17.184,-149.32,2.6002,178638087.3,15374,IMPLEMENTED
2015-11-10,POL0000000411,SANCTIONS,346.47,234409.65,1,12,5.489,CAREGIVER,21.736,10.344,-3239633270.46,-3301933905.55,-49.026,-17.185,444.49,1.1212,-129308384.19,6805,IMPLEMENTED
2015-11-17,POL0000000412,BENEFIT_LEVEL,466.31,38870.48,0,0,4.634,NONE,37.419,29.249,2768708892.59,1139740229.16,38.707,-18.418,403.94,2.0939,186732848.03,2527,IMPLEMENTED
2015-11-24,POL0000000413,RECERTIFICATION,526.89,190757.96,1,12,9.991,STUDENT,9.877,19.847,-4155843362.72,-2346632507.8,5.349,-21.743,-278.14,-2.2299,-10098071.38,2838,IMPLEMENTED
2015-12-01,POL0000000414,WORK_REQUIREMENT,112.42,185668.79,1,24,3.269,PREGNANT,39.424,32.965,1567760070.46,3349624365.27,4.174,15.57,-269.02,-2.5645,-162205180.47,1053,IMPLEMENTED
2015-12-08,POL0000000415,EXEMPTIONS,102.39,214788.21,0,0,11.702,UNEMPLOYED,-9.103,-19.072,-4715107060.29,-3099282867.46,11.189,6.413,-334.74,0.493,-148720150.87,10618,IMPLEMENTED
2015-12-15,POL0000000416,ASSET_TEST,156.7,57118.4,1,36,10.538,PREGNANT,-11.702,-1.129,-3713796450.47,-3837845793.79,-32.807,-4.238,42.87,-0.1009,249921352.02,13783,SUNSET
2015-12-22,POL0000000417,BENEFIT_LEVEL,569.58,8691.97,1,36,10.624,STUDENT,-21.946,-12.28,-2382868911.86,-3901896121.37,-30.944,-8.341,-307.27,2.99,-74907531.8,11217,IMPLEMENTED
2015-12-29,POL0000000418,TIME_LIMIT,390.87,153672.31,0,36,13.357,VETERAN,-25.569,-26.612,-2061807210.48,-3174385555.07,27.488,-15.63,-61.09,-0.1918,-30820655.79,1171,IMPLEMENTED
2016-01-05,POL0000000419,REPORTING,354.64,224183.13,1,0,6.998,DISABILITY,-17.246,-27.261,1700101404.13,1043815771.12,-4.248,-4.104,-159.03,-0.5555,80624942.99,2483,IMPLEMENTED
2016-01-12,POL0000000420,ASSET_TEST,3.42,60119.27,1,36,12.596,OTHER,-33.072,-19.934,2882809795.07,1205807839.82,19.793,-0.611,-120.8,-2.1645,-216700988.75,18656,IN_PROGRESS
2016-01-19,POL0000000421,INCOME_TEST,114.62,40301.6,1,48,7.899,DISABILITY,-25.143,-32.641,-4048061037.34,-2627223836.17,12.839,18.705,-226.59,0.3476,77580568.01,3904,REVERSED
2016-01-26,POL0000000422,BENEFIT_LEVEL,167.31,217218.61,1,0,16.451,OTHER,10.323,11.008,-4498982078.81,-6197928432.08,44.866,-18.312,-90.82,-2.084,114872360.36,18737,PAUSED
2016-02-02,POL0000000423,REPORTING,425.91,29153.43,1,36,11.159,OTHER,9.681,1.438,-1450933443.89,232137301.86,-1.694,-9.98,-422.11,0.7997,48379280.94,12680,IN_PROGRESS
2016-02-09,POL0000000424,RECERTIFICATION,546.23,16180.18,0,12,23.986,NONE,6.295,12.77,3120183750.81,4141014387.54,-16.188,3.184,393.89,1.0877,186014976.1,11000,PAUSED
2016-02-16,POL0000000425,ASSET_TEST,462.22,84450.61,1,48,2.682,DISABILITY,21.039,31.667,47356029.18,-1609099865.62,-42.963,7.57,296.4,1.7936,219932077.29,17113,IMPLEMENTED
2016-02-23,POL0000000426,EXEMPTIONS,176.52,60659.79,1,0,20.285,NONE,17.935,29.718,-1136774062.35,-3053872215.47,-32.634,-24.713,252.95,-1.6224,-66013848.14,12719,PAUSED
2016-03-01,POL0000000427,BENEFIT_LEVEL,418.04,137851.0,1,60,2.95,OTHER,-28.432,-27.94,4132980832.98,2229585682.06,0.886,-11.668,89.05,-2.3263,127342013.93,7802,PLANNED
2016-03-08,POL0000000428,INCOME_TEST,82.81,177073.66,1,60,8.303,VETERAN,-0.172,12.552,-23290271.4,-89233506.25,-25.549,-9.32,412.92,1.512,-99014638.96,14836,IMPLEMENTED
2016-03-15,POL0000000429,INCOME_TEST,342.94,95941.07,0,36,22.047,STUDENT,-0.87,13.115,-2741955158.86,-1686177593.18,-14.359,17.509,293.62,-1.9228,14231064.41,35,PLANNED
2016-03-22,POL0000000430,SANCTIONS,16.97,57974.7,1,48,13.29,CAREGIVER,33.079,22.036,-1775889137.48,-2799753207.66,31.631,21.157,-28.35,-1.0882,179645772.11,16683,IMPLEMENTED
2016-03-29,POL0000000431,ASSET_TEST,395.64,51178.32,1,48,12.653,OTHER,9.276,22.514,-2838745020.18,-1347757490.7,29.452,-5.029,-225.06,-0.8528,-161703002.58,5558,IMPLEMENTED
2016-04-05,POL0000000432,EXEMPTIONS,137.18,69840.16,1,0,1.902,NONE,39.608,52.966,1313321884.85,2955471689.53,43.361,-14.147,-52.27,-2.7162,-223935852.76,17288,PLANNED
2016-04-12,POL0000000433,INCOME_TEST,568.89,91482.51,1,12,12.864,OTHER,-38.431,-24.805,2603367259.24,3732890428.76,33.213,-1.537,127.13,1.4317,-125562646.49,10623,IMPLEMENTED
2016-04-19,POL0000000434,ASSET_TEST,20.14,143248.78,1,12,13.743,DISABILITY,26.994,41.024,-3178299025.88,-3113818395.8,30.805,-1.638,191.25,-0.0607,194523824.77,15269,IMPLEMENTED
2016-04-26,POL0000000435,TIME_LIMIT,10.66,183939.82,0,36,1.041,NONE,16.37,26.976,-82082014.3,483753454.92,27.72,22.507,266.68,-1.3468,179103631.75,4652,IMPLEMENTED
2016-05-03,POL0000000436,RECERTIFICATION,595.01,64955.16,1,48,11.379,STUDENT,23.167,23.026,-391906881.65,-1857606625.78,33.508,-17.55,-213.86,-0.4624,-79510353.01,11107,PLANNED
2016-05-10,POL0000000437,WORK_REQUIREMENT,92.67,64487.84,1,24,10.212,NONE,-21.656,-10.819,-1527239255.98,-2392871647.14,-43.268,18.486,174.85,0.3877,-138394817.16,19284,PLANNED
2016-05-17,POL0000000438,SANCTIONS,27.33,249530.01,0,0,1.402,STUDENT,-26.436,-16.19,-2936829691.79,-2097631511.23,-26.331,-5.749,-326.8,2.9802,187438177.34,8637,REVERSED
2016-05-24,POL0000000439,INCOME_TEST,84.79,192869.01,0,0,14.454,OTHER,38.839,24.651,3283876877.21,3458046443.46,33.386,-18.709,-15.82,2.2792,-221475046.97,13213,IMPLEMENTED
2016-05-31,POL0000000440,EXEMPTIONS,309.36,92367.47,0,24,15.959,CAREGIVER,-24.57,-26.19,-4992259984.18,-6135737788.7,6.593,13.997,-151.9,1.1741,-240090080.09,17586,IMPLEMENTED
2016-06-07,POL0000000441,REPORTING,66.32,142493.81,1,60,16.256,DISABILITY,-12.569,-10.164,-4954249375.42,-3753244343.18,39.321,-5.558,154.18,-2.1402,107870766.19,15429,PLANNED
2016-06-14,POL0000000442,ASSET_TEST,290.82,200723.36,1,48,13.687,OTHER,-38.193,-37.287,3726293548.72,4871382535.63,47.842,21.774,-37.45,-0.5618,55253060.51,18886,IN_PROGRESS
2016-06-21,POL0000000443,WORK_REQUIREMENT,139.03,6560.91,0,48,6.726,NONE,8.612,22.368,3576285722.39,3581252464.15,-0.842,-21.376,211.04,-2.335,248161968.6,12094,IMPLEMENTED
2016-06-28,POL0000000444,RECERTIFICATION,255.18,54227.22,0,36,21.453,NONE,5.522,-9.467,-4538541944.65,-4985613279.85,-5.41,-2.733,193.67,1.7628,6088954.45,6637,IN_PROGRESS
2016-07-05,POL0000000445,BENEFIT_LEVEL,291.63,113783.26,1,12,21.209,DISABILITY,7.582,16.587,-4160244333.61,-4940381316.03,-11.098,8.409,254.87,-1.0433,-41582568.2,15362,IN_PROGRESS
2016-07-12,POL0000000446,INCOME_TEST,386.61,232648.92,0,48,8.715,OTHER,34.972,30.249,4463927484.5,2988060902.8,-19.749,-7.362,396.68,2.4904,-97729332.52,14203,PLANNED
2016-07-19,POL0000000447,TIME_LIMIT,176.3,129556.66,0,0,12.517,VETERAN,-0.536,8.683,488645966.49,415034560.91,-38.085,-22.55,23.58,-1.7125,89353125.5,3084,IMPLEMENTED
2016-07-26,POL0000000448,TIME_LIMIT,71.26,62215.05,0,0,15.949,NONE,12.26,12.695,3852338054.35,3665337539.01,-43.291,10.59,-30.95,2.7624,-182519222.28,12821,IMPLEMENTED
2016-08-02,POL0000000449,EXEMPTIONS,151.96,67139.43,1,24,18.836,NONE,28.892,23.352,-4696845759.78,-5461377132.65,25.099,6.699,-130.54,0.6044,72662098.14,2319,PAUSED
2016-08-09,POL0000000450,INCOME_TEST,1.54,123253.58,1,48,1.615,NONE,23.282,13.414,-2522007143.06,-2250647834.71,-16.966,15.747,-284.03,-2.8387,-44760001.18,3343,IMPLEMENTED
2016-08-16,POL0000000451,REPORTING,270.84,186812.76,0,24,23.462,VETERAN,-12.516,-24.936,-4636320095.11,-5673257939.22,40.569,-8.698,-121.13,-1.9341,26625524.67,16986,PAUSED
2016-08-23,POL0000000452,OTHER,324.06,12213.46,1,0,17.533,NONE,4.342,7.438,-809090258.51,-344223515.76,16.691,-23.104,32.43,-2.0582,50227508.86,7377,IMPLEMENTED
2016-08-30,POL0000000453,INCOME_TEST,119.03,1099.82,0,36,24.242,DISABILITY,6.419,19.426,-4190967723.29,-5738066477.98,17.675,-4.14,242.79,2.3777,-75906662.5,803,IN_PROGRESS
2016-09-06,POL0000000454,BENEFIT_LEVEL,561.33,165753.01,0,0,12.299,DISABILITY,22.989,14.798,-2107635272.0,-993247938.59,32.097,-0.901,46.16,-0.1786,-160840976.34,11357,PAUSED
2016-09-13,POL0000000455,ASSET_TEST,205.27,236359.26,1,0,18.988,VETERAN,29.708,44.327,-3054577233.49,-3516171532.68,11.39,-3.873,-381.72,1.614,-33124487.5,3610,IN_PROGRESS
2016-09-20,POL0000000456,OTHER,109.19,157712.36,1,24,21.384,STUDENT,-6.769,7.126,1239193620.53,1254408479.94,-33.853,-14.351,-198.99,-1.8885,234977769.04,17754,IMPLEMENTED
2016-09-27,POL0000000457,SANCTIONS,294.81,121225.64,1,12,7.443,UNEMPLOYED,-15.784,-19.494,-4612942614.81,-6576538412.66,14.027,1.593,-498.06,-2.4057,187393793.79,4016,PLANNED
2016-10-04,POL0000000458,ASSET_TEST,182.54,207626.74,1,12,24.621,VETERAN,32.276,19.295,2519977992.89,2006742915.8,-16.43,7.153,146.66,-0.4869,-181570527.19,16775,IN_PROGRESS
2016-10-11,POL0000000459,INCOME_TEST,548.73,43499.85,1,0,18.792,OTHER,-15.66,-21.508,1517676768.34,3141866134.2,22.783,16.806,-359.39,-2.7006,-167763857.43,4440,REVERSED
2016-10-18,POL0000000460,INCOME_TEST,575.23,170085.32,1,48,13.514,OTHER,-38.085,-45.814,-3916441302.05,-2631319556.43,-15.491,-4.89,280.93,0.1294,-120187865.37,7374,IMPLEMENTED
2016-10-25,POL0000000461,OTHER,479.85,25316.65,1,36,0.471,UNEMPLOYED,14.853,19.127,-2385077084.67,-4269817381.38,-30.707,4.641,403.67,1.5149,237739809.23,11077,IMPLEMENTED
2016-11-01,POL0000000462,INCOME_TEST,450.39,223917.15,0,12,14.068,NONE,-38.555,-45.954,641335825.51,345652180.09,-39.696,-12.898,431.4,1.9956,-130351224.27,8804,IMPLEMENTED
2016-11-08,POL0000000463,ASSET_TEST,44.25,23563.8,0,0,13.89,CAREGIVER,-16.516,-27.116,2349273258.86,2940522347.66,20.876,16.458,-292.9,0.5391,-40745531.31,2052,IN_PROGRESS
2016-11-15,POL0000000464,BENEFIT_LEVEL,169.56,46117.0,0,0,6.454,OTHER,-5.152,-2.877,-699093909.85,-162689870.51,2.108,-9.917,-431.19,2.3513,-35014786.66,7345,IMPLEMENTED
2016-11-22,POL0000000465,INCOME_TEST,367.55,88713.31,0,48,19.789,STUDENT,19.698,34.361,1931575302.51,3232274206.71,18.582,-11.309,207.07,-1.7197,-39274837.35,15669,IMPLEMENTED
2016-11-29,POL0000000466,RECERTIFICATION,517.65,114486.71,0,48,12.376,OTHER,-5.29,-17.02,4454815267.93,4005450366.79,26.4,1.474,-155.68,-1.3708,-73186177.26,17644,IMPLEMENTED
2016-12-06,POL0000000467,EXEMPTIONS,312.22,160573.17,1,60,7.457,STUDENT,38.14,33.829,-4222959090.25,-3529673112.25,32.931,16.842,37.61,-0.5519,-21173401.38,17503,REVERSED
2016-12-13,POL0000000468,REPORTING,247.28,181823.24,1,48,23.714,UNEMPLOYED,-19.483,-30.214,1128815399.84,2963185247.81,-12.957,10.316,485.28,-2.3505,-156506063.77,2134,IMPLEMENTED
2016-12-20,POL0000000469,ASSET_TEST,273.88,70950.93,0,48,20.652,STUDENT,8.562,8.54,-2765954750.31,-1537332578.06,-21.569,-5.332,177.9,0.5067,-197275129.89,10770,IMPLEMENTED
2016-12-27,POL0000000470,OTHER,428.83,214015.63,1,0,22.16,NONE,-25.42,-22.359,-266774522.89,381935353.03,20.593,-8.409,-104.96,-0.4321,-226479351.58,11786,IMPLEMENTED
2017-01-03,POL0000000471,BENEFIT_LEVEL,585.48,49717.54,0,0,1.994,OTHER,0.853,-9.809,-24316165.11,814055834.99,1.088,-14.313,356.87,2.7439,233956719.31,44,IN_PROGRESS
2017-01-10,POL0000000472,OTHER,564.68,147363.97,0,24,7.587,OTHER,10.887,17.239,-4597147349.16,-6318450726.52,4.637,-4.797,-6.76,1.748,-71579481.01,14991,IMPLEMENTED
2017-01-17,POL0000000473,SANCTIONS,164.66,83503.82,1,0,5.012,CAREGIVER,-10.527,-22.715,-578103641.56,-124082405.21,-10.142,13.323,279.33,1.0509,-60265747.21,1630,IN_PROGRESS
2017-01-24,POL0000000474,TIME_LIMIT,433.54,86068.39,0,24,24.959,OTHER,11.361,18.634,2411954360.53,2608624895.13,-47.642,6.706,-145.84,2.5592,245399572.28,15864,IN_PROGRESS
2017-01-31,POL0000000475,RECERTIFICATION,134.85,175617.72,0,0,10.331,NONE,-31.026,-20.032,-2119789605.82,-1927421346.99,-5.496,-16.54,-61.5,-2.8861,144900491.45,13065,PLANNED
2017-02-07,POL0000000476,INCOME_TEST,162.75,196942.52,1,24,7.265,OTHER,5.131,12.711,-1812940020.35,-3193379285.98,49.314,9.393,-370.47,-2.8893,134101619.75,16645,PAUSED
2017-02-14,POL0000000477,RECERTIFICATION,467.67,232400.44,0,48,6.481,STUDENT,-32.676,-45.935,-4380594951.94,-3530004214.73,31.846,16.229,-243.24,-1.2569,-110288057.24,1931,IMPLEMENTED
2017-02-21,POL0000000478,WORK_REQUIREMENT,177.09,12061.68,1,36,13.529,STUDENT,-14.32,-15.843,2992201485.42,1326341902.94,-17.848,-21.708,332.39,2.9468,207737194.04,17891,IMPLEMENTED
2017-02-28,POL0000000479,INCOME_TEST,327.93,194992.19,0,0,19.269,DISABILITY,29.411,41.126,3461135363.22,4280310202.12,-11.329,-9.081,-455.78,-2.2325,-220578851.53,8198,IMPLEMENTED
2017-03-07,POL0000000480,OTHER,0.37,77575.79,1,60,3.178,NONE,-0.463,-14.07,2241777162.22,1255902764.86,-46.086,23.214,31.64,-0.0645,56382831.15,4496,IMPLEMENTED
2017-03-14,POL0000000481,REPORTING,358.51,19113.23,1,60,19.237,NONE,36.514,36.785,1589306287.53,293588470.54,-22.322,5.943,32.81,-1.0849,119026848.36,5973,SUNSET
2017-03-21,POL0000000482,BENEFIT_LEVEL,379.42,240452.24,1,48,10.665,CAREGIVER,-21.783,-35.925,2092901177.0,1088055567.06,-39.744,21.026,-491.54,1.7799,-5326056.73,7308,IMPLEMENTED
2017-03-28,POL0000000483,EXEMPTIONS,234.07,232524.07,0,12,22.595,OTHER,20.342,16.289,-1688672123.08,-2547113284.12,38.775,-15.276,-41.96,0.9024,218559751.42,6452,IMPLEMENTED
2017-04-04,POL0000000484,ASSET_TEST,132.16,237267.47,0,48,19.283,NONE,18.931,19.826,-450736208.66,282900360.63,-30.372,14.468,118.15,-1.2455,-133137891.87,9438,IMPLEMENTED
2017-04-11,POL0000000485,ASSET_TEST,534.48,85187.66,1,12,10.853,UNEMPLOYED,-12.611,-1.683,-867074210.06,-711077873.35,-0.673,-11.064,448.48,-1.4706,209890018.98,16761,PLANNED
2017-04-18,POL0000000486,WORK_REQUIREMENT,536.97,73692.5,1,24,2.169,CAREGIVER,-16.252,-19.127,-705668282.93,-1905373097.95,-44.142,11.924,28.39,0.1764,-101365101.97,629,PLANNED
2017-04-25,POL0000000487,RECERTIFICATION,132.05,76772.25,0,0,18.693,UNEMPLOYED,32.493,39.675,-1661255924.2,-2911332153.32,43.861,3.61,-318.03,-1.4382,206206852.58,19547,PAUSED
2017-05-02,POL0000000488,EXEMPTIONS,528.12,170719.77,1,24,9.161,NONE,-10.356,-2.756,896564569.66,2571742507.3,8.945,-21.511,-28.29,1.8237,-239642103.53,10613,IMPLEMENTED
2017-05-09,POL0000000489,EXEMPTIONS,347.25,27271.29,0,48,10.424,CAREGIVER,-3.997,4.122,4205221102.12,3176287457.12,-34.623,-19.354,301.08,2.0999,-230946040.26,19014,PLANNED
2017-05-16,POL0000000490,RECERTIFICATION,98.07,23996.26,1,36,18.581,STUDENT,-18.897,-14.081,-1563096586.91,-3344411010.39,3.265,1.147,-273.87,2.5888,-215673960.62,4851,IN_PROGRESS
2017-05-23,POL0000000491,RECERTIFICATION,88.07,10230.01,0,60,13.477,VETERAN,-15.539,-23.339,-3244021683.27,-3366942830.43,17.66,5.424,423.66,-0.3657,-160350168.87,15145,IN_PROGRESS
2017-05-30,POL0000000492,WORK_REQUIREMENT,223.22,402.89,1,0,5.646,DISABILITY,-31.978,-37.31,-2884455517.91,-3371957015.82,-31.259,8.492,0.12,2.2417,160992579.46,6923,IMPLEMENTED
2017-06-06,POL0000000493,RECERTIFICATION,360.68,87232.17,0,0,4.175,PREGNANT,-32.323,-25.887,4958418522.78,4632005711.62,-23.126,-0.228,335.92,1.2853,147482272.04,5954,IMPLEMENTED
2017-06-13,POL0000000494,BENEFIT_LEVEL,359.31,120454.43,0,36,15.617,OTHER,-14.182,-19.531,4209451084.89,3207080919.47,39.243,-14.175,356.78,2.7874,183238271.48,318,IN_PROGRESS
2017-06-20,POL0000000495,EXEMPTIONS,519.25,169067.62,1,60,19.748,CAREGIVER,-27.479,-21.226,4482789811.03,4997073238.55,37.164,-3.184,439.24,0.8978,-38875664.19,3659,IMPLEMENTED
2017-06-27,POL0000000496,BENEFIT_LEVEL,541.43,82688.29,1,0,3.359,DISABILITY,-12.656,-8.959,-2223585873.73,-1180676905.5,-48.165,-3.788,379.69,-2.4693,-93559685.4,10601,IMPLEMENTED
2017-07-04,POL0000000497,INCOME_TEST,486.07,129977.5,0,24,21.512,NONE,-21.594,-9.603,-3174126856.15,-3313248156.36,36.811,13.552,-435.58,0.5135,146340697.1,5521,IMPLEMENTED
2017-07-11,POL0000000498,TIME_LIMIT,415.92,14415.06,0,60,16.31,NONE,12.698,8.839,3640677464.39,3383105199.07,20.204,-13.393,259.86,-2.9483,-57761265.77,9321,SUNSET
2017-07-18,POL0000000499,ASSET_TEST,286.83,196015.78,0,48,23.451,UNEMPLOYED,20.884,7.317,-2998545458.05,-2005343892.74,-17.671,17.822,-77.59,-2.203,38549831.55,9287,PAUSED
2017-07-25,POL0000000500,INCOME_TEST,33.15,179725.42,0,36,24.507,PREGNANT,-13.45,-10.547,-2342302683.28,-3249767635.65,-29.102,0.418,-175.01,-1.3588,-111483956.48,11682,PLANNED
2017-08-01,POL0000000501,SANCTIONS,294.71,79272.88,0,60,4.71,UNEMPLOYED,17.084,18.973,2492577133.53,3783887314.88,26.202,17.016,-201.54,1.9013,-134809999.11,6919,PLANNED
2017-08-08,POL0000000502,INCOME_TEST,542.83,169802.82,1,60,22.064,OTHER,2.564,-2.851,-3519373753.39,-4485447416.59,-0.627,-21.745,-150.54,1.6428,61697485.75,17580,PAUSED
