env_air_monitor_date,env_air_monitor_site_id,env_air_pollutant_code,env_air_daily_avg_concentration,env_air_daily_max_8hr_concentration,env_air_aqi_value,env_air_exceedance_flag,env_air_exceptional_event_flag,env_air_wildfire_smoke_flag,env_air_temperature_c,env_air_relative_humidity_pct,env_air_wind_speed_m_s,env_air_wind_direction_deg,env_air_barometric_pressure_hpa,env_air_instrument_method_code,env_air_data_completeness_pct,env_air_calibration_check_flag,env_air_near_roadway_indicator,env_air_population_exposure_estimate,env_air_health_advisory_level
2020-03-11,SITE0000436,PM25,94.085,47.625,36,0,0,0,-8.77,52.34,1.86,269,991.51,BAM1020,65.92,0,0,1718815,NONE
2020-03-12,SITE0000437,PM25,16.143,66.434,457,0,0,1,17.34,15.28,8.0,257,1008.82,BAM1020,86.88,0,0,590816,NONE
2020-03-13,SITE0000438,CO,79.047,136.714,428,0,0,0,40.27,77.01,7.9,249,1031.16,FRM,53.48,0,0,612563,NONE
2020-03-14,SITE0000439,O3,116.182,106.193,198,0,0,0,20.57,91.47,6.54,71,982.17,FRM,97.58,0,0,2304519,NONE
2020-03-15,SITE0000440,O3,106.564,64.713,107,0,0,1,0.63,56.29,0.08,322,1024.13,NDIR,74.73,0,1,582095,SENSITIVE
2020-03-16,SITE0000441,PM25,87.859,83.602,372,0,0,0,13.49,61.15,17.16,270,1036.48,CHEMILUMINESCENCE,69.13,0,1,820355,NONE
2020-03-17,SITE0000442,PM25,115.875,142.451,45,1,0,0,16.43,49.53,0.61,43,987.3,UV_PHOTOMETRY,78.06,0,0,1886532,SENSITIVE
2020-03-18,SITE0000443,NO2,46.444,66.603,469,0,0,0,0.47,37.4,6.95,263,959.53,UV_PHOTOMETRY,90.77,0,0,837413,NONE
2020-03-19,SITE0000444,NO2,30.908,60.221,443,0,0,1,7.7,78.23,7.8,277,1040.71,NDIR,93.01,0,0,2389174,VERY_UNHEALTHY
2020-03-20,SITE0000445,NO2,112.001,93.607,121,0,1,0,-0.41,81.45,14.14,342,1026.07,CHEMILUMINESCENCE,87.42,0,0,1442485,UNHEALTHY
2020-03-21,SITE0000446,O3,27.715,167.531,37,0,0,0,37.7,40.16,0.43,340,967.04,FRM,63.24,0,1,1567408,VERY_UNHEALTHY
2020-03-22,SITE0000447,NO2,22.611,182.284,363,0,0,0,21.56,38.7,14.07,287,1018.95,FEM,67.6,0,0,36,NONE
2020-03-23,SITE0000448,PM25,110.489,31.614,421,0,0,0,25.28,22.1,8.48,138,1016.23,NDIR,91.79,0,0,2487544,NONE
2020-03-24,SITE0000449,PM25,32.955,181.566,469,0,0,0,-16.53,31.83,6.0,146,1043.64,UV_PHOTOMETRY,87.07,1,0,1193733,SENSITIVE
2020-03-25,SITE0000450,PM25,115.255,52.058,152,0,0,0,-7.1,92.39,10.63,86,1027.24,FEM,86.54,1,0,57158,NONE
2020-03-26,SITE0000451,O3,4.099,141.7,78,0,0,0,11.95,50.27,10.6,230,1028.07,CHEMILUMINESCENCE,62.11,0,1,283769,SENSITIVE
2020-03-27,SITE0000452,CO,86.817,108.735,265,0,0,0,-12.48,41.82,10.6,233,984.02,NDIR,82.3,0,1,1281676,NONE
2020-03-28,SITE0000453,O3,90.691,118.864,121,0,0,0,18.85,45.31,11.09,296,1042.55,NDIR,73.14,0,0,1391778,NONE
2020-03-29,SITE0000454,PM25,108.707,10.007,194,0,0,0,7.89,89.39,5.3,192,961.88,CHEMILUMINESCENCE,51.84,1,0,226580,NONE
2020-03-30,SITE0000455,SO2,115.655,96.247,237,0,0,1,29.17,83.15,16.87,272,977.92,NDIR,98.73,0,0,554649,UNHEALTHY
2020-03-31,SITE0000456,SO2,70.268,205.931,265,1,0,0,42.56,96.95,10.64,219,970.79,NDIR,53.21,0,1,2095178,NONE
2020-04-01,SITE0000457,O3,31.79,86.962,107,0,0,0,4.41,44.76,4.35,1,981.87,UV_PHOTOMETRY,51.23,0,0,1221162,SENSITIVE
2020-04-02,SITE0000458,PM25,78.991,97.279,91,0,1,0,26.9,85.6,1.39,109,1011.54,TEOM,73.35,1,0,139163,NONE
2020-04-03,SITE0000459,PM25,59.542,133.004,389,0,0,0,20.29,21.82,1.78,317,1012.71,BAM1020,83.59,1,0,469289,NONE
2020-04-04,SITE0000460,CO,26.1,76.027,449,1,0,1,3.28,92.1,13.81,283,964.91,FRM,96.91,0,1,1916004,NONE
2020-04-05,SITE0000461,PM25,60.864,83.537,171,1,0,0,39.83,77.41,8.9,105,985.24,BAM1020,68.74,0,1,1366787,HAZARDOUS
2020-04-06,SITE0000462,O3,71.706,46.758,478,1,0,0,18.03,17.33,14.58,233,1015.44,NDIR,50.49,0,0,1295883,NONE
2020-04-07,SITE0000463,O3,64.28,181.183,220,0,0,0,-10.03,10.06,12.87,238,1032.92,FEM,65.32,0,0,1359161,NONE
2020-04-08,SITE0000464,PM10,63.115,220.332,55,0,0,0,5.73,26.68,1.95,208,1033.83,FEM,99.95,0,0,1414348,VERY_UNHEALTHY
2020-04-09,SITE0000465,O3,6.474,225.75,95,0,0,0,-4.35,14.09,3.26,160,1017.06,UV_PHOTOMETRY,51.76,1,0,762332,NONE
2020-04-10,SITE0000466,PM25,25.081,21.271,485,0,0,0,-6.29,45.54,17.76,118,997.36,FEM,68.75,0,0,1662801,NONE
2020-04-11,SITE0000467,PM10,80.769,28.015,332,0,0,0,40.63,13.64,3.22,40,961.98,BAM1020,73.24,0,0,2012878,NONE
2020-04-12,SITE0000468,PM10,98.698,245.285,99,0,0,0,16.17,79.57,1.39,64,958.35,FEM,79.07,1,0,814313,SENSITIVE
2020-04-13,SITE0000469,SO2,7.54,206.178,290,0,0,0,-1.21,44.32,13.12,217,1040.73,UV_PHOTOMETRY,97.08,1,0,2195349,SENSITIVE
2020-04-14,SITE0000470,NO2,5.851,1.807,284,0,0,0,5.77,11.78,12.96,25,976.18,BAM1020,65.47,0,1,2340149,NONE
2020-04-15,SITE0000471,PM25,119.572,141.401,436,1,0,0,43.09,44.35,17.47,240,960.43,FRM,54.54,1,0,2345119,NONE
2020-04-16,SITE0000472,PM25,96.97,52.112,275,0,0,1,7.64,40.18,1.38,106,974.87,UV_PHOTOMETRY,85.4,0,1,1639613,SENSITIVE
2020-04-17,SITE0000473,PM25,85.984,24.432,171,0,0,1,2.51,67.59,10.53,98,1027.99,CHEMILUMINESCENCE,98.83,0,0,1883748,NONE
2020-04-18,SITE0000474,NO2,76.886,25.77,380,0,0,0,-17.87,14.56,2.98,303,964.83,CHEMILUMINESCENCE,76.69,0,0,406067,VERY_UNHEALTHY
2020-04-19,SITE0000475,SO2,41.067,134.48,113,0,0,0,10.25,30.49,16.05,206,1039.9,TEOM,50.63,0,0,43642,NONE
2020-04-20,SITE0000476,PM25,108.092,225.375,452,0,1,0,10.92,19.0,2.94,84,953.43,UV_PHOTOMETRY,83.86,0,0,560371,NONE
2020-04-21,SITE0000477,O3,93.92,146.274,493,0,1,0,23.71,34.34,8.72,295,951.15,CHEMILUMINESCENCE,91.31,0,0,422604,NONE
2020-04-22,SITE0000478,NO2,76.768,94.905,62,0,0,0,-3.34,54.81,17.05,49,964.56,NDIR,94.55,0,1,1755641,NONE
2020-04-23,SITE0000479,PM25,97.202,27.245,58,0,1,0,-4.0,64.21,13.95,96,983.91,TEOM,90.8,0,1,1986030,SENSITIVE
2020-04-24,SITE0000480,NO2,33.704,112.974,491,1,0,0,-4.19,36.62,6.1,234,1037.24,BAM1020,53.1,0,1,27158,NONE
2020-04-25,SITE0000481,PM10,54.485,156.886,130,0,1,0,27.25,94.18,1.58,169,1002.89,TEOM,73.27,0,0,2203618,NONE
2020-04-26,SITE0000482,PM25,9.285,97.49,113,0,0,1,-13.46,93.83,6.91,64,1034.14,FRM,53.68,0,0,787239,NONE
2020-04-27,SITE0000483,PM10,99.508,128.043,87,1,0,0,35.4,36.0,13.13,100,995.4,FEM,90.18,0,1,884315,VERY_UNHEALTHY
2020-04-28,SITE0000484,PM25,96.588,31.041,403,0,0,0,32.32,44.69,7.74,234,982.64,FEM,72.33,0,0,205201,NONE
2020-04-29,SITE0000485,O3,95.29,109.662,45,1,0,0,22.64,45.13,13.59,117,1032.62,TEOM,76.27,0,0,1284485,HAZARDOUS
2020-04-30,SITE0000486,CO,54.566,79.899,498,1,0,1,44.56,62.52,9.48,161,1018.85,TEOM,71.29,0,0,466522,NONE
2020-05-01,SITE0000487,PM25,49.591,20.492,327,0,0,0,16.32,77.99,17.4,104,960.4,FRM,77.82,0,0,2210896,NONE
2020-05-02,SITE0000488,SO2,118.764,91.073,127,0,0,0,-9.82,53.49,0.06,314,988.17,NDIR,60.77,0,0,1042127,NONE
2020-05-03,SITE0000489,SO2,108.362,182.465,351,0,0,0,9.03,50.16,17.92,265,1034.92,UV_PHOTOMETRY,83.89,0,0,2388201,NONE
2020-05-04,SITE0000490,PM10,12.142,209.736,219,0,0,0,30.2,11.48,9.9,299,994.46,NDIR,59.44,0,0,765270,NONE
2020-05-05,SITE0000491,PM25,49.244,97.61,453,0,0,0,37.87,11.96,5.17,43,1016.58,FEM,59.27,0,0,1902904,NONE
2020-05-06,SITE0000492,PM25,44.188,230.106,121,0,0,0,-15.27,53.83,4.95,101,987.49,TEOM,91.75,1,0,1146732,NONE
2020-05-07,SITE0000493,CO,90.348,160.267,121,1,0,0,43.42,75.16,17.8,268,1010.41,FRM,51.27,0,0,428978,SENSITIVE
2020-05-08,SITE0000494,PM25,69.652,155.666,85,0,0,0,16.13,82.82,16.48,115,1034.16,TEOM,82.24,1,1,1215030,SENSITIVE
2020-05-09,SITE0000495,PM25,43.712,172.532,300,0,0,0,8.26,10.72,16.26,233,959.13,CHEMILUMINESCENCE,83.4,0,1,78041,NONE
2020-05-10,SITE0000496,NO2,65.793,128.678,197,0,0,1,16.66,90.26,16.06,198,1043.84,BAM1020,93.34,1,1,1456591,NONE
2020-05-11,SITE0000497,O3,52.279,230.219,21,0,0,0,36.03,55.01,2.21,296,1030.26,NDIR,57.86,0,1,1800720,HAZARDOUS
2020-05-12,SITE0000498,O3,37.616,227.813,459,0,1,0,20.77,12.27,16.51,34,1040.65,FEM,53.42,0,1,229759,NONE
2020-05-13,SITE0000499,O3,117.302,151.356,72,0,0,0,22.71,44.32,16.82,41,1020.5,CHEMILUMINESCENCE,93.81,0,1,813005,NONE
2020-05-14,SITE0000500,CO,45.868,80.725,139,0,0,0,24.01,65.39,1.78,329,1000.02,FRM,90.5,0,0,2448766,UNHEALTHY
2020-05-15,SITE0000501,O3,72.2,232.175,3,0,0,0,-9.98,63.97,6.42,196,1033.27,FEM,67.78,0,1,1917801,NONE
2020-05-16,SITE0000502,PM25,68.823,141.241,82,0,0,0,43.79,84.07,12.27,259,965.77,BAM1020,92.13,0,0,2343876,NONE
2020-05-17,SITE0000503,O3,117.595,143.69,345,0,0,0,-7.04,31.32,16.08,108,1030.93,UV_PHOTOMETRY,72.23,0,0,2432234,NONE
2020-05-18,SITE0000504,O3,96.166,165.138,134,0,0,0,40.35,95.9,15.74,56,1005.18,FRM,66.8,0,0,1645308,NONE
2020-05-19,SITE0000505,O3,98.861,220.957,299,0,0,0,4.42,11.13,5.79,16,1012.68,FRM,89.91,0,0,2461999,UNHEALTHY
2020-05-20,SITE0000506,CO,70.859,87.631,152,0,0,0,33.55,92.87,2.4,112,959.71,FEM,53.15,0,1,2214489,NONE
2020-05-21,SITE0000507,PM25,68.422,53.878,224,1,0,0,43.13,80.25,15.18,274,963.62,BAM1020,93.52,0,1,1922921,NONE
2020-05-22,SITE0000508,PM25,31.889,82.646,456,0,1,0,-0.82,90.63,4.64,348,958.96,UV_PHOTOMETRY,82.08,0,1,1623822,UNHEALTHY
2020-05-23,SITE0000509,NO2,22.041,33.795,21,0,0,1,-4.42,82.42,2.81,217,971.58,BAM1020,89.61,0,1,1030328,NONE
2020-05-24,SITE0000510,SO2,26.291,249.977,297,1,0,0,-19.89,67.64,14.53,234,1035.99,NDIR,99.46,0,0,1245818,NONE
2020-05-25,SITE0000511,O3,104.35,140.99,316,0,0,0,-13.62,60.08,16.51,85,1021.97,UV_PHOTOMETRY,75.8,0,0,649787,NONE
2020-05-26,SITE0000512,PM10,29.582,38.504,114,0,0,0,-15.74,55.38,5.08,73,1018.91,FEM,70.47,0,1,795903,NONE
2020-05-27,SITE0000513,PM25,108.087,169.842,468,0,0,0,11.1,97.53,3.34,55,1001.36,FEM,69.36,0,0,325652,UNHEALTHY
2020-05-28,SITE0000514,PM25,10.137,208.492,355,0,0,0,-4.47,23.7,4.14,91,1020.46,FEM,82.79,0,1,75826,NONE
2020-05-29,SITE0000515,NO2,64.427,169.02,305,0,0,0,16.28,39.05,5.92,102,1027.01,FRM,57.25,0,1,693975,NONE
2020-05-30,SITE0000516,PM25,58.567,81.297,444,0,0,1,-1.68,30.89,6.39,241,1037.33,BAM1020,71.82,0,0,1259720,NONE
2020-05-31,SITE0000517,CO,112.65,67.95,454,0,0,0,21.24,44.49,17.86,180,1031.38,BAM1020,90.77,0,0,295774,VERY_UNHEALTHY
2020-06-01,SITE0000518,PM25,61.095,158.314,285,0,0,1,-13.65,84.92,0.7,127,1044.21,FEM,58.41,0,0,903043,NONE
2020-06-02,SITE0000519,PM10,55.273,23.632,200,0,0,0,5.18,90.64,13.86,285,1016.87,UV_PHOTOMETRY,58.7,0,0,2499152,NONE
2020-06-03,SITE0000520,O3,80.09,59.881,312,0,0,0,-13.68,13.34,10.61,311,968.66,BAM1020,86.42,0,0,88358,UNHEALTHY
2020-06-04,SITE0000521,PM25,18.271,30.023,145,1,0,0,34.19,16.4,15.37,150,982.04,UV_PHOTOMETRY,82.64,0,1,1781096,NONE
2020-06-05,SITE0000522,O3,71.266,76.011,78,0,0,0,37.34,51.62,8.81,97,1006.21,FRM,92.69,1,0,2030389,NONE
2020-06-06,SITE0000523,PM10,27.097,61.82,167,0,0,0,24.78,35.69,17.81,138,969.35,TEOM,68.12,0,0,327030,NONE
2020-06-07,SITE0000524,PM25,107.267,83.637,136,0,0,0,8.62,32.13,8.9,344,969.23,NDIR,88.91,0,0,2365385,NONE
2020-06-08,SITE0000525,SO2,72.1,179.722,324,0,0,0,0.17,96.63,13.42,88,1015.63,FEM,55.02,0,1,66361,NONE
2020-06-09,SITE0000526,O3,85.724,217.983,374,0,0,1,18.77,43.69,3.2,353,1037.83,TEOM,85.68,0,0,1284382,NONE
2020-06-10,SITE0000527,NO2,24.887,132.039,63,0,0,0,44.97,12.49,11.17,255,1018.11,UV_PHOTOMETRY,51.59,0,0,2314779,VERY_UNHEALTHY
2020-06-11,SITE0000528,CO,20.468,56.444,363,0,0,0,27.79,88.39,10.18,51,977.86,FRM,95.97,0,1,1945718,NONE
2020-06-12,SITE0000529,PM25,109.188,90.032,185,0,0,0,9.74,80.58,9.4,22,1043.52,FRM,73.24,0,1,1536136,VERY_UNHEALTHY
2020-06-13,SITE0000530,PM25,5.068,106.118,94,0,0,0,32.56,51.83,13.08,281,1007.14,UV_PHOTOMETRY,95.0,0,0,1699630,UNHEALTHY
2020-06-14,SITE0000531,NO2,95.499,128.074,220,0,0,0,-17.49,78.03,17.6,258,1002.2,CHEMILUMINESCENCE,96.29,0,0,1262012,NONE
2020-06-15,SITE0000532,PM10,102.712,1.907,99,0,0,0,43.69,66.75,5.2,318,984.67,TEOM,95.2,0,0,709283,UNHEALTHY
2020-06-16,SITE0000533,CO,111.125,79.169,493,0,0,0,36.09,18.87,17.26,261,1019.46,FEM,63.04,0,0,2206181,NONE
2020-06-17,SITE0000534,PM25,92.07,243.284,64,0,0,0,35.43,60.39,11.49,338,983.45,BAM1020,87.14,1,0,1395087,UNHEALTHY
2020-06-18,SITE0000535,PM25,114.913,16.186,60,0,0,0,34.25,33.7,14.52,40,954.06,UV_PHOTOMETRY,89.26,0,1,2246288,NONE
2020-06-19,SITE0000536,O3,88.292,179.793,17,0,0,0,37.61,97.02,11.47,128,963.78,FRM,72.45,0,0,859463,NONE
2020-06-20,SITE0000537,NO2,104.573,116.901,168,1,0,0,-16.6,63.87,5.32,31,1044.62,NDIR,53.89,0,0,2387589,NONE
2020-06-21,SITE0000538,PM10,32.634,29.41,96,1,0,0,34.0,29.93,11.49,274,1003.86,NDIR,74.73,0,0,1148158,SENSITIVE
2020-06-22,SITE0000539,O3,4.117,233.193,161,0,0,0,21.18,15.31,10.06,190,999.02,TEOM,74.53,1,0,1732340,NONE
2020-06-23,SITE0000540,O3,2.469,150.803,385,0,0,0,37.47,14.01,16.05,348,1031.4,FRM,77.9,1,0,984030,NONE
2020-06-24,SITE0000541,O3,38.209,170.169,272,1,0,0,17.53,78.74,17.44,109,985.75,TEOM,79.92,0,0,555922,NONE
2020-06-25,SITE0000542,O3,33.315,235.266,120,0,0,0,43.92,88.07,14.18,243,1006.21,UV_PHOTOMETRY,95.01,0,0,231266,UNHEALTHY
2020-06-26,SITE0000543,PM25,78.763,134.845,341,0,0,1,0.57,54.98,2.78,187,955.91,FRM,62.6,0,0,123,NONE
2020-06-27,SITE0000544,SO2,90.107,0.238,237,1,0,0,38.43,68.42,16.7,54,1048.89,FRM,82.63,0,0,421878,NONE
2020-06-28,SITE0000545,O3,95.315,148.567,436,0,0,0,28.05,41.85,5.57,205,971.93,FEM,60.04,0,0,1173743,NONE
2020-06-29,SITE0000546,PM25,49.447,168.936,402,0,0,1,-6.33,35.23,8.79,328,966.47,CHEMILUMINESCENCE,89.27,0,0,1055675,NONE
2020-06-30,SITE0000547,PM25,98.699,101.649,50,0,0,0,-2.09,28.32,10.2,248,996.81,BAM1020,85.9,0,0,492889,NONE
2020-07-01,SITE0000548,SO2,15.383,16.446,447,0,0,0,38.33,53.24,7.53,33,973.75,FRM,89.53,0,0,285152,NONE
2020-07-02,SITE0000549,PM25,88.076,198.07,259,0,0,0,-1.96,53.26,15.03,278,998.79,FEM,95.6,0,1,534435,VERY_UNHEALTHY
2020-07-03,SITE0000550,PM25,78.196,14.775,332,0,0,0,22.51,97.68,4.37,353,978.72,FEM,65.65,0,0,1985638,UNHEALTHY
2020-07-04,SITE0000551,NO2,109.662,167.716,14,0,0,0,39.81,50.05,9.71,294,976.34,UV_PHOTOMETRY,87.51,0,0,572014,UNHEALTHY
2020-07-05,SITE0000552,PM25,60.015,37.838,280,0,0,0,-0.62,90.37,4.92,326,1025.06,TEOM,83.32,0,0,1837273,NONE
2020-07-06,SITE0000553,PM25,17.804,76.178,247,0,1,0,22.76,15.86,3.29,68,962.99,TEOM,70.89,0,0,1025254,NONE
2020-07-07,SITE0000554,NO2,0.703,174.715,331,0,0,0,9.18,15.19,9.2,334,1048.96,UV_PHOTOMETRY,89.91,1,0,1472212,VERY_UNHEALTHY
2020-07-08,SITE0000555,PM25,0.789,215.013,272,0,0,0,-15.67,43.94,17.07,345,950.32,FEM,80.71,0,0,1964870,NONE
2020-07-09,SITE0000556,PM25,97.244,190.341,412,1,0,0,7.61,82.17,14.36,108,961.6,TEOM,99.88,0,0,731260,HAZARDOUS
2020-07-10,SITE0000557,NO2,117.777,240.312,218,0,0,0,10.2,92.09,2.85,265,1025.66,FEM,65.74,0,0,28076,HAZARDOUS
2020-07-11,SITE0000558,O3,0.683,30.289,309,0,0,0,43.11,32.52,1.9,131,952.18,BAM1020,70.71,0,0,418890,NONE
2020-07-12,SITE0000559,PM25,41.783,92.621,66,0,0,0,-4.85,89.78,1.55,15,961.54,FEM,88.15,0,0,1113978,NONE
2020-07-13,SITE0000560,NO2,91.941,237.163,186,0,0,0,-9.79,42.72,9.99,205,987.16,BAM1020,97.29,0,1,231758,NONE
2020-07-14,SITE0000561,O3,63.493,188.982,455,0,0,0,20.31,22.16,17.5,170,955.28,NDIR,79.26,0,0,2152060,NONE
2020-07-15,SITE0000562,NO2,117.36,213.577,377,0,0,0,-13.06,30.3,5.0,253,1038.73,FRM,71.0,1,1,868628,SENSITIVE
2020-07-16,SITE0000563,NO2,19.578,53.181,387,0,0,0,37.03,27.73,12.76,305,1015.69,FRM,71.5,0,0,971195,NONE
2020-07-17,SITE0000564,O3,78.205,184.309,454,0,0,1,-0.68,80.65,7.3,258,991.93,TEOM,51.89,0,1,1079553,NONE
2020-07-18,SITE0000565,PM25,39.506,137.784,33,0,0,0,10.13,85.67,12.61,50,973.45,FRM,90.3,0,1,281885,SENSITIVE
2020-07-19,SITE0000566,NO2,76.292,142.914,263,0,0,0,1.32,88.94,3.99,184,953.82,FRM,61.71,0,0,2042299,SENSITIVE
2020-07-20,SITE0000567,PM10,100.582,240.361,184,0,0,0,40.82,40.51,11.91,321,1011.32,TEOM,83.0,0,1,1964703,NONE
2020-07-21,SITE0000568,O3,53.185,27.82,142,0,0,0,24.56,85.24,6.89,112,970.29,TEOM,50.99,0,1,267567,NONE
2020-07-22,SITE0000569,O3,69.834,101.668,171,0,0,0,23.17,63.22,15.95,329,1013.55,CHEMILUMINESCENCE,66.19,0,0,1811913,NONE
2020-07-23,SITE0000570,PM25,92.893,0.451,378,0,0,0,33.18,59.66,0.85,19,1005.14,FRM,51.48,0,0,1116218,NONE
2020-07-24,SITE0000571,O3,7.548,14.595,176,0,0,0,2.7,6.32,2.17,275,994.76,CHEMILUMINESCENCE,76.93,0,1,862309,NONE
2020-07-25,SITE0000572,PM10,106.237,102.253,102,0,0,0,-16.15,31.41,5.53,210,991.09,FEM,89.65,0,1,1759696,SENSITIVE
2020-07-26,SITE0000573,O3,42.445,58.22,152,0,0,0,32.13,79.11,12.41,8,997.95,FRM,70.9,0,0,1823,VERY_UNHEALTHY
2020-07-27,SITE0000574,NO2,7.555,234.269,204,0,0,0,34.28,91.16,12.78,232,995.74,TEOM,66.22,0,0,1854894,NONE
2020-07-28,SITE0000575,O3,78.863,50.593,68,0,0,0,33.03,98.0,1.74,314,1009.42,FEM,52.96,0,1,1769516,SENSITIVE
2020-07-29,SITE0000576,NO2,24.433,239.311,210,0,0,1,44.56,76.16,1.75,261,972.3,TEOM,68.7,0,1,972221,HAZARDOUS
2020-07-30,SITE0000577,O3,69.159,41.946,451,0,0,0,30.04,88.64,3.46,319,996.9,TEOM,52.88,0,0,2310757,NONE
2020-07-31,SITE0000578,NO2,77.244,99.853,322,1,0,0,37.24,33.64,17.42,23,987.02,UV_PHOTOMETRY,50.93,0,0,2201092,NONE
2020-08-01,SITE0000579,O3,73.498,206.575,215,0,0,0,31.16,84.75,10.59,320,985.8,NDIR,80.74,0,1,1563902,NONE
2020-08-02,SITE0000580,NO2,89.271,91.714,231,0,0,0,29.21,44.92,8.85,97,1041.88,CHEMILUMINESCENCE,69.23,0,1,1878448,NONE
2020-08-03,SITE0000581,PM25,45.38,92.637,121,0,0,0,27.67,75.1,0.49,269,987.07,TEOM,61.78,0,1,1276369,NONE
2020-08-04,SITE0000582,PM25,108.871,126.537,432,0,0,1,-19.14,96.83,2.84,119,1045.62,NDIR,76.43,0,0,1747437,VERY_UNHEALTHY
2020-08-05,SITE0000583,PM25,33.166,127.115,401,0,1,0,13.81,53.06,8.98,12,960.0,BAM1020,77.73,0,0,301153,NONE
2020-08-06,SITE0000584,PM25,107.212,68.536,67,0,0,0,35.77,48.73,5.77,345,993.73,FRM,52.46,0,0,1185823,SENSITIVE
2020-08-07,SITE0000585,PM10,62.881,62.105,446,0,0,1,14.93,55.4,16.82,206,972.83,FEM,84.74,1,0,1707730,NONE
2020-08-08,SITE0000586,NO2,74.915,229.549,128,0,0,0,28.84,74.69,7.04,28,1025.84,NDIR,76.27,1,1,206022,NONE
2020-08-09,SITE0000587,PM10,22.766,90.234,124,0,0,0,7.23,71.45,3.67,9,1049.32,FEM,71.54,0,0,877175,HAZARDOUS
2020-08-10,SITE0000588,PM25,48.39,164.213,355,1,0,0,34.49,49.77,16.88,240,993.78,TEOM,93.28,0,0,2415587,VERY_UNHEALTHY
2020-08-11,SITE0000589,PM25,65.573,247.532,237,0,0,1,39.71,55.79,10.83,43,1022.58,UV_PHOTOMETRY,53.34,0,0,443199,NONE
2020-08-12,SITE0000590,PM10,27.666,128.872,23,0,0,0,9.25,10.71,14.28,25,999.15,FRM,77.47,0,1,1788125,VERY_UNHEALTHY
2020-08-13,SITE0000591,O3,10.561,101.099,407,0,0,0,-1.66,41.67,6.4,246,1035.19,NDIR,59.7,0,0,1069817,NONE
2020-08-14,SITE0000592,SO2,40.616,180.05,273,0,0,0,20.48,12.52,6.37,315,980.6,NDIR,55.73,0,0,983648,NONE
2020-08-15,SITE0000593,PM10,115.18,212.067,429,0,0,1,-7.23,77.65,16.78,352,1011.24,NDIR,96.98,0,0,2427738,NONE
2020-08-16,SITE0000594,PM25,56.426,78.315,318,1,0,0,30.23,21.13,6.58,58,1031.07,FRM,64.54,0,0,483413,SENSITIVE
2020-08-17,SITE0000595,PM25,103.218,150.844,382,0,0,0,35.37,37.21,9.56,235,998.65,UV_PHOTOMETRY,79.04,0,0,978754,NONE
2020-08-18,SITE0000596,O3,112.89,236.708,404,0,0,0,-17.5,92.99,11.53,148,991.67,NDIR,83.43,0,0,201710,NONE
2020-08-19,SITE0000597,CO,17.811,28.579,332,0,0,0,20.34,17.06,5.73,178,1009.87,TEOM,56.47,0,1,2028602,NONE
2020-08-20,SITE0000598,PM10,3.146,9.151,365,0,0,0,-5.45,50.15,4.98,120,1037.97,CHEMILUMINESCENCE,90.82,0,0,2101975,NONE
2020-08-21,SITE0000599,CO,104.883,127.062,192,0,0,0,41.58,17.41,14.54,29,1010.82,FRM,83.43,0,0,1000125,UNHEALTHY
2020-08-22,SITE0000600,PM25,101.351,75.576,406,0,0,0,-11.08,48.51,12.57,138,956.47,TEOM,57.69,0,0,1131124,UNHEALTHY
2020-08-23,SITE0000601,NO2,13.211,144.479,138,0,0,0,23.84,48.58,7.03,3,1027.16,NDIR,91.89,0,0,643089,UNHEALTHY
2020-08-24,SITE0000602,O3,72.652,56.501,228,0,0,0,25.21,28.06,6.58,8,1002.56,FEM,66.39,0,0,608588,NONE
2020-08-25,SITE0000603,O3,83.154,157.167,46,0,0,0,-2.85,36.28,2.16,70,1037.05,CHEMILUMINESCENCE,73.37,0,1,1345439,NONE
2020-08-26,SITE0000604,PM10,102.723,97.117,309,0,1,0,43.36,85.38,13.42,125,1044.73,FEM,95.91,0,0,427404,NONE
2020-08-27,SITE0000605,PM25,17.741,181.004,437,0,0,0,-2.95,8.65,7.79,323,998.51,FEM,85.81,0,0,2430421,NONE
2020-08-28,SITE0000606,O3,83.107,144.169,432,0,0,1,17.02,69.02,10.49,334,987.29,BAM1020,57.01,0,0,778924,NONE
2020-08-29,SITE0000607,O3,73.719,237.235,6,0,0,1,27.46,83.5,12.92,150,1027.08,BAM1020,62.82,0,0,2258847,UNHEALTHY
2020-08-30,SITE0000608,PM25,2.678,113.092,470,0,0,0,27.73,56.9,7.9,308,985.67,TEOM,93.95,1,0,955156,NONE
2020-08-31,SITE0000609,PM25,47.641,204.42,362,0,0,0,17.97,50.1,16.7,58,1015.82,BAM1020,80.39,0,0,888874,NONE
2020-09-01,SITE0000610,PM25,92.522,122.644,194,0,0,0,3.93,86.78,0.2,256,981.7,NDIR,76.12,0,0,2442570,NONE
2020-09-02,SITE0000611,PM25,72.577,128.037,93,0,0,0,-17.05,22.72,0.68,287,975.73,UV_PHOTOMETRY,63.78,0,0,457414,SENSITIVE
2020-09-03,SITE0000612,PM10,112.92,135.088,88,0,0,0,39.3,6.01,14.31,72,1006.5,NDIR,68.97,0,0,2260084,NONE
2020-09-04,SITE0000613,CO,100.735,109.7,491,0,0,0,0.92,54.95,11.51,316,968.31,FEM,91.35,0,0,1812557,SENSITIVE
2020-09-05,SITE0000614,PM25,69.96,60.672,474,1,0,0,40.8,14.63,5.14,330,1045.53,NDIR,98.09,0,0,194640,NONE
