env_emiss_inventory_year,env_emiss_facility_registry_id,env_emiss_emissions_source_type,env_emiss_ghg_gas_code,env_emiss_emissions_metric_tons,env_emiss_stack_height_m,env_emiss_control_technology_code,env_emiss_operating_hours_annual,env_emiss_throughput_activity_level,env_emiss_emission_factor_used,env_emiss_estimation_method_code,env_emiss_permit_number,env_emiss_compliance_status_code,env_emiss_violation_count,env_emiss_inspection_count,env_emiss_nearby_receptor_distance_m,env_emiss_environmental_justice_screen_score,env_emiss_reporting_program_name,env_emiss_verification_flag,env_emiss_uncertainty_rating
2016,IN-FAC-0000478,landfill,CO2,6515.6,71.8,none,4642,27372,1.032,mass_balance,IN-PMT-449021,in_compliance,0,0,759,56,esg_disclosure,0,low
2015,IN-FAC-0000479,transport_hub,HFCs,2839.6,54.7,scr,2372,84637,1.279,emission_factor,IN-PMT-805109,in_compliance,0,0,948,50,spcb_inventory,0,low
2016,IN-FAC-0000480,textiles,CO2,2051.6,74.1,scr,4123,22393,0.81,third_party_audit,IN-PMT-161719,in_compliance,0,1,543,50,perform_achieve_trade,1,low
2023,IN-FAC-0000481,power_plant,PFCs,3595.7,76.2,fgd,7078,31491,0.874,engineering_estimate,IN-PMT-631685,major_violation,0,5,320,81,perform_achieve_trade,0,medium
2019,IN-FAC-0000482,other_industry,CH4,7274.0,90.1,oxidation_catalyst,1478,12685,0.885,mass_balance,IN-PMT-649219,in_compliance,0,1,277,65,spcb_inventory,1,medium
2018,IN-FAC-0000483,chemicals,CO2,2281.5,7.0,oxidation_catalyst,3720,15494,0.663,mass_balance,IN-PMT-782965,in_compliance,0,2,488,29,esg_disclosure,1,low
2016,IN-FAC-0000484,brick_kiln,CH4,6786.9,69.3,baghouse,5301,38362,0.94,cems,IN-PMT-698105,in_compliance,0,0,294,66,cpcb_ghg_reporting,0,medium
2016,IN-FAC-0000485,brick_kiln,CO2,1557.9,48.3,scr,4847,65502,0.745,third_party_audit,IN-PMT-876552,in_compliance,0,0,540,70,esg_disclosure,0,medium
2020,IN-FAC-0000486,other_industry,CO2,897.5,66.8,scr,7599,4520,1.066,engineering_estimate,IN-PMT-322644,in_compliance,0,2,1046,89,esg_disclosure,0,medium
2021,IN-FAC-0000487,transport_hub,CO2,35768.5,67.4,oxidation_catalyst,6793,142671,0.828,third_party_audit,IN-PMT-461956,in_compliance,1,1,816,53,cpcb_ghg_reporting,1,low
2018,IN-FAC-0000488,chemicals,CO2,3993.2,35.1,scr,6053,33087,0.332,cems,IN-PMT-612728,major_violation,1,2,410,47,esg_disclosure,0,medium
2025,IN-FAC-0000489,chemicals,HFCs,4903.6,13.2,other,1774,16231,1.02,emission_factor,IN-PMT-798450,in_compliance,0,2,677,73,esg_disclosure,1,medium
2021,IN-FAC-0000490,power_plant,CO2,4165.0,63.2,scr,8744,33648,0.893,third_party_audit,IN-PMT-510228,major_violation,1,2,504,49,voluntary_program,0,high
2015,IN-FAC-0000491,other_industry,CO2,9994.4,45.1,scr,8675,13445,0.685,cems,IN-PMT-884606,minor_violation,0,0,622,63,voluntary_program,1,high
2022,IN-FAC-0000492,chemicals,CO2,7060.0,72.1,esp,2556,43222,0.834,emission_factor,IN-PMT-435760,in_compliance,0,0,568,89,spcb_inventory,1,low
2017,IN-FAC-0000493,other_industry,CO2,14635.8,50.8,esp,7495,40966,0.518,third_party_audit,IN-PMT-599801,in_compliance,0,1,2303,57,esg_disclosure,0,low
2021,IN-FAC-0000494,power_plant,CH4,7949.2,73.3,scr,4069,24727,0.474,emission_factor,IN-PMT-379014,in_compliance,1,3,651,65,perform_achieve_trade,0,medium
2021,IN-FAC-0000495,other_industry,CO2,5870.4,63.3,scr,1330,9726,0.711,engineering_estimate,IN-PMT-347415,in_compliance,0,2,1169,48,perform_achieve_trade,0,low
2017,IN-FAC-0000496,cement,CH4,16494.2,19.6,low_nox_burner,4803,22541,0.954,mass_balance,IN-PMT-623947,in_compliance,1,0,208,22,spcb_inventory,1,low
2019,IN-FAC-0000497,power_plant,CO2,4135.7,55.2,low_nox_burner,8013,26202,0.992,emission_factor,IN-PMT-472975,minor_violation,1,1,887,70,voluntary_program,1,high
2016,IN-FAC-0000498,landfill,SF6,5687.8,55.0,baghouse,3137,49449,0.447,mass_balance,IN-PMT-200268,minor_violation,1,1,398,62,spcb_inventory,1,medium
2023,IN-FAC-0000499,landfill,CO2,4665.9,46.8,esp,1354,13329,0.845,engineering_estimate,IN-PMT-636061,minor_violation,0,1,675,70,spcb_inventory,1,medium
2019,IN-FAC-0000500,landfill,CO2,23591.2,68.8,fgd,5572,16062,0.465,emission_factor,IN-PMT-219871,in_compliance,0,0,537,35,perform_achieve_trade,1,low
2018,IN-FAC-0000501,other_industry,CH4,8387.1,33.0,baghouse,5455,69798,0.875,mass_balance,IN-PMT-388761,in_compliance,0,1,50,37,voluntary_program,0,medium
2024,IN-FAC-0000502,other_industry,CO2,6412.3,93.5,none,1320,101886,0.782,emission_factor,IN-PMT-425439,in_compliance,0,1,1888,60,voluntary_program,1,medium
2017,IN-FAC-0000503,power_plant,CH4,680.5,20.6,none,6953,23008,0.904,cems,IN-PMT-124944,in_compliance,1,3,186,52,esg_disclosure,0,medium
2015,IN-FAC-0000504,refinery,CO2,8583.7,19.9,baghouse,4378,66977,0.597,emission_factor,IN-PMT-120729,in_compliance,0,0,221,30,spcb_inventory,1,low
2021,IN-FAC-0000505,power_plant,CO2,12111.5,69.7,scr,8303,21974,1.293,emission_factor,IN-PMT-167097,in_compliance,1,1,383,33,esg_disclosure,0,low
2017,IN-FAC-0000506,refinery,CO2,15007.9,108.8,scr,1895,7698,1.525,third_party_audit,IN-PMT-628911,in_compliance,0,5,284,47,cpcb_ghg_reporting,0,low
2025,IN-FAC-0000507,transport_hub,CH4,4905.2,39.4,other,8169,12519,0.761,third_party_audit,IN-PMT-371983,minor_violation,1,0,291,43,perform_achieve_trade,0,medium
2024,IN-FAC-0000508,other_industry,CO2,11511.8,66.4,fgd,4114,11746,0.592,engineering_estimate,IN-PMT-799451,in_compliance,1,2,566,31,cpcb_ghg_reporting,0,medium
2015,IN-FAC-0000509,transport_hub,CO2,9472.1,82.1,low_nox_burner,5116,15705,0.461,engineering_estimate,IN-PMT-732361,in_compliance,0,0,617,37,cpcb_ghg_reporting,0,low
2024,IN-FAC-0000510,power_plant,CH4,789.0,49.4,scr,1513,16033,0.397,engineering_estimate,IN-PMT-932032,in_compliance,0,5,405,51,cpcb_ghg_reporting,0,medium
2024,IN-FAC-0000511,other_industry,CH4,18434.4,41.9,esp,3891,148848,1.199,mass_balance,IN-PMT-786006,minor_violation,1,1,430,53,voluntary_program,1,low
2022,IN-FAC-0000512,cement,CO2,5098.6,87.2,fgd,7807,11693,0.671,engineering_estimate,IN-PMT-240176,minor_violation,0,6,397,32,esg_disclosure,0,low
2022,IN-FAC-0000513,brick_kiln,CO2,7605.0,63.5,oxidation_catalyst,2767,8867,0.375,engineering_estimate,IN-PMT-845796,in_compliance,0,2,426,67,esg_disclosure,0,medium
2017,IN-FAC-0000514,brick_kiln,N2O,3218.5,68.8,fgd,1667,65257,0.44,third_party_audit,IN-PMT-928291,in_compliance,1,1,898,61,spcb_inventory,1,low
2024,IN-FAC-0000515,power_plant,CO2,12075.1,23.5,scr,2554,5256,0.41,emission_factor,IN-PMT-525666,in_compliance,1,1,1835,54,spcb_inventory,1,medium
2017,IN-FAC-0000516,refinery,SF6,8626.3,66.1,fgd,659,28174,1.294,engineering_estimate,IN-PMT-102112,in_compliance,0,1,765,72,spcb_inventory,0,medium
2016,IN-FAC-0000517,textiles,CO2,1131.5,78.9,low_nox_burner,6564,21582,1.347,engineering_estimate,IN-PMT-358503,in_compliance,1,2,2835,63,cpcb_ghg_reporting,0,high
2022,IN-FAC-0000518,landfill,CO2,3024.4,67.2,scr,5929,15931,0.769,emission_factor,IN-PMT-845625,in_compliance,1,3,69,22,perform_achieve_trade,0,low
2023,IN-FAC-0000519,refinery,CO2,24771.3,68.2,low_nox_burner,5707,10330,0.723,third_party_audit,IN-PMT-518339,major_violation,1,0,368,26,perform_achieve_trade,0,medium
2018,IN-FAC-0000520,steel,CO2,13327.2,95.5,low_nox_burner,3537,8432,0.11,third_party_audit,IN-PMT-942221,in_compliance,0,0,265,67,perform_achieve_trade,0,low
2018,IN-FAC-0000521,landfill,CH4,4315.7,69.1,oxidation_catalyst,4509,38235,0.344,emission_factor,IN-PMT-927699,minor_violation,1,2,1449,34,esg_disclosure,1,medium
2019,IN-FAC-0000522,textiles,CO2,4369.4,84.7,esp,3828,59886,0.53,third_party_audit,IN-PMT-136992,in_compliance,1,3,840,61,voluntary_program,0,medium
2017,IN-FAC-0000523,power_plant,CO2,2473.4,74.9,scr,1255,12241,1.053,third_party_audit,IN-PMT-150000,in_compliance,0,0,541,59,perform_achieve_trade,0,medium
2019,IN-FAC-0000524,other_industry,HFCs,2613.7,41.0,esp,5383,18756,1.681,cems,IN-PMT-648963,in_compliance,0,0,967,49,perform_achieve_trade,1,medium
2018,IN-FAC-0000525,landfill,CH4,7339.1,61.4,esp,7011,7946,1.107,mass_balance,IN-PMT-320965,in_compliance,0,0,1501,30,voluntary_program,0,medium
2022,IN-FAC-0000526,chemicals,CO2,30968.3,69.5,fgd,5631,23801,0.79,emission_factor,IN-PMT-722458,in_compliance,1,1,266,53,spcb_inventory,0,low
2019,IN-FAC-0000527,steel,CO2,4381.6,5.0,baghouse,8366,13071,0.899,mass_balance,IN-PMT-684539,in_compliance,0,0,266,31,esg_disclosure,0,medium
2021,IN-FAC-0000528,other_industry,CO2,6191.9,59.7,scr,4318,26523,0.885,emission_factor,IN-PMT-528799,in_compliance,0,0,416,65,esg_disclosure,1,medium
2018,IN-FAC-0000529,chemicals,CO2,2895.0,85.2,low_nox_burner,969,19950,0.729,cems,IN-PMT-636973,major_violation,0,0,607,78,voluntary_program,0,high
2016,IN-FAC-0000530,other_industry,CO2,5459.7,32.0,other,1130,7104,0.789,emission_factor,IN-PMT-151884,minor_violation,0,0,788,46,cpcb_ghg_reporting,1,medium
2022,IN-FAC-0000531,refinery,CO2,8452.7,27.6,oxidation_catalyst,5370,24266,0.241,emission_factor,IN-PMT-963381,minor_violation,0,3,528,56,esg_disclosure,1,medium
2018,IN-FAC-0000532,power_plant,CH4,40028.2,63.6,fgd,6345,20817,0.586,emission_factor,IN-PMT-764867,in_compliance,0,4,572,72,cpcb_ghg_reporting,1,medium
2023,IN-FAC-0000533,landfill,SF6,19414.7,26.3,esp,7822,12715,0.702,cems,IN-PMT-525205,in_compliance,1,2,861,47,spcb_inventory,0,medium
2020,IN-FAC-0000534,transport_hub,CO2,19409.7,83.3,other,4864,47110,0.455,third_party_audit,IN-PMT-834986,in_compliance,0,0,760,40,esg_disclosure,1,medium
2022,IN-FAC-0000535,refinery,CO2,3814.8,42.1,oxidation_catalyst,2913,20061,0.916,engineering_estimate,IN-PMT-882033,in_compliance,1,0,452,63,esg_disclosure,0,medium
2023,IN-FAC-0000536,refinery,CO2,2405.8,72.0,esp,685,31453,1.033,mass_balance,IN-PMT-886170,in_compliance,1,1,889,26,spcb_inventory,0,low
2023,IN-FAC-0000537,chemicals,CO2,6005.7,32.2,other,1335,108241,1.299,mass_balance,IN-PMT-239375,in_compliance,0,3,378,22,perform_achieve_trade,0,medium
2023,IN-FAC-0000538,power_plant,HFCs,3268.4,105.5,scr,4554,120639,0.698,mass_balance,IN-PMT-284707,in_compliance,0,1,474,22,perform_achieve_trade,1,medium
2021,IN-FAC-0000539,refinery,CH4,3858.7,110.2,fgd,3850,7167,0.182,engineering_estimate,IN-PMT-558931,in_compliance,0,2,2294,48,spcb_inventory,0,low
2017,IN-FAC-0000540,chemicals,CO2,7910.3,83.2,oxidation_catalyst,3999,42407,1.405,third_party_audit,IN-PMT-262089,in_compliance,0,2,231,53,voluntary_program,1,medium
2022,IN-FAC-0000541,landfill,CO2,11398.3,37.9,oxidation_catalyst,6309,18699,0.5,cems,IN-PMT-966655,in_compliance,0,2,628,41,cpcb_ghg_reporting,1,medium
2021,IN-FAC-0000542,power_plant,CH4,20021.3,53.3,low_nox_burner,4660,29584,1.563,emission_factor,IN-PMT-730094,in_compliance,0,4,540,32,voluntary_program,0,low
2023,IN-FAC-0000543,refinery,CO2,10038.0,5.6,esp,4459,62809,1.382,emission_factor,IN-PMT-320638,in_compliance,0,0,1122,57,voluntary_program,1,medium
2019,IN-FAC-0000544,other_industry,CO2,6965.0,87.7,fgd,4451,42190,0.726,third_party_audit,IN-PMT-700797,in_compliance,0,1,2731,37,esg_disclosure,0,medium
2018,IN-FAC-0000545,other_industry,CO2,2659.2,57.9,none,3206,19856,0.738,cems,IN-PMT-185261,in_compliance,0,1,1202,62,cpcb_ghg_reporting,0,low
2016,IN-FAC-0000546,transport_hub,N2O,20147.5,52.8,low_nox_burner,4843,55230,0.415,emission_factor,IN-PMT-179885,under_review,0,0,605,75,voluntary_program,0,low
2021,IN-FAC-0000547,chemicals,CO2,13098.6,32.4,fgd,8490,14350,0.05,cems,IN-PMT-552142,in_compliance,0,3,708,75,perform_achieve_trade,0,low
2020,IN-FAC-0000548,power_plant,CO2,3922.6,79.7,esp,3287,27413,1.029,third_party_audit,IN-PMT-514292,in_compliance,0,2,316,59,voluntary_program,1,medium
2020,IN-FAC-0000549,transport_hub,N2O,14038.4,68.5,esp,5905,41995,0.787,third_party_audit,IN-PMT-488432,in_compliance,0,0,703,56,perform_achieve_trade,0,medium
2024,IN-FAC-0000550,power_plant,CO2,6713.2,56.1,low_nox_burner,2001,44433,1.239,third_party_audit,IN-PMT-251154,in_compliance,1,1,1148,45,perform_achieve_trade,0,low
2022,IN-FAC-0000551,cement,N2O,18659.5,65.8,fgd,3886,4794,1.29,emission_factor,IN-PMT-300130,minor_violation,0,2,1571,57,cpcb_ghg_reporting,0,medium
2015,IN-FAC-0000552,landfill,CO2,4731.9,103.3,esp,4890,10606,0.218,cems,IN-PMT-534451,major_violation,0,2,364,66,esg_disclosure,0,medium
2015,IN-FAC-0000553,textiles,CH4,4906.2,32.3,other,1312,11066,0.864,mass_balance,IN-PMT-539266,minor_violation,0,1,808,71,perform_achieve_trade,1,low
2018,IN-FAC-0000554,landfill,N2O,1228.0,23.6,other,6139,18008,1.593,mass_balance,IN-PMT-416445,in_compliance,0,0,216,77,spcb_inventory,1,medium
2022,IN-FAC-0000555,landfill,CO2,3790.8,35.5,none,4435,41565,0.491,emission_factor,IN-PMT-690389,in_compliance,0,1,416,45,esg_disclosure,0,medium
2019,IN-FAC-0000556,brick_kiln,CO2,31724.4,85.0,fgd,4191,27224,1.249,engineering_estimate,IN-PMT-675649,in_compliance,0,0,407,73,spcb_inventory,0,low
2023,IN-FAC-0000557,transport_hub,CO2,86613.3,62.0,none,4794,48337,0.968,engineering_estimate,IN-PMT-691844,in_compliance,0,0,1465,44,perform_achieve_trade,1,medium
2017,IN-FAC-0000558,refinery,CO2,9379.9,35.7,scr,8110,111040,0.948,third_party_audit,IN-PMT-807461,in_compliance,0,0,85,64,perform_achieve_trade,1,low
2020,IN-FAC-0000559,chemicals,N2O,3666.8,68.2,none,5193,22445,0.821,cems,IN-PMT-375656,in_compliance,1,1,1746,50,cpcb_ghg_reporting,0,low
2020,IN-FAC-0000560,cement,CH4,4564.3,42.6,other,5328,27466,0.401,mass_balance,IN-PMT-673929,minor_violation,0,2,190,35,spcb_inventory,1,low
2018,IN-FAC-0000561,other_industry,CO2,5725.0,59.4,low_nox_burner,7669,71363,0.279,third_party_audit,IN-PMT-646144,in_compliance,0,1,438,83,voluntary_program,0,medium
2025,IN-FAC-0000562,refinery,CH4,4314.3,66.9,baghouse,7908,9086,0.618,emission_factor,IN-PMT-659962,in_compliance,1,0,1933,74,voluntary_program,0,medium
2016,IN-FAC-0000563,transport_hub,CO2,13235.4,39.8,low_nox_burner,3458,33762,0.448,engineering_estimate,IN-PMT-108310,in_compliance,0,2,94,27,esg_disclosure,0,low
2020,IN-FAC-0000564,refinery,CO2,1518.2,9.6,esp,8681,22458,1.022,emission_factor,IN-PMT-568575,major_violation,0,2,207,58,esg_disclosure,0,low
2024,IN-FAC-0000565,brick_kiln,CO2,6196.7,61.0,fgd,3405,5876,1.576,cems,IN-PMT-920279,minor_violation,1,1,953,46,perform_achieve_trade,1,medium
2017,IN-FAC-0000566,landfill,CO2,37502.9,50.2,oxidation_catalyst,4071,52945,1.372,cems,IN-PMT-190596,major_violation,1,0,145,59,spcb_inventory,0,medium
2022,IN-FAC-0000567,chemicals,CO2,17068.3,39.5,low_nox_burner,7735,70029,0.669,cems,IN-PMT-134696,major_violation,1,0,2537,62,cpcb_ghg_reporting,1,low
2016,IN-FAC-0000568,landfill,CO2,46463.5,61.2,baghouse,2851,51115,1.252,engineering_estimate,IN-PMT-913561,minor_violation,1,0,432,67,cpcb_ghg_reporting,0,medium
2017,IN-FAC-0000569,refinery,CO2,5270.0,70.6,scr,4426,11275,1.141,engineering_estimate,IN-PMT-407711,in_compliance,0,0,587,34,esg_disclosure,1,medium
2023,IN-FAC-0000570,cement,CO2,3166.3,5.0,esp,1082,159200,0.924,third_party_audit,IN-PMT-521312,in_compliance,0,0,595,19,voluntary_program,0,low
2025,IN-FAC-0000571,textiles,CO2,8252.9,57.7,fgd,2581,54513,1.439,emission_factor,IN-PMT-433904,in_compliance,0,0,380,66,perform_achieve_trade,1,low
2016,IN-FAC-0000572,cement,CO2,2799.4,52.1,scr,7920,41603,0.208,mass_balance,IN-PMT-546311,minor_violation,0,0,1212,33,perform_achieve_trade,0,medium
2025,IN-FAC-0000573,transport_hub,CO2,3590.4,45.6,esp,6499,51117,0.61,mass_balance,IN-PMT-757773,major_violation,1,1,201,46,voluntary_program,1,low
2025,IN-FAC-0000574,brick_kiln,N2O,4870.5,71.3,low_nox_burner,7113,37388,1.125,mass_balance,IN-PMT-810863,in_compliance,1,3,352,51,spcb_inventory,0,medium
2025,IN-FAC-0000575,cement,N2O,20486.4,8.3,low_nox_burner,989,17411,0.958,engineering_estimate,IN-PMT-592488,in_compliance,0,0,495,48,voluntary_program,1,low
2024,IN-FAC-0000576,steel,CH4,15380.9,5.0,other,6870,33588,0.615,third_party_audit,IN-PMT-283192,in_compliance,1,1,344,66,esg_disclosure,0,medium
2015,IN-FAC-0000577,transport_hub,CO2,10043.6,14.7,baghouse,3278,40002,0.367,cems,IN-PMT-820143,in_compliance,0,0,137,24,voluntary_program,0,low
2017,IN-FAC-0000578,brick_kiln,N2O,6667.1,72.7,oxidation_catalyst,5050,24005,0.321,cems,IN-PMT-266959,in_compliance,0,0,665,33,perform_achieve_trade,0,medium
2024,IN-FAC-0000579,brick_kiln,CO2,35123.2,43.0,scr,2414,11420,0.798,third_party_audit,IN-PMT-824879,in_compliance,1,1,383,42,cpcb_ghg_reporting,0,medium
2020,IN-FAC-0000580,transport_hub,CO2,9334.3,48.8,other,1495,26627,1.095,engineering_estimate,IN-PMT-945594,in_compliance,0,0,330,47,spcb_inventory,0,low
2022,IN-FAC-0000581,chemicals,CH4,2401.8,97.6,low_nox_burner,1091,52943,1.304,mass_balance,IN-PMT-879013,in_compliance,2,3,2374,26,esg_disclosure,0,medium
2024,IN-FAC-0000582,power_plant,CO2,7149.7,65.8,baghouse,6873,21989,0.481,emission_factor,IN-PMT-746758,in_compliance,0,0,761,63,cpcb_ghg_reporting,0,medium
2019,IN-FAC-0000583,chemicals,CO2,2345.7,80.5,fgd,4874,60171,0.749,engineering_estimate,IN-PMT-154404,in_compliance,1,1,280,28,voluntary_program,1,low
2016,IN-FAC-0000584,textiles,CO2,3576.2,53.3,fgd,4511,17088,0.517,mass_balance,IN-PMT-353945,in_compliance,0,1,407,30,cpcb_ghg_reporting,0,medium
2022,IN-FAC-0000585,cement,CO2,23954.0,5.0,scr,1248,21534,1.001,cems,IN-PMT-785485,minor_violation,0,0,264,67,spcb_inventory,0,medium
2016,IN-FAC-0000586,other_industry,CO2,8187.5,49.4,fgd,1664,4650,1.054,third_party_audit,IN-PMT-265335,in_compliance,1,3,268,46,spcb_inventory,0,low
2018,IN-FAC-0000587,steel,CO2,6739.3,34.2,low_nox_burner,6359,32286,0.539,third_party_audit,IN-PMT-942346,in_compliance,2,3,253,72,spcb_inventory,0,low
2023,IN-FAC-0000588,cement,CO2,7852.1,34.9,fgd,5950,3502,0.379,mass_balance,IN-PMT-633285,in_compliance,0,0,523,0,perform_achieve_trade,1,low
2021,IN-FAC-0000589,chemicals,CO2,5582.2,64.8,low_nox_burner,4017,23541,1.464,engineering_estimate,IN-PMT-653257,in_compliance,0,0,253,40,spcb_inventory,0,medium
2017,IN-FAC-0000590,chemicals,N2O,728.5,5.0,other,7088,29902,0.864,mass_balance,IN-PMT-941431,in_compliance,1,3,200,70,esg_disclosure,0,low
2015,IN-FAC-0000591,chemicals,HFCs,12620.8,37.6,baghouse,959,22695,0.883,engineering_estimate,IN-PMT-867989,in_compliance,0,1,132,40,voluntary_program,1,medium
2025,IN-FAC-0000592,brick_kiln,CH4,11779.5,44.0,none,6934,6812,0.432,cems,IN-PMT-987121,in_compliance,1,2,589,62,esg_disclosure,1,low
2020,IN-FAC-0000593,steel,CO2,7214.3,71.1,none,7322,46607,0.791,third_party_audit,IN-PMT-377572,in_compliance,1,2,653,38,voluntary_program,1,low
2023,IN-FAC-0000594,landfill,N2O,3017.7,107.0,low_nox_burner,4814,92107,0.604,engineering_estimate,IN-PMT-366179,minor_violation,0,0,371,60,perform_achieve_trade,0,medium
2018,IN-FAC-0000595,steel,CO2,35697.1,5.0,low_nox_burner,1279,139994,0.642,cems,IN-PMT-327618,in_compliance,0,1,722,46,perform_achieve_trade,0,medium
2025,IN-FAC-0000596,cement,CO2,3732.0,57.5,scr,756,22482,0.513,emission_factor,IN-PMT-945589,under_review,0,1,114,87,esg_disclosure,1,medium
2021,IN-FAC-0000597,textiles,CO2,2718.6,46.4,none,1728,17945,1.249,mass_balance,IN-PMT-209154,in_compliance,0,0,141,55,spcb_inventory,1,medium
2017,IN-FAC-0000598,brick_kiln,CH4,6657.7,61.2,fgd,4581,7300,0.601,engineering_estimate,IN-PMT-504589,minor_violation,0,1,466,40,perform_achieve_trade,0,medium
2015,IN-FAC-0000599,transport_hub,CH4,12211.1,120.3,low_nox_burner,6939,34103,1.149,mass_balance,IN-PMT-684492,major_violation,0,2,753,34,voluntary_program,0,medium
2019,IN-FAC-0000600,power_plant,HFCs,9892.4,19.9,scr,1145,87278,0.421,mass_balance,IN-PMT-919845,in_compliance,0,1,331,63,voluntary_program,1,low
2015,IN-FAC-0000601,steel,CH4,10663.1,40.0,scr,5026,19735,1.338,third_party_audit,IN-PMT-835180,in_compliance,0,2,775,72,esg_disclosure,1,high
2016,IN-FAC-0000602,transport_hub,CO2,19737.2,86.9,other,6309,48705,0.903,mass_balance,IN-PMT-756963,minor_violation,0,2,694,36,esg_disclosure,1,high
2021,IN-FAC-0000603,landfill,CO2,8067.9,66.1,scr,3551,1987,1.081,emission_factor,IN-PMT-186518,in_compliance,1,4,1603,75,spcb_inventory,1,high
2015,IN-FAC-0000604,cement,CO2,23094.9,74.9,esp,7931,9236,0.258,third_party_audit,IN-PMT-904192,in_compliance,0,3,277,65,spcb_inventory,0,high
2020,IN-FAC-0000605,chemicals,CO2,9934.1,44.2,other,1112,36590,1.071,mass_balance,IN-PMT-732818,in_compliance,1,1,380,53,esg_disclosure,0,medium
2021,IN-FAC-0000606,chemicals,CO2,5554.0,79.2,none,7157,5623,1.614,emission_factor,IN-PMT-847364,major_violation,0,2,565,51,cpcb_ghg_reporting,0,high
2018,IN-FAC-0000607,textiles,CH4,3873.3,77.4,other,7397,10781,0.908,engineering_estimate,IN-PMT-429900,minor_violation,0,3,686,79,cpcb_ghg_reporting,1,high
2018,IN-FAC-0000608,steel,CO2,24161.6,63.9,scr,4855,11741,1.743,cems,IN-PMT-460673,minor_violation,2,0,120,59,voluntary_program,0,low
2016,IN-FAC-0000609,chemicals,CO2,11619.8,104.5,scr,2184,36020,0.218,emission_factor,IN-PMT-849640,in_compliance,0,0,486,55,spcb_inventory,1,medium
2019,IN-FAC-0000610,landfill,CO2,4347.2,61.8,none,7464,25213,0.51,engineering_estimate,IN-PMT-858633,in_compliance,0,0,572,40,cpcb_ghg_reporting,0,medium
2021,IN-FAC-0000611,steel,CO2,3901.1,65.6,low_nox_burner,7569,13474,0.997,engineering_estimate,IN-PMT-447342,in_compliance,0,4,331,51,spcb_inventory,0,medium
2018,IN-FAC-0000612,brick_kiln,CO2,2166.6,44.0,scr,7316,13898,0.51,engineering_estimate,IN-PMT-111091,major_violation,1,2,1975,87,voluntary_program,0,low
2022,IN-FAC-0000613,textiles,CO2,32897.5,66.0,scr,2495,8630,1.604,cems,IN-PMT-816977,minor_violation,0,0,499,50,perform_achieve_trade,0,high
2022,IN-FAC-0000614,other_industry,CO2,9742.7,62.3,esp,3065,23101,0.476,mass_balance,IN-PMT-103257,under_review,0,1,280,80,esg_disclosure,1,low
2025,IN-FAC-0000615,refinery,CO2,26207.7,71.8,esp,1095,34321,1.111,mass_balance,IN-PMT-220718,in_compliance,0,2,1206,12,spcb_inventory,1,low
2021,IN-FAC-0000616,transport_hub,CO2,49488.2,64.3,none,785,45882,0.604,mass_balance,IN-PMT-257680,in_compliance,0,2,418,43,voluntary_program,0,medium
2017,IN-FAC-0000617,landfill,N2O,39245.7,64.7,none,606,102917,0.163,emission_factor,IN-PMT-668265,in_compliance,0,0,516,66,cpcb_ghg_reporting,1,low
2024,IN-FAC-0000618,brick_kiln,CO2,4021.1,44.6,other,3579,36709,0.799,cems,IN-PMT-259044,in_compliance,0,0,486,63,voluntary_program,1,low
2023,IN-FAC-0000619,power_plant,CO2,110016.5,72.0,scr,1886,8761,0.727,third_party_audit,IN-PMT-696538,in_compliance,1,2,1219,34,spcb_inventory,0,medium
2022,IN-FAC-0000620,brick_kiln,N2O,13019.7,59.6,other,3511,36081,0.99,cems,IN-PMT-545609,under_review,0,1,339,79,voluntary_program,0,high
2024,IN-FAC-0000621,refinery,CO2,1892.8,46.9,scr,5407,6220,1.144,third_party_audit,IN-PMT-995116,minor_violation,0,1,287,100,esg_disclosure,1,medium
2015,IN-FAC-0000622,steel,CO2,7782.5,35.4,other,6871,19122,0.594,engineering_estimate,IN-PMT-276749,in_compliance,0,1,216,87,voluntary_program,0,low
2023,IN-FAC-0000623,steel,CH4,6751.1,75.9,low_nox_burner,4346,24239,1.151,mass_balance,IN-PMT-854499,in_compliance,0,0,435,76,voluntary_program,0,medium
2021,IN-FAC-0000624,steel,CO2,9312.5,75.8,other,3581,44635,0.865,third_party_audit,IN-PMT-848915,in_compliance,0,1,524,33,esg_disclosure,1,medium
2024,IN-FAC-0000625,power_plant,CO2,8178.3,52.1,low_nox_burner,8148,42817,0.553,mass_balance,IN-PMT-251315,in_compliance,1,4,412,64,voluntary_program,1,high
2024,IN-FAC-0000626,other_industry,CO2,11318.5,23.1,esp,5953,18500,0.607,cems,IN-PMT-320964,in_compliance,0,1,361,54,spcb_inventory,0,medium
2018,IN-FAC-0000627,other_industry,CO2,3004.9,92.3,low_nox_burner,4851,22213,0.858,mass_balance,IN-PMT-761582,minor_violation,0,2,296,64,cpcb_ghg_reporting,1,medium
2019,IN-FAC-0000628,power_plant,HFCs,8342.4,88.1,none,5765,50572,1.007,mass_balance,IN-PMT-647889,major_violation,0,1,1422,29,cpcb_ghg_reporting,0,medium
2021,IN-FAC-0000629,cement,CO2,3967.8,114.8,none,532,8000,0.808,emission_factor,IN-PMT-889154,minor_violation,0,1,233,61,cpcb_ghg_reporting,0,high
2022,IN-FAC-0000630,chemicals,CO2,7392.1,8.1,other,8169,62583,0.767,third_party_audit,IN-PMT-540342,in_compliance,0,1,124,45,esg_disclosure,0,high
