edu_k12out_school_year,edu_k12out_district_id_nces,edu_k12out_school_id_nces,edu_k12out_grade_level,edu_k12out_subject_area,edu_k12out_assessment_scale_score,edu_k12out_proficiency_level,edu_k12out_growth_percentile,edu_k12out_attendance_rate_pct,edu_k12out_chronic_absenteeism_rate,edu_k12out_graduation_cohort_year,edu_k12out_graduation_rate_pct,edu_k12out_dropout_rate_pct,edu_k12out_discipline_incident_rate,edu_k12out_special_education_share_pct,edu_k12out_ell_share_pct,edu_k12out_gifted_program_share_pct,edu_k12out_student_teacher_ratio,edu_k12out_per_pupil_spending,edu_k12out_accountability_rating_code
2023-24,1000410,20000410,9,SOCIAL_STUDIES,212.6,PROFICIENT,32,93.17,5.18,2022,81.97,4.81,8.33,16.69,20.9,1.07,25.9,23887,A
2018-19,1000411,20000411,2,SCIENCE,251.5,BASIC,9,93.29,33.38,2024,68.59,3.17,20.62,9.31,24.64,3.47,14.83,17595,D
2024-25,1000412,20000412,8,SCIENCE,339.5,PROFICIENT,40,82.06,19.31,2024,62.69,9.43,10.84,6.16,9.16,1.9,19.39,18082,D
2023-24,1000413,20000413,5,SCIENCE,195.1,BASIC,58,94.23,14.37,2022,72.94,6.49,0.2,11.02,26.0,15.87,13.61,18176,C
2023-24,1000414,20000414,2,SOCIAL_STUDIES,312.6,BASIC,56,91.99,31.35,2025,92.03,0.29,2.74,14.61,25.04,12.86,11.4,17476,NA
2020-21,1000415,20000415,10,SOCIAL_STUDIES,267.3,PROFICIENT,42,97.93,27.37,2024,83.36,9.86,11.62,17.15,24.53,11.05,13.19,25967,B
2019-20,1000416,20000416,4,MATH,268.1,BASIC,79,93.95,6.69,2025,66.72,1.3,3.93,12.48,12.33,0.32,16.18,12446,B
2022-23,1000417,20000417,11,SOCIAL_STUDIES,179.8,PROFICIENT,97,82.87,19.26,2023,91.14,0.25,11.24,10.02,9.08,9.67,14.45,19585,B
2020-21,1000418,20000418,9,ELA,290.6,PROFICIENT,97,92.12,28.98,2018,94.22,3.84,19.04,8.05,32.56,2.1,17.21,18585,C
2017-18,1000419,20000419,11,ELA,297.3,BELOW_BASIC,76,85.52,7.97,2017,77.58,11.17,24.76,18.03,12.88,0.92,10.96,29283,D
2019-20,1000420,20000420,2,MATH,333.5,BELOW_BASIC,17,85.47,5.63,2025,60.82,7.47,18.24,16.86,8.54,0.27,16.0,24280,A
2024-25,1000421,20000421,6,MATH,194.6,PROFICIENT,78,92.24,5.99,2023,94.93,6.77,3.85,7.31,31.07,7.2,17.38,19254,F
2019-20,1000422,20000422,11,ELA,322.3,PROFICIENT,60,87.35,12.6,2020,81.1,9.36,19.84,21.09,21.03,14.78,14.36,15471,A
2018-19,1000423,20000423,K,SCIENCE,260.7,BASIC,92,94.9,2.51,2025,80.34,11.8,6.78,6.46,3.53,8.3,11.04,27628,C
2023-24,1000424,20000424,12,SCIENCE,168.9,ADVANCED,88,97.73,11.2,2025,73.82,10.23,0.21,13.69,36.85,17.66,18.88,15892,A
2022-23,1000425,20000425,11,SOCIAL_STUDIES,167.8,BELOW_BASIC,96,99.34,32.79,2021,86.63,1.71,22.02,12.79,30.58,7.98,16.22,21272,C
2019-20,1000426,20000426,8,SCIENCE,243.1,BELOW_BASIC,64,91.13,27.15,2020,77.62,8.17,7.32,13.07,12.46,17.52,12.08,14113,NA
2018-19,1000427,20000427,3,SOCIAL_STUDIES,244.8,BELOW_BASIC,56,92.65,14.45,2019,83.91,1.38,2.39,19.88,32.09,14.74,15.12,10836,D
2017-18,1000428,20000428,7,SCIENCE,236.0,BASIC,19,89.34,20.74,2022,85.6,11.24,3.75,15.73,0.95,12.89,19.53,20234,B
2020-21,1000429,20000429,2,MATH,325.2,BELOW_BASIC,82,80.93,2.78,2019,71.82,10.64,22.15,13.79,31.34,6.97,15.46,14621,B
2018-19,1000430,20000430,4,SOCIAL_STUDIES,239.8,BELOW_BASIC,11,95.63,17.65,2022,81.9,2.83,14.05,13.25,5.71,14.71,17.17,13639,C
2023-24,1000431,20000431,6,SCIENCE,248.3,BASIC,78,96.22,5.61,2017,93.24,7.66,15.15,11.41,34.67,4.79,18.56,24221,C
2022-23,1000432,20000432,11,MATH,258.3,PROFICIENT,71,80.86,28.66,2016,75.75,11.09,7.26,6.92,17.62,17.92,21.88,23798,A
2024-25,1000433,20000433,7,SCIENCE,287.0,ADVANCED,80,97.44,14.31,2016,87.52,4.19,5.1,16.61,22.79,15.59,18.72,10257,D
2017-18,1000434,20000434,9,SCIENCE,156.5,PROFICIENT,77,97.81,10.18,2022,86.2,3.39,11.51,14.65,11.08,5.67,19.63,27039,D
2021-22,1000435,20000435,9,SOCIAL_STUDIES,335.4,BELOW_BASIC,90,88.89,31.53,2018,74.28,4.62,3.21,19.51,37.21,9.23,16.13,29907,B
2020-21,1000436,20000436,8,ELA,303.0,BASIC,61,96.16,7.41,2019,70.51,9.78,5.91,22.0,30.47,13.71,25.72,11583,A
2020-21,1000437,20000437,8,SOCIAL_STUDIES,324.4,ADVANCED,33,87.47,4.61,2021,64.86,8.81,8.54,14.19,16.77,1.49,18.75,22020,D
2022-23,1000438,20000438,4,SOCIAL_STUDIES,276.8,BELOW_BASIC,89,92.53,8.28,2017,97.88,11.0,8.72,15.39,2.13,15.03,19.69,17782,A
2017-18,1000439,20000439,8,MATH,301.1,PROFICIENT,72,98.42,15.5,2016,76.35,9.36,13.68,11.22,25.76,2.56,20.78,26151,D
2021-22,1000440,20000440,K,MATH,325.8,ADVANCED,37,82.72,30.36,2022,77.19,0.99,10.95,18.65,33.62,17.57,20.32,14894,B
2023-24,1000441,20000441,2,SCIENCE,197.6,PROFICIENT,21,87.05,3.77,2023,83.48,4.58,15.69,8.85,32.04,14.04,24.73,26770,B
2024-25,1000442,20000442,9,SCIENCE,163.7,BASIC,12,82.22,31.81,2019,93.26,2.18,18.08,7.59,26.63,0.51,10.34,20269,A
2022-23,1000443,20000443,3,ELA,179.2,BASIC,59,84.46,11.23,2024,76.17,9.08,3.24,16.28,37.21,17.72,15.94,18368,A
2019-20,1000444,20000444,3,SOCIAL_STUDIES,320.2,BASIC,69,98.16,14.72,2022,77.88,5.75,20.31,20.12,23.21,17.06,18.13,29736,F
2018-19,1000445,20000445,6,SCIENCE,254.6,ADVANCED,63,97.94,19.56,2016,62.98,6.95,7.91,9.82,5.59,4.83,24.3,18347,C
2017-18,1000446,20000446,9,SOCIAL_STUDIES,286.5,BASIC,93,84.51,22.4,2018,75.51,0.11,19.49,17.41,23.97,10.26,22.59,19607,C
2022-23,1000447,20000447,5,MATH,227.5,PROFICIENT,44,83.21,20.38,2023,67.14,3.28,14.38,10.93,28.25,8.6,15.54,14587,C
2019-20,1000448,20000448,11,ELA,239.7,PROFICIENT,11,85.22,3.34,2016,70.08,9.07,24.12,14.36,20.35,13.16,13.53,14278,B
2022-23,1000449,20000449,12,SCIENCE,273.6,PROFICIENT,26,88.42,11.9,2024,82.75,9.77,11.34,15.78,20.1,8.93,17.19,26471,A
2018-19,1000450,20000450,11,MATH,338.3,BELOW_BASIC,57,85.61,24.32,2020,63.82,0.81,21.49,10.74,2.98,9.84,17.99,13555,B
2019-20,1000451,20000451,8,SCIENCE,300.3,BASIC,50,91.81,31.92,2021,65.23,9.62,1.35,12.17,24.14,14.19,17.7,25205,C
2020-21,1000452,20000452,12,SCIENCE,173.7,PROFICIENT,6,93.43,12.93,2021,90.98,2.04,2.44,17.33,37.84,8.85,21.49,9995,D
2024-25,1000453,20000453,12,SOCIAL_STUDIES,292.6,BASIC,1,89.02,4.43,2022,65.2,8.3,8.84,21.45,33.74,1.47,25.99,22941,C
2017-18,1000454,20000454,5,MATH,161.3,ADVANCED,98,86.28,14.58,2019,91.65,5.77,12.33,10.88,28.5,1.77,22.64,28385,B
2017-18,1000455,20000455,5,SCIENCE,238.9,ADVANCED,28,88.43,31.06,2024,85.43,7.29,15.35,18.25,24.9,10.83,19.79,31013,C
2020-21,1000456,20000456,2,ELA,272.4,BASIC,21,90.92,8.17,2022,82.89,1.58,20.78,9.64,33.74,9.12,22.74,24318,C
2020-21,1000457,20000457,4,MATH,294.0,BELOW_BASIC,91,85.82,17.54,2019,80.94,6.75,0.17,17.38,2.93,3.61,24.52,25711,D
2017-18,1000458,20000458,K,MATH,165.3,ADVANCED,26,88.95,5.81,2016,93.52,6.2,0.73,19.65,35.03,5.41,16.84,28671,B
2021-22,1000459,20000459,11,ELA,176.5,ADVANCED,3,85.89,34.01,2023,64.29,4.73,1.37,8.49,21.18,16.94,23.39,10611,A
2019-20,1000460,20000460,4,ELA,267.8,ADVANCED,41,84.4,29.41,2023,92.95,7.3,2.99,10.31,8.39,12.87,11.1,23366,C
2020-21,1000461,20000461,9,SCIENCE,191.4,BASIC,40,84.47,28.65,2020,80.41,1.01,19.7,11.97,13.85,8.35,20.38,24407,B
2021-22,1000462,20000462,9,SCIENCE,213.7,PROFICIENT,70,95.7,28.01,2025,85.54,11.86,20.14,21.51,11.21,3.44,12.27,11864,C
2018-19,1000463,20000463,1,SCIENCE,289.6,PROFICIENT,73,97.82,23.05,2018,94.88,9.58,12.8,17.57,12.86,16.09,22.14,26932,B
2019-20,1000464,20000464,K,SOCIAL_STUDIES,322.3,BELOW_BASIC,36,90.72,12.62,2020,70.73,1.45,24.7,20.86,33.29,15.16,10.71,10664,B
2022-23,1000465,20000465,4,ELA,246.4,BASIC,42,96.94,19.09,2025,66.38,9.4,20.85,10.91,31.57,4.74,19.42,29309,A
2023-24,1000466,20000466,5,MATH,348.5,PROFICIENT,69,92.7,33.09,2021,82.08,11.01,19.02,6.8,23.36,11.84,17.88,30659,C
2017-18,1000467,20000467,10,ELA,223.1,ADVANCED,90,98.0,7.05,2021,63.31,8.42,22.11,12.4,26.26,11.21,14.85,9959,B
2022-23,1000468,20000468,12,SCIENCE,277.2,ADVANCED,87,88.94,18.21,2024,78.18,6.28,21.4,16.4,30.82,7.63,20.42,11742,A
2017-18,1000469,20000469,8,ELA,240.7,BELOW_BASIC,42,96.39,21.56,2017,68.8,10.18,14.54,10.17,5.22,2.17,14.87,22849,A
2017-18,1000470,20000470,5,MATH,281.7,BELOW_BASIC,91,83.29,14.26,2017,62.82,10.93,2.25,12.97,12.37,8.53,22.36,27977,B
2019-20,1000471,20000471,5,SCIENCE,230.8,BASIC,61,81.87,10.36,2023,75.31,7.45,4.05,10.9,15.29,12.31,23.62,23207,B
2020-21,1000472,20000472,4,ELA,172.5,ADVANCED,80,82.57,11.41,2022,75.8,5.67,5.96,21.89,30.08,2.34,18.44,21681,B
2021-22,1000473,20000473,5,SCIENCE,286.9,PROFICIENT,60,80.82,8.57,2021,65.2,9.63,4.1,6.4,34.63,0.0,17.29,19158,D
2024-25,1000474,20000474,11,SOCIAL_STUDIES,211.2,BELOW_BASIC,90,83.33,2.8,2024,71.96,7.91,7.42,19.52,17.58,5.97,22.22,28460,A
2017-18,1000475,20000475,K,ELA,276.4,BASIC,98,89.84,14.61,2024,63.21,0.72,24.53,7.36,11.79,7.35,16.87,8109,B
2024-25,1000476,20000476,2,MATH,265.8,BELOW_BASIC,55,83.36,16.98,2019,87.74,9.05,23.9,16.43,13.09,4.17,22.38,12739,A
2017-18,1000477,20000477,4,SCIENCE,318.4,BELOW_BASIC,12,91.74,20.14,2022,84.43,11.82,16.68,15.61,11.5,10.95,23.63,17107,NA
2021-22,1000478,20000478,3,MATH,313.4,BASIC,24,86.76,3.96,2019,92.01,11.93,3.74,21.59,37.64,0.8,15.58,8532,D
2020-21,1000479,20000479,3,SOCIAL_STUDIES,154.8,BELOW_BASIC,36,80.22,8.49,2018,76.31,8.72,17.57,7.96,10.25,15.5,23.53,25281,C
2023-24,1000480,20000480,5,SOCIAL_STUDIES,227.6,BASIC,68,82.25,15.86,2025,74.53,4.87,15.58,20.16,2.19,7.31,20.64,11919,B
2021-22,1000481,20000481,8,MATH,278.1,ADVANCED,81,90.51,3.78,2025,73.14,7.28,0.37,13.93,30.98,0.99,11.92,16733,A
2023-24,1000482,20000482,K,MATH,334.3,BASIC,82,87.15,16.7,2019,97.54,11.22,6.14,11.36,5.07,13.14,17.77,21075,C
2021-22,1000483,20000483,5,MATH,150.1,BASIC,48,98.9,4.46,2025,60.45,6.85,11.34,21.99,30.43,4.12,20.0,27675,D
2021-22,1000484,20000484,6,ELA,165.5,PROFICIENT,39,88.26,17.69,2016,67.64,4.87,1.64,18.21,35.79,8.84,19.45,21268,C
2024-25,1000485,20000485,12,ELA,185.0,PROFICIENT,6,81.97,28.71,2019,87.62,5.99,18.84,14.31,2.18,12.57,22.1,21645,A
2022-23,1000486,20000486,11,ELA,187.1,BASIC,22,83.33,20.18,2025,73.67,3.48,21.08,10.66,27.44,13.09,15.1,8255,D
2017-18,1000487,20000487,11,MATH,159.4,BELOW_BASIC,6,90.76,4.33,2017,97.9,2.39,18.65,20.28,24.42,1.35,11.72,19915,B
2017-18,1000488,20000488,8,MATH,158.5,BELOW_BASIC,68,84.61,14.06,2018,72.03,6.54,5.37,19.49,10.53,9.93,13.02,22129,B
2020-21,1000489,20000489,3,MATH,204.8,PROFICIENT,75,91.89,31.74,2025,97.93,6.19,12.07,14.57,36.51,15.42,14.7,27373,B
2018-19,1000490,20000490,3,SOCIAL_STUDIES,264.6,BELOW_BASIC,81,89.74,24.07,2023,65.7,11.52,19.0,7.13,16.66,13.95,19.74,31018,B
2017-18,1000491,20000491,11,SOCIAL_STUDIES,314.4,BELOW_BASIC,65,89.96,7.49,2025,63.33,0.33,9.51,21.08,11.88,3.76,11.1,23650,NA
2022-23,1000492,20000492,4,SCIENCE,180.9,PROFICIENT,90,80.26,12.13,2022,85.19,2.36,7.98,19.76,3.15,10.35,12.19,20505,F
2020-21,1000493,20000493,2,MATH,207.5,BASIC,87,90.47,27.73,2017,89.23,5.84,17.22,20.46,35.92,11.56,10.12,31225,C
2020-21,1000494,20000494,9,SCIENCE,195.2,PROFICIENT,70,84.37,31.64,2017,83.54,6.28,20.51,12.54,31.06,1.42,12.2,21079,F
2024-25,1000495,20000495,4,MATH,213.8,PROFICIENT,5,94.08,20.28,2020,74.31,4.78,8.96,7.77,10.49,14.27,12.67,28122,B
2024-25,1000496,20000496,8,SCIENCE,294.2,BASIC,68,96.81,13.83,2017,83.97,7.35,4.5,13.7,35.47,12.31,17.25,29036,B
2018-19,1000497,20000497,3,SCIENCE,241.2,ADVANCED,64,83.89,6.5,2024,91.88,10.54,19.01,21.11,24.2,3.42,23.99,23973,A
2019-20,1000498,20000498,6,SOCIAL_STUDIES,302.9,BASIC,91,89.69,25.64,2024,67.63,0.62,9.69,13.11,23.13,8.49,18.15,13077,C
2018-19,1000499,20000499,5,MATH,224.0,BELOW_BASIC,96,85.8,26.75,2021,74.1,6.16,0.28,12.17,29.99,4.41,19.47,21116,NA
2023-24,1000500,20000500,11,SCIENCE,171.6,BASIC,46,90.32,21.8,2017,74.73,1.54,24.15,6.65,19.45,12.54,13.76,7758,A
2018-19,1000501,20000501,11,SCIENCE,201.7,BASIC,9,88.11,4.36,2022,93.64,7.24,3.02,12.7,37.74,6.4,21.79,29392,B
2022-23,1000502,20000502,8,ELA,246.2,PROFICIENT,45,87.0,26.51,2025,63.85,1.66,1.69,20.6,31.62,0.6,12.81,31963,F
2021-22,1000503,20000503,K,SOCIAL_STUDIES,202.6,ADVANCED,88,86.63,20.04,2024,70.56,1.06,7.63,21.59,25.0,3.83,22.61,18444,C
2024-25,1000504,20000504,4,SCIENCE,163.4,BELOW_BASIC,20,96.6,25.33,2025,95.08,8.5,16.53,14.95,1.97,1.06,13.85,15479,C
2024-25,1000505,20000505,7,SCIENCE,233.9,BASIC,51,84.5,17.01,2025,67.64,8.12,20.9,11.85,0.32,16.3,16.13,18046,B
2019-20,1000506,20000506,4,SOCIAL_STUDIES,180.5,BASIC,57,89.56,15.09,2023,76.55,9.08,11.92,14.14,9.09,5.17,25.15,7684,B
2019-20,1000507,20000507,5,MATH,289.6,BELOW_BASIC,80,83.96,27.45,2022,67.09,11.54,10.67,12.07,1.04,1.42,19.53,8179,B
2021-22,1000508,20000508,4,ELA,247.5,BASIC,33,81.3,33.91,2018,71.24,5.51,23.04,20.8,21.94,3.62,12.44,30829,A
2024-25,1000509,20000509,8,SCIENCE,232.6,ADVANCED,98,96.96,9.9,2018,63.68,11.97,22.81,20.82,12.66,4.38,15.31,20749,B
2017-18,1000510,20000510,9,SCIENCE,282.8,BELOW_BASIC,5,83.06,32.3,2025,67.89,3.18,3.24,21.86,18.54,8.96,25.52,11544,B
2017-18,1000511,20000511,2,SCIENCE,230.3,PROFICIENT,79,82.0,8.4,2021,61.95,0.94,24.44,11.03,14.62,8.66,10.12,8102,B
2022-23,1000512,20000512,2,MATH,237.1,PROFICIENT,65,93.4,14.0,2022,62.58,9.47,16.39,9.6,34.69,8.14,13.17,25596,A
2021-22,1000513,20000513,3,SOCIAL_STUDIES,173.7,ADVANCED,83,85.57,8.69,2021,68.0,6.09,12.75,20.18,9.02,1.17,16.08,25138,C
2024-25,1000514,20000514,2,MATH,237.4,BASIC,8,92.11,5.29,2020,70.48,2.02,7.79,13.7,1.58,2.45,23.35,30990,C
2021-22,1000515,20000515,9,MATH,331.1,PROFICIENT,37,81.58,6.86,2025,63.8,6.87,23.38,17.67,8.95,3.72,18.37,28662,C
2017-18,1000516,20000516,3,SOCIAL_STUDIES,314.3,PROFICIENT,97,90.25,30.19,2017,60.81,1.67,1.51,10.85,30.55,8.93,10.43,31088,C
2022-23,1000517,20000517,8,SOCIAL_STUDIES,312.5,BELOW_BASIC,81,92.37,4.82,2016,88.44,11.94,12.11,19.89,20.35,14.09,13.89,22044,C
2023-24,1000518,20000518,4,SOCIAL_STUDIES,199.4,BASIC,6,89.66,10.2,2019,70.64,9.5,17.22,7.33,12.67,8.22,25.42,26599,A
2019-20,1000519,20000519,7,MATH,260.0,PROFICIENT,19,89.15,17.61,2019,72.42,7.55,19.78,16.54,5.07,10.16,24.92,7950,B
2019-20,1000520,20000520,9,SCIENCE,166.4,BASIC,30,83.3,31.02,2025,97.57,11.49,12.74,15.82,29.27,12.23,12.51,9225,C
2017-18,1000521,20000521,10,MATH,342.9,PROFICIENT,81,80.24,14.62,2016,67.06,3.98,4.37,21.67,4.44,0.43,21.24,9177,NA
2021-22,1000522,20000522,11,ELA,229.9,BELOW_BASIC,51,96.0,8.01,2023,82.47,2.68,19.28,11.96,18.67,4.23,12.2,10449,F
2019-20,1000523,20000523,6,SCIENCE,279.8,PROFICIENT,12,81.93,32.71,2025,86.46,8.23,23.84,17.96,24.78,8.4,13.98,30605,A
2023-24,1000524,20000524,11,MATH,170.6,PROFICIENT,59,92.47,31.17,2018,72.07,9.73,1.15,21.1,8.19,17.48,16.65,25367,A
2022-23,1000525,20000525,5,SCIENCE,150.8,ADVANCED,22,92.53,17.28,2020,96.15,3.05,5.05,7.15,30.03,3.17,12.81,30066,A
2020-21,1000526,20000526,6,ELA,218.8,BASIC,23,92.49,12.52,2016,86.07,5.24,18.22,8.32,7.7,12.55,23.55,21602,A
2022-23,1000527,20000527,10,MATH,255.6,BASIC,54,96.77,25.09,2021,97.45,7.47,1.2,11.59,10.61,14.8,10.41,21831,F
2022-23,1000528,20000528,7,ELA,181.8,PROFICIENT,95,96.83,25.67,2023,67.22,7.26,20.62,11.15,2.36,14.44,10.94,13673,C
2020-21,1000529,20000529,1,ELA,221.9,BASIC,36,87.88,23.85,2025,87.41,10.3,0.28,6.97,16.93,12.42,16.05,17373,B
2023-24,1000530,20000530,7,MATH,295.6,BASIC,60,91.76,24.83,2017,75.57,8.11,13.83,15.83,17.82,13.05,24.25,18074,C
2017-18,1000531,20000531,3,SCIENCE,243.0,PROFICIENT,90,93.78,6.28,2019,70.42,4.66,10.55,14.26,37.37,1.52,10.1,8494,D
2020-21,1000532,20000532,2,SOCIAL_STUDIES,234.8,ADVANCED,31,87.99,8.23,2022,86.5,4.98,5.69,20.96,19.89,16.72,13.32,24064,A
2023-24,1000533,20000533,10,ELA,239.8,ADVANCED,76,85.21,14.92,2018,64.38,11.89,14.56,21.28,30.59,4.36,16.61,16089,B
2022-23,1000534,20000534,3,SOCIAL_STUDIES,225.1,PROFICIENT,4,93.3,27.3,2017,68.1,0.52,7.36,17.81,14.27,17.39,16.95,15192,C
2021-22,1000535,20000535,11,MATH,196.6,BASIC,76,92.8,33.47,2018,74.99,7.09,5.25,17.76,22.76,3.39,23.46,24799,B
2020-21,1000536,20000536,2,SCIENCE,303.8,PROFICIENT,52,93.41,14.26,2023,69.92,8.54,0.48,21.36,4.05,4.55,22.11,20862,B
2018-19,1000537,20000537,12,ELA,300.4,BELOW_BASIC,5,83.78,11.47,2021,91.8,6.63,21.91,19.57,1.16,10.12,20.15,31540,F
2019-20,1000538,20000538,8,ELA,303.1,BASIC,1,93.55,11.01,2022,80.39,2.69,12.69,7.57,7.16,3.47,19.4,27729,B
2024-25,1000539,20000539,9,SOCIAL_STUDIES,286.1,BELOW_BASIC,16,89.77,7.2,2016,84.72,11.17,8.73,10.38,17.35,5.19,20.63,27528,B
2024-25,1000540,20000540,1,SOCIAL_STUDIES,341.2,BELOW_BASIC,26,90.11,11.87,2024,86.53,2.31,4.55,20.25,18.42,12.36,25.23,25796,A
2017-18,1000541,20000541,10,SOCIAL_STUDIES,246.1,ADVANCED,55,89.82,22.58,2024,74.37,4.29,10.4,16.68,8.8,14.24,24.14,28310,D
2023-24,1000542,20000542,8,SOCIAL_STUDIES,166.8,BELOW_BASIC,40,96.85,14.11,2023,67.85,3.19,14.52,13.83,13.56,14.33,13.19,14146,D
2018-19,1000543,20000543,3,MATH,233.7,BELOW_BASIC,34,93.99,30.79,2019,73.76,5.21,3.28,12.65,8.84,17.85,22.36,12462,B
2023-24,1000544,20000544,K,ELA,262.6,BASIC,96,84.77,14.51,2025,90.08,10.46,5.74,15.68,20.02,12.83,12.85,29742,A
2018-19,1000545,20000545,8,SCIENCE,197.3,BASIC,54,92.26,27.08,2019,87.41,9.15,21.6,21.45,12.3,7.68,16.81,15141,B
2020-21,1000546,20000546,3,ELA,152.3,PROFICIENT,27,89.31,13.49,2019,63.47,5.21,1.21,11.83,31.02,10.48,18.69,27941,B
2023-24,1000547,20000547,12,MATH,270.8,ADVANCED,27,97.81,4.57,2018,90.47,8.29,19.81,8.66,18.71,0.41,14.36,25427,F
2017-18,1000548,20000548,10,MATH,321.8,BASIC,39,82.0,26.56,2023,79.76,5.59,18.63,21.88,1.84,1.37,18.51,20280,NA
2017-18,1000549,20000549,12,ELA,211.6,BASIC,76,84.98,3.52,2023,75.4,11.83,8.13,19.67,34.51,17.13,19.62,9361,B
2019-20,1000550,20000550,8,SCIENCE,186.4,BASIC,27,93.19,23.4,2017,61.63,4.62,19.29,15.28,29.56,2.54,21.45,8514,A
2017-18,1000551,20000551,9,SOCIAL_STUDIES,205.8,BELOW_BASIC,48,95.21,24.98,2024,84.24,3.73,17.06,11.97,12.34,10.57,22.46,17560,B
2023-24,1000552,20000552,6,SCIENCE,211.6,BASIC,98,94.76,24.47,2016,97.63,2.32,19.6,13.38,20.86,4.0,25.68,12275,F
2019-20,1000553,20000553,7,SOCIAL_STUDIES,202.6,PROFICIENT,7,94.48,21.37,2020,65.13,10.04,24.33,15.97,23.07,2.0,23.85,7514,A
2021-22,1000554,20000554,6,SOCIAL_STUDIES,238.1,ADVANCED,98,93.34,33.93,2021,82.9,9.68,13.31,12.58,30.38,15.36,13.19,18678,A
2017-18,1000555,20000555,10,SCIENCE,300.1,PROFICIENT,60,97.88,12.01,2017,62.89,6.81,18.79,8.4,28.66,6.34,18.11,23631,C
2018-19,1000556,20000556,12,MATH,297.1,BELOW_BASIC,7,93.38,31.44,2017,95.38,6.06,22.99,18.13,12.1,5.81,20.26,15135,NA
2019-20,1000557,20000557,10,SCIENCE,207.6,PROFICIENT,7,82.51,33.05,2019,85.09,11.9,4.27,13.39,17.27,15.09,25.1,22029,A
2021-22,1000558,20000558,10,SOCIAL_STUDIES,174.2,BASIC,95,87.34,20.01,2021,69.68,2.54,1.72,16.87,31.43,10.4,22.91,15300,A
2022-23,1000559,20000559,12,SOCIAL_STUDIES,207.5,BASIC,83,99.15,34.68,2021,82.6,4.05,3.58,10.82,20.33,14.82,22.29,26597,B
2017-18,1000560,20000560,11,ELA,259.3,BASIC,64,83.03,12.04,2017,75.73,0.83,22.14,14.28,30.32,9.48,16.38,10640,A
2021-22,1000561,20000561,6,SCIENCE,157.5,PROFICIENT,17,86.12,22.27,2024,86.06,10.44,3.93,18.05,6.35,12.05,19.11,17920,F
2024-25,1000562,20000562,11,SOCIAL_STUDIES,287.7,ADVANCED,37,82.89,6.96,2019,82.74,4.13,12.6,8.78,25.44,17.31,16.76,11542,D
2021-22,1000563,20000563,3,ELA,327.9,BASIC,43,89.08,30.31,2017,88.76,1.94,16.2,20.68,36.6,13.3,11.59,31815,D
2021-22,1000564,20000564,K,ELA,208.4,ADVANCED,23,80.3,27.58,2018,90.15,9.04,5.3,17.21,24.52,7.24,21.31,21298,A
2024-25,1000565,20000565,6,SCIENCE,201.6,ADVANCED,98,88.92,27.83,2024,89.37,9.99,20.56,20.74,29.08,6.19,13.21,30438,A
2022-23,1000566,20000566,11,ELA,346.3,BELOW_BASIC,80,96.93,31.45,2017,84.78,10.51,23.23,6.67,22.27,4.2,17.02,11131,A
2020-21,1000567,20000567,11,SOCIAL_STUDIES,264.0,BELOW_BASIC,61,81.71,21.69,2019,92.95,8.58,2.48,15.12,14.93,16.09,15.19,16173,A
2023-24,1000568,20000568,1,SOCIAL_STUDIES,338.9,BELOW_BASIC,52,84.65,11.52,2019,61.94,0.77,15.99,9.7,13.72,10.94,15.28,11946,B
2019-20,1000569,20000569,3,ELA,310.9,ADVANCED,86,94.5,14.56,2022,83.54,8.36,20.17,11.66,1.45,2.49,10.06,21329,C
2022-23,1000570,20000570,5,SCIENCE,336.6,BELOW_BASIC,93,89.13,25.51,2017,87.59,3.2,17.35,21.54,35.27,5.24,22.7,12442,A
2021-22,1000571,20000571,4,SCIENCE,278.6,ADVANCED,4,89.41,25.89,2024,73.04,6.35,6.85,8.68,26.58,16.53,15.16,9805,B
2021-22,1000572,20000572,5,ELA,189.4,PROFICIENT,91,95.96,8.61,2021,96.07,6.7,16.84,19.76,33.83,4.05,20.99,31626,B
2018-19,1000573,20000573,4,MATH,169.4,BELOW_BASIC,10,92.36,10.55,2017,97.4,6.54,12.02,19.39,2.22,3.49,16.44,11415,B
2022-23,1000574,20000574,1,MATH,197.9,ADVANCED,86,83.77,17.03,2019,69.89,0.91,23.74,19.83,21.38,4.1,11.67,21173,C
2021-22,1000575,20000575,12,MATH,303.3,ADVANCED,14,82.13,33.68,2016,72.2,3.52,16.08,10.62,33.68,7.54,13.89,9719,C
2019-20,1000576,20000576,9,ELA,210.9,BASIC,80,84.74,33.93,2017,64.82,6.22,23.19,11.55,17.86,2.35,22.63,27718,B
2024-25,1000577,20000577,7,ELA,298.4,PROFICIENT,94,94.12,10.69,2016,79.75,8.06,3.08,13.78,26.91,13.27,25.18,22338,B
2024-25,1000578,20000578,4,ELA,315.3,ADVANCED,67,92.93,21.36,2018,62.93,3.25,18.0,13.19,19.39,4.52,11.2,19843,D
2018-19,1000579,20000579,6,SCIENCE,209.7,BELOW_BASIC,68,91.92,32.74,2021,96.56,10.68,4.32,19.74,35.89,4.33,14.28,7477,D
2021-22,1000580,20000580,3,SOCIAL_STUDIES,191.3,BELOW_BASIC,93,86.43,11.92,2024,80.96,0.59,3.64,20.9,14.72,3.95,22.41,30216,NA
2019-20,1000581,20000581,12,ELA,166.4,PROFICIENT,67,81.24,29.65,2024,65.68,11.25,17.31,13.79,4.61,4.45,14.37,19307,F
