qol_infra_inspection_date,qol_infra_asset_type_code,qol_infra_asset_id_hash,qol_infra_condition_rating,qol_infra_work_order_count,qol_infra_mean_time_to_repair_days,qol_infra_preventive_maintenance_pct,qol_infra_pothole_reports_count,qol_infra_street_sweeping_completion_pct,qol_infra_water_main_break_count,qol_infra_sewer_overflow_count,qol_infra_signal_outage_minutes,qol_infra_graffiti_removal_days_avg,qol_infra_snow_plow_cycle_hours,qol_infra_leaf_pickup_completion_pct,qol_infra_permit_backlog_days,qol_infra_capital_project_status_code,qol_infra_service_request_backlog,qol_infra_operational_cost_inr,qol_infra_resident_report_accuracy_score
2019-08-22,BUILD,f4f88733c7c79613,1,38,131,12.1,3800,71.73,33,186,14367,21.29,10.19,56.62,230,COMPLETED,22130,16802142,50.7
2025-12-02,BRIDGE,cef6ffc106df4304,5,391,33,36.34,3171,53.21,320,138,7633,26.77,52.86,30.62,347,ON_HOLD,995,63651285,10.4
2025-11-02,SEWER,4ca16bba52948e4d,4,451,16,81.99,4596,71.58,262,1,7107,48.69,5.93,70.22,182,IN_PROGRESS,24287,69600522,37.0
2021-07-02,OTHER,7068b772ff6dd775,1,103,54,95.5,1960,88.94,221,41,10005,25.21,48.76,30.94,262,COMPLETED,12203,9199863,19.7
2022-03-21,SEWER,0bbc6c796813ac7d,1,465,106,37.07,2160,25.38,285,23,12444,19.0,46.02,37.46,160,COMPLETED,2631,18801337,52.4
2022-07-03,ROAD,a56364350280daee,1,185,41,25.66,4088,9.88,59,92,10494,55.77,57.53,34.17,177,ON_HOLD,17629,20815286,62.4
2021-01-22,BRIDGE,8e8d62a4acbb39a0,1,241,63,93.25,5615,52.83,331,129,13854,19.64,35.25,18.72,303,COMPLETED,4756,58983619,68.9
2019-12-28,PARK,65d906d6a57c4387,5,125,88,29.21,2835,51.8,400,214,8560,27.28,12.88,15.7,314,IN_PROGRESS,22896,12259895,10.2
2024-04-04,BRIDGE,7870d92151ddf985,2,259,77,22.05,280,70.12,187,160,2157,54.08,61.37,8.24,217,PLANNED,9970,47560209,74.3
2022-09-02,WATER,2e40c0d68a590c83,5,77,66,94.29,2106,32.71,200,123,3789,42.66,41.34,14.72,13,CANCELLED,8454,34740164,77.8
2025-07-29,OTHER,34d76fdb31ea327e,4,309,16,21.41,2650,76.32,292,10,12331,7.61,11.06,81.59,282,ON_HOLD,7722,31982147,60.8
2021-11-22,DRAIN,33cd7a19427e268e,1,68,109,5.59,535,86.95,71,64,12318,30.26,68.29,81.47,211,COMPLETED,7399,50412926,74.9
2024-07-22,DRAIN,357c35249b82bef9,1,472,7,42.34,4458,94.95,234,222,3374,54.29,12.6,5.85,60,CANCELLED,2815,13732400,90.4
2024-01-24,BRIDGE,6b3963d88d174745,2,204,45,19.56,1003,99.42,165,59,18375,33.24,24.24,23.36,61,PLANNED,18611,16004769,87.4
2022-11-25,WATER,4912584ed0769f46,2,491,58,27.6,3865,89.52,190,64,11316,7.71,68.69,1.23,2,COMPLETED,11478,48124493,84.6
2024-11-19,WATER,d9d25f0214bfd324,2,308,114,46.06,179,0.44,317,129,16323,14.8,71.04,41.46,214,PLANNED,15396,69282452,23.2
2025-03-27,BRIDGE,adcc9bcef439df96,2,495,67,15.42,5673,12.85,59,218,19398,6.04,13.92,17.05,27,ON_HOLD,4815,70724060,92.3
2024-09-22,LIGHT,4f2187f54dc267c4,1,311,101,52.78,2226,87.9,364,176,11655,41.41,23.96,5.64,341,CANCELLED,17151,26628043,55.3
2025-03-27,PARK,ceb7efb440e27dbb,1,139,75,68.84,5737,60.46,86,107,7774,32.89,29.13,20.14,183,PLANNED,1347,5781996,57.6
2024-12-07,LIGHT,24a385d0668991d7,1,187,158,97.68,196,20.69,345,23,2275,0.98,70.91,92.07,78,CANCELLED,24528,17762248,69.0
2022-12-18,PARK,daa88509d86336e0,2,101,176,33.65,916,94.74,364,129,15677,30.68,60.35,11.92,220,ON_HOLD,5343,44870106,46.7
2025-02-17,BRIDGE,48dbc39841ba324c,2,117,106,13.59,1425,2.91,53,156,10321,39.09,60.63,8.5,324,CANCELLED,20217,63735804,46.7
2025-03-30,ROAD,f457c313d7c83cac,1,64,96,92.8,5726,29.36,325,233,8226,0.27,35.61,55.43,167,CANCELLED,4988,44898476,61.1
2020-03-17,DRAIN,c750a7b8b15404cc,5,196,58,33.77,5465,31.07,258,120,14150,14.16,58.35,19.28,95,IN_PROGRESS,19073,8459886,16.7
2020-08-09,SIGNAL,3a0b8684f8e3477f,1,481,38,89.96,2142,52.76,56,189,10877,14.86,7.07,46.39,41,IN_PROGRESS,1954,36735626,90.0
2024-05-08,DRAIN,7e4468db77fe5ff7,5,133,168,36.8,1134,46.58,3,199,6524,5.87,64.84,93.4,155,COMPLETED,2636,63673703,48.7
2021-08-13,DRAIN,f4690a905ed7fa34,2,78,4,65.62,4683,51.74,379,147,5572,37.8,10.06,26.75,105,PLANNED,6075,18289413,52.1
2025-09-21,BRIDGE,5e84447044ddb851,5,112,157,42.73,5518,21.42,114,46,4521,56.88,9.02,46.59,101,IN_PROGRESS,3348,4239408,21.2
2025-01-29,SIGNAL,0890d72ea8b72959,2,195,178,87.85,332,67.94,56,68,15249,30.95,54.12,48.33,131,PLANNED,17111,70915823,86.0
2020-04-23,ROAD,769f4be7d18c0339,2,187,30,48.09,3777,12.98,29,231,16229,31.06,11.69,59.86,37,ON_HOLD,19929,65612939,34.9
2020-10-29,ROAD,acf17e777318f180,2,489,42,34.4,5740,59.23,323,144,18452,51.18,3.73,36.56,30,ON_HOLD,1067,48855959,31.5
2022-02-19,LIGHT,0de591d9b980c46a,4,215,41,23.77,1626,65.6,30,74,17501,55.26,49.83,24.24,175,ON_HOLD,13104,10702454,8.1
2024-08-22,PARK,aa8e84349aea6821,5,399,9,69.08,2631,41.22,8,237,17197,7.68,27.31,55.69,254,IN_PROGRESS,165,49879809,9.6
2022-12-12,SEWER,b9c6fe52da4c81f1,4,271,33,36.48,2950,50.76,56,120,4222,35.24,47.55,60.86,37,CANCELLED,4681,761634,1.3
2023-08-27,PARK,e91d4f7a3ca2d6e3,2,30,59,91.75,1703,62.97,366,189,10972,43.22,10.93,67.66,213,CANCELLED,13182,40381904,16.3
2019-05-08,WATER,0ed089a0cf8a6d6f,5,439,38,61.59,2737,3.46,245,60,13066,3.63,6.99,11.03,349,IN_PROGRESS,3872,33191982,91.9
2019-08-11,WATER,98373dc628aa0c46,1,124,83,79.51,2068,14.81,149,8,7116,47.96,34.97,70.81,158,PLANNED,13556,47452282,83.3
2019-01-23,OTHER,359355899983bffd,2,439,94,97.35,3037,62.38,151,180,17938,44.44,11.26,63.38,305,COMPLETED,9594,19283226,48.4
2019-01-12,OTHER,d48a22a6d1790cd3,5,406,96,90.23,5946,16.2,400,120,3051,22.32,12.62,15.87,48,IN_PROGRESS,18414,67891451,74.9
2023-01-28,BRIDGE,26b4e78876867820,4,385,110,91.6,15,5.32,386,221,17580,8.71,59.1,32.61,288,CANCELLED,8988,67621045,18.3
2021-06-26,WATER,b62c353117e9ff7f,3,394,165,57.6,3604,57.94,102,70,15590,28.04,8.67,11.25,16,IN_PROGRESS,20808,30296689,68.0
2023-11-03,BRIDGE,433befb99db15e1d,4,99,6,22.89,5780,8.48,0,77,14678,54.63,56.83,7.42,166,ON_HOLD,23875,23549997,23.2
2020-01-29,BRIDGE,8d468bab50b02eda,3,170,76,14.92,5882,51.04,58,185,15006,33.64,38.59,1.88,203,ON_HOLD,21346,57195638,44.5
2023-02-16,ROAD,20a8ca80224bda30,3,37,1,47.06,1959,11.59,185,162,8112,21.29,36.65,89.7,92,COMPLETED,22549,9470386,23.0
2023-04-25,SIGNAL,9cec3ec24ea197f2,3,433,90,54.99,3368,19.66,97,207,13426,14.88,14.8,9.13,144,CANCELLED,16869,23844429,58.0
2024-04-12,WATER,ba6d3ee03673bc34,2,289,119,47.66,2361,29.9,253,36,8584,40.99,11.79,24.08,80,PLANNED,23163,17402930,54.4
2020-09-12,BRIDGE,e942598e276a6d1a,1,445,115,5.5,564,54.33,186,6,13779,11.65,27.89,72.0,30,ON_HOLD,12856,28868103,72.0
2019-04-06,OTHER,7622c155f5da86da,2,124,56,25.66,13,1.36,378,212,8288,37.51,18.1,43.45,159,ON_HOLD,20865,11384003,25.6
2021-05-12,PARK,f0209821c8e5ae98,3,315,55,25.61,761,56.41,132,237,9395,25.35,18.27,91.83,313,ON_HOLD,19613,36167009,87.2
2025-01-20,BRIDGE,fbce34d849863faa,5,214,46,84.28,5277,84.36,57,189,15272,33.21,57.94,9.25,44,ON_HOLD,422,7932691,31.2
2023-01-21,SEWER,d00c6f2a50836adf,3,457,135,7.11,1439,6.06,233,173,9807,43.32,21.81,47.0,147,COMPLETED,17234,21262019,64.1
2022-04-09,BRIDGE,7821af236ec2aed3,4,58,40,45.14,5513,19.33,400,115,14349,6.8,13.79,42.92,3,PLANNED,7385,3796126,21.7
2025-07-16,SEWER,ec49c4c27024e76b,5,456,136,33.4,2069,87.14,3,170,5789,20.51,49.0,17.54,329,COMPLETED,13582,11751947,16.1
2020-03-31,OTHER,d41f34a3010b33e6,5,499,76,83.69,4309,74.0,18,173,4555,8.64,35.69,94.76,230,ON_HOLD,10140,23819565,42.4
2023-12-07,OTHER,8a3ecb6537960b61,2,133,155,85.37,4321,48.74,209,160,11145,7.31,14.02,26.87,204,ON_HOLD,5327,46808115,3.2
2024-09-09,SIGNAL,410936aed4c947aa,5,174,159,35.67,5626,58.08,105,220,8336,49.35,23.16,54.85,47,PLANNED,23026,10486620,71.9
2020-08-08,PARK,f422daa3b7d369f3,4,374,58,10.85,3273,56.05,241,216,3360,32.98,18.02,11.26,184,ON_HOLD,17363,10859698,4.6
2025-12-20,ROAD,d7bbb16f66053a0e,5,464,99,37.48,2000,84.97,131,82,11249,6.13,17.54,26.57,270,CANCELLED,8432,62267726,47.9
2019-04-17,ROAD,4fd2e454cbc33db9,2,80,85,65.94,5855,28.25,162,107,5406,13.04,20.22,65.62,72,CANCELLED,22964,10662931,52.3
2024-04-13,BRIDGE,23e344703e191104,2,332,24,13.98,4633,95.34,31,154,16304,59.9,67.59,16.3,285,ON_HOLD,17056,45343226,82.0
2025-06-30,SEWER,3fce42e7fd1ae6f4,5,224,28,32.68,3162,82.06,95,104,7638,24.1,2.43,31.75,28,CANCELLED,8426,57666304,95.9
2025-02-12,LIGHT,9090008b73adc590,4,222,27,17.75,3911,16.32,32,54,5457,42.31,48.89,97.52,136,IN_PROGRESS,14555,72943478,0.8
2025-04-20,SEWER,bce3542772f0fdeb,3,371,160,42.97,3470,37.02,315,171,17662,9.27,33.31,92.53,297,CANCELLED,6650,35631004,48.3
2023-09-24,SIGNAL,7101dc549e0f3ced,1,117,45,71.36,2149,12.05,365,135,14622,54.82,24.76,39.94,153,IN_PROGRESS,206,74570483,90.4
2019-10-09,DRAIN,dc75c7a9fb8e6cb7,1,448,108,68.23,3284,34.44,162,5,4742,26.6,69.38,60.72,252,PLANNED,24582,68061828,39.3
2022-04-07,SIGNAL,0847bfdbfade79bb,5,11,153,43.58,2229,66.46,161,222,5745,35.75,33.68,29.49,54,COMPLETED,4833,12080625,12.2
2025-09-03,ROAD,10315793643f37bd,5,117,149,46.22,3638,77.36,226,64,2387,47.99,59.27,0.67,74,CANCELLED,526,39553665,41.5
2025-04-04,LIGHT,7ac15c064b2cb06c,3,214,164,95.86,2757,46.61,127,223,8261,39.24,8.2,1.09,32,IN_PROGRESS,9195,28736028,17.4
2019-05-11,DRAIN,46a690ef875b28c4,3,469,71,71.51,3906,35.3,257,32,11814,16.47,16.21,37.96,90,ON_HOLD,13625,22030255,95.4
2023-05-06,LIGHT,04d0d6a695cb56e8,3,217,99,10.83,5118,51.83,390,129,8866,42.68,66.24,68.11,325,COMPLETED,15943,16015446,8.1
2021-10-21,WATER,eeeba8bfa8117cf6,2,85,31,4.84,4710,79.67,359,92,233,46.64,8.25,29.06,197,IN_PROGRESS,10342,43048643,38.4
2019-06-06,WATER,6667dd679bdc1b98,3,405,18,25.31,1207,21.43,150,22,9401,15.81,44.84,91.84,352,CANCELLED,18316,7411134,39.0
2019-07-15,LIGHT,a9dea6a3cf384f71,1,112,3,3.06,3981,37.16,126,196,3920,12.83,57.49,8.12,194,CANCELLED,11624,30288584,86.6
2022-03-12,BUILD,616f809b69b7ef8b,1,116,81,23.73,5226,41.2,195,12,1802,16.3,44.23,77.35,274,ON_HOLD,15453,44460473,28.3
2025-07-26,WATER,2d3e345a3f889b68,4,484,161,99.16,1889,1.38,112,165,6100,8.83,49.35,29.25,11,ON_HOLD,6515,20007723,60.1
2019-03-10,BRIDGE,b8aab45ef25fb30a,4,300,38,32.91,1929,24.47,65,134,11457,6.38,32.19,97.05,79,ON_HOLD,330,21420372,26.6
2022-12-30,LIGHT,b4de6f7f4469da1d,2,498,159,20.69,3149,10.45,149,140,17776,2.4,51.82,96.35,140,PLANNED,22065,34841293,70.3
2020-08-16,BRIDGE,e8ebaa5ae917c417,1,381,152,20.74,2048,72.73,175,144,16858,0.26,28.8,80.55,329,PLANNED,183,61108081,31.8
2024-10-06,WATER,47347984f29ec252,1,468,16,90.93,2193,87.13,132,97,16402,31.45,21.99,67.9,151,IN_PROGRESS,3428,16680738,83.4
2021-01-22,PARK,7be33f1448127ee8,5,423,63,2.84,5648,65.16,107,16,3202,52.72,62.35,0.6,130,CANCELLED,19307,50838454,37.8
2024-04-20,LIGHT,6216f3b59e193158,2,176,114,41.02,3259,48.07,251,188,2628,36.25,0.62,54.74,191,PLANNED,24267,46604051,37.9
2020-02-22,PARK,d0c9e7012b668e49,2,97,26,37.04,4393,22.22,2,119,18959,18.58,49.41,17.74,294,PLANNED,21724,15949330,56.9
2022-04-14,SIGNAL,14c7b9f69e2b4d9c,5,463,101,66.02,3844,97.36,274,45,6748,32.02,45.69,41.04,337,CANCELLED,7821,24965801,96.5
2023-11-18,DRAIN,a256bc92a6caf74f,1,442,24,84.64,2292,98.51,161,10,2527,4.8,49.17,44.57,61,COMPLETED,830,72858880,20.2
2023-11-27,LIGHT,76f9e7e9c2173606,1,425,68,29.46,1319,9.26,71,24,10061,18.86,43.13,18.9,149,ON_HOLD,14434,17636611,8.5
2019-12-25,OTHER,d31915fba107339f,3,404,2,83.52,196,15.81,100,5,7478,16.0,11.51,92.11,298,COMPLETED,24652,56912620,3.3
2022-03-12,LIGHT,794d1cedd3d6b811,1,440,158,90.36,2448,23.35,120,129,4651,27.86,3.05,38.84,91,PLANNED,21666,43750706,13.6
2022-10-21,SEWER,e24b31fc22f6da09,5,249,61,40.07,5998,31.54,111,194,8508,9.57,61.0,60.89,283,COMPLETED,22474,51075424,90.7
2023-01-15,ROAD,e6989f89640c91e0,4,208,157,26.98,5106,18.38,351,180,10081,21.95,43.19,62.03,71,CANCELLED,4589,14342653,21.1
2021-03-16,BUILD,528472c91e25e061,5,152,86,9.77,2619,92.37,329,24,5557,42.87,44.09,22.83,5,ON_HOLD,5992,48974300,18.5
2020-03-10,OTHER,864462baf2bbb0ff,2,446,164,99.87,1302,52.68,74,188,8088,52.56,18.61,64.42,181,IN_PROGRESS,7905,10615970,97.6
2019-08-07,DRAIN,7d3e2da7296ea7e4,4,483,42,38.58,2316,16.77,205,80,19914,5.06,16.87,32.13,124,COMPLETED,1886,64460676,49.9
2025-04-11,SIGNAL,83da9e52780d4d29,2,478,150,23.05,4875,46.44,80,93,16637,4.37,62.55,69.99,290,COMPLETED,20544,45082569,17.4
2024-08-03,DRAIN,5b3f68cec62e5faa,5,484,49,24.23,621,83.78,127,206,15258,34.34,51.3,29.11,295,IN_PROGRESS,13169,18841005,36.2
2026-02-11,ROAD,5f444a33bf9c1cc6,5,70,41,21.16,3358,84.38,189,40,19324,39.48,4.41,21.94,155,PLANNED,12874,63168238,33.4
2019-05-21,SIGNAL,d7d415b1ca31993b,2,255,75,10.1,2212,20.38,103,10,717,46.42,29.87,14.33,212,COMPLETED,16486,54810279,90.0
2025-11-27,DRAIN,88c4854f93ef5080,3,197,81,68.4,1892,56.59,182,1,17095,47.88,8.67,62.86,295,PLANNED,4448,57458675,60.9
2022-10-18,SEWER,d83983ee54df3cd3,4,12,171,83.94,3770,82.72,6,204,3430,46.24,5.69,10.54,118,CANCELLED,20102,30239888,48.9
2020-03-11,WATER,0280036c0fe972a1,4,140,120,35.31,3129,36.42,350,25,2227,45.59,25.34,31.15,73,COMPLETED,16963,62231858,91.6
2019-09-09,BRIDGE,237f93b42df49854,3,225,166,40.37,3679,80.15,277,153,18359,1.72,57.59,48.23,207,ON_HOLD,23880,2189793,68.7
2019-03-29,BUILD,f20175c8f4459c1c,4,148,3,22.24,2778,47.98,339,29,8431,56.6,10.28,58.11,293,COMPLETED,17040,4651739,42.5
2019-09-24,OTHER,e88e84ad66315048,2,181,142,93.54,2088,62.29,296,229,17335,44.9,17.77,34.24,306,IN_PROGRESS,13460,44635361,49.3
2024-02-07,PARK,6883a1411fafb371,5,495,91,32.38,4261,24.22,324,74,6324,51.64,40.42,44.2,72,PLANNED,10151,16153347,83.0
2021-03-23,BRIDGE,9bcbfef58a8226ac,1,140,146,32.85,5134,41.88,179,155,9421,41.63,29.32,59.75,291,CANCELLED,2464,50106742,78.5
2019-12-06,PARK,b8360e456b9ed109,2,315,63,33.45,5755,75.56,373,104,12621,54.6,13.05,24.55,158,ON_HOLD,12058,69110727,98.7
2020-02-18,ROAD,203c7ee4e364918e,4,311,107,95.33,2938,62.79,158,219,17131,33.29,55.58,40.7,50,ON_HOLD,1824,41625017,82.4
2024-10-22,SEWER,ddc21119fcffd73f,4,391,179,72.58,5804,15.58,362,31,4640,37.56,3.16,69.03,81,COMPLETED,24860,2479818,15.2
2024-05-25,BRIDGE,a9fda553755f45a1,1,0,46,71.51,2368,59.1,213,139,15322,8.33,8.92,1.12,364,IN_PROGRESS,19438,12133507,66.0
2021-07-14,LIGHT,ceb5c359b9682352,3,177,173,84.82,2701,66.36,390,72,3878,35.5,39.34,97.29,77,PLANNED,17653,52754546,70.7
2023-01-30,LIGHT,f7676b8564520351,1,371,40,91.37,1555,27.69,166,180,17330,29.16,64.98,6.34,19,CANCELLED,7560,12944728,44.9
2022-12-31,LIGHT,39b1e2d3e41ebcc2,2,169,30,74.45,5784,25.86,287,90,2640,49.57,68.07,29.98,176,PLANNED,21311,16399482,93.9
2021-05-27,PARK,5c1aa410b949c33c,5,311,75,77.88,5559,33.13,43,23,13802,3.05,34.93,50.22,155,ON_HOLD,18274,32195506,92.2
2020-06-18,SEWER,8e83b484808019cf,1,294,117,18.76,1986,94.07,205,219,9803,18.12,41.36,8.85,139,PLANNED,4801,47175352,50.9
2023-06-04,BRIDGE,bee2b4c3e87931cb,5,121,16,99.35,1149,65.09,60,152,19060,36.94,43.22,56.88,178,PLANNED,23728,2540566,45.7
2026-01-25,SEWER,c4e61b730b7f7ff8,5,330,127,36.73,1169,5.18,282,134,15880,47.63,48.56,77.57,272,CANCELLED,19171,15872914,36.2
2025-02-20,ROAD,fbb3819a5fd549fa,2,29,43,72.19,2227,41.77,126,123,15752,19.0,28.71,64.31,342,PLANNED,13254,56123014,51.4
2025-07-05,LIGHT,58300405fd112a16,4,146,51,83.28,5401,12.12,248,122,16095,15.93,50.73,78.83,365,IN_PROGRESS,4085,61834272,47.8
2025-05-24,WATER,05b341ec27fbe290,4,454,134,98.67,1541,20.16,162,13,5473,50.76,5.15,96.42,81,CANCELLED,22719,37047733,60.5
2022-12-15,SEWER,28f9575cde464d4a,2,246,167,67.79,2276,69.85,225,170,17868,57.88,10.37,75.49,51,PLANNED,7199,14531600,63.4
2022-09-22,BUILD,db41b7a01c663957,3,298,72,21.47,1277,23.03,247,69,2176,5.18,3.92,21.36,128,IN_PROGRESS,11959,59791046,5.5
2025-08-27,OTHER,a487583d4215dd25,1,42,38,15.28,4362,32.64,136,135,9653,49.35,31.81,81.12,332,IN_PROGRESS,13773,33364754,45.0
2020-10-28,SEWER,3ec392efbcd5cf63,2,490,31,65.07,5442,97.96,332,133,11204,9.83,15.6,51.55,68,ON_HOLD,8391,59748138,25.7
2025-10-07,WATER,8e136bf83fb3658f,4,435,73,1.48,3940,19.43,17,238,5253,5.42,56.24,71.1,363,CANCELLED,4206,10733122,85.1
2022-09-25,ROAD,5db6d5a83f29aee5,3,249,162,74.3,1544,81.34,46,87,5201,32.56,16.75,20.23,29,ON_HOLD,21981,42766516,88.3
2021-06-22,WATER,a77f411082fb4f59,1,280,40,28.62,2198,30.77,398,38,532,36.23,15.29,94.34,99,IN_PROGRESS,22949,21433127,12.8
2019-12-21,BUILD,2b00720081cc7cfc,2,212,76,31.46,1157,14.73,173,150,7702,32.05,27.27,15.12,40,ON_HOLD,9068,58885225,37.3
2020-02-13,WATER,515501b8c06b83d6,4,474,83,95.88,2995,35.73,106,23,124,27.23,15.96,78.55,223,PLANNED,5223,25035851,37.9
2023-11-09,ROAD,5d26285bf8e6dc24,2,107,27,46.3,1433,33.7,345,12,11816,27.73,52.11,73.57,277,IN_PROGRESS,20937,72929288,77.1
2023-11-17,ROAD,6747ad5ad0cdd784,1,187,9,36.3,3122,39.99,340,46,15352,4.62,15.37,92.83,216,ON_HOLD,23688,36535093,89.5
2023-10-07,SEWER,509fd5e208c63adb,2,89,166,49.02,1903,67.34,184,104,7966,55.04,45.36,82.79,149,CANCELLED,24109,29077911,71.6
2023-08-12,LIGHT,c93bdbeb6899782e,3,87,87,30.2,3324,20.09,206,211,7179,44.7,68.31,61.14,144,PLANNED,2207,55776165,82.4
2023-01-23,WATER,b064295324c81c78,5,377,36,29.48,1551,11.81,88,42,17491,4.7,38.32,50.51,251,ON_HOLD,13710,12642614,47.3
2024-01-31,ROAD,d536e2ca62afca12,4,499,129,58.31,4181,50.54,229,174,9623,9.19,57.72,89.13,204,IN_PROGRESS,19784,20875564,30.7
2024-08-06,PARK,f73aafabc98ade3a,3,486,140,96.57,224,72.43,290,189,8706,5.14,48.34,46.21,243,CANCELLED,15105,49036180,24.8
2021-10-06,DRAIN,c037df9edef49fb3,4,94,74,75.55,255,69.84,297,137,11013,26.08,51.84,22.01,132,PLANNED,583,59976903,69.1
2023-09-16,BRIDGE,f391e1d3f9f4d87d,5,242,147,64.01,3105,6.21,40,124,6906,6.6,61.5,89.13,62,COMPLETED,7993,20453122,69.3
2023-03-30,LIGHT,0d80c3088893928e,5,149,123,96.98,1593,41.2,157,17,498,26.65,67.63,89.66,287,CANCELLED,12565,45322822,9.4
2023-12-11,OTHER,e2065e71f4750d9b,3,129,123,13.38,1558,45.82,70,207,16522,24.81,38.14,86.95,223,PLANNED,360,74035139,9.0
2021-11-26,BRIDGE,0117727da9efe1d5,4,85,35,14.2,1449,59.81,71,199,14295,35.54,0.74,35.07,198,CANCELLED,7114,48712545,17.5
2022-05-26,SEWER,22ac4e2073096b54,4,429,140,35.57,3458,69.92,21,34,3114,39.47,24.77,97.07,323,CANCELLED,6089,8604868,94.8
2021-03-21,ROAD,326bd3f1c65e464d,5,420,146,92.33,5072,61.84,116,82,7744,0.88,1.6,1.74,84,CANCELLED,23046,69255203,78.9
2021-01-19,SIGNAL,6d18911d21b89fd7,5,155,93,72.51,2495,77.78,210,180,19682,37.39,20.51,64.52,217,COMPLETED,17901,57471311,42.3
2021-12-26,ROAD,065c4f368ab176e3,4,46,169,88.2,2994,36.34,35,170,2188,16.45,22.23,88.25,110,PLANNED,3443,16943749,91.4
2025-05-04,BRIDGE,ab1b9365d2bd58ae,2,409,125,94.53,3464,55.84,142,225,5922,59.73,51.17,76.24,363,COMPLETED,1651,469239,63.3
2025-04-10,PARK,79eb0a00f03112a5,4,239,54,14.9,805,17.99,347,15,10156,2.99,38.49,47.31,335,PLANNED,24491,44999714,7.2
2022-05-11,BRIDGE,8fe17012f4263dad,3,205,108,9.69,2227,40.89,61,155,30,1.35,46.2,26.67,199,COMPLETED,15301,25382468,23.2
2022-01-17,DRAIN,987d2d96ebb2fa10,3,460,138,13.84,3446,55.09,393,90,16453,8.58,71.33,85.2,269,PLANNED,19321,12283233,12.0
2019-04-04,LIGHT,16151672e7a89e92,3,71,35,74.66,2205,70.9,381,234,17389,15.36,67.98,74.24,35,CANCELLED,20946,63965055,32.7
2025-01-23,WATER,a3bf889ae49e6451,3,421,149,39.9,4085,98.27,74,90,18721,4.59,23.63,0.89,269,PLANNED,7779,68001038,14.3
2025-04-10,WATER,44aadbb088a3c355,4,109,141,16.13,5043,9.8,25,36,6025,59.92,15.18,41.17,33,ON_HOLD,23109,21242153,99.1
2020-08-27,OTHER,5c27985253dd3d2e,3,272,107,66.55,5522,27.64,394,87,15600,23.31,68.66,6.0,226,CANCELLED,7002,12553858,84.6
2022-05-23,BUILD,5020b99c09b5fc11,1,346,121,6.85,2750,47.79,373,116,19036,10.79,19.69,77.87,6,ON_HOLD,13884,69082704,98.7
2024-08-22,PARK,7b6d55d989aae6b4,1,484,26,30.48,437,2.6,243,83,12884,50.83,33.8,64.31,300,CANCELLED,2708,16600385,55.7
2020-05-16,BUILD,b2983a1841744e40,2,380,160,78.09,3786,7.59,207,118,117,58.83,18.24,18.63,290,ON_HOLD,7540,9549309,7.9
2021-03-17,BRIDGE,6f3a9c2ba7c30d1d,3,366,0,68.99,3686,49.8,254,205,8063,18.8,62.18,52.93,88,CANCELLED,3020,4674658,76.7
2019-01-19,OTHER,36307479b39e0428,2,249,178,21.86,982,20.57,184,35,6544,38.14,24.96,39.7,231,COMPLETED,10808,32954923,48.6
2022-02-03,DRAIN,1d09e277ca35f910,4,80,27,25.21,449,89.02,212,168,5506,15.22,20.15,76.92,34,PLANNED,6064,38964447,53.0
2021-02-08,BUILD,0f578f7b67bdfa56,5,120,48,69.98,5441,89.38,75,65,4508,32.85,53.05,67.35,340,IN_PROGRESS,2002,47991967,80.3
2023-08-20,PARK,f8b80782255be82b,1,251,82,79.62,3032,2.53,89,138,12806,31.56,57.4,21.65,129,COMPLETED,16034,27407471,83.9
2022-04-29,SEWER,7e03c78a9a6c2aa1,5,26,122,1.47,930,19.61,131,241,5753,13.55,51.36,45.6,196,COMPLETED,11931,71800476,28.9
2019-02-22,LIGHT,8d9f8c91216e0ae0,4,267,98,68.36,4381,16.21,351,57,4613,6.97,64.49,58.05,11,COMPLETED,22903,5063461,26.9
2020-04-04,PARK,2c0072d0e0994d15,2,156,60,56.77,4036,99.64,49,54,1912,20.48,46.79,90.14,128,COMPLETED,14546,36362776,83.7
2020-01-28,DRAIN,b21207fe901082b3,4,291,171,13.69,1134,32.02,283,39,1770,46.76,43.14,30.53,32,ON_HOLD,2052,284912,68.5
2023-04-14,PARK,d073a59a0cc77cfa,1,258,145,15.84,727,7.1,200,139,10426,26.67,34.36,77.75,251,ON_HOLD,11266,23510212,5.2
2022-03-17,SIGNAL,655656af1ee86768,1,362,79,56.33,865,99.91,135,142,4236,24.08,30.15,50.01,166,ON_HOLD,12787,71333427,92.4
2023-06-04,WATER,50da64c5e438e450,5,152,104,17.42,5381,67.77,276,155,6471,15.86,7.74,9.05,203,COMPLETED,8836,66786790,0.8
2024-12-24,DRAIN,fb73f2fe99613de4,4,412,164,12.92,2138,34.95,387,194,5498,25.75,62.99,1.3,65,PLANNED,11315,24737330,98.1
2025-04-21,DRAIN,84af8de909f3e595,2,73,81,26.1,313,52.61,185,30,18595,6.74,65.05,3.58,135,PLANNED,10455,55394709,9.7
2024-05-05,PARK,d11359b7f441d7e4,3,393,76,72.43,1876,17.11,335,59,15629,52.01,11.26,79.21,186,PLANNED,23237,20343495,33.7
2023-06-21,LIGHT,3491b619abb8d67a,3,7,121,78.34,4303,97.32,179,144,7408,14.12,37.33,12.66,348,IN_PROGRESS,10570,25055867,33.5
