imm_border_encounter_date,imm_border_sector_code,imm_border_processing_facility_id,imm_border_encounter_type_code,imm_border_single_adult_flag,imm_border_family_unit_flag,imm_border_unaccompanied_child_flag,imm_border_country_of_origin_code,imm_border_repeat_encounter_flag,imm_border_prior_removal_flag,imm_border_credible_fear_claim_flag,imm_border_asylum_referral_flag,imm_border_expedited_removal_flag,imm_border_parole_granted_flag,imm_border_detention_length_days,imm_border_alternatives_to_detention_flag,imm_border_court_notice_issued_flag,imm_border_case_outcome_code,imm_border_resource_load_index,imm_border_policy_regime_code
2025-11-17,ITBP_NORTH,PF0017,RESCUE,1,1,0,KEN,0,1,0,0,1,0,184,1,1,VOLUNTARY_RETURN,1.87,PR2021
2022-02-24,COAST_GUARD,PF0161,APPREHENSION,0,0,0,SGP,1,0,1,0,1,0,172,1,0,REMOVED,1.48,PR2024
2021-12-04,ITBP_NORTH,PF0255,RESCUE,1,0,1,ARE,0,1,0,0,1,0,24,1,1,PENDING,1.88,PR2025
2025-02-15,IB,PF0158,HUMANITARIAN_ASSIST,1,0,0,ARE,1,1,0,1,1,1,169,0,0,PENDING,1.56,PR2020
2022-10-17,COAST_GUARD,PF0269,HUMANITARIAN_ASSIST,0,0,1,DEU,0,0,1,0,0,1,145,0,1,PENDING,1.45,PR2022
2025-08-10,STATE_POLICE,PF0032,APPREHENSION,1,1,0,KEN,0,1,0,1,0,1,157,0,1,PENDING,0.94,PR2024
2025-02-18,SSB_NEPAL,PF0087,INTEL_INTERCEPT,1,0,0,AFG,0,1,1,0,1,1,273,0,1,REMOVED,1.11,PR2020
2025-05-30,BSF_EAST,PF0093,ENTRY_REFUSED,1,1,1,FRA,0,1,1,0,1,1,134,0,1,TRANSFERRED,2.24,PR2025
2021-02-10,BSF_EAST,PF0290,OVERSTAY_ACTION,1,0,1,AUS,1,1,1,1,1,1,78,1,1,VOLUNTARY_RETURN,1.52,PR2025
2025-01-05,BSF_EAST,PF0083,RESCUE,0,0,1,ETH,1,1,1,0,0,1,285,0,0,VOLUNTARY_RETURN,1.41,PR2023
2025-01-05,SSB_NEPAL,PF0268,RESCUE,0,0,0,SGP,0,1,1,0,0,1,196,1,1,RELEASED,0.32,PR2025
2025-04-17,BSF_EAST,PF0004,OVERSTAY_ACTION,0,1,0,CHN,0,0,0,1,0,1,5,1,1,REMOVED,1.74,PR2025
2025-10-18,STATE_POLICE,PF0089,HUMANITARIAN_ASSIST,1,1,1,BGD,1,1,0,1,0,0,303,1,0,VOLUNTARY_RETURN,1.78,PR2020
2025-03-11,SSB_NEPAL,PF0154,APPREHENSION,0,0,1,USA,1,1,1,1,0,1,359,1,0,REMOVED,1.79,PR2022
2020-09-11,SSB_NEPAL,PF0082,ENTRY_REFUSED,1,0,0,MDV,1,0,1,1,1,0,140,0,0,REMOVED,0.41,PR2020
2024-06-20,COAST_GUARD,PF0192,INTEL_INTERCEPT,0,0,1,RUS,0,0,1,0,0,0,105,0,1,PENDING,0.89,PR2019
2024-09-13,STATE_POLICE,PF0158,OVERSTAY_ACTION,1,0,0,GBR,1,0,1,1,0,0,281,1,1,RELEASED,1.05,PR2023
2025-08-25,BSF_WEST,PF0253,ENTRY_REFUSED,1,0,0,BTN,0,0,0,0,0,0,19,1,0,REMOVED,2.1,PR2019
2021-02-10,IB,PF0289,RESCUE,0,1,0,MDV,1,1,1,0,0,1,159,1,0,VOLUNTARY_RETURN,2.46,PR2024
2025-03-24,BSF_WEST,PF0256,ENTRY_REFUSED,1,0,1,CAN,0,0,1,1,0,1,223,1,1,VOLUNTARY_RETURN,1.15,PR2019
2025-03-17,COAST_GUARD,PF0159,HUMANITARIAN_ASSIST,0,1,0,IND,1,0,0,1,0,0,113,0,1,RELEASED,1.47,PR2024
2022-03-09,COAST_GUARD,PF0062,INTEL_INTERCEPT,1,1,0,CAN,0,1,0,1,1,0,107,0,1,REMOVED,0.22,PR2024
2025-05-01,COAST_GUARD,PF0287,ENTRY_REFUSED,0,0,0,SGP,0,0,0,1,1,1,249,0,1,PENDING,0.22,PR2023
2021-02-25,BSF_EAST,PF0280,HUMANITARIAN_ASSIST,0,1,0,ETH,1,1,0,0,0,1,180,0,1,RELEASED,0.37,PR2025
2019-12-02,IB,PF0069,RESCUE,0,0,0,BGD,1,1,0,0,1,0,64,1,0,REMOVED,1.85,PR2023
2021-08-18,IB,PF0265,INTEL_INTERCEPT,0,0,0,ARE,0,1,1,0,1,1,130,0,1,RELEASED,0.61,PR2022
2023-04-30,ITBP_NORTH,PF0008,INTEL_INTERCEPT,1,1,0,LKA,1,0,1,1,0,0,358,1,0,PENDING,1.94,PR2022
2025-07-07,COAST_GUARD,PF0107,INTEL_INTERCEPT,1,1,1,CHN,0,1,1,1,0,1,298,1,1,TRANSFERRED,1.19,PR2022
2021-02-11,SSB_NEPAL,PF0093,RESCUE,1,0,0,ETH,0,0,1,0,0,1,280,0,1,TRANSFERRED,2.15,PR2019
2020-12-24,BSF_WEST,PF0227,APPREHENSION,0,0,0,SAU,0,0,0,0,1,0,340,0,1,TRANSFERRED,2.2,PR2024
2022-05-03,BSF_EAST,PF0069,RESCUE,0,0,0,BGD,1,0,0,1,0,0,220,1,1,PENDING,2.22,PR2020
2020-09-22,STATE_POLICE,PF0138,APPREHENSION,1,1,1,KEN,1,1,0,0,1,1,85,0,1,PENDING,1.45,PR2021
2020-12-06,ITBP_NORTH,PF0139,HUMANITARIAN_ASSIST,0,1,1,KEN,0,0,0,1,0,0,150,1,0,RELEASED,2.01,PR2020
2021-12-02,BSF_WEST,PF0116,APPREHENSION,1,0,0,DEU,0,0,0,1,1,1,268,0,0,VOLUNTARY_RETURN,1.72,PR2021
2021-09-06,BSF_WEST,PF0008,RESCUE,0,1,0,NGA,0,0,1,1,0,1,22,1,0,PENDING,0.63,PR2021
2022-07-05,BSF_WEST,PF0068,HUMANITARIAN_ASSIST,0,1,1,LKA,1,0,1,1,1,1,62,0,0,PENDING,1.08,PR2021
2020-03-17,SSB_NEPAL,PF0146,ENTRY_REFUSED,0,0,0,BGD,0,1,1,0,0,1,98,0,0,TRANSFERRED,2.41,PR2021
2022-08-12,SSB_NEPAL,PF0250,RESCUE,1,0,0,SAU,0,0,0,1,0,0,82,1,0,TRANSFERRED,1.98,PR2023
2020-09-02,SSB_NEPAL,PF0250,INTEL_INTERCEPT,0,0,0,SGP,0,1,1,0,0,1,14,0,0,TRANSFERRED,0.8,PR2022
2025-10-20,ITBP_NORTH,PF0003,ENTRY_REFUSED,1,0,0,SGP,0,0,1,0,0,0,116,1,1,VOLUNTARY_RETURN,0.85,PR2023
2023-09-28,IB,PF0128,OVERSTAY_ACTION,0,0,0,DEU,1,1,1,0,0,0,243,1,1,TRANSFERRED,0.78,PR2019
2021-08-16,BSF_WEST,PF0120,HUMANITARIAN_ASSIST,1,1,1,GBR,0,1,0,0,0,0,281,0,0,TRANSFERRED,0.96,PR2023
2023-07-11,COAST_GUARD,PF0200,OVERSTAY_ACTION,1,0,0,NPL,0,1,0,0,1,1,358,0,0,VOLUNTARY_RETURN,2.34,PR2022
2023-08-27,ITBP_NORTH,PF0238,OVERSTAY_ACTION,1,1,0,CHN,0,0,0,1,1,1,336,1,1,TRANSFERRED,1.2,PR2020
2021-06-20,SSB_NEPAL,PF0055,INTEL_INTERCEPT,0,0,1,SAU,0,1,1,0,1,0,93,0,0,RELEASED,1.04,PR2025
2022-11-22,SSB_NEPAL,PF0070,HUMANITARIAN_ASSIST,1,0,1,MMR,1,0,1,0,0,0,60,1,1,RELEASED,0.75,PR2022
2023-03-01,SSB_NEPAL,PF0288,HUMANITARIAN_ASSIST,1,0,1,MDV,0,1,0,0,1,0,155,1,0,REMOVED,2.25,PR2020
2021-03-11,IB,PF0262,INTEL_INTERCEPT,1,0,0,SAU,1,1,1,0,0,0,289,0,1,RELEASED,2.4,PR2019
2019-06-20,STATE_POLICE,PF0210,APPREHENSION,1,0,1,CHN,0,0,1,1,1,0,143,1,1,VOLUNTARY_RETURN,0.94,PR2025
2019-11-06,BSF_EAST,PF0237,HUMANITARIAN_ASSIST,1,1,1,AUS,1,1,1,0,0,0,232,0,0,TRANSFERRED,1.62,PR2021
2025-07-27,STATE_POLICE,PF0218,INTEL_INTERCEPT,1,0,1,MMR,0,1,1,1,1,0,138,1,0,REMOVED,2.4,PR2024
2021-05-09,BSF_WEST,PF0212,HUMANITARIAN_ASSIST,1,1,0,NGA,1,0,0,0,1,0,151,0,1,PENDING,1.35,PR2023
2022-10-06,COAST_GUARD,PF0016,APPREHENSION,0,0,0,DEU,1,1,1,1,1,1,228,0,0,PENDING,1.28,PR2024
2023-05-16,BSF_WEST,PF0213,OVERSTAY_ACTION,1,1,0,USA,1,1,0,0,0,1,76,0,0,RELEASED,1.41,PR2021
2021-09-22,ITBP_NORTH,PF0270,RESCUE,0,0,0,KEN,1,0,0,0,0,1,289,0,1,REMOVED,0.28,PR2019
2024-12-28,BSF_EAST,PF0146,RESCUE,1,1,0,BGD,0,0,1,1,0,1,321,0,1,PENDING,0.89,PR2019
2021-01-15,ITBP_NORTH,PF0264,HUMANITARIAN_ASSIST,1,0,0,SGP,1,1,0,1,1,1,199,0,0,PENDING,1.81,PR2020
2023-12-15,IB,PF0133,INTEL_INTERCEPT,1,0,0,AFG,0,0,0,1,0,1,132,1,1,PENDING,2.42,PR2020
2025-03-18,IB,PF0297,HUMANITARIAN_ASSIST,1,0,0,RUS,0,0,1,1,0,1,74,0,0,RELEASED,1.51,PR2024
2022-10-20,SSB_NEPAL,PF0009,OVERSTAY_ACTION,1,1,0,JPN,0,0,0,0,0,1,321,0,1,RELEASED,0.64,PR2019
2021-01-12,SSB_NEPAL,PF0042,HUMANITARIAN_ASSIST,1,0,0,BGD,0,1,1,0,1,1,357,0,0,REMOVED,1.18,PR2022
2024-11-30,COAST_GUARD,PF0018,OVERSTAY_ACTION,0,0,1,RUS,0,0,1,0,0,0,181,1,0,RELEASED,1.33,PR2021
2023-02-02,BSF_WEST,PF0210,APPREHENSION,0,0,1,RUS,1,0,1,1,0,1,253,1,0,RELEASED,0.55,PR2023
2024-06-23,ITBP_NORTH,PF0284,APPREHENSION,0,0,0,IND,0,0,1,0,1,0,279,0,1,VOLUNTARY_RETURN,0.96,PR2019
2019-06-22,STATE_POLICE,PF0293,OVERSTAY_ACTION,1,1,0,SAU,1,0,1,1,1,0,75,1,1,RELEASED,1.22,PR2023
2024-04-13,SSB_NEPAL,PF0276,HUMANITARIAN_ASSIST,1,0,0,USA,0,1,0,1,1,1,229,1,1,REMOVED,0.8,PR2019
2024-04-12,COAST_GUARD,PF0215,INTEL_INTERCEPT,1,0,1,NPL,0,1,0,0,1,0,335,0,1,RELEASED,1.01,PR2020
2024-05-19,COAST_GUARD,PF0235,INTEL_INTERCEPT,0,0,0,USA,1,0,0,0,0,1,178,0,0,RELEASED,0.84,PR2020
2019-05-25,ITBP_NORTH,PF0148,OVERSTAY_ACTION,0,1,1,NPL,0,1,0,1,0,0,151,1,0,VOLUNTARY_RETURN,1.61,PR2025
2021-01-31,BSF_WEST,PF0050,HUMANITARIAN_ASSIST,1,0,1,NGA,1,0,1,0,0,1,360,0,1,REMOVED,1.53,PR2019
2025-06-26,BSF_EAST,PF0133,HUMANITARIAN_ASSIST,1,1,0,AFG,0,1,0,1,1,1,272,0,0,PENDING,1.47,PR2023
2022-03-17,IB,PF0188,RESCUE,1,1,1,BGD,1,1,0,1,1,1,29,0,1,VOLUNTARY_RETURN,0.42,PR2021
2024-12-13,COAST_GUARD,PF0073,RESCUE,0,1,0,ETH,0,0,1,0,0,1,174,0,0,RELEASED,0.62,PR2019
2024-04-17,IB,PF0299,APPREHENSION,0,0,0,MDV,1,0,1,1,0,0,297,0,1,TRANSFERRED,0.45,PR2019
2023-07-23,ITBP_NORTH,PF0105,HUMANITARIAN_ASSIST,0,1,1,BTN,1,0,0,1,0,1,277,1,0,VOLUNTARY_RETURN,0.35,PR2025
2020-11-13,SSB_NEPAL,PF0292,OVERSTAY_ACTION,1,0,1,RUS,1,0,1,0,1,1,30,0,1,VOLUNTARY_RETURN,0.77,PR2025
2021-10-13,BSF_EAST,PF0232,RESCUE,1,0,1,KEN,0,0,1,0,1,0,50,1,1,REMOVED,0.65,PR2022
2023-02-18,BSF_EAST,PF0101,INTEL_INTERCEPT,1,1,1,IND,1,1,0,0,0,0,164,1,0,PENDING,1.87,PR2025
2025-03-13,BSF_WEST,PF0259,ENTRY_REFUSED,0,1,0,FRA,0,0,0,1,1,1,343,0,0,PENDING,1.8,PR2025
2025-04-03,ITBP_NORTH,PF0292,ENTRY_REFUSED,0,1,1,AUS,1,0,0,1,0,1,88,1,1,PENDING,0.66,PR2019
2024-11-13,BSF_WEST,PF0112,HUMANITARIAN_ASSIST,1,0,1,PAK,0,1,1,1,1,1,123,1,0,VOLUNTARY_RETURN,0.58,PR2025
2023-07-15,COAST_GUARD,PF0045,OVERSTAY_ACTION,0,0,0,MMR,0,0,0,1,1,1,158,0,1,TRANSFERRED,0.53,PR2025
2022-06-27,COAST_GUARD,PF0100,APPREHENSION,0,1,1,MDV,0,1,0,1,0,0,99,0,1,REMOVED,0.94,PR2024
2023-07-05,STATE_POLICE,PF0157,ENTRY_REFUSED,0,1,1,ARE,0,1,0,1,1,1,141,0,1,TRANSFERRED,0.88,PR2020
2024-10-20,IB,PF0225,INTEL_INTERCEPT,0,1,0,SGP,1,0,0,1,0,1,116,1,1,PENDING,0.27,PR2025
2024-07-08,ITBP_NORTH,PF0073,INTEL_INTERCEPT,1,0,0,IND,1,0,0,0,1,1,38,0,0,VOLUNTARY_RETURN,1.51,PR2022
2021-07-06,SSB_NEPAL,PF0069,INTEL_INTERCEPT,0,1,1,NPL,1,0,0,0,1,1,347,1,0,PENDING,2.27,PR2025
2021-08-09,STATE_POLICE,PF0172,ENTRY_REFUSED,1,1,1,DEU,1,1,0,1,1,0,165,1,0,TRANSFERRED,1.44,PR2022
2024-09-30,STATE_POLICE,PF0224,RESCUE,1,0,0,BTN,0,0,0,0,0,0,106,1,0,PENDING,0.35,PR2020
2019-06-04,COAST_GUARD,PF0049,INTEL_INTERCEPT,0,1,1,MMR,1,1,1,0,1,1,330,1,1,RELEASED,1.58,PR2025
2019-11-16,COAST_GUARD,PF0236,APPREHENSION,0,0,1,RUS,0,0,1,1,0,1,273,0,1,REMOVED,1.32,PR2020
2019-10-28,SSB_NEPAL,PF0109,OVERSTAY_ACTION,0,1,1,CAN,1,0,1,1,1,1,38,0,1,TRANSFERRED,2.29,PR2024
2019-07-14,STATE_POLICE,PF0273,OVERSTAY_ACTION,0,0,1,SAU,0,1,1,0,0,0,82,0,0,RELEASED,1.04,PR2020
2025-03-06,BSF_EAST,PF0158,OVERSTAY_ACTION,0,0,1,AUS,0,1,1,1,0,1,322,0,0,PENDING,1.93,PR2023
2022-12-08,IB,PF0239,RESCUE,1,0,1,CHN,0,1,0,1,0,1,296,0,1,REMOVED,0.29,PR2024
2021-01-02,ITBP_NORTH,PF0004,OVERSTAY_ACTION,0,1,1,AFG,0,0,0,1,0,0,301,0,0,REMOVED,1.86,PR2022
2021-04-25,IB,PF0204,OVERSTAY_ACTION,1,1,1,PAK,0,1,0,0,0,0,154,1,0,REMOVED,0.3,PR2021
2025-04-19,BSF_EAST,PF0084,ENTRY_REFUSED,1,1,0,NGA,0,0,1,0,0,1,121,1,0,VOLUNTARY_RETURN,0.99,PR2021
2022-12-22,BSF_WEST,PF0214,RESCUE,0,0,1,LKA,0,0,1,1,0,0,22,0,1,REMOVED,2.38,PR2024
2020-09-05,SSB_NEPAL,PF0062,RESCUE,1,0,0,SGP,0,1,0,0,1,1,34,0,1,RELEASED,1.82,PR2023
2022-07-12,ITBP_NORTH,PF0058,ENTRY_REFUSED,0,1,0,SAU,1,0,1,0,0,0,229,0,0,TRANSFERRED,2.33,PR2021
2022-10-07,SSB_NEPAL,PF0172,APPREHENSION,1,0,1,RUS,0,0,0,0,0,1,140,1,1,RELEASED,1.34,PR2022
2019-07-03,SSB_NEPAL,PF0252,OVERSTAY_ACTION,1,1,1,PAK,1,0,0,1,0,0,281,1,1,PENDING,1.59,PR2020
2020-05-13,BSF_EAST,PF0137,APPREHENSION,0,0,0,CAN,1,1,1,1,1,0,205,1,1,VOLUNTARY_RETURN,1.39,PR2025
2021-09-26,BSF_EAST,PF0238,ENTRY_REFUSED,0,0,1,JPN,0,0,0,1,0,1,162,0,1,VOLUNTARY_RETURN,1.3,PR2022
2025-12-08,BSF_WEST,PF0006,ENTRY_REFUSED,1,1,0,USA,1,1,1,1,0,0,133,0,0,PENDING,1.53,PR2024
2025-02-20,ITBP_NORTH,PF0275,ENTRY_REFUSED,1,0,0,DEU,1,1,0,1,1,0,71,1,0,TRANSFERRED,0.29,PR2025
2024-08-04,SSB_NEPAL,PF0086,ENTRY_REFUSED,0,0,1,LKA,1,0,0,1,0,0,51,0,1,VOLUNTARY_RETURN,0.63,PR2023
2021-11-10,IB,PF0148,HUMANITARIAN_ASSIST,0,0,1,SGP,0,0,1,1,0,1,52,0,1,PENDING,0.69,PR2023
2021-03-08,STATE_POLICE,PF0064,INTEL_INTERCEPT,0,1,0,ETH,1,0,1,1,1,0,174,1,1,PENDING,1.08,PR2019
2023-05-12,IB,PF0155,ENTRY_REFUSED,1,0,1,PAK,0,0,1,0,0,1,79,0,1,PENDING,1.2,PR2023
2021-12-14,BSF_WEST,PF0135,APPREHENSION,0,1,1,SAU,0,1,1,1,0,0,92,1,0,PENDING,1.9,PR2025
2021-10-22,SSB_NEPAL,PF0118,ENTRY_REFUSED,1,1,0,AFG,1,1,0,0,0,1,63,1,0,REMOVED,0.58,PR2025
2019-10-31,IB,PF0024,APPREHENSION,0,0,1,ETH,0,1,0,0,0,0,33,1,0,TRANSFERRED,1.51,PR2023
2023-04-07,BSF_WEST,PF0264,ENTRY_REFUSED,0,1,1,BGD,1,1,0,1,1,0,284,0,1,PENDING,0.83,PR2025
2022-03-10,SSB_NEPAL,PF0011,ENTRY_REFUSED,1,1,0,USA,0,1,1,0,0,1,303,1,1,REMOVED,1.39,PR2024
2024-11-06,BSF_EAST,PF0066,INTEL_INTERCEPT,1,1,1,CHN,1,1,0,1,1,0,201,0,0,REMOVED,1.64,PR2022
2024-01-09,COAST_GUARD,PF0263,ENTRY_REFUSED,0,0,1,AFG,0,0,1,1,0,1,115,0,0,RELEASED,1.54,PR2022
2021-10-04,BSF_WEST,PF0024,OVERSTAY_ACTION,1,1,0,SGP,1,1,0,0,1,1,192,0,0,PENDING,0.7,PR2023
2019-11-01,BSF_WEST,PF0141,INTEL_INTERCEPT,0,0,1,AFG,1,0,1,1,0,1,358,0,1,REMOVED,1.83,PR2025
2022-04-03,COAST_GUARD,PF0231,INTEL_INTERCEPT,1,1,1,SAU,0,1,0,0,1,0,173,0,1,RELEASED,1.7,PR2022
2022-10-19,BSF_EAST,PF0088,OVERSTAY_ACTION,1,0,0,IND,1,1,0,0,1,1,26,1,1,RELEASED,2.34,PR2022
2019-10-11,BSF_WEST,PF0116,HUMANITARIAN_ASSIST,1,0,0,BTN,0,0,0,0,0,1,256,0,1,PENDING,1.66,PR2024
2024-08-05,BSF_EAST,PF0280,INTEL_INTERCEPT,0,1,1,RUS,0,1,1,0,0,1,337,1,0,VOLUNTARY_RETURN,1.86,PR2024
2020-03-16,IB,PF0038,ENTRY_REFUSED,0,1,1,CAN,0,1,1,1,1,0,130,0,1,REMOVED,2.07,PR2025
2023-01-08,IB,PF0199,OVERSTAY_ACTION,0,1,1,ARE,0,0,0,1,0,0,25,0,1,VOLUNTARY_RETURN,0.44,PR2023
2024-05-16,IB,PF0266,ENTRY_REFUSED,0,1,0,IND,1,0,0,1,0,0,117,1,0,RELEASED,1.8,PR2020
2025-02-13,IB,PF0158,INTEL_INTERCEPT,1,1,1,ARE,1,1,0,1,0,1,279,0,0,VOLUNTARY_RETURN,0.93,PR2023
2022-12-22,STATE_POLICE,PF0231,RESCUE,1,0,1,USA,1,1,1,0,0,1,300,1,1,VOLUNTARY_RETURN,2.09,PR2025
2021-01-14,SSB_NEPAL,PF0283,OVERSTAY_ACTION,0,1,0,FRA,1,0,0,0,1,0,115,0,0,PENDING,1.3,PR2021
2020-07-10,STATE_POLICE,PF0286,APPREHENSION,1,0,1,CAN,0,1,0,0,0,0,238,1,0,RELEASED,1.54,PR2022
2020-09-21,IB,PF0128,INTEL_INTERCEPT,0,1,0,USA,0,1,1,1,0,0,211,1,0,TRANSFERRED,0.8,PR2025
2024-01-26,SSB_NEPAL,PF0207,RESCUE,1,1,0,SAU,0,0,0,1,1,1,17,0,0,REMOVED,1.7,PR2019
2025-08-16,COAST_GUARD,PF0258,INTEL_INTERCEPT,0,0,1,GBR,1,1,1,0,0,0,130,1,1,PENDING,0.28,PR2023
2025-06-14,IB,PF0264,ENTRY_REFUSED,1,0,0,NPL,1,1,1,1,1,0,110,0,0,PENDING,1.92,PR2020
2022-10-14,ITBP_NORTH,PF0145,HUMANITARIAN_ASSIST,0,0,0,NGA,0,0,0,1,0,0,127,1,0,TRANSFERRED,0.58,PR2020
2019-04-12,IB,PF0048,HUMANITARIAN_ASSIST,1,0,0,JPN,0,0,0,0,0,0,113,1,0,PENDING,0.72,PR2022
2024-12-19,BSF_EAST,PF0064,ENTRY_REFUSED,1,1,0,KEN,0,1,1,1,1,1,224,0,0,RELEASED,0.2,PR2023
2024-02-27,IB,PF0189,HUMANITARIAN_ASSIST,0,1,0,MMR,0,0,0,0,1,0,145,1,1,PENDING,0.92,PR2025
2019-07-21,ITBP_NORTH,PF0141,ENTRY_REFUSED,0,0,1,CAN,0,1,1,1,1,0,190,0,0,PENDING,1.09,PR2023
2024-02-14,ITBP_NORTH,PF0228,RESCUE,1,0,0,JPN,0,1,1,0,1,0,107,0,1,TRANSFERRED,0.74,PR2024
2025-05-30,BSF_EAST,PF0107,ENTRY_REFUSED,1,0,0,FRA,1,0,0,1,0,0,18,0,1,REMOVED,0.73,PR2021
2019-02-02,IB,PF0130,INTEL_INTERCEPT,0,0,1,ETH,1,1,0,1,0,1,150,0,0,REMOVED,2.25,PR2024
2019-01-18,ITBP_NORTH,PF0151,INTEL_INTERCEPT,0,0,0,DEU,0,1,0,0,0,0,339,1,1,VOLUNTARY_RETURN,0.95,PR2025
2021-05-21,BSF_WEST,PF0213,HUMANITARIAN_ASSIST,1,1,1,ETH,1,1,1,0,0,1,182,1,0,RELEASED,1.86,PR2023
2020-11-02,IB,PF0223,INTEL_INTERCEPT,0,0,0,NPL,1,0,0,1,1,1,279,1,0,TRANSFERRED,0.75,PR2024
2024-07-08,SSB_NEPAL,PF0016,OVERSTAY_ACTION,0,0,1,AUS,1,1,1,1,0,1,153,1,0,REMOVED,2.06,PR2021
2024-06-19,STATE_POLICE,PF0141,INTEL_INTERCEPT,1,0,1,BTN,1,1,1,0,0,1,224,0,0,TRANSFERRED,1.76,PR2020
2022-02-12,COAST_GUARD,PF0258,ENTRY_REFUSED,0,1,1,KEN,0,1,1,1,0,0,53,1,1,VOLUNTARY_RETURN,1.94,PR2023
2019-07-27,IB,PF0114,OVERSTAY_ACTION,1,0,1,PAK,0,1,1,1,0,1,98,1,0,REMOVED,1.21,PR2024
2019-06-10,BSF_EAST,PF0026,OVERSTAY_ACTION,0,1,0,MMR,1,0,0,0,1,1,88,1,0,TRANSFERRED,2.22,PR2024
2019-11-15,COAST_GUARD,PF0286,OVERSTAY_ACTION,0,0,0,SGP,0,1,1,0,1,1,160,0,0,RELEASED,1.06,PR2022
2020-04-06,STATE_POLICE,PF0038,OVERSTAY_ACTION,0,0,0,NGA,1,0,1,1,1,0,56,1,0,RELEASED,1.58,PR2021
2023-05-02,SSB_NEPAL,PF0025,HUMANITARIAN_ASSIST,1,0,0,SGP,0,1,1,0,1,1,121,1,1,VOLUNTARY_RETURN,1.67,PR2021
2024-06-08,COAST_GUARD,PF0052,RESCUE,0,0,1,GBR,0,0,0,0,0,1,100,1,0,REMOVED,2.39,PR2022
2024-09-30,BSF_EAST,PF0091,HUMANITARIAN_ASSIST,1,1,0,MDV,1,0,1,0,1,0,319,0,1,REMOVED,0.51,PR2019
2019-02-21,COAST_GUARD,PF0138,INTEL_INTERCEPT,1,0,1,ETH,0,1,0,1,0,0,228,1,0,RELEASED,0.51,PR2022
2020-09-01,ITBP_NORTH,PF0209,RESCUE,1,1,0,FRA,0,1,0,1,1,1,202,1,1,VOLUNTARY_RETURN,1.26,PR2021
2023-10-11,ITBP_NORTH,PF0061,HUMANITARIAN_ASSIST,0,1,1,KEN,0,1,1,1,0,1,84,1,0,PENDING,2.31,PR2022
2024-12-18,SSB_NEPAL,PF0111,APPREHENSION,0,0,0,USA,1,0,1,0,0,0,58,0,0,RELEASED,0.25,PR2021
2021-08-21,IB,PF0258,RESCUE,0,0,0,JPN,1,1,0,0,0,0,208,0,0,RELEASED,0.84,PR2024
2019-08-11,ITBP_NORTH,PF0135,HUMANITARIAN_ASSIST,1,1,0,IND,1,0,1,0,1,0,15,0,1,TRANSFERRED,0.85,PR2019
2025-06-20,COAST_GUARD,PF0060,HUMANITARIAN_ASSIST,1,0,0,SAU,0,1,1,1,0,1,43,0,1,VOLUNTARY_RETURN,0.9,PR2023
2021-04-16,BSF_WEST,PF0189,OVERSTAY_ACTION,1,0,0,CAN,0,0,0,0,0,1,45,0,0,PENDING,0.26,PR2025
2022-02-23,COAST_GUARD,PF0113,INTEL_INTERCEPT,1,1,0,LKA,1,1,0,0,0,1,253,0,1,VOLUNTARY_RETURN,2.1,PR2020
2024-12-17,BSF_WEST,PF0027,HUMANITARIAN_ASSIST,0,0,0,AFG,1,1,0,0,0,0,332,0,1,VOLUNTARY_RETURN,0.22,PR2019
2021-12-03,COAST_GUARD,PF0001,INTEL_INTERCEPT,1,1,1,AUS,1,1,0,1,1,1,57,1,1,RELEASED,1.3,PR2023
2024-01-04,BSF_WEST,PF0214,ENTRY_REFUSED,0,1,0,BTN,1,0,1,0,1,1,69,0,1,RELEASED,0.33,PR2024
2019-07-07,IB,PF0086,HUMANITARIAN_ASSIST,1,0,1,MMR,0,1,0,1,0,1,228,1,0,RELEASED,2.04,PR2022
2019-09-01,BSF_WEST,PF0155,RESCUE,1,1,1,PAK,0,0,0,1,1,1,319,0,0,TRANSFERRED,1.92,PR2025
2021-07-11,BSF_EAST,PF0080,INTEL_INTERCEPT,1,0,1,PAK,0,1,1,0,1,0,207,0,0,PENDING,1.86,PR2021
2024-04-01,BSF_EAST,PF0060,APPREHENSION,1,1,1,DEU,0,0,0,1,0,0,325,1,1,PENDING,1.89,PR2025
2023-03-31,STATE_POLICE,PF0036,APPREHENSION,1,1,0,AFG,1,0,1,1,0,0,220,0,1,VOLUNTARY_RETURN,2.36,PR2024
2024-08-06,COAST_GUARD,PF0291,HUMANITARIAN_ASSIST,0,0,1,DEU,1,1,0,1,1,1,59,0,1,RELEASED,1.16,PR2024
2023-09-14,ITBP_NORTH,PF0289,RESCUE,0,0,1,SAU,1,0,0,1,1,1,280,0,1,VOLUNTARY_RETURN,2.18,PR2019
2019-11-15,BSF_EAST,PF0175,HUMANITARIAN_ASSIST,1,1,1,AFG,0,0,1,1,1,0,342,0,0,RELEASED,0.62,PR2022
2023-05-17,BSF_WEST,PF0089,HUMANITARIAN_ASSIST,0,1,1,RUS,1,1,1,1,1,0,266,1,0,VOLUNTARY_RETURN,1.24,PR2024
2023-06-02,COAST_GUARD,PF0059,ENTRY_REFUSED,0,0,0,BTN,1,0,0,1,1,1,348,0,1,VOLUNTARY_RETURN,0.22,PR2025
2025-05-10,ITBP_NORTH,PF0061,HUMANITARIAN_ASSIST,1,1,0,NPL,1,1,0,0,1,1,340,0,1,TRANSFERRED,0.85,PR2023
