civic_results_election_id,civic_results_contest_id,civic_results_office_type_code,civic_results_district_code,civic_results_precinct_reporting_status,civic_results_vote_total_candidate_1,civic_results_vote_total_candidate_2,civic_results_vote_total_candidate_3,civic_results_vote_total_writein,civic_results_vote_total_overvotes,civic_results_vote_total_undervotes,civic_results_margin_votes,civic_results_margin_pct,civic_results_swing_from_prior_pct,civic_results_incumbent_flag,civic_results_party_primary_flag,civic_results_ranked_choice_rounds_count,civic_results_recount_trigger_flag,civic_results_certification_date,civic_results_result_source_file_hash
EL0000000392,CT0000000392,SHERIFF,STATEWIDE,PARTIAL,6556,7116,250,96,1,2,560,3.995,14.569,1,0,0,0,2010-12-31,d22b0d58cd9e5a58
EL0000000393,CT0000000393,HOUSE,DIST_07,COMPLETE,703,1720,1305,2,0,1,1017,27.265,13.724,0,1,0,0,2013-02-12,7b253b703d4dbb82
EL0000000394,CT0000000394,CITY_COUNCIL,STATEWIDE,COMPLETE,1380,2105,971,0,0,2,725,16.27,14.667,0,0,0,0,2025-07-17,25f5b230114fc51d
EL0000000395,CT0000000395,SENATE,DIST_01,PARTIAL,7638,3660,5214,127,0,2,3978,23.908,17.874,0,0,0,0,2022-04-29,6e423d6d2470a620
EL0000000396,CT0000000396,MAYOR,DIST_08,NOT_REPORTED,2603,3991,748,763,0,2,1388,17.125,15.497,1,0,0,0,2020-09-10,60aa64554c9aae18
EL0000000397,CT0000000397,HOUSE,DIST_02,COMPLETE,3360,7997,3056,9322,0,2,4637,19.537,-13.973,1,1,0,0,2019-04-19,b245d72c28339db2
EL0000000398,CT0000000398,MAYOR,DIST_01,COMPLETE,8658,8915,3885,1078,0,2,257,1.14,17.988,0,0,0,0,2012-09-09,10b9bf237d7f5785
EL0000000399,CT0000000399,CITY_COUNCIL,DIST_01,PARTIAL,3110,5204,91,190,0,1,2094,24.363,-8.486,0,0,0,0,2016-01-21,ee2bc0ecf4e4f912
EL0000000400,CT0000000400,CITY_COUNCIL,DIST_07,COMPLETE,6422,5103,5644,6,0,3,1319,7.68,17.818,1,0,4,0,2019-09-10,96092de4b2ebd7fd
EL0000000401,CT0000000401,JUDGE,DIST_10,COMPLETE,5033,8246,5256,51,0,2,3213,17.287,-14.347,0,0,0,0,2021-04-17,d2ce1f7dc0363bf9
EL0000000402,CT0000000402,PRESIDENT,DIST_05,COMPLETE,13815,9541,492,141,0,2,4274,17.816,-1.35,0,1,0,0,2020-08-17,642eca3221928155
EL0000000403,CT0000000403,SHERIFF,DIST_07,PARTIAL,15521,4751,145,3879,0,2,10770,44.328,8.816,0,0,0,0,2018-07-08,6756b1cd552b9d30
EL0000000404,CT0000000404,SENATE,DIST_09,COMPLETE,618,595,77,0,0,2,23,1.783,-10.687,1,0,0,0,2013-07-23,c731076f73387e1d
EL0000000405,CT0000000405,HOUSE,DIST_03,COMPLETE,5619,2716,4360,1,0,3,2903,22.865,9.527,1,0,0,0,2009-11-29,a76093ec4b1d73e2
EL0000000406,CT0000000406,SHERIFF,DIST_07,COMPLETE,2145,4062,1337,231,0,2,1917,24.656,-15.286,0,0,0,0,2025-07-09,fb4f5483ac0dbdd7
EL0000000407,CT0000000407,GOVERNOR,DIST_03,PARTIAL,3803,4308,699,3,0,2,505,5.73,7.081,0,0,0,0,2022-07-05,ff8398b2c7d5c507
EL0000000408,CT0000000408,MAYOR,DIST_08,PARTIAL,45,35,2,0,0,1,10,12.195,-14.973,1,0,0,0,2012-04-07,b481dd1627c2f470
EL0000000409,CT0000000409,CITY_COUNCIL,STATEWIDE,COMPLETE,2812,7142,3334,0,0,1,4330,32.586,-7.565,0,0,2,0,2021-06-26,1f433f3171ffa2f7
EL0000000410,CT0000000410,SHERIFF,DIST_03,COMPLETE,12426,5544,1787,274,0,3,6882,34.357,7.338,1,0,0,0,2013-04-10,8f600789f3aea8cd
EL0000000411,CT0000000411,HOUSE,DIST_01,COMPLETE,6421,4586,1961,0,0,2,1835,14.15,-17.961,0,1,3,0,2024-06-30,9b3387cc15c54a9b
EL0000000412,CT0000000412,MAYOR,DIST_01,COMPLETE,2405,889,1545,253,0,2,1516,29.772,-7.257,0,0,7,0,2017-01-30,4d7d1551ea49968e
EL0000000413,CT0000000413,JUDGE,DIST_10,PARTIAL,655,959,445,0,0,1,304,14.764,-3.395,0,0,0,0,2012-06-04,76359c64c2974e1a
EL0000000414,CT0000000414,GOVERNOR,DIST_08,COMPLETE,3213,11174,1017,569,0,2,7961,49.84,-14.622,1,1,0,0,2024-10-17,c4354dbd3f416d00
EL0000000415,CT0000000415,CITY_COUNCIL,DIST_01,COMPLETE,7441,1297,149,89,0,2,6144,68.449,4.992,0,0,0,0,2010-12-16,713f9a4d8a21d989
EL0000000416,CT0000000416,MAYOR,DIST_05,COMPLETE,2324,4894,2356,208,0,2,2570,26.273,9.103,0,0,0,0,2015-06-18,8c85034dbfd5fb77
EL0000000417,CT0000000417,JUDGE,DIST_08,COMPLETE,6244,10703,1030,10,0,2,4459,24.79,-2.769,0,0,0,0,2023-02-21,15a39a111ad5f1c9
EL0000000418,CT0000000418,HOUSE,DIST_08,COMPLETE,2332,2311,1575,181,0,2,21,0.328,-7.718,1,0,0,1,2008-05-06,812fa6e034ddc904
EL0000000419,CT0000000419,HOUSE,DIST_04,COMPLETE,9452,4976,3007,184,0,2,4476,25.404,13.159,0,0,0,0,2023-08-06,5de9e4795a259fc9
EL0000000420,CT0000000420,HOUSE,DIST_02,COMPLETE,3820,13373,3161,1248,0,2,9553,44.223,15.736,0,0,0,0,2017-04-09,bada709ca86452ac
EL0000000421,CT0000000421,MAYOR,DIST_05,COMPLETE,3527,4656,1583,95,0,2,1129,11.449,-15.825,1,0,0,0,2021-01-24,c697704665913820
EL0000000422,CT0000000422,SENATE,DIST_04,PARTIAL,5158,6194,736,5,1,2,1036,8.567,15.602,0,0,0,0,2018-05-13,021e28505bef5589
EL0000000423,CT0000000423,CITY_COUNCIL,DIST_09,COMPLETE,7752,8413,6007,0,0,1,661,2.981,-14.852,0,0,0,0,2025-11-11,91cb1453f8e9f9ba
EL0000000424,CT0000000424,SENATE,DIST_01,COMPLETE,12892,3264,2326,434,0,2,9628,50.899,-12.464,0,0,0,0,2008-11-04,61229cdeadf4b47a
EL0000000425,CT0000000425,SHERIFF,DIST_07,PARTIAL,1683,5293,905,0,0,2,3610,45.806,-13.933,0,0,2,0,2017-01-31,18de56d2fb088e6f
EL0000000426,CT0000000426,MAYOR,DIST_07,COMPLETE,7941,4397,1005,0,0,2,3544,26.561,11.369,1,0,0,0,2015-03-01,7eb226f92b7df706
EL0000000427,CT0000000427,SENATE,DIST_02,COMPLETE,1200,723,769,104,0,2,477,17.06,-2.386,0,0,0,0,2025-05-06,87ec7889f388aeb8
EL0000000428,CT0000000428,SENATE,DIST_08,COMPLETE,7564,900,712,0,0,2,6664,72.624,-4.693,0,0,0,0,2023-01-28,02768577cfbb1625
EL0000000429,CT0000000429,JUDGE,DIST_02,COMPLETE,5398,2907,643,158,0,2,2491,27.356,-2.777,0,1,0,0,2023-12-19,e81ef974ed620e39
EL0000000430,CT0000000430,SENATE,DIST_07,COMPLETE,9219,5172,1912,0,0,1,4047,24.824,14.96,1,1,0,0,2020-12-20,6eecf9070a256e80
EL0000000431,CT0000000431,PRESIDENT,DIST_02,NOT_REPORTED,12282,7801,1794,390,0,3,4481,20.124,-3.82,1,0,0,0,2014-05-15,2da4e834cad7655e
EL0000000432,CT0000000432,SHERIFF,DIST_03,COMPLETE,220,1355,494,195,0,1,1135,50.133,-13.44,0,0,0,0,2021-08-03,a83d75ec9bc0c9fc
EL0000000433,CT0000000433,CITY_COUNCIL,DIST_09,PARTIAL,23,689,396,177,0,3,666,51.829,15.588,0,1,0,0,2016-07-31,b2aa02b104a6713b
EL0000000434,CT0000000434,JUDGE,DIST_04,COMPLETE,3989,17885,2497,122,0,2,13896,56.735,13.197,1,1,0,0,2017-01-24,c85af8b89852d8fb
EL0000000435,CT0000000435,HOUSE,DIST_10,COMPLETE,5725,4248,5729,529,0,2,1477,9.1,17.568,1,1,0,0,2025-11-08,496c50764d1ff4d6
EL0000000436,CT0000000436,CITY_COUNCIL,DIST_05,COMPLETE,10529,3185,3046,0,0,1,7344,43.819,-11.775,0,1,0,0,2012-05-20,e70503bde6be6abb
EL0000000437,CT0000000437,JUDGE,DIST_05,COMPLETE,8028,2617,8889,36,0,2,5411,27.649,-2.567,0,0,0,0,2011-06-15,6831e7d550f68384
EL0000000438,CT0000000438,GOVERNOR,DIST_09,COMPLETE,2498,3478,1187,2,0,1,980,13.678,-4.574,1,0,0,0,2022-06-01,b339ff3c5cbff337
EL0000000439,CT0000000439,MAYOR,DIST_10,COMPLETE,493,747,256,25,0,1,254,16.7,15.595,0,0,0,0,2020-01-03,7ce49795b49e875f
EL0000000440,CT0000000440,SHERIFF,STATEWIDE,COMPLETE,1214,5598,5731,19,0,2,4384,34.899,3.479,0,0,0,0,2014-04-03,eca6f7717bf5ba70
EL0000000441,CT0000000441,MAYOR,DIST_01,PARTIAL,11954,5666,5967,3,0,2,6288,26.655,2.265,0,0,0,0,2021-10-20,c2ee8523d9ae8c63
EL0000000442,CT0000000442,PRESIDENT,DIST_07,PARTIAL,4218,10658,2456,55,0,3,6440,37.039,-14.171,0,0,0,0,2010-05-27,c8095594f635b4f9
EL0000000443,CT0000000443,SENATE,DIST_08,NOT_REPORTED,5797,5977,2938,240,0,3,180,1.204,3.864,1,0,0,0,2016-08-25,ca150fc48fec1764
EL0000000444,CT0000000444,PRESIDENT,DIST_10,COMPLETE,1875,4266,5669,0,0,1,2391,20.246,10.492,0,0,0,0,2022-08-08,a4dd56a6b78fb354
EL0000000445,CT0000000445,SENATE,DIST_01,COMPLETE,7568,11873,613,2,0,2,4305,21.465,14.007,1,0,0,0,2009-12-29,a58afc59e7a43989
EL0000000446,CT0000000446,MAYOR,DIST_06,COMPLETE,11197,5600,730,0,0,2,5597,31.934,-14.492,1,0,0,0,2008-05-09,07c77ed886fcaf65
EL0000000447,CT0000000447,ATTORNEY_GENERAL,DIST_03,COMPLETE,12436,11875,267,309,0,2,561,2.254,6.534,1,0,0,0,2024-10-12,02a0f30d2d1fe881
EL0000000448,CT0000000448,MAYOR,DIST_07,COMPLETE,4247,8742,1570,148,0,2,4495,30.564,6.647,0,0,0,0,2013-07-26,31b000f2e1322cbb
EL0000000449,CT0000000449,MAYOR,DIST_05,COMPLETE,2284,5693,2653,71,0,2,3409,31.857,-13.255,1,0,0,0,2016-09-28,cacbcdd30ed02775
EL0000000450,CT0000000450,MAYOR,DIST_08,COMPLETE,1342,2597,773,3,0,1,1255,26.617,-1.321,0,0,0,0,2009-09-05,1c9287c18824d836
EL0000000451,CT0000000451,JUDGE,DIST_05,COMPLETE,1404,1327,266,4,0,3,77,2.566,-9.223,0,0,0,0,2011-06-30,0aecc0209539c3f8
EL0000000452,CT0000000452,GOVERNOR,DIST_10,COMPLETE,9313,4551,1623,128,0,2,4762,30.496,-9.467,0,0,0,0,2020-06-13,05bd02e8a652357e
EL0000000453,CT0000000453,SENATE,DIST_07,COMPLETE,2066,5678,3673,148,0,3,3612,31.232,-10.414,0,0,0,0,2011-04-24,2016b0219781fec5
EL0000000454,CT0000000454,JUDGE,DIST_07,COMPLETE,10287,3127,3584,1087,0,2,7160,39.591,-11.358,0,0,0,0,2010-02-06,ba35e0cf2b036d9d
EL0000000455,CT0000000455,SENATE,DIST_08,COMPLETE,409,354,293,0,0,1,55,5.208,15.435,0,1,3,0,2017-07-19,4b96a52bceb67cf8
EL0000000456,CT0000000456,JUDGE,STATEWIDE,COMPLETE,3681,10860,699,241,0,2,7179,46.373,13.256,0,0,0,0,2014-05-23,7e4e91eccfea0baf
EL0000000457,CT0000000457,HOUSE,DIST_02,COMPLETE,10939,2662,3975,46,0,2,8277,46.97,-8.753,0,1,0,0,2016-08-08,8ba99b0677654c61
EL0000000458,CT0000000458,JUDGE,DIST_02,COMPLETE,2341,7904,368,0,0,2,5563,52.417,12.217,1,0,0,0,2018-11-12,fc7e45f01f871b76
EL0000000459,CT0000000459,PRESIDENT,DIST_08,COMPLETE,6410,7473,5851,2602,0,1,1063,4.759,4.278,0,0,0,0,2023-08-01,5677d9411753072a
EL0000000460,CT0000000460,HOUSE,DIST_10,PARTIAL,1937,578,914,0,0,1,1359,39.633,12.024,0,1,0,0,2020-05-10,e3bc8b2dda05d222
EL0000000461,CT0000000461,MAYOR,DIST_05,COMPLETE,2932,6375,1880,24,0,1,3443,30.711,-8.051,0,0,0,0,2013-07-21,e26844aed8378a4e
EL0000000462,CT0000000462,CITY_COUNCIL,STATEWIDE,PARTIAL,5084,8996,1904,81,0,2,3912,24.351,-17.126,1,0,0,0,2020-12-13,819c77921eec258c
EL0000000463,CT0000000463,GOVERNOR,STATEWIDE,PARTIAL,4341,6963,997,6,0,3,2622,21.305,-3.658,1,0,0,0,2010-07-28,e676c80dad39dc36
EL0000000464,CT0000000464,MAYOR,DIST_09,PARTIAL,6477,10736,840,0,0,2,4259,23.592,1.383,0,0,6,0,2020-10-18,84aa2672c5f9577e
EL0000000465,CT0000000465,ATTORNEY_GENERAL,DIST_08,COMPLETE,1988,1206,469,306,0,2,782,19.703,-11.08,1,0,0,0,2019-08-11,aeca88a3783d3251
EL0000000466,CT0000000466,HOUSE,STATEWIDE,PARTIAL,1237,1745,616,0,0,1,508,14.119,2.529,1,0,0,0,2025-08-12,a92c2b3031aec995
EL0000000467,CT0000000467,SHERIFF,DIST_06,COMPLETE,3941,1036,1120,335,0,2,2905,45.165,-1.941,0,0,0,0,2021-12-13,015df0634902b162
EL0000000468,CT0000000468,SENATE,DIST_07,COMPLETE,5639,14429,3640,788,0,2,8790,35.883,1.557,1,0,5,0,2009-04-02,f83e309c868bdbee
EL0000000469,CT0000000469,CITY_COUNCIL,STATEWIDE,COMPLETE,3812,4015,703,7,0,2,203,2.378,-13.456,1,0,0,0,2008-07-26,893e3aacc164e5cb
EL0000000470,CT0000000470,GOVERNOR,DIST_01,COMPLETE,7362,12831,2676,0,0,2,5469,23.914,-7.719,0,1,0,0,2017-03-06,5f71a0f0caa3e2b2
EL0000000471,CT0000000471,HOUSE,DIST_05,COMPLETE,3817,2082,1870,71,0,2,1735,22.13,-11.584,1,1,2,0,2023-01-02,474041ef7d2af957
EL0000000472,CT0000000472,CITY_COUNCIL,DIST_07,COMPLETE,3434,1218,299,597,0,3,2216,39.942,13.546,0,0,0,0,2009-02-14,317cd80f90f7aae5
EL0000000473,CT0000000473,HOUSE,DIST_01,PARTIAL,4129,4114,1076,5,0,2,15,0.161,10.501,1,0,0,1,2009-07-28,87408dd3571a3d7d
EL0000000474,CT0000000474,PRESIDENT,DIST_09,COMPLETE,3363,4055,900,6,0,2,692,8.313,-10.286,0,0,2,0,2021-10-28,0a846bdaac5fc586
EL0000000475,CT0000000475,CITY_COUNCIL,DIST_09,COMPLETE,6777,4159,1500,488,0,3,2618,20.257,-2.199,1,1,0,0,2018-08-26,347e42ed0cb823f3
EL0000000476,CT0000000476,GOVERNOR,DIST_02,COMPLETE,7504,9912,2310,1000,0,2,2408,11.618,-11.181,0,0,0,0,2016-02-12,1c0d41a8b4175efa
EL0000000477,CT0000000477,HOUSE,STATEWIDE,COMPLETE,870,257,817,19,0,2,613,31.228,11.74,1,1,0,0,2018-10-16,09b206783bae60e3
EL0000000478,CT0000000478,PRESIDENT,DIST_02,NOT_REPORTED,2668,2352,710,9,0,3,316,5.506,-11.031,0,0,0,0,2010-05-06,2ee6a4b7c5aaa707
EL0000000479,CT0000000479,ATTORNEY_GENERAL,DIST_01,COMPLETE,13095,10845,104,0,0,1,2250,9.358,3.839,1,0,0,0,2014-09-14,3e51657848cd03d5
EL0000000480,CT0000000480,MAYOR,DIST_10,COMPLETE,1861,2791,608,5,0,2,930,17.664,-8.97,0,0,0,0,2024-08-06,14744dd7449d7c12
EL0000000481,CT0000000481,SHERIFF,STATEWIDE,COMPLETE,8739,7313,3660,0,0,1,1426,7.234,-8.177,1,0,0,0,2016-01-31,2034ce6a0fcc072f
EL0000000482,CT0000000482,JUDGE,DIST_09,COMPLETE,14921,8908,948,2,0,2,6013,24.267,-7.854,0,1,0,0,2016-09-28,93abb52081daf858
EL0000000483,CT0000000483,SENATE,DIST_07,COMPLETE,7232,13618,3695,0,0,2,6386,26.018,-14.908,1,1,5,0,2013-10-21,d7efc25cae358537
EL0000000484,CT0000000484,MAYOR,DIST_05,COMPLETE,596,2523,150,11,0,2,1927,58.75,-1.955,1,0,0,0,2016-06-13,7bed8ee8e0b23947
EL0000000485,CT0000000485,HOUSE,DIST_01,COMPLETE,7758,13772,155,149,0,2,6014,27.544,-15.975,1,1,0,0,2018-10-20,4f9494b794bb37bd
EL0000000486,CT0000000486,PRESIDENT,DIST_10,COMPLETE,241,304,24,0,0,2,63,11.072,-5.591,0,0,0,0,2025-02-11,652752a28d63ad4f
EL0000000487,CT0000000487,CITY_COUNCIL,DIST_08,COMPLETE,13629,8249,1701,1193,0,1,5380,21.718,-2.91,0,0,0,0,2021-06-11,bbe5f6e8b8bb9072
EL0000000488,CT0000000488,SHERIFF,DIST_03,COMPLETE,6427,12716,4770,25,0,1,6289,26.272,-17.564,0,1,0,0,2009-02-14,f814beea12673f48
EL0000000489,CT0000000489,SHERIFF,DIST_03,COMPLETE,7684,9047,6431,0,0,2,1363,5.885,-11.295,0,1,0,0,2010-08-04,79521dcb680eb17e
EL0000000490,CT0000000490,HOUSE,DIST_09,PARTIAL,1717,3584,670,6,0,2,1867,31.236,10.176,0,0,0,0,2023-07-17,9f4e559e6704b9d9
EL0000000491,CT0000000491,HOUSE,DIST_09,COMPLETE,9423,6918,513,3,0,2,2505,14.86,2.467,1,0,0,0,2008-04-16,9bddf5821553ab16
EL0000000492,CT0000000492,SENATE,DIST_08,PARTIAL,5680,3565,2340,1973,0,2,2115,15.6,6.985,0,0,0,0,2017-04-07,5c166e0fa5b52b0a
EL0000000493,CT0000000493,GOVERNOR,DIST_10,COMPLETE,1022,1505,863,2,0,1,483,14.239,16.463,1,0,0,0,2010-02-22,60b70ce8db0e3fb2
EL0000000494,CT0000000494,PRESIDENT,STATEWIDE,NOT_REPORTED,5372,5953,3059,12,0,1,581,4.036,-11.049,0,0,0,0,2020-03-27,c67dfed0e8b40b03
EL0000000495,CT0000000495,HOUSE,DIST_03,COMPLETE,2320,2857,1398,0,0,2,537,8.167,13.817,1,0,0,0,2019-01-29,1aaa20e496567920
EL0000000496,CT0000000496,CITY_COUNCIL,DIST_09,COMPLETE,1787,1894,319,13,0,2,107,2.666,-16.673,1,1,0,0,2012-03-08,53bc83cfc82ae54d
EL0000000497,CT0000000497,GOVERNOR,DIST_04,COMPLETE,3783,3709,1674,134,0,1,74,0.796,-7.318,1,0,0,0,2024-07-15,fb96b975a80a8e54
EL0000000498,CT0000000498,HOUSE,DIST_01,COMPLETE,5684,9040,1324,0,0,2,3356,20.912,-11.716,0,0,2,0,2009-03-20,fda120b54c2dcc2b
EL0000000499,CT0000000499,GOVERNOR,DIST_09,COMPLETE,7753,6724,8510,0,0,1,1029,4.476,-3.814,1,0,0,0,2022-08-22,c91d99e2487d7436
EL0000000500,CT0000000500,SENATE,DIST_05,COMPLETE,5085,3093,943,376,0,1,1992,20.975,0.992,1,0,0,0,2010-08-24,24f4d69fb34f507b
EL0000000501,CT0000000501,ATTORNEY_GENERAL,DIST_03,COMPLETE,5548,4332,3006,363,0,2,1216,9.178,10.752,1,1,0,0,2009-06-14,024dea2548de0962
EL0000000502,CT0000000502,GOVERNOR,STATEWIDE,COMPLETE,3606,1479,772,0,0,2,2127,36.316,0.606,0,0,0,0,2012-01-11,2fd0e78e72fe12ea
EL0000000503,CT0000000503,ATTORNEY_GENERAL,DIST_07,COMPLETE,5299,12523,1115,423,0,2,7224,37.314,9.555,1,0,0,0,2010-06-02,fc8a4df7e8149962
EL0000000504,CT0000000504,GOVERNOR,DIST_09,COMPLETE,8469,6205,855,732,0,2,2264,13.923,-1.719,0,0,0,0,2019-02-07,b512ee56fc198ff8
EL0000000505,CT0000000505,MAYOR,DIST_04,COMPLETE,7115,14832,2439,112,0,2,7717,31.501,0.462,1,0,6,0,2013-08-27,9bac8b4c1d9a4e52
EL0000000506,CT0000000506,SHERIFF,DIST_05,COMPLETE,3290,7379,3718,0,0,3,4089,28.421,8.734,1,0,0,0,2023-11-15,d65bd7e69fd949bf
EL0000000507,CT0000000507,CITY_COUNCIL,DIST_09,COMPLETE,5025,9310,2126,0,0,1,4285,26.031,1.641,0,0,0,0,2020-03-07,62d5ee95cfc5bdd1
EL0000000508,CT0000000508,CITY_COUNCIL,DIST_01,COMPLETE,2816,2344,380,648,0,2,472,7.628,-3.33,0,0,0,0,2016-01-28,b4fe6ed71a2bd017
EL0000000509,CT0000000509,CITY_COUNCIL,STATEWIDE,PARTIAL,3400,2932,469,34,0,2,468,6.847,1.236,0,0,0,0,2023-07-13,4a1ae1cd70134065
EL0000000510,CT0000000510,PRESIDENT,DIST_01,COMPLETE,4581,7654,3171,4,0,2,3073,19.942,-8.871,1,0,0,0,2018-08-10,3419054b887c7364
EL0000000511,CT0000000511,PRESIDENT,DIST_03,NOT_REPORTED,4696,11198,4120,0,0,1,6502,32.487,-6.35,0,0,0,0,2021-03-28,47f2d0f0b9762d4b
EL0000000512,CT0000000512,SHERIFF,STATEWIDE,COMPLETE,7569,2580,4276,0,0,3,4989,34.586,6.969,0,0,0,0,2017-04-18,ed3b7262dafda26c
EL0000000513,CT0000000513,HOUSE,DIST_07,COMPLETE,1620,1803,2040,11,0,2,183,3.343,16.4,1,1,0,0,2009-02-16,0ff2457730d66f0d
EL0000000514,CT0000000514,HOUSE,DIST_05,PARTIAL,3423,1113,1550,0,0,2,2310,37.956,-2.641,0,0,0,0,2021-01-04,788091a58c08fa4b
EL0000000515,CT0000000515,MAYOR,STATEWIDE,COMPLETE,8605,5126,5893,321,0,3,3479,17.443,-8.105,1,0,0,0,2022-11-22,8978def5de698f53
EL0000000516,CT0000000516,PRESIDENT,DIST_04,COMPLETE,2637,5128,106,22,0,2,2491,31.56,-3.213,1,0,0,0,2016-05-15,77c74af6854de1a4
EL0000000517,CT0000000517,PRESIDENT,DIST_06,PARTIAL,10221,4083,3287,1130,1,2,6138,32.787,8.501,0,0,5,0,2020-02-23,10f590b539571988
EL0000000518,CT0000000518,HOUSE,DIST_08,COMPLETE,3373,5586,913,92,0,2,2213,22.21,4.393,0,0,2,0,2021-04-15,b08fa2641dbe704f
EL0000000519,CT0000000519,HOUSE,DIST_07,COMPLETE,2428,2725,3879,427,0,2,297,3.14,-11.671,0,1,0,0,2014-09-04,f376e68bf2012cbc
EL0000000520,CT0000000520,GOVERNOR,DIST_09,COMPLETE,7820,3584,4879,1,0,3,4236,26.013,-3.662,0,0,0,0,2009-03-14,906aa7a289188334
EL0000000521,CT0000000521,HOUSE,DIST_04,COMPLETE,4650,2957,1561,455,0,1,1693,17.593,16.308,1,0,7,0,2022-02-25,014302792c1817f0
EL0000000522,CT0000000522,SHERIFF,DIST_01,PARTIAL,1215,3429,77,10,0,2,2214,46.798,15.747,1,0,0,0,2010-08-29,57918eb39c772142
EL0000000523,CT0000000523,HOUSE,DIST_08,COMPLETE,4801,2055,875,0,0,1,2746,35.519,-8.617,0,0,0,0,2010-11-02,d78e8d24b6dd12aa
EL0000000524,CT0000000524,HOUSE,STATEWIDE,COMPLETE,3257,14925,877,2275,0,2,11668,54.692,15.374,0,1,0,0,2008-03-17,788d30e1ce3f274a
EL0000000525,CT0000000525,HOUSE,STATEWIDE,PARTIAL,11440,7290,2464,83,0,3,4150,19.505,6.882,1,1,2,0,2009-11-05,1222f66a32cbd17c
EL0000000526,CT0000000526,SHERIFF,DIST_05,COMPLETE,2739,3003,1539,4,0,2,264,3.624,-2.259,0,0,7,0,2019-04-17,9c8f74bc84a43862
EL0000000527,CT0000000527,JUDGE,DIST_05,PARTIAL,11730,9290,2053,0,0,1,2440,10.575,12.352,1,0,0,0,2024-06-22,4e6bc10a06853c77
EL0000000528,CT0000000528,CITY_COUNCIL,DIST_01,PARTIAL,5353,1908,465,418,0,2,3445,42.301,-10.856,0,1,3,0,2012-07-14,6300a2415f594d62
EL0000000529,CT0000000529,GOVERNOR,STATEWIDE,COMPLETE,9122,7398,885,71,0,2,1724,9.865,-16.5,0,1,0,0,2010-09-10,d0ef7a408b6855e0
EL0000000530,CT0000000530,HOUSE,DIST_09,COMPLETE,233,450,196,10,0,2,217,24.409,0.374,1,1,0,0,2009-05-13,ff885eab8a16a9bb
EL0000000531,CT0000000531,CITY_COUNCIL,DIST_07,COMPLETE,391,92,86,0,0,2,299,52.548,0.448,1,0,0,0,2018-02-05,4406cb94932fe7c8
EL0000000532,CT0000000532,MAYOR,DIST_09,COMPLETE,649,373,304,9,0,1,276,20.674,-1.915,1,1,2,0,2013-04-15,0e51ef328584b39e
EL0000000533,CT0000000533,GOVERNOR,DIST_06,COMPLETE,1446,2195,495,1,0,3,749,18.105,-2.354,1,0,0,0,2022-01-20,e2faf5f8242b69f7
EL0000000534,CT0000000534,MAYOR,DIST_09,COMPLETE,7949,12892,2150,282,0,2,4943,21.239,10.094,1,1,4,0,2022-03-22,0e4023b62049e491
EL0000000535,CT0000000535,HOUSE,DIST_01,COMPLETE,5481,15645,3620,125,0,3,10164,40.867,8.112,1,0,0,0,2011-10-12,40a9865ca276a7cf
EL0000000536,CT0000000536,HOUSE,DIST_02,COMPLETE,4372,8487,2511,76,0,2,4115,26.641,8.33,1,0,0,0,2018-01-27,a9aface679ee732d
EL0000000537,CT0000000537,CITY_COUNCIL,DIST_10,COMPLETE,2002,3571,4243,11,0,2,1569,15.966,3.629,1,0,0,0,2022-04-25,acbd1e086d654c54
EL0000000538,CT0000000538,HOUSE,DIST_09,COMPLETE,3324,2589,824,70,0,2,735,10.798,-1.863,0,1,0,0,2018-03-04,1349a0932ae01d0a
EL0000000539,CT0000000539,ATTORNEY_GENERAL,DIST_08,COMPLETE,1347,2114,329,0,0,2,767,20.237,-14.255,0,0,0,0,2014-07-30,b7c4d9d6b04e2aa5
EL0000000540,CT0000000540,SENATE,DIST_03,COMPLETE,6906,6464,8296,94,0,2,442,2.031,15.007,1,0,0,0,2023-04-21,4c3f123fc61039b0
EL0000000541,CT0000000541,HOUSE,DIST_09,COMPLETE,4916,9726,266,226,0,2,4810,31.783,-17.647,0,0,0,0,2021-03-11,e905d3b6b5d5d3ff
EL0000000542,CT0000000542,SENATE,DIST_09,COMPLETE,4465,1701,609,864,0,3,2764,36.183,5.711,1,0,0,0,2008-05-31,11e94fa726ed31ae
EL0000000543,CT0000000543,MAYOR,STATEWIDE,COMPLETE,4875,8645,4708,425,0,3,3770,20.211,-12.696,0,0,0,0,2022-06-26,864ab2bb25e9c2f8
EL0000000544,CT0000000544,SENATE,STATEWIDE,COMPLETE,3696,5706,2791,2,0,2,2010,16.482,-11.085,1,0,0,0,2014-02-04,36643a30084c98e0
EL0000000545,CT0000000545,MAYOR,DIST_06,COMPLETE,6728,11416,3712,1900,0,2,4688,19.734,10.607,0,1,0,0,2013-02-06,0519e554d51f5503
EL0000000546,CT0000000546,CITY_COUNCIL,DIST_01,PARTIAL,7145,4273,578,1034,0,2,2872,22.041,-10.836,0,0,0,0,2009-10-29,dada8e17bef45826
EL0000000547,CT0000000547,CITY_COUNCIL,DIST_03,COMPLETE,1153,960,3257,25,0,1,193,3.577,17.371,1,0,0,0,2013-10-30,8a624702cf04298b
EL0000000548,CT0000000548,JUDGE,DIST_05,PARTIAL,4090,4200,432,45,0,3,110,1.255,1.335,0,1,0,0,2008-04-14,7d8361d236ec4a1c
