energy_use_billing_month,energy_use_sector_code,energy_use_end_use_category,energy_use_sales_mwh,energy_use_customer_count,energy_use_average_kwh_per_customer,energy_use_peak_demand_mw,energy_use_load_factor_pct,energy_use_time_of_use_share_pct,energy_use_demand_response_participant_count,energy_use_electrification_index,energy_use_ev_charging_load_mwh,energy_use_heat_pump_adoption_rate,energy_use_distributed_solar_generation_mwh,energy_use_battery_storage_dispatch_mwh,energy_use_natural_gas_therms_equiv,energy_use_propane_gallons_equiv,energy_use_energy_burden_pct_households,energy_use_weather_normalization_factor,energy_use_meter_data_granularity
2041-12,IND,HVAC,2756801.65,3467602,795.02,13458.37,30.11,36.57,307423,0.7399,81468.24,47.09,277699.8,36597.77,65962112.92,4492889.55,8.36,1.0063,DAILY
2042-01,RES,APPLIANCES,5098503.9,358214,14233.12,13337.53,62.08,41.27,155402,0.2143,183895.76,1.75,582552.86,113816.87,24175441.48,20451175.85,4.72,0.9932,HOURLY
2042-02,RES,MOTIVE_POWER,2971563.77,1839503,1615.42,2844.13,28.06,24.65,140419,0.1358,352479.45,3.95,606876.36,17511.58,56864425.42,3740926.2,4.51,1.0299,MONTHLY
2042-03,COM,HVAC,3463303.0,1842803,1879.37,5850.64,43.62,19.92,382480,0.2642,407957.12,15.8,621475.24,98765.02,21783108.98,8653969.07,5.7,0.8229,MONTHLY
2042-04,IND,LIGHTING,4715520.14,589081,8004.88,21296.65,55.81,38.46,245698,0.6024,57613.43,50.47,839164.74,336897.12,22125466.79,1926803.15,4.83,0.7192,HOURLY
2042-05,RES,WATER_HEAT,745447.67,3425796,217.6,19756.06,67.56,31.73,14052,0.6733,268894.85,25.65,732770.74,48603.07,31494180.95,1712328.83,14.34,0.9097,HOURLY
2042-06,RES,PROCESS,5039175.83,1426405,3532.78,13723.46,50.85,10.81,409354,0.8961,218047.53,16.38,168906.09,114215.89,47830261.76,2022714.04,0.39,1.1862,30_MIN
2042-07,IND,OTHER,725995.36,646693,1122.63,7712.6,72.29,63.68,61795,0.6677,443550.44,47.42,88936.75,341641.08,72868726.82,6691338.98,17.61,1.2857,15_MIN
2042-08,COM,WATER_HEAT,2535720.92,1743450,1454.43,19616.55,15.19,58.31,326971,0.2071,524670.37,44.83,167807.33,405773.71,76277738.35,5360293.18,7.98,1.1267,MONTHLY
2042-09,COM,PROCESS,642281.2,3231272,198.77,6875.87,41.55,18.11,177253,0.1235,292753.28,43.78,10358.69,165959.04,1525318.53,1849587.65,13.36,0.8566,30_MIN
2042-10,RES,HVAC,3465506.36,2320321,1493.55,6022.95,67.06,5.29,166840,0.2841,230357.25,40.82,270542.85,350019.09,75743237.19,20688547.17,7.85,1.0889,30_MIN
2042-11,RES,OTHER,76730.07,388511,197.5,12184.72,34.75,23.02,360305,0.8566,497415.99,12.97,735389.33,436251.39,20657491.53,23894765.42,5.03,0.7175,30_MIN
2042-12,RES,WATER_HEAT,3833273.29,2566283,1493.71,2926.53,17.32,35.04,76277,0.231,426060.0,2.27,690542.83,87997.03,6513183.41,10892653.03,7.56,1.0305,DAILY
2043-01,IND,APPLIANCES,702254.23,770003,912.01,10487.18,30.88,52.44,368030,0.4295,231681.24,22.76,451244.91,175864.75,10592187.97,4514750.43,9.39,1.1353,MONTHLY
2043-02,IND,HVAC,1118646.79,1989095,562.39,2838.34,23.68,37.3,291397,0.2262,480887.15,40.93,198398.89,44430.06,41752341.25,20691153.5,2.48,0.8724,HOURLY
2043-03,COM,PROCESS,1441926.44,2061899,699.32,6411.2,20.59,46.19,128698,0.6613,379532.1,1.35,127951.03,269927.57,76833089.78,20787012.78,2.9,0.7845,MONTHLY
2043-04,COM,APPLIANCES,3389802.72,2417862,1401.98,20796.06,33.0,25.18,121180,0.7227,270653.78,18.27,817048.13,333804.27,76129382.49,2716916.03,1.48,0.7617,30_MIN
2043-05,RES,HVAC,434061.59,835916,519.26,2662.81,54.96,15.91,79105,0.2998,319672.67,35.64,704374.98,430031.21,9678282.03,21497619.74,8.8,1.2973,30_MIN
2043-06,RES,EV_CHARGING,65810.46,1955065,33.66,9122.73,75.25,8.0,195688,0.6838,449278.38,23.87,603932.47,242314.42,15049480.07,4271546.13,15.0,0.9599,MONTHLY
2043-07,RES,HVAC,3521535.85,916856,3840.88,16224.47,81.41,8.18,281055,0.1193,48527.95,39.14,434637.58,128448.6,88705050.67,4586441.94,6.82,0.8109,DAILY
2043-08,IND,PROCESS,2119462.94,3207923,660.7,17795.18,20.21,38.87,425356,0.1323,382694.47,20.94,483201.66,135798.56,85506711.48,18584025.95,2.74,0.9356,30_MIN
2043-09,RES,WATER_HEAT,5235672.42,3348786,1563.45,19576.64,74.36,24.01,64884,0.5286,100767.94,22.32,66052.11,10421.02,47072733.36,19634575.15,6.88,1.1412,MONTHLY
2043-10,RES,LIGHTING,4170166.36,2588552,1611.0,8579.04,20.61,53.71,236166,0.8457,280544.29,22.4,85554.39,424209.64,9091963.96,22283744.32,11.74,1.1754,30_MIN
2043-11,IND,LIGHTING,4516077.95,3459037,1305.59,20285.19,21.25,59.01,86654,0.878,402411.32,8.15,496163.47,181374.43,89583352.4,16237439.36,13.07,1.1386,DAILY
2043-12,RES,MOTIVE_POWER,2981674.58,2184718,1364.79,6683.99,61.38,47.64,19821,0.3835,357435.4,54.29,723441.61,195528.43,19558195.64,6484848.62,7.37,0.9644,HOURLY
2044-01,COM,PROCESS,570458.37,534215,1067.84,20480.18,57.8,51.7,301760,0.4887,337522.75,13.79,205107.99,268648.94,10125546.88,24671605.89,15.04,0.845,15_MIN
2044-02,RES,HVAC,676595.22,3374578,200.5,4528.5,37.42,61.58,190459,0.3264,269818.05,10.11,231735.23,443356.68,35497278.61,596601.35,12.74,0.7595,MONTHLY
2044-03,RES,WATER_HEAT,2700633.29,436159,6191.86,2926.16,69.1,23.47,411913,0.4159,253177.64,37.84,343127.87,305887.65,19021898.92,5489714.6,13.87,0.8181,30_MIN
2044-04,IND,LIGHTING,2927746.25,119730,24452.9,4225.79,50.11,21.82,354214,0.3854,390551.31,46.82,748459.37,247577.89,65634516.96,11274066.72,12.51,1.0554,MONTHLY
2044-05,IND,PROCESS,4686418.31,2515374,1863.11,17290.35,22.98,28.18,156268,0.3869,4871.72,9.02,175401.39,55415.11,24501463.06,18188301.68,15.26,0.7048,MONTHLY
2044-06,COM,LIGHTING,2725524.78,2155146,1264.66,9532.89,37.43,25.78,407716,0.6432,84573.83,53.27,106009.18,383399.89,86096177.57,5918543.4,10.62,0.7318,15_MIN
2044-07,RES,MOTIVE_POWER,5029951.85,3084651,1630.64,17170.35,49.98,45.17,112565,0.9069,367319.26,54.03,574918.31,449586.4,14048968.49,18375779.82,11.39,1.1698,HOURLY
2044-08,RES,WATER_HEAT,1812202.91,3377842,536.5,12826.73,84.98,31.54,437254,0.0838,311626.13,15.34,404445.88,387574.86,33628634.25,21152565.23,15.81,1.2062,MONTHLY
2044-09,COM,LIGHTING,133749.42,481575,277.73,19141.09,59.28,34.33,167133,0.4116,257035.85,38.15,552439.57,193655.16,19129238.46,17376525.66,17.77,1.0274,15_MIN
2044-10,COM,HVAC,4502145.47,166214,27086.44,9262.09,51.78,5.28,383622,0.0665,111222.71,13.35,597055.84,69249.52,74111555.71,6041818.86,16.43,1.2919,DAILY
2044-11,IND,WATER_HEAT,539469.3,1255967,429.53,20368.31,68.35,43.52,432526,0.4148,474897.85,49.08,360494.37,139992.07,21734089.68,5191561.97,12.35,1.1684,HOURLY
2044-12,RES,LIGHTING,725670.67,2940176,246.81,2285.24,33.52,1.68,26279,0.4138,549680.7,28.16,155588.67,301446.68,36898327.54,22988880.33,9.97,1.241,30_MIN
2045-01,COM,HVAC,2460089.99,1401859,1754.88,9788.17,37.64,43.41,301730,0.4934,15629.12,36.76,733701.25,377722.44,32665363.49,24820756.6,15.78,1.0241,HOURLY
2045-02,RES,APPLIANCES,10377.23,526419,19.71,10068.35,26.12,12.18,226101,0.1983,33998.5,19.98,500265.9,101867.29,880856.48,712850.87,6.0,1.1583,HOURLY
2045-03,RES,LIGHTING,2612694.83,1316746,1984.21,1607.97,30.1,44.16,86953,0.3685,222186.6,34.82,725933.79,16922.15,94666212.85,21849421.12,14.11,1.135,30_MIN
2045-04,IND,HVAC,4909897.4,1379468,3559.27,20269.06,76.93,26.48,110710,0.6154,45468.44,14.35,145819.44,195391.22,26817500.36,5465384.54,14.14,1.0139,HOURLY
2045-05,COM,WATER_HEAT,4780072.82,1057119,4521.79,9793.02,53.83,17.68,372037,0.5142,305034.19,41.28,675941.65,270239.14,56591976.25,23912187.54,1.83,1.0844,MONTHLY
2045-06,IND,PROCESS,1698376.52,695629,2441.5,21400.67,30.39,30.57,187743,0.3407,83448.72,24.45,539096.26,52158.04,29275078.7,22299920.4,1.77,1.1782,15_MIN
2045-07,COM,WATER_HEAT,116034.99,2955803,39.26,21865.96,49.17,21.84,82226,0.6003,182029.3,20.09,231436.49,65999.92,41213445.25,23896633.37,10.03,0.8984,DAILY
2045-08,COM,WATER_HEAT,4344185.69,1791769,2424.52,19608.64,28.48,62.13,443940,0.205,471938.69,30.16,567880.54,269839.4,26425165.88,5555544.78,9.88,1.2512,15_MIN
2045-09,RES,HVAC,3498330.17,1779122,1966.32,14612.51,63.36,14.64,38104,0.181,84897.78,24.17,558243.38,431629.57,5041799.33,7083731.15,1.28,0.8233,15_MIN
2045-10,COM,MOTIVE_POWER,1543358.8,381555,4044.92,16210.01,58.45,34.15,190805,0.1533,325354.49,40.75,144260.5,179418.42,81669766.66,14551830.18,5.25,1.2397,30_MIN
2045-11,RES,WATER_HEAT,2938020.22,2237364,1313.16,13956.5,60.01,10.66,150843,0.5945,307640.22,50.82,381120.25,329599.0,94486995.46,23604123.94,13.6,1.075,15_MIN
2045-12,IND,LIGHTING,1907224.76,2870885,664.33,4915.5,55.53,61.39,415350,0.197,4898.62,21.86,531278.77,34629.41,83690769.84,6860771.75,16.02,1.1411,15_MIN
2046-01,RES,MOTIVE_POWER,11094.3,655012,16.94,21062.9,56.94,33.7,218212,0.0469,499554.34,50.94,141702.52,286116.88,87558176.12,23537763.22,13.21,1.1141,15_MIN
2046-02,COM,WATER_HEAT,1791991.57,2963039,604.78,12308.38,28.41,8.81,50831,0.2289,165407.27,6.83,497317.13,41783.88,80044662.18,1635313.17,3.5,0.7213,30_MIN
2046-03,COM,PROCESS,3060578.64,994777,3076.65,396.65,52.87,42.07,384022,0.8417,95092.85,4.15,199132.49,333983.48,9744609.38,13473598.35,15.5,0.9101,MONTHLY
2046-04,RES,PROCESS,4855323.94,2903110,1672.46,5507.85,67.0,13.86,296648,0.5016,382202.47,49.56,384236.14,372617.47,74721050.71,17657459.54,3.21,1.1629,DAILY
2046-05,TRANS,EV_CHARGING,20594.94,2880746,7.15,5291.74,54.6,60.32,289600,0.2338,417112.24,30.39,357497.81,396021.01,34059177.6,11832406.69,12.88,1.2668,DAILY
2046-06,IND,HVAC,4539376.67,1339654,3388.47,17704.52,33.18,5.16,332505,0.2763,186837.25,47.52,548042.36,86000.62,41847189.47,21629105.63,11.16,0.9051,MONTHLY
2046-07,RES,LIGHTING,1847767.53,1051183,1757.8,10676.57,20.94,63.7,409104,0.3178,209048.36,31.85,603820.51,443665.16,37004506.17,7071591.86,1.61,0.8945,DAILY
2046-08,AG,APPLIANCES,1955028.7,1957365,998.81,9819.51,79.13,5.58,346725,0.0186,370936.06,40.54,531863.45,271258.76,44602838.68,21234708.51,10.35,0.9024,15_MIN
2046-09,RES,PROCESS,3058649.93,2254707,1356.56,10415.82,36.22,30.82,219595,0.4239,92867.18,23.06,397220.35,253209.85,38964808.81,9107974.84,10.66,0.9274,15_MIN
2046-10,COM,EV_CHARGING,4074948.91,809245,5035.49,11816.72,17.16,49.79,99797,0.9373,16200.26,20.47,262921.0,6642.65,24350748.48,10321169.98,5.64,1.1655,MONTHLY
2046-11,RES,WATER_HEAT,460724.86,1083628,425.17,13890.33,64.82,10.34,326819,0.7407,236068.61,39.99,586897.31,443884.69,24792274.69,13441763.87,2.24,1.242,30_MIN
2046-12,COM,LIGHTING,4911927.09,380425,12911.68,3434.41,78.23,27.47,360196,0.1869,250291.54,53.04,754643.39,386051.18,11795739.54,20671197.91,16.76,0.7794,15_MIN
2047-01,COM,APPLIANCES,2782714.53,2535584,1097.46,8365.56,76.84,27.15,19230,0.1594,199601.96,8.58,57093.34,35787.52,93313732.88,4541400.46,11.84,0.7251,HOURLY
2047-02,RES,APPLIANCES,5354960.58,1972013,2715.48,20281.81,75.47,39.03,223095,0.4137,92390.43,12.99,816224.29,341448.58,7772789.49,13140674.03,15.32,0.9263,HOURLY
2047-03,COM,WATER_HEAT,2894598.18,77490,37354.47,14987.04,41.64,63.98,233993,0.7069,215734.45,6.3,728302.98,382731.98,62907948.88,17022621.95,17.57,1.2034,15_MIN
2047-04,COM,MOTIVE_POWER,1218272.25,2381494,511.56,9113.12,40.73,44.82,338357,0.5067,19662.89,13.58,303712.49,72902.06,46824891.17,7109079.45,7.06,0.7746,DAILY
2047-05,IND,LIGHTING,3305925.48,1567618,2108.88,11094.03,56.66,19.06,71995,0.7619,383982.51,24.03,691103.96,182771.02,69745949.14,6889123.24,3.27,0.7387,15_MIN
2047-06,COM,HVAC,133293.38,1186206,112.37,19466.78,16.57,19.11,256775,0.8018,514705.54,51.81,29783.78,421014.53,84422593.37,2168027.5,17.92,1.1924,HOURLY
2047-07,TRANS,WATER_HEAT,3141760.86,1163407,2700.48,8077.55,33.9,64.33,348508,0.8356,539001.69,10.24,575390.62,62044.01,64918387.22,4472363.16,11.54,0.7585,HOURLY
2047-08,COM,EV_CHARGING,3374057.74,219779,15352.05,14934.31,84.95,16.0,371212,0.5794,59609.44,19.92,243505.17,205019.13,79372266.69,10731419.16,10.57,0.9151,30_MIN
2047-09,RES,MOTIVE_POWER,2775206.31,551013,5036.55,21738.08,55.31,40.44,321357,0.4606,324981.29,31.21,133540.69,4165.53,35251324.38,6090704.9,14.96,1.286,30_MIN
2047-10,COM,HVAC,3348795.72,1528259,2191.25,12461.35,24.31,0.98,279984,0.7049,190991.88,0.73,211517.43,305689.68,81706293.89,6246374.16,2.27,1.1888,MONTHLY
2047-11,COM,HVAC,4583943.11,565788,8101.87,12927.76,47.96,57.55,285897,0.3166,345618.44,35.31,565959.23,48531.95,40437045.48,20783371.48,0.63,1.1897,MONTHLY
2047-12,COM,OTHER,3010234.67,1423252,2115.04,971.43,43.61,53.49,200168,0.7931,58878.12,32.43,669756.34,15550.76,53520219.58,16675498.08,7.15,1.0095,DAILY
2048-01,IND,LIGHTING,1982810.1,795183,2493.53,4231.52,44.99,58.78,35288,0.9938,386264.29,8.78,768887.81,31968.4,23723737.43,23203749.66,0.6,0.7612,15_MIN
2048-02,RES,HVAC,1699407.44,2265128,750.25,20494.43,57.91,39.42,404870,0.8256,341695.33,34.25,425519.7,256455.67,21906088.4,8151583.04,16.34,0.9648,15_MIN
2048-03,COM,HVAC,1598634.15,355437,4497.66,17682.67,55.55,50.24,443291,0.9664,213875.69,49.12,543312.02,191463.99,67460711.51,21692470.11,17.13,0.888,15_MIN
2048-04,RES,LIGHTING,553109.21,324449,1704.76,4191.35,83.64,24.57,57167,0.5284,77059.07,28.27,441205.1,314742.87,52437048.96,15262498.8,4.85,1.2517,30_MIN
2048-05,COM,EV_CHARGING,1183669.11,3038645,389.54,4601.63,28.09,20.47,41305,0.7203,362305.4,2.79,471628.15,1778.79,47252560.82,18636516.15,8.73,0.9655,DAILY
2048-06,IND,HVAC,142966.87,877398,162.94,12076.89,19.74,64.89,193996,0.9759,532181.24,38.34,498411.83,188720.07,32198014.79,1510828.16,12.21,0.8689,30_MIN
2048-07,IND,OTHER,3627282.62,758091,4784.76,6186.18,44.2,1.44,14912,0.2239,235682.04,24.83,195740.83,206856.11,16176101.59,1911202.82,2.8,0.8445,30_MIN
2048-08,TRANS,HVAC,5392682.53,530053,10173.86,10626.89,17.33,10.92,128081,0.6105,386346.63,24.76,294995.72,248495.71,53204768.46,16613070.16,17.04,1.0598,MONTHLY
2048-09,IND,HVAC,1602305.11,1476357,1085.31,11080.57,71.78,22.98,289220,0.5312,339550.67,10.34,608820.58,424744.59,76479207.47,24997783.74,2.55,0.9714,MONTHLY
2048-10,RES,APPLIANCES,2761166.88,362955,7607.46,8052.08,27.38,59.06,321699,0.3115,293178.13,36.69,397378.99,43561.25,71099329.02,1510612.27,5.91,1.0832,MONTHLY
2048-11,IND,PROCESS,2613492.53,1955894,1336.21,18151.8,63.66,64.19,69539,0.9767,510128.58,47.0,729646.99,26055.33,39687474.7,1896993.13,1.64,0.737,15_MIN
2048-12,IND,EV_CHARGING,201847.23,1147746,175.86,1230.15,47.66,31.75,39183,0.4751,197420.76,24.7,819452.68,396122.94,12023109.64,2784892.35,12.77,0.7211,15_MIN
2049-01,RES,HVAC,158838.51,2968441,53.51,3150.72,79.78,2.22,300451,0.8915,185879.6,11.66,533168.44,398084.31,68845238.0,11490170.4,5.89,0.9013,HOURLY
2049-02,RES,OTHER,4041538.64,2013562,2007.16,17263.73,45.75,41.87,448199,0.1523,142054.19,30.7,117705.43,335912.03,805275.29,22259897.57,11.77,0.9056,HOURLY
2049-03,RES,PROCESS,3982264.73,2206327,1804.93,14377.05,36.06,60.19,208051,0.6423,227126.16,25.4,498645.0,202669.76,27945918.11,20316901.54,2.8,0.8394,MONTHLY
2049-04,COM,WATER_HEAT,2126041.07,848477,2505.71,16189.39,81.8,53.6,438451,0.5964,128546.79,29.09,319030.04,190465.24,27559391.91,22338682.48,10.59,0.8588,15_MIN
2049-05,IND,HVAC,419732.92,1697362,247.29,9346.08,74.62,21.51,23308,0.9626,219017.87,46.5,445258.43,274236.46,82662203.71,13387334.92,5.6,0.9402,HOURLY
2049-06,IND,WATER_HEAT,2420133.11,1671988,1447.46,14459.47,34.54,19.11,338011,0.3054,313503.38,7.55,492472.9,247828.02,47877815.7,24102301.15,7.47,0.7917,30_MIN
2049-07,IND,APPLIANCES,1160279.42,96266,12052.85,10352.11,39.43,61.1,352674,0.3645,511093.65,3.84,346520.28,244597.55,30183027.71,8435161.22,3.34,0.9427,HOURLY
2049-08,COM,PROCESS,4752808.21,2120170,2241.71,3471.71,75.67,34.13,43712,0.5714,393924.51,11.97,73864.41,341383.45,25995680.0,19045135.16,9.66,1.094,MONTHLY
2049-09,RES,HVAC,2762391.17,2635273,1048.24,9768.87,84.04,17.66,49368,0.65,339253.96,42.79,527519.42,230768.08,14358460.76,20432028.69,15.31,0.8223,HOURLY
2049-10,TRANS,WATER_HEAT,3042058.18,98562,30864.41,4641.05,58.31,45.99,259620,0.2303,266376.67,15.39,204090.51,298268.94,37673202.65,12869405.83,4.86,0.8557,30_MIN
2049-11,IND,OTHER,151137.18,1331729,113.49,15464.35,22.21,8.81,163592,0.7924,345339.31,34.25,391892.71,143799.85,80466668.28,12218121.9,2.54,1.1438,DAILY
2049-12,COM,WATER_HEAT,1322008.86,2572395,513.92,20468.18,24.6,59.23,252555,0.1146,42456.02,51.39,594451.62,216009.28,4045784.59,12990544.5,10.2,0.7421,DAILY
2050-01,COM,APPLIANCES,4654258.45,2564958,1814.56,15595.03,42.63,42.25,118981,0.362,545848.13,35.8,563358.54,375222.79,22923089.17,23920307.1,8.27,1.2892,15_MIN
2050-02,COM,MOTIVE_POWER,2770726.94,488190,5675.51,18322.7,17.97,7.56,1172,0.1215,129206.4,37.82,45710.8,70383.3,22281150.14,16312996.96,11.34,1.0511,30_MIN
2050-03,IND,LIGHTING,2335620.81,2164100,1079.26,19165.94,59.3,7.85,367458,0.7808,406350.75,14.87,203029.06,25902.68,21566409.13,10226108.34,16.36,1.1148,15_MIN
2050-04,COM,MOTIVE_POWER,3523807.49,1101683,3198.57,14597.22,16.51,9.13,342415,0.7921,422516.54,10.55,183386.93,73437.54,19489406.2,7632231.86,5.44,1.1075,DAILY
2050-05,COM,APPLIANCES,5291506.99,135109,39164.73,1537.79,18.98,56.44,240703,0.7161,198795.01,32.63,310683.15,6142.12,23925364.07,22086644.67,4.13,1.1702,15_MIN
2050-06,RES,EV_CHARGING,4016302.65,1028826,3903.77,15186.27,72.09,3.22,159448,0.5521,391222.38,32.8,644430.73,290241.72,74677805.98,14917369.98,0.25,0.7151,15_MIN
2050-07,IND,APPLIANCES,1120990.72,1461253,767.14,20625.14,15.23,55.38,11719,0.1646,413513.91,49.45,438040.23,271706.83,70331350.77,8679241.88,15.67,0.7524,30_MIN
2050-08,RES,LIGHTING,4202069.96,2475646,1697.36,3633.46,78.15,8.92,283386,0.7582,505468.87,49.82,451714.96,412094.65,25632429.72,16764833.31,2.63,1.2459,MONTHLY
2050-09,RES,HVAC,2957606.29,2218711,1333.03,12917.87,31.43,57.18,324536,0.3981,128872.37,45.24,440103.82,43192.98,53756487.57,22161184.02,12.54,1.1542,MONTHLY
2050-10,COM,HVAC,5042872.01,1787589,2821.05,7780.54,77.6,18.71,243252,0.7936,295747.73,19.75,598910.95,173204.89,83220977.26,4213360.22,4.3,0.8657,15_MIN
2050-11,TRANS,WATER_HEAT,2244691.41,2760101,813.26,16725.17,81.84,60.5,230699,0.2794,500673.62,16.93,253582.52,258344.79,23097817.79,24652974.94,3.1,0.7705,15_MIN
2050-12,RES,HVAC,1097865.48,1439865,762.48,15870.84,69.62,27.73,263971,0.4297,159495.49,16.97,99982.46,8471.53,20842481.42,15978119.01,13.11,1.2918,HOURLY
2051-01,IND,MOTIVE_POWER,1532399.02,2808638,545.6,14453.11,55.32,54.71,238518,0.8429,163274.85,9.24,137516.37,72174.88,61374285.18,21690026.05,1.38,0.987,HOURLY
2051-02,COM,APPLIANCES,1192692.77,1614311,738.82,9839.32,35.22,11.53,326232,0.5889,219282.16,48.43,599112.64,299058.67,65844945.5,7277377.36,12.66,1.0078,30_MIN
2051-03,IND,PROCESS,1972345.91,2378961,829.08,5261.74,17.69,28.4,150061,0.7006,345764.64,32.62,223862.02,108722.49,72000571.36,15324887.7,8.44,0.9749,HOURLY
2051-04,IND,LIGHTING,150570.92,2891200,52.08,199.32,23.08,62.4,124227,0.34,427825.35,4.02,169604.94,29820.98,63038916.92,14949364.52,5.41,1.0309,15_MIN
2051-05,IND,MOTIVE_POWER,2330852.49,495873,4700.5,11146.02,64.04,54.81,85319,0.2337,507115.99,46.92,620899.76,399226.57,74924584.61,13765223.54,9.22,0.9583,15_MIN
2051-06,TRANS,HVAC,2050946.14,3121167,657.11,1362.25,62.77,63.9,38233,0.7348,42136.02,14.04,712178.68,292614.05,28471933.32,7352503.84,17.77,0.8467,15_MIN
2051-07,COM,APPLIANCES,1387814.46,3335672,416.05,5444.95,76.22,59.85,375991,0.323,75011.92,28.82,207605.04,370780.71,67876392.77,20297459.31,11.43,0.8461,15_MIN
2051-08,RES,PROCESS,1623731.7,692269,2345.52,8300.08,81.96,28.36,85339,0.0593,456400.05,23.35,492677.79,40800.23,55602939.37,1630043.1,6.41,1.186,MONTHLY
2051-09,RES,HVAC,1987276.05,567243,3503.39,7673.6,75.43,62.65,221168,0.3207,97802.87,13.73,812427.43,102513.48,47372222.9,10749249.73,10.86,0.9666,15_MIN
2051-10,COM,HVAC,2662949.49,412932,6448.88,5095.19,73.56,63.0,143978,0.8914,417823.09,29.55,25139.88,231042.64,82326625.07,19399577.86,8.37,1.1552,MONTHLY
2051-11,RES,MOTIVE_POWER,3717618.63,1001603,3711.67,4871.3,41.11,12.1,73280,0.1583,492295.42,28.11,207140.83,73413.09,94880915.34,10345683.55,11.9,0.8283,MONTHLY
2051-12,TRANS,OTHER,3047360.38,867373,3513.32,18162.73,82.18,37.71,443490,0.9708,439494.68,29.05,190202.74,190233.78,74290786.21,21998574.36,17.74,1.0509,MONTHLY
2052-01,IND,APPLIANCES,4169474.38,1646618,2532.14,14990.78,15.21,26.89,286311,0.5566,433879.3,8.48,486556.99,174442.02,69328477.62,12684903.55,17.24,1.222,DAILY
2052-02,IND,HVAC,4895487.12,3280962,1492.09,7607.28,63.66,12.67,217613,0.8484,389675.96,1.18,78481.31,82570.05,31763622.63,4570097.69,3.95,1.1115,30_MIN
2052-03,IND,WATER_HEAT,1627010.92,1773027,917.65,5221.53,68.77,28.12,149442,0.8955,45231.43,14.19,784763.91,13279.82,78540.13,23700680.29,0.95,0.9969,HOURLY
2052-04,RES,EV_CHARGING,4334418.1,2850506,1520.58,7119.24,66.66,49.92,445237,0.6195,199803.6,17.73,809007.42,318579.44,9784076.41,11767764.86,9.42,1.1349,15_MIN
2052-05,IND,MOTIVE_POWER,305473.5,3183187,95.96,15058.69,63.25,44.28,231224,0.7506,132769.69,24.37,523863.18,272665.05,17898175.09,1048194.49,17.26,0.8936,MONTHLY
2052-06,RES,HVAC,5202155.16,2432348,2138.74,19196.67,81.06,40.22,155165,0.2507,283373.55,26.51,367940.65,229498.9,66532316.65,7792034.87,0.76,0.985,15_MIN
2052-07,TRANS,HVAC,5469803.42,1826580,2994.56,1736.09,16.27,9.5,78390,0.6076,138313.6,40.21,830677.08,196665.22,90048353.91,16973025.37,5.02,1.0205,MONTHLY
2052-08,COM,HVAC,2034478.11,3467734,586.69,6105.84,32.19,2.11,66485,0.3001,134998.78,33.27,173554.05,147623.7,11649875.2,22783216.85,10.16,1.3,MONTHLY
2052-09,IND,WATER_HEAT,369060.86,3062607,120.51,8821.36,45.66,61.7,272891,0.7604,319997.89,48.83,658174.63,69408.55,14870253.98,17225252.81,4.29,1.0643,MONTHLY
2052-10,IND,MOTIVE_POWER,2139920.01,3499858,611.43,20622.89,50.91,19.97,422585,0.308,144749.41,19.85,237319.47,401900.11,31114469.67,13260954.6,8.99,0.7438,MONTHLY
2052-11,RES,OTHER,2389455.14,770951,3099.36,10099.39,18.46,56.11,204858,0.9687,352588.08,18.24,709344.55,243534.93,58371033.61,15692492.43,10.86,1.205,HOURLY
2052-12,IND,OTHER,2414079.15,1009228,2392.01,15230.38,28.84,12.68,403208,0.9777,260693.05,39.74,368301.77,70072.25,50530788.77,3308626.99,4.53,0.8242,HOURLY
2053-01,RES,LIGHTING,2601686.01,549949,4730.78,15439.0,21.02,12.26,213203,0.2044,477182.9,3.65,548372.48,280427.81,14878364.88,4984884.78,12.07,1.0558,DAILY
2053-02,RES,MOTIVE_POWER,3519455.23,2195395,1603.11,13873.47,77.57,12.72,311300,0.7957,228033.13,27.89,562201.28,295287.79,54874215.86,19382145.87,7.36,1.1666,HOURLY
2053-03,COM,EV_CHARGING,2000049.7,868898,2301.82,14937.85,20.39,37.48,98721,0.6433,60928.85,23.52,27365.95,31678.05,51921930.81,2526750.81,5.23,0.7375,MONTHLY
2053-04,IND,EV_CHARGING,4192166.81,1152453,3637.6,3522.13,81.39,45.46,148134,0.2542,401684.11,31.31,131273.52,277590.53,51104968.17,17782439.64,6.23,1.181,HOURLY
2053-05,AG,HVAC,1569716.6,3180484,493.55,17143.97,27.89,2.48,381518,0.7887,455992.46,16.4,797999.41,268988.41,5401703.91,22748185.07,12.77,0.7767,HOURLY
2053-06,IND,PROCESS,5078114.23,1691940,3001.36,2676.46,42.21,64.1,73703,0.1897,164075.26,28.82,289961.16,32360.91,29782100.59,13947590.02,13.58,1.0018,MONTHLY
2053-07,COM,WATER_HEAT,3959280.47,3224697,1227.8,17811.65,60.02,37.64,384563,0.4711,234308.41,2.05,228322.67,113863.02,13409376.7,20606481.96,14.77,0.9599,MONTHLY
2053-08,COM,MOTIVE_POWER,2198322.6,608473,3612.85,8650.38,42.47,32.67,283862,0.4008,534618.81,35.6,633460.99,104229.77,82338717.58,10546613.85,1.99,1.0031,MONTHLY
2053-09,RES,PROCESS,2317705.3,2034246,1139.34,3888.47,23.88,19.86,241221,0.715,324984.03,4.97,315633.99,323232.81,15398699.36,7451654.55,5.69,1.0834,30_MIN
