safe_justice_booking_date,safe_justice_arrest_offense_code,safe_justice_charge_severity_level,safe_justice_bail_amount_set,safe_justice_pretrial_release_flag,safe_justice_court_case_id_hash,safe_justice_court_disposition_code,safe_justice_sentence_type_code,safe_justice_sentence_length_days,safe_justice_probation_start_date,safe_justice_parole_eligibility_date,safe_justice_jail_days_served,safe_justice_prison_admission_flag,safe_justice_recidivism_12mo_flag,safe_justice_recidivism_36mo_flag,safe_justice_risk_assessment_score,safe_justice_public_defender_assigned_flag,safe_justice_diversion_program_flag,safe_justice_restorative_justice_flag,safe_justice_record_sealing_eligible_flag
2017-04-02,DRUG_POSSESS,MISDEMEANOR,0,0,CASE0000000458,PENDING,DIVERSION,622,2017-05-02,2017-09-29,57,0,0,0,45,0,0,0,0
2017-04-03,FRAUD,MISDEMEANOR,250,1,CASE0000000459,NOT_GUILTY,PRISON,3415,2017-05-03,2017-09-30,664,0,1,0,24,1,0,1,1
2017-04-04,DRUG_POSSESS,MISDEMEANOR,250,1,CASE0000000460,DISMISSED,PRISON,3465,2017-05-04,2017-10-01,492,0,0,1,99,0,0,0,0
2017-04-05,LARCENY,INFRACTION,250,0,CASE0000000461,PENDING,DIVERSION,184,2017-05-05,2017-10-02,167,0,0,0,57,1,1,0,1
2017-04-06,DRUG_TRAFFICK,MISDEMEANOR,1000,1,CASE0000000462,DISMISSED,PRISON,3514,2017-05-06,2017-10-03,189,1,0,0,23,0,0,0,0
2017-04-07,FRAUD,MISDEMEANOR,10000,0,CASE0000000463,GUILTY,NONE,1145,2017-05-07,2017-10-04,465,1,0,0,88,1,1,0,1
2017-04-08,FRAUD,MISDEMEANOR,500,0,CASE0000000464,PENDING,DIVERSION,3234,2017-05-08,2017-10-05,428,0,1,0,36,1,1,1,0
2017-04-09,OTHER,MISDEMEANOR,25000,1,CASE0000000465,NOT_GUILTY,PROBATION,999,2017-05-09,2017-10-06,351,0,1,1,68,0,0,0,0
2017-04-10,DRUG_TRAFFICK,INFRACTION,500,1,CASE0000000466,PLEA,NONE,3174,2017-05-10,2017-10-07,588,0,0,0,70,1,0,0,0
2017-04-11,LARCENY,MISDEMEANOR,10000,1,CASE0000000467,GUILTY,DIVERSION,3198,2017-05-11,2017-10-08,648,0,0,0,57,0,0,0,0
2017-04-12,DRUG_POSSESS,MISDEMEANOR,250,0,CASE0000000468,GUILTY,JAIL,855,2017-05-12,2017-10-09,725,0,0,1,23,0,0,0,0
2017-04-13,ASSAULT,MISDEMEANOR,10000,1,CASE0000000469,PLEA,JAIL,2778,2017-05-13,2017-10-10,290,0,0,1,58,1,1,0,1
2017-04-14,DRUG_POSSESS,MISDEMEANOR,250,0,CASE0000000470,PLEA,NONE,2099,2017-05-14,2017-10-11,173,1,0,0,69,1,0,0,1
2017-04-15,DUI,MISDEMEANOR,0,0,CASE0000000471,PLEA,DIVERSION,1237,2017-05-15,2017-10-12,34,0,0,0,52,0,0,0,1
2017-04-16,FRAUD,MISDEMEANOR,1000,1,CASE0000000472,PLEA,PROBATION,1914,2017-05-16,2017-10-13,336,0,0,0,27,1,0,1,0
2017-04-17,FRAUD,MISDEMEANOR,500,0,CASE0000000473,GUILTY,DIVERSION,155,2017-05-17,2017-10-14,221,1,0,1,71,0,0,0,0
2017-04-18,FRAUD,INFRACTION,250,1,CASE0000000474,PLEA,PROBATION,671,2017-05-18,2017-10-15,70,0,1,1,82,1,1,1,1
2017-04-19,BURGLARY,INFRACTION,500,1,CASE0000000475,DISMISSED,NONE,1837,2017-05-19,2017-10-16,129,0,0,0,7,0,0,1,0
2017-04-20,FRAUD,MISDEMEANOR,500,1,CASE0000000476,GUILTY,COMMUNITY_SERVICE,2706,2017-05-20,2017-10-17,369,1,0,0,13,1,0,0,0
2017-04-21,OTHER,INFRACTION,2500,1,CASE0000000477,PLEA,JAIL,2848,2017-05-21,2017-10-18,630,0,0,1,56,1,1,0,0
2017-04-22,LARCENY,MISDEMEANOR,0,0,CASE0000000478,DISMISSED,JAIL,3010,2017-05-22,2017-10-19,473,0,0,1,36,0,0,0,0
2017-04-23,DRUG_POSSESS,INFRACTION,25000,1,CASE0000000479,GUILTY,JAIL,2130,2017-05-23,2017-10-20,619,1,1,1,54,0,0,0,1
2017-04-24,LARCENY,MISDEMEANOR,25000,0,CASE0000000480,PENDING,PROBATION,3537,2017-05-24,2017-10-21,89,1,1,1,83,1,0,0,0
2017-04-25,BURGLARY,MISDEMEANOR,1000,0,CASE0000000481,PLEA,PRISON,3328,2017-05-25,2017-10-22,337,0,0,0,35,1,0,0,1
2017-04-26,DRUG_POSSESS,MISDEMEANOR,2500,1,CASE0000000482,DISMISSED,PROBATION,1454,2017-05-26,2017-10-23,652,0,0,1,95,1,0,0,0
2017-04-27,ASSAULT,INFRACTION,500,1,CASE0000000483,DISMISSED,JAIL,145,2017-05-27,2017-10-24,401,0,0,0,64,1,0,1,1
2017-04-28,ASSAULT,INFRACTION,100,1,CASE0000000484,DEFERRED,JAIL,646,2017-05-28,2017-10-25,278,0,0,1,47,1,0,0,0
2017-04-29,LARCENY,FELONY,500,0,CASE0000000485,PENDING,PROBATION,1011,2017-05-29,2017-10-26,138,0,0,1,19,1,0,0,0
2017-04-30,LARCENY,FELONY,1000,1,CASE0000000486,GUILTY,PROBATION,1393,2017-05-30,2017-10-27,102,0,1,1,14,1,1,0,1
2017-05-01,DUI,INFRACTION,100,1,CASE0000000487,DEFERRED,JAIL,3632,2017-05-31,2017-10-28,418,0,0,1,29,0,0,0,1
2017-05-02,DRUG_TRAFFICK,INFRACTION,0,1,CASE0000000488,DISMISSED,PRISON,3540,2017-06-01,2017-10-29,2,1,0,0,3,1,0,0,0
2017-05-03,FRAUD,FELONY,0,0,CASE0000000489,GUILTY,PROBATION,3476,2017-06-02,2017-10-30,23,0,0,0,73,1,0,1,0
2017-05-04,DUI,MISDEMEANOR,1000,1,CASE0000000490,PENDING,COMMUNITY_SERVICE,2769,2017-06-03,2017-10-31,33,1,0,1,60,0,0,0,0
2017-05-05,ASSAULT,MISDEMEANOR,2500,1,CASE0000000491,GUILTY,PRISON,2698,2017-06-04,2017-11-01,149,0,0,1,75,1,1,1,0
2017-05-06,FRAUD,MISDEMEANOR,5000,0,CASE0000000492,PLEA,PRISON,3140,2017-06-05,2017-11-02,577,0,1,0,98,1,0,0,1
2017-05-07,FRAUD,MISDEMEANOR,500,0,CASE0000000493,PLEA,JAIL,3486,2017-06-06,2017-11-03,195,0,0,0,95,1,0,0,1
2017-05-08,LARCENY,MISDEMEANOR,25000,1,CASE0000000494,GUILTY,COMMUNITY_SERVICE,2827,2017-06-07,2017-11-04,225,0,0,0,40,1,1,0,0
2017-05-09,ASSAULT,MISDEMEANOR,2500,0,CASE0000000495,PLEA,COMMUNITY_SERVICE,2140,2017-06-08,2017-11-05,711,0,0,0,70,1,1,1,0
2017-05-10,OTHER,MISDEMEANOR,100,0,CASE0000000496,PLEA,NONE,1638,2017-06-09,2017-11-06,618,0,0,0,45,1,0,0,0
2017-05-11,DUI,MISDEMEANOR,0,1,CASE0000000497,PLEA,DIVERSION,1413,2017-06-10,2017-11-07,304,0,0,0,76,0,0,0,1
2017-05-12,LARCENY,MISDEMEANOR,100,1,CASE0000000498,PENDING,COMMUNITY_SERVICE,488,2017-06-11,2017-11-08,687,0,0,0,83,1,0,0,0
2017-05-13,DRUG_TRAFFICK,MISDEMEANOR,100,0,CASE0000000499,DISMISSED,PROBATION,2169,2017-06-12,2017-11-09,304,0,1,1,51,1,0,0,0
2017-05-14,OTHER,MISDEMEANOR,0,1,CASE0000000500,PLEA,JAIL,948,2017-06-13,2017-11-10,431,0,0,1,31,1,0,0,1
2017-05-15,DUI,MISDEMEANOR,100,1,CASE0000000501,PENDING,JAIL,3135,2017-06-14,2017-11-11,118,0,1,1,41,0,0,0,0
2017-05-16,VANDALISM,MISDEMEANOR,250,0,CASE0000000502,GUILTY,PROBATION,2241,2017-06-15,2017-11-12,665,0,0,0,96,1,0,0,1
2017-05-17,BURGLARY,FELONY,2500,0,CASE0000000503,GUILTY,COMMUNITY_SERVICE,2441,2017-06-16,2017-11-13,177,1,0,0,9,0,0,0,1
2017-05-18,VANDALISM,MISDEMEANOR,100,1,CASE0000000504,PENDING,PRISON,1780,2017-06-17,2017-11-14,484,0,0,0,57,1,1,0,1
2017-05-19,ASSAULT,INFRACTION,10000,0,CASE0000000505,GUILTY,PRISON,1125,2017-06-18,2017-11-15,181,0,0,1,67,1,0,0,1
2017-05-20,LARCENY,MISDEMEANOR,100,0,CASE0000000506,PLEA,NONE,61,2017-06-19,2017-11-16,290,1,1,0,7,1,0,0,0
2017-05-21,VANDALISM,MISDEMEANOR,1000,1,CASE0000000507,GUILTY,JAIL,3226,2017-06-20,2017-11-17,623,0,0,0,99,0,0,0,0
2017-05-22,LARCENY,FELONY,10000,1,CASE0000000508,GUILTY,PRISON,1973,2017-06-21,2017-11-18,379,0,1,1,31,1,0,1,1
2017-05-23,OTHER,MISDEMEANOR,1000,0,CASE0000000509,PENDING,PRISON,1789,2017-06-22,2017-11-19,642,0,0,1,66,0,0,0,0
2017-05-24,WEAPONS,INFRACTION,250,1,CASE0000000510,PENDING,COMMUNITY_SERVICE,272,2017-06-23,2017-11-20,60,0,1,1,92,0,1,0,1
2017-05-25,DRUG_POSSESS,INFRACTION,25000,1,CASE0000000511,NOT_GUILTY,PROBATION,2918,2017-06-24,2017-11-21,321,0,1,1,79,1,0,1,0
2017-05-26,DRUG_TRAFFICK,MISDEMEANOR,250,1,CASE0000000512,GUILTY,NONE,2152,2017-06-25,2017-11-22,430,0,0,0,80,1,0,0,1
2017-05-27,BURGLARY,MISDEMEANOR,10000,0,CASE0000000513,PENDING,PROBATION,2104,2017-06-26,2017-11-23,271,0,0,0,73,0,0,0,1
2017-05-28,WEAPONS,INFRACTION,250,0,CASE0000000514,PLEA,PROBATION,2760,2017-06-27,2017-11-24,85,0,0,1,3,0,1,0,1
2017-05-29,WEAPONS,MISDEMEANOR,10000,0,CASE0000000515,PLEA,PROBATION,2316,2017-06-28,2017-11-25,105,0,0,1,96,0,0,0,0
2017-05-30,VANDALISM,FELONY,500,0,CASE0000000516,GUILTY,PROBATION,3381,2017-06-29,2017-11-26,34,0,0,1,99,1,0,0,0
2017-05-31,ASSAULT,FELONY,100,0,CASE0000000517,PLEA,NONE,3559,2017-06-30,2017-11-27,618,0,0,1,31,1,0,0,1
2017-06-01,WEAPONS,FELONY,100,0,CASE0000000518,PLEA,PROBATION,2156,2017-07-01,2017-11-28,76,0,0,0,41,1,1,0,0
2017-06-02,ASSAULT,MISDEMEANOR,5000,0,CASE0000000519,PENDING,PROBATION,1419,2017-07-02,2017-11-29,54,0,0,1,73,1,0,0,0
2017-06-03,BURGLARY,MISDEMEANOR,0,1,CASE0000000520,PLEA,PROBATION,3568,2017-07-03,2017-11-30,513,0,0,1,13,1,0,0,1
2017-06-04,DRUG_POSSESS,MISDEMEANOR,5000,1,CASE0000000521,PENDING,COMMUNITY_SERVICE,1333,2017-07-04,2017-12-01,55,0,0,0,16,1,0,0,1
2017-06-05,DUI,INFRACTION,1000,1,CASE0000000522,PLEA,PROBATION,2572,2017-07-05,2017-12-02,234,0,1,0,81,1,0,1,0
2017-06-06,ASSAULT,MISDEMEANOR,250,0,CASE0000000523,PENDING,DIVERSION,1796,2017-07-06,2017-12-03,678,0,0,1,83,0,0,0,1
2017-06-07,BURGLARY,FELONY,2500,1,CASE0000000524,GUILTY,PROBATION,2263,2017-07-07,2017-12-04,476,0,1,1,81,0,0,1,1
2017-06-08,ASSAULT,FELONY,25000,0,CASE0000000525,DISMISSED,JAIL,2150,2017-07-08,2017-12-05,375,0,0,0,12,1,0,0,0
2017-06-09,ASSAULT,MISDEMEANOR,100,0,CASE0000000526,PENDING,NONE,2083,2017-07-09,2017-12-06,96,0,0,0,44,0,0,0,0
2017-06-10,VANDALISM,MISDEMEANOR,500,1,CASE0000000527,PENDING,PROBATION,3042,2017-07-10,2017-12-07,150,0,0,0,95,0,0,1,1
2017-06-11,FRAUD,MISDEMEANOR,0,0,CASE0000000528,PLEA,JAIL,1050,2017-07-11,2017-12-08,105,1,0,1,8,1,0,0,1
2017-06-12,BURGLARY,MISDEMEANOR,25000,1,CASE0000000529,PLEA,DIVERSION,791,2017-07-12,2017-12-09,610,0,0,0,3,0,0,1,1
2017-06-13,DRUG_TRAFFICK,MISDEMEANOR,250,0,CASE0000000530,GUILTY,DIVERSION,830,2017-07-13,2017-12-10,706,0,0,0,80,0,0,0,1
2017-06-14,ASSAULT,INFRACTION,1000,0,CASE0000000531,DISMISSED,JAIL,1020,2017-07-14,2017-12-11,706,1,0,0,19,1,0,0,0
2017-06-15,DRUG_TRAFFICK,MISDEMEANOR,1000,0,CASE0000000532,GUILTY,PROBATION,2311,2017-07-15,2017-12-12,179,1,0,0,93,0,0,0,1
2017-06-16,DRUG_TRAFFICK,MISDEMEANOR,25000,1,CASE0000000533,DISMISSED,PROBATION,3240,2017-07-16,2017-12-13,152,0,0,0,3,0,1,0,0
2017-06-17,DUI,MISDEMEANOR,100,1,CASE0000000534,GUILTY,PROBATION,3312,2017-07-17,2017-12-14,131,0,0,1,32,1,0,1,0
2017-06-18,WEAPONS,MISDEMEANOR,10000,1,CASE0000000535,DISMISSED,DIVERSION,2191,2017-07-18,2017-12-15,268,0,0,0,99,1,0,0,0
2017-06-19,ASSAULT,MISDEMEANOR,500,0,CASE0000000536,PENDING,PRISON,565,2017-07-19,2017-12-16,340,0,1,0,20,1,0,0,0
2017-06-20,DRUG_POSSESS,MISDEMEANOR,5000,0,CASE0000000537,GUILTY,JAIL,3086,2017-07-20,2017-12-17,295,0,1,0,93,0,0,0,0
2017-06-21,DRUG_TRAFFICK,MISDEMEANOR,25000,1,CASE0000000538,DISMISSED,DIVERSION,873,2017-07-21,2017-12-18,622,0,1,0,47,0,0,0,0
2017-06-22,DRUG_TRAFFICK,FELONY,25000,1,CASE0000000539,PLEA,PROBATION,1133,2017-07-22,2017-12-19,123,0,0,0,83,1,0,0,1
2017-06-23,WEAPONS,MISDEMEANOR,1000,0,CASE0000000540,PLEA,PRISON,355,2017-07-23,2017-12-20,23,0,0,0,87,1,0,0,1
2017-06-24,DRUG_POSSESS,FELONY,1000,1,CASE0000000541,PLEA,PROBATION,52,2017-07-24,2017-12-21,467,0,0,0,20,1,0,1,0
2017-06-25,WEAPONS,FELONY,1000,0,CASE0000000542,PLEA,JAIL,3650,2017-07-25,2017-12-22,619,0,0,1,56,1,1,0,0
2017-06-26,VANDALISM,FELONY,2500,1,CASE0000000543,PLEA,NONE,3142,2017-07-26,2017-12-23,226,0,0,0,44,1,0,1,0
2017-06-27,ASSAULT,FELONY,5000,1,CASE0000000544,GUILTY,DIVERSION,101,2017-07-27,2017-12-24,380,0,0,1,44,1,0,0,1
2017-06-28,OTHER,INFRACTION,5000,0,CASE0000000545,GUILTY,PRISON,2302,2017-07-28,2017-12-25,695,0,0,1,22,0,1,0,1
2017-06-29,DRUG_POSSESS,MISDEMEANOR,25000,0,CASE0000000546,DISMISSED,PROBATION,1393,2017-07-29,2017-12-26,233,1,0,1,6,1,1,0,0
2017-06-30,FRAUD,FELONY,100,1,CASE0000000547,GUILTY,DIVERSION,1552,2017-07-30,2017-12-27,416,0,0,0,88,0,0,0,1
2017-07-01,DRUG_POSSESS,FELONY,1000,0,CASE0000000548,GUILTY,PRISON,3141,2017-07-31,2017-12-28,301,1,0,0,95,1,0,0,1
2017-07-02,VANDALISM,MISDEMEANOR,25000,1,CASE0000000549,PENDING,JAIL,1795,2017-08-01,2017-12-29,604,0,0,1,91,1,0,0,0
2017-07-03,DRUG_TRAFFICK,MISDEMEANOR,1000,0,CASE0000000550,DEFERRED,PROBATION,1826,2017-08-02,2017-12-30,325,0,0,0,59,0,0,1,1
2017-07-04,WEAPONS,INFRACTION,250,1,CASE0000000551,GUILTY,JAIL,3606,2017-08-03,2017-12-31,136,1,1,0,1,0,0,0,0
2017-07-05,DRUG_TRAFFICK,MISDEMEANOR,1000,0,CASE0000000552,DEFERRED,NONE,2338,2017-08-04,2018-01-01,474,0,0,0,27,1,1,0,0
2017-07-06,BURGLARY,MISDEMEANOR,100,0,CASE0000000553,PLEA,DIVERSION,1021,2017-08-05,2018-01-02,203,0,0,1,66,1,0,0,0
2017-07-07,WEAPONS,FELONY,25000,0,CASE0000000554,DEFERRED,DIVERSION,2098,2017-08-06,2018-01-03,314,1,0,0,26,1,0,1,0
2017-07-08,WEAPONS,MISDEMEANOR,2500,0,CASE0000000555,NOT_GUILTY,NONE,278,2017-08-07,2018-01-04,612,0,0,0,76,0,1,0,0
2017-07-09,WEAPONS,FELONY,250,1,CASE0000000556,GUILTY,JAIL,1255,2017-08-08,2018-01-05,314,0,0,0,56,1,0,0,0
2017-07-10,DUI,MISDEMEANOR,5000,0,CASE0000000557,NOT_GUILTY,PRISON,2031,2017-08-09,2018-01-06,178,1,0,0,23,0,0,0,1
2017-07-11,WEAPONS,INFRACTION,250,1,CASE0000000558,PLEA,PRISON,1145,2017-08-10,2018-01-07,35,0,0,0,13,1,0,1,1
2017-07-12,DRUG_TRAFFICK,MISDEMEANOR,1000,0,CASE0000000559,PENDING,DIVERSION,3108,2017-08-11,2018-01-08,551,1,0,0,99,1,1,0,1
2017-07-13,VANDALISM,MISDEMEANOR,500,1,CASE0000000560,GUILTY,JAIL,877,2017-08-12,2018-01-09,240,1,0,0,50,0,0,0,0
2017-07-14,DRUG_TRAFFICK,FELONY,25000,0,CASE0000000561,GUILTY,PROBATION,3321,2017-08-13,2018-01-10,29,0,0,1,88,0,0,0,0
2017-07-15,ASSAULT,MISDEMEANOR,100,1,CASE0000000562,PENDING,DIVERSION,2362,2017-08-14,2018-01-11,268,1,0,1,46,1,0,1,0
2017-07-16,OTHER,FELONY,250,1,CASE0000000563,DISMISSED,PROBATION,111,2017-08-15,2018-01-12,306,0,1,0,90,1,0,0,1
2017-07-17,DRUG_POSSESS,FELONY,100,1,CASE0000000564,PENDING,PROBATION,2311,2017-08-16,2018-01-13,371,0,1,1,22,1,0,0,1
2017-07-18,ASSAULT,FELONY,100,0,CASE0000000565,DEFERRED,DIVERSION,906,2017-08-17,2018-01-14,432,0,0,0,21,1,0,0,0
2017-07-19,WEAPONS,MISDEMEANOR,25000,1,CASE0000000566,PENDING,PROBATION,3242,2017-08-18,2018-01-15,532,0,0,0,42,1,1,0,0
2017-07-20,FRAUD,MISDEMEANOR,500,1,CASE0000000567,PENDING,PROBATION,3458,2017-08-19,2018-01-16,714,1,0,0,41,0,1,0,0
2017-07-21,VANDALISM,MISDEMEANOR,0,0,CASE0000000568,PENDING,PROBATION,958,2017-08-20,2018-01-17,498,0,0,0,75,0,0,0,1
2017-07-22,FRAUD,FELONY,1000,0,CASE0000000569,PENDING,PROBATION,1233,2017-08-21,2018-01-18,212,0,1,1,44,1,1,0,1
2017-07-23,VANDALISM,MISDEMEANOR,0,1,CASE0000000570,GUILTY,PROBATION,468,2017-08-22,2018-01-19,477,0,1,0,97,1,1,0,0
2017-07-24,LARCENY,MISDEMEANOR,250,1,CASE0000000571,PENDING,PROBATION,1819,2017-08-23,2018-01-20,627,0,0,1,10,0,1,0,1
2017-07-25,OTHER,FELONY,5000,1,CASE0000000572,PLEA,JAIL,3032,2017-08-24,2018-01-21,221,0,0,0,21,1,0,0,0
2017-07-26,VANDALISM,MISDEMEANOR,5000,0,CASE0000000573,DISMISSED,PROBATION,981,2017-08-25,2018-01-22,161,0,0,0,33,1,0,0,1
2017-07-27,DRUG_TRAFFICK,MISDEMEANOR,100,1,CASE0000000574,DEFERRED,JAIL,2773,2017-08-26,2018-01-23,705,1,0,0,82,0,0,0,1
2017-07-28,OTHER,MISDEMEANOR,5000,0,CASE0000000575,GUILTY,PROBATION,3125,2017-08-27,2018-01-24,171,0,0,0,96,0,0,0,1
2017-07-29,ASSAULT,FELONY,5000,0,CASE0000000576,DISMISSED,NONE,3231,2017-08-28,2018-01-25,64,0,0,1,14,1,0,0,0
2017-07-30,DRUG_TRAFFICK,MISDEMEANOR,25000,1,CASE0000000577,DISMISSED,JAIL,186,2017-08-29,2018-01-26,162,0,0,0,45,1,0,0,1
2017-07-31,BURGLARY,FELONY,0,0,CASE0000000578,PLEA,PROBATION,3577,2017-08-30,2018-01-27,224,0,1,0,44,1,0,0,0
2017-08-01,OTHER,FELONY,5000,1,CASE0000000579,PENDING,PROBATION,2043,2017-08-31,2018-01-28,723,0,0,1,60,0,0,0,1
2017-08-02,FRAUD,MISDEMEANOR,5000,0,CASE0000000580,PLEA,PROBATION,2605,2017-09-01,2018-01-29,699,0,0,1,18,1,0,0,1
2017-08-03,LARCENY,MISDEMEANOR,2500,1,CASE0000000581,DISMISSED,PROBATION,816,2017-09-02,2018-01-30,175,0,1,0,87,0,0,0,0
2017-08-04,BURGLARY,MISDEMEANOR,0,0,CASE0000000582,DEFERRED,PROBATION,1203,2017-09-03,2018-01-31,483,0,1,0,63,0,0,1,0
2017-08-05,DRUG_POSSESS,INFRACTION,100,0,CASE0000000583,GUILTY,COMMUNITY_SERVICE,2892,2017-09-04,2018-02-01,13,0,0,1,49,1,0,1,0
2017-08-06,VANDALISM,MISDEMEANOR,0,1,CASE0000000584,PENDING,DIVERSION,2167,2017-09-05,2018-02-02,653,0,0,0,96,0,1,0,0
2017-08-07,LARCENY,FELONY,500,0,CASE0000000585,PENDING,NONE,2828,2017-09-06,2018-02-03,662,0,0,0,75,1,0,0,1
2017-08-08,DRUG_TRAFFICK,FELONY,100,0,CASE0000000586,GUILTY,COMMUNITY_SERVICE,3475,2017-09-07,2018-02-04,253,0,0,0,31,0,0,0,0
2017-08-09,DUI,FELONY,25000,1,CASE0000000587,PLEA,JAIL,2687,2017-09-08,2018-02-05,720,0,0,1,99,0,1,0,0
2017-08-10,FRAUD,INFRACTION,250,1,CASE0000000588,PENDING,DIVERSION,1806,2017-09-09,2018-02-06,121,0,1,1,63,1,0,0,0
2017-08-11,VANDALISM,MISDEMEANOR,0,1,CASE0000000589,GUILTY,JAIL,1845,2017-09-10,2018-02-07,284,0,0,1,90,0,1,0,1
2017-08-12,DRUG_POSSESS,INFRACTION,0,0,CASE0000000590,GUILTY,PROBATION,3267,2017-09-11,2018-02-08,235,0,1,0,96,1,0,0,1
2017-08-13,DRUG_POSSESS,MISDEMEANOR,10000,0,CASE0000000591,DEFERRED,COMMUNITY_SERVICE,3114,2017-09-12,2018-02-09,480,1,0,0,48,1,0,1,1
2017-08-14,WEAPONS,INFRACTION,5000,0,CASE0000000592,GUILTY,JAIL,788,2017-09-13,2018-02-10,542,0,0,0,83,1,0,0,1
2017-08-15,DUI,FELONY,100,0,CASE0000000593,NOT_GUILTY,PRISON,2299,2017-09-14,2018-02-11,47,0,0,0,5,0,0,0,1
2017-08-16,FRAUD,MISDEMEANOR,0,0,CASE0000000594,PLEA,PRISON,3639,2017-09-15,2018-02-12,290,0,0,0,24,1,1,0,0
2017-08-17,FRAUD,INFRACTION,250,1,CASE0000000595,DISMISSED,PROBATION,102,2017-09-16,2018-02-13,646,0,0,0,27,0,0,0,0
2017-08-18,DRUG_POSSESS,MISDEMEANOR,0,1,CASE0000000596,PLEA,PRISON,2071,2017-09-17,2018-02-14,702,0,0,1,9,1,0,1,0
2017-08-19,FRAUD,INFRACTION,25000,1,CASE0000000597,GUILTY,PROBATION,1338,2017-09-18,2018-02-15,125,0,0,0,16,1,0,0,0
2017-08-20,DRUG_POSSESS,MISDEMEANOR,100,1,CASE0000000598,PENDING,DIVERSION,74,2017-09-19,2018-02-16,107,0,0,0,61,1,0,0,0
2017-08-21,OTHER,MISDEMEANOR,5000,1,CASE0000000599,PENDING,DIVERSION,2995,2017-09-20,2018-02-17,695,0,0,1,35,0,1,1,0
2017-08-22,ASSAULT,MISDEMEANOR,2500,1,CASE0000000600,NOT_GUILTY,PROBATION,2374,2017-09-21,2018-02-18,283,0,0,1,87,1,0,0,1
2017-08-23,DRUG_TRAFFICK,MISDEMEANOR,0,1,CASE0000000601,PENDING,NONE,2996,2017-09-22,2018-02-19,193,0,0,0,10,1,1,0,0
2017-08-24,DUI,FELONY,100,0,CASE0000000602,DEFERRED,COMMUNITY_SERVICE,2757,2017-09-23,2018-02-20,307,1,0,0,70,0,0,0,1
2017-08-25,ASSAULT,FELONY,100,1,CASE0000000603,PENDING,PROBATION,2266,2017-09-24,2018-02-21,339,0,0,0,82,0,1,0,0
2017-08-26,DRUG_POSSESS,MISDEMEANOR,25000,0,CASE0000000604,DISMISSED,COMMUNITY_SERVICE,1316,2017-09-25,2018-02-22,37,1,0,0,79,1,0,0,1
2017-08-27,DRUG_POSSESS,INFRACTION,500,0,CASE0000000605,DEFERRED,PROBATION,1128,2017-09-26,2018-02-23,629,0,0,1,12,0,1,0,1
2017-08-28,FRAUD,MISDEMEANOR,25000,1,CASE0000000606,PLEA,NONE,1982,2017-09-27,2018-02-24,607,0,0,0,93,0,1,1,0
2017-08-29,DRUG_POSSESS,MISDEMEANOR,10000,0,CASE0000000607,GUILTY,PROBATION,1066,2017-09-28,2018-02-25,536,0,0,0,78,1,0,0,0
2017-08-30,DRUG_TRAFFICK,INFRACTION,250,1,CASE0000000608,PLEA,NONE,2258,2017-09-29,2018-02-26,350,0,0,1,70,0,0,0,1
2017-08-31,DRUG_TRAFFICK,FELONY,2500,1,CASE0000000609,PENDING,COMMUNITY_SERVICE,2677,2017-09-30,2018-02-27,663,0,0,1,90,0,0,0,1
2017-09-01,DRUG_TRAFFICK,FELONY,100,1,CASE0000000610,PLEA,PROBATION,2143,2017-10-01,2018-02-28,511,0,1,0,97,0,0,0,1
2017-09-02,DRUG_TRAFFICK,MISDEMEANOR,5000,1,CASE0000000611,PENDING,PRISON,2049,2017-10-02,2018-03-01,657,0,0,1,32,1,0,0,0
2017-09-03,ASSAULT,MISDEMEANOR,25000,1,CASE0000000612,PLEA,PROBATION,1452,2017-10-03,2018-03-02,432,0,0,0,60,1,1,1,1
2017-09-04,FRAUD,MISDEMEANOR,100,0,CASE0000000613,PENDING,PROBATION,240,2017-10-04,2018-03-03,269,0,0,0,2,0,0,0,0
2017-09-05,DUI,FELONY,100,0,CASE0000000614,GUILTY,NONE,2082,2017-10-05,2018-03-04,3,0,0,0,60,1,1,0,0
2017-09-06,FRAUD,FELONY,1000,0,CASE0000000615,PLEA,NONE,2178,2017-10-06,2018-03-05,99,1,0,0,11,1,0,0,1
2017-09-07,DRUG_TRAFFICK,MISDEMEANOR,500,1,CASE0000000616,GUILTY,PRISON,2386,2017-10-07,2018-03-06,521,0,0,0,68,1,0,0,0
2017-09-08,VANDALISM,FELONY,1000,1,CASE0000000617,PLEA,DIVERSION,2199,2017-10-08,2018-03-07,298,1,0,1,5,1,0,1,1
2017-09-09,FRAUD,MISDEMEANOR,25000,1,CASE0000000618,GUILTY,PROBATION,1246,2017-10-09,2018-03-08,598,1,0,1,26,0,0,0,0
2017-09-10,DUI,FELONY,100,1,CASE0000000619,PENDING,PRISON,3622,2017-10-10,2018-03-09,393,1,0,1,79,1,0,0,1
2017-09-11,LARCENY,MISDEMEANOR,1000,1,CASE0000000620,DISMISSED,JAIL,851,2017-10-11,2018-03-10,229,0,1,0,80,1,0,0,1
2017-09-12,LARCENY,INFRACTION,250,1,CASE0000000621,GUILTY,DIVERSION,3287,2017-10-12,2018-03-11,207,1,0,1,88,0,0,0,0
2017-09-13,BURGLARY,INFRACTION,5000,0,CASE0000000622,GUILTY,JAIL,1423,2017-10-13,2018-03-12,4,1,0,0,80,1,0,0,1
2017-09-14,DUI,MISDEMEANOR,250,1,CASE0000000623,PLEA,PROBATION,398,2017-10-14,2018-03-13,586,0,0,1,45,0,1,0,0
