labor_part_survey_month,labor_part_cps_rotation_group,labor_part_population_16plus,labor_part_participation_rate_pct,labor_part_employment_population_ratio_pct,labor_part_u6_underemployment_rate_pct,labor_part_part_time_economic_reasons_rate,labor_part_marginally_attached_rate,labor_part_discouraged_worker_rate,labor_part_not_in_labor_force_want_job_rate,labor_part_prime_age_participation_rate,labor_part_older_worker_participation_rate,labor_part_youth_participation_rate,labor_part_disability_labor_force_gap_pct,labor_part_caregiving_barrier_rate,labor_part_school_enrollment_barrier_rate,labor_part_transportation_barrier_rate,labor_part_childcare_constraint_index,labor_part_job_search_intensity_score,labor_part_weighting_method_tag
2045-11,4,64096564,53.06,47.22,15.43,5.48,1.83,0.26,0.85,81.49,17.11,49.91,18.3,5.47,1.5,2.8,0.7051,0.6264,CPS_SEAS
2045-12,1,58045894,53.6,46.32,17.71,1.51,1.7,0.97,3.01,78.39,23.89,48.79,13.27,4.69,4.47,0.76,0.9999,0.7856,CPS_REPWT
2046-01,6,5643997,62.44,57.72,5.14,1.89,2.75,0.58,2.42,83.46,19.73,61.1,29.2,2.62,2.75,1.06,0.7865,0.6139,CPS_STD
2046-02,2,149695788,58.1,54.22,5.81,2.5,2.52,0.86,0.29,76.99,17.89,59.73,14.94,4.23,1.15,2.09,0.9359,0.3665,CPS_REPWT
2046-03,8,142097794,68.79,61.75,12.14,5.25,1.75,0.24,0.38,76.57,21.54,59.39,50.39,1.95,0.81,3.11,0.9532,0.5118,CPS_STD
2046-04,5,57852671,57.58,50.93,19.86,5.7,1.65,0.64,2.54,81.74,25.79,47.55,15.18,5.19,2.75,1.57,0.2623,0.1765,CPS_SEAS
2046-05,7,242062413,55.99,48.31,3.05,6.26,1.72,0.93,3.96,79.51,18.35,49.92,15.64,5.86,4.4,2.13,0.2687,0.8357,CPS_REPWT
2046-06,3,98626075,59.23,53.08,11.89,1.02,2.67,0.46,3.92,77.42,25.6,56.3,16.49,3.47,2.79,2.44,0.6102,0.4636,CPS_REPWT
2046-07,4,80732885,55.19,46.24,16.67,4.08,0.92,0.93,0.8,76.92,25.2,42.39,19.2,2.99,4.02,3.0,0.5277,0.7915,CPS_REPWT
2046-08,4,175702990,53.57,47.7,4.06,7.16,1.3,0.15,3.38,84.56,24.65,61.39,45.96,3.76,2.29,0.65,0.2287,0.6305,CPS_REPWT
2046-09,5,198339938,61.23,56.78,16.71,5.48,1.16,0.35,1.87,85.34,21.84,46.11,27.1,3.6,2.01,1.97,0.1615,0.6794,CPS_BENCH
2046-10,6,209615037,66.53,60.37,18.26,6.59,1.2,0.23,2.25,86.11,21.32,49.27,37.85,3.18,1.84,0.71,0.8563,0.8612,CPS_STD
2046-11,8,156188143,57.96,55.43,5.07,2.94,0.57,0.35,1.22,84.12,28.17,58.88,13.44,2.41,1.24,2.81,0.1698,0.6372,CPS_REPWT
2046-12,2,128599108,62.41,56.2,15.48,6.7,1.83,1.05,0.99,76.75,26.48,42.06,34.49,0.25,2.57,0.74,0.4808,0.7349,CPS_REPWT
2047-01,1,151488175,58.18,50.1,6.1,2.16,0.63,0.39,2.25,81.47,17.41,49.7,49.12,5.96,2.71,2.76,0.5193,0.6641,CPS_STD
2047-02,7,109967127,67.32,64.89,4.45,5.35,1.44,0.64,0.2,86.34,22.84,61.66,36.84,1.47,0.35,0.65,0.4559,0.3939,CPS_REPWT
2047-03,1,109754154,59.29,50.44,12.07,5.89,0.24,0.35,3.77,78.33,26.03,43.6,18.8,3.09,2.86,1.17,0.0867,0.4581,CPS_BENCH
2047-04,6,150517626,62.83,58.33,19.97,0.5,0.19,0.34,2.65,86.14,17.78,53.51,17.57,2.76,5.49,0.28,0.9156,0.7097,CPS_BENCH
2047-05,1,90629366,58.83,54.12,6.36,7.35,2.07,0.03,2.95,79.5,28.49,50.17,17.76,3.62,0.33,2.51,0.9028,0.4851,CPS_SEAS
2047-06,2,173408211,63.89,61.79,12.15,4.2,2.7,1.03,2.83,78.92,17.79,53.2,49.69,1.28,4.51,2.13,0.2087,0.8029,CPS_STD
2047-07,1,238140684,52.63,47.05,20.86,2.35,0.58,0.25,2.94,76.27,16.47,53.92,38.86,2.4,4.77,3.08,0.6329,0.1158,CPS_STD
2047-08,5,93083550,56.43,49.37,15.39,7.49,1.23,0.35,1.42,80.1,27.44,47.43,29.14,4.8,3.46,0.78,0.2306,0.344,CPS_SEAS
2047-09,2,231115305,62.32,56.98,5.42,2.65,0.19,1.16,3.35,80.0,22.06,58.06,33.97,2.76,4.48,1.63,0.1905,0.4958,CPS_BENCH
2047-10,2,30274679,65.84,58.85,15.89,2.22,0.57,1.07,2.46,79.47,21.09,58.51,40.07,2.22,5.07,2.51,0.3497,0.9473,CPS_STD
2047-11,6,250533652,60.46,54.58,8.24,6.46,2.78,0.06,1.8,77.78,26.65,60.29,25.84,5.47,0.52,0.3,0.6963,0.6813,CPS_SEAS
2047-12,4,126101938,64.02,58.77,20.87,6.05,0.34,0.76,4.02,86.45,26.44,56.49,32.96,2.6,4.08,3.11,0.4171,0.2518,CPS_REPWT
2048-01,4,138733175,61.83,58.66,4.48,3.0,1.64,0.08,1.31,80.49,18.09,46.71,51.0,3.39,1.77,1.71,0.2348,0.5829,CPS_SEAS
2048-02,2,230047973,54.61,51.06,19.58,1.13,2.02,0.84,2.59,78.38,26.99,46.49,42.89,1.58,0.74,2.88,0.6278,0.3348,CPS_SEAS
2048-03,2,10152757,68.82,66.39,14.54,7.03,1.3,0.16,2.53,83.76,21.76,59.44,40.91,2.77,5.0,0.88,0.3175,0.1386,CPS_STD
2048-04,5,155118291,58.42,56.27,10.74,0.74,1.66,0.24,2.27,82.47,16.37,55.77,49.36,0.52,4.33,2.17,0.2745,0.6326,CPS_REPWT
2048-05,2,9871818,62.73,55.45,20.96,6.85,0.46,0.04,1.26,83.11,26.95,62.28,22.45,4.93,3.5,3.16,0.1152,0.5556,CPS_REPWT
2048-06,3,260774719,66.74,64.22,17.22,6.26,0.35,1.15,2.92,82.67,24.65,47.55,47.81,2.09,1.09,0.34,0.8367,0.5318,CPS_REPWT
2048-07,2,116096199,66.47,60.69,10.18,1.36,1.89,0.79,1.91,80.44,23.93,46.0,13.23,2.26,4.78,1.67,0.1476,0.8298,CPS_BENCH
2048-08,2,225426421,69.17,65.25,10.36,2.88,1.72,0.96,3.95,82.51,27.47,46.3,12.76,5.21,1.91,0.53,0.5225,0.8462,CPS_STD
2048-09,8,111706454,53.85,47.1,19.42,3.21,2.41,1.09,1.08,76.95,23.29,48.1,47.3,0.27,0.35,1.73,0.2623,0.777,CPS_REPWT
2048-10,5,227645157,53.33,45.8,13.67,2.51,0.12,0.62,2.33,77.49,19.3,46.85,10.06,3.65,4.3,3.04,0.5602,0.6031,CPS_REPWT
2048-11,4,8710608,67.36,64.13,17.45,4.28,2.02,1.1,0.67,80.4,16.48,52.18,39.18,3.06,0.45,2.16,0.5597,0.714,CPS_BENCH
2048-12,2,188546201,53.43,51.04,18.43,0.72,0.83,0.36,1.63,82.21,20.87,55.53,53.61,1.81,3.95,0.39,0.0559,0.3639,CPS_REPWT
2049-01,2,242227627,69.04,66.86,16.85,1.59,0.79,0.12,0.26,83.46,25.31,51.42,27.15,3.86,5.18,1.69,0.0111,0.4048,CPS_STD
2049-02,6,104848489,63.42,60.31,14.07,3.11,0.97,1.06,2.15,81.31,27.5,58.67,18.69,1.08,0.29,1.16,0.9462,0.1272,CPS_SEAS
2049-03,3,62500622,58.32,50.19,21.23,3.98,1.97,0.98,1.4,86.32,19.35,43.88,44.23,4.65,3.85,0.91,0.0313,0.3993,CPS_SEAS
2049-04,6,155585263,58.44,51.01,20.12,5.91,2.19,0.66,3.34,80.98,20.4,59.15,30.85,4.56,0.83,0.6,0.9547,0.1536,CPS_SEAS
2049-05,3,256695901,57.59,53.23,12.95,6.43,0.92,0.05,1.48,77.05,26.45,42.08,51.24,3.7,4.81,1.69,0.7594,0.3138,CPS_BENCH
2049-06,6,80890279,52.39,47.73,20.37,0.71,0.97,0.4,2.44,77.94,18.16,52.27,51.57,2.54,1.24,2.57,0.0495,0.9796,CPS_STD
2049-07,5,42642105,59.05,52.78,10.68,6.68,0.68,1.06,3.29,81.63,25.65,45.0,34.7,2.69,2.27,1.4,0.3407,0.6994,CPS_BENCH
2049-08,1,250328751,53.93,45.21,21.18,1.95,2.0,0.38,2.79,84.9,19.96,42.58,25.29,5.02,2.43,3.03,0.0725,0.599,CPS_REPWT
2049-09,7,79755537,57.72,48.73,16.82,2.21,1.34,1.17,1.88,84.67,22.25,56.83,35.81,2.39,2.51,2.88,0.3303,0.8136,CPS_STD
2049-10,1,157667599,61.82,57.61,7.53,4.95,1.87,0.28,2.28,80.98,27.2,59.27,36.93,1.0,4.54,1.49,0.7328,0.6544,CPS_SEAS
2049-11,6,29651713,53.52,51.44,13.96,6.64,0.42,0.77,1.06,86.33,17.37,58.33,48.15,3.62,4.87,2.23,0.9121,0.0161,CPS_SEAS
2049-12,7,158894969,65.16,60.69,14.14,7.35,1.75,0.28,1.35,83.06,22.26,53.33,24.37,3.84,4.72,3.14,0.4034,0.1928,CPS_SEAS
2050-01,7,252146897,54.49,48.2,21.31,3.99,0.7,0.0,1.54,77.67,20.34,62.3,17.47,3.41,5.08,0.65,0.6968,0.2189,CPS_SEAS
2050-02,6,98412935,60.77,54.82,15.0,4.12,2.6,0.45,3.89,77.5,22.57,53.55,44.96,3.48,4.37,3.11,0.1642,0.6272,CPS_BENCH
2050-03,6,241102531,61.35,53.82,14.68,0.86,1.35,0.51,2.25,82.88,16.15,47.87,15.25,2.57,3.23,0.64,0.4115,0.3023,CPS_SEAS
2050-04,3,63177992,53.97,47.58,10.23,2.14,1.7,0.24,3.14,83.73,17.94,44.52,50.23,0.56,1.19,2.12,0.7556,0.9135,CPS_SEAS
2050-05,2,204491926,62.86,57.78,4.28,2.08,2.28,0.22,1.46,81.48,21.23,55.27,51.57,3.61,4.87,2.09,0.3323,0.8158,CPS_STD
2050-06,4,78274048,60.24,53.43,12.23,7.17,1.38,0.34,1.71,85.92,27.01,45.41,11.36,1.45,4.63,0.51,0.9981,0.5353,CPS_BENCH
2050-07,1,174332719,66.85,58.61,11.21,2.94,0.78,1.04,2.62,85.11,19.41,53.37,34.6,1.29,3.21,0.94,0.0991,0.2201,CPS_REPWT
2050-08,4,229548529,52.57,48.02,8.94,5.95,2.62,1.14,3.07,84.19,27.85,47.7,50.34,1.47,4.56,1.32,0.9796,0.367,CPS_STD
2050-09,3,223692199,53.22,44.93,10.49,3.69,0.98,1.04,0.22,78.35,17.0,55.85,16.89,2.4,5.33,1.3,0.9931,0.3001,CPS_SEAS
2050-10,5,90327960,62.12,56.45,17.53,1.7,2.76,0.24,0.39,76.1,19.52,56.74,53.93,1.17,3.12,0.33,0.8903,0.8424,CPS_STD
2050-11,1,7608434,53.52,47.63,5.43,2.92,0.94,0.84,2.29,76.17,21.66,57.04,28.96,3.06,5.34,3.12,0.9601,0.8623,CPS_BENCH
2050-12,7,253240849,61.46,56.89,9.17,5.73,2.24,0.82,2.18,86.27,23.99,54.49,21.84,5.82,0.63,2.35,0.3458,0.7953,CPS_STD
2051-01,8,50177767,69.29,64.33,3.94,1.35,2.37,0.95,0.68,76.68,18.08,57.89,14.04,4.61,0.67,1.7,0.5459,0.2557,CPS_STD
2051-02,3,139834701,52.11,49.13,21.06,0.77,1.96,0.26,2.91,80.69,16.14,59.62,10.16,3.62,0.55,3.06,0.8392,0.9516,CPS_REPWT
2051-03,6,104307761,56.27,48.94,5.08,1.99,0.96,0.82,0.47,83.59,20.24,51.75,54.96,5.93,3.55,1.46,0.4502,0.7646,CPS_REPWT
2051-04,5,149055824,65.16,57.83,5.92,5.92,1.24,0.81,1.06,83.02,20.99,44.7,10.37,0.77,5.4,1.61,0.66,0.3438,CPS_SEAS
2051-05,6,176024482,68.19,59.76,20.62,0.87,1.73,0.88,3.95,84.65,17.43,48.45,43.94,5.03,4.45,1.03,0.9322,0.55,CPS_SEAS
2051-06,8,32400955,57.97,53.49,10.96,7.48,0.87,0.98,0.34,81.43,16.29,52.51,18.81,2.08,3.45,0.29,0.2697,0.8634,CPS_STD
2051-07,6,253271505,65.94,63.45,6.15,0.59,1.77,0.09,1.43,85.91,19.29,62.26,46.31,4.16,1.27,1.8,0.6329,0.864,CPS_REPWT
2051-08,3,75943572,66.05,61.55,14.39,4.01,1.55,0.47,1.91,76.22,23.4,44.88,54.09,4.03,2.63,1.04,0.7376,0.0909,CPS_SEAS
2051-09,7,79912887,58.58,50.13,6.21,6.48,1.33,0.12,1.23,76.74,18.42,60.11,39.74,0.96,3.76,0.78,0.7959,0.3658,CPS_REPWT
2051-10,7,218946314,55.63,50.87,15.13,2.58,2.41,0.74,4.14,83.62,18.23,46.12,13.56,3.39,3.54,3.01,0.0371,0.0824,CPS_SEAS
2051-11,1,186718671,59.44,51.83,20.57,4.33,2.74,0.98,1.08,85.87,26.02,45.63,36.84,3.57,3.6,1.35,0.2203,0.0942,CPS_SEAS
2051-12,6,119852001,59.82,57.26,15.91,2.46,1.35,0.38,1.52,80.14,25.9,57.1,12.2,2.64,2.64,1.96,0.2186,0.6312,CPS_REPWT
2052-01,4,146278979,65.45,59.79,18.86,5.02,1.67,0.81,0.24,76.67,22.91,42.82,10.28,1.35,5.18,2.22,0.7858,0.2631,CPS_BENCH
2052-02,3,59049500,62.81,54.91,11.89,2.95,2.12,0.38,1.53,86.05,16.91,54.3,24.22,2.81,2.71,1.41,0.9148,0.9435,CPS_REPWT
2052-03,1,156580785,65.43,61.24,21.93,5.61,1.53,0.87,4.03,76.84,16.67,49.91,30.1,5.04,0.68,0.36,0.0759,0.8576,CPS_SEAS
2052-04,3,196912789,52.6,45.8,14.92,1.58,1.32,0.67,1.44,84.91,27.45,55.31,24.79,4.87,1.48,1.72,0.9678,0.1987,CPS_SEAS
2052-05,8,4779910,55.82,47.93,18.05,4.05,2.72,0.57,0.89,83.36,21.4,44.04,16.42,5.53,5.32,0.91,0.1783,0.4477,CPS_SEAS
2052-06,7,94223719,65.6,61.23,15.74,4.36,1.49,0.97,3.1,82.68,26.1,57.35,19.01,3.65,4.35,1.49,0.6341,0.9286,CPS_BENCH
2052-07,1,156470790,54.1,50.33,5.57,2.72,1.03,0.41,3.59,79.29,17.61,59.42,12.74,0.82,5.47,2.3,0.9116,0.1036,CPS_REPWT
2052-08,6,106617659,52.26,46.52,12.59,1.56,1.22,0.53,0.61,86.09,22.02,55.78,50.58,5.63,0.39,0.2,0.9339,0.4115,CPS_SEAS
2052-09,8,220429268,63.13,55.06,11.53,2.39,2.6,0.74,3.21,79.3,19.01,57.81,27.88,1.16,2.28,1.81,0.2418,0.3025,CPS_BENCH
2052-10,6,98126426,67.31,64.54,20.26,3.43,0.81,0.5,1.79,80.67,22.91,43.06,39.47,3.09,3.31,2.41,0.8017,0.2682,CPS_BENCH
2052-11,6,53799077,59.14,53.32,19.65,4.38,2.62,0.89,2.69,84.44,26.77,54.27,44.17,1.01,0.82,2.05,0.157,0.213,CPS_STD
2052-12,3,16378558,67.75,58.98,7.3,7.23,1.19,0.51,0.52,78.18,17.33,59.66,37.4,3.09,1.66,0.99,0.1117,0.34,CPS_BENCH
2053-01,3,74942829,56.78,51.07,15.55,5.43,1.06,0.64,2.21,77.75,25.17,52.6,24.75,3.24,2.36,1.86,0.4293,0.8918,CPS_REPWT
2053-02,8,251628787,68.37,59.81,20.58,1.69,0.17,0.86,0.86,81.05,16.69,49.4,31.52,0.5,1.32,0.81,0.8057,0.9778,CPS_BENCH
2053-03,3,210953689,57.48,51.42,9.17,6.76,1.11,0.85,2.65,81.29,22.12,55.95,23.59,3.12,0.37,2.45,0.7461,0.5738,CPS_STD
2053-04,6,7300576,66.16,63.19,16.14,6.24,0.95,0.29,1.19,78.11,20.75,43.06,54.21,1.62,2.42,2.43,0.2573,0.1984,CPS_BENCH
2053-05,8,47179480,68.41,66.18,11.79,2.67,0.32,1.01,4.03,79.96,21.15,51.25,27.73,5.65,4.92,2.0,0.5545,0.4158,CPS_STD
2053-06,6,197299969,56.57,48.14,12.05,2.89,1.85,0.36,0.25,84.01,18.14,45.0,52.54,1.71,0.42,1.01,0.2667,0.6721,CPS_SEAS
2053-07,8,229859283,52.64,47.76,10.82,3.37,2.02,0.22,3.44,77.42,28.48,55.35,43.8,3.65,2.64,2.74,0.77,0.909,CPS_REPWT
2053-08,4,34150559,55.22,47.55,6.9,3.58,1.88,0.22,1.38,84.37,18.62,62.35,35.81,3.42,5.23,0.22,0.9562,0.9198,CPS_REPWT
2053-09,6,154761355,52.25,46.54,7.03,4.91,0.97,0.3,0.32,81.41,20.41,53.95,30.58,0.55,3.21,1.93,0.2561,0.8376,CPS_BENCH
2053-10,2,17396398,65.21,57.55,7.17,5.69,2.62,0.02,0.67,82.01,24.9,48.7,33.21,2.33,5.33,2.47,0.6662,0.3869,CPS_STD
2053-11,8,167961191,66.36,62.2,18.23,2.71,1.48,0.68,1.43,84.42,28.17,45.85,11.75,3.13,4.74,0.49,0.327,0.6184,CPS_SEAS
2053-12,2,215056950,55.0,52.61,5.11,5.0,1.01,0.78,1.84,83.65,21.63,60.67,52.31,2.38,4.66,0.66,0.2588,0.1197,CPS_BENCH
2054-01,1,222275778,66.97,59.68,5.03,0.74,1.45,0.61,2.46,83.32,21.01,53.47,47.6,2.71,3.83,1.22,0.8427,0.5306,CPS_BENCH
2054-02,2,28581522,59.53,53.94,11.9,6.03,1.26,1.02,1.94,79.86,18.07,60.37,18.71,3.15,3.29,2.03,0.2152,0.1471,CPS_BENCH
2054-03,5,199172909,63.59,55.2,14.73,6.68,2.39,0.24,3.79,85.37,18.11,57.38,24.68,5.35,1.3,2.14,0.1311,0.7835,CPS_SEAS
2054-04,7,162867134,63.82,59.08,19.55,6.03,1.71,0.86,3.3,76.03,16.61,53.87,21.64,3.67,4.21,0.4,0.0057,0.2639,CPS_STD
2054-05,5,243216645,67.42,61.8,15.42,3.44,0.91,0.36,3.22,76.77,27.16,61.83,30.47,3.01,1.63,1.03,0.6617,0.4886,CPS_SEAS
2054-06,3,161168308,65.62,62.88,5.89,3.79,2.05,1.15,4.06,80.75,24.34,59.69,26.59,2.27,0.47,0.26,0.6783,0.4794,CPS_REPWT
2054-07,2,156583417,60.17,52.1,16.91,3.42,2.07,0.17,1.03,77.76,24.27,56.37,33.37,3.84,5.26,0.45,0.0095,0.7418,CPS_BENCH
2054-08,8,12997492,61.16,54.78,18.88,0.98,1.9,1.07,2.59,82.12,25.17,62.22,30.17,5.05,1.1,3.16,0.047,0.0846,CPS_STD
2054-09,3,183450373,58.75,50.28,12.51,3.0,0.89,1.13,4.08,84.8,26.7,57.45,43.95,5.26,4.55,1.77,0.5809,0.3317,CPS_SEAS
2054-10,2,31049213,52.86,48.43,14.65,6.08,1.74,0.6,3.55,83.72,21.09,51.49,45.95,4.52,3.77,1.28,0.8002,0.2102,CPS_STD
2054-11,6,239125417,61.26,57.42,17.47,6.46,2.64,0.35,1.67,84.6,23.85,54.67,43.13,3.42,2.94,0.75,0.8865,0.509,CPS_REPWT
2054-12,6,119309960,54.43,48.16,10.99,6.25,0.22,1.13,1.96,78.45,23.3,46.98,49.78,1.9,2.55,1.11,0.54,0.8377,CPS_BENCH
2055-01,2,90101512,67.16,59.85,7.1,5.4,0.2,0.72,2.37,83.17,17.98,59.06,47.15,1.51,4.38,1.35,0.672,0.7214,CPS_STD
2055-02,7,4043054,55.83,49.7,4.17,2.2,1.5,0.92,0.55,81.13,19.1,44.49,10.28,2.77,2.75,1.46,0.633,0.5775,CPS_STD
2055-03,7,31925748,54.47,45.87,10.7,6.82,1.0,0.24,1.83,76.75,27.9,57.81,10.49,4.75,2.74,0.56,0.1129,0.2675,CPS_SEAS
2055-04,5,222233263,66.87,62.44,11.19,2.54,1.13,0.53,3.26,80.56,17.02,48.12,40.41,1.29,1.37,0.41,0.5805,0.154,CPS_SEAS
2055-05,3,56480613,65.16,57.75,3.72,3.46,2.55,0.42,2.76,77.58,21.95,54.4,42.99,3.25,1.14,0.88,0.6258,0.3976,CPS_BENCH
2055-06,5,198760501,66.82,63.54,6.1,2.22,1.89,0.27,0.68,84.14,28.23,47.32,16.95,1.7,1.27,2.84,0.9804,0.6136,CPS_BENCH
2055-07,1,66640330,60.12,56.25,13.77,6.46,2.53,0.58,3.19,81.75,22.99,52.83,27.25,0.82,4.53,0.27,0.5953,0.9867,CPS_STD
2055-08,2,88053327,63.05,58.57,21.7,5.57,0.55,0.91,0.43,78.06,28.08,54.68,21.1,1.86,0.87,1.27,0.4377,0.8207,CPS_STD
2055-09,6,137038183,67.67,64.62,7.16,2.07,1.49,1.04,0.47,83.03,28.38,56.77,13.46,0.56,0.25,0.46,0.8519,0.6404,CPS_REPWT
2055-10,5,25276396,62.78,59.27,17.6,5.25,2.33,1.07,3.98,78.77,27.58,45.42,16.1,4.24,5.13,0.17,0.0136,0.0166,CPS_BENCH
2055-11,6,11772783,52.38,49.65,16.03,4.23,2.01,0.86,4.14,82.68,26.7,61.3,16.45,3.73,4.79,2.6,0.0128,0.5275,CPS_STD
2055-12,6,5042244,65.5,62.82,9.29,3.94,1.73,0.75,2.8,85.36,16.01,47.7,39.9,1.9,3.59,1.78,0.1449,0.133,CPS_REPWT
2056-01,6,45561181,66.86,63.79,4.89,3.4,2.8,0.45,1.48,81.98,17.76,61.11,17.8,0.28,4.05,1.14,0.6606,0.9368,CPS_BENCH
2056-02,7,96644111,65.22,60.31,19.76,1.48,0.92,0.12,1.1,86.21,18.7,59.35,12.7,0.94,0.54,0.69,0.7126,0.3136,CPS_STD
2056-03,2,106332981,56.41,52.22,10.39,6.89,1.76,0.32,2.35,81.06,23.03,54.34,35.02,1.14,4.11,1.81,0.8979,0.5705,CPS_REPWT
2056-04,1,41226731,60.65,52.26,21.81,3.88,1.74,0.46,0.3,85.51,23.87,55.59,36.46,0.83,4.93,0.75,0.4216,0.025,CPS_BENCH
2056-05,3,180566977,58.63,53.06,13.89,5.75,1.84,0.69,1.33,80.24,26.76,55.82,49.31,5.19,2.37,1.15,0.0147,0.5294,CPS_BENCH
2056-06,6,19669562,62.46,54.26,8.46,0.88,1.38,1.18,3.89,82.55,22.59,58.29,48.74,3.87,4.06,0.14,0.9723,0.625,CPS_STD
2056-07,2,85898708,55.37,53.15,3.29,5.12,2.05,1.01,4.0,77.83,22.86,56.91,18.66,5.27,0.21,2.01,0.6278,0.0454,CPS_REPWT
2056-08,6,240992075,60.54,57.99,4.36,6.41,0.3,0.88,1.12,82.7,20.12,55.83,12.63,2.7,3.4,1.27,0.1355,0.0803,CPS_BENCH
2056-09,7,158538741,63.01,58.43,7.73,0.6,1.97,0.69,2.57,76.01,21.31,62.86,21.02,0.97,2.76,2.68,0.8274,0.7575,CPS_STD
2056-10,1,98392178,61.01,56.55,10.73,4.51,2.57,0.47,2.92,76.34,22.79,43.72,21.49,1.96,2.09,2.67,0.0553,0.8289,CPS_STD
2056-11,3,61971435,67.3,59.83,19.21,3.01,0.9,0.93,2.76,82.76,24.1,52.32,53.3,0.39,0.52,2.45,0.734,0.4362,CPS_SEAS
2056-12,5,153096435,53.9,45.81,15.5,0.82,2.77,0.08,1.22,79.38,22.45,49.32,25.09,4.56,2.52,1.26,0.3637,0.5997,CPS_BENCH
2057-01,6,124433770,55.4,48.48,11.98,1.24,1.99,0.07,1.91,79.15,17.48,46.92,35.55,2.25,0.26,1.56,0.8524,0.8296,CPS_SEAS
2057-02,8,220938207,67.28,63.37,7.28,1.8,0.11,0.21,2.4,82.92,25.15,54.45,28.71,5.59,2.71,0.21,0.6917,0.3891,CPS_BENCH
2057-03,4,45920869,60.7,55.2,4.85,0.69,1.34,0.79,0.62,84.12,23.0,48.83,46.39,0.26,2.88,0.59,0.6709,0.6128,CPS_STD
2057-04,5,192652124,59.3,52.56,21.09,2.78,0.72,0.18,2.96,76.9,21.55,54.96,13.32,1.75,3.61,1.0,0.0904,0.9155,CPS_BENCH
2057-05,4,93111647,55.67,49.25,20.27,5.31,1.29,1.0,1.96,83.19,27.85,43.67,37.77,1.62,2.06,2.76,0.619,0.0899,CPS_BENCH
2057-06,6,165136115,69.31,66.37,3.49,5.47,2.7,0.92,3.49,80.19,24.71,62.0,54.63,0.24,3.16,0.41,0.1325,0.974,CPS_SEAS
2057-07,3,166727949,62.74,54.9,10.16,6.28,0.72,0.98,1.07,84.6,17.5,59.62,42.45,1.34,1.34,2.5,0.9465,0.2892,CPS_REPWT
2057-08,3,35093814,67.86,60.4,11.24,4.07,0.11,0.53,2.71,77.79,18.44,46.87,21.34,4.65,5.43,3.11,0.0211,0.7314,CPS_SEAS
2057-09,5,128867271,67.02,64.46,20.79,3.42,0.75,0.94,1.74,82.52,21.5,42.76,14.64,3.47,1.17,1.18,0.1942,0.2434,CPS_STD
2057-10,4,211555570,59.72,56.77,20.69,6.45,2.3,0.19,0.23,80.55,26.72,47.06,45.68,0.34,3.87,2.66,0.941,0.2203,CPS_STD
2057-11,2,141670385,59.25,53.56,11.79,4.02,2.64,0.72,3.38,78.06,16.09,46.76,24.1,1.68,0.28,0.12,0.5455,0.5522,CPS_SEAS
2057-12,6,188609941,56.04,47.93,7.31,3.73,2.59,0.3,3.92,78.35,16.95,59.91,12.98,0.71,4.39,1.97,0.3172,0.2856,CPS_BENCH
2058-01,1,123346679,68.09,59.79,13.85,6.92,2.76,0.36,3.69,83.83,28.01,44.76,17.15,2.76,4.04,0.51,0.8708,0.2072,CPS_SEAS
2058-02,2,98720106,67.58,62.1,16.67,3.28,0.88,0.57,3.52,84.98,26.47,53.56,23.27,1.45,2.46,2.82,0.2209,0.3886,CPS_STD
2058-03,8,116739189,59.57,51.34,14.81,3.85,2.3,0.57,1.39,81.05,25.86,59.82,53.9,2.16,2.86,2.87,0.4585,0.7385,CPS_REPWT
2058-04,5,260554913,65.14,58.8,12.44,5.72,1.12,0.86,2.35,78.98,25.5,51.32,20.66,0.32,2.33,3.02,0.6223,0.6553,CPS_REPWT
2058-05,5,256383829,57.97,54.04,19.45,4.88,2.43,0.88,0.84,78.52,18.89,63.0,51.02,3.17,3.46,0.29,0.9032,0.6099,CPS_STD
2058-06,3,226577488,59.62,55.86,8.83,7.04,0.28,0.15,3.52,83.77,20.61,56.92,12.69,4.28,4.06,2.39,0.1586,0.4401,CPS_STD
2058-07,6,225317179,54.84,46.88,20.35,6.78,2.67,0.47,1.25,81.38,25.85,50.16,12.19,0.93,2.48,3.03,0.9681,0.8763,CPS_REPWT
2058-08,3,189887760,67.69,59.98,4.19,1.47,1.52,0.56,1.92,76.05,27.84,45.76,10.7,0.9,0.43,1.01,0.1258,0.9648,CPS_SEAS
2058-09,5,102080514,67.43,63.71,20.57,1.95,1.3,0.28,1.3,84.63,17.03,58.37,49.38,0.59,4.56,1.36,0.9073,0.7442,CPS_STD
2058-10,1,117369611,55.72,49.33,9.65,0.63,0.87,0.04,1.97,81.29,18.04,50.06,24.28,2.28,0.72,2.36,0.733,0.1717,CPS_BENCH
2058-11,7,88478079,66.1,58.94,8.66,5.78,2.03,0.33,1.62,82.52,16.25,55.79,43.1,0.61,3.34,0.53,0.2105,0.5837,CPS_BENCH
2058-12,3,190587199,57.11,48.79,10.49,1.61,2.28,0.65,2.11,81.61,17.71,48.46,20.23,2.65,0.85,0.29,0.6408,0.2312,CPS_REPWT
2059-01,2,184024072,65.82,59.12,14.05,3.39,1.66,0.12,2.95,83.78,26.0,58.86,50.37,1.09,4.37,2.57,0.0223,0.6354,CPS_BENCH
2059-02,5,145054160,52.69,46.14,5.73,4.74,0.77,0.23,0.29,84.8,19.27,47.83,30.13,0.31,2.17,1.28,0.3912,0.3065,CPS_SEAS
