biz_innov_filing_year,biz_innov_patent_application_id_hash,biz_innov_technology_class_code,biz_innov_inventor_count,biz_innov_assignee_type_code,biz_innov_university_assignee_flag,biz_innov_small_entity_flag,biz_innov_citation_count_5yr,biz_innov_forward_citation_velocity,biz_innov_claims_count,biz_innov_family_size_count,biz_innov_international_filing_flag,biz_innov_grant_lag_months,biz_innov_licensing_revenue_estimate,biz_innov_r_and_d_tax_credit_claim_flag,biz_innov_venture_funding_round_flag,biz_innov_startup_spinout_flag,biz_innov_tech_transfer_office_id,biz_innov_innovation_cluster_score,biz_innov_commercialization_stage_code
2021,4d0cc7686b460a0bf1d1,TC304,6,govt_lab,0,1,20,0.377,14,6,0,8,4618914.51,1,0,1,,66.34,prototype
2020,be8921ccb1eaf098832e,TC891,1,startup,0,1,22,2.638,14,3,1,31,5423508.94,0,0,0,,32.69,acquired
2010,729cae2a0aff3c831c54,TC259,7,psu,0,1,13,1.991,26,3,1,30,2915617.91,0,0,0,,37.14,open_source
2012,e6b6a23180af1eda3535,TC484,3,corp,0,0,17,1.816,18,6,1,32,12521433.0,0,1,0,,51.76,acquired
2017,1e0e64d4e9bbb935a7ac,TC798,4,govt_lab,0,0,18,1.802,16,6,0,21,1520244.03,1,0,0,,33.59,market_entry
2019,ddab1166926cedf9611b,TC873,8,individual,1,1,6,0.0,21,2,0,25,16643539.05,1,0,0,TTO135159,35.22,idea
2011,b0d1a5785badc2cfea69,TC102,9,corp,0,1,17,4.567,18,4,1,25,13269838.94,1,0,0,,45.68,acquired
2015,f3103733944e1ce7ca74,TC264,10,individual,0,1,16,2.6,20,7,1,39,6985589.75,0,0,0,,54.52,idea
2016,3a9eb3645c6a7a9b77c1,TC742,1,govt_lab,0,0,11,0.0,28,3,0,26,854757.1,1,0,1,,59.39,market_entry
2016,303ede47576f55adfcfd,TC911,7,startup,0,0,20,0.594,18,1,1,35,13747902.38,0,1,0,,52.58,pilot
2019,c42a7283804ed17c2458,TC296,5,startup,0,1,20,2.52,14,1,0,34,7045882.26,1,0,0,,42.34,prototype
2011,67c536dc5bc4bdf98cb6,TC832,7,psu,0,0,17,2.688,11,2,0,23,4017456.82,0,0,0,,44.46,internal_use
2023,3d6d07e2207ef9965edf,TC973,8,individual,0,1,16,1.503,16,4,1,14,9224215.71,0,1,0,,46.08,open_source
2015,4fbed8cd1d617e7589f8,TC490,2,corp,0,0,20,0.292,28,2,0,22,486342.78,0,0,0,,41.13,internal_use
2010,3a713deece921594a4c1,TC213,3,individual,0,1,24,2.206,13,3,1,26,9316225.31,1,0,0,,39.74,acquired
2025,81a1dfa14075410a25b8,TC633,3,psu,0,0,18,1.79,15,6,1,22,16184577.41,0,0,0,,68.42,licensed
2021,07694ccc90ffb9de99f4,TC172,10,individual,0,0,18,2.616,18,5,1,23,13720656.86,1,1,0,,21.19,market_entry
2022,d4e85672111e765e7b6b,TC319,4,govt_lab,0,0,10,0.0,17,3,0,40,7166199.42,1,0,0,,97.7,prototype
2013,770bd4491b39d441d334,TC458,6,govt_lab,0,1,14,0.009,19,4,0,6,17323642.73,1,0,0,,26.91,idea
2016,becf29b5b58e880d4b03,TC799,3,startup,0,1,17,1.105,9,3,0,35,566967.38,1,0,0,,56.51,acquired
2011,02b7d5e0912ebc1ec661,TC411,6,university,1,0,11,0.301,14,3,0,41,10713230.15,0,1,0,TTO900716,69.68,scale
2023,464c6ea2a0d1f61267cf,TC552,4,individual,0,1,21,1.071,13,3,1,27,3190571.74,0,0,0,,44.84,acquired
2025,ff3138a2f2a8b89d166d,TC990,1,startup,0,0,17,1.112,15,3,0,41,12284029.72,0,0,0,,42.79,scale
2011,91e3a2f3a6b27ba660e5,TC767,3,individual,0,1,18,1.538,19,4,0,27,826479.77,0,0,0,,45.22,idea
2024,ad11d2c2166963274d55,TC558,7,individual,0,0,11,3.17,14,4,1,29,3978234.15,0,0,0,,44.79,internal_use
2008,a5ea6edb53b021e1540f,TC913,9,psu,0,0,17,1.055,22,4,0,14,10117288.36,0,0,1,,72.04,market_entry
2009,60db03c540305209a2b8,TC666,9,corp,0,0,15,3.071,19,3,0,17,3114688.28,0,0,0,,30.58,market_entry
2018,acf9c92a31e77ca3afda,TC915,2,university,1,0,17,0.626,15,7,1,32,17131061.24,0,0,0,TTO661175,39.45,scale
2012,3a6123e6a6857248f3d4,TC133,8,psu,0,0,25,1.21,15,4,1,32,2933354.22,1,0,0,,82.83,idea
2020,493bac4d5aa34e251eff,TC308,5,corp,0,0,12,0.765,14,5,0,6,16431668.26,1,0,0,,80.51,scale
2025,dd5f64f3df1ba6b8e0f8,TC727,7,university,1,0,15,0.0,17,3,0,6,11342869.23,0,0,0,TTO973174,58.9,acquired
2014,2d8dd140d9ae27e98616,TC907,5,govt_lab,0,1,22,2.204,17,3,1,29,821425.83,1,0,0,,70.91,idea
2023,f4a8b7308c0ecdd69c7d,TC384,4,govt_lab,0,0,20,3.006,19,4,0,38,546983.38,0,0,0,,94.88,pilot
2013,25634cd6a5e2ede679fa,TC696,9,corp,0,0,12,0.572,18,1,1,28,10729858.12,0,0,0,,35.93,licensed
2016,d811a3f0660f1f28e946,TC978,3,startup,0,1,11,2.161,18,4,1,30,2895628.93,0,0,0,,22.37,open_source
2009,bc2f9d10f2af53a2909e,TC883,2,individual,0,1,20,2.169,17,5,0,23,2856504.96,0,0,1,,77.81,idea
2023,82047efe5b4186a87a45,TC877,10,university,1,0,21,0.945,17,2,0,13,45367103.44,1,0,0,TTO245978,73.93,scale
2017,edd8644bfcc34b9d4610,TC557,2,startup,0,0,15,1.848,9,2,0,20,1358178.81,0,0,0,,68.61,internal_use
2017,3da41fe45bf80035517b,TC107,7,individual,0,0,10,3.476,22,9,0,18,1860308.9,1,0,0,,72.94,scale
2011,0d7b19e91440e949ad96,TC469,5,individual,0,0,12,2.246,16,3,0,45,1760459.76,0,0,0,,61.78,internal_use
2023,a2f84ab81c4b750b45a2,TC747,10,startup,0,0,19,2.04,15,4,0,34,5124505.58,0,1,0,,24.59,scale
2008,7d5ef2f7cf1490339905,TC239,4,psu,0,0,20,0.676,13,5,1,30,3311915.44,0,0,0,,30.43,market_entry
2014,83a9d4d1bd4062289b81,TC601,9,corp,0,0,16,1.083,16,5,0,44,4158053.53,0,0,0,,53.08,pilot
2023,8170752073ceb84159af,TC144,3,psu,0,0,17,2.716,21,3,1,13,2618964.5,0,0,0,,48.07,prototype
2021,c5fc5eedcb692d693243,TC465,7,govt_lab,0,0,19,3.134,18,4,1,30,1823797.26,0,1,0,,94.54,internal_use
2017,ba8a2ffd2d7ad0fd295a,TC802,2,corp,0,0,9,2.487,23,3,0,39,6481119.67,0,0,0,,46.14,acquired
2009,d326b7c583da907efdb7,TC643,2,govt_lab,0,1,17,1.353,20,1,0,31,2055750.39,0,1,0,,47.82,internal_use
2016,7a796adef685ba0ee985,TC164,2,corp,0,0,21,1.477,14,2,0,24,32196467.42,0,0,0,,81.0,acquired
2013,ea459a4fe11d4985826b,TC794,4,psu,0,0,16,1.784,18,3,1,26,72809976.8,0,0,0,,90.05,acquired
2020,a81bce687f64dba20b54,TC793,1,psu,0,0,16,1.138,18,3,0,37,4689565.09,0,0,0,,78.58,scale
2020,5af53e2b4a6534da7d3a,TC645,4,psu,0,0,15,1.799,17,5,0,47,5742191.39,1,1,0,,42.32,market_entry
2012,28885ae45a2615a97f14,TC255,9,psu,0,0,17,1.603,16,3,0,19,11988320.38,0,0,0,,43.35,prototype
2010,c67ec776cf9d607bebf4,TC867,10,university,1,0,14,1.895,12,3,0,23,5918718.5,0,0,0,TTO207632,67.41,internal_use
2025,48ec26487c7d43183ab3,TC825,10,startup,0,0,23,1.548,24,4,0,45,1178798.58,0,0,0,,50.75,idea
2014,fbcdd0417b5faaf5fcf5,TC353,8,corp,0,1,11,3.572,18,5,1,64,11729593.29,0,1,0,,47.59,acquired
2012,78293622436b88940cd1,TC157,6,psu,0,1,16,1.578,12,5,0,37,508027.6,0,0,0,,77.17,scale
2015,ea793c8ed18c676bb2a4,TC788,3,startup,0,0,22,2.15,7,2,0,29,3680443.26,1,0,0,,35.47,pilot
2013,9e919a32654d22db93d0,TC741,3,psu,0,1,21,2.581,16,4,1,25,6727264.43,0,0,0,,67.33,internal_use
2011,78bf0a6c5ae1edc7bc64,TC656,2,corp,0,0,12,0.552,25,4,0,41,984494.02,0,0,1,,47.16,licensed
2010,5328a2b25a2fa60f156d,TC215,3,corp,0,1,21,1.057,16,3,1,25,26431173.67,0,0,0,,51.64,market_entry
2016,084af45100d5a856218c,TC632,7,govt_lab,0,0,14,2.885,22,3,1,19,21290023.07,0,0,0,,47.16,idea
2014,0f132cf7791e1662533d,TC544,10,corp,0,0,18,1.12,26,3,1,37,9581383.34,0,0,0,,14.92,open_source
2019,53a3f77f5d5a7a4de61b,TC870,2,corp,0,1,19,2.694,19,3,0,20,5938059.89,0,1,0,,67.32,pilot
2021,574f5c772b931a3be835,TC264,3,govt_lab,0,1,16,2.426,16,7,0,8,2355241.22,0,0,0,,60.52,scale
2022,7025cc1492213b6b9659,TC648,1,corp,0,1,19,0.437,21,4,1,30,3426157.92,0,0,0,,65.27,open_source
2008,20c302d2af7d9aa759ce,TC980,2,corp,0,1,26,2.909,17,8,0,41,3374390.82,0,0,1,,49.67,market_entry
2019,27c8a958df069fee2867,TC950,1,corp,0,1,16,1.137,15,2,0,11,8733375.71,0,0,0,,60.86,internal_use
2009,b28872f35ce28adaf23a,TC274,6,psu,0,0,22,2.923,21,4,0,42,17174729.45,1,0,0,,54.8,internal_use
2009,24a1ed1d8f12abf564d0,TC832,4,corp,0,1,14,0.0,17,3,0,25,22199053.08,0,0,0,,70.23,internal_use
2022,7a9d389f04eaf8cfb008,TC955,6,psu,0,0,20,2.266,10,2,0,38,1140591.84,0,0,0,,46.13,prototype
2022,e959ca50249f98b21b0e,TC106,2,govt_lab,0,0,16,0.356,27,1,0,16,1281204.75,1,0,0,,10.2,pilot
2019,7e06707b53a551b5cd2f,TC477,2,govt_lab,0,0,15,2.41,19,6,1,18,8907401.98,0,1,0,,72.29,pilot
2014,ba8a5204b626f5251056,TC445,3,startup,0,1,19,0.717,16,4,0,38,11026835.27,0,0,1,,46.0,pilot
2020,462c208b8cd7ff96d67a,TC773,8,startup,0,0,13,0.686,15,2,0,10,6351386.41,0,0,1,,52.97,acquired
2021,72206c2ae8899f124a6a,TC158,1,startup,0,1,11,0.902,17,3,1,31,34134011.57,1,0,1,,28.02,pilot
2009,1324c96c9ac3cbd28913,TC422,4,psu,0,0,14,2.482,19,3,1,45,20618203.99,0,0,0,,44.09,scale
2008,5f29610584ee1376d70f,TC634,5,university,1,0,24,3.908,19,4,1,25,24137593.19,1,0,1,TTO567457,86.31,internal_use
2021,b25360f66faaafeccae4,TC690,6,university,1,0,21,2.166,19,5,0,31,1309969.06,0,0,0,TTO522508,56.38,idea
2016,b67f4b6a4dda1adb8123,TC200,3,psu,0,0,15,2.528,14,5,1,12,17050080.41,1,0,0,,72.15,idea
2022,bd864c192b553c5f1821,TC946,7,govt_lab,0,0,24,2.613,17,3,0,29,4795836.33,0,0,0,,63.74,pilot
2014,efbb1ec22341cef99359,TC651,7,startup,0,1,16,3.257,17,3,1,19,104416392.62,0,0,0,,60.39,internal_use
2020,2dfeb358bb4947670b07,TC304,6,psu,0,0,17,2.424,17,2,0,21,581862.11,1,1,0,,73.9,licensed
2011,1260315237c37cd594ca,TC553,7,startup,0,0,18,2.266,18,2,0,35,1679972.87,1,0,1,,53.39,pilot
2015,99e332273a7f765132bf,TC459,9,psu,0,0,13,1.847,15,6,0,38,2582604.72,0,0,1,,29.73,open_source
2025,cce4c65e3443b66e0bcd,TC595,6,psu,0,1,25,1.869,17,2,0,28,72279660.42,0,0,0,,65.21,scale
2019,59460c0f6688f22d540a,TC270,2,corp,0,1,26,2.409,10,2,0,38,5572211.75,0,0,0,,78.75,prototype
2015,7baf4fcbf9a73f718724,TC185,3,govt_lab,0,0,10,0.0,20,7,1,32,12121069.79,0,0,0,,20.54,internal_use
2019,b352cafd40f507972b94,TC952,6,corp,0,0,19,1.782,16,3,1,36,45232457.51,0,0,0,,45.47,acquired
2019,a9f512c7024d49a5f1bf,TC126,5,startup,0,1,21,3.024,17,2,0,31,1413162.28,1,1,0,,38.88,prototype
2016,cab01743475edfc24032,TC878,6,psu,0,1,24,1.251,15,6,0,35,32014257.66,0,0,0,,66.66,acquired
2020,888d97276746414e85d1,TC368,8,corp,0,0,19,0.0,22,4,0,36,3614542.88,0,0,0,,21.73,pilot
2024,b4fde7fa4b9e7f4b7110,TC436,2,govt_lab,0,0,19,0.0,20,6,0,27,6984980.36,0,0,0,,32.24,acquired
2010,71058d1055a0cffad53a,TC355,10,govt_lab,0,0,11,1.295,10,1,1,36,391297.7,0,1,0,,31.74,pilot
2019,9bf1cb71a971022e1f0c,TC118,2,corp,0,1,10,2.439,15,8,0,17,13595423.41,0,0,0,,63.25,internal_use
2024,5abf09d5ecc3812d7510,TC557,8,corp,0,1,15,0.0,14,4,0,23,10244938.94,0,1,0,,37.36,internal_use
2013,9288b9774a1232d0512a,TC540,4,individual,0,1,9,2.467,18,3,0,38,2112688.48,0,0,0,,57.18,idea
2014,74d70fcaa79a8bede752,TC446,1,individual,0,1,14,2.095,14,3,0,42,1712257.7,1,0,0,,60.83,prototype
2023,9393b005ed5b58fa71f4,TC741,4,govt_lab,0,0,19,2.845,14,8,1,37,2638576.43,0,0,0,,68.49,idea
2008,5eb249bfbbc65d45eabb,TC515,1,psu,0,0,30,0.599,20,3,0,44,346096.79,0,0,0,,79.67,pilot
2018,472ee4374bda64cc3863,TC894,10,govt_lab,0,0,20,2.807,18,5,1,24,12982075.53,0,0,0,,53.81,market_entry
2011,0440d77e18ea90c83110,TC317,1,psu,0,0,13,0.842,18,4,0,36,9723084.45,1,0,0,,40.01,scale
2012,6854a9ecf1498f73d35a,TC902,3,university,1,0,15,0.861,18,3,0,28,12086998.3,0,0,1,TTO218513,63.78,scale
2019,c6bca78fe231ca84b93a,TC717,2,individual,0,1,20,1.636,7,2,0,35,4264652.54,1,0,0,,54.37,licensed
2016,4f299a4cbfe18c7399d7,TC652,7,startup,0,0,17,1.911,15,1,1,40,10445005.57,0,0,0,,60.25,acquired
2012,b0a64a5474e2b59af921,TC946,6,psu,0,1,22,1.076,7,4,0,13,9050365.13,0,0,0,,45.55,pilot
2022,3532ae8f0b71823078b1,TC183,8,psu,0,0,25,1.697,21,5,1,34,3584087.01,1,0,0,,53.7,scale
2016,5ad59fa6392d99adeb05,TC470,2,university,1,0,12,0.644,19,3,1,7,18427031.1,1,0,0,TTO876336,46.12,internal_use
2024,0a591c322dab46bf1e84,TC251,8,psu,0,1,15,1.08,20,3,0,28,5639271.79,0,0,0,,41.82,open_source
2022,820ba79291cd47300367,TC795,3,corp,0,0,22,1.776,23,1,0,26,581617.53,0,0,0,,51.42,prototype
2013,5d15a7beb129d1dfd1a1,TC639,8,individual,0,0,13,0.46,15,6,0,15,470697.37,0,1,0,,83.15,idea
2016,51132e6b85fe05cbb3e3,TC597,3,psu,0,0,25,0.667,15,6,0,38,7339572.33,0,0,0,,39.85,scale
2021,2f4a22404256bb930632,TC148,9,psu,0,0,15,2.785,17,3,0,30,11032217.02,1,0,0,,50.38,pilot
2019,c2787d9a8ede4cfe523f,TC310,6,university,1,0,18,2.509,17,4,1,13,67473556.32,0,0,0,TTO536026,52.25,pilot
2014,e3ea6913a275a345d54d,TC608,3,psu,0,1,22,2.381,12,1,0,32,20603216.67,0,0,0,,36.79,licensed
2014,c498a1b7af7e0019d974,TC882,8,individual,0,1,20,0.129,18,8,0,51,5085475.48,0,0,0,,39.6,acquired
2013,0b056f2230436d335080,TC654,7,startup,0,0,13,1.326,15,3,0,44,6047340.0,0,0,0,,56.56,idea
2024,690481e8cdf200c1a264,TC836,3,startup,0,1,25,2.121,17,3,1,39,5712239.57,0,0,0,,38.84,prototype
2024,2d5e8cc39a1927257400,TC401,1,individual,0,0,14,3.81,23,5,0,23,2924162.22,1,1,0,,61.41,market_entry
2023,7cf17ad54a7acefa63cd,TC830,6,govt_lab,0,0,13,0.824,13,5,0,20,15051762.18,0,0,1,,67.15,licensed
2021,0626fe2147d90d5849c1,TC787,7,individual,0,1,16,1.107,19,8,1,31,20853666.93,1,0,0,,54.72,idea
2019,29afb9a903e23b4bf793,TC527,5,individual,0,1,13,3.051,14,3,0,29,6054012.33,0,0,0,,50.76,internal_use
2009,7ee11471e81fc1c4c1c7,TC504,8,university,1,0,24,0.0,12,1,0,27,2068056.37,0,1,0,TTO916006,73.83,open_source
2009,14713b11e0badd7bc5a4,TC874,9,govt_lab,0,1,17,2.283,14,1,0,38,3540064.65,0,0,1,,57.98,idea
2018,ad4c54de7e8c8d630397,TC944,4,individual,1,1,18,1.634,15,6,0,41,6705741.93,0,0,0,TTO382278,82.53,acquired
2009,495d9f1f38afb3845292,TC699,4,psu,0,1,22,1.821,17,3,0,30,15323805.19,0,0,0,,61.78,open_source
2013,b730cfc6cf528cf8722f,TC870,4,corp,0,0,20,1.978,13,3,0,27,1231089.1,1,1,0,,52.23,pilot
2008,13261b39bafaa53b3d0e,TC938,3,university,1,0,13,2.799,18,2,0,35,18812018.68,1,0,1,TTO640885,32.47,market_entry
2022,7397672fc62beed1a96e,TC857,1,govt_lab,0,1,23,1.829,17,3,1,30,19091335.57,1,0,0,,58.67,licensed
2021,9793dfe263fa6b51a525,TC203,6,individual,0,1,17,0.858,6,4,0,10,557137.43,0,0,0,,20.43,scale
2011,8877528ed3bd02104513,TC386,2,corp,0,0,18,1.659,10,3,0,28,32039978.46,0,0,0,,70.35,licensed
2011,68b5507a21b05b734fe2,TC788,1,university,1,0,15,0.227,19,5,0,30,3569793.15,0,0,0,TTO150247,84.81,market_entry
2025,a66ae3c133afc8cb9a74,TC781,9,psu,0,0,14,1.186,20,4,0,19,1536763.49,0,1,0,,46.79,acquired
2020,74584c83b98f3c1b2101,TC453,2,university,1,0,23,2.009,18,5,0,18,17236255.31,0,0,0,TTO961798,66.93,internal_use
2017,0083b56348490a8adb61,TC677,6,corp,0,0,21,0.643,19,2,1,17,41340859.69,1,1,0,,54.38,internal_use
2025,4c536037cf3acf8389c3,TC373,4,govt_lab,0,0,18,1.983,27,3,0,48,4166780.58,0,0,0,,36.25,licensed
2014,6108471156d34fa58506,TC370,1,university,1,0,19,2.629,14,4,0,7,37770559.74,1,0,0,TTO563574,51.22,idea
2014,ce17c9923dff68858d43,TC714,4,individual,1,1,13,0.189,19,3,0,46,4891903.11,0,1,0,TTO126895,89.37,acquired
2015,438b1cf079109360ea47,TC308,10,psu,0,0,18,2.905,19,1,0,42,419855.0,0,0,0,,60.46,scale
2023,fa3f40dea2bafc3ddfd7,TC607,7,startup,0,1,20,2.635,21,2,1,36,11152987.22,1,0,0,,44.14,internal_use
2011,23afe241eeba8a9bf7fe,TC862,2,individual,0,1,14,2.488,18,5,0,39,2727756.03,0,0,0,,17.39,prototype
2009,b701186665ba8fbc2c8a,TC803,2,university,1,0,13,2.896,22,4,0,21,3033958.63,0,0,0,TTO577175,80.71,open_source
2020,726a87bd082c4bf46691,TC704,4,govt_lab,0,0,24,3.225,16,2,0,36,631019.67,0,0,0,,39.87,market_entry
2008,89007f091033a718295f,TC435,7,startup,0,0,18,1.902,23,5,0,15,6107941.77,0,0,0,,54.67,licensed
2025,23e460a88763e17d4178,TC305,1,university,1,0,15,0.407,18,3,1,25,699175.99,0,0,0,TTO456292,49.23,acquired
2017,6fc481fa3aee65501454,TC308,4,govt_lab,0,0,18,3.094,22,1,1,24,9769355.1,0,0,0,,67.3,pilot
2013,751640154e8d9867f982,TC266,1,individual,0,1,24,1.795,16,4,0,36,5995602.61,0,0,0,,63.45,pilot
2016,9d865f899a9b51854a53,TC873,1,individual,1,1,21,2.359,13,5,1,37,2063019.1,0,0,0,TTO122860,74.78,acquired
2014,ecf1a90632fdd3f7dd04,TC806,5,corp,0,1,18,1.929,22,3,0,32,994699.86,0,0,1,,22.71,acquired
2024,a06b43850adfa3516d8f,TC858,10,govt_lab,0,0,8,0.793,17,6,1,45,25845023.11,0,0,0,,55.37,open_source
2016,c88690a9929ab65b48d1,TC323,6,startup,0,1,18,1.134,16,4,1,43,9420590.37,1,0,0,,97.21,internal_use
2022,fad978ad186456755d6b,TC960,4,govt_lab,0,1,24,1.66,18,5,0,33,8426216.77,0,1,0,,88.23,scale
2021,dfcfd6edf90e20850121,TC565,8,startup,0,1,22,3.285,17,3,0,16,5839822.9,1,0,0,,50.84,prototype
2013,bcf7bfa8f75c727887b9,TC941,4,individual,0,0,21,2.248,14,3,1,42,11071780.48,0,1,0,,55.48,licensed
2009,bcb9903df3b69bd6ef0a,TC621,10,startup,1,1,17,2.141,11,4,1,29,3158585.01,0,1,0,TTO113647,76.6,scale
2016,4715b734bab98c5db286,TC633,7,startup,0,0,20,0.94,21,4,1,30,16038835.01,1,0,0,,57.62,open_source
2018,e2d61db56467f891e48c,TC525,6,psu,0,0,17,0.0,18,4,1,27,46117178.66,0,0,1,,35.99,pilot
2010,5fc68d47a878e4f6c9cd,TC483,5,individual,0,0,17,1.894,19,6,0,28,629721.61,0,0,0,,36.85,idea
2017,9b2c1f176b4a23119af2,TC858,3,university,1,0,12,2.179,17,6,0,29,5359732.06,0,0,1,TTO920521,76.4,pilot
2010,c2a6e934ab993c902389,TC847,2,startup,0,0,18,3.287,20,5,0,29,3068270.9,0,0,0,,35.03,internal_use
2021,0118588843d62232e6e8,TC469,7,govt_lab,0,0,17,2.855,15,4,0,20,2225700.12,0,0,0,,65.43,pilot
2021,6f7dfad036a57e9b22f1,TC140,3,individual,0,1,13,2.591,19,2,0,21,4616446.87,0,0,0,,46.31,acquired
2012,87d75cd72f46295729db,TC149,6,startup,0,0,13,2.568,29,2,1,32,41569898.77,0,1,0,,43.13,pilot
2012,5cc39c31cd0b515d8413,TC264,1,corp,0,1,17,0.413,19,5,1,20,1014719.71,0,0,0,,52.26,acquired
2021,0a4ed258648323edbd6e,TC562,7,govt_lab,0,0,17,2.012,25,3,1,27,7175887.31,1,0,0,,36.87,acquired
2015,d9feb694910f000a43de,TC669,4,corp,0,1,14,2.375,15,5,0,39,13298276.42,1,0,0,,30.37,open_source
2011,99b8f66890f25e19405e,TC936,2,startup,0,1,16,1.687,19,3,1,27,58670634.22,0,0,0,,64.4,acquired
2015,d85fd442a13f583ba502,TC206,9,individual,0,1,23,0.537,24,4,0,37,18996999.27,1,0,0,,60.05,market_entry
2020,db45bb2a1294daa9dac2,TC842,4,university,1,1,13,0.868,10,5,0,22,18951481.73,0,1,0,TTO484987,56.45,acquired
2022,b872440ffe0191dd487b,TC619,6,startup,0,1,18,1.437,17,4,0,36,4927535.46,0,0,0,,44.72,pilot
2022,fd8d778fdadc046bb194,TC254,7,startup,0,1,18,1.102,13,5,0,25,4881489.17,0,0,0,,52.49,internal_use
2010,67215150a6dea3719c42,TC384,4,individual,0,0,14,2.25,14,6,1,14,46591505.22,0,0,0,,54.71,market_entry
2016,825d957801cf0dbcb23c,TC836,5,university,1,0,19,0.899,15,4,1,24,7453277.03,0,0,0,TTO657531,24.29,internal_use
2022,791ac02b65e6b316a04a,TC549,1,psu,0,1,21,0.0,18,2,1,22,31611364.62,1,0,0,,62.49,open_source
2021,10609aebd78ccf335ab3,TC839,9,govt_lab,0,1,22,1.362,15,7,0,16,497396.77,0,0,0,,51.93,internal_use
2025,d4df6020192aec471506,TC222,10,startup,0,0,21,2.03,16,4,0,33,5227358.68,0,0,0,,41.75,open_source
2025,aba9658ea4cccaaad619,TC875,10,psu,0,0,17,1.665,29,3,0,20,11663399.21,1,0,0,,47.59,open_source
2017,d4de2ea33ebc444c7bb1,TC289,6,govt_lab,0,1,14,2.381,13,4,1,20,11836193.77,0,0,0,,60.69,pilot
2013,31fe536b0bb5dfed0bc4,TC404,5,university,1,0,23,2.936,20,8,1,29,2582380.65,0,0,0,TTO137044,54.95,acquired
2015,9eb468265bee0bc3fd24,TC662,2,corp,0,0,13,2.232,15,2,0,25,8999445.09,0,0,0,,58.08,scale
2009,01351b7455b27d88831b,TC253,8,corp,0,0,20,2.542,13,5,0,22,4736576.27,0,0,0,,46.86,market_entry
2023,a3a2cf13b3ab5672ccb7,TC904,5,university,1,0,16,2.141,16,4,1,17,1612915.38,0,0,0,TTO547659,73.54,internal_use
2013,4ca3de5c7a3381d0dfae,TC636,8,individual,0,1,21,2.288,14,3,1,12,16206037.79,0,0,1,,29.05,idea
2010,9d0a97765d4c39dc721e,TC882,1,startup,0,1,21,0.725,16,7,0,31,4184005.05,0,0,0,,65.54,scale
2010,d032340a48649644c604,TC327,9,startup,0,1,15,1.884,7,4,0,43,2059550.85,0,0,0,,73.37,market_entry
2021,a1d272662efeeec09b09,TC213,7,corp,0,0,17,0.0,18,5,0,14,9723158.68,0,0,0,,71.37,licensed
2018,5abb918f6ab4a29ef7bb,TC418,2,individual,0,1,8,1.642,14,3,0,21,38983099.06,1,0,0,,53.32,internal_use
2021,4f0dc664297859ed1cfb,TC768,9,psu,0,1,13,0.0,17,3,0,27,1907410.49,0,0,0,,28.86,market_entry
2015,ef6f0819ff01eac666d4,TC399,4,startup,0,0,29,1.039,13,6,0,23,39766766.09,0,0,0,,29.97,prototype
2017,998ffa057cd140c5e641,TC155,10,individual,0,0,16,2.911,15,4,0,27,7691866.49,0,0,0,,35.33,pilot
2011,ebad033251852f046f2f,TC940,7,govt_lab,0,0,19,1.935,19,4,0,36,5754821.28,0,0,0,,37.72,idea
2008,4ce448e336d439a5c8dc,TC183,10,corp,0,0,14,1.022,14,4,0,15,8825014.44,0,0,0,,60.15,idea
2020,00684420c5961685b10a,TC376,6,corp,0,0,21,1.39,26,1,1,39,29569113.73,0,0,0,,71.54,scale
2011,6c6d9a4cec91b9d0ad82,TC557,2,university,1,1,17,1.678,19,3,0,37,10693312.57,1,1,0,TTO835059,65.88,idea
2018,d629e43b00e2bd7d50a4,TC788,10,psu,0,0,17,1.943,20,6,0,28,23537325.03,0,1,0,,26.7,open_source
2012,7a06405ccf5f31fc6b63,TC149,3,govt_lab,0,0,14,2.56,20,4,0,11,1543363.74,0,0,0,,65.03,pilot
2014,b4fcc903aadb05b321ee,TC854,9,startup,0,1,21,1.158,18,5,0,36,5487230.02,0,0,0,,58.83,prototype
2023,a98fb942901124f5dbcd,TC906,2,university,1,0,20,0.134,20,3,1,15,65841805.88,0,0,1,TTO299923,40.23,market_entry
2011,02f4583b15f5ecbf8a36,TC943,2,corp,0,0,11,1.311,21,5,1,13,50919087.99,0,0,0,,43.98,scale
2011,fff7ebc62cfa8d9f74ae,TC154,2,psu,0,0,25,0.16,25,5,1,38,5111450.53,0,0,1,,33.79,prototype
2010,38d9ee756182023714b9,TC185,3,individual,0,0,19,3.758,23,2,0,17,1339399.1,0,0,0,,31.97,scale
2015,d99053e25efac8630777,TC396,2,corp,0,0,16,2.831,19,3,0,33,7028094.95,0,1,0,,12.05,idea
2011,8131261e4d4561cee59a,TC698,1,individual,0,1,18,0.923,22,3,1,10,5322719.76,0,1,0,,60.93,internal_use
2021,49fab7608b5bcb090db9,TC673,9,startup,0,0,16,0.891,20,3,0,32,4901811.67,0,0,1,,60.71,open_source
2013,b131910a049416b78435,TC630,5,university,1,0,17,1.368,16,3,1,40,11083678.88,0,0,0,TTO414521,41.69,pilot
2025,d6acf8d43081ea5c8b13,TC418,5,psu,0,1,23,2.728,13,6,1,30,56399447.94,0,1,1,,27.1,internal_use
2013,8e81c5a91060464bc407,TC726,10,govt_lab,0,1,24,1.571,17,4,0,20,2174615.99,1,0,0,,72.54,pilot
