econ_prices_pricing_month,econ_prices_cpi_item_code,econ_prices_cpi_area_code,econ_prices_cpi_index_level,econ_prices_cpi_monthly_change_pct,econ_prices_cpi_12mo_change_pct,econ_prices_ppi_commodity_code,econ_prices_ppi_index_level,econ_prices_energy_price_index,econ_prices_shelter_cost_index,econ_prices_food_at_home_index,econ_prices_food_away_index,econ_prices_medical_care_index,econ_prices_transportation_index,econ_prices_core_cpi_ex_food_energy,econ_prices_seasonal_adjustment_flag,econ_prices_base_period_reference,econ_prices_imputed_value_flag,econ_prices_outlier_detection_score,econ_prices_publication_series
2021-05,CPI_HEALTH_0391,CPIA_TIER3_141,177.607,0.909,0.416,PPI_TEXTILES_0391,170.524,153.779,145.447,161.753,167.266,145.811,159.841,127.111,Y,2018=100,N,0.9159,CPI-Combined
2021-08,CPI_CLOTHING_0392,CPIA_COMBINED_142,179.684,2.262,10.098,PPI_CHEMICALS_0392,120.791,165.524,121.362,128.0,129.978,111.51,143.069,124.484,N,2020=100,Y,0.3498,WPI-Core
2023-11,CPI_CLOTHING_0393,CPIA_METRO_B_143,179.256,-0.257,11.092,PPI_AUTO_PARTS_0393,196.003,217.213,134.77,96.992,184.884,133.851,231.98,191.448,N,2012=100,N,0.2134,WPI-Core
2022-11,CPI_MEAT_FISH_0394,CPIA_TIER2_144,156.535,2.256,10.014,PPI_CHEMICALS_0394,103.619,72.136,112.663,110.56,214.657,91.204,221.737,133.099,Y,2020=100,Y,0.3017,WPI-Core
2023-03,CPI_FOOTWEAR_0395,CPIA_TIER3_145,146.687,3.31,-1.377,PPI_AUTO_PARTS_0395,103.736,224.553,84.725,90.443,112.828,191.019,166.386,196.118,Y,2018=100,N,0.6636,WPI-Core
2025-07,CPI_CLOTHING_0396,CPIA_COMBINED_146,182.93,-0.077,6.281,PPI_PAPER_0396,192.223,106.0,190.902,111.364,207.376,128.134,221.071,201.358,Y,2012=100,N,0.3272,CPI-IW
2024-07,CPI_RECREATION_0397,CPIA_COMBINED_147,179.824,-1.035,5.088,PPI_PAPER_0397,131.559,160.18,169.656,200.329,157.409,217.928,179.514,132.299,Y,2018=100,Y,0.7915,WPI-All
2024-03,CPI_EDIBLE_OILS_0398,CPIA_COMBINED_148,180.162,-0.232,4.117,PPI_CHEMICALS_0398,226.204,137.001,104.643,132.074,120.265,121.657,143.461,98.935,Y,2018=100,N,0.5005,CPI-IW
2024-11,CPI_VEGETABLES_0399,CPIA_TIER3_149,114.731,1.602,3.917,PPI_AUTO_PARTS_0399,173.713,180.561,147.007,153.361,205.937,143.35,100.015,117.17,N,2020=100,N,0.4269,Retail-PricePanel
2022-04,CPI_VEGETABLES_0400,CPIA_METRO_A_150,158.039,-0.013,0.54,PPI_TEXTILES_0400,125.93,171.899,131.023,96.189,95.658,129.772,115.99,166.928,N,2012=100,N,0.6126,Retail-PricePanel
2023-04,CPI_FUEL_LIGHT_0401,CPIA_METRO_B_151,159.366,-0.816,8.607,PPI_CHEMICALS_0401,109.989,218.319,179.781,224.606,232.682,114.678,151.606,152.331,Y,2018=100,N,0.5188,WPI-Core
2021-03,CPI_MEAT_FISH_0402,CPIA_METRO_A_152,156.441,3.882,8.373,PPI_CEMENT_0402,184.27,72.696,159.009,85.868,235.095,102.744,194.092,116.389,Y,2020=100,Y,0.7841,CPI-IW
2021-04,CPI_CEREALS_0403,CPIA_URBAN_153,182.223,-2.244,8.435,PPI_ELECTRICITY_0403,196.826,170.311,110.795,102.717,87.832,147.851,168.976,169.676,Y,2012=100,N,0.5043,Retail-PricePanel
2023-01,CPI_EDUCATION_0404,CPIA_TIER3_154,124.409,-0.953,0.98,PPI_CHEMICALS_0404,122.625,96.261,124.108,132.811,131.653,104.864,101.033,101.988,N,2012=100,N,0.7469,CPI-Combined
2022-04,CPI_EDUCATION_0405,CPIA_METRO_B_155,116.956,-0.666,2.163,PPI_CHEMICALS_0405,98.335,102.319,98.155,157.251,119.453,115.957,85.597,131.807,Y,2020=100,Y,0.1972,CPI-Combined
2022-09,CPI_EDUCATION_0406,CPIA_RURAL_156,154.377,-1.42,4.123,PPI_ELECTRICITY_0406,191.082,191.24,197.861,233.327,104.249,170.275,120.754,188.352,Y,2020=100,Y,0.1641,WPI-Core
2020-03,CPI_MILK_0407,CPIA_COMBINED_157,109.068,-0.207,7.222,PPI_CEMENT_0407,183.874,149.264,101.699,236.672,129.805,178.917,227.743,206.373,N,2012=100,N,0.962,CPI-IW
2018-08,CPI_MEAT_FISH_0408,CPIA_METRO_A_158,163.312,2.272,8.388,PPI_PAPER_0408,177.682,183.628,129.977,161.92,132.936,188.036,158.254,114.051,N,2018=100,N,0.4324,CPI-IW
2018-08,CPI_EDIBLE_OILS_0409,CPIA_URBAN_159,199.656,-2.028,8.23,PPI_CEMENT_0409,88.498,110.056,146.857,172.398,88.979,126.226,218.178,130.76,N,2020=100,N,0.3726,Retail-PricePanel
2020-03,CPI_TRANSPORT_0410,CPIA_URBAN_160,90.758,-2.187,-1.024,PPI_PAPER_0410,220.807,194.869,188.203,115.966,144.892,117.61,92.364,139.232,Y,2020=100,Y,0.3517,CPI-IW
2024-04,CPI_CLOTHING_0411,CPIA_TIER2_161,150.95,-1.44,-0.238,PPI_PAPER_0411,223.64,207.886,98.256,203.212,155.982,107.048,122.947,114.587,Y,2012=100,Y,0.5399,WPI-Core
2021-09,CPI_PULSES_0412,CPIA_METRO_A_162,112.067,3.077,2.162,PPI_CEMENT_0412,101.081,196.276,102.473,238.577,98.979,133.307,140.256,120.525,N,2018=100,N,0.3845,WPI-All
2024-12,CPI_CEREALS_0413,CPIA_METRO_B_163,113.098,3.423,2.065,PPI_PAPER_0413,82.738,136.88,111.104,166.94,199.381,193.307,104.926,115.843,N,2020=100,Y,0.0813,Retail-PricePanel
2020-09,CPI_CEREALS_0414,CPIA_METRO_A_164,200.16,0.616,8.82,PPI_CHEMICALS_0414,133.711,239.569,116.768,149.673,146.69,163.003,200.541,114.034,Y,2020=100,N,0.8352,WPI-Core
2023-08,CPI_PULSES_0415,CPIA_TIER3_165,166.699,1.144,10.939,PPI_ELECTRICITY_0415,227.487,257.7,155.892,215.538,124.69,118.405,254.658,196.975,N,2012=100,Y,0.2617,CPI-IW
2025-01,CPI_MEAT_FISH_0416,CPIA_COMBINED_166,185.566,3.83,0.703,PPI_STEEL_0416,174.011,147.07,132.165,176.364,90.175,167.166,218.538,156.146,N,2018=100,N,0.7022,WPI-All
2021-01,CPI_EDIBLE_OILS_0417,CPIA_RURAL_167,171.969,-0.01,10.402,PPI_ELECTRICITY_0417,114.309,131.411,140.699,143.231,224.462,195.866,79.037,112.207,N,2020=100,Y,0.4478,WPI-All
2025-09,CPI_EDIBLE_OILS_0418,CPIA_COMBINED_168,111.01,-0.473,11.059,PPI_CEMENT_0418,220.357,202.102,120.051,129.422,179.493,142.943,185.829,203.584,Y,2012=100,Y,0.7872,Retail-PricePanel
2022-12,CPI_MILK_0419,CPIA_COMBINED_169,100.43,-2.222,4.683,PPI_FERTILIZER_0419,130.494,97.19,201.376,233.823,118.035,116.824,205.609,104.942,N,2018=100,N,0.1996,WPI-Core
2023-12,CPI_RECREATION_0420,CPIA_URBAN_170,167.565,0.43,10.407,PPI_PETROLEUM_0420,209.076,235.07,208.013,236.123,94.05,196.589,80.308,191.634,N,2012=100,Y,0.058,WPI-All
2018-02,CPI_TRANSPORT_0421,CPIA_METRO_A_171,156.838,2.385,1.487,PPI_PAPER_0421,163.726,122.736,148.173,88.267,222.858,117.393,95.062,180.896,N,2018=100,N,0.6247,WPI-All
2022-01,CPI_VEGETABLES_0422,CPIA_METRO_B_172,144.867,2.109,10.312,PPI_ELECTRICITY_0422,99.012,143.521,121.786,89.328,164.144,117.835,236.255,140.335,Y,2012=100,Y,0.4198,CPI-Combined
2019-08,CPI_RECREATION_0423,CPIA_RURAL_173,98.323,1.986,3.939,PPI_AUTO_PARTS_0423,174.904,148.97,108.668,235.024,107.851,170.287,102.43,116.549,N,2012=100,N,0.8034,Retail-PricePanel
2018-04,CPI_TRANSPORT_0424,CPIA_METRO_A_174,160.879,3.363,8.052,PPI_ELECTRICITY_0424,163.568,174.611,143.982,148.203,155.471,216.42,205.709,122.321,Y,2018=100,Y,0.5938,WPI-Core
2024-08,CPI_MILK_0425,CPIA_COMBINED_175,116.529,0.263,10.725,PPI_PAPER_0425,154.89,128.133,170.215,134.001,121.657,165.643,116.503,113.468,Y,2020=100,N,0.0448,CPI-Combined
2018-07,CPI_VEGETABLES_0426,CPIA_COMBINED_176,206.01,3.126,7.557,PPI_AUTO_PARTS_0426,140.344,122.581,138.977,118.86,169.701,139.372,136.133,99.63,Y,2020=100,Y,0.1336,WPI-Core
2021-05,CPI_TRANSPORT_0427,CPIA_METRO_B_177,117.836,2.193,1.229,PPI_STEEL_0427,151.837,230.997,100.167,120.051,121.141,103.735,123.705,149.008,Y,2020=100,Y,0.8216,WPI-All
2023-10,CPI_HEALTH_0428,CPIA_METRO_B_178,158.449,-0.317,3.129,PPI_ELECTRICITY_0428,203.273,192.179,119.382,120.958,128.753,120.694,173.102,169.103,Y,2012=100,Y,0.0446,WPI-Core
2020-02,CPI_FRUITS_0429,CPIA_TIER2_179,166.332,-2.44,5.669,PPI_STEEL_0429,88.341,99.772,92.024,149.717,223.88,115.113,114.379,192.858,Y,2020=100,N,0.0019,WPI-Core
2018-11,CPI_CEREALS_0430,CPIA_METRO_B_180,126.279,-1.549,7.184,PPI_TEXTILES_0430,128.968,230.562,111.327,218.23,220.841,186.303,143.77,171.07,N,2020=100,Y,0.5555,CPI-Combined
2018-09,CPI_TRANSPORT_0431,CPIA_METRO_B_181,134.371,-0.784,8.918,PPI_TEXTILES_0431,109.261,237.584,177.466,121.554,217.267,120.299,77.585,196.519,N,2012=100,N,0.6086,WPI-All
2019-03,CPI_FUEL_LIGHT_0432,CPIA_METRO_A_182,131.59,2.553,0.801,PPI_CHEMICALS_0432,215.289,248.488,131.352,201.105,200.997,206.924,107.334,154.663,N,2012=100,N,0.0788,CPI-Combined
2025-08,CPI_CEREALS_0433,CPIA_URBAN_183,168.096,-0.013,3.564,PPI_CEMENT_0433,196.972,105.34,166.249,178.378,200.964,206.65,127.227,92.924,Y,2012=100,Y,0.5541,WPI-All
2023-10,CPI_MILK_0434,CPIA_METRO_B_184,174.417,-1.247,7.135,PPI_PAPER_0434,162.361,88.399,217.252,133.858,166.108,152.946,227.421,144.607,Y,2020=100,Y,0.5206,CPI-IW
2018-09,CPI_FUEL_LIGHT_0435,CPIA_URBAN_185,181.708,-0.331,1.416,PPI_AUTO_PARTS_0435,133.151,164.862,203.795,163.794,191.802,180.393,151.778,118.33,N,2012=100,N,0.7921,Retail-PricePanel
2018-10,CPI_EDUCATION_0436,CPIA_METRO_B_186,158.607,-2.224,7.079,PPI_CHEMICALS_0436,127.842,73.701,200.046,206.644,175.235,114.133,154.984,174.432,Y,2012=100,Y,0.6769,Retail-PricePanel
2023-03,CPI_FOOTWEAR_0437,CPIA_URBAN_187,112.338,-1.228,2.858,PPI_CHEMICALS_0437,110.217,240.045,179.25,227.046,185.99,103.743,243.091,175.082,N,2020=100,N,0.8639,Retail-PricePanel
2018-10,CPI_EDIBLE_OILS_0438,CPIA_TIER2_188,98.552,1.187,2.879,PPI_ELECTRICITY_0438,216.87,85.817,169.151,186.8,172.294,210.352,158.014,150.616,N,2018=100,N,0.8048,CPI-IW
2022-07,CPI_EDUCATION_0439,CPIA_METRO_A_189,153.262,3.996,5.237,PPI_PAPER_0439,136.059,70.977,154.19,232.287,120.569,127.075,222.88,165.151,Y,2018=100,Y,0.9897,CPI-IW
2019-03,CPI_SPICES_0440,CPIA_METRO_B_190,105.919,3.673,10.844,PPI_PAPER_0440,210.134,88.935,110.442,136.892,197.378,115.458,189.054,187.605,N,2012=100,Y,0.6009,CPI-IW
2020-03,CPI_CEREALS_0441,CPIA_METRO_B_191,103.229,3.604,3.122,PPI_PAPER_0441,177.896,202.346,178.39,222.563,159.899,104.122,173.107,119.712,Y,2020=100,N,0.787,Retail-PricePanel
2024-08,CPI_CLOTHING_0442,CPIA_METRO_A_192,96.746,3.227,0.366,PPI_FERTILIZER_0442,165.439,179.992,201.944,201.964,123.166,168.422,257.648,156.59,Y,2012=100,Y,0.4622,WPI-All
2018-01,CPI_HOUSING_0443,CPIA_TIER3_193,118.54,2.875,1.822,PPI_STEEL_0443,170.072,175.245,179.842,187.391,119.346,120.699,228.374,94.919,N,2018=100,Y,0.3243,WPI-All
2023-04,CPI_EDUCATION_0444,CPIA_METRO_A_194,149.901,1.766,7.342,PPI_ELECTRICITY_0444,151.776,209.466,98.466,218.646,194.086,183.413,123.888,91.317,Y,2020=100,Y,0.5576,CPI-Combined
2025-02,CPI_TRANSPORT_0445,CPIA_TIER3_195,157.806,-1.315,7.372,PPI_ELECTRICITY_0445,210.914,122.974,125.555,154.101,133.122,219.215,75.8,178.605,Y,2020=100,N,0.8029,WPI-Core
2022-01,CPI_EDIBLE_OILS_0446,CPIA_RURAL_196,162.5,1.692,1.803,PPI_CHEMICALS_0446,212.09,107.382,154.772,230.799,171.814,94.771,191.109,161.83,Y,2018=100,N,0.3023,CPI-Combined
2021-07,CPI_FOOTWEAR_0447,CPIA_COMBINED_197,179.951,3.277,1.537,PPI_STEEL_0447,113.236,186.724,184.53,193.733,138.666,203.606,234.638,195.251,N,2012=100,N,0.4481,Retail-PricePanel
2021-04,CPI_FOOTWEAR_0448,CPIA_TIER3_198,97.849,0.638,-0.741,PPI_PETROLEUM_0448,88.916,104.664,121.158,112.13,120.624,160.828,142.353,155.01,Y,2018=100,N,0.7091,CPI-Combined
2018-05,CPI_RECREATION_0449,CPIA_RURAL_199,133.978,-0.942,2.317,PPI_CHEMICALS_0449,105.483,203.407,123.371,197.738,172.852,142.776,132.42,113.369,N,2012=100,Y,0.9661,WPI-All
2025-05,CPI_PULSES_0450,CPIA_COMBINED_200,162.269,2.647,10.865,PPI_PAPER_0450,145.371,244.227,121.482,190.757,193.952,211.55,222.67,181.585,Y,2020=100,N,0.6545,WPI-All
2023-02,CPI_PULSES_0451,CPIA_TIER3_201,154.015,-1.358,7.9,PPI_TEXTILES_0451,217.852,113.596,183.429,220.601,133.792,113.454,255.818,128.775,Y,2020=100,N,0.2714,WPI-Core
2019-07,CPI_PULSES_0452,CPIA_RURAL_202,143.686,2.425,2.056,PPI_CHEMICALS_0452,191.087,155.814,179.359,99.49,224.498,97.201,229.24,137.051,N,2018=100,Y,0.3863,CPI-IW
2019-05,CPI_CLOTHING_0453,CPIA_RURAL_203,104.873,1.445,5.61,PPI_AUTO_PARTS_0453,181.592,124.622,186.139,208.669,192.181,92.499,118.666,126.574,N,2020=100,N,0.2328,WPI-Core
2018-04,CPI_CEREALS_0454,CPIA_RURAL_204,152.525,3.086,8.63,PPI_TEXTILES_0454,94.108,126.889,145.534,87.866,140.79,207.866,113.307,196.282,N,2012=100,N,0.7326,Retail-PricePanel
2024-09,CPI_EDIBLE_OILS_0455,CPIA_TIER2_205,176.757,3.302,11.361,PPI_CEMENT_0455,219.481,78.778,191.49,142.826,106.399,187.31,174.706,138.301,Y,2020=100,N,0.2249,CPI-Combined
2024-09,CPI_FRUITS_0456,CPIA_TIER2_206,128.989,3.044,7.96,PPI_PETROLEUM_0456,137.952,143.552,185.388,161.395,237.831,122.955,220.363,98.676,Y,2012=100,N,0.7682,CPI-Combined
2025-03,CPI_TRANSPORT_0457,CPIA_RURAL_207,151.039,3.426,4.333,PPI_ELECTRICITY_0457,114.709,244.287,107.524,180.803,207.518,193.206,192.161,187.243,N,2012=100,N,0.4544,CPI-Combined
2022-03,CPI_CEREALS_0458,CPIA_TIER2_208,145.23,0.716,6.322,PPI_ELECTRICITY_0458,228.116,85.059,194.53,180.974,204.349,192.068,181.96,125.587,Y,2012=100,Y,0.5596,WPI-Core
2024-07,CPI_EDIBLE_OILS_0459,CPIA_METRO_B_209,174.454,-2.029,8.966,PPI_CHEMICALS_0459,183.172,83.114,192.083,215.214,127.806,148.489,177.523,148.666,N,2020=100,Y,0.7437,WPI-All
2023-06,CPI_EDIBLE_OILS_0460,CPIA_COMBINED_210,186.634,3.802,5.492,PPI_PETROLEUM_0460,130.475,105.93,125.598,213.867,138.682,180.837,200.388,115.53,Y,2012=100,N,0.1715,CPI-IW
2021-09,CPI_HEALTH_0461,CPIA_RURAL_211,114.368,-1.657,-0.337,PPI_CEMENT_0461,111.229,228.415,106.863,212.408,206.823,216.764,108.568,124.688,Y,2012=100,Y,0.4841,CPI-Combined
2022-10,CPI_HEALTH_0462,CPIA_TIER2_212,139.538,1.584,4.1,PPI_AUTO_PARTS_0462,169.416,251.616,92.359,148.105,129.228,131.761,115.084,119.598,N,2018=100,N,0.7266,WPI-Core
2022-06,CPI_RECREATION_0463,CPIA_TIER3_213,101.941,-0.095,10.941,PPI_CEMENT_0463,86.826,74.976,99.616,143.55,110.9,155.633,92.881,171.34,Y,2020=100,N,0.9461,CPI-Combined
2025-08,CPI_HOUSING_0464,CPIA_COMBINED_214,99.416,-1.443,9.125,PPI_ELECTRICITY_0464,187.83,164.201,210.481,224.61,165.34,127.907,169.457,158.677,N,2020=100,Y,0.4114,WPI-Core
2020-05,CPI_HOUSING_0465,CPIA_URBAN_215,93.897,3.058,6.682,PPI_PHARMA_0465,179.358,222.255,97.805,118.321,219.424,187.128,249.126,168.621,Y,2018=100,N,0.4636,WPI-Core
2023-09,CPI_CEREALS_0466,CPIA_METRO_B_216,191.925,3.558,9.995,PPI_AUTO_PARTS_0466,106.255,183.108,95.372,159.586,223.867,91.345,258.359,148.432,N,2020=100,N,0.527,WPI-All
2021-09,CPI_SPICES_0467,CPIA_METRO_A_217,174.293,2.311,6.127,PPI_STEEL_0467,81.301,136.887,85.783,239.81,226.318,119.535,75.434,187.969,N,2020=100,Y,0.5333,WPI-All
2020-06,CPI_FOOTWEAR_0468,CPIA_URBAN_218,168.603,3.387,1.707,PPI_CEMENT_0468,158.414,73.769,189.101,107.732,170.929,131.494,182.068,151.269,N,2020=100,N,0.2026,Retail-PricePanel
2025-11,CPI_CLOTHING_0469,CPIA_RURAL_219,144.188,1.367,5.518,PPI_CHEMICALS_0469,109.582,205.211,152.215,135.29,127.103,169.672,99.959,148.062,Y,2020=100,N,0.7355,WPI-All
2020-05,CPI_CLOTHING_0470,CPIA_METRO_A_220,147.55,-1.629,6.458,PPI_CEMENT_0470,221.893,226.962,154.136,231.803,170.4,202.486,182.997,124.855,Y,2018=100,N,0.7788,WPI-All
2019-02,CPI_SPICES_0471,CPIA_METRO_A_221,204.86,-0.9,4.771,PPI_TEXTILES_0471,87.321,103.681,201.136,98.484,96.149,152.789,166.492,93.795,N,2020=100,Y,0.5353,WPI-Core
2021-06,CPI_MILK_0472,CPIA_URBAN_222,109.785,2.128,7.996,PPI_PHARMA_0472,212.19,70.261,127.075,120.095,212.022,172.82,179.057,97.217,N,2018=100,Y,0.0627,CPI-IW
2018-11,CPI_CEREALS_0473,CPIA_METRO_A_223,189.154,-1.811,2.712,PPI_FERTILIZER_0473,90.744,205.448,180.59,218.344,128.696,172.556,161.27,145.682,N,2018=100,Y,0.035,CPI-Combined
2021-03,CPI_HOUSING_0474,CPIA_RURAL_224,175.231,0.315,1.202,PPI_PAPER_0474,144.695,164.812,177.154,107.546,99.85,118.734,179.521,205.259,Y,2018=100,N,0.5819,WPI-All
2020-07,CPI_SPICES_0475,CPIA_RURAL_225,112.532,0.454,7.11,PPI_TEXTILES_0475,81.112,71.93,85.834,171.579,163.865,134.421,187.195,106.221,N,2018=100,Y,0.0228,WPI-Core
2020-10,CPI_MEAT_FISH_0476,CPIA_TIER3_226,204.785,-0.994,1.609,PPI_FERTILIZER_0476,183.281,156.119,144.045,158.895,156.586,133.022,181.133,138.514,N,2018=100,Y,0.5346,Retail-PricePanel
2019-03,CPI_HOUSING_0477,CPIA_TIER2_227,208.379,1.201,9.248,PPI_ELECTRICITY_0477,195.023,207.886,125.574,221.324,185.939,194.986,159.024,160.157,N,2012=100,N,0.0343,CPI-IW
2025-11,CPI_HEALTH_0478,CPIA_URBAN_228,181.759,1.744,8.39,PPI_CEMENT_0478,168.748,97.524,132.464,109.611,208.983,211.559,214.451,126.373,N,2012=100,Y,0.1916,CPI-Combined
2023-01,CPI_PULSES_0479,CPIA_TIER3_229,142.115,1.565,0.265,PPI_STEEL_0479,140.683,153.84,214.313,214.187,238.447,115.431,252.859,144.142,Y,2020=100,N,0.8927,Retail-PricePanel
2021-09,CPI_TRANSPORT_0480,CPIA_URBAN_230,193.377,-1.169,1.878,PPI_PETROLEUM_0480,120.35,137.289,200.682,218.607,90.407,142.535,232.787,114.438,Y,2020=100,N,0.0613,Retail-PricePanel
2025-12,CPI_PULSES_0481,CPIA_COMBINED_231,191.675,2.874,-1.303,PPI_TEXTILES_0481,132.906,128.5,82.91,90.93,101.43,176.122,257.627,124.063,Y,2012=100,N,0.5952,CPI-IW
2025-06,CPI_CLOTHING_0482,CPIA_RURAL_232,150.078,2.245,3.562,PPI_PETROLEUM_0482,127.174,106.376,131.426,199.381,137.667,207.604,175.431,90.522,Y,2018=100,N,0.3652,Retail-PricePanel
2022-07,CPI_FUEL_LIGHT_0483,CPIA_COMBINED_233,172.34,2.303,2.439,PPI_FERTILIZER_0483,130.004,82.583,144.823,200.045,178.866,154.015,121.598,172.068,Y,2018=100,N,0.5284,CPI-IW
2024-12,CPI_EDIBLE_OILS_0484,CPIA_TIER3_234,191.073,0.676,7.565,PPI_PETROLEUM_0484,85.634,93.965,98.617,92.353,145.47,167.66,126.959,105.98,N,2018=100,Y,0.4092,Retail-PricePanel
2019-10,CPI_HEALTH_0485,CPIA_TIER3_235,142.79,-0.184,10.313,PPI_PHARMA_0485,205.625,107.91,103.249,120.055,117.557,213.371,93.17,98.351,N,2020=100,N,0.0245,Retail-PricePanel
2024-10,CPI_MILK_0486,CPIA_METRO_A_236,118.769,3.768,1.061,PPI_CEMENT_0486,216.821,132.664,121.662,220.805,227.411,119.774,205.561,110.644,N,2018=100,N,0.3836,CPI-Combined
2020-07,CPI_CLOTHING_0487,CPIA_METRO_A_237,188.75,2.765,10.188,PPI_TEXTILES_0487,147.889,177.204,199.001,220.678,100.784,208.818,88.13,168.187,Y,2020=100,Y,0.2529,WPI-Core
2023-10,CPI_PULSES_0488,CPIA_TIER2_238,90.114,-1.548,6.197,PPI_PHARMA_0488,142.742,205.787,183.442,110.211,163.722,130.993,136.834,200.254,N,2020=100,N,0.2471,WPI-Core
2023-12,CPI_PULSES_0489,CPIA_TIER2_239,181.934,2.28,-1.37,PPI_PHARMA_0489,204.562,70.104,191.936,150.339,142.494,105.14,210.708,147.986,Y,2018=100,Y,0.3544,WPI-Core
2019-02,CPI_SPICES_0490,CPIA_METRO_A_240,115.542,0.194,8.955,PPI_FERTILIZER_0490,94.398,152.59,154.858,142.269,217.496,187.516,204.613,165.524,Y,2018=100,N,0.2821,CPI-IW
2025-08,CPI_HOUSING_0491,CPIA_METRO_A_241,146.504,-0.489,4.106,PPI_AUTO_PARTS_0491,179.192,215.888,167.554,210.758,129.784,153.94,152.45,140.971,Y,2018=100,Y,0.3002,Retail-PricePanel
2018-02,CPI_TRANSPORT_0492,CPIA_RURAL_242,182.7,1.238,11.701,PPI_STEEL_0492,154.877,116.708,194.082,111.513,138.252,147.484,93.777,145.264,N,2020=100,Y,0.8803,WPI-All
2019-11,CPI_CLOTHING_0493,CPIA_METRO_A_243,150.643,0.177,2.398,PPI_PHARMA_0493,195.682,221.403,134.705,181.302,156.082,141.219,183.021,140.62,N,2012=100,Y,0.3112,WPI-Core
2020-06,CPI_MILK_0494,CPIA_TIER3_244,207.611,-2.107,2.286,PPI_PAPER_0494,107.094,175.275,128.784,191.655,125.012,192.133,176.575,154.904,N,2018=100,Y,0.611,WPI-All
2025-03,CPI_MILK_0495,CPIA_TIER3_245,117.12,1.622,2.625,PPI_CEMENT_0495,196.257,152.624,121.13,223.131,161.211,94.906,184.547,92.099,N,2020=100,Y,0.2993,WPI-Core
2023-07,CPI_HOUSING_0496,CPIA_URBAN_246,192.303,-1.233,7.879,PPI_PETROLEUM_0496,141.878,115.731,167.585,152.392,218.45,117.344,120.123,143.39,N,2020=100,N,0.9976,CPI-IW
2019-08,CPI_HOUSING_0497,CPIA_METRO_B_247,164.949,-0.214,-1.082,PPI_STEEL_0497,152.934,183.523,99.612,140.274,144.912,133.208,166.929,174.768,Y,2018=100,Y,0.555,CPI-IW
2021-05,CPI_TRANSPORT_0498,CPIA_METRO_A_248,105.012,0.22,1.537,PPI_FERTILIZER_0498,135.238,200.465,202.62,118.101,118.379,145.948,208.064,177.555,Y,2020=100,N,0.8445,WPI-Core
2020-02,CPI_HEALTH_0499,CPIA_METRO_A_249,192.221,1.718,7.281,PPI_AUTO_PARTS_0499,174.101,202.602,142.671,233.977,92.734,104.501,113.984,194.786,N,2020=100,Y,0.2884,Retail-PricePanel
2024-12,CPI_FUEL_LIGHT_0500,CPIA_METRO_B_000,97.401,-1.726,6.582,PPI_CHEMICALS_0500,181.655,239.988,169.054,88.07,101.388,153.348,257.36,203.236,Y,2018=100,Y,0.211,WPI-All
2020-06,CPI_MILK_0501,CPIA_METRO_A_001,177.747,1.605,10.571,PPI_PHARMA_0501,126.576,218.38,216.935,216.747,93.232,183.065,185.125,162.045,Y,2018=100,N,0.6591,CPI-Combined
2023-10,CPI_CLOTHING_0502,CPIA_TIER2_002,177.956,2.114,3.349,PPI_FERTILIZER_0502,103.594,230.628,134.652,204.209,206.925,123.533,230.719,148.743,Y,2020=100,N,0.6283,CPI-IW
2024-03,CPI_PULSES_0503,CPIA_TIER3_003,147.995,0.277,-0.945,PPI_TEXTILES_0503,197.319,122.263,167.633,87.338,168.099,194.793,240.653,104.409,Y,2020=100,Y,0.0799,CPI-IW
2021-08,CPI_FUEL_LIGHT_0504,CPIA_RURAL_004,179.966,-1.323,11.708,PPI_FERTILIZER_0504,124.301,89.453,165.979,210.589,139.105,125.144,200.331,99.683,Y,2018=100,Y,0.8899,WPI-Core
2020-06,CPI_HOUSING_0505,CPIA_TIER2_005,138.501,0.602,1.688,PPI_STEEL_0505,101.855,184.61,120.917,154.601,96.123,105.736,178.152,93.296,N,2018=100,N,0.9816,CPI-IW
2020-02,CPI_FUEL_LIGHT_0506,CPIA_TIER3_006,202.639,-2.439,4.042,PPI_PHARMA_0506,109.174,74.223,138.907,194.793,101.924,212.304,192.62,100.419,N,2018=100,N,0.0285,Retail-PricePanel
2023-08,CPI_SPICES_0507,CPIA_TIER3_007,156.272,-1.737,0.835,PPI_PAPER_0507,213.006,174.487,173.568,179.648,145.297,216.222,156.539,97.126,N,2020=100,Y,0.4441,Retail-PricePanel
2020-03,CPI_CLOTHING_0508,CPIA_TIER3_008,189.565,2.004,7.321,PPI_AUTO_PARTS_0508,194.614,234.285,92.392,202.961,100.252,167.451,220.819,119.684,Y,2020=100,N,0.697,WPI-Core
2024-01,CPI_FRUITS_0509,CPIA_TIER3_009,179.124,1.438,7.549,PPI_FERTILIZER_0509,163.672,242.09,150.303,177.349,157.596,189.054,207.185,123.291,Y,2018=100,N,0.1468,CPI-Combined
2023-11,CPI_SPICES_0510,CPIA_COMBINED_010,95.377,3.552,7.958,PPI_AUTO_PARTS_0510,86.537,155.092,145.867,111.297,163.783,217.396,151.056,154.058,N,2012=100,N,0.4669,WPI-All
2025-06,CPI_EDIBLE_OILS_0511,CPIA_TIER3_011,111.245,0.017,5.654,PPI_PETROLEUM_0511,153.331,257.958,141.641,160.878,124.539,156.622,250.41,107.946,Y,2020=100,Y,0.8542,WPI-All
