care_util_claim_month,care_util_place_of_service_code,care_util_procedure_code,care_util_diagnosis_group_code,care_util_member_months,care_util_visit_count,care_util_admission_count,care_util_readmission_30day_rate,care_util_ed_visit_rate,care_util_preventive_visit_rate,care_util_telehealth_visit_rate,care_util_high_cost_claimant_share,care_util_generic_fill_rate,care_util_imaging_rate_per_1k,care_util_lab_rate_per_1k,care_util_post_acute_utilization_rate,care_util_home_health_utilization_rate,care_util_pmpm_cost_total,care_util_pmpm_cost_inpatient,care_util_pmpm_cost_outpatient
2044-04,61,PROC000412,RESP,384065,2389,123,4.28,317.97,619.61,166.6,3.62,64.15,334.23,1025.93,7.2,21.43,156.84,60.13,96.71
2044-05,22,PROC000413,INFECT,55087,2444,142,12.78,49.76,427.75,198.62,2.1,89.75,377.42,1372.0,21.79,20.45,989.49,222.59,766.9
2044-06,23,PROC000414,ENDO,234069,2345,129,20.38,380.66,418.02,96.6,1.35,88.84,341.92,1291.69,14.43,0.13,200.5,46.28,154.22
2044-07,24,PROC000415,INFECT,219077,2422,116,18.66,417.37,370.64,221.18,4.95,78.59,30.29,991.23,2.37,16.95,1032.51,447.59,584.92
2044-08,34,PROC000416,CARDIO,304933,2521,108,15.47,180.43,416.54,141.71,1.98,75.51,212.25,709.0,12.79,17.09,493.14,191.4,301.74
2044-09,24,PROC000417,INFECT,211424,2362,108,4.2,518.74,299.41,186.66,5.49,82.37,22.58,706.92,14.52,17.44,600.82,276.25,324.57
2044-10,42,PROC000418,MSK,346282,2447,107,5.86,153.84,567.19,231.89,2.25,72.19,289.59,1151.43,24.96,21.18,289.29,133.4,155.89
2044-11,11,PROC000419,ONC,150379,2463,127,4.53,158.98,116.62,223.5,5.65,60.14,88.39,632.84,8.8,6.77,1011.73,320.87,690.86
2044-12,41,PROC000420,INFECT,342835,2442,127,17.86,462.83,606.79,180.79,0.49,63.68,60.77,584.78,25.07,20.34,594.85,153.04,441.81
2045-01,50,PROC000421,ENDO,119251,2363,124,11.21,466.93,406.53,183.15,3.08,95.26,164.94,404.49,1.09,8.85,463.84,101.17,362.67
2045-02,42,PROC000422,RENAL,301316,2328,119,17.37,171.5,310.46,74.74,3.97,71.3,204.02,972.1,10.4,13.66,320.45,87.46,232.99
2045-03,33,PROC000423,GI,51187,2355,119,3.27,431.18,110.17,95.08,1.05,61.39,332.3,517.19,27.76,13.62,729.84,179.41,550.43
2045-04,61,PROC000424,ONC,422000,2403,122,10.84,480.43,517.05,75.56,5.5,78.9,232.84,273.79,4.47,9.74,208.01,104.99,103.02
2045-05,21,PROC000425,NEURO,53519,2444,128,14.15,298.33,665.51,97.22,0.82,58.63,345.65,1107.33,13.03,16.51,975.4,403.77,571.63
2045-06,11,PROC000426,RENAL,323284,2452,115,10.68,228.8,383.76,37.51,4.18,66.41,141.5,1384.58,26.68,21.63,1005.94,393.55,612.39
2045-07,42,PROC000427,MSK,193952,2322,126,11.37,380.59,465.02,215.16,5.89,59.57,197.97,375.15,24.9,16.81,1164.67,521.36,643.31
2045-08,22,PROC000428,RESP,303893,2483,133,9.26,408.52,197.54,208.41,1.49,95.33,196.36,223.24,20.38,14.44,197.92,93.75,104.17
2045-09,23,PROC000429,MSK,349047,2399,131,4.44,120.36,530.69,9.75,1.13,58.56,358.34,514.89,11.37,14.32,922.02,442.95,479.07
2045-10,23,PROC000430,ONC,308261,2417,104,8.65,151.23,300.92,84.37,6.02,79.22,214.42,971.39,15.9,8.87,1033.27,396.47,636.8
2045-11,71,PROC000431,ENDO,330276,2423,134,7.31,51.32,179.46,146.31,2.27,59.08,278.61,725.41,26.72,19.23,642.04,346.39,295.65
2045-12,42,PROC000432,DERM,215034,2436,120,17.86,327.46,687.98,154.76,3.38,64.95,212.52,1366.1,20.43,17.55,871.58,303.78,567.8
2046-01,34,PROC000433,GI,407134,2414,111,11.88,247.39,325.15,58.94,5.68,60.02,214.79,1054.59,8.34,5.31,913.13,220.92,692.21
2046-02,61,PROC000434,OBGYN,350894,2321,136,13.09,127.76,347.91,54.89,0.46,62.9,299.83,271.71,3.05,9.09,441.17,177.18,263.99
2046-03,42,PROC000435,ENDO,69345,2435,118,5.95,202.16,283.36,164.16,4.3,77.36,264.83,423.16,8.67,8.97,887.07,176.55,710.52
2046-04,57,PROC000436,INFECT,357609,2408,99,10.79,243.53,693.28,233.17,5.38,95.11,199.2,604.39,22.18,11.7,612.19,280.83,331.36
2046-05,41,PROC000437,NEURO,357264,2296,112,11.17,429.67,364.04,31.33,6.05,56.52,251.05,995.62,18.75,11.83,576.41,155.84,420.57
2046-06,31,PROC000438,RESP,277841,2383,99,13.73,482.74,421.59,213.01,6.17,84.9,354.1,894.06,1.95,10.53,1124.59,528.7,595.89
2046-07,34,PROC000439,DERM,73603,2459,126,10.21,243.33,499.96,205.76,0.45,87.76,286.02,495.73,12.53,18.9,211.18,79.39,131.79
2046-08,11,PROC000440,MSK,400470,2399,123,15.73,433.1,629.02,218.03,1.77,58.02,48.95,1313.35,23.55,20.38,468.05,172.28,295.77
2046-09,22,PROC000441,RENAL,106608,2420,109,5.28,350.37,267.01,139.68,4.37,60.96,245.22,819.78,13.17,8.98,1030.12,193.68,836.44
2046-10,34,PROC000442,DERM,439910,2421,133,3.66,497.07,124.47,77.42,5.71,64.08,335.38,812.34,9.18,2.08,830.65,429.49,401.16
2046-11,81,PROC000443,ONC,111245,2439,117,10.08,247.95,558.08,115.73,5.93,92.75,35.55,871.63,4.58,20.91,697.32,220.68,476.64
2046-12,49,PROC000444,GI,242069,2385,126,11.5,229.31,488.54,139.79,2.52,83.88,325.32,218.25,25.99,11.76,1095.95,283.76,812.19
2047-01,41,PROC000445,NEURO,78303,2374,113,14.03,310.59,656.12,101.58,2.72,65.75,213.3,1285.4,25.32,4.5,1237.97,593.66,644.31
2047-02,34,PROC000446,CARDIO,316528,2418,127,14.02,220.19,121.57,213.53,4.71,56.84,300.56,982.95,15.17,21.05,272.84,111.89,160.95
2047-03,22,PROC000447,CARDIO,67004,2431,119,15.99,237.7,501.58,37.33,2.01,67.06,241.17,904.2,22.16,9.11,1222.61,561.26,661.35
2047-04,57,PROC000448,RENAL,99600,2367,122,17.55,148.97,668.05,17.98,2.82,60.52,172.84,436.24,18.57,17.82,877.03,158.5,718.53
2047-05,22,PROC000449,INFECT,335014,2368,116,7.34,180.21,253.71,15.27,4.75,63.35,90.87,1386.53,6.73,21.32,134.01,71.63,62.38
2047-06,34,PROC000450,RESP,366118,2361,122,4.33,97.02,315.39,29.16,3.85,58.16,88.64,1394.14,22.21,17.77,1050.61,300.23,750.38
2047-07,34,PROC000451,INFECT,324522,2407,116,13.98,303.5,101.41,37.36,5.48,58.28,325.02,359.41,11.39,8.84,278.96,52.58,226.38
2047-08,42,PROC000452,MSK,437480,2342,115,21.63,438.61,271.89,204.37,2.91,87.82,33.6,952.19,8.57,17.3,290.89,133.5,157.39
2047-09,42,PROC000453,DERM,150668,2372,118,9.14,80.85,269.91,232.36,1.69,62.71,280.33,1272.94,24.91,6.29,919.74,502.78,416.96
2047-10,23,PROC000454,ONC,171122,2454,136,5.11,284.51,110.04,56.33,2.42,72.57,240.55,397.67,20.03,15.53,765.1,397.83,367.27
2047-11,33,PROC000455,OBGYN,84116,2314,126,8.02,365.51,557.44,10.26,0.49,75.72,304.45,160.5,18.3,14.39,453.77,112.85,340.92
2047-12,57,PROC000456,OBGYN,172306,2390,110,6.16,137.4,660.31,175.24,6.26,56.47,164.29,381.72,21.56,8.75,684.42,319.07,365.35
2048-01,24,PROC000457,RESP,415967,2392,129,8.3,184.17,93.83,8.05,0.39,65.35,179.97,1276.58,6.16,12.94,358.08,128.83,229.25
2048-02,11,PROC000458,INFECT,51852,2374,121,13.87,105.33,526.47,40.87,1.56,92.72,376.33,1352.04,23.61,1.45,533.99,143.62,390.37
2048-03,71,PROC000459,NEURO,427939,2388,124,20.77,261.34,243.48,236.92,1.7,57.22,256.58,792.62,23.1,10.27,597.7,278.3,319.4
2048-04,34,PROC000460,ENDO,103366,2294,110,19.3,92.7,329.03,33.26,4.34,60.36,50.29,1119.01,24.95,20.04,894.88,199.12,695.76
2048-05,71,PROC000461,RENAL,128250,2419,112,20.61,463.74,398.32,158.39,0.33,90.79,25.45,255.05,19.57,15.5,610.94,276.75,334.19
2048-06,23,PROC000462,ENDO,376793,2354,114,6.86,49.42,423.07,27.66,4.57,64.48,343.2,410.03,14.53,16.11,698.49,367.1,331.39
2048-07,24,PROC000463,RENAL,264051,2499,111,5.3,197.4,223.04,95.43,1.63,85.2,170.96,409.34,2.6,0.68,280.05,93.12,186.93
2048-08,50,PROC000464,ONC,315456,2428,114,4.26,511.72,312.65,64.83,4.53,78.08,273.28,872.09,16.19,9.08,1179.87,348.29,831.58
2048-09,81,PROC000465,GI,441818,2383,122,4.97,419.24,593.72,105.66,3.54,75.84,165.98,589.92,19.2,18.16,884.52,208.31,676.21
2048-10,32,PROC000466,ONC,61610,2362,113,5.6,182.61,189.73,155.2,1.22,59.84,193.89,145.7,15.2,13.4,885.3,434.51,450.79
2048-11,50,PROC000467,OBGYN,322052,2369,117,7.86,423.85,694.5,154.84,1.51,64.35,93.7,558.56,10.33,2.28,785.78,351.25,434.53
2048-12,31,PROC000468,ONC,341332,2403,128,8.82,145.33,243.58,195.34,4.49,81.03,107.13,427.45,10.93,18.82,460.96,93.96,367.0
2049-01,42,PROC000469,NEURO,13665,2407,112,14.42,341.09,720.0,152.99,6.23,59.12,79.31,334.42,15.84,21.62,627.02,329.0,298.02
2049-02,34,PROC000470,OBGYN,269730,2527,106,14.15,472.16,274.76,138.3,5.96,79.64,92.56,1119.24,27.13,9.91,861.72,281.91,579.81
2049-03,19,PROC000471,OBGYN,89372,2451,135,6.21,456.99,186.1,228.21,0.95,93.94,352.53,890.3,18.86,2.51,1067.96,554.2,513.76
2049-04,61,PROC000472,INFECT,433565,2338,112,5.36,330.35,672.88,56.39,5.23,70.16,356.66,1037.77,16.94,5.81,460.09,92.22,367.87
2049-05,57,PROC000473,DERM,287861,2457,143,20.59,479.37,570.67,103.82,5.48,91.13,230.23,515.04,20.12,5.27,552.31,226.78,325.53
2049-06,24,PROC000474,CARDIO,269573,2411,115,13.58,136.6,534.39,231.7,2.79,92.97,294.69,508.65,3.03,4.61,1027.46,513.47,513.99
2049-07,32,PROC000475,MSK,186243,2405,126,15.04,153.2,117.48,232.11,3.85,82.39,361.51,616.4,3.15,10.3,354.27,149.53,204.74
2049-08,50,PROC000476,MSK,27137,2405,114,20.2,99.15,363.63,207.67,2.76,79.06,320.93,1377.81,22.8,1.69,149.95,27.26,122.69
2049-09,33,PROC000477,ENDO,104401,2404,115,3.3,347.27,500.98,44.11,1.85,82.25,33.1,1340.21,7.87,11.15,462.57,179.5,283.07
2049-10,11,PROC000478,NEURO,382894,2401,121,6.04,435.7,119.51,198.26,4.09,59.89,245.92,314.86,20.08,20.39,661.81,134.65,527.16
2049-11,21,PROC000479,CARDIO,261736,2341,117,13.44,69.03,332.85,195.19,4.47,86.68,301.12,288.83,26.27,5.29,840.53,219.15,621.38
2049-12,61,PROC000480,DERM,46261,2370,121,17.2,261.34,618.15,226.58,3.42,65.71,246.81,1356.13,14.32,21.75,1231.45,459.7,771.75
2050-01,34,PROC000481,RESP,446082,2432,126,8.97,318.41,107.98,43.33,5.26,61.15,36.33,844.94,27.02,10.92,464.37,140.58,323.79
2050-02,57,PROC000482,MSK,57323,2466,108,7.84,74.13,239.45,184.07,3.79,84.72,295.91,740.2,27.75,15.78,332.54,173.75,158.79
2050-03,81,PROC000483,DERM,7984,2346,131,18.77,47.44,91.09,57.45,0.69,82.56,254.76,927.1,25.63,7.69,928.01,324.23,603.78
2050-04,22,PROC000484,OBGYN,138493,2253,109,4.77,368.01,362.48,170.23,0.55,76.8,87.97,520.48,7.12,7.64,507.85,148.19,359.66
2050-05,19,PROC000485,DERM,32942,2434,123,15.32,333.55,403.87,105.57,1.73,64.08,325.9,139.21,20.53,16.38,1229.18,598.71,630.47
2050-06,41,PROC000486,GI,302659,2330,100,16.41,227.97,124.16,109.6,3.4,81.07,250.75,139.5,15.87,4.62,361.0,115.21,245.79
2050-07,22,PROC000487,RESP,21046,2358,112,4.19,224.47,634.39,224.21,3.37,63.34,355.02,750.36,3.56,20.65,984.07,500.96,483.11
2050-08,57,PROC000488,OBGYN,69670,2344,123,4.16,101.09,499.67,25.04,1.23,69.1,312.85,1297.13,8.43,5.92,359.79,139.81,219.98
2050-09,31,PROC000489,MSK,358625,2421,117,20.41,43.36,415.5,112.98,5.59,83.01,139.57,608.64,20.0,3.81,1247.08,259.24,987.84
2050-10,81,PROC000490,RESP,127390,2387,118,16.22,336.68,134.73,58.04,5.17,70.38,268.86,248.82,8.75,0.12,782.38,312.81,469.57
2050-11,23,PROC000491,INFECT,209801,2412,104,4.16,218.39,610.18,201.13,5.2,78.9,362.49,305.15,20.17,21.51,212.77,111.07,101.7
2050-12,81,PROC000492,NEURO,249945,2454,114,21.38,52.14,572.24,233.34,2.86,67.66,51.32,1149.12,26.98,13.16,438.83,143.35,295.48
2051-01,32,PROC000493,OBGYN,386125,2332,130,20.87,90.08,376.13,210.44,1.33,70.07,132.81,618.57,17.5,18.31,624.63,274.91,349.72
2051-02,33,PROC000494,ONC,290173,2487,121,9.6,355.88,422.86,173.27,6.32,75.33,155.04,926.03,3.96,10.96,1076.35,412.8,663.55
2051-03,33,PROC000495,CARDIO,266505,2305,120,12.1,374.42,209.37,63.9,1.51,60.05,365.62,274.64,27.3,17.29,440.86,91.27,349.59
2051-04,34,PROC000496,GI,263714,2367,118,9.22,469.34,437.27,22.28,6.16,87.9,241.0,1022.14,7.71,17.73,491.88,213.0,278.88
2051-05,71,PROC000497,NEURO,211723,2381,113,3.84,506.94,262.84,87.71,1.98,90.37,177.28,373.13,3.15,3.23,1197.52,419.12,778.4
2051-06,22,PROC000498,DERM,287473,2420,121,11.3,291.1,644.75,147.19,2.06,80.35,352.46,335.24,25.22,4.63,1168.57,465.67,702.9
2051-07,24,PROC000499,INFECT,325832,2419,126,4.74,505.07,648.99,48.58,5.74,95.23,87.21,625.21,5.7,8.17,212.22,82.66,129.56
2051-08,11,PROC000500,RESP,414667,2370,125,21.75,220.95,344.54,103.0,0.96,83.99,237.09,800.81,7.75,20.38,883.89,371.35,512.54
2051-09,50,PROC000501,MSK,120188,2381,141,20.83,320.07,404.11,115.56,4.63,84.12,66.02,1035.13,1.48,3.93,699.65,333.23,366.42
2051-10,41,PROC000502,INFECT,192499,2469,124,6.07,221.12,336.21,85.21,3.04,67.55,296.67,1018.13,17.94,2.78,960.18,313.78,646.4
2051-11,21,PROC000503,RENAL,268058,2355,112,20.38,108.98,656.07,10.66,4.13,90.75,33.83,900.73,24.17,11.21,483.15,221.83,261.32
2051-12,33,PROC000504,ONC,280896,2318,125,7.15,90.28,156.36,4.79,0.99,70.94,338.76,484.72,18.03,19.32,538.08,257.35,280.73
2052-01,33,PROC000505,CARDIO,228525,2416,125,3.31,269.29,141.93,101.26,5.96,88.92,76.21,215.9,17.76,20.01,569.05,133.21,435.84
2052-02,34,PROC000506,CARDIO,68415,2434,121,16.46,494.38,404.46,126.24,5.88,91.75,46.7,663.92,2.14,9.23,752.75,246.87,505.88
2052-03,71,PROC000507,RENAL,386111,2464,141,10.46,54.75,672.05,111.72,4.43,79.75,258.82,1180.98,14.16,11.07,1078.82,273.26,805.56
2052-04,81,PROC000508,OBGYN,313280,2392,110,12.0,261.11,511.35,68.81,4.19,55.41,81.77,1102.85,12.68,17.33,1194.15,327.38,866.77
2052-05,61,PROC000509,MSK,220778,2426,110,19.79,373.78,80.03,195.46,0.89,81.78,24.55,821.63,0.03,3.53,800.98,386.26,414.72
2052-06,22,PROC000510,CARDIO,309217,2461,132,20.97,376.98,374.66,72.37,0.38,60.44,351.6,1271.05,11.15,3.0,291.44,139.51,151.93
2052-07,23,PROC000511,NEURO,309336,2287,127,21.05,265.86,493.59,14.15,1.37,60.05,160.93,1193.13,26.45,13.45,1088.05,341.68,746.37
2052-08,24,PROC000512,MSK,337043,2392,122,20.6,294.14,592.14,163.02,3.17,87.61,60.49,443.21,7.54,13.4,400.66,113.92,286.74
2052-09,11,PROC000513,RENAL,48743,2359,113,3.82,238.23,162.94,124.63,0.59,93.49,39.95,331.93,20.69,5.4,1153.35,617.92,535.43
2052-10,31,PROC000514,MSK,238653,2489,121,18.65,483.39,217.26,9.7,4.42,91.12,160.95,830.4,26.22,3.72,436.12,205.58,230.54
2052-11,42,PROC000515,RESP,133283,2439,94,4.25,238.02,283.26,33.81,1.97,86.93,342.0,163.7,24.99,6.34,397.87,76.26,321.61
2052-12,50,PROC000516,ONC,344918,2476,120,8.2,457.42,363.65,161.87,2.38,81.42,149.16,782.02,27.67,2.85,825.78,259.17,566.61
2053-01,21,PROC000517,GI,150663,2406,114,3.81,514.78,516.27,38.02,3.25,70.14,42.32,1257.04,26.36,3.52,264.76,141.88,122.88
2053-02,61,PROC000518,RESP,187649,2327,109,10.84,158.76,369.56,4.19,2.34,85.97,249.69,1277.96,9.65,8.25,140.13,74.73,65.4
2053-03,22,PROC000519,RESP,142552,2419,128,13.82,397.59,189.15,119.83,2.95,56.58,280.16,362.8,2.69,17.03,966.38,309.44,656.94
2053-04,31,PROC000520,DERM,231127,2414,117,12.03,344.88,378.8,107.68,3.37,89.78,103.75,815.35,2.0,21.4,476.0,174.41,301.59
2053-05,71,PROC000521,MSK,426445,2370,148,8.74,173.85,568.51,189.42,5.03,78.84,89.62,1187.14,22.39,12.27,1051.37,199.38,851.99
2053-06,22,PROC000522,DERM,231124,2380,126,19.53,108.53,530.33,106.16,1.82,93.52,117.33,738.79,9.25,9.58,178.54,42.97,135.57
2053-07,19,PROC000523,RESP,125987,2428,132,16.57,412.46,135.55,11.06,1.5,86.04,289.99,161.12,8.95,8.75,341.66,87.85,253.81
2053-08,23,PROC000524,RENAL,278185,2373,105,17.69,337.01,106.22,237.97,5.82,64.12,288.15,1130.16,27.35,18.46,1089.03,436.53,652.5
2053-09,71,PROC000525,INFECT,448387,2378,129,7.39,52.26,269.39,102.99,1.17,88.05,151.94,604.21,22.29,14.09,150.26,60.27,89.99
2053-10,32,PROC000526,OBGYN,362308,2359,115,3.75,396.5,389.89,99.38,6.35,90.16,196.35,1195.76,14.01,15.88,164.56,42.97,121.59
2053-11,42,PROC000527,ENDO,183235,2320,105,14.36,491.05,81.79,196.01,2.38,83.02,219.91,331.67,26.48,14.52,700.98,330.82,370.16
2053-12,49,PROC000528,RENAL,294837,2362,120,16.89,449.97,531.62,27.17,4.57,82.52,329.12,655.69,4.38,3.03,568.2,186.23,381.97
2054-01,34,PROC000529,CARDIO,18914,2389,113,6.85,86.78,312.69,82.55,2.01,95.36,362.94,680.53,9.62,11.34,452.92,98.33,354.59
2054-02,19,PROC000530,ENDO,178242,2443,104,6.08,85.35,659.3,2.99,1.24,75.49,189.06,775.7,3.94,10.18,816.48,163.74,652.74
2054-03,71,PROC000531,RESP,75000,2359,121,12.88,478.35,527.53,99.79,3.69,67.76,369.93,981.16,7.12,3.77,204.05,49.75,154.3
2054-04,61,PROC000532,ENDO,120047,2365,106,8.57,443.36,194.34,237.02,5.21,66.81,249.06,485.16,10.15,15.24,1041.15,451.02,590.13
2054-05,34,PROC000533,CARDIO,64274,2516,135,6.86,390.92,470.04,133.3,4.71,87.95,363.7,345.54,27.81,19.1,205.14,89.15,115.99
2054-06,24,PROC000534,GI,441911,2405,111,7.97,386.29,450.43,82.03,2.73,83.05,275.93,1371.68,5.99,8.66,437.59,227.09,210.5
2054-07,71,PROC000535,OBGYN,447891,2359,114,13.14,359.7,619.93,189.31,1.78,71.87,182.1,298.77,10.42,14.98,979.99,468.6,511.39
2054-08,34,PROC000536,DERM,352090,2386,108,7.24,138.68,108.39,50.55,3.61,56.01,377.07,624.03,24.35,15.78,964.21,248.94,715.27
2054-09,61,PROC000537,NEURO,399722,2496,123,17.82,265.72,698.33,168.56,6.21,92.62,323.71,503.71,27.48,15.59,399.17,75.23,323.94
2054-10,19,PROC000538,DERM,385485,2391,115,20.33,318.92,378.48,136.72,4.62,69.88,107.26,1312.2,11.02,8.04,615.58,262.55,353.03
2054-11,19,PROC000539,INFECT,339873,2351,120,15.93,225.47,155.04,84.57,0.54,82.38,192.14,1040.94,14.06,21.89,1216.54,291.37,925.17
2054-12,23,PROC000540,INFECT,258083,2384,140,9.91,183.98,299.82,60.16,1.7,57.25,133.02,589.73,25.55,18.19,137.79,43.23,94.56
2055-01,57,PROC000541,ENDO,398685,2432,111,16.88,376.97,186.85,44.69,6.35,74.65,188.85,606.46,1.19,15.56,193.57,71.26,122.31
2055-02,23,PROC000542,ONC,149894,2407,116,17.74,502.46,279.83,91.41,1.98,58.83,330.18,847.62,0.74,2.25,690.0,352.25,337.75
2055-03,42,PROC000543,GI,202479,2376,117,10.39,419.06,365.34,136.92,5.51,82.45,271.46,1113.14,14.79,4.9,518.42,176.77,341.65
2055-04,34,PROC000544,CARDIO,307570,2370,142,21.65,345.01,283.49,97.24,4.31,79.49,281.93,647.33,27.29,18.33,1108.89,359.96,748.93
2055-05,71,PROC000545,OBGYN,365986,2329,127,18.2,155.42,569.98,145.25,2.44,85.12,217.02,530.01,9.0,13.17,1229.9,673.87,556.03
2055-06,61,PROC000546,ENDO,173224,2413,115,3.51,123.47,367.25,184.1,2.26,75.61,277.92,507.24,19.01,14.59,1062.7,507.22,555.48
2055-07,11,PROC000547,ENDO,3234,2454,123,14.24,265.11,345.69,206.74,0.85,59.39,366.37,1122.46,15.48,2.29,409.0,74.68,334.32
2055-08,23,PROC000548,INFECT,197434,2394,129,15.82,446.98,688.54,17.25,3.85,63.14,216.56,981.02,3.88,2.66,1138.83,545.02,593.81
2055-09,49,PROC000549,GI,409260,2397,134,13.04,490.09,432.28,8.98,4.89,57.7,117.52,1233.11,19.27,17.05,1143.94,259.06,884.88
2055-10,21,PROC000550,NEURO,212711,2341,112,9.69,111.12,659.51,187.82,1.33,88.96,176.9,336.29,2.69,1.56,1108.61,226.31,882.3
2055-11,32,PROC000551,ENDO,217845,2307,132,3.25,461.81,423.58,222.46,0.36,66.77,228.12,1223.78,7.76,8.0,364.28,105.81,258.47
2055-12,61,PROC000552,RESP,230384,2476,114,16.58,370.13,95.86,166.77,1.56,67.36,160.98,1019.54,16.29,17.92,714.42,190.25,524.17
2056-01,33,PROC000553,NEURO,179569,2404,130,17.75,499.53,719.12,38.8,0.95,74.35,144.9,277.31,9.47,21.77,1004.05,523.79,480.26
2056-02,24,PROC000554,CARDIO,332604,2406,128,12.46,367.5,192.57,194.15,3.3,86.84,212.27,1212.88,14.59,10.53,330.81,113.74,217.07
2056-03,50,PROC000555,DERM,237510,2435,133,19.59,490.88,707.58,28.58,3.48,87.69,69.6,335.53,12.05,6.31,413.92,96.55,317.37
2056-04,41,PROC000556,OBGYN,319324,2453,119,8.43,391.79,682.24,132.73,4.72,60.5,174.09,739.71,3.24,0.33,683.92,325.19,358.73
2056-05,41,PROC000557,ENDO,131896,2443,130,9.9,82.2,241.14,73.94,3.33,82.48,221.57,484.87,23.92,16.57,641.13,220.73,420.4
2056-06,57,PROC000558,ENDO,100697,2406,120,8.84,312.85,631.58,23.25,5.9,67.75,86.69,992.31,4.51,17.21,475.44,169.52,305.92
2056-07,32,PROC000559,RESP,269907,2393,106,18.08,410.55,149.91,9.97,0.25,94.62,23.87,790.98,19.96,6.15,935.35,430.6,504.75
2056-08,23,PROC000560,OBGYN,320452,2338,118,10.28,356.38,278.7,133.7,4.16,81.32,329.8,969.2,21.1,14.67,1179.59,441.97,737.62
2056-09,41,PROC000561,ONC,46722,2438,125,11.86,431.05,143.82,6.8,2.25,82.1,84.2,462.52,7.15,1.07,1214.4,530.11,684.29
2056-10,31,PROC000562,RESP,239880,2377,116,12.77,390.37,388.66,133.11,6.44,92.43,236.14,1392.49,26.34,0.67,1010.09,260.09,750.0
2056-11,49,PROC000563,INFECT,121865,2402,113,12.52,477.06,335.64,106.07,5.11,72.53,354.27,497.68,4.51,12.79,130.24,27.95,102.29
2056-12,33,PROC000564,ONC,381097,2415,127,12.42,267.57,519.99,9.57,2.09,68.56,33.94,1012.89,1.66,8.74,865.07,241.94,623.13
2057-01,61,PROC000565,INFECT,172034,2341,132,16.65,202.66,276.79,215.99,5.63,77.4,65.0,227.31,8.65,21.05,417.99,223.39,194.6
2057-02,33,PROC000566,RENAL,416014,2433,136,14.14,210.3,659.31,16.01,0.53,88.78,349.85,1061.85,10.32,19.38,188.45,72.05,116.4
2057-03,57,PROC000567,ONC,38474,2378,121,19.53,215.74,112.87,61.55,2.13,89.83,374.99,752.56,22.38,18.97,732.73,156.78,575.95
2057-04,42,PROC000568,DERM,415301,2344,141,4.95,244.49,264.16,19.89,4.58,79.33,167.46,1196.14,14.53,19.38,1218.34,571.91,646.43
2057-05,31,PROC000569,INFECT,235856,2402,126,17.43,281.43,532.48,111.1,0.26,88.74,121.33,1163.56,17.13,3.88,323.18,118.09,205.09
2057-06,19,PROC000570,NEURO,213892,2401,105,9.72,300.29,277.92,27.59,6.15,59.04,168.13,902.02,5.8,4.25,1106.08,438.46,667.62
2057-07,24,PROC000571,RENAL,256090,2345,122,19.32,356.66,437.19,152.19,3.13,83.06,144.29,1216.79,16.53,4.7,168.05,43.7,124.35
2057-08,49,PROC000572,ONC,277266,2416,125,7.88,218.34,611.58,15.26,4.97,84.98,78.87,798.39,27.01,7.57,1185.61,314.53,871.08
2057-09,22,PROC000573,CARDIO,220110,2319,128,10.42,98.44,694.01,205.61,6.05,93.16,370.1,515.08,0.19,10.46,585.36,305.02,280.34
2057-10,21,PROC000574,DERM,365430,2377,107,16.24,351.84,126.09,122.29,3.99,75.83,292.83,1355.15,12.77,11.83,1067.12,258.73,808.39
2057-11,71,PROC000575,INFECT,224705,2438,111,17.2,509.94,186.2,214.21,3.01,82.1,282.08,643.51,7.1,20.94,1221.77,460.94,760.83
2057-12,42,PROC000576,MSK,263184,2354,113,21.88,79.68,479.88,124.91,3.35,80.9,303.68,949.81,17.42,11.8,1046.85,560.56,486.29
2058-01,24,PROC000577,CARDIO,69911,2377,124,16.9,43.28,94.99,17.89,0.81,58.16,264.03,1196.52,2.07,3.3,310.02,132.25,177.77
2058-02,41,PROC000578,CARDIO,123285,2378,135,18.85,406.78,625.73,14.71,5.37,94.23,78.27,502.73,23.86,12.81,231.71,81.36,150.35
2058-03,57,PROC000579,GI,270893,2414,106,6.14,409.66,365.9,70.0,1.96,65.78,115.24,360.33,11.36,15.69,200.1,84.31,115.79
2058-04,61,PROC000580,DERM,356967,2311,139,9.81,334.6,85.76,43.62,5.91,77.05,246.73,524.79,20.43,11.11,249.83,94.45,155.38
2058-05,21,PROC000581,NEURO,75977,2420,120,6.29,137.22,621.88,178.62,5.92,84.28,206.66,980.14,0.08,18.3,151.1,40.53,110.57
2058-06,41,PROC000582,OBGYN,155293,2468,114,20.15,322.32,297.91,31.37,4.73,84.14,366.98,669.25,18.81,2.54,183.37,88.17,95.2
2058-07,31,PROC000583,GI,103137,2328,134,7.81,171.59,652.51,6.93,1.93,84.32,99.0,706.36,2.01,15.75,496.41,193.78,302.63
2058-08,23,PROC000584,MSK,411495,2441,140,6.59,92.57,678.38,41.29,4.41,86.37,363.93,1282.73,14.25,13.64,1007.82,301.85,705.97
2058-09,49,PROC000585,ENDO,433796,2409,109,11.09,190.87,242.07,29.46,2.33,56.46,78.98,204.47,3.49,9.73,254.87,117.5,137.37
2058-10,41,PROC000586,GI,403152,2365,130,6.11,137.75,628.28,122.46,1.13,71.18,37.47,330.23,5.51,8.07,372.07,198.29,173.78
