trans_port_arrival_date,trans_port_port_un_locode,trans_port_vessel_imo_hash,trans_port_vessel_type_code,trans_port_cargo_category_code,trans_port_container_teu_count,trans_port_cargo_tonnage_metric,trans_port_origin_country_code,trans_port_destination_country_code,trans_port_berth_assignment_id,trans_port_berth_time_hours,trans_port_dwell_time_hours,trans_port_customs_hold_flag,trans_port_rail_intermodal_flag,trans_port_truck_gate_turn_time_minutes,trans_port_emissions_at_berth_kg,trans_port_harbor_congestion_index,trans_port_pilotage_required_flag,trans_port_weather_delay_flag,trans_port_security_level_code
2018-01-26,USHOU,IMO000000391,TANKER,AUTOMOTIVE,12619,203675.69,GB,US,BERTH0000391,79.34,197.64,0,0,25.68,44724.91,0.0505,1,0,LEVEL_2
2018-01-27,USSEA,IMO000000392,CONTAINER,INDUSTRIAL,21041,68518.35,DE,CA,BERTH0000392,90.28,149.17,0,0,23.69,70175.93,0.76,0,0,LEVEL_2
2018-01-28,USMIA,IMO000000393,CONTAINER,CONSUMER_GOODS,2971,58608.74,DE,CA,BERTH0000393,95.69,8.44,0,0,32.44,72311.19,0.3426,1,0,LEVEL_3
2018-01-29,USSAV,IMO000000394,CONTAINER,AUTOMOTIVE,8863,6717.43,CN,US,BERTH0000394,72.93,182.88,0,0,49.04,771.85,0.7161,1,0,LEVEL_1
2018-01-30,USOAK,IMO000000395,RORO,AGRI_FOOD,11131,113413.63,CN,US,BERTH0000395,84.14,51.36,0,1,141.43,33253.74,0.866,0,0,LEVEL_1
2018-01-31,USSAV,IMO000000396,CONTAINER,CONSUMER_GOODS,15318,188673.6,CN,US,BERTH0000396,46.5,169.6,0,1,101.01,32689.32,0.3444,0,0,LEVEL_3
2018-02-01,USNYC,IMO000000397,CONTAINER,AUTOMOTIVE,1045,150037.1,JP,US,BERTH0000397,29.05,59.51,0,1,71.0,94975.19,0.47,0,0,LEVEL_1
2018-02-02,USTAC,IMO000000398,BULK,ENERGY,2472,178457.25,NL,CA,BERTH0000398,12.17,162.14,0,1,13.4,86130.93,0.3555,1,1,LEVEL_2
2018-02-03,USLAX,IMO000000399,CONTAINER,AGRI_FOOD,1661,163678.2,VN,US,BERTH0000399,48.08,4.78,0,0,144.9,23184.8,0.7974,0,0,LEVEL_2
2018-02-04,USCHS,IMO000000400,BULK,AUTOMOTIVE,11835,130177.32,IN,US,BERTH0000400,68.98,94.15,0,0,170.13,12932.84,0.8407,0,0,LEVEL_1
2018-02-05,USSAV,IMO000000401,CONTAINER,AUTOMOTIVE,8147,250105.62,BR,US,BERTH0000401,61.07,188.57,0,0,140.65,17967.62,0.1768,0,0,LEVEL_1
2018-02-06,USTAC,IMO000000402,BULK,ENERGY,2625,144059.35,VN,US,BERTH0000402,72.3,145.75,0,1,172.24,89540.29,0.5551,1,1,LEVEL_1
2018-02-07,USLGB,IMO000000403,CONTAINER,INDUSTRIAL,1387,121001.28,KR,US,BERTH0000403,93.78,219.48,0,0,9.61,94043.71,0.9521,0,0,LEVEL_1
2018-02-08,USTAC,IMO000000404,BULK,ENERGY,9460,85810.73,BR,US,BERTH0000404,73.62,41.58,0,0,78.87,12062.3,0.7567,0,0,LEVEL_2
2018-02-09,USLAX,IMO000000405,RORO,INDUSTRIAL,12361,121880.05,DE,US,BERTH0000405,52.44,205.52,0,0,121.98,88128.04,0.8263,0,0,LEVEL_1
2018-02-10,USMIA,IMO000000406,CONTAINER,CONSUMER_GOODS,10515,348562.14,JP,US,BERTH0000406,12.83,28.96,0,0,25.89,6164.67,0.5447,0,0,LEVEL_1
2018-02-11,USOAK,IMO000000407,TANKER,AUTOMOTIVE,7771,130256.25,NL,US,BERTH0000407,95.65,66.78,0,1,71.17,21635.32,0.3203,0,0,LEVEL_2
2018-02-12,USOAK,IMO000000408,BULK,AGRI_FOOD,10550,119785.54,GB,MX,BERTH0000408,55.41,3.99,0,1,174.53,52725.83,0.6796,0,0,LEVEL_1
2018-02-13,USNYC,IMO000000409,GENERAL_CARGO,ENERGY,11833,128932.75,VN,US,BERTH0000409,74.67,206.39,0,0,14.54,56555.16,0.3965,0,0,LEVEL_1
2018-02-14,USMIA,IMO000000410,TANKER,AUTOMOTIVE,17987,320265.23,BR,US,BERTH0000410,6.45,15.98,1,0,44.22,41208.63,0.0133,0,0,LEVEL_1
2018-02-15,USLGB,IMO000000411,CONTAINER,AUTOMOTIVE,16281,191314.64,SG,CA,BERTH0000411,42.98,94.99,0,1,109.94,89784.45,0.7819,0,0,LEVEL_1
2018-02-16,USHOU,IMO000000412,CONTAINER,CONSUMER_GOODS,4823,48765.36,IN,US,BERTH0000412,68.35,133.54,0,1,27.38,1184.23,0.1182,0,0,LEVEL_1
2018-02-17,USLAX,IMO000000413,CONTAINER,OTHER,7074,45765.71,JP,US,BERTH0000413,71.19,70.79,0,0,100.93,82992.64,0.3042,0,0,LEVEL_1
2018-02-18,USHOU,IMO000000414,CONTAINER,INDUSTRIAL,7100,187173.08,DE,US,BERTH0000414,48.09,113.98,0,0,84.34,635.74,0.2675,0,0,LEVEL_1
2018-02-19,USLGB,IMO000000415,BULK,INDUSTRIAL,11263,174517.2,KR,US,BERTH0000415,20.19,123.87,0,0,149.08,42799.8,0.714,0,0,LEVEL_1
2018-02-20,USSAV,IMO000000416,CONTAINER,CHEMICALS,12436,164873.31,GB,US,BERTH0000416,33.76,4.59,1,0,23.93,12609.13,0.8133,0,0,LEVEL_1
2018-02-21,USTAC,IMO000000417,CONTAINER,CHEMICALS,8998,305892.93,IN,US,BERTH0000417,11.25,218.89,0,1,178.24,39235.76,0.2764,1,0,LEVEL_1
2018-02-22,USCHS,IMO000000418,CONTAINER,AUTOMOTIVE,4304,358295.89,BR,CA,BERTH0000418,15.0,46.67,0,1,131.55,88767.5,0.5081,1,0,LEVEL_2
2018-02-23,USHOU,IMO000000419,CONTAINER,INDUSTRIAL,1984,241594.79,BR,US,BERTH0000419,28.68,46.52,0,0,96.67,86146.06,0.5481,0,0,LEVEL_1
2018-02-24,USLGB,IMO000000420,GENERAL_CARGO,CONSUMER_GOODS,1629,216763.01,KR,US,BERTH0000420,73.86,59.13,0,1,150.01,40696.79,0.2572,0,0,LEVEL_1
2018-02-25,USCHS,IMO000000421,RORO,CHEMICALS,4976,48164.57,IN,MX,BERTH0000421,19.35,13.38,0,0,103.34,42749.12,0.1681,0,0,LEVEL_1
2018-02-26,USMIA,IMO000000422,BULK,ENERGY,4213,286457.55,BR,CA,BERTH0000422,23.36,78.14,0,1,47.66,81295.92,0.137,1,0,LEVEL_2
2018-02-27,USLAX,IMO000000423,CONTAINER,AGRI_FOOD,7176,94038.01,CA,US,BERTH0000423,90.59,136.23,0,1,10.99,63389.83,0.5966,0,0,LEVEL_2
2018-02-28,USNYC,IMO000000424,BULK,CONSUMER_GOODS,6391,326711.56,CA,US,BERTH0000424,29.92,120.57,0,0,51.36,82491.0,0.2864,0,0,LEVEL_1
2018-03-01,USSAV,IMO000000425,CONTAINER,OTHER,16298,120632.2,CN,US,BERTH0000425,31.25,65.78,0,0,152.53,87512.86,0.9393,1,1,LEVEL_3
2018-03-02,USLAX,IMO000000426,BULK,ENERGY,20938,317049.54,JP,US,BERTH0000426,38.08,47.83,0,0,18.99,73126.26,0.4889,0,0,LEVEL_3
2018-03-03,USOAK,IMO000000427,RORO,ENERGY,782,326011.85,IN,US,BERTH0000427,10.08,77.88,0,0,65.38,73849.76,0.2011,0,0,LEVEL_1
2018-03-04,USSAV,IMO000000428,BULK,INDUSTRIAL,4026,372258.94,IN,US,BERTH0000428,23.17,182.41,0,0,59.39,412.15,0.6245,0,0,LEVEL_1
2018-03-05,USTAC,IMO000000429,TANKER,OTHER,1599,128310.17,CA,US,BERTH0000429,14.52,68.97,0,0,159.5,37613.24,0.9612,0,0,LEVEL_2
2018-03-06,USLGB,IMO000000430,CONTAINER,INDUSTRIAL,5893,74165.5,CN,US,BERTH0000430,48.86,134.91,0,1,17.04,49525.34,0.267,0,0,LEVEL_2
2018-03-07,USSEA,IMO000000431,CONTAINER,CHEMICALS,12791,130852.08,MX,US,BERTH0000431,6.81,102.64,0,0,157.88,50825.06,0.9684,1,0,LEVEL_2
2018-03-08,USSAV,IMO000000432,CONTAINER,CONSUMER_GOODS,18743,157234.8,VN,US,BERTH0000432,64.68,48.56,0,0,95.61,5412.22,0.2843,0,0,LEVEL_1
2018-03-09,USMIA,IMO000000433,CONTAINER,INDUSTRIAL,18542,55872.51,MX,MX,BERTH0000433,8.97,85.87,0,1,83.54,47874.21,0.3902,0,0,LEVEL_1
2018-03-10,USLAX,IMO000000434,CONTAINER,AUTOMOTIVE,9520,117371.38,IN,US,BERTH0000434,43.43,174.72,0,0,113.44,82760.93,0.0394,0,0,LEVEL_2
2018-03-11,USCHS,IMO000000435,REEFER,INDUSTRIAL,14064,253147.4,IN,US,BERTH0000435,5.4,124.68,0,0,173.49,38361.67,0.513,0,0,LEVEL_2
2018-03-12,USLAX,IMO000000436,REEFER,AUTOMOTIVE,17641,366942.92,SG,CA,BERTH0000436,75.07,109.76,0,1,124.34,24153.62,0.3869,0,0,LEVEL_3
2018-03-13,USCHS,IMO000000437,GENERAL_CARGO,ENERGY,443,17325.93,JP,US,BERTH0000437,29.91,106.78,0,1,67.59,8493.31,0.7639,0,0,LEVEL_2
2018-03-14,USTAC,IMO000000438,CONTAINER,OTHER,5258,307673.2,IN,US,BERTH0000438,35.28,157.25,0,1,71.07,82488.25,0.2926,0,0,LEVEL_1
2018-03-15,USTAC,IMO000000439,CONTAINER,OTHER,115,202116.15,IN,US,BERTH0000439,41.47,208.48,0,1,152.32,34425.25,0.2958,1,0,LEVEL_2
2018-03-16,USLAX,IMO000000440,TANKER,ENERGY,19397,254695.7,SG,US,BERTH0000440,32.63,43.46,0,0,110.67,23485.8,0.2727,0,0,LEVEL_2
2018-03-17,USNYC,IMO000000441,TANKER,AGRI_FOOD,7400,5068.04,CN,CA,BERTH0000441,57.32,156.01,0,1,178.85,16298.56,0.2062,0,0,LEVEL_1
2018-03-18,USTAC,IMO000000442,CONTAINER,AGRI_FOOD,5939,301961.6,IN,US,BERTH0000442,17.72,24.72,0,0,124.07,17987.12,0.6419,0,0,LEVEL_1
2018-03-19,USMIA,IMO000000443,CONTAINER,CHEMICALS,425,54201.54,JP,US,BERTH0000443,82.85,81.18,0,0,80.98,72487.28,0.0359,1,0,LEVEL_1
2018-03-20,USLAX,IMO000000444,REEFER,INDUSTRIAL,3788,187343.87,CA,US,BERTH0000444,9.74,106.85,1,0,55.52,85328.82,0.7258,1,0,LEVEL_1
2018-03-21,USOAK,IMO000000445,CONTAINER,AGRI_FOOD,10829,252204.77,DE,US,BERTH0000445,30.3,168.21,0,1,159.17,79561.69,0.7031,0,0,LEVEL_2
2018-03-22,USLGB,IMO000000446,CONTAINER,AGRI_FOOD,17306,293232.54,GB,US,BERTH0000446,86.27,11.17,0,1,27.78,49712.39,0.5575,1,0,LEVEL_1
2018-03-23,USSAV,IMO000000447,TANKER,INDUSTRIAL,5404,326647.65,IN,US,BERTH0000447,49.71,215.49,0,1,166.61,71853.29,0.3825,0,0,LEVEL_1
2018-03-24,USLAX,IMO000000448,RORO,AGRI_FOOD,16053,27610.75,CA,US,BERTH0000448,1.11,72.74,0,0,72.39,25429.2,0.0519,0,0,LEVEL_1
2018-03-25,USLAX,IMO000000449,CONTAINER,OTHER,19808,229293.83,JP,US,BERTH0000449,23.95,8.09,0,1,96.3,43219.98,0.8053,0,0,LEVEL_2
2018-03-26,USCHS,IMO000000450,CONTAINER,CONSUMER_GOODS,11566,341237.79,JP,US,BERTH0000450,77.66,179.36,0,0,54.95,47951.92,0.4836,0,0,LEVEL_1
2018-03-27,USMIA,IMO000000451,RORO,AUTOMOTIVE,9671,84457.34,IN,US,BERTH0000451,57.81,175.19,0,1,179.88,63483.27,0.8571,0,0,LEVEL_1
2018-03-28,USMIA,IMO000000452,CONTAINER,AUTOMOTIVE,9275,308012.52,CA,CA,BERTH0000452,85.29,72.99,0,0,76.49,9426.4,0.9931,0,0,LEVEL_2
2018-03-29,USTAC,IMO000000453,TANKER,OTHER,16762,257538.12,IN,MX,BERTH0000453,8.24,59.91,0,0,139.34,7517.85,0.9029,0,0,LEVEL_2
2018-03-30,USSEA,IMO000000454,CONTAINER,CONSUMER_GOODS,5241,285338.05,KR,US,BERTH0000454,27.93,69.98,0,0,157.89,22815.63,0.7277,0,0,LEVEL_2
2018-03-31,USSAV,IMO000000455,TANKER,INDUSTRIAL,6067,227012.42,NL,US,BERTH0000455,36.47,200.87,0,1,131.35,62096.81,0.9185,1,0,LEVEL_2
2018-04-01,USTAC,IMO000000456,RORO,OTHER,16747,66081.58,CA,US,BERTH0000456,40.93,180.18,0,1,113.22,29694.79,0.61,1,0,LEVEL_1
2018-04-02,USMIA,IMO000000457,CONTAINER,ENERGY,20659,72394.4,CN,US,BERTH0000457,69.3,14.09,0,0,119.19,29746.58,0.1366,0,0,LEVEL_1
2018-04-03,USOAK,IMO000000458,CONTAINER,AGRI_FOOD,11811,29050.07,MX,MX,BERTH0000458,26.29,102.89,0,1,56.85,4657.11,0.7794,0,0,LEVEL_1
2018-04-04,USSEA,IMO000000459,CONTAINER,OTHER,10188,219063.64,CA,CA,BERTH0000459,4.46,142.78,0,0,39.77,46414.72,0.4507,1,1,LEVEL_1
2018-04-05,USSAV,IMO000000460,CONTAINER,AGRI_FOOD,20601,4267.43,SG,CA,BERTH0000460,40.67,30.68,1,0,52.94,32415.31,0.641,0,0,LEVEL_1
2018-04-06,USHOU,IMO000000461,CONTAINER,INDUSTRIAL,6137,378301.11,MX,US,BERTH0000461,32.39,195.37,0,1,52.79,45268.69,0.4206,0,0,LEVEL_3
2018-04-07,USCHS,IMO000000462,TANKER,OTHER,10717,247378.39,MX,US,BERTH0000462,28.33,59.49,0,1,23.04,44002.4,0.1628,0,0,LEVEL_1
2018-04-08,USNYC,IMO000000463,CONTAINER,AUTOMOTIVE,16338,373174.99,CA,US,BERTH0000463,66.03,107.94,0,0,166.68,60336.36,0.3541,0,0,LEVEL_2
2018-04-09,USSAV,IMO000000464,TANKER,ENERGY,8178,125320.82,NL,US,BERTH0000464,7.72,28.4,0,0,9.75,62946.14,0.2953,1,0,LEVEL_2
2018-04-10,USMIA,IMO000000465,CONTAINER,OTHER,17882,261180.08,VN,US,BERTH0000465,91.09,111.25,0,0,22.18,68586.62,0.8949,0,0,LEVEL_2
2018-04-11,USOAK,IMO000000466,CONTAINER,INDUSTRIAL,10574,93792.02,NL,CA,BERTH0000466,38.42,8.78,0,1,44.59,72612.26,0.4803,1,0,LEVEL_1
2018-04-12,USTAC,IMO000000467,CONTAINER,ENERGY,5830,379762.02,BR,US,BERTH0000467,68.3,72.75,1,1,131.18,5073.87,0.4987,1,0,LEVEL_2
2018-04-13,USLGB,IMO000000468,BULK,ENERGY,4424,254604.28,IN,US,BERTH0000468,68.6,88.78,0,0,48.73,12178.71,0.0473,0,0,LEVEL_1
2018-04-14,USHOU,IMO000000469,GENERAL_CARGO,OTHER,10907,311125.99,GB,CA,BERTH0000469,67.32,64.13,0,1,92.91,80398.86,0.0247,0,0,LEVEL_1
2018-04-15,USSAV,IMO000000470,RORO,AGRI_FOOD,5144,177177.14,CA,US,BERTH0000470,88.81,132.62,0,1,134.82,23449.61,0.8486,0,0,LEVEL_3
2018-04-16,USHOU,IMO000000471,BULK,ENERGY,8815,93374.44,CN,CA,BERTH0000471,24.23,186.08,0,0,52.51,13509.8,0.1953,0,0,LEVEL_1
2018-04-17,USSEA,IMO000000472,BULK,CHEMICALS,18933,120622.44,NL,US,BERTH0000472,93.63,172.31,0,0,11.26,48733.23,0.5714,1,0,LEVEL_2
2018-04-18,USSEA,IMO000000473,CONTAINER,CHEMICALS,18475,33032.23,KR,CA,BERTH0000473,30.36,217.76,0,1,177.79,27487.82,0.8665,0,0,LEVEL_1
2018-04-19,USLGB,IMO000000474,CONTAINER,ENERGY,1149,235842.53,DE,MX,BERTH0000474,3.8,35.93,0,0,117.27,40331.46,0.9578,1,0,LEVEL_1
2018-04-20,USCHS,IMO000000475,CONTAINER,CHEMICALS,674,257472.55,NL,MX,BERTH0000475,1.52,19.32,0,1,90.0,51289.43,0.8276,0,0,LEVEL_1
2018-04-21,USSAV,IMO000000476,BULK,CONSUMER_GOODS,13744,121172.16,DE,US,BERTH0000476,47.57,132.79,0,0,119.51,63633.35,0.8636,1,0,LEVEL_2
2018-04-22,USLAX,IMO000000477,CONTAINER,CHEMICALS,8477,141715.27,DE,US,BERTH0000477,93.57,23.01,0,1,150.82,5182.74,0.7826,0,0,LEVEL_1
2018-04-23,USLGB,IMO000000478,CONTAINER,AUTOMOTIVE,17692,42760.42,DE,US,BERTH0000478,94.61,64.32,1,1,145.43,31231.71,0.0869,1,0,LEVEL_1
2018-04-24,USNYC,IMO000000479,CONTAINER,AGRI_FOOD,4394,281108.84,VN,US,BERTH0000479,56.83,169.68,0,0,86.25,55760.61,0.9728,0,1,LEVEL_2
2018-04-25,USTAC,IMO000000480,TANKER,OTHER,11184,83987.59,JP,MX,BERTH0000480,45.6,49.38,0,1,10.26,14792.93,0.9714,0,0,LEVEL_2
2018-04-26,USSAV,IMO000000481,CONTAINER,ENERGY,2672,205164.12,MX,US,BERTH0000481,79.6,113.04,0,0,118.77,37784.21,0.4758,1,0,LEVEL_1
2018-04-27,USOAK,IMO000000482,CONTAINER,AUTOMOTIVE,9581,341997.1,BR,US,BERTH0000482,58.38,216.94,0,0,124.04,23167.77,0.034,0,0,LEVEL_1
2018-04-28,USMIA,IMO000000483,BULK,AUTOMOTIVE,18398,1363.25,GB,US,BERTH0000483,94.0,162.91,0,0,75.16,88699.96,0.3223,1,0,LEVEL_2
2018-04-29,USLGB,IMO000000484,BULK,CHEMICALS,12649,228379.85,CA,CA,BERTH0000484,65.73,209.12,0,1,56.61,73578.06,0.3575,0,0,LEVEL_1
2018-04-30,USNYC,IMO000000485,CONTAINER,CHEMICALS,2545,260942.97,DE,US,BERTH0000485,39.41,139.77,0,1,49.33,7177.36,0.568,0,0,LEVEL_1
2018-05-01,USOAK,IMO000000486,REEFER,CHEMICALS,12623,1477.49,SG,US,BERTH0000486,5.18,67.08,0,0,131.83,6500.35,0.679,1,1,LEVEL_1
2018-05-02,USTAC,IMO000000487,CONTAINER,AGRI_FOOD,13453,187767.37,NL,US,BERTH0000487,81.01,22.67,0,0,117.61,7059.36,0.4988,0,0,LEVEL_2
2018-05-03,USLAX,IMO000000488,BULK,OTHER,17169,235133.39,DE,US,BERTH0000488,79.57,17.34,0,0,104.63,33350.11,0.2219,0,0,LEVEL_2
2018-05-04,USOAK,IMO000000489,CONTAINER,CHEMICALS,16649,378428.95,DE,CA,BERTH0000489,54.32,210.57,0,1,49.03,57166.36,0.5903,0,0,LEVEL_1
2018-05-05,USHOU,IMO000000490,CONTAINER,AGRI_FOOD,2010,207679.48,JP,CA,BERTH0000490,60.85,105.07,0,1,60.35,22621.63,0.2136,0,0,LEVEL_3
2018-05-06,USNYC,IMO000000491,CONTAINER,ENERGY,3661,324649.8,VN,US,BERTH0000491,2.72,182.89,0,1,86.64,36137.07,0.6192,0,0,LEVEL_2
2018-05-07,USSAV,IMO000000492,CONTAINER,CHEMICALS,13525,198475.64,KR,US,BERTH0000492,82.19,41.83,0,0,126.73,20413.24,0.7627,1,0,LEVEL_2
2018-05-08,USLAX,IMO000000493,RORO,INDUSTRIAL,10867,158502.65,MX,US,BERTH0000493,83.94,72.66,0,1,163.44,63258.43,0.9532,1,0,LEVEL_2
2018-05-09,USOAK,IMO000000494,CONTAINER,OTHER,7153,346599.63,CA,US,BERTH0000494,52.3,111.3,0,1,55.23,1065.27,0.4484,0,1,LEVEL_2
2018-05-10,USTAC,IMO000000495,CONTAINER,AUTOMOTIVE,6893,228234.28,DE,US,BERTH0000495,33.13,123.91,0,0,64.46,39330.99,0.4058,0,0,LEVEL_2
2018-05-11,USSAV,IMO000000496,RORO,INDUSTRIAL,13715,288249.12,NL,US,BERTH0000496,53.31,29.62,0,0,103.87,39955.42,0.0812,1,0,LEVEL_2
2018-05-12,USHOU,IMO000000497,CONTAINER,AGRI_FOOD,11273,99919.54,BR,CA,BERTH0000497,21.39,143.51,0,1,101.28,90051.4,0.1229,0,0,LEVEL_1
2018-05-13,USMIA,IMO000000498,CONTAINER,OTHER,6663,8047.45,MX,US,BERTH0000498,87.95,178.66,0,1,165.5,19333.88,0.0488,0,0,LEVEL_2
2018-05-14,USSAV,IMO000000499,RORO,AUTOMOTIVE,15506,310171.14,CN,US,BERTH0000499,22.05,168.81,1,1,169.25,40779.34,0.0283,0,0,LEVEL_2
2018-05-15,USSAV,IMO000000500,TANKER,CHEMICALS,20773,139832.48,VN,MX,BERTH0000500,42.67,19.17,0,0,104.65,15440.86,0.3517,0,0,LEVEL_2
2018-05-16,USSAV,IMO000000501,TANKER,AUTOMOTIVE,4403,207372.07,IN,CA,BERTH0000501,12.54,92.55,0,1,17.56,18303.47,0.0437,0,0,LEVEL_1
2018-05-17,USLGB,IMO000000502,CONTAINER,AGRI_FOOD,3012,289162.11,MX,US,BERTH0000502,30.3,90.95,0,0,156.33,55675.69,0.5007,1,0,LEVEL_2
2018-05-18,USTAC,IMO000000503,TANKER,CHEMICALS,7685,28719.17,VN,US,BERTH0000503,95.05,105.87,0,1,151.89,77830.95,0.4396,0,0,LEVEL_1
2018-05-19,USLAX,IMO000000504,CONTAINER,AGRI_FOOD,19763,196004.3,MX,US,BERTH0000504,66.86,147.62,0,1,103.25,44355.01,0.8267,0,0,LEVEL_1
2018-05-20,USCHS,IMO000000505,CONTAINER,ENERGY,17324,262220.85,VN,US,BERTH0000505,23.33,174.65,0,0,176.74,81170.22,0.1503,1,0,LEVEL_1
2018-05-21,USHOU,IMO000000506,CONTAINER,CONSUMER_GOODS,3083,332059.35,KR,US,BERTH0000506,70.86,32.13,0,0,47.06,19228.62,0.5523,1,0,LEVEL_2
2018-05-22,USHOU,IMO000000507,TANKER,INDUSTRIAL,21694,15917.08,MX,MX,BERTH0000507,52.34,21.98,0,0,156.31,35767.74,0.2912,0,0,LEVEL_2
2018-05-23,USLAX,IMO000000508,REEFER,CHEMICALS,21648,88924.42,NL,CA,BERTH0000508,31.26,61.45,0,0,159.56,46382.28,0.8826,0,0,LEVEL_2
2018-05-24,USNYC,IMO000000509,TANKER,CHEMICALS,10747,87580.04,CN,US,BERTH0000509,45.82,176.43,0,0,99.99,14153.27,0.2116,0,0,LEVEL_3
2018-05-25,USLGB,IMO000000510,BULK,ENERGY,1526,66527.51,GB,CA,BERTH0000510,15.03,86.63,0,0,82.69,37.69,0.8705,0,0,LEVEL_1
2018-05-26,USMIA,IMO000000511,CONTAINER,AGRI_FOOD,15750,217374.62,JP,US,BERTH0000511,34.09,4.61,0,0,64.99,87809.71,0.6007,1,0,LEVEL_3
2018-05-27,USLGB,IMO000000512,CONTAINER,AUTOMOTIVE,15829,351042.09,GB,CA,BERTH0000512,46.48,38.67,0,0,21.03,10478.41,0.7939,0,0,LEVEL_2
2018-05-28,USMIA,IMO000000513,REEFER,OTHER,18909,190264.74,CA,US,BERTH0000513,73.12,141.36,0,0,10.19,66528.92,0.1277,0,0,LEVEL_1
2018-05-29,USLGB,IMO000000514,TANKER,AGRI_FOOD,5139,56761.02,GB,CA,BERTH0000514,33.31,97.81,0,0,109.91,38846.16,0.5687,0,0,LEVEL_1
2018-05-30,USSAV,IMO000000515,CONTAINER,ENERGY,21784,369316.26,CA,CA,BERTH0000515,41.87,14.54,0,0,94.9,15551.75,0.1794,1,0,LEVEL_1
2018-05-31,USCHS,IMO000000516,CONTAINER,CONSUMER_GOODS,4257,259111.21,NL,CA,BERTH0000516,42.58,36.62,0,1,138.29,17116.48,0.7544,0,0,LEVEL_1
2018-06-01,USLGB,IMO000000517,TANKER,AUTOMOTIVE,20131,267015.48,NL,US,BERTH0000517,1.83,4.32,0,0,132.6,8438.68,0.4876,1,0,LEVEL_2
2018-06-02,USNYC,IMO000000518,BULK,OTHER,12575,47584.04,KR,US,BERTH0000518,18.88,166.62,0,1,44.04,60683.19,0.8204,0,1,LEVEL_2
2018-06-03,USSEA,IMO000000519,TANKER,CONSUMER_GOODS,2478,250715.81,NL,MX,BERTH0000519,58.88,86.55,0,1,152.24,73539.21,0.4334,0,0,LEVEL_2
2018-06-04,USCHS,IMO000000520,CONTAINER,OTHER,16354,281088.4,IN,US,BERTH0000520,61.47,141.37,0,0,125.83,50893.19,0.8224,0,0,LEVEL_2
2018-06-05,USHOU,IMO000000521,CONTAINER,CONSUMER_GOODS,19266,129218.59,NL,CA,BERTH0000521,69.87,49.57,0,0,46.42,70221.52,0.6228,0,0,LEVEL_3
2018-06-06,USMIA,IMO000000522,TANKER,AGRI_FOOD,16567,244646.7,SG,CA,BERTH0000522,34.27,58.71,0,1,77.82,52531.75,0.096,1,0,LEVEL_1
2018-06-07,USMIA,IMO000000523,CONTAINER,CONSUMER_GOODS,20044,175652.03,BR,US,BERTH0000523,88.15,191.14,0,0,68.12,87741.43,0.8151,0,1,LEVEL_1
2018-06-08,USSAV,IMO000000524,CONTAINER,AUTOMOTIVE,20131,295365.73,KR,US,BERTH0000524,4.01,91.78,0,1,98.01,64116.43,0.978,0,0,LEVEL_1
2018-06-09,USOAK,IMO000000525,CONTAINER,AUTOMOTIVE,1240,111422.73,IN,CA,BERTH0000525,29.37,200.49,0,0,99.21,85933.98,0.9957,1,0,LEVEL_1
2018-06-10,USMIA,IMO000000526,CONTAINER,AUTOMOTIVE,20170,251622.15,CN,MX,BERTH0000526,5.05,55.46,0,0,169.11,81369.34,0.9459,0,0,LEVEL_2
2018-06-11,USCHS,IMO000000527,TANKER,OTHER,9469,107374.4,VN,US,BERTH0000527,70.27,212.79,0,0,60.5,1122.6,0.0258,1,0,LEVEL_1
2018-06-12,USSEA,IMO000000528,CONTAINER,AUTOMOTIVE,13782,248262.37,DE,US,BERTH0000528,81.82,41.21,0,0,127.84,84128.3,0.0514,0,0,LEVEL_3
2018-06-13,USMIA,IMO000000529,BULK,CHEMICALS,11475,217619.4,MX,US,BERTH0000529,94.85,46.83,1,0,56.37,67364.62,0.9027,0,0,LEVEL_1
2018-06-14,USCHS,IMO000000530,TANKER,INDUSTRIAL,7249,320733.6,JP,US,BERTH0000530,24.48,51.78,0,1,42.48,58271.6,0.3465,1,0,LEVEL_3
2018-06-15,USCHS,IMO000000531,CONTAINER,CHEMICALS,13690,214235.64,GB,US,BERTH0000531,33.79,14.63,1,0,78.24,2576.06,0.6106,1,0,LEVEL_2
2018-06-16,USLGB,IMO000000532,BULK,ENERGY,7723,224521.67,IN,US,BERTH0000532,72.83,88.53,0,1,39.6,77777.99,0.572,1,0,LEVEL_1
2018-06-17,USSAV,IMO000000533,TANKER,AUTOMOTIVE,139,228744.94,IN,US,BERTH0000533,39.29,152.95,0,0,165.44,13984.82,0.3395,0,0,LEVEL_3
2018-06-18,USHOU,IMO000000534,TANKER,CONSUMER_GOODS,1469,366327.52,KR,US,BERTH0000534,44.1,15.02,0,1,65.81,77565.08,0.3007,1,0,LEVEL_1
2018-06-19,USNYC,IMO000000535,CONTAINER,AUTOMOTIVE,6470,112168.3,CN,CA,BERTH0000535,85.76,128.73,0,0,133.34,24406.44,0.3405,0,1,LEVEL_1
2018-06-20,USMIA,IMO000000536,CONTAINER,AGRI_FOOD,9531,238568.6,SG,US,BERTH0000536,30.39,83.72,0,1,89.57,61246.89,0.2058,0,0,LEVEL_1
2018-06-21,USSEA,IMO000000537,CONTAINER,AUTOMOTIVE,4726,317958.14,NL,US,BERTH0000537,36.86,162.75,0,1,39.69,89313.6,0.9398,1,0,LEVEL_1
