house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_inr,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_inr,house_sales_taxable_value_inr,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2022-02,PARC-b1a67a6b53e9,BuilderFloor,31707913,9750.28,171,0.899,11.37,85.62,41.91,Upgrader,Individual,N,N,N,26395254,18502682,45.04,40.9,ReleaseDeed
2023-04,PARC-ba7478dd3f50,FarmHouse,56846789,164773.3,200,1.005,8.55,79.89,58.91,NRI,Company,Y,N,Y,43317301,42958296,90.9,34.9,ConveyanceDeed
2025-01,PARC-4c86ef732d18,Studio,34961171,42121.89,120,0.807,8.31,75.43,26.53,NRI,BankAuction,N,Y,Y,33049822,20572180,56.67,97.2,GiftDeed
2019-07,PARC-88d1fdaf48aa,BuilderFloor,53159410,14693.04,213,1.01,10.5,54.37,38.19,NRI,Individual,Y,N,N,54665286,50019598,40.88,10.9,GiftDeed
2021-01,PARC-e049273e8f26,Plot,49626970,63952.28,218,0.789,10.76,76.11,18.69,Upgrader,BankAuction,Y,N,Y,49300126,29041725,83.8,38.4,ConveyanceDeed
2020-04,PARC-4306833086bc,Apartment,3696158,1994.69,72,0.959,8.72,79.17,59.28,Senior,Individual,N,N,N,3261670,2259079,99.89,40.4,SaleDeed
2020-05,PARC-edbfb7a690ca,Plot,53163905,24635.73,195,0.814,9.53,70.57,53.74,Upgrader,Trust,Y,Y,N,50988029,39115538,71.68,87.2,GiftDeed
2024-07,PARC-e29ce07588f7,Plot,28748762,7581.42,180,0.814,8.14,61.32,17.12,Investor,Company,N,N,Y,20385435,25527645,40.9,13.6,ConveyanceDeed
2024-12,PARC-e7d40fc83624,Plot,55618319,23428.1,57,1.002,9.51,47.73,31.34,Upgrader,Company,Y,Y,N,52770496,33263322,22.96,17.7,LeaseDeed
2019-12,PARC-768f5269ba2a,BuilderFloor,60115246,16181.76,143,1.019,7.42,72.92,19.66,FirstTime,Developer,Y,Y,Y,43742922,43522380,28.4,80.7,LeaseDeed
2024-06,PARC-2464a23e7712,Apartment,53419827,24248.67,37,0.83,8.16,82.69,58.44,FirstTime,BankAuction,Y,Y,Y,50454633,34233881,37.01,96.4,GiftDeed
2021-08,PARC-a2926b14599a,Apartment,4347757,1041.63,193,1.068,6.3,56.49,55.89,Senior,BankAuction,N,N,N,3496912,3832926,51.35,68.6,SaleDeed
2024-08,PARC-53e9e5405cc0,FarmHouse,28258598,39522.51,18,0.816,6.41,89.5,32.71,NRI,Individual,N,Y,Y,21580808,19659763,67.42,29.4,GiftDeed
2022-11,PARC-3e0e0e8a8519,RowHouse,27068981,6248.61,198,0.808,7.84,48.03,33.08,Upgrader,BankAuction,Y,N,N,24409922,17000034,17.05,70.9,LeaseDeed
2021-06,PARC-95f326fac04e,IndependentHouse,37887967,11884.56,67,0.827,6.37,61.8,44.87,FirstTime,Individual,Y,Y,Y,28991422,23559931,73.77,93.0,PartitionDeed
2019-04,PARC-7f91d1d17174,Plot,1709916,546.82,60,1.156,7.96,59.83,29.32,Upgrader,Company,N,Y,N,1504755,1115729,92.15,40.7,PartitionDeed
2021-04,PARC-4895544ecffb,Studio,19398526,9163.21,200,0.954,9.47,43.87,10.0,Senior,Company,N,Y,N,13800349,17454173,22.67,98.5,SaleDeed
2024-08,PARC-217d46f37562,RowHouse,36630272,19238.59,5,0.848,8.55,50.27,43.83,FirstTime,Trust,N,Y,N,37660096,33675554,41.97,0.0,ReleaseDeed
2021-01,PARC-ab3bb420de93,RowHouse,24782517,7684.5,76,1.174,7.63,45.48,25.89,Investor,Developer,N,N,N,19952870,16611594,23.4,86.2,PartitionDeed
2019-11,PARC-5988e50c0a46,Villa,17310146,6199.91,34,0.963,9.34,64.69,22.57,FirstTime,Trust,N,N,N,15525169,13202194,56.36,39.9,SaleDeed
2023-07,PARC-7d7b041993a5,Apartment,50062078,14283.05,221,0.855,9.0,52.91,31.58,Upgrader,Company,N,N,Y,36809124,40120474,79.71,77.4,ReleaseDeed
2025-08,PARC-aa499d82bb73,Plot,27088481,9864.71,38,1.085,6.88,66.92,25.87,NRI,BankAuction,N,Y,N,19568211,16970719,9.19,54.5,ReleaseDeed
2023-04,PARC-0e05f1e818ac,Apartment,46713283,23628.37,100,1.076,7.21,50.2,34.04,FirstTime,Trust,Y,N,N,44224754,33265139,5.88,6.3,LeaseDeed
2024-05,PARC-8394e86a838b,Plot,39675534,36399.57,192,1.049,10.65,48.09,56.11,NRI,Individual,Y,N,N,29717548,33742411,25.45,26.8,GiftDeed
2022-07,PARC-61dd92d59234,FarmHouse,47125381,20650.91,42,0.904,8.77,62.95,30.95,Senior,Trust,Y,N,Y,33486323,33849582,41.93,24.7,ConveyanceDeed
2024-11,PARC-ebd4652e4117,Plot,47038957,13482.07,88,0.978,9.98,67.27,46.34,Investor,BankAuction,N,N,N,33984961,25967400,96.33,90.7,LeaseDeed
2021-05,PARC-bce78744efd0,Studio,13533476,6277.12,128,0.817,8.53,66.35,52.24,Institutional,Trust,Y,N,Y,9511846,7982694,12.99,1.5,ReleaseDeed
2025-07,PARC-929b54a3c67b,RowHouse,35180653,8938.17,65,1.006,8.74,71.14,25.7,Institutional,Company,Y,N,Y,32987564,31368134,54.3,38.2,PartitionDeed
2024-12,PARC-ed83836d2776,Apartment,6024775,1904.16,226,1.057,10.09,55.97,29.67,NRI,Company,N,N,N,5748053,4516367,4.34,25.3,PartitionDeed
2020-06,PARC-bac2da5c2fb5,IndependentHouse,22034851,37860.57,190,0.979,8.27,53.02,37.75,FirstTime,Individual,N,Y,Y,20522624,17367455,9.55,91.1,SaleDeed
2024-04,PARC-d7bee0ab5310,FarmHouse,47491886,17767.26,79,0.987,8.48,48.31,37.06,Investor,BankAuction,Y,Y,N,35851667,26560720,24.05,63.2,ReleaseDeed
2020-10,PARC-545fd01d3c79,FarmHouse,34893336,23769.3,121,0.884,8.11,70.26,13.32,NRI,BankAuction,Y,N,Y,30727219,23239125,20.9,17.1,GiftDeed
2024-03,PARC-35b186453423,Studio,48470115,27078.28,70,0.874,10.31,75.47,14.43,FirstTime,Trust,N,Y,Y,36971330,28769736,22.53,89.8,LeaseDeed
2020-01,PARC-73d4c1c7646e,FarmHouse,16090950,7357.54,144,0.929,10.92,88.55,14.78,Institutional,Company,N,N,Y,15891686,14853943,37.17,68.3,LeaseDeed
2025-11,PARC-74e1a8dc932c,Villa,47212816,165079.78,179,1.033,10.12,55.13,32.76,NRI,BankAuction,Y,N,Y,45551191,43024975,50.28,82.9,ReleaseDeed
2024-06,PARC-d14e375bc981,Studio,30395571,17388.77,125,0.832,7.26,49.03,48.97,Senior,Individual,N,N,Y,25752010,16780911,77.33,63.6,LeaseDeed
2022-12,PARC-69760a9590a6,Plot,14659713,3498.74,144,1.022,10.78,59.35,41.01,Senior,Company,N,Y,N,11628388,11712299,81.52,71.7,LeaseDeed
2019-01,PARC-e9a810c80e90,IndependentHouse,27359963,9165.82,34,1.125,11.23,55.86,41.49,Upgrader,Trust,N,N,N,28396154,22056815,20.9,5.1,SaleDeed
2023-06,PARC-bc1385a73ee7,FarmHouse,29270041,18738.82,145,0.845,10.99,71.1,59.31,Institutional,Individual,Y,N,Y,24976918,26160395,25.39,79.4,ReleaseDeed
2025-09,PARC-2f09fb697720,RowHouse,61554120,32776.42,233,1.016,10.51,78.65,23.6,Investor,Trust,N,N,Y,43563219,50087488,41.58,12.7,LeaseDeed
2020-03,PARC-5cf81ad004dd,FarmHouse,57539744,37242.55,116,0.815,10.48,56.26,43.41,Institutional,BankAuction,Y,Y,Y,55893547,36970750,0.76,35.6,GiftDeed
2020-08,PARC-b083be898914,BuilderFloor,23340041,5311.8,225,1.003,6.67,41.78,43.41,Upgrader,Trust,N,N,N,21426007,15057150,63.38,7.8,PartitionDeed
2019-01,PARC-fb35a472e677,Villa,8058007,4293.02,162,1.17,9.61,70.84,23.49,NRI,Developer,Y,Y,Y,7753993,6523185,17.75,98.3,LeaseDeed
2023-03,PARC-c7f0391a67a4,Apartment,37408834,74371.44,141,1.176,8.84,87.85,56.76,Upgrader,BankAuction,Y,Y,Y,34955012,25545034,93.45,0.5,LeaseDeed
2021-04,PARC-813dca4f7f40,Villa,45540400,80888.81,105,1.16,8.28,73.2,40.01,Investor,BankAuction,N,N,Y,47582152,28039536,9.71,60.5,ReleaseDeed
2019-12,PARC-ef71ac6b122b,RowHouse,16201109,8877.32,13,0.892,6.94,52.78,45.09,Senior,BankAuction,N,Y,N,11466614,11179852,13.42,70.1,ReleaseDeed
2019-09,PARC-9a13d229c3ac,Villa,12821172,18237.8,126,0.945,9.73,47.38,58.0,Investor,Developer,Y,Y,N,10206890,8503839,66.34,15.4,GiftDeed
2024-03,PARC-3884138ad5fb,Villa,4214928,1231.35,226,1.012,9.86,86.91,54.06,Institutional,Developer,Y,N,N,4314876,3975418,6.13,29.7,LeaseDeed
2021-01,PARC-1f4b042caba2,Apartment,46496650,12073.92,126,0.783,7.08,56.45,30.59,Institutional,Company,Y,Y,N,45693061,35936920,62.28,71.1,ConveyanceDeed
2021-03,PARC-a95eded3a2db,Apartment,35623033,8340.68,176,1.07,8.15,82.92,59.52,NRI,Developer,Y,N,N,32623016,23145172,81.39,63.7,ConveyanceDeed
2020-10,PARC-507ec90a5396,Apartment,3533206,1229.8,124,0.977,7.72,72.91,54.75,NRI,Developer,N,N,N,3263550,2147615,45.74,92.9,SaleDeed
2020-09,PARC-9e5d7434a1b3,Villa,35241106,9397.63,23,1.077,11.34,72.22,56.57,Upgrader,Trust,N,N,N,26390966,30908016,33.53,9.2,ConveyanceDeed
2025-01,PARC-86e2e860505b,Plot,6543108,3476.68,220,1.15,6.55,58.38,39.81,NRI,Developer,N,Y,Y,5948190,4658800,49.11,79.1,ReleaseDeed
2022-10,PARC-e2f6fee03bfb,IndependentHouse,48283685,11877.91,177,1.149,7.92,62.57,45.62,Senior,Trust,Y,Y,Y,36763213,33981463,21.48,48.5,LeaseDeed
2023-12,PARC-ff87611ae696,Villa,34145442,28525.85,233,1.084,7.98,50.42,56.89,NRI,Individual,Y,N,Y,30613997,32391324,58.61,90.4,LeaseDeed
2022-01,PARC-b4e62f951b8f,Apartment,1572962,429.77,102,1.117,9.4,44.0,54.81,Senior,Individual,Y,N,Y,1226534,1305884,35.42,38.1,ConveyanceDeed
2022-07,PARC-9a6d324f8d99,Plot,23874790,8176.3,174,0.965,7.62,57.28,25.95,Upgrader,Company,Y,Y,N,16789051,14027621,58.83,52.6,PartitionDeed
2022-12,PARC-a16393f7ccb3,IndependentHouse,54762942,18091.49,87,0.977,8.83,49.54,22.38,Institutional,BankAuction,N,N,N,47533020,39705793,5.33,93.9,ConveyanceDeed
2024-05,PARC-2b17800b8d70,BuilderFloor,14682680,7671.2,183,1.095,7.39,76.39,54.87,FirstTime,Trust,Y,Y,N,12240744,10594420,16.19,28.1,SaleDeed
2019-08,PARC-e590ff127b60,Apartment,25671190,6043.12,7,1.103,10.06,74.27,15.87,Senior,Company,N,Y,Y,25804006,23195294,17.22,69.8,PartitionDeed
2022-06,PARC-9a818c469a27,IndependentHouse,62296009,19966.67,86,1.18,6.8,42.61,27.18,Investor,Company,Y,Y,Y,60208502,46141435,63.87,61.5,ConveyanceDeed
2019-01,PARC-545c73f2a3ee,Plot,16939798,5301.97,229,0.859,10.41,48.07,26.81,Senior,BankAuction,N,Y,N,13634610,9611815,69.41,56.0,GiftDeed
2025-11,PARC-ba1856c9ec80,Apartment,26777578,46813.95,237,0.907,9.93,76.23,39.06,NRI,Developer,N,Y,N,22035706,22801737,52.51,94.0,LeaseDeed
2025-02,PARC-98ddd6ea9ba1,FarmHouse,53984072,12125.8,172,1.05,9.96,49.23,49.24,Senior,Individual,Y,Y,N,56089231,49733378,64.7,58.5,PartitionDeed
2019-04,PARC-8fb877450cc4,Villa,42379464,25576.02,63,1.054,10.93,74.6,16.1,Senior,Trust,N,N,Y,30963628,39480573,79.05,56.2,GiftDeed
2024-08,PARC-7097505c73df,Villa,53687995,12680.21,119,1.052,6.72,49.02,38.88,Investor,Developer,N,Y,Y,55180988,41217572,23.98,90.6,SaleDeed
2020-03,PARC-c4c2489aa350,Apartment,13129099,4447.53,79,0.899,7.54,71.79,22.11,Senior,Company,Y,Y,N,10385348,9409999,16.74,39.6,ReleaseDeed
2025-04,PARC-14f1d2b9e349,Villa,16963603,24303.16,217,1.113,11.09,86.84,38.06,Upgrader,Developer,N,Y,Y,12188368,9961468,16.83,7.4,PartitionDeed
2022-12,PARC-9786d95beb2a,Villa,43612748,13667.42,235,0.998,7.66,79.46,54.73,Investor,Company,Y,N,Y,42154567,38783413,77.21,91.5,SaleDeed
2021-01,PARC-c806ca1a40eb,Studio,54140344,16813.77,231,1.032,9.11,59.01,14.93,Institutional,Trust,N,Y,Y,38874815,35852174,61.84,85.4,SaleDeed
2022-08,PARC-9a3e29ea57b1,IndependentHouse,50060312,50668.33,89,0.856,7.08,48.98,37.64,Upgrader,Individual,N,N,N,44295600,40841654,27.94,28.2,ConveyanceDeed
2024-10,PARC-6556a513bbfc,FarmHouse,26462544,17050.61,44,1.104,9.6,85.65,43.34,NRI,Trust,Y,N,Y,22130977,16147690,8.95,41.5,PartitionDeed
2025-05,PARC-e5ce71fb2409,FarmHouse,1601702,538.03,172,1.043,11.41,87.99,35.65,NRI,BankAuction,N,N,Y,1226325,1038801,91.56,64.6,LeaseDeed
2023-11,PARC-1a2aeaf1f3af,Plot,16542507,7075.49,201,0.87,9.56,54.27,19.05,Senior,Trust,Y,N,N,14182774,10666869,93.52,14.6,SaleDeed
2020-04,PARC-67f538843fc3,Plot,27087219,27583.73,93,0.782,10.19,50.23,27.92,Senior,Individual,Y,N,N,22920299,16105461,20.29,56.0,SaleDeed
2020-03,PARC-ad8acd52ba64,Apartment,24052127,7768.77,93,1.048,9.86,71.98,19.96,Institutional,Company,Y,N,Y,21401579,14479214,17.96,54.7,PartitionDeed
2019-05,PARC-9f735fe8be29,Villa,27175222,16341.08,62,1.096,9.27,65.52,25.93,FirstTime,Company,N,Y,Y,19395793,23993187,85.19,47.7,PartitionDeed
2021-01,PARC-9fc205803a04,RowHouse,38969578,9783.98,180,1.123,6.63,42.37,56.99,FirstTime,Trust,N,Y,N,38420284,35147945,11.77,1.4,LeaseDeed
2020-10,PARC-361110362d15,Studio,4816151,2698.12,71,1.004,7.34,62.11,21.4,NRI,Developer,Y,N,N,4678708,3310931,35.17,53.1,ReleaseDeed
2024-02,PARC-dd91757d05f5,Studio,11214501,3206.89,35,0.862,7.41,70.84,10.93,NRI,Company,N,N,Y,9845003,7569095,37.67,83.2,ConveyanceDeed
2024-12,PARC-db284e1730d9,IndependentHouse,62484946,57220.65,153,1.162,8.8,63.78,49.45,FirstTime,Developer,Y,N,N,49644978,42465272,3.34,4.5,ConveyanceDeed
2021-07,PARC-54f8ea534259,Plot,54311970,21803.28,163,1.092,9.56,83.57,19.0,NRI,Individual,N,Y,Y,48477818,31764485,6.93,9.5,SaleDeed
2024-05,PARC-80ca879e4937,FarmHouse,36943641,8997.48,118,0.922,10.87,77.47,49.29,NRI,Company,N,N,N,29605373,20544905,90.17,99.0,ConveyanceDeed
2025-09,PARC-b78338781a53,BuilderFloor,9057152,5990.18,83,0.923,7.56,40.49,32.21,Upgrader,Individual,N,N,N,6903429,5814719,0.79,33.8,GiftDeed
2021-11,PARC-601a9f1f5b9a,BuilderFloor,50415306,20687.45,39,0.879,9.89,57.1,51.68,Investor,Developer,N,Y,N,47732626,32695485,52.86,35.1,ReleaseDeed
2022-07,PARC-9615a67d8e27,Apartment,25404880,6090.84,183,1.085,7.78,47.62,17.99,Upgrader,BankAuction,N,Y,N,24713095,22894579,53.84,59.2,SaleDeed
2024-06,PARC-07b409eac947,Apartment,60158135,16276.55,178,1.035,9.47,70.57,56.02,Institutional,Developer,Y,Y,N,44010536,36348389,49.16,69.9,ReleaseDeed
2021-06,PARC-3160062d2c2d,Studio,14407410,9289.11,116,0.783,10.18,60.53,45.65,Institutional,Trust,Y,N,N,14092974,8692283,70.98,97.2,LeaseDeed
2022-05,PARC-ae9b88c75137,BuilderFloor,60065250,23462.99,128,1.12,6.45,87.7,56.7,Investor,BankAuction,N,Y,N,49460230,43394931,40.55,62.9,ReleaseDeed
2025-02,PARC-a52755740f2d,Villa,4578715,6104.95,40,1.025,8.06,78.92,22.68,FirstTime,BankAuction,Y,Y,N,3441702,4302952,30.49,94.6,ReleaseDeed
2023-04,PARC-f7a96c19fe91,Studio,56174519,17609.57,91,0.951,7.78,64.87,12.87,Upgrader,Trust,Y,N,Y,54676488,32417149,3.88,6.2,GiftDeed
2019-05,PARC-1b053d1713de,IndependentHouse,31567042,8533.94,223,1.103,9.83,85.63,36.36,NRI,BankAuction,Y,Y,N,22997867,29665000,25.35,95.2,GiftDeed
2019-09,PARC-62972563bae8,BuilderFloor,27836786,9798.24,64,0.859,10.31,75.85,16.53,FirstTime,BankAuction,Y,Y,Y,24245289,17273992,71.92,24.6,LeaseDeed
2021-05,PARC-cc08ac8ffbcd,Studio,29135991,7063.27,193,1.141,9.96,65.02,19.7,Senior,BankAuction,Y,N,N,23476756,26676542,70.94,82.7,ConveyanceDeed
2024-11,PARC-3ddfc574684b,FarmHouse,9336548,5085.27,174,0.972,8.08,82.17,22.86,Senior,Developer,N,Y,Y,6844716,7270245,47.49,30.0,GiftDeed
2020-09,PARC-b188c6d784d3,Apartment,38402942,11711.78,128,1.165,9.3,67.72,18.06,Senior,Individual,Y,Y,N,36879236,25063460,88.73,71.0,ReleaseDeed
2021-12,PARC-e6b126e48ea9,RowHouse,22004214,5289.47,97,0.875,7.21,88.97,36.55,NRI,Company,N,N,Y,17506197,15654731,84.61,19.0,SaleDeed
2019-05,PARC-05d1adab862b,RowHouse,17564967,7125.75,96,1.102,11.11,57.49,46.37,Upgrader,Individual,N,Y,N,17051004,14831433,90.68,2.1,ReleaseDeed
2022-11,PARC-8900c0d5d139,Villa,59702798,35814.52,145,1.118,8.5,41.16,19.77,Upgrader,Company,Y,Y,Y,55778103,52064603,4.44,68.8,GiftDeed
2023-07,PARC-c21321913fcd,BuilderFloor,46945768,19833.45,78,0.979,7.18,72.81,56.27,Investor,Company,N,N,Y,46382907,42361949,32.2,34.2,LeaseDeed
2023-07,PARC-3f0bca8f8559,Villa,24805080,24632.65,79,0.795,11.43,77.96,23.72,Investor,BankAuction,N,Y,Y,21254998,16034272,42.47,72.3,GiftDeed
2020-12,PARC-393d9892a3e7,RowHouse,3506104,889.65,145,1.037,9.55,76.92,41.09,Institutional,Trust,Y,N,Y,3667377,2817085,65.18,85.5,GiftDeed
2021-04,PARC-f30c5bd3bfb5,BuilderFloor,31120356,9596.16,129,0.971,8.47,76.09,35.0,Investor,Developer,Y,N,Y,31026442,21289117,57.62,95.6,SaleDeed
2020-02,PARC-e729f2ca0289,FarmHouse,39118680,21636.44,37,0.84,6.79,60.06,38.27,Senior,Trust,N,N,N,37957157,23614567,48.9,14.4,LeaseDeed
2020-01,PARC-0ef354e22485,Apartment,29217432,15896.32,107,1.016,9.71,58.96,47.25,Upgrader,Company,N,N,Y,21151215,23313286,54.57,53.2,SaleDeed
2023-02,PARC-07bfa5af5b8b,Apartment,40181318,43914.01,100,1.071,8.81,73.96,32.43,Investor,Trust,Y,Y,Y,39006009,26425752,90.47,3.5,SaleDeed
2025-06,PARC-46eafc5ae56e,Apartment,19206643,12942.48,150,1.084,9.63,47.3,48.0,FirstTime,Developer,Y,N,Y,16713879,15060740,20.8,53.8,GiftDeed
2019-10,PARC-6c231f665460,Plot,62569490,20354.42,134,1.175,7.13,71.58,38.35,NRI,Trust,N,N,N,65644681,38987596,49.83,8.0,ConveyanceDeed
2020-07,PARC-37d8b220901c,BuilderFloor,1805669,2769.43,188,1.116,7.11,73.44,28.09,Institutional,BankAuction,Y,N,Y,1491798,1533733,89.28,36.5,PartitionDeed
2024-12,PARC-274c2e630b01,Studio,21332675,10774.08,74,0.79,10.2,40.03,23.54,Senior,Individual,N,Y,Y,17363933,16246410,23.16,65.1,PartitionDeed
2025-03,PARC-c53f7fa84ff7,Studio,2901782,758.04,65,0.831,10.6,41.74,23.17,NRI,BankAuction,Y,Y,Y,2049290,1779865,52.97,27.8,GiftDeed
2025-08,PARC-0b890e176d34,IndependentHouse,61844567,18860.8,239,1.102,9.74,73.35,49.65,Upgrader,Company,Y,Y,Y,59115744,48983438,52.52,86.6,LeaseDeed
2019-05,PARC-fc90b248f396,BuilderFloor,5797700,1678.55,132,1.023,10.46,55.23,59.41,Senior,Individual,N,N,Y,5271334,5246436,75.04,60.2,ReleaseDeed
2025-04,PARC-2bcb2b01b485,Apartment,7816950,2841.49,227,0.799,9.25,65.7,25.37,NRI,Developer,Y,N,Y,6499280,7171539,78.04,38.8,GiftDeed
2020-07,PARC-501f51132011,BuilderFloor,40588667,9666.27,35,0.79,8.99,65.8,36.92,NRI,Individual,Y,N,N,37405608,28965569,22.83,71.8,ConveyanceDeed
2022-04,PARC-c9d9c0887054,BuilderFloor,64910851,32390.64,64,0.782,8.21,78.02,31.49,FirstTime,Individual,Y,Y,N,66289191,38383904,33.5,29.7,ReleaseDeed
2019-08,PARC-2171869c63a8,BuilderFloor,48266857,13091.09,84,0.998,8.46,42.81,27.43,Institutional,Individual,Y,Y,N,43618723,39829843,95.21,27.0,ConveyanceDeed
2022-03,PARC-c55cda89fe8f,BuilderFloor,46136659,11692.01,203,0.809,7.6,44.87,36.41,Investor,Trust,N,N,N,39814978,32231962,39.68,76.3,PartitionDeed
2020-11,PARC-f6863bb64e1f,Villa,36271095,46561.1,120,0.833,10.17,45.37,35.06,Senior,BankAuction,Y,N,N,35625849,21905278,6.45,25.4,GiftDeed
2024-02,PARC-00d08a1df4e0,Apartment,56089962,54936.3,138,0.989,6.75,62.3,32.24,Senior,Developer,Y,Y,N,47948759,35065596,57.45,43.5,GiftDeed
2022-09,PARC-8fa22dd29940,Plot,57721896,26189.61,175,1.11,9.15,43.55,24.59,Senior,Trust,N,N,Y,58404463,48605747,33.69,55.8,PartitionDeed
2022-06,PARC-ffdcf784c76d,IndependentHouse,63248129,30747.75,75,0.966,9.56,51.23,23.68,Investor,Trust,Y,N,Y,56916560,42753539,5.48,81.1,LeaseDeed
2024-03,PARC-291ffc9a0bf9,Villa,57965421,19111.58,34,0.788,9.4,52.12,58.95,Institutional,Developer,Y,Y,N,49488468,36396532,72.25,44.2,PartitionDeed
2020-10,PARC-d807d4095fb8,FarmHouse,26698022,25475.21,72,0.816,7.27,73.37,52.46,Institutional,Trust,N,Y,Y,21202804,20249481,76.06,9.8,PartitionDeed
2024-08,PARC-1d55ebd81130,Apartment,57781432,76128.37,181,1.155,10.67,61.92,32.34,Institutional,Individual,Y,Y,N,57423870,42644673,52.45,50.5,ConveyanceDeed
2021-04,PARC-42986255c0ca,Plot,47306605,15525.63,157,1.015,10.91,44.11,30.41,Senior,BankAuction,Y,N,Y,39727079,35745866,11.21,32.4,ConveyanceDeed
2024-04,PARC-5bf149393293,Villa,45326243,60114.38,196,1.165,7.72,64.53,42.25,Institutional,BankAuction,N,Y,N,34797549,40020646,72.15,9.4,ConveyanceDeed
2023-03,PARC-8570e2d2fce0,Apartment,48365762,62649.95,155,0.922,7.58,77.45,54.25,NRI,Company,N,N,N,49765799,37398840,1.7,96.6,GiftDeed
2022-06,PARC-56f0ee42bea1,IndependentHouse,56308679,51236.29,111,0.876,7.01,42.75,12.77,Upgrader,Trust,Y,Y,N,43746836,35197840,36.86,78.0,ReleaseDeed
2020-02,PARC-3cd7ec633d37,Studio,27332200,74882.74,206,0.828,10.66,79.5,55.56,Senior,BankAuction,Y,Y,Y,22056944,15371554,6.2,55.6,ReleaseDeed
2024-03,PARC-a7f0c33b518b,Apartment,38608352,26961.14,99,0.86,10.05,68.46,12.14,FirstTime,Developer,N,N,N,31736969,21536745,75.02,54.7,PartitionDeed
2023-08,PARC-a6635ab9060c,BuilderFloor,46291447,41221.24,57,1.082,7.21,89.62,16.72,Institutional,BankAuction,N,N,N,42889043,32464839,16.32,66.7,LeaseDeed
2020-07,PARC-47bdcd6eb702,Apartment,47041409,12514.34,200,1.142,7.96,51.06,27.02,Upgrader,Developer,N,N,N,37563330,33881912,39.25,78.3,ConveyanceDeed
2021-01,PARC-8bc4e86f5b13,RowHouse,21851650,12207.63,30,1.003,6.85,58.61,29.41,FirstTime,Individual,N,N,N,20292362,16302934,29.05,7.0,SaleDeed
2025-07,PARC-48a290700b19,Studio,53809558,17747.22,81,1.148,9.51,80.05,59.34,Upgrader,BankAuction,N,N,N,41742544,34160481,5.88,56.0,SaleDeed
2021-03,PARC-d5a526cfc9a5,FarmHouse,37768376,10413.12,182,1.172,10.0,57.1,14.66,Upgrader,BankAuction,Y,Y,N,30246617,29176418,4.01,26.9,LeaseDeed
2024-10,PARC-59aaf53f1e71,IndependentHouse,16231343,3931.06,231,1.135,8.85,57.6,46.56,FirstTime,Developer,N,N,Y,16244850,10982853,81.11,52.4,SaleDeed
2021-12,PARC-6c7d030d2d40,Studio,10175069,3266.47,153,1.15,7.16,77.56,48.64,Investor,Trust,N,Y,N,7477122,7025193,61.02,15.5,PartitionDeed
2020-03,PARC-78c12b19d7d9,Studio,25784601,11279.35,175,1.036,7.22,47.77,18.99,Senior,BankAuction,Y,N,Y,19371552,23259777,32.24,29.0,PartitionDeed
2025-04,PARC-d08108401fc4,Villa,55696766,14314.25,237,0.998,8.91,47.12,58.56,NRI,BankAuction,Y,N,Y,40592666,36400435,34.25,97.8,SaleDeed
2024-08,PARC-a33a43fbd30c,Villa,19179607,5082.04,104,1.087,10.15,45.25,37.45,FirstTime,Trust,Y,Y,Y,16036204,15760189,77.49,77.2,ConveyanceDeed
2023-04,PARC-b3a2dabe7e15,Studio,21507558,14121.84,57,0.974,9.01,52.4,31.87,Senior,BankAuction,Y,N,Y,18937535,17298482,56.21,38.1,ConveyanceDeed
2019-06,PARC-628b1a4e0231,Plot,30313831,43742.9,204,0.928,10.29,57.06,36.73,NRI,Developer,N,N,N,26639204,21996134,11.7,18.9,ConveyanceDeed
2020-02,PARC-551a7d01c5f9,Studio,22255716,9347.21,193,1.01,10.32,49.59,47.62,Senior,Company,Y,Y,N,17534456,20618265,15.96,38.0,ConveyanceDeed
2019-08,PARC-68c21cbf1d42,Villa,15756401,21793.09,221,1.133,9.05,54.76,29.17,NRI,Company,Y,Y,N,16417071,13354151,49.86,37.5,ConveyanceDeed
2022-09,PARC-9b1e29e12dc7,IndependentHouse,19379784,4549.25,182,1.009,9.97,58.78,39.7,Investor,Individual,Y,N,Y,15974507,16888692,55.16,7.5,SaleDeed
2019-04,PARC-1c8dd0b77c22,Apartment,10163279,33213.33,79,1.022,9.52,82.59,39.39,NRI,Trust,Y,N,Y,8817330,9201617,89.97,64.5,LeaseDeed
2020-03,PARC-f6450567aabb,RowHouse,4332890,1120.19,118,0.923,11.08,75.53,11.23,Senior,BankAuction,Y,Y,Y,3940272,3826575,92.68,65.6,ConveyanceDeed
2024-01,PARC-74f94e02869b,Villa,55192209,23054.39,5,0.997,9.57,47.23,49.19,NRI,Developer,N,N,Y,52453643,31188250,93.85,57.3,LeaseDeed
2023-09,PARC-876dbad83767,BuilderFloor,7003219,3494.62,49,1.091,8.08,43.71,20.17,Upgrader,Company,Y,Y,Y,6799699,4237629,36.51,66.5,SaleDeed
