econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_usd,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
1998-02-23,7045,ONLINE_ECOM,358607.04,649,142,554.63,52.26,47.74,3.54,0.35,21.23,78.77,100_150K,25_34,UNKNOWN,MORNING,0,0.7893,STATE
1998-03-02,8846,PHONE_ORDER,1084930.0,633,405,1179.19,48.29,51.71,1.75,1.5,6.99,93.01,35_60K,25_34,UNKNOWN,MORNING,0,0.752,ZIP5
1998-03-09,9781,MOBILE_WALLET,812828.99,653,282,1701.48,11.52,88.48,0.21,1.34,30.93,69.07,LT35K,18_24,MOBILE,EVENING,0,0.5536,ZIP5
1998-03-16,1428,MOBILE_WALLET,435057.8,658,104,820.19,71.47,28.53,0.1,1.3,36.59,63.41,100_150K,55_64,MOBILE,MIDDAY,0,0.0085,ZIP5
1998-03-23,7118,MOBILE_WALLET,948596.85,669,112,1862.1,15.64,84.36,7.74,0.44,15.62,84.38,60_100K,35_44,POS_TERMINAL,EVENING,0,0.1036,ZIP5
1998-03-30,5079,RECURRING,1878388.83,635,144,3940.4,71.26,28.74,6.08,0.2,35.82,64.18,60_100K,35_44,UNKNOWN,LATE_NIGHT,0,0.3526,NATIONAL
1998-04-06,2444,MOBILE_WALLET,532724.32,665,173,979.2,18.73,81.27,5.35,0.44,17.42,82.58,150K_PLUS,45_54,MOBILE,MORNING,0,0.7217,ZIP3
1998-04-13,9935,PHONE_ORDER,1670015.67,655,414,1690.76,29.33,70.67,4.58,0.05,19.59,80.41,100_150K,25_34,UNKNOWN,AFTERNOON,0,0.909,STORE_CLUSTER
1998-04-20,5689,IN_APP,857972.61,639,257,1752.52,72.3,27.7,3.51,0.42,39.03,60.97,LT35K,55_64,UNKNOWN,MIDDAY,0,0.567,STORE_CLUSTER
1998-04-27,8247,RECURRING,1407302.91,638,329,2373.15,82.59,17.41,3.54,0.27,6.25,93.75,100_150K,65_PLUS,DESKTOP,EVENING,0,0.3731,ZIP3
1998-05-04,4115,ONLINE_ECOM,1011925.07,617,210,2118.01,76.1,23.9,4.09,0.14,34.98,65.02,LT35K,45_54,DESKTOP,LATE_NIGHT,0,0.5029,ZIP5
1998-05-11,2246,RECURRING,351620.19,704,183,411.41,13.65,86.35,6.76,0.2,5.05,94.95,60_100K,45_54,MOBILE,LATE_NIGHT,1,0.1667,STATE
1998-05-18,1471,INSTORE_CARD_PRESENT,242376.37,634,347,528.28,41.53,58.47,6.29,1.51,18.74,81.26,60_100K,35_44,TABLET,LATE_NIGHT,0,0.5932,NATIONAL
1998-05-25,8396,ONLINE_ECOM,328329.33,655,192,303.22,80.1,19.9,7.32,0.31,29.71,70.29,60_100K,25_34,MOBILE,LATE_NIGHT,0,0.2158,STATE
1998-06-01,2200,RECURRING,449668.07,701,487,593.76,63.07,36.93,5.29,0.28,32.51,67.49,35_60K,65_PLUS,UNKNOWN,LATE_NIGHT,0,0.7691,ZIP5
1998-06-08,8218,RECURRING,2162336.89,644,354,2585.77,61.32,38.68,5.64,1.54,22.31,77.69,150K_PLUS,45_54,POS_TERMINAL,MORNING,0,0.9004,NATIONAL
1998-06-15,5190,PHONE_ORDER,310377.47,616,189,379.02,65.95,34.05,3.4,1.49,40.65,59.35,LT35K,25_34,TABLET,MORNING,0,0.965,STATE
1998-06-22,2042,PHONE_ORDER,486579.75,694,151,764.83,68.97,31.03,2.22,0.49,8.96,91.04,100_150K,35_44,UNKNOWN,EVENING,0,0.9841,STATE
1998-06-29,5870,IN_APP,1638025.45,655,311,3387.64,66.9,33.1,4.3,0.48,41.22,58.78,100_150K,65_PLUS,POS_TERMINAL,LATE_NIGHT,0,0.5116,ZIP3
1998-07-06,2545,RECURRING,891435.99,641,441,1325.96,5.04,94.96,4.93,0.49,15.7,84.3,35_60K,35_44,MOBILE,MORNING,0,0.5859,ZIP3
1998-07-13,3200,RECURRING,1164269.08,697,183,1396.14,55.68,44.32,0.94,1.56,11.38,88.62,60_100K,25_34,UNKNOWN,EVENING,0,0.8698,ZIP5
1998-07-20,3060,RECURRING,184636.5,676,163,228.96,76.37,23.63,2.7,1.42,7.89,92.11,60_100K,35_44,POS_TERMINAL,MIDDAY,0,0.3476,STORE_CLUSTER
1998-07-27,2013,INSTORE_CARD_PRESENT,619261.09,642,329,1128.23,45.96,54.04,0.98,1.07,23.85,76.15,100_150K,55_64,MOBILE,MIDDAY,0,0.3296,STATE
1998-08-03,6389,MOBILE_WALLET,884764.89,569,227,1505.76,78.81,21.19,4.43,1.79,38.99,61.01,100_150K,45_54,MOBILE,MIDDAY,0,0.2616,STORE_CLUSTER
1998-08-10,4823,IN_APP,2385493.45,670,274,4205.82,53.22,46.78,6.29,1.62,34.99,65.01,60_100K,35_44,DESKTOP,MORNING,0,0.7827,METRO
1998-08-17,5376,IN_APP,1055748.75,650,198,1966.98,59.06,40.94,1.85,0.25,16.91,83.09,LT35K,45_54,DESKTOP,EVENING,0,0.0961,STATE
1998-08-24,9129,PHONE_ORDER,1050744.38,616,102,1067.51,58.16,41.84,0.35,0.9,43.91,56.09,100_150K,18_24,TABLET,AFTERNOON,0,0.6695,ZIP3
1998-08-31,4506,RECURRING,502273.83,673,320,698.51,36.02,63.98,4.39,1.27,12.26,87.74,100_150K,55_64,MOBILE,MORNING,0,0.7212,ZIP3
1998-09-07,9638,IN_APP,959239.18,663,170,1425.98,32.76,67.24,4.43,0.05,32.65,67.35,150K_PLUS,18_24,MOBILE,MORNING,0,0.3373,NATIONAL
1998-09-14,7700,IN_APP,379244.47,674,121,526.05,19.33,80.67,1.89,0.12,20.09,79.91,100_150K,18_24,DESKTOP,LATE_NIGHT,0,0.0417,ZIP5
1998-09-21,4290,MOBILE_WALLET,1280424.81,665,132,1230.24,77.04,22.96,3.44,0.95,24.65,75.35,LT35K,25_34,POS_TERMINAL,MORNING,0,0.1104,ZIP3
1998-09-28,8862,ONLINE_ECOM,728335.23,643,246,1171.58,17.92,82.08,7.76,0.42,22.45,77.55,LT35K,35_44,POS_TERMINAL,MIDDAY,0,0.5799,METRO
1998-10-05,2290,RECURRING,1848211.98,652,434,3753.65,78.71,21.29,1.73,0.45,17.18,82.82,150K_PLUS,25_34,TABLET,LATE_NIGHT,0,0.6534,STATE
1998-10-12,9100,RECURRING,1545015.75,715,148,1693.56,25.8,74.2,0.33,0.39,44.19,55.81,150K_PLUS,35_44,POS_TERMINAL,MORNING,1,0.3101,METRO
1998-10-19,4585,IN_APP,724688.58,668,440,1135.68,82.21,17.79,7.8,1.26,27.64,72.36,150K_PLUS,35_44,TABLET,AFTERNOON,0,0.9496,STORE_CLUSTER
1998-10-26,1522,MOBILE_WALLET,829945.42,652,132,917.4,18.76,81.24,4.14,1.79,8.08,91.92,60_100K,35_44,TABLET,MIDDAY,0,0.8376,NATIONAL
1998-11-02,3874,RECURRING,172518.15,612,369,285.71,56.68,43.32,3.37,0.54,9.42,90.58,60_100K,55_64,MOBILE,AFTERNOON,0,0.6953,STORE_CLUSTER
1998-11-09,3197,PHONE_ORDER,2180796.64,625,137,3208.68,84.98,15.02,6.06,0.94,25.1,74.9,35_60K,18_24,POS_TERMINAL,MORNING,0,0.5554,ZIP5
1998-11-16,3888,INSTORE_CARD_PRESENT,692634.93,616,241,1515.34,36.88,63.12,5.09,0.36,8.81,91.19,150K_PLUS,45_54,DESKTOP,MORNING,1,0.9076,NATIONAL
1998-11-23,4354,MOBILE_WALLET,760115.03,727,225,811.43,14.17,85.83,3.38,1.51,8.48,91.52,150K_PLUS,65_PLUS,POS_TERMINAL,MIDDAY,0,0.4517,METRO
1998-11-30,7012,MOBILE_WALLET,476691.14,647,352,620.97,41.4,58.6,5.08,1.6,14.18,85.82,150K_PLUS,25_34,DESKTOP,MIDDAY,0,0.8911,STORE_CLUSTER
1998-12-07,7291,RECURRING,333624.73,672,450,594.9,38.88,61.12,5.39,0.94,24.93,75.07,60_100K,35_44,DESKTOP,MORNING,0,0.7641,METRO
1998-12-14,8743,RECURRING,58598.88,651,253,109.47,67.28,32.72,4.36,0.11,21.0,79.0,60_100K,55_64,TABLET,MORNING,0,0.4496,STATE
1998-12-21,5348,IN_APP,559536.35,656,315,1186.55,10.87,89.13,6.62,0.22,24.6,75.4,LT35K,18_24,TABLET,AFTERNOON,0,0.7263,ZIP5
1998-12-28,2530,PHONE_ORDER,1999616.61,631,436,2213.25,53.98,46.02,5.37,1.51,25.48,74.52,LT35K,45_54,MOBILE,EVENING,0,0.7096,ZIP3
1999-01-04,6732,ONLINE_ECOM,1323982.68,634,174,1557.43,35.55,64.45,7.04,0.17,17.95,82.05,LT35K,18_24,TABLET,MIDDAY,1,0.8697,STORE_CLUSTER
1999-01-11,1401,IN_APP,1100334.14,683,123,1238.37,7.68,92.32,4.2,1.77,36.8,63.2,35_60K,65_PLUS,MOBILE,EVENING,0,0.3641,ZIP3
1999-01-18,7723,INSTORE_CARD_PRESENT,625157.97,678,161,1047.64,29.79,70.21,1.0,0.54,42.26,57.74,LT35K,65_PLUS,TABLET,AFTERNOON,0,0.8395,NATIONAL
1999-01-25,8432,PHONE_ORDER,1023601.03,662,267,1011.61,83.89,16.11,7.75,1.38,5.06,94.94,LT35K,25_34,DESKTOP,EVENING,0,0.3354,ZIP5
1999-02-01,7748,ONLINE_ECOM,996327.42,676,338,1463.75,40.78,59.22,7.96,0.86,41.55,58.45,60_100K,45_54,TABLET,EVENING,0,0.7118,NATIONAL
1999-02-08,4835,PHONE_ORDER,846911.34,663,286,1062.96,40.42,59.58,1.05,0.83,30.48,69.52,150K_PLUS,55_64,POS_TERMINAL,AFTERNOON,0,0.6204,NATIONAL
1999-02-15,7815,ONLINE_ECOM,812725.82,608,375,1024.73,60.11,39.89,7.73,1.32,7.74,92.26,35_60K,18_24,DESKTOP,MORNING,0,0.8163,STORE_CLUSTER
1999-02-22,3896,RECURRING,1414322.77,626,111,2336.0,32.02,67.98,3.5,0.6,22.68,77.32,LT35K,25_34,UNKNOWN,LATE_NIGHT,0,0.8754,METRO
1999-03-01,7213,MOBILE_WALLET,1125978.16,653,448,2026.31,41.58,58.42,0.79,1.69,14.19,85.81,60_100K,35_44,DESKTOP,AFTERNOON,1,0.6802,NATIONAL
1999-03-08,9816,RECURRING,1581989.74,618,183,3502.48,34.79,65.21,0.92,0.2,25.14,74.86,150K_PLUS,45_54,TABLET,AFTERNOON,1,0.7857,STORE_CLUSTER
1999-03-15,3902,INSTORE_CARD_PRESENT,1866887.43,654,301,1784.95,41.51,58.49,7.56,1.06,27.69,72.31,LT35K,35_44,TABLET,EVENING,0,0.2504,NATIONAL
1999-03-22,4398,PHONE_ORDER,2837352.86,651,196,4428.07,68.7,31.3,7.63,1.05,39.35,60.65,35_60K,25_34,POS_TERMINAL,LATE_NIGHT,0,0.6092,NATIONAL
1999-03-29,7500,INSTORE_CARD_PRESENT,1087904.6,651,342,2275.88,79.21,20.79,4.74,0.08,43.01,56.99,100_150K,18_24,DESKTOP,MORNING,0,0.7572,STATE
1999-04-05,5642,PHONE_ORDER,1192732.53,634,164,1832.16,76.85,23.15,5.16,0.84,13.09,86.91,60_100K,18_24,UNKNOWN,MIDDAY,0,0.8947,STORE_CLUSTER
1999-04-12,9307,INSTORE_CARD_PRESENT,2064794.72,612,402,3680.76,6.11,93.89,4.96,0.27,27.99,72.01,150K_PLUS,55_64,POS_TERMINAL,MIDDAY,0,0.0657,STATE
1999-04-19,6256,IN_APP,343781.63,662,253,367.35,28.67,71.33,6.17,1.63,5.57,94.43,100_150K,35_44,POS_TERMINAL,MIDDAY,0,0.9527,METRO
1999-04-26,1546,IN_APP,1153367.36,698,477,2247.44,83.12,16.88,3.15,1.5,20.04,79.96,150K_PLUS,35_44,TABLET,LATE_NIGHT,1,0.3927,ZIP3
1999-05-03,5008,INSTORE_CARD_PRESENT,1124467.43,691,433,1085.53,9.05,90.95,5.96,0.21,17.74,82.26,60_100K,35_44,TABLET,LATE_NIGHT,0,0.1868,METRO
1999-05-10,7281,ONLINE_ECOM,546880.17,639,316,646.11,48.48,51.52,4.26,1.58,28.37,71.63,150K_PLUS,55_64,DESKTOP,MIDDAY,0,0.2985,NATIONAL
1999-05-17,7691,RECURRING,2430657.17,624,398,4344.23,40.61,59.39,4.33,0.99,24.93,75.07,60_100K,65_PLUS,POS_TERMINAL,MIDDAY,0,0.2148,ZIP5
1999-05-24,8716,IN_APP,401101.58,682,223,363.1,54.21,45.79,5.45,0.95,21.3,78.7,60_100K,65_PLUS,MOBILE,MIDDAY,0,0.5139,NATIONAL
1999-05-31,5299,ONLINE_ECOM,505094.09,611,117,823.19,14.4,85.6,0.54,1.0,32.58,67.42,150K_PLUS,45_54,UNKNOWN,AFTERNOON,0,0.5295,STORE_CLUSTER
1999-06-07,7545,MOBILE_WALLET,843051.2,684,315,1062.44,55.68,44.32,1.25,0.19,18.12,81.88,150K_PLUS,55_64,MOBILE,AFTERNOON,0,0.5418,ZIP3
1999-06-14,4254,INSTORE_CARD_PRESENT,475808.57,675,198,934.7,68.37,31.63,3.75,1.04,7.69,92.31,150K_PLUS,18_24,UNKNOWN,AFTERNOON,0,0.7844,STATE
1999-06-21,5548,IN_APP,1335104.7,642,379,1656.92,29.65,70.35,5.91,1.65,31.58,68.42,100_150K,25_34,DESKTOP,LATE_NIGHT,0,0.6849,NATIONAL
1999-06-28,7271,RECURRING,634991.08,676,277,1290.93,45.62,54.38,3.5,0.67,23.17,76.83,LT35K,25_34,POS_TERMINAL,MIDDAY,0,0.3221,STATE
1999-07-05,3814,PHONE_ORDER,2610668.69,647,202,4105.72,49.7,50.3,1.56,0.7,17.26,82.74,150K_PLUS,25_34,POS_TERMINAL,EVENING,0,0.5216,ZIP5
1999-07-12,4287,ONLINE_ECOM,573852.38,640,353,991.7,77.76,22.24,4.66,0.97,22.64,77.36,35_60K,18_24,UNKNOWN,EVENING,0,0.6565,STORE_CLUSTER
1999-07-19,4379,PHONE_ORDER,1209342.52,668,248,2404.46,27.12,72.88,1.38,1.18,38.73,61.27,100_150K,65_PLUS,MOBILE,LATE_NIGHT,0,0.7549,METRO
1999-07-26,7728,RECURRING,787310.8,678,289,1159.75,28.53,71.47,0.37,1.3,32.75,67.25,35_60K,45_54,TABLET,AFTERNOON,0,0.3972,STORE_CLUSTER
1999-08-02,5644,RECURRING,554151.72,697,389,679.16,12.3,87.7,2.63,0.24,38.61,61.39,150K_PLUS,55_64,TABLET,EVENING,0,0.2997,STATE
1999-08-09,2312,INSTORE_CARD_PRESENT,190423.23,614,420,337.2,71.4,28.6,0.15,0.43,42.63,57.37,100_150K,25_34,UNKNOWN,MIDDAY,1,0.8671,ZIP3
1999-08-16,8737,PHONE_ORDER,1243724.03,609,162,2211.99,6.47,93.53,1.49,1.79,12.7,87.3,100_150K,18_24,POS_TERMINAL,MORNING,0,0.492,ZIP5
1999-08-23,3365,PHONE_ORDER,283856.33,672,449,401.63,41.29,58.71,1.32,1.08,25.2,74.8,35_60K,25_34,TABLET,LATE_NIGHT,0,0.3545,ZIP3
1999-08-30,6612,MOBILE_WALLET,1602745.91,649,199,1589.67,45.1,54.9,7.86,0.51,20.7,79.3,35_60K,18_24,TABLET,MIDDAY,0,0.5541,ZIP5
1999-09-06,1856,INSTORE_CARD_PRESENT,285612.07,700,174,411.91,51.4,48.6,4.51,0.34,33.36,66.64,60_100K,65_PLUS,POS_TERMINAL,LATE_NIGHT,0,0.3388,METRO
1999-09-13,3685,PHONE_ORDER,2060175.54,665,445,4048.14,71.27,28.73,6.83,1.2,32.4,67.6,35_60K,45_54,UNKNOWN,EVENING,0,0.6586,STORE_CLUSTER
1999-09-20,6178,IN_APP,644765.81,722,335,539.65,55.4,44.6,7.54,1.25,44.75,55.25,60_100K,35_44,MOBILE,EVENING,0,0.5886,STORE_CLUSTER
1999-09-27,6470,INSTORE_CARD_PRESENT,697940.02,640,162,1486.16,18.94,81.06,3.32,1.59,28.11,71.89,35_60K,55_64,UNKNOWN,EVENING,0,0.7348,ZIP3
1999-10-04,1290,MOBILE_WALLET,803447.88,653,262,1459.54,17.11,82.89,6.91,1.0,7.64,92.36,LT35K,45_54,DESKTOP,MORNING,0,0.4102,STORE_CLUSTER
1999-10-11,7795,ONLINE_ECOM,751723.13,669,379,1412.21,45.97,54.03,2.61,1.55,33.51,66.49,100_150K,65_PLUS,DESKTOP,MORNING,0,0.2592,STORE_CLUSTER
1999-10-18,1608,MOBILE_WALLET,1050290.89,635,328,1396.04,23.79,76.21,6.39,0.06,35.78,64.22,150K_PLUS,65_PLUS,POS_TERMINAL,MORNING,0,0.4735,NATIONAL
1999-10-25,8331,IN_APP,386616.87,630,356,661.6,67.15,32.85,2.56,1.51,26.92,73.08,35_60K,35_44,DESKTOP,MORNING,0,0.4666,METRO
1999-11-01,8472,IN_APP,2661280.41,651,329,4375.36,28.88,71.12,7.47,0.87,28.74,71.26,100_150K,25_34,TABLET,LATE_NIGHT,0,0.7587,ZIP5
1999-11-08,5307,PHONE_ORDER,486195.11,654,384,740.72,78.2,21.8,4.87,1.21,29.48,70.52,LT35K,18_24,MOBILE,MORNING,0,0.1337,STATE
1999-11-15,8258,RECURRING,2583102.37,631,242,5480.48,60.24,39.76,4.47,0.86,37.29,62.71,60_100K,45_54,POS_TERMINAL,MORNING,0,0.6046,STATE
1999-11-22,7553,RECURRING,1385506.66,623,188,1652.7,81.91,18.09,0.43,0.85,13.74,86.26,100_150K,35_44,POS_TERMINAL,MORNING,0,0.9429,STORE_CLUSTER
1999-11-29,1588,PHONE_ORDER,203899.9,637,137,271.48,77.95,22.05,5.25,0.34,44.82,55.18,35_60K,45_54,DESKTOP,MIDDAY,0,0.8097,STORE_CLUSTER
1999-12-06,4863,IN_APP,1146616.9,677,129,2218.34,18.19,81.81,1.66,1.38,28.34,71.66,60_100K,25_34,DESKTOP,MORNING,0,0.465,ZIP5
1999-12-13,9628,IN_APP,584749.52,623,216,832.61,58.6,41.4,2.81,1.59,27.42,72.58,35_60K,18_24,UNKNOWN,MIDDAY,0,0.8267,ZIP5
1999-12-20,5868,IN_APP,628342.43,666,280,1315.53,74.17,25.83,0.62,1.06,28.19,71.81,150K_PLUS,55_64,TABLET,EVENING,0,0.8164,METRO
1999-12-27,6541,PHONE_ORDER,240098.51,690,252,256.55,17.41,82.59,4.43,1.35,40.07,59.93,150K_PLUS,65_PLUS,UNKNOWN,EVENING,0,0.1199,STORE_CLUSTER
2000-01-03,5740,IN_APP,329965.18,658,161,599.28,28.55,71.45,1.38,0.53,44.55,55.45,LT35K,25_34,MOBILE,MIDDAY,0,0.131,STORE_CLUSTER
2000-01-10,8897,ONLINE_ECOM,426355.54,657,142,474.53,56.73,43.27,4.42,1.35,16.41,83.59,35_60K,45_54,POS_TERMINAL,MORNING,0,0.6001,STORE_CLUSTER
2000-01-17,2457,PHONE_ORDER,707049.54,662,300,732.5,51.64,48.36,7.7,0.66,27.09,72.91,LT35K,18_24,TABLET,LATE_NIGHT,0,0.9982,ZIP3
2000-01-24,4337,MOBILE_WALLET,992122.01,648,298,1006.65,25.72,74.28,4.36,0.6,39.14,60.86,60_100K,25_34,POS_TERMINAL,AFTERNOON,0,0.9926,NATIONAL
2000-01-31,5268,ONLINE_ECOM,217438.88,645,425,212.0,64.74,35.26,4.98,1.59,28.04,71.96,60_100K,25_34,DESKTOP,MIDDAY,0,0.7702,ZIP5
2000-02-07,1892,PHONE_ORDER,910082.51,676,363,965.35,78.92,21.08,4.73,0.35,13.39,86.61,LT35K,55_64,TABLET,AFTERNOON,1,0.0314,ZIP5
2000-02-14,5483,PHONE_ORDER,498074.98,685,261,755.8,73.61,26.39,0.91,0.61,12.85,87.15,LT35K,35_44,POS_TERMINAL,AFTERNOON,0,0.7378,ZIP3
2000-02-21,3001,MOBILE_WALLET,821023.32,650,192,1102.83,24.6,75.4,1.37,1.21,35.91,64.09,35_60K,35_44,UNKNOWN,LATE_NIGHT,0,0.4145,NATIONAL
2000-02-28,5571,MOBILE_WALLET,446200.39,693,389,432.4,43.86,56.14,4.35,1.66,30.03,69.97,100_150K,45_54,POS_TERMINAL,MORNING,0,0.6722,NATIONAL
2000-03-06,7973,PHONE_ORDER,1135185.63,665,346,1594.26,70.99,29.01,0.27,0.74,36.11,63.89,LT35K,65_PLUS,MOBILE,AFTERNOON,0,0.9524,METRO
2000-03-13,1094,IN_APP,804263.07,622,108,1021.61,31.47,68.53,2.28,0.28,38.82,61.18,100_150K,35_44,DESKTOP,LATE_NIGHT,0,0.1491,ZIP5
2000-03-20,1729,MOBILE_WALLET,850209.5,630,100,1141.53,44.52,55.48,3.95,1.03,9.81,90.19,150K_PLUS,35_44,MOBILE,AFTERNOON,0,0.0977,ZIP3
2000-03-27,5038,PHONE_ORDER,1188298.8,638,339,1849.02,15.42,84.58,6.63,1.45,23.55,76.45,100_150K,55_64,TABLET,AFTERNOON,0,0.0279,METRO
2000-04-03,1407,MOBILE_WALLET,1355361.75,658,380,2343.58,60.43,39.57,3.33,1.79,43.71,56.29,100_150K,45_54,MOBILE,MORNING,0,0.9044,STATE
2000-04-10,8217,IN_APP,696420.89,645,150,995.88,57.04,42.96,0.2,1.41,37.21,62.79,LT35K,35_44,UNKNOWN,MIDDAY,0,0.153,STORE_CLUSTER
2000-04-17,5715,ONLINE_ECOM,1248083.74,672,377,2535.97,37.07,62.93,4.88,1.25,36.73,63.27,60_100K,65_PLUS,UNKNOWN,EVENING,0,0.2629,ZIP3
2000-04-24,3934,MOBILE_WALLET,1171932.83,651,245,2125.05,27.36,72.64,5.05,1.73,37.17,62.83,150K_PLUS,65_PLUS,POS_TERMINAL,MIDDAY,0,0.8408,ZIP5
2000-05-01,4620,RECURRING,1131585.37,683,268,1123.12,46.27,53.73,5.05,1.62,44.9,55.1,LT35K,35_44,TABLET,AFTERNOON,0,0.3873,ZIP5
2000-05-08,4077,RECURRING,363047.62,642,311,431.73,43.07,56.93,5.53,0.92,18.99,81.01,35_60K,25_34,UNKNOWN,MORNING,0,0.8903,NATIONAL
2000-05-15,9013,ONLINE_ECOM,183421.96,634,431,220.18,62.92,37.08,7.89,0.46,26.45,73.55,100_150K,45_54,TABLET,MORNING,0,0.1131,STATE
2000-05-22,7011,IN_APP,1428995.61,633,204,2019.59,47.14,52.86,3.27,0.02,15.45,84.55,LT35K,25_34,TABLET,LATE_NIGHT,0,0.4681,METRO
2000-05-29,5496,INSTORE_CARD_PRESENT,582784.11,616,396,1109.81,82.85,17.15,3.94,1.61,27.5,72.5,100_150K,25_34,TABLET,MIDDAY,0,0.0078,METRO
2000-06-05,2125,INSTORE_CARD_PRESENT,367694.72,615,388,714.91,8.98,91.02,4.53,0.76,42.98,57.02,100_150K,35_44,UNKNOWN,MIDDAY,0,0.9346,STORE_CLUSTER
2000-06-12,3554,ONLINE_ECOM,313565.11,671,206,358.24,14.18,85.82,6.29,1.25,23.71,76.29,150K_PLUS,35_44,TABLET,MORNING,0,0.706,ZIP3
2000-06-19,5786,MOBILE_WALLET,466857.12,646,349,786.42,44.43,55.57,7.23,1.54,44.52,55.48,60_100K,18_24,TABLET,MORNING,0,0.5834,ZIP5
2000-06-26,1178,ONLINE_ECOM,838390.8,642,314,1781.31,33.03,66.97,1.25,0.1,32.23,67.77,35_60K,65_PLUS,MOBILE,MORNING,1,0.3428,METRO
2000-07-03,3344,RECURRING,1604654.1,683,304,2036.52,67.27,32.73,6.21,1.61,44.53,55.47,LT35K,55_64,TABLET,MIDDAY,0,0.1818,ZIP5
2000-07-10,1237,IN_APP,877580.06,635,208,1624.74,57.65,42.35,7.61,1.57,9.86,90.14,LT35K,35_44,DESKTOP,EVENING,0,0.8507,STATE
2000-07-17,7353,IN_APP,2480857.04,658,247,5037.09,48.35,51.65,4.69,0.25,22.54,77.46,60_100K,25_34,POS_TERMINAL,MIDDAY,0,0.962,ZIP3
2000-07-24,1042,PHONE_ORDER,1096552.32,653,176,1818.59,8.67,91.33,0.8,1.1,40.09,59.91,LT35K,35_44,DESKTOP,MORNING,0,0.87,STATE
2000-07-31,7696,MOBILE_WALLET,835813.87,644,162,809.16,39.39,60.61,7.4,1.37,18.84,81.16,35_60K,35_44,POS_TERMINAL,MIDDAY,0,0.2021,ZIP5
2000-08-07,1766,ONLINE_ECOM,1373396.13,652,267,2609.47,28.94,71.06,4.8,0.55,13.65,86.35,100_150K,35_44,MOBILE,LATE_NIGHT,0,0.5767,STORE_CLUSTER
2000-08-14,3028,INSTORE_CARD_PRESENT,408551.01,684,454,555.19,12.15,87.85,2.16,0.85,23.54,76.46,60_100K,45_54,MOBILE,EVENING,0,0.518,ZIP5
2000-08-21,6118,ONLINE_ECOM,314379.72,621,351,515.57,34.26,65.74,2.52,0.41,17.47,82.53,100_150K,65_PLUS,UNKNOWN,EVENING,0,0.1924,ZIP5
2000-08-28,4971,ONLINE_ECOM,373979.87,672,115,449.83,28.95,71.05,3.75,0.78,35.48,64.52,LT35K,25_34,POS_TERMINAL,MIDDAY,1,0.0247,NATIONAL
2000-09-04,7291,ONLINE_ECOM,652802.43,633,341,798.59,39.3,60.7,4.7,0.24,22.29,77.71,LT35K,55_64,TABLET,AFTERNOON,0,0.708,NATIONAL
2000-09-11,2129,INSTORE_CARD_PRESENT,600568.56,643,228,1052.56,79.93,20.07,3.72,0.83,6.82,93.18,100_150K,35_44,MOBILE,AFTERNOON,0,0.3977,ZIP5
2000-09-18,3402,RECURRING,1825947.4,735,175,3337.84,10.19,89.81,4.55,0.95,34.68,65.32,35_60K,35_44,TABLET,EVENING,0,0.8971,ZIP3
2000-09-25,4050,INSTORE_CARD_PRESENT,2073933.56,646,164,3822.17,81.99,18.01,0.51,0.04,10.82,89.18,35_60K,25_34,DESKTOP,MORNING,0,0.8899,ZIP5
2000-10-02,1799,MOBILE_WALLET,619191.15,684,209,929.16,23.93,76.07,0.44,0.16,21.35,78.65,35_60K,35_44,DESKTOP,MORNING,0,0.2522,STATE
2000-10-09,4159,INSTORE_CARD_PRESENT,343464.97,672,259,311.92,38.13,61.87,2.37,0.47,32.47,67.53,60_100K,25_34,MOBILE,MORNING,0,0.9536,STORE_CLUSTER
2000-10-16,5604,INSTORE_CARD_PRESENT,1564840.86,730,299,1710.0,38.57,61.43,3.1,1.65,5.03,94.97,35_60K,25_34,UNKNOWN,LATE_NIGHT,1,0.8737,STATE
2000-10-23,6703,PHONE_ORDER,1772326.47,592,132,2670.32,82.61,17.39,2.96,1.14,5.91,94.09,100_150K,25_34,POS_TERMINAL,EVENING,1,0.8282,NATIONAL
2000-10-30,7663,PHONE_ORDER,444478.03,635,321,547.89,34.27,65.73,2.69,0.73,29.04,70.96,60_100K,55_64,UNKNOWN,AFTERNOON,0,0.9348,METRO
2000-11-06,5410,IN_APP,655697.34,684,472,672.39,28.13,71.87,4.82,0.21,13.01,86.99,35_60K,65_PLUS,DESKTOP,LATE_NIGHT,0,0.6248,METRO
2000-11-13,4045,MOBILE_WALLET,202425.84,656,199,400.05,71.32,28.68,5.45,1.29,33.77,66.23,35_60K,25_34,POS_TERMINAL,MIDDAY,0,0.691,STORE_CLUSTER
2000-11-20,3678,ONLINE_ECOM,977263.72,635,208,1049.37,53.37,46.63,7.19,1.21,5.61,94.39,LT35K,45_54,TABLET,AFTERNOON,0,0.5304,ZIP5
