health_dispar_analysis_year,health_dispar_disparity_metric_code,health_dispar_group_a_definition,health_dispar_group_b_definition,health_dispar_rate_group_a,health_dispar_rate_group_b,health_dispar_absolute_gap,health_dispar_relative_gap_ratio,health_dispar_concentration_index,health_dispar_segregation_index,health_dispar_access_to_care_index,health_dispar_insurance_coverage_gap_pct,health_dispar_preventable_hospitalization_gap,health_dispar_environmental_exposure_gap,health_dispar_food_insecurity_gap_pct,health_dispar_transport_barrier_gap_pct,health_dispar_language_access_gap_pct,health_dispar_digital_access_gap_pct,health_dispar_policy_context_code,health_dispar_intervention_priority_score
2022,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,53.366,49.461,3.905,1.079,0.85,83.57,98.2,2.79,48.8,-26.82,-38.87,-11.69,-8.81,21.26,Policy_C,15.29
2024,IMR,Women_vs_Men,SCST_vs_Others,33.638,60.274,-26.636,0.558,-0.707,42.4,24.95,14.36,-230.6,-36.36,-24.54,18.09,13.29,9.18,Mixed,56.27
2019,NCD_PREV,Rural_vs_Urban,MinorityLanguage_vs_Others,42.108,26.308,15.8,1.601,-0.491,35.44,70.17,9.74,27.62,-28.89,-28.59,-8.61,-20.75,-24.06,Policy_C,91.98
2017,ACCESS_INDEX,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,2.533,53.078,-50.545,0.048,0.833,95.59,7.61,-26.79,54.31,-44.2,14.63,-32.3,28.35,-31.35,Policy_C,80.05
2016,SCREEN_RATE,Women_vs_Men,SCST_vs_Others,12.895,76.002,-63.107,0.17,-0.326,88.28,69.59,-7.32,226.69,26.3,4.02,-25.27,17.87,-12.2,Policy_B,74.04
2018,MMR,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,1.38,86.811,-85.431,0.016,0.384,62.89,27.13,22.86,11.78,-3.93,17.12,-18.3,18.02,4.39,NoPolicy,41.48
2015,IMR,SCST_vs_Others,Women_vs_Men,65.456,74.092,-8.636,0.883,0.444,19.56,1.59,15.64,-137.6,9.44,38.29,16.53,11.86,-10.65,Mixed,42.87
2019,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,94.027,36.645,57.382,2.566,0.608,10.75,2.45,-29.1,373.14,-38.35,35.96,22.1,-28.58,-11.05,Policy_B,92.55
2022,SCREEN_RATE,Women_vs_Men,Rural_vs_Urban,83.138,26.026,57.112,3.194,0.808,33.52,55.51,26.48,-244.63,-23.2,33.6,9.54,-31.31,-8.37,Policy_C,55.07
2024,MORT_RATE,SCST_vs_Others,Women_vs_Men,60.474,23.22,37.254,2.604,0.375,25.33,39.12,-8.15,-155.14,-1.56,13.66,0.02,-30.91,-5.66,Policy_B,18.46
2020,NCD_PREV,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,29.077,89.616,-60.539,0.324,0.143,89.58,98.88,-3.31,402.21,0.79,-30.72,-13.03,0.81,-9.6,Policy_B,51.05
2015,ACCESS_INDEX,Rural_vs_Urban,Women_vs_Men,29.545,41.979,-12.434,0.704,0.934,24.77,48.34,24.06,359.21,-37.88,-29.98,1.67,19.0,-29.75,Pilot,5.35
2015,SCREEN_RATE,Rural_vs_Urban,SCST_vs_Others,63.702,75.221,-11.519,0.847,0.511,33.92,95.0,12.56,309.66,-44.64,-36.45,-31.63,27.95,24.8,Policy_C,6.71
2015,MMR,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,26.158,38.793,-12.635,0.674,0.934,85.7,73.64,-18.35,493.91,21.05,37.54,-17.28,3.53,-28.68,Policy_B,36.49
2025,SCREEN_RATE,Women_vs_Men,Women_vs_Men,16.689,71.531,-54.842,0.233,-0.637,97.13,59.09,-27.27,-242.92,9.86,33.31,-21.64,27.1,-14.62,Mixed,52.85
2015,VAX_COV,MinorityLanguage_vs_Others,Women_vs_Men,78.476,84.628,-6.152,0.927,0.529,94.43,46.71,-8.37,-16.25,32.66,-9.7,4.32,-3.31,17.7,Pilot,13.46
2015,MMR,MinorityLanguage_vs_Others,Women_vs_Men,89.029,69.927,19.102,1.273,0.789,4.03,24.43,-0.4,100.45,-31.02,-0.38,-9.31,-0.41,-0.28,Mixed,62.63
2015,ACCESS_INDEX,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,96.747,28.354,68.393,3.412,0.003,15.39,92.58,7.02,345.5,19.55,31.47,25.42,-9.76,35.21,Pilot,94.85
2021,MMR,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,19.615,35.502,-15.887,0.553,-0.655,96.17,79.16,4.08,250.44,-15.51,-14.62,-1.14,-18.12,20.15,Mixed,0.63
2018,SCREEN_RATE,MinorityLanguage_vs_Others,Disability_vs_NoDisability,34.681,37.705,-3.024,0.92,-0.478,62.16,86.64,-27.45,-205.72,0.41,26.2,10.29,-31.27,-32.81,NoPolicy,48.99
2018,MMR,Rural_vs_Urban,Rural_vs_Urban,31.765,20.065,11.7,1.583,0.345,14.68,57.81,-20.0,-78.16,0.59,19.65,30.23,-1.33,30.3,Mixed,84.68
2022,MORT_RATE,Women_vs_Men,Women_vs_Men,93.787,88.468,5.319,1.06,0.462,18.02,48.14,-13.49,426.72,19.55,27.09,-28.67,-14.47,-13.32,Policy_C,43.36
2024,MMR,Disability_vs_NoDisability,MinorityLanguage_vs_Others,44.884,65.267,-20.383,0.688,-0.775,74.07,50.04,-11.54,352.5,-34.02,-6.6,-1.08,-22.37,25.11,Policy_B,13.79
2015,NCD_PREV,Women_vs_Men,SCST_vs_Others,82.334,49.572,32.762,1.661,0.05,7.68,94.45,16.96,-101.5,30.85,36.44,29.79,-3.79,37.3,Pilot,73.39
2021,ACCESS_INDEX,Rural_vs_Urban,MinorityLanguage_vs_Others,88.444,61.654,26.79,1.435,-0.728,5.88,24.55,3.29,-470.26,-47.63,23.17,-34.27,9.47,-35.93,Mixed,45.87
2015,IMR,Disability_vs_NoDisability,MinorityLanguage_vs_Others,29.323,50.587,-21.264,0.58,0.12,30.34,4.9,-12.99,107.59,-17.31,13.79,1.92,-5.15,14.06,Policy_B,83.45
2025,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,99.829,66.023,33.806,1.512,-0.86,94.22,45.68,8.78,360.47,-47.59,-7.24,-23.28,2.51,-6.61,NoPolicy,49.03
2022,SCREEN_RATE,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,84.338,43.275,41.063,1.949,0.661,47.66,53.97,-1.75,-413.48,-5.53,-22.95,19.22,-17.34,-12.97,Mixed,43.76
2024,VAX_COV,SCST_vs_Others,Lowest_Quintile_vs_Highest_Quintile,84.112,3.647,80.465,23.063,0.371,46.14,34.93,23.0,-194.13,22.14,-23.03,32.2,-2.49,-24.24,Policy_B,69.91
2018,MMR,Rural_vs_Urban,Rural_vs_Urban,17.06,28.861,-11.801,0.591,0.846,71.91,15.27,-29.9,-459.64,-15.43,-1.54,27.03,-24.64,18.86,Policy_C,18.8
2015,HOSP_RATE,SCST_vs_Others,Lowest_Quintile_vs_Highest_Quintile,57.902,64.755,-6.853,0.894,-0.119,47.42,20.81,-24.68,-42.23,23.46,-23.88,26.89,-11.04,6.43,Policy_A,32.08
2022,VAX_COV,SCST_vs_Others,Disability_vs_NoDisability,89.755,49.058,40.697,1.83,-0.008,87.74,31.42,1.5,369.31,0.4,1.23,22.57,-21.35,9.79,Policy_C,65.03
2017,NCD_PREV,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,70.887,79.725,-8.838,0.889,0.002,90.37,76.04,9.38,120.79,-20.02,38.0,-32.86,-12.08,38.37,Policy_C,39.41
2017,IMR,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,89.83,85.127,4.703,1.055,-0.514,23.62,29.43,16.1,-210.03,44.4,-8.89,-7.54,4.0,-17.74,Mixed,78.01
2017,IMR,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,94.105,79.701,14.404,1.181,-0.387,37.06,84.91,4.69,-177.83,41.56,36.64,-33.78,-17.09,4.51,Policy_A,16.12
2023,SCREEN_RATE,Rural_vs_Urban,Rural_vs_Urban,24.944,10.318,14.626,2.418,0.931,70.21,50.03,-6.02,-230.93,6.67,-21.2,-16.24,9.66,-19.0,Policy_C,97.6
2020,MMR,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,35.451,61.218,-25.767,0.579,-0.69,11.96,73.61,-8.01,-287.26,44.0,12.35,-26.18,8.55,-21.53,Policy_B,25.89
2020,NCD_PREV,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,73.959,72.677,1.282,1.018,0.897,82.09,0.91,-24.33,-292.91,-16.26,18.71,-3.36,20.79,-11.37,Policy_B,18.65
2022,IMR,Disability_vs_NoDisability,Women_vs_Men,70.877,67.429,3.448,1.051,0.936,16.29,51.88,-7.2,-93.9,-44.49,-30.59,22.13,1.27,-25.61,Policy_C,57.5
2015,HOSP_RATE,Women_vs_Men,Disability_vs_NoDisability,85.926,0.874,85.052,98.314,0.126,61.86,48.31,-17.52,-291.15,-17.95,16.74,5.81,-27.0,36.93,Policy_C,13.9
2015,NCD_PREV,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,59.019,23.501,35.518,2.511,-0.539,63.65,58.91,-26.01,245.37,-23.47,17.68,-4.57,-26.51,39.09,Pilot,47.15
2019,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,48.41,20.107,28.303,2.408,-0.851,82.39,85.35,25.93,-162.7,-23.02,10.99,-25.46,32.38,-3.75,Policy_A,44.99
2020,ACCESS_INDEX,Women_vs_Men,Women_vs_Men,91.527,66.72,24.807,1.372,-0.568,43.85,91.6,1.96,-176.92,39.1,33.53,-26.27,-19.05,-17.45,Policy_A,78.34
2022,HOSP_RATE,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,67.621,76.133,-8.512,0.888,-0.742,82.26,77.27,-29.44,103.33,-16.99,28.63,27.51,10.74,-22.99,NoPolicy,9.67
2024,MMR,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,57.709,52.205,5.504,1.105,0.903,9.97,91.23,-8.34,101.41,23.94,21.4,21.6,-30.46,-34.38,Mixed,73.55
2022,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,20.594,1.587,19.007,12.977,-0.093,26.04,70.08,-29.59,270.85,20.59,-33.74,-17.2,-6.83,9.3,Policy_B,87.29
2017,ACCESS_INDEX,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,2.502,32.064,-29.562,0.078,0.737,20.01,43.81,23.51,-54.89,41.34,-29.88,2.81,-13.24,-0.8,Mixed,47.89
2017,NCD_PREV,MinorityLanguage_vs_Others,Women_vs_Men,56.473,46.206,10.267,1.222,0.462,27.21,33.03,23.71,405.91,35.33,24.27,-7.58,-4.45,-26.16,Policy_B,61.07
2022,MORT_RATE,Disability_vs_NoDisability,SCST_vs_Others,40.812,94.321,-53.509,0.433,-0.877,60.56,93.63,-24.6,-298.98,19.58,17.94,30.63,7.71,-22.05,Policy_C,15.05
2020,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,52.687,82.11,-29.423,0.642,-0.979,60.25,54.75,-4.45,258.79,-3.58,26.43,-16.85,-27.62,-25.83,NoPolicy,78.74
2022,HOSP_RATE,MinorityLanguage_vs_Others,Rural_vs_Urban,88.545,15.058,73.487,5.88,0.699,81.45,92.59,15.0,-170.4,47.16,1.38,25.74,-30.28,-32.81,Pilot,82.88
2024,ACCESS_INDEX,SCST_vs_Others,MinorityLanguage_vs_Others,57.656,90.759,-33.103,0.635,0.035,56.57,58.66,16.82,122.26,-17.92,34.49,18.73,-29.67,-25.5,Mixed,91.13
2021,VAX_COV,SCST_vs_Others,Women_vs_Men,40.879,35.809,5.07,1.142,-0.112,25.24,20.93,-19.96,-456.07,20.75,-28.83,29.64,34.74,0.0,Policy_C,56.63
2017,HOSP_RATE,Disability_vs_NoDisability,SCST_vs_Others,46.34,34.072,12.268,1.36,-0.831,42.53,16.27,-24.34,223.79,48.78,-36.21,18.7,18.92,-16.38,Mixed,21.2
2025,MMR,SCST_vs_Others,Disability_vs_NoDisability,97.325,56.339,40.986,1.727,-0.925,31.23,38.39,23.52,320.35,0.14,-9.63,11.25,-27.03,-36.25,NoPolicy,53.43
2017,SCREEN_RATE,Rural_vs_Urban,Women_vs_Men,80.93,41.246,39.684,1.962,0.281,6.22,47.61,11.45,100.61,13.12,-27.8,24.81,-19.6,-15.82,Mixed,14.97
2024,MMR,Women_vs_Men,MinorityLanguage_vs_Others,31.518,70.75,-39.232,0.445,0.539,71.72,0.77,-19.0,420.83,13.01,-26.2,-32.95,9.77,-38.17,Policy_A,25.77
2024,SCREEN_RATE,Rural_vs_Urban,SCST_vs_Others,80.174,98.279,-18.105,0.816,0.268,9.81,21.01,27.21,-156.41,40.84,3.03,19.41,33.31,-18.79,NoPolicy,19.91
2021,SCREEN_RATE,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,91.579,76.765,14.814,1.193,-0.246,8.06,19.84,-3.18,179.0,-44.98,14.51,-16.56,-3.74,39.45,NoPolicy,95.52
2020,IMR,MinorityLanguage_vs_Others,Disability_vs_NoDisability,0.256,59.365,-59.109,0.004,-0.89,32.1,88.2,-5.62,50.16,3.84,22.32,17.25,7.93,29.44,Pilot,29.73
2021,HOSP_RATE,Rural_vs_Urban,Rural_vs_Urban,19.419,16.207,3.212,1.198,-0.76,66.24,66.6,-8.93,-66.82,31.04,-35.27,20.45,9.1,31.78,NoPolicy,90.96
2025,SCREEN_RATE,Rural_vs_Urban,MinorityLanguage_vs_Others,32.1,5.726,26.374,5.606,-0.863,89.0,69.99,20.45,44.13,29.02,-5.94,17.08,-15.65,34.75,Mixed,41.4
2020,ACCESS_INDEX,SCST_vs_Others,Women_vs_Men,97.223,45.717,51.506,2.127,0.632,72.61,31.59,0.89,305.57,-34.88,-21.52,28.26,17.25,21.33,Pilot,61.48
2018,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,88.853,71.83,17.023,1.237,0.197,20.24,19.61,14.95,115.21,-37.03,-23.7,-9.02,-4.26,-9.81,NoPolicy,95.01
2019,MMR,Disability_vs_NoDisability,Rural_vs_Urban,74.411,92.425,-18.014,0.805,-0.861,8.1,91.48,10.1,205.28,-43.22,8.49,28.68,11.59,-5.03,Policy_B,59.27
2017,SCREEN_RATE,Rural_vs_Urban,MinorityLanguage_vs_Others,81.707,52.695,29.012,1.551,0.288,51.33,81.04,16.37,-447.0,-45.12,2.19,-9.34,9.84,-12.31,Mixed,75.85
2020,MORT_RATE,Disability_vs_NoDisability,MinorityLanguage_vs_Others,70.953,95.854,-24.901,0.74,-0.407,67.31,80.98,-8.71,-394.94,-32.38,-26.58,-32.4,-4.35,2.46,Policy_B,20.63
2021,ACCESS_INDEX,Disability_vs_NoDisability,MinorityLanguage_vs_Others,93.006,33.2,59.806,2.801,-0.235,94.44,48.98,1.4,122.79,-31.33,2.18,-2.44,22.26,-7.69,NoPolicy,77.44
2020,ACCESS_INDEX,Disability_vs_NoDisability,Rural_vs_Urban,5.991,60.398,-54.407,0.099,0.965,9.75,71.05,-20.95,-450.91,5.19,-22.48,10.23,-12.62,30.19,Mixed,9.35
2017,SCREEN_RATE,Disability_vs_NoDisability,Women_vs_Men,22.594,59.615,-37.021,0.379,0.28,41.65,24.21,16.64,390.16,-7.25,-7.2,25.1,8.59,-36.76,Policy_C,77.31
2023,ACCESS_INDEX,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,0.499,46.585,-46.086,0.011,0.434,71.35,62.46,28.11,12.85,9.05,-12.86,-20.86,-26.5,-16.78,Policy_A,72.82
2022,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,80.985,47.832,33.153,1.693,0.497,15.71,61.93,3.43,-42.26,7.49,-10.02,-7.62,21.42,-24.5,Policy_C,93.53
2020,IMR,Lowest_Quintile_vs_Highest_Quintile,Lowest_Quintile_vs_Highest_Quintile,76.768,86.251,-9.483,0.89,0.752,83.06,50.22,-1.37,290.75,-9.46,-38.23,6.51,2.4,17.68,Policy_C,58.95
2018,ACCESS_INDEX,SCST_vs_Others,Women_vs_Men,85.744,34.589,51.155,2.479,-0.157,5.66,34.4,-2.5,-367.39,4.17,19.17,21.38,23.56,-17.1,Mixed,69.62
2024,NCD_PREV,Rural_vs_Urban,SCST_vs_Others,93.221,21.064,72.157,4.426,-0.299,15.48,82.99,24.6,346.05,44.16,-17.65,28.72,-23.6,29.16,Pilot,23.6
2019,IMR,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,12.076,16.85,-4.774,0.717,0.904,97.28,93.87,-26.38,18.04,24.04,-8.67,6.13,11.26,-27.99,Policy_A,32.19
2016,SCREEN_RATE,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,27.521,92.671,-65.15,0.297,-0.915,26.02,75.76,-7.23,-481.32,24.83,-34.8,21.95,27.12,-31.25,NoPolicy,26.54
2023,VAX_COV,SCST_vs_Others,SCST_vs_Others,87.249,7.992,79.257,10.917,0.402,70.58,70.25,-13.82,186.37,-5.64,-6.16,-6.74,-17.26,11.21,Policy_A,87.13
2015,VAX_COV,SCST_vs_Others,Women_vs_Men,43.409,68.283,-24.874,0.636,-0.296,97.73,77.12,8.59,-335.61,-10.99,-14.44,-14.6,16.94,-11.43,Pilot,34.07
2017,MMR,Disability_vs_NoDisability,MinorityLanguage_vs_Others,54.538,12.456,42.082,4.378,0.7,12.61,30.04,-7.21,-83.49,-0.04,33.58,-32.64,-3.58,-20.85,Policy_A,51.2
2024,NCD_PREV,SCST_vs_Others,Disability_vs_NoDisability,71.202,44.341,26.861,1.606,-0.019,41.88,93.92,-21.53,193.26,7.99,21.06,-30.31,-18.88,6.47,Policy_C,21.67
2018,HOSP_RATE,Disability_vs_NoDisability,Disability_vs_NoDisability,59.006,5.374,53.632,10.98,0.162,53.13,10.31,14.4,268.33,-11.34,-25.4,14.23,5.21,34.85,Pilot,78.32
2019,MORT_RATE,Rural_vs_Urban,Rural_vs_Urban,41.474,14.028,27.446,2.957,0.687,9.52,3.97,20.53,-287.17,18.43,38.92,15.41,-0.38,-14.2,Policy_C,99.14
2018,MORT_RATE,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,97.652,37.924,59.728,2.575,0.301,37.32,17.08,13.46,407.02,32.85,-28.6,-4.4,-29.91,-21.68,Mixed,37.63
2015,MMR,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,89.547,3.118,86.429,28.719,-0.668,11.91,63.5,1.41,-424.4,-21.19,12.95,25.41,2.95,37.7,Policy_B,89.53
2020,NCD_PREV,SCST_vs_Others,Disability_vs_NoDisability,75.869,43.999,31.87,1.724,0.849,30.94,93.44,8.86,306.18,-29.0,-5.89,32.91,24.08,8.63,Policy_B,13.98
2016,SCREEN_RATE,Disability_vs_NoDisability,MinorityLanguage_vs_Others,92.35,68.669,23.681,1.345,0.075,59.96,26.98,22.92,-18.32,37.01,-18.94,-13.23,-13.0,0.38,NoPolicy,95.68
2023,HOSP_RATE,Women_vs_Men,Women_vs_Men,16.962,22.774,-5.812,0.745,-0.873,78.72,15.77,21.53,104.05,-11.85,19.64,-17.83,0.13,-9.46,Pilot,28.93
2017,MORT_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,34.847,4.411,30.436,7.9,0.917,54.14,52.99,26.66,-344.71,5.33,37.54,-8.93,10.8,-37.77,Mixed,33.4
2017,HOSP_RATE,Disability_vs_NoDisability,Disability_vs_NoDisability,85.662,19.939,65.723,4.296,-0.953,24.06,37.73,18.45,-411.32,-40.77,33.58,10.55,29.89,21.93,Mixed,13.63
2020,VAX_COV,Women_vs_Men,Women_vs_Men,48.758,48.529,0.229,1.005,0.831,39.22,34.47,20.17,366.46,46.51,10.31,-0.46,-27.31,16.06,Mixed,47.15
2020,NCD_PREV,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,44.978,3.212,41.766,14.003,-0.541,60.86,35.24,-11.83,258.86,-3.3,-24.21,34.82,13.47,4.66,Policy_C,68.41
2023,MORT_RATE,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,44.518,90.439,-45.921,0.492,0.778,61.79,0.99,10.32,-171.75,-18.2,-0.88,-29.01,21.58,30.96,Mixed,92.65
2017,NCD_PREV,Disability_vs_NoDisability,Rural_vs_Urban,66.905,8.497,58.408,7.874,0.311,56.05,80.11,-19.08,417.4,11.17,-29.2,0.64,33.46,-2.21,Policy_C,0.17
2015,HOSP_RATE,Rural_vs_Urban,SCST_vs_Others,89.718,7.573,82.145,11.847,0.512,59.32,54.95,-23.96,478.92,25.97,-20.26,-30.59,24.52,15.38,Mixed,48.13
2023,MMR,Disability_vs_NoDisability,Disability_vs_NoDisability,34.99,23.113,11.877,1.514,0.577,88.14,37.13,-12.63,-493.32,49.33,-3.52,4.97,-9.8,0.69,NoPolicy,4.91
2018,HOSP_RATE,MinorityLanguage_vs_Others,Disability_vs_NoDisability,26.24,85.405,-59.165,0.307,0.302,77.45,14.42,-13.42,-33.93,-2.32,5.47,11.09,29.82,-17.51,Policy_C,47.91
2017,IMR,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,54.812,27.145,27.667,2.019,0.775,54.66,64.14,-5.74,297.25,-13.05,20.29,-17.04,5.97,12.33,Policy_A,78.95
2025,MMR,SCST_vs_Others,Women_vs_Men,31.829,75.897,-44.068,0.419,0.387,19.01,74.98,8.03,-90.93,21.89,23.85,20.62,-21.1,-35.54,NoPolicy,13.38
2022,NCD_PREV,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,69.446,19.314,50.132,3.596,-0.245,30.77,9.87,-18.8,-145.41,-7.37,-6.05,21.51,-10.54,1.66,Pilot,12.48
2020,IMR,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,29.398,39.034,-9.636,0.753,-0.496,55.61,64.97,-18.15,-47.56,-27.48,-2.8,26.28,-21.72,-37.61,Policy_B,52.46
2016,HOSP_RATE,Disability_vs_NoDisability,Women_vs_Men,98.671,77.326,21.345,1.276,-0.716,68.34,45.24,5.0,422.16,-45.35,-4.09,-32.66,-13.59,14.67,NoPolicy,69.35
2020,IMR,Rural_vs_Urban,Women_vs_Men,4.241,82.093,-77.852,0.052,0.373,81.08,82.93,29.15,-418.59,41.82,-20.41,5.56,33.9,4.92,Policy_B,88.09
2017,NCD_PREV,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,3.357,5.537,-2.18,0.606,0.531,53.6,32.44,-11.99,222.88,-6.28,-17.32,-11.71,-21.88,-15.91,Policy_A,10.17
2017,MORT_RATE,SCST_vs_Others,Lowest_Quintile_vs_Highest_Quintile,77.075,19.078,57.997,4.04,-0.433,55.93,40.88,28.77,124.76,-24.83,-37.16,-23.56,-9.34,0.64,Mixed,41.37
2024,ACCESS_INDEX,Rural_vs_Urban,MinorityLanguage_vs_Others,79.025,66.352,12.673,1.191,-0.956,78.43,11.86,-26.09,447.66,-38.27,19.1,15.49,30.44,-3.54,NoPolicy,46.75
2024,IMR,Women_vs_Men,Disability_vs_NoDisability,86.102,96.103,-10.001,0.896,-0.466,68.55,53.0,24.1,-43.47,27.72,15.63,9.37,31.68,29.82,NoPolicy,97.23
2018,ACCESS_INDEX,Women_vs_Men,SCST_vs_Others,40.007,5.17,34.837,7.738,0.806,4.72,54.6,12.44,-327.41,45.47,-16.81,10.94,-21.0,-29.98,Policy_A,14.7
2025,HOSP_RATE,SCST_vs_Others,MinorityLanguage_vs_Others,95.538,85.272,10.266,1.12,-0.902,0.44,98.44,18.82,466.61,4.91,31.22,-8.04,23.54,-17.73,Policy_A,16.04
2018,IMR,SCST_vs_Others,Rural_vs_Urban,32.731,1.273,31.458,25.712,0.456,57.22,86.01,29.98,474.89,47.54,22.07,27.22,29.41,-14.57,Pilot,81.94
2016,MORT_RATE,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,96.263,70.104,26.159,1.373,-0.321,18.6,62.46,-2.68,-22.82,-5.71,27.42,-25.47,31.02,12.25,Policy_B,46.15
2019,MMR,SCST_vs_Others,Lowest_Quintile_vs_Highest_Quintile,32.194,11.554,20.64,2.786,0.158,5.39,3.3,-12.82,-206.87,9.28,20.15,-34.05,-25.15,25.7,Pilot,14.4
2020,MORT_RATE,MinorityLanguage_vs_Others,Women_vs_Men,0.556,80.438,-79.882,0.007,-0.898,50.3,89.93,-8.69,-432.31,-6.53,0.32,-2.98,15.95,28.73,Pilot,12.66
2015,ACCESS_INDEX,Rural_vs_Urban,SCST_vs_Others,62.678,28.138,34.54,2.228,-0.218,35.91,40.73,22.43,478.84,-42.27,26.41,-26.75,-24.42,-2.84,Pilot,40.07
2017,MORT_RATE,Women_vs_Men,Rural_vs_Urban,9.178,3.766,5.412,2.437,0.518,83.63,13.17,11.33,-354.18,-2.2,38.58,-29.85,-18.97,34.93,Policy_A,17.08
2019,NCD_PREV,Women_vs_Men,SCST_vs_Others,54.113,60.953,-6.84,0.888,0.9,56.36,47.13,-0.6,158.0,-29.94,-39.47,-30.66,-17.08,26.41,NoPolicy,53.05
2015,ACCESS_INDEX,MinorityLanguage_vs_Others,Rural_vs_Urban,72.236,32.846,39.39,2.199,0.156,86.15,50.28,6.26,-352.42,-37.16,-10.96,-3.68,16.8,8.58,Policy_A,51.93
2019,NCD_PREV,SCST_vs_Others,SCST_vs_Others,76.601,7.441,69.16,10.294,-0.264,38.87,4.24,-23.47,-115.25,-42.77,-31.64,28.72,-31.35,27.45,Mixed,82.17
2015,HOSP_RATE,Women_vs_Men,Rural_vs_Urban,5.098,8.177,-3.079,0.623,0.806,78.12,85.33,2.06,487.25,-45.68,-11.25,-34.93,-22.58,-11.06,Pilot,10.24
2019,VAX_COV,Women_vs_Men,MinorityLanguage_vs_Others,13.329,83.117,-69.788,0.16,0.782,84.49,11.38,-18.19,-305.14,-38.1,9.47,-34.92,-28.32,6.98,Pilot,64.15
2017,VAX_COV,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,1.456,81.421,-79.965,0.018,-0.291,16.74,5.89,-12.91,-363.68,-41.21,1.49,-31.2,4.07,1.48,Mixed,34.03
2017,SCREEN_RATE,Rural_vs_Urban,Rural_vs_Urban,13.536,88.857,-75.321,0.152,0.869,26.99,86.62,-25.63,-81.25,10.79,-26.06,-32.36,19.98,11.06,Pilot,92.18
2022,SCREEN_RATE,SCST_vs_Others,Women_vs_Men,24.82,30.709,-5.889,0.808,0.081,65.95,15.89,-22.21,287.53,48.68,-20.57,-22.46,-29.29,-31.39,Mixed,29.03
2025,MORT_RATE,SCST_vs_Others,Lowest_Quintile_vs_Highest_Quintile,70.196,17.065,53.131,4.113,-0.646,6.65,90.61,-0.68,-468.52,-20.68,-33.98,-27.14,-3.9,37.92,Policy_C,9.19
2017,IMR,Women_vs_Men,Disability_vs_NoDisability,97.956,6.548,91.408,14.96,-0.175,41.02,89.67,24.35,77.07,32.46,-5.93,17.12,-17.76,21.55,Policy_A,31.44
2025,MORT_RATE,SCST_vs_Others,MinorityLanguage_vs_Others,6.7,65.607,-58.907,0.102,0.825,32.03,15.49,14.01,-296.91,13.87,-9.28,18.96,21.45,14.45,Policy_A,1.38
2015,SCREEN_RATE,Women_vs_Men,Disability_vs_NoDisability,94.963,47.959,47.004,1.98,0.192,17.52,13.3,16.0,203.98,35.75,-23.06,-14.07,0.35,-18.58,NoPolicy,81.36
