care_util_claim_month,care_util_place_of_service_code,care_util_procedure_code,care_util_diagnosis_group_code,care_util_member_months,care_util_visit_count,care_util_admission_count,care_util_readmission_30day_rate,care_util_ed_visit_rate,care_util_preventive_visit_rate,care_util_telehealth_visit_rate,care_util_high_cost_claimant_share,care_util_generic_fill_rate,care_util_imaging_rate_per_1k,care_util_lab_rate_per_1k,care_util_post_acute_utilization_rate,care_util_home_health_utilization_rate,care_util_pmpm_cost_total,care_util_pmpm_cost_inpatient,care_util_pmpm_cost_outpatient
2022-06,ER,PROC-1551,DXG-519,1677425,233330,59767,21.08,290.44,135.06,218.92,3.33,89.63,164.55,698.8,29.2,0.87,679.14,2581.28,839.19
2022-01,OPD,PROC-9705,DXG-707,1923842,108860,525,17.01,563.32,570.48,57.67,10.04,95.64,48.34,1091.33,7.66,23.89,514.79,1871.1,1862.5
2020-01,DayCare,PROC-5064,DXG-879,1115958,181682,50114,34.08,459.44,328.72,146.39,0.69,88.34,395.43,923.15,28.21,3.85,295.86,1465.94,673.24
2022-10,PHC,PROC-3333,DXG-41,1315034,279345,63595,5.81,405.33,498.7,29.03,3.59,73.73,342.56,741.2,23.11,5.36,4468.45,1938.09,1336.23
2022-12,OPD,PROC-9927,DXG-897,1990692,312371,70938,31.57,90.05,499.23,349.95,2.69,79.07,94.24,968.71,24.56,25.67,3738.5,1611.11,286.21
2024-02,IPD,PROC-1550,DXG-293,794181,196096,31451,29.83,79.61,534.32,137.53,4.95,53.29,228.63,1038.76,20.59,9.4,1834.17,2881.58,886.15
2023-11,HomeHealth,PROC-8684,DXG-111,1241823,138020,23521,20.49,71.08,349.08,209.48,2.92,92.4,304.82,466.98,40.0,22.61,3751.55,2078.07,1650.39
2022-09,DayCare,PROC-6536,DXG-600,612317,213199,40976,3.07,353.83,736.89,502.86,11.02,48.39,137.68,1014.87,16.62,21.51,644.07,3068.78,1424.32
2023-09,DayCare,PROC-3413,DXG-93,1364557,295565,2103,16.25,455.27,214.77,194.72,8.92,81.46,363.82,1518.08,32.95,11.76,996.57,27.29,1377.61
2022-11,ER,PROC-7363,DXG-422,1832046,335718,1984,27.25,545.23,485.9,411.58,9.91,79.34,264.49,731.36,35.3,24.8,1004.5,1238.12,261.58
2023-08,PHC,PROC-5496,DXG-703,1665975,223779,65087,1.64,452.01,171.87,296.86,11.87,73.7,325.02,1306.85,22.62,2.9,2314.18,1550.83,2181.19
2023-08,ER,PROC-3185,DXG-826,555933,181671,67930,15.16,198.12,484.78,522.93,4.78,83.74,143.78,1160.09,35.09,13.65,3659.28,2251.09,514.65
2020-07,IPD,PROC-7002,DXG-361,1358007,335083,61321,0.98,471.4,21.08,364.14,1.33,87.36,53.06,301.5,31.48,25.35,4112.85,1753.44,1361.14
2022-08,IPD,PROC-5979,DXG-28,1258252,96994,57997,13.28,391.56,451.91,207.76,4.09,51.15,72.28,1204.89,34.43,33.21,3157.35,860.92,300.99
2023-03,IPD,PROC-1366,DXG-119,1125677,46874,49137,21.95,144.28,68.12,270.09,1.41,57.41,288.03,1274.58,25.13,10.01,1006.9,1409.52,1120.79
2025-04,DayCare,PROC-9546,DXG-792,1214121,294484,5754,15.52,485.53,703.97,352.8,7.25,77.52,39.46,169.3,33.27,19.89,582.95,1007.29,1144.25
2021-10,DayCare,PROC-2436,DXG-975,1850076,173244,56451,5.07,161.22,676.13,511.2,0.74,49.84,417.09,902.74,36.14,5.25,1999.65,598.04,1699.06
2022-07,OPD,PROC-6557,DXG-487,1548891,278838,6297,29.76,101.97,270.0,34.84,3.32,96.31,6.34,809.05,8.22,16.01,1894.32,2738.71,312.22
2020-09,Tele,PROC-1680,DXG-237,956837,252685,69721,1.42,40.61,52.87,230.1,7.69,54.89,65.75,1217.68,2.6,2.9,2090.73,701.56,1628.72
2021-03,PHC,PROC-2585,DXG-313,612333,384636,40713,17.4,274.32,677.86,554.75,10.78,75.57,41.11,822.65,38.48,19.83,4372.11,703.58,939.24
2022-11,PHC,PROC-4092,DXG-269,933026,144232,49117,4.41,460.31,616.76,465.86,7.35,95.33,349.73,495.52,35.0,2.16,2418.14,2607.74,2176.81
2023-07,DayCare,PROC-4536,DXG-311,1124643,322636,58814,4.91,201.38,163.84,611.59,3.04,49.01,171.98,1175.26,22.68,11.34,3829.84,3.59,2095.07
2020-07,PHC,PROC-3239,DXG-982,700407,343640,58188,23.66,347.13,589.69,401.68,11.57,83.94,368.93,182.38,38.84,12.12,2156.01,47.96,2052.52
2020-12,IPD,PROC-2617,DXG-986,408249,127461,31513,25.02,200.84,872.93,542.53,4.79,42.38,126.5,1359.26,25.32,24.45,261.94,3180.09,102.07
2024-09,ER,PROC-6652,DXG-146,541162,47816,21372,30.3,37.55,147.33,154.17,3.35,50.36,207.48,135.14,39.21,9.0,3615.71,1303.32,1002.78
2020-03,OPD,PROC-3593,DXG-268,464714,150131,46103,19.42,28.83,330.91,282.85,9.34,87.39,168.27,120.85,26.97,16.67,3476.07,2948.45,883.81
2023-12,PHC,PROC-2009,DXG-594,1313716,273955,17179,26.95,322.58,274.16,518.06,6.04,45.9,394.78,245.15,30.26,4.47,3684.34,1428.24,54.5
2024-10,OPD,PROC-7471,DXG-402,1493431,386870,8837,6.04,52.48,485.3,476.08,1.73,94.43,302.65,1300.92,23.94,33.09,2100.12,1023.95,1643.26
2024-07,IPD,PROC-5716,DXG-249,589604,121096,27808,25.78,21.75,67.86,355.38,8.8,87.56,333.87,1332.67,14.86,9.19,92.22,878.43,280.49
2020-01,ER,PROC-9781,DXG-71,689663,42074,43509,27.48,481.64,149.92,135.9,0.75,86.39,381.68,307.29,0.49,25.24,4492.42,1663.12,1095.8
2020-03,HomeHealth,PROC-3368,DXG-793,219800,330918,29939,13.57,307.83,806.49,100.34,5.39,91.42,302.84,873.05,6.57,32.26,1258.17,430.52,2156.82
2023-11,ER,PROC-3736,DXG-892,1227545,222521,57452,29.17,472.68,267.64,64.26,5.79,68.86,173.09,819.77,23.74,32.0,1958.76,981.62,2291.38
2024-12,HomeHealth,PROC-2357,DXG-685,1501011,143065,9975,10.9,87.82,722.4,580.21,0.96,71.72,308.69,1528.1,7.86,12.16,3547.91,392.37,2372.11
2025-02,ER,PROC-3421,DXG-651,1692306,370325,59546,9.31,460.37,723.27,251.59,7.93,69.43,361.43,871.91,0.38,18.82,909.7,2130.48,1227.12
2023-08,ER,PROC-1568,DXG-400,888466,277319,42400,7.51,514.69,56.6,507.63,5.85,96.74,180.4,184.97,39.37,13.19,894.56,1886.25,1932.92
2022-08,HomeHealth,PROC-5654,DXG-621,420900,24167,30228,17.75,77.95,271.57,485.36,8.92,52.37,25.26,442.63,37.19,14.41,172.84,1656.4,1294.77
2023-05,ER,PROC-2057,DXG-866,1174687,59692,43169,19.87,475.13,728.05,265.52,3.22,95.22,387.29,1128.91,17.41,23.45,1567.65,1050.79,890.0
2021-11,IPD,PROC-9753,DXG-856,1104380,301075,77800,23.73,182.87,686.03,127.92,8.28,71.05,300.78,979.83,1.19,14.44,3248.29,169.0,288.95
2020-08,ER,PROC-3915,DXG-825,1722750,246270,5985,1.26,389.13,896.1,643.05,0.06,63.65,47.94,791.93,32.09,2.4,3496.32,2112.29,2077.35
2023-01,ER,PROC-1249,DXG-797,3405,142476,79296,30.78,9.91,366.13,279.4,1.15,84.2,293.88,1375.89,9.86,27.22,487.14,3125.36,1249.44
2020-12,PHC,PROC-3706,DXG-125,513918,215351,46178,23.63,180.81,519.53,185.78,8.42,87.69,198.94,768.18,15.11,12.23,3005.57,1417.3,2130.35
2020-07,HomeHealth,PROC-8468,DXG-663,726759,357281,77517,29.57,388.3,831.16,242.07,7.86,75.61,214.76,1491.29,7.13,24.37,124.11,1741.35,1269.83
2025-05,DayCare,PROC-7618,DXG-889,497912,254304,64526,33.67,202.4,450.83,584.37,8.73,83.42,41.44,202.79,20.0,32.93,96.92,161.43,1546.59
2021-08,DayCare,PROC-7168,DXG-560,1904756,47189,32169,1.87,506.15,458.31,71.54,10.12,76.12,56.05,782.47,39.69,25.93,3396.28,198.82,1033.71
2023-10,HomeHealth,PROC-4030,DXG-440,1121348,205104,9521,31.33,280.78,154.0,467.19,9.96,92.82,302.85,834.03,33.61,11.93,3051.89,932.21,674.86
2021-06,HomeHealth,PROC-6817,DXG-243,357102,27084,75556,17.71,365.39,48.8,540.82,6.61,52.75,278.73,753.55,2.7,28.0,3505.6,2062.75,1280.12
2021-01,ER,PROC-7920,DXG-97,1266285,351825,28227,25.73,401.59,541.09,90.17,6.41,76.6,48.67,422.24,4.86,30.53,2887.23,452.68,1651.03
2024-07,IPD,PROC-4356,DXG-204,1291013,394045,26074,26.55,214.31,369.11,521.67,2.48,81.01,192.71,1115.81,17.79,6.87,649.44,664.32,76.4
2020-03,OPD,PROC-9437,DXG-271,971497,159337,2903,5.12,21.67,571.89,78.76,2.91,44.54,397.52,1503.84,26.8,9.13,3473.73,1046.76,543.28
2023-12,DayCare,PROC-8339,DXG-24,1616947,356260,19336,22.98,483.63,39.99,543.04,9.99,91.11,254.58,1405.92,13.99,28.44,763.98,54.24,2279.69
2020-12,HomeHealth,PROC-1741,DXG-332,845971,295986,29151,29.34,213.28,96.17,20.43,7.72,74.79,207.28,179.65,29.27,32.17,2637.58,1137.92,1475.88
2022-04,ER,PROC-5132,DXG-274,118330,282849,64221,27.09,34.22,357.87,618.4,8.18,75.38,358.09,866.47,17.33,17.55,527.79,1427.63,903.88
2025-05,ER,PROC-9802,DXG-238,1155533,277696,29179,12.13,494.26,891.86,144.22,10.08,44.1,409.18,275.66,17.77,16.67,4086.16,2232.86,1554.31
2022-07,PHC,PROC-3935,DXG-526,175809,77349,26512,3.23,449.5,583.19,131.07,2.06,57.74,21.62,1215.07,22.8,29.19,3029.19,1941.24,934.76
2020-11,PHC,PROC-4210,DXG-234,1576562,52663,61417,29.76,5.31,666.99,50.06,10.94,66.7,45.27,1506.21,6.85,3.19,2156.26,2747.75,2365.47
2020-10,HomeHealth,PROC-1020,DXG-277,225063,257140,2698,4.91,66.79,755.91,94.74,6.62,99.35,156.2,163.01,24.76,17.49,4493.83,2819.29,471.15
2022-01,HomeHealth,PROC-3364,DXG-90,600185,105433,24500,3.8,443.1,618.29,191.3,5.11,61.21,191.46,1023.56,24.23,5.45,2987.02,2695.45,417.05
2022-03,Tele,PROC-9016,DXG-803,723583,397505,28462,10.95,54.98,385.64,145.24,4.76,45.19,267.88,1509.73,8.51,20.51,927.06,1901.48,290.57
2021-11,Tele,PROC-3924,DXG-585,100104,63853,4807,24.37,140.18,108.32,316.33,0.29,76.4,311.94,1073.32,35.99,1.18,1001.75,2493.57,1039.13
2024-08,ER,PROC-9978,DXG-990,725339,382207,70997,21.12,510.36,304.07,272.31,1.97,87.41,228.89,753.64,39.29,15.05,3869.72,783.88,1347.2
2025-06,DayCare,PROC-7309,DXG-777,1131082,242887,23437,4.72,130.64,714.07,261.86,10.13,83.4,202.44,761.65,25.68,24.01,267.47,2178.29,1183.1
2023-04,HomeHealth,PROC-5639,DXG-994,1627801,393543,65389,1.28,239.1,494.5,526.37,4.64,46.32,400.99,33.57,7.07,1.88,1428.11,127.17,1911.63
2021-07,HomeHealth,PROC-1325,DXG-210,1112189,76216,32680,16.93,47.49,451.05,347.37,9.22,49.08,158.04,173.33,16.2,18.3,3232.87,1252.54,2213.03
2020-03,HomeHealth,PROC-4674,DXG-951,1376524,289408,48737,0.83,207.56,130.76,503.76,2.75,63.56,224.93,248.76,21.26,28.88,484.05,2916.2,1818.48
2023-12,IPD,PROC-9763,DXG-832,631940,30774,31603,34.24,530.08,576.39,577.46,6.04,47.89,312.8,657.71,36.09,22.39,3835.53,2831.35,1376.12
2025-10,Tele,PROC-9014,DXG-586,234463,139922,10672,22.68,426.81,825.44,212.99,7.41,98.63,244.88,891.88,18.24,5.78,3550.5,2031.58,1480.9
2022-12,HomeHealth,PROC-2591,DXG-165,1481753,116416,25684,31.74,550.72,67.51,599.93,7.86,78.51,190.7,174.07,18.41,20.01,702.96,2838.54,1837.12
2020-12,Tele,PROC-7399,DXG-181,1865719,386637,45747,0.33,549.7,795.93,287.26,1.55,65.19,322.78,216.43,18.39,0.83,4055.39,1626.95,989.97
2024-09,PHC,PROC-8545,DXG-301,1228504,304248,25289,29.89,243.02,510.63,558.66,5.4,84.9,80.29,73.69,5.57,10.15,1498.28,1344.32,2116.11
2022-12,Tele,PROC-5965,DXG-930,1808001,44553,46094,10.15,478.69,405.68,218.15,4.44,65.7,391.92,483.82,9.55,9.93,552.28,538.21,1192.1
2021-05,PHC,PROC-5934,DXG-492,1147494,246668,12901,7.94,157.4,21.51,641.88,4.78,80.33,262.79,736.74,29.24,22.77,283.05,2813.64,2388.31
2024-10,Tele,PROC-4194,DXG-915,274183,289011,44148,2.33,263.21,130.01,280.47,6.96,42.32,398.93,1341.3,33.51,3.33,3434.14,134.02,1517.25
2025-06,DayCare,PROC-4409,DXG-555,689203,258978,14717,2.04,465.25,876.33,469.78,1.45,46.93,289.57,907.47,6.87,12.2,239.0,700.17,1174.63
2022-11,HomeHealth,PROC-6400,DXG-747,802263,337178,804,24.87,426.3,828.54,476.96,9.47,91.17,31.6,1087.45,36.73,31.22,2374.73,2065.7,2161.73
2024-08,OPD,PROC-7129,DXG-407,700368,118127,53363,16.28,485.78,178.19,387.74,0.13,81.43,185.46,827.76,32.66,30.35,3342.6,459.59,419.79
2023-06,HomeHealth,PROC-6495,DXG-917,1041061,257631,4687,18.6,474.51,654.36,317.67,3.17,46.78,408.87,724.11,38.02,31.09,214.34,354.56,509.29
2023-06,ER,PROC-6658,DXG-920,514225,94908,6921,13.79,177.28,375.58,223.81,11.72,62.61,323.95,1075.65,31.46,11.9,1145.73,2032.15,1472.38
2022-04,DayCare,PROC-8724,DXG-557,593832,58764,44671,14.68,21.69,551.94,463.44,6.91,52.95,307.91,11.75,35.12,23.36,371.0,8.55,481.65
2020-03,HomeHealth,PROC-2143,DXG-282,624224,42712,75983,30.39,123.13,124.82,510.32,2.54,99.45,39.21,107.91,1.39,24.13,4182.33,2387.78,2311.26
2022-11,DayCare,PROC-4588,DXG-36,1150453,272684,76725,16.8,559.87,435.23,582.52,1.7,64.08,56.66,217.74,36.3,2.02,4457.84,2630.33,327.05
2020-01,OPD,PROC-2384,DXG-548,693213,183595,51851,2.38,116.17,675.6,143.98,6.79,83.1,33.47,464.81,14.51,20.55,3915.38,2892.94,1799.11
2025-10,PHC,PROC-4083,DXG-67,1664468,185750,25047,6.03,2.32,31.06,35.71,0.24,41.07,93.03,19.88,27.52,23.08,202.04,2950.1,1350.38
2022-04,OPD,PROC-8374,DXG-377,260195,146787,52176,20.11,499.9,589.41,446.26,2.54,77.88,235.43,479.62,11.29,4.41,4331.19,2292.13,1350.47
2020-03,PHC,PROC-4624,DXG-453,314246,228357,47104,10.85,212.36,111.03,487.09,4.44,61.61,81.02,1181.53,26.35,4.63,4389.84,1538.09,823.65
2022-09,HomeHealth,PROC-8536,DXG-376,1101431,186136,29863,4.02,527.88,856.06,271.18,5.59,90.35,55.2,663.48,25.5,9.74,2154.18,2933.75,536.74
2021-08,OPD,PROC-4852,DXG-446,584891,380908,24930,25.12,594.28,878.62,170.77,0.29,84.74,244.81,1039.69,17.59,33.41,348.83,228.28,156.42
2024-01,HomeHealth,PROC-2586,DXG-724,1596086,9906,46584,15.21,133.43,618.98,340.14,0.67,48.74,389.39,78.45,25.98,15.45,2647.39,2594.48,558.04
2020-03,PHC,PROC-5302,DXG-623,1823793,18666,11705,28.69,60.26,163.68,396.8,0.31,92.88,148.01,575.9,27.68,19.23,4269.12,2770.4,143.69
2023-05,DayCare,PROC-2121,DXG-458,1056026,79829,12401,7.01,77.61,1.05,299.07,1.54,63.8,223.06,787.87,9.92,16.65,2374.65,1044.23,165.1
2021-07,HomeHealth,PROC-2800,DXG-49,1365139,303895,61965,8.07,376.05,73.16,275.85,7.35,51.06,188.53,1173.76,24.53,26.69,1064.9,1027.82,1322.74
2025-07,HomeHealth,PROC-5455,DXG-131,417310,175974,27760,1.45,108.37,429.1,382.4,6.41,76.96,372.53,564.19,17.84,15.17,2401.83,1639.82,825.25
2022-10,ER,PROC-8154,DXG-404,990605,276423,25952,0.24,428.91,870.64,628.43,0.35,76.63,277.56,592.59,17.27,15.21,3092.54,2951.7,997.57
2022-03,HomeHealth,PROC-9892,DXG-405,1140114,236147,65590,7.6,367.1,131.76,244.19,11.19,47.86,141.75,728.81,28.36,18.62,3226.06,2566.99,1420.65
2020-10,HomeHealth,PROC-3204,DXG-615,958907,381614,163,19.69,351.0,747.01,45.87,0.74,93.04,250.86,959.75,2.48,19.66,2236.68,1659.09,1606.55
2023-11,OPD,PROC-4589,DXG-234,821577,146594,18623,30.85,398.66,338.16,49.86,1.7,46.16,417.03,21.76,31.75,1.2,3486.1,2816.83,1435.49
2020-08,Tele,PROC-7083,DXG-364,853863,103120,22670,3.06,449.56,470.82,507.15,3.52,96.88,135.85,753.17,26.17,5.45,3098.16,147.58,1810.31
2023-11,HomeHealth,PROC-1275,DXG-643,1553334,216177,54993,6.35,59.23,687.71,413.44,0.77,51.89,339.45,410.42,38.92,21.57,2427.05,766.58,1941.85
2023-11,HomeHealth,PROC-5888,DXG-760,367931,337947,44659,1.3,528.71,45.62,364.22,6.53,69.74,384.7,507.34,5.27,8.08,4225.35,2033.51,2218.77
2021-04,Tele,PROC-2979,DXG-759,753452,110669,30379,15.69,305.23,496.0,149.51,2.25,47.93,260.49,978.92,35.19,4.28,2282.43,2602.34,358.0
2024-04,HomeHealth,PROC-6906,DXG-512,274471,51453,73168,0.39,177.37,599.98,266.48,3.62,60.34,286.21,1295.32,12.86,26.36,1428.17,2712.11,1804.54
2021-04,HomeHealth,PROC-3091,DXG-673,1861473,262554,4544,5.88,500.95,179.21,488.35,2.74,95.76,322.99,684.2,6.37,13.52,433.97,1525.44,234.57
2023-09,Tele,PROC-2662,DXG-81,1286644,119993,60225,7.04,419.05,66.26,146.03,0.58,73.59,46.71,772.95,11.44,26.35,710.51,2177.05,1909.29
2022-08,OPD,PROC-3575,DXG-894,958441,251569,8617,32.17,270.68,346.26,399.92,0.99,89.19,364.08,145.9,8.74,25.94,3299.08,211.1,2124.0
2024-04,IPD,PROC-4361,DXG-152,485710,229317,75721,5.95,505.57,679.2,420.22,0.12,55.0,375.77,600.71,0.16,22.06,3896.98,2898.85,1096.24
2020-09,IPD,PROC-8360,DXG-330,737598,278737,16681,2.3,143.76,592.82,381.1,10.22,74.76,408.29,1437.78,19.86,21.82,3910.47,1465.69,1691.9
2023-03,HomeHealth,PROC-7318,DXG-181,1674157,327818,44987,3.0,284.78,694.33,90.66,3.93,75.87,71.75,433.53,2.38,30.91,4105.18,2920.84,117.36
2020-03,HomeHealth,PROC-6716,DXG-45,381524,166998,26081,1.42,91.39,540.9,434.09,7.16,91.71,375.28,1512.52,26.47,23.41,1104.78,301.23,258.72
2023-11,Tele,PROC-6008,DXG-34,34807,398118,64939,5.92,1.99,370.4,150.39,1.57,69.04,169.68,1109.54,21.71,25.59,1150.09,1116.63,1254.08
2025-09,HomeHealth,PROC-9485,DXG-314,462580,323827,47480,7.95,538.25,834.61,31.13,0.76,65.79,354.14,1461.99,27.57,11.98,3782.96,1120.91,2313.07
2023-02,OPD,PROC-3331,DXG-237,1065404,212777,14456,14.49,539.35,337.22,120.94,0.07,40.53,16.19,1435.25,11.06,34.5,3722.71,576.81,41.33
2023-04,PHC,PROC-9602,DXG-572,1350744,241011,49058,28.44,429.26,452.33,539.33,5.69,95.83,367.29,299.18,15.87,14.98,992.33,1534.51,1426.27
2024-02,ER,PROC-4293,DXG-697,164783,22348,55680,0.02,297.77,466.18,550.63,1.26,71.28,170.04,499.23,24.38,25.44,1346.97,786.97,2054.01
2020-12,DayCare,PROC-5479,DXG-234,1121147,322961,54397,30.05,20.2,685.0,231.33,0.77,50.06,273.56,1297.33,27.51,3.99,4338.95,2550.84,1974.63
2020-04,OPD,PROC-6035,DXG-849,1104424,376397,38179,17.38,318.49,881.91,173.18,3.97,56.55,370.99,877.28,20.34,2.64,556.9,481.9,447.3
2022-05,HomeHealth,PROC-6633,DXG-398,1985181,277938,32618,34.86,0.41,875.83,303.06,10.75,48.61,317.74,1309.92,17.24,19.53,1960.65,697.86,1258.54
2022-06,HomeHealth,PROC-6856,DXG-209,1250579,225484,54676,30.67,396.1,26.68,199.67,2.7,74.7,222.08,1358.79,14.73,30.74,2258.66,986.54,1602.62
2025-01,PHC,PROC-9367,DXG-558,1416333,269861,24016,3.6,545.61,876.9,577.43,11.01,76.11,314.19,910.79,36.89,30.07,2807.71,1891.95,2154.45
2022-12,ER,PROC-4863,DXG-804,243709,58540,28550,10.5,363.44,118.38,303.41,3.68,73.51,13.76,181.84,13.72,32.02,2035.91,1582.49,1649.48
2020-09,DayCare,PROC-3252,DXG-215,1373654,300541,359,13.71,186.84,190.86,161.23,5.77,64.25,320.37,429.18,31.47,8.81,2985.58,2318.14,762.81
2022-01,OPD,PROC-5259,DXG-463,1273330,230435,35407,11.59,382.56,700.19,36.93,9.38,86.59,194.82,1248.74,8.97,28.05,2871.07,1578.04,1459.6
2025-11,PHC,PROC-6971,DXG-304,1002317,288028,21065,15.85,61.25,283.64,626.42,2.11,65.38,325.91,1346.99,26.64,32.18,98.26,1170.8,1759.4
2025-08,DayCare,PROC-9513,DXG-768,1497146,99750,6870,11.24,56.13,421.17,277.62,7.97,87.43,323.83,670.78,39.02,9.22,589.18,2240.85,833.95
2024-06,OPD,PROC-4882,DXG-997,1969736,152259,20129,30.53,45.14,818.12,419.9,1.21,91.74,176.78,116.35,21.21,34.83,1162.36,2096.91,1491.28
2025-07,PHC,PROC-8077,DXG-479,880746,121706,35973,1.53,98.23,606.59,617.1,9.2,61.02,293.92,376.61,33.29,25.8,3725.01,1255.86,134.88
2023-11,ER,PROC-6840,DXG-985,103185,45933,7363,2.06,327.01,449.05,522.35,3.94,86.45,14.39,1323.22,30.56,2.44,4242.9,660.71,1899.19
2020-05,HomeHealth,PROC-1861,DXG-295,1424288,115844,63643,9.47,480.13,111.77,120.15,2.43,45.13,361.46,780.7,36.35,11.76,1609.89,561.23,1386.82
2020-08,ER,PROC-7557,DXG-579,1095635,182413,43643,30.4,561.72,557.09,178.8,9.49,82.26,43.27,782.22,5.74,10.25,3379.75,408.29,873.35
2022-02,PHC,PROC-8651,DXG-164,1448437,108045,71841,32.68,351.95,895.9,492.14,11.64,47.78,61.17,1267.41,1.27,31.34,4279.36,1890.55,761.6
2022-11,HomeHealth,PROC-2134,DXG-506,837650,199652,25187,16.67,340.38,454.78,350.85,7.56,69.49,234.52,530.68,5.31,33.13,3534.48,2518.3,900.87
2021-07,DayCare,PROC-9007,DXG-240,331916,91982,34222,15.02,301.85,846.34,302.18,11.49,80.51,74.15,1576.72,0.67,15.39,902.75,757.57,985.71
2025-06,ER,PROC-2116,DXG-833,1237094,311926,78990,12.13,85.78,267.63,333.85,9.39,89.12,113.4,850.87,10.31,33.25,4252.21,1536.69,399.5
2020-01,HomeHealth,PROC-7385,DXG-299,497539,9334,10596,34.56,325.33,68.96,399.76,4.45,69.65,172.69,312.2,8.66,26.68,4013.4,2540.56,828.68
2021-10,OPD,PROC-7054,DXG-98,42315,3257,33598,4.3,135.29,441.63,120.47,9.58,53.47,157.43,1163.24,28.76,9.27,2915.77,1880.47,1374.24
2021-01,PHC,PROC-4769,DXG-725,397546,393325,12299,27.7,413.93,395.81,345.91,3.64,94.97,192.25,66.95,20.57,4.83,1652.85,3008.24,1908.98
2025-07,Tele,PROC-1061,DXG-298,841798,128483,73343,0.54,314.96,364.48,279.24,8.78,40.1,225.72,1473.88,12.54,16.19,4177.29,169.51,538.64
2021-01,Tele,PROC-3450,DXG-32,268713,27007,40586,31.13,511.08,805.25,109.66,6.19,75.3,297.6,544.5,0.23,10.97,3358.96,2064.01,2111.93
2024-02,PHC,PROC-6450,DXG-495,232978,189760,23473,19.15,76.52,634.31,273.96,2.16,47.08,295.95,114.68,22.21,6.82,4079.08,2686.7,658.52
2020-03,HomeHealth,PROC-9539,DXG-342,485480,374308,37711,30.02,31.18,198.67,98.86,6.06,47.84,321.35,1331.05,7.78,20.76,2312.93,1169.67,2259.93
2023-01,ER,PROC-1430,DXG-799,74978,188018,46746,5.76,262.52,153.73,346.78,8.22,49.97,127.13,914.78,34.03,10.55,4225.89,2306.93,105.59
2024-09,HomeHealth,PROC-3356,DXG-163,1869506,31427,16103,0.37,33.21,657.59,301.52,7.83,70.08,297.51,1158.09,11.45,5.84,3363.22,879.97,586.94
2023-10,Tele,PROC-7097,DXG-83,1115670,234185,50289,10.88,223.12,439.61,223.16,11.13,79.06,390.74,1356.08,28.63,29.66,589.93,1335.91,322.16
2022-04,DayCare,PROC-8820,DXG-730,29337,19275,24651,18.09,325.95,19.36,190.12,4.27,86.7,268.22,1235.4,18.16,29.99,3583.29,120.11,50.65
2021-09,Tele,PROC-6124,DXG-72,1461694,121699,59717,27.75,414.87,876.89,534.22,4.38,70.1,71.5,1060.63,33.48,25.36,2684.76,1008.53,848.12
2024-08,Tele,PROC-2375,DXG-573,1001203,157537,77135,29.87,16.58,227.46,634.45,2.11,51.38,181.95,1599.65,23.57,1.57,545.84,807.4,164.35
2025-07,Tele,PROC-3192,DXG-425,594153,100328,14712,3.83,564.37,186.8,332.69,8.21,46.59,175.97,1543.3,10.8,2.97,3361.99,807.75,760.9
2023-09,OPD,PROC-6104,DXG-93,1822127,98344,44704,34.82,462.37,458.97,534.99,10.46,40.15,264.65,182.61,21.04,25.54,2591.26,94.35,1045.62
2020-09,Tele,PROC-1174,DXG-39,1656322,240946,36841,34.39,599.61,773.01,260.15,3.94,53.33,268.37,862.42,23.47,4.33,1903.57,31.01,1354.39
2023-04,IPD,PROC-1160,DXG-507,513788,176403,20877,1.04,105.11,859.31,112.58,5.61,55.8,21.05,256.54,9.87,26.01,977.35,383.43,832.7
2020-01,OPD,PROC-2693,DXG-23,940272,140263,5457,24.11,458.76,589.42,320.36,6.47,59.28,79.31,996.81,3.83,6.12,110.73,325.25,1060.01
2022-07,HomeHealth,PROC-4822,DXG-422,1130900,193350,44299,6.58,415.11,2.61,620.42,2.88,45.52,192.38,100.52,14.83,34.28,178.64,2893.99,1896.88
2021-03,OPD,PROC-8075,DXG-367,700082,174296,32191,18.52,163.01,774.09,413.73,0.11,78.69,81.17,422.54,10.42,34.57,149.09,931.79,931.27
2020-09,PHC,PROC-5856,DXG-635,675306,192448,43463,32.03,275.55,743.45,167.92,5.7,99.31,388.78,1093.99,3.06,0.54,3196.02,1532.9,1904.72
2023-01,DayCare,PROC-9940,DXG-715,1827109,370230,16038,23.93,4.37,87.5,131.68,6.12,94.74,191.31,38.97,14.09,32.84,719.38,1417.8,1224.95
2021-11,ER,PROC-4933,DXG-12,1257,252060,47045,17.11,155.91,216.39,440.62,4.7,59.73,223.19,1298.23,3.69,13.79,4123.12,1733.87,709.89
2020-03,OPD,PROC-9666,DXG-212,1752456,208985,67946,29.78,73.43,65.63,612.28,3.48,61.09,118.59,443.86,5.06,18.1,2274.12,2463.35,613.04
2024-09,HomeHealth,PROC-9766,DXG-435,137247,283918,32928,28.16,479.67,152.1,186.94,7.49,45.66,188.05,147.05,6.86,25.79,389.28,216.99,1102.12
2022-01,ER,PROC-6271,DXG-11,213380,286109,74835,2.29,43.68,513.33,610.02,9.35,51.68,194.58,53.23,32.25,4.28,3379.58,397.46,605.74
2024-02,OPD,PROC-4568,DXG-497,94498,300641,14798,2.92,357.54,434.99,427.34,11.15,75.13,373.21,1484.81,9.92,16.29,819.41,2909.34,542.01
