gov_proc_notice_id,gov_proc_publication_date,gov_proc_country_iso2,gov_proc_contracting_authority_id,gov_proc_procedure_type_code,gov_proc_cpvs_main_code,gov_proc_lot_count,gov_proc_award_criteria_code,gov_proc_estimated_value_eur,gov_proc_awarded_value_eur,gov_proc_number_of_bidders,gov_proc_sme_winner_flag,gov_proc_cross_border_bid_flag,gov_proc_eea_coverage_flag,gov_proc_green_public_procurement_flag,gov_proc_social_clauses_flag,gov_proc_contract_duration_months,gov_proc_modification_count,gov_proc_data_source_ted_flag,gov_proc_data_extract_date
RO-TED-2020-000540,2020-05-05,RO,RO_AUTH_00540,DESIGN_CONTEST,37294758,10,QUALITY,125932467.03,124973023.79,46,1,0,1,0,0,51,7,1,2024-07-16
AT-TED-2025-000541,2025-05-28,AT,AT_AUTH_00541,OPEN,64545093,1,LOWEST_PRICE,4254030.41,4455477.5,49,1,0,1,0,0,67,7,0,2024-12-10
CZ-TED-2019-000542,2019-05-10,CZ,CZ_AUTH_00542,RESTRICTED,86109793,2,COST_EFFECTIVENESS,74582653.6,57613125.59,59,1,0,1,0,0,34,10,0,2024-07-26
DE-TED-2023-000543,2023-11-16,DE,DE_AUTH_00543,NEGOTIATED,44162334,3,MEAT,28388535.02,27694011.86,63,0,0,1,1,1,68,3,1,2025-09-26
LV-TED-2019-000544,2019-08-28,LV,LV_AUTH_00544,COMPETITIVE_DIALOGUE,87502889,4,LIFE_CYCLE_COST,251113261.73,165255054.59,55,0,0,1,0,0,94,0,1,2025-07-06
PL-TED-2024-000545,2024-12-11,PL,PL_AUTH_00545,INNOVATION_PARTNERSHIP,22952064,5,QUALITY,169867644.67,136724128.05,52,1,0,1,1,1,96,1,1,2025-08-02
ES-TED-2025-000546,2025-08-07,ES,ES_AUTH_00546,DESIGN_CONTEST,64847119,6,LOWEST_PRICE,48535073.58,34325235.3,64,1,0,1,0,0,13,5,1,2024-05-11
HR-TED-2023-000547,2023-03-15,HR,HR_AUTH_00547,OPEN,41830270,7,COST_EFFECTIVENESS,176769393.67,149916745.31,51,0,1,1,1,0,57,0,1,2025-09-12
FI-TED-2020-000548,2020-03-04,FI,FI_AUTH_00548,RESTRICTED,21728210,8,MEAT,138945573.86,93984409.09,65,0,0,1,1,0,12,5,1,2024-07-18
IE-TED-2024-000549,2024-10-17,IE,IE_AUTH_00549,NEGOTIATED,47528238,9,LIFE_CYCLE_COST,110693195.16,103480238.2,67,0,0,1,0,0,27,2,1,2025-10-08
MT-TED-2021-000550,2021-03-12,MT,MT_AUTH_00550,COMPETITIVE_DIALOGUE,89833612,10,QUALITY,220757930.25,185282234.56,69,0,0,0,0,0,3,4,1,2024-11-13
SK-TED-2023-000551,2023-04-13,SK,SK_AUTH_00551,INNOVATION_PARTNERSHIP,45287324,1,LOWEST_PRICE,7558555.69,7260039.5,19,1,0,1,0,1,76,6,1,2024-12-10
BE-TED-2026-000552,2026-02-01,BE,BE_AUTH_00552,DESIGN_CONTEST,90607676,2,COST_EFFECTIVENESS,112419356.87,105554257.35,9,0,0,1,1,0,83,0,1,2025-04-10
DK-TED-2020-000553,2020-04-15,DK,DK_AUTH_00553,OPEN,17085701,3,MEAT,250824752.98,175866510.74,3,0,0,1,0,1,57,3,1,2026-01-22
GR-TED-2020-000554,2020-04-09,GR,GR_AUTH_00554,RESTRICTED,14403351,4,LIFE_CYCLE_COST,66399630.27,49635139.28,11,0,0,0,1,0,11,5,1,2025-09-02
LT-TED-2018-000555,2018-04-13,LT,LT_AUTH_00555,NEGOTIATED,48516254,5,QUALITY,309819411.14,223214343.94,6,1,1,1,0,1,72,5,1,2025-05-26
PT-TED-2018-000556,2018-04-21,PT,PT_AUTH_00556,COMPETITIVE_DIALOGUE,32400841,6,LOWEST_PRICE,120694324.78,113433846.35,23,0,0,0,0,0,42,8,1,2024-11-08
SE-TED-2021-000557,2021-11-23,SE,SE_AUTH_00557,INNOVATION_PARTNERSHIP,83743107,7,COST_EFFECTIVENESS,33239317.37,31672968.9,10,0,0,0,0,1,56,5,1,2025-01-02
CY-TED-2023-000558,2023-03-07,CY,CY_AUTH_00558,DESIGN_CONTEST,82398963,8,MEAT,129623439.34,104817911.11,16,1,1,1,0,0,40,2,1,2024-03-30
FR-TED-2019-000559,2019-03-15,FR,FR_AUTH_00559,OPEN,51965492,9,LIFE_CYCLE_COST,85564572.84,79373676.13,20,1,0,1,1,0,71,8,1,2025-09-02
IT-TED-2023-000560,2023-09-22,IT,IT_AUTH_00560,RESTRICTED,48147582,10,QUALITY,205149807.44,212633837.59,14,0,0,1,0,1,91,4,1,2025-03-28
NL-TED-2020-000561,2020-03-18,NL,NL_AUTH_00561,NEGOTIATED,65468783,1,LOWEST_PRICE,181061959.06,169989901.8,21,0,0,1,0,0,64,7,0,2024-07-29
SI-TED-2024-000562,2024-07-04,SI,SI_AUTH_00562,COMPETITIVE_DIALOGUE,45527920,2,COST_EFFECTIVENESS,37767697.26,34166763.03,28,0,0,1,1,0,24,8,1,2024-09-03
BG-TED-2020-000563,2020-02-24,BG,BG_AUTH_00563,INNOVATION_PARTNERSHIP,43118948,3,MEAT,17249170.79,15803335.15,22,1,1,1,1,1,42,5,1,2025-06-03
EE-TED-2022-000564,2022-05-18,EE,EE_AUTH_00564,DESIGN_CONTEST,12582286,4,LIFE_CYCLE_COST,234070393.77,187832499.66,26,0,0,1,0,0,76,8,1,2025-06-29
HU-TED-2024-000565,2024-01-14,HU,HU_AUTH_00565,OPEN,42497803,5,QUALITY,205777480.19,136118849.88,23,0,0,0,0,1,32,5,1,2025-09-18
LU-TED-2018-000566,2018-09-07,LU,LU_AUTH_00566,RESTRICTED,39222062,6,LOWEST_PRICE,53333195.61,55591866.53,17,1,1,0,1,0,76,5,1,2024-01-25
RO-TED-2018-000567,2018-04-08,RO,RO_AUTH_00567,NEGOTIATED,15435659,7,COST_EFFECTIVENESS,125024353.47,88795664.61,26,1,0,1,1,0,78,4,1,2024-08-25
AT-TED-2018-000568,2018-01-21,AT,AT_AUTH_00568,COMPETITIVE_DIALOGUE,72132943,8,MEAT,46574211.62,35428378.73,18,1,0,1,1,1,76,7,1,2025-07-11
CZ-TED-2021-000569,2021-04-01,CZ,CZ_AUTH_00569,INNOVATION_PARTNERSHIP,44638421,9,LIFE_CYCLE_COST,80315218.54,67602845.49,21,1,1,1,1,1,31,0,1,2025-07-11
DE-TED-2025-000570,2025-12-05,DE,DE_AUTH_00570,DESIGN_CONTEST,71022599,10,QUALITY,19450716.2,16869400.77,27,0,0,0,1,0,72,4,1,2025-01-16
LV-TED-2023-000571,2023-06-18,LV,LV_AUTH_00571,OPEN,33375342,1,LOWEST_PRICE,180885587.77,187356626.9,21,1,0,1,1,0,94,2,1,2024-07-22
PL-TED-2020-000572,2020-03-16,PL,PL_AUTH_00572,RESTRICTED,41319982,2,COST_EFFECTIVENESS,82483206.7,74244159.84,38,1,1,1,0,1,5,9,0,2025-02-12
ES-TED-2022-000573,2022-10-09,ES,ES_AUTH_00573,NEGOTIATED,58789336,3,MEAT,304207654.3,285699781.83,40,1,0,1,0,0,28,5,1,2025-05-16
HR-TED-2022-000574,2022-05-18,HR,HR_AUTH_00574,COMPETITIVE_DIALOGUE,10566579,4,LIFE_CYCLE_COST,82730348.56,78701832.97,26,0,0,1,0,1,28,7,1,2025-11-05
FI-TED-2023-000575,2023-05-10,FI,FI_AUTH_00575,INNOVATION_PARTNERSHIP,38846666,5,QUALITY,88939819.29,81152262.68,28,1,0,1,0,0,44,3,1,2024-07-30
IE-TED-2024-000576,2024-12-31,IE,IE_AUTH_00576,DESIGN_CONTEST,50811360,6,LOWEST_PRICE,29940473.39,27298011.52,46,1,1,1,0,1,59,7,1,2026-01-04
MT-TED-2019-000577,2019-10-06,MT,MT_AUTH_00577,OPEN,13936405,7,COST_EFFECTIVENESS,217897737.48,162323466.12,31,1,0,1,0,0,5,7,1,2025-05-01
SK-TED-2023-000578,2023-05-11,SK,SK_AUTH_00578,RESTRICTED,43930455,8,MEAT,162816642.24,169675262.53,34,0,1,1,1,0,71,2,1,2024-08-22
BE-TED-2023-000579,2023-04-16,BE,BE_AUTH_00579,NEGOTIATED,46029731,9,LIFE_CYCLE_COST,50024851.87,42210878.96,48,1,0,1,1,1,18,7,1,2025-01-05
DK-TED-2019-000580,2019-03-31,DK,DK_AUTH_00580,COMPETITIVE_DIALOGUE,11871542,10,QUALITY,270889325.57,278877814.61,50,1,0,0,1,1,31,1,1,2024-12-16
GR-TED-2023-000581,2023-06-13,GR,GR_AUTH_00581,INNOVATION_PARTNERSHIP,50893214,1,LOWEST_PRICE,167417340.88,157374463.65,43,1,1,1,1,0,27,0,0,2025-11-14
LT-TED-2025-000582,2025-05-21,LT,LT_AUTH_00582,DESIGN_CONTEST,60365022,2,COST_EFFECTIVENESS,129876867.34,85993456.0,52,0,0,0,0,0,21,7,1,2025-12-05
PT-TED-2025-000583,2025-05-18,PT,PT_AUTH_00583,OPEN,14294707,3,MEAT,115733780.57,111607234.8,33,1,0,0,0,0,74,8,1,2024-11-12
SE-TED-2025-000584,2025-10-03,SE,SE_AUTH_00584,RESTRICTED,31957157,4,LIFE_CYCLE_COST,121093110.91,78749160.35,34,1,0,1,0,0,96,3,1,2024-07-08
CY-TED-2018-000585,2018-06-19,CY,CY_AUTH_00585,NEGOTIATED,83586210,5,QUALITY,5634780.37,3832377.26,47,0,0,1,1,0,75,1,1,2024-10-25
FR-TED-2018-000586,2018-11-16,FR,FR_AUTH_00586,COMPETITIVE_DIALOGUE,63900300,6,LOWEST_PRICE,161242517.41,152137424.7,54,1,0,1,0,0,50,5,1,2024-09-20
IT-TED-2018-000587,2018-05-31,IT,IT_AUTH_00587,INNOVATION_PARTNERSHIP,11492244,7,COST_EFFECTIVENESS,261267934.56,219702699.92,50,1,1,0,1,0,6,1,1,2024-09-08
NL-TED-2022-000588,2022-06-23,NL,NL_AUTH_00588,DESIGN_CONTEST,89296426,8,MEAT,115950897.6,104416053.87,38,0,0,1,0,1,84,6,1,2024-01-01
SI-TED-2020-000589,2020-12-03,SI,SI_AUTH_00589,OPEN,83741548,9,LIFE_CYCLE_COST,54048699.2,43367000.38,57,1,0,1,1,0,93,0,1,2024-11-26
BG-TED-2020-000590,2020-09-22,BG,BG_AUTH_00590,RESTRICTED,83947014,10,QUALITY,114325831.72,113876521.69,43,0,0,1,0,1,50,6,1,2025-03-10
EE-TED-2023-000591,2023-07-13,EE,EE_AUTH_00591,NEGOTIATED,26041850,1,LOWEST_PRICE,103521541.06,88088589.49,48,1,0,0,0,1,10,2,1,2025-03-03
HU-TED-2018-000592,2018-05-28,HU,HU_AUTH_00592,COMPETITIVE_DIALOGUE,51822075,2,COST_EFFECTIVENESS,27578887.43,28784159.48,45,1,0,0,0,1,90,5,1,2024-02-12
LU-TED-2022-000593,2022-06-07,LU,LU_AUTH_00593,INNOVATION_PARTNERSHIP,12937792,3,MEAT,72151284.13,62196197.08,57,0,0,0,0,1,66,6,0,2024-06-21
RO-TED-2019-000594,2019-10-11,RO,RO_AUTH_00594,DESIGN_CONTEST,32581762,4,LIFE_CYCLE_COST,149788038.9,145616017.16,61,0,0,1,0,0,52,10,0,2025-05-09
AT-TED-2021-000595,2021-02-21,AT,AT_AUTH_00595,OPEN,85024539,5,QUALITY,104522843.49,73741108.34,53,0,1,0,1,0,61,3,0,2024-08-30
CZ-TED-2019-000596,2019-09-20,CZ,CZ_AUTH_00596,RESTRICTED,17971717,6,LOWEST_PRICE,102105634.91,83475887.5,59,1,0,1,1,1,88,3,1,2024-05-19
DE-TED-2023-000597,2023-11-15,DE,DE_AUTH_00597,NEGOTIATED,61465656,7,COST_EFFECTIVENESS,88918609.43,81772631.11,49,0,0,0,0,0,45,4,1,2024-05-18
LV-TED-2019-000598,2019-02-05,LV,LV_AUTH_00598,COMPETITIVE_DIALOGUE,15686302,8,MEAT,194138869.8,192610721.96,50,0,0,1,1,1,59,3,1,2024-09-06
PL-TED-2025-000599,2025-03-02,PL,PL_AUTH_00599,INNOVATION_PARTNERSHIP,28404522,9,LIFE_CYCLE_COST,29243418.42,25123265.74,61,0,0,1,0,0,25,7,1,2024-12-27
ES-TED-2018-000600,2018-10-19,ES,ES_AUTH_00600,DESIGN_CONTEST,69648790,10,QUALITY,163606074.85,135102662.41,66,0,0,0,0,0,85,0,1,2024-06-04
HR-TED-2024-000601,2024-07-31,HR,HR_AUTH_00601,OPEN,69691856,1,LOWEST_PRICE,105595364.43,71074765.12,11,1,0,1,1,0,57,4,1,2024-01-10
FI-TED-2024-000602,2024-05-12,FI,FI_AUTH_00602,RESTRICTED,12661285,2,COST_EFFECTIVENESS,133784812.9,128005110.58,7,1,0,0,0,0,89,4,1,2025-01-02
IE-TED-2021-000603,2021-08-03,IE,IE_AUTH_00603,NEGOTIATED,63730869,3,MEAT,163854464.8,155694027.19,5,0,0,1,1,0,6,0,1,2026-02-15
MT-TED-2022-000604,2022-09-16,MT,MT_AUTH_00604,COMPETITIVE_DIALOGUE,17885256,4,LIFE_CYCLE_COST,210875648.82,197266246.89,10,0,0,1,0,1,89,7,1,2024-07-20
SK-TED-2021-000605,2021-07-15,SK,SK_AUTH_00605,INNOVATION_PARTNERSHIP,67356009,5,QUALITY,159020227.42,127888974.72,23,0,0,1,1,0,24,9,1,2025-08-18
BE-TED-2023-000606,2023-05-03,BE,BE_AUTH_00606,DESIGN_CONTEST,10873329,6,LOWEST_PRICE,120159669.33,106652024.6,20,0,1,0,0,0,73,6,1,2026-02-07
DK-TED-2019-000607,2019-12-24,DK,DK_AUTH_00607,OPEN,23775914,7,COST_EFFECTIVENESS,47212241.09,38443085.21,13,0,0,0,0,0,79,0,0,2025-11-15
GR-TED-2024-000608,2024-11-27,GR,GR_AUTH_00608,RESTRICTED,71376849,8,MEAT,270766504.43,239904778.95,24,1,0,1,1,0,40,3,1,2025-09-12
LT-TED-2020-000609,2020-02-27,LT,LT_AUTH_00609,NEGOTIATED,87009197,9,LIFE_CYCLE_COST,38829931.6,28806076.36,29,1,1,1,1,0,81,3,1,2024-06-24
PT-TED-2020-000610,2020-02-16,PT,PT_AUTH_00610,COMPETITIVE_DIALOGUE,22647084,10,QUALITY,43007499.77,30696791.92,14,1,0,1,0,0,93,0,1,2025-04-11
SE-TED-2018-000611,2018-01-31,SE,SE_AUTH_00611,INNOVATION_PARTNERSHIP,39066529,1,LOWEST_PRICE,105281490.9,100138060.39,15,0,1,1,0,1,3,0,1,2025-12-14
CY-TED-2023-000612,2023-08-25,CY,CY_AUTH_00612,DESIGN_CONTEST,20308014,2,COST_EFFECTIVENESS,184253613.49,166786643.99,20,1,0,1,0,0,89,8,1,2024-01-29
FR-TED-2019-000613,2019-08-31,FR,FR_AUTH_00613,OPEN,34586949,3,MEAT,305728379.43,272609245.59,22,0,0,1,0,0,18,4,1,2024-02-21
IT-TED-2023-000614,2023-02-20,IT,IT_AUTH_00614,RESTRICTED,21284494,4,LIFE_CYCLE_COST,84958007.78,60985611.86,17,0,0,0,0,0,72,4,1,2024-12-09
NL-TED-2021-000615,2021-11-21,NL,NL_AUTH_00615,NEGOTIATED,54300327,5,QUALITY,240989782.54,166784771.61,25,0,0,1,0,1,27,7,1,2025-11-07
SI-TED-2021-000616,2021-10-18,SI,SI_AUTH_00616,COMPETITIVE_DIALOGUE,80006645,6,LOWEST_PRICE,134967860.61,129406960.54,27,1,0,1,0,1,36,1,1,2025-04-26
BG-TED-2025-000617,2025-03-22,BG,BG_AUTH_00617,INNOVATION_PARTNERSHIP,68140905,7,COST_EFFECTIVENESS,100980589.5,99111894.24,31,1,0,1,1,0,20,1,1,2025-10-04
EE-TED-2023-000618,2023-11-18,EE,EE_AUTH_00618,DESIGN_CONTEST,38054005,8,MEAT,220004767.41,148805838.0,28,0,0,1,1,0,74,8,1,2024-09-04
HU-TED-2019-000619,2019-06-01,HU,HU_AUTH_00619,OPEN,65451544,9,LIFE_CYCLE_COST,163567088.92,163644294.15,33,1,0,1,1,0,45,6,1,2024-08-28
LU-TED-2025-000620,2025-04-03,LU,LU_AUTH_00620,RESTRICTED,65878382,10,QUALITY,78190764.42,56549544.01,31,1,0,1,0,0,27,7,1,2025-10-10
RO-TED-2019-000621,2019-09-22,RO,RO_AUTH_00621,NEGOTIATED,92689600,1,LOWEST_PRICE,13113377.01,9622058.74,24,0,1,1,0,1,85,8,1,2024-05-20
AT-TED-2026-000622,2026-01-07,AT,AT_AUTH_00622,COMPETITIVE_DIALOGUE,36966622,2,COST_EFFECTIVENESS,108808345.63,96581826.33,30,0,0,1,0,0,45,7,1,2025-04-01
CZ-TED-2020-000623,2020-04-03,CZ,CZ_AUTH_00623,INNOVATION_PARTNERSHIP,59187901,3,MEAT,122643338.3,117892689.65,38,1,0,1,1,1,90,4,0,2025-01-03
DE-TED-2020-000624,2020-04-02,DE,DE_AUTH_00624,DESIGN_CONTEST,84775866,4,LIFE_CYCLE_COST,3634152.19,2729781.42,32,1,0,0,1,1,60,4,1,2024-11-14
LV-TED-2020-000625,2020-11-29,LV,LV_AUTH_00625,OPEN,32748744,5,QUALITY,93877617.62,88359965.8,28,1,0,0,0,1,18,1,1,2026-02-04
PL-TED-2023-000626,2023-04-03,PL,PL_AUTH_00626,RESTRICTED,88458539,6,LOWEST_PRICE,114905053.68,104699931.38,31,0,0,0,0,0,13,2,1,2026-01-08
ES-TED-2023-000627,2023-05-15,ES,ES_AUTH_00627,NEGOTIATED,29879670,7,COST_EFFECTIVENESS,141032244.61,115285242.99,27,1,1,1,1,1,24,3,1,2025-05-02
HR-TED-2024-000628,2024-10-22,HR,HR_AUTH_00628,COMPETITIVE_DIALOGUE,44792506,8,MEAT,277037832.03,274291678.0,40,0,0,1,0,0,21,4,1,2024-12-19
FI-TED-2020-000629,2020-09-20,FI,FI_AUTH_00629,INNOVATION_PARTNERSHIP,49697921,9,LIFE_CYCLE_COST,81744475.49,77704017.12,36,1,0,1,1,0,62,5,1,2024-02-15
IE-TED-2019-000630,2019-08-17,IE,IE_AUTH_00630,DESIGN_CONTEST,60085841,10,QUALITY,178978197.29,129189089.96,32,1,0,0,0,1,38,7,1,2024-03-10
MT-TED-2023-000631,2023-06-11,MT,MT_AUTH_00631,OPEN,31650604,1,LOWEST_PRICE,196410423.58,205680976.95,36,0,0,1,0,0,12,7,1,2024-07-14
SK-TED-2022-000632,2022-12-23,SK,SK_AUTH_00632,RESTRICTED,70843959,2,COST_EFFECTIVENESS,199527781.45,193561387.26,39,1,0,1,0,0,52,3,1,2025-01-16
BE-TED-2022-000633,2022-09-03,BE,BE_AUTH_00633,NEGOTIATED,72062548,3,MEAT,88114091.98,86218172.69,53,1,0,0,1,0,81,2,1,2026-02-07
DK-TED-2018-000634,2018-04-14,DK,DK_AUTH_00634,COMPETITIVE_DIALOGUE,61304933,4,LIFE_CYCLE_COST,35688369.18,27783289.33,39,1,0,0,1,0,21,3,1,2025-07-03
GR-TED-2022-000635,2022-08-13,GR,GR_AUTH_00635,INNOVATION_PARTNERSHIP,99997297,5,QUALITY,208215277.26,186418303.8,54,1,0,1,1,1,11,6,1,2024-01-26
LT-TED-2020-000636,2020-01-11,LT,LT_AUTH_00636,DESIGN_CONTEST,28915031,6,LOWEST_PRICE,41452626.12,41229362.81,46,1,0,1,1,0,35,8,1,2025-09-04
PT-TED-2022-000637,2022-07-17,PT,PT_AUTH_00637,OPEN,38227297,7,COST_EFFECTIVENESS,124896258.19,117457260.5,47,1,0,1,1,0,89,4,1,2024-03-12
SE-TED-2018-000638,2018-10-11,SE,SE_AUTH_00638,RESTRICTED,90673266,8,MEAT,166145685.2,126524595.31,41,1,0,0,0,0,94,3,1,2025-12-31
CY-TED-2025-000639,2025-03-07,CY,CY_AUTH_00639,NEGOTIATED,70335446,9,LIFE_CYCLE_COST,168604823.49,161131667.22,56,0,1,1,0,0,13,0,1,2025-06-01
FR-TED-2025-000640,2025-11-14,FR,FR_AUTH_00640,COMPETITIVE_DIALOGUE,96607307,10,QUALITY,7211061.47,5302548.29,40,1,0,1,0,0,94,8,1,2025-10-23
IT-TED-2018-000641,2018-10-02,IT,IT_AUTH_00641,INNOVATION_PARTNERSHIP,64376504,1,LOWEST_PRICE,151087520.29,129662096.37,47,0,0,1,0,0,89,5,1,2025-11-11
NL-TED-2019-000642,2019-10-25,NL,NL_AUTH_00642,DESIGN_CONTEST,96665585,2,COST_EFFECTIVENESS,22543249.7,15507118.06,50,1,0,1,0,0,34,2,1,2024-10-30
SI-TED-2024-000643,2024-04-05,SI,SI_AUTH_00643,OPEN,66351202,3,MEAT,125293893.19,99831911.37,58,0,0,1,0,1,74,6,1,2025-05-16
BG-TED-2023-000644,2023-08-04,BG,BG_AUTH_00644,RESTRICTED,31242939,4,LIFE_CYCLE_COST,48695867.16,42119835.09,51,1,0,1,0,0,89,8,1,2024-02-28
EE-TED-2025-000645,2025-05-18,EE,EE_AUTH_00645,NEGOTIATED,83009941,5,QUALITY,152826467.72,135741927.35,48,0,1,0,1,1,51,0,1,2024-09-12
HU-TED-2025-000646,2025-08-20,HU,HU_AUTH_00646,COMPETITIVE_DIALOGUE,45575370,6,LOWEST_PRICE,66780736.42,43805714.82,54,1,0,0,1,1,39,5,1,2024-11-30
LU-TED-2019-000647,2019-08-24,LU,LU_AUTH_00647,INNOVATION_PARTNERSHIP,49797362,7,COST_EFFECTIVENESS,205576237.79,180210960.23,58,1,0,1,0,0,12,0,1,2025-10-24
RO-TED-2022-000648,2022-09-15,RO,RO_AUTH_00648,DESIGN_CONTEST,72775974,8,MEAT,193633037.24,155593105.59,55,0,0,1,1,0,94,3,1,2024-01-01
AT-TED-2022-000649,2022-10-01,AT,AT_AUTH_00649,OPEN,44012144,9,LIFE_CYCLE_COST,119137576.82,93602638.79,60,0,0,1,1,1,69,1,1,2024-12-26
CZ-TED-2018-000650,2018-03-06,CZ,CZ_AUTH_00650,RESTRICTED,31149126,10,QUALITY,229177954.5,186026438.5,62,1,1,0,0,0,20,6,1,2025-07-19
DE-TED-2019-000651,2019-08-07,DE,DE_AUTH_00651,NEGOTIATED,75765567,1,LOWEST_PRICE,94918977.06,85988126.07,5,1,1,1,0,0,94,6,1,2024-01-04
LV-TED-2021-000652,2021-03-22,LV,LV_AUTH_00652,COMPETITIVE_DIALOGUE,11377351,2,COST_EFFECTIVENESS,291669426.36,195065578.62,6,1,0,1,0,0,79,2,1,2024-05-23
PL-TED-2019-000653,2019-07-02,PL,PL_AUTH_00653,INNOVATION_PARTNERSHIP,15697272,3,MEAT,42919708.13,41307213.43,13,0,0,1,1,0,17,8,1,2024-04-20
ES-TED-2021-000654,2021-01-16,ES,ES_AUTH_00654,DESIGN_CONTEST,93816069,4,LIFE_CYCLE_COST,236947703.29,212350050.94,17,1,0,1,0,0,87,5,1,2024-01-27
HR-TED-2024-000655,2024-11-08,HR,HR_AUTH_00655,OPEN,84947299,5,QUALITY,23677287.83,17235145.87,25,1,0,1,0,1,85,7,1,2025-12-09
FI-TED-2025-000656,2025-02-19,FI,FI_AUTH_00656,RESTRICTED,78660783,6,LOWEST_PRICE,216102104.54,148724461.29,7,0,0,0,0,1,9,7,1,2025-09-15
IE-TED-2023-000657,2023-12-16,IE,IE_AUTH_00657,NEGOTIATED,46561248,7,COST_EFFECTIVENESS,153659791.85,104887844.88,19,1,0,1,0,0,80,7,1,2024-06-27
MT-TED-2019-000658,2019-12-15,MT,MT_AUTH_00658,COMPETITIVE_DIALOGUE,53371980,8,MEAT,205546585.98,133742198.21,24,0,0,0,0,0,36,7,1,2025-02-20
SK-TED-2022-000659,2022-12-25,SK,SK_AUTH_00659,INNOVATION_PARTNERSHIP,50189336,9,LIFE_CYCLE_COST,171467947.54,163508255.6,11,0,0,1,0,0,8,3,1,2025-08-14
BE-TED-2025-000660,2025-02-27,BE,BE_AUTH_00660,DESIGN_CONTEST,37294758,10,QUALITY,104245008.82,99157253.54,23,0,1,1,1,0,72,8,1,2025-01-27
DK-TED-2018-000661,2018-07-08,DK,DK_AUTH_00661,OPEN,64545093,1,LOWEST_PRICE,261404706.39,173236239.97,21,0,0,0,1,0,8,1,0,2024-08-30
GR-TED-2018-000662,2018-04-29,GR,GR_AUTH_00662,RESTRICTED,86109793,2,COST_EFFECTIVENESS,86497889.98,75419066.17,12,0,1,1,0,1,64,4,0,2024-04-28
LT-TED-2022-000663,2022-12-11,LT,LT_AUTH_00663,NEGOTIATED,44162334,3,MEAT,47430916.57,34082494.15,21,1,1,0,1,1,38,3,1,2024-01-31
PT-TED-2023-000664,2023-02-23,PT,PT_AUTH_00664,COMPETITIVE_DIALOGUE,87502889,4,LIFE_CYCLE_COST,72152543.42,75720856.28,15,1,1,0,1,0,82,9,1,2025-07-30
SE-TED-2023-000665,2023-01-29,SE,SE_AUTH_00665,INNOVATION_PARTNERSHIP,22952064,5,QUALITY,250332038.4,215272469.57,31,1,1,1,1,1,52,3,1,2025-09-25
CY-TED-2025-000666,2025-02-08,CY,CY_AUTH_00666,DESIGN_CONTEST,64847119,6,LOWEST_PRICE,68359043.89,45584194.29,31,1,0,0,0,0,48,3,1,2024-03-03
FR-TED-2018-000667,2018-09-07,FR,FR_AUTH_00667,OPEN,41830270,7,COST_EFFECTIVENESS,67604353.71,62309113.01,31,1,0,1,0,0,30,9,1,2025-06-05
IT-TED-2019-000668,2019-08-27,IT,IT_AUTH_00668,RESTRICTED,21728210,8,MEAT,152969280.51,149986337.99,20,0,0,1,1,0,53,7,0,2025-06-13
NL-TED-2019-000669,2019-11-10,NL,NL_AUTH_00669,NEGOTIATED,47528238,9,LIFE_CYCLE_COST,98313322.54,71141590.53,27,1,0,1,0,0,17,3,1,2025-10-14
SI-TED-2020-000670,2020-07-04,SI,SI_AUTH_00670,COMPETITIVE_DIALOGUE,89833612,10,QUALITY,48990450.04,33851418.77,31,1,0,0,1,1,39,2,0,2024-06-21
BG-TED-2025-000671,2025-12-18,BG,BG_AUTH_00671,INNOVATION_PARTNERSHIP,45287324,1,LOWEST_PRICE,125778108.6,102343218.16,23,0,1,1,1,1,37,4,0,2025-05-20
EE-TED-2019-000672,2019-06-19,EE,EE_AUTH_00672,DESIGN_CONTEST,90607676,2,COST_EFFECTIVENESS,169615932.36,135781501.87,35,0,0,1,0,0,73,7,1,2024-11-13
HU-TED-2019-000673,2019-09-06,HU,HU_AUTH_00673,OPEN,17085701,3,MEAT,38516379.58,30223467.05,34,1,0,1,0,0,4,1,1,2025-01-10
LU-TED-2020-000674,2020-07-23,LU,LU_AUTH_00674,RESTRICTED,14403351,4,LIFE_CYCLE_COST,225545922.26,212129210.73,24,1,0,1,1,0,33,9,1,2026-01-04
RO-TED-2021-000675,2021-12-30,RO,RO_AUTH_00675,NEGOTIATED,48516254,5,QUALITY,274165336.24,253932570.39,33,1,1,1,0,1,96,7,1,2024-08-24
AT-TED-2018-000676,2018-06-03,AT,AT_AUTH_00676,COMPETITIVE_DIALOGUE,32400841,6,LOWEST_PRICE,308158125.78,220223559.36,38,0,0,1,0,1,49,8,1,2025-11-14
CZ-TED-2018-000677,2018-04-07,CZ,CZ_AUTH_00677,INNOVATION_PARTNERSHIP,83743107,7,COST_EFFECTIVENESS,109513125.62,90459093.84,40,0,0,0,0,0,28,7,1,2024-03-14
DE-TED-2018-000678,2018-12-16,DE,DE_AUTH_00678,DESIGN_CONTEST,82398963,8,MEAT,38687883.27,27129170.72,41,1,0,0,0,0,52,5,1,2024-11-06
LV-TED-2022-000679,2022-02-04,LV,LV_AUTH_00679,OPEN,51965492,9,LIFE_CYCLE_COST,192909641.92,157409935.92,35,1,0,0,1,0,59,5,1,2025-08-08
