civic_results_election_id,civic_results_contest_id,civic_results_office_type_code,civic_results_district_code,civic_results_polling_station_reporting_status,civic_results_vote_total_candidate_1,civic_results_vote_total_candidate_2,civic_results_vote_total_candidate_3,civic_results_vote_total_writein,civic_results_vote_total_overvotes,civic_results_vote_total_undervotes,civic_results_margin_votes,civic_results_margin_pct,civic_results_swing_from_prior_pct,civic_results_incumbent_flag,civic_results_party_primary_flag,civic_results_ranked_choice_rounds_count,civic_results_recount_trigger_flag,civic_results_certification_date,civic_results_result_source_file_hash
IN-2018-VIDHANSABHA-00385,CT2018000385,MAYOR,BR-34,FINAL,4152,2697,2207,26,7,33,1455,16.07,4.87,0,0,1,0,2018-11-07,2b478b110031edb90b0370aa
IN-2023-MUNICIPAL-00386,CT2023000386,SARPANCH,LD-28,FINAL,2921,5442,932,50,13,64,2521,27.12,-2.44,0,0,1,0,2023-07-17,e3633d78ca569f8f6a54b63c
IN-2016-PANCHAYAT-00387,CT2016000387,SARPANCH,MH-19,FINAL,4665,3504,1305,6,29,76,1161,12.25,11.9,0,1,1,0,2016-12-01,b89423d5c43b11dfae8119e2
IN-2016-VIDHANSABHA-00388,CT2016000388,WARD_MEMBER,NL-36,FINAL,2725,2805,706,31,27,55,80,1.28,-9.14,0,0,1,0,2016-09-03,0bce08ffc8c0777a1487714d
IN-2025-MUNICIPAL-00389,CT2025000389,SARPANCH,TS-71,FINAL,421,566,420,48,1,65,145,10.31,-4.26,1,0,1,0,2025-09-10,6e94da3c93ee64b652e1d4f0
IN-2022-PANCHAYAT-00390,CT2022000390,SARPANCH,GJ-22,FINAL,6589,1587,2063,18,8,23,4526,44.2,-8.25,1,0,1,0,2022-03-21,e286307b9907b8b42194b776
IN-2014-LOKSABHA-00391,CT2014000391,SARPANCH,GJ-12,FINAL,4884,1773,2984,16,17,23,1900,19.71,1.39,0,0,1,0,2015-01-07,695f02f79b9bddab41969b1a
IN-2018-BYE-00392,CT2018000392,WARD_MEMBER,HP-80,FINAL,371,1748,2556,31,6,31,808,17.28,0.29,1,0,1,0,2018-09-16,455ad56b28ee3ffa9bbc5d91
IN-2022-PANCHAYAT-00393,CT2022000393,MAYOR,UK-56,FINAL,763,538,508,5,1,51,225,12.44,-8.27,0,0,1,0,2023-01-08,1b0691602cf224fafbc78f50
IN-2014-BYE-00394,CT2014000394,WARD_MEMBER,WB-61,FINAL,3833,2347,5165,12,25,64,1332,11.74,7.23,0,0,1,0,2014-06-04,210822c84243aedf61df58df
IN-2017-LOKSABHA-00395,CT2017000395,SARPANCH,HR-74,FINAL,3033,5296,1208,6,12,46,2263,23.73,-2.01,1,0,1,0,2018-01-04,6d0171eacde0d820e7938637
IN-2021-MUNICIPAL-00396,CT2021000396,WARD_MEMBER,DL-71,PARTIAL,698,905,1268,8,19,1,363,12.64,-2.68,1,0,1,1,2021-10-29,4e63832f55b7f7fe0b8998e0
IN-2021-VIDHANSABHA-00397,CT2021000397,MLA,LD-29,FINAL,1045,612,368,24,16,26,433,21.38,3.52,1,0,1,0,2021-09-19,6c73cf58ee87a313b4d8d380
IN-2020-PANCHAYAT-00398,CT2020000398,WARD_MEMBER,MH-03,FINAL,2199,941,3735,43,7,18,1536,22.34,-10.26,1,0,1,0,2021-01-09,7f52a69273149480f82fe6a0
IN-2023-LOKSABHA-00399,CT2023000399,MLA,OD-04,FINAL,1325,717,500,11,29,23,608,23.92,-6.46,1,0,1,0,2023-09-20,038454f1a9b821ccdfc68afe
IN-2021-MUNICIPAL-00400,CT2021000400,MAYOR,GA-58,FINAL,695,484,660,12,14,7,35,1.9,-4.12,1,1,1,0,2021-02-11,6f0bf983bb4141c1bf1d577b
IN-2023-MUNICIPAL-00401,CT2023000401,SARPANCH,JK-01,FINAL,379,1500,13,25,20,50,1121,59.25,-3.15,0,1,1,0,2023-09-16,9abe6fe48b4f27f7cdaa9dcd
IN-2015-PANCHAYAT-00402,CT2015000402,MLA,DN-51,FINAL,2089,1717,891,36,10,41,372,7.92,-9.64,0,0,1,0,2015-06-22,e03a7db0105d85bef5687774
IN-2015-VIDHANSABHA-00403,CT2015000403,MLA,AP-37,PARTIAL,2787,1047,1499,24,27,37,1288,24.15,-6.69,0,1,1,1,2015-11-25,5628a0b26d11c2c32a59f5fa
IN-2023-VIDHANSABHA-00404,CT2023000404,MAYOR,RJ-79,FINAL,583,2214,2071,32,12,36,143,2.94,-9.99,0,0,1,0,2023-03-17,4803e39c2740b8ab06ad6bbd
IN-2017-PANCHAYAT-00405,CT2017000405,SARPANCH,PB-58,FINAL,1434,180,84,31,4,55,1254,73.85,3.06,1,0,1,0,2017-12-08,8b8d0ee631926285687a4253
IN-2025-PANCHAYAT-00406,CT2025000406,MP,HR-01,FINAL,158,347,915,47,0,8,568,40.0,-11.68,0,0,1,0,2025-07-18,418ff9d436d2c84020072130
IN-2016-VIDHANSABHA-00407,CT2016000407,MAYOR,DD-48,FINAL,535,3306,687,1,11,18,2619,57.84,10.57,1,0,1,0,2016-06-27,3e3f1817bce35033298ffcbb
IN-2024-LOKSABHA-00408,CT2024000408,MAYOR,KL-36,FINAL,611,1648,690,29,14,71,958,32.49,-9.23,1,0,1,0,2024-02-19,29357939b94aa18102fb386b
IN-2023-BYE-00409,CT2023000409,MLA,AR-50,FINAL,696,1427,4506,17,1,30,3079,46.45,6.06,1,0,1,0,2023-09-26,7d79a0365fe9307005f3421b
IN-2014-PANCHAYAT-00410,CT2014000410,MP,AS-23,FINAL,2555,1416,1081,20,25,12,1139,22.55,0.59,0,0,1,0,2014-03-21,c07d7bd338ddc39edd65c55d
IN-2025-LOKSABHA-00411,CT2025000411,MAYOR,LD-56,FINAL,1846,240,1528,7,12,18,318,8.8,-9.67,0,0,1,0,2025-06-18,a006f44df2e262a26369a4fd
IN-2025-LOKSABHA-00412,CT2025000412,WARD_MEMBER,MP-27,FINAL,2514,5349,2266,50,13,23,2835,27.99,-6.07,0,0,1,1,2025-06-29,2e8e2544a7b2495d7f2465b1
IN-2022-LOKSABHA-00413,CT2022000413,WARD_MEMBER,DD-31,PARTIAL,2288,6012,717,9,18,4,3724,41.3,-1.84,1,1,1,0,2023-01-15,7085b2a113567385e4254d6a
IN-2025-VIDHANSABHA-00414,CT2025000414,MP,WB-42,FINAL,2057,6762,831,2,20,52,4705,48.76,-4.4,0,0,2,0,2025-04-29,8c3a4d5a0274da1978eae43b
IN-2016-BYE-00415,CT2016000415,MP,TR-15,PARTIAL,7476,379,1000,22,2,62,6476,73.13,-0.13,0,1,1,0,2016-04-17,5cd8abef4639b1d10aa6c233
IN-2018-BYE-00416,CT2018000416,SARPANCH,KA-36,FINAL,665,966,996,18,10,14,30,1.14,2.43,0,0,1,0,2018-10-27,52efd27a31f09264ab722e86
IN-2022-PANCHAYAT-00417,CT2022000417,MP,JK-24,FINAL,2453,3358,1654,14,23,35,905,12.12,8.93,1,0,1,0,2022-07-25,aeee02d3bcc5276de5b00402
IN-2019-BYE-00418,CT2019000418,MP,MH-32,FINAL,2120,6854,1166,26,12,38,4734,46.69,-0.16,1,0,1,0,2019-08-05,08040c233ba5b62718e5cccc
IN-2022-MUNICIPAL-00419,CT2022000419,SARPANCH,MZ-24,FINAL,2612,2847,183,35,11,74,235,4.17,0.33,0,0,1,0,2022-07-28,956078d2a3407c9d1a7422c9
IN-2021-VIDHANSABHA-00420,CT2021000420,WARD_MEMBER,HP-46,FINAL,1039,716,1438,43,23,50,399,12.5,10.43,0,0,1,0,2021-10-30,a1f7cdbc64c586ce60f9cd99
IN-2019-VIDHANSABHA-00421,CT2019000421,MP,GJ-74,FINAL,2893,1099,1704,46,23,50,1189,20.87,3.43,1,0,1,0,2019-12-20,86cc17b2bb560efcecf56905
IN-2022-VIDHANSABHA-00422,CT2022000422,MAYOR,PY-13,FINAL,9999,1476,455,34,19,75,8523,71.44,-9.44,0,0,1,0,2022-12-01,7ce72a1bf04287c152482601
IN-2017-PANCHAYAT-00423,CT2017000423,MAYOR,AS-71,FINAL,5851,2115,1665,2,0,61,3736,38.79,-8.0,1,0,1,0,2018-01-05,72916ff3632ac2d45f74dbf3
IN-2018-PANCHAYAT-00424,CT2018000424,SARPANCH,MP-67,FINAL,186,2591,1087,36,22,5,1504,38.92,0.14,1,0,1,0,2018-03-18,90ec0e952df70c236d57ea1c
IN-2019-LOKSABHA-00425,CT2019000425,MAYOR,UK-29,FINAL,1045,973,83,43,20,67,72,3.43,6.8,1,1,1,0,2019-06-15,4afb11487ea476b00009e6a7
IN-2022-PANCHAYAT-00426,CT2022000426,WARD_MEMBER,JK-42,FINAL,1422,755,1067,50,30,7,355,10.94,-2.28,1,0,1,0,2022-03-18,06af7244696773633e7c0e04
IN-2019-MUNICIPAL-00427,CT2019000427,MLA,MP-41,FINAL,2845,3609,334,16,6,63,764,11.26,-0.8,0,0,1,0,2019-06-02,aef93c2501b134a5e7b8f73f
IN-2023-PANCHAYAT-00428,CT2023000428,MAYOR,LD-57,FINAL,593,4750,50,1,28,1,4157,77.08,8.42,0,0,1,0,2023-08-06,b40e3127d370e93b8c206bd4
IN-2020-LOKSABHA-00429,CT2020000429,SARPANCH,AR-24,FINAL,998,4228,2598,5,20,70,1630,20.83,-3.19,0,0,1,0,2020-10-06,fec9e69fd9904d033f56afa2
IN-2021-LOKSABHA-00430,CT2021000430,MLA,KA-26,FINAL,4360,1679,232,41,3,45,2681,42.75,-11.83,1,0,1,0,2021-09-08,bf24ee17ec948010424a8e0c
IN-2016-BYE-00431,CT2016000431,WARD_MEMBER,LD-78,FINAL,2125,410,111,16,0,20,1715,64.81,0.28,1,1,1,0,2016-05-12,ee69d5698128a699d929fa30
IN-2014-MUNICIPAL-00432,CT2014000432,MP,UK-41,FINAL,5765,227,272,45,18,21,5493,87.69,2.16,1,0,1,0,2014-04-15,b5d93bffb4a8307913e4e896
IN-2016-VIDHANSABHA-00433,CT2016000433,WARD_MEMBER,MZ-75,FINAL,963,8458,538,23,30,66,7495,75.26,-6.9,0,0,1,0,2016-12-20,b7b2b7fc02663898213c7139
IN-2016-LOKSABHA-00434,CT2016000434,WARD_MEMBER,KA-17,FINAL,436,6376,339,28,1,11,5940,83.07,6.2,0,0,1,0,2016-02-26,26ceb57b5e9841e7b0f03ea8
IN-2014-MUNICIPAL-00435,CT2014000435,MP,JK-55,FINAL,3310,2566,4695,1,20,34,1385,13.1,7.83,1,0,1,0,2014-09-13,61b6f7448ec74df0783c9477
IN-2019-MUNICIPAL-00436,CT2019000436,MLA,GA-31,FINAL,1165,762,142,0,14,60,403,19.48,-5.92,1,0,1,0,2019-03-21,0adb0acce84b099b5267191c
IN-2025-PANCHAYAT-00437,CT2025000437,MAYOR,OD-55,FINAL,1951,2835,2478,50,3,0,357,4.91,5.55,0,0,1,0,2025-01-19,437f491e7b67f4344af74688
IN-2015-LOKSABHA-00438,CT2015000438,MAYOR,CH-65,FINAL,1261,124,720,11,27,24,541,25.7,-9.42,1,1,1,0,2015-06-13,b688cdb52d877fc8e1331426
IN-2016-PANCHAYAT-00439,CT2016000439,WARD_MEMBER,OD-21,FINAL,1477,1894,1847,22,8,57,47,0.9,11.74,0,0,1,0,2017-01-18,00b97f2a6d5027db71df9c9a
IN-2021-MUNICIPAL-00440,CT2021000440,WARD_MEMBER,CG-69,FINAL,631,936,471,49,17,49,305,14.97,-11.61,0,0,1,0,2021-04-21,9086853ad6777f0c8d549c86
IN-2019-VIDHANSABHA-00441,CT2019000441,MAYOR,TS-22,FINAL,3433,2627,2875,35,15,22,558,6.25,3.44,0,0,1,0,2019-06-06,aaab992b98293c7377512c41
IN-2022-LOKSABHA-00442,CT2022000442,MAYOR,OD-04,PARTIAL,1084,2311,1015,15,9,52,1227,27.82,8.41,0,0,1,0,2022-06-14,99461dc4944790d9a7dc3f43
IN-2025-BYE-00443,CT2025000443,SARPANCH,MH-44,FINAL,428,636,1149,6,14,67,513,23.18,3.6,1,0,1,0,2025-07-16,c74f808466d38f60c88af125
IN-2015-PANCHAYAT-00444,CT2015000444,MP,AS-02,PENDING,1496,483,2351,2,24,76,855,19.75,1.19,1,0,1,0,2015-11-17,f4cac527300eb258b3806c59
IN-2016-VIDHANSABHA-00445,CT2016000445,WARD_MEMBER,DD-69,PARTIAL,879,1764,261,44,5,7,885,30.48,-10.88,0,0,1,0,2016-01-31,4e0c544e23e522d1f5568d3b
IN-2023-LOKSABHA-00446,CT2023000446,WARD_MEMBER,HR-70,FINAL,2996,1518,1649,2,12,49,1347,21.86,-2.84,0,0,1,1,2023-12-23,770137063334fcbe7e13a634
IN-2018-MUNICIPAL-00447,CT2018000447,MAYOR,WB-64,FINAL,3478,1533,309,46,21,80,1945,36.56,7.88,0,0,1,0,2018-06-13,b4c396b05fe5e63b55320e72
IN-2025-LOKSABHA-00448,CT2025000448,MP,GA-16,PARTIAL,3691,5838,1772,14,24,52,2147,19.0,-3.67,0,1,1,0,2025-04-08,976117ee550ac520eab74121
IN-2020-VIDHANSABHA-00449,CT2020000449,SARPANCH,DD-67,FINAL,686,608,691,47,6,62,5,0.25,11.61,0,0,1,0,2020-09-23,c241a292cdba4b6c8414a797
IN-2022-BYE-00450,CT2022000450,WARD_MEMBER,MH-26,PENDING,1071,1461,673,16,0,35,390,12.17,-5.65,1,0,1,0,2022-03-06,f2433b5ab9019c4deed3e04f
IN-2023-PANCHAYAT-00451,CT2023000451,WARD_MEMBER,DD-05,FINAL,4648,4760,468,25,12,38,112,1.13,6.69,0,0,1,0,2023-04-09,5acc37aaba6118fe0b4163d7
IN-2017-MUNICIPAL-00452,CT2017000452,MLA,MH-63,FINAL,2673,76,1243,42,28,0,1430,35.82,-3.13,1,0,1,0,2017-05-27,a1c3d7f771b55083f87581ab
IN-2016-MUNICIPAL-00453,CT2016000453,MLA,CH-61,FINAL,1548,2936,2036,20,12,44,900,13.8,11.2,0,1,1,0,2016-03-17,b7457886dc1b7948f807667c
IN-2022-PANCHAYAT-00454,CT2022000454,MAYOR,GJ-05,FINAL,4308,1209,4024,26,21,33,284,2.98,-5.96,1,0,1,0,2022-08-09,16df6808ddc746657d93867a
IN-2023-PANCHAYAT-00455,CT2023000455,WARD_MEMBER,WB-45,FINAL,5883,579,598,2,30,69,5285,74.86,-2.78,1,0,1,0,2023-04-15,20407572db970002f72eb6f7
IN-2015-VIDHANSABHA-00456,CT2015000456,MP,AP-17,FINAL,1702,6906,1080,33,29,57,5204,53.72,-8.44,0,1,1,0,2015-11-04,402dd0bad53536cb8ac6faef
IN-2018-BYE-00457,CT2018000457,SARPANCH,JH-53,FINAL,970,2102,89,11,16,50,1132,35.81,-9.32,0,0,1,0,2018-03-11,7123f0f95eab5c129385772c
IN-2017-LOKSABHA-00458,CT2017000458,WARD_MEMBER,HR-18,FINAL,2040,3445,534,41,21,20,1405,23.34,10.91,1,0,1,0,2017-08-10,2e22f19f3b0de19d69327469
IN-2018-MUNICIPAL-00459,CT2018000459,MLA,AS-08,FINAL,2241,4326,4359,0,8,13,33,0.3,-10.96,1,0,1,0,2018-07-03,104e286426c2abef33e9f238
IN-2021-PANCHAYAT-00460,CT2021000460,SARPANCH,PB-37,FINAL,2186,3890,2729,0,28,25,1161,13.19,-7.61,1,1,1,0,2021-12-09,7017269f6b4525582f34a05f
IN-2020-BYE-00461,CT2020000461,MAYOR,DL-42,FINAL,4573,2048,541,9,15,51,2525,35.26,1.1,0,0,1,0,2020-12-26,f4b45d11de5a44ced52d800d
IN-2018-LOKSABHA-00462,CT2018000462,MAYOR,GA-43,FINAL,4040,6675,724,43,11,61,2635,23.04,0.94,0,0,1,0,2019-01-01,07d642add0f9bc13f07e5604
IN-2015-BYE-00463,CT2015000463,MP,AN-07,FINAL,2524,4964,4249,23,28,5,715,6.09,11.73,0,0,1,0,2015-09-14,ef3a53674e92d24421e1ee6e
IN-2019-BYE-00464,CT2019000464,WARD_MEMBER,RJ-72,FINAL,2868,1123,413,31,20,66,1745,39.62,-3.65,1,0,1,0,2019-04-20,619ad930eabc2566ee7cd3b4
IN-2022-PANCHAYAT-00465,CT2022000465,MP,JH-33,FINAL,1220,1933,64,14,16,7,713,22.16,-2.5,0,0,1,0,2022-06-28,13c8a465df021f2ca0059550
IN-2023-VIDHANSABHA-00466,CT2023000466,MLA,KL-04,FINAL,2300,584,1606,26,16,10,694,15.46,11.13,0,0,1,0,2023-12-08,c47dcd29f96fb6a84c888a6e
IN-2016-MUNICIPAL-00467,CT2016000467,WARD_MEMBER,MZ-22,FINAL,2204,4963,3480,37,12,76,1483,13.93,-0.11,1,0,1,0,2016-09-28,d7518f2982a21a806e88a965
IN-2022-VIDHANSABHA-00468,CT2022000468,WARD_MEMBER,HP-48,PARTIAL,1595,7760,1023,44,15,25,6165,59.4,1.57,0,0,1,0,2022-04-24,128841ca2b728c09992bd537
IN-2021-BYE-00469,CT2021000469,MLA,LA-25,FINAL,5472,4865,1394,16,2,70,607,5.17,-5.75,1,0,1,0,2021-09-06,743a643256ae95ca72454604
IN-2015-VIDHANSABHA-00470,CT2015000470,WARD_MEMBER,GJ-03,FINAL,4575,2267,1874,11,13,40,2308,26.48,0.5,0,0,1,0,2015-09-01,f6d4747be83a82087ff0a304
IN-2023-PANCHAYAT-00471,CT2023000471,MLA,AP-40,FINAL,2504,853,283,26,29,16,1651,45.36,5.66,0,0,1,1,2023-07-18,0fd525992a670a46ba1bc58a
IN-2025-MUNICIPAL-00472,CT2025000472,MAYOR,JK-68,FINAL,369,1470,926,22,30,65,544,19.67,-3.81,0,0,1,1,2025-11-07,e34af1eb86d9a40b95b891d1
IN-2018-BYE-00473,CT2018000473,WARD_MEMBER,JK-49,PARTIAL,1703,350,2888,31,0,69,1185,23.98,-7.26,0,0,1,0,2018-09-18,4aad70d749112259bcb90899
IN-2020-MUNICIPAL-00474,CT2020000474,SARPANCH,RJ-08,FINAL,1737,2884,1530,46,19,23,1147,18.65,-11.83,1,1,1,0,2020-08-01,f959772ee9982e63f5f3f535
IN-2024-LOKSABHA-00475,CT2024000475,MP,SK-72,FINAL,4194,1308,2178,9,7,66,2016,26.25,-7.34,0,1,1,0,2024-04-15,05a3cc20b52117fed8b7e6ea
IN-2024-VIDHANSABHA-00476,CT2024000476,MAYOR,NL-04,FINAL,1846,3466,193,2,4,11,1620,29.43,0.58,0,0,1,0,2024-08-07,9ecacc9e000490def90a18e4
IN-2023-VIDHANSABHA-00477,CT2023000477,WARD_MEMBER,PB-30,FINAL,3977,1171,509,12,26,77,2806,49.6,5.69,1,1,1,1,2023-11-04,68bcdd94360b7d09b97089bd
IN-2022-BYE-00478,CT2022000478,MAYOR,BR-73,FINAL,1634,1622,454,37,13,62,12,0.32,8.05,1,0,1,0,2022-11-17,3145a2e59857cb914f592368
IN-2015-LOKSABHA-00479,CT2015000479,SARPANCH,AS-08,FINAL,2110,3441,960,13,30,55,1331,20.44,8.98,0,0,1,0,2015-09-16,eba8da412d468dc371ab2617
IN-2022-LOKSABHA-00480,CT2022000480,MAYOR,JK-08,PARTIAL,1677,903,95,39,23,4,774,28.93,10.69,0,0,1,0,2022-08-09,0c03ee9f297ac3d33271257a
IN-2022-PANCHAYAT-00481,CT2022000481,MAYOR,AR-04,FINAL,1082,660,593,36,5,40,422,18.07,8.6,0,0,1,0,2022-06-19,75d64c6e7129b9039b307bfb
IN-2025-LOKSABHA-00482,CT2025000482,MAYOR,TS-20,FINAL,4022,143,592,13,4,56,3430,72.1,10.06,0,0,1,0,2025-10-12,f681245cbb66f1cde359bd90
IN-2021-BYE-00483,CT2021000483,WARD_MEMBER,LD-04,PARTIAL,3070,371,1692,22,3,76,1378,26.85,-6.69,1,0,1,0,2022-01-04,d5e372d6293cd8777b835a24
IN-2021-PANCHAYAT-00484,CT2021000484,MAYOR,DD-32,FINAL,3349,1513,1220,6,10,50,1836,30.19,-12.0,1,0,1,0,2022-02-20,cf5f22d5053c6fa60601528b
IN-2018-BYE-00485,CT2018000485,MP,GJ-53,FINAL,1213,767,44,41,11,34,446,22.04,3.35,1,0,1,0,2019-01-06,bf909be88d7574185e023e58
IN-2015-MUNICIPAL-00486,CT2015000486,MLA,TS-80,FINAL,259,2027,3079,32,2,51,1052,19.61,10.72,0,0,2,0,2015-04-14,f276055c3bf9c5f883b126b8
IN-2022-PANCHAYAT-00487,CT2022000487,MAYOR,RJ-38,FINAL,2227,5077,3254,14,25,79,1823,17.27,-3.95,0,0,1,0,2022-09-02,7228b6138d0764bef9dd6de7
IN-2014-VIDHANSABHA-00488,CT2014000488,MP,MH-75,FINAL,1826,2410,2085,38,19,7,325,5.14,-6.6,0,0,1,1,2014-02-14,3c69629752d5e25431db8623
IN-2021-BYE-00489,CT2021000489,WARD_MEMBER,DL-30,FINAL,182,2398,3371,26,15,79,973,16.35,8.74,0,0,1,0,2021-08-17,05bbb56eda145cd3dab19583
IN-2024-MUNICIPAL-00490,CT2024000490,MP,MH-56,PARTIAL,1122,3012,6450,47,2,40,3438,32.48,-6.98,1,0,1,0,2024-02-07,66916d5a2ddc907ecf59d4d7
IN-2014-LOKSABHA-00491,CT2014000491,MLA,TN-79,PARTIAL,523,1493,303,29,13,46,970,41.83,11.57,1,0,1,0,2014-06-13,67495afae3b067c133131c66
IN-2017-MUNICIPAL-00492,CT2017000492,MAYOR,PB-23,PARTIAL,938,2208,2112,12,10,0,96,1.83,-9.3,0,0,1,0,2017-10-01,236e6f6f5161dd939fa30b60
IN-2020-MUNICIPAL-00493,CT2020000493,MAYOR,KA-79,FINAL,1055,981,620,4,30,28,74,2.79,9.27,1,0,1,0,2020-10-01,48ba233abe8dfd9169e10462
IN-2024-BYE-00494,CT2024000494,MAYOR,PB-66,PARTIAL,1905,188,1702,44,9,2,203,5.35,12.0,0,1,1,0,2024-07-28,5be8206d02cd4c0f2fc7e383
IN-2020-VIDHANSABHA-00495,CT2020000495,MAYOR,TN-68,FINAL,2013,455,2338,35,12,12,325,6.76,-9.35,0,1,1,0,2020-09-21,f5b7d366ef4b8705568ffc20
IN-2022-VIDHANSABHA-00496,CT2022000496,SARPANCH,PY-19,FINAL,2760,699,1609,27,0,12,1151,22.71,-3.83,1,0,1,0,2023-02-07,c8a6d4b79cd3e0082d5f9582
IN-2019-LOKSABHA-00497,CT2019000497,MLA,DL-26,PARTIAL,4874,2640,3380,35,2,50,1494,13.71,7.07,1,1,1,0,2019-02-26,38125fef7d56dad1539c8e48
IN-2023-LOKSABHA-00498,CT2023000498,MLA,GJ-44,FINAL,1787,3860,3308,29,29,46,552,6.16,5.98,1,1,1,0,2023-05-18,90b8e15983eab2de2bc28a5d
IN-2022-LOKSABHA-00499,CT2022000499,WARD_MEMBER,KA-69,FINAL,1588,1823,3419,31,14,51,1596,23.37,6.9,0,0,1,0,2022-06-18,4c1a96257623e4d1d91cdd51
IN-2021-VIDHANSABHA-00500,CT2021000500,WARD_MEMBER,PB-79,PENDING,1335,3818,1459,19,10,40,2359,35.68,-10.64,0,0,1,0,2021-06-03,79e1817c5e2837432daedfb2
IN-2022-LOKSABHA-00501,CT2022000501,WARD_MEMBER,AR-54,FINAL,1091,5310,2664,14,1,21,2646,29.19,5.68,0,1,1,0,2022-07-27,817222fc2d026f441b98a419
IN-2014-PANCHAYAT-00502,CT2014000502,MAYOR,UP-07,FINAL,4647,749,481,42,16,48,3898,66.33,4.8,0,0,1,0,2014-07-24,8074d7813f99c80124f8d3d5
IN-2016-PANCHAYAT-00503,CT2016000503,WARD_MEMBER,TN-35,FINAL,1777,4927,2484,15,16,64,2443,26.59,-6.5,1,0,1,0,2016-06-28,88b9b6880da54201629eaefe
IN-2022-LOKSABHA-00504,CT2022000504,MLA,DN-28,FINAL,5253,3095,1986,29,23,0,2158,20.88,-0.6,1,1,1,0,2022-02-26,7fb81a8f43edb63ff2e337ea
IN-2023-MUNICIPAL-00505,CT2023000505,MP,HP-67,FINAL,771,368,139,45,6,36,403,31.53,-5.68,0,0,1,0,2023-06-07,6edc8b290399a270446ec435
IN-2019-MUNICIPAL-00506,CT2019000506,MLA,GA-28,FINAL,1147,193,243,3,3,76,904,57.11,7.93,0,0,1,0,2020-01-15,c70a9bbc26ba471f339fbc57
IN-2021-BYE-00507,CT2021000507,MAYOR,WB-09,FINAL,4351,1963,1866,46,17,25,2388,29.19,-6.07,0,0,1,0,2021-07-15,2102c29bad2cae5b7c2db4df
IN-2025-BYE-00508,CT2025000508,MLA,AN-01,FINAL,3782,1864,150,35,26,71,1918,33.09,11.26,1,0,1,0,2025-09-22,ea1891c920e9bafe8054ffda
IN-2023-BYE-00509,CT2023000509,SARPANCH,GJ-31,FINAL,3866,3550,3766,7,6,43,100,0.89,0.81,0,0,1,0,2023-07-19,419998271a60c9b2f9702c54
IN-2025-PANCHAYAT-00510,CT2025000510,MP,JK-72,FINAL,3487,3808,1099,14,3,59,321,3.82,-11.35,1,0,1,0,2025-04-29,b177b0a8cb4f8c8e0e06ba06
IN-2019-PANCHAYAT-00511,CT2019000511,MP,ML-60,FINAL,1960,757,582,22,28,28,1203,36.47,-2.2,0,1,1,0,2019-06-27,12496b7c14a57c58854497ac
IN-2015-LOKSABHA-00512,CT2015000512,MAYOR,DN-56,FINAL,1287,785,2495,35,19,66,1208,26.45,-1.84,0,0,1,0,2015-03-06,a63b5ec8afe57d759435994b
IN-2018-PANCHAYAT-00513,CT2018000513,MAYOR,CG-73,FINAL,4331,5380,1522,4,22,52,1049,9.34,9.34,1,0,1,0,2019-01-17,82f3124049559a8989f19c65
IN-2024-MUNICIPAL-00514,CT2024000514,MLA,AP-59,FINAL,2053,133,1229,4,24,5,824,24.13,0.27,0,1,1,0,2024-06-22,9b626d9037abec063173078b
IN-2014-LOKSABHA-00515,CT2014000515,WARD_MEMBER,SK-05,FINAL,6592,2007,2898,20,20,79,3694,32.13,10.65,0,0,1,0,2014-02-23,cf8fa14d81f87f7232f85acc
IN-2022-PANCHAYAT-00516,CT2022000516,MAYOR,AN-54,FINAL,5563,1073,1843,23,15,5,3720,43.87,1.95,0,1,1,0,2022-12-01,e4b8f0b3a78bff3856314b0f
IN-2014-MUNICIPAL-00517,CT2014000517,MP,PY-52,FINAL,6969,2600,416,37,2,15,4369,43.76,-4.41,0,0,1,0,2014-03-09,30abad75a56b524eba4f2308
IN-2023-MUNICIPAL-00518,CT2023000518,SARPANCH,DD-49,FINAL,5020,1093,1154,0,19,4,3866,53.2,-3.2,1,0,1,0,2023-07-14,353071a022a03bbde7743767
IN-2017-VIDHANSABHA-00519,CT2017000519,MP,LA-23,FINAL,3406,662,4883,35,11,80,1477,16.5,-5.59,0,0,1,0,2017-05-10,3e2541e64eea0b98a3ce8f70
IN-2018-MUNICIPAL-00520,CT2018000520,MP,BR-01,FINAL,1317,1578,1838,47,4,7,260,5.49,-1.44,0,1,3,0,2018-05-25,6ae140f6a315fd46b3e2b3ba
IN-2020-BYE-00521,CT2020000521,SARPANCH,MZ-65,FINAL,1539,1252,308,21,15,71,287,9.26,-7.68,1,0,1,0,2020-01-29,06a6b526fdeb78aa663d1e8a
IN-2018-LOKSABHA-00522,CT2018000522,WARD_MEMBER,KA-78,FINAL,1033,1949,1549,14,14,44,400,8.83,-1.72,1,1,1,0,2018-05-24,384fc276d64e9a3124023f2f
IN-2017-VIDHANSABHA-00523,CT2017000523,MLA,NL-67,FINAL,5969,1653,3167,37,11,1,2802,25.97,9.15,0,0,1,0,2017-04-12,93a8eb29af644f5fcc30eb53
IN-2018-LOKSABHA-00524,CT2018000524,MP,HP-78,FINAL,1574,7539,2253,22,21,59,5286,46.51,6.16,1,0,1,0,2018-06-11,e16947a6d0670b60f86f7519
IN-2015-VIDHANSABHA-00525,CT2015000525,WARD_MEMBER,NL-27,FINAL,2153,3556,3244,9,14,44,312,3.48,-0.6,0,0,1,0,2015-10-14,1d3de3a81194da67668d8d0e
