econ_prices_pricing_month,econ_prices_country_iso2,econ_prices_region_nuts_code,econ_prices_hicp_coicop_code,econ_prices_hicp_index_level,econ_prices_hicp_monthly_change_pct,econ_prices_hicp_12mo_change_pct,econ_prices_core_hicp_index_level,econ_prices_ppi_nace_code,econ_prices_ppi_index_level,econ_prices_energy_price_index,econ_prices_food_price_index,econ_prices_rent_index,econ_prices_wage_growth_pct,econ_prices_terms_of_trade_index,econ_prices_eurostat_table_code,econ_prices_reference_base_year,econ_prices_methodology_version,econ_prices_outlier_flag,econ_prices_data_extract_date
2024-01,MT,BG987,CP01,133.373,-0.557,7.413,138.386,C28,168.503,250.461,87.252,111.46,5.613,139.398,prc_hicp_midx,2015,HICP_2023A,0,2024-03-23
2025-08,PT,FI52,CP12,133.241,0.924,0.715,137.594,E36,169.17,251.555,89.969,110.985,8.685,139.36,sts_inpp_m,2020,PPI_2025B,0,2024-10-26
2026-03,SI,SK612,CP11,134.304,0.662,3.852,139.538,H49,169.289,253.32,88.499,111.52,5.652,139.729,prc_ppi_m,2015,PPI_2024A,0,2025-10-19
2018-10,AT,RO575,CP10,134.437,-1.008,-1.89,137.54,M69,169.57,253.952,88.745,112.043,6.939,140.348,prc_hicp_manr,2020,HICP_2025C,1,2025-12-08
2019-05,HR,NL5,CP09,134.342,0.799,2.091,133.337,C20,169.48,253.539,89.492,112.974,2.619,139.857,prc_hicp_cow,2015,HICP_2024B,0,2025-02-05
2020-12,DK,BE65,CP08,135.159,-1.041,4.012,135.083,C27,171.688,252.543,90.337,112.195,3.562,141.037,prc_hicp_midx,2020,HICP_2023A,0,2025-06-25
2021-07,FR,MT126,CP07,135.93,0.746,2.039,141.161,D35,171.267,254.35,92.488,113.178,3.561,140.622,sts_inpp_m,2015,PPI_2025B,0,2024-06-07
2022-02,HU,IT1,CP06,135.143,-0.142,0.735,140.357,F41,171.911,257.832,92.474,113.94,0.66,141.659,prc_ppi_m,2020,PPI_2024A,0,2024-02-23
2023-09,LV,HR25,CP05,135.488,-0.319,2.271,134.961,J61,173.076,257.145,91.732,114.296,5.698,141.186,prc_hicp_manr,2015,HICP_2025C,0,2024-04-09
2024-04,MT,GR23,CP04,136.115,0.132,-1.141,134.998,C10,173.518,256.789,94.206,114.67,1.052,141.261,prc_hicp_cow,2020,HICP_2024B,0,2024-01-31
2025-11,PT,ES2,CP03,136.782,0.047,5.391,136.197,C24,172.99,260.268,94.74,114.545,0.394,141.402,prc_hicp_midx,2015,HICP_2023A,0,2024-09-01
2026-06,SI,PL541,CP02,137.362,1.054,0.085,134.904,C28,173.459,260.879,95.484,114.922,5.593,142.37,sts_inpp_m,2020,PPI_2025B,0,2024-10-31
2018-01,AT,DE52,CP01,137.49,0.717,1.235,142.59,E36,175.387,261.299,96.0,115.397,2.899,141.901,prc_ppi_m,2015,PPI_2024A,0,2025-08-29
2019-08,HR,LU181,CP12,138.59,-1.114,2.869,136.898,H49,176.079,261.956,97.001,115.351,0.667,143.489,prc_hicp_manr,2020,HICP_2025C,0,2024-12-06
2020-03,DK,HR552,CP11,138.41,-0.782,6.105,139.108,M69,176.489,264.444,97.609,116.069,7.061,143.048,prc_hicp_cow,2015,HICP_2024B,0,2025-05-02
2021-10,FR,DK23,CP10,139.277,0.338,2.347,140.053,C20,176.104,262.299,97.003,116.073,7.61,143.429,prc_hicp_midx,2020,HICP_2023A,0,2024-01-26
2022-05,HU,FR137,CP09,139.362,0.863,10.013,138.202,C27,177.794,263.631,96.953,116.857,5.976,144.412,sts_inpp_m,2015,PPI_2025B,0,2024-05-23
2023-12,LV,CZ988,CP08,139.665,-1.167,6.928,142.245,D35,176.453,266.882,97.997,117.01,2.233,144.062,prc_ppi_m,2020,PPI_2024A,0,2025-03-03
2024-07,MT,NL689,CP07,140.312,1.175,3.928,140.668,F41,177.549,265.896,100.782,117.738,4.076,144.759,prc_hicp_manr,2015,HICP_2025C,0,2026-01-24
2025-02,PT,SK31,CP06,140.978,0.25,8.888,144.799,J61,179.109,268.11,99.419,117.888,5.422,144.341,prc_hicp_cow,2020,HICP_2024B,0,2024-12-28
2026-09,SI,SE83,CP05,141.069,-0.35,5.23,145.148,C10,179.861,71.345,102.314,117.866,3.296,145.471,prc_hicp_midx,2015,HICP_2023A,0,2025-11-02
2018-04,AT,MT1,CP04,141.179,-0.538,8.392,144.284,C24,180.341,69.583,102.038,117.904,-0.588,145.144,sts_inpp_m,2020,PPI_2025B,0,2024-03-14
2019-11,HR,IE253,CP03,142.07,0.363,-0.483,144.524,C28,180.306,71.128,101.648,118.957,7.375,144.979,prc_ppi_m,2015,PPI_2024A,0,2025-08-10
2020-06,DK,FR11,CP02,141.524,-0.318,-0.042,143.413,E36,180.632,73.573,104.174,119.609,1.594,145.599,prc_hicp_manr,2020,HICP_2025C,0,2025-01-07
2021-01,FR,CZ439,CP01,142.971,0.397,3.919,143.612,H49,180.974,73.616,104.58,119.214,3.336,145.922,prc_hicp_cow,2015,HICP_2024B,0,2025-03-08
2022-08,HU,DE690,CP12,142.236,-0.392,6.487,146.068,M69,182.426,73.493,103.799,119.246,6.563,146.831,prc_hicp_midx,2020,HICP_2023A,0,2025-12-16
2023-03,LV,GR757,CP11,143.387,-0.518,-1.208,145.234,C20,183.271,74.234,104.746,119.81,5.534,146.435,sts_inpp_m,2015,PPI_2025B,0,2024-12-13
2024-10,MT,PT613,CP10,143.247,1.653,-1.208,140.447,C27,182.468,75.864,105.33,119.976,3.231,146.964,prc_ppi_m,2020,PPI_2024A,0,2024-07-01
2025-05,PT,DE9,CP09,143.543,0.984,-1.812,141.915,D35,183.471,77.12,106.844,120.238,6.563,146.962,prc_hicp_manr,2015,HICP_2025C,0,2024-10-27
2026-12,SI,HR28,CP08,143.863,-0.084,6.419,147.473,F41,183.156,78.071,107.16,121.11,1.898,147.053,prc_hicp_cow,2020,HICP_2024B,0,2025-12-21
2018-07,AT,AT43,CP07,145.038,-0.356,-1.594,147.747,J61,184.98,80.754,108.355,122.076,4.281,148.133,prc_hicp_midx,2015,HICP_2023A,0,2025-06-06
2019-02,HR,HU62,CP06,145.247,1.367,1.43,143.595,C10,185.373,78.212,107.509,121.404,5.529,148.031,sts_inpp_m,2020,PPI_2025B,0,2024-07-07
2020-09,DK,IE77,CP05,145.422,0.912,1.101,144.447,C24,184.657,79.773,109.544,122.718,4.753,149.111,prc_ppi_m,2015,PPI_2024A,0,2024-02-27
2021-04,FR,RO696,CP04,146.489,0.29,9.113,150.217,C28,185.473,80.867,110.546,123.021,0.046,149.008,prc_hicp_manr,2020,HICP_2025C,0,2024-07-02
2022-11,HU,GR93,CP03,146.159,-1.076,5.529,145.249,E36,187.692,83.147,109.628,122.508,0.419,148.843,prc_hicp_cow,2015,HICP_2024B,0,2024-10-25
2023-06,LV,EE803,CP02,147.394,0.993,8.401,152.438,H49,187.004,82.962,110.26,122.701,6.486,149.686,prc_hicp_midx,2020,HICP_2023A,0,2025-04-18
2024-01,MT,DK562,CP01,147.826,-0.654,2.32,147.28,M69,187.755,84.597,111.086,124.161,2.213,149.357,sts_inpp_m,2015,PPI_2025B,0,2025-04-19
2025-08,PT,FI93,CP12,148.504,-1.018,10.338,152.53,C20,188.887,84.972,112.546,124.533,5.813,149.655,prc_ppi_m,2020,PPI_2024A,0,2024-10-29
2026-03,SI,PT7,CP11,147.737,0.259,5.956,145.784,C27,189.394,87.847,112.091,124.618,0.427,150.102,prc_hicp_manr,2015,HICP_2025C,0,2025-04-05
2018-10,AT,BE95,CP10,148.057,-0.046,10.376,153.927,D35,190.216,87.56,114.674,124.365,0.884,150.23,prc_hicp_cow,2020,HICP_2024B,0,2025-11-16
2019-05,HR,AT88,CP09,149.766,-0.295,-1.193,151.156,F41,189.229,89.22,115.245,124.605,5.469,150.665,prc_hicp_midx,2015,HICP_2023A,0,2024-02-20
2020-12,DK,AT351,CP08,149.385,1.21,2.761,147.793,J61,191.521,88.434,114.954,125.176,4.75,151.295,sts_inpp_m,2020,PPI_2025B,0,2024-09-04
2021-07,FR,SI36,CP07,149.253,1.12,1.835,154.303,C10,191.815,90.495,114.199,125.41,6.658,150.964,prc_ppi_m,2015,PPI_2024A,0,2024-08-16
2022-02,HU,LV671,CP06,150.647,-0.612,3.469,154.101,C24,192.454,92.394,116.015,126.266,7.174,152.393,prc_hicp_manr,2020,HICP_2025C,0,2024-05-19
2023-09,LV,LT59,CP05,150.134,1.693,8.378,152.811,C28,191.359,93.235,115.576,126.175,-0.861,152.067,prc_hicp_cow,2015,HICP_2024B,0,2024-10-09
2024-04,MT,LV21,CP04,150.748,-0.804,3.684,156.135,E36,192.923,93.683,116.13,126.968,0.422,152.928,prc_hicp_midx,2020,HICP_2023A,0,2024-10-31
2025-11,PT,BG774,CP03,151.14,-0.033,8.506,156.667,H49,193.867,94.339,118.08,127.61,5.034,152.967,sts_inpp_m,2015,PPI_2025B,0,2025-03-29
2026-06,SI,AT243,CP02,151.657,0.808,-2.005,150.3,M69,193.331,92.59,117.829,126.854,8.783,153.534,prc_ppi_m,2020,PPI_2024A,0,2025-03-01
2018-01,AT,SK30,CP01,151.561,-0.035,0.699,150.918,C20,195.273,96.275,118.792,127.363,3.533,153.369,prc_hicp_manr,2015,HICP_2025C,0,2024-07-10
2019-08,HR,IE72,CP12,152.873,-1.161,0.038,154.273,C27,195.697,96.682,120.258,127.559,7.02,153.716,prc_hicp_cow,2020,HICP_2024B,0,2026-01-13
2020-03,DK,HU54,CP11,153.312,-0.223,-1.81,150.65,D35,196.394,95.649,119.215,128.671,1.561,154.486,prc_hicp_midx,2015,HICP_2023A,0,2025-06-24
2021-10,FR,EE67,CP10,154.148,1.239,6.452,155.287,F41,196.357,97.765,119.906,128.451,1.427,154.392,sts_inpp_m,2020,PPI_2025B,0,2026-02-15
2022-05,HU,SK624,CP09,153.043,0.514,5.739,158.492,J61,195.947,97.088,121.685,129.704,8.124,154.887,prc_ppi_m,2015,PPI_2024A,0,2024-06-11
2023-12,LV,CZ493,CP08,154.494,-1.032,-1.466,156.302,C10,196.335,99.866,121.155,128.983,2.517,155.073,prc_hicp_manr,2020,HICP_2025C,0,2024-04-03
2024-07,MT,CY956,CP07,154.177,0.778,5.703,153.873,C24,198.104,100.368,124.539,130.175,4.775,155.211,prc_hicp_cow,2015,HICP_2024B,0,2026-02-04
2025-02,PT,BG362,CP06,155.521,-0.817,9.542,160.375,C28,197.348,103.279,123.394,129.89,-0.579,155.764,prc_hicp_midx,2020,HICP_2023A,0,2024-01-07
2026-09,SI,NL90,CP05,155.474,-1.132,9.494,157.13,E36,198.39,101.621,125.17,130.4,5.264,156.16,sts_inpp_m,2015,PPI_2025B,0,2026-01-28
2018-04,AT,ES52,CP04,155.331,-0.131,4.452,153.575,H49,199.494,104.828,124.164,131.113,-0.505,155.442,prc_ppi_m,2020,PPI_2024A,0,2024-04-10
2019-11,HR,CY633,CP03,156.322,0.616,8.549,155.357,M69,200.493,103.458,124.922,131.031,4.973,156.913,prc_hicp_manr,2015,HICP_2025C,0,2024-07-28
2020-06,DK,RO71,CP02,156.049,-0.046,2.926,155.818,C20,200.666,103.769,125.127,131.676,6.043,156.019,prc_hicp_cow,2020,HICP_2024B,0,2025-01-31
2021-01,FR,IT468,CP01,156.921,1.448,7.901,155.108,C27,200.318,106.087,127.448,132.268,1.482,85.268,prc_hicp_midx,2015,HICP_2023A,0,2024-03-13
2022-08,HU,RO732,CP12,157.52,0.522,4.721,157.716,D35,200.842,107.594,127.647,131.818,0.732,85.473,sts_inpp_m,2020,PPI_2025B,0,2024-02-29
2023-03,LV,HR49,CP11,157.975,1.594,5.17,161.218,F41,203.033,108.949,126.996,132.731,2.428,86.182,prc_ppi_m,2015,PPI_2024A,0,2024-04-03
2024-10,MT,CY75,CP10,158.75,-0.898,3.544,164.397,J61,201.755,108.617,129.512,132.85,2.528,85.419,prc_hicp_manr,2020,HICP_2025C,0,2024-02-05
2025-05,PT,ES970,CP09,158.423,-0.321,3.147,157.616,C10,203.448,108.712,129.951,132.83,2.401,86.532,prc_hicp_cow,2015,HICP_2024B,0,2024-09-05
2026-12,SI,CY60,CP08,158.524,0.411,7.293,162.122,C24,204.067,108.651,129.288,133.541,2.332,86.439,prc_hicp_midx,2020,HICP_2023A,0,2025-02-08
2018-07,AT,PT56,CP07,159.18,0.634,5.899,161.186,C28,203.376,110.444,131.092,134.136,0.461,86.651,sts_inpp_m,2015,PPI_2025B,0,2024-05-03
2019-02,HR,SE38,CP06,159.327,1.414,-2.479,157.418,E36,205.599,113.223,131.709,134.183,5.167,86.532,prc_ppi_m,2020,PPI_2024A,0,2024-12-12
2020-09,DK,SK940,CP05,160.979,-0.629,-1.813,165.579,H49,204.671,114.85,131.113,134.358,2.229,87.741,prc_hicp_manr,2015,HICP_2025C,0,2024-11-23
2021-04,FR,PL20,CP04,160.612,0.517,5.423,159.735,M69,205.458,115.203,132.5,134.901,4.785,87.496,prc_hicp_cow,2020,HICP_2024B,0,2026-02-14
2022-11,HU,BG31,CP03,161.252,-0.359,-1.871,164.486,C20,206.346,114.309,132.589,135.477,8.444,88.665,prc_hicp_midx,2015,HICP_2023A,0,2026-02-01
2023-06,LV,AT6,CP02,161.052,0.837,-0.827,165.083,C27,208.039,117.731,132.962,135.36,6.866,87.772,sts_inpp_m,2020,PPI_2025B,0,2025-09-16
2024-01,MT,AT414,CP01,161.032,-0.829,9.926,165.378,D35,208.45,117.523,135.771,136.798,7.793,88.488,prc_ppi_m,2015,PPI_2024A,0,2025-11-04
2025-08,PT,DK70,CP12,161.522,-0.089,6.157,159.92,F41,208.565,116.23,135.112,136.993,2.854,88.749,prc_hicp_manr,2020,HICP_2025C,0,2025-11-18
2026-03,SI,CZ729,CP11,161.977,0.875,6.936,165.541,J61,208.66,120.386,135.128,136.721,3.305,88.945,prc_hicp_cow,2015,HICP_2024B,0,2024-11-02
2018-10,AT,SE52,CP10,163.503,1.649,-0.79,165.95,C10,210.185,120.339,136.059,137.746,3.464,88.928,prc_hicp_midx,2020,HICP_2023A,0,2024-04-02
2019-05,HR,HR401,CP09,162.948,1.683,7.971,161.023,C24,209.608,122.382,135.986,137.158,7.522,89.274,sts_inpp_m,2015,PPI_2025B,0,2025-08-28
2020-12,DK,HU80,CP08,164.468,-0.681,5.529,165.361,C28,211.298,121.563,138.245,138.177,8.152,90.368,prc_ppi_m,2020,PPI_2024A,0,2024-03-18
2021-07,FR,EE51,CP07,164.04,-0.664,9.663,165.975,E36,210.739,122.34,138.379,138.265,6.663,90.453,prc_hicp_manr,2015,HICP_2025C,0,2024-03-10
2022-02,HU,ES81,CP06,164.97,1.101,3.023,162.933,H49,210.619,124.684,139.044,139.033,2.125,90.92,prc_hicp_cow,2020,HICP_2024B,0,2024-05-13
2023-09,LV,IT10,CP05,165.151,-0.701,5.692,168.354,M69,212.319,123.258,141.021,139.42,2.514,90.568,prc_hicp_midx,2015,HICP_2023A,0,2025-02-23
2024-04,MT,ES522,CP04,165.628,0.478,5.046,164.0,C20,213.252,125.677,141.347,139.522,3.992,90.971,sts_inpp_m,2020,PPI_2025B,0,2025-10-03
2025-11,PT,DK9,CP03,165.421,-0.267,0.289,169.459,C27,212.692,126.638,141.929,139.266,7.372,91.532,prc_ppi_m,2015,PPI_2024A,0,2025-10-22
2026-06,SI,LV22,CP02,165.506,1.204,-0.797,171.235,D35,214.501,128.638,142.395,140.284,7.196,92.038,prc_hicp_manr,2020,HICP_2025C,0,2025-02-25
2018-01,AT,DE228,CP01,167.334,-0.971,6.255,168.311,F41,213.914,127.535,142.622,140.006,5.931,91.537,prc_hicp_cow,2015,HICP_2024B,0,2024-01-03
2019-08,HR,FR844,CP12,166.928,0.521,7.971,173.525,J61,215.742,127.263,142.174,140.454,2.563,92.76,prc_hicp_midx,2020,HICP_2023A,0,2024-04-21
2020-03,DK,MT19,CP11,167.958,0.755,1.199,167.753,C10,215.603,129.725,143.988,141.51,1.103,92.789,sts_inpp_m,2015,PPI_2025B,0,2024-01-03
2021-10,FR,BE2,CP10,167.834,-0.161,1.915,174.298,C24,215.344,130.733,144.545,141.367,-0.857,92.988,prc_ppi_m,2020,PPI_2024A,0,2024-01-20
2022-05,HU,MT23,CP09,168.378,1.299,3.822,167.898,C28,215.76,131.119,146.466,142.117,5.456,93.659,prc_hicp_manr,2015,HICP_2025C,0,2025-12-19
2023-12,LV,LV19,CP08,168.919,-0.996,5.201,166.283,E36,217.517,131.947,145.696,142.627,8.15,94.268,prc_hicp_cow,2020,HICP_2024B,0,2024-11-05
2024-07,MT,PT9,CP07,169.62,1.24,0.888,174.45,H49,216.915,133.987,145.572,142.349,2.132,94.166,prc_hicp_midx,2015,HICP_2023A,0,2025-10-19
2025-02,PT,CZ250,CP06,169.131,0.395,1.493,173.885,M69,217.902,132.727,148.033,142.644,5.518,94.977,sts_inpp_m,2020,PPI_2025B,0,2024-12-28
2026-09,SI,LU48,CP05,170.579,-0.988,1.141,177.095,C20,218.885,135.705,147.1,142.928,0.799,94.149,prc_ppi_m,2015,PPI_2024A,0,2025-01-03
2018-04,AT,IT922,CP04,169.46,0.14,7.714,174.93,C27,219.638,136.173,149.745,143.176,1.377,95.132,prc_hicp_manr,2020,HICP_2025C,0,2024-02-22
2019-11,HR,FI86,CP03,171.147,1.291,-1.602,167.805,D35,219.716,138.367,148.406,144.464,2.872,94.641,prc_hicp_cow,2015,HICP_2024B,0,2024-07-09
2020-06,DK,LU1,CP02,170.595,0.678,10.664,175.433,F41,220.668,137.945,148.454,143.808,6.18,94.97,prc_hicp_midx,2020,HICP_2023A,0,2025-10-17
2021-01,FR,CY125,CP01,171.92,0.19,7.234,169.47,J61,220.087,136.977,150.192,144.382,6.48,95.614,sts_inpp_m,2015,PPI_2025B,0,2025-06-17
2022-08,HU,BE6,CP12,172.323,1.128,2.506,169.42,C10,220.43,137.58,150.128,144.837,6.736,95.74,prc_ppi_m,2020,PPI_2024A,0,2024-05-06
2023-03,LV,LT86,CP11,172.01,-0.17,10.305,173.518,C24,222.808,141.933,152.883,145.653,3.735,95.934,prc_hicp_manr,2015,HICP_2025C,0,2024-10-26
2024-10,MT,SK661,CP10,171.916,0.292,6.318,172.754,C28,221.775,141.569,153.134,145.378,7.031,96.803,prc_hicp_cow,2020,HICP_2024B,0,2025-06-29
2025-05,PT,ES18,CP09,173.636,0.428,2.422,178.774,E36,79.956,141.741,152.468,146.439,1.659,97.184,prc_hicp_midx,2015,HICP_2023A,0,2025-08-06
2026-12,SI,DE74,CP08,172.775,-0.932,-0.18,170.17,H49,81.434,144.548,153.735,146.093,4.832,96.608,sts_inpp_m,2020,PPI_2025B,0,2024-03-20
2018-07,AT,EE606,CP07,173.268,-0.684,-2.259,172.305,M69,80.417,145.797,153.477,146.85,6.283,97.947,prc_ppi_m,2015,PPI_2024A,0,2024-07-19
2019-02,HR,HU34,CP06,174.252,-0.481,5.873,172.268,C20,82.506,144.617,156.356,147.464,3.15,97.495,prc_hicp_manr,2020,HICP_2025C,0,2024-04-29
2020-09,DK,NL59,CP05,174.433,0.074,1.715,173.203,C27,82.998,145.854,154.299,146.951,-0.119,98.259,prc_hicp_cow,2015,HICP_2024B,0,2025-02-26
2021-04,FR,HR472,CP04,175.682,-0.17,7.268,173.369,D35,82.751,144.684,157.385,147.497,6.133,99.037,prc_hicp_midx,2020,HICP_2023A,0,2024-06-01
2022-11,HU,SI2,CP03,175.449,1.176,-0.352,180.039,F41,84.142,146.581,156.268,148.073,7.006,98.243,sts_inpp_m,2015,PPI_2025B,1,2024-10-29
2023-06,LV,SE3,CP02,176.431,-0.991,6.303,182.744,J61,83.137,148.501,157.095,148.044,3.609,98.731,prc_ppi_m,2020,PPI_2024A,0,2024-08-03
2024-01,MT,LT421,CP01,175.753,0.598,10.312,175.269,C10,83.653,148.374,157.979,148.473,0.825,99.368,prc_hicp_manr,2015,HICP_2025C,0,2025-03-20
2025-08,PT,DE867,CP12,176.774,0.015,2.918,180.844,C24,84.172,148.283,159.124,148.713,5.896,99.335,prc_hicp_cow,2020,HICP_2024B,0,2026-02-02
2026-03,SI,PT52,CP11,176.963,1.228,2.202,179.934,C28,86.44,151.961,158.712,149.009,1.516,99.359,prc_hicp_midx,2015,HICP_2023A,0,2025-03-19
2018-10,AT,FI495,CP10,177.441,0.908,2.87,174.998,E36,85.869,151.824,159.706,150.224,4.646,100.355,sts_inpp_m,2020,PPI_2025B,0,2025-07-19
2019-05,HR,RO4,CP09,177.871,1.142,7.541,183.382,H49,86.571,154.091,159.781,149.762,1.056,100.789,prc_ppi_m,2015,PPI_2024A,1,2024-04-09
2020-12,DK,PT34,CP08,178.123,0.829,7.824,178.397,M69,87.16,152.975,162.947,150.258,6.396,101.226,prc_hicp_manr,2020,HICP_2025C,0,2024-08-09
2021-07,FR,RO48,CP07,178.095,1.389,0.849,183.66,C20,88.438,153.213,163.201,150.551,6.852,101.177,prc_hicp_cow,2015,HICP_2024B,0,2024-05-12
2022-02,HU,AT520,CP06,178.297,-0.696,3.737,177.258,C27,87.699,153.953,162.845,150.9,6.383,101.054,prc_hicp_midx,2020,HICP_2023A,0,2025-01-11
2023-09,LV,FI70,CP05,179.452,-0.835,3.448,179.616,D35,88.221,156.163,163.296,151.656,3.815,101.114,sts_inpp_m,2015,PPI_2025B,0,2025-05-27
2024-04,MT,BE1,CP04,179.948,-0.961,-1.187,187.129,F41,90.074,156.728,164.802,151.39,0.919,102.614,prc_ppi_m,2020,PPI_2024A,0,2025-08-14
2025-11,PT,AT75,CP03,179.748,1.478,5.621,176.744,J61,89.733,157.37,164.743,151.819,1.428,101.77,prc_hicp_manr,2015,HICP_2025C,0,2024-01-26
2026-06,SI,EE80,CP02,180.07,0.497,8.742,177.966,C10,91.0,159.654,165.754,152.842,0.63,102.447,prc_hicp_cow,2020,HICP_2024B,0,2025-11-03
2018-01,AT,BE26,CP01,181.713,-0.327,8.385,184.652,C24,90.637,161.195,165.453,90.078,7.062,103.171,prc_hicp_midx,2015,HICP_2023A,0,2024-11-05
2019-08,HR,AT29,CP12,180.604,-0.579,10.394,183.948,C28,91.193,162.672,167.061,90.505,-0.601,102.814,sts_inpp_m,2020,PPI_2025B,0,2025-07-27
2020-03,DK,LV5,CP11,182.24,0.841,-2.108,187.244,E36,92.204,161.775,166.453,90.501,4.285,103.909,prc_ppi_m,2015,PPI_2024A,0,2024-09-10
2021-10,FR,GR121,CP10,182.409,0.263,5.793,183.889,H49,92.978,164.244,168.807,91.579,5.375,103.464,prc_hicp_manr,2020,HICP_2025C,0,2024-05-09
2022-05,HU,AT46,CP09,181.843,0.007,-0.991,186.283,M69,93.69,163.461,167.874,90.963,6.064,104.812,prc_hicp_cow,2015,HICP_2024B,0,2025-09-26
2023-12,LV,AT8,CP08,183.187,1.553,8.586,189.525,C20,94.718,164.149,167.899,91.594,0.395,104.062,prc_hicp_midx,2020,HICP_2023A,0,2025-03-24
2024-07,MT,GR216,CP07,183.511,-0.586,8.737,186.771,C27,93.468,163.815,169.999,91.521,3.002,105.002,sts_inpp_m,2015,PPI_2025B,0,2026-01-01
2025-02,PT,PL361,CP06,183.306,0.132,8.813,184.582,D35,94.066,164.436,170.134,92.083,3.253,104.854,prc_ppi_m,2020,PPI_2024A,0,2025-07-03
2026-09,SI,CY681,CP05,184.697,-0.203,-0.292,184.122,F41,94.997,166.721,172.591,92.216,0.131,105.936,prc_hicp_manr,2015,HICP_2025C,0,2026-02-21
2018-04,AT,ES3,CP04,183.876,-0.794,4.926,186.517,J61,95.52,170.017,170.708,93.494,0.43,105.401,prc_hicp_cow,2020,HICP_2024B,0,2025-05-14
2019-11,HR,DE5,CP03,184.92,0.604,0.09,189.37,C10,96.789,167.109,171.401,93.103,3.195,105.904,prc_hicp_midx,2015,HICP_2023A,0,2024-01-26
2020-06,DK,NL25,CP02,184.868,0.4,-1.965,189.432,C24,97.122,169.189,173.182,93.954,-0.845,106.197,sts_inpp_m,2020,PPI_2025B,0,2025-08-22
2021-01,FR,EE390,CP01,186.158,0.417,5.248,184.277,C28,98.228,169.424,174.037,93.883,7.899,107.273,prc_ppi_m,2015,PPI_2024A,0,2025-04-24
2022-08,HU,SE7,CP12,185.919,-0.675,3.371,183.966,E36,98.32,170.229,173.435,94.801,7.145,107.185,prc_hicp_manr,2020,HICP_2025C,0,2024-02-04
2023-03,LV,DE7,CP11,186.826,1.059,7.917,188.381,H49,99.261,172.486,174.581,95.217,0.656,106.745,prc_hicp_cow,2015,HICP_2024B,0,2026-02-09
2024-10,MT,FI12,CP10,187.458,-0.0,0.77,192.546,M69,100.138,172.62,174.415,95.83,6.739,107.145,prc_hicp_midx,2020,HICP_2023A,0,2024-05-13
2025-05,PT,IT590,CP09,187.198,0.035,10.1,188.252,C20,98.963,173.228,175.225,95.667,5.02,107.584,sts_inpp_m,2015,PPI_2025B,0,2024-01-07
2026-12,SI,BE92,CP08,188.396,0.049,8.394,185.109,C27,100.423,174.938,176.612,95.618,0.433,107.686,prc_ppi_m,2020,PPI_2024A,0,2025-12-20
2018-07,AT,ES9,CP07,188.297,0.265,-0.999,192.288,D35,101.397,176.729,178.734,96.884,1.486,108.072,prc_hicp_manr,2015,HICP_2025C,0,2024-05-05
2019-02,HR,EE2,CP06,188.524,0.977,9.66,186.429,F41,102.182,176.818,177.929,97.038,8.619,109.072,prc_hicp_cow,2020,HICP_2024B,0,2025-02-12
2020-09,DK,LT6,CP05,189.398,-1.147,1.088,195.019,J61,102.19,176.342,180.166,97.222,8.012,109.468,prc_hicp_midx,2015,HICP_2023A,0,2024-09-24
2021-04,FR,BE37,CP04,189.268,-0.676,3.208,194.079,C10,102.585,180.379,178.219,96.956,6.395,108.979,sts_inpp_m,2020,PPI_2025B,0,2026-01-03
2022-11,HU,BE9,CP03,189.657,-0.727,6.485,196.55,C24,102.508,180.458,180.192,97.388,9.248,108.965,prc_ppi_m,2015,PPI_2024A,0,2024-11-19
2023-06,LV,CZ6,CP02,189.693,-0.432,10.011,189.532,C28,102.754,181.771,180.193,97.529,-0.005,109.282,prc_hicp_manr,2020,HICP_2025C,0,2025-01-09
2024-01,MT,PT6,CP01,190.002,1.676,10.307,188.803,E36,104.385,181.487,181.681,98.664,-0.091,110.601,prc_hicp_cow,2015,HICP_2024B,0,2025-05-20
2025-08,PT,SE1,CP12,191.175,-0.601,2.878,196.884,H49,104.709,183.323,180.809,98.707,3.877,110.667,prc_hicp_midx,2020,HICP_2023A,0,2024-10-21
2026-03,SI,GR360,CP11,190.775,-1.087,7.617,196.768,M69,104.78,181.643,183.992,98.941,3.165,110.439,sts_inpp_m,2015,PPI_2025B,0,2024-08-29
2018-10,AT,DE29,CP10,191.487,-0.102,0.035,196.836,C20,105.173,182.337,182.907,100.044,9.084,111.226,prc_ppi_m,2020,PPI_2024A,0,2024-09-10
2019-05,HR,AT12,CP09,192.821,1.586,9.315,189.363,C27,107.271,183.967,184.423,99.511,-0.404,111.077,prc_hicp_manr,2015,HICP_2025C,0,2024-10-12
2020-12,DK,GR5,CP08,191.946,1.332,3.832,191.839,D35,107.306,186.58,185.368,100.602,0.533,111.244,prc_hicp_cow,2020,HICP_2024B,1,2025-07-06
2021-07,FR,SI75,CP07,192.349,0.216,6.25,188.83,F41,106.917,186.092,186.97,100.734,1.271,112.064,prc_hicp_midx,2015,HICP_2023A,0,2024-05-06
2022-02,HU,AT7,CP06,193.252,1.224,8.137,196.861,J61,108.326,189.022,185.367,101.219,1.304,111.821,sts_inpp_m,2020,PPI_2025B,0,2025-01-21
2023-09,LV,BE22,CP05,193.783,-0.962,-0.778,200.951,C10,109.395,187.885,186.083,101.164,-0.218,112.829,prc_ppi_m,2015,PPI_2024A,0,2024-06-06
