env_water_sample_date,env_water_waterbody_id,env_water_watershed_huc12,env_water_sample_matrix_type,env_water_parameter_code,env_water_result_value,env_water_result_unit,env_water_detection_limit,env_water_exceedance_standard_flag,env_water_impaired_water_flag,env_water_source_tracking_marker,env_water_flow_cfs_at_sample,env_water_temperature_c_water,env_water_ph_value,env_water_dissolved_oxygen_mg_l,env_water_turbidity_ntu,env_water_nitrate_mg_l,env_water_lead_ppb,env_water_algal_bloom_risk_index,env_water_sampling_program_code
2017-07-12,WB000000559,000000000559,GROUNDWATER,PFAS,374.9278,PPB,0.1987,0,0,HUMAN,63281.003,1.39,9.48,0.576,748.477,13.3196,31.959,0.3257,LOCAL
2017-07-13,WB000000560,000000000560,SURFACE_WATER,CHLORIDE,116.5778,NTU,3.4298,0,0,NONE,85811.0,0.81,9.38,8.133,770.036,1.1136,194.014,0.7285,EPA
2017-07-14,WB000000561,000000000561,DRINKING_WATER,PFAS,466.0471,NTU,4.7351,0,1,NONE,36373.896,31.67,7.9,10.768,514.097,24.7196,119.726,0.8956,LOCAL
2017-07-15,WB000000562,000000000562,SURFACE_WATER,CHLORIDE,366.652,PCI_L,3.5428,0,1,INDUSTRIAL,44567.221,13.39,7.35,10.168,534.645,23.3751,194.121,0.4777,CITIZEN_SCIENCE
2017-07-16,WB000000563,000000000563,SURFACE_WATER,CHLORIDE,15.4177,PPB,2.0781,1,0,NONE,226748.847,27.27,8.0,9.988,759.335,2.8163,41.002,0.0474,CITIZEN_SCIENCE
2017-07-17,WB000000564,000000000564,SURFACE_WATER,PHOSPHATE,173.2348,NTU,2.1583,0,0,HUMAN,136412.483,23.94,6.43,12.256,292.432,2.2747,119.317,0.7263,EPA
2017-07-18,WB000000565,000000000565,SURFACE_WATER,DO,134.7395,PH_UNITS,1.2677,0,0,AGRICULTURAL,196697.314,19.54,8.29,4.175,761.503,15.0105,38.938,0.6483,CITIZEN_SCIENCE
2017-07-19,WB000000566,000000000566,SURFACE_WATER,CHLORIDE,479.1236,PCI_L,4.2174,1,0,NONE,188852.516,21.51,7.76,7.854,98.884,0.9167,166.884,0.5462,CITIZEN_SCIENCE
2017-07-20,WB000000567,000000000567,GROUNDWATER,PHOSPHATE,9.4421,NTU,3.4556,0,0,HUMAN,228991.463,20.63,8.56,3.156,181.091,9.58,108.443,0.6852,TRIBAL
2017-07-21,WB000000568,000000000568,SURFACE_WATER,PFAS,308.2433,MG_L,0.194,0,0,NONE,155862.298,19.94,6.95,6.737,509.732,2.7493,99.664,0.5184,STATE
2017-07-22,WB000000569,000000000569,SEDIMENT,CHLORIDE,74.2202,UG_L,1.0537,0,1,NONE,79248.225,18.96,7.13,13.985,674.711,21.9058,195.377,0.0629,CITIZEN_SCIENCE
2017-07-23,WB000000570,000000000570,SURFACE_WATER,DO,266.7954,UG_L,3.7044,0,1,AGRICULTURAL,48314.187,20.02,8.5,3.259,727.559,3.1249,57.844,0.1011,USGS
2017-07-24,WB000000571,000000000571,GROUNDWATER,PHOSPHATE,432.1365,PPB,4.1759,0,0,NONE,133560.525,-0.32,7.2,10.631,768.383,5.4596,93.128,0.9776,STATE
2017-07-25,WB000000572,000000000572,SURFACE_WATER,PH,274.388,UG_L,3.7377,0,1,HUMAN,127382.986,11.54,9.37,11.474,270.335,2.2296,45.371,0.9494,STATE
2017-07-26,WB000000573,000000000573,SURFACE_WATER,CHLORIDE,253.9719,MG_L,3.0322,0,0,NONE,89312.737,9.83,7.95,10.855,396.535,24.9188,48.101,0.4954,LOCAL
2017-07-27,WB000000574,000000000574,SURFACE_WATER,PH,22.041,PPB,1.6613,1,0,ANIMAL,160686.305,23.61,7.41,7.185,162.439,9.8661,170.811,0.912,USGS
2017-07-28,WB000000575,000000000575,GROUNDWATER,CHLORIDE,165.3134,PH_UNITS,2.5104,0,0,AGRICULTURAL,56462.81,15.82,5.55,5.162,656.188,14.4421,90.562,0.7779,CITIZEN_SCIENCE
2017-07-29,WB000000576,000000000576,EFFLUENT,PH,122.4665,PH_UNITS,0.5243,0,1,NONE,86776.062,29.24,7.51,4.103,571.076,14.1954,47.705,0.223,STATE
2017-07-30,WB000000577,000000000577,SURFACE_WATER,PFAS,213.0782,PPB,2.1921,0,0,NONE,106968.346,22.83,9.09,12.582,799.864,0.1187,105.013,0.5739,TRIBAL
2017-07-31,WB000000578,000000000578,SURFACE_WATER,ARSENIC,381.7956,UG_L,2.059,0,0,NONE,199457.967,16.71,5.59,4.73,727.883,13.007,131.119,0.0424,EPA
2017-08-01,WB000000579,000000000579,SEDIMENT,DO,44.502,NTU,0.8168,0,0,NONE,219186.691,3.86,7.58,11.126,16.811,7.9611,25.63,0.1989,LOCAL
2017-08-02,WB000000580,000000000580,SURFACE_WATER,E_COLI,228.3461,UG_L,3.9656,1,0,NONE,188378.251,17.54,6.47,9.121,687.861,23.679,102.242,0.0884,USGS
2017-08-03,WB000000581,000000000581,SURFACE_WATER,ARSENIC,35.4937,PH_UNITS,1.7039,0,1,NONE,236106.135,22.71,8.7,6.013,699.941,12.227,12.357,0.2313,STATE
2017-08-04,WB000000582,000000000582,SURFACE_WATER,ARSENIC,478.7247,PCI_L,1.4577,0,0,NONE,224348.06,10.22,8.48,13.701,316.817,11.424,150.331,0.0295,STATE
2017-08-05,WB000000583,000000000583,DRINKING_WATER,PFAS,434.2498,NTU,1.934,0,1,ANIMAL,67621.311,8.08,9.0,2.831,516.394,15.5441,126.376,0.4564,TRIBAL
2017-08-06,WB000000584,000000000584,SURFACE_WATER,PHOSPHATE,139.7013,PH_UNITS,2.2372,1,0,AGRICULTURAL,193569.318,0.8,6.87,3.326,789.785,1.0991,129.633,0.1449,STATE
2017-08-07,WB000000585,000000000585,DRINKING_WATER,E_COLI,364.5672,MG_L,4.5261,0,1,HUMAN,116082.139,9.8,7.71,11.207,653.232,7.4246,11.665,0.7746,USGS
2017-08-08,WB000000586,000000000586,SEDIMENT,CHLORIDE,371.498,PH_UNITS,2.6886,0,0,HUMAN,36757.008,21.91,8.49,6.269,188.883,2.0183,46.82,0.6355,STATE
2017-08-09,WB000000587,000000000587,SURFACE_WATER,E_COLI,251.7387,UG_L,3.388,0,0,NONE,117383.885,-0.38,9.23,6.874,113.911,20.059,29.09,0.6225,STATE
2017-08-10,WB000000588,000000000588,EFFLUENT,PH,260.6742,PPB,2.29,0,0,ANIMAL,116692.963,14.82,7.36,9.49,371.621,17.5463,45.928,0.6908,STATE
2017-08-11,WB000000589,000000000589,SURFACE_WATER,PH,479.8715,NTU,3.2331,1,0,AGRICULTURAL,37214.774,26.54,6.05,5.754,622.867,4.9929,181.362,0.509,TRIBAL
2017-08-12,WB000000590,000000000590,SURFACE_WATER,PHOSPHATE,183.2261,UG_L,1.2999,0,0,NONE,153663.328,28.86,5.54,0.272,379.763,1.568,103.144,0.7418,EPA
2017-08-13,WB000000591,000000000591,SEDIMENT,LEAD,352.3904,PH_UNITS,3.5877,0,0,NONE,125755.673,22.16,7.29,5.148,380.48,17.4981,121.709,0.5561,LOCAL
2017-08-14,WB000000592,000000000592,EFFLUENT,CHLORIDE,127.9874,PPB,0.46,0,0,NONE,204033.549,31.05,6.15,7.854,84.296,7.6646,62.154,0.6579,EPA
2017-08-15,WB000000593,000000000593,DRINKING_WATER,CHLORIDE,373.0078,NTU,1.5911,0,0,HUMAN,132666.801,30.73,5.89,1.288,347.312,1.3687,175.943,0.2262,CITIZEN_SCIENCE
2017-08-16,WB000000594,000000000594,SURFACE_WATER,PHOSPHATE,358.5201,MPN_100ML,2.1437,0,1,NONE,227185.987,10.91,7.73,8.745,207.974,2.1485,8.361,0.1029,LOCAL
2017-08-17,WB000000595,000000000595,SURFACE_WATER,PH,475.9429,PPB,3.644,0,0,NONE,120851.491,33.67,6.56,11.19,550.995,4.0792,195.163,0.368,USGS
2017-08-18,WB000000596,000000000596,SURFACE_WATER,PFAS,138.6382,MPN_100ML,0.6157,0,0,AGRICULTURAL,34426.871,19.52,6.17,3.646,594.621,5.724,142.874,0.2164,EPA
2017-08-19,WB000000597,000000000597,SURFACE_WATER,NITRATE,490.0607,NTU,0.1062,0,1,NONE,139639.476,11.08,7.35,7.973,365.069,11.3436,138.32,0.9383,CITIZEN_SCIENCE
2017-08-20,WB000000598,000000000598,SURFACE_WATER,E_COLI,487.5203,MG_L,0.1836,0,0,INDUSTRIAL,13860.58,26.87,9.16,12.551,30.075,19.3558,160.58,0.6325,USGS
2017-08-21,WB000000599,000000000599,DRINKING_WATER,ARSENIC,352.3632,UG_L,1.7451,0,0,NONE,64647.442,33.52,9.33,2.431,143.893,17.0804,143.104,0.958,STATE
2017-08-22,WB000000600,000000000600,EFFLUENT,NITRATE,131.5377,MPN_100ML,3.0679,0,0,INDUSTRIAL,191468.572,9.24,9.14,10.562,575.442,11.7461,31.329,0.5972,STATE
2017-08-23,WB000000601,000000000601,SURFACE_WATER,ARSENIC,19.6675,NTU,0.4445,0,1,NONE,49359.808,32.58,7.59,7.276,74.978,23.5832,144.905,0.8884,STATE
2017-08-24,WB000000602,000000000602,SURFACE_WATER,E_COLI,29.847,MG_L,4.4437,0,0,NONE,66255.982,17.33,9.12,3.201,213.484,16.3209,149.38,0.1535,STATE
2017-08-25,WB000000603,000000000603,SURFACE_WATER,DO,65.9795,MG_L,0.2679,0,0,NONE,183580.752,33.76,8.59,12.44,652.942,15.001,114.842,0.8761,STATE
2017-08-26,WB000000604,000000000604,SURFACE_WATER,PH,273.6759,PPB,2.0496,0,0,ANIMAL,197974.117,7.45,5.56,0.322,604.74,8.4871,184.55,0.3997,CITIZEN_SCIENCE
2017-08-27,WB000000605,000000000605,SURFACE_WATER,DO,272.0911,PPB,2.2976,0,0,NONE,74293.15,8.62,6.98,11.364,558.244,10.1576,112.199,0.6246,STATE
2017-08-28,WB000000606,000000000606,SURFACE_WATER,ARSENIC,322.629,MPN_100ML,2.6131,1,0,AGRICULTURAL,149990.537,22.27,7.96,10.718,557.704,24.8589,132.97,0.1832,EPA
2017-08-29,WB000000607,000000000607,SURFACE_WATER,PFAS,434.9718,MG_L,4.6103,0,0,NONE,122933.911,10.72,8.13,2.701,542.132,8.5193,45.776,0.4454,STATE
2017-08-30,WB000000608,000000000608,SURFACE_WATER,NITRATE,466.9518,MG_L,4.9272,0,0,ANIMAL,80404.722,7.62,7.49,11.949,145.664,17.9398,20.446,0.9173,CITIZEN_SCIENCE
2017-08-31,WB000000609,000000000609,GROUNDWATER,CHLORIDE,481.3196,PPB,0.8376,0,1,NONE,3227.58,28.11,6.21,0.768,25.664,15.913,109.718,0.4694,TRIBAL
2017-09-01,WB000000610,000000000610,SURFACE_WATER,ARSENIC,176.9475,PPB,0.8266,0,0,NONE,167475.129,20.87,7.59,7.173,468.026,3.4358,59.07,0.47,STATE
2017-09-02,WB000000611,000000000611,SURFACE_WATER,PH,304.5758,MG_L,0.623,0,0,AGRICULTURAL,70432.275,18.26,8.82,5.174,189.918,18.9282,161.477,0.0468,STATE
2017-09-03,WB000000612,000000000612,GROUNDWATER,PFAS,237.7939,PPB,1.0495,0,0,NONE,82014.004,26.37,8.54,13.19,621.521,10.7015,194.729,0.2216,STATE
2017-09-04,WB000000613,000000000613,SURFACE_WATER,E_COLI,67.5821,UG_L,4.0086,0,0,INDUSTRIAL,81886.291,27.21,5.77,8.34,328.631,15.9971,196.134,0.9952,EPA
2017-09-05,WB000000614,000000000614,SURFACE_WATER,PH,306.0081,PCI_L,3.279,1,1,HUMAN,240387.647,5.31,5.6,9.991,575.994,6.6078,39.584,0.7763,CITIZEN_SCIENCE
2017-09-06,WB000000615,000000000615,SURFACE_WATER,NITRATE,109.549,NTU,4.3489,0,1,AGRICULTURAL,100617.666,21.36,9.37,10.129,159.425,22.409,111.615,0.503,USGS
2017-09-07,WB000000616,000000000616,EFFLUENT,PFAS,93.7145,UG_L,3.299,0,1,ANIMAL,30422.353,20.14,7.45,5.081,671.681,5.9701,166.293,0.78,TRIBAL
2017-09-08,WB000000617,000000000617,SURFACE_WATER,PHOSPHATE,17.2266,MPN_100ML,2.8535,0,0,HUMAN,68332.373,33.64,7.23,6.681,629.0,20.3401,132.938,0.0636,LOCAL
2017-09-09,WB000000618,000000000618,SURFACE_WATER,DO,104.4294,UG_L,1.8147,0,0,AGRICULTURAL,51739.284,22.42,5.54,10.704,551.696,12.377,138.286,0.2703,STATE
2017-09-10,WB000000619,000000000619,GROUNDWATER,TURBIDITY,343.3185,UG_L,1.8318,1,0,NONE,223663.017,28.52,9.1,2.157,603.118,2.6381,104.082,0.5303,STATE
2017-09-11,WB000000620,000000000620,SURFACE_WATER,PH,272.46,MPN_100ML,1.426,0,0,HUMAN,5800.354,34.94,9.38,12.084,201.331,3.1323,25.982,0.6228,STATE
2017-09-12,WB000000621,000000000621,SURFACE_WATER,PFAS,141.4078,MPN_100ML,3.0828,0,0,NONE,40219.584,22.65,8.45,5.639,236.97,23.0004,54.977,0.2087,TRIBAL
2017-09-13,WB000000622,000000000622,SURFACE_WATER,PFAS,159.0912,PH_UNITS,3.627,0,0,AGRICULTURAL,240780.415,29.76,6.69,7.594,24.152,8.348,165.659,0.0882,EPA
2017-09-14,WB000000623,000000000623,GROUNDWATER,LEAD,217.5798,PPB,2.8399,0,0,NONE,183452.439,7.96,7.85,0.557,762.448,4.2018,158.292,0.0418,TRIBAL
2017-09-15,WB000000624,000000000624,DRINKING_WATER,NITRATE,9.0726,MPN_100ML,0.7939,0,0,NONE,246770.447,2.62,5.9,9.706,708.79,3.0428,158.277,0.258,LOCAL
2017-09-16,WB000000625,000000000625,GROUNDWATER,PHOSPHATE,351.1229,PPB,2.6716,0,1,INDUSTRIAL,186718.292,-0.21,6.52,4.001,360.714,9.4801,120.42,0.7361,LOCAL
2017-09-17,WB000000626,000000000626,GROUNDWATER,ARSENIC,73.3382,PH_UNITS,4.4771,1,0,NONE,147118.99,30.1,5.69,5.86,367.919,14.6081,101.722,0.4521,STATE
2017-09-18,WB000000627,000000000627,EFFLUENT,NITRATE,61.529,PH_UNITS,3.5279,0,0,HUMAN,75474.753,18.2,8.03,11.403,151.781,15.1703,118.546,0.989,STATE
2017-09-19,WB000000628,000000000628,GROUNDWATER,NITRATE,69.9868,MPN_100ML,2.075,0,0,AGRICULTURAL,89850.558,5.44,8.91,3.529,9.433,6.5536,156.313,0.8068,EPA
2017-09-20,WB000000629,000000000629,SURFACE_WATER,E_COLI,244.4678,PCI_L,1.8042,0,0,HUMAN,23306.186,27.06,7.56,1.873,190.629,3.8696,17.425,0.8164,USGS
2017-09-21,WB000000630,000000000630,SURFACE_WATER,CHLORIDE,234.1131,MG_L,2.3333,1,0,NONE,76943.673,19.95,6.42,4.273,183.709,16.1523,163.277,0.889,USGS
2017-09-22,WB000000631,000000000631,GROUNDWATER,E_COLI,416.4262,UG_L,2.6554,0,0,AGRICULTURAL,91565.114,14.56,7.4,12.612,148.04,21.8562,74.85,0.1224,LOCAL
2017-09-23,WB000000632,000000000632,EFFLUENT,PHOSPHATE,471.9335,PCI_L,3.3063,1,0,INDUSTRIAL,156177.546,8.57,8.28,1.55,65.218,17.7451,107.358,0.8651,TRIBAL
2017-09-24,WB000000633,000000000633,SURFACE_WATER,PH,114.4682,MG_L,2.8051,0,1,AGRICULTURAL,240875.477,26.06,9.5,5.56,542.66,20.2323,189.255,0.8007,CITIZEN_SCIENCE
2017-09-25,WB000000634,000000000634,GROUNDWATER,LEAD,406.0975,PH_UNITS,0.6646,0,0,ANIMAL,33305.878,28.85,6.08,0.434,493.078,10.8576,31.958,0.731,TRIBAL
2017-09-26,WB000000635,000000000635,GROUNDWATER,ARSENIC,31.8565,PCI_L,4.7117,0,1,INDUSTRIAL,35212.982,4.43,8.45,6.235,494.409,7.5374,130.058,0.96,LOCAL
2017-09-27,WB000000636,000000000636,SEDIMENT,TURBIDITY,14.6758,PCI_L,2.0611,0,0,NONE,241846.2,6.51,6.12,0.931,523.88,15.2599,181.37,0.7698,USGS
2017-09-28,WB000000637,000000000637,SURFACE_WATER,E_COLI,111.1649,PCI_L,4.0485,0,1,ANIMAL,127080.413,13.9,6.81,12.011,604.42,20.706,39.523,0.2875,STATE
2017-09-29,WB000000638,000000000638,EFFLUENT,ARSENIC,464.1888,PCI_L,0.7442,0,0,HUMAN,97066.96,2.83,6.21,11.546,244.759,3.3622,42.928,0.9989,STATE
2017-09-30,WB000000639,000000000639,SURFACE_WATER,TURBIDITY,252.0816,MPN_100ML,3.6396,0,1,ANIMAL,93645.734,30.92,6.75,6.428,277.615,11.7332,37.984,0.8299,LOCAL
2017-10-01,WB000000640,000000000640,DRINKING_WATER,NITRATE,474.7302,UG_L,3.0127,0,0,AGRICULTURAL,80298.553,18.28,8.06,12.587,199.095,19.5624,58.128,0.491,CITIZEN_SCIENCE
2017-10-02,WB000000641,000000000641,SEDIMENT,TURBIDITY,489.5726,MPN_100ML,3.7821,0,0,NONE,159709.304,5.28,7.84,10.248,164.994,16.2522,66.249,0.6019,STATE
2017-10-03,WB000000642,000000000642,SURFACE_WATER,LEAD,483.8864,MG_L,3.2982,0,0,HUMAN,56576.31,17.43,7.23,13.553,66.205,22.288,178.386,0.7024,EPA
2017-10-04,WB000000643,000000000643,EFFLUENT,NITRATE,299.3367,PCI_L,3.0587,0,1,ANIMAL,150274.753,0.66,6.65,4.743,388.398,12.4555,49.511,0.1222,EPA
2017-10-05,WB000000644,000000000644,DRINKING_WATER,ARSENIC,308.2805,NTU,2.4197,0,1,ANIMAL,190833.378,33.3,8.75,11.514,45.246,11.3358,176.537,0.158,TRIBAL
2017-10-06,WB000000645,000000000645,SEDIMENT,E_COLI,456.2697,PPB,0.2395,0,1,NONE,44125.323,15.65,8.45,2.381,32.361,7.8913,24.424,0.9951,USGS
2017-10-07,WB000000646,000000000646,SEDIMENT,PFAS,414.3281,PH_UNITS,4.5408,0,1,NONE,99471.848,1.02,5.79,1.717,112.726,6.8141,172.319,0.1454,USGS
2017-10-08,WB000000647,000000000647,GROUNDWATER,TURBIDITY,105.7,UG_L,2.1096,0,0,NONE,199815.183,23.76,7.97,4.017,433.472,5.7946,74.806,0.6286,TRIBAL
2017-10-09,WB000000648,000000000648,SURFACE_WATER,ARSENIC,179.5577,MG_L,4.128,1,0,NONE,19218.476,23.71,7.39,0.687,38.33,1.6048,58.618,0.353,STATE
2017-10-10,WB000000649,000000000649,SEDIMENT,TURBIDITY,192.92,MG_L,3.7229,0,1,NONE,202036.686,5.3,7.15,0.048,367.539,0.1998,183.875,0.3628,CITIZEN_SCIENCE
2017-10-11,WB000000650,000000000650,SURFACE_WATER,E_COLI,466.6954,MPN_100ML,0.8185,1,0,NONE,24491.192,23.96,8.13,2.763,468.498,2.8965,18.76,0.2847,USGS
2017-10-12,WB000000651,000000000651,EFFLUENT,PHOSPHATE,407.737,MPN_100ML,4.0738,0,0,HUMAN,130101.637,32.54,8.78,0.822,361.837,10.3683,106.549,0.2055,STATE
2017-10-13,WB000000652,000000000652,DRINKING_WATER,PFAS,220.474,UG_L,3.4987,0,1,NONE,145181.324,21.76,6.16,1.614,252.011,21.2663,122.849,0.9066,EPA
2017-10-14,WB000000653,000000000653,GROUNDWATER,DO,194.5954,UG_L,1.1579,0,0,NONE,54593.18,28.5,5.79,5.761,214.588,0.395,133.697,0.89,STATE
2017-10-15,WB000000654,000000000654,SURFACE_WATER,DO,337.5879,MPN_100ML,4.2069,0,0,AGRICULTURAL,215036.776,0.63,6.2,0.472,329.619,14.1349,160.434,0.6556,LOCAL
2017-10-16,WB000000655,000000000655,SURFACE_WATER,PHOSPHATE,393.8841,PCI_L,2.1034,0,0,NONE,208569.19,13.61,5.97,5.677,794.741,13.2965,98.187,0.2193,STATE
2017-10-17,WB000000656,000000000656,SURFACE_WATER,TURBIDITY,364.0295,MPN_100ML,1.7865,0,0,NONE,43854.481,17.85,9.46,6.421,388.324,3.3803,140.218,0.3106,EPA
2017-10-18,WB000000657,000000000657,GROUNDWATER,LEAD,183.6995,PCI_L,3.8002,0,1,NONE,113676.578,28.85,9.15,13.293,724.495,20.5781,101.181,0.8372,CITIZEN_SCIENCE
2017-10-19,WB000000658,000000000658,SURFACE_WATER,E_COLI,363.3528,PCI_L,2.3066,0,1,HUMAN,202893.138,30.29,6.97,6.589,331.692,7.2773,66.339,0.743,EPA
2017-10-20,WB000000659,000000000659,EFFLUENT,PHOSPHATE,146.0404,NTU,1.3632,0,1,HUMAN,15752.426,18.37,6.0,3.915,112.187,7.6181,148.656,0.7205,TRIBAL
2017-10-21,WB000000660,000000000660,GROUNDWATER,DO,249.4814,PH_UNITS,3.1303,0,0,ANIMAL,171688.519,34.23,6.38,0.772,193.57,20.8113,9.792,0.1378,EPA
2017-10-22,WB000000661,000000000661,SURFACE_WATER,TURBIDITY,215.9298,NTU,4.507,0,0,NONE,31374.704,19.25,9.43,1.668,546.665,6.6332,150.507,0.9132,TRIBAL
2017-10-23,WB000000662,000000000662,SURFACE_WATER,DO,343.2208,MPN_100ML,1.2189,0,0,NONE,131998.374,30.95,8.39,0.165,424.782,12.0313,165.703,0.3033,EPA
2017-10-24,WB000000663,000000000663,SURFACE_WATER,LEAD,381.1387,MG_L,2.2744,0,1,NONE,178981.038,10.7,8.14,8.791,796.454,4.9999,61.623,0.4631,STATE
2017-10-25,WB000000664,000000000664,SURFACE_WATER,PH,302.4505,PPB,4.2334,0,0,HUMAN,161321.97,4.38,8.56,5.21,308.539,8.5808,109.865,0.3669,EPA
2017-10-26,WB000000665,000000000665,SURFACE_WATER,E_COLI,54.3797,PPB,0.9348,0,0,NONE,220021.031,34.35,9.38,12.46,526.164,17.4951,18.308,0.1842,STATE
2017-10-27,WB000000666,000000000666,EFFLUENT,DO,186.775,PCI_L,3.2584,0,1,NONE,69609.233,6.44,6.75,3.645,76.509,21.0724,121.774,0.7793,LOCAL
2017-10-28,WB000000667,000000000667,SURFACE_WATER,LEAD,67.4121,NTU,3.0505,0,0,INDUSTRIAL,138291.125,20.48,6.49,10.769,791.172,8.5921,140.921,0.7031,STATE
2017-10-29,WB000000668,000000000668,SURFACE_WATER,DO,131.4864,MPN_100ML,0.407,0,0,NONE,18876.848,28.75,8.99,12.499,4.966,7.5567,90.256,0.0406,EPA
2017-10-30,WB000000669,000000000669,SURFACE_WATER,ARSENIC,138.9338,NTU,0.4656,1,0,NONE,28089.495,6.27,7.28,5.488,340.519,22.4112,186.326,0.6225,EPA
2017-10-31,WB000000670,000000000670,SEDIMENT,TURBIDITY,339.3465,MPN_100ML,0.8532,0,0,NONE,104706.975,-0.11,6.59,4.011,417.35,24.6888,153.743,0.8479,TRIBAL
2017-11-01,WB000000671,000000000671,SURFACE_WATER,PHOSPHATE,73.0349,PH_UNITS,2.5228,1,1,INDUSTRIAL,78709.825,33.19,5.77,12.25,461.31,10.2061,43.387,0.2551,STATE
2017-11-02,WB000000672,000000000672,GROUNDWATER,TURBIDITY,203.8916,PH_UNITS,0.2845,0,0,NONE,16721.545,34.42,7.21,10.152,297.048,19.2802,4.502,0.8489,STATE
2017-11-03,WB000000673,000000000673,SURFACE_WATER,PHOSPHATE,140.8069,MPN_100ML,3.252,0,0,NONE,242271.449,4.39,8.85,7.398,795.669,2.625,51.706,0.9836,CITIZEN_SCIENCE
2017-11-04,WB000000674,000000000674,DRINKING_WATER,ARSENIC,177.9597,MG_L,0.5941,1,0,ANIMAL,12960.938,29.21,5.7,7.249,395.648,19.3142,32.23,0.8113,STATE
2017-11-05,WB000000675,000000000675,SURFACE_WATER,DO,211.1486,NTU,1.767,0,0,NONE,37685.433,13.02,7.21,0.06,684.8,18.8019,149.736,0.7726,LOCAL
2017-11-06,WB000000676,000000000676,GROUNDWATER,LEAD,183.0882,PCI_L,1.9753,1,0,NONE,161914.821,30.17,8.0,11.879,89.082,14.5158,52.406,0.0153,EPA
2017-11-07,WB000000677,000000000677,GROUNDWATER,E_COLI,351.1707,MPN_100ML,2.0596,0,0,NONE,91068.295,4.82,6.07,4.211,711.443,24.832,138.878,0.6336,LOCAL
2017-11-08,WB000000678,000000000678,SURFACE_WATER,PHOSPHATE,398.1273,NTU,4.3313,0,1,NONE,154062.728,34.35,9.31,3.401,721.908,1.8339,20.926,0.4967,TRIBAL
2017-11-09,WB000000679,000000000679,DRINKING_WATER,TURBIDITY,328.5172,PH_UNITS,2.9805,0,1,NONE,23856.792,1.53,8.08,8.785,727.906,16.1566,143.07,0.0914,LOCAL
2017-11-10,WB000000680,000000000680,SEDIMENT,E_COLI,219.1183,MG_L,1.2497,0,1,NONE,212218.635,24.56,7.71,1.338,223.127,16.5885,28.123,0.9693,LOCAL
2017-11-11,WB000000681,000000000681,SURFACE_WATER,PFAS,270.8819,PH_UNITS,1.8348,0,0,NONE,106850.356,34.7,9.5,1.42,375.399,17.6211,142.394,0.0952,EPA
2017-11-12,WB000000682,000000000682,SURFACE_WATER,ARSENIC,103.713,MG_L,0.1206,0,0,ANIMAL,154835.319,8.12,5.79,0.273,368.762,9.2459,72.198,0.78,CITIZEN_SCIENCE
2017-11-13,WB000000683,000000000683,SURFACE_WATER,LEAD,359.7016,PH_UNITS,2.429,0,0,NONE,182322.168,13.45,8.11,9.045,728.876,18.6103,95.906,0.1915,STATE
2017-11-14,WB000000684,000000000684,SURFACE_WATER,TURBIDITY,119.4607,MPN_100ML,3.7804,0,1,NONE,244965.692,18.8,5.59,8.317,727.115,0.1614,76.671,0.5934,STATE
2017-11-15,WB000000685,000000000685,SURFACE_WATER,PH,92.2066,PH_UNITS,0.3626,0,0,ANIMAL,233283.827,9.11,5.6,11.193,520.213,4.1127,198.264,0.2502,EPA
2017-11-16,WB000000686,000000000686,GROUNDWATER,DO,11.6212,MPN_100ML,3.5514,0,0,HUMAN,55825.92,20.72,7.52,10.997,308.889,18.6887,181.34,0.6866,TRIBAL
2017-11-17,WB000000687,000000000687,SEDIMENT,CHLORIDE,89.9878,MPN_100ML,3.6375,0,0,ANIMAL,177466.297,20.59,5.73,9.468,612.834,15.76,94.92,0.9016,CITIZEN_SCIENCE
2017-11-18,WB000000688,000000000688,EFFLUENT,PHOSPHATE,124.9679,UG_L,2.2137,1,1,NONE,165011.012,13.77,9.08,8.414,774.637,16.5601,194.847,0.3683,STATE
2017-11-19,WB000000689,000000000689,SURFACE_WATER,PH,429.1633,PPB,0.772,0,0,NONE,198941.162,27.19,6.51,1.359,648.188,3.0026,171.017,0.9842,TRIBAL
2017-11-20,WB000000690,000000000690,GROUNDWATER,ARSENIC,308.2066,PPB,3.4168,1,1,NONE,13964.796,0.72,8.76,4.401,515.682,17.5143,46.099,0.8556,STATE
2017-11-21,WB000000691,000000000691,SURFACE_WATER,PH,99.0623,NTU,4.4654,1,0,NONE,129685.892,11.97,6.05,2.423,599.006,9.408,49.747,0.7589,STATE
2017-11-22,WB000000692,000000000692,SURFACE_WATER,TURBIDITY,237.5141,MPN_100ML,4.0542,0,0,NONE,145537.451,11.57,9.17,0.703,451.096,3.7663,138.487,0.4853,USGS
2017-11-23,WB000000693,000000000693,GROUNDWATER,E_COLI,408.3445,NTU,1.2872,0,1,AGRICULTURAL,205734.309,22.87,6.82,4.925,555.682,4.5655,191.675,0.2519,STATE
2017-11-24,WB000000694,000000000694,SURFACE_WATER,DO,393.5683,UG_L,4.338,0,0,NONE,179737.091,18.99,7.1,12.589,761.134,17.5931,90.675,0.7165,CITIZEN_SCIENCE
2017-11-25,WB000000695,000000000695,SURFACE_WATER,E_COLI,499.2714,PH_UNITS,2.1041,0,0,AGRICULTURAL,203906.807,26.27,7.78,13.018,436.19,14.5247,27.325,0.4194,EPA
2017-11-26,WB000000696,000000000696,SURFACE_WATER,LEAD,465.3711,PH_UNITS,0.285,1,1,NONE,119496.748,27.39,6.55,10.389,390.806,10.4728,7.449,0.7433,LOCAL
