tech_adopt_survey_year,tech_adopt_community_digital_id,tech_adopt_households_with_internet_pct,tech_adopt_households_with_computer_pct,tech_adopt_smartphone_only_households_pct,tech_adopt_digital_literacy_score,tech_adopt_affordability_barrier_rate,tech_adopt_language_barrier_rate,tech_adopt_disability_access_barrier_rate,tech_adopt_public_wifi_access_points,tech_adopt_library_device_loan_count,tech_adopt_digital_navigator_program_flag,tech_adopt_training_sessions_completed,tech_adopt_telehealth_use_rate,tech_adopt_online_learning_use_rate,tech_adopt_remote_work_enablement_rate,tech_adopt_banking_online_adoption_rate,tech_adopt_cyber_safety_incident_rate,tech_adopt_privacy_concern_score,tech_adopt_equity_gap_index
2024,CDI0000000488,54.37,40.66,39.29,92.59,51.59,10.24,27.7,2835,13410,0,5121,66.09,40.47,24.91,1.85,14.96,44.2,0.4106
2018,CDI0000000489,90.24,73.04,44.98,99.7,28.82,10.62,32.0,4875,3415,1,23221,44.54,25.94,10.28,89.56,2.382,9.73,0.1582
2019,CDI0000000490,89.66,79.78,13.3,37.96,7.85,8.69,11.08,1374,11538,0,712,78.84,32.17,20.48,75.52,0.238,41.81,0.9455
2012,CDI0000000491,89.46,73.15,13.2,78.14,34.64,10.28,21.48,1000,4363,0,17867,25.65,38.14,38.97,44.64,13.445,14.88,0.4149
2021,CDI0000000492,91.29,87.14,34.82,12.99,40.6,6.12,1.72,1356,21988,1,16671,76.55,47.43,54.01,38.71,5.828,82.99,0.1519
2018,CDI0000000493,90.67,79.32,42.45,49.29,9.03,25.58,20.31,4339,14587,1,15146,60.55,2.84,47.5,53.62,11.06,3.34,0.3273
2023,CDI0000000494,43.69,39.23,26.6,35.29,6.73,16.03,33.78,1942,4105,0,15223,79.58,41.76,4.64,67.14,2.157,70.55,0.886
2018,CDI0000000495,83.3,79.86,17.43,30.04,50.67,0.18,3.06,15,21126,1,3434,83.21,71.65,58.26,92.03,18.623,56.3,0.6671
2025,CDI0000000496,44.76,36.57,24.45,31.76,56.02,32.04,12.49,2913,13859,0,18118,9.44,56.57,77.24,3.84,6.879,59.72,0.6341
2015,CDI0000000497,60.93,54.58,20.57,55.55,32.43,3.57,26.69,2438,11952,0,15557,57.53,14.19,12.82,38.51,24.959,92.28,0.9064
2022,CDI0000000498,39.99,36.79,2.49,86.25,6.14,29.69,29.87,1891,12762,0,23931,48.46,66.29,47.26,27.99,23.68,13.2,0.202
2023,CDI0000000499,86.05,64.09,21.73,95.65,22.74,14.78,10.7,1303,17459,0,18867,56.59,28.73,75.94,75.38,2.486,6.49,0.0223
2021,CDI0000000500,65.82,65.32,27.7,76.82,19.87,17.5,24.45,2526,21321,0,11668,74.16,26.76,57.57,57.79,13.076,76.83,0.717
2018,CDI0000000501,38.33,28.46,44.46,97.23,8.41,3.38,2.45,2838,6800,0,15730,48.9,15.18,52.54,55.22,10.145,50.72,0.3173
2017,CDI0000000502,93.21,72.84,38.49,73.33,8.03,29.92,19.63,3253,7807,0,21368,39.84,33.29,70.41,55.88,18.331,85.61,0.3013
2020,CDI0000000503,86.38,73.79,20.1,66.36,29.25,16.55,14.2,4817,1490,0,20878,32.08,10.87,58.24,13.66,3.301,40.65,0.615
2011,CDI0000000504,71.16,57.58,23.37,82.57,11.49,30.24,3.31,155,17218,0,13592,0.05,54.09,74.41,26.79,21.495,64.45,0.1658
2021,CDI0000000505,54.67,41.3,33.24,34.14,2.68,29.63,30.08,810,13323,1,9126,5.49,16.56,52.86,89.28,22.341,67.67,0.467
2012,CDI0000000506,83.86,72.57,24.72,65.71,37.67,28.24,15.4,541,13866,0,3454,65.19,72.51,56.84,40.87,6.294,46.93,0.0387
2025,CDI0000000507,92.16,89.95,16.08,55.41,30.26,33.99,23.58,100,20209,0,1209,59.57,36.28,4.89,35.43,3.748,82.03,0.7365
2025,CDI0000000508,82.87,86.86,47.2,43.0,34.11,24.1,13.46,3828,1863,1,1817,22.52,10.39,53.24,87.74,23.139,21.16,0.2227
2018,CDI0000000509,88.97,72.75,29.65,92.15,4.2,4.23,10.77,34,12819,0,10008,29.71,2.82,7.79,64.97,10.788,86.35,0.3628
2016,CDI0000000510,61.56,43.78,34.51,40.88,13.89,15.66,29.83,3992,3027,1,15162,60.23,21.57,5.3,66.91,17.679,39.83,0.4359
2017,CDI0000000511,78.95,48.17,24.11,91.27,29.09,34.95,20.78,4017,6562,0,6005,0.84,6.9,40.83,16.61,10.486,76.71,0.8999
2021,CDI0000000512,72.19,70.13,30.08,76.48,59.23,12.93,27.26,264,6961,0,2268,13.41,48.0,43.94,69.22,8.139,4.64,0.5211
2022,CDI0000000513,40.49,36.78,37.34,53.55,56.98,13.6,9.44,1636,7297,0,8773,84.1,37.05,5.57,79.35,8.801,86.01,0.2608
2011,CDI0000000514,81.18,63.7,48.24,53.29,50.48,23.52,15.12,1685,13652,0,6809,83.36,25.44,41.74,25.53,4.057,49.29,0.6309
2019,CDI0000000515,58.94,54.6,34.17,22.5,38.18,28.64,16.3,2798,9292,1,11188,36.85,57.06,0.48,6.45,12.976,71.71,0.0705
2024,CDI0000000516,74.76,53.77,30.94,72.0,51.93,26.79,0.6,750,19451,0,1558,20.15,43.74,28.42,24.14,14.844,99.53,0.75
2016,CDI0000000517,91.58,87.84,33.92,24.88,33.72,30.04,9.04,1716,20579,0,13142,17.25,15.72,79.42,21.81,11.54,73.02,0.6126
2024,CDI0000000518,75.1,69.0,6.92,75.58,41.09,12.09,12.12,1930,3727,0,9087,22.7,24.77,4.68,48.07,17.742,99.04,0.6485
2022,CDI0000000519,99.18,76.22,25.81,18.08,5.62,6.37,32.31,3447,11329,1,2646,6.66,14.89,37.14,79.4,14.791,67.48,0.2532
2012,CDI0000000520,99.15,100.0,30.12,3.6,55.64,21.7,31.97,3353,15054,0,17936,4.68,69.87,55.57,8.75,20.205,82.56,0.7493
2022,CDI0000000521,64.09,52.22,2.79,82.28,48.64,3.81,31.99,2145,11862,1,3605,40.83,61.09,30.17,34.3,1.149,85.83,0.928
2018,CDI0000000522,67.81,44.79,45.45,59.75,33.99,8.69,2.39,4847,9460,0,6630,24.58,55.1,2.25,52.44,13.069,53.44,0.6933
2012,CDI0000000523,52.21,48.63,5.37,53.92,59.88,10.6,6.0,2952,8460,0,19649,25.1,74.66,29.93,76.7,12.846,75.12,0.1103
2014,CDI0000000524,39.78,37.43,9.29,47.73,11.25,30.18,5.72,2177,15537,1,5560,5.21,75.76,68.05,26.35,7.587,31.72,0.7216
2021,CDI0000000525,76.1,71.03,40.64,82.64,38.89,1.26,26.63,3325,223,0,15388,27.55,29.38,39.85,85.83,16.839,99.91,0.3244
2010,CDI0000000526,37.69,28.52,39.11,82.69,13.32,20.58,25.79,322,2360,0,8798,25.36,9.41,46.77,78.35,22.855,84.48,0.3109
2022,CDI0000000527,44.34,31.5,4.87,51.19,1.39,10.25,6.44,4793,482,1,15284,11.13,50.61,41.54,89.07,10.097,64.93,0.4166
2013,CDI0000000528,96.51,78.46,2.56,98.21,25.68,29.54,9.52,1468,1694,0,15092,0.98,69.33,43.64,85.34,7.407,35.91,0.7532
2020,CDI0000000529,71.75,70.59,18.36,93.13,58.17,3.92,3.34,2458,16777,1,11613,25.97,82.01,6.94,86.11,0.992,5.1,0.7747
2025,CDI0000000530,62.79,48.16,6.93,79.07,35.16,21.57,14.75,3799,10600,0,4302,9.57,6.28,76.22,76.18,16.945,6.18,0.787
2014,CDI0000000531,83.25,60.53,3.67,6.64,44.23,12.74,6.98,3001,16161,0,13744,50.28,39.48,36.26,87.95,9.556,99.44,0.8375
2021,CDI0000000532,57.71,57.19,52.29,3.79,52.0,7.31,25.51,4673,1100,0,18605,76.02,71.59,53.23,35.91,17.434,92.56,0.6638
2015,CDI0000000533,87.42,88.59,42.98,3.11,0.09,25.08,20.46,949,6382,1,6824,54.75,6.34,59.06,58.0,8.43,32.43,0.1518
2022,CDI0000000534,43.12,42.85,12.16,29.6,17.53,24.42,13.53,4075,5644,0,6400,67.58,43.49,6.49,87.45,11.438,21.44,0.1373
2020,CDI0000000535,39.4,29.97,37.63,22.71,40.74,22.33,30.75,4334,340,0,1821,60.19,75.28,54.99,3.42,11.269,56.0,0.9439
2020,CDI0000000536,93.95,96.86,24.75,77.01,0.7,17.49,7.06,2022,19486,1,6124,70.51,39.36,60.06,94.66,5.561,55.98,0.0888
2016,CDI0000000537,47.96,30.76,9.46,83.94,28.21,14.71,4.1,406,17855,1,19687,4.9,4.41,76.59,73.9,2.122,4.66,0.7831
2025,CDI0000000538,77.92,79.83,8.81,7.84,43.01,12.11,17.05,242,8353,1,18402,54.71,68.39,77.58,86.55,14.077,59.0,0.624
2019,CDI0000000539,60.94,46.41,19.74,9.88,14.97,20.07,34.93,3973,8489,1,10673,49.65,25.27,33.31,58.88,11.284,28.11,0.5639
2023,CDI0000000540,54.17,36.26,2.6,27.84,36.04,1.68,2.57,1337,14579,0,9871,36.0,82.09,2.42,19.23,4.218,29.31,0.8106
2018,CDI0000000541,72.78,72.95,47.6,77.87,53.08,24.55,17.99,4939,10412,0,7313,5.12,12.78,62.72,22.6,20.298,53.55,0.5072
2023,CDI0000000542,35.26,24.64,1.14,92.09,25.57,13.34,5.93,4647,2192,0,8014,47.21,46.8,1.29,60.73,20.873,51.48,0.4515
2022,CDI0000000543,84.23,70.69,4.45,60.12,36.9,12.71,16.27,4588,2579,0,20692,64.36,12.41,79.22,36.67,14.038,16.47,0.3488
2023,CDI0000000544,86.92,83.38,19.91,78.36,16.23,21.21,2.19,353,11120,1,21855,55.86,85.03,69.89,0.1,16.692,14.04,0.6807
2023,CDI0000000545,62.56,63.26,12.37,49.66,26.08,14.2,26.71,2319,3461,1,9950,82.29,58.5,28.43,36.59,20.343,79.17,0.9498
2010,CDI0000000546,98.82,89.65,42.17,60.77,18.88,20.96,7.29,627,13979,0,6906,46.34,77.56,62.57,2.68,4.976,7.92,0.7632
2025,CDI0000000547,45.8,34.78,51.89,4.6,39.29,10.9,4.47,507,17933,0,6459,31.62,9.21,5.43,87.67,10.769,58.79,0.5923
2023,CDI0000000548,66.2,65.72,0.79,66.62,19.11,24.56,12.84,284,20896,0,8948,36.86,41.96,42.14,89.63,12.266,93.7,0.3552
2021,CDI0000000549,64.25,55.51,0.48,91.62,31.4,14.8,16.73,2414,20072,0,11766,50.06,86.55,44.17,86.2,11.359,19.07,0.8533
2024,CDI0000000550,89.15,67.97,45.9,55.35,12.32,23.08,32.23,2072,9288,0,18561,9.9,55.84,55.67,31.43,18.781,75.76,0.5575
2017,CDI0000000551,40.74,41.8,19.03,73.66,15.72,9.49,32.73,2168,9734,0,1508,55.51,60.83,46.1,30.65,11.468,98.97,0.3019
2021,CDI0000000552,51.22,31.91,31.94,96.81,9.84,6.15,2.77,2248,5798,1,23774,75.74,29.07,28.61,62.16,4.779,87.31,0.008
2017,CDI0000000553,90.0,74.0,40.49,75.52,26.03,8.06,32.92,1596,3753,0,21656,27.44,54.39,60.11,64.64,12.017,89.52,0.6687
2024,CDI0000000554,52.54,40.07,47.4,70.08,10.82,28.61,27.53,3991,5199,0,3940,71.32,5.93,37.68,66.29,16.272,10.89,0.8893
2010,CDI0000000555,55.6,37.63,38.13,44.45,47.39,0.28,23.0,4526,15407,0,17459,2.72,75.48,40.99,44.93,4.937,49.92,0.1339
2013,CDI0000000556,47.5,49.06,29.82,93.29,17.89,15.9,4.94,3398,20880,0,14453,2.64,77.6,43.14,64.85,16.065,36.57,0.1568
2025,CDI0000000557,61.56,59.97,9.92,3.82,20.47,13.8,34.43,895,344,1,18975,49.23,89.04,19.42,1.15,23.64,5.68,0.1556
2025,CDI0000000558,62.82,52.11,24.17,31.25,43.89,29.65,34.95,479,7584,0,22298,14.69,19.85,25.83,69.83,22.499,71.11,0.5383
2019,CDI0000000559,52.78,52.28,23.68,27.36,34.7,5.6,4.68,1181,24404,1,7329,29.14,53.5,42.52,37.12,17.599,24.69,0.4846
2013,CDI0000000560,48.96,47.31,47.08,19.34,6.23,17.6,20.7,3558,24599,0,2731,35.9,20.77,14.3,66.48,5.407,79.76,0.5182
2022,CDI0000000561,93.66,64.25,4.1,65.54,35.0,11.97,4.47,3072,21588,0,21206,50.61,5.4,2.1,53.05,17.557,70.7,0.5038
2021,CDI0000000562,72.21,63.88,47.27,20.63,21.9,7.89,23.55,1411,23804,1,6870,40.41,41.74,44.4,10.55,19.855,95.82,0.0529
2023,CDI0000000563,92.82,88.48,37.99,79.79,24.14,30.7,15.35,1341,9155,0,23701,72.81,25.41,29.14,54.14,1.185,16.58,0.7798
2019,CDI0000000564,81.62,77.08,38.42,17.48,58.95,21.1,17.05,1888,13533,1,20969,84.44,87.7,57.66,59.34,8.61,41.2,0.5406
2016,CDI0000000565,65.44,40.39,26.68,69.45,56.3,25.39,28.01,3407,14668,0,2480,14.37,38.02,49.24,89.12,15.529,21.29,0.1803
2025,CDI0000000566,87.93,61.14,11.19,45.63,0.17,25.67,8.63,2216,5555,0,11524,34.03,47.73,46.45,80.19,12.514,15.95,0.5521
2021,CDI0000000567,69.86,68.53,15.82,43.31,54.17,14.8,28.06,1739,24647,0,6269,29.8,46.86,51.5,93.27,6.334,3.64,0.8344
2014,CDI0000000568,87.35,72.15,50.81,57.6,40.11,11.08,23.42,1429,1104,0,2297,2.99,63.76,14.87,40.97,9.778,53.27,0.8749
2020,CDI0000000569,82.47,80.78,36.56,85.55,0.7,11.61,34.43,3024,1071,0,9676,20.62,69.49,49.89,1.63,0.242,0.55,0.4031
2016,CDI0000000570,91.55,93.0,14.14,20.87,23.83,10.95,7.04,4577,4312,0,22521,29.96,80.36,46.15,53.57,12.618,70.24,0.9927
2018,CDI0000000571,52.39,48.57,51.2,93.93,50.49,20.17,23.68,1302,5027,0,12542,78.89,61.09,18.65,66.32,13.452,6.74,0.9946
2018,CDI0000000572,93.57,71.98,40.77,7.52,32.45,11.18,10.72,220,22897,0,17979,9.86,26.52,32.25,65.38,10.187,50.25,0.8427
2023,CDI0000000573,87.99,74.82,34.9,24.86,16.35,26.43,30.91,2946,2312,0,8354,44.46,10.18,75.02,26.72,4.887,91.86,0.2867
2010,CDI0000000574,61.61,41.76,11.32,72.17,7.04,17.02,8.76,2136,17930,1,20958,53.49,61.55,23.91,81.88,18.511,24.8,0.8277
2022,CDI0000000575,72.52,73.16,21.21,50.95,19.54,32.92,15.15,3159,3470,1,12396,27.54,48.21,58.96,55.57,0.271,92.97,0.3262
2013,CDI0000000576,61.38,61.7,53.66,32.95,26.76,14.0,10.07,4275,17678,0,11514,62.49,18.36,34.36,92.47,15.554,57.52,0.1182
2021,CDI0000000577,64.41,48.74,1.85,61.92,19.95,32.62,29.34,2382,14751,1,3363,17.05,77.79,10.97,44.49,23.921,63.7,0.7647
2015,CDI0000000578,50.61,47.81,48.35,84.65,12.12,25.46,32.13,2096,14574,0,24739,22.53,43.86,11.86,8.9,0.815,52.41,0.7586
2023,CDI0000000579,76.64,48.33,29.83,48.09,34.08,1.62,14.03,2029,21814,1,19987,15.47,71.93,44.27,43.21,2.674,47.26,0.3991
2025,CDI0000000580,87.56,52.75,50.53,53.72,20.06,23.9,32.55,1421,20829,1,8941,20.36,48.4,77.59,31.63,8.996,13.18,0.6574
2016,CDI0000000581,67.22,48.21,0.67,0.24,26.57,14.91,17.19,2840,2137,1,1182,53.86,81.65,46.89,49.05,10.144,14.9,0.8338
2018,CDI0000000582,78.78,75.8,40.9,60.7,13.91,13.68,10.62,2928,1305,1,21759,5.35,30.41,52.46,27.1,7.698,96.28,0.2732
2020,CDI0000000583,48.88,44.15,47.12,99.59,50.82,4.64,23.48,3434,12252,1,9168,58.91,82.58,11.56,24.43,6.672,91.5,0.3698
2015,CDI0000000584,72.36,50.4,34.73,55.9,44.88,10.42,1.32,2523,21133,0,15260,60.21,75.98,54.9,51.15,11.666,60.59,0.4996
2024,CDI0000000585,91.85,57.85,27.01,41.62,56.57,1.74,24.41,2051,12984,0,11852,54.12,81.2,78.51,52.54,24.951,1.64,0.655
2020,CDI0000000586,64.73,58.73,6.98,66.75,51.45,31.36,4.54,4863,17854,1,17118,3.43,35.47,43.48,7.99,1.39,60.07,0.8705
2011,CDI0000000587,80.77,68.74,42.97,67.44,40.65,13.44,8.02,2172,10167,1,135,22.29,30.69,55.57,65.63,13.23,76.94,0.041
2021,CDI0000000588,47.62,43.89,24.84,61.02,0.01,21.76,26.82,896,1673,0,14763,17.77,38.05,32.7,69.29,9.026,32.13,0.7071
2016,CDI0000000589,35.9,31.84,15.71,56.11,13.79,14.88,4.4,3748,6186,0,24924,36.77,68.21,62.97,93.42,6.593,73.87,0.3529
2012,CDI0000000590,67.39,47.94,12.05,37.79,23.73,28.01,33.25,4975,16679,1,4534,15.45,15.93,68.27,32.48,0.64,18.55,0.8981
2015,CDI0000000591,92.74,67.25,48.41,46.17,42.39,30.0,31.09,1378,10702,1,22254,27.74,52.81,33.44,50.05,6.553,13.05,0.8272
2021,CDI0000000592,95.62,63.91,18.3,37.48,47.95,10.39,4.41,1194,18916,0,13638,38.86,29.62,34.99,87.71,18.411,0.01,0.1577
2021,CDI0000000593,87.48,83.36,35.52,73.98,52.85,25.22,9.95,1621,19502,0,2042,43.98,73.77,60.25,82.42,16.706,90.08,0.0874
2010,CDI0000000594,82.72,50.79,35.68,19.65,51.68,30.92,32.72,1913,4030,1,22704,59.42,65.04,20.67,11.49,21.031,78.08,0.2011
2025,CDI0000000595,65.54,49.79,25.93,49.85,13.08,22.19,13.23,3823,2800,1,9164,11.62,82.53,61.22,31.96,15.342,41.12,0.4093
2020,CDI0000000596,83.89,62.84,40.03,65.21,40.62,24.63,6.65,3332,12812,0,24679,10.56,34.66,1.7,79.43,12.171,78.15,0.6791
2015,CDI0000000597,94.41,60.16,49.71,61.43,31.24,6.7,26.37,3903,5681,1,17165,75.73,1.68,58.17,61.41,14.03,93.04,0.1751
2015,CDI0000000598,84.67,68.48,26.79,83.68,18.17,27.95,4.2,2062,15866,0,16510,82.99,52.87,21.58,15.05,22.803,58.05,0.8267
2022,CDI0000000599,60.26,61.32,14.73,63.21,8.74,23.41,34.76,2340,15415,1,8554,9.29,67.99,0.67,68.14,0.738,77.36,0.7553
2018,CDI0000000600,41.91,26.36,27.49,78.21,59.03,29.5,33.27,3254,23629,0,18529,63.17,32.41,33.58,32.94,10.517,54.25,0.7381
2022,CDI0000000601,59.31,57.95,8.41,99.63,6.81,12.79,31.92,522,15827,1,16691,10.69,43.73,64.36,38.67,10.928,3.28,0.8115
2014,CDI0000000602,59.1,41.12,21.49,41.09,40.29,27.17,25.03,1489,19000,1,11434,28.86,17.54,20.64,46.02,10.673,27.71,0.4726
2022,CDI0000000603,59.2,57.48,10.5,55.42,48.86,29.12,17.51,4812,799,0,18160,53.41,74.32,73.67,60.21,6.28,76.71,0.5916
2019,CDI0000000604,88.55,91.53,54.84,33.17,43.27,18.19,24.56,4089,14286,0,21180,81.95,76.54,34.69,33.43,9.814,73.18,0.6754
2017,CDI0000000605,68.36,60.17,6.13,23.89,51.31,10.64,31.67,3305,10816,0,244,66.32,71.44,46.96,42.04,16.204,46.96,0.4757
2016,CDI0000000606,59.57,41.77,28.95,60.56,58.26,9.89,9.31,332,18437,1,7959,14.36,81.72,8.93,58.34,13.944,86.11,0.0217
2022,CDI0000000607,80.71,73.83,47.24,49.77,47.4,8.4,22.33,4210,8579,0,10320,31.61,88.66,76.53,21.34,16.988,44.6,0.2105
2024,CDI0000000608,76.36,63.82,41.52,66.52,48.71,27.29,0.16,1231,7675,0,6163,83.29,71.16,4.28,8.37,24.204,80.52,0.3571
2024,CDI0000000609,66.89,60.14,43.59,60.81,36.63,17.08,2.88,3083,16117,0,17367,39.39,88.98,73.96,44.68,21.808,26.88,0.9425
2015,CDI0000000610,52.24,35.4,48.06,63.64,41.44,15.79,0.59,901,8956,1,7005,48.06,58.09,51.58,10.61,15.701,53.73,0.8187
2012,CDI0000000611,99.34,61.39,52.42,38.81,7.02,21.24,9.79,3399,8775,1,6195,65.83,16.26,4.18,39.39,15.78,71.96,0.7332
2013,CDI0000000612,84.19,80.99,36.57,17.42,23.42,13.59,17.86,2954,12804,0,1490,48.81,4.68,60.21,64.37,6.95,33.57,0.2868
2016,CDI0000000613,84.11,58.61,46.92,54.7,37.28,1.09,17.07,2205,18361,0,673,52.76,37.05,72.37,91.09,1.71,96.31,0.0538
2022,CDI0000000614,46.44,44.77,49.93,16.54,18.49,15.06,22.9,367,3979,1,21395,34.16,23.36,45.29,60.65,19.093,39.16,0.1054
2014,CDI0000000615,41.18,40.3,3.62,22.83,45.32,9.57,4.54,4158,180,0,9474,60.21,67.63,30.0,39.95,16.127,96.56,0.8351
2010,CDI0000000616,57.81,37.44,18.84,95.63,9.97,28.38,10.9,616,18607,0,14556,27.29,74.45,1.75,60.79,8.889,39.63,0.6914
2010,CDI0000000617,72.11,48.86,34.99,93.13,53.61,24.07,32.42,395,11845,1,22721,60.87,71.71,11.63,41.0,16.615,77.8,0.8608
2019,CDI0000000618,83.18,56.76,37.02,0.75,22.89,20.02,25.55,581,13153,1,10689,80.24,46.9,33.49,19.19,9.088,29.15,0.5625
2017,CDI0000000619,50.16,45.45,6.57,72.87,55.34,34.8,7.95,2988,8947,1,14020,40.28,30.79,37.92,39.17,8.769,25.52,0.3398
2014,CDI0000000620,41.46,41.8,14.76,55.25,10.66,3.87,2.47,4667,16777,1,19689,7.53,32.58,19.57,25.45,14.547,0.91,0.6051
2023,CDI0000000621,78.96,58.95,0.57,78.31,48.64,2.66,20.83,4681,7361,1,17715,26.33,24.39,67.63,54.07,15.238,99.48,0.9223
2011,CDI0000000622,44.52,46.71,43.19,41.97,5.01,16.47,33.09,2924,24911,0,15147,44.11,67.81,54.43,76.98,1.823,60.61,0.1227
2012,CDI0000000623,72.36,60.04,14.19,39.67,17.93,22.29,22.44,3847,6393,0,6712,35.6,71.89,74.94,29.72,21.347,65.61,0.4445
2014,CDI0000000624,87.47,58.51,46.49,40.71,11.08,33.25,19.92,330,4761,0,15616,8.55,76.52,41.31,12.02,19.077,59.18,0.1512
2020,CDI0000000625,87.05,67.2,34.51,64.35,15.26,7.37,26.32,4164,2959,0,2109,53.34,58.32,72.43,28.96,3.239,37.97,0.9914
2020,CDI0000000626,90.7,95.23,46.83,45.44,52.88,2.2,9.11,547,3302,0,14796,59.14,26.85,71.37,52.78,9.163,63.93,0.9205
2016,CDI0000000627,69.43,53.89,3.06,2.62,36.22,29.78,23.9,169,22544,0,19186,11.03,22.31,35.24,3.89,7.672,69.67,0.7868
2024,CDI0000000628,65.16,42.69,49.85,76.0,57.22,18.67,27.55,2522,23658,1,12366,64.37,1.91,0.47,8.02,2.767,98.22,0.5812
2016,CDI0000000629,60.59,39.24,11.58,85.97,46.19,3.84,14.42,592,7588,1,15909,23.41,89.74,9.47,10.13,15.914,30.66,0.572
2024,CDI0000000630,55.27,56.23,15.73,17.14,15.51,12.05,29.21,4795,23046,0,5036,30.74,76.24,26.99,84.35,22.951,0.46,0.3863
2014,CDI0000000631,45.16,47.07,54.28,6.13,1.46,8.32,12.03,1155,13591,1,24914,76.26,4.55,53.68,80.27,21.71,3.51,0.9807
2010,CDI0000000632,55.0,33.78,22.93,66.7,7.29,18.83,17.99,4922,1475,0,4269,12.96,52.42,12.25,48.15,4.978,34.16,0.0032
2011,CDI0000000633,80.11,53.54,45.33,47.61,22.98,18.2,23.06,3097,18886,1,12721,54.04,87.33,44.88,6.81,10.731,76.06,0.6601
2019,CDI0000000634,71.43,72.89,47.77,55.57,58.57,21.75,27.92,820,11831,0,14622,43.74,44.65,65.78,70.11,11.65,62.48,0.9883
2010,CDI0000000635,37.57,30.74,53.47,38.67,49.47,22.45,21.97,3771,3669,0,9822,54.35,20.65,33.87,4.04,15.747,75.62,0.5956
2024,CDI0000000636,40.02,27.03,45.4,33.33,23.19,30.54,12.96,4536,11425,0,6780,62.54,20.2,11.5,67.82,15.683,12.16,0.1618
2016,CDI0000000637,92.79,72.58,51.51,86.42,27.29,31.55,13.56,4641,2429,0,2576,49.7,6.22,56.56,84.56,10.002,35.46,0.7962
2020,CDI0000000638,79.67,67.97,35.58,41.88,56.89,25.85,34.91,1239,3922,1,5301,44.44,64.94,70.41,22.44,5.964,57.32,0.2578
2019,CDI0000000639,86.58,76.94,6.7,92.1,40.8,11.91,14.03,3383,24293,0,16639,60.89,49.79,29.68,12.59,7.593,21.08,0.5096
2015,CDI0000000640,59.54,41.98,54.43,53.67,54.2,9.69,23.04,2341,12055,0,23152,69.77,83.98,47.1,84.0,21.42,53.52,0.7533
2010,CDI0000000641,83.31,57.67,49.39,24.38,51.62,33.27,31.28,1496,6517,1,23999,40.39,47.57,16.86,14.13,4.287,56.44,0.6147
2017,CDI0000000642,80.97,49.54,26.22,5.07,35.47,24.19,27.19,1757,17967,0,5684,12.01,54.94,47.56,36.21,7.356,5.78,0.9043
2025,CDI0000000643,41.18,31.27,51.01,65.15,40.44,32.88,28.92,4479,22348,1,16051,52.37,1.08,78.19,89.05,14.123,83.06,0.9749
2010,CDI0000000644,72.53,50.65,52.9,13.66,16.07,11.12,27.9,1473,19910,0,7506,6.27,26.88,42.65,90.77,18.717,60.73,0.4294
2020,CDI0000000645,44.5,32.01,15.33,54.93,23.45,11.58,0.09,3007,3518,1,93,25.12,16.99,59.05,50.22,17.225,47.93,0.3546
2014,CDI0000000646,70.22,66.14,9.12,64.57,37.57,0.92,0.38,3581,9537,1,6812,13.71,35.99,16.96,42.75,9.759,76.81,0.5903
2025,CDI0000000647,78.53,57.8,41.06,80.38,54.98,19.51,18.89,2369,6876,1,11061,2.95,26.64,68.36,94.16,12.508,14.14,0.8476
2013,CDI0000000648,68.83,61.21,40.38,19.98,5.91,26.69,21.82,1380,698,1,6835,74.52,29.38,22.79,22.5,24.558,22.76,0.0153
2013,CDI0000000649,84.46,74.29,25.06,20.93,42.03,3.1,11.0,4964,7180,0,11990,75.25,73.72,3.3,37.44,23.603,8.02,0.0732
2011,CDI0000000650,58.05,37.45,1.35,52.45,48.94,17.88,22.46,1210,17346,1,15216,8.01,70.61,77.1,85.5,11.653,22.8,0.6257
2014,CDI0000000651,88.19,54.32,25.7,45.02,5.04,13.23,25.81,4463,2764,1,9040,33.3,62.52,15.21,0.09,10.518,21.03,0.5408
2015,CDI0000000652,49.83,33.32,17.59,49.0,55.53,1.57,34.08,2292,7408,1,10996,72.31,31.53,2.14,2.04,20.737,36.08,0.4153
2015,CDI0000000653,97.8,98.75,23.0,79.29,46.1,5.92,21.16,2142,1916,0,20949,65.65,16.68,2.34,6.59,20.604,14.6,0.6402
2025,CDI0000000654,50.06,49.32,33.68,9.08,5.07,27.04,23.01,3485,3459,0,10678,31.54,44.53,68.78,11.37,20.001,54.93,0.2709
2012,CDI0000000655,58.19,56.93,20.67,2.77,52.71,1.6,3.59,2915,3484,0,3063,72.23,0.11,61.66,45.9,4.974,73.15,0.579
2015,CDI0000000656,75.47,60.19,3.74,40.56,53.61,11.66,17.86,2714,15227,1,20684,71.93,50.67,47.11,47.75,1.259,63.81,0.5592
2012,CDI0000000657,77.18,68.83,12.19,91.78,24.54,27.27,11.93,4983,11223,1,14889,62.25,29.19,11.94,19.61,3.313,39.09,0.8384
2015,CDI0000000658,54.43,43.32,14.13,62.9,14.87,17.3,19.55,4220,17394,0,10850,67.07,1.32,10.12,92.79,17.656,20.49,0.3362
2012,CDI0000000659,80.6,53.12,46.39,9.09,42.81,5.35,5.55,81,14445,1,18411,72.14,51.3,18.46,79.01,3.45,15.3,0.3443
2013,CDI0000000660,77.07,74.65,0.81,96.99,2.15,11.31,27.16,4420,18034,1,634,32.24,28.28,24.43,68.86,0.046,16.4,0.3533
