imm_border_encounter_date,imm_border_sector_code,imm_border_processing_facility_id,imm_border_encounter_type_code,imm_border_single_adult_flag,imm_border_family_unit_flag,imm_border_unaccompanied_child_flag,imm_border_country_of_origin_code,imm_border_repeat_encounter_flag,imm_border_prior_removal_flag,imm_border_credible_fear_claim_flag,imm_border_asylum_referral_flag,imm_border_expedited_removal_flag,imm_border_parole_granted_flag,imm_border_detention_length_days,imm_border_alternatives_to_detention_flag,imm_border_court_notice_issued_flag,imm_border_case_outcome_code,imm_border_resource_load_index,imm_border_policy_regime_code
2021-02-05,ELP,FAC0000494,APPREHENSION,0,0,0,CM,0,1,0,0,0,0,117,0,1,REMOVED,0.983693,POL_A
2021-02-06,HFD,FAC0000495,APPREHENSION,1,0,0,UA,0,0,0,0,1,0,81,1,1,TRANSFERRED,0.553094,POL_B
2021-02-07,ELP,FAC0000496,APPREHENSION,1,0,0,VE,0,0,0,0,0,0,108,0,1,REMOVED,0.745795,POL_F
2021-02-08,DLR,FAC0000497,APPREHENSION,1,0,0,IN,0,0,1,1,1,0,99,1,1,RELEASED,0.318896,POL_B
2021-02-09,SPO,FAC0000498,TRANSFER,0,0,0,IN,0,0,1,0,0,1,4,0,1,RETURNED,0.907197,POL_D
2021-02-10,SPO,FAC0000499,APPREHENSION,1,1,0,NI,1,0,0,1,1,0,118,1,1,TRANSFERRED,0.832498,POL_B
2021-02-11,LRT,FAC0000500,APPREHENSION,0,0,0,HN,0,0,0,1,0,0,125,0,1,RELEASED,0.223299,POL_B
2021-02-12,ELP,FAC0000501,APPREHENSION,0,0,0,GT,1,0,0,0,1,0,18,0,1,REMOVED,0.8294,POL_B
2021-02-13,YUM,FAC0000502,TURNBACK,0,0,0,CO,0,0,1,0,1,1,113,0,1,TRANSFERRED,0.698201,POL_E
2021-02-14,DLR,FAC0000503,APPREHENSION,1,1,0,MX,0,1,1,0,1,1,157,0,0,RELEASED,0.942502,POL_D
2021-02-15,SPO,FAC0000504,TURNBACK,1,0,0,NI,0,0,1,0,0,0,149,1,0,REMOVED,0.922103,POL_A
2021-02-16,SDG,FAC0000505,TURNBACK,0,1,0,MX,1,0,1,0,1,0,39,1,0,REMOVED,0.519104,POL_E
2021-02-17,YUM,FAC0000506,TRANSFER,1,1,0,SV,0,0,0,1,1,1,100,0,1,RETURNED,0.079405,POL_D
2021-02-18,HFD,FAC0000507,APPREHENSION,1,1,0,AF,0,1,0,0,0,0,97,0,1,TRANSFERRED,0.742406,POL_B
2021-02-19,BBR,FAC0000508,APPREHENSION,0,0,0,CM,0,0,0,1,1,1,110,0,0,REMOVED,0.315607,POL_D
2021-02-20,DLR,FAC0000509,APPREHENSION,1,0,0,BR,0,0,0,0,1,0,142,1,1,PENDING,0.853408,POL_B
2021-02-21,RGV,FAC0000510,APPREHENSION,1,0,1,CN,1,0,0,0,1,0,79,0,1,RETURNED,0.030609,POL_A
2021-02-22,ELP,FAC0000511,APPREHENSION,1,0,0,CM,0,0,0,0,1,0,85,0,0,REMOVED,0.00451,POL_B
2021-02-23,TUC,FAC0000512,APPREHENSION,1,0,0,BR,0,0,0,0,1,0,12,0,0,PENDING,0.984411,POL_A
2021-02-24,YUM,FAC0000513,APPREHENSION,1,1,0,GT,1,1,1,0,0,0,67,0,0,RETURNED,0.021112,POL_D
2021-02-25,RGV,FAC0000514,APPREHENSION,1,0,0,BR,0,0,0,0,0,0,139,0,1,REMOVED,0.707613,POL_C
2021-02-26,SPO,FAC0000515,APPREHENSION,0,1,0,TR,0,0,0,0,0,1,158,0,1,RELEASED,0.582514,POL_F
2021-02-27,LRT,FAC0000516,APPREHENSION,0,0,0,IN,0,0,1,0,1,1,85,0,1,RELEASED,0.570415,POL_B
2021-02-28,TUC,FAC0000517,APPREHENSION,1,1,0,EC,0,0,0,0,0,1,41,1,0,REMOVED,0.110216,POL_B
2021-03-01,YUM,FAC0000518,APPREHENSION,1,0,0,GT,0,0,1,0,0,1,152,0,1,REMOVED,0.959417,POL_A
2021-03-02,HFD,FAC0000519,APPREHENSION,1,0,1,RU,0,0,0,0,1,0,146,0,1,REMOVED,0.798618,POL_C
2021-03-03,RGV,FAC0000520,APPREHENSION,1,1,1,CO,0,0,1,0,1,0,129,1,1,REMOVED,0.091519,POL_F
2021-03-04,RGV,FAC0000521,APPREHENSION,1,1,0,BR,0,0,0,0,0,0,95,1,1,TRANSFERRED,0.62472,POL_B
2021-03-05,TUC,FAC0000522,APPREHENSION,0,0,0,MX,1,0,1,0,0,0,68,0,1,PENDING,0.308521,POL_C
2021-03-06,BBR,FAC0000523,APPREHENSION,1,1,0,SV,0,0,0,0,0,0,96,0,1,RETURNED,0.423622,POL_C
2021-03-07,HFD,FAC0000524,APPREHENSION,1,1,0,VE,1,0,0,0,1,0,70,0,0,REMOVED,0.352723,POL_C
2021-03-08,TUC,FAC0000525,APPREHENSION,0,1,0,BR,0,1,1,0,0,0,158,0,1,RELEASED,0.829624,POL_F
2021-03-09,TUC,FAC0000526,APPREHENSION,1,0,0,GT,0,0,1,0,1,0,89,1,1,RETURNED,0.701725,POL_C
2021-03-10,BBR,FAC0000527,APPREHENSION,0,0,0,DO,0,0,0,0,1,0,122,1,0,PENDING,0.561926,POL_B
2021-03-11,TUC,FAC0000528,APPREHENSION,1,0,0,CO,0,1,1,1,0,0,124,1,0,RELEASED,0.725727,POL_B
2021-03-12,SDG,FAC0000529,INADMISSIBLE,0,1,0,CU,0,0,1,0,0,0,180,1,0,PENDING,0.489528,POL_D
2021-03-13,RGV,FAC0000530,APPREHENSION,0,0,0,HN,0,0,0,0,1,0,121,0,0,RELEASED,0.539929,POL_E
2021-03-14,ELP,FAC0000531,APPREHENSION,1,0,1,IN,0,1,1,0,1,0,85,1,0,PENDING,0.84463,POL_A
2021-03-15,SPO,FAC0000532,INADMISSIBLE,0,1,1,HT,1,1,0,0,1,0,176,0,1,REMOVED,0.344131,POL_B
2021-03-16,BBR,FAC0000533,TRANSFER,0,1,0,HN,1,0,1,0,0,0,121,0,0,REMOVED,0.218132,POL_F
2021-03-17,LRT,FAC0000534,TRANSFER,0,1,0,PE,1,0,0,0,0,0,45,0,0,REMOVED,0.542133,POL_F
2021-03-18,SPO,FAC0000535,INADMISSIBLE,1,0,0,RU,0,0,0,0,0,0,79,1,1,RELEASED,0.392734,POL_D
2021-03-19,YUM,FAC0000536,APPREHENSION,0,0,0,EC,0,1,0,1,0,0,138,1,1,RETURNED,0.780835,POL_B
2021-03-20,TUC,FAC0000537,APPREHENSION,0,0,0,EC,0,1,0,0,0,0,162,0,1,REMOVED,0.914736,POL_A
2021-03-21,RGV,FAC0000538,TRANSFER,0,0,0,CM,1,0,1,0,1,0,28,1,1,RETURNED,0.340037,POL_F
2021-03-22,ELP,FAC0000539,APPREHENSION,0,1,0,NI,1,1,0,0,0,0,87,1,0,RELEASED,0.674938,POL_C
2021-03-23,LRT,FAC0000540,APPREHENSION,0,1,1,MX,1,0,0,0,0,0,67,0,0,TRANSFERRED,0.586439,POL_A
2021-03-24,ELP,FAC0000541,TRANSFER,1,0,1,RU,0,0,1,0,0,1,80,0,1,REMOVED,0.60204,POL_C
2021-03-25,LRT,FAC0000542,APPREHENSION,1,0,0,TR,0,0,1,1,0,0,144,0,0,RETURNED,0.804641,POL_D
2021-03-26,BBR,FAC0000543,TURNBACK,1,0,0,CM,0,0,0,1,0,0,41,0,0,PENDING,0.848242,POL_D
2021-03-27,BBR,FAC0000544,APPREHENSION,0,0,0,IN,0,0,1,0,0,0,67,0,1,REMOVED,0.941743,POL_F
2021-03-28,DLR,FAC0000545,APPREHENSION,1,0,0,MX,0,0,1,0,1,0,115,0,1,TRANSFERRED,0.964044,POL_F
2021-03-29,SPO,FAC0000546,APPREHENSION,1,1,0,GT,0,0,1,1,0,0,23,0,1,TRANSFERRED,0.986745,POL_E
2021-03-30,SPO,FAC0000547,APPREHENSION,1,0,1,CN,1,0,0,1,0,0,86,1,0,TRANSFERRED,0.734646,POL_B
2021-03-31,HFD,FAC0000548,INADMISSIBLE,0,0,0,HN,0,1,0,0,1,0,148,0,1,RELEASED,0.372947,POL_B
2021-04-01,DLR,FAC0000549,TURNBACK,0,0,0,AF,0,0,0,0,1,0,3,1,1,RETURNED,0.123948,POL_D
2021-04-02,HFD,FAC0000550,APPREHENSION,1,0,0,PE,0,0,1,0,1,0,107,1,1,PENDING,0.688249,POL_C
2021-04-03,DLR,FAC0000551,INADMISSIBLE,0,1,0,CM,0,1,0,0,0,0,10,1,1,REMOVED,0.73905,POL_E
2021-04-04,BBR,FAC0000552,TRANSFER,0,1,1,RU,1,0,0,0,0,0,175,0,0,TRANSFERRED,0.468651,POL_B
2021-04-05,BBR,FAC0000553,INADMISSIBLE,1,1,0,PE,1,0,0,0,0,1,148,1,1,RELEASED,0.795752,POL_A
2021-04-06,TUC,FAC0000554,APPREHENSION,0,0,0,NI,0,1,0,1,1,0,84,0,1,RELEASED,0.237453,POL_E
2021-04-07,YUM,FAC0000555,APPREHENSION,1,0,0,RU,0,0,0,0,1,0,155,1,1,RELEASED,0.576954,POL_A
2021-04-08,ELP,FAC0000556,APPREHENSION,1,1,0,BR,0,0,0,0,1,0,131,1,0,REMOVED,0.460355,POL_C
2021-04-09,SPO,FAC0000557,INADMISSIBLE,1,0,1,GT,0,0,0,0,0,0,58,1,0,RETURNED,0.192356,POL_A
2021-04-10,RGV,FAC0000558,APPREHENSION,1,0,0,MX,0,0,0,0,1,1,11,1,1,PENDING,0.330757,POL_C
2021-04-11,TUC,FAC0000559,APPREHENSION,0,1,0,IN,1,1,0,0,0,0,99,0,0,REMOVED,0.529758,POL_E
2021-04-12,RGV,FAC0000560,TRANSFER,1,0,0,HN,0,1,0,0,0,0,167,0,1,REMOVED,0.476659,POL_B
2021-04-13,HFD,FAC0000561,INADMISSIBLE,0,1,0,VE,0,0,0,1,1,0,145,0,0,RETURNED,0.00426,POL_F
2021-04-14,RGV,FAC0000562,INADMISSIBLE,1,0,0,PE,0,0,0,0,0,0,161,0,1,PENDING,0.520861,POL_C
2021-04-15,TUC,FAC0000563,TURNBACK,0,0,1,CN,0,0,0,0,1,1,30,1,1,RETURNED,0.330462,POL_C
2021-04-16,BBR,FAC0000564,INADMISSIBLE,1,0,0,CN,0,1,0,0,0,0,67,0,1,REMOVED,0.729863,POL_C
2021-04-17,SDG,FAC0000565,APPREHENSION,1,1,1,CO,0,0,0,0,0,1,14,0,1,RETURNED,0.032564,POL_B
2021-04-18,TUC,FAC0000566,APPREHENSION,1,1,0,CN,0,0,0,1,1,0,107,0,1,RELEASED,0.582265,POL_F
2021-04-19,DLR,FAC0000567,APPREHENSION,1,0,0,CU,0,0,1,0,1,0,121,0,1,PENDING,0.869566,POL_D
2021-04-20,ELP,FAC0000568,APPREHENSION,1,0,0,PE,0,1,1,0,1,1,63,0,0,PENDING,0.567767,POL_C
2021-04-21,SDG,FAC0000569,APPREHENSION,1,1,0,CU,0,0,0,1,0,0,37,0,1,RELEASED,0.985068,POL_A
2021-04-22,LRT,FAC0000570,APPREHENSION,1,1,0,CU,0,0,0,1,0,0,163,1,1,REMOVED,0.212669,POL_A
2021-04-23,YUM,FAC0000571,APPREHENSION,0,0,1,HT,0,1,0,0,0,1,88,1,1,REMOVED,0.47107,POL_C
2021-04-24,BBR,FAC0000572,APPREHENSION,0,1,0,CM,0,0,0,0,0,0,42,0,1,REMOVED,0.388971,POL_E
2021-04-25,DLR,FAC0000573,APPREHENSION,1,0,0,CU,0,1,0,0,0,0,67,0,0,RELEASED,0.909372,POL_C
2021-04-26,YUM,FAC0000574,APPREHENSION,1,0,1,CO,0,0,0,0,0,0,66,0,0,REMOVED,0.899773,POL_F
2021-04-27,SDG,FAC0000575,APPREHENSION,1,1,1,HT,1,1,1,0,0,1,47,0,1,RELEASED,0.464874,POL_F
2021-04-28,SPO,FAC0000576,TURNBACK,1,1,0,AF,1,0,0,0,0,0,122,1,0,TRANSFERRED,0.522075,POL_C
2021-04-29,BBR,FAC0000577,APPREHENSION,1,0,0,CU,0,1,0,1,1,0,51,1,1,RETURNED,0.124476,POL_D
2021-04-30,BBR,FAC0000578,APPREHENSION,1,0,0,UA,0,0,0,0,0,0,32,0,1,RELEASED,0.030577,POL_E
2021-05-01,RGV,FAC0000579,INADMISSIBLE,1,0,0,CN,0,1,0,1,0,0,114,0,1,RETURNED,0.725878,POL_E
2021-05-02,SPO,FAC0000580,APPREHENSION,1,1,0,AF,0,0,0,1,0,0,2,1,1,RETURNED,0.723479,POL_C
2021-05-03,DLR,FAC0000581,INADMISSIBLE,0,0,0,VE,0,0,0,0,1,0,107,0,0,RETURNED,0.84258,POL_D
2021-05-04,RGV,FAC0000582,APPREHENSION,1,0,0,AF,0,1,0,0,1,1,146,0,1,VOLUNTARY_DEPARTURE,0.905081,POL_B
2021-05-05,YUM,FAC0000583,APPREHENSION,1,1,0,CM,0,0,0,0,0,0,48,1,0,REMOVED,0.712082,POL_F
2021-05-06,RGV,FAC0000584,APPREHENSION,0,0,0,TR,1,0,1,0,1,0,82,1,1,TRANSFERRED,0.507183,POL_C
2021-05-07,DLR,FAC0000585,APPREHENSION,1,0,0,SV,0,0,0,0,0,1,177,1,1,RETURNED,0.787684,POL_D
2021-05-08,DLR,FAC0000586,INADMISSIBLE,1,1,0,HN,0,0,0,1,0,0,92,1,1,REMOVED,0.851785,POL_E
2021-05-09,HFD,FAC0000587,APPREHENSION,0,1,1,HT,1,0,0,0,1,1,103,0,0,REMOVED,0.450786,POL_E
2021-05-10,DLR,FAC0000588,APPREHENSION,1,1,0,CN,0,0,0,0,1,1,93,0,1,RETURNED,0.419787,POL_E
2021-05-11,DLR,FAC0000589,APPREHENSION,0,1,0,EC,0,0,0,0,0,0,54,0,0,RETURNED,0.110188,POL_D
2021-05-12,YUM,FAC0000590,TURNBACK,0,0,0,CO,0,0,1,0,0,0,43,0,1,TRANSFERRED,0.951789,POL_F
2021-05-13,SDG,FAC0000591,APPREHENSION,1,0,0,BR,0,1,0,0,0,0,40,1,0,TRANSFERRED,0.17899,POL_C
2021-05-14,SDG,FAC0000592,APPREHENSION,0,0,0,SV,0,1,0,1,0,0,29,1,1,RETURNED,0.278091,POL_F
2021-05-15,HFD,FAC0000593,INADMISSIBLE,1,0,0,CN,0,1,0,0,1,1,129,1,1,RELEASED,0.217492,POL_F
2021-05-16,YUM,FAC0000594,APPREHENSION,1,0,1,DO,0,0,1,1,0,0,31,1,1,RELEASED,0.942093,POL_C
2021-05-17,SDG,FAC0000595,APPREHENSION,0,0,0,EC,1,0,0,0,0,0,81,0,1,REMOVED,0.936094,POL_C
2021-05-18,DLR,FAC0000596,APPREHENSION,1,1,0,BR,0,0,0,0,1,1,172,0,1,PENDING,0.406395,POL_A
2021-05-19,YUM,FAC0000597,APPREHENSION,0,1,0,SV,0,0,1,0,1,0,103,0,0,VOLUNTARY_DEPARTURE,0.465896,POL_B
2021-05-20,HFD,FAC0000598,INADMISSIBLE,1,0,1,HT,0,0,0,0,1,0,72,0,1,REMOVED,0.655697,POL_D
2021-05-21,RGV,FAC0000599,INADMISSIBLE,1,0,0,MX,0,0,1,0,0,0,32,0,1,RETURNED,0.960798,POL_F
2021-05-22,DLR,FAC0000600,INADMISSIBLE,0,0,0,UA,0,0,1,0,1,1,113,0,1,REMOVED,0.673899,POL_D
2021-05-23,RGV,FAC0000601,APPREHENSION,1,0,0,CN,1,0,1,0,1,1,132,1,1,PENDING,0.3998,POL_D
2021-05-24,YUM,FAC0000602,INADMISSIBLE,0,0,0,PE,0,0,1,1,0,0,10,1,0,PENDING,0.686401,POL_F
2021-05-25,DLR,FAC0000603,APPREHENSION,0,0,0,VE,0,0,1,1,1,0,144,0,0,PENDING,0.858402,POL_C
2021-05-26,HFD,FAC0000604,APPREHENSION,1,0,0,CO,1,1,0,0,1,0,166,1,1,RELEASED,0.676603,POL_A
2021-05-27,YUM,FAC0000605,RESCUE,1,0,0,CM,0,0,0,1,0,0,149,1,0,PENDING,0.215604,POL_B
2021-05-28,SDG,FAC0000606,TURNBACK,0,1,1,DO,0,0,1,0,0,0,90,1,0,PENDING,0.230705,POL_F
2021-05-29,ELP,FAC0000607,RESCUE,1,0,0,BR,0,1,0,1,1,0,87,0,0,REMOVED,0.582306,POL_B
2021-05-30,HFD,FAC0000608,APPREHENSION,1,1,0,TR,1,0,0,0,0,0,11,1,1,RELEASED,0.831507,POL_F
2021-05-31,BBR,FAC0000609,APPREHENSION,1,1,0,HN,1,0,1,0,1,0,2,1,1,VOLUNTARY_DEPARTURE,0.569008,POL_C
2021-06-01,TUC,FAC0000610,TURNBACK,1,1,0,AF,0,0,0,0,0,1,128,0,0,TRANSFERRED,0.231609,POL_B
2021-06-02,YUM,FAC0000611,APPREHENSION,1,1,0,NI,1,0,1,1,0,0,167,0,1,TRANSFERRED,0.55641,POL_F
2021-06-03,ELP,FAC0000612,APPREHENSION,0,0,0,VE,0,1,0,0,1,0,42,0,0,REMOVED,0.482811,POL_E
2021-06-04,LRT,FAC0000613,INADMISSIBLE,1,0,0,CU,0,1,0,0,0,0,118,0,1,REMOVED,0.158212,POL_C
2021-06-05,BBR,FAC0000614,APPREHENSION,0,0,0,TR,0,0,0,0,1,1,156,1,1,RELEASED,0.222213,POL_D
2021-06-06,ELP,FAC0000615,APPREHENSION,1,0,1,CN,0,0,0,1,0,0,36,1,1,RELEASED,0.098214,POL_E
2021-06-07,YUM,FAC0000616,APPREHENSION,0,1,0,SV,0,1,0,0,1,0,8,0,0,RELEASED,0.031215,POL_F
2021-06-08,TUC,FAC0000617,APPREHENSION,1,0,0,CM,0,0,0,1,0,0,69,0,0,RELEASED,0.759416,POL_A
2021-06-09,TUC,FAC0000618,APPREHENSION,1,0,0,IN,0,0,1,0,0,1,132,0,1,REMOVED,0.958617,POL_A
2021-06-10,SDG,FAC0000619,APPREHENSION,1,0,0,BR,0,0,1,0,0,0,164,0,1,PENDING,0.173218,POL_D
2021-06-11,BBR,FAC0000620,APPREHENSION,1,0,0,AF,0,1,1,0,0,0,133,0,0,REMOVED,0.585219,POL_B
2021-06-12,LRT,FAC0000621,INADMISSIBLE,1,1,0,AF,0,0,0,0,1,0,60,0,0,RELEASED,0.73702,POL_C
2021-06-13,DLR,FAC0000622,TURNBACK,0,1,0,CN,0,0,0,0,0,0,2,0,0,REMOVED,0.251321,POL_A
2021-06-14,TUC,FAC0000623,APPREHENSION,1,0,0,UA,1,0,0,1,0,0,62,1,1,RETURNED,0.487822,POL_A
2021-06-15,HFD,FAC0000624,APPREHENSION,1,0,0,PE,0,0,1,0,1,0,44,1,0,REMOVED,0.030423,POL_C
2021-06-16,ELP,FAC0000625,APPREHENSION,1,1,0,TR,0,1,0,0,0,1,121,0,1,REMOVED,0.890024,POL_F
2021-06-17,SPO,FAC0000626,APPREHENSION,0,1,0,BR,0,0,1,0,0,1,151,0,0,RELEASED,0.498825,POL_E
2021-06-18,BBR,FAC0000627,TURNBACK,1,0,0,HT,1,0,0,0,0,0,73,0,1,RETURNED,0.063726,POL_E
2021-06-19,YUM,FAC0000628,APPREHENSION,1,1,0,HN,1,0,0,0,1,1,130,0,0,RETURNED,0.202227,POL_A
2021-06-20,TUC,FAC0000629,APPREHENSION,0,0,0,GT,0,0,0,0,1,0,154,1,1,TRANSFERRED,0.864728,POL_B
2021-06-21,SPO,FAC0000630,APPREHENSION,1,0,0,HT,1,1,1,0,0,0,162,0,1,REMOVED,0.674029,POL_F
2021-06-22,TUC,FAC0000631,APPREHENSION,1,0,0,VE,0,0,0,0,0,0,177,1,1,TRANSFERRED,0.12803,POL_C
2021-06-23,ELP,FAC0000632,APPREHENSION,1,0,0,HT,0,0,0,0,0,0,177,1,1,RETURNED,0.753431,POL_B
2021-06-24,RGV,FAC0000633,TRANSFER,1,0,0,EC,0,0,0,0,0,0,137,1,1,TRANSFERRED,0.280032,POL_A
2021-06-25,TUC,FAC0000634,APPREHENSION,0,0,0,IN,1,0,1,0,0,0,98,0,1,RELEASED,0.212333,POL_E
2021-06-26,YUM,FAC0000635,APPREHENSION,1,0,0,DO,0,0,0,0,0,0,33,1,0,RETURNED,0.996134,POL_E
2021-06-27,ELP,FAC0000636,APPREHENSION,0,1,1,CU,0,0,0,1,0,0,174,1,1,RELEASED,0.602335,POL_F
2021-06-28,SPO,FAC0000637,APPREHENSION,0,0,0,DO,1,1,0,1,0,0,74,1,1,RETURNED,0.412536,POL_B
2021-06-29,BBR,FAC0000638,APPREHENSION,1,0,0,CO,1,1,1,0,1,0,79,0,0,RELEASED,0.226137,POL_A
2021-06-30,SDG,FAC0000639,INADMISSIBLE,1,0,1,CO,0,0,0,0,1,1,132,0,0,RELEASED,0.525838,POL_D
2021-07-01,SPO,FAC0000640,APPREHENSION,1,1,1,UA,1,0,0,0,1,0,85,1,1,RELEASED,0.356939,POL_B
2021-07-02,ELP,FAC0000641,APPREHENSION,1,0,0,PE,1,0,0,1,0,0,40,1,1,TRANSFERRED,0.16554,POL_C
2021-07-03,SPO,FAC0000642,APPREHENSION,1,0,0,NI,0,0,0,0,0,0,70,0,1,RETURNED,0.465041,POL_F
2021-07-04,TUC,FAC0000643,APPREHENSION,1,0,0,TR,1,0,0,0,0,1,79,1,0,RELEASED,0.001142,POL_B
2021-07-05,SPO,FAC0000644,APPREHENSION,1,0,0,TR,1,1,1,0,1,0,173,0,0,RELEASED,0.647043,POL_A
2021-07-06,YUM,FAC0000645,APPREHENSION,1,1,0,CN,0,0,0,1,1,1,132,0,1,PENDING,0.165144,POL_F
2021-07-07,ELP,FAC0000646,TURNBACK,1,0,0,SV,0,0,0,0,0,0,39,0,1,PENDING,0.739445,POL_D
2021-07-08,YUM,FAC0000647,APPREHENSION,0,1,0,CO,0,0,1,0,1,1,16,1,1,TRANSFERRED,0.912946,POL_F
2021-07-09,YUM,FAC0000648,TURNBACK,1,0,0,RU,1,0,0,0,0,0,155,0,1,REMOVED,0.522047,POL_F
2021-07-10,ELP,FAC0000649,APPREHENSION,0,1,1,HN,0,0,0,1,0,0,37,1,1,REMOVED,0.218348,POL_F
2021-07-11,RGV,FAC0000650,APPREHENSION,1,0,1,SV,0,0,0,0,0,0,108,0,1,RETURNED,0.317449,POL_E
2021-07-12,HFD,FAC0000651,APPREHENSION,1,0,0,CN,0,0,0,0,1,0,92,1,1,TRANSFERRED,0.56105,POL_D
2021-07-13,HFD,FAC0000652,APPREHENSION,1,0,1,IN,0,0,0,0,0,0,7,1,1,RETURNED,0.877751,POL_A
2021-07-14,HFD,FAC0000653,APPREHENSION,1,1,0,HN,0,0,0,0,1,0,76,1,0,REMOVED,0.273652,POL_D
2021-07-15,YUM,FAC0000654,APPREHENSION,1,0,0,TR,0,0,0,0,1,0,39,1,0,VOLUNTARY_DEPARTURE,0.044153,POL_A
2021-07-16,YUM,FAC0000655,APPREHENSION,1,1,0,RU,0,0,1,0,0,0,170,0,1,ASYLEE_GRANTED,0.913654,POL_A
2021-07-17,SDG,FAC0000656,TRANSFER,1,1,0,HT,1,0,0,0,1,0,108,1,1,RELEASED,0.410755,POL_D
2021-07-18,SPO,FAC0000657,TRANSFER,1,1,0,BR,0,0,0,0,1,0,172,0,1,TRANSFERRED,0.634356,POL_B
2021-07-19,RGV,FAC0000658,TURNBACK,0,0,0,PE,0,0,1,1,0,0,87,0,0,PENDING,0.492657,POL_B
2021-07-20,RGV,FAC0000659,APPREHENSION,1,0,0,NI,0,0,0,0,1,0,36,0,0,REMOVED,0.678158,POL_D
2021-07-21,YUM,FAC0000660,APPREHENSION,0,1,1,IN,1,0,0,0,1,0,26,0,1,PENDING,0.220059,POL_E
2021-07-22,TUC,FAC0000661,RESCUE,1,1,0,GT,0,0,1,0,1,0,48,1,1,RETURNED,0.20456,POL_E
2021-07-23,ELP,FAC0000662,APPREHENSION,0,1,0,CU,1,0,0,1,0,0,27,0,1,REMOVED,0.428261,POL_B
2021-07-24,LRT,FAC0000663,APPREHENSION,1,1,0,IN,0,0,0,1,0,0,147,1,1,REMOVED,0.157562,POL_F
2021-07-25,BBR,FAC0000664,APPREHENSION,1,0,0,GT,0,0,1,1,1,1,53,0,0,RETURNED,0.453963,POL_C
2021-07-26,YUM,FAC0000665,APPREHENSION,1,0,1,CO,0,0,0,0,0,0,48,1,1,REMOVED,0.376264,POL_F
2021-07-27,DLR,FAC0000666,APPREHENSION,1,0,0,GT,1,0,0,0,0,0,157,0,1,PENDING,0.506365,POL_F
2021-07-28,YUM,FAC0000667,APPREHENSION,0,1,0,IN,0,0,0,0,1,0,36,1,1,REMOVED,0.951066,POL_E
2021-07-29,SPO,FAC0000668,APPREHENSION,1,1,0,MX,0,1,0,0,0,0,11,1,1,PENDING,0.796867,POL_C
2021-07-30,ELP,FAC0000669,TURNBACK,1,1,0,AF,0,1,0,0,0,0,136,0,1,RETURNED,0.325668,POL_A
2021-07-31,SPO,FAC0000670,TURNBACK,1,0,0,BR,1,0,0,0,0,0,112,0,0,PENDING,0.883669,POL_A
2021-08-01,SDG,FAC0000671,APPREHENSION,1,0,0,NI,0,0,0,0,1,0,156,0,1,REMOVED,0.91737,POL_C
2021-08-02,RGV,FAC0000672,INADMISSIBLE,1,1,0,GT,0,0,0,0,0,0,136,1,0,REMOVED,0.942771,POL_F
2021-08-03,HFD,FAC0000673,INADMISSIBLE,0,0,1,HT,0,0,1,0,0,0,152,1,1,REMOVED,0.262972,POL_C
2021-08-04,BBR,FAC0000674,APPREHENSION,1,0,0,TR,1,0,0,0,0,0,66,1,1,RETURNED,0.173073,POL_E
2021-08-05,BBR,FAC0000675,APPREHENSION,1,0,0,RU,0,0,1,1,1,0,88,0,0,TRANSFERRED,0.808474,POL_B
2021-08-06,ELP,FAC0000676,APPREHENSION,0,0,0,GT,0,0,0,0,0,0,82,0,1,RELEASED,0.479775,POL_E
2021-08-07,DLR,FAC0000677,INADMISSIBLE,0,1,0,NI,1,0,0,1,0,1,129,0,1,TRANSFERRED,0.099776,POL_A
2021-08-08,BBR,FAC0000678,TURNBACK,0,0,0,MX,1,1,0,1,1,0,75,0,1,TRANSFERRED,0.455577,POL_A
2021-08-09,SPO,FAC0000679,APPREHENSION,1,0,0,VE,1,0,0,0,1,0,37,1,1,RELEASED,0.178778,POL_D
2021-08-10,SPO,FAC0000680,TRANSFER,1,1,1,RU,0,0,1,0,1,0,78,0,0,PENDING,0.374379,POL_A
2021-08-11,SDG,FAC0000681,APPREHENSION,0,1,1,CM,0,0,0,0,0,0,104,0,1,RETURNED,0.92118,POL_C
2021-08-12,TUC,FAC0000682,TURNBACK,1,1,0,SV,0,1,1,0,0,0,0,0,0,REMOVED,0.550781,POL_B
2021-08-13,SDG,FAC0000683,APPREHENSION,1,0,0,TR,0,0,0,1,0,0,28,1,1,REMOVED,0.490082,POL_F
2021-08-14,SPO,FAC0000684,APPREHENSION,1,0,0,PE,0,0,0,0,0,0,103,0,0,TRANSFERRED,0.996983,POL_B
2021-08-15,SDG,FAC0000685,TURNBACK,1,1,0,TR,1,1,0,1,1,1,180,1,1,REMOVED,0.994684,POL_B
2021-08-16,HFD,FAC0000686,TURNBACK,1,0,1,AF,0,1,0,1,1,0,154,0,1,PENDING,0.130185,POL_F
2021-08-17,ELP,FAC0000687,APPREHENSION,1,0,0,DO,0,0,0,0,0,0,74,1,1,REMOVED,0.086786,POL_A
2021-08-18,DLR,FAC0000688,INADMISSIBLE,1,1,0,CU,0,1,0,0,0,0,104,0,0,PENDING,0.869087,POL_A
2021-08-19,BBR,FAC0000689,APPREHENSION,1,0,0,HN,0,1,0,1,1,0,50,0,0,REMOVED,0.428188,POL_C
2021-08-20,BBR,FAC0000690,APPREHENSION,0,0,0,TR,0,0,0,0,1,0,102,1,1,TRANSFERRED,0.359389,POL_B
