tech_perf_test_timestamp,tech_perf_test_platform,tech_perf_asn_number,tech_perf_isp_brand_code,tech_perf_connection_type_code,tech_perf_download_mbps_measured,tech_perf_upload_mbps_measured,tech_perf_latency_ms,tech_perf_jitter_ms,tech_perf_packet_loss_pct,tech_perf_video_stream_quality_score,tech_perf_webpage_load_time_ms,tech_perf_peak_hour_congestion_index,tech_perf_ipv6_enabled_flag,tech_perf_dns_resolution_ms,tech_perf_bufferbloat_ms,tech_perf_outage_minutes_month,tech_perf_maintenance_window_minutes,tech_perf_router_model_hash,tech_perf_measurement_confidence_grade
2020-12-02 01:25:31,TRAI,120980,MTNL,4G,1028.87,148.98,7.8,30.3,2.1,47.6,6479,0.536,0,294,361,219,540,Ra71218728cc69101,C
2022-06-14 17:39:12,OOKLA,77318,AIRTEL,5G,1483.03,236.76,8.1,12.2,8.78,82.3,4672,0.154,1,253,565,2206,111,Re58f27b7e5c1a114,C
2020-12-25 08:53:17,FAST,114655,RAILTEL,5G,1353.87,624.11,226.8,0.3,4.58,25.6,3111,0.058,1,543,544,712,505,R0386bd22f776c915,E
2026-02-20 21:02:49,OOKLA,68090,JIO,WIFI,1163.6,333.36,57.8,46.3,5.09,73.8,8974,0.749,1,478,583,883,183,R5d767c01eb86ea43,E
2019-01-01 19:49:07,TRAI,41956,JIO,CABLE,265.78,324.22,23.4,6.1,8.0,27.8,13763,0.448,0,291,111,1682,370,R602f960a7493da38,B
2021-09-13 19:48:12,FAST,124512,TIKONA,DSL,960.94,74.5,208.4,23.9,1.89,2.6,2665,0.391,0,555,429,1156,329,R297cfc374a410f55,A
2025-03-21 08:29:29,OOKLA,116922,MTNL,5G,208.77,272.8,124.6,18.3,9.67,3.1,7900,0.977,1,394,363,721,134,R9c4b014902365f49,B
2020-05-22 06:47:18,OpenSignal,92948,HATHWAY,ETHERNET,491.89,692.95,245.3,56.8,7.51,14.5,5145,0.695,1,111,102,580,274,R30f95fc939e22576,B
2025-03-04 19:02:17,FAST,124893,HATHWAY,CABLE,1384.11,616.07,149.4,20.8,5.84,82.7,9724,0.118,1,78,218,1084,44,R12ee76349e2f3bcc,B
2020-06-15 06:59:19,NPerf,114623,BSNL,ETHERNET,775.15,650.83,12.4,48.9,0.71,0.1,7076,0.595,1,40,767,1339,489,R26cd3dc31179d3af,A
2023-02-09 01:54:24,FAST,96192,HATHWAY,CABLE,1095.83,358.22,68.0,55.3,1.04,90.0,8450,0.156,1,93,332,690,449,R1e985e101590e199,D
2021-05-13 03:41:44,OpenSignal,52943,TIKONA,WIFI,1493.35,845.44,92.5,29.5,2.99,94.8,13880,0.395,1,428,656,1824,543,R8105ffc1c7ddb761,C
2020-02-12 21:34:11,OOKLA,70699,VI,DSL,1368.07,435.45,19.8,10.8,7.86,69.2,14051,0.714,0,220,602,781,340,Rdefcda662f0be407,A
2021-12-03 20:03:48,OOKLA,100993,JIO,CABLE,957.76,511.51,15.1,20.8,4.72,16.6,14005,0.231,1,17,790,1255,683,R7c2c2570809fb2c1,A
2022-06-03 09:53:11,OpenSignal,123697,JIO,5G,1404.3,27.67,237.4,34.7,6.44,50.1,12884,0.191,1,498,255,1446,188,R915c629801dd5179,E
2023-10-28 10:33:04,OOKLA,51622,BSNL,CABLE,1485.53,31.31,10.5,24.2,0.23,89.8,4734,0.504,0,255,18,2201,483,R456fa750809442eb,B
2019-08-07 00:16:57,FAST,21435,BSNL,FIBER,857.25,450.25,80.2,28.8,8.22,50.2,9144,0.757,1,558,556,2138,256,R8dfa867e2de3c4d9,E
2020-07-09 21:26:41,TRAI,97372,HATHWAY,WIFI,395.24,445.62,43.0,45.5,3.38,87.2,10338,0.044,1,158,89,2270,129,R9576b6a9eb384eab,E
2020-07-05 13:28:57,OOKLA,135610,RAILTEL,FIBER,950.7,321.44,114.4,56.9,8.6,87.5,13642,0.674,0,63,362,1630,461,Ref2e8f32bca8d308,E
2025-11-26 23:43:48,OOKLA,15734,ACT,ETHERNET,237.54,545.44,154.7,10.9,9.81,51.7,14724,0.317,1,86,717,285,717,R898d3170b0da1985,A
2020-02-27 18:17:36,TRAI,7279,BSNL,WIFI,418.0,716.12,176.9,15.9,4.78,36.5,12131,0.633,0,504,427,2385,557,R32eb1e54906fb632,A
2020-08-20 16:41:34,TRAI,135330,ACT,5G,659.95,651.51,220.7,41.3,4.47,7.4,5924,0.924,1,105,610,500,600,Rc15f53b44492841f,B
2021-06-16 20:13:03,FAST,17811,BSNL,4G,1094.42,460.63,234.3,14.7,1.73,50.0,11022,0.501,1,137,669,2379,123,Rc8d3b93744df6db4,E
2024-10-08 07:13:26,OOKLA,99230,SPECTRA,5G,291.0,312.31,146.7,52.7,9.43,75.2,13321,0.095,0,207,541,325,437,R44d2d8e8bf9933ad,D
2019-09-20 09:20:09,NPerf,122035,AIRTEL,DSL,478.89,279.24,168.3,25.5,0.64,99.1,10432,0.072,0,492,266,1617,72,R48a6729f8e9117e3,C
2021-09-06 01:18:12,NPerf,23871,RAILTEL,5G,569.29,171.02,55.4,48.6,3.14,96.0,11092,0.965,0,468,173,269,317,Rcae70bd0c8b168e8,B
2019-08-21 01:53:38,TRAI,103920,ACT,FIBER,1459.63,430.89,61.3,45.7,3.46,64.6,3009,0.202,1,162,737,22,461,Rce63e13ac95921b6,E
2023-09-15 03:15:12,OpenSignal,13369,HATHWAY,CABLE,839.11,711.31,209.5,3.9,9.19,1.4,3769,0.874,0,455,514,1797,149,Rd3817f451201e561,C
2021-11-20 00:38:10,TRAI,131353,RAILTEL,WIFI,1348.38,642.39,167.7,34.1,8.05,97.5,6735,0.022,1,586,687,835,28,Rfba8d2eb7dd20840,A
2019-12-21 06:02:48,NPerf,118926,SPECTRA,ETHERNET,1037.22,560.0,112.3,19.1,3.38,68.7,14488,0.991,0,589,351,1122,651,Rc5781dcf06c886e6,D
2026-01-12 18:46:23,OOKLA,123074,BSNL,DSL,467.69,220.33,246.1,10.5,1.64,4.5,3541,0.583,1,523,763,280,347,R067b785d8dd0c664,B
2020-10-12 03:12:06,OOKLA,121728,VI,4G,899.14,826.82,59.1,1.4,6.51,57.6,6774,0.034,1,59,136,444,470,Rfb8d9ca89faa8639,E
2025-07-28 03:57:41,OOKLA,129635,SPECTRA,DSL,818.64,862.61,75.9,47.3,9.76,38.1,13350,0.102,0,425,118,2216,485,R5ab943dfaca13b31,A
2023-05-15 08:09:18,TRAI,80890,BSNL,ETHERNET,928.24,575.01,214.9,39.3,3.38,100.0,1492,0.366,1,505,401,70,681,Rcd9f680fc60b9289,E
2020-01-01 13:17:46,NPerf,110903,SPECTRA,4G,944.77,873.65,123.5,23.3,3.32,53.8,3805,0.893,1,140,778,1472,271,Re8aacafdd2d16beb,E
2025-04-26 01:40:04,OOKLA,80560,AIRTEL,ETHERNET,865.38,583.61,19.4,47.9,2.1,56.1,10676,0.861,1,539,634,283,489,R61d8e53ea9963cd0,C
2023-10-26 20:52:47,OOKLA,92766,ACT,4G,1214.09,684.98,199.4,5.9,5.29,62.2,2611,0.322,1,338,497,655,697,R1d83ab71a05425fb,C
2024-05-18 05:17:47,TRAI,114137,VI,CABLE,424.67,509.71,163.2,43.1,2.07,83.0,13730,0.315,1,204,25,40,181,R8ed0e23ab8dde6d9,A
2023-02-01 05:26:34,NPerf,85654,JIO,CABLE,630.5,750.68,137.2,8.1,4.72,90.0,3375,0.876,0,251,764,2215,463,Rdb003cedd436a564,C
2022-03-15 05:14:53,NPerf,52746,ACT,5G,952.2,363.83,71.0,38.4,7.62,57.6,3470,0.503,0,64,257,1882,354,Ra8686db4b4fd64fb,C
2019-04-16 21:13:28,OOKLA,133061,VI,CABLE,842.26,857.28,190.7,21.5,5.23,91.6,5229,0.858,1,350,205,1775,110,R73cdd4a4322e1eb0,C
2019-02-16 16:19:40,FAST,27189,TIKONA,4G,945.22,311.74,24.1,36.2,7.91,63.5,7403,0.288,0,556,646,1390,224,Rb1588cc81ae93769,B
2021-12-27 23:05:58,OOKLA,24832,JIO,CABLE,563.3,788.51,118.8,13.1,6.63,42.0,9756,0.87,0,138,190,1476,525,R778bff14c1da028e,A
2023-03-21 22:25:55,OOKLA,52774,AIRTEL,FIBER,612.29,665.85,231.3,2.9,2.1,79.9,3538,0.84,1,460,447,1029,296,Rec8e97e7da55506d,D
2019-01-26 08:49:11,TRAI,37883,VI,WIFI,919.83,783.61,52.7,49.0,4.14,47.2,13511,0.679,1,499,503,1850,311,Rdfa248ddf786ac13,E
2019-09-30 12:54:01,OOKLA,76133,BSNL,WIFI,1347.8,758.36,12.9,7.3,4.88,8.3,820,0.169,1,568,302,2350,559,R3534386296d6415a,B
2021-01-23 20:45:58,NPerf,97785,SPECTRA,4G,399.95,447.23,74.8,15.7,9.58,3.2,6764,0.576,1,84,618,427,181,R3e381de0b581f2de,E
2023-06-21 14:21:44,OOKLA,103403,RAILTEL,5G,1120.92,744.02,240.8,22.8,7.58,23.1,10914,0.521,0,583,632,1518,580,Rbafd331130fbf109,E
2021-04-11 20:19:25,FAST,56799,VI,5G,1496.77,805.37,223.1,54.1,0.21,37.7,13820,0.245,0,219,357,1001,225,Ra0de68d64fda01c6,D
2022-01-11 16:25:56,OpenSignal,128732,VI,5G,7.94,70.79,166.9,1.6,2.05,99.8,4993,0.255,1,36,473,1184,548,R6a6720522fdbac03,A
2020-05-16 06:55:21,OOKLA,59889,SPECTRA,ETHERNET,1368.25,160.14,66.4,10.4,7.91,93.4,14323,0.242,0,9,796,1157,282,R5f5ee22977d2dcc5,D
2019-05-31 08:52:46,OOKLA,122913,VI,DSL,1333.42,623.31,84.8,48.5,7.97,49.9,2196,0.825,0,252,394,1916,11,R8c9e9bfcd9b4e1cc,A
2021-07-01 16:40:00,FAST,20612,HATHWAY,WIFI,976.46,185.55,51.6,23.6,2.32,86.1,7480,0.9,0,442,755,119,421,R200c8597cd6522de,E
2024-09-07 09:00:12,TRAI,110412,JIO,4G,1247.2,395.84,94.8,3.8,0.57,2.2,14634,0.87,0,278,271,725,603,Rc75a2d0a468c037d,E
2022-08-14 17:47:19,NPerf,92934,TIKONA,CABLE,444.28,690.4,238.7,35.1,7.84,72.2,6075,0.692,1,265,722,404,25,R9eea351b1b00a467,D
2025-06-21 18:40:26,NPerf,48679,MTNL,WIFI,118.66,567.82,10.6,25.0,1.88,92.4,753,0.84,1,37,255,269,293,R6c6c0b35d7e2ee4e,B
2019-08-26 20:19:40,OOKLA,74203,VI,FIBER,983.47,515.73,86.2,11.7,8.03,38.9,7017,0.37,1,439,110,1758,64,Ra23aa9900b2a6bb7,C
2025-01-15 17:35:06,TRAI,39532,ACT,5G,906.04,535.97,35.3,32.8,0.53,42.7,8274,0.107,0,484,675,1338,477,R8496d12fb27e289b,B
2021-06-16 00:35:46,OOKLA,11765,HATHWAY,CABLE,938.43,38.52,226.6,32.0,6.22,95.1,2246,0.88,1,28,194,1463,432,Rbedfaf4af2d92ee4,E
2020-04-12 13:06:51,TRAI,115216,VI,5G,1006.71,424.92,55.3,42.3,3.14,75.8,13299,0.621,0,180,73,1635,210,Re552ec33b1ed0ebd,B
2021-04-15 05:02:04,FAST,36603,JIO,FIBER,1234.74,39.28,74.3,18.2,4.72,42.1,7342,0.358,1,257,321,2297,573,Rd9e22c5254e65e2a,A
2023-10-09 07:38:41,TRAI,106868,ACT,DSL,1221.45,872.56,51.8,46.9,0.03,43.4,643,0.483,1,400,743,977,350,R3f90965bd28cee4a,C
2025-10-07 04:27:03,TRAI,104778,BSNL,WIFI,1275.72,458.01,153.2,43.6,9.23,14.8,9521,0.533,0,471,493,2196,256,R2538542fe004d027,B
2023-01-26 13:49:12,FAST,91329,MTNL,5G,280.72,340.49,43.7,37.2,9.52,18.3,4232,0.892,0,510,422,1480,485,R2c592075b254cd66,C
2020-01-16 23:21:18,OpenSignal,51510,MTNL,4G,967.61,163.39,226.0,14.5,3.13,4.6,4729,0.374,1,436,403,1080,382,R8a014b53f226ae72,E
2021-08-02 19:29:13,OOKLA,91623,HATHWAY,4G,493.78,808.73,32.6,31.3,1.02,77.1,8596,0.023,1,170,427,2136,359,R9dc67be5ba5a9e88,E
2023-11-28 20:12:36,OpenSignal,78282,VI,4G,318.33,20.4,192.6,54.8,7.86,32.6,9598,0.685,0,430,509,671,509,R22103c4ca060f579,E
2019-04-10 15:18:09,TRAI,7172,SPECTRA,FIBER,733.79,803.41,31.9,6.1,0.39,69.8,6485,0.929,1,467,89,1029,133,Rcd54bf7772d54730,E
2022-11-08 17:01:29,FAST,71696,HATHWAY,CABLE,1263.33,613.61,173.8,45.0,6.89,60.4,8876,0.242,0,59,644,1571,197,Rebee2e138d7159d9,A
2020-05-16 12:29:59,FAST,64473,BSNL,5G,158.55,371.0,43.5,7.2,5.75,28.4,13925,0.457,1,271,181,446,318,R733e6312da13c950,E
2020-11-23 04:27:14,OpenSignal,121997,AIRTEL,DSL,309.55,888.73,53.9,29.2,4.28,81.2,10473,0.386,1,327,91,1017,717,R157f10229eba1065,C
2023-09-23 00:49:25,OOKLA,45722,BSNL,4G,27.35,417.95,8.3,20.0,1.21,8.9,11858,0.684,0,347,298,1874,492,Raa6c07520a0c99f5,D
2024-01-01 12:35:27,OOKLA,66245,HATHWAY,4G,755.59,338.46,154.1,18.0,9.47,10.1,7806,0.655,0,580,377,946,490,Rad31b3139e0c37cd,D
2020-01-18 03:05:32,TRAI,63809,AIRTEL,DSL,583.79,791.42,131.0,46.1,6.36,97.4,9278,0.586,1,591,14,1834,662,R0b5a76664e386e3e,A
2022-11-02 23:20:43,NPerf,17828,JIO,5G,453.7,114.33,97.2,56.5,7.98,98.6,5678,0.722,0,434,627,2305,361,Rf082e01bb1fcb7a2,B
2023-05-08 19:36:33,TRAI,131853,BSNL,5G,1219.46,801.44,135.6,7.1,5.68,40.8,11614,0.387,0,298,0,442,567,R62e3c6158bce47f4,A
2022-02-05 17:40:56,NPerf,111159,SPECTRA,4G,1353.68,871.85,198.8,16.8,5.73,56.3,8517,0.09,0,248,202,1564,249,Rf25ebf2626bd67b6,B
2019-06-02 00:35:57,TRAI,86080,HATHWAY,FIBER,1214.42,679.1,166.5,27.2,4.24,41.2,12931,0.69,1,407,674,1369,391,R6ffa2d9157619fc9,B
2021-05-28 12:11:58,OpenSignal,45629,AIRTEL,5G,1216.15,872.27,234.6,26.4,7.83,84.7,1996,0.334,1,126,197,59,9,R96fa8678972cc90b,A
2022-07-04 02:27:31,NPerf,29348,JIO,DSL,1187.13,166.86,71.4,31.4,7.95,56.6,2364,0.51,0,396,10,1870,654,Reee6d3494ccf6969,C
2022-01-27 17:11:03,NPerf,132324,RAILTEL,DSL,782.32,370.92,148.9,51.9,8.67,93.0,2389,0.645,1,178,423,1797,125,Rf70469499360cb0f,D
2021-10-05 06:42:20,TRAI,65134,RAILTEL,DSL,1495.5,315.8,241.6,59.6,1.52,89.5,989,0.741,0,431,420,1230,31,Rd7eeb5213729fc22,B
2023-11-15 20:53:34,TRAI,108104,RAILTEL,WIFI,675.02,773.02,240.6,48.9,7.58,64.3,14314,0.442,1,351,333,677,185,R3964fa543ee1724e,E
2024-05-29 11:56:04,NPerf,129996,ACT,DSL,942.8,491.66,147.3,12.8,8.08,52.4,3249,0.755,0,482,520,837,0,R0eccd4b71f4fac08,B
2020-08-06 01:22:50,NPerf,110530,AIRTEL,DSL,105.62,427.77,6.3,25.6,0.14,35.9,2436,0.235,1,124,500,943,40,R323dd4a8a19abdcc,C
2023-11-17 08:29:36,OOKLA,77426,BSNL,5G,267.68,139.93,90.0,14.7,2.63,6.6,10031,0.778,0,557,127,180,258,Rdb5d3fa4ec7f9508,D
2020-08-02 01:54:59,FAST,118696,VI,5G,807.77,285.7,67.0,22.8,4.31,19.0,5346,0.227,1,121,186,2082,18,R854075e199510c1c,E
2021-04-21 14:49:56,OpenSignal,125316,AIRTEL,DSL,1237.4,392.49,249.5,53.9,4.21,88.9,2781,0.97,1,446,398,812,313,Ra5b163d1125e8d29,C
2025-11-13 22:54:57,NPerf,92017,ACT,WIFI,473.53,367.76,160.5,9.0,3.96,75.9,11379,0.499,0,581,169,1525,92,R74b6aa80819c958a,B
2020-12-10 16:39:03,OpenSignal,44850,RAILTEL,5G,1359.51,167.11,14.3,5.8,0.63,31.7,3457,0.445,0,109,619,1364,478,R81cd0f001f93289e,B
2024-11-08 15:49:40,FAST,26362,SPECTRA,DSL,1369.21,48.17,212.8,42.4,6.41,94.6,11027,0.45,1,600,383,2126,346,Rce4b4805cb8a75ff,D
2021-10-17 19:44:06,FAST,30777,HATHWAY,5G,957.05,88.84,165.8,46.0,7.37,61.2,10777,0.867,0,256,500,699,641,R9bca70416c35e3f5,D
2024-08-30 16:39:29,FAST,87369,ACT,WIFI,121.24,159.83,228.8,5.9,0.24,53.8,4710,0.369,1,423,478,563,712,R99275825d139f872,C
2022-11-24 22:45:52,FAST,29972,RAILTEL,CABLE,80.38,106.17,198.3,16.5,1.52,78.1,9731,0.173,0,202,98,1011,529,R603bb6f3b9b6043d,B
2021-12-27 14:38:43,OpenSignal,94350,MTNL,FIBER,100.92,220.28,94.2,50.0,8.84,56.8,4957,0.18,0,89,613,1943,89,Rb292ba490c03f356,C
2019-11-05 16:27:58,TRAI,37516,ACT,ETHERNET,5.8,730.33,104.4,43.3,3.69,46.7,4101,0.557,1,510,85,2159,354,R29d090dc75d4b265,D
2024-07-20 17:30:27,NPerf,119297,HATHWAY,WIFI,1046.12,823.07,158.2,15.5,0.17,25.4,6929,0.183,1,102,319,1769,98,Rf05ab7f5932ece1f,E
2024-12-08 09:59:54,OOKLA,116333,BSNL,CABLE,281.22,789.18,20.0,21.4,2.09,55.0,709,0.205,1,224,389,446,513,Rd2cb0ab03affc7b2,D
2024-10-18 08:40:32,FAST,109957,JIO,WIFI,1140.41,764.87,138.5,47.4,9.75,22.0,4663,0.171,0,153,125,1888,224,R5181d4113488dd00,D
2021-01-27 19:20:42,OpenSignal,18569,RAILTEL,CABLE,1337.57,470.02,165.8,40.0,5.14,45.2,13555,0.502,1,557,800,1866,699,R5f9b5c1ca20b3153,E
2022-11-26 15:05:51,NPerf,113570,AIRTEL,4G,1302.64,551.58,20.6,56.8,0.23,71.4,14429,0.52,1,135,274,2330,693,R2d79295297449f65,D
2023-01-23 21:03:54,TRAI,136565,RAILTEL,4G,402.59,684.92,24.2,51.8,0.47,60.0,4237,0.761,0,128,535,1811,393,R6c11dd4f7c85928d,D
2023-12-26 23:38:58,NPerf,77117,RAILTEL,CABLE,505.94,536.07,170.6,32.0,0.2,30.2,3858,0.094,1,196,238,1462,405,R708a0bc2357a630d,C
2025-05-21 09:14:33,OpenSignal,80880,HATHWAY,FIBER,229.99,22.33,19.6,8.8,2.85,27.9,14384,0.037,1,12,307,1748,695,R14c81d71f3edcce6,E
2021-01-04 01:34:15,FAST,63754,BSNL,CABLE,970.51,419.36,242.4,33.0,0.05,96.2,8161,0.829,1,555,712,2352,359,Ra603659c29c581b7,D
2020-07-28 03:23:55,TRAI,125429,JIO,FIBER,440.85,584.32,5.8,40.2,1.46,60.2,11214,0.683,0,412,177,541,318,R07e99949a9172a7f,E
2022-03-14 21:53:43,OpenSignal,56555,SPECTRA,CABLE,941.15,832.54,81.7,59.7,0.53,23.2,14714,0.504,1,141,677,1273,622,Rac11a8eccb74279d,B
2020-08-27 11:01:42,OpenSignal,22390,JIO,ETHERNET,1056.0,784.52,224.0,32.2,9.23,61.4,4804,0.199,0,551,25,2263,358,Rc14a2670111651a0,E
2021-04-27 00:37:01,FAST,87309,JIO,ETHERNET,1443.07,714.62,92.0,46.7,3.34,69.5,5460,0.871,1,37,523,151,707,Rdf7762be29f32f59,B
2022-03-26 15:48:18,TRAI,127910,TIKONA,4G,1376.97,212.93,10.0,25.0,6.82,89.3,4437,0.877,1,525,67,1981,367,Rc6d2e8e02eb0247e,B
2025-07-31 06:43:50,FAST,51057,AIRTEL,FIBER,1110.37,344.98,138.1,32.7,9.1,9.8,8270,0.943,0,144,495,872,266,Rfb2ff50096feb913,E
2025-04-30 22:19:33,OOKLA,136975,JIO,CABLE,668.58,490.56,149.9,34.8,6.83,42.7,11677,0.483,1,217,438,1888,531,R8d7135784db4ce2e,E
2023-12-30 07:43:30,FAST,61823,ACT,FIBER,756.02,781.12,145.2,7.1,7.36,2.7,418,0.177,0,370,308,1142,412,Rb66c9c285e65aca4,C
2023-11-03 20:11:14,OpenSignal,60570,JIO,4G,1369.76,569.09,134.8,10.7,9.56,29.7,3329,0.181,1,87,511,1035,555,R8ac9446717f8b727,C
2026-01-01 11:31:30,FAST,64178,MTNL,4G,976.21,134.42,183.1,37.8,8.06,90.7,10445,0.683,0,553,291,429,423,R30d69e79fc82b2e1,C
2024-09-27 22:55:21,OpenSignal,96335,RAILTEL,ETHERNET,973.68,66.9,127.3,18.6,9.4,25.7,851,0.431,0,161,512,581,136,R302ba430444d694c,A
2022-10-24 03:19:34,OOKLA,56956,RAILTEL,DSL,91.5,768.16,228.9,8.1,0.59,46.0,4576,0.28,0,52,482,698,248,Radc1c94abe96b39f,B
2019-06-20 20:09:34,OOKLA,53593,MTNL,DSL,1316.44,497.57,146.1,37.1,4.36,11.5,2260,0.828,1,186,556,1732,324,Re1accfd030f8a387,C
2020-02-06 17:57:01,NPerf,64506,ACT,5G,1363.82,45.55,136.2,31.5,8.38,40.3,2242,0.218,0,340,532,182,124,Rb20e20f4f6a9309c,E
2022-06-23 07:36:06,OOKLA,55891,JIO,WIFI,424.11,402.85,166.7,10.5,9.29,30.2,434,0.651,1,35,394,1438,37,R0777728e3297d306,B
2021-11-10 14:57:49,OOKLA,7312,HATHWAY,FIBER,527.47,485.0,214.3,51.4,7.84,31.7,9388,0.138,1,498,262,396,540,R171680d60affcb34,D
2020-03-05 08:46:35,NPerf,77862,VI,4G,103.24,226.88,111.1,26.1,6.63,80.2,11569,0.119,1,278,564,2025,468,R7a432b332c79f54c,A
2025-06-07 02:12:40,OpenSignal,108220,SPECTRA,DSL,1070.99,570.44,247.9,27.5,9.4,58.1,13369,0.021,0,385,344,2243,339,R31122d6c6403e7f1,D
2024-01-17 19:30:06,FAST,121504,HATHWAY,ETHERNET,252.46,488.64,132.3,51.9,7.05,48.0,8010,0.407,1,249,776,1794,36,R4ecc8505c9c0540c,C
2022-01-18 22:47:56,OOKLA,10231,SPECTRA,FIBER,1348.59,73.02,236.6,14.8,3.39,78.1,3138,0.98,1,299,2,1918,485,R6ae79362b648dd9e,C
2021-03-12 23:03:41,OOKLA,84949,MTNL,DSL,607.41,47.97,159.6,54.7,2.95,5.7,13205,0.657,0,14,197,2252,449,Rbf5385034b6e1aaa,E
2021-12-05 02:35:26,FAST,138379,HATHWAY,CABLE,356.95,245.5,170.1,3.3,5.89,46.2,3211,0.02,0,454,450,791,27,Rc3bb6a45e7f859b1,C
2019-05-28 17:16:34,NPerf,52698,JIO,ETHERNET,686.35,429.5,158.1,57.3,6.0,15.8,4323,0.18,0,181,697,196,200,R4d655f536367f318,D
2021-04-13 07:44:07,OpenSignal,104147,JIO,4G,1443.46,365.39,59.0,59.4,1.56,90.7,13105,0.805,1,282,608,534,279,Rb8393408e4ebfcfb,E
2025-12-07 11:07:08,TRAI,78370,ACT,CABLE,787.24,152.86,129.2,45.6,9.65,97.4,9639,0.413,0,137,151,1941,23,R18df28c41ab33560,D
2021-02-04 18:40:27,FAST,56365,RAILTEL,CABLE,1110.12,481.9,246.7,7.2,6.83,39.0,14741,0.562,1,45,418,1360,169,R5f289422c48b12ab,C
2019-01-07 03:49:37,FAST,26397,HATHWAY,ETHERNET,1195.99,531.99,83.1,28.4,6.78,79.8,14515,0.998,1,36,346,1547,644,R015fd46fc43e5513,E
2019-11-19 12:33:26,TRAI,86511,VI,DSL,130.11,50.07,211.4,3.4,9.38,10.2,6571,0.389,0,359,274,2153,305,R02b1a3edbb71d3d8,E
2025-02-23 04:47:33,OpenSignal,34422,TIKONA,ETHERNET,777.81,207.25,167.7,25.6,4.39,19.7,6600,0.502,1,149,774,2321,1,R193dbdb6169b4a3d,B
2022-07-10 05:54:13,OpenSignal,8651,RAILTEL,FIBER,601.78,250.78,209.2,40.3,1.4,68.1,5248,0.571,1,325,92,258,322,R43b47a5c69b69657,C
2022-06-17 09:51:26,OOKLA,74605,HATHWAY,DSL,1149.61,709.16,153.1,24.9,7.33,7.3,12921,0.633,1,219,227,1260,409,R17c1452915f1b984,D
2025-10-06 13:48:03,NPerf,46700,ACT,WIFI,1471.5,867.5,64.3,22.6,1.94,20.2,7418,0.187,0,190,138,928,508,Rbbcad3b12f3a995f,D
2020-06-07 03:21:02,OOKLA,72516,RAILTEL,FIBER,1127.25,711.56,60.1,41.5,8.33,3.5,10154,0.972,1,414,229,748,305,Rac520e1f41be3c32,E
2024-11-20 00:44:40,TRAI,55878,ACT,5G,696.85,602.68,26.1,44.5,2.71,88.0,5721,0.443,1,538,501,1340,48,Rbccaa14132ebb1e3,E
2020-11-12 02:18:45,NPerf,98078,BSNL,FIBER,774.44,11.41,134.2,38.8,6.38,92.0,10442,0.158,1,56,38,1911,594,Racfde808078d2f78,A
2025-11-17 10:38:05,OOKLA,72822,TIKONA,CABLE,1436.02,614.42,43.5,1.3,2.31,17.8,6978,0.763,0,204,214,1473,107,R00ad4b550f27686f,D
2024-05-16 02:03:49,NPerf,9634,TIKONA,ETHERNET,1394.95,897.4,236.1,36.6,9.48,40.5,5111,0.403,0,12,404,202,31,R8b289ec04ac7d14e,E
2026-02-02 15:09:30,NPerf,38314,HATHWAY,4G,1432.43,832.89,86.0,15.4,3.08,2.8,13583,0.521,0,94,376,1510,467,Rfe5a57eb728d271d,D
2025-07-17 17:36:15,OpenSignal,130031,TIKONA,DSL,1293.17,866.86,114.7,45.2,9.58,63.3,4937,0.853,1,271,59,2079,472,Rfb8013bd62e42f37,E
2023-08-03 21:32:28,NPerf,56530,SPECTRA,5G,578.14,831.33,104.0,21.3,0.12,6.4,4233,0.332,1,372,333,1243,286,R7b8ecd7cf4fbea9b,D
2022-01-04 16:18:32,OpenSignal,91373,BSNL,FIBER,1332.47,553.57,82.6,14.4,3.45,37.9,781,0.593,0,241,377,227,426,Ra933234cb9ff98b7,A
2024-03-17 21:45:35,FAST,82461,RAILTEL,ETHERNET,1336.18,117.57,229.2,34.4,0.36,52.7,10737,0.142,0,523,282,1975,175,Racc16c18fd7b81aa,E
2020-12-04 11:39:40,FAST,94902,TIKONA,CABLE,1487.77,412.94,110.5,9.8,2.7,30.9,6818,0.33,0,378,292,1882,497,Ra582e404bb2b540f,E
2024-01-12 14:58:04,FAST,59980,BSNL,CABLE,154.66,557.7,28.8,45.6,9.23,99.4,12249,0.718,0,444,640,83,209,R3b78b2f01054aa1f,C
2022-09-29 15:51:37,NPerf,45284,TIKONA,DSL,547.14,357.19,16.5,1.4,5.66,71.5,4100,0.643,1,426,654,1148,644,Rbf816b70b4aa01a2,D
2023-03-17 09:19:20,TRAI,130881,VI,DSL,1289.68,357.02,59.8,45.7,3.86,12.6,10919,0.581,0,188,296,1912,201,Rad5f18cbc26c1ed4,D
2019-06-15 23:51:35,NPerf,135641,TIKONA,DSL,312.77,439.93,152.4,5.3,4.1,43.1,8969,0.707,0,524,655,1769,371,Rc6134071e460e830,B
2019-04-10 04:41:13,NPerf,27296,HATHWAY,FIBER,575.96,454.55,11.0,17.4,4.2,18.5,9556,0.501,0,575,416,511,125,R06306fcbeec4615e,A
2023-03-23 01:15:32,FAST,50565,AIRTEL,5G,570.22,469.42,231.7,38.9,7.38,79.9,8422,0.671,1,439,441,2089,302,Rc7ffc60c22cc990c,D
2021-12-20 04:25:08,TRAI,27841,TIKONA,FIBER,1235.08,191.68,160.2,58.4,2.21,23.2,1921,0.212,0,279,764,2323,298,R941848f21dc56140,D
