house_epc_issuance_date,house_epc_country_iso2,house_epc_region_nuts_code,house_epc_building_id_hash,house_epc_building_type_code,house_epc_construction_year,house_epc_floor_area_m2,house_epc_epc_label,house_epc_primary_energy_kwh_m2,house_epc_heating_fuel_type,house_epc_heat_pump_flag,house_epc_solar_pv_flag,house_epc_insulation_quality_code,house_epc_recommendations_count,house_epc_renovation_passport_flag,house_epc_co2e_emissions_kg_m2,house_epc_epbd_minimum_standards_flag,house_epc_data_source,house_epc_last_update_date,house_epc_data_extract_date
2019-08-26,PL,FI1,c0b155dca825b42f0f09,PUBLIC_HOSPITALS,1940,266.24,E,238.05,LPG,0,0,AVERAGE,3,1,36.148,0,ENERGY_AGENCY_REPORT,2014-05-05,2024-09-11
2019-09-18,ES,CY19,e8f6bde6e533e005a387,COMMERCIAL_OFFICE,1980,574.0,D,129.08,BIOMASS,0,0,POOR,1,0,29.231,1,BUILDING_STOCK_OBSERVATORY,2014-05-28,2024-01-12
2019-10-11,HR,HR33,821e2a24c54c3c7f82e8,INDUSTRIAL_LIGHT,1982,635.84,C,98.44,HEATING_OIL,0,0,UNKNOWN,11,0,27.983,0,NATIONAL_EPC_REGISTRY,2014-06-20,2025-10-02
2019-11-03,FI,DK87,be62b5b0b2f772a3113e,COMMERCIAL_RETAIL,1984,724.07,B,53.78,DISTRICT_HEAT,0,0,VERY_GOOD,3,0,8.978,0,ENERGY_AGENCY_REPORT,2014-07-13,2024-03-07
2019-11-26,IE,PT21,3b5aab48b45025832ceb,RESIDENTIAL_SFH,1937,602.74,A,44.53,NATURAL_GAS,0,0,GOOD,8,1,14.324,0,BUILDING_STOCK_OBSERVATORY,2014-08-05,2024-10-28
2019-12-19,MT,IE6,63565a63fdf5581009a3,PUBLIC_SCHOOLS,1914,164.35,G,440.02,ELECTRICITY,0,0,AVERAGE,3,1,126.21,0,NATIONAL_EPC_REGISTRY,2014-08-28,2025-07-07
2020-01-11,SK,IT454,e319cad4538f6fe37136,RESIDENTIAL_MFH,1922,391.35,F,323.77,LPG,0,0,POOR,8,0,20.02,0,ENERGY_AGENCY_REPORT,2014-09-20,2024-04-24
2020-02-03,BE,DK63,424da85a07a48c0de514,PUBLIC_HOSPITALS,1951,128.87,E,281.7,BIOMASS,0,1,UNKNOWN,5,0,95.212,1,BUILDING_STOCK_OBSERVATORY,2014-10-13,2024-01-11
2020-02-26,DK,BG640,42fb101bdef98cb80663,COMMERCIAL_OFFICE,1980,506.36,D,138.89,HEATING_OIL,0,0,VERY_GOOD,0,0,48.319,1,NATIONAL_EPC_REGISTRY,2014-11-05,2025-06-25
2020-03-20,GR,GR97,fe88acbc1206c0b2da55,INDUSTRIAL_LIGHT,1964,518.1,C,123.91,DISTRICT_HEAT,0,0,GOOD,9,1,19.461,1,ENERGY_AGENCY_REPORT,2014-11-28,2025-07-07
2020-04-12,LT,LT66,263da73c6e656c27fb21,COMMERCIAL_RETAIL,1963,981.78,B,77.82,NATURAL_GAS,0,0,AVERAGE,6,1,32.559,0,BUILDING_STOCK_OBSERVATORY,2014-12-21,2024-10-11
2020-05-05,PT,SI163,d7c8c6a30777cf2ff69f,RESIDENTIAL_SFH,1971,270.33,A,57.21,ELECTRICITY,0,0,POOR,10,0,14.474,1,NATIONAL_EPC_REGISTRY,2015-01-13,2024-04-09
2020-05-28,SE,HR5,893285c041cce0ea7cb8,PUBLIC_SCHOOLS,1899,664.93,G,481.92,LPG,0,0,UNKNOWN,8,0,132.441,1,ENERGY_AGENCY_REPORT,2015-02-05,2024-12-01
2020-06-20,CY,LV38,ad584e4c1e5bd9dee088,RESIDENTIAL_MFH,1935,362.04,F,283.06,BIOMASS,0,0,VERY_GOOD,10,0,31.412,1,BUILDING_STOCK_OBSERVATORY,2015-02-28,2024-07-28
2020-07-13,FR,SI1,3f902e33a2ad03e60d7f,PUBLIC_HOSPITALS,1966,455.83,E,219.0,HEATING_OIL,0,1,GOOD,6,1,20.497,1,NATIONAL_EPC_REGISTRY,2015-03-23,2025-07-31
2020-08-05,IT,PT193,bc377d522d2706c83f68,COMMERCIAL_OFFICE,1989,92.74,D,161.88,DISTRICT_HEAT,1,0,AVERAGE,5,0,11.664,0,ENERGY_AGENCY_REPORT,2015-04-15,2024-05-26
2020-08-28,NL,NL33,c09d0860925167ba845f,INDUSTRIAL_LIGHT,1932,317.13,C,120.22,NATURAL_GAS,1,0,POOR,8,0,31.801,1,BUILDING_STOCK_OBSERVATORY,2015-05-08,2026-01-22
2020-09-20,SI,SK622,74629585094655ecf5f4,COMMERCIAL_RETAIL,1996,57.16,B,79.18,ELECTRICITY,1,0,UNKNOWN,1,0,15.467,0,NATIONAL_EPC_REGISTRY,2015-05-31,2024-08-22
2020-10-13,BG,MT153,f2fd9b8e90db996fa7f1,RESIDENTIAL_SFH,1889,749.05,A,80.67,LPG,0,0,VERY_GOOD,4,0,29.36,1,ENERGY_AGENCY_REPORT,2015-06-23,2025-10-11
2020-11-05,EE,SE366,cbb1038116b2a1f2a1b8,PUBLIC_SCHOOLS,1973,643.24,G,530.83,BIOMASS,0,0,GOOD,12,0,105.716,1,BUILDING_STOCK_OBSERVATORY,2015-07-16,2024-05-15
2020-11-28,HU,AT35,34cfa8ff898eb72717f6,RESIDENTIAL_MFH,1925,312.29,F,293.7,HEATING_OIL,0,0,AVERAGE,12,0,17.817,1,NATIONAL_EPC_REGISTRY,2015-08-08,2025-12-24
2020-12-21,LU,DE819,a1d07564865a181aa92d,PUBLIC_HOSPITALS,1921,630.46,E,239.67,DISTRICT_HEAT,0,0,POOR,13,0,16.017,0,ENERGY_AGENCY_REPORT,2015-08-31,2025-06-30
2021-01-13,RO,HU83,2b06f66bc83969b7ccf4,COMMERCIAL_OFFICE,1906,227.84,D,198.55,NATURAL_GAS,0,0,UNKNOWN,5,0,53.697,1,BUILDING_STOCK_OBSERVATORY,2015-09-23,2024-06-11
2021-02-05,AT,SK733,786fbc66185ac4f8736d,INDUSTRIAL_LIGHT,1964,127.0,C,87.36,ELECTRICITY,0,0,VERY_GOOD,1,0,5.114,1,NATIONAL_EPC_REGISTRY,2015-10-16,2024-12-23
2021-02-28,CZ,FI556,7860885fc0c0cf1e1d00,COMMERCIAL_RETAIL,2022,78.71,B,69.52,LPG,1,1,GOOD,3,0,4.856,1,ENERGY_AGENCY_REPORT,2015-11-08,2024-08-19
2021-03-23,DE,SE31,984dacc0eb33c342a958,RESIDENTIAL_SFH,1910,888.17,A,45.69,BIOMASS,0,1,AVERAGE,1,0,10.222,0,BUILDING_STOCK_OBSERVATORY,2015-12-01,2025-06-29
2021-04-15,LV,EE601,d2cb748304ce7fabb634,PUBLIC_SCHOOLS,1945,760.51,G,376.73,HEATING_OIL,0,0,POOR,7,0,80.173,0,NATIONAL_EPC_REGISTRY,2015-12-24,2025-02-13
2021-05-08,PL,SI44,b397ee68284df83b5a35,RESIDENTIAL_MFH,1920,815.19,F,309.52,DISTRICT_HEAT,0,0,UNKNOWN,8,0,22.039,1,ENERGY_AGENCY_REPORT,2016-01-16,2025-06-17
2021-05-31,ES,SI76,10e5462343e4aceaf364,PUBLIC_HOSPITALS,1901,562.31,E,208.63,NATURAL_GAS,0,0,VERY_GOOD,9,0,49.336,1,BUILDING_STOCK_OBSERVATORY,2016-02-08,2024-04-14
2021-06-23,HR,CZ297,020e1290d36f7809f2dd,COMMERCIAL_OFFICE,1965,427.1,D,221.54,ELECTRICITY,1,0,GOOD,9,0,32.379,1,NATIONAL_EPC_REGISTRY,2016-03-02,2025-11-27
2021-07-16,FI,HU28,b348a4591d60a1cfbb57,INDUSTRIAL_LIGHT,1939,621.94,C,161.26,LPG,0,0,AVERAGE,8,1,26.78,1,ENERGY_AGENCY_REPORT,2016-03-25,2025-05-13
2021-08-08,IE,SK9,35bcf859332f9a3362e4,COMMERCIAL_RETAIL,1910,199.93,B,74.14,BIOMASS,0,0,POOR,6,0,5.773,1,BUILDING_STOCK_OBSERVATORY,2016-04-17,2025-04-03
2021-08-31,MT,FI6,ca3a428a1bda35907fa6,RESIDENTIAL_SFH,1918,642.62,A,75.2,HEATING_OIL,0,0,UNKNOWN,4,1,5.179,0,NATIONAL_EPC_REGISTRY,2016-05-10,2024-04-27
2021-09-23,SK,PT8,b253d476b5ac2cb79180,PUBLIC_SCHOOLS,1948,609.73,G,396.51,DISTRICT_HEAT,0,0,VERY_GOOD,6,1,28.083,1,ENERGY_AGENCY_REPORT,2016-06-02,2025-01-19
2021-10-16,BE,PT604,113083c1158d4b98f528,RESIDENTIAL_MFH,2013,55.6,F,207.13,NATURAL_GAS,0,0,GOOD,3,1,41.318,0,BUILDING_STOCK_OBSERVATORY,2016-06-25,2025-11-05
2021-11-08,DK,DE111,7374452aa950337b1e98,PUBLIC_HOSPITALS,1949,421.51,E,188.3,ELECTRICITY,1,1,AVERAGE,9,0,34.018,1,NATIONAL_EPC_REGISTRY,2016-07-18,2025-03-13
2021-12-01,GR,NL970,f03c5870e6e6c12b70ed,COMMERCIAL_OFFICE,1955,797.4,D,154.11,LPG,1,0,POOR,0,0,16.676,1,ENERGY_AGENCY_REPORT,2016-08-10,2025-07-23
2021-12-24,LT,RO48,69d3faeb7f470a3a39a3,INDUSTRIAL_LIGHT,1900,162.31,C,123.72,BIOMASS,0,0,UNKNOWN,8,0,33.416,1,BUILDING_STOCK_OBSERVATORY,2016-09-02,2025-04-23
2022-01-16,PT,HU99,e28a88eefa0b2063a717,COMMERCIAL_RETAIL,2010,98.87,B,78.39,HEATING_OIL,1,1,VERY_GOOD,2,0,4.668,1,NATIONAL_EPC_REGISTRY,2016-09-25,2024-02-17
2022-02-08,SE,LU560,5d6d547f4d6c15246a77,RESIDENTIAL_SFH,1967,433.87,A,42.79,DISTRICT_HEAT,1,0,GOOD,5,0,11.924,0,ENERGY_AGENCY_REPORT,2016-10-18,2024-10-18
2022-03-03,CY,AT478,de17011ee12578241ac6,PUBLIC_SCHOOLS,1986,482.69,G,319.67,NATURAL_GAS,0,0,AVERAGE,6,0,29.206,0,BUILDING_STOCK_OBSERVATORY,2016-11-10,2024-06-10
2022-03-26,FR,HR29,d0b76be747ae858ebbdf,RESIDENTIAL_MFH,1949,314.99,F,267.59,ELECTRICITY,0,0,POOR,6,0,40.761,0,NATIONAL_EPC_REGISTRY,2016-12-03,2025-06-21
2022-04-18,IT,BG514,ac99ae36e751a192a3f6,PUBLIC_HOSPITALS,1988,525.97,E,221.06,LPG,0,1,UNKNOWN,3,0,23.323,1,ENERGY_AGENCY_REPORT,2016-12-26,2025-12-21
2022-05-11,NL,IE85,4a69fcffffd729456fde,COMMERCIAL_OFFICE,1924,443.44,D,211.76,BIOMASS,0,0,VERY_GOOD,10,0,86.803,1,BUILDING_STOCK_OBSERVATORY,2017-01-18,2025-04-03
2022-06-03,SI,SI245,b452c8fafbe67034acb1,INDUSTRIAL_LIGHT,2007,465.52,C,104.25,HEATING_OIL,0,0,GOOD,7,0,13.994,0,NATIONAL_EPC_REGISTRY,2017-02-10,2025-04-06
2022-06-26,BG,HU206,b610a62ea0bc5916008a,COMMERCIAL_RETAIL,1909,950.34,B,61.54,DISTRICT_HEAT,0,0,AVERAGE,4,0,11.259,1,ENERGY_AGENCY_REPORT,2017-03-05,2025-06-28
2022-07-19,EE,GR848,933a53a08e5f49ca78c5,RESIDENTIAL_SFH,1987,297.4,A,44.54,NATURAL_GAS,0,1,POOR,3,0,16.225,1,BUILDING_STOCK_OBSERVATORY,2017-03-28,2024-06-27
2022-08-11,HU,CY12,8d0c80f1553b03201a26,PUBLIC_SCHOOLS,1993,196.85,G,442.5,ELECTRICITY,1,0,UNKNOWN,7,0,112.822,1,NATIONAL_EPC_REGISTRY,2017-04-20,2024-12-01
2022-09-03,LU,PT3,b7c1e397efc23cbe4add,RESIDENTIAL_MFH,1923,332.06,F,308.39,LPG,0,1,VERY_GOOD,3,0,85.047,1,ENERGY_AGENCY_REPORT,2017-05-13,2025-04-10
2022-09-26,RO,MT18,abaecada210f647c06c4,PUBLIC_HOSPITALS,2012,474.69,E,201.29,BIOMASS,0,0,GOOD,12,0,33.188,1,BUILDING_STOCK_OBSERVATORY,2017-06-05,2025-09-17
2022-10-19,AT,CZ57,29250e473e4bfd0834c8,COMMERCIAL_OFFICE,2000,467.36,D,163.77,HEATING_OIL,0,1,AVERAGE,6,1,9.409,0,NATIONAL_EPC_REGISTRY,2017-06-28,2025-06-24
2022-11-11,CZ,CZ5,21774f312efb26df387b,INDUSTRIAL_LIGHT,1971,124.51,C,137.26,DISTRICT_HEAT,1,0,POOR,2,0,16.412,1,ENERGY_AGENCY_REPORT,2017-07-21,2024-05-02
2022-12-04,DE,NL30,980075705d9502a083f8,COMMERCIAL_RETAIL,1919,950.44,B,87.22,NATURAL_GAS,0,0,UNKNOWN,2,0,34.537,0,BUILDING_STOCK_OBSERVATORY,2017-08-13,2025-07-08
2022-12-27,LV,SK8,63d94d4ccd9f172feba0,RESIDENTIAL_SFH,1899,1001.72,A,77.69,ELECTRICITY,1,0,VERY_GOOD,2,0,20.236,1,NATIONAL_EPC_REGISTRY,2017-09-05,2024-08-05
2023-01-19,PL,HR292,89cee3fa20bb6aece01d,PUBLIC_SCHOOLS,1972,352.99,G,421.18,LPG,0,0,GOOD,3,0,63.695,1,ENERGY_AGENCY_REPORT,2017-09-28,2024-10-06
2023-02-11,ES,IT75,e503499109c2e720ff46,RESIDENTIAL_MFH,1913,564.71,F,247.26,BIOMASS,1,1,AVERAGE,13,0,59.892,0,BUILDING_STOCK_OBSERVATORY,2017-10-21,2025-07-24
2023-03-06,HR,LU3,e92d903a3c4a666faa7e,PUBLIC_HOSPITALS,1967,745.74,E,278.66,HEATING_OIL,0,0,POOR,9,0,107.075,0,NATIONAL_EPC_REGISTRY,2017-11-13,2025-12-17
2023-03-29,FI,ES74,d326f65a0adf05db5820,COMMERCIAL_OFFICE,1950,315.86,D,134.19,DISTRICT_HEAT,1,1,UNKNOWN,6,0,26.561,1,ENERGY_AGENCY_REPORT,2017-12-06,2024-03-09
2023-04-21,IE,HU42,8ade3cc622543a2ca4c5,INDUSTRIAL_LIGHT,1892,1112.91,C,133.26,NATURAL_GAS,0,0,VERY_GOOD,9,1,33.996,1,BUILDING_STOCK_OBSERVATORY,2017-12-29,2025-04-08
2023-05-14,MT,PT587,cc0220509dc5c045be84,COMMERCIAL_RETAIL,1886,102.84,B,61.62,ELECTRICITY,0,0,GOOD,1,0,13.185,1,NATIONAL_EPC_REGISTRY,2018-01-21,2026-02-19
2023-06-06,SK,PL986,2311fc7d8c11780d3fac,RESIDENTIAL_SFH,1967,612.45,A,61.91,LPG,0,0,AVERAGE,9,1,26.833,0,ENERGY_AGENCY_REPORT,2018-02-13,2025-06-01
2023-06-29,BE,SK36,c9bf194c033346d1c192,PUBLIC_SCHOOLS,2015,704.37,G,364.37,BIOMASS,0,0,POOR,3,1,36.901,1,BUILDING_STOCK_OBSERVATORY,2018-03-08,2024-03-16
2023-07-22,DK,SI56,110724de1c781891bbcf,RESIDENTIAL_MFH,1903,863.54,F,233.57,HEATING_OIL,1,0,UNKNOWN,13,0,54.263,1,NATIONAL_EPC_REGISTRY,2018-03-31,2024-07-23
2023-08-14,GR,MT14,aefea10c7e976b881e14,PUBLIC_HOSPITALS,1952,897.99,E,178.14,DISTRICT_HEAT,0,0,VERY_GOOD,5,0,15.079,1,ENERGY_AGENCY_REPORT,2018-04-23,2024-09-05
2023-09-06,LT,ES8,e136c837b88065bbfea3,COMMERCIAL_OFFICE,1955,265.61,D,183.74,NATURAL_GAS,0,0,GOOD,9,0,37.887,1,BUILDING_STOCK_OBSERVATORY,2018-05-16,2025-02-23
2023-09-29,PT,SI23,f43e8bc73207d1ab1fdb,INDUSTRIAL_LIGHT,2023,339.29,C,109.43,ELECTRICITY,0,1,AVERAGE,3,0,11.752,1,NATIONAL_EPC_REGISTRY,2018-06-08,2026-01-27
2023-10-22,SE,IE8,706081c1ef5553d8c152,COMMERCIAL_RETAIL,2018,452.6,B,55.14,LPG,0,0,POOR,1,0,21.929,0,ENERGY_AGENCY_REPORT,2018-07-01,2024-07-21
2023-11-14,CY,IE67,0d69f5f6a3b35362e42b,RESIDENTIAL_SFH,2008,743.92,A,42.38,BIOMASS,0,0,UNKNOWN,6,1,6.513,1,BUILDING_STOCK_OBSERVATORY,2018-07-24,2025-08-01
2023-12-07,FR,LU599,7c8bd5a5cf8f379087f5,PUBLIC_SCHOOLS,1893,132.36,G,384.5,HEATING_OIL,0,0,VERY_GOOD,8,1,167.159,1,NATIONAL_EPC_REGISTRY,2018-08-16,2024-01-03
2023-12-30,IT,HR9,d2fb4ca5a777558608e5,RESIDENTIAL_MFH,1985,76.12,F,252.28,DISTRICT_HEAT,0,0,GOOD,8,0,40.15,0,ENERGY_AGENCY_REPORT,2018-09-08,2026-01-22
2024-01-22,NL,EE948,8ff7bc2156a1e6808920,PUBLIC_HOSPITALS,1960,1045.21,E,247.91,NATURAL_GAS,0,0,AVERAGE,8,0,101.8,1,BUILDING_STOCK_OBSERVATORY,2018-10-01,2024-02-06
2024-02-14,SI,HR844,c31efba37c72d9052679,COMMERCIAL_OFFICE,1993,636.51,D,141.98,ELECTRICITY,0,0,POOR,2,0,30.254,1,NATIONAL_EPC_REGISTRY,2018-10-24,2024-06-11
2024-03-08,BG,IT1,59671ddb5049cd7d8f8f,INDUSTRIAL_LIGHT,1901,705.09,C,96.11,LPG,0,0,UNKNOWN,6,1,11.453,1,ENERGY_AGENCY_REPORT,2018-11-16,2025-06-08
2024-03-31,EE,RO66,29f74e4d9f11aed40d03,COMMERCIAL_RETAIL,1896,203.05,B,66.22,BIOMASS,1,0,VERY_GOOD,8,0,14.149,1,BUILDING_STOCK_OBSERVATORY,2018-12-09,2025-05-17
2024-04-23,HU,ES5,b2be31b06727c4602101,RESIDENTIAL_SFH,1935,716.51,A,44.55,HEATING_OIL,0,0,GOOD,10,0,5.501,1,NATIONAL_EPC_REGISTRY,2019-01-01,2024-02-28
2024-05-16,LU,IT87,93076b283db68b15d53c,PUBLIC_SCHOOLS,1945,675.98,G,519.84,DISTRICT_HEAT,0,0,AVERAGE,13,0,79.505,0,ENERGY_AGENCY_REPORT,2019-01-24,2025-03-03
2024-06-08,RO,FI7,e29bb9a80a18ce431a33,RESIDENTIAL_MFH,1943,314.95,F,278.17,NATURAL_GAS,0,0,POOR,11,0,34.666,1,BUILDING_STOCK_OBSERVATORY,2019-02-16,2025-09-02
2024-07-01,AT,SE60,5db16af15b13abbddc03,PUBLIC_HOSPITALS,1911,256.79,E,254.41,ELECTRICITY,1,0,UNKNOWN,12,0,17.759,1,NATIONAL_EPC_REGISTRY,2019-03-11,2025-02-27
2024-07-24,CZ,NL74,27dcac2c7e3c5c607498,COMMERCIAL_OFFICE,1923,906.39,D,169.39,LPG,0,1,VERY_GOOD,1,0,38.051,1,ENERGY_AGENCY_REPORT,2019-04-03,2024-11-17
2024-08-16,DE,HU48,4214b4d7ab1acb7967d4,INDUSTRIAL_LIGHT,1930,607.58,C,110.78,BIOMASS,0,0,GOOD,0,0,29.447,1,BUILDING_STOCK_OBSERVATORY,2019-04-26,2025-04-11
2024-09-08,LV,HU526,03d63e01c3a96f01d2f3,COMMERCIAL_RETAIL,1924,378.58,B,86.85,HEATING_OIL,0,0,AVERAGE,2,0,9.318,1,NATIONAL_EPC_REGISTRY,2019-05-19,2024-04-26
2024-10-01,PL,RO478,de9b4d8393da8f89ff41,RESIDENTIAL_SFH,1896,699.14,A,62.68,DISTRICT_HEAT,1,0,POOR,3,0,12.427,0,ENERGY_AGENCY_REPORT,2019-06-11,2024-08-28
2024-10-24,ES,PL6,5786cd4972e4769ccc20,PUBLIC_SCHOOLS,1899,395.16,G,517.72,NATURAL_GAS,0,0,UNKNOWN,8,0,216.841,1,BUILDING_STOCK_OBSERVATORY,2019-07-04,2024-03-15
2024-11-16,HR,RO5,98d1084c11d9cb709bae,RESIDENTIAL_MFH,1985,372.98,F,269.38,ELECTRICITY,0,0,VERY_GOOD,2,0,44.842,1,NATIONAL_EPC_REGISTRY,2019-07-27,2025-03-04
2024-12-09,FI,LV5,a293d6a813e949c46ec6,PUBLIC_HOSPITALS,1974,676.52,E,259.84,LPG,0,0,GOOD,9,0,45.716,1,ENERGY_AGENCY_REPORT,2019-08-19,2026-01-18
2025-01-01,IE,EE299,342943ce220715f7e88a,COMMERCIAL_OFFICE,1993,642.4,D,115.44,BIOMASS,0,0,AVERAGE,3,0,20.361,1,BUILDING_STOCK_OBSERVATORY,2019-09-11,2024-05-25
2025-01-24,MT,RO189,fd7aa5a6678e6f6d0e25,INDUSTRIAL_LIGHT,1958,339.55,C,148.02,HEATING_OIL,0,0,POOR,4,0,44.09,0,NATIONAL_EPC_REGISTRY,2019-10-04,2024-12-07
2025-02-16,SK,PL58,e8f4f7ea3c8b780ab656,COMMERCIAL_RETAIL,1927,691.85,B,68.32,DISTRICT_HEAT,0,1,UNKNOWN,0,0,10.155,1,ENERGY_AGENCY_REPORT,2019-10-27,2025-08-14
2025-03-11,BE,GR2,f66e2d64955a469f3b10,RESIDENTIAL_SFH,1934,583.5,A,44.29,NATURAL_GAS,0,0,VERY_GOOD,4,0,17.844,0,BUILDING_STOCK_OBSERVATORY,2019-11-19,2025-01-18
2025-04-03,DK,FI928,b32fd8f56a4c510cb286,PUBLIC_SCHOOLS,1989,559.94,G,333.31,ELECTRICITY,1,0,GOOD,10,1,85.73,1,NATIONAL_EPC_REGISTRY,2019-12-12,2024-03-09
2025-04-26,GR,DE71,b160ccc695188c9fc1ed,RESIDENTIAL_MFH,1984,537.09,F,245.14,LPG,0,0,AVERAGE,5,0,84.006,1,ENERGY_AGENCY_REPORT,2020-01-04,2024-11-30
2025-05-19,LT,HU78,4660fc718978fb7b0d41,PUBLIC_HOSPITALS,2015,358.07,E,186.58,BIOMASS,0,0,POOR,3,1,19.045,1,BUILDING_STOCK_OBSERVATORY,2020-01-27,2026-02-22
2025-06-11,PT,CY72,349417e1c6acb46ef10e,COMMERCIAL_OFFICE,1999,744.33,D,133.03,HEATING_OIL,0,0,UNKNOWN,10,0,56.558,1,NATIONAL_EPC_REGISTRY,2020-02-19,2024-08-08
2025-07-04,SE,LV309,ecb2dfae699d691f5582,INDUSTRIAL_LIGHT,1914,92.32,C,116.15,DISTRICT_HEAT,0,0,VERY_GOOD,10,0,16.156,1,ENERGY_AGENCY_REPORT,2020-03-13,2025-12-28
2025-07-27,CY,HU97,2777db2559cad495f322,COMMERCIAL_RETAIL,1887,600.19,B,81.39,NATURAL_GAS,1,1,GOOD,7,1,16.023,1,BUILDING_STOCK_OBSERVATORY,2020-04-05,2026-01-23
2025-08-19,FR,CZ78,2e3b7299ac56745410cf,RESIDENTIAL_SFH,1942,228.79,A,65.61,ELECTRICITY,1,0,AVERAGE,9,0,3.813,0,NATIONAL_EPC_REGISTRY,2020-04-28,2025-11-18
2025-09-11,IT,LU709,50c9d90149d8ec24f56f,PUBLIC_SCHOOLS,2000,567.7,G,293.09,LPG,0,0,POOR,4,1,51.138,0,ENERGY_AGENCY_REPORT,2020-05-21,2025-03-16
2025-10-04,NL,EE919,91febfc1adc7f39d222e,RESIDENTIAL_MFH,2017,1082.32,F,219.52,BIOMASS,0,0,UNKNOWN,4,1,55.519,1,BUILDING_STOCK_OBSERVATORY,2020-06-13,2024-01-16
2025-10-27,SI,NL81,71ffae138fcfa5c313c6,PUBLIC_HOSPITALS,1911,344.9,E,233.4,HEATING_OIL,0,1,VERY_GOOD,2,1,26.142,0,NATIONAL_EPC_REGISTRY,2020-07-06,2024-04-26
2025-11-19,BG,PT72,826fc7a796278b997821,COMMERCIAL_OFFICE,1976,565.52,D,147.64,DISTRICT_HEAT,1,1,GOOD,10,1,24.263,1,ENERGY_AGENCY_REPORT,2020-07-29,2025-08-16
2025-12-12,EE,AT85,cb2b5a1d351ee53b4f96,INDUSTRIAL_LIGHT,1989,90.66,C,83.91,NATURAL_GAS,0,0,AVERAGE,9,0,29.902,1,BUILDING_STOCK_OBSERVATORY,2020-08-21,2025-06-30
2026-01-04,HU,LT285,bddf9f63f86f5c95d64a,COMMERCIAL_RETAIL,1904,305.6,B,104.6,ELECTRICITY,0,0,POOR,4,0,24.435,0,NATIONAL_EPC_REGISTRY,2020-09-13,2026-01-12
2026-01-27,LU,DK89,451905a9f86b50c28fef,RESIDENTIAL_SFH,1922,394.57,A,63.29,LPG,0,1,UNKNOWN,10,0,11.056,1,ENERGY_AGENCY_REPORT,2020-10-06,2024-09-02
2026-02-19,RO,FR648,06663f68e4354fd74de2,PUBLIC_SCHOOLS,1972,399.64,G,450.89,BIOMASS,0,0,VERY_GOOD,7,1,47.757,1,BUILDING_STOCK_OBSERVATORY,2020-10-29,2024-06-24
2010-01-17,AT,IE5,cee8ee2788c22662bcee,RESIDENTIAL_MFH,1905,668.29,F,331.28,HEATING_OIL,1,0,GOOD,10,0,56.509,0,NATIONAL_EPC_REGISTRY,2020-11-21,2025-11-22
2010-02-09,CZ,FI705,0174419aa9aee4e6664a,PUBLIC_HOSPITALS,1942,760.87,E,200.64,DISTRICT_HEAT,0,0,AVERAGE,10,1,32.35,0,ENERGY_AGENCY_REPORT,2020-12-14,2024-11-28
2010-03-04,DE,RO59,cd8ea99d6814d5774c61,COMMERCIAL_OFFICE,1899,308.97,D,157.06,NATURAL_GAS,0,0,POOR,1,0,34.089,1,BUILDING_STOCK_OBSERVATORY,2021-01-06,2025-10-12
2010-03-27,LV,LV411,78aeb7ff48526c69ad70,INDUSTRIAL_LIGHT,1957,494.85,C,110.63,ELECTRICITY,1,0,UNKNOWN,2,0,9.021,0,NATIONAL_EPC_REGISTRY,2021-01-29,2024-01-25
2010-04-19,PL,SI954,18bf7880d92ed3fdd641,COMMERCIAL_RETAIL,1905,842.64,B,83.5,LPG,0,1,VERY_GOOD,5,0,18.05,0,ENERGY_AGENCY_REPORT,2021-02-21,2025-09-25
2010-05-12,ES,IT94,ffb0dd7648d1995372c5,RESIDENTIAL_SFH,1900,707.59,A,54.42,BIOMASS,1,1,GOOD,7,0,21.187,0,BUILDING_STOCK_OBSERVATORY,2021-03-16,2025-10-16
2010-06-04,HR,LV72,5e139616eeda5f1f7c40,PUBLIC_SCHOOLS,1982,991.72,G,391.85,HEATING_OIL,0,0,AVERAGE,12,0,128.473,0,NATIONAL_EPC_REGISTRY,2021-04-08,2025-08-05
2010-06-27,FI,SI96,1e9a5ab64283e1eef72b,RESIDENTIAL_MFH,2000,819.84,F,177.57,DISTRICT_HEAT,0,0,POOR,9,1,50.561,0,ENERGY_AGENCY_REPORT,2021-05-01,2024-05-31
2010-07-20,IE,BE377,4819d357fa136bc95f2d,PUBLIC_HOSPITALS,1910,990.49,E,222.73,NATURAL_GAS,1,0,UNKNOWN,7,0,21.681,0,BUILDING_STOCK_OBSERVATORY,2021-05-24,2025-07-06
2010-08-12,MT,IT612,cee3bd3fe35c778e4c02,COMMERCIAL_OFFICE,2015,484.79,D,145.48,ELECTRICITY,1,0,VERY_GOOD,7,1,44.586,0,NATIONAL_EPC_REGISTRY,2021-06-16,2025-10-04
2010-09-04,SK,NL4,ecb118d2bafeb446deae,INDUSTRIAL_LIGHT,1900,1129.56,C,104.11,LPG,0,1,GOOD,11,0,32.7,1,ENERGY_AGENCY_REPORT,2021-07-09,2025-03-01
2010-09-27,BE,PL349,db6ba7e2b2fbff7e7069,COMMERCIAL_RETAIL,1968,710.5,B,101.36,BIOMASS,0,1,AVERAGE,9,1,31.594,0,BUILDING_STOCK_OBSERVATORY,2021-08-01,2024-02-07
