edu_k12out_school_year,edu_k12out_district_id_udise,edu_k12out_school_id_udise,edu_k12out_grade_level,edu_k12out_subject_area,edu_k12out_assessment_scale_score,edu_k12out_proficiency_level,edu_k12out_growth_percentile,edu_k12out_attendance_rate_pct,edu_k12out_chronic_absenteeism_rate,edu_k12out_graduation_cohort_year,edu_k12out_graduation_rate_pct,edu_k12out_dropout_rate_pct,edu_k12out_discipline_incident_rate,edu_k12out_special_education_share_pct,edu_k12out_ell_share_pct,edu_k12out_gifted_program_share_pct,edu_k12out_student_teacher_ratio,edu_k12out_per_pupil_spending,edu_k12out_accountability_rating_code
2017-18,UDISE-D14749,UDISE-S9896593,Grade_10,Hindi,677.0,Advanced,39,72.92,39.28,2018,77.64,5.66,110.63,1.81,19.61,7.11,14.38,50997.73,C
2024-25,UDISE-D15913,UDISE-S5909535,Grade_5,Math,885.2,Below_Basic,88,96.79,8.07,2023,90.68,11.53,71.49,7.49,33.28,5.17,51.9,82948.67,A
2017-18,UDISE-D86592,UDISE-S4654299,Grade_3,Hindi,187.6,Advanced,38,96.67,31.12,2017,83.57,16.94,18.97,7.46,10.44,3.93,38.05,51819.63,B
2020-21,UDISE-D59784,UDISE-S5516541,Grade_4,Science,798.3,Advanced,99,79.41,42.07,2017,40.18,1.08,78.51,6.21,17.82,9.92,45.6,162464.27,C
2019-20,UDISE-D78382,UDISE-S3217506,Grade_10,SocialStudies,236.2,Basic,37,98.13,23.82,2025,48.27,3.97,5.14,0.24,2.92,9.15,46.98,98733.64,D
2020-21,UDISE-D33160,UDISE-S8252121,Grade_9,Reading,887.6,Proficient,49,80.45,25.22,2021,98.28,6.7,90.07,12.09,32.31,8.64,30.23,20687.97,E
2020-21,UDISE-D10166,UDISE-S8309430,Grade_12,Hindi,697.3,Advanced,15,89.78,31.9,2024,69.72,10.87,36.73,9.35,28.27,11.67,54.08,16327.91,B
2024-25,UDISE-D53529,UDISE-S7368725,Grade_3,Science,459.5,Proficient,49,84.66,3.79,2020,66.27,7.93,9.71,5.46,9.38,6.91,25.79,95891.27,B
2020-21,UDISE-D48235,UDISE-S8744963,Grade_1,Math,240.4,Advanced,11,97.12,15.69,2021,40.65,11.36,50.46,5.79,22.21,6.47,26.17,93259.04,C
2025-26,UDISE-D28567,UDISE-S8991461,Grade_8,SocialStudies,394.3,Basic,56,85.13,17.86,2023,86.0,13.89,11.89,11.77,33.74,9.66,38.61,92722.39,E
2021-22,UDISE-D98202,UDISE-S9310988,Grade_4,SocialStudies,532.7,Below_Basic,69,93.36,14.58,2022,82.49,9.15,94.46,7.4,8.75,0.78,24.89,174405.82,C
2016-17,UDISE-D66091,UDISE-S8968697,Grade_1,English,765.0,Proficient,95,68.24,10.9,2025,60.79,1.3,94.76,13.47,3.14,8.02,28.39,95750.72,NA
2018-19,UDISE-D43362,UDISE-S3668736,Grade_12,Math,777.1,Below_Basic,11,78.21,35.65,2016,62.71,17.06,98.97,4.35,34.2,5.41,46.34,116961.05,A
2016-17,UDISE-D86570,UDISE-S4335832,Grade_6,English,214.5,Proficient,58,85.09,44.04,2019,56.9,6.21,51.02,13.46,10.64,3.85,44.9,80031.72,E
2018-19,UDISE-D13628,UDISE-S7440202,Grade_6,SocialStudies,560.1,Proficient,89,92.28,44.29,2021,55.29,14.24,27.77,4.07,26.93,11.9,22.93,67376.39,C
2016-17,UDISE-D14309,UDISE-S9928297,Grade_11,Science,136.7,Below_Basic,23,97.29,40.38,2021,99.02,0.48,91.73,11.01,5.77,7.97,40.81,178587.06,NA
2020-21,UDISE-D37658,UDISE-S2859769,Grade_2,English,194.2,Proficient,83,69.27,22.23,2023,55.74,7.12,30.87,7.36,24.74,10.4,11.7,12309.89,B
2020-21,UDISE-D55982,UDISE-S4592623,Grade_7,SocialStudies,307.5,Proficient,68,71.5,30.86,2018,52.94,2.26,91.58,6.76,3.42,11.16,10.02,52427.43,B
2022-23,UDISE-D16571,UDISE-S9655312,Grade_9,Hindi,868.9,Below_Basic,76,91.06,29.08,2017,92.35,17.05,98.83,0.29,15.22,11.2,23.57,77695.67,NA
2020-21,UDISE-D29293,UDISE-S7200436,Grade_9,RegionalLanguage,568.5,Below_Basic,50,65.83,29.25,2016,53.43,5.27,103.86,4.26,23.46,2.87,23.8,169334.17,B
2016-17,UDISE-D49350,UDISE-S8497799,Grade_3,English,134.7,Advanced,15,87.32,14.09,2019,90.68,6.06,90.0,11.22,0.06,4.21,38.75,102432.07,NA
2022-23,UDISE-D90516,UDISE-S9089698,Grade_8,RegionalLanguage,199.5,Basic,28,78.1,9.25,2016,77.77,1.92,116.26,10.9,17.85,1.84,27.66,56736.07,NA
2018-19,UDISE-D74161,UDISE-S1320234,Grade_11,SocialStudies,808.5,Advanced,35,81.0,0.59,2018,73.77,13.35,53.26,8.21,29.44,8.05,45.42,113229.29,A
2023-24,UDISE-D97014,UDISE-S8347396,Grade_9,Reading,866.0,Basic,69,89.74,41.59,2025,72.34,1.64,65.14,14.52,26.83,2.26,24.41,30005.05,D
2022-23,UDISE-D29201,UDISE-S8872938,Grade_3,Math,825.8,Basic,79,70.58,32.08,2026,79.23,11.2,116.92,10.71,26.96,2.99,15.96,120898.97,A
2017-18,UDISE-D80139,UDISE-S2214303,Grade_4,Reading,307.7,Proficient,32,61.45,38.34,2022,73.49,1.99,51.99,5.49,18.28,9.69,38.41,33919.1,D
2023-24,UDISE-D19128,UDISE-S4395473,Grade_2,Science,268.7,Basic,29,67.4,7.48,2023,51.2,12.57,11.74,9.19,33.57,4.73,43.31,78266.35,D
2016-17,UDISE-D77535,UDISE-S7553914,Grade_9,Reading,523.1,Basic,68,85.11,27.97,2024,79.82,5.74,112.1,0.08,6.6,2.46,17.82,148261.73,A
2022-23,UDISE-D34390,UDISE-S2503174,Grade_11,Hindi,339.2,Proficient,54,75.37,24.97,2020,97.74,14.74,21.77,11.91,26.25,11.4,23.2,17433.17,NA
2025-26,UDISE-D88714,UDISE-S4406186,Grade_2,Science,165.4,Basic,4,88.9,39.73,2016,78.21,11.56,0.95,5.31,10.36,9.08,18.97,86243.58,C
2019-20,UDISE-D94850,UDISE-S9006839,Grade_7,Math,293.0,Advanced,30,62.76,26.29,2019,71.69,0.45,28.96,5.23,5.62,7.75,46.04,179333.87,C
2024-25,UDISE-D46532,UDISE-S5104642,Grade_5,Math,213.7,Advanced,53,60.16,37.68,2025,90.18,1.66,103.15,3.18,0.77,4.4,51.43,38189.21,C
2018-19,UDISE-D60695,UDISE-S2144725,Grade_8,RegionalLanguage,833.3,Proficient,23,89.17,6.86,2021,57.49,9.41,20.54,5.11,20.18,0.18,33.78,40475.39,E
2019-20,UDISE-D30653,UDISE-S5994262,Grade_11,English,474.5,Basic,72,82.18,20.08,2017,65.41,16.96,7.72,3.62,25.57,0.29,46.36,102561.46,NA
2023-24,UDISE-D62014,UDISE-S5354272,Grade_8,Math,302.1,Proficient,19,88.02,33.9,2021,84.71,12.25,23.99,6.14,32.3,2.66,37.62,84572.76,B
2020-21,UDISE-D33031,UDISE-S5035652,Grade_10,Reading,823.6,Basic,36,73.54,35.08,2026,41.2,3.97,69.55,0.61,15.16,3.71,39.54,140139.64,D
2021-22,UDISE-D37883,UDISE-S3835226,Grade_2,SocialStudies,455.0,Basic,63,70.07,36.41,2022,81.0,1.64,43.9,9.08,23.32,7.34,10.38,21893.81,A
2025-26,UDISE-D39642,UDISE-S4132424,Grade_10,RegionalLanguage,354.3,Below_Basic,60,80.98,20.53,2025,87.25,13.99,73.99,3.65,16.46,1.53,37.62,67095.38,A
2017-18,UDISE-D15670,UDISE-S1262343,Grade_11,RegionalLanguage,418.5,Proficient,59,91.94,27.1,2022,86.79,2.66,13.96,1.09,18.02,1.75,53.12,164255.24,C
2018-19,UDISE-D48014,UDISE-S7975576,Grade_4,English,129.1,Advanced,69,90.19,12.4,2020,87.2,8.75,95.1,6.36,27.15,10.05,29.81,93632.58,E
2019-20,UDISE-D78336,UDISE-S2655664,Grade_5,Hindi,719.8,Proficient,17,77.0,32.85,2019,42.6,10.14,16.46,5.43,18.26,0.08,50.87,98561.75,C
2017-18,UDISE-D48106,UDISE-S8315982,Grade_12,RegionalLanguage,830.0,Basic,7,84.31,3.0,2018,90.84,14.78,103.23,9.57,8.19,0.23,12.7,87580.42,C
2017-18,UDISE-D50009,UDISE-S6301764,Grade_12,English,469.3,Advanced,44,95.85,24.65,2019,45.13,12.56,23.27,13.23,5.91,4.46,49.1,25489.83,E
2021-22,UDISE-D45157,UDISE-S9466072,Grade_5,Hindi,534.9,Basic,74,68.7,19.54,2020,46.75,16.31,66.21,7.69,4.84,6.58,25.7,35530.27,D
2017-18,UDISE-D66275,UDISE-S6123002,Grade_9,Science,286.8,Below_Basic,85,89.51,32.34,2017,64.73,6.2,86.91,2.13,8.27,8.74,52.07,16662.34,A
2024-25,UDISE-D13489,UDISE-S9305420,Grade_8,Science,594.3,Proficient,48,84.78,10.94,2019,98.45,8.09,28.58,11.98,17.1,3.83,28.85,156355.85,NA
2017-18,UDISE-D31952,UDISE-S2325763,Grade_7,English,606.1,Proficient,12,75.42,38.02,2024,74.49,17.5,78.62,11.72,26.4,4.52,40.78,139029.77,C
2017-18,UDISE-D38174,UDISE-S8424270,Grade_9,SocialStudies,373.6,Below_Basic,72,81.33,19.4,2026,56.54,11.98,16.66,0.81,15.81,8.12,12.41,155277.7,C
2023-24,UDISE-D46907,UDISE-S9146294,Grade_8,Reading,740.6,Basic,29,78.35,24.24,2016,84.84,8.73,45.4,2.4,8.05,7.56,17.77,126427.17,A
2018-19,UDISE-D84440,UDISE-S1988224,Grade_10,Science,283.5,Advanced,24,79.95,1.64,2026,63.89,13.49,112.02,4.81,31.1,3.64,26.95,136594.02,D
2019-20,UDISE-D48869,UDISE-S8514570,Grade_7,Hindi,659.4,Proficient,84,69.87,14.09,2021,40.52,4.35,58.86,0.33,29.0,7.06,25.54,53778.47,C
2018-19,UDISE-D38536,UDISE-S9119433,Grade_4,Math,376.1,Proficient,81,70.53,37.57,2022,72.42,12.17,43.8,7.82,26.71,8.84,48.1,110229.42,B
2025-26,UDISE-D62231,UDISE-S4260983,Grade_10,Science,734.2,Proficient,56,92.39,41.94,2016,68.27,16.03,88.77,0.08,6.72,0.06,37.41,146752.23,C
2018-19,UDISE-D21355,UDISE-S2711733,Grade_5,SocialStudies,219.2,Below_Basic,12,96.46,19.83,2020,74.2,16.83,106.96,1.14,14.28,0.85,10.07,163274.81,NA
2025-26,UDISE-D71685,UDISE-S9952846,Grade_6,Reading,556.5,Advanced,8,90.27,21.4,2022,58.83,11.12,107.15,4.92,31.07,7.99,30.49,150509.2,A
2016-17,UDISE-D63558,UDISE-S3955033,Grade_11,Reading,860.1,Proficient,15,61.77,7.4,2023,79.82,16.6,106.17,2.87,21.66,2.4,54.41,173430.32,A
2024-25,UDISE-D28559,UDISE-S8513453,Grade_12,English,152.1,Proficient,18,81.48,9.68,2025,72.5,9.37,26.5,5.38,15.96,2.29,16.12,123947.79,E
2021-22,UDISE-D22459,UDISE-S3979919,Grade_3,Math,498.1,Below_Basic,72,64.92,31.86,2016,44.57,7.33,1.72,3.19,2.42,0.15,50.73,143169.6,D
2024-25,UDISE-D88691,UDISE-S2098343,Grade_1,RegionalLanguage,182.2,Basic,97,68.96,6.69,2022,73.24,10.69,25.44,1.26,26.47,0.04,36.05,102301.76,A
2017-18,UDISE-D51433,UDISE-S4278148,Grade_6,SocialStudies,388.3,Proficient,64,88.89,39.8,2018,65.2,6.52,24.29,8.19,27.42,8.01,23.91,161575.27,D
2019-20,UDISE-D10100,UDISE-S8606544,Grade_6,SocialStudies,626.5,Advanced,39,94.26,14.46,2016,98.0,8.78,84.46,12.85,21.31,1.37,29.08,150352.83,C
2018-19,UDISE-D56970,UDISE-S4638125,Grade_10,English,232.6,Basic,63,67.64,31.48,2025,65.88,17.45,1.23,0.94,16.15,3.99,23.01,23506.52,C
2017-18,UDISE-D30505,UDISE-S7137074,Grade_12,RegionalLanguage,587.2,Proficient,42,76.62,21.44,2026,92.73,14.22,94.98,0.71,25.15,5.49,33.11,33654.54,NA
2023-24,UDISE-D69594,UDISE-S6726273,Grade_2,RegionalLanguage,457.1,Below_Basic,2,99.48,36.75,2021,80.3,9.91,110.92,2.6,18.48,0.47,14.03,134672.12,B
2021-22,UDISE-D31660,UDISE-S1389030,Grade_7,SocialStudies,335.0,Proficient,96,71.96,32.67,2018,51.93,11.07,90.83,7.13,6.22,3.47,18.3,72715.99,D
2017-18,UDISE-D76733,UDISE-S5103603,Grade_7,Science,862.5,Below_Basic,33,83.51,12.56,2016,47.35,2.29,19.72,6.69,28.25,10.84,21.84,141569.86,NA
2022-23,UDISE-D29446,UDISE-S9438207,Grade_9,Science,258.3,Advanced,11,66.06,11.33,2024,91.36,0.4,102.76,12.08,8.83,4.82,16.25,70846.23,A
2017-18,UDISE-D71548,UDISE-S3760927,Grade_1,Reading,344.2,Basic,34,94.9,17.86,2018,80.29,15.95,4.21,7.34,4.85,3.3,37.68,86421.86,C
2018-19,UDISE-D44935,UDISE-S7592804,Grade_2,Math,590.2,Below_Basic,46,88.69,34.24,2019,60.08,6.37,82.55,0.22,25.06,8.4,49.29,117035.66,C
2025-26,UDISE-D35135,UDISE-S3583572,Grade_5,Science,112.3,Advanced,70,84.07,19.78,2018,82.28,10.76,2.38,11.88,26.96,6.69,23.46,90754.67,A
2020-21,UDISE-D42801,UDISE-S5934396,Grade_10,SocialStudies,770.3,Proficient,63,84.41,34.35,2021,52.2,15.31,118.78,6.58,8.61,3.66,43.7,155962.88,A
2024-25,UDISE-D21839,UDISE-S6712745,Grade_7,Hindi,664.2,Advanced,28,91.87,17.15,2016,50.96,8.93,35.92,14.17,18.35,0.06,41.01,70033.61,B
2024-25,UDISE-D74858,UDISE-S8904705,Grade_1,English,792.5,Advanced,73,98.3,34.04,2018,62.78,11.07,72.84,7.16,20.34,6.66,52.76,23760.42,NA
2018-19,UDISE-D81542,UDISE-S1811519,Grade_7,Hindi,697.5,Basic,69,74.97,3.64,2021,95.97,9.62,16.2,5.08,21.62,2.71,25.79,149199.73,D
2018-19,UDISE-D87708,UDISE-S1267182,Grade_7,SocialStudies,579.3,Basic,44,73.14,26.4,2025,41.63,2.45,63.43,3.52,2.14,8.28,28.26,157191.32,B
2022-23,UDISE-D25850,UDISE-S1761710,Grade_8,Math,796.7,Below_Basic,56,99.52,34.33,2023,89.67,14.37,17.54,1.3,19.77,10.15,38.3,43166.3,NA
2025-26,UDISE-D10523,UDISE-S1415620,Grade_8,Science,139.4,Advanced,41,62.0,31.32,2021,72.46,3.7,46.36,11.51,13.32,5.81,51.9,69306.64,B
2016-17,UDISE-D72035,UDISE-S9974798,Grade_4,English,704.2,Below_Basic,62,63.37,2.28,2026,89.91,9.82,36.71,6.64,0.86,0.64,46.69,45504.99,C
2022-23,UDISE-D36633,UDISE-S9927209,Grade_7,Reading,131.4,Advanced,92,60.48,3.49,2021,44.49,7.56,83.97,9.63,6.17,0.97,27.54,76195.45,D
2017-18,UDISE-D23031,UDISE-S9524030,Grade_5,SocialStudies,739.5,Proficient,57,84.75,6.41,2022,50.3,17.55,11.82,2.6,28.3,7.84,21.84,168521.77,D
2022-23,UDISE-D95950,UDISE-S8897965,Grade_10,Math,154.6,Below_Basic,74,87.6,41.95,2019,82.94,9.58,25.75,6.49,31.22,5.47,28.34,29790.15,E
2024-25,UDISE-D88242,UDISE-S1773071,Grade_5,English,147.9,Advanced,24,70.53,8.81,2020,50.86,8.08,2.54,14.93,5.85,5.4,52.23,157947.47,C
2021-22,UDISE-D28737,UDISE-S1568535,Grade_11,RegionalLanguage,612.1,Basic,66,83.73,14.73,2022,95.57,17.13,58.77,11.54,32.44,9.01,32.88,173013.83,NA
2025-26,UDISE-D66453,UDISE-S9987137,Grade_3,RegionalLanguage,497.8,Proficient,5,60.51,34.8,2025,70.75,10.57,56.63,5.57,13.8,9.09,19.71,64673.16,C
2023-24,UDISE-D57916,UDISE-S7831738,Grade_12,Math,323.2,Proficient,7,76.8,33.48,2017,50.76,1.69,57.95,6.02,25.81,10.6,29.17,110033.0,E
2020-21,UDISE-D96214,UDISE-S2276891,Grade_1,SocialStudies,242.4,Proficient,66,71.85,3.69,2022,95.97,8.74,45.92,6.4,32.82,4.26,51.86,168338.22,A
2024-25,UDISE-D13643,UDISE-S4101726,Grade_11,English,636.8,Below_Basic,13,65.5,18.94,2026,85.45,13.61,12.08,3.56,23.7,1.9,35.34,134015.91,NA
2025-26,UDISE-D68095,UDISE-S4645623,Grade_1,SocialStudies,505.4,Advanced,29,69.91,35.0,2024,63.26,0.96,66.92,0.4,24.91,11.79,34.63,93876.15,NA
2021-22,UDISE-D28788,UDISE-S8107436,Grade_6,English,745.3,Advanced,54,80.86,25.08,2023,59.07,16.35,38.1,2.61,30.44,4.54,49.25,73217.75,A
2017-18,UDISE-D36368,UDISE-S8892013,Grade_10,Math,348.3,Proficient,85,80.41,33.27,2025,88.05,17.83,51.4,5.0,4.15,8.37,38.69,158451.93,B
2023-24,UDISE-D82624,UDISE-S1808561,Grade_9,English,369.3,Below_Basic,99,63.67,12.53,2022,84.91,15.99,33.68,3.9,5.2,3.41,18.39,143161.84,NA
2017-18,UDISE-D61747,UDISE-S4187099,Grade_7,Science,844.9,Basic,56,76.34,36.23,2017,58.96,10.58,27.92,3.88,21.96,1.67,32.72,44581.99,C
2021-22,UDISE-D19934,UDISE-S2247831,Grade_8,English,626.1,Proficient,10,85.9,3.12,2018,42.75,12.22,8.39,5.97,2.31,5.22,11.49,156877.22,D
2016-17,UDISE-D29622,UDISE-S9008414,Grade_5,English,479.9,Proficient,5,66.8,22.82,2020,41.46,6.68,51.29,8.94,27.11,4.91,25.79,63377.23,D
2019-20,UDISE-D74429,UDISE-S6883361,Grade_11,Reading,339.2,Advanced,46,88.38,8.37,2024,68.24,12.68,36.27,1.41,9.4,5.11,31.56,143128.93,B
2020-21,UDISE-D82994,UDISE-S1395414,Grade_3,Hindi,537.1,Advanced,40,67.85,7.86,2021,79.21,17.41,68.3,5.7,23.35,6.46,32.99,31664.03,A
2025-26,UDISE-D31953,UDISE-S2635127,Grade_10,Hindi,818.1,Below_Basic,49,91.39,30.2,2024,94.61,5.29,39.39,0.83,15.83,5.07,40.35,12691.77,E
2024-25,UDISE-D88526,UDISE-S2485719,Grade_3,SocialStudies,203.6,Proficient,75,65.87,7.05,2020,95.24,15.25,12.79,11.16,15.33,8.06,45.1,27708.11,C
2025-26,UDISE-D52326,UDISE-S2261945,Grade_7,English,825.7,Below_Basic,52,65.1,12.84,2018,77.64,3.46,21.42,8.81,9.15,10.12,40.06,160994.29,A
2016-17,UDISE-D25105,UDISE-S4272281,Grade_10,Science,675.3,Proficient,59,70.23,31.14,2022,82.75,15.04,98.47,9.45,9.17,5.98,42.1,81857.52,E
2017-18,UDISE-D57135,UDISE-S6948430,Grade_6,Math,641.8,Proficient,6,87.33,33.14,2026,57.87,6.73,31.45,14.06,15.39,3.63,44.8,53794.02,D
2022-23,UDISE-D87227,UDISE-S8947086,Grade_3,SocialStudies,391.8,Below_Basic,26,73.36,30.75,2017,81.17,3.77,4.45,10.83,20.05,7.78,31.54,84863.44,D
2021-22,UDISE-D47766,UDISE-S5529792,Grade_8,Reading,183.0,Advanced,94,70.06,12.82,2017,83.84,11.48,54.09,7.99,14.07,1.4,47.48,159982.71,E
2021-22,UDISE-D24335,UDISE-S8431006,Grade_1,English,324.6,Proficient,75,64.52,36.94,2026,51.22,3.72,50.62,11.63,7.81,3.82,17.51,78616.34,C
2025-26,UDISE-D97128,UDISE-S9381795,Grade_7,RegionalLanguage,348.4,Below_Basic,96,67.15,18.97,2025,94.2,10.6,31.6,9.39,14.31,6.3,32.23,84098.53,A
2022-23,UDISE-D94498,UDISE-S5887358,Grade_3,SocialStudies,415.0,Advanced,36,73.06,6.09,2025,52.01,5.84,88.33,9.63,33.5,9.01,25.2,152667.36,E
2021-22,UDISE-D46400,UDISE-S7552466,Grade_10,SocialStudies,578.8,Below_Basic,43,99.62,34.74,2021,91.59,17.52,4.72,11.13,31.23,11.88,12.9,120593.34,E
2017-18,UDISE-D41901,UDISE-S7128478,Grade_12,Math,287.1,Basic,60,95.73,36.89,2016,55.57,17.32,10.26,14.88,22.35,6.2,38.11,45243.7,C
2021-22,UDISE-D91854,UDISE-S6157277,Grade_7,Science,751.5,Below_Basic,50,89.36,13.5,2024,58.61,2.58,64.2,1.83,23.77,1.79,22.38,93615.57,A
2024-25,UDISE-D32558,UDISE-S8920540,Grade_11,Math,646.2,Basic,42,96.91,22.83,2019,44.34,13.59,68.07,7.25,3.58,5.96,24.28,165809.6,C
2022-23,UDISE-D32859,UDISE-S5374107,Grade_1,English,339.0,Below_Basic,97,86.76,26.96,2018,66.7,16.28,112.33,9.86,17.45,4.02,48.23,54622.75,NA
2024-25,UDISE-D61170,UDISE-S1843677,Grade_11,SocialStudies,518.1,Below_Basic,91,80.49,37.16,2020,62.97,8.26,48.79,10.26,21.23,3.41,44.77,48050.5,NA
2020-21,UDISE-D88506,UDISE-S7260300,Grade_3,SocialStudies,253.7,Below_Basic,21,86.36,6.0,2016,46.42,4.84,63.53,14.8,31.2,8.38,42.43,44233.42,D
2017-18,UDISE-D13085,UDISE-S9681802,Grade_1,SocialStudies,283.9,Basic,30,93.77,27.49,2016,66.34,0.18,65.5,2.15,22.01,4.58,42.84,48945.87,E
2016-17,UDISE-D43284,UDISE-S4831841,Grade_10,English,419.7,Advanced,23,76.91,24.06,2026,53.06,12.4,118.89,1.63,12.14,4.38,35.89,63651.83,C
2024-25,UDISE-D84695,UDISE-S9290359,Grade_5,Reading,661.5,Advanced,56,72.65,39.72,2024,72.68,3.63,20.54,10.28,10.64,8.85,15.41,108569.62,C
2020-21,UDISE-D28760,UDISE-S9436428,Grade_6,SocialStudies,613.1,Proficient,55,98.49,38.83,2025,45.33,2.47,57.8,8.55,26.56,3.51,50.9,137555.93,D
2024-25,UDISE-D27878,UDISE-S8036085,Grade_6,English,405.2,Below_Basic,56,65.2,2.63,2023,98.62,13.34,96.34,5.03,9.74,6.61,19.26,29228.49,A
2017-18,UDISE-D89355,UDISE-S1289783,Grade_6,Science,684.8,Basic,36,86.31,42.69,2020,43.19,14.98,52.61,14.28,21.89,6.08,54.4,98623.93,A
2021-22,UDISE-D76317,UDISE-S8448897,Grade_12,Math,596.2,Proficient,9,63.95,24.17,2018,92.25,0.04,104.26,12.64,7.0,0.65,45.3,65872.96,E
2025-26,UDISE-D65210,UDISE-S2449262,Grade_2,Hindi,534.1,Advanced,72,77.79,9.38,2016,97.77,16.34,66.07,11.68,8.06,4.68,30.39,39666.71,E
2020-21,UDISE-D11543,UDISE-S4828047,Grade_11,Reading,249.5,Below_Basic,83,85.59,33.17,2025,55.27,7.02,21.43,0.83,6.7,9.44,29.78,101728.2,E
2017-18,UDISE-D24240,UDISE-S5015015,Grade_11,English,237.9,Below_Basic,37,64.3,6.15,2019,78.08,5.39,41.3,7.16,26.65,0.13,40.43,115775.13,C
2025-26,UDISE-D66648,UDISE-S8003457,Grade_8,Hindi,304.8,Basic,83,61.24,44.71,2025,42.22,13.74,4.98,0.21,16.54,8.14,20.08,123393.43,A
2019-20,UDISE-D21577,UDISE-S9147830,Grade_6,Reading,759.2,Below_Basic,47,71.76,20.41,2021,50.5,8.52,30.22,6.03,7.92,9.52,37.39,166926.7,B
2021-22,UDISE-D40225,UDISE-S3224304,Grade_4,SocialStudies,228.9,Proficient,38,79.89,34.67,2019,45.53,7.14,45.11,9.58,30.69,4.02,42.41,167519.94,NA
2019-20,UDISE-D34875,UDISE-S4933490,Grade_7,RegionalLanguage,874.5,Proficient,81,71.72,23.68,2019,84.29,14.58,39.38,5.87,26.35,8.18,13.18,64214.91,B
2023-24,UDISE-D63392,UDISE-S9450283,Grade_2,SocialStudies,835.1,Proficient,72,60.03,16.34,2023,47.57,10.31,40.54,5.69,20.16,2.24,15.77,135726.14,B
2016-17,UDISE-D82620,UDISE-S3036425,Grade_4,RegionalLanguage,682.2,Proficient,67,84.59,25.73,2016,78.27,1.32,77.62,9.69,4.27,3.12,18.12,36639.47,C
2022-23,UDISE-D27331,UDISE-S1658181,Grade_3,SocialStudies,611.8,Advanced,60,97.15,14.21,2017,45.48,5.02,60.22,7.53,31.49,3.17,12.72,85872.89,D
2019-20,UDISE-D50973,UDISE-S6561882,Grade_2,RegionalLanguage,820.4,Advanced,79,76.07,37.37,2020,57.75,16.19,47.77,9.79,8.35,9.27,54.52,140093.26,B
2023-24,UDISE-D23318,UDISE-S4990786,Grade_5,English,636.6,Proficient,92,78.95,43.53,2019,74.83,4.99,73.39,12.46,30.27,5.67,53.33,178177.12,D
2020-21,UDISE-D11204,UDISE-S2769823,Grade_10,SocialStudies,854.9,Advanced,10,74.84,10.72,2021,76.87,3.1,104.6,2.35,29.84,5.74,18.67,48994.36,NA
2022-23,UDISE-D42282,UDISE-S9292061,Grade_7,RegionalLanguage,491.1,Below_Basic,47,86.55,13.52,2026,91.11,17.83,45.08,5.96,0.91,2.75,45.46,133315.89,D
2023-24,UDISE-D41697,UDISE-S4531605,Grade_11,RegionalLanguage,477.1,Advanced,13,82.55,19.12,2021,92.71,9.8,82.75,10.76,19.88,11.74,35.35,115866.84,B
2021-22,UDISE-D92073,UDISE-S5664003,Grade_3,Math,895.1,Proficient,24,94.0,41.78,2022,90.91,11.68,32.22,5.97,5.38,3.03,37.4,173425.73,E
2023-24,UDISE-D75757,UDISE-S8697648,Grade_3,Math,661.1,Below_Basic,14,84.02,25.82,2025,47.96,5.12,13.25,0.17,34.95,6.38,52.22,74495.37,NA
2021-22,UDISE-D45746,UDISE-S5215403,Grade_7,SocialStudies,281.2,Proficient,43,62.43,34.64,2025,75.24,8.78,51.86,11.13,27.68,9.18,44.0,164071.89,D
2017-18,UDISE-D84402,UDISE-S2200814,Grade_10,RegionalLanguage,815.6,Proficient,88,78.48,26.17,2018,53.94,17.15,57.45,1.02,0.35,5.05,37.22,51024.67,B
2021-22,UDISE-D99311,UDISE-S2130491,Grade_7,Hindi,861.8,Below_Basic,59,71.66,17.3,2016,82.79,10.38,27.96,12.27,15.26,7.52,18.52,9999.76,E
2019-20,UDISE-D64881,UDISE-S7853965,Grade_2,SocialStudies,447.9,Advanced,29,85.66,11.47,2020,54.87,2.9,79.91,2.5,24.1,7.54,47.98,33843.22,D
2019-20,UDISE-D98148,UDISE-S4973713,Grade_6,RegionalLanguage,163.8,Basic,27,68.5,9.81,2026,67.08,8.47,37.82,10.06,32.96,9.51,52.96,161862.74,B
2021-22,UDISE-D63412,UDISE-S8333886,Grade_4,SocialStudies,208.3,Below_Basic,65,99.18,6.46,2026,60.82,11.58,32.46,8.56,26.19,0.6,48.0,123967.31,E
2020-21,UDISE-D43951,UDISE-S3970430,Grade_12,Reading,369.7,Below_Basic,81,79.4,44.0,2022,48.18,5.29,17.44,10.92,14.16,8.42,31.51,57587.87,A
2018-19,UDISE-D45193,UDISE-S4545961,Grade_2,Hindi,250.7,Advanced,14,94.51,2.39,2017,72.95,13.03,1.92,11.13,24.48,6.2,29.36,10154.89,E
2016-17,UDISE-D19945,UDISE-S1504467,Grade_5,RegionalLanguage,864.9,Basic,34,91.03,15.23,2019,46.17,13.1,84.74,11.82,22.49,5.59,27.2,133673.48,B
2025-26,UDISE-D53822,UDISE-S7025854,Grade_7,Math,163.7,Basic,75,97.04,29.88,2021,52.36,0.18,76.83,0.26,7.27,11.81,47.23,44174.2,E
2016-17,UDISE-D94454,UDISE-S1568233,Grade_11,Math,731.8,Proficient,80,87.48,13.15,2024,89.67,6.42,14.53,11.27,12.7,3.25,17.08,57268.45,D
