qol_cost_reference_month,qol_cost_country_iso2,qol_cost_city_id,qol_cost_hicp_overall_index,qol_cost_food_index,qol_cost_energy_index,qol_cost_transport_index,qol_cost_rent_index,qol_cost_housing_cost_overburden_rate_pct,qol_cost_energy_poverty_rate_pct,qol_cost_median_net_income_eur,qol_cost_real_income_change_pct,qol_cost_consumer_confidence_index,qol_cost_price_level_index_pps,qol_cost_student_budget_eur_month,qol_cost_family_budget_eur_month,qol_cost_tourism_pressure_index,qol_cost_data_source,qol_cost_methodology_version,qol_cost_data_extract_date
2022-08,ES,CITY_ES_0691,132.56,129.57,307.36,136.25,139.62,25.5,10.77,1092.96,-5.7,-29.8,108.81,1434.63,3430.85,15.44,NATIONAL_PRICE_OBS,COST_V2,2026-01-19
2022-09,CZ,CITY_CZ_0728,136.69,141.29,320.0,148.64,151.89,14.48,9.43,2241.64,-4.45,-35.95,80.52,1581.24,2948.51,18.44,HICP_CITY_MODEL,COST_V3,2025-01-30
2022-10,HU,CITY_HU_0765,109.64,111.17,287.21,125.09,110.57,13.97,5.63,1028.16,3.61,-41.35,124.44,1557.15,3434.81,53.25,EUROSTAT_HICP,COST_V1,2024-03-19
2022-11,NL,CITY_NL_0802,141.39,142.1,320.0,161.34,160.89,16.7,11.01,4085.21,1.7,-22.95,106.77,1205.15,2317.06,27.53,URBAN_COST_SURVEY,COST_V2,2024-01-30
2022-12,SE,CITY_SE_0839,146.42,149.25,320.0,147.27,168.23,12.41,6.11,1082.94,2.16,-11.88,105.61,789.12,5084.71,36.77,NATIONAL_PRICE_OBS,COST_V3,2025-03-29
2023-01,DK,CITY_DK_0876,110.36,121.89,141.39,120.97,125.55,6.82,10.16,3659.13,1.51,-17.87,101.75,989.28,5682.99,17.3,HICP_CITY_MODEL,COST_V1,2025-09-30
2023-02,IE,CITY_IE_0913,145.64,144.03,140.39,159.59,187.38,11.31,6.42,4786.36,0.94,-7.61,100.08,985.54,4538.81,5.68,EUROSTAT_HICP,COST_V2,2025-10-11
2023-03,PL,CITY_PL_0950,110.75,111.2,111.65,118.78,107.87,8.13,6.68,2609.27,1.4,-5.12,104.12,1022.72,4655.14,33.88,URBAN_COST_SURVEY,COST_V3,2024-08-13
2023-04,AT,CITY_AT_0987,141.61,150.49,172.51,160.88,159.67,13.39,10.14,3883.1,-3.04,-23.5,164.7,1916.99,3202.65,11.18,NATIONAL_PRICE_OBS,COST_V1,2025-12-04
2023-05,EE,CITY_EE_1024,103.91,109.56,111.63,106.99,125.78,21.44,4.11,2217.65,-2.27,-18.19,116.85,790.81,1722.97,48.46,HICP_CITY_MODEL,COST_V2,2025-10-22
2023-06,IT,CITY_IT_1061,108.81,104.23,158.45,104.31,120.59,19.07,3.59,1450.17,4.22,-30.23,80.54,753.28,4800.94,6.69,EUROSTAT_HICP,COST_V3,2024-01-23
2023-07,PT,CITY_PT_1098,125.53,133.32,163.86,121.92,137.22,13.78,2.66,2249.45,-4.1,-0.69,114.74,1213.2,3558.42,9.31,URBAN_COST_SURVEY,COST_V1,2025-06-20
2023-08,BE,CITY_BE_1135,126.26,134.87,151.29,122.41,171.46,16.84,8.35,1223.08,-5.92,-11.16,126.18,1571.71,1918.63,12.73,NATIONAL_PRICE_OBS,COST_V2,2024-10-29
2023-09,FI,CITY_FI_1172,109.78,124.81,211.33,121.13,136.07,13.84,7.63,3031.0,-4.93,-6.44,119.97,679.58,2496.82,34.3,HICP_CITY_MODEL,COST_V3,2024-08-01
2023-10,LV,CITY_LV_1209,101.46,100.13,112.27,97.08,119.87,20.14,7.51,1652.99,-3.97,4.04,101.18,578.28,3074.31,43.03,EUROSTAT_HICP,COST_V1,2024-01-28
2023-11,RO,CITY_RO_1246,121.17,120.16,131.84,134.15,125.99,17.01,9.31,1087.58,3.99,-0.08,112.12,1324.2,2122.94,8.13,URBAN_COST_SURVEY,COST_V2,2024-09-04
2023-12,BG,CITY_BG_1283,97.29,104.68,167.32,94.96,110.95,16.64,10.39,1841.42,3.63,-11.14,110.26,1563.92,1535.01,41.01,NATIONAL_PRICE_OBS,COST_V3,2024-04-30
2024-01,FR,CITY_FR_1320,97.81,107.69,95.51,103.53,115.43,13.1,8.64,2801.64,0.29,-13.02,163.69,1760.11,2255.19,12.69,HICP_CITY_MODEL,COST_V1,2024-12-21
2024-02,LT,CITY_LT_1357,118.12,134.45,188.25,127.6,110.51,7.8,12.51,1134.58,1.01,-18.47,109.59,1535.67,4068.64,20.0,EUROSTAT_HICP,COST_V2,2025-02-25
2024-03,SK,CITY_SK_1394,95.57,108.63,151.84,108.39,102.56,6.65,14.8,2166.1,-4.53,-2.1,91.9,1124.47,3794.3,9.2,URBAN_COST_SURVEY,COST_V3,2025-08-30
2024-04,HR,CITY_HR_1431,119.75,131.21,121.91,142.51,126.49,10.81,7.35,1560.35,0.78,-13.29,108.08,809.79,2096.57,63.22,NATIONAL_PRICE_OBS,COST_V1,2025-10-12
2024-05,DE,CITY_DE_1468,104.94,114.28,146.87,97.3,140.72,8.4,5.1,1267.49,-0.81,-27.8,94.87,1287.72,2428.9,9.83,HICP_CITY_MODEL,COST_V2,2024-08-15
2024-06,LU,CITY_LU_1505,128.03,137.31,176.96,130.51,175.47,21.89,12.27,3111.01,4.25,-35.99,136.84,1775.21,3667.8,22.68,EUROSTAT_HICP,COST_V3,2025-10-13
2024-07,SI,CITY_SI_1542,84.65,93.37,117.43,91.24,79.62,7.53,3.35,3441.24,1.02,-23.31,74.53,1304.62,4442.32,30.05,URBAN_COST_SURVEY,COST_V1,2025-03-06
2024-08,CY,CITY_CY_1579,95.89,97.69,140.5,111.18,98.27,14.35,6.59,2019.2,-5.6,0.82,75.31,573.77,4756.02,24.21,NATIONAL_PRICE_OBS,COST_V2,2024-03-31
2024-09,GR,CITY_GR_1616,108.88,112.95,135.39,100.33,113.82,14.48,5.85,2447.6,-4.21,-15.94,93.49,977.01,2848.42,33.2,HICP_CITY_MODEL,COST_V3,2024-04-17
2024-10,MT,CITY_MT_1653,111.57,121.81,136.74,116.69,133.04,11.8,8.79,3076.73,-1.94,-30.81,102.4,607.5,4801.39,62.4,EUROSTAT_HICP,COST_V1,2024-03-22
2024-11,ES,CITY_ES_1690,84.49,84.29,170.83,82.07,84.34,16.18,3.79,3074.22,3.87,-28.64,101.02,1567.77,3693.63,83.52,URBAN_COST_SURVEY,COST_V2,2024-09-03
2024-12,CZ,CITY_CZ_1727,94.19,108.0,100.81,107.15,108.98,8.31,2.35,2094.62,2.2,3.82,75.97,1041.01,3611.13,50.57,NATIONAL_PRICE_OBS,COST_V3,2024-05-13
2025-01,HU,CITY_HU_1764,85.23,96.41,101.69,98.78,98.7,13.16,7.19,1778.29,2.28,-26.99,74.72,894.54,3964.82,41.06,HICP_CITY_MODEL,COST_V1,2024-01-06
2025-02,NL,CITY_NL_1801,115.84,127.04,152.09,134.2,151.35,6.73,14.56,2429.41,-2.85,-22.53,159.26,620.95,2334.41,50.54,EUROSTAT_HICP,COST_V2,2024-01-27
2025-03,SE,CITY_SE_1838,118.78,123.34,114.8,132.44,174.04,7.24,11.45,3981.75,-5.63,-2.03,125.59,1873.5,3018.88,19.5,URBAN_COST_SURVEY,COST_V3,2025-08-31
2025-04,DK,CITY_DK_1875,90.54,98.96,118.42,90.66,131.62,7.2,10.57,4704.56,-4.52,-9.83,124.7,1398.57,3164.39,24.62,NATIONAL_PRICE_OBS,COST_V1,2025-01-18
2025-05,IE,CITY_IE_1912,123.95,128.51,156.46,116.65,178.93,24.64,16.07,3043.74,-2.13,-11.94,111.88,971.66,6015.41,55.65,HICP_CITY_MODEL,COST_V2,2024-02-15
2025-06,PL,CITY_PL_1949,109.41,118.7,145.67,128.7,113.49,15.82,16.1,1287.48,-5.16,-0.54,82.05,574.39,1825.77,58.23,EUROSTAT_HICP,COST_V3,2024-10-02
2025-07,AT,CITY_AT_1986,97.83,95.58,95.98,107.3,110.93,5.45,3.2,4149.12,-4.3,-20.92,105.9,1403.45,3458.1,7.08,URBAN_COST_SURVEY,COST_V1,2024-10-02
2025-08,EE,CITY_EE_2023,88.88,92.97,160.38,87.86,88.0,15.92,9.27,1522.69,-4.18,-34.23,79.51,1563.89,4121.6,49.8,NATIONAL_PRICE_OBS,COST_V2,2024-01-30
2025-09,IT,CITY_IT_2060,85.61,85.15,96.55,85.48,97.43,6.04,8.03,2461.31,-2.02,-0.07,105.27,1000.36,4338.38,78.34,HICP_CITY_MODEL,COST_V3,2025-04-01
2025-10,PT,CITY_PT_2097,106.72,111.42,201.3,110.0,119.8,20.96,7.79,1930.77,-4.42,-5.45,117.15,1021.4,3767.46,73.22,EUROSTAT_HICP,COST_V1,2025-02-26
2025-11,BE,CITY_BE_2134,102.17,114.81,206.4,103.3,143.27,24.25,10.15,2768.93,-6.03,-30.92,136.85,885.44,2952.65,14.33,URBAN_COST_SURVEY,COST_V2,2025-02-10
2025-12,FI,CITY_FI_2171,90.57,95.14,84.45,102.83,105.14,8.03,7.87,1902.64,-4.73,-28.59,144.59,940.62,3713.39,27.01,NATIONAL_PRICE_OBS,COST_V3,2024-05-04
2026-01,LV,CITY_LV_2208,88.29,84.25,111.39,88.06,82.27,19.93,13.58,3419.35,-2.74,-18.96,94.88,643.9,3411.91,45.76,HICP_CITY_MODEL,COST_V1,2024-04-27
2026-02,RO,CITY_RO_2245,107.13,118.48,201.5,107.68,125.96,10.17,6.23,1033.0,-4.46,-21.11,112.39,1392.75,2687.65,7.81,EUROSTAT_HICP,COST_V2,2026-02-23
2026-03,BG,CITY_BG_2282,89.5,91.09,95.86,104.02,80.78,10.75,2.06,1305.14,-4.2,-2.97,104.86,877.09,3071.46,31.32,URBAN_COST_SURVEY,COST_V3,2024-03-15
2026-04,FR,CITY_FR_2319,113.14,114.45,129.16,118.18,153.31,23.08,2.29,1795.56,-1.24,-21.43,104.23,751.39,2539.9,54.26,NATIONAL_PRICE_OBS,COST_V1,2024-03-17
2026-05,LT,CITY_LT_2356,91.63,101.7,147.22,88.91,94.84,9.08,18.8,2673.64,6.18,-24.27,112.65,846.74,3253.69,32.44,HICP_CITY_MODEL,COST_V2,2026-02-02
2026-06,SK,CITY_SK_2393,92.93,91.62,192.88,104.3,104.27,21.35,9.66,2114.71,-1.6,-14.22,113.84,921.86,2175.67,34.59,EUROSTAT_HICP,COST_V3,2025-03-06
2026-07,HR,CITY_HR_2430,107.2,110.83,151.86,98.68,115.59,11.75,15.7,3358.27,-1.87,-4.29,111.6,791.55,3893.36,9.72,URBAN_COST_SURVEY,COST_V1,2025-06-24
2026-08,DE,CITY_DE_2467,104.89,102.29,169.75,104.86,134.95,14.07,7.74,2958.97,-1.84,-23.81,101.85,1900.89,5054.78,35.9,NATIONAL_PRICE_OBS,COST_V2,2025-04-28
2026-09,LU,CITY_LU_2504,117.69,114.53,228.47,137.36,152.9,24.32,12.33,2293.72,-2.19,-11.46,111.06,1268.24,5436.42,47.17,HICP_CITY_MODEL,COST_V3,2026-02-07
2026-10,SI,CITY_SI_2541,107.51,117.23,182.54,115.47,111.37,7.4,17.26,2549.05,-6.06,-21.27,100.38,1217.66,3544.13,30.85,EUROSTAT_HICP,COST_V1,2026-01-06
2026-11,CY,CITY_CY_2578,91.66,100.58,97.1,85.99,95.79,11.46,10.35,1197.42,1.49,-26.14,71.77,1196.05,2500.03,66.59,URBAN_COST_SURVEY,COST_V2,2024-09-09
2026-12,GR,CITY_GR_2615,111.29,124.77,231.24,130.97,108.44,23.45,12.21,1369.0,-4.76,-32.06,104.17,1503.04,3456.24,22.87,NATIONAL_PRICE_OBS,COST_V3,2025-12-03
2016-01,MT,CITY_MT_2652,102.93,117.59,145.28,113.72,106.32,15.93,11.55,1299.32,-2.91,-21.4,112.77,695.49,4055.38,58.01,HICP_CITY_MODEL,COST_V1,2025-04-13
2016-02,ES,CITY_ES_2689,100.83,113.72,128.37,118.31,98.7,16.16,6.76,3625.3,1.88,-7.9,97.93,922.48,4398.22,66.28,EUROSTAT_HICP,COST_V2,2024-09-12
2016-03,CZ,CITY_CZ_2726,104.16,101.8,212.2,103.32,105.36,14.23,14.05,1162.53,-1.12,-6.93,118.21,511.71,4752.35,7.93,URBAN_COST_SURVEY,COST_V3,2026-02-01
2016-04,HU,CITY_HU_2763,108.38,103.96,219.38,115.93,105.18,5.98,17.16,2543.22,-3.15,-26.42,97.12,1193.95,4772.42,53.35,NATIONAL_PRICE_OBS,COST_V1,2024-10-03
2016-05,NL,CITY_NL_2800,95.64,103.04,181.75,94.39,122.6,22.15,12.79,4383.22,1.34,-30.1,131.11,1503.96,5246.02,31.47,HICP_CITY_MODEL,COST_V2,2024-05-14
2016-06,SE,CITY_SE_2837,106.85,104.07,174.94,124.62,134.64,24.79,11.09,2549.33,1.44,-9.99,110.27,1768.21,2642.44,21.74,EUROSTAT_HICP,COST_V3,2024-04-03
2016-07,DK,CITY_DK_2874,94.33,102.64,119.93,100.87,104.83,7.8,4.59,3393.31,-5.44,3.45,138.3,1256.11,3952.0,6.37,URBAN_COST_SURVEY,COST_V1,2025-04-16
2016-08,IE,CITY_IE_2911,109.2,112.45,140.47,115.16,123.59,10.33,12.11,2429.61,-5.44,-29.2,132.5,1778.25,4239.68,50.51,NATIONAL_PRICE_OBS,COST_V2,2024-11-09
2016-09,PL,CITY_PL_2948,99.21,99.05,141.3,104.63,92.75,13.55,2.94,3603.35,-0.15,-22.71,70.43,1097.27,1901.07,36.87,HICP_CITY_MODEL,COST_V3,2024-10-21
2016-10,AT,CITY_AT_2985,90.59,88.16,90.84,98.76,124.04,23.95,6.71,4092.08,5.91,-8.95,140.96,812.48,2875.41,5.76,EUROSTAT_HICP,COST_V1,2025-01-20
2016-11,EE,CITY_EE_3022,119.77,126.01,110.12,139.32,122.29,17.4,6.72,2974.07,4.36,1.88,121.47,860.52,1578.69,50.52,URBAN_COST_SURVEY,COST_V2,2024-06-01
2016-12,IT,CITY_IT_3059,118.9,136.3,107.78,126.56,137.74,10.89,9.7,1230.78,0.46,5.34,84.14,1521.8,1871.15,20.14,NATIONAL_PRICE_OBS,COST_V3,2025-03-22
2017-01,PT,CITY_PT_3096,119.19,117.6,233.08,116.43,135.02,20.27,15.67,2907.54,3.02,-12.83,79.06,1084.22,4082.69,17.02,HICP_CITY_MODEL,COST_V1,2025-02-15
2017-02,BE,CITY_BE_3133,93.24,103.22,128.82,110.16,124.45,10.35,6.12,1869.96,0.53,-26.26,121.1,972.08,4545.64,54.09,EUROSTAT_HICP,COST_V2,2026-01-22
2017-03,FI,CITY_FI_3170,117.05,128.55,221.92,114.84,161.91,21.15,17.07,2921.18,0.92,-4.46,145.28,630.64,4457.15,52.47,URBAN_COST_SURVEY,COST_V3,2024-01-02
2017-04,LV,CITY_LV_3207,104.0,101.24,102.09,111.05,121.52,13.58,10.7,2723.15,4.51,5.47,96.17,1526.39,4066.04,44.09,NATIONAL_PRICE_OBS,COST_V1,2025-11-14
2017-05,RO,CITY_RO_3244,104.58,104.75,146.73,120.65,102.92,19.98,18.02,2387.3,3.01,-27.32,77.86,1159.59,4515.91,8.18,HICP_CITY_MODEL,COST_V2,2025-02-18
2017-06,BG,CITY_BG_3281,88.23,88.32,160.04,92.7,99.44,18.95,10.66,2486.67,-3.56,-5.79,127.97,1603.2,2649.11,53.25,EUROSTAT_HICP,COST_V3,2024-12-18
2017-07,FR,CITY_FR_3318,109.57,114.52,146.7,125.77,136.84,21.53,2.74,4774.12,-3.45,-17.37,146.99,1078.33,5150.03,56.74,URBAN_COST_SURVEY,COST_V1,2024-08-19
2017-08,LT,CITY_LT_3355,89.44,93.62,104.58,94.66,86.88,7.14,11.58,2830.52,0.95,-7.57,87.77,1041.67,1536.8,37.9,NATIONAL_PRICE_OBS,COST_V2,2024-08-20
2017-09,SK,CITY_SK_3392,102.2,98.46,101.96,99.42,104.05,16.55,5.7,3385.88,5.61,-18.34,101.64,1346.64,1783.98,53.6,HICP_CITY_MODEL,COST_V3,2025-04-24
2017-10,HR,CITY_HR_3429,94.13,96.34,122.14,111.46,111.21,9.6,10.31,1357.67,1.61,-20.06,95.27,1268.07,4338.98,42.38,EUROSTAT_HICP,COST_V1,2025-01-22
2017-11,DE,CITY_DE_3466,112.66,110.19,150.4,114.8,158.67,24.97,13.58,4097.91,0.02,-31.65,106.57,1264.41,2445.45,22.51,URBAN_COST_SURVEY,COST_V2,2025-06-20
2017-12,LU,CITY_LU_3503,125.28,131.73,215.89,144.64,156.94,6.38,2.27,4386.65,-5.51,-27.92,147.88,789.79,5942.93,32.96,NATIONAL_PRICE_OBS,COST_V3,2024-01-22
2018-01,SI,CITY_SI_3540,92.05,88.07,136.38,95.95,85.59,15.88,11.06,1596.07,1.19,-16.5,80.31,711.8,2135.66,56.74,HICP_CITY_MODEL,COST_V1,2025-10-13
2018-02,CY,CITY_CY_3577,103.56,115.43,211.44,121.8,108.66,6.85,3.5,1542.33,-0.49,-12.28,80.82,823.32,3503.94,27.54,EUROSTAT_HICP,COST_V2,2025-06-20
2018-03,GR,CITY_GR_3614,95.65,91.14,110.92,91.13,93.32,18.31,9.4,3492.23,-2.7,-4.9,100.79,980.8,2722.15,62.18,URBAN_COST_SURVEY,COST_V3,2024-07-26
2018-04,MT,CITY_MT_3651,97.95,100.16,126.63,116.33,110.98,12.08,3.2,3505.54,-2.06,-14.84,113.54,1588.19,4207.3,51.02,NATIONAL_PRICE_OBS,COST_V1,2024-11-07
2018-05,ES,CITY_ES_3688,95.22,104.68,189.84,108.49,114.62,23.74,4.99,3443.34,0.44,-32.0,110.12,1608.42,1868.05,38.46,HICP_CITY_MODEL,COST_V2,2026-01-18
2018-06,CZ,CITY_CZ_3725,97.89,99.76,178.82,110.41,96.76,16.43,15.08,1756.0,-0.67,-16.63,108.02,1478.36,4154.05,46.38,EUROSTAT_HICP,COST_V3,2025-10-26
2018-07,HU,CITY_HU_3762,117.12,117.39,192.66,125.75,132.15,22.16,15.51,884.44,4.18,-10.2,84.25,1540.43,2093.54,45.76,URBAN_COST_SURVEY,COST_V1,2026-02-24
2018-08,NL,CITY_NL_3799,95.11,105.26,162.23,97.43,118.46,17.78,4.41,3110.36,3.84,-12.51,139.49,1755.88,3721.92,31.54,NATIONAL_PRICE_OBS,COST_V2,2025-05-07
2018-09,SE,CITY_SE_3836,101.74,97.84,177.91,107.26,125.5,24.28,10.2,4183.16,-4.42,-15.89,121.08,1269.39,4955.72,42.66,HICP_CITY_MODEL,COST_V3,2024-11-10
2018-10,DK,CITY_DK_3873,94.52,98.46,165.19,90.3,105.56,16.77,11.88,4152.92,4.94,-13.56,118.52,1068.2,2551.71,4.32,EUROSTAT_HICP,COST_V1,2024-08-26
2018-11,IE,CITY_IE_3910,115.5,127.67,186.23,112.52,140.48,13.93,5.17,1219.41,-4.78,-35.4,110.42,1639.38,4723.76,52.21,URBAN_COST_SURVEY,COST_V2,2025-02-24
2018-12,PL,CITY_PL_3947,92.15,94.65,190.89,86.5,90.91,9.58,13.71,3506.66,0.37,-24.51,113.11,1056.25,1375.73,40.12,NATIONAL_PRICE_OBS,COST_V3,2024-03-27
2019-01,AT,CITY_AT_3984,90.3,88.74,154.11,96.75,112.74,13.03,14.5,1968.72,-3.64,-2.97,92.9,1318.61,2443.27,7.18,HICP_CITY_MODEL,COST_V1,2024-02-15
2019-02,EE,CITY_EE_4021,97.31,111.76,120.61,98.74,98.32,12.3,6.07,1883.01,-0.3,-7.76,82.35,572.86,3473.85,44.36,EUROSTAT_HICP,COST_V2,2025-11-23
2019-03,IT,CITY_IT_4058,94.0,98.14,97.85,91.75,109.99,13.72,7.42,1302.34,-4.58,5.39,97.43,1073.08,4703.38,8.56,URBAN_COST_SURVEY,COST_V3,2024-12-23
2019-04,PT,CITY_PT_4095,109.95,118.13,228.56,127.26,110.32,15.49,13.74,2740.28,3.95,-5.02,97.49,1389.14,2524.74,75.31,NATIONAL_PRICE_OBS,COST_V1,2025-09-08
2019-05,BE,CITY_BE_4132,110.36,112.95,130.01,109.25,154.4,17.39,3.81,1713.6,2.55,-12.63,161.91,656.95,6220.55,49.95,HICP_CITY_MODEL,COST_V2,2025-12-01
2019-06,FI,CITY_FI_4169,125.45,121.81,123.1,120.28,147.97,12.48,9.28,2766.7,-7.31,-30.27,99.13,986.06,5072.89,29.4,EUROSTAT_HICP,COST_V3,2025-11-17
2019-07,LV,CITY_LV_4206,95.64,92.23,131.86,88.06,87.6,9.04,4.71,1494.4,-4.16,-20.66,101.32,983.71,2090.93,46.85,URBAN_COST_SURVEY,COST_V1,2025-01-02
2019-08,RO,CITY_RO_4243,122.35,140.27,177.99,124.73,116.91,5.95,12.92,1052.34,-6.46,-13.4,116.82,1069.25,3757.94,50.75,NATIONAL_PRICE_OBS,COST_V2,2025-02-10
2019-09,BG,CITY_BG_4280,102.8,112.52,165.37,113.67,104.18,9.4,14.5,3003.45,-0.44,-25.02,118.32,579.9,2653.54,5.99,HICP_CITY_MODEL,COST_V3,2025-10-03
2019-10,FR,CITY_FR_4317,95.06,91.17,151.62,103.38,129.82,7.8,12.4,3709.44,5.06,-25.85,157.49,1396.03,4275.79,11.94,EUROSTAT_HICP,COST_V1,2025-05-07
2019-11,LT,CITY_LT_4354,111.13,107.76,113.12,122.98,108.03,9.21,7.49,3087.02,2.4,-28.08,104.97,994.33,3928.12,11.31,URBAN_COST_SURVEY,COST_V2,2024-08-15
2019-12,SK,CITY_SK_4391,107.11,115.01,145.08,110.63,113.66,20.21,16.65,1702.28,2.08,-18.34,83.81,697.09,2401.03,20.11,NATIONAL_PRICE_OBS,COST_V3,2025-08-08
2020-01,HR,CITY_HR_4428,93.32,91.79,104.01,98.64,107.79,11.62,12.81,1235.58,1.48,-17.37,112.93,751.52,1532.95,47.29,HICP_CITY_MODEL,COST_V1,2025-11-24
2020-02,DE,CITY_DE_4465,101.46,100.23,156.75,119.47,126.74,21.38,17.38,4594.06,-1.91,-4.14,163.22,1088.29,5244.23,39.24,EUROSTAT_HICP,COST_V2,2024-11-20
2020-03,LU,CITY_LU_4502,97.29,93.64,148.36,114.08,114.49,9.71,8.73,3554.59,-4.32,-7.58,148.52,1151.67,2484.78,4.41,URBAN_COST_SURVEY,COST_V3,2025-07-24
2020-04,SI,CITY_SI_4539,91.4,102.92,117.47,96.55,87.46,16.35,13.59,1121.32,0.52,-11.12,112.61,1068.8,2292.77,22.53,NATIONAL_PRICE_OBS,COST_V1,2024-07-22
2020-05,CY,CITY_CY_4576,110.96,123.17,208.75,126.67,101.34,5.59,15.32,2090.04,0.14,-36.83,77.8,1320.59,4646.14,64.02,HICP_CITY_MODEL,COST_V2,2026-02-03
2020-06,GR,CITY_GR_4613,103.91,114.62,95.5,120.04,105.45,14.02,10.94,3291.58,1.48,-19.0,74.26,1228.99,1750.89,54.83,EUROSTAT_HICP,COST_V3,2024-06-28
2020-07,MT,CITY_MT_4650,114.1,110.64,200.53,107.96,134.31,9.49,11.4,3071.65,3.85,-21.61,92.68,1069.05,1865.84,37.81,URBAN_COST_SURVEY,COST_V1,2025-01-29
2020-08,ES,CITY_ES_4687,108.51,105.02,193.97,118.82,127.11,17.11,5.21,2028.69,-0.16,-31.61,78.21,1081.61,3766.86,14.41,NATIONAL_PRICE_OBS,COST_V2,2024-08-16
2020-09,CZ,CITY_CZ_4724,104.89,110.35,214.16,125.13,117.09,10.74,2.32,2519.58,5.33,-13.86,107.84,656.5,3800.36,11.77,HICP_CITY_MODEL,COST_V3,2024-09-10
2020-10,HU,CITY_HU_4761,120.14,117.3,184.23,141.67,127.65,9.92,10.44,3683.52,1.27,-31.35,108.24,1516.49,2588.01,32.83,EUROSTAT_HICP,COST_V1,2024-08-17
2020-11,NL,CITY_NL_4798,123.75,119.39,204.96,144.15,156.3,22.2,12.18,3175.37,-0.82,-13.84,154.9,1463.13,2272.77,37.89,URBAN_COST_SURVEY,COST_V2,2026-01-27
2020-12,SE,CITY_SE_4835,90.26,87.58,130.71,99.64,100.5,17.44,10.95,2880.78,-4.37,-21.15,99.55,963.63,2768.13,57.14,NATIONAL_PRICE_OBS,COST_V3,2024-10-18
2021-01,DK,CITY_DK_4872,135.88,135.68,144.12,154.69,166.12,22.04,4.24,3779.82,-6.62,-18.64,105.67,1144.01,2309.71,43.85,HICP_CITY_MODEL,COST_V1,2024-08-11
2021-02,IE,CITY_IE_4909,129.03,125.07,230.78,122.77,162.55,6.45,8.49,3084.4,-2.16,-14.2,155.97,1373.74,2626.88,33.19,EUROSTAT_HICP,COST_V2,2025-05-26
2021-03,PL,CITY_PL_4946,92.8,94.15,116.73,88.69,99.03,8.8,5.45,3504.67,-5.29,-4.02,89.64,1548.68,1756.63,45.95,URBAN_COST_SURVEY,COST_V3,2025-11-20
2021-04,AT,CITY_AT_4983,98.18,111.02,141.19,102.06,125.89,16.61,13.93,3571.8,5.23,-12.4,164.14,1903.42,6122.77,15.92,NATIONAL_PRICE_OBS,COST_V1,2024-06-22
2021-05,EE,CITY_EE_5020,93.72,106.09,153.58,94.96,90.38,16.96,9.39,3010.51,-4.1,-19.81,77.83,921.41,2496.97,35.46,HICP_CITY_MODEL,COST_V2,2025-02-28
2021-06,IT,CITY_IT_5057,120.36,118.38,231.82,142.72,136.3,11.38,16.64,3534.03,-5.56,-37.52,116.2,1462.81,2596.8,48.38,EUROSTAT_HICP,COST_V3,2026-02-17
2021-07,PT,CITY_PT_5094,127.44,145.17,199.2,134.92,118.35,21.26,8.95,2462.13,-1.02,-5.04,96.77,1056.22,2276.52,50.96,URBAN_COST_SURVEY,COST_V1,2025-04-20
2021-08,BE,CITY_BE_5131,113.89,117.31,196.29,123.7,149.59,21.5,16.84,1903.17,2.19,-36.89,106.81,1590.74,2250.72,34.53,NATIONAL_PRICE_OBS,COST_V2,2024-04-19
2021-09,FI,CITY_FI_5168,111.67,125.37,181.58,105.48,143.76,17.5,2.44,1625.35,3.85,-4.4,122.59,1912.29,4705.94,16.99,HICP_CITY_MODEL,COST_V3,2024-01-29
2021-10,LV,CITY_LV_5205,93.26,106.59,140.46,100.15,112.59,15.81,18.38,3659.31,-0.29,-11.23,123.89,1358.78,1299.72,23.94,EUROSTAT_HICP,COST_V1,2025-01-22
2021-11,RO,CITY_RO_5242,121.24,123.75,151.29,117.73,113.3,17.27,20.01,3707.53,-5.86,-17.91,103.37,1486.24,2218.66,41.88,URBAN_COST_SURVEY,COST_V2,2026-02-10
2021-12,BG,CITY_BG_5279,95.79,103.32,157.68,111.1,94.69,11.49,15.61,2477.55,-4.24,-7.96,123.23,884.3,3750.71,54.25,NATIONAL_PRICE_OBS,COST_V3,2024-02-22
2022-01,FR,CITY_FR_5316,112.92,115.84,241.53,133.07,143.77,18.18,2.63,4362.85,-6.69,-22.1,131.77,1888.22,4139.3,37.28,HICP_CITY_MODEL,COST_V1,2024-07-11
2022-02,LT,CITY_LT_5353,113.67,113.21,162.91,124.76,136.82,14.95,10.02,1109.26,-4.98,-14.46,82.78,1312.2,1846.04,18.59,EUROSTAT_HICP,COST_V2,2024-01-12
2022-03,SK,CITY_SK_5390,125.22,135.91,233.81,130.06,119.78,15.27,15.82,3329.52,-4.7,-33.59,118.41,1394.96,4673.07,29.39,URBAN_COST_SURVEY,COST_V3,2025-01-26
2022-04,HR,CITY_HR_5427,94.7,95.76,247.4,101.08,87.11,15.63,9.83,2889.27,-0.85,-7.77,72.34,925.05,4237.4,53.59,NATIONAL_PRICE_OBS,COST_V1,2025-03-30
2022-05,DE,CITY_DE_5464,102.94,103.39,249.09,114.36,138.5,14.91,8.67,4554.4,-3.15,-34.43,163.43,975.4,4803.52,41.95,HICP_CITY_MODEL,COST_V2,2024-07-01
