edu_enroll_collection_date,edu_enroll_campus_id,edu_enroll_enrollment_total,edu_enroll_enrollment_by_grade_band,edu_enroll_new_entries_count,edu_enroll_withdrawals_count,edu_enroll_mobility_rate_pct,edu_enroll_average_daily_attendance,edu_enroll_seat_capacity,edu_enroll_class_size_average,edu_enroll_teacher_vacancy_count,edu_enroll_substitute_fill_rate_pct,edu_enroll_transport_ridership_count,edu_enroll_meal_program_participation,edu_enroll_after_school_participation,edu_enroll_internet_device_access_rate,edu_enroll_learning_loss_indicator,edu_enroll_weather_closure_days,edu_enroll_instructional_minutes_week,edu_enroll_data_quality_flag
2023-12-07,UDCAMP747929,391,Primary(1-5):1904,213,82,28.01,287,1107,27.9,40,87.99,2745,79.78,5.54,10.49,Moderate,20,1823,OK
2019-10-24,UDCAMP820662,71,Primary(1-5):1809,62,77,17.77,63,1065,20.8,53,94.51,1332,69.47,32.51,12.47,Severe,38,1211,FAIL
2023-12-07,UDCAMP699489,3715,UpperPrimary(6-8):126,130,21,8.81,3513,5027,54.73,98,94.3,1867,68.01,73.49,20.39,Unknown,22,1393,OK
2019-09-27,UDCAMP979156,3104,HigherSecondary(11-12):2471,188,118,16.4,2976,4064,41.63,15,29.8,1104,61.56,6.78,87.51,Mild,19,1804,FAIL
2021-09-11,UDCAMP732966,849,Secondary(9-10):847,83,85,23.6,688,1780,51.61,10,98.54,2624,61.12,0.28,78.07,Unknown,28,2290,WARN
2021-03-24,UDCAMP684492,1037,UpperPrimary(6-8):2337,137,32,8.89,745,1757,52.01,113,95.8,2194,79.63,36.57,34.33,Mild,25,1780,WARN
2021-01-22,UDCAMP341079,3610,Secondary(9-10):243,2,215,29.38,2792,3676,53.02,59,25.07,2464,99.44,45.31,27.21,Severe,31,1312,WARN
2020-12-28,UDCAMP532265,148,Secondary(9-10):1005,70,55,23.91,118,177,16.32,13,34.18,3398,71.35,68.35,68.03,Mild,2,1508,OK
2023-12-21,UDCAMP573199,1072,UpperPrimary(6-8):2425,212,85,33.13,955,1109,28.63,55,51.72,2571,57.38,31.3,23.78,Severe,31,2193,WARN
2022-02-20,UDCAMP672565,3009,Secondary(9-10):2304,201,218,26.81,1840,3982,36.86,30,47.78,1731,85.69,46.38,66.77,Unknown,21,1304,FAIL
2024-10-11,UDCAMP876243,505,UpperPrimary(6-8):1634,25,92,8.59,444,777,50.36,107,42.26,2375,32.38,51.15,5.22,Severe,36,1662,FAIL
2023-03-31,UDCAMP519001,1732,Primary(1-5):1287,200,214,21.01,1325,1944,48.15,44,64.48,3102,32.83,7.54,27.47,None,39,1564,FAIL
2019-01-09,UDCAMP923659,231,Primary(1-5):270,0,208,20.47,155,1703,19.49,18,71.87,536,11.99,36.26,20.23,Unknown,27,2044,OK
2021-01-12,UDCAMP940901,2284,UpperPrimary(6-8):1567,31,218,27.81,1441,3424,32.04,35,48.06,2896,10.95,33.33,72.16,Moderate,32,2006,OK
2025-06-22,UDCAMP502336,1862,Primary(1-5):217,10,61,31.95,1714,3279,35.76,112,29.12,2212,22.37,51.03,85.29,Unknown,18,1534,OK
2022-09-19,UDCAMP586995,1935,HigherSecondary(11-12):1145,171,199,31.29,1658,2065,22.16,56,98.91,1988,93.27,44.92,19.42,Moderate,14,1295,FAIL
2020-10-10,UDCAMP498224,3823,HigherSecondary(11-12):1946,111,195,13.62,2641,4209,34.45,102,60.01,2762,28.02,44.23,10.78,Severe,15,1457,WARN
2020-08-19,UDCAMP527929,2915,Secondary(9-10):2357,36,20,11.02,2010,3406,55.52,19,44.16,2443,49.29,30.8,53.71,Mild,14,2300,OK
2019-08-15,UDCAMP896804,690,HigherSecondary(11-12):1350,6,145,13.21,522,1101,28.79,24,30.43,2049,99.92,42.92,14.88,Moderate,20,1242,WARN
2020-10-27,UDCAMP941941,511,Primary(1-5):169,5,209,29.88,314,566,57.5,27,36.61,2431,78.21,7.73,4.57,Unknown,10,1377,WARN
2022-12-29,UDCAMP430227,635,UpperPrimary(6-8):1180,195,185,32.28,557,810,47.32,81,14.33,2247,6.34,45.29,15.21,Unknown,3,1841,FAIL
2021-05-03,UDCAMP605326,3267,HigherSecondary(11-12):866,82,92,32.62,2533,4496,45.94,23,61.49,850,96.63,32.7,13.61,None,7,1447,WARN
2025-06-28,UDCAMP688238,1908,Primary(1-5):882,247,94,24.86,1246,2219,43.02,99,36.33,3075,46.32,4.95,2.4,Severe,13,2194,FAIL
2026-07-24,UDCAMP891730,816,HigherSecondary(11-12):1399,49,53,29.99,782,977,24.89,15,73.67,2251,47.78,29.56,64.77,None,39,1211,WARN
2023-04-20,UDCAMP251677,2701,Secondary(9-10):1013,186,67,6.13,2161,3428,37.05,105,71.67,2549,22.36,30.86,88.85,None,8,1614,FAIL
2025-06-16,UDCAMP992195,1830,Secondary(9-10):219,207,23,19.8,1363,1925,39.5,50,67.86,4,39.63,36.85,95.84,None,22,1279,FAIL
2023-01-12,UDCAMP415994,647,UpperPrimary(6-8):2116,164,49,32.35,532,1013,56.14,23,31.62,429,16.85,63.58,46.52,Moderate,10,1129,WARN
2019-05-16,UDCAMP168772,1560,Primary(1-5):2421,222,180,30.81,1071,2704,16.64,58,14.8,3009,50.63,28.03,24.05,Unknown,26,1892,WARN
2022-10-18,UDCAMP543090,2519,UpperPrimary(6-8):1417,3,113,6.66,1932,2607,18.59,57,9.24,689,41.11,25.7,18.44,Severe,0,1255,FAIL
2026-02-19,UDCAMP292695,3084,UpperPrimary(6-8):1650,65,208,30.78,2660,3158,36.15,111,38.35,818,8.3,13.19,17.26,Severe,11,901,OK
2023-08-30,UDCAMP265832,849,UpperPrimary(6-8):519,242,71,12.47,575,959,30.67,15,75.16,189,79.12,5.45,64.99,Unknown,38,2327,FAIL
2022-06-18,UDCAMP206635,3167,HigherSecondary(11-12):1107,216,171,33.32,1908,4588,19.06,29,16.67,2244,33.58,43.93,56.6,Moderate,35,1319,WARN
2025-05-25,UDCAMP617978,618,UpperPrimary(6-8):1616,226,196,3.3,507,1385,29.66,0,56.53,997,11.5,17.91,78.98,None,14,1371,FAIL
2020-09-06,UDCAMP605797,3985,Primary(1-5):1462,19,194,24.56,3666,4934,15.07,107,89.8,1598,87.81,3.51,28.77,None,29,1372,WARN
2019-03-06,UDCAMP739138,588,UpperPrimary(6-8):1866,9,21,21.98,556,1554,49.19,42,85.77,1269,17.67,33.82,68.49,Unknown,25,1920,FAIL
2020-06-24,UDCAMP922473,1666,Primary(1-5):597,78,87,3.48,1526,2881,27.16,84,34.73,3316,6.23,67.7,7.79,Severe,13,1081,WARN
2022-01-12,UDCAMP102129,2590,UpperPrimary(6-8):2024,62,145,14.61,2198,4012,48.36,79,50.55,754,75.9,34.56,50.56,Moderate,36,2108,FAIL
2021-12-03,UDCAMP967859,1436,UpperPrimary(6-8):145,0,201,14.69,1402,1839,26.06,102,77.09,953,48.36,59.67,67.24,Moderate,10,2150,OK
2022-09-30,UDCAMP635060,4271,HigherSecondary(11-12):579,177,12,4.67,3097,5431,43.52,2,26.12,172,56.59,66.17,43.33,Unknown,11,2379,OK
2021-08-27,UDCAMP341150,2605,HigherSecondary(11-12):2328,63,33,31.32,2550,3938,24.54,16,23.22,119,62.52,12.3,41.95,Mild,16,2185,OK
2024-10-25,UDCAMP901863,1142,HigherSecondary(11-12):1177,44,221,26.56,1069,2019,59.99,109,43.53,335,91.02,56.98,6.67,Unknown,32,1280,WARN
2025-06-01,UDCAMP367170,2351,Primary(1-5):664,7,182,9.89,1733,3509,36.7,46,72.46,2910,72.54,75.13,95.55,Moderate,7,1289,FAIL
2019-09-12,UDCAMP948845,2542,HigherSecondary(11-12):762,59,170,29.36,1827,2981,46.44,9,95.16,246,16.19,76.76,78.22,Unknown,28,2223,OK
2022-12-27,UDCAMP545991,890,HigherSecondary(11-12):367,87,19,33.12,598,1986,16.28,53,63.88,2139,0.17,57.55,57.67,Unknown,36,1193,FAIL
2020-09-27,UDCAMP902038,3024,HigherSecondary(11-12):16,95,249,26.73,1919,3976,46.87,112,43.01,412,91.94,39.37,79.95,None,27,2176,FAIL
2023-10-07,UDCAMP911346,1085,HigherSecondary(11-12):304,94,132,13.24,1003,2213,40.15,11,56.38,2011,76.39,40.95,11.08,Mild,25,2322,FAIL
2022-03-12,UDCAMP945777,873,Primary(1-5):2327,187,128,8.21,803,1374,41.76,88,89.54,3400,68.7,24.67,82.08,Moderate,29,1116,WARN
2019-06-02,UDCAMP681279,1864,HigherSecondary(11-12):404,6,73,16.39,1708,2999,33.49,55,33.0,2081,58.07,26.13,36.02,Moderate,25,1634,OK
2023-09-13,UDCAMP217378,3563,Secondary(9-10):2122,171,150,6.31,2569,4965,56.87,55,98.02,2651,41.84,74.54,60.27,Mild,21,2153,WARN
2025-10-24,UDCAMP716735,404,UpperPrimary(6-8):2336,0,105,6.53,392,1154,49.52,38,51.44,2126,9.01,17.89,37.37,Moderate,32,1408,WARN
2022-03-25,UDCAMP615118,87,HigherSecondary(11-12):129,159,140,5.99,83,1365,59.65,70,74.45,722,45.27,53.74,64.4,Mild,23,1794,OK
2022-12-14,UDCAMP100114,1630,HigherSecondary(11-12):1947,199,171,22.35,1139,2878,45.93,81,20.79,170,38.67,55.08,68.75,Unknown,13,1992,FAIL
2022-06-11,UDCAMP503262,3795,UpperPrimary(6-8):1590,144,136,20.55,2776,4286,44.66,91,59.05,1052,22.39,38.45,23.35,None,11,1600,FAIL
2025-03-28,UDCAMP884563,222,Primary(1-5):1716,61,137,27.09,188,718,17.84,93,30.92,549,98.18,75.15,93.81,Moderate,31,1027,OK
2026-03-21,UDCAMP630888,612,HigherSecondary(11-12):934,156,99,32.36,389,1925,55.58,45,8.93,3421,57.77,66.34,70.97,Moderate,30,1185,OK
2021-10-09,UDCAMP428648,1946,Primary(1-5):1437,106,229,27.18,1506,3144,26.84,22,40.76,2855,63.17,70.24,93.56,Moderate,37,1028,OK
2019-03-29,UDCAMP629387,2556,UpperPrimary(6-8):289,246,166,14.97,1918,2952,51.93,84,65.46,291,47.01,24.95,11.6,None,34,2278,OK
2022-12-12,UDCAMP311935,1048,HigherSecondary(11-12):1808,143,100,3.27,836,1660,34.91,102,34.89,3299,13.24,57.69,37.06,Moderate,1,2042,WARN
2025-03-18,UDCAMP712033,4215,HigherSecondary(11-12):1608,15,39,7.54,4016,5355,28.48,8,58.4,3356,34.3,0.68,3.85,Mild,1,1739,OK
2026-10-20,UDCAMP467394,3679,HigherSecondary(11-12):1632,118,37,20.19,2209,4644,46.86,106,5.23,1836,89.96,59.83,37.52,Mild,8,2117,WARN
2022-07-14,UDCAMP867118,4170,Secondary(9-10):862,63,21,21.31,3982,5223,31.93,98,49.71,215,9.07,59.45,54.01,Mild,22,1307,OK
2021-04-17,UDCAMP199861,2104,HigherSecondary(11-12):2470,248,30,33.2,1311,2151,44.3,78,70.77,1049,15.82,60.97,96.39,Moderate,27,1533,WARN
2022-04-26,UDCAMP454913,1644,Primary(1-5):1077,158,63,26.74,1141,1778,47.92,111,25.78,3014,36.27,26.29,52.78,Moderate,32,1778,FAIL
2019-12-18,UDCAMP417951,2365,Primary(1-5):2437,71,160,0.84,2096,3476,22.53,17,65.3,2957,62.9,8.34,14.8,Moderate,34,2263,FAIL
2022-02-01,UDCAMP336811,4164,UpperPrimary(6-8):727,36,166,32.93,2699,4560,46.44,26,42.29,2166,75.84,0.56,34.69,None,38,1337,FAIL
2021-06-11,UDCAMP582027,1617,UpperPrimary(6-8):214,91,34,21.41,1520,1747,56.46,48,92.45,1777,94.27,78.05,39.88,Mild,10,1957,FAIL
2019-08-28,UDCAMP868619,1966,Secondary(9-10):207,115,117,32.39,1882,2616,46.44,62,34.49,1611,87.77,65.35,65.87,Moderate,32,944,FAIL
2025-02-19,UDCAMP126472,1663,HigherSecondary(11-12):2163,201,168,33.04,1450,2425,29.17,28,32.98,3453,90.72,56.76,27.87,Moderate,29,1726,OK
2019-08-13,UDCAMP272082,1086,Primary(1-5):1165,142,172,14.22,862,2098,19.62,106,80.1,1558,35.2,73.24,89.86,Severe,10,1676,FAIL
2026-01-12,UDCAMP130442,681,UpperPrimary(6-8):1192,193,132,10.84,409,865,43.07,4,70.94,2370,35.99,26.55,39.53,Unknown,35,1828,FAIL
2021-05-13,UDCAMP163914,3461,Primary(1-5):1365,75,132,30.51,2377,3776,51.08,15,34.59,1066,65.5,77.13,82.18,Mild,32,2166,FAIL
2022-12-11,UDCAMP152343,2782,Secondary(9-10):1487,232,161,18.91,1945,3900,23.69,6,2.74,3016,13.86,14.86,23.08,Severe,34,1799,WARN
2021-08-29,UDCAMP194915,2078,HigherSecondary(11-12):2315,188,131,27.96,1297,2926,53.31,59,61.62,163,63.92,16.88,72.94,Severe,22,2140,WARN
2023-01-15,UDCAMP918581,1104,Primary(1-5):777,188,103,32.54,1002,1445,57.59,52,85.48,3100,39.08,7.44,94.36,Mild,23,1277,OK
2023-10-07,UDCAMP892416,3223,Primary(1-5):108,117,15,2.99,2162,4353,39.87,42,60.24,1956,99.15,53.2,38.22,Severe,19,1934,OK
2023-02-22,UDCAMP530755,1699,Secondary(9-10):1698,205,131,20.82,1384,2050,18.26,6,82.02,336,21.42,11.59,63.77,Mild,36,2104,FAIL
2023-06-20,UDCAMP493257,2731,Secondary(9-10):2410,201,182,30.64,2525,3521,45.42,89,75.43,1877,34.83,67.36,63.97,Moderate,31,2302,FAIL
2024-10-31,UDCAMP878875,4298,Secondary(9-10):2398,45,226,19.84,3449,4951,50.02,43,49.34,2202,80.94,53.86,82.44,Mild,25,1449,OK
2024-01-18,UDCAMP844477,713,UpperPrimary(6-8):506,35,200,3.31,684,1944,35.17,117,28.17,1375,89.53,70.6,93.66,Moderate,7,1868,WARN
2022-04-25,UDCAMP244513,3205,UpperPrimary(6-8):1402,234,239,28.79,2549,3965,27.19,84,13.91,3463,11.26,39.7,52.11,Unknown,29,2372,OK
2026-11-29,UDCAMP946502,1302,Secondary(9-10):2220,60,146,13.89,1075,2468,42.24,68,4.29,2589,23.32,51.75,8.13,None,34,1213,OK
2026-04-28,UDCAMP419687,2415,Secondary(9-10):627,185,76,24.99,1621,2871,37.93,95,56.25,3362,47.73,18.93,26.83,Severe,8,1496,WARN
2025-04-08,UDCAMP494873,4163,HigherSecondary(11-12):601,63,91,20.73,3214,4515,42.58,117,31.72,393,98.97,73.51,67.78,Severe,37,1285,FAIL
2026-09-29,UDCAMP129517,3163,Primary(1-5):1883,59,140,2.23,1969,3761,38.37,69,72.96,3021,5.2,40.58,50.39,Moderate,3,1612,FAIL
2024-10-15,UDCAMP935684,3964,UpperPrimary(6-8):564,160,226,22.08,3361,4934,18.45,94,43.16,202,60.8,49.8,2.53,Moderate,11,1546,OK
2019-02-17,UDCAMP715262,665,Secondary(9-10):2142,105,199,16.1,417,1079,33.03,112,86.22,222,89.78,65.27,86.45,Mild,13,1902,OK
2025-02-23,UDCAMP631866,3073,HigherSecondary(11-12):1887,73,16,27.6,1928,3399,42.97,104,93.96,1420,94.06,70.15,27.14,Unknown,1,1502,FAIL
2026-06-06,UDCAMP959667,1735,UpperPrimary(6-8):2380,238,215,5.52,1483,2247,15.49,94,46.71,2065,40.89,51.82,46.92,None,13,1427,OK
2021-10-27,UDCAMP178644,494,UpperPrimary(6-8):456,96,248,18.93,480,1788,49.76,94,89.82,3255,45.34,72.65,86.21,Unknown,11,2342,WARN
2023-06-15,UDCAMP208861,2954,Secondary(9-10):1490,35,135,0.56,2208,3538,48.06,62,86.98,420,0.39,60.67,3.75,Mild,16,1021,WARN
2023-11-27,UDCAMP746093,2738,UpperPrimary(6-8):1678,217,90,4.61,1956,3048,54.44,93,63.68,3249,58.94,1.47,59.06,Mild,30,1646,OK
2021-11-26,UDCAMP187980,4176,UpperPrimary(6-8):568,108,223,30.26,3895,4468,47.49,109,56.28,2351,6.58,6.73,10.13,Moderate,20,2079,FAIL
2023-08-10,UDCAMP509001,4018,Secondary(9-10):312,177,35,15.47,3561,4186,42.94,0,25.17,3197,64.97,23.34,28.5,Moderate,22,1905,OK
2022-12-06,UDCAMP807724,1676,Secondary(9-10):889,136,169,1.48,1249,1885,25.09,17,79.91,101,67.86,42.01,76.48,Unknown,31,1668,FAIL
2019-10-27,UDCAMP141696,609,UpperPrimary(6-8):60,5,110,31.93,513,1967,29.84,95,58.8,2427,44.0,58.92,25.43,Severe,25,2227,OK
2020-08-30,UDCAMP295675,3898,Primary(1-5):2385,249,170,20.44,3548,5071,52.29,27,64.88,3337,73.33,5.43,50.74,Unknown,16,2391,OK
2020-08-22,UDCAMP465081,2789,Primary(1-5):861,186,219,24.89,2718,4002,40.45,48,59.08,2314,13.65,59.42,79.5,Mild,32,1035,OK
2019-04-03,UDCAMP819461,4350,HigherSecondary(11-12):1142,27,34,30.98,2823,4836,16.63,119,22.57,2914,11.24,55.31,90.99,None,29,1739,OK
2023-02-11,UDCAMP493445,2009,UpperPrimary(6-8):2465,79,191,34.19,1317,2780,34.07,27,61.55,1138,1.54,20.48,28.98,Moderate,16,1115,FAIL
2019-11-19,UDCAMP631994,4034,UpperPrimary(6-8):2439,123,102,17.89,3531,4442,59.13,116,92.75,3335,69.11,20.66,89.64,Moderate,23,932,OK
2020-11-06,UDCAMP888535,691,Secondary(9-10):1428,57,163,23.16,647,802,57.76,25,65.67,1134,79.37,2.22,52.89,Severe,15,1213,WARN
2026-01-03,UDCAMP451371,2162,HigherSecondary(11-12):1283,136,194,29.13,1359,3211,20.34,56,80.84,3045,83.91,2.83,82.04,Unknown,11,1319,FAIL
2019-02-12,UDCAMP560921,1399,HigherSecondary(11-12):2333,40,67,10.04,1364,1632,47.02,79,70.26,3387,28.83,4.81,1.69,Unknown,26,2079,WARN
2020-07-16,UDCAMP987177,4130,HigherSecondary(11-12):1929,177,219,28.52,3283,5591,28.11,117,69.05,2121,4.36,11.04,61.48,Unknown,39,1887,WARN
2026-02-01,UDCAMP152189,476,HigherSecondary(11-12):2340,113,31,34.14,369,1781,39.75,54,40.45,876,69.89,11.64,43.12,Severe,27,1672,WARN
2025-12-30,UDCAMP157729,1170,Secondary(9-10):325,177,72,12.79,922,2115,39.26,87,76.33,379,5.88,57.16,80.78,None,32,1528,WARN
2024-01-19,UDCAMP412248,3497,Primary(1-5):33,12,66,27.88,2885,4157,42.14,102,42.41,2983,63.76,26.61,4.53,None,31,1393,FAIL
2026-10-25,UDCAMP744336,1158,UpperPrimary(6-8):2472,178,205,17.32,822,1590,46.79,102,83.96,2378,25.08,58.72,26.02,Severe,29,2119,WARN
2022-06-20,UDCAMP411156,3605,HigherSecondary(11-12):459,67,44,9.74,3328,3869,22.48,44,4.25,314,24.47,69.82,65.29,Moderate,29,1261,OK
2021-07-30,UDCAMP943223,1462,UpperPrimary(6-8):906,226,88,29.87,990,2492,17.9,87,74.49,2396,55.21,48.25,3.12,Moderate,15,2200,OK
2023-09-26,UDCAMP810220,1201,Secondary(9-10):1060,152,217,27.79,1092,1794,52.33,64,26.05,431,52.71,15.27,57.41,Moderate,2,1148,OK
2025-02-11,UDCAMP673518,3254,HigherSecondary(11-12):336,26,233,30.64,2935,4678,33.99,88,5.88,2851,28.2,54.67,9.24,Mild,16,2256,OK
2024-08-21,UDCAMP714375,4207,HigherSecondary(11-12):1397,230,131,30.64,3703,4653,27.71,12,97.48,29,25.83,54.22,75.21,None,16,2315,WARN
2019-05-25,UDCAMP609525,3456,UpperPrimary(6-8):2321,180,16,20.75,2521,4438,35.86,74,23.97,1245,90.57,18.06,42.09,Mild,7,917,FAIL
2026-01-03,UDCAMP479779,3933,HigherSecondary(11-12):797,158,133,24.9,3109,5404,44.99,63,67.63,3204,50.35,26.32,64.82,Moderate,16,1028,FAIL
2026-11-06,UDCAMP779389,776,HigherSecondary(11-12):1159,129,138,24.28,608,1670,54.43,4,74.12,453,21.63,47.98,11.35,Severe,35,1310,WARN
2025-01-22,UDCAMP845522,356,HigherSecondary(11-12):186,39,78,24.7,292,1433,55.86,37,33.42,912,64.09,38.03,40.86,Moderate,7,1691,FAIL
2025-04-17,UDCAMP776338,1599,HigherSecondary(11-12):1510,210,165,0.98,1111,2870,48.08,102,38.04,1416,39.6,45.73,74.86,None,2,1937,FAIL
2019-01-12,UDCAMP790595,1377,HigherSecondary(11-12):1506,140,224,10.71,1253,2876,26.68,97,88.41,934,93.69,64.39,12.57,Severe,26,2112,WARN
2025-11-16,UDCAMP455366,315,Secondary(9-10):2104,184,76,22.3,258,872,21.21,4,86.68,2969,92.26,78.36,26.61,Mild,38,2285,WARN
2024-09-07,UDCAMP196761,3635,Secondary(9-10):202,223,192,17.41,2446,4762,20.65,119,57.76,403,39.22,76.96,43.23,None,35,1447,OK
2024-04-22,UDCAMP574280,3702,Primary(1-5):1969,219,220,12.57,2660,5066,20.4,87,93.88,1434,63.37,47.84,50.53,Moderate,4,2049,FAIL
2021-09-21,UDCAMP637535,3037,Secondary(9-10):1516,236,214,29.61,2148,3279,56.12,80,68.97,1898,60.43,53.13,58.81,None,38,1874,WARN
2022-05-07,UDCAMP486711,278,UpperPrimary(6-8):500,3,56,23.09,271,496,51.9,56,17.16,3341,24.43,70.55,91.61,Severe,33,2106,FAIL
2026-03-15,UDCAMP987468,3626,Secondary(9-10):2003,22,22,9.67,2581,3904,36.22,100,69.44,2742,23.06,27.97,99.85,Severe,5,2010,OK
2021-10-12,UDCAMP338653,4443,Primary(1-5):1240,93,234,13.54,2787,4752,24.51,73,22.24,120,43.35,48.02,98.97,Unknown,34,1925,FAIL
2019-09-12,UDCAMP897626,357,HigherSecondary(11-12):2132,193,46,9.28,236,1617,47.19,16,63.16,1837,95.11,54.87,25.45,Moderate,37,1472,WARN
2024-10-19,UDCAMP383522,2828,HigherSecondary(11-12):2441,222,109,10.53,2543,3727,31.34,89,10.47,2018,12.89,62.38,70.33,Severe,35,974,OK
2020-04-05,UDCAMP326440,2838,Primary(1-5):144,212,143,34.07,2761,3819,59.46,91,98.31,1628,68.35,7.65,54.05,Mild,28,1726,FAIL
2024-02-24,UDCAMP119972,1061,Secondary(9-10):233,211,169,7.67,1034,2087,22.35,85,16.92,2200,16.41,61.19,40.47,Mild,8,2129,WARN
2019-03-04,UDCAMP804609,866,HigherSecondary(11-12):1869,128,241,17.69,552,974,19.89,51,81.04,969,82.06,4.8,65.8,Severe,29,1970,FAIL
2022-09-07,UDCAMP208486,2121,HigherSecondary(11-12):185,235,223,21.13,1784,2613,29.22,87,51.96,503,76.55,24.54,90.74,Severe,20,1152,OK
2020-09-20,UDCAMP544160,349,UpperPrimary(6-8):488,41,154,10.14,329,1495,22.7,9,81.63,2372,26.53,16.22,13.91,Severe,6,2070,WARN
2022-05-27,UDCAMP612086,3965,HigherSecondary(11-12):2227,136,58,11.06,2818,5128,18.18,42,77.76,1372,55.3,12.99,33.23,Mild,9,1976,FAIL
2020-06-06,UDCAMP335829,960,HigherSecondary(11-12):1780,242,205,23.85,579,2077,44.12,57,96.66,226,64.99,14.09,58.17,Severe,19,2306,WARN
2020-10-09,UDCAMP678306,2871,HigherSecondary(11-12):111,216,21,5.76,1988,3358,55.48,39,80.36,48,8.41,7.3,71.66,Moderate,35,1293,WARN
2021-01-12,UDCAMP293171,3809,Primary(1-5):1506,8,243,1.39,3217,4082,17.72,86,61.25,3037,76.77,57.02,97.83,None,18,1722,FAIL
2024-12-09,UDCAMP974276,1812,Primary(1-5):485,142,34,2.95,1249,2501,53.99,101,18.93,3089,59.72,44.82,78.51,Unknown,21,2006,WARN
2026-12-28,UDCAMP716558,4362,UpperPrimary(6-8):2395,120,195,34.98,3496,5187,57.05,81,1.16,1834,35.82,29.6,61.23,Moderate,35,938,OK
2024-11-09,UDCAMP115257,1028,UpperPrimary(6-8):523,193,71,13.03,684,1961,59.12,38,82.01,2210,88.77,17.33,43.32,Unknown,6,1127,WARN
2023-08-03,UDCAMP712120,3243,UpperPrimary(6-8):460,124,54,34.26,2922,3389,44.54,60,97.68,2111,58.37,5.89,32.71,Mild,10,2299,OK
2019-12-01,UDCAMP132824,196,Primary(1-5):584,209,161,9.31,135,905,23.26,23,16.52,1071,64.16,77.55,14.52,Moderate,38,1360,FAIL
2020-02-28,UDCAMP528501,4036,Secondary(9-10):724,220,97,0.68,3489,5416,49.22,57,93.26,3053,0.53,33.84,4.99,Mild,10,1029,OK
2025-11-15,UDCAMP268565,3117,UpperPrimary(6-8):1035,190,109,0.38,1981,3345,43.64,25,14.96,2522,39.7,3.48,78.9,Severe,34,2115,WARN
2023-08-23,UDCAMP274288,3127,Primary(1-5):1256,231,67,24.24,2464,4357,34.52,67,12.65,987,84.48,65.98,84.07,Mild,1,1005,WARN
2024-01-06,UDCAMP723282,2540,UpperPrimary(6-8):1573,5,238,7.51,2317,3626,57.88,75,1.82,1410,75.31,5.97,51.76,Mild,8,2267,FAIL
2020-07-04,UDCAMP167491,3159,HigherSecondary(11-12):2338,120,165,13.43,2110,3771,19.59,119,81.37,1695,56.71,73.54,99.02,Severe,10,1354,WARN
2023-02-18,UDCAMP915834,1750,HigherSecondary(11-12):1402,188,93,33.72,1686,1868,32.2,97,15.83,1760,2.81,21.83,15.19,Severe,23,2320,WARN
2021-07-11,UDCAMP601170,3716,UpperPrimary(6-8):249,173,147,23.75,3046,4863,16.15,75,29.3,3335,11.65,11.83,16.57,Moderate,12,1717,WARN
2020-12-18,UDCAMP205776,2955,UpperPrimary(6-8):1947,21,185,7.25,2776,4010,52.67,28,23.24,2750,86.12,71.29,68.25,None,26,1777,OK
2024-07-29,UDCAMP704199,3861,HigherSecondary(11-12):1990,153,220,25.4,3056,4611,50.62,55,33.54,2683,96.67,14.08,33.56,Mild,9,984,WARN
2024-09-16,UDCAMP692928,2804,Secondary(9-10):152,120,199,1.91,2030,4091,47.17,85,43.92,2902,60.2,2.63,26.49,None,24,1346,OK
2025-01-09,UDCAMP822116,834,Primary(1-5):324,136,236,21.5,674,2240,55.65,52,29.84,2561,12.59,0.81,31.84,Unknown,10,1096,WARN
2025-04-08,UDCAMP381824,3158,UpperPrimary(6-8):2060,212,160,32.01,3030,3712,42.31,101,83.7,1514,44.39,4.97,32.69,Moderate,17,2377,FAIL
2026-02-10,UDCAMP139471,1405,Secondary(9-10):2330,169,127,9.94,1162,2767,20.09,29,88.66,2857,0.07,6.87,17.09,Unknown,9,1417,OK
2023-06-23,UDCAMP840992,1483,Primary(1-5):1443,181,55,15.75,1383,2972,28.93,33,11.37,2407,77.42,58.12,5.77,None,19,1274,WARN
2019-02-26,UDCAMP462534,186,Primary(1-5):1663,139,45,1.11,151,1309,57.18,85,79.68,837,87.25,21.32,86.96,Moderate,27,1027,WARN
2025-09-06,UDCAMP439829,3644,Primary(1-5):344,193,161,24.89,2234,4265,19.11,102,36.98,1316,72.34,73.93,65.11,Severe,23,1145,OK
2025-10-14,UDCAMP908207,3695,HigherSecondary(11-12):1624,63,235,24.62,2760,4414,54.16,46,64.4,789,92.33,32.55,15.81,None,14,962,WARN
2021-07-01,UDCAMP903664,773,HigherSecondary(11-12):1972,53,148,26.84,707,2172,35.12,108,38.4,2197,51.53,24.92,45.51,Mild,14,1290,OK
2025-12-21,UDCAMP309283,649,Primary(1-5):62,79,157,29.2,405,741,54.8,117,64.34,3224,95.42,0.96,98.68,Mild,28,1212,OK
2022-04-10,UDCAMP618816,4103,Primary(1-5):2189,244,149,8.33,2825,4957,52.64,62,76.67,1605,74.03,55.82,24.31,Mild,32,1252,FAIL
2020-01-25,UDCAMP517861,688,Secondary(9-10):1905,136,179,0.16,494,1053,53.36,67,15.1,1685,17.07,37.19,50.33,Mild,13,1791,WARN
2024-01-20,UDCAMP723115,3719,UpperPrimary(6-8):1154,80,59,23.48,3291,3823,45.07,116,81.14,349,0.15,18.79,2.38,Unknown,8,2265,WARN
