tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_inr,tech_price_promo_price_inr,tech_price_promo_duration_months,tech_price_equipment_fee_inr,tech_price_installation_fee_inr,tech_price_early_termination_fee_inr,tech_price_contract_length_months,tech_price_auto_pay_discount_inr,tech_price_bundling_discount_inr,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_inr,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2022-02-23,PLANT293IFWSQ8,SPECTRA,TG-2323,2539,2324,0,299,199,499,0,100,300,0,STATE_SUBSIDY,28.528,219,60,22.04,TRAI13169759
2025-08-29,PLANL4DG8GT638,BSNL,TR-1642,2173,2049,24,0,199,1999,0,100,300,1,CSR_CONNECT,55.718,117,0,6.94,TRAI22348397
2025-10-01,PLANQ2Q2GW55WG,BSNL,GJ-9887,1235,428,12,999,1499,999,3,150,0,0,CSR_CONNECT,2.47,265,30,13.53,TRAI73353586
2023-06-14,PLAN838GURP8JQ,RAILTEL,RJ-5736,4641,4372,0,999,499,499,24,50,50,0,BSNL_SOCIAL,15.317,295,14,1.44,TRAI28472497
2026-01-13,PLANIKKCQ9JMGL,JIO,TG-9362,1359,1282,6,199,199,1999,24,150,100,0,STATE_SUBSIDY,3.013,14,14,19.64,TRAI95856347
2021-12-13,PLANZWVWA4F7GS,MTNL,AP-9329,4982,4636,3,299,1499,499,24,50,300,0,STATE_SUBSIDY,28.965,94,0,21.84,TRAI17196673
2021-03-21,PLANTCDYAZ0SO7,AIRTEL,TR-6204,4913,4720,6,999,199,0,3,150,200,1,CSR_CONNECT,14.199,120,0,19.69,TRAI40589168
2023-05-29,PLANSGDBXHQ8WH,ACT,KL-8288,4629,3942,12,0,1499,999,12,25,0,1,CSR_CONNECT,59.346,79,0,15.01,TRAI88467614
2023-08-30,PLANBHOYAND4X4,AIRTEL,AS-5147,4002,3811,24,299,0,2999,12,50,0,1,CSR_CONNECT,46.0,425,60,1.02,TRAI22191187
2023-07-21,PLANXJBB56W8TQ,SPECTRA,DL-0109,2843,2221,12,499,199,999,0,150,0,1,STATE_SUBSIDY,12.415,278,7,12.27,TRAI07926518
2025-12-05,PLANY5QPSBQXC6,SPECTRA,OD-0196,3339,2696,6,199,499,499,12,0,200,0,PM_WANI,7.606,303,14,7.25,TRAI99576054
2026-01-07,PLANIHYX7K9BB4,HATHWAY,DL-3916,514,99,12,499,199,1999,3,0,0,0,CSR_CONNECT,2.954,322,30,1.67,TRAI03153838
2022-02-11,PLANUPW3P2ICOU,SPECTRA,LD-0268,2762,2626,24,0,1499,499,12,25,100,0,PM_WANI,6.82,31,0,18.86,TRAI48751088
2023-04-20,PLANHGYS4L6P9B,MTNL,UT-4430,3754,3191,6,0,1499,999,3,50,0,0,BSNL_SOCIAL,21.451,5,0,4.6,TRAI09514772
2023-09-22,PLANEOJW8QVH7G,ACT,PB-6483,3270,3211,1,999,499,499,6,0,300,1,NONE,9.451,135,14,1.56,TRAI51944892
2021-04-06,PLAN9Y6L5M7JMT,VI,WB-1666,4676,4370,24,499,499,1999,6,25,50,1,NONE,26.27,399,7,11.16,TRAI13128597
2022-07-19,PLANH7CCDAL9J8,JIO,GA-1019,2845,2221,3,199,499,499,6,0,100,0,NONE,9.177,364,30,14.74,TRAI63784992
2023-01-16,PLANKP6PRX0VSU,JIO,MH-9741,1719,1028,24,499,499,1999,0,50,200,0,BSNL_SOCIAL,6.931,393,60,19.27,TRAI64787693
2023-06-06,PLANN2SEKZHF9O,RAILTEL,ML-4874,3704,2795,12,0,499,999,12,150,50,0,CSR_CONNECT,17.722,372,30,10.69,TRAI74966639
2025-01-04,PLANB7HQLCEF9D,JIO,BR-8228,4984,4708,12,299,499,1999,0,150,100,0,CSR_CONNECT,10.695,161,30,8.87,TRAI23509050
2021-06-01,PLANW46GN1BKQW,BSNL,JH-5944,1059,780,12,299,0,2999,24,25,0,0,STATE_SUBSIDY,6.051,97,30,3.09,TRAI17958003
2023-07-13,PLANU1MYZYVF0Y,VI,WB-3786,448,99,24,0,0,499,24,50,0,1,BSNL_SOCIAL,1.077,282,30,7.19,TRAI10321529
2022-01-11,PLANND8T4VW1RG,JIO,TN-3089,4621,4430,0,499,199,1999,12,150,300,1,NONE,27.343,177,60,3.53,TRAI27282860
2023-03-07,PLAN363VIUL6RD,VI,CT-2750,1887,1382,6,499,1499,999,0,150,0,0,PM_WANI,5.842,74,30,12.48,TRAI53668710
2023-02-23,PLANGF1EJKXMP0,RAILTEL,TR-0925,978,823,6,999,199,2999,3,25,200,0,NONE,9.683,95,30,13.13,TRAI15917528
2022-03-26,PLANP6D1AL23BQ,AIRTEL,NL-7911,1951,1394,1,199,499,499,6,150,0,0,BSNL_SOCIAL,5.912,110,30,17.02,TRAI60155413
2023-08-26,PLANGY09TWFCVM,JIO,LA-6791,613,269,24,199,499,1999,12,100,100,1,STATE_SUBSIDY,1.666,350,0,8.61,TRAI52739730
2023-07-28,PLANMW0LMRSW9I,MTNL,KA-0597,4204,3343,6,499,199,1999,6,100,0,0,PM_WANI,52.55,71,30,2.9,TRAI80437348
2025-01-27,PLANHDYDI4HGTN,TIKONA,DL-8083,891,792,24,199,999,1999,24,150,0,0,NONE,1.98,490,60,21.35,TRAI60008168
2024-01-21,PLANPE4ZBSVBNL,AIRTEL,CT-1687,3142,2366,3,0,0,499,3,0,300,0,STATE_SUBSIDY,13.485,32,0,20.87,TRAI86708542
2023-09-03,PLANKO2ZC5Z2K9,HATHWAY,LA-3230,368,191,1,499,999,0,3,0,0,0,PM_WANI,1.102,497,30,13.35,TRAI39876285
2022-09-18,PLANY1M601U4JQ,RAILTEL,TR-7671,689,99,24,999,199,1999,3,50,0,0,NONE,2.038,69,60,2.93,TRAI44870969
2024-10-29,PLANJV5NXHCMFX,VI,CH-1498,1586,809,12,999,199,0,0,25,200,0,PM_WANI,4.972,295,7,7.23,TRAI61791240
2025-09-28,PLANWSJ4CTLURA,RAILTEL,KL-1937,1850,1575,1,999,1499,0,3,50,200,0,STATE_SUBSIDY,7.708,438,7,2.63,TRAI20884451
2025-07-11,PLANLJ4UDKHN09,TIKONA,OD-6296,2849,2271,12,499,499,499,6,150,300,1,PM_WANI,26.138,495,0,22.7,TRAI29883559
2024-05-19,PLANNDOJXET7Q7,MTNL,WB-1119,2736,2395,24,999,0,0,0,0,0,0,STATE_SUBSIDY,72.0,404,30,3.27,TRAI62299644
2024-01-05,PLANLIAIZAPOQF,TIKONA,JH-5990,488,99,0,199,499,999,3,25,0,0,BSNL_SOCIAL,2.335,312,0,20.44,TRAI66290868
2021-05-25,PLANZA7DH5ZFHY,TIKONA,HR-6363,1544,859,12,999,199,999,6,25,300,0,BSNL_SOCIAL,4.01,308,7,23.8,TRAI67861569
2021-11-18,PLANPEZ5CPGBAR,TIKONA,TG-8763,3780,3595,0,0,1499,0,0,0,300,0,STATE_SUBSIDY,171.818,472,0,5.58,TRAI59070120
2023-03-28,PLANVO4RNXNKH5,TIKONA,HR-3507,460,99,1,199,999,2999,12,0,300,1,NONE,4.842,426,60,7.8,TRAI61994644
2021-12-11,PLANBOPX5YELEG,JIO,AR-1161,3561,3255,0,0,199,2999,3,100,200,0,CSR_CONNECT,8.002,381,30,21.94,TRAI13746411
2023-11-20,PLANY1JXPEQB46,BSNL,KA-2116,874,99,6,0,499,1999,12,50,200,1,PM_WANI,4.528,480,60,8.88,TRAI40531782
2025-12-30,PLANGMQOT07HBO,RAILTEL,TR-4544,2483,2443,12,199,199,499,3,150,50,0,PM_WANI,20.692,371,0,24.99,TRAI21523367
2021-11-28,PLANXJ5I21NKOG,JIO,TG-3279,1552,1098,12,499,0,999,0,100,0,0,NONE,5.122,426,60,16.2,TRAI00717334
2022-05-08,PLAN3MO7KJ03ZL,RAILTEL,ML-2361,2397,2030,6,499,0,2999,0,150,300,1,BSNL_SOCIAL,8.878,464,7,9.9,TRAI24432988
2023-03-10,PLANQDOYR06ILT,AIRTEL,PB-9262,2558,1568,24,999,1499,2999,12,50,200,0,BSNL_SOCIAL,5.126,94,7,8.36,TRAI07893229
2022-03-22,PLANKW0QHHBE9U,SPECTRA,DL-5642,3722,2746,3,499,199,499,3,25,200,0,BSNL_SOCIAL,58.156,227,0,23.5,TRAI41936547
2022-07-08,PLANIES12NT1DU,JIO,TG-3598,1972,1954,0,299,1499,499,6,150,100,1,BSNL_SOCIAL,17.148,466,0,9.46,TRAI88549881
2021-10-03,PLAN3FC77URF7A,AIRTEL,ML-2965,1555,1526,6,299,999,1999,12,100,0,0,NONE,119.615,108,7,14.26,TRAI20392417
2023-10-02,PLANQX2D9BZULA,SPECTRA,PB-1741,763,266,1,299,1499,1999,0,150,200,0,STATE_SUBSIDY,27.25,476,60,13.3,TRAI21795401
2023-12-14,PLANKCYPE39PSF,VI,PY-4221,4210,3595,1,299,1499,2999,3,0,200,0,NONE,43.854,329,0,6.47,TRAI46530785
2022-05-27,PLANH8A4W4JFBJ,SPECTRA,GJ-8638,1285,588,12,0,499,499,3,50,100,0,CSR_CONNECT,2.672,182,60,5.1,TRAI10392830
2022-02-03,PLANPUHW1TAJLF,BSNL,WB-5137,4983,4175,1,499,999,499,0,100,100,0,BSNL_SOCIAL,18.875,10,7,12.51,TRAI19160596
2023-09-20,PLANFNW4V8FLQR,RAILTEL,PY-1101,2312,1588,0,299,0,999,0,100,100,0,CSR_CONNECT,12.989,173,60,11.79,TRAI28050303
2021-12-27,PLANQS9XBAGFUP,TIKONA,NL-6200,203,99,12,199,999,499,3,150,100,0,NONE,0.597,154,60,22.1,TRAI26783114
2023-12-18,PLAND3WGVSXQ86,BSNL,HR-7724,1412,1398,0,0,499,1999,3,25,300,0,BSNL_SOCIAL,9.11,403,7,16.72,TRAI88831051
2024-03-27,PLANHN5SUJRHV9,RAILTEL,DD-5315,3408,3273,0,999,199,1999,3,150,200,0,BSNL_SOCIAL,309.818,70,0,23.92,TRAI84084841
2024-08-25,PLANUK90KODVFQ,HATHWAY,DD-4728,1029,235,6,0,999,999,0,0,0,0,STATE_SUBSIDY,26.385,214,60,4.9,TRAI26620123
2022-01-10,PLAN7V5APV6CMX,BSNL,UP-4976,3710,3575,1,999,999,1999,3,50,50,0,CSR_CONNECT,12.085,351,7,1.13,TRAI86645691
2022-04-01,PLANZDNZKHQFU9,MTNL,MP-2835,3840,3086,6,299,499,1999,6,150,200,0,PM_WANI,12.757,311,60,5.82,TRAI05080628
2022-07-27,PLANURWLG4Z0WE,MTNL,MH-0336,678,99,1,499,999,499,0,50,50,1,PM_WANI,1.407,103,7,0.91,TRAI32858045
2023-09-12,PLANN69KP0BGLN,ACT,JH-4384,2047,1636,24,0,499,0,6,0,100,1,NONE,5.951,457,0,11.29,TRAI58181804
2025-03-21,PLANL9E4WZ60T5,SPECTRA,AP-4542,3732,2922,6,199,199,499,0,25,100,1,NONE,33.321,388,7,4.54,TRAI04790985
2023-01-22,PLANQ5UEEVG8O0,AIRTEL,CT-3813,856,99,12,199,499,2999,3,0,100,0,STATE_SUBSIDY,3.255,108,0,5.32,TRAI42844194
2021-02-13,PLANEE0DTTJ70D,JIO,KA-0823,4002,3665,1,199,999,999,3,150,200,0,STATE_SUBSIDY,17.25,262,14,8.52,TRAI84861802
2022-08-26,PLAN3MZRHSOZCS,MTNL,WB-8840,2447,1985,1,999,999,0,0,150,300,0,PM_WANI,78.935,346,60,16.24,TRAI73306787
2025-04-28,PLANLNXGXUQKFU,SPECTRA,MH-9710,707,99,3,999,0,999,12,150,300,1,CSR_CONNECT,3.304,263,60,7.62,TRAI19083342
2022-12-17,PLANBIJQGPFHUZ,VI,MH-4261,4701,4202,12,499,0,999,12,25,200,0,PM_WANI,12.844,25,0,8.07,TRAI58819399
2021-02-09,PLANXAX31MQ77V,VI,TG-7121,2234,2085,6,299,499,499,3,25,50,0,BSNL_SOCIAL,9.156,227,14,8.82,TRAI15563167
2022-05-05,PLAN4WZOZQ5B2F,JIO,LD-3669,4070,3204,6,999,0,1999,24,0,200,0,NONE,53.553,364,60,23.12,TRAI45237511
2023-02-23,PLANIKXJKKKWVS,AIRTEL,HR-8342,1536,1170,3,199,999,2999,12,100,100,1,STATE_SUBSIDY,5.428,457,60,7.72,TRAI85276659
2021-11-22,PLANWTM93QOZEZ,TIKONA,JK-4466,403,99,1,499,1499,1999,0,100,0,0,BSNL_SOCIAL,1.255,383,7,6.07,TRAI33234209
2022-09-05,PLANH28P0LT3W5,HATHWAY,HR-0615,2087,1989,24,299,999,1999,12,0,300,0,BSNL_SOCIAL,6.402,77,14,24.71,TRAI67675963
2022-12-24,PLANSBTPPJXPNL,TIKONA,MZ-9329,1274,465,24,199,1499,2999,6,0,50,0,BSNL_SOCIAL,3.1,347,0,12.62,TRAI10645168
2022-01-28,PLANDWF1APJWMD,VI,AS-9221,3256,2650,1,199,999,0,24,0,300,0,BSNL_SOCIAL,7.555,15,0,21.52,TRAI06045649
2025-11-05,PLAN5JZGIP4K3U,HATHWAY,NL-9664,3570,3512,1,0,0,1999,12,100,0,1,BSNL_SOCIAL,9.249,26,60,11.95,TRAI99679095
2022-03-20,PLANQBTPXESBFH,RAILTEL,PB-9722,894,99,1,0,499,999,0,25,200,0,PM_WANI,2.829,429,7,6.67,TRAI97154305
2021-03-27,PLANPJ2O4I0T5M,TIKONA,OD-4057,3918,3323,0,0,0,499,24,100,100,0,CSR_CONNECT,8.481,241,7,20.24,TRAI80649521
2021-01-19,PLANBP2G4YJ2SR,MTNL,LD-4327,3792,3655,12,499,499,1999,0,50,300,1,BSNL_SOCIAL,19.446,13,7,15.83,TRAI26243648
2022-10-13,PLANC0IQO1Y2AI,HATHWAY,DN-6246,760,646,12,499,1499,1999,24,150,100,1,CSR_CONNECT,7.451,415,60,24.11,TRAI67100012
2021-07-07,PLANRAQ3JECFMP,RAILTEL,TG-7626,1361,938,0,0,499,2999,24,100,200,0,CSR_CONNECT,41.242,373,7,10.48,TRAI14077103
2023-03-16,PLANB4PQ8RSULY,ACT,OD-8011,3231,2720,0,999,0,999,12,50,0,1,CSR_CONNECT,22.754,131,60,5.68,TRAI47481637
2023-06-29,PLANA2RHNA312L,ACT,TG-5633,526,150,3,999,0,1999,24,0,200,0,PM_WANI,1.529,94,60,5.34,TRAI18882729
2025-09-27,PLAN3AF3WJ6XUQ,HATHWAY,UT-6982,4183,3804,0,0,1499,1999,12,150,50,0,NONE,15.156,379,30,18.21,TRAI12270483
2025-10-19,PLANN12RTGBFW5,BSNL,GJ-7814,2382,2159,12,199,499,999,24,100,100,1,STATE_SUBSIDY,14.795,239,0,14.27,TRAI68768570
2024-02-22,PLANMMKGP62M00,SPECTRA,LA-2985,3177,3112,24,199,499,2999,3,100,50,0,NONE,13.183,323,7,21.41,TRAI84865928
2022-12-09,PLAN58B79RCBYY,RAILTEL,OD-0965,3190,3129,0,299,499,1999,3,100,100,0,STATE_SUBSIDY,62.549,447,30,4.63,TRAI68487901
2025-02-01,PLAND8WDBACIQ4,SPECTRA,CH-0269,4370,3961,3,499,1499,999,12,0,300,0,STATE_SUBSIDY,80.926,118,14,14.71,TRAI77732481
2022-04-06,PLAN3YBRP7TSC5,ACT,OD-1443,2438,1851,1,0,0,499,24,100,100,0,PM_WANI,10.116,417,30,22.26,TRAI28378124
2023-10-27,PLANNHHYXP6HIJ,TIKONA,HR-2343,821,99,1,999,499,2999,6,150,200,1,BSNL_SOCIAL,2.422,495,30,2.73,TRAI08519694
2022-09-01,PLANOGSZSPJJOV,MTNL,JK-8794,4198,4050,3,499,1499,1999,24,100,300,1,NONE,17.94,354,60,16.37,TRAI24863388
2025-01-08,PLANM1O7HLFHSK,TIKONA,TG-9377,2912,2010,3,499,1499,2999,24,25,0,1,STATE_SUBSIDY,63.304,183,14,0.41,TRAI89260580
2021-10-03,PLAN8B9C19GTLN,BSNL,CH-8341,1993,1539,24,499,1499,2999,0,100,0,0,STATE_SUBSIDY,8.741,411,14,5.02,TRAI28837705
2023-07-16,PLAN1A22ZBLP68,MTNL,LD-7685,982,320,0,499,199,499,0,0,100,1,CSR_CONNECT,25.842,452,7,4.45,TRAI36998707
2024-09-25,PLANE55STQTME9,TIKONA,BR-4253,627,422,1,0,999,499,24,100,100,0,BSNL_SOCIAL,1.277,131,30,8.77,TRAI60688650
2025-07-13,PLANWS7BGU51G5,AIRTEL,JK-0446,1018,308,24,499,0,0,12,25,0,1,BSNL_SOCIAL,5.624,198,14,16.09,TRAI20446654
2023-10-03,PLANUHIQ3EYFZ6,AIRTEL,KL-8681,1743,985,6,499,0,2999,6,100,200,0,NONE,19.367,309,30,3.09,TRAI66902626
2025-11-07,PLANHTL9YL6TRD,HATHWAY,AR-4865,1122,876,0,499,1499,2999,12,150,0,0,CSR_CONNECT,2.461,304,60,16.53,TRAI10026315
2025-02-12,PLAN9E6ZOYCVND,RAILTEL,MP-9793,4508,4494,0,999,1499,1999,0,100,0,0,BSNL_SOCIAL,10.657,296,30,10.3,TRAI90434302
2021-02-27,PLANZNJ295590J,MTNL,AP-7578,4019,3253,12,199,1499,0,24,50,50,0,PM_WANI,18.78,139,0,6.94,TRAI71621496
2024-08-11,PLANHF549X34A4,BSNL,JH-0895,2853,2075,0,299,1499,1999,12,0,50,0,BSNL_SOCIAL,9.203,420,60,5.22,TRAI17834162
2023-01-23,PLAN23K83N2FSV,VI,TN-6656,200,99,24,999,499,0,12,50,300,0,NONE,0.673,327,0,0.75,TRAI53217331
2025-07-08,PLAN41X231ZTCF,SPECTRA,GJ-2483,390,99,3,199,199,2999,12,100,200,1,BSNL_SOCIAL,1.98,175,30,13.22,TRAI00929093
2023-01-31,PLANG0OQ0DQ1FL,RAILTEL,TN-0146,3322,3053,12,999,499,1999,3,50,50,0,CSR_CONNECT,7.654,320,7,19.07,TRAI80355669
2023-05-16,PLANILHMOFC4J3,AIRTEL,GA-8575,3310,2660,6,0,199,499,24,50,100,0,PM_WANI,78.81,56,60,24.44,TRAI31108816
2021-01-20,PLANZIA2V0OX6J,AIRTEL,JH-1833,2796,1914,12,299,199,1999,12,25,200,0,CSR_CONNECT,16.069,457,30,20.59,TRAI92498720
2022-05-01,PLANLKD9JJDNXJ,SPECTRA,TR-1020,4406,3471,3,499,0,499,24,50,50,0,BSNL_SOCIAL,16.946,3,7,18.34,TRAI62055640
2021-04-24,PLANMXKXGAOUI1,HATHWAY,SK-9343,654,99,3,999,1499,499,24,50,0,0,STATE_SUBSIDY,4.705,184,0,8.66,TRAI65464279
2024-03-27,PLANFMCIIV2DG7,SPECTRA,TN-2041,3836,3122,3,499,199,999,24,50,50,0,PM_WANI,11.913,309,60,7.65,TRAI54161430
2021-01-03,PLANZIYM3XOHKG,AIRTEL,TG-1705,2827,1904,3,299,0,0,3,25,50,0,CSR_CONNECT,6.621,87,14,24.53,TRAI88880845
2024-05-26,PLANHLIOEDBREK,RAILTEL,AR-9869,3908,3550,0,999,499,2999,0,150,0,1,NONE,14.916,400,0,10.8,TRAI71643466
2025-05-20,PLANZB3RBIGJ8G,ACT,KA-3045,4817,4115,24,299,199,2999,3,100,200,0,STATE_SUBSIDY,62.558,117,30,17.78,TRAI16768441
2025-03-26,PLANMONCBBHYWC,BSNL,MP-1323,3349,2809,3,499,0,499,12,25,0,0,BSNL_SOCIAL,23.257,409,7,16.02,TRAI82005207
2025-08-08,PLANG5BAI29T4D,VI,PY-7916,250,99,12,299,199,999,6,50,50,0,BSNL_SOCIAL,2.404,78,30,11.84,TRAI16415575
2021-07-02,PLAN4FRGT0IPAE,ACT,MP-6101,4402,3910,12,499,0,999,24,50,300,1,CSR_CONNECT,9.804,169,7,0.08,TRAI41582227
2021-05-04,PLANYZ9S1MK6AJ,HATHWAY,DD-1421,1963,973,0,499,999,499,0,150,0,1,CSR_CONNECT,8.803,454,14,1.31,TRAI02252171
2024-09-11,PLAN92WWGGCVUT,TIKONA,ML-4755,4736,3994,6,299,999,1999,3,150,300,0,PM_WANI,115.512,67,60,7.12,TRAI91324432
2021-10-09,PLANJ3L1BGQUGJ,AIRTEL,TN-6272,901,418,3,0,1499,2999,24,150,100,0,CSR_CONNECT,2.739,283,30,9.58,TRAI94098720
2021-12-01,PLANVO6KWTVHIB,MTNL,UP-4505,4612,3834,0,299,1499,0,24,50,100,0,STATE_SUBSIDY,23.411,11,60,12.23,TRAI83037606
2021-07-24,PLAN55WMUT3HXL,HATHWAY,BR-0522,4839,4381,0,299,199,499,24,0,300,0,CSR_CONNECT,439.909,300,60,9.83,TRAI20652060
2023-01-29,PLANTAMHITPHOF,ACT,DD-5541,3477,2842,24,999,199,2999,12,0,0,0,CSR_CONNECT,7.289,418,60,23.64,TRAI16405109
2021-06-14,PLANNJVS3597KJ,VI,GJ-1902,1472,840,3,499,999,0,6,50,0,0,CSR_CONNECT,7.747,144,0,15.66,TRAI95100457
2025-09-01,PLANCL7B3CRYQI,TIKONA,AN-7431,3792,3526,1,299,499,0,6,25,300,0,CSR_CONNECT,16.205,201,0,7.02,TRAI94869676
2021-10-20,PLANVUF9NWU072,BSNL,MH-5581,1519,1292,0,999,0,999,3,25,0,0,PM_WANI,4.243,214,30,4.18,TRAI17889197
2022-07-21,PLAN2ZR3T8PI6S,MTNL,AR-8667,3032,2618,1,0,1499,999,3,50,200,0,BSNL_SOCIAL,6.479,476,30,3.83,TRAI19831524
2023-01-14,PLANG0FYB4HJ46,BSNL,DN-5792,4686,4324,24,999,499,499,0,50,300,0,PM_WANI,25.059,98,30,22.36,TRAI98227748
2025-09-14,PLANKCVBMK8I6R,SPECTRA,SK-9901,1317,888,3,0,999,2999,3,100,300,0,PM_WANI,10.707,479,7,21.44,TRAI99410585
2021-10-04,PLANQLF6CNM5YJ,BSNL,WB-4931,3059,2716,3,199,0,1999,24,100,0,0,PM_WANI,28.324,183,30,24.3,TRAI88618470
2024-03-29,PLANT4QVCUIEKT,SPECTRA,JK-0383,1652,1094,12,0,499,2999,0,25,0,0,STATE_SUBSIDY,6.688,282,0,6.16,TRAI04289169
2022-10-12,PLAND20G4QMQ0N,AIRTEL,RJ-0565,3379,3269,6,0,199,0,12,100,300,1,CSR_CONNECT,20.113,18,30,4.69,TRAI73135638
2024-08-31,PLANHRBZHQOXR7,BSNL,GJ-1395,3297,3147,24,299,1499,1999,6,25,100,1,PM_WANI,9.314,498,7,15.46,TRAI72034140
2025-01-20,PLANVL3ARQ8HCN,VI,PB-2812,3217,2704,1,299,199,2999,6,25,0,1,PM_WANI,13.293,227,60,16.25,TRAI37965904
2021-01-23,PLAN3UC2Y82LMU,SPECTRA,ML-5383,2339,2036,6,299,1499,999,3,25,50,0,NONE,6.859,495,30,6.53,TRAI44581996
2022-08-14,PLAN6WMDVJMZY8,VI,DL-9486,3959,3602,0,0,0,499,0,25,0,0,CSR_CONNECT,15.773,25,30,1.1,TRAI32856922
2024-03-13,PLANYA91X4B6NP,HATHWAY,HP-5965,2479,1918,12,999,999,999,3,25,100,1,NONE,8.791,38,0,24.76,TRAI11263655
2025-08-29,PLANFFTF9Q8AD9,TIKONA,UT-9413,4965,4192,3,999,999,1999,24,100,50,0,NONE,171.207,306,7,19.85,TRAI99275891
2024-02-05,PLAN02ATWPY3W3,AIRTEL,MH-4829,1872,965,1,199,499,2999,24,100,50,0,CSR_CONNECT,4.235,411,14,21.85,TRAI71396952
2026-02-06,PLAN3JEBGFFTDC,AIRTEL,JH-1951,2503,1934,6,299,999,999,24,0,200,0,BSNL_SOCIAL,8.572,332,30,2.06,TRAI68565410
2022-06-10,PLANBWJ33SKXPB,BSNL,MP-8204,3828,3602,3,299,0,499,0,0,50,1,STATE_SUBSIDY,28.356,169,60,23.75,TRAI52901673
2023-03-31,PLANFCM2GOQ52K,RAILTEL,MN-9662,1726,1553,3,499,199,499,3,150,0,0,PM_WANI,3.696,326,0,24.68,TRAI89276873
2025-06-30,PLANIZIXR7KWMC,TIKONA,KA-1618,1960,1554,6,0,199,2999,6,0,100,0,CSR_CONNECT,12.405,373,7,20.43,TRAI36843471
2022-08-04,PLAN403PN2A4AJ,SPECTRA,SK-2915,4500,3746,12,499,0,0,24,25,100,1,STATE_SUBSIDY,42.453,305,60,8.51,TRAI25776769
2022-04-29,PLAN5XI28CUDOP,VI,AN-8568,1215,488,1,299,999,0,0,25,200,1,PM_WANI,15.0,97,60,10.92,TRAI61412029
2022-07-14,PLANHLZ8HAQUHM,JIO,PY-6832,567,99,12,499,199,2999,0,25,200,0,NONE,22.68,458,30,23.09,TRAI33106044
2024-06-13,PLANO5I6CF069Q,VI,AP-6260,503,99,1,499,199,999,12,150,50,1,PM_WANI,2.994,120,60,19.64,TRAI67697359
2024-03-23,PLANO8DS3D5R8B,RAILTEL,GJ-0990,4041,3709,6,999,0,2999,24,25,100,1,BSNL_SOCIAL,11.194,388,0,10.14,TRAI78421961
2022-09-20,PLANYTQWP85W6S,HATHWAY,AN-0827,3638,2894,24,299,999,0,12,0,0,0,STATE_SUBSIDY,14.437,243,7,18.84,TRAI37869985
2025-02-05,PLANU8CQ9J1B1U,ACT,GA-7595,4883,4734,12,199,999,2999,6,100,50,0,STATE_SUBSIDY,16.723,349,30,15.4,TRAI37663599
2024-09-15,PLANWC62O0OEPI,AIRTEL,CT-0412,2567,2065,0,0,499,0,12,50,50,1,PM_WANI,45.839,328,60,7.27,TRAI49028285
2022-08-02,PLANG3W6L75O2O,ACT,MN-8982,4616,3864,12,999,199,2999,12,100,0,0,BSNL_SOCIAL,11.286,187,60,20.27,TRAI02676300
2025-11-12,PLANODG4Y6GW0J,SPECTRA,CH-8257,1801,1082,6,999,199,499,3,0,50,1,BSNL_SOCIAL,3.737,280,7,13.29,TRAI00931634
2025-05-08,PLAN1LGPVP8Y3I,RAILTEL,DL-5562,3561,3360,0,499,199,1999,0,100,300,0,CSR_CONNECT,62.474,130,60,14.84,TRAI18859305
2023-02-18,PLANQUPUCMERZL,ACT,WB-4176,4882,4619,24,999,0,2999,12,150,50,1,STATE_SUBSIDY,17.374,460,60,12.6,TRAI20343177
2025-03-27,PLAN2MWMWLMRXH,MTNL,GJ-5687,4040,3987,12,0,499,2999,6,50,200,0,NONE,20.404,152,0,9.28,TRAI21861435
2025-06-04,PLANU6SLTVSJQ8,BSNL,AP-0069,2691,1949,3,499,499,1999,0,0,50,0,STATE_SUBSIDY,6.088,201,7,14.99,TRAI11510661
2025-06-15,PLANHGI7T05YBQ,TIKONA,ML-5629,3566,3238,12,0,999,499,6,100,0,1,BSNL_SOCIAL,8.982,135,14,10.6,TRAI22664027
2025-06-08,PLANUVVW2A5OT9,HATHWAY,TN-1029,1405,1276,1,499,0,999,0,100,100,0,CSR_CONNECT,6.565,464,7,10.58,TRAI80140109
2022-03-20,PLANUK6X6LT02Z,SPECTRA,HR-6197,2673,2201,0,999,499,2999,6,50,300,0,PM_WANI,9.186,285,30,2.36,TRAI50192622
2023-08-01,PLANYI2YT3LBNP,VI,KL-7828,3080,2517,1,499,499,0,24,25,100,0,BSNL_SOCIAL,9.477,73,30,10.45,TRAI75666912
2022-02-12,PLANE8M0PXWFXK,MTNL,CH-0111,4346,3909,1,499,199,999,24,25,50,0,CSR_CONNECT,10.25,221,0,20.65,TRAI39039308
2024-07-23,PLAN2QOMV3DF9F,HATHWAY,AN-7124,431,372,12,499,499,2999,12,25,100,0,NONE,5.388,464,7,24.68,TRAI86877941
2021-02-13,PLANN0GES9K6JN,MTNL,SK-0740,1612,1043,1,199,999,1999,12,150,0,0,CSR_CONNECT,5.428,37,30,9.27,TRAI71124582
