civ_nat_elections_election_date,civ_nat_elections_country_iso2,civ_nat_elections_election_type_code,civ_nat_elections_region_nuts_code,civ_nat_elections_party_id,civ_nat_elections_candidate_id_hash,civ_nat_elections_votes_count,civ_nat_elections_vote_share_pct,civ_nat_elections_seats_won_count,civ_nat_elections_turnout_pct,civ_nat_elections_eligible_voters_count,civ_nat_elections_e_voting_flag,civ_nat_elections_misinformation_incident_count,civ_nat_elections_campaign_spend_eur,civ_nat_elections_donation_limit_flag,civ_nat_elections_election_observer_mission_flag,civ_nat_elections_result_challenge_count,civ_nat_elections_data_provider,civ_nat_elections_data_quality_flag,civ_nat_elections_data_extract_date
2016-05-31,DK,PARLIAMENTARY,,DK_P09,214fedae46176bec21f5d8bc,1810131,12.23,13,44.34,33379161,0,36,36836902.56,1,0,6,NATIONAL_ELECTION_COMMISSION,OK,2025-11-01
2012-07-11,IE,PARLIAMENTARY,,IE_P10,e53479f7a34a633341c437ab,4418113,15.178,15,86.72,33565935,0,92,10534858.58,1,1,4,OSCE_ODIHR,REVISED,2024-02-26
2016-09-14,PL,PARLIAMENTARY,,PL_P11,6f6c2accc704307090b6c2a4,590205,2.543,0,68.84,33710278,0,143,9296725.72,1,0,3,ACADEMIC_COMPILATION,ESTIMATED,2025-05-27
2022-01-14,AT,PARLIAMENTARY,,AT_P12,d6783d23a4465600e7a85b5b,1905456,6.623,2,85.06,33824623,1,117,75051766.51,1,0,6,MEDIA_VERIFIED_TALLY,FLAGGED,2025-12-27
2010-05-03,EE,PARLIAMENTARY,,EE_P13,372c190bf936857d19ac607b,1566166,5.418,1,85.88,33657389,0,55,42143304.58,1,0,3,NATIONAL_ELECTION_COMMISSION,OK,2025-05-12
2014-06-20,IT,PARLIAMENTARY,,IT_P14,4ac034672a2de0bb58dea5e3,1530672,9.58,1,47.33,33756661,0,37,4630550.56,1,0,4,OSCE_ODIHR,REVISED,2024-02-29
2017-11-03,PT,PARLIAMENTARY,,PT_P15,3b7e385bd44f6ff2767e5a10,525697,2.108,0,73.8,33790166,0,34,35500087.63,0,0,4,ACADEMIC_COMPILATION,ESTIMATED,2025-05-14
2021-08-07,BE,PARLIAMENTARY,,BE_P16,222fa4a1eef59d97ee009bdc,1605315,8.252,7,57.18,34023680,0,36,30906523.45,1,0,4,MEDIA_VERIFIED_TALLY,FLAGGED,2025-04-03
2021-11-21,FI,PARLIAMENTARY,,FI_P17,be6454e463f8683bb5d63f31,949355,6.963,5,40.07,34026575,0,46,23729831.68,1,1,5,NATIONAL_ELECTION_COMMISSION,OK,2025-03-22
2024-08-03,LV,PARLIAMENTARY,,LV_P18,e792593365e3e4d1fc23fcac,3378385,17.34,0,56.68,34373259,0,44,90959327.79,1,0,6,OSCE_ODIHR,REVISED,2025-10-27
2012-03-04,RO,PARLIAMENTARY,,RO_P19,193170150d5667ca3cb8d2ee,3758493,20.268,6,53.98,34352945,0,47,5899045.07,1,0,2,ACADEMIC_COMPILATION,ESTIMATED,2024-05-11
2023-02-25,BG,PARLIAMENTARY,,BG_P20,fc67f249a44cc8a747e76f25,3116439,14.772,16,61.44,34338380,0,55,63998142.02,1,0,4,MEDIA_VERIFIED_TALLY,FLAGGED,2024-06-07
2022-10-18,FR,PARLIAMENTARY,,FR_P21,cc6adfc2851e49f684ac6bd3,3873161,13.894,13,80.89,34463009,0,18,94423612.84,0,1,1,NATIONAL_ELECTION_COMMISSION,OK,2024-12-26
2016-05-02,LT,PARLIAMENTARY,,LT_P22,52be37a888b668c1b72d4eb4,1033501,6.222,4,48.03,34583047,0,9,70448280.62,1,0,3,OSCE_ODIHR,REVISED,2024-07-27
2012-01-22,SK,PARLIAMENTARY,,SK_P23,2972e2e9563221023fd9e08c,2208196,13.003,11,49.05,34621743,0,10,60107254.66,0,0,4,ACADEMIC_COMPILATION,ESTIMATED,2025-01-26
2010-11-05,HR,PARLIAMENTARY,,HR_P24,852adfa72feb0a56838e10f9,2754228,13.707,5,57.59,34890419,0,16,35549872.85,1,1,6,MEDIA_VERIFIED_TALLY,FLAGGED,2024-03-28
2015-10-11,DE,PARLIAMENTARY,,DE_P25,b20fd9c73d55a3e619b9c70e,582429,2.986,0,55.92,34878332,0,9,83831738.65,0,1,1,NATIONAL_ELECTION_COMMISSION,OK,2024-02-09
2016-06-27,LU,PARLIAMENTARY,,LU_P26,e1a91eb0da4430b4e3c20c3e,1305416,9.938,2,37.44,35085870,0,9,7061384.8,1,0,0,OSCE_ODIHR,REVISED,2024-07-17
2018-06-05,SI,PARLIAMENTARY,,SI_P27,a3e7e6cf32db683c99a93411,135402,0.634,1,60.98,35003747,0,21,22750263.34,1,1,7,ACADEMIC_COMPILATION,ESTIMATED,2026-01-02
2020-11-29,CY,PARLIAMENTARY,,CY_P28,fe9affd5249a46c8302ab3bf,5307335,18.291,10,82.76,35060850,0,13,1077017.31,0,0,2,MEDIA_VERIFIED_TALLY,FLAGGED,2024-10-05
2017-08-05,GR,PARLIAMENTARY,,GR_P29,733c655cfb599e51d79eb7ea,2616944,9.18,4,80.4,35456524,0,30,93322282.21,1,1,3,NATIONAL_ELECTION_COMMISSION,OK,2025-08-18
2016-09-19,MT,PARLIAMENTARY,,MT_P30,f6a718602e0686b18d6210c4,3891982,13.265,8,82.71,35472390,0,99,25857857.62,1,0,5,OSCE_ODIHR,REVISED,2026-01-25
2019-03-08,ES,PARLIAMENTARY,,ES_P31,478c18950ccaaa5cd743f4e4,3823683,18.373,6,58.5,35575345,0,17,42009242.67,0,0,3,ACADEMIC_COMPILATION,ESTIMATED,2025-06-19
2010-05-15,CZ,PARLIAMENTARY,,CZ_P32,4e6b6227b294d2ac0aacb403,2923442,9.704,7,85.04,35425431,0,26,77264787.06,1,0,1,MEDIA_VERIFIED_TALLY,FLAGGED,2024-11-30
2020-02-11,HU,PARLIAMENTARY,,HU_P33,5ee4bd6d566efe465c1eedfe,1197375,8.635,6,38.96,35590882,0,26,11238740.41,0,1,6,NATIONAL_ELECTION_COMMISSION,OK,2024-08-06
2022-06-13,NL,PARLIAMENTARY,,NL_P34,66cca0df8997743345323c7f,1590387,6.654,2,66.94,35708032,1,28,42310865.63,0,0,4,OSCE_ODIHR,REVISED,2024-12-30
2014-04-11,SE,PARLIAMENTARY,,SE_P01,eb1ee177eda6924c7195e276,756785,4.189,1,50.44,35816565,0,72,24711319.49,1,0,5,ACADEMIC_COMPILATION,ESTIMATED,2024-05-04
2020-09-20,DK,PARLIAMENTARY,,DK_P02,ffd374dc148a750cde14ecba,2795290,14.829,5,52.27,36062327,0,30,42050980.09,1,1,7,MEDIA_VERIFIED_TALLY,FLAGGED,2026-02-24
2021-10-24,IE,PARLIAMENTARY,,IE_P03,1fd717358f65e520902f4125,6125417,19.362,14,87.41,36193040,0,18,19496479.06,0,1,2,NATIONAL_ELECTION_COMMISSION,OK,2024-01-14
2023-11-26,PL,PARLIAMENTARY,,PL_P04,44d08386daf0850067829f98,4570727,15.034,14,84.01,36188142,0,25,33516151.19,0,1,5,OSCE_ODIHR,REVISED,2025-08-07
2018-10-20,AT,PARLIAMENTARY,,AT_P05,5205c31b6242d875f549bd3c,229277,0.779,1,81.16,36278717,1,130,28391386.97,1,0,2,ACADEMIC_COMPILATION,ESTIMATED,2024-03-25
2024-12-26,EE,PARLIAMENTARY,,EE_P06,d68ae2f58bf4fad2d2722164,338280,1.266,1,73.57,36327607,0,33,85301532.34,1,0,5,MEDIA_VERIFIED_TALLY,FLAGGED,2024-12-28
2010-11-16,IT,PARLIAMENTARY,,IT_P07,bccf2ece64034fd95083a842,870816,4.218,1,56.61,36467959,0,106,95136925.44,1,1,0,NATIONAL_ELECTION_COMMISSION,OK,2025-03-08
2014-09-25,PT,PARLIAMENTARY,,PT_P08,24569501a3b040c05ca6e721,3210186,10.424,12,84.45,36466724,0,24,89957194.6,1,0,5,OSCE_ODIHR,REVISED,2024-06-05
2014-09-19,BE,PARLIAMENTARY,,BE_P09,61ac5a7d5fb84b9410dfd734,253003,1.069,0,64.41,36761076,0,29,83569842.71,1,0,6,ACADEMIC_COMPILATION,ESTIMATED,2024-06-17
2018-06-14,FI,PARLIAMENTARY,,FI_P10,e5788852dd0bfe45ada11a38,5970301,18.488,9,88.34,36554506,1,40,18521456.75,1,1,1,MEDIA_VERIFIED_TALLY,FLAGGED,2025-06-16
2014-11-21,LV,PARLIAMENTARY,,LV_P11,7ef51fc83d6f9a9dedadd408,3034904,9.658,10,85.55,36732091,0,30,71278211.66,1,0,5,NATIONAL_ELECTION_COMMISSION,OK,2024-11-06
2022-05-23,RO,PARLIAMENTARY,,RO_P12,80dc71bb31e3f445e6443947,2481039,11.967,1,56.42,36747148,0,127,85306682.21,0,0,2,OSCE_ODIHR,REVISED,2025-10-31
2022-08-08,BG,PARLIAMENTARY,,BG_P13,f847e1ab0d34bed33f470b85,4315657,14.574,3,80.06,36986809,0,69,34558219.31,0,0,4,ACADEMIC_COMPILATION,ESTIMATED,2025-06-29
2013-04-21,FR,PARLIAMENTARY,,FR_P14,738e0b0a1f3f1cca4a71bcd5,896963,4.973,1,48.71,37026448,0,37,35216249.89,0,0,1,MEDIA_VERIFIED_TALLY,FLAGGED,2025-03-11
2021-12-02,LT,PARLIAMENTARY,,LT_P15,269c74ac4d2078b856c0bd57,1281400,7.228,4,47.53,37297139,0,52,37880297.62,0,0,4,NATIONAL_ELECTION_COMMISSION,OK,2025-04-08
2014-08-01,SK,PARLIAMENTARY,,SK_P16,6dea8b6e86610c3518d29f09,1578265,10.505,8,40.23,37345806,0,29,65992041.32,0,0,7,OSCE_ODIHR,REVISED,2024-12-12
2012-09-16,HR,PARLIAMENTARY,,HR_P17,f2736ee3250af11f8fc9e4a7,2452363,13.483,13,48.88,37210524,0,45,109406404.47,1,0,7,ACADEMIC_COMPILATION,ESTIMATED,2026-02-15
2021-06-07,DE,PARLIAMENTARY,,DE_P18,9de54ea2a1f171892575bd82,1579303,9.57,9,44.01,37497086,0,44,71919773.32,1,0,1,MEDIA_VERIFIED_TALLY,FLAGGED,2025-08-21
2019-10-17,LU,PARLIAMENTARY,,LU_P19,484856eca01c91383d003f9c,2458658,11.284,8,57.93,37611275,1,130,15000720.18,1,0,1,NATIONAL_ELECTION_COMMISSION,OK,2025-03-13
2013-05-25,SI,PARLIAMENTARY,,SI_P20,909145aa2421af804a8f5f47,5883944,19.695,21,79.43,37612746,1,35,98159127.55,1,0,6,OSCE_ODIHR,REVISED,2024-11-16
2018-05-24,CY,PARLIAMENTARY,,CY_P21,ed712ea3ff399685c7c7ed5c,3416431,19.496,14,46.58,37620435,0,50,18760886.6,0,0,6,ACADEMIC_COMPILATION,ESTIMATED,2025-07-23
2010-12-27,GR,PARLIAMENTARY,,GR_P22,a7fdea3f6cdb3b8898ac0076,3083808,13.036,1,62.61,37782087,0,35,14186482.02,1,1,0,MEDIA_VERIFIED_TALLY,FLAGGED,2025-07-20
2017-08-28,MT,PARLIAMENTARY,,MT_P23,27c4cf0cfbcc24237ab0e8cd,3315319,14.884,12,58.48,38088334,0,51,29555880.11,1,0,6,NATIONAL_ELECTION_COMMISSION,OK,2025-03-15
2025-01-26,ES,PARLIAMENTARY,,ES_P24,c2ade54506f3bd94b276a2d0,4218587,12.783,14,86.53,38138716,0,52,56638641.43,0,0,2,OSCE_ODIHR,REVISED,2026-01-06
2024-07-11,CZ,PARLIAMENTARY,,CZ_P25,dba322728ae5c5492755051d,4219570,12.621,6,87.36,38270106,0,47,30230381.24,1,0,3,ACADEMIC_COMPILATION,ESTIMATED,2024-09-13
2010-12-07,HU,PARLIAMENTARY,,HU_P26,d0c6ec3c14cc8350f202bf08,5945871,18.402,9,84.15,38396704,0,50,89270673.53,1,0,7,MEDIA_VERIFIED_TALLY,FLAGGED,2025-01-10
2014-08-01,NL,PARLIAMENTARY,,NL_P27,d0451919a1a88a623434cfcd,3050343,14.903,5,53.56,38214601,0,0,4285405.22,1,0,1,NATIONAL_ELECTION_COMMISSION,OK,2026-02-14
2020-03-26,SE,PARLIAMENTARY,,SE_P28,87dc9dd99b63b0eb39e27a8b,4743440,17.434,6,70.57,38554446,0,13,2448407.29,0,0,4,OSCE_ODIHR,REVISED,2024-08-24
2021-06-23,DK,PARLIAMENTARY,,DK_P29,a8a514a1bb3cc976038a9b4c,3457200,18.936,10,47.59,38363553,0,13,53802317.35,1,0,7,ACADEMIC_COMPILATION,ESTIMATED,2024-01-21
2019-09-01,IE,PARLIAMENTARY,,IE_P30,eb5e51d5536f1bc31007903c,544629,3.445,3,40.89,38663708,0,18,36895556.76,0,0,5,MEDIA_VERIFIED_TALLY,FLAGGED,2024-03-15
2013-06-26,PL,PARLIAMENTARY,,PL_P31,134d317bf0ee5085c2270e8b,1424261,9.516,10,38.52,38853765,0,17,5680046.19,1,0,5,NATIONAL_ELECTION_COMMISSION,OK,2024-08-12
2012-10-29,AT,PARLIAMENTARY,,AT_P32,992a03a12811f24e1a43549f,4756522,15.936,6,77.25,38638564,0,19,68752983.36,1,1,4,OSCE_ODIHR,REVISED,2024-10-15
2013-07-18,EE,PARLIAMENTARY,,EE_P33,97016699900a4178947a79f3,2461837,7.838,4,80.62,38960745,0,8,41879535.61,1,0,6,ACADEMIC_COMPILATION,ESTIMATED,2025-11-13
2023-10-07,IT,PARLIAMENTARY,,IT_P34,0505d32790b04410423d6600,4409460,13.48,14,83.71,39076911,0,22,21764128.82,1,1,4,MEDIA_VERIFIED_TALLY,FLAGGED,2024-12-07
2018-08-30,PT,PARLIAMENTARY,,PT_P01,4416c39c92ee89d3548f284f,1540102,10.671,2,37.06,38944810,1,21,9751466.4,0,0,5,NATIONAL_ELECTION_COMMISSION,OK,2025-02-24
2022-08-13,BE,PARLIAMENTARY,,BE_P02,490f2e3fb60f38bdb3d0f2d9,5651690,19.934,15,72.18,39280497,0,57,20822781.99,1,0,0,OSCE_ODIHR,REVISED,2025-07-14
2014-08-20,FI,PARLIAMENTARY,,FI_P03,39df50dc679fd8725d071e86,2977253,14.867,17,51.04,39236362,0,10,79369817.1,1,0,7,ACADEMIC_COMPILATION,ESTIMATED,2025-07-02
2014-09-28,LV,PARLIAMENTARY,,LV_P04,135821894251bfee2574a5f0,3382734,12.22,8,70.57,39224817,0,14,69620748.02,1,0,2,MEDIA_VERIFIED_TALLY,FLAGGED,2025-03-26
2021-03-07,RO,PARLIAMENTARY,,RO_P05,3cedd03fc3b48516ef426371,2460171,8.314,5,75.14,39382940,0,13,15288090.56,0,0,3,NATIONAL_ELECTION_COMMISSION,OK,2024-12-11
2011-10-16,BG,PARLIAMENTARY,,BG_P06,156f96ba9fdf047e28a70510,2527290,16.789,3,38.12,39489036,0,99,72471472.0,1,1,3,OSCE_ODIHR,REVISED,2024-10-03
2010-04-01,FR,PARLIAMENTARY,,FR_P07,cebceb5c107b95ce7fd62c9a,5828985,18.209,13,80.42,39805696,0,24,49253254.24,0,1,2,ACADEMIC_COMPILATION,ESTIMATED,2025-12-26
2011-01-16,LT,PARLIAMENTARY,,LT_P08,a58a25164b7f6141ed9adaaa,5543111,18.444,15,75.71,39696348,0,27,85983581.67,1,1,1,MEDIA_VERIFIED_TALLY,FLAGGED,2025-02-06
2019-04-02,SK,PARLIAMENTARY,,SK_P09,cbf35be2190ae22ab036698b,5929825,18.048,7,82.48,39834163,0,22,63858236.74,0,0,7,NATIONAL_ELECTION_COMMISSION,OK,2025-12-07
2022-05-21,HR,PARLIAMENTARY,,HR_P10,a1b9e2a83ea62e783bdec43b,1343007,6.737,7,49.73,40083859,0,28,75445.03,1,1,3,OSCE_ODIHR,REVISED,2024-02-14
2019-05-25,DE,PARLIAMENTARY,,DE_P11,61b2ec2d08bf2d86545c3319,2914245,13.48,6,54.04,40006703,0,29,10837448.24,0,1,1,ACADEMIC_COMPILATION,ESTIMATED,2024-11-07
2023-04-01,LU,PARLIAMENTARY,,LU_P12,4d396e6e2b607b7534057000,2421592,6.87,1,88.19,39967813,0,30,52744519.43,0,0,7,MEDIA_VERIFIED_TALLY,FLAGGED,2024-01-11
2010-04-08,SI,PARLIAMENTARY,,SI_P13,c0fa8f7b2a6135a5b904e46a,2955904,18.299,7,40.17,40212246,1,35,5250163.59,0,0,5,NATIONAL_ELECTION_COMMISSION,OK,2025-08-16
2022-11-27,CY,PARLIAMENTARY,,CY_P14,bd7be3f6e7d1ebf39f6e4eff,2048747,8.89,5,57.21,40280625,0,22,43277375.62,1,0,2,OSCE_ODIHR,REVISED,2026-01-31
2013-02-05,GR,PARLIAMENTARY,,GR_P15,90d748fc61535f9a436215e4,822330,5.266,6,38.51,40548130,0,29,11347097.81,1,0,2,ACADEMIC_COMPILATION,ESTIMATED,2025-03-01
2020-04-21,MT,PARLIAMENTARY,,MT_P16,6144e8cb04df7f6c164a9c82,3425394,11.046,11,76.46,40557193,1,48,82842147.55,0,0,4,MEDIA_VERIFIED_TALLY,FLAGGED,2025-10-15
2022-03-18,ES,PARLIAMENTARY,,ES_P17,f52b417ad1fc3317d40d2368,3131225,21.834,15,35.22,40718118,1,42,52292918.02,0,0,7,NATIONAL_ELECTION_COMMISSION,OK,2025-05-21
2023-01-26,CZ,PARLIAMENTARY,,CZ_P18,c62731abf9ff3aee5b26b3c3,118361,0.495,0,58.58,40836026,0,38,16952930.79,1,0,4,OSCE_ODIHR,REVISED,2025-04-07
2024-04-27,HU,PARLIAMENTARY,,HU_P19,4eff00cd28b9c4a6fee4ad5e,2844370,14.191,2,49.12,40804827,1,50,71106447.06,1,1,7,ACADEMIC_COMPILATION,ESTIMATED,2025-11-06
2016-06-16,NL,PARLIAMENTARY,,NL_P20,09228e3928f4eb8f33fd8c2b,3247969,9.29,11,85.45,40915508,0,50,89027846.02,0,0,2,MEDIA_VERIFIED_TALLY,FLAGGED,2024-04-04
2013-03-14,SE,PARLIAMENTARY,,SE_P21,515194c40718ea9370a5d694,2178243,6.833,3,77.91,40919778,1,39,30522675.25,1,0,2,NATIONAL_ELECTION_COMMISSION,OK,2025-10-12
2020-03-18,DK,PARLIAMENTARY,,DK_P22,8224885c54f763ef09fc630b,2929962,11.029,4,64.84,40971767,0,50,43297004.9,1,0,7,OSCE_ODIHR,REVISED,2025-10-24
2015-10-15,IE,PARLIAMENTARY,,IE_P23,1bbb92e4fb1b8e752bc524ac,137579,0.529,0,62.87,41335827,0,50,19680668.29,1,1,2,ACADEMIC_COMPILATION,ESTIMATED,2024-09-22
2021-10-11,PL,PARLIAMENTARY,,PL_P24,b2eb3840731d2474dcc9f697,257536,1.166,0,53.53,41247928,0,41,4947128.77,1,0,2,MEDIA_VERIFIED_TALLY,FLAGGED,2025-07-18
2018-06-07,AT,PARLIAMENTARY,,AT_P25,6d424cd51dc3c2dc51c20eb7,189772,1.015,1,45.36,41234114,0,42,81611053.99,0,0,2,NATIONAL_ELECTION_COMMISSION,OK,2025-03-20
2011-12-18,EE,PARLIAMENTARY,,EE_P26,0be7ef45d0557a382f04fcfe,4749379,13.49,15,84.69,41572705,0,42,12326727.69,1,0,7,OSCE_ODIHR,REVISED,2024-06-05
2025-08-30,IT,PARLIAMENTARY,,IT_P27,787bea8ce79ed43152c5cf1e,2543646,14.739,1,41.42,41665602,0,48,26803761.35,1,0,6,ACADEMIC_COMPILATION,ESTIMATED,2025-01-26
2020-10-17,PT,PARLIAMENTARY,,PT_P28,4a7d3fabb34de60723798c81,2219858,8.627,3,61.66,41729385,0,53,70054619.31,1,0,0,MEDIA_VERIFIED_TALLY,FLAGGED,2024-04-18
2010-06-08,BE,PARLIAMENTARY,,BE_P29,5cea19de16d0c173640ad977,6907842,18.702,7,88.45,41758791,1,148,64088041.18,0,0,1,NATIONAL_ELECTION_COMMISSION,OK,2024-05-14
2012-01-30,FI,PARLIAMENTARY,,FI_P30,fcc86ad06e133e23e61f7bf3,3854594,10.594,3,87.08,41782428,0,54,54230369.76,0,0,5,OSCE_ODIHR,REVISED,2024-09-25
2013-07-16,LV,PARLIAMENTARY,,LV_P31,f60d61eeed1a156b23503e46,1774807,7.021,2,60.1,42062409,0,46,20789867.39,0,1,4,ACADEMIC_COMPILATION,ESTIMATED,2024-07-17
2020-12-20,RO,PARLIAMENTARY,,RO_P32,3348cd2b8c8d621931c79add,5914343,19.113,14,73.84,41907933,0,46,21412901.55,1,0,1,MEDIA_VERIFIED_TALLY,FLAGGED,2025-12-10
2014-05-04,BG,PARLIAMENTARY,,BG_P33,bb654277bac7df719455f09b,828266,5.472,5,36.0,42046882,1,17,10320462.41,0,1,5,NATIONAL_ELECTION_COMMISSION,OK,2024-12-17
2010-03-21,FR,PARLIAMENTARY,,FR_P34,450c83d694c44ffca038b298,3606823,14.151,4,60.48,42143888,0,11,62088134.66,0,0,5,OSCE_ODIHR,REVISED,2025-08-04
2024-05-04,LT,PARLIAMENTARY,,LT_P01,a8ef15fbdd805097f6ae2c98,121386,0.397,0,72.11,42404095,0,17,43902623.89,1,0,0,ACADEMIC_COMPILATION,ESTIMATED,2025-03-11
2013-12-15,SK,PARLIAMENTARY,,SK_P02,f76fc9c5eec3ddfd94ec7a4c,1239129,4.237,0,68.84,42482278,1,78,33088529.23,1,0,0,MEDIA_VERIFIED_TALLY,FLAGGED,2024-01-07
2020-05-04,HR,PARLIAMENTARY,,HR_P03,5b822ca83bdf2bfa9cef6c11,6502574,19.295,15,79.53,42374443,0,22,78210931.79,1,1,6,NATIONAL_ELECTION_COMMISSION,OK,2025-08-30
2010-09-04,DE,PARLIAMENTARY,,DE_P04,f825f943fef204feb95191ac,736949,2.006,0,86.01,42714641,1,20,37931127.65,0,1,6,OSCE_ODIHR,REVISED,2025-05-19
2025-04-07,LU,PARLIAMENTARY,,LU_P05,86d5b1a11a9864903eae120e,681183,2.772,3,57.47,42754119,1,91,67352474.2,1,0,5,ACADEMIC_COMPILATION,ESTIMATED,2024-08-23
2019-11-06,SI,PARLIAMENTARY,,SI_P06,72586f13084776daeef4be65,2627032,11.594,5,53.16,42622399,0,96,63648939.58,1,0,6,MEDIA_VERIFIED_TALLY,FLAGGED,2025-03-11
2010-01-19,CY,PARLIAMENTARY,,CY_P07,e7a776ddb07d16e9dff8d80d,4059292,20.567,21,46.15,42766257,0,23,76487875.52,0,0,4,NATIONAL_ELECTION_COMMISSION,OK,2024-01-04
2015-06-20,GR,PARLIAMENTARY,,GR_P08,65a80434823c09c23db43454,353459,1.199,1,68.57,42985497,0,12,60457886.98,1,1,1,OSCE_ODIHR,REVISED,2025-01-05
2011-06-05,MT,PARLIAMENTARY,,MT_P09,e12b75e443a8016b5f3ca2b9,3134870,17.896,13,40.82,42913257,0,12,13007454.95,0,1,2,ACADEMIC_COMPILATION,ESTIMATED,2025-08-25
2012-08-22,ES,PARLIAMENTARY,,ES_P10,e4df619b3d60507638159beb,3186441,14.677,0,50.15,43290323,0,16,3355506.63,0,0,7,MEDIA_VERIFIED_TALLY,FLAGGED,2026-02-21
2015-05-17,CZ,PARLIAMENTARY,,CZ_P11,85a6b25845996e0f34ae943b,3788194,12.998,14,67.34,43279393,0,17,78801806.83,0,1,1,NATIONAL_ELECTION_COMMISSION,OK,2024-10-08
2017-10-19,HU,PARLIAMENTARY,,HU_P12,1e2b03e3fc9e0af18e4d5402,5268884,16.789,17,72.62,43215494,0,14,74113640.91,0,1,6,OSCE_ODIHR,REVISED,2024-01-16
2015-01-05,NL,PARLIAMENTARY,,NL_P13,0186e4752cf771b7bf1be692,2534527,7.384,6,78.85,43529482,0,31,60045123.78,0,1,1,ACADEMIC_COMPILATION,ESTIMATED,2025-06-28
2010-05-17,SE,PARLIAMENTARY,,SE_P14,9fadc41f8fd6c93bd7495946,1532616,4.214,2,83.43,43591275,0,27,14439383.19,1,0,0,MEDIA_VERIFIED_TALLY,FLAGGED,2024-03-30
2026-01-11,DK,PARLIAMENTARY,,DK_P15,25c9077fb6a9234e11541d5d,252216,1.007,0,57.46,43610635,0,24,24447023.9,1,0,6,NATIONAL_ELECTION_COMMISSION,OK,2026-02-04
2021-11-18,IE,PARLIAMENTARY,,IE_P16,ac4f91ad6114313a82f04403,2598474,13.788,13,43.15,43675017,0,26,52011899.06,1,0,0,OSCE_ODIHR,REVISED,2025-03-23
2016-03-04,PL,PARLIAMENTARY,,PL_P17,a9227d0c53dfc1d8b9857299,5937734,16.39,5,82.42,43954343,0,30,51335049.95,1,0,3,ACADEMIC_COMPILATION,ESTIMATED,2024-03-17
2015-08-15,AT,PARLIAMENTARY,,AT_P18,0427631ab04f751f0bfee328,4696972,12.176,13,87.47,44103350,0,33,60794183.65,1,0,2,MEDIA_VERIFIED_TALLY,FLAGGED,2025-07-05
2013-08-07,EE,PARLIAMENTARY,,EE_P19,e8aa899cf90e62da15c4b6b6,4573815,15.141,6,68.6,44035266,0,34,45861161.16,0,1,0,NATIONAL_ELECTION_COMMISSION,OK,2025-02-23
2025-08-23,IT,PARLIAMENTARY,,IT_P20,91d9da43a7c0774cddba2afe,163240,0.822,1,45.11,44014679,0,27,61518539.7,0,0,1,OSCE_ODIHR,REVISED,2026-01-04
2011-12-27,PT,PARLIAMENTARY,,PT_P21,050e645fbd218e98a9442d2d,323786,1.844,1,39.59,44355853,1,31,63411966.0,1,1,1,ACADEMIC_COMPILATION,ESTIMATED,2024-06-01
2010-11-20,BE,PARLIAMENTARY,,BE_P22,5ad6a9443f448aa8bec308c1,3335030,15.57,4,48.34,44309313,0,39,27525309.58,1,0,3,MEDIA_VERIFIED_TALLY,FLAGGED,2025-10-01
2020-01-26,FI,PARLIAMENTARY,,FI_P23,42e34ce7c061467000fd0bc2,2398511,13.031,3,41.53,44319615,0,137,26335947.87,1,1,5,NATIONAL_ELECTION_COMMISSION,OK,2025-05-03
2020-12-31,LV,PARLIAMENTARY,,LV_P24,a0f099d7011d177ce472582e,4155208,18.477,9,50.59,44452435,0,28,112799215.47,0,0,5,OSCE_ODIHR,REVISED,2025-09-14
2010-04-04,RO,PARLIAMENTARY,,RO_P25,24ba05770d0a06ba826aa038,2134141,5.859,3,81.92,44467434,1,26,94330250.87,1,0,3,ACADEMIC_COMPILATION,ESTIMATED,2024-12-07
2016-08-12,BG,PARLIAMENTARY,,BG_P26,f862a613ce404557b4335093,4254712,11.317,9,84.42,44534688,0,73,39909545.52,0,0,3,MEDIA_VERIFIED_TALLY,FLAGGED,2025-08-12
2016-08-01,FR,PARLIAMENTARY,,FR_P27,afbca6d30c6132967fa2c6ea,2689654,10.507,1,57.04,44878990,1,42,66570634.82,1,0,3,NATIONAL_ELECTION_COMMISSION,OK,2026-02-19
2011-02-17,LT,PARLIAMENTARY,,LT_P28,26214817a92deee5776552b6,1852906,9.343,2,44.27,44795596,0,43,74078359.67,1,1,7,OSCE_ODIHR,REVISED,2025-11-06
2017-01-19,SK,PARLIAMENTARY,,SK_P29,9969f43f986163e9619bcfb4,994730,2.899,2,76.12,45074296,0,41,30753039.23,0,1,7,ACADEMIC_COMPILATION,ESTIMATED,2024-08-25
2025-12-20,HR,PARLIAMENTARY,,HR_P30,664bde48c869acf2dd1c2400,862578,3.187,2,59.83,45235859,0,45,15619006.81,0,0,5,MEDIA_VERIFIED_TALLY,FLAGGED,2025-11-09
2013-03-09,DE,PARLIAMENTARY,,DE_P31,520c8d92a415914d4726df11,1280142,5.795,1,48.74,45325279,0,38,34619936.49,1,1,1,NATIONAL_ELECTION_COMMISSION,OK,2026-02-07
2021-07-05,LU,PARLIAMENTARY,,LU_P32,da5107bd0172dd50455fcc2c,490742,2.198,1,49.45,45145889,0,47,62163895.93,1,1,3,OSCE_ODIHR,REVISED,2024-05-07
2025-08-12,SI,PARLIAMENTARY,,SI_P33,8b2a897ad5324296e1952337,742794,2.952,2,55.68,45192516,1,46,82387235.64,1,1,2,ACADEMIC_COMPILATION,ESTIMATED,2024-07-21
