labor_unemp_claims_week_ending,labor_unemp_local_area_unemployment_code,labor_unemp_labor_force_level,labor_unemp_employed_level,labor_unemp_unemployed_level,labor_unemp_unemployment_rate_pct,labor_unemp_insured_unemployment_rate_pct,labor_unemp_initial_claims_count,labor_unemp_continued_claims_count,labor_unemp_benefit_exhaustions_count,labor_unemp_new_hires_rate_pct,labor_unemp_job_openings_rate_pct,labor_unemp_quit_rate_pct,labor_unemp_layoff_rate_pct,labor_unemp_workshare_participants,labor_unemp_seasonal_adjustment_method,labor_unemp_pandemic_program_flag,labor_unemp_revisions_cycle_id,labor_unemp_data_source_agency,labor_unemp_publication_date
2027-09-18,LAU0000507,2047745,1960006,87739,4.28,4.94,886,7889,274,4.59,5.54,1.92,1.7,1444,REGARIMA,0,R2025A,DOL,2027-09-23
2027-09-25,LAU0000508,334504,297458,37046,11.07,2.35,875,7361,379,5.64,2.36,3.17,2.79,2574,REGARIMA,0,R2023B,BLS,2027-09-30
2027-10-02,LAU0000509,4208878,3999250,209628,4.98,4.09,851,5212,350,3.55,6.15,0.76,0.27,807,X13_ARIMA,0,R2024A,BLS,2027-10-07
2027-10-09,LAU0000510,5026558,4924004,102554,2.04,3.21,870,11353,517,2.02,4.7,1.34,1.74,2965,X13_ARIMA,0,R2022A,BLS,2027-10-14
2027-10-16,LAU0000511,1431231,1367488,63743,4.45,2.97,840,7314,146,2.0,6.41,3.94,2.09,2487,REGARIMA,1,R2025A,DOL,2027-10-21
2027-10-23,LAU0000512,5678419,5510551,167868,2.96,5.28,782,10219,162,2.19,3.36,4.02,3.14,556,SEAS_FILTER,0,R2025A,BLS,2027-10-28
2027-10-30,LAU0000513,950889,931068,19821,2.08,5.8,874,15040,207,5.71,6.49,4.12,0.31,3935,REGARIMA,0,R2020B,DOL,2027-11-04
2027-11-06,LAU0000514,2920300,2864865,55435,1.9,0.57,839,14086,582,3.19,3.76,1.86,0.38,3694,SEAS_FILTER,0,R2019A,BLS,2027-11-11
2027-11-13,LAU0000515,1226179,1162133,64046,5.22,3.54,843,6563,206,0.68,3.93,1.55,3.34,1974,X13_ARIMA,0,R2025A,DOL,2027-11-18
2027-11-20,LAU0000516,2813695,2782954,30741,1.09,2.15,828,5970,112,2.42,7.02,3.91,1.37,602,X13_ARIMA,0,R2023B,STATE_LABOR,2027-11-25
2027-11-27,LAU0000517,1658519,1596169,62350,3.76,1.74,813,10806,493,6.0,2.78,2.44,1.53,1887,NONE,0,R2024A,STATE_LABOR,2027-12-02
2027-12-04,LAU0000518,1464428,1429916,34512,2.36,1.17,820,14394,862,2.01,8.69,1.37,1.38,1059,X13_ARIMA,0,R2022A,BLS,2027-12-09
2027-12-11,LAU0000519,638612,603234,35378,5.54,1.44,834,6282,462,5.67,8.24,3.7,1.18,3674,X13_ARIMA,0,R2020B,BLS,2027-12-16
2027-12-18,LAU0000520,3881893,3641874,240019,6.18,3.33,826,8644,467,1.23,3.64,1.08,1.78,3164,NONE,1,R2020B,STATE_LABOR,2027-12-23
2027-12-25,LAU0000521,3017348,2891301,126047,4.18,2.3,846,13589,479,5.84,1.31,1.26,2.66,2399,X13_ARIMA,0,R2023B,BLS,2027-12-30
2028-01-01,LAU0000522,925638,858123,67515,7.29,2.07,853,13456,953,5.19,8.39,1.81,3.46,3075,SEAS_FILTER,0,R2022A,DOL,2028-01-06
2028-01-08,LAU0000523,981468,927968,53500,5.45,3.75,883,15142,424,0.68,5.12,3.47,2.54,3615,SEAS_FILTER,0,R2022A,DOL,2028-01-13
2028-01-15,LAU0000524,753882,680434,73448,9.74,6.25,858,14354,262,5.13,5.62,0.41,2.53,1886,X13_ARIMA,0,R2022A,BLS,2028-01-20
2028-01-22,LAU0000525,999203,962762,36441,3.65,4.18,877,7623,564,5.07,6.29,4.06,0.44,1745,X13_ARIMA,0,R2024A,DOL,2028-01-27
2028-01-29,LAU0000526,2454314,2231714,222600,9.07,1.15,870,7187,129,5.76,4.3,0.95,3.25,2168,NONE,0,R2024A,DOL,2028-02-03
2028-02-05,LAU0000527,1356457,1326977,29480,2.17,3.81,849,12612,398,3.12,9.16,4.09,0.72,1126,X13_ARIMA,0,R2021C,STATE_LABOR,2028-02-10
2028-02-12,LAU0000528,4803478,4654877,148601,3.09,4.05,835,12846,327,4.34,5.56,2.34,2.83,1122,SEAS_FILTER,0,R2021C,DOL,2028-02-17
2028-02-19,LAU0000529,2740421,2501795,238626,8.71,3.28,799,12727,527,4.72,7.45,3.58,1.13,2880,X13_ARIMA,0,R2021C,STATE_LABOR,2028-02-24
2028-02-26,LAU0000530,3926455,3516266,410189,10.45,5.72,841,13148,984,5.07,6.74,3.69,2.54,1199,REGARIMA,0,R2025A,BLS,2028-03-02
2028-03-04,LAU0000531,1064273,1029273,35000,3.29,1.92,815,9355,510,5.34,2.9,3.28,3.15,49,SEAS_FILTER,0,R2025A,BLS,2028-03-09
2028-03-11,LAU0000532,2462112,2404622,57490,2.33,4.69,850,5374,185,0.87,9.02,2.97,1.88,1652,SEAS_FILTER,0,R2021C,DOL,2028-03-16
2028-03-18,LAU0000533,1173412,1047222,126190,10.75,5.36,937,12769,452,3.21,5.03,0.91,2.92,2028,SEAS_FILTER,0,R2023B,DOL,2028-03-23
2028-03-25,LAU0000534,5281245,4693725,587520,11.12,5.04,842,11999,154,5.68,5.37,3.55,0.58,851,NONE,0,R2019A,DOL,2028-03-30
2028-04-01,LAU0000535,1069931,1031716,38215,3.57,2.71,869,15532,182,2.88,3.12,3.04,0.39,2868,X13_ARIMA,0,R2020B,DOL,2028-04-06
2028-04-08,LAU0000536,5084861,4797947,286914,5.64,1.3,846,9179,475,5.07,5.36,1.8,0.6,3804,NONE,1,R2021C,STATE_LABOR,2028-04-13
2028-04-15,LAU0000537,2977892,2796442,181450,6.09,2.16,885,10246,487,3.46,2.18,3.45,1.56,2812,NONE,0,R2020B,DOL,2028-04-20
2028-04-22,LAU0000538,5687495,5315451,372044,6.54,4.1,865,11943,417,5.16,8.22,2.89,1.98,1181,X13_ARIMA,0,R2020B,DOL,2028-04-27
2028-04-29,LAU0000539,4654241,4320901,333340,7.16,1.35,814,10684,171,1.17,3.59,1.21,1.87,2818,X13_ARIMA,0,R2022A,DOL,2028-05-04
2028-05-06,LAU0000540,1724385,1661608,62777,3.64,5.69,863,11817,639,5.09,7.1,3.67,0.76,1979,REGARIMA,0,R2020B,DOL,2028-05-11
2028-05-13,LAU0000541,288123,265100,23023,7.99,5.9,866,7761,309,2.77,8.42,3.82,2.17,2727,NONE,0,R2019A,DOL,2028-05-18
2028-05-20,LAU0000542,1068850,1030184,38666,3.62,5.22,843,14996,356,4.45,9.23,3.34,2.08,1780,REGARIMA,0,R2024A,DOL,2028-05-25
2028-05-27,LAU0000543,4913384,4636985,276399,5.63,3.59,820,14242,892,3.31,3.62,1.58,3.27,3523,SEAS_FILTER,0,R2025A,BLS,2028-06-01
2028-06-03,LAU0000544,4298819,4241418,57401,1.34,0.61,882,14438,376,2.23,1.02,3.04,2.07,3560,REGARIMA,0,R2022A,BLS,2028-06-08
2028-06-10,LAU0000545,4856306,4588477,267829,5.52,2.71,821,10158,299,4.86,4.48,1.11,0.29,2235,REGARIMA,0,R2024A,STATE_LABOR,2028-06-15
2028-06-17,LAU0000546,1207239,1068683,138556,11.48,5.04,878,11963,626,3.91,1.73,3.51,2.37,3018,SEAS_FILTER,0,R2024A,STATE_LABOR,2028-06-22
2028-06-24,LAU0000547,3007694,2668072,339622,11.29,1.05,801,10589,546,1.82,1.78,4.34,2.43,578,SEAS_FILTER,0,R2020B,BLS,2028-06-29
2028-07-01,LAU0000548,4833225,4624741,208484,4.31,3.9,855,13216,188,3.16,2.9,3.85,3.19,3242,NONE,0,R2025A,STATE_LABOR,2028-07-06
2028-07-08,LAU0000549,3982705,3890874,91831,2.31,2.86,854,6618,485,1.2,2.05,2.1,1.3,1517,SEAS_FILTER,0,R2025A,BLS,2028-07-13
2028-07-15,LAU0000550,939126,920333,18793,2.0,5.89,858,9479,142,1.35,6.27,2.62,1.25,1126,NONE,0,R2024A,BLS,2028-07-20
2028-07-22,LAU0000551,1585126,1483983,101143,6.38,5.7,854,5609,57,1.24,6.54,3.18,2.69,1681,SEAS_FILTER,0,R2023B,BLS,2028-07-27
2028-07-29,LAU0000552,4703850,4165126,538724,11.45,6.01,797,13045,264,2.05,6.46,0.51,0.99,2751,REGARIMA,0,R2020B,BLS,2028-08-03
2028-08-05,LAU0000553,2637813,2343683,294130,11.15,3.59,819,12154,149,2.71,4.62,4.23,0.63,3652,REGARIMA,0,R2021C,DOL,2028-08-10
2028-08-12,LAU0000554,2739920,2466115,273805,9.99,6.32,848,7752,289,3.8,3.03,2.15,1.92,1226,X13_ARIMA,0,R2024A,BLS,2028-08-17
2028-08-19,LAU0000555,1745436,1608362,137074,7.85,4.47,860,13568,944,2.89,4.44,2.35,1.24,619,SEAS_FILTER,0,R2020B,DOL,2028-08-24
2028-08-26,LAU0000556,4355845,3936851,418994,9.62,0.81,863,12636,943,1.61,3.98,3.55,3.41,3029,REGARIMA,0,R2021C,STATE_LABOR,2028-08-31
2028-09-02,LAU0000557,3193016,2920750,272266,8.53,1.6,861,11312,411,0.7,1.95,1.52,1.83,2179,NONE,1,R2025A,BLS,2028-09-07
2028-09-09,LAU0000558,2150290,1905435,244855,11.39,2.26,870,9999,483,2.59,2.83,2.13,2.66,2857,REGARIMA,0,R2019A,BLS,2028-09-14
2028-09-16,LAU0000559,2162593,2045397,117196,5.42,1.88,825,13479,917,5.55,6.3,1.69,2.96,3876,NONE,0,R2025A,DOL,2028-09-21
2028-09-23,LAU0000560,3955756,3523616,432140,10.92,2.32,842,15009,988,0.79,7.34,0.82,1.81,892,NONE,0,R2024A,BLS,2028-09-28
2028-09-30,LAU0000561,5348713,5056929,291784,5.46,6.43,873,9067,574,0.99,8.53,3.21,1.27,3540,SEAS_FILTER,0,R2023B,DOL,2028-10-05
2028-10-07,LAU0000562,5047238,4732702,314536,6.23,4.37,827,9357,337,3.25,9.07,3.24,2.92,506,X13_ARIMA,0,R2023B,STATE_LABOR,2028-10-12
2028-10-14,LAU0000563,2180303,2118912,61391,2.82,6.05,848,7287,106,0.75,4.52,2.28,1.66,3843,REGARIMA,0,R2024A,STATE_LABOR,2028-10-19
2028-10-21,LAU0000564,3983619,3795288,188331,4.73,5.4,898,5734,332,3.24,9.15,0.83,3.41,988,REGARIMA,0,R2019A,BLS,2028-10-26
2028-10-28,LAU0000565,197233,179143,18090,9.17,2.3,873,14227,249,4.87,8.47,2.7,0.45,297,REGARIMA,0,R2023B,BLS,2028-11-02
2028-11-04,LAU0000566,441469,429604,11865,2.69,5.18,922,6829,177,4.24,4.79,2.09,1.01,2378,REGARIMA,0,R2019A,BLS,2028-11-09
2028-11-11,LAU0000567,314890,284530,30360,9.64,2.24,891,14436,1034,0.68,2.14,3.9,0.46,2424,SEAS_FILTER,0,R2023B,STATE_LABOR,2028-11-16
2028-11-18,LAU0000568,2820100,2537794,282306,10.01,2.87,843,12348,411,2.49,7.28,1.78,1.68,3390,NONE,1,R2021C,BLS,2028-11-23
2028-11-25,LAU0000569,1336759,1305632,31127,2.33,5.71,884,5415,109,5.05,6.62,3.03,3.32,3129,REGARIMA,0,R2025A,BLS,2028-11-30
2028-12-02,LAU0000570,941021,909968,31053,3.3,6.42,857,9928,708,3.1,5.48,4.3,1.79,912,X13_ARIMA,0,R2021C,STATE_LABOR,2028-12-07
2028-12-09,LAU0000571,2455739,2219023,236716,9.64,2.97,812,14576,465,2.44,4.5,3.94,1.47,3989,SEAS_FILTER,0,R2019A,DOL,2028-12-14
2028-12-16,LAU0000572,3991194,3826871,164323,4.12,3.62,852,5678,212,0.51,6.73,1.22,3.28,3930,X13_ARIMA,0,R2021C,DOL,2028-12-21
2028-12-23,LAU0000573,4784054,4419550,364504,7.62,1.16,823,10236,233,3.6,4.33,4.23,1.03,183,X13_ARIMA,1,R2022A,BLS,2028-12-28
2028-12-30,LAU0000574,2002815,1869800,133015,6.64,3.97,765,8700,146,2.65,8.56,0.49,3.33,1600,NONE,0,R2023B,BLS,2029-01-04
2029-01-06,LAU0000575,4691789,4404488,287301,6.12,1.31,854,12502,981,4.48,4.36,3.0,1.56,3467,REGARIMA,0,R2020B,BLS,2029-01-11
2029-01-13,LAU0000576,2594272,2556182,38090,1.47,0.55,827,7894,340,2.11,1.55,3.09,2.43,1148,REGARIMA,0,R2020B,DOL,2029-01-18
2029-01-20,LAU0000577,2498928,2424855,74073,2.96,2.97,878,7543,529,2.31,1.87,1.04,1.66,322,REGARIMA,0,R2020B,BLS,2029-01-25
2029-01-27,LAU0000578,1275475,1255943,19532,1.53,2.93,872,10572,501,2.03,5.73,0.46,1.0,1157,SEAS_FILTER,0,R2021C,DOL,2029-02-01
2029-02-03,LAU0000579,3524976,3371824,153152,4.34,0.69,868,6282,81,4.37,1.34,3.44,1.8,1602,NONE,1,R2019A,BLS,2029-02-08
2029-02-10,LAU0000580,2808670,2739528,69142,2.46,2.74,846,14271,1090,5.49,7.73,1.18,2.76,3507,SEAS_FILTER,0,R2022A,DOL,2029-02-15
2029-02-17,LAU0000581,4041314,3974964,66350,1.64,5.59,852,10430,405,3.18,7.81,3.33,1.52,2410,X13_ARIMA,0,R2021C,DOL,2029-02-22
2029-02-24,LAU0000582,2468159,2407342,60817,2.46,5.68,898,6631,118,3.46,9.1,0.67,0.57,3441,X13_ARIMA,0,R2021C,STATE_LABOR,2029-03-01
2029-03-03,LAU0000583,1462505,1428457,34048,2.33,2.01,800,5365,296,5.99,2.65,0.45,3.28,133,SEAS_FILTER,0,R2019A,BLS,2029-03-08
2029-03-10,LAU0000584,2789778,2461564,328214,11.76,2.47,830,11369,547,3.91,1.74,2.8,1.58,2149,REGARIMA,0,R2022A,BLS,2029-03-15
2029-03-17,LAU0000585,4546569,4454695,91874,2.02,3.07,832,11603,441,2.44,7.94,3.14,3.32,93,SEAS_FILTER,1,R2022A,BLS,2029-03-22
2029-03-24,LAU0000586,827227,774006,53221,6.43,3.41,815,6662,234,0.92,5.73,2.64,3.17,3666,REGARIMA,0,R2022A,STATE_LABOR,2029-03-29
2029-03-31,LAU0000587,2200801,2062621,138180,6.28,6.05,831,13472,585,3.47,4.89,3.84,0.46,2077,NONE,0,R2025A,DOL,2029-04-05
2029-04-07,LAU0000588,4610263,4261462,348801,7.57,2.61,807,6020,458,0.94,2.53,3.36,1.94,2617,SEAS_FILTER,0,R2024A,BLS,2029-04-12
2029-04-14,LAU0000589,2189641,2045635,144006,6.58,5.68,870,7096,90,5.37,1.41,1.19,0.54,1432,REGARIMA,0,R2021C,BLS,2029-04-19
2029-04-21,LAU0000590,3928716,3681840,246876,6.28,6.03,873,15202,1004,3.23,1.77,2.8,0.72,1829,SEAS_FILTER,0,R2025A,BLS,2029-04-26
2029-04-28,LAU0000591,5998351,5506955,491396,8.19,3.7,840,13445,793,4.34,8.27,1.05,0.97,2917,REGARIMA,0,R2024A,BLS,2029-05-03
2029-05-05,LAU0000592,625669,552940,72729,11.62,2.54,844,5321,208,2.42,1.84,2.42,2.71,556,REGARIMA,0,R2024A,BLS,2029-05-10
2029-05-12,LAU0000593,5791818,5142832,648986,11.21,5.86,846,14378,282,2.94,9.03,0.53,3.39,2875,SEAS_FILTER,0,R2023B,BLS,2029-05-17
2029-05-19,LAU0000594,2628553,2468271,160282,6.1,1.81,851,6261,64,4.45,5.62,2.96,2.84,3198,X13_ARIMA,0,R2025A,STATE_LABOR,2029-05-24
2029-05-26,LAU0000595,5016282,4429156,587126,11.7,3.19,822,7125,422,5.45,4.22,2.06,2.24,3416,X13_ARIMA,0,R2025A,BLS,2029-05-31
2029-06-02,LAU0000596,2121881,1869947,251934,11.87,6.34,903,12335,550,3.73,1.2,1.54,0.22,3616,REGARIMA,0,R2022A,BLS,2029-06-07
2029-06-09,LAU0000597,1564652,1489019,75633,4.83,4.7,899,10795,817,1.91,5.64,4.48,1.25,3651,REGARIMA,0,R2024A,BLS,2029-06-14
2029-06-16,LAU0000598,4212106,3820220,391886,9.3,3.68,859,5665,87,1.67,4.69,0.67,2.5,583,X13_ARIMA,0,R2025A,DOL,2029-06-21
2029-06-23,LAU0000599,492205,435650,56555,11.49,3.16,824,5007,320,0.58,4.69,3.07,3.33,417,X13_ARIMA,0,R2020B,BLS,2029-06-28
2029-06-30,LAU0000600,4273507,4194422,79085,1.85,2.43,868,11146,350,3.15,3.44,1.68,0.43,2927,X13_ARIMA,0,R2022A,BLS,2029-07-05
2029-07-07,LAU0000601,2869418,2673284,196134,6.84,5.74,857,6296,502,0.85,6.26,2.74,2.96,1139,X13_ARIMA,0,R2019A,BLS,2029-07-12
2029-07-14,LAU0000602,4223813,3833174,390639,9.25,0.79,899,9969,362,0.66,7.16,2.0,1.73,1045,NONE,0,R2021C,BLS,2029-07-19
2029-07-21,LAU0000603,5803376,5142527,660849,11.39,3.04,875,9186,261,1.68,2.94,3.12,0.79,1896,REGARIMA,0,R2020B,BLS,2029-07-26
2029-07-28,LAU0000604,4467347,4197809,269538,6.03,2.61,874,10338,508,4.56,4.26,1.57,1.91,423,SEAS_FILTER,0,R2019A,STATE_LABOR,2029-08-02
2029-08-04,LAU0000605,2843737,2719139,124598,4.38,2.84,864,6394,196,2.21,8.28,4.11,0.86,2531,X13_ARIMA,0,R2021C,STATE_LABOR,2029-08-09
2029-08-11,LAU0000606,4956613,4812450,144163,2.91,2.44,892,13272,822,3.09,6.91,3.48,1.43,3290,SEAS_FILTER,0,R2022A,DOL,2029-08-16
2029-08-18,LAU0000607,993462,960773,32689,3.29,2.29,830,6979,235,3.9,6.07,1.65,0.67,821,X13_ARIMA,0,R2024A,BLS,2029-08-23
2029-08-25,LAU0000608,1295462,1215900,79562,6.14,4.68,897,10526,666,2.94,7.78,2.84,2.87,3696,X13_ARIMA,0,R2021C,BLS,2029-08-30
2029-09-01,LAU0000609,2799145,2629875,169270,6.05,1.68,852,7269,179,5.5,7.3,2.84,0.96,739,X13_ARIMA,0,R2023B,BLS,2029-09-06
2029-09-08,LAU0000610,1403481,1263828,139653,9.95,5.26,849,8969,477,4.77,4.72,2.47,1.76,325,NONE,0,R2022A,BLS,2029-09-13
2029-09-15,LAU0000611,1774832,1659259,115573,6.51,0.98,864,7598,416,2.51,6.0,3.26,3.45,3969,REGARIMA,0,R2023B,BLS,2029-09-20
2029-09-22,LAU0000612,5402955,5123904,279051,5.16,4.63,824,11715,361,1.09,5.08,1.82,3.07,1935,REGARIMA,0,R2020B,STATE_LABOR,2029-09-27
2029-09-29,LAU0000613,4648030,4401975,246055,5.29,6.4,874,5449,394,3.16,2.57,1.28,3.05,3838,REGARIMA,0,R2022A,DOL,2029-10-04
2029-10-06,LAU0000614,2713217,2548915,164302,6.06,5.28,843,12430,693,5.99,6.64,2.91,1.66,1178,SEAS_FILTER,0,R2023B,BLS,2029-10-11
2029-10-13,LAU0000615,5088226,4775418,312808,6.15,3.39,900,13525,633,4.02,6.66,2.28,2.4,2924,REGARIMA,0,R2024A,DOL,2029-10-18
2029-10-20,LAU0000616,2172623,2032099,140524,6.47,4.26,833,6083,485,4.63,4.19,0.71,0.23,2112,NONE,0,R2020B,BLS,2029-10-25
2029-10-27,LAU0000617,1453406,1404187,49219,3.39,0.58,862,11887,204,3.32,5.68,4.45,1.52,1746,NONE,0,R2024A,BLS,2029-11-01
2029-11-03,LAU0000618,737597,723009,14588,1.98,4.21,868,8799,134,3.1,3.57,1.57,3.11,665,REGARIMA,0,R2020B,BLS,2029-11-08
2029-11-10,LAU0000619,664031,596149,67882,10.22,6.1,830,11338,704,5.89,2.75,1.52,3.48,1970,SEAS_FILTER,0,R2019A,BLS,2029-11-15
2029-11-17,LAU0000620,3421910,3203239,218671,6.39,3.04,879,12561,397,2.35,2.67,1.95,2.43,528,NONE,0,R2023B,BLS,2029-11-22
2029-11-24,LAU0000621,4902583,4405933,496650,10.13,4.69,804,5438,62,2.72,4.14,3.89,1.52,241,X13_ARIMA,0,R2020B,BLS,2029-11-29
2029-12-01,LAU0000622,3673362,3387015,286347,7.8,1.14,827,5961,122,3.73,6.31,0.95,1.0,3024,NONE,0,R2025A,BLS,2029-12-06
2029-12-08,LAU0000623,2358241,2092440,265801,11.27,1.59,891,12968,178,3.31,1.44,3.14,1.05,2353,X13_ARIMA,0,R2022A,BLS,2029-12-13
2029-12-15,LAU0000624,232288,221732,10556,4.54,3.24,928,16383,710,5.41,2.05,3.15,2.49,407,REGARIMA,0,R2024A,BLS,2029-12-20
2029-12-22,LAU0000625,4871207,4810104,61103,1.25,1.1,858,14397,887,1.43,6.81,1.53,1.84,253,X13_ARIMA,0,R2025A,DOL,2029-12-27
2029-12-29,LAU0000626,2607667,2418809,188858,7.24,1.53,852,6962,125,1.56,4.31,1.7,3.15,2908,REGARIMA,0,R2019A,BLS,2030-01-03
2030-01-05,LAU0000627,3211158,2900739,310419,9.67,6.06,882,14640,886,4.96,1.76,2.17,1.08,495,X13_ARIMA,0,R2021C,DOL,2030-01-10
2030-01-12,LAU0000628,851783,778449,73334,8.61,2.08,816,10715,722,3.27,3.18,4.11,1.7,334,X13_ARIMA,0,R2020B,STATE_LABOR,2030-01-17
2030-01-19,LAU0000629,4832091,4349534,482557,9.99,4.45,872,9311,98,0.75,1.93,3.89,3.42,3500,SEAS_FILTER,0,R2025A,DOL,2030-01-24
2030-01-26,LAU0000630,3283103,2931699,351404,10.7,4.94,817,11296,398,4.93,3.57,0.62,2.46,622,NONE,0,R2024A,DOL,2030-01-31
2030-02-02,LAU0000631,1936754,1736536,200218,10.34,1.41,820,7018,337,0.52,5.34,0.94,2.37,538,NONE,0,R2020B,DOL,2030-02-07
2030-02-09,LAU0000632,3085848,2977426,108422,3.51,1.25,877,13851,926,5.29,2.16,4.32,1.67,1545,NONE,0,R2025A,BLS,2030-02-14
2030-02-16,LAU0000633,3607637,3470584,137053,3.8,0.53,794,7579,81,2.95,4.86,4.16,2.5,2879,SEAS_FILTER,0,R2020B,DOL,2030-02-21
2030-02-23,LAU0000634,1571555,1426440,145115,9.23,5.1,864,15134,876,2.45,4.61,3.8,3.33,290,X13_ARIMA,0,R2023B,STATE_LABOR,2030-02-28
2030-03-02,LAU0000635,1367791,1345855,21936,1.6,1.38,866,13981,533,5.13,7.89,3.73,2.39,3626,X13_ARIMA,0,R2024A,STATE_LABOR,2030-03-07
2030-03-09,LAU0000636,2310157,2127936,182221,7.89,3.0,859,14674,326,3.24,3.03,0.7,2.96,2723,X13_ARIMA,0,R2019A,BLS,2030-03-14
2030-03-16,LAU0000637,4767927,4286320,481607,10.1,0.76,840,12372,219,5.29,6.73,4.5,3.09,2648,NONE,0,R2024A,BLS,2030-03-21
2030-03-23,LAU0000638,1106005,1005337,100668,9.1,4.24,846,9308,555,0.78,9.31,3.39,2.47,2440,NONE,0,R2022A,BLS,2030-03-28
2030-03-30,LAU0000639,5609450,5458102,151348,2.7,3.9,848,7922,388,3.6,9.42,2.62,0.64,2931,X13_ARIMA,0,R2020B,BLS,2030-04-04
2030-04-06,LAU0000640,1121067,1047679,73388,6.55,5.75,841,10463,509,3.2,5.28,2.41,1.87,818,X13_ARIMA,0,R2021C,STATE_LABOR,2030-04-11
2030-04-13,LAU0000641,3000808,2936315,64493,2.15,3.72,829,7952,497,4.29,2.85,4.05,1.06,3908,REGARIMA,0,R2019A,STATE_LABOR,2030-04-18
2030-04-20,LAU0000642,3675649,3521265,154384,4.2,2.72,886,14576,1027,5.69,7.93,4.26,2.3,589,SEAS_FILTER,0,R2023B,BLS,2030-04-25
2030-04-27,LAU0000643,4970646,4796389,174257,3.51,0.77,865,5508,265,1.0,2.82,1.75,3.27,3520,REGARIMA,0,R2023B,BLS,2030-05-02
2030-05-04,LAU0000644,1303216,1186915,116301,8.92,1.94,846,12767,524,3.95,2.31,2.6,1.17,1127,NONE,0,R2021C,BLS,2030-05-09
2030-05-11,LAU0000645,463771,432792,30979,6.68,2.88,791,12249,793,1.57,2.22,1.13,2.4,2433,SEAS_FILTER,0,R2025A,STATE_LABOR,2030-05-16
2030-05-18,LAU0000646,4140368,3827978,312390,7.54,4.64,875,7916,559,1.6,2.84,0.92,2.76,3727,NONE,1,R2021C,DOL,2030-05-23
2030-05-25,LAU0000647,2787676,2574293,213383,7.65,4.3,843,6936,378,3.5,9.47,0.69,0.41,3418,REGARIMA,0,R2022A,DOL,2030-05-30
2030-06-01,LAU0000648,1044626,952410,92216,8.83,3.74,819,12397,650,4.55,6.37,0.42,2.79,206,X13_ARIMA,0,R2021C,STATE_LABOR,2030-06-06
2030-06-08,LAU0000649,234771,215653,19118,8.14,5.35,880,6295,170,1.07,4.69,2.69,3.46,3646,NONE,0,R2024A,BLS,2030-06-13
2030-06-15,LAU0000650,4546457,4237020,309437,6.81,5.64,814,11513,369,1.17,8.47,2.96,0.43,728,REGARIMA,0,R2025A,DOL,2030-06-20
2030-06-22,LAU0000651,3616346,3272981,343365,9.49,4.63,905,13763,1052,2.97,4.58,2.57,2.71,3064,NONE,0,R2019A,DOL,2030-06-27
2030-06-29,LAU0000652,4410855,4010112,400743,9.09,6.27,831,5662,120,4.93,5.93,2.04,2.47,541,X13_ARIMA,0,R2020B,DOL,2030-07-04
2030-07-06,LAU0000653,5594405,5496385,98020,1.75,1.76,827,14735,487,3.17,7.36,3.8,0.32,2197,NONE,0,R2021C,DOL,2030-07-11
2030-07-13,LAU0000654,5570391,5409780,160611,2.88,3.11,863,6411,436,4.51,5.29,1.89,0.59,3727,NONE,0,R2019A,STATE_LABOR,2030-07-18
2030-07-20,LAU0000655,4164239,3969598,194641,4.67,0.53,829,5499,424,2.39,8.67,1.09,3.38,3031,NONE,0,R2021C,BLS,2030-07-25
2030-07-27,LAU0000656,1390476,1230815,159661,11.48,4.76,856,9994,430,2.36,3.29,3.91,2.02,3323,REGARIMA,1,R2023B,DOL,2030-08-01
2030-08-03,LAU0000657,5252630,4743973,508657,9.68,4.86,871,8962,200,4.89,4.64,3.15,2.02,631,NONE,0,R2019A,BLS,2030-08-08
2030-08-10,LAU0000658,1720405,1624996,95409,5.55,0.99,834,14996,533,4.85,8.58,3.13,3.35,1866,SEAS_FILTER,0,R2020B,DOL,2030-08-15
2030-08-17,LAU0000659,5192673,5089659,103014,1.98,1.17,897,6602,447,5.35,9.04,1.39,0.48,576,NONE,0,R2020B,BLS,2030-08-22
2030-08-24,LAU0000660,300189,294337,5852,1.95,5.38,836,7213,381,4.21,1.34,3.93,2.9,759,X13_ARIMA,0,R2023B,BLS,2030-08-29
2030-08-31,LAU0000661,5300891,4804913,495978,9.36,6.07,891,12260,794,2.26,5.94,2.06,3.14,1582,X13_ARIMA,0,R2020B,STATE_LABOR,2030-09-05
2030-09-07,LAU0000662,4741351,4217974,523377,11.04,1.1,818,11361,904,1.56,6.49,2.64,1.54,3785,SEAS_FILTER,0,R2025A,DOL,2030-09-12
2030-09-14,LAU0000663,5401144,4805289,595855,11.03,6.24,861,9713,486,4.13,5.91,1.94,1.25,2477,NONE,0,R2022A,BLS,2030-09-19
2030-09-21,LAU0000664,3289566,3113763,175803,5.34,4.64,842,7251,347,4.01,7.14,2.86,1.8,3053,X13_ARIMA,0,R2019A,BLS,2030-09-26
2030-09-28,LAU0000665,5227508,4694465,533043,10.2,3.23,817,4911,150,3.29,3.18,0.52,0.77,1456,X13_ARIMA,1,R2022A,BLS,2030-10-03
2030-10-05,LAU0000666,5858056,5452800,405256,6.92,0.58,814,10878,665,4.68,3.98,3.08,1.85,3796,NONE,0,R2024A,BLS,2030-10-10
2030-10-12,LAU0000667,646285,583087,63198,9.78,1.62,883,15047,779,4.39,3.27,1.76,3.16,2179,X13_ARIMA,0,R2025A,BLS,2030-10-17
