biz_innov_filing_year,biz_innov_patent_application_id_hash,biz_innov_technology_class_code,biz_innov_inventor_count,biz_innov_assignee_type_code,biz_innov_university_assignee_flag,biz_innov_small_entity_flag,biz_innov_citation_count_5yr,biz_innov_forward_citation_velocity,biz_innov_claims_count,biz_innov_family_size_count,biz_innov_international_filing_flag,biz_innov_grant_lag_months,biz_innov_licensing_revenue_estimate,biz_innov_r_and_d_tax_credit_claim_flag,biz_innov_venture_funding_round_flag,biz_innov_startup_spinout_flag,biz_innov_tech_transfer_office_id,biz_innov_innovation_cluster_score,biz_innov_commercialization_stage_code
2024,0f961f352e37d84b,H04,16,NONPROFIT,0,1,14,0.9717,87,1,0,22,11616267.89,1,0,0,TTO0000434,84.58,PILOT
2011,fe04c4ec121f1d57,F16,5,CORPORATE,0,1,9,3.3624,95,25,0,69,83567307.98,0,0,1,TTO0000435,0.35,EARLY_MARKET
2022,ee34b2b494e8e67e,H04,14,OTHER,0,0,7,2.7454,9,30,1,30,225968107.97,0,1,0,TTO0000436,91.61,MATURE
2019,84cb4a1af8c1fd8e,G06,8,CORPORATE,0,0,4,2.6803,81,26,0,49,23698479.92,1,0,0,TTO0000437,69.26,EARLY_MARKET
2000,728fda22a2601362,C07,4,GOV_LAB,0,1,10,1.1951,61,8,1,72,78395754.25,0,0,0,TTO0000438,66.33,SCALE
2020,302bc714a3cf03e9,Y02,13,CORPORATE,0,0,8,2.3306,78,2,0,101,68515123.9,1,0,0,TTO0000439,1.42,EARLY_MARKET
2001,91ba6d8f3d1d0625,C07,15,CORPORATE,0,1,5,0.9032,44,9,0,58,247847998.02,0,0,0,TTO0000440,95.42,MATURE
2014,3cd415c4b71b8d39,H04,20,CORPORATE,0,0,9,1.1658,44,14,1,30,177493526.12,0,0,0,TTO0000441,78.89,PILOT
2008,59766a95f2419d94,G06,16,INDIVIDUAL,0,1,7,5.5543,71,2,1,72,78849274.55,0,0,0,TTO0000442,78.75,EARLY_MARKET
2007,ea5a187a1a1a62d7,F16,3,CORPORATE,0,0,3,1.4545,11,22,1,50,140669504.34,1,0,0,TTO0000443,30.55,PROTOTYPE
2011,e77dde0b6a5924ab,C07,1,UNIVERSITY,1,0,8,4.8737,32,20,1,107,13965262.64,0,0,0,TTO0000444,19.83,PILOT
2017,dcd8b2aa39a0d89c,E21,10,CORPORATE,0,0,8,2.765,26,5,0,23,97852970.75,1,0,0,TTO0000445,31.27,PROTOTYPE
2003,04f77792b445bdd5,F16,11,OTHER,0,1,6,4.9349,63,15,1,73,42653021.87,0,0,0,TTO0000446,78.84,EARLY_MARKET
2025,4f5aaea2861d5ca2,A01,10,GOV_LAB,0,0,10,1.3991,24,30,0,73,176560383.95,0,0,0,TTO0000447,9.19,EARLY_MARKET
2002,bf4c30d62f324bae,H04,14,CORPORATE,0,0,6,2.9357,40,14,0,117,7061288.56,0,1,0,TTO0000448,30.72,PROTOTYPE
2012,2761a19ec304e97d,C07,18,CORPORATE,0,0,7,1.9853,74,17,0,108,59483947.85,0,0,0,TTO0000449,51.18,PILOT
2008,7d89c6a7f0de5277,H04,12,CORPORATE,0,0,11,0.3245,10,14,1,98,37893117.89,0,0,0,TTO0000450,65.87,IDEA
2006,6571991655474c96,F16,17,CORPORATE,0,0,7,3.9711,21,29,0,97,183062061.7,0,1,0,TTO0000451,59.2,MATURE
2008,124c6b342d5123ee,B29,5,INDIVIDUAL,0,1,8,2.6052,3,18,1,87,67189241.05,1,0,0,TTO0000452,6.97,SCALE
2019,693e85b1328abed6,E21,20,CORPORATE,0,0,12,4.112,14,29,0,118,171343714.01,0,0,0,TTO0000453,10.82,IDEA
2024,058266e007158831,G06,20,UNIVERSITY,1,1,6,3.2304,46,16,1,101,153249395.06,0,0,0,TTO0000454,61.35,SCALE
2001,aa49fb759908ede5,G06,6,GOV_LAB,0,0,8,0.4592,85,23,0,97,102557927.86,1,0,0,TTO0000455,5.24,MATURE
2018,273caec7e06492b0,Y02,8,INDIVIDUAL,0,0,8,1.729,28,2,0,75,209248575.01,0,0,0,TTO0000456,25.63,PROTOTYPE
2008,98ec83fadba4026e,A01,13,CORPORATE,0,1,4,2.7707,68,23,0,73,177784885.97,0,0,0,TTO0000457,99.79,PROTOTYPE
2007,1ef33052ac797860,A01,5,INDIVIDUAL,0,0,7,2.2702,82,20,1,105,51517189.86,0,1,0,TTO0000458,85.05,PROTOTYPE
2005,fab60cdb5f916af5,H04,10,CORPORATE,0,1,10,0.0266,55,26,1,115,69376874.65,1,0,0,TTO0000459,70.81,PROTOTYPE
1998,5d976d22c667c08b,E21,1,CORPORATE,0,1,12,3.8404,74,12,1,13,181254650.23,0,0,0,TTO0000460,74.18,PROTOTYPE
2018,ef6aedf10fb7e5e0,E21,14,CORPORATE,0,0,9,3.4531,20,7,1,78,148247815.16,0,0,0,TTO0000461,37.88,PILOT
2008,e0bf26e7c32857b5,G06,2,GOV_LAB,0,0,9,0.5143,85,22,1,77,30878221.02,0,0,0,TTO0000462,47.61,EARLY_MARKET
2013,692725ed2336a086,C07,3,CORPORATE,0,1,6,2.1815,27,29,1,8,119476954.97,0,0,0,TTO0000463,82.5,PILOT
2011,1d59cec8322b5a03,G06,6,OTHER,0,0,3,2.311,52,6,1,116,12361108.42,0,0,0,TTO0000464,49.77,PROTOTYPE
2011,6ed9475268fb3cbb,G06,13,INDIVIDUAL,0,1,7,5.3349,61,27,0,17,181166625.04,0,0,1,TTO0000465,99.25,PILOT
2009,691239bdfa6583cf,H04,4,INDIVIDUAL,0,0,11,0.7655,81,8,0,43,24639333.55,0,0,0,TTO0000466,4.68,SCALE
1999,583abde98825ef2c,H04,15,INDIVIDUAL,1,0,7,4.9718,42,11,1,52,170048524.38,0,0,0,TTO0000467,50.16,SCALE
2012,3a2d343387dab038,H04,11,CORPORATE,0,1,10,1.9401,6,6,0,4,1174281.15,0,0,0,TTO0000468,0.99,PILOT
2001,a6f7aa30ec8b138d,B29,14,UNIVERSITY,1,0,6,3.4972,6,6,1,28,75206387.83,0,1,0,TTO0000469,16.14,SCALE
2014,308b2b34fe8fd194,B29,3,INDIVIDUAL,0,0,8,4.8959,7,8,1,75,43196849.45,0,0,0,TTO0000470,15.11,EARLY_MARKET
2017,bb6411477a6c7840,D06,7,INDIVIDUAL,1,0,5,0.388,31,8,1,106,71263742.43,0,0,0,TTO0000471,84.68,PILOT
2002,d9c307bd4bfec32c,F16,16,INDIVIDUAL,0,0,8,2.1935,60,20,0,12,9195191.11,0,0,0,TTO0000472,79.37,PILOT
2022,9e96023fd7bee07d,G06,15,CORPORATE,0,0,9,0.2333,4,24,0,86,14297321.58,0,0,0,TTO0000473,90.01,IDEA
2001,688cd51013b03c14,F16,11,CORPORATE,0,0,12,3.6262,90,12,0,42,71544190.61,0,0,0,TTO0000474,45.42,PILOT
2015,3f07c4ed53e7c53e,G06,3,CORPORATE,0,0,11,2.2724,71,18,1,104,110203202.49,1,0,0,TTO0000475,86.1,EARLY_MARKET
2000,03a169917cf4f18a,G06,13,CORPORATE,0,0,4,3.9101,64,20,0,23,98386045.73,1,0,1,TTO0000476,13.95,PROTOTYPE
2022,41a8b7d5a6d76891,D06,8,OTHER,0,0,9,3.3861,31,18,1,86,247049202.7,1,1,0,TTO0000477,91.02,EARLY_MARKET
2007,c34cee06ff650c51,C07,13,UNIVERSITY,1,1,11,2.8196,43,21,1,53,81750802.12,0,0,0,TTO0000478,4.22,MATURE
2017,a4bc776d238e509d,C07,1,INDIVIDUAL,0,1,5,5.2945,15,18,1,77,142423881.8,1,0,0,TTO0000479,78.29,EARLY_MARKET
2006,9de030750c1f4f0d,G06,16,CORPORATE,0,1,4,0.8601,13,18,0,78,54563162.38,0,0,0,TTO0000480,19.5,PILOT
2006,f64ca9a2f64ec723,C07,7,CORPORATE,0,1,8,3.1964,18,1,0,15,144768650.14,0,0,0,TTO0000481,54.2,PILOT
2014,67bf244b36efe011,F16,12,OTHER,0,0,5,0.2421,53,22,0,3,86213586.08,0,0,0,TTO0000482,3.88,PILOT
2008,383fbde82f1010af,H04,10,CORPORATE,0,0,7,4.7351,86,13,0,24,47172523.05,0,0,0,TTO0000483,55.4,IDEA
2013,0829cc017e19b0bb,A01,9,CORPORATE,0,0,6,4.8509,5,8,1,29,68954697.19,0,0,0,TTO0000484,81.34,PROTOTYPE
2013,57d8000b85db1cab,C07,5,CORPORATE,0,0,9,1.8782,66,4,0,84,32365306.05,0,0,0,TTO0000485,17.31,SCALE
2009,edf201ace6562bca,E21,13,CORPORATE,0,1,9,5.4242,7,6,0,117,135782128.75,1,0,0,TTO0000486,77.27,SCALE
2017,4ce9f46762bf3944,G06,18,CORPORATE,0,0,13,0.2831,39,16,0,104,213231671.1,0,0,0,TTO0000487,89.96,EARLY_MARKET
2019,fe427ddeec3aa78e,H04,17,INDIVIDUAL,0,1,2,5.3731,36,8,0,7,70206189.14,0,0,0,TTO0000488,96.01,MATURE
2000,d1a740b3b1d7dcdb,B29,16,CORPORATE,0,0,5,2.4569,23,27,0,89,181585635.32,1,1,0,TTO0000489,42.89,PROTOTYPE
2002,4822fc0b98223137,G06,16,CORPORATE,0,0,8,0.175,89,23,1,98,84478695.67,0,0,0,TTO0000490,51.38,IDEA
2016,9889281fd8d2c4f1,B29,14,CORPORATE,0,0,5,1.3135,56,30,0,66,95189250.54,0,1,0,TTO0000491,92.67,PILOT
2019,f610b90dc72a2e2a,D06,20,CORPORATE,0,0,9,1.7402,83,28,1,89,40104384.91,1,1,0,TTO0000492,63.33,PROTOTYPE
2009,7d67bb9a2a3a8cb9,C07,1,UNIVERSITY,1,0,8,4.0847,56,28,1,29,78520215.9,0,0,0,TTO0000493,89.08,PROTOTYPE
2003,5b71faf64d18cd1f,H04,16,CORPORATE,0,0,7,2.6092,7,13,0,4,241057071.28,0,0,0,TTO0000494,73.41,MATURE
2015,c2b270bd170cf6cb,E21,20,GOV_LAB,0,0,9,4.0578,41,26,1,25,77091870.78,0,0,0,TTO0000495,12.83,PILOT
2022,0598f8836b83abf6,B29,15,UNIVERSITY,1,1,9,5.7569,11,22,1,15,70254084.7,0,0,0,TTO0000496,28.19,SCALE
2020,89bb68d5d747238a,E21,11,CORPORATE,1,1,11,4.3991,32,12,1,49,82684862.02,0,1,0,TTO0000497,78.24,MATURE
2003,bff7352f67843ca3,H04,11,INDIVIDUAL,0,0,6,0.8541,98,8,0,29,41201415.79,0,0,0,TTO0000498,46.69,SCALE
2011,ca2faeaf1051d73f,D06,9,CORPORATE,0,0,6,3.4497,24,15,1,67,223076931.18,0,0,1,TTO0000499,15.34,PILOT
1999,75a98d0874216091,F16,5,CORPORATE,0,1,6,0.7108,48,9,0,16,137744800.5,1,0,0,TTO0000500,96.16,PILOT
1998,66a4d3e4c7550ed3,C07,18,UNIVERSITY,1,0,6,4.1508,66,6,1,97,70641338.29,1,0,0,TTO0000501,17.84,EARLY_MARKET
2003,0e6d759855f44038,C07,4,CORPORATE,0,1,9,4.2842,100,18,0,58,131195214.57,0,0,1,TTO0000502,48.49,EARLY_MARKET
2022,7b3992ded0175a22,G06,3,CORPORATE,0,0,7,0.4581,92,4,0,5,11868729.85,0,0,0,TTO0000503,75.17,PILOT
2017,2b5bf7dd1a37a91c,C07,10,CORPORATE,0,1,8,2.6816,12,20,0,114,189705970.57,0,0,0,TTO0000504,92.02,EARLY_MARKET
2019,7b2888248a58a676,F16,3,CORPORATE,0,1,5,2.1919,64,4,0,16,231544025.87,0,0,0,TTO0000505,82.16,PILOT
2021,f156764cfb4f0d57,C07,14,CORPORATE,0,1,9,3.3256,6,20,1,47,22721308.21,0,1,0,TTO0000506,7.82,PROTOTYPE
2020,97730a11ec798d5a,G06,9,CORPORATE,0,1,7,5.4357,72,23,1,117,67379295.06,0,0,0,TTO0000507,28.14,SCALE
2010,04d802e185ec571f,D06,20,INDIVIDUAL,0,1,6,4.7797,13,11,0,108,167745747.22,0,1,0,TTO0000508,96.44,PILOT
2013,42f7999d53140e85,A01,8,CORPORATE,0,1,11,1.7634,33,28,0,85,27002401.5,0,0,0,TTO0000509,0.56,PILOT
1998,5d1994bb7f4ac534,D06,12,CORPORATE,0,0,11,2.8319,81,8,1,110,4816674.74,0,0,0,TTO0000510,12.18,PILOT
2001,dba9276e5b892843,E21,10,CORPORATE,0,0,7,0.6252,17,20,1,76,100157625.29,0,0,0,TTO0000511,87.55,SCALE
2012,459b08e9b280b0be,G06,12,CORPORATE,0,0,3,3.8546,29,27,1,86,48739987.02,0,0,0,TTO0000512,23.33,EARLY_MARKET
2014,8e23f48c3e6888e9,F16,2,INDIVIDUAL,0,0,5,2.3584,82,10,0,3,93597443.54,1,0,0,TTO0000513,11.07,PILOT
2008,e62d4f954ec5d23a,H04,5,CORPORATE,0,0,9,4.0872,86,20,0,112,59425724.94,0,0,0,TTO0000514,59.81,EARLY_MARKET
2008,5902a729cd062b8f,C07,16,OTHER,0,0,6,0.8393,84,25,0,87,94310352.69,0,1,0,TTO0000515,14.34,SCALE
2023,7fc703d9b04b696d,G06,5,CORPORATE,1,1,13,0.5985,16,21,0,97,192835062.51,1,0,0,TTO0000516,32.87,IDEA
2023,66f7b0555f1d8842,H04,14,CORPORATE,0,0,12,1.1426,84,8,0,24,242770820.06,0,0,0,TTO0000517,24.03,PROTOTYPE
2016,6a7c8419197d62c4,D06,20,UNIVERSITY,1,0,11,1.4327,72,6,0,71,118362991.2,0,0,0,TTO0000518,0.4,SCALE
2025,bcad1a11249b281d,F16,7,CORPORATE,0,0,6,4.3067,84,25,1,31,216319698.92,0,0,0,TTO0000519,55.58,SCALE
2004,2d931195d533b59c,B29,6,CORPORATE,0,0,7,1.8899,47,14,0,91,100508167.37,0,0,0,TTO0000520,18.99,PROTOTYPE
2017,109652d65c59cf33,A01,4,CORPORATE,0,0,5,2.3983,67,17,1,95,138601071.44,0,0,0,TTO0000521,82.07,PILOT
2001,a59ba630263c918d,B29,3,CORPORATE,0,0,11,3.016,14,28,0,7,89459132.79,1,0,1,TTO0000522,77.76,PILOT
2010,fa540da82aea7624,D06,12,CORPORATE,0,0,8,2.4508,100,16,1,46,122286714.74,0,0,1,TTO0000523,76.74,EARLY_MARKET
2013,439af9061c9206d6,G06,13,UNIVERSITY,1,0,7,1.8075,62,26,1,3,163080505.22,0,1,0,TTO0000524,83.78,IDEA
2021,ed595a6f53c8577f,E21,6,CORPORATE,0,0,5,3.3336,36,29,1,37,3526123.13,0,0,0,TTO0000525,54.32,MATURE
2021,24fd9258951b54fc,B29,5,CORPORATE,0,0,9,5.027,23,19,1,32,128841928.07,1,0,0,TTO0000526,39.86,SCALE
2003,dcfb0d28c271443c,D06,20,CORPORATE,1,0,13,3.6101,51,15,1,106,60100912.76,1,1,0,TTO0000527,61.15,PILOT
2016,6db34537540ee40a,G06,20,CORPORATE,0,0,9,0.2435,82,20,1,74,111518811.13,0,0,0,TTO0000528,13.91,EARLY_MARKET
2002,07407b820ce44795,E21,3,CORPORATE,0,0,12,0.0774,74,19,0,97,56382092.57,0,1,0,TTO0000529,77.82,PROTOTYPE
2013,051b8d1d50e25a18,C07,18,NONPROFIT,0,0,9,1.0868,74,3,0,31,202255443.92,0,0,0,TTO0000530,4.55,PILOT
2000,f56c9e858cb25cec,C07,18,CORPORATE,0,0,16,4.5927,12,13,1,28,111914610.24,1,0,1,TTO0000531,47.37,EARLY_MARKET
1999,adb80ff4882731d5,H04,16,CORPORATE,0,1,6,1.3155,87,14,1,23,214784459.96,0,0,0,TTO0000532,7.17,IDEA
2007,c352ce349ce5a543,G06,4,INDIVIDUAL,0,1,8,5.9054,42,1,0,72,13344591.53,1,0,0,TTO0000533,56.51,SCALE
2005,dd8d82cec8220d61,C07,7,INDIVIDUAL,0,0,4,0.3936,77,6,1,63,62610986.93,0,0,0,TTO0000534,48.98,SCALE
2013,05fe17b7b488f9e3,G06,13,CORPORATE,0,0,5,3.0854,96,7,0,72,218500479.95,0,0,0,TTO0000535,67.31,EARLY_MARKET
2015,183a8c6783f78432,G06,9,CORPORATE,0,0,8,5.7771,42,7,1,101,67759383.85,0,0,1,TTO0000536,57.79,PROTOTYPE
2022,34cba0ff996d7c55,H04,5,CORPORATE,0,0,13,2.6978,95,13,0,24,156474672.38,1,0,0,TTO0000537,33.86,SCALE
2014,8a3ae43356f2d669,H04,14,CORPORATE,0,0,6,4.7195,80,12,0,69,40280992.35,0,0,0,TTO0000538,30.64,MATURE
2000,50e0eaac3f1989ea,G06,19,INDIVIDUAL,0,0,12,1.8671,69,20,1,25,105801167.19,0,0,0,TTO0000539,72.14,MATURE
1998,386c0e315d01ef6c,G06,20,CORPORATE,0,1,4,4.0796,16,6,0,102,93616963.1,0,0,0,TTO0000540,7.91,IDEA
2005,bd2ffdfc1f333a8e,A01,11,CORPORATE,0,1,7,4.8453,80,11,1,53,90287956.2,0,0,0,TTO0000541,84.56,MATURE
2001,25b329221b4155be,G06,12,INDIVIDUAL,0,1,8,4.0955,50,26,1,12,184416401.01,0,0,0,TTO0000542,96.73,SCALE
2013,d2735f5e0690767a,D06,11,CORPORATE,1,1,7,1.3061,40,4,1,107,134864765.4,0,0,0,TTO0000543,49.85,EARLY_MARKET
2004,3ad0259d27b023cd,H04,14,OTHER,0,1,4,3.9823,84,10,0,58,35679983.11,0,0,0,TTO0000544,68.9,PROTOTYPE
2010,c340a171d411e3ca,H04,7,CORPORATE,0,0,6,3.8184,41,18,0,109,172010408.81,0,0,0,TTO0000545,83.07,PROTOTYPE
1999,866e6b960cba9f39,G06,1,NONPROFIT,0,1,11,2.0358,17,30,1,38,24170152.61,0,0,1,TTO0000546,2.62,PROTOTYPE
2006,b6cc0b15268cd103,A01,9,CORPORATE,1,0,6,1.0164,37,4,1,11,130534056.63,1,0,0,TTO0000547,34.55,EARLY_MARKET
2023,8a89e7607a6664fb,B29,5,CORPORATE,0,0,9,0.1011,85,14,0,17,188069239.23,0,0,1,TTO0000548,82.9,SCALE
2000,163d4e1a81eb355b,B29,5,GOV_LAB,0,0,9,2.0187,21,29,0,83,164345932.56,0,0,0,TTO0000549,75.39,SCALE
2009,dc92de6cd16278d3,G06,20,UNIVERSITY,1,0,9,3.6666,98,6,0,62,191031645.81,1,1,0,TTO0000550,96.42,PILOT
2004,1638d94f9e6f4eba,H04,12,CORPORATE,0,1,8,5.8424,87,24,1,105,198552822.08,1,0,0,TTO0000551,23.08,PILOT
2016,6fd38c7402f28f81,D06,18,UNIVERSITY,1,0,7,1.5031,63,26,1,113,39738511.4,1,0,0,TTO0000552,44.15,SCALE
2015,45611a68cce0f546,D06,19,NONPROFIT,0,1,4,4.9469,57,2,0,71,244894894.54,0,0,0,TTO0000553,37.32,MATURE
2000,b40f27eeffd98951,D06,11,OTHER,0,1,9,2.2272,25,4,1,62,77488867.45,0,0,0,TTO0000554,68.83,MATURE
2002,891b24b1eaeb6c8a,H04,9,INDIVIDUAL,0,0,7,2.86,38,28,1,92,131857137.15,0,0,0,TTO0000555,65.99,SCALE
2018,1c651460506ddcf7,G06,13,CORPORATE,1,0,5,4.403,67,23,1,7,26277309.9,1,0,1,TTO0000556,72.21,EARLY_MARKET
2021,54ccf011f1f9daec,C07,9,CORPORATE,0,1,7,3.8531,1,18,0,34,107528371.22,1,0,0,TTO0000557,51.86,SCALE
2004,db42d54488e290de,B29,3,UNIVERSITY,1,0,10,2.7783,70,15,1,16,138535536.56,1,0,0,TTO0000558,85.15,EARLY_MARKET
2009,e34121bb5c0ea0a3,G06,11,CORPORATE,0,0,3,2.79,43,1,1,109,185118572.04,1,0,0,TTO0000559,26.44,PILOT
1999,ce75ff5aa3d3226c,C07,13,UNIVERSITY,1,0,2,3.5969,40,7,0,58,106044648.54,1,0,0,TTO0000560,8.0,EARLY_MARKET
2015,ddb019ec320d48cb,A01,20,CORPORATE,0,1,4,0.0425,73,9,1,70,150340553.47,0,0,0,TTO0000561,90.4,PILOT
1999,a36aac905b91861e,H04,1,CORPORATE,0,0,6,3.659,46,13,0,30,140982099.26,0,0,0,TTO0000562,87.83,PILOT
2006,c1ad85851d096a60,F16,17,INDIVIDUAL,0,0,6,0.0041,88,13,1,94,101441246.92,1,0,0,TTO0000563,27.49,PROTOTYPE
2003,efcf19afd30c26ef,D06,17,CORPORATE,1,0,7,5.1008,78,1,0,50,171636553.09,0,0,0,TTO0000564,4.42,MATURE
2017,b02e31d89f55f745,B29,11,CORPORATE,0,1,5,4.5405,85,23,1,77,121404770.17,0,0,0,TTO0000565,81.57,EARLY_MARKET
2008,81f06915e4dc890e,D06,9,GOV_LAB,0,0,9,3.4243,29,30,1,27,122091017.32,1,1,0,TTO0000566,29.52,SCALE
2007,c75c743d6ebce2f9,G06,13,GOV_LAB,0,1,5,5.071,84,14,1,107,121411536.09,1,0,0,TTO0000567,82.46,SCALE
2016,9a5c7a574b3c5acf,G06,19,GOV_LAB,0,0,10,2.4272,55,11,1,72,136769620.42,0,1,0,TTO0000568,47.18,PILOT
2009,6dd1f892d1554d58,H04,9,CORPORATE,0,0,8,0.0672,16,12,0,83,127289702.41,0,0,0,TTO0000569,62.39,PROTOTYPE
2024,19c28b951262ee2f,G06,10,CORPORATE,0,0,6,5.6253,68,13,1,56,134852442.44,0,0,0,TTO0000570,25.16,PILOT
2023,cc11f0cc423a852b,C07,19,CORPORATE,0,0,9,5.8336,89,10,1,117,136776275.96,1,1,1,TTO0000571,75.87,SCALE
2023,41eca112bf30b7ca,H04,20,CORPORATE,0,0,7,0.416,32,9,1,30,244251066.18,0,0,0,TTO0000572,48.5,PILOT
2018,b624dbff9cceb9be,E21,2,INDIVIDUAL,0,0,2,3.9242,42,18,1,21,118512421.41,0,0,0,TTO0000573,92.88,EARLY_MARKET
2008,55500f7adaf4f793,D06,8,CORPORATE,0,0,5,2.6311,40,18,1,65,228033914.34,0,0,0,TTO0000574,92.54,EARLY_MARKET
1998,ad92b800faf0dd40,G06,2,UNIVERSITY,1,1,11,1.9964,49,10,0,84,239498831.2,1,1,0,TTO0000575,88.09,EARLY_MARKET
2003,b029729c527f5adf,Y02,4,CORPORATE,0,0,11,2.8848,37,3,0,17,189434492.98,1,0,0,TTO0000576,39.1,EARLY_MARKET
2004,3524700956c5e968,G06,16,CORPORATE,0,0,7,3.0147,49,27,1,85,44430012.73,0,0,0,TTO0000577,31.09,PILOT
2005,68c71721e143dfeb,C07,10,CORPORATE,0,0,10,5.7956,44,1,0,56,185779943.88,0,0,0,TTO0000578,13.6,EARLY_MARKET
1998,b1377b4d31f5d82e,C07,20,GOV_LAB,0,0,8,2.9783,82,12,0,13,71682729.04,0,0,0,TTO0000579,26.5,EARLY_MARKET
2007,972901132e75b226,D06,18,CORPORATE,0,0,9,4.5896,29,5,1,96,225042478.99,0,0,0,TTO0000580,56.36,EARLY_MARKET
2000,edfec42eb9f0d2ef,Y02,17,CORPORATE,0,1,4,1.6388,22,22,0,24,103020155.17,0,0,0,TTO0000581,44.73,EARLY_MARKET
2010,241963199f54c363,D06,8,GOV_LAB,0,0,9,3.8741,94,13,1,71,41287225.89,0,0,0,TTO0000582,63.51,SCALE
2017,663e1323c93309fd,A01,7,GOV_LAB,0,0,9,2.4557,68,2,0,16,102928140.93,0,0,0,TTO0000583,86.84,SCALE
2010,5c59985caa0def07,H04,9,CORPORATE,0,0,4,2.7875,81,13,1,51,81951903.06,0,0,0,TTO0000584,92.64,PILOT
2017,b80f53a39fdc40c3,H04,6,CORPORATE,0,0,7,4.6785,64,28,1,53,214576993.38,1,0,0,TTO0000585,73.31,EARLY_MARKET
2005,3fe5cff492a997a0,E21,15,CORPORATE,0,0,7,1.7734,85,1,0,21,119869792.9,0,1,0,TTO0000586,49.03,MATURE
2015,6da617c8fb1e6030,H04,18,CORPORATE,0,0,9,0.8357,93,19,0,115,67244076.46,0,0,0,TTO0000587,59.4,IDEA
2022,b92d4e6defe7d7fe,B29,15,CORPORATE,0,1,7,2.8559,11,30,1,115,197233253.66,1,0,0,TTO0000588,31.17,MATURE
2005,71e77c6e46fe6b8d,B29,11,CORPORATE,0,1,5,5.2038,79,18,0,69,174581745.63,0,0,0,TTO0000589,78.56,MATURE
2001,be40fe874f3512b1,G06,2,INDIVIDUAL,0,1,7,1.3267,21,15,0,100,235550411.76,0,0,0,TTO0000590,93.29,EARLY_MARKET
2001,f569942de458fd70,D06,11,CORPORATE,0,0,6,0.1569,69,17,1,7,179423563.26,0,0,1,TTO0000591,16.12,EARLY_MARKET
2025,dced1c915a3926de,G06,3,INDIVIDUAL,1,1,7,0.4672,89,29,0,16,53586799.07,0,0,1,TTO0000592,85.51,PROTOTYPE
2003,6167ceae5f178680,G06,2,CORPORATE,0,0,9,5.9581,75,7,0,111,86688775.41,0,0,0,TTO0000593,13.19,PILOT
2007,b10bd968fb4ffd7d,B29,13,INDIVIDUAL,0,1,13,4.9883,51,12,1,34,64307394.01,0,0,0,TTO0000594,96.98,SCALE
2007,0ee2dccab45e7400,G06,19,INDIVIDUAL,0,0,7,3.4443,81,13,0,92,138058517.67,1,0,0,TTO0000595,73.92,SCALE
2012,4a00eb1793de3897,G06,1,NONPROFIT,0,0,7,4.6413,63,12,0,3,71799034.35,0,0,0,TTO0000596,19.98,PROTOTYPE
2016,25f6e530f2926050,F16,20,CORPORATE,0,0,8,3.7255,1,23,1,16,169170900.03,0,0,0,TTO0000597,22.62,PROTOTYPE
2001,f77c8e1bac46c23e,G06,5,CORPORATE,0,0,7,3.9204,52,1,0,80,201991694.45,0,0,0,TTO0000598,19.43,SCALE
2005,bca2ae24323c3faf,C07,20,CORPORATE,0,1,11,3.8198,70,15,0,31,103654458.45,0,1,0,TTO0000599,15.37,SCALE
2005,7e643994a92e23a6,H04,14,INDIVIDUAL,0,0,5,4.5756,39,1,0,61,137093969.1,1,1,0,TTO0000600,66.4,EARLY_MARKET
2016,7351e5cbaa843037,G06,8,CORPORATE,0,0,9,2.9235,67,18,0,63,124253156.68,0,0,0,TTO0000601,85.3,IDEA
2015,eb41b10559924757,G06,15,CORPORATE,0,1,5,0.7857,25,7,0,77,199511305.77,0,0,0,TTO0000602,29.44,PILOT
2021,3765dc2d34127e10,G06,17,CORPORATE,0,0,11,2.0311,88,18,0,89,103993972.12,0,0,0,TTO0000603,26.73,IDEA
1999,97423f28b4feb61d,C07,6,CORPORATE,0,0,12,5.0533,67,18,0,93,152182413.3,0,0,0,TTO0000604,40.42,EARLY_MARKET
2022,76126c117a9b277a,A01,14,CORPORATE,0,0,6,3.4351,98,15,0,65,24759836.08,0,0,0,TTO0000605,3.67,EARLY_MARKET
2010,018e2d10b20142f1,G06,7,UNIVERSITY,1,1,6,1.7355,85,29,0,92,49469348.52,1,0,0,TTO0000606,57.95,SCALE
2005,9b2acc4e37d216e2,F16,7,GOV_LAB,0,0,6,0.4244,83,24,0,74,213317376.48,0,0,0,TTO0000607,81.24,EARLY_MARKET
2000,46e5d57520af2488,F16,19,CORPORATE,0,0,5,4.2384,26,26,0,55,216506544.53,0,0,0,TTO0000608,5.81,SCALE
2015,fa4583ec654402bf,Y02,16,CORPORATE,1,0,7,2.2277,56,19,0,18,171604210.66,0,1,0,TTO0000609,99.4,SCALE
2020,23bd95aacc5653b8,H04,10,CORPORATE,0,1,6,0.6917,42,29,1,60,241021689.82,0,1,0,TTO0000610,94.06,IDEA
2012,e717dee3c7100162,H04,16,CORPORATE,0,0,9,5.1747,35,11,1,96,216832900.2,1,1,0,TTO0000611,23.53,SCALE
2023,f7163d3981717c03,G06,17,CORPORATE,0,1,7,2.4065,91,1,0,108,185635070.15,0,1,0,TTO0000612,28.79,PILOT
2013,02896da9c5cb28ef,A01,15,NONPROFIT,0,0,7,5.4719,80,14,1,84,222439911.52,0,0,0,TTO0000613,2.81,SCALE
