safe_traffic_crash_date,safe_traffic_crash_time,safe_traffic_roadway_segment_id,safe_traffic_intersection_related_flag,safe_traffic_vehicle_count_involved,safe_traffic_pedestrian_involved_flag,safe_traffic_cyclist_involved_flag,safe_traffic_work_zone_flag,safe_traffic_weather_condition_code,safe_traffic_lighting_condition_code,safe_traffic_speed_limit_kmph,safe_traffic_estimated_travel_speed_kmph,safe_traffic_driver_impairment_flag,safe_traffic_seatbelt_use_flag,safe_traffic_airbag_deployed_flag,safe_traffic_injury_outcome_max,safe_traffic_tow_away_flag,safe_traffic_fatality_count,safe_traffic_crash_cause_primary,safe_traffic_post_crash_care_minutes
2018-12-26,22:34:26,SEG-eb80990d33ad32,N,4,N,Y,N,Clear,DarkUnlit,30,86.1,Y,Y,N,None,N,0,Unknown,196
2020-06-20,01:43:05,SEG-7027a215e9598c,Y,7,N,Y,Y,Haze,DarkLit,70,44.3,Y,Y,N,Minor,N,0,Distracted,3
2020-11-16,14:09:07,SEG-96d6cb357e4d86,Y,6,Y,Y,N,Dust,Dusk,90,57.6,N,Y,N,Serious,Y,1,PedestrianError,194
2024-05-08,09:58:11,SEG-74d24586c12cbd,Y,4,Y,Y,Y,Storm,Dusk,20,65.7,Y,Y,Y,None,N,0,SignalViolation,207
2018-04-13,14:23:24,SEG-77c387f4a21872,Y,8,Y,N,Y,Haze,Dawn,20,88.4,N,N,Y,None,Y,2,Distracted,83
2023-03-20,15:11:05,SEG-50dd3ebd19ca00,Y,7,Y,N,N,Rain,Unknown,90,23.3,N,Y,Y,None,N,0,SignalViolation,187
2024-12-24,02:06:25,SEG-20459a0d56142f,N,3,Y,Y,Y,Unknown,Daylight,20,63.5,N,N,N,None,N,0,Speeding,83
2018-05-19,05:50:44,SEG-38086dab471ea7,N,1,N,Y,Y,Clear,DarkUnlit,100,86.1,N,Y,Y,Minor,N,0,PedestrianError,222
2025-01-21,22:49:36,SEG-60b3d1ad01274e,N,1,N,Y,N,Haze,Dusk,80,11.1,Y,N,N,None,Y,0,Impairment,196
2019-12-02,18:33:56,SEG-9f1372c391d831,Y,3,Y,N,N,Haze,DarkLit,120,57.9,N,Y,N,Minor,Y,0,PedestrianError,159
2019-03-17,13:07:50,SEG-ab5f82d95782d9,N,2,Y,N,N,Dust,Daylight,20,24.0,N,Y,N,Minor,Y,0,Weather,29
2018-03-30,21:52:33,SEG-6792699b4cc65a,N,4,N,N,N,Fog,DarkLit,50,41.5,Y,N,Y,None,Y,1,SignalViolation,20
2025-12-16,02:57:15,SEG-5bff5c58101f8b,N,8,N,N,N,Haze,Unknown,50,8.9,Y,Y,Y,Minor,N,0,Mechanical,148
2020-11-28,19:34:11,SEG-f0d3678033b2af,N,5,N,Y,N,Haze,Daylight,60,10.3,Y,N,Y,None,N,0,Distracted,15
2022-01-01,13:00:50,SEG-90a6cbdeddccbd,N,4,Y,N,Y,Dust,DarkLit,90,36.1,N,N,N,Minor,N,0,SignalViolation,24
2025-07-26,19:19:27,SEG-e3a16ab8d17d87,Y,8,Y,N,N,Storm,DarkUnlit,20,83.6,Y,N,Y,Serious,Y,0,Mechanical,170
2023-03-11,23:39:06,SEG-489f90db3dd38d,N,8,N,Y,N,Unknown,Dusk,100,35.5,Y,N,N,None,N,0,Distracted,196
2023-11-19,03:41:53,SEG-5e8f022a117796,N,7,Y,N,Y,Fog,Unknown,70,48.5,N,Y,Y,Minor,Y,1,Distracted,22
2023-05-11,07:26:04,SEG-849fe260c9c626,Y,6,Y,Y,Y,Rain,DarkUnlit,60,105.7,Y,N,Y,None,Y,0,Mechanical,0
2021-02-07,18:58:11,SEG-61b6a3041745f8,Y,7,N,Y,N,Fog,Dawn,60,83.0,Y,N,Y,Minor,N,0,Weather,79
2024-09-07,23:36:46,SEG-84cf92c865689a,N,6,N,Y,Y,Rain,Daylight,80,103.5,Y,N,N,Minor,N,0,RoadCondition,116
2024-02-28,11:26:11,SEG-e55631f44c05fe,Y,1,N,Y,Y,Rain,Unknown,30,40.5,N,Y,Y,None,N,0,Distracted,216
2019-02-14,23:29:49,SEG-f48318cb1d7570,N,3,N,N,N,Storm,Unknown,50,31.8,Y,Y,N,Minor,Y,0,SignalViolation,216
2021-01-05,15:15:11,SEG-5163886db60364,Y,1,N,N,Y,Dust,DarkUnlit,40,121.2,Y,Y,N,Minor,N,0,Impairment,227
2023-12-04,10:53:06,SEG-ce8b0671b875fe,N,4,Y,Y,Y,Rain,DarkUnlit,20,94.9,Y,Y,N,Minor,N,0,Weather,97
2022-11-02,10:17:55,SEG-3a2046b0a966c4,Y,2,N,Y,N,Storm,Dusk,70,27.9,Y,Y,N,Fatal,Y,0,PedestrianError,201
2022-10-08,14:55:54,SEG-874006649990a1,N,2,Y,N,Y,Clear,Dawn,80,56.2,N,Y,N,Minor,Y,0,Unknown,44
2023-07-28,10:20:09,SEG-23e236b43e8b72,Y,3,N,N,Y,Rain,Daylight,90,103.0,Y,N,Y,Minor,N,0,Mechanical,6
2023-05-03,18:33:41,SEG-65095f8623b8e2,Y,3,Y,N,N,Dust,DarkUnlit,90,94.2,Y,N,Y,Serious,N,0,Unknown,47
2024-10-26,14:17:15,SEG-e9d815ff5d962a,Y,1,N,Y,Y,Storm,Unknown,40,121.2,Y,N,Y,Minor,Y,3,RoadCondition,54
2021-12-14,03:46:03,SEG-597ba487d7c092,N,7,Y,Y,N,Clear,Daylight,20,120.4,Y,Y,Y,None,Y,1,Impairment,86
2022-04-19,21:56:23,SEG-02609f0af40696,N,4,N,Y,Y,Clear,Dusk,100,69.6,Y,N,Y,Fatal,N,0,SignalViolation,156
2024-12-06,01:01:35,SEG-87b93129b8246f,N,5,Y,N,N,Unknown,Dusk,120,24.3,N,Y,Y,None,Y,0,PedestrianError,120
2025-01-13,09:13:41,SEG-558a0f714a95b3,N,2,N,Y,Y,Unknown,Daylight,20,41.0,N,Y,Y,Serious,Y,0,SignalViolation,20
2019-01-04,04:57:58,SEG-e93cb0a31c3545,N,3,Y,Y,Y,Dust,Daylight,100,59.2,Y,N,Y,None,Y,0,Weather,186
2022-08-16,22:02:55,SEG-22c8ea4cccc8bd,Y,6,Y,N,Y,Fog,Unknown,90,84.6,Y,N,N,Minor,N,0,Unknown,84
2024-09-10,06:06:04,SEG-39028c1fba425a,N,6,N,Y,Y,Rain,DarkUnlit,20,59.2,N,N,Y,Serious,N,0,Speeding,11
2023-01-07,09:03:36,SEG-47e19aca944dc8,N,2,N,N,Y,Rain,DarkLit,120,56.6,Y,N,N,None,Y,0,Impairment,115
2023-11-28,20:48:07,SEG-feb73692add4ca,N,5,N,N,Y,Clear,Unknown,120,30.1,Y,N,Y,Minor,N,0,Speeding,179
2024-12-09,13:16:47,SEG-1e1d0edeabfe34,N,8,Y,N,Y,Fog,Unknown,60,94.1,Y,N,N,None,N,0,PedestrianError,219
2023-09-11,09:38:36,SEG-2d528fb29ff4bc,Y,2,Y,N,N,Storm,Unknown,80,81.3,N,Y,Y,None,N,0,Speeding,58
2020-08-04,05:05:16,SEG-48ea9b7ccbf5f8,N,7,Y,Y,Y,Fog,Dawn,50,112.4,Y,N,Y,Minor,N,2,Unknown,64
2025-08-01,07:55:19,SEG-d2345f5bba6061,Y,7,Y,Y,N,Rain,DarkUnlit,30,33.9,Y,N,N,None,Y,0,Speeding,227
2019-06-01,05:40:30,SEG-32ca7fed657829,Y,7,Y,N,Y,Unknown,Unknown,50,64.4,N,N,Y,Minor,N,0,Weather,38
2025-11-08,17:25:23,SEG-e609f23e0113f6,N,3,N,N,Y,Haze,DarkLit,120,114.2,N,Y,Y,None,Y,0,Distracted,83
2023-06-14,02:52:01,SEG-165d53ba708a60,N,5,Y,N,Y,Rain,Daylight,40,72.9,Y,Y,N,None,Y,3,Speeding,78
2023-11-03,13:00:47,SEG-cd35d2a9758655,N,6,Y,N,N,Storm,Dawn,100,120.3,Y,N,N,Minor,Y,0,Unknown,199
2019-04-20,07:13:32,SEG-5da7c082fa0905,N,3,N,N,N,Clear,DarkUnlit,40,43.1,Y,Y,N,None,N,0,SignalViolation,150
2025-10-10,13:24:19,SEG-026fa2fa7e3eae,N,5,Y,Y,N,Dust,Unknown,70,53.7,Y,N,N,Serious,N,0,PedestrianError,230
2018-03-24,17:05:40,SEG-b0df4ec0184d70,Y,8,Y,N,N,Clear,Unknown,120,112.1,Y,N,N,None,Y,0,Weather,44
2025-03-09,08:24:13,SEG-f8794570c4d9ef,Y,5,N,N,Y,Dust,Dusk,80,111.8,N,N,Y,None,N,1,Weather,42
2018-12-17,15:41:19,SEG-1c6da1951a952b,Y,7,Y,N,N,Rain,Dusk,90,108.1,Y,N,Y,Minor,N,0,Unknown,86
2022-12-14,00:29:25,SEG-7499bd853d0fd2,Y,6,N,N,N,Unknown,DarkLit,100,118.0,N,N,Y,None,N,0,Mechanical,88
2020-05-19,06:45:40,SEG-0b4bd4f8bcb4a5,N,8,N,N,N,Dust,Dawn,40,45.4,Y,N,Y,None,N,0,PedestrianError,81
2025-02-20,02:18:54,SEG-a784440c247052,Y,6,Y,N,Y,Haze,Daylight,80,103.3,Y,N,N,Minor,Y,3,Distracted,38
2018-04-05,15:43:08,SEG-be597f4ddbf730,N,5,N,N,Y,Haze,Dusk,60,89.6,N,Y,N,Serious,N,0,Speeding,67
2025-07-18,04:59:52,SEG-25a0de12b0e9e4,Y,3,Y,N,N,Unknown,Unknown,30,32.3,N,Y,N,Minor,N,1,PedestrianError,236
2024-09-21,21:19:22,SEG-e12d913823befa,Y,8,N,N,N,Haze,Unknown,120,23.3,Y,N,N,None,Y,0,Impairment,27
2019-08-09,13:58:35,SEG-076de1cc9edc81,N,6,Y,N,Y,Fog,Daylight,50,78.0,N,Y,Y,Serious,Y,0,PedestrianError,196
2025-10-11,13:33:24,SEG-bc2509773b0fb4,N,6,N,N,N,Storm,Unknown,120,52.8,Y,Y,Y,Fatal,N,0,Unknown,47
2020-10-28,18:22:55,SEG-982da9b4b269f2,N,1,N,N,N,Haze,Dawn,50,123.5,Y,N,Y,Minor,Y,0,PedestrianError,4
2024-04-03,06:38:49,SEG-bd976779cb8175,Y,4,Y,Y,Y,Storm,Daylight,20,99.4,N,Y,Y,Minor,N,0,Weather,140
2023-07-11,12:32:42,SEG-61e7efc66d8193,Y,2,N,N,N,Clear,DarkUnlit,40,89.1,Y,N,N,Serious,N,0,Unknown,175
2019-05-29,18:09:13,SEG-920b01292cc6c7,Y,5,Y,N,N,Fog,DarkUnlit,80,19.4,N,Y,Y,None,Y,0,Weather,83
2020-05-29,19:02:17,SEG-eba488d487dce2,Y,4,Y,N,Y,Fog,DarkUnlit,80,50.9,N,Y,Y,Minor,N,0,Unknown,32
2021-04-12,04:50:02,SEG-3639575d1ed22f,N,3,Y,N,N,Haze,Unknown,50,80.7,N,N,N,Minor,Y,0,Weather,203
2021-07-16,15:00:27,SEG-35416eaef52d70,Y,8,N,N,Y,Unknown,Daylight,120,71.8,Y,N,Y,Minor,N,0,Weather,124
2023-07-13,04:00:07,SEG-f982f7ccd6e3c6,N,4,N,Y,Y,Fog,DarkUnlit,30,98.3,N,Y,Y,None,Y,0,Impairment,176
2024-01-17,20:14:04,SEG-7aaad3796538a5,Y,1,N,N,Y,Haze,Daylight,70,86.7,Y,Y,N,None,Y,0,SignalViolation,237
2023-01-26,07:09:25,SEG-832648aec22936,Y,4,N,N,N,Storm,Unknown,40,66.0,Y,Y,Y,Minor,N,0,Weather,224
2023-10-18,01:33:30,SEG-058fab3ed24131,N,2,Y,N,N,Clear,Unknown,70,76.3,Y,N,N,None,N,0,Impairment,101
2022-05-15,23:36:22,SEG-ba0c8aa63b3ae9,Y,4,N,N,N,Storm,Dusk,80,77.7,Y,Y,N,Serious,Y,0,SignalViolation,56
2025-03-15,12:22:36,SEG-6d7173a0783a15,N,3,Y,N,N,Clear,Dawn,20,101.9,Y,N,N,Minor,N,0,SignalViolation,70
2024-06-02,15:21:30,SEG-d622c1f780fd4d,N,6,Y,N,Y,Unknown,Dusk,80,59.6,N,N,N,Minor,N,0,SignalViolation,56
2018-08-16,06:39:08,SEG-7f4b7dfea3ad65,N,8,N,Y,Y,Rain,Unknown,20,121.9,Y,N,Y,Minor,Y,1,Speeding,1
2025-04-09,22:40:58,SEG-6ae475ea6d3306,Y,5,N,N,Y,Rain,Daylight,90,50.0,N,N,N,Minor,N,0,Speeding,108
2022-05-01,06:01:01,SEG-017db533c3e50b,Y,1,Y,N,N,Storm,DarkUnlit,80,85.4,N,N,Y,None,Y,0,Impairment,139
2022-06-28,08:31:01,SEG-d459a42108774f,Y,4,Y,N,Y,Rain,DarkLit,120,98.3,Y,Y,Y,None,N,0,Unknown,35
2020-06-22,03:50:11,SEG-2ad6203c470c0f,N,6,Y,Y,N,Clear,Dusk,20,71.0,N,N,Y,None,Y,0,SignalViolation,60
2019-09-21,21:33:31,SEG-6443c46c568e8b,Y,6,Y,Y,Y,Haze,Dawn,80,92.5,Y,Y,Y,None,Y,0,Unknown,123
2021-08-28,10:14:12,SEG-c8ef510a072992,N,2,N,N,Y,Haze,DarkUnlit,30,21.9,Y,N,Y,Minor,N,0,RoadCondition,53
2021-11-27,13:10:42,SEG-0a3ac0620dd41d,Y,8,N,Y,Y,Fog,DarkLit,80,67.2,N,N,Y,None,Y,2,Unknown,169
2022-10-10,19:51:24,SEG-fca37fbc0ec715,Y,5,N,Y,Y,Unknown,DarkLit,30,72.5,N,N,Y,None,Y,0,RoadCondition,31
2020-07-25,22:39:53,SEG-661eaf317df98c,Y,5,Y,Y,N,Fog,Dawn,90,28.6,N,Y,N,None,N,0,Mechanical,52
2022-03-22,09:30:59,SEG-649d05a607cfd2,Y,7,Y,Y,Y,Haze,Unknown,60,71.2,Y,Y,Y,Serious,N,0,Speeding,44
2018-04-16,01:41:00,SEG-1683f43d6f061e,Y,8,Y,N,Y,Clear,Daylight,30,35.5,N,N,Y,Minor,N,0,PedestrianError,193
2022-03-21,19:00:57,SEG-0d74153d13f76c,N,7,N,Y,Y,Clear,Dawn,80,97.3,N,N,Y,Minor,N,0,Mechanical,58
2018-02-07,07:01:01,SEG-e7d2e7be35293c,N,2,N,N,Y,Fog,Daylight,60,101.2,Y,N,Y,None,N,0,Impairment,169
2022-11-30,23:16:34,SEG-548ae0925c08e6,Y,5,N,N,Y,Dust,Dawn,80,88.5,Y,Y,Y,Minor,Y,0,Weather,8
2020-07-19,12:28:11,SEG-85a99323639e7e,N,1,N,N,N,Rain,Dusk,60,60.5,Y,Y,Y,None,N,0,Mechanical,61
2019-04-19,12:26:40,SEG-eec60ee7fe98d7,N,4,Y,N,N,Fog,DarkUnlit,50,56.6,Y,N,Y,Minor,Y,0,Weather,227
2018-09-03,10:43:28,SEG-670368a5372e46,Y,2,Y,N,Y,Unknown,Daylight,30,37.3,Y,Y,N,None,N,0,RoadCondition,203
2025-06-07,20:01:45,SEG-cac70884d33041,Y,3,N,Y,Y,Dust,Dawn,100,48.4,Y,Y,N,None,N,0,Speeding,195
2024-08-14,06:05:12,SEG-26399e51b695f0,Y,4,N,N,Y,Clear,DarkLit,20,81.4,N,Y,Y,Minor,Y,0,Unknown,205
2024-01-28,12:54:05,SEG-ce8d4902070d71,N,7,Y,N,N,Haze,Dusk,50,85.1,Y,Y,Y,Minor,N,0,Distracted,226
2018-12-30,10:10:32,SEG-1181aa42b0ebda,N,8,Y,N,N,Storm,Dawn,60,18.2,N,N,Y,Minor,N,0,SignalViolation,37
2022-04-07,07:06:25,SEG-3d2a41d5dc4b00,N,3,Y,Y,Y,Clear,Daylight,20,37.0,Y,N,N,Minor,Y,0,Weather,126
2022-06-18,10:41:17,SEG-f5efea309678a4,Y,4,Y,N,Y,Dust,Daylight,30,116.0,Y,Y,N,None,N,0,Weather,143
2025-01-06,15:03:53,SEG-bb987f8aad4710,N,6,N,N,N,Fog,DarkUnlit,60,60.1,Y,N,N,None,Y,0,Unknown,57
2023-03-28,22:20:12,SEG-d91f6596120298,Y,4,N,Y,N,Unknown,Dawn,50,55.8,N,Y,Y,None,Y,0,SignalViolation,223
2024-06-13,18:04:28,SEG-07b067dbf3a100,Y,8,N,N,N,Storm,Daylight,80,14.5,N,N,Y,None,Y,0,Distracted,30
2021-12-22,04:12:54,SEG-a1a513f22bb1b4,Y,4,N,N,N,Unknown,DarkLit,50,37.3,N,Y,N,Minor,N,0,Distracted,197
2018-10-09,21:14:16,SEG-ee4744b91cfa53,N,6,Y,Y,Y,Haze,Unknown,120,82.3,N,N,Y,Minor,N,0,Impairment,9
2021-09-25,16:07:32,SEG-315fb23dc25fec,Y,1,Y,Y,Y,Fog,Dusk,70,117.6,Y,Y,N,Minor,Y,0,Mechanical,197
2025-04-01,16:36:29,SEG-5d94545aad2a13,N,6,Y,N,Y,Storm,DarkLit,30,77.2,N,Y,Y,None,Y,0,RoadCondition,231
2024-01-12,07:47:08,SEG-80f95fba9bccd6,Y,3,Y,N,N,Dust,DarkUnlit,40,120.8,Y,Y,Y,Minor,Y,1,Unknown,32
2021-03-05,20:25:28,SEG-c1dbff6c7c33a4,N,2,Y,N,N,Clear,DarkUnlit,30,69.9,N,Y,N,Minor,Y,0,PedestrianError,169
2024-07-01,20:51:12,SEG-8f00ce5afed6c4,N,5,Y,N,N,Rain,DarkUnlit,30,39.4,Y,Y,Y,Minor,Y,0,Impairment,81
2023-04-25,16:19:11,SEG-2fbc4265350da3,N,8,N,N,N,Unknown,Dawn,30,74.0,N,N,Y,None,N,0,Speeding,107
2023-03-02,07:45:27,SEG-e822a93cdba5ed,N,6,N,N,Y,Unknown,DarkUnlit,30,67.0,N,N,Y,None,Y,0,Speeding,87
2024-07-03,02:00:41,SEG-10f221e533e961,Y,1,N,N,N,Haze,Unknown,80,70.2,N,N,N,Minor,Y,0,Impairment,69
2023-05-07,20:59:44,SEG-f375b71cd92a58,N,2,Y,Y,Y,Unknown,Daylight,40,48.1,Y,Y,N,Serious,N,0,SignalViolation,227
2025-09-27,11:23:49,SEG-ceefa3e3fe07fc,Y,3,Y,Y,Y,Haze,Daylight,40,59.1,N,Y,Y,None,Y,0,Impairment,71
2024-05-30,08:08:34,SEG-9de030e00ba48f,N,2,Y,Y,Y,Fog,DarkUnlit,120,98.5,Y,N,Y,Minor,Y,0,PedestrianError,31
2018-10-04,02:43:06,SEG-a06c2a61b231b9,N,6,Y,Y,Y,Unknown,Unknown,30,36.8,N,Y,N,None,Y,0,SignalViolation,0
2023-04-01,12:37:38,SEG-e6e6f059357602,N,1,Y,N,Y,Dust,DarkUnlit,40,124.9,Y,N,Y,Minor,N,0,Speeding,168
2018-04-03,21:11:28,SEG-e0b81738380936,Y,4,Y,N,Y,Clear,Daylight,40,60.4,N,N,Y,None,Y,2,Impairment,126
2020-06-01,13:10:45,SEG-ffd90d7c6c4cf3,N,3,N,N,N,Unknown,DarkUnlit,90,97.0,Y,Y,Y,Minor,N,0,Speeding,7
2025-04-03,16:49:15,SEG-94d2a77bcfa58c,N,7,Y,Y,Y,Dust,Dawn,20,18.4,Y,Y,N,None,Y,0,RoadCondition,72
2023-03-25,16:55:50,SEG-b83a30cbe2b844,N,5,N,N,Y,Storm,DarkLit,40,118.4,N,Y,N,None,N,0,Weather,27
2018-03-02,00:09:54,SEG-21fbe45453ad18,Y,2,N,Y,N,Dust,DarkLit,30,46.0,Y,Y,Y,Minor,Y,1,RoadCondition,71
2021-09-30,14:01:10,SEG-9670375522bf98,N,7,Y,Y,N,Rain,DarkLit,30,88.9,N,Y,Y,None,N,0,Weather,92
2019-05-19,19:11:49,SEG-d1f5d5e85ba60c,Y,7,N,N,Y,Haze,Dusk,60,112.0,N,N,Y,Minor,Y,0,Distracted,200
2022-06-23,15:43:02,SEG-846c34b0b14f2e,Y,3,Y,N,Y,Rain,Dawn,70,101.6,N,N,N,Minor,Y,0,PedestrianError,10
2018-12-04,10:26:42,SEG-6b97b3ecd856e1,N,3,Y,Y,N,Storm,DarkUnlit,100,95.9,N,N,N,None,N,0,Speeding,159
2025-08-31,08:06:59,SEG-476241760b0118,N,2,Y,Y,Y,Fog,Dusk,100,10.0,N,N,N,Minor,N,0,Weather,139
2025-04-12,02:48:49,SEG-8bc38ba85f7f97,Y,5,Y,Y,Y,Unknown,Dawn,40,13.9,N,Y,N,Serious,Y,0,PedestrianError,127
2025-09-20,19:54:42,SEG-5e98ee7c2bdce7,Y,4,Y,N,N,Rain,DarkUnlit,70,26.9,Y,N,Y,Minor,N,1,Distracted,209
2024-03-24,04:45:02,SEG-83d718d3c89789,Y,1,N,N,Y,Haze,DarkLit,40,56.1,Y,N,Y,None,N,0,Impairment,52
2024-12-28,16:14:50,SEG-e27ecfd6ffee81,Y,3,N,Y,Y,Clear,Daylight,120,7.8,N,N,N,Minor,Y,0,Unknown,213
2023-04-15,06:19:40,SEG-1209d950de5feb,N,4,N,N,Y,Rain,Daylight,50,72.7,N,N,Y,Minor,Y,0,Weather,12
2023-02-28,04:14:13,SEG-9c6464d409c703,N,5,N,Y,N,Dust,Daylight,70,75.0,Y,N,Y,None,N,0,SignalViolation,114
2019-01-03,16:04:11,SEG-7fecc7d19de53a,N,7,Y,Y,N,Fog,Daylight,60,101.0,N,N,N,Serious,Y,0,Mechanical,105
2022-02-25,04:34:33,SEG-7bf567ee2ce227,Y,4,N,Y,N,Dust,Daylight,90,53.7,Y,N,Y,None,N,0,Weather,17
2021-01-04,17:09:19,SEG-102f66a8e4be78,N,2,Y,N,Y,Haze,Dawn,70,83.0,Y,Y,Y,Minor,Y,0,SignalViolation,227
2022-02-27,02:27:02,SEG-01a68b5e982d37,N,3,Y,N,Y,Dust,DarkLit,50,92.3,Y,N,Y,Minor,Y,0,PedestrianError,159
2018-02-23,09:10:33,SEG-a5dd79ef3b4281,Y,3,Y,Y,Y,Storm,Unknown,100,16.6,Y,Y,N,Minor,N,0,Distracted,188
2024-01-13,20:22:57,SEG-41ec54b077357b,Y,3,N,N,N,Rain,DarkUnlit,100,106.3,N,Y,N,Minor,Y,0,Distracted,225
2019-11-24,11:57:06,SEG-c5f48c61860adc,Y,4,N,N,Y,Dust,Dawn,80,73.5,Y,Y,Y,Serious,Y,0,Mechanical,113
2025-02-15,18:05:03,SEG-2c29ee77cc841e,N,1,N,N,Y,Rain,Unknown,40,90.1,N,Y,Y,Minor,Y,0,Weather,55
2020-11-01,05:35:26,SEG-ab9feebf3be6c1,N,8,Y,N,Y,Storm,DarkLit,60,111.9,Y,Y,Y,None,Y,0,RoadCondition,206
2022-09-24,19:40:48,SEG-05a2011fe2db37,N,2,Y,N,Y,Rain,Dusk,100,10.8,N,Y,N,None,N,0,Mechanical,43
2020-11-12,00:41:31,SEG-20606467d133b1,N,6,N,N,N,Haze,Dawn,60,58.1,Y,Y,Y,None,Y,0,PedestrianError,143
2021-08-10,08:22:25,SEG-5767c672851e1a,N,6,N,Y,Y,Unknown,Daylight,30,38.9,N,Y,N,Minor,N,0,Weather,96
2023-04-17,19:44:15,SEG-256112df5a7f9f,N,7,Y,Y,N,Storm,Dawn,80,7.4,Y,Y,Y,Serious,N,1,Distracted,134
2023-10-18,07:17:51,SEG-834d04cf77d358,Y,2,Y,Y,Y,Storm,Dusk,120,54.1,N,N,Y,None,N,0,Distracted,77
2023-03-09,03:23:28,SEG-24163d9b516db6,N,7,N,Y,N,Clear,Unknown,100,90.1,N,N,Y,None,N,0,Impairment,224
2023-01-10,17:33:54,SEG-44d3c6d25cfacf,N,6,Y,Y,N,Haze,DarkLit,30,39.5,N,N,Y,Serious,N,0,Impairment,227
2018-05-11,12:19:51,SEG-2526fe22b888c8,Y,8,N,Y,Y,Storm,Dusk,120,28.4,Y,Y,Y,None,N,0,Weather,141
2022-10-23,07:37:15,SEG-803b2112a2427c,N,3,Y,N,Y,Fog,Dawn,20,38.6,N,Y,N,Serious,N,0,Unknown,60
2019-12-06,15:31:34,SEG-0faaad7659d72e,N,8,N,N,Y,Rain,Unknown,60,12.4,N,N,N,None,Y,0,Distracted,94
2025-05-11,13:09:10,SEG-f8b967d4334c08,Y,7,N,Y,N,Unknown,DarkUnlit,90,85.0,N,Y,Y,None,Y,0,Distracted,202
2021-05-07,17:24:41,SEG-ea3d359356d20f,Y,6,Y,N,Y,Clear,Unknown,90,53.3,Y,N,N,Minor,Y,0,Mechanical,134
2018-10-11,03:04:50,SEG-7a2d5fdce71a44,N,4,N,N,Y,Dust,DarkLit,90,16.8,Y,Y,N,Serious,Y,0,Weather,59
2024-11-28,11:21:33,SEG-7ed862ebacc550,Y,4,Y,N,N,Fog,DarkLit,80,61.0,Y,Y,Y,Minor,Y,0,Weather,213
2020-04-11,11:07:41,SEG-926ba952a47282,Y,7,Y,Y,Y,Storm,Daylight,120,121.7,N,N,Y,Minor,Y,0,Unknown,165
2021-06-03,16:44:19,SEG-b263960c17c9a9,N,3,Y,Y,Y,Fog,Dusk,100,96.5,N,Y,Y,None,N,0,SignalViolation,226
2022-07-27,18:47:22,SEG-6aa8e9695789b7,Y,6,Y,Y,Y,Clear,Daylight,70,16.3,N,Y,N,Minor,Y,0,Mechanical,22
2023-04-30,12:57:38,SEG-fa97920d946df5,N,4,N,Y,Y,Storm,Unknown,120,38.3,Y,N,Y,None,Y,0,Mechanical,80
2023-12-19,08:52:05,SEG-f1a12f5e3ac272,Y,8,N,Y,Y,Clear,DarkUnlit,40,104.1,N,Y,Y,Minor,N,0,SignalViolation,172
2021-08-23,19:07:22,SEG-9ab0a78cd22eb5,N,7,Y,N,Y,Storm,Dawn,60,17.6,Y,Y,Y,Serious,Y,0,SignalViolation,65
2023-02-24,01:03:22,SEG-e24d341bcd6bfd,Y,5,Y,Y,N,Rain,Dawn,90,38.8,Y,Y,N,Minor,N,1,Unknown,173
2019-08-16,17:35:10,SEG-d79f0cf4ffd45e,N,5,Y,N,Y,Dust,Daylight,90,7.0,Y,Y,N,Minor,N,0,Weather,155
2020-06-20,02:20:34,SEG-bf21654b8c6c8b,N,7,Y,N,Y,Fog,DarkUnlit,70,34.9,N,N,N,Minor,N,0,SignalViolation,77
2022-07-05,04:34:29,SEG-5695eec588b1b4,N,3,Y,Y,N,Dust,Dusk,90,114.7,Y,Y,Y,None,Y,0,Distracted,29
2020-05-14,19:32:53,SEG-9112dec4dcf4f1,Y,3,Y,N,N,Storm,Dusk,20,45.4,N,N,N,Minor,Y,0,Impairment,238
2018-08-29,11:51:34,SEG-0c348f6df92527,Y,3,N,Y,Y,Rain,Dusk,90,40.0,N,Y,N,Minor,N,0,Weather,181
2024-09-07,12:37:28,SEG-f1543bd185611a,N,8,Y,N,Y,Rain,Dusk,20,10.1,Y,Y,Y,Minor,Y,0,Mechanical,178
2024-02-20,23:31:10,SEG-1cb06365e76c76,N,1,Y,N,Y,Clear,DarkLit,60,74.8,Y,Y,Y,Serious,Y,0,SignalViolation,211
2018-08-25,20:01:58,SEG-469d01d0859568,Y,8,N,Y,N,Unknown,DarkUnlit,20,98.8,N,N,N,Minor,Y,0,SignalViolation,106
2018-09-19,01:48:49,SEG-e0b1f3d2910b0c,N,3,Y,N,Y,Fog,Dawn,40,72.0,Y,Y,N,Minor,N,0,Weather,142
2019-10-25,03:53:00,SEG-c3d59290c6b4b3,N,8,Y,N,Y,Fog,Dusk,100,76.3,Y,Y,Y,None,N,0,Speeding,174
2023-04-10,06:16:26,SEG-ccfbef11b56d64,N,2,Y,N,N,Clear,Dusk,70,53.7,N,N,N,None,Y,1,Weather,225
2023-05-09,21:39:34,SEG-f0f9737efcc58c,Y,8,N,N,N,Dust,DarkUnlit,40,19.5,N,Y,Y,None,Y,0,RoadCondition,180
2021-07-19,01:36:45,SEG-3fd0124cf7ae33,Y,1,Y,Y,Y,Unknown,Dusk,70,99.3,Y,Y,N,Serious,Y,0,Speeding,25
