tech_cover_mapping_release_date,tech_cover_provider_id_fcc,tech_cover_technology_code,tech_cover_max_advertised_down_mbps,tech_cover_max_advertised_up_mbps,tech_cover_latency_category,tech_cover_data_cap_gb,tech_cover_coverage_area_hex_id,tech_cover_served_location_count,tech_cover_unserved_location_count,tech_cover_underserved_location_count,tech_cover_challenge_filed_count,tech_cover_challenge_upheld_count,tech_cover_middle_mile_presence_flag,tech_cover_backhaul_distance_km,tech_cover_last_mile_medium_code,tech_cover_spectrum_band_code,tech_cover_grant_funded_flag,tech_cover_permit_obstacle_index,tech_cover_coverage_confidence_score
2021-05-30,9449746,FIXED_WIRELESS,50.0,10.7,LOW,5000,HEX0000000516,24683,17826,12388,40,40,0,43.57,UNDERGROUND,NONE,0,0.1494,42.12
2021-05-31,6865987,CABLE,50.0,37.1,UNKNOWN,0,HEX0000000517,21806,9405,11050,284,284,0,25.98,WIRELESS,MIDBAND,0,0.547,11.25
2021-06-01,8150001,FIXED_WIRELESS,300.0,215.1,LOW,0,HEX0000000518,12949,206,12636,138,100,1,159.36,AERIAL,MIDBAND,0,0.075,73.91
2021-06-02,4864004,CABLE,1000.0,253.0,HIGH,1000,HEX0000000519,23211,22877,5799,329,103,1,329.88,HYBRID,NONE,0,0.5394,20.99
2021-06-03,8813421,CABLE,1000.0,265.8,LOW,5000,HEX0000000520,14288,561,14947,161,88,0,345.28,HYBRID,NONE,1,0.8083,75.9
2021-06-04,3725194,DSL,200.0,105.3,LOW,2000,HEX0000000521,10864,20659,21969,273,273,0,281.85,AERIAL,NONE,0,0.1561,82.59
2021-06-05,8411868,DSL,50.0,26.9,HIGH,1000,HEX0000000522,392,13916,16624,228,228,1,29.44,UNDERGROUND,NONE,1,0.5195,7.83
2021-06-06,1635658,SATELLITE,50.0,5.0,LOW,1000,HEX0000000523,20604,18604,18133,57,20,0,191.41,AERIAL,NONE,0,0.0419,27.0
2021-06-07,7547208,CABLE,2000.0,1261.7,MEDIUM,2000,HEX0000000524,9070,7036,7136,7,7,0,273.17,UNDERGROUND,MIDBAND,1,0.0426,19.76
2021-06-08,9350191,SATELLITE,500.0,30.8,LOW,5000,HEX0000000525,9425,14334,18428,382,28,1,241.81,UNDERGROUND,NONE,1,0.0182,56.53
2021-06-09,6677637,CABLE,300.0,64.7,UNKNOWN,1000,HEX0000000526,20781,10511,16059,379,209,0,225.97,AERIAL,NONE,0,0.449,61.3
2021-06-10,2157443,FIBER,200.0,78.9,LOW,0,HEX0000000527,17269,15403,17652,118,118,0,157.79,AERIAL,UNLICENSED,0,0.7944,67.44
2021-06-11,3318656,FIBER,200.0,168.1,LOW,2000,HEX0000000528,17083,12136,8220,366,160,0,194.9,UNDERGROUND,MIDBAND,0,0.6973,22.97
2021-06-12,3125129,CABLE,1000.0,300.7,LOW,2000,HEX0000000529,22274,4262,7212,5,5,0,182.45,AERIAL,NONE,0,0.1471,0.1
2021-06-13,5871394,CABLE,300.0,154.7,MEDIUM,500,HEX0000000530,19955,160,11195,371,21,1,200.72,AERIAL,NONE,1,0.92,8.56
2021-06-14,1967893,CABLE,100.0,82.8,LOW,0,HEX0000000531,804,4784,22912,266,81,1,234.5,AERIAL,SUB6,1,0.2014,52.52
2021-06-15,8383822,FIXED_WIRELESS,300.0,92.8,HIGH,2000,HEX0000000532,22503,9968,6575,71,71,0,150.25,UNDERGROUND,SUB6,1,0.5989,85.49
2021-06-16,6791963,SATELLITE,500.0,55.2,HIGH,1000,HEX0000000533,3202,12880,12511,250,250,0,242.92,UNDERGROUND,MMWAVE,0,0.1045,30.93
2021-06-17,7499359,CABLE,200.0,167.1,HIGH,2000,HEX0000000534,1002,5631,5725,16,16,0,55.49,WIRELESS,NONE,1,0.4366,48.68
2021-06-18,5604827,DSL,100.0,14.8,LOW,2000,HEX0000000535,11653,12525,12922,292,292,1,289.21,HYBRID,NONE,1,0.5989,87.32
2021-06-19,3075732,FIXED_WIRELESS,200.0,130.0,LOW,5000,HEX0000000536,8951,3072,3566,2,2,0,213.94,UNDERGROUND,NONE,1,0.3613,60.26
2021-06-20,2701064,FIXED_WIRELESS,50.0,2.8,UNKNOWN,250,HEX0000000537,1858,15865,24402,359,232,1,42.71,AERIAL,MIDBAND,0,0.9863,5.19
2021-06-21,2615941,CABLE,100.0,68.2,LOW,500,HEX0000000538,15243,21593,23364,184,43,1,235.82,UNDERGROUND,MIDBAND,0,0.3395,37.95
2021-06-22,9920512,FIBER,200.0,110.0,LOW,2000,HEX0000000539,16819,5820,16215,305,216,1,59.51,HYBRID,NONE,0,0.6177,83.64
2021-06-23,7380805,DSL,100.0,54.9,LOW,1000,HEX0000000540,7510,13591,1508,48,48,0,319.92,AERIAL,UNLICENSED,1,0.7322,54.96
2021-06-24,6424022,FIXED_WIRELESS,25.0,15.9,UNKNOWN,0,HEX0000000541,13812,23418,4604,304,304,1,301.49,HYBRID,MMWAVE,0,0.9983,98.27
2021-06-25,3243751,OTHER,100.0,76.9,HIGH,1000,HEX0000000542,9111,18014,24050,2,2,1,20.09,WIRELESS,MIDBAND,1,0.395,85.92
2021-06-26,5862422,CABLE,300.0,138.2,LOW,250,HEX0000000543,15968,10861,24739,151,122,0,302.74,AERIAL,SUB6,0,0.5619,78.46
2021-06-27,1384221,FIXED_WIRELESS,50.0,19.5,MEDIUM,2000,HEX0000000544,8865,24171,8617,396,287,1,234.13,AERIAL,MMWAVE,0,0.8003,8.65
2021-06-28,7461992,CABLE,300.0,194.3,LOW,500,HEX0000000545,22477,12038,18979,17,17,0,154.53,AERIAL,SUB6,1,0.6347,33.58
2021-06-29,4743636,OTHER,50.0,23.1,HIGH,0,HEX0000000546,12686,22953,19902,28,28,1,62.94,AERIAL,UNLICENSED,1,0.9288,17.67
2021-06-30,4033797,CABLE,200.0,47.8,HIGH,1000,HEX0000000547,7143,4671,9378,15,8,0,105.89,HYBRID,NONE,1,0.1764,63.73
2021-07-01,8223076,DSL,300.0,166.8,MEDIUM,2000,HEX0000000548,18788,18501,15354,394,362,1,316.78,WIRELESS,UNLICENSED,0,0.0009,46.46
2021-07-02,8223054,FIXED_WIRELESS,50.0,20.9,UNKNOWN,2000,HEX0000000549,6004,16059,5668,342,6,0,341.31,HYBRID,MMWAVE,0,0.6216,33.94
2021-07-03,3206955,FIXED_WIRELESS,100.0,25.1,LOW,2000,HEX0000000550,1266,4238,378,195,141,0,147.62,UNDERGROUND,MIDBAND,0,0.5898,22.62
2021-07-04,4616574,CABLE,500.0,42.1,LOW,2000,HEX0000000551,7673,9090,16175,62,50,1,178.11,HYBRID,SUB6,0,0.965,70.77
2021-07-05,5604927,FIXED_WIRELESS,25.0,8.5,LOW,5000,HEX0000000552,460,13085,17251,35,35,1,311.65,AERIAL,UNLICENSED,1,0.5355,25.47
2021-07-06,1697267,FIBER,50.0,41.9,UNKNOWN,5000,HEX0000000553,11505,3165,9472,256,256,1,203.05,WIRELESS,MIDBAND,0,0.8261,68.14
2021-07-07,1101330,CABLE,200.0,119.6,HIGH,0,HEX0000000554,19824,17381,12616,334,289,0,281.13,AERIAL,MIDBAND,0,0.4335,85.43
2021-07-08,4920338,CABLE,100.0,27.5,LOW,0,HEX0000000555,20115,2593,6709,202,84,0,82.58,UNDERGROUND,MMWAVE,1,0.7196,43.58
2021-07-09,3073451,COPPER,100.0,5.2,MEDIUM,0,HEX0000000556,15589,24794,5112,164,52,0,126.29,AERIAL,MMWAVE,0,0.1184,18.44
2021-07-10,2298740,FIXED_WIRELESS,500.0,244.0,HIGH,250,HEX0000000557,13019,15068,9690,245,245,1,250.97,AERIAL,MIDBAND,1,0.8712,79.7
2021-07-11,2824052,FIXED_WIRELESS,200.0,58.2,MEDIUM,2000,HEX0000000558,694,7879,1355,179,179,0,207.92,UNDERGROUND,SUB6,0,0.2459,84.89
2021-07-12,9473598,SATELLITE,100.0,55.9,LOW,1000,HEX0000000559,17524,8113,22900,271,185,1,23.49,UNDERGROUND,MIDBAND,0,0.1926,53.32
2021-07-13,1839215,FIXED_WIRELESS,1000.0,231.6,MEDIUM,2000,HEX0000000560,9628,2799,23567,44,44,0,218.69,HYBRID,MIDBAND,1,0.0781,31.92
2021-07-14,9839672,SATELLITE,300.0,53.5,LOW,0,HEX0000000561,2733,3924,8307,30,30,1,317.88,UNDERGROUND,SUB6,0,0.3658,12.74
2021-07-15,7004304,CABLE,100.0,17.9,HIGH,500,HEX0000000562,380,17513,22385,134,91,0,52.04,AERIAL,SUB6,1,0.2021,33.61
2021-07-16,1902563,CABLE,200.0,145.6,UNKNOWN,2000,HEX0000000563,5935,15971,20740,88,88,0,177.18,HYBRID,SUB6,0,0.564,66.75
2021-07-17,2566869,CABLE,1000.0,98.7,MEDIUM,2000,HEX0000000564,19670,23734,7077,369,265,0,123.66,AERIAL,MIDBAND,1,0.2325,78.17
2021-07-18,8861834,CABLE,200.0,128.9,LOW,250,HEX0000000565,18273,18498,24022,17,17,0,121.11,WIRELESS,NONE,0,0.1936,95.92
2021-07-19,9312040,DSL,100.0,28.8,MEDIUM,250,HEX0000000566,16403,10044,4199,118,118,0,28.03,AERIAL,UNLICENSED,1,0.2233,77.43
2021-07-20,3079699,DSL,100.0,81.7,LOW,0,HEX0000000567,18193,7613,7678,9,9,0,322.16,UNDERGROUND,MIDBAND,0,0.1768,50.82
2021-07-21,7295611,FIXED_WIRELESS,100.0,77.6,HIGH,1000,HEX0000000568,13846,19168,19856,198,149,0,26.91,UNDERGROUND,NONE,1,0.5019,18.98
2021-07-22,6863458,FIXED_WIRELESS,1000.0,447.2,LOW,250,HEX0000000569,22372,22107,4239,16,16,0,89.85,UNDERGROUND,NONE,0,0.7456,29.24
2021-07-23,1238562,FIXED_WIRELESS,200.0,159.3,LOW,1000,HEX0000000570,1456,7970,15439,321,11,0,98.36,AERIAL,NONE,0,0.6565,66.27
2021-07-24,5829195,CABLE,500.0,223.1,LOW,250,HEX0000000571,21694,20824,12138,85,85,1,120.41,HYBRID,SUB6,0,0.8512,2.69
2021-07-25,1398763,FIBER,500.0,156.3,MEDIUM,500,HEX0000000572,9812,12441,6375,200,200,1,177.56,AERIAL,UNLICENSED,0,0.1515,83.06
2021-07-26,5213919,CABLE,200.0,158.9,HIGH,2000,HEX0000000573,436,4444,4739,22,22,0,261.53,AERIAL,SUB6,1,0.4247,30.27
2021-07-27,3633533,FIBER,500.0,399.1,LOW,0,HEX0000000574,3900,4908,11838,202,202,0,228.88,WIRELESS,MMWAVE,0,0.3917,55.48
2021-07-28,8949270,CABLE,1000.0,344.9,MEDIUM,500,HEX0000000575,22626,18241,635,205,205,1,70.85,WIRELESS,NONE,0,0.1462,43.23
2021-07-29,2047962,FIXED_WIRELESS,200.0,109.0,UNKNOWN,2000,HEX0000000576,20846,22270,2532,261,124,0,20.52,AERIAL,UNLICENSED,1,0.7966,33.57
2021-07-30,5665358,OTHER,200.0,67.2,UNKNOWN,0,HEX0000000577,5089,15179,4852,208,13,1,228.12,HYBRID,SUB6,1,0.4538,93.17
2021-07-31,6585470,OTHER,200.0,93.9,MEDIUM,0,HEX0000000578,20374,15742,10216,384,307,0,188.14,AERIAL,MMWAVE,1,0.6037,92.15
2021-08-01,2478504,FIXED_WIRELESS,100.0,53.8,HIGH,0,HEX0000000579,22002,1338,24426,295,271,1,301.58,AERIAL,NONE,0,0.7286,60.46
2021-08-02,1477950,SATELLITE,200.0,70.4,LOW,0,HEX0000000580,15363,23618,613,214,58,0,15.14,WIRELESS,NONE,1,0.7466,45.08
2021-08-03,4889618,DSL,300.0,144.9,LOW,1000,HEX0000000581,23959,8866,24448,224,224,0,321.68,AERIAL,UNLICENSED,0,0.7445,54.8
2021-08-04,3854895,COPPER,50.0,28.9,HIGH,0,HEX0000000582,11015,11045,21796,266,20,0,107.58,AERIAL,MIDBAND,0,0.1805,53.89
2021-08-05,1287366,FIBER,25.0,10.3,LOW,0,HEX0000000583,1394,13228,636,157,30,0,15.08,WIRELESS,NONE,1,0.8473,51.76
2021-08-06,1513221,CABLE,200.0,13.3,HIGH,500,HEX0000000584,107,23083,11930,143,143,1,83.3,AERIAL,SUB6,1,0.6216,8.14
2021-08-07,8905997,COPPER,50.0,13.7,LOW,0,HEX0000000585,19438,20018,5905,246,90,0,143.15,UNDERGROUND,NONE,0,0.4253,30.64
2021-08-08,2943639,DSL,1000.0,524.9,HIGH,0,HEX0000000586,10688,923,5476,115,115,0,149.65,WIRELESS,NONE,0,0.8073,36.09
2021-08-09,6293361,DSL,200.0,158.2,HIGH,2000,HEX0000000587,18247,21844,11548,12,12,0,63.33,UNDERGROUND,MIDBAND,0,0.1299,37.9
2021-08-10,6402215,CABLE,500.0,124.5,MEDIUM,0,HEX0000000588,9596,20689,20788,22,22,1,254.23,UNDERGROUND,NONE,0,0.7497,49.48
2021-08-11,9221473,FIBER,300.0,37.0,LOW,2000,HEX0000000589,24160,12416,13235,145,145,0,21.24,HYBRID,NONE,1,0.4375,43.37
2021-08-12,6397462,DSL,100.0,63.8,MEDIUM,0,HEX0000000590,2768,17592,18568,324,9,0,274.58,UNDERGROUND,NONE,0,0.7896,8.96
2021-08-13,3109925,FIBER,200.0,54.5,HIGH,5000,HEX0000000591,7957,23745,12603,205,205,1,74.14,UNDERGROUND,NONE,1,0.4942,55.99
2021-08-14,2928898,SATELLITE,500.0,252.8,HIGH,1000,HEX0000000592,15088,5426,11126,98,98,0,295.78,UNDERGROUND,MMWAVE,0,0.7525,14.49
2021-08-15,1697548,SATELLITE,200.0,69.1,UNKNOWN,500,HEX0000000593,22207,11282,5293,245,230,0,132.56,WIRELESS,UNLICENSED,0,0.6186,98.67
2021-08-16,3733008,CABLE,50.0,6.7,UNKNOWN,1000,HEX0000000594,6435,16392,10829,318,299,0,15.36,WIRELESS,UNLICENSED,0,0.5101,39.89
2021-08-17,4836677,CABLE,50.0,34.1,LOW,2000,HEX0000000595,13704,13921,8258,354,99,0,145.44,HYBRID,NONE,0,0.8468,88.53
2021-08-18,1488494,CABLE,500.0,356.6,UNKNOWN,1000,HEX0000000596,24240,7228,2479,135,135,1,42.38,UNDERGROUND,MIDBAND,0,0.5534,22.66
2021-08-19,8003445,SATELLITE,1000.0,226.3,MEDIUM,500,HEX0000000597,24292,15745,22898,379,205,0,200.43,WIRELESS,SUB6,1,0.2944,34.07
2021-08-20,4288240,FIBER,2000.0,134.2,UNKNOWN,5000,HEX0000000598,17437,16029,7209,78,78,0,150.84,AERIAL,NONE,0,0.6656,5.36
2021-08-21,6559558,FIBER,500.0,240.4,MEDIUM,5000,HEX0000000599,24645,24640,22635,221,113,1,65.96,AERIAL,UNLICENSED,0,0.5297,39.59
2021-08-22,1543849,FIXED_WIRELESS,25.0,2.3,MEDIUM,500,HEX0000000600,2331,4992,6596,212,212,1,91.37,AERIAL,NONE,1,0.8939,2.39
2021-08-23,1940898,CABLE,200.0,61.9,LOW,2000,HEX0000000601,21408,1562,16095,248,22,0,289.33,HYBRID,NONE,0,0.9647,86.6
2021-08-24,7531700,CABLE,2000.0,373.7,UNKNOWN,500,HEX0000000602,3699,5091,20685,281,180,0,237.81,AERIAL,NONE,0,0.4406,95.35
2021-08-25,2041901,CABLE,500.0,32.4,MEDIUM,1000,HEX0000000603,998,8249,14448,129,129,0,295.78,AERIAL,MMWAVE,1,0.4723,76.71
2021-08-26,3098773,SATELLITE,25.0,2.3,LOW,1000,HEX0000000604,2737,18642,5738,11,11,0,0.28,AERIAL,MMWAVE,0,0.083,5.51
2021-08-27,1746460,FIBER,50.0,41.1,MEDIUM,1000,HEX0000000605,24026,6368,19136,37,37,1,227.68,WIRELESS,MIDBAND,1,0.7416,0.18
2021-08-28,9287226,DSL,100.0,10.3,MEDIUM,0,HEX0000000606,18862,22787,3429,298,298,0,73.42,AERIAL,SUB6,0,0.4102,79.14
2021-08-29,2701711,CABLE,300.0,148.4,MEDIUM,0,HEX0000000607,19263,23904,12627,400,184,1,199.99,AERIAL,MIDBAND,1,0.7851,92.33
2021-08-30,7363291,DSL,1000.0,346.4,UNKNOWN,0,HEX0000000608,24509,14690,12806,165,25,0,178.54,HYBRID,SUB6,0,0.6739,92.78
2021-08-31,8732022,DSL,500.0,64.3,LOW,500,HEX0000000609,14653,15285,11938,29,29,1,81.11,HYBRID,SUB6,0,0.2801,85.67
2021-09-01,3216434,CABLE,100.0,21.2,LOW,500,HEX0000000610,9370,24688,6834,370,20,0,87.44,AERIAL,MIDBAND,1,0.6127,94.5
2021-09-02,9493546,COPPER,1000.0,169.1,LOW,5000,HEX0000000611,2814,17305,19752,383,257,0,131.47,HYBRID,NONE,0,0.542,98.25
2021-09-03,7326411,FIXED_WIRELESS,500.0,38.8,UNKNOWN,5000,HEX0000000612,5310,7344,17841,68,68,1,37.5,UNDERGROUND,NONE,1,0.8488,57.68
2021-09-04,4850684,FIBER,100.0,35.4,MEDIUM,2000,HEX0000000613,14383,1035,22956,255,255,1,88.71,HYBRID,MMWAVE,0,0.6861,17.16
2021-09-05,2577798,FIXED_WIRELESS,100.0,7.2,HIGH,1000,HEX0000000614,11236,2037,11987,361,126,0,325.33,HYBRID,SUB6,1,0.5725,32.74
2021-09-06,1485010,SATELLITE,50.0,10.6,LOW,1000,HEX0000000615,6071,3852,13351,101,101,1,35.58,UNDERGROUND,SUB6,1,0.0262,61.92
2021-09-07,9454520,SATELLITE,1000.0,813.6,MEDIUM,1000,HEX0000000616,17270,21219,23034,352,222,1,28.66,AERIAL,MMWAVE,0,0.4304,49.69
2021-09-08,3534730,SATELLITE,200.0,119.2,HIGH,2000,HEX0000000617,17986,24313,21471,126,126,1,228.17,UNDERGROUND,MMWAVE,1,0.6086,60.21
2021-09-09,2659282,OTHER,100.0,56.3,HIGH,0,HEX0000000618,10632,23230,1233,18,18,1,226.12,AERIAL,SUB6,1,0.2298,97.02
2021-09-10,6484852,SATELLITE,50.0,35.7,LOW,0,HEX0000000619,4796,7688,15978,16,16,0,206.31,UNDERGROUND,NONE,1,0.7012,72.39
2021-09-11,4260300,FIBER,300.0,96.7,LOW,2000,HEX0000000620,15734,21395,20291,299,21,0,38.55,AERIAL,SUB6,1,0.3701,70.2
2021-09-12,6579851,CABLE,200.0,162.9,UNKNOWN,500,HEX0000000621,2524,3373,5784,154,154,0,70.87,AERIAL,SUB6,1,0.4655,85.42
2021-09-13,5539877,CABLE,50.0,29.4,HIGH,500,HEX0000000622,7192,4325,12931,251,251,0,117.16,WIRELESS,MIDBAND,0,0.2277,43.26
2021-09-14,1160757,CABLE,500.0,95.5,LOW,250,HEX0000000623,3281,5788,19855,229,219,0,131.31,HYBRID,NONE,0,0.4544,53.27
2021-09-15,3653566,FIXED_WIRELESS,300.0,185.9,HIGH,5000,HEX0000000624,16600,13990,7702,235,126,0,99.93,WIRELESS,NONE,0,0.3807,31.86
2021-09-16,7397828,DSL,50.0,13.4,LOW,2000,HEX0000000625,1576,6891,14426,286,143,0,134.73,AERIAL,MIDBAND,0,0.1866,14.48
2021-09-17,5127575,CABLE,1000.0,832.5,MEDIUM,0,HEX0000000626,14442,4123,6918,362,337,0,57.03,HYBRID,MMWAVE,0,0.1839,75.72
2021-09-18,6369354,OTHER,1000.0,424.4,UNKNOWN,500,HEX0000000627,14598,4625,3474,289,105,1,301.72,AERIAL,UNLICENSED,1,0.0295,92.85
2021-09-19,7711053,CABLE,200.0,14.3,LOW,250,HEX0000000628,8663,19256,2030,205,148,0,101.71,AERIAL,SUB6,0,0.1634,75.22
2021-09-20,4217766,CABLE,2000.0,267.6,LOW,0,HEX0000000629,5215,1453,20695,217,185,0,310.23,WIRELESS,MIDBAND,0,0.2891,59.12
2021-09-21,8941957,FIXED_WIRELESS,100.0,8.1,LOW,1000,HEX0000000630,12396,9622,6382,163,163,1,315.98,WIRELESS,NONE,0,0.6904,3.17
2021-09-22,6665099,SATELLITE,200.0,101.9,UNKNOWN,1000,HEX0000000631,12650,7138,22384,111,111,0,108.21,UNDERGROUND,NONE,1,0.9566,68.61
2021-09-23,1629972,FIBER,50.0,23.3,LOW,250,HEX0000000632,18832,7393,21957,305,277,0,140.46,UNDERGROUND,NONE,0,0.1688,90.83
2021-09-24,9630940,OTHER,500.0,242.1,LOW,2000,HEX0000000633,6851,7523,18666,335,200,0,165.37,HYBRID,SUB6,1,0.7644,73.62
2021-09-25,4096306,CABLE,200.0,14.3,MEDIUM,0,HEX0000000634,6676,14692,3267,367,90,0,198.48,WIRELESS,UNLICENSED,1,0.3358,33.18
2021-09-26,9149594,FIBER,2000.0,832.3,UNKNOWN,1000,HEX0000000635,17886,1726,2498,84,84,0,290.66,UNDERGROUND,NONE,1,0.2548,40.74
2021-09-27,5779672,CABLE,200.0,166.7,UNKNOWN,500,HEX0000000636,14768,21148,3762,186,186,1,326.21,AERIAL,SUB6,0,0.0968,5.16
2021-09-28,4294608,CABLE,100.0,17.6,HIGH,500,HEX0000000637,13347,14904,8318,253,36,1,345.06,HYBRID,UNLICENSED,1,0.3922,35.28
2021-09-29,6450294,FIBER,1000.0,101.2,HIGH,1000,HEX0000000638,13098,492,4024,308,288,1,81.3,WIRELESS,SUB6,0,0.4627,23.47
2021-09-30,2227871,SATELLITE,200.0,40.3,HIGH,1000,HEX0000000639,12156,21397,22861,116,115,1,229.66,AERIAL,NONE,0,0.6833,26.54
2021-10-01,5353870,SATELLITE,100.0,56.0,MEDIUM,0,HEX0000000640,15511,20928,17128,259,259,0,139.75,HYBRID,NONE,0,0.8445,6.72
2021-10-02,3242430,COPPER,1000.0,373.1,LOW,0,HEX0000000641,11990,4260,22286,139,139,1,110.23,HYBRID,UNLICENSED,0,0.1562,77.98
2021-10-03,9037099,SATELLITE,100.0,58.6,LOW,1000,HEX0000000642,6733,11147,18450,381,54,0,189.12,AERIAL,NONE,0,0.0933,94.28
2021-10-04,6589378,CABLE,2000.0,1591.1,MEDIUM,1000,HEX0000000643,15792,20202,10099,325,288,1,235.02,AERIAL,NONE,1,0.7936,76.19
2021-10-05,3653416,FIBER,50.0,5.4,LOW,0,HEX0000000644,12336,9768,7154,19,19,1,51.31,HYBRID,NONE,0,0.797,68.93
2021-10-06,4820854,CABLE,50.0,11.3,MEDIUM,1000,HEX0000000645,18744,18334,856,306,38,1,49.6,AERIAL,UNLICENSED,0,0.2269,65.52
2021-10-07,1640534,FIBER,25.0,10.1,LOW,1000,HEX0000000646,10465,23724,18077,213,213,0,328.06,UNDERGROUND,NONE,0,0.8121,82.32
2021-10-08,5260477,SATELLITE,100.0,69.2,LOW,500,HEX0000000647,10847,7315,20342,155,141,1,196.12,HYBRID,SUB6,0,0.6193,1.0
2021-10-09,8947797,COPPER,25.0,18.5,LOW,0,HEX0000000648,23804,189,5044,13,13,1,81.98,AERIAL,MIDBAND,0,0.9674,7.55
2021-10-10,8802340,OTHER,1000.0,76.1,LOW,2000,HEX0000000649,4717,4640,24293,357,30,1,156.37,HYBRID,NONE,1,0.4565,82.52
2021-10-11,9280680,FIXED_WIRELESS,300.0,229.3,LOW,2000,HEX0000000650,10361,16818,19866,252,252,0,139.03,HYBRID,NONE,1,0.6777,17.01
2021-10-12,3922943,FIBER,50.0,34.8,MEDIUM,1000,HEX0000000651,8604,16103,9675,136,136,1,1.53,HYBRID,MMWAVE,1,0.2597,33.72
2021-10-13,1935751,SATELLITE,100.0,19.4,MEDIUM,1000,HEX0000000652,3719,4634,8563,165,72,0,199.33,HYBRID,MMWAVE,1,0.7553,9.69
2021-10-14,3394886,DSL,50.0,3.2,MEDIUM,2000,HEX0000000653,20011,7880,13964,218,16,0,31.3,WIRELESS,MIDBAND,0,0.7053,56.95
2021-10-15,5543978,FIXED_WIRELESS,25.0,12.8,LOW,1000,HEX0000000654,20725,2929,14578,200,165,0,309.78,UNDERGROUND,MIDBAND,1,0.3519,12.32
2021-10-16,9284587,FIBER,1000.0,729.8,HIGH,2000,HEX0000000655,7919,22637,3989,71,71,0,229.66,AERIAL,MMWAVE,1,0.38,86.91
2021-10-17,1245450,DSL,25.0,12.9,LOW,5000,HEX0000000656,17739,14648,11448,236,236,0,241.11,WIRELESS,NONE,0,0.2786,88.92
2021-10-18,7777316,FIBER,500.0,106.5,UNKNOWN,250,HEX0000000657,18293,24438,11540,224,152,1,219.58,HYBRID,NONE,1,0.0311,70.45
2021-10-19,6142843,DSL,25.0,1.7,LOW,2000,HEX0000000658,702,2205,7049,162,60,0,344.05,HYBRID,UNLICENSED,0,0.7821,19.88
2021-10-20,6187820,CABLE,100.0,30.9,LOW,1000,HEX0000000659,22512,6256,23372,198,174,0,133.17,UNDERGROUND,NONE,0,0.6222,28.75
2021-10-21,1896614,FIBER,50.0,20.1,HIGH,0,HEX0000000660,16713,14452,13508,167,167,1,334.19,HYBRID,SUB6,1,0.4187,83.93
2021-10-22,2175955,CABLE,100.0,65.5,LOW,5000,HEX0000000661,17786,14572,1223,161,161,0,50.78,UNDERGROUND,SUB6,0,0.5081,46.21
2021-10-23,1409588,OTHER,200.0,84.9,LOW,2000,HEX0000000662,20368,483,23015,137,67,0,24.07,UNDERGROUND,UNLICENSED,0,0.2015,48.47
2021-10-24,6462089,FIBER,100.0,78.4,LOW,2000,HEX0000000663,5238,2389,19985,99,99,1,70.79,WIRELESS,MIDBAND,0,0.5455,58.82
2021-10-25,3966972,FIXED_WIRELESS,100.0,46.6,HIGH,1000,HEX0000000664,8777,12391,11401,331,137,0,264.98,WIRELESS,NONE,1,0.2264,92.52
2021-10-26,1627523,DSL,25.0,7.6,HIGH,0,HEX0000000665,7114,3729,19113,228,228,1,27.17,WIRELESS,MIDBAND,1,0.0994,19.55
2021-10-27,6143363,FIXED_WIRELESS,300.0,98.1,LOW,1000,HEX0000000666,10396,15770,1797,229,2,0,240.88,AERIAL,NONE,1,0.5082,29.16
2021-10-28,2469471,OTHER,25.0,18.4,LOW,250,HEX0000000667,13684,12430,10829,147,147,1,228.94,WIRELESS,UNLICENSED,1,0.0667,42.17
2021-10-29,6524165,COPPER,50.0,6.9,HIGH,5000,HEX0000000668,2866,17787,20633,71,71,0,44.52,UNDERGROUND,UNLICENSED,0,0.6184,39.79
2021-10-30,1418421,CABLE,300.0,139.2,LOW,1000,HEX0000000669,13279,326,5344,385,249,0,42.14,HYBRID,NONE,0,0.9675,28.81
2021-10-31,9582909,CABLE,50.0,37.6,MEDIUM,2000,HEX0000000670,5643,6266,10127,185,17,0,197.58,UNDERGROUND,UNLICENSED,0,0.6385,79.32
2021-11-01,7035769,DSL,50.0,15.0,MEDIUM,1000,HEX0000000671,22063,5633,2670,144,144,0,236.68,AERIAL,UNLICENSED,1,0.3298,89.12
2021-11-02,5500477,FIXED_WIRELESS,50.0,26.4,MEDIUM,250,HEX0000000672,464,12945,24792,265,115,1,323.58,UNDERGROUND,NONE,0,0.725,96.48
2021-11-03,6332533,FIBER,100.0,74.8,LOW,0,HEX0000000673,6470,12471,2996,283,283,0,259.86,UNDERGROUND,MIDBAND,0,0.9402,56.23
2021-11-04,3596287,DSL,300.0,152.5,MEDIUM,2000,HEX0000000674,15818,24965,1053,80,80,0,138.43,AERIAL,SUB6,0,0.6865,28.97
2021-11-05,1206195,COPPER,25.0,19.6,MEDIUM,250,HEX0000000675,16233,3047,11301,346,206,0,297.59,AERIAL,NONE,0,0.2061,36.31
2021-11-06,5248927,FIXED_WIRELESS,300.0,220.9,LOW,250,HEX0000000676,6184,20775,553,164,164,1,86.33,UNDERGROUND,MIDBAND,0,0.7188,7.54
2021-11-07,2001522,CABLE,100.0,15.0,LOW,5000,HEX0000000677,11123,9172,6171,34,16,1,217.1,UNDERGROUND,SUB6,1,0.2422,17.29
2021-11-08,4989355,SATELLITE,100.0,52.2,MEDIUM,0,HEX0000000678,11948,4643,21952,276,276,0,50.89,AERIAL,MIDBAND,0,0.4799,59.91
