biz_trade_shipment_month,biz_trade_port_of_entry_code,biz_trade_hs_code_6,biz_trade_trade_direction_code,biz_trade_trade_value_inr,biz_trade_trade_weight_kg,biz_trade_country_partner_code,biz_trade_transport_mode_code,biz_trade_containerized_flag,biz_trade_freight_rate_index,biz_trade_customs_clearance_hours,biz_trade_inspection_rate_pct,biz_trade_tariff_rate_effective_pct,biz_trade_trade_remedy_flag,biz_trade_origin_supply_chain_risk,biz_trade_destination_demand_index,biz_trade_seasonality_factor,biz_trade_re_export_flag,biz_trade_trade_finance_constraint_flag,biz_trade_data_release_version
2019-01,INSWI,219834,import,997200589.58,66374.85,GBR,sea,1,120.35,41.21,11.55,8.09,0,79.39,41.76,0.935,0,0,v2026_02
2024-03,INZAP,240902,export,198377976.8,16631.0,DEU,sea,0,104.82,22.92,7.69,15.34,0,36.42,57.01,0.864,0,0,v2024_12
2022-03,INAKX,861033,reexport,983693728.73,78845.38,BRA,road,1,112.57,115.45,3.73,19.18,0,44.45,46.22,0.877,0,0,v2025_06
2024-06,INSRU,790666,export,195621192.01,19489.93,ARE,road,1,98.27,28.72,1.7,7.74,0,67.33,62.67,0.886,0,0,v2025_06
2025-01,INENG,763618,export,80483575.62,5057.92,GBR,air,0,187.28,78.88,9.18,0.0,0,67.44,58.38,0.781,0,1,v2026_02
2020-04,INNEE,755050,import,188790192.53,311332.57,IDN,sea,0,167.94,59.13,11.79,11.6,0,68.65,60.91,1.013,0,1,v2026_02
2020-01,INVWF,499717,export,66826972.76,20721.13,FRA,air,1,51.71,41.07,2.25,8.71,0,48.12,48.47,1.013,0,0,v2026_02
2025-08,INODH,371443,import,85224709.83,152693.04,GBR,rail,0,112.14,26.91,13.8,5.22,0,75.54,54.65,1.065,0,0,v2026_02
2025-09,INSDH,755625,export,334578587.29,17358.16,DEU,rail,0,109.55,61.72,15.12,1.57,0,11.09,59.15,1.224,0,0,v2025_06
2021-02,INUVZ,356195,export,215796424.92,7708.66,SGP,sea,1,130.62,40.71,6.9,9.56,0,50.73,40.8,1.244,0,0,v2025_06
2023-06,INVOJ,100309,reexport,2822826168.67,141203.36,IDN,rail,1,129.04,82.48,0.0,17.04,0,49.05,74.5,1.186,0,0,v2025_06
2022-06,INDFZ,203743,reexport,428446430.91,36793.21,VNM,air,0,107.6,14.23,4.11,14.29,0,37.85,69.55,0.722,0,0,v2024_12
2021-02,INLTR,208352,export,638362643.77,10545.64,SAU,road,0,162.06,29.27,7.77,0.9,0,35.77,52.16,1.098,0,0,v2024_12
2022-01,INWCD,451952,export,3065441155.98,1310.29,VNM,road,1,68.61,59.05,9.64,9.67,0,18.64,70.09,0.973,0,0,v2026_02
2019-04,INJKT,447474,import,912020392.12,14579.81,CHN,sea,0,168.09,79.29,0.0,10.22,0,1.08,50.27,1.202,0,0,v2025_06
2023-02,INRCA,953541,export,113208534.04,15735.03,GBR,air,1,100.71,61.07,2.7,6.23,0,70.34,55.28,1.381,0,1,v2025_06
2021-10,INNBM,272820,reexport,206634617.46,25690.47,IDN,sea,1,92.85,11.07,11.37,13.76,0,51.43,36.68,1.156,0,0,v2025_06
2023-06,INCOT,766481,import,287584467.42,796.08,AUS,rail,0,152.87,10.6,14.68,2.29,0,70.55,74.03,1.276,0,0,v2025_12
2026-08,INDEW,423772,import,438607593.34,55457.27,IDN,air,0,138.91,17.37,3.06,0.0,0,67.48,32.99,0.693,0,1,v2025_06
2019-03,INZMT,687090,import,1144129734.15,20507.88,FRA,rail,1,105.79,42.11,5.25,12.17,0,61.39,62.84,0.97,0,0,v2025_12
2020-08,INGXS,210658,reexport,244607480.62,13276.39,GBR,air,0,138.99,4.13,21.0,7.77,0,55.24,39.5,1.198,0,0,v2026_02
2023-09,INTBB,511676,reexport,430972197.28,58452.45,NPL,road,1,119.61,42.74,6.33,12.34,0,25.76,87.09,0.929,0,0,v2024_12
2023-07,INOKI,529860,export,440383828.59,6373.43,IDN,air,0,129.27,11.01,0.0,3.22,0,48.9,55.84,1.012,0,0,v2025_06
2020-12,INJIZ,962284,export,257869126.71,56525.5,USA,road,0,69.67,37.87,3.65,8.38,0,56.11,45.06,1.081,0,1,v2025_12
2023-09,INNBJ,687968,export,255225868.41,10610.67,KOR,road,1,145.02,35.7,13.59,3.15,0,37.99,63.03,1.078,0,0,v2026_02
2023-12,INPUV,670224,import,69679749.49,59079.65,ZAF,sea,1,121.61,88.18,0.0,3.38,1,38.23,38.23,0.869,1,0,v2024_12
2023-09,INMAH,416803,import,257343288.57,5795.73,MYS,air,1,136.82,25.48,16.02,23.74,0,21.9,44.56,1.112,0,0,v2025_06
2024-11,INUGD,356071,export,80516734.0,19932.58,USA,air,0,82.97,30.91,19.57,14.08,0,22.5,50.56,0.787,0,0,v2026_02
2018-12,INIQP,506992,export,1242669676.87,898.18,THA,sea,0,160.67,6.54,4.03,15.96,1,23.22,54.88,1.111,0,0,v2024_12
2025-12,INUZY,879642,reexport,893754420.93,27964.59,THA,rail,1,194.21,12.73,0.0,25.7,0,33.93,78.83,0.976,0,0,v2025_06
2018-01,INBGA,727909,import,598031751.21,4278.32,JPN,air,1,131.12,31.8,4.87,3.1,1,61.43,64.06,1.205,0,0,v2025_12
2021-04,INYAY,209841,import,192125855.87,121271.41,USA,road,0,80.56,35.31,6.37,19.95,0,41.63,61.79,0.794,0,0,v2024_12
2023-07,INIAB,718630,reexport,812277532.55,55089.27,ZAF,sea,0,180.97,109.45,4.3,8.97,0,20.61,72.49,1.006,0,0,v2025_12
2024-01,INXGH,382564,reexport,116993975.71,33892.95,MYS,rail,0,145.55,79.39,1.82,8.0,0,47.72,53.86,0.591,0,0,v2025_06
2019-12,INZBX,814609,import,219231767.06,8923.4,AUS,air,1,159.35,45.46,5.29,21.09,0,7.94,23.67,0.978,0,0,v2024_12
2024-06,INDHD,475986,import,247500488.52,4369.32,GBR,air,1,134.14,45.51,0.0,10.66,0,54.45,48.68,0.953,0,0,v2024_12
2020-08,INNEG,448646,export,358539093.99,23059.13,GBR,air,1,80.08,40.08,0.0,7.46,0,43.32,43.78,0.794,0,0,v2024_12
2019-05,INOWS,847629,export,742948521.04,66008.27,JPN,rail,0,119.18,50.95,10.78,20.25,1,33.53,37.01,0.979,0,0,v2025_12
2023-07,INEZQ,709683,import,1025061284.63,26854.59,CHN,air,1,103.89,63.04,2.58,12.89,0,20.46,53.66,0.628,0,0,v2025_12
2024-07,INJEC,533115,import,459619298.81,119393.22,ZAF,road,0,112.55,56.38,5.9,14.37,0,51.58,71.41,0.959,1,0,v2025_12
2021-06,INZXU,115688,export,77016329.57,16210.69,THA,air,1,65.19,18.27,3.61,16.5,0,44.66,65.1,1.141,0,0,v2024_12
2022-03,INXQU,978735,reexport,69226108.37,130282.74,ARE,sea,1,109.61,22.13,6.61,7.29,1,15.86,48.25,0.921,0,0,v2025_12
2024-12,INMKS,847534,import,108697401.23,60489.03,DEU,air,1,135.4,75.45,0.0,3.74,0,40.88,63.87,1.027,0,0,v2025_06
2026-06,INRMR,797966,reexport,243351660.11,2472.65,USA,air,1,91.54,22.82,12.06,1.01,0,41.26,56.34,1.215,0,0,v2025_06
2020-07,INIIV,311995,import,783061216.47,28746.91,JPN,air,0,185.22,9.51,8.32,10.63,0,24.37,66.22,1.172,0,0,v2025_12
2022-05,INEIT,663402,export,649239635.88,112050.71,USA,rail,1,108.74,56.94,9.07,16.65,0,46.48,70.82,0.646,1,0,v2025_06
2020-10,INPMG,738264,reexport,328893686.44,18129.18,SGP,sea,1,134.79,18.02,10.06,9.38,0,82.25,30.23,0.839,0,0,v2024_12
2025-04,INHKO,887079,reexport,1061015420.58,90200.58,JPN,road,0,144.52,22.4,0.34,0.0,0,50.0,18.23,0.825,1,1,v2025_12
2025-01,INSPO,794536,reexport,285218807.31,83191.91,ZAF,air,0,163.79,22.76,8.15,13.43,0,34.03,64.82,1.106,0,1,v2024_12
2022-11,INBWU,305004,import,24184393.49,47371.13,IDN,rail,0,152.17,16.59,10.0,16.37,0,16.01,100.0,0.789,0,0,v2024_12
2021-04,INDOP,262124,import,872899269.45,26066.75,SAU,sea,1,117.37,41.33,14.19,13.25,0,38.98,46.41,0.827,0,0,v2025_06
2026-04,INDTW,372957,reexport,37233244.5,5954.16,ZAF,sea,1,165.7,66.58,10.76,10.63,0,32.27,61.11,0.806,0,0,v2024_12
2018-06,INAOQ,141283,import,642746084.14,20518.05,JPN,sea,1,68.79,52.34,1.7,1.9,0,23.13,47.36,0.969,0,0,v2025_06
2021-07,INULJ,792969,export,149075955.79,26909.6,ARE,rail,1,117.07,12.3,18.32,12.16,0,45.36,73.58,0.777,0,0,v2025_06
2021-07,INWNE,425548,reexport,1457266021.94,2272.09,DEU,road,1,70.11,17.77,6.26,11.8,1,44.18,86.49,0.973,0,0,v2025_12
2018-08,INSNM,372322,export,208503047.48,94542.64,DEU,air,1,117.95,35.69,10.14,8.87,0,27.73,28.81,0.833,0,0,v2026_02
2018-04,INKJR,748221,export,163077145.52,2072.21,DEU,rail,0,153.52,50.46,12.83,10.11,0,5.58,96.62,0.866,0,0,v2025_12
2023-02,INVBR,398621,export,28691011.24,181707.64,GBR,air,0,72.03,23.77,10.04,23.64,0,72.49,87.7,0.978,0,0,v2024_12
2021-07,INMUX,429826,import,313273363.76,17538.14,RUS,road,0,121.32,34.81,9.86,6.58,0,40.58,33.6,1.169,0,0,v2026_02
2022-10,INQCB,999263,reexport,8851531.06,34515.18,BRA,sea,1,160.2,33.82,3.81,11.72,0,62.19,65.61,0.99,0,0,v2024_12
2020-11,INFRN,276220,reexport,133199489.34,57232.77,SGP,sea,1,81.54,128.44,9.62,9.69,0,31.91,75.51,1.169,0,0,v2025_06
2022-06,INSRZ,256031,reexport,462645271.45,30757.19,THA,sea,1,148.23,5.28,11.94,0.0,0,24.88,36.27,1.171,0,0,v2026_02
2021-05,INNRD,997675,export,158400902.93,13001.37,BGD,air,1,171.15,67.01,3.76,3.18,0,26.31,44.78,0.773,0,1,v2024_12
2025-01,INODR,300277,reexport,736083231.98,18998.29,DEU,air,0,120.83,103.53,14.64,26.08,0,32.49,66.5,1.067,0,0,v2025_06
2020-03,INANP,240024,import,1699474431.82,12330.81,USA,sea,0,50.0,68.83,20.39,16.26,0,60.75,85.4,1.001,0,0,v2025_06
2018-05,INSAH,551639,reexport,54317730.29,4705.64,THA,sea,1,105.97,37.61,8.39,15.55,0,15.51,78.35,0.806,0,0,v2025_12
2024-11,INNYI,989545,reexport,121383088.21,20547.0,THA,sea,1,122.5,34.28,11.01,9.05,0,33.82,58.54,0.988,0,0,v2025_12
2025-11,INDMZ,857001,export,1271738023.19,23048.64,AUS,air,0,158.76,42.25,10.35,19.55,0,85.53,54.43,1.01,0,0,v2025_06
2022-03,INBPK,877318,import,4992693768.76,5852.24,ZAF,rail,1,176.41,72.41,0.68,8.06,0,38.02,71.62,0.687,0,0,v2025_06
2023-09,INOOS,260221,import,209505024.15,5972.58,KOR,sea,1,192.5,10.77,18.13,7.55,0,51.04,85.7,0.985,0,1,v2025_06
2026-04,INLMG,883598,reexport,922743997.78,20108.46,BRA,sea,1,105.37,96.17,14.69,3.87,0,34.05,56.42,1.392,0,0,v2026_02
2026-11,INQRT,782835,reexport,459915203.27,4926.55,BGD,sea,1,127.2,240.0,11.8,10.1,0,64.45,98.79,0.874,1,0,v2025_12
2021-08,INWSP,717884,export,925533433.79,26658.32,DEU,road,1,133.76,25.71,4.57,24.02,0,23.35,55.95,1.031,0,0,v2025_12
2019-02,INGBN,975537,import,141633724.1,107586.05,USA,sea,0,98.22,76.83,0.73,0.0,0,34.43,43.66,0.823,0,0,v2024_12
2024-05,INEGI,571379,reexport,428581356.88,40397.64,IND,sea,1,72.89,14.9,16.79,14.34,0,31.26,73.01,0.886,0,0,v2024_12
2024-11,INVOW,347291,export,257622666.68,9704.96,DEU,sea,0,119.4,17.6,9.54,4.06,0,52.84,90.75,0.665,0,0,v2024_12
2019-08,INQUN,888694,reexport,638322797.7,66605.15,JPN,rail,0,110.84,25.02,17.22,7.55,0,47.22,59.06,1.193,0,0,v2024_12
2024-03,INYYM,278724,export,603656483.77,22653.75,THA,road,1,101.14,7.77,12.27,4.71,0,56.29,26.53,1.036,0,0,v2024_12
2018-06,INERZ,930814,reexport,230101815.88,30629.5,NPL,sea,1,178.66,96.76,5.9,6.07,0,55.7,58.81,1.293,0,0,v2025_06
2020-10,INETQ,426746,export,313731312.08,11330.59,AUS,rail,0,162.84,21.98,8.26,15.85,0,34.3,74.14,0.814,0,0,v2024_12
2025-03,INXGE,806925,reexport,300390252.1,58468.25,BGD,road,1,116.75,125.35,0.0,9.77,1,26.6,51.89,1.015,0,0,v2025_12
2019-02,INNZT,320367,export,196462622.04,12554.92,DEU,sea,1,151.58,105.82,4.96,17.02,0,57.02,26.02,0.984,0,1,v2025_06
2021-10,INTQM,438247,reexport,29559186.87,91864.09,MYS,rail,1,108.08,21.4,11.52,5.94,0,29.96,28.09,1.222,0,1,v2025_12
2020-08,INXPC,178604,export,223525775.35,30117.46,VNM,sea,0,102.31,19.56,17.73,0.0,0,48.74,88.38,0.969,0,0,v2025_06
2020-08,INGOF,295434,import,244298061.89,24453.27,FRA,sea,0,140.27,22.79,11.36,14.88,0,55.81,48.86,1.083,0,0,v2025_12
2025-11,INPSI,259868,export,786145052.85,107450.31,IDN,sea,0,112.03,37.88,8.45,8.53,0,30.72,23.16,1.024,0,0,v2026_02
2021-11,INMRL,606312,export,615663921.96,19575.34,IND,sea,0,108.26,11.06,4.51,18.19,0,61.43,36.96,0.861,0,0,v2024_12
2023-07,INFCA,406364,import,1010977611.34,20511.1,GBR,air,0,134.28,24.41,7.46,9.15,0,12.82,50.59,1.327,0,0,v2026_02
2024-12,INNPF,148620,export,139486443.63,7186.35,BGD,road,1,79.83,27.74,7.87,6.23,0,14.86,45.12,0.7,0,0,v2024_12
2018-11,INYOW,785996,export,741801161.38,15953.78,VNM,road,0,177.38,142.37,2.78,2.42,0,31.84,51.25,0.761,0,0,v2025_06
2024-07,INSUO,259875,export,4380204819.21,12717.78,RUS,sea,0,97.15,86.75,12.96,11.23,0,64.05,76.53,0.721,0,0,v2025_06
2018-03,INKQI,185334,export,208662972.58,30207.49,SGP,road,1,150.83,125.19,12.68,17.8,0,37.94,67.34,0.816,0,0,v2025_06
2026-11,INJBH,777136,export,56739182.7,10523.33,SAU,sea,1,107.45,29.3,20.35,14.33,0,36.49,55.0,0.894,0,0,v2025_12
2025-07,INPQZ,828057,export,136895314.94,30814.84,DEU,rail,1,143.06,29.95,6.74,1.65,0,61.68,49.04,0.85,0,0,v2024_12
2024-10,INXEN,275171,reexport,2008201472.62,10481.28,USA,rail,0,110.68,29.83,5.69,0.22,0,35.49,59.97,0.972,1,0,v2024_12
2023-08,INGHP,580068,export,1133073313.42,76038.22,JPN,air,1,101.62,22.89,6.32,15.93,1,24.21,52.51,1.282,1,0,v2026_02
2020-09,INSTY,396726,reexport,34456961.53,60754.08,NPL,rail,1,97.01,65.93,5.67,0.33,0,0.0,54.84,1.044,0,0,v2025_12
2019-12,INTFU,796674,import,40489716.19,11403.03,NPL,air,1,135.57,8.8,9.56,13.28,0,36.13,22.51,0.81,0,0,v2025_06
2026-03,INPXV,770755,import,1042178516.1,34851.16,USA,road,1,145.32,59.11,5.54,16.33,0,68.17,87.34,0.95,1,0,v2024_12
2022-11,INJZF,212543,import,67804402.9,119563.12,RUS,road,1,122.9,62.02,0.0,0.0,0,52.52,44.23,1.027,0,1,v2024_12
2025-12,INBCD,169914,reexport,228091611.45,39306.77,VNM,sea,1,114.41,15.27,0.0,20.24,0,15.09,69.85,1.032,0,0,v2025_12
2024-06,INXYF,191745,reexport,254800724.44,39460.91,GBR,air,0,139.72,130.71,10.27,0.53,0,48.3,85.19,1.263,0,0,v2026_02
2026-09,INRFS,598944,export,97720015.25,4228.36,KOR,air,1,98.88,100.15,4.45,5.34,1,55.89,34.33,0.991,1,0,v2026_02
2022-04,INRFS,616473,reexport,59464683.94,13161.06,JPN,sea,1,153.82,196.08,16.28,16.35,0,37.23,46.87,1.119,0,0,v2026_02
2018-05,INVBH,355481,export,852304505.4,79581.12,KOR,air,0,163.21,13.23,0.0,3.46,0,64.89,64.17,1.131,0,0,v2024_12
2020-04,INQPG,875312,import,456130230.36,10318.25,RUS,road,1,168.21,191.48,4.58,0.0,0,47.08,45.33,0.847,0,0,v2025_06
2019-05,INVIJ,861317,reexport,979691846.71,55245.16,MYS,road,1,94.28,67.79,9.08,1.01,0,44.51,59.52,0.895,0,0,v2026_02
2023-02,INFJX,753006,export,341912510.95,13597.94,DEU,sea,0,176.01,71.07,6.84,4.45,0,46.93,26.29,1.116,0,0,v2025_06
2025-12,INCKJ,952159,export,77369007.03,10507.32,SGP,road,1,141.21,57.2,2.19,17.03,0,35.59,39.81,1.099,0,0,v2026_02
2022-02,INKLJ,216632,import,280759788.97,31597.09,ARE,road,1,152.4,127.52,7.78,17.49,0,51.37,62.3,1.048,0,0,v2025_12
2019-09,INCVB,341367,import,330052768.18,5937.01,BRA,sea,1,113.75,92.07,6.82,23.76,0,75.17,92.49,1.146,0,0,v2026_02
2026-03,INLIC,438355,export,633120272.72,9953.17,BGD,rail,0,107.62,134.3,0.64,0.76,0,38.59,56.18,1.121,0,0,v2025_06
2021-11,INQLD,512671,export,32293231.57,52730.22,SAU,road,1,137.16,16.71,2.75,5.34,0,28.71,45.64,1.291,0,0,v2024_12
2023-05,INPAN,403336,import,563971762.71,13229.37,RUS,air,1,102.18,29.87,19.22,0.0,0,40.09,56.68,1.161,0,0,v2025_12
2018-01,INDIP,159629,export,737388878.12,36842.16,THA,air,1,144.58,30.94,3.31,11.61,0,6.34,20.83,0.585,0,0,v2025_12
2020-12,INKLD,583765,import,264216374.11,8292.42,IND,sea,0,138.99,59.74,11.46,0.73,0,41.19,51.21,0.873,0,0,v2026_02
2023-07,INFVG,678778,export,779671534.01,23059.75,FRA,rail,1,119.47,28.32,0.0,7.25,0,39.99,33.32,0.966,0,0,v2025_12
2018-09,INMMR,455353,export,356036135.39,8252.8,VNM,sea,0,91.03,29.02,13.24,6.33,0,65.94,59.1,0.938,0,0,v2025_06
2026-05,INFNL,949722,reexport,231660737.91,9831.33,ARE,road,1,162.93,18.22,13.24,14.47,1,45.92,50.26,0.879,0,0,v2025_06
2020-10,INNBA,204853,reexport,358819742.78,94770.93,VNM,air,0,95.8,29.47,11.91,0.0,0,37.82,67.6,0.973,0,0,v2025_12
2026-02,INPGV,835692,export,105952547.99,91041.33,SGP,rail,1,150.88,9.9,5.3,24.18,0,35.3,58.65,0.858,0,0,v2024_12
2020-12,INZPK,200857,reexport,765851852.06,651189.11,AUS,sea,1,100.06,80.01,9.25,14.62,0,49.93,53.64,0.824,0,0,v2025_12
2026-04,INKFI,501785,reexport,905534157.16,10509.18,BGD,sea,0,199.02,14.08,8.37,18.0,1,26.01,75.6,1.113,0,0,v2025_12
2019-02,INHEO,607457,import,1157725770.84,202735.04,JPN,air,1,107.01,35.07,2.04,5.71,0,24.26,81.76,0.971,0,0,v2025_06
2022-02,INIQJ,223866,export,152652488.45,92963.91,JPN,road,1,50.0,32.27,0.0,11.94,0,56.3,12.99,0.925,0,0,v2025_12
2019-06,INQKC,341872,reexport,638336754.67,55014.29,ARE,rail,1,101.91,8.48,5.14,9.75,0,17.2,23.59,1.151,1,0,v2025_06
2023-06,INTMN,285305,import,378375897.05,53663.72,ARE,sea,0,139.9,78.44,11.53,11.74,0,19.14,45.46,0.941,0,0,v2024_12
2025-03,INPXK,797096,reexport,285374579.67,23931.87,NPL,rail,0,200.93,27.12,5.17,1.59,0,1.9,55.06,1.005,0,0,v2026_02
2025-02,INFFB,449175,reexport,2380617435.15,15586.99,ARE,sea,1,74.77,46.13,13.03,17.39,0,28.11,65.76,0.957,0,0,v2025_06
2022-09,INGUJ,133817,import,879797128.52,2268.77,MYS,sea,1,146.29,15.51,3.15,9.4,0,66.26,75.44,1.178,0,0,v2025_06
2023-09,INBZT,712345,export,748180511.2,22697.38,JPN,air,0,130.04,47.99,5.06,7.04,0,42.23,46.91,1.213,0,1,v2026_02
2019-04,INIKP,380727,reexport,278739698.75,161226.05,AUS,air,0,84.04,96.48,2.89,15.01,0,38.23,68.03,1.001,1,1,v2024_12
2020-07,INYBV,619092,export,1123968283.83,14387.93,USA,sea,0,135.83,67.34,4.25,6.63,0,52.62,50.29,1.086,0,0,v2024_12
2018-11,INHBD,881969,reexport,1627112324.32,110443.67,VNM,rail,1,110.49,78.61,15.85,0.0,0,25.27,44.44,1.436,0,0,v2025_12
2022-02,INAUE,461415,export,24138608.26,24042.28,ARE,rail,1,132.72,38.92,12.98,1.75,1,51.99,32.1,1.139,0,0,v2026_02
2021-11,INOTD,730398,reexport,505039672.17,17682.49,VNM,sea,0,109.18,14.01,11.39,0.0,0,29.99,83.5,1.206,0,0,v2024_12
2024-04,INHON,633641,import,39076658.36,33010.44,JPN,sea,1,120.79,61.57,5.07,11.54,0,24.33,63.86,1.244,0,0,v2024_12
2020-01,INFCO,894214,reexport,637598763.68,3581.58,ARE,road,0,176.64,19.16,17.1,2.7,0,17.66,13.29,1.138,0,0,v2026_02
2020-03,INJUH,700861,import,965372973.18,3772.47,THA,air,0,155.76,20.55,24.14,10.48,0,36.6,49.75,1.173,0,0,v2024_12
2018-04,INZUL,454720,import,179476993.39,193618.85,RUS,road,1,110.28,90.76,10.82,16.26,1,45.12,55.77,0.757,0,0,v2026_02
2025-11,INBAR,611846,reexport,26411580.0,3292.63,IDN,road,0,82.65,24.91,10.45,6.65,0,52.67,57.34,0.941,0,0,v2025_12
2018-02,INJFP,957551,reexport,86735688.67,12821.31,ARE,rail,1,115.49,17.63,11.7,5.82,0,53.37,46.18,0.998,0,0,v2024_12
2023-02,INQDW,750540,reexport,497481022.81,40741.05,JPN,rail,0,114.49,135.33,2.75,1.4,0,70.67,61.54,0.728,0,1,v2025_12
2021-11,INJIX,989452,reexport,182662079.05,67025.61,SAU,air,1,64.04,26.66,4.0,13.71,0,45.78,68.84,1.007,0,0,v2024_12
2021-02,INRUD,775390,import,493277625.22,22392.15,FRA,sea,1,138.55,87.19,0.0,6.55,0,41.96,48.13,1.307,0,0,v2024_12
2020-07,INOJJ,173352,reexport,86351658.55,6007.25,BGD,road,1,140.31,53.9,0.0,9.67,0,73.52,75.61,0.924,0,0,v2024_12
2022-10,INJQV,152976,reexport,295030717.45,9180.86,FRA,air,0,50.0,23.9,0.0,13.18,0,15.71,71.62,0.905,0,0,v2025_06
2023-09,INRBJ,258917,export,292858965.35,4154.97,VNM,rail,0,109.77,21.01,0.0,11.32,0,5.31,47.86,0.816,0,0,v2025_12
2024-11,INQDH,432623,import,235502885.05,71852.43,MYS,air,0,92.4,64.62,0.0,7.53,0,18.5,49.17,1.149,0,0,v2026_02
2026-11,INHDC,579595,import,860401616.3,20520.93,DEU,air,0,68.29,61.79,19.74,11.39,1,39.98,55.06,0.804,0,0,v2025_06
2026-12,INULT,336815,reexport,254660139.68,40378.66,NPL,air,1,115.3,13.62,5.13,0.0,0,9.57,63.49,1.02,0,1,v2024_12
2025-04,INJDW,549784,import,221203392.16,8964.44,BRA,road,0,163.56,15.12,12.56,15.28,0,50.3,47.49,0.863,0,0,v2025_12
2019-12,INUUN,164859,export,124156666.48,27784.17,ZAF,sea,1,68.19,27.22,16.0,4.39,0,38.83,63.45,0.668,0,0,v2024_12
2018-06,INBEG,248685,export,115015288.55,15016.04,USA,road,1,149.9,20.74,3.63,13.02,0,36.55,54.55,0.898,0,0,v2025_06
2020-11,INWXC,267478,reexport,896869508.96,8499.13,THA,rail,1,112.57,11.51,11.32,18.23,0,24.96,66.08,1.27,0,0,v2024_12
2023-08,INUAF,435636,export,131141113.74,41498.27,BGD,sea,1,55.28,113.81,10.37,0.28,0,78.41,42.23,1.321,0,0,v2025_12
2019-03,INANY,597471,import,234792758.54,22791.84,IDN,rail,0,128.67,32.86,2.77,3.97,0,22.15,69.02,1.042,0,0,v2026_02
2023-06,INSBK,509431,export,234584192.11,52205.66,USA,sea,1,93.55,58.67,10.84,10.5,1,91.36,55.33,1.172,0,0,v2024_12
2026-10,INIXP,602323,reexport,2394414474.36,14884.12,SGP,rail,1,98.68,18.58,19.89,1.35,0,6.23,27.15,1.036,0,0,v2024_12
2020-10,INVCU,817287,import,129765901.29,27833.06,JPN,sea,1,105.16,16.35,15.87,1.24,0,28.98,63.45,0.744,0,0,v2025_06
2023-10,INZQG,947640,export,306409544.66,28561.72,RUS,rail,0,153.6,22.77,5.25,12.15,0,43.09,72.0,0.927,0,0,v2024_12
2024-10,INMAB,186384,import,1417767833.2,39201.58,RUS,air,1,87.4,22.08,15.52,0.0,1,3.63,52.0,1.033,0,0,v2026_02
2022-04,INMUR,309860,import,487814961.11,6105.36,AUS,air,0,162.8,67.02,5.76,12.29,0,31.67,38.5,0.644,0,0,v2024_12
2025-05,INLZY,518806,import,710174948.93,220615.43,JPN,road,0,123.91,39.6,25.79,8.45,0,39.5,46.89,1.25,0,0,v2025_12
2023-11,INJPG,403884,export,190966550.01,70536.65,USA,rail,1,154.26,14.64,19.12,13.9,0,48.89,32.24,1.186,0,0,v2025_06
2026-08,INDAM,280075,export,383543983.26,81636.52,MYS,sea,1,150.55,37.6,18.5,0.0,0,58.52,44.96,1.15,0,1,v2026_02
2019-02,INBWT,981812,reexport,164854334.22,4879.0,IDN,rail,0,141.95,6.99,6.02,15.69,1,2.29,73.87,1.09,0,0,v2025_06
2024-11,INRVN,713226,reexport,161825665.89,6878.32,JPN,road,0,133.84,48.11,0.0,12.39,0,55.51,72.25,1.111,0,0,v2025_12
2026-03,INTZE,856803,reexport,62797504.52,84521.19,USA,sea,1,53.26,44.82,3.66,15.18,0,6.62,52.78,0.804,0,0,v2025_06
2022-11,INPNE,871454,export,810289536.44,15550.54,THA,sea,0,90.29,14.42,0.6,17.15,0,30.96,54.57,1.378,0,0,v2026_02
2026-04,INJGX,999230,import,79777639.86,28731.38,AUS,road,1,126.16,26.21,7.39,10.82,0,42.65,86.19,1.189,1,0,v2025_06
2020-12,INCKG,557074,export,477075621.16,6610.8,THA,air,1,134.58,90.29,3.12,9.5,0,71.8,54.42,1.226,0,0,v2026_02
2018-02,INRPT,329347,import,317210915.18,18254.26,JPN,air,1,123.81,83.94,5.1,22.21,0,28.56,73.99,0.985,0,0,v2025_12
2024-10,INGIN,973796,reexport,1013795597.83,55456.74,ARE,sea,0,159.47,18.33,17.28,0.0,0,38.55,78.93,0.851,0,0,v2024_12
2023-04,INPNI,648831,reexport,630282326.56,44729.47,SAU,rail,1,143.05,35.43,4.76,7.85,0,21.4,49.58,0.755,0,0,v2024_12
2019-07,INLTJ,807614,reexport,110642763.53,21869.9,USA,road,1,150.54,9.71,7.96,0.0,1,24.39,73.07,1.018,1,0,v2024_12
2023-04,INTLB,746048,export,370458287.15,14119.55,FRA,air,1,50.0,16.98,0.0,20.24,1,41.51,44.71,0.825,0,0,v2024_12
2025-05,INGLY,947024,reexport,144278108.2,25135.23,BRA,road,0,124.16,24.43,1.67,11.13,0,60.95,20.57,1.164,0,0,v2025_06
2020-10,INLEG,927668,export,60390376.78,35186.6,NPL,rail,0,84.5,65.59,3.81,16.41,0,45.0,64.12,1.071,0,0,v2026_02
2021-09,INXBX,152863,reexport,157361029.23,20560.6,FRA,rail,1,150.57,18.99,7.15,24.46,0,0.98,64.31,1.159,0,0,v2024_12
2026-04,INYBF,717615,reexport,652960091.9,39188.53,FRA,air,0,146.16,20.81,2.37,14.86,0,26.69,75.56,0.887,0,0,v2025_12
2025-12,INDHT,184955,reexport,298351487.51,7926.17,RUS,air,1,154.33,28.69,12.04,5.57,0,22.97,74.85,1.6,0,0,v2025_06
