env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_fema_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_usd,env_hazard_crop_damage_usd,env_hazard_insured_loss_usd,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_mph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2002-08-21,2002-08-26,DROUGHT,9719,POLY000000322,1,0,643,4173215532.97,405568740.32,2721389986.25,0,11414863,197795,12.93,162.2,4.9,122.6,76.77,NARR_A
2002-08-24,2002-09-08,HURRICANE,4156,POLY000000323,0,0,746,7521406486.86,2835626552.02,2954840141.08,0,2474152,163778,20.11,159.1,-0.027,67.7,38.48,NARR_F
2002-08-27,2002-09-14,WILDFIRE,2691,POLY000000324,3,0,947,7180386659.69,658208427.89,2959025841.71,0,8133969,208723,13.2,19.9,1.257,130.9,69.18,NARR_A
2002-08-30,2002-09-01,HURRICANE,7992,POLY000000325,0,0,1153,7075992928.52,1140575348.15,1855438796.0,0,7858288,29135,18.83,117.8,1.735,52.3,65.26,NARR_E
2002-09-02,2002-09-13,TORNADO,8332,POLY000000326,0,0,754,4657943277.06,465416588.52,1185351971.49,0,10359003,130709,22.77,31.5,-2.118,116.6,0.17,NARR_G
2002-09-05,2002-09-06,WILDFIRE,6766,POLY000000327,0,1,718,10541707100.16,1663087914.31,3814773563.02,0,8299559,9332,11.04,104.2,-4.839,118.5,10.27,NARR_F
2002-09-08,2002-09-22,TORNADO,4223,POLY000000328,5,0,298,1954232858.07,430780635.95,1062458368.56,1,5714191,22227,27.49,91.8,0.85,59.4,78.83,NARR_B
2002-09-11,2002-10-01,FLOOD,8343,POLY000000329,0,0,771,1901925464.11,2245755319.31,453091644.68,0,6571788,95676,4.66,78.8,3.048,132.7,79.01,NARR_A
2002-09-14,2002-09-21,DROUGHT,8199,POLY000000330,0,0,1004,10744237752.2,2535533953.06,7908600895.74,1,5128785,10414,8.77,165.0,-0.966,77.2,55.72,NARR_B
2002-09-17,2002-09-19,FLOOD,9278,POLY000000331,0,0,416,4340801188.46,719263047.62,2015505542.75,0,2652701,140495,15.89,159.0,-4.461,107.6,25.5,NARR_B
2002-09-20,2002-10-04,LANDSLIDE,3172,POLY000000332,0,0,195,957657585.74,556762517.4,271143160.49,0,4779850,131738,23.95,143.2,0.716,130.2,27.93,NARR_G
2002-09-23,2002-09-24,FLOOD,8449,POLY000000333,0,0,246,5107148601.84,2956061195.68,2746490548.69,0,7386582,128037,1.28,48.2,3.14,109.3,36.62,NARR_B
2002-09-26,2002-10-03,WILDFIRE,6092,POLY000000334,0,0,729,9406306147.8,2108181536.42,7430892136.55,0,10913605,152415,10.07,76.8,-3.103,134.8,67.21,NARR_A
2002-09-29,2002-10-18,TORNADO,4943,POLY000000335,0,0,837,9625008823.21,1663309612.27,5139014455.73,0,6674273,214273,21.91,33.0,0.148,52.9,4.79,NARR_A
2002-10-02,2002-10-06,LANDSLIDE,7837,POLY000000336,0,0,563,5519058893.37,2621337479.41,1989210101.73,0,8066879,70191,16.32,114.9,-2.208,119.8,54.82,NARR_G
2002-10-05,2002-10-18,SEVERE_STORM,8109,POLY000000337,0,0,880,4432436678.49,2494244592.29,2977623551.29,0,84530,21638,22.8,112.8,2.781,90.9,46.63,NARR_A
2002-10-08,2002-10-22,TORNADO,6635,POLY000000338,0,0,1174,11946941993.63,584047161.07,2345079067.46,0,6107159,158059,14.55,24.0,-4.083,58.0,42.74,NARR_E
2002-10-11,2002-10-31,WINTER_STORM,3053,POLY000000339,0,1,7,8014550128.28,78359199.21,1692750433.2,0,10597703,210525,3.29,156.8,-3.507,80.0,16.33,NARR_D
2002-10-14,2002-10-16,WILDFIRE,3830,POLY000000340,0,0,720,8350108251.67,1134138391.72,1532795155.83,0,2692233,82323,2.27,38.6,-2.908,108.0,3.15,NARR_B
2002-10-17,2002-10-22,WINTER_STORM,5794,POLY000000341,0,0,449,588227029.61,683811357.78,163859282.84,0,4642639,156815,10.89,41.8,-1.351,75.6,20.9,NARR_A
2002-10-20,2002-10-23,LANDSLIDE,4464,POLY000000342,2,0,371,4045952476.53,1071055707.63,1970409452.11,0,1539109,82787,19.6,0.4,1.838,112.6,42.89,NARR_D
2002-10-23,2002-10-31,HEAT,8212,POLY000000343,2,0,629,4121008627.1,1497782718.16,2494840056.11,0,8040172,179088,10.74,37.7,-0.693,61.3,25.84,NARR_D
2002-10-26,2002-10-26,HURRICANE,5889,POLY000000344,0,0,274,2534693389.84,1305462516.73,1382124501.73,0,1961506,106700,2.05,96.9,-0.227,131.3,45.58,NARR_B
2002-10-29,2002-11-03,LANDSLIDE,1677,POLY000000345,1,0,1073,4690950153.85,737548270.56,3853627089.32,0,11629778,189745,26.55,1.2,-2.223,125.5,9.08,NARR_D
2002-11-01,2002-11-15,WINTER_STORM,5514,POLY000000346,0,0,123,1605149251.8,2923296651.82,520986857.16,1,8214136,74428,13.36,137.8,2.767,59.3,26.34,NARR_A
2002-11-04,2002-11-06,WILDFIRE,4910,POLY000000347,0,0,495,6413113862.19,1024749413.45,2268769408.59,0,2676346,124363,10.48,82.9,0.498,69.8,28.84,NARR_E
2002-11-07,2002-11-22,WINTER_STORM,3294,POLY000000348,0,0,74,4547188162.67,1357269749.79,2107259334.8,0,9644956,162282,22.04,118.3,-4.394,127.1,47.1,NARR_B
2002-11-10,2002-11-14,WILDFIRE,7942,POLY000000349,0,0,1023,8697707947.47,512692881.61,5555135018.61,0,11583476,211238,9.62,94.3,-4.661,101.6,48.08,NARR_D
2002-11-13,2002-11-30,HURRICANE,7751,POLY000000350,0,0,591,8824191299.77,1722686035.77,6361683629.92,0,11992557,233180,12.2,70.8,-2.461,59.9,78.11,NARR_A
2002-11-16,2002-12-06,SEVERE_STORM,5241,POLY000000351,0,1,817,3232877945.23,2800017085.39,1503352053.93,1,4079026,58456,8.55,124.6,-2.396,112.8,14.9,NARR_D
2002-11-19,2002-11-24,HEAT,3300,POLY000000352,1,0,1038,2125795405.63,1257689146.12,1026552459.52,0,10170239,84366,0.09,36.1,-1.836,67.2,57.54,NARR_B
2002-11-22,2002-11-24,TORNADO,9003,POLY000000353,2,0,451,11473674331.44,840675855.95,6980454762.16,1,11771520,37392,12.71,103.4,3.928,119.8,38.47,NARR_B
2002-11-25,2002-12-14,WINTER_STORM,8109,POLY000000354,0,0,358,8934789572.17,2736729997.94,2453942967.37,0,3060800,124444,6.63,126.3,2.682,114.3,67.26,NARR_A
2002-11-28,2002-12-05,TORNADO,2804,POLY000000355,0,3,1102,2323337703.82,2483968573.07,932767677.26,0,6878996,244235,11.48,15.3,-4.384,128.5,19.96,NARR_D
2002-12-01,2002-12-10,HURRICANE,7593,POLY000000356,0,1,396,8854966899.39,2308715759.2,1339507807.23,0,3170535,126695,3.85,80.7,2.09,89.6,10.25,NARR_C
2002-12-04,2002-12-19,TORNADO,5494,POLY000000357,8,0,330,8450652940.46,354211424.19,2586165484.46,1,2010045,108741,13.24,124.0,2.512,100.4,19.02,NARR_G
2002-12-07,2002-12-12,LANDSLIDE,7210,POLY000000358,0,3,182,5626231316.85,942165670.33,909191574.48,0,3644740,88138,8.18,31.1,-2.861,57.9,24.28,NARR_E
2002-12-10,2002-12-30,FLOOD,6833,POLY000000359,0,0,74,9800266833.24,2241006607.58,4952821425.49,0,1572543,216106,3.47,139.2,1.876,134.6,42.51,NARR_E
2002-12-13,2002-12-31,FLOOD,9119,POLY000000360,4,0,749,2578607712.96,777584241.13,1636083295.32,0,11755628,82497,9.89,126.7,3.919,134.8,21.9,NARR_B
2002-12-16,2003-01-04,WINTER_STORM,6545,POLY000000361,4,0,591,5870766571.33,2494494698.11,4054669640.64,1,2083785,179378,13.61,130.1,-3.67,93.5,9.11,NARR_B
2002-12-19,2002-12-24,WILDFIRE,1563,POLY000000362,0,0,1105,7728895383.58,1737451116.73,3562693624.51,0,11601658,36184,5.8,98.2,1.866,62.9,60.0,NARR_E
2002-12-22,2003-01-10,HURRICANE,1774,POLY000000363,0,0,323,8076155969.93,914069990.04,4816607146.14,0,3724380,210610,27.42,93.2,4.56,89.4,40.1,NARR_G
2002-12-25,2003-01-12,WILDFIRE,9657,POLY000000364,2,0,1052,8007504716.61,1818449390.92,3953892061.26,0,984797,17632,22.02,70.8,-4.507,60.7,62.22,NARR_C
2002-12-28,2002-12-31,HURRICANE,6661,POLY000000365,1,0,847,6303323772.63,198217807.1,2249407376.9,1,1372089,69432,20.71,22.4,-4.602,83.2,76.73,NARR_B
2002-12-31,2003-01-18,SEVERE_STORM,2908,POLY000000366,0,0,711,3564212412.84,1907187186.07,1558805077.6,0,6844821,16272,3.63,28.5,0.066,52.4,70.12,NARR_E
2003-01-03,2003-01-07,DROUGHT,7579,POLY000000367,0,0,1034,3348954145.26,2162800777.93,1945971549.73,0,8505915,49711,12.86,153.8,-1.954,111.5,43.38,NARR_C
2003-01-06,2003-01-10,FLOOD,7458,POLY000000368,0,0,381,2248082684.9,769851404.5,1363364230.85,1,2935565,130240,11.57,31.7,3.411,51.4,17.35,NARR_B
2003-01-09,2003-01-21,LANDSLIDE,5944,POLY000000369,0,2,579,8257043507.95,133800218.34,3954659031.68,0,7411564,121130,26.56,43.4,4.808,54.3,51.72,NARR_G
2003-01-12,2003-01-31,SEVERE_STORM,2849,POLY000000370,0,0,899,798601437.97,2845815911.37,246848297.35,1,5894923,98604,8.72,162.9,-0.035,77.7,11.42,NARR_B
2003-01-15,2003-01-24,DROUGHT,4826,POLY000000371,1,0,1051,1008886516.97,2820156083.96,210497560.12,1,9967923,60509,12.08,119.7,-0.296,79.7,10.36,NARR_A
2003-01-18,2003-01-31,WINTER_STORM,6774,POLY000000372,0,1,1054,2367534664.62,1018620794.79,700457353.31,0,3012129,207567,7.96,110.8,-3.4,95.2,26.5,NARR_G
2003-01-21,2003-01-30,LANDSLIDE,8563,POLY000000373,0,3,535,10704085815.35,2130469125.28,1824400577.67,0,6904098,101911,21.67,97.2,-3.841,106.6,60.61,NARR_F
2003-01-24,2003-02-08,DROUGHT,7357,POLY000000374,5,0,786,7523561946.02,2691129540.58,1322868296.81,0,6896411,185561,22.35,128.9,-2.197,72.7,5.95,NARR_F
2003-01-27,2003-01-31,FLOOD,5853,POLY000000375,0,0,1174,3345393039.08,504202562.57,638568352.72,0,907111,216645,24.85,2.1,1.384,94.3,35.74,NARR_F
2003-01-30,2003-02-19,TORNADO,3673,POLY000000376,0,0,825,8830663151.51,559831953.22,6365193325.76,0,1673687,68888,21.81,30.1,0.411,50.0,9.01,NARR_G
2003-02-02,2003-02-11,SEVERE_STORM,4046,POLY000000377,0,1,1120,11945520111.57,693472296.32,2158151410.05,0,8144146,231453,6.72,58.8,1.312,131.5,25.41,NARR_B
2003-02-05,2003-02-13,WINTER_STORM,1243,POLY000000378,2,0,390,10001284873.13,2841925538.69,4002752380.63,0,1878978,113251,27.26,28.4,-2.705,82.6,73.06,NARR_E
2003-02-08,2003-02-24,HURRICANE,4376,POLY000000379,0,0,820,4083180102.08,1005067073.55,1156318460.78,0,1615837,153001,12.83,41.5,0.781,113.1,0.92,NARR_D
2003-02-11,2003-03-02,FLOOD,8109,POLY000000380,0,0,334,6395264697.31,259970459.29,2367932375.81,0,2621898,203517,0.65,66.1,-0.177,124.4,39.97,NARR_F
2003-02-14,2003-02-24,TORNADO,7378,POLY000000381,0,0,711,9420468241.35,1931103918.66,2190583791.89,0,2531191,9362,24.22,112.5,-4.548,126.0,62.85,NARR_G
2003-02-17,2003-02-25,LANDSLIDE,3936,POLY000000382,7,0,834,2747703160.98,1686327423.64,1635886289.13,0,4615086,98702,6.11,100.6,-4.748,55.3,53.31,NARR_D
2003-02-20,2003-03-01,DROUGHT,4856,POLY000000383,0,0,1157,1067376278.01,1525245133.97,328449572.0,0,5219200,223168,12.75,52.4,-0.547,98.6,50.98,NARR_C
2003-02-23,2003-03-09,SEVERE_STORM,9472,POLY000000384,0,4,1018,7498697382.07,748213750.59,2937025817.04,1,2302717,34890,24.3,96.6,-1.455,88.9,58.39,NARR_A
2003-02-26,2003-03-03,WILDFIRE,1738,POLY000000385,1,0,817,8875023443.05,1479170276.47,5301587973.13,0,3303596,157734,17.45,1.4,-0.387,94.9,48.47,NARR_D
2003-03-01,2003-03-09,HEAT,3638,POLY000000386,0,0,1103,9986172286.14,274083668.35,6361053673.31,1,7033229,114619,12.93,85.0,0.608,63.2,79.52,NARR_C
2003-03-04,2003-03-15,HURRICANE,1636,POLY000000387,0,0,202,6728190278.23,451374175.74,3292466123.49,0,9319895,78220,3.15,146.9,-2.113,82.5,13.75,NARR_C
2003-03-07,2003-03-18,DROUGHT,4816,POLY000000388,0,0,415,9442561286.78,1716131393.38,4871517470.64,0,3054403,75948,21.27,101.1,2.724,59.0,0.45,NARR_B
2003-03-10,2003-03-17,TORNADO,9602,POLY000000389,0,0,596,5720575906.78,893476102.56,2168210228.27,1,8788730,167426,17.2,61.7,4.023,69.0,60.82,NARR_C
2003-03-13,2003-03-31,TORNADO,8794,POLY000000390,1,0,1027,7986903647.72,1101361067.92,6428752241.59,0,6552010,31211,25.31,89.4,0.9,64.4,72.12,NARR_B
2003-03-16,2003-04-01,HEAT,1358,POLY000000391,0,0,1144,10952814394.23,1992599549.72,7623832587.12,0,5616545,152463,27.09,160.3,2.106,52.1,36.03,NARR_A
2003-03-19,2003-03-20,FLOOD,8025,POLY000000392,0,0,556,10955589041.09,137161136.95,3714067867.87,0,8372769,217036,15.17,32.7,2.711,73.5,39.11,NARR_A
2003-03-22,2003-03-23,HEAT,5902,POLY000000393,0,0,994,6629260071.72,2523362968.01,2203618087.41,0,2283516,197047,20.99,98.2,-1.833,99.8,3.67,NARR_C
2003-03-25,2003-04-02,HURRICANE,4635,POLY000000394,0,0,211,11337312564.8,2195396970.86,7327092699.86,1,8453756,71201,2.22,31.2,-2.934,84.5,7.96,NARR_B
2003-03-28,2003-04-16,FLOOD,6707,POLY000000395,0,1,653,10261285908.27,162223305.34,6359177417.65,0,9565103,230643,7.21,80.7,-3.451,93.8,21.09,NARR_C
2003-03-31,2003-04-06,SEVERE_STORM,7146,POLY000000396,0,0,744,3386380747.59,1004799277.55,730547216.09,0,9529946,132828,1.42,158.9,-2.099,129.1,53.53,NARR_B
2003-04-03,2003-04-21,HEAT,3744,POLY000000397,1,0,77,9106202368.53,2288135897.57,4379258737.16,0,5385945,136303,1.13,69.7,-0.569,54.3,36.84,NARR_E
2003-04-06,2003-04-24,WILDFIRE,7154,POLY000000398,0,0,669,1229470135.35,2531328590.9,848069990.4,0,6804310,124464,11.37,101.6,-1.402,90.8,54.35,NARR_C
2003-04-09,2003-04-16,TORNADO,3069,POLY000000399,5,0,990,7253621203.1,2214187628.37,3469679211.55,0,1099671,223078,5.54,156.2,-0.486,134.1,45.8,NARR_F
2003-04-12,2003-04-20,WILDFIRE,4574,POLY000000400,0,0,56,702428662.45,537960503.47,472526234.33,1,7890626,95339,27.19,96.7,-3.384,60.6,11.35,NARR_C
2003-04-15,2003-04-28,WINTER_STORM,5785,POLY000000401,0,0,369,1311584176.49,696395714.21,217494541.12,0,5025191,189323,18.44,124.7,-2.574,102.0,17.02,NARR_A
2003-04-18,2003-04-19,SEVERE_STORM,3396,POLY000000402,0,1,1084,3963437734.3,1915896591.38,2229093902.88,0,2195511,143387,7.61,74.8,4.854,111.7,34.78,NARR_F
2003-04-21,2003-05-03,TORNADO,7563,POLY000000403,0,0,241,263498053.68,352916973.66,123821493.1,0,5682335,150117,20.69,100.6,4.561,119.8,8.47,NARR_A
2003-04-24,2003-04-28,HURRICANE,5334,POLY000000404,0,0,554,7271141228.28,36596519.41,2320964070.09,0,11734526,2714,24.14,59.5,-3.057,134.0,24.56,NARR_G
2003-04-27,2003-05-16,TORNADO,4286,POLY000000405,0,0,304,3324409638.89,1119815556.01,2379614770.49,0,1199241,208358,0.3,148.8,-1.967,52.3,21.54,NARR_F
2003-04-30,2003-05-11,WINTER_STORM,1081,POLY000000406,0,0,1031,10782231030.17,2677030061.66,1707796135.1,0,2611898,37946,8.73,85.1,-4.531,134.5,46.27,NARR_D
2003-05-03,2003-05-03,SEVERE_STORM,6420,POLY000000407,0,0,212,9276549767.26,2810682845.46,7497865252.43,0,1621246,39513,15.28,123.2,4.751,62.8,26.75,NARR_F
2003-05-06,2003-05-15,WINTER_STORM,3927,POLY000000408,0,0,723,4376346008.62,2651693967.14,1657572104.27,0,335759,58113,14.51,162.2,1.497,76.3,61.93,NARR_A
2003-05-09,2003-05-22,HURRICANE,3802,POLY000000409,0,0,471,1272323564.41,2390687187.42,781413388.2,0,5453392,195323,11.97,104.6,0.077,111.8,37.75,NARR_G
2003-05-12,2003-05-13,HEAT,3953,POLY000000410,0,0,951,9300581655.7,2298917830.7,2136426220.32,1,912242,76103,7.79,99.7,4.712,66.5,54.0,NARR_C
2003-05-15,2003-05-21,HURRICANE,9538,POLY000000411,1,0,806,10789692338.34,2107187407.24,7960129232.54,0,7787578,92850,5.16,19.9,4.217,99.2,33.46,NARR_B
2003-05-18,2003-05-27,LANDSLIDE,4819,POLY000000412,2,0,781,6985196744.94,1676360181.39,4436717509.38,1,3281990,172533,20.12,19.5,-0.992,81.6,30.19,NARR_C
2003-05-21,2003-05-25,HURRICANE,4155,POLY000000413,3,0,48,5828550732.87,910077599.55,2325907931.07,0,7741380,120162,10.1,112.6,3.676,100.3,52.88,NARR_C
2003-05-24,2003-05-30,HURRICANE,7559,POLY000000414,0,0,1066,9249281658.73,767921697.95,6813488251.73,0,5087606,166721,5.51,131.4,-3.35,59.4,58.27,NARR_A
2003-05-27,2003-06-13,TORNADO,1304,POLY000000415,2,0,669,4311554370.0,519551872.29,1458179517.9,1,11803675,87720,18.79,161.8,-0.013,61.0,0.75,NARR_B
2003-05-30,2003-06-16,TORNADO,9145,POLY000000416,0,0,849,4577414886.06,1691643837.2,2791548276.47,0,7901053,39460,3.57,73.8,1.203,126.4,29.91,NARR_B
2003-06-02,2003-06-05,LANDSLIDE,5916,POLY000000417,1,0,143,11250068956.58,234592317.29,5087944508.01,0,5769990,129094,7.23,121.0,-0.613,99.7,71.68,NARR_F
2003-06-05,2003-06-08,HURRICANE,5523,POLY000000418,1,0,1019,5916485503.76,1599950623.3,3938921027.22,0,10981043,175220,24.62,42.9,-2.688,111.5,5.36,NARR_B
2003-06-08,2003-06-15,TORNADO,1611,POLY000000419,4,0,1067,3797679771.93,2940677589.22,2215030191.05,1,9678598,171261,12.11,129.8,-4.896,104.6,11.22,NARR_C
2003-06-11,2003-06-14,FLOOD,3249,POLY000000420,2,0,772,4252235162.25,1646545066.52,2102374737.12,0,5052443,53647,0.47,85.8,1.043,56.8,10.22,NARR_F
2003-06-14,2003-06-23,LANDSLIDE,6947,POLY000000421,0,0,143,4864647170.04,169083494.63,1344348457.98,1,3772096,161172,6.77,0.1,-3.13,88.9,16.13,NARR_D
2003-06-17,2003-07-05,WILDFIRE,6196,POLY000000422,0,0,102,9670397164.6,789038507.37,7987984889.35,1,5800240,57496,2.34,54.2,2.013,134.9,30.28,NARR_C
2003-06-20,2003-06-23,DROUGHT,4444,POLY000000423,0,0,864,4232326052.63,768591695.67,1712324064.92,0,4843795,215335,8.59,6.6,4.28,75.7,22.81,NARR_C
2003-06-23,2003-07-13,TORNADO,5979,POLY000000424,0,2,140,8043244466.39,2173559084.89,4857281411.34,0,4964645,35323,16.11,150.3,-4.656,66.2,64.94,NARR_F
2003-06-26,2003-06-26,DROUGHT,9264,POLY000000425,0,2,452,2756300263.66,2232530559.02,2335516575.06,0,2022755,165994,22.96,9.7,-3.992,121.0,13.67,NARR_C
2003-06-29,2003-07-13,WILDFIRE,5165,POLY000000426,0,0,767,417237469.73,1989314129.43,258485825.06,0,10293130,3176,26.09,30.9,4.793,83.4,18.11,NARR_D
2003-07-02,2003-07-03,SEVERE_STORM,3655,POLY000000427,0,0,550,3560885572.4,1168918637.72,882304707.35,0,6100847,123130,12.32,119.4,3.431,59.9,21.2,NARR_A
2003-07-05,2003-07-20,LANDSLIDE,3943,POLY000000428,0,0,573,3213403825.42,1813086604.45,1543525837.93,1,3716245,115276,7.3,7.5,4.05,77.2,26.57,NARR_E
2003-07-08,2003-07-27,WINTER_STORM,6731,POLY000000429,1,0,343,7255263233.91,1961807085.78,1336909727.07,0,3247315,194703,5.82,7.0,1.084,120.9,52.82,NARR_G
2003-07-11,2003-07-27,TORNADO,3486,POLY000000430,0,0,169,3250831185.31,2009086097.05,2661288675.58,0,9932360,34252,26.0,80.4,-0.447,97.7,8.44,NARR_A
2003-07-14,2003-07-27,WILDFIRE,2273,POLY000000431,0,0,129,3332669634.62,56151328.52,534396392.11,1,4037325,74788,7.42,36.2,-4.344,122.3,13.68,NARR_D
2003-07-17,2003-07-21,LANDSLIDE,1871,POLY000000432,0,0,63,5418665007.86,736594650.16,4452343793.43,0,5659928,60578,26.89,129.7,-0.322,97.1,19.77,NARR_G
2003-07-20,2003-07-25,WILDFIRE,8603,POLY000000433,0,0,1091,11855765122.91,2372487685.98,8211828376.41,0,5401146,244799,12.05,64.3,-0.512,120.2,44.42,NARR_G
2003-07-23,2003-08-11,LANDSLIDE,9739,POLY000000434,0,0,469,4299304835.72,796705851.45,3588519996.74,0,5433451,7928,11.1,82.8,-4.23,70.9,11.02,NARR_B
2003-07-26,2003-08-10,HEAT,4640,POLY000000435,0,2,516,4800861367.26,453843259.62,1876657105.12,1,9794533,4754,20.96,12.7,0.793,66.6,0.48,NARR_B
2003-07-29,2003-08-17,HEAT,6083,POLY000000436,7,1,262,5748397236.3,2928089208.71,1303029206.8,0,6558293,100231,20.72,128.8,4.423,88.5,67.85,NARR_E
2003-08-01,2003-08-04,LANDSLIDE,9215,POLY000000437,0,0,711,7582931159.7,2935501111.39,6128835969.32,0,1350656,138875,11.06,76.3,-1.32,103.0,14.38,NARR_F
2003-08-04,2003-08-21,DROUGHT,9697,POLY000000438,0,2,786,5858107761.74,2137178744.18,4632638327.2,0,1931651,26236,21.03,92.8,-2.922,102.5,4.49,NARR_C
2003-08-07,2003-08-17,LANDSLIDE,4999,POLY000000439,0,0,630,6202327979.92,883847056.92,1466507281.35,0,2010358,160376,22.47,26.2,1.583,129.7,1.7,NARR_G
2003-08-10,2003-08-19,TORNADO,9743,POLY000000440,3,0,247,7101883258.11,2055549087.77,3822432465.69,0,9103922,242077,25.34,47.9,0.873,90.9,33.44,NARR_A
2003-08-13,2003-08-14,HURRICANE,2505,POLY000000441,0,0,401,11933931834.04,497284928.99,9561063167.36,0,11562626,232950,0.81,78.4,1.499,50.8,18.86,NARR_F
2003-08-16,2003-08-16,LANDSLIDE,9319,POLY000000442,5,3,769,9952526363.66,2967627627.95,5714197544.54,0,9967218,41900,1.16,78.3,-1.305,75.0,9.84,NARR_B
2003-08-19,2003-08-28,WILDFIRE,2765,POLY000000443,1,0,1189,1747739077.73,273363145.64,1085328395.21,0,11221933,227519,0.03,101.9,-1.199,57.2,42.92,NARR_G
2003-08-22,2003-09-09,HEAT,8833,POLY000000444,0,0,26,10477871349.76,1973306523.84,7192592055.75,0,10341183,183439,18.61,120.7,-3.765,71.2,7.28,NARR_C
2003-08-25,2003-08-28,FLOOD,2223,POLY000000445,1,0,793,11569460379.92,964631693.36,8765666794.73,0,10325994,77031,4.02,114.4,-1.344,133.7,47.19,NARR_C
2003-08-28,2003-09-04,HEAT,6796,POLY000000446,6,0,767,7493390474.17,2718717002.28,4485558310.2,0,5645392,45015,19.61,136.1,-3.571,117.0,16.78,NARR_C
2003-08-31,2003-09-11,HURRICANE,6706,POLY000000447,3,2,662,8690226536.71,776798827.58,4761458825.19,1,9944894,231775,1.05,54.4,-2.106,125.3,33.94,NARR_B
2003-09-03,2003-09-19,FLOOD,8176,POLY000000448,0,0,666,67557211.4,2653347617.06,27666050.04,0,6504954,184554,26.7,54.5,-4.165,104.8,31.51,NARR_D
2003-09-06,2003-09-15,LANDSLIDE,5454,POLY000000449,0,0,232,9834424935.84,748363451.43,5535048223.95,0,7435439,66333,26.36,79.9,2.638,133.4,38.98,NARR_A
2003-09-09,2003-09-10,WINTER_STORM,7811,POLY000000450,0,0,61,11465814498.84,2661294121.84,9452968637.44,0,8219766,243585,26.6,100.8,1.35,109.5,75.19,NARR_B
2003-09-12,2003-09-21,LANDSLIDE,7732,POLY000000451,0,1,601,621537454.37,1675089034.85,217468615.36,0,7040243,184377,24.56,76.8,2.356,100.7,20.03,NARR_G
2003-09-15,2003-10-01,WINTER_STORM,1823,POLY000000452,0,0,959,5487402303.8,2624633398.34,3240386634.94,0,11660292,153802,6.69,88.8,3.635,71.3,34.13,NARR_G
2003-09-18,2003-09-21,DROUGHT,7639,POLY000000453,0,0,723,7280572637.98,2412513220.1,3990234755.99,0,10121553,136798,23.99,157.3,1.441,119.6,49.38,NARR_B
2003-09-21,2003-09-22,LANDSLIDE,6673,POLY000000454,0,0,682,7197940988.53,2777073718.94,1617665159.85,0,537401,58673,19.32,133.3,0.586,77.2,9.05,NARR_G
2003-09-24,2003-10-07,SEVERE_STORM,3495,POLY000000455,0,2,547,1901236463.06,1690194553.63,323671340.81,0,4342941,45282,2.78,71.8,-0.367,129.4,34.09,NARR_A
2003-09-27,2003-10-10,FLOOD,4055,POLY000000456,2,0,368,8028854190.44,2777134660.1,5407348199.13,1,3780039,57464,19.65,155.7,1.048,74.5,0.98,NARR_G
2003-09-30,2003-10-08,HURRICANE,4438,POLY000000457,5,0,316,9434079215.62,1860690776.4,4118817959.69,0,4070789,119704,11.57,103.9,-4.952,69.4,57.02,NARR_A
2003-10-03,2003-10-11,TORNADO,1753,POLY000000458,0,0,658,4482080225.92,2594259089.18,1147571328.24,0,11614191,61804,7.22,100.8,-1.634,107.6,68.1,NARR_E
2003-10-06,2003-10-25,HURRICANE,2354,POLY000000459,1,0,1012,10883123026.62,2782872030.81,6889795676.22,0,3474973,124497,13.19,141.6,-0.052,106.4,46.65,NARR_G
2003-10-09,2003-10-19,SEVERE_STORM,9632,POLY000000460,0,0,13,8218695557.8,1915004677.14,2285404113.57,0,7086233,140726,9.11,6.2,-2.699,112.5,43.46,NARR_E
2003-10-12,2003-10-30,TORNADO,6116,POLY000000461,3,0,58,8129531575.28,1726024718.89,4429629333.92,0,4269881,235172,14.38,80.3,3.596,51.6,25.09,NARR_C
2003-10-15,2003-11-01,WILDFIRE,8696,POLY000000462,0,0,549,1457549619.05,1349852802.01,374245077.45,0,10646191,38675,23.11,161.7,-3.096,116.9,54.45,NARR_E
2003-10-18,2003-11-05,HURRICANE,4712,POLY000000463,0,1,1107,9669566903.46,338718839.45,4780144632.61,0,2413532,104161,3.96,131.4,-0.654,100.2,8.01,NARR_B
2003-10-21,2003-11-03,WILDFIRE,8366,POLY000000464,0,0,504,3111707077.76,2026432504.26,2302416674.71,0,7280750,225488,11.01,76.7,-0.828,110.8,55.07,NARR_B
2003-10-24,2003-10-26,WILDFIRE,7846,POLY000000465,0,0,566,9579924196.58,2942570374.17,5232776824.64,0,9552814,182472,18.34,9.2,-2.168,67.4,48.15,NARR_B
2003-10-27,2003-11-16,WILDFIRE,5003,POLY000000466,3,0,402,9034740461.99,2796877693.35,1467913900.43,0,6911447,125222,14.14,135.4,-3.314,75.8,63.69,NARR_B
2003-10-30,2003-11-12,WILDFIRE,9417,POLY000000467,10,0,867,10853229693.02,1845720385.44,4988060220.37,1,3988550,139152,9.04,48.9,-3.453,57.3,58.84,NARR_F
