health_infect_report_date,health_infect_pathogen_code,health_infect_case_definition_version,health_infect_case_count_confirmed,health_infect_case_count_probable,health_infect_test_positivity_rate_pct,health_infect_hospital_admission_count,health_infect_icu_admission_count,health_infect_death_count,health_infect_vaccination_coverage_pct,health_infect_variant_lineage,health_infect_outbreak_cluster_id,health_infect_exposure_setting_type,health_infect_contact_tracing_success_rate,health_infect_reporting_delay_days,health_infect_wastewater_signal_level,health_infect_syndromic_indicator_level,health_infect_antimicrobial_resistance_flag,health_infect_public_health_action_level,health_infect_data_refresh_timestamp
2020-07-31,TB,v4.8,4067,713,34.52,816,172,115,61.54,EG.4.4,CL523153,School,43.45,38,197.02,82.31,Y,Emergency,2023-08-07T10:06:06
2024-02-17,INFL_B,v5.5,857,1288,48.2,1189,235,204,82.5,AY.3.15,CL748041,CommunityEvent,9.85,13,347.73,41.06,N,HighAlert,2020-01-26T11:26:28
2022-09-29,MALARIA,v4.1,984,334,5.71,10,282,36,84.48,JN.5.2,CL500865,Unknown,96.03,29,711.19,90.69,Y,Routine,2020-08-31T02:23:58
2025-06-20,DENGUE,v3.3,495,826,38.8,1062,22,223,2.03,XBB.4.7,CL116705,Workplace,20.35,27,69.48,50.62,N,HighAlert,2022-07-05T18:19:41
2025-05-15,INFL_A,v2.7,507,1126,36.45,408,6,38,87.1,KP.1.2,CL237366,Travel,63.71,20,962.7,19.01,Y,Emergency,2020-08-27T11:15:49
2021-10-11,NORO,v5.8,3710,18,19.98,61,142,187,85.91,EG.7.2,CL934942,Healthcare,30.3,3,748.56,4.77,Y,Routine,2021-02-08T14:15:19
2020-11-01,TB,v5.6,2442,236,29.71,714,290,113,34.97,XBB.3.14,CL314788,Market,28.24,24,462.61,41.28,Y,Enhanced,2020-10-14T18:36:13
2020-06-28,TB,v4.1,3231,1310,33.6,488,269,97,37.2,AY.7.15,CL884725,Household,22.82,14,687.61,27.99,Y,HighAlert,2023-06-03T11:15:18
2021-11-19,TB,v2.3,3564,80,11.7,1070,252,140,78.81,KP.7.10,CL834550,Unknown,28.12,38,931.09,91.01,N,HighAlert,2024-11-24T01:54:34
2020-09-04,TB,v2.4,1016,456,33.02,458,197,212,58.0,B.1.7.1,CL957841,Unknown,46.73,30,427.26,75.47,N,HighAlert,2023-11-09T12:13:27
2024-08-07,INFL_B,v5.1,567,996,30.34,60,189,9,94.87,B.1.6.14,CL779711,Workplace,17.06,38,808.53,50.73,N,HighAlert,2025-01-16T17:56:19
2019-05-27,MEASLES,v2.6,762,155,49.96,259,289,132,63.29,XBB.5.14,CL633160,School,30.24,20,308.85,53.3,N,Emergency,2025-08-09T09:21:47
2019-07-20,NORO,v5.9,1320,1371,5.41,1000,2,41,58.94,B.1.2.18,CL329826,Unknown,7.31,21,346.09,53.94,Y,Routine,2023-07-05T05:13:19
2020-11-13,SARS2,v5.2,1401,79,20.7,11,249,201,22.39,XBB.4.5,CL299353,Unknown,65.2,2,995.97,86.79,N,Routine,2025-08-29T11:44:05
2021-06-21,CHIKV,v1.2,796,1456,17.25,441,211,195,16.16,KP.5.3,CL972640,Market,62.86,40,181.24,16.52,N,Emergency,2023-06-08T09:49:08
2025-09-28,MALARIA,v3.0,4269,467,36.5,160,220,184,47.86,KP.2.19,CL327464,Unknown,59.91,19,950.76,28.38,N,Emergency,2022-06-08T15:30:06
2021-02-21,MEASLES,v4.6,78,312,8.47,510,27,164,46.12,EG.1.17,CL686021,Travel,45.06,8,713.98,18.19,Y,Enhanced,2025-05-28T04:08:21
2023-05-06,NORO,v3.0,4514,520,48.28,1197,93,163,66.19,B.1.1.10,CL783807,Unknown,14.99,28,421.25,97.74,N,Routine,2024-04-01T03:16:49
2024-10-07,INFL_A,v2.3,1210,204,48.57,640,150,95,98.33,JN.4.7,CL236164,Household,81.65,0,578.5,89.43,Y,HighAlert,2024-05-02T15:25:15
2019-07-19,NORO,v2.7,4258,919,35.04,1140,74,14,48.94,EG.7.3,CL177248,School,34.04,12,610.22,14.51,Y,Emergency,2024-12-08T18:39:30
2025-01-30,INFL_B,v2.1,1877,90,17.05,441,147,207,15.44,JN.2.1,CL299231,CommunityEvent,87.35,5,449.06,36.36,Y,Enhanced,2023-01-23T20:27:40
2021-05-02,RSV,v4.5,371,357,51.18,414,280,213,95.52,AY.9.11,CL739286,Healthcare,3.88,23,307.06,7.58,Y,Emergency,2025-02-27T16:37:18
2024-03-05,INFL_A,v1.4,2413,18,32.36,648,249,37,12.01,XBB.7.15,CL973803,CommunityEvent,1.04,40,233.23,90.56,Y,Enhanced,2021-01-06T09:43:46
2021-01-15,INFL_B,v4.4,814,615,22.65,525,75,124,68.43,KP.2.18,CL596658,Workplace,80.27,39,333.22,90.55,N,Emergency,2021-11-23T14:13:29
2020-12-18,CHIKV,v4.1,4896,207,37.44,386,222,125,28.83,XBB.9.4,CL935104,Unknown,4.26,22,406.79,98.26,Y,Routine,2020-08-28T13:37:45
2024-08-25,RSV,v5.2,4213,1208,41.3,35,113,203,62.69,B.1.9.0,CL236790,Workplace,26.33,38,900.97,35.62,N,Enhanced,2025-08-02T11:10:11
2019-04-24,MALARIA,v3.7,1861,1168,5.96,104,159,145,82.42,EG.5.19,CL366907,School,19.94,15,660.98,17.1,Y,Enhanced,2025-12-18T01:01:40
2021-02-13,NORO,v2.4,3181,1374,18.64,681,282,202,77.78,B.1.3.6,CL478008,Household,76.71,1,263.32,76.73,N,Emergency,2023-04-29T11:36:13
2020-07-19,TB,v5.4,2132,132,21.63,291,248,78,43.33,B.1.8.10,CL935118,Healthcare,23.78,5,217.37,72.46,Y,Routine,2024-07-20T17:33:35
2020-08-15,INFL_A,v4.5,3618,347,0.52,360,62,50,69.36,XBB.2.5,CL912311,Travel,62.58,30,496.82,87.46,Y,HighAlert,2022-03-15T03:50:02
2020-04-14,SARS2,v2.2,1103,102,50.73,744,174,79,77.17,EG.6.16,CL232124,Healthcare,52.58,30,873.79,81.1,N,Emergency,2025-03-09T01:26:28
2022-12-24,DENGUE,v3.8,3381,584,22.36,1091,48,145,95.84,BA.7.3,CL858724,Travel,10.95,28,729.21,16.52,N,HighAlert,2022-11-24T17:49:48
2022-11-14,TB,v1.4,4730,310,31.31,545,220,185,67.96,BA.2.13,CL258521,Workplace,85.91,17,703.3,37.91,Y,Enhanced,2022-06-18T22:32:54
2022-12-16,DENGUE,v4.1,3303,370,18.34,922,75,44,67.83,BA.5.5,CL707695,Travel,67.38,15,684.9,97.57,N,Emergency,2023-02-09T09:08:47
2024-01-16,MEASLES,v2.5,4518,409,22.2,366,226,248,42.26,BA.1.18,CL633886,Healthcare,50.82,8,120.83,2.68,Y,Enhanced,2023-11-19T20:18:58
2019-04-03,RSV,v1.3,1835,1232,41.45,1062,98,56,92.78,B.1.4.7,CL805786,CommunityEvent,81.47,18,139.55,7.74,N,Enhanced,2020-08-11T23:44:26
2021-11-08,TB,v3.8,1862,924,30.7,874,54,19,87.7,JN.6.1,CL908466,Travel,68.74,12,564.28,49.33,Y,Emergency,2025-11-21T05:22:19
2021-03-10,TB,v5.0,2445,169,23.74,1085,288,6,34.24,EG.4.13,CL487056,Healthcare,0.1,28,685.16,13.9,Y,Emergency,2024-04-24T18:23:25
2024-11-06,TB,v2.4,4135,1006,9.54,828,2,121,39.71,BA.6.12,CL699294,Workplace,89.84,25,567.08,75.98,Y,Enhanced,2025-07-18T22:11:04
2024-07-20,RSV,v1.5,2393,73,50.88,174,84,71,30.69,XBB.7.13,CL184834,Market,24.48,5,934.19,56.87,Y,Enhanced,2025-08-15T20:04:08
2022-01-28,MEASLES,v1.1,1229,1348,6.54,432,4,208,47.67,EG.5.13,CL281550,Household,96.58,32,835.67,77.32,N,Emergency,2022-03-04T01:25:34
2025-08-14,INFL_A,v4.6,575,787,32.93,1072,211,138,39.9,BA.8.10,CL321965,Household,84.71,38,405.77,88.81,N,Emergency,2024-03-12T08:59:49
2023-08-17,INFL_A,v1.1,4800,1001,20.18,1159,0,39,69.2,B.1.7.17,CL143173,CommunityEvent,89.12,29,741.53,76.72,Y,HighAlert,2023-07-08T17:30:56
2023-08-09,SARS2,v3.6,2283,148,10.45,83,294,47,83.54,EG.3.15,CL416922,Market,21.28,41,676.92,51.24,Y,Emergency,2024-03-21T12:10:10
2024-04-20,CHIKV,v1.5,3069,1389,8.97,1015,123,177,28.16,EG.2.19,CL886073,Unknown,16.77,43,751.15,39.82,Y,HighAlert,2021-03-15T08:34:17
2023-07-14,INFL_B,v4.4,4554,933,6.64,30,137,39,89.79,JN.5.17,CL708989,Household,42.77,25,73.11,20.37,Y,Emergency,2021-01-28T08:27:10
2021-02-24,INFL_A,v5.4,3941,642,10.82,903,100,185,64.03,EG.6.15,CL165328,Travel,60.59,13,931.43,84.61,N,Enhanced,2021-01-02T19:09:31
2024-01-17,MALARIA,v1.0,2801,1304,1.7,860,72,92,0.54,EG.5.1,CL382797,Market,51.41,30,247.82,42.98,Y,Enhanced,2022-06-12T05:45:14
2023-04-10,NORO,v4.1,3814,1139,31.65,378,198,227,65.0,B.1.6.10,CL564951,CommunityEvent,47.27,35,696.06,40.88,N,HighAlert,2024-11-10T08:58:18
2019-02-21,CHIKV,v1.0,1283,1209,34.74,60,52,34,23.06,JN.3.10,CL514504,Healthcare,37.21,44,338.7,54.55,Y,HighAlert,2024-10-18T07:58:34
2022-01-10,INFL_B,v3.3,1185,627,11.07,961,58,46,44.66,KP.3.18,CL845390,Healthcare,35.59,36,711.67,69.92,N,Emergency,2025-10-15T18:24:27
2025-05-27,CHIKV,v3.4,844,1454,33.44,1197,117,2,5.8,KP.6.17,CL606572,Market,1.79,27,763.85,2.39,N,Enhanced,2024-09-25T14:07:23
2025-08-18,NORO,v2.0,840,958,21.42,140,138,83,18.74,BA.2.14,CL720908,CommunityEvent,90.52,10,32.36,62.33,N,HighAlert,2024-02-14T12:56:49
2023-06-05,NORO,v1.8,1468,176,31.54,856,181,227,61.57,XBB.8.12,CL565023,Healthcare,5.75,34,144.16,79.41,Y,Emergency,2020-10-13T04:30:16
2024-12-22,MEASLES,v4.1,2531,1244,41.31,573,195,209,67.49,XBB.5.16,CL630618,Workplace,13.39,35,719.21,3.89,N,Routine,2023-03-17T05:56:19
2020-11-19,INFL_A,v3.5,82,272,34.04,549,253,158,83.22,KP.3.1,CL192914,Market,33.4,5,465.54,63.0,N,Emergency,2020-05-11T03:07:57
2021-01-12,INFL_A,v2.9,1947,275,24.04,1027,117,223,19.25,XBB.4.14,CL926937,Unknown,21.64,22,302.15,11.55,Y,HighAlert,2025-03-03T19:38:35
2022-06-21,INFL_A,v3.5,1371,898,4.34,422,136,213,93.6,BA.7.17,CL921149,Workplace,47.72,42,114.88,1.04,N,HighAlert,2020-06-18T03:44:40
2021-06-29,CHIKV,v2.6,415,471,30.65,550,192,141,95.28,XBB.5.3,CL378282,Travel,32.71,0,82.88,32.9,N,HighAlert,2023-01-30T04:46:51
2022-01-24,SARS2,v2.8,270,236,18.87,365,41,248,66.73,AY.3.14,CL223763,Market,94.96,24,563.04,35.02,N,Enhanced,2024-10-05T02:53:23
2024-03-13,NORO,v5.2,3090,8,53.1,1063,291,94,35.87,EG.2.7,CL835701,School,45.14,21,558.61,46.04,N,Enhanced,2023-06-27T19:37:16
2022-03-17,INFL_B,v1.9,4551,1365,8.49,617,34,147,41.65,BA.3.5,CL907403,Travel,9.35,11,479.81,68.02,N,Routine,2024-06-28T07:15:37
2020-01-17,DENGUE,v1.5,1842,1340,42.45,1081,37,69,31.88,EG.4.12,CL675506,Workplace,59.28,13,652.74,44.7,Y,Emergency,2023-03-12T23:12:23
2025-03-14,DENGUE,v5.0,4078,654,40.31,939,65,87,2.66,EG.9.11,CL186416,Healthcare,91.9,44,605.85,20.58,Y,Routine,2025-11-20T02:26:04
2025-04-19,MEASLES,v5.6,213,1146,35.82,1129,15,132,23.76,BA.7.11,CL545436,Workplace,96.78,15,938.78,80.56,N,Routine,2023-09-23T09:10:04
2022-03-31,RSV,v5.7,2482,299,40.16,52,8,232,96.23,JN.3.1,CL710171,CommunityEvent,90.01,5,136.41,97.63,N,HighAlert,2022-06-09T14:46:17
2025-05-22,CHIKV,v2.6,4966,894,25.74,566,229,116,29.54,B.1.4.0,CL151131,Household,81.82,18,956.95,81.43,Y,Emergency,2021-06-14T08:11:00
2022-03-24,TB,v1.9,2483,1166,28.07,337,31,156,65.25,AY.4.6,CL511134,Household,70.64,10,819.66,28.62,N,Routine,2022-06-10T00:12:43
2020-11-16,INFL_A,v3.5,4977,1363,40.1,109,295,166,74.97,EG.8.15,CL964545,Workplace,16.56,12,709.65,88.4,N,Routine,2021-08-02T13:22:49
2021-01-09,TB,v3.7,3423,92,34.82,770,176,242,30.44,BA.5.7,CL494391,Market,77.08,25,308.01,39.94,Y,Routine,2025-07-13T18:01:32
2021-12-01,MALARIA,v5.3,1535,635,43.93,653,109,54,92.82,BA.7.9,CL167298,School,94.49,23,676.33,9.26,Y,HighAlert,2025-03-04T03:15:27
2019-03-22,INFL_A,v1.1,209,1408,29.6,85,148,52,41.86,AY.6.12,CL180899,Unknown,20.21,0,347.0,27.67,N,Routine,2023-07-22T15:59:53
2024-06-29,DENGUE,v4.1,599,676,27.67,531,184,0,66.61,JN.6.0,CL869215,CommunityEvent,25.18,8,114.55,97.1,Y,Enhanced,2022-12-25T18:23:38
2019-07-19,NORO,v3.8,4994,182,12.08,813,36,3,48.53,B.1.6.7,CL314502,School,49.86,37,847.62,31.95,N,HighAlert,2022-04-06T18:37:13
2019-07-11,TB,v1.2,4577,551,36.96,58,178,201,7.0,BA.2.14,CL986485,Workplace,58.71,22,97.51,24.51,N,Enhanced,2023-05-04T13:23:44
2019-01-20,CHIKV,v1.7,1720,289,47.52,266,134,85,40.96,B.1.1.15,CL560939,School,83.31,14,306.01,57.7,Y,HighAlert,2021-08-29T10:37:13
2024-09-10,INFL_A,v4.5,4866,742,25.87,204,262,120,79.97,AY.8.3,CL280197,Healthcare,20.61,44,820.56,38.48,Y,Enhanced,2021-03-16T10:43:49
2024-07-07,DENGUE,v2.3,1367,482,18.8,972,92,70,77.32,BA.8.10,CL721894,Healthcare,10.4,13,191.29,77.27,N,Emergency,2021-07-11T02:52:57
2022-01-18,SARS2,v1.8,1152,1429,35.26,18,143,117,41.3,B.1.9.10,CL252196,Healthcare,61.35,29,955.13,87.34,Y,Enhanced,2024-02-25T11:57:38
2024-03-19,MALARIA,v2.8,4751,663,10.43,318,143,77,17.62,B.1.6.9,CL571585,Workplace,4.08,1,407.59,60.75,N,Routine,2022-03-08T02:50:50
2023-06-04,RSV,v3.8,2464,1004,5.75,586,248,10,30.74,B.1.6.16,CL954462,Workplace,96.63,36,118.91,44.45,N,Emergency,2021-08-02T16:01:14
2022-07-08,RSV,v1.1,1008,186,25.46,134,39,111,20.69,AY.2.4,CL290348,Travel,32.85,25,588.1,87.41,Y,Enhanced,2020-05-13T12:05:46
2024-09-15,INFL_A,v5.1,3146,1460,12.62,864,275,222,71.7,KP.9.13,CL476238,Unknown,94.24,9,148.6,86.63,N,Routine,2024-10-20T04:29:07
2022-03-28,MEASLES,v2.6,2625,964,16.73,1095,28,196,6.24,AY.9.12,CL266440,Household,93.59,40,780.56,78.11,Y,HighAlert,2020-07-02T17:28:50
2020-03-21,NORO,v2.3,90,775,7.49,845,89,155,5.52,XBB.1.6,CL274408,Household,5.15,24,144.04,0.58,Y,Routine,2024-02-10T10:38:51
2019-02-05,CHIKV,v5.9,4225,855,51.85,108,100,67,59.55,KP.9.18,CL530835,Household,40.12,31,24.24,27.66,Y,HighAlert,2025-03-11T09:47:59
2025-02-05,SARS2,v2.6,1672,1488,5.46,806,8,127,9.82,JN.4.18,CL814279,Household,76.19,10,453.64,10.83,N,Emergency,2022-05-29T12:19:24
2023-12-16,TB,v5.0,893,1066,37.88,200,128,212,23.11,B.1.1.15,CL933732,Unknown,37.35,40,478.28,1.33,N,HighAlert,2020-08-02T00:55:48
2019-12-17,INFL_B,v1.5,2093,56,37.07,1027,217,213,15.56,KP.3.14,CL201944,School,2.73,13,252.09,20.18,Y,Enhanced,2021-10-04T14:47:00
2020-04-02,MEASLES,v2.3,665,1257,22.6,734,190,101,72.06,BA.6.4,CL487677,Healthcare,96.8,21,527.54,40.85,Y,Emergency,2020-04-30T00:29:28
2025-07-05,TB,v4.7,2966,1383,38.48,508,174,160,53.56,B.1.2.13,CL446677,Travel,47.46,27,881.29,53.47,N,Emergency,2022-04-05T01:54:51
2024-03-22,SARS2,v5.2,2498,830,51.07,387,111,214,76.79,EG.7.3,CL542728,CommunityEvent,29.31,6,528.76,74.77,N,Enhanced,2021-11-01T14:06:48
2022-07-28,NORO,v5.6,3725,222,54.27,1053,223,184,13.16,EG.3.6,CL697762,Healthcare,52.18,16,217.93,57.41,Y,Emergency,2023-01-04T20:42:37
2025-09-15,TB,v2.5,1590,815,43.69,374,145,6,53.69,EG.1.3,CL812050,Household,68.27,29,792.15,99.58,N,Routine,2023-11-21T23:36:17
2021-12-23,SARS2,v1.4,1159,1175,9.62,6,5,242,35.07,KP.9.5,CL142741,Market,48.03,18,680.78,74.37,N,Emergency,2023-12-01T03:03:10
2024-09-30,INFL_A,v5.3,843,623,0.39,472,140,247,73.36,AY.2.15,CL180286,Healthcare,97.32,22,25.46,56.95,Y,HighAlert,2025-04-15T14:50:24
2022-08-02,MALARIA,v3.1,2933,736,10.24,868,239,3,74.03,EG.4.18,CL391598,Workplace,95.59,40,342.51,36.27,Y,Enhanced,2025-01-03T09:17:26
2024-04-12,TB,v1.3,4127,1300,10.89,422,163,249,28.87,KP.8.3,CL382744,Household,87.19,8,467.52,44.54,N,HighAlert,2024-05-12T22:47:59
2021-01-12,DENGUE,v1.3,2849,189,28.43,702,184,208,36.52,XBB.4.12,CL843160,Healthcare,5.12,20,312.13,1.7,Y,Routine,2020-08-28T20:44:44
2019-10-04,INFL_B,v5.4,3778,838,50.62,571,160,185,92.9,BA.8.13,CL612452,Market,14.62,4,598.68,7.95,Y,HighAlert,2025-03-25T19:01:27
2020-04-17,INFL_B,v3.6,3303,1097,26.07,828,101,237,97.23,EG.3.16,CL578942,Healthcare,44.69,38,376.33,47.38,Y,Routine,2021-01-05T10:50:25
2022-11-02,INFL_A,v5.4,2737,524,19.61,420,70,3,21.4,BA.7.1,CL876885,Unknown,27.28,31,407.11,26.93,N,Enhanced,2022-04-22T04:12:17
2025-07-10,CHIKV,v1.9,3927,702,9.73,202,8,58,60.05,BA.4.10,CL916790,Household,11.27,22,556.63,80.74,Y,Routine,2021-10-25T03:47:50
2023-01-01,INFL_A,v2.2,1230,991,28.64,914,77,37,48.81,B.1.1.7,CL953401,Travel,32.62,7,190.09,15.56,Y,Routine,2025-07-13T10:11:50
2019-05-23,NORO,v3.2,2535,973,29.96,400,288,226,66.38,AY.9.19,CL663416,Workplace,49.94,29,818.25,71.6,Y,Routine,2022-12-12T07:24:49
2025-01-14,RSV,v4.2,3847,1461,49.0,713,235,117,5.17,XBB.3.1,CL933201,Household,32.26,43,791.52,49.0,N,Enhanced,2021-03-17T22:49:17
2021-04-23,INFL_A,v5.9,793,502,6.83,407,63,163,8.41,JN.8.10,CL278156,Market,25.19,12,645.23,10.62,N,Emergency,2024-01-31T17:41:56
2021-02-14,MEASLES,v3.9,3127,936,29.21,857,228,110,60.21,BA.8.18,CL965301,Travel,81.93,36,596.38,28.37,Y,Emergency,2025-07-15T18:17:44
2024-05-07,NORO,v1.5,2040,1014,22.95,1035,279,199,80.27,AY.1.19,CL494682,Travel,45.13,42,580.85,24.74,N,HighAlert,2021-12-25T00:35:54
2024-12-15,NORO,v4.5,1175,24,41.02,966,158,159,38.03,KP.1.4,CL651948,Market,81.58,42,575.38,91.73,Y,Routine,2020-03-22T16:34:07
2020-01-02,CHIKV,v3.5,4076,203,49.64,663,32,248,24.12,XBB.5.17,CL760680,CommunityEvent,27.27,24,446.78,46.15,N,HighAlert,2021-04-06T11:48:21
2024-01-22,TB,v3.6,3864,1409,50.65,883,263,197,4.35,EG.3.8,CL261779,Unknown,77.7,5,954.51,68.92,Y,HighAlert,2025-06-03T04:31:54
2019-06-27,DENGUE,v4.6,62,631,53.33,897,112,81,13.63,EG.3.13,CL107867,School,94.52,35,37.34,86.5,N,Enhanced,2025-01-26T07:04:17
2022-09-21,MEASLES,v2.1,2899,90,40.18,694,278,246,63.32,JN.6.14,CL550456,Market,61.93,20,986.0,0.04,N,Enhanced,2022-04-10T18:38:20
2022-02-07,MEASLES,v5.0,1842,97,25.01,1124,261,39,72.41,EG.7.15,CL866513,Unknown,41.43,27,827.41,51.03,Y,Routine,2024-10-12T23:56:16
2022-05-07,DENGUE,v3.1,4819,478,29.45,905,160,198,30.43,B.1.7.6,CL496499,Household,22.61,24,863.46,79.0,N,Emergency,2021-08-14T08:26:58
2024-06-22,TB,v2.3,3603,1193,46.44,382,253,182,39.58,BA.6.13,CL656016,Travel,46.83,30,637.96,65.29,N,HighAlert,2021-03-04T09:57:32
2023-02-20,MALARIA,v2.9,4932,215,1.38,923,36,214,2.67,XBB.8.1,CL321100,Unknown,6.28,29,49.61,73.64,Y,Enhanced,2025-08-02T21:58:05
2020-09-13,DENGUE,v4.2,4774,254,29.08,702,171,159,25.76,XBB.7.18,CL583394,School,15.58,16,512.65,75.28,Y,HighAlert,2024-02-11T05:54:38
2025-07-29,RSV,v2.3,4020,1013,25.77,292,254,159,92.9,XBB.5.9,CL787026,CommunityEvent,51.77,42,207.91,91.65,N,Emergency,2022-12-10T20:43:32
2021-05-12,MEASLES,v4.5,2337,348,8.11,330,299,66,74.8,AY.7.17,CL274525,Unknown,27.41,7,745.61,3.96,N,Enhanced,2020-12-28T12:12:49
2020-07-25,TB,v2.5,1137,521,35.52,285,236,90,87.19,XBB.1.19,CL117359,Workplace,85.07,34,486.59,36.69,N,Emergency,2024-11-19T18:57:52
2019-07-14,DENGUE,v1.0,1333,661,15.53,606,35,121,89.6,B.1.1.9,CL465941,Workplace,0.06,37,368.29,21.55,Y,Emergency,2024-02-22T20:58:36
2023-10-05,INFL_B,v4.9,1843,455,17.1,894,117,247,75.18,JN.9.10,CL924011,Unknown,19.64,29,592.43,95.88,Y,Routine,2024-09-12T01:58:26
2019-07-23,DENGUE,v3.0,32,937,11.79,285,262,174,37.91,EG.9.8,CL579700,Unknown,85.17,28,489.38,34.31,Y,Routine,2020-09-09T09:28:36
2024-06-18,MEASLES,v5.0,1487,1361,11.19,633,88,208,45.61,KP.1.0,CL678341,Healthcare,10.55,29,516.01,82.93,Y,Routine,2022-03-20T21:50:02
2024-03-27,MEASLES,v3.0,4338,1417,36.96,847,230,80,71.25,KP.3.18,CL195738,School,30.92,20,864.41,65.89,Y,Routine,2021-08-13T22:20:03
2022-01-17,CHIKV,v5.5,298,1386,7.7,514,125,194,21.52,EG.1.4,CL469394,Household,47.73,20,957.03,6.08,N,Routine,2024-10-06T02:07:30
2025-05-20,INFL_B,v3.4,442,114,40.76,1044,56,104,50.45,JN.3.2,CL571129,Travel,66.24,6,438.48,82.12,N,Enhanced,2025-08-01T04:02:36
2025-01-13,SARS2,v5.7,3033,1320,47.77,672,176,116,69.77,EG.5.12,CL875287,School,34.17,41,426.01,74.05,Y,Routine,2025-06-20T03:24:23
2025-05-17,DENGUE,v3.8,3012,1089,27.52,347,253,159,11.7,AY.9.11,CL530622,Healthcare,83.66,0,765.28,75.78,Y,Routine,2021-11-17T12:24:00
2024-03-17,INFL_B,v4.1,1944,945,49.01,591,242,9,70.23,KP.2.15,CL854077,Healthcare,93.47,11,762.78,95.13,N,HighAlert,2025-01-30T20:41:57
2022-08-01,RSV,v2.8,281,1316,40.42,476,67,202,48.19,EG.7.14,CL832827,Healthcare,63.64,1,803.93,92.66,N,Routine,2024-07-27T20:16:46
2019-07-11,INFL_B,v1.3,4801,606,10.73,272,115,66,91.24,B.1.7.11,CL695364,Unknown,24.72,24,491.46,88.87,N,HighAlert,2022-02-26T17:47:56
2019-07-09,RSV,v3.2,2442,1420,47.63,1051,56,225,43.97,XBB.3.8,CL707935,Healthcare,95.25,9,968.13,18.52,Y,Enhanced,2022-06-20T03:01:32
2023-08-18,RSV,v3.7,3564,135,9.22,74,144,191,57.85,BA.3.3,CL557703,Travel,43.13,44,186.45,68.35,N,Routine,2020-09-27T04:23:38
2022-12-21,MALARIA,v3.4,1619,226,7.33,443,181,184,63.98,XBB.2.11,CL649877,Healthcare,28.67,38,429.28,41.66,Y,Routine,2021-05-15T20:27:49
2022-05-02,RSV,v3.7,2398,1134,23.39,425,17,67,84.43,XBB.1.12,CL129697,Healthcare,17.27,13,435.83,29.37,Y,HighAlert,2020-04-13T01:38:07
2020-09-19,CHIKV,v2.7,38,348,52.78,21,275,48,60.44,XBB.1.19,CL199918,Workplace,11.5,26,512.0,15.67,N,Enhanced,2020-02-06T18:35:07
2023-12-04,NORO,v3.0,410,1154,25.84,981,219,158,10.59,AY.6.11,CL902294,Household,27.42,9,856.48,48.23,N,Enhanced,2021-06-23T15:02:34
2020-10-22,DENGUE,v4.1,3441,1463,29.93,1010,286,205,9.6,BA.1.2,CL503792,Market,74.3,17,58.75,47.25,Y,Enhanced,2020-05-15T10:24:00
2020-05-27,MEASLES,v2.2,615,947,30.88,452,233,204,79.67,BA.2.12,CL881195,CommunityEvent,2.97,23,406.37,32.06,Y,HighAlert,2022-05-09T15:22:24
2023-02-24,SARS2,v5.4,4399,1334,6.74,960,154,236,1.23,B.1.7.15,CL713530,Workplace,33.68,8,984.67,70.02,Y,Emergency,2024-02-04T12:28:08
2021-02-03,TB,v5.3,2138,825,45.93,452,174,118,9.58,B.1.2.16,CL565440,CommunityEvent,8.52,24,390.86,32.31,Y,Routine,2022-08-16T11:53:51
2023-03-18,CHIKV,v4.2,2194,255,19.22,744,151,195,22.86,EG.4.12,CL243039,Workplace,57.35,33,98.2,96.13,Y,HighAlert,2023-03-04T20:06:11
2024-08-17,INFL_A,v5.8,404,427,17.7,1066,281,194,47.2,KP.2.4,CL601284,CommunityEvent,3.17,40,563.55,91.19,N,Routine,2021-01-03T00:52:18
2023-09-22,INFL_A,v1.7,3251,355,28.16,895,227,126,88.94,B.1.4.15,CL756937,CommunityEvent,96.93,32,895.48,90.77,N,Emergency,2020-11-16T14:43:57
2023-08-12,DENGUE,v2.8,4414,1471,15.41,262,233,197,19.79,XBB.4.1,CL939218,Market,84.42,14,923.68,34.46,Y,HighAlert,2020-02-03T00:58:14
2019-09-21,MEASLES,v4.7,2980,404,43.5,863,41,53,84.74,AY.5.2,CL628929,Market,62.53,25,448.98,87.27,Y,Enhanced,2020-10-31T15:49:43
2022-09-18,INFL_B,v5.9,2028,1345,53.07,1157,69,235,47.01,BA.8.3,CL492238,CommunityEvent,32.56,41,475.26,81.4,N,Emergency,2022-10-09T02:55:15
2019-05-23,NORO,v4.3,2896,847,45.7,139,197,27,34.21,KP.6.3,CL732831,Household,97.9,4,854.52,48.52,Y,Enhanced,2025-06-18T11:04:33
2021-11-21,MEASLES,v2.2,3166,1377,24.65,584,100,47,13.23,AY.6.10,CL811665,School,92.29,31,894.49,27.32,N,HighAlert,2022-04-08T01:50:58
2019-05-07,SARS2,v5.6,3112,239,9.94,284,221,124,16.64,AY.6.6,CL706898,Household,74.32,27,566.62,17.19,Y,HighAlert,2021-07-03T20:48:09
2021-07-31,MEASLES,v5.8,1943,303,41.54,289,79,115,47.39,XBB.4.14,CL752950,Healthcare,47.53,21,773.12,42.32,Y,HighAlert,2023-01-05T23:31:12
2019-02-03,CHIKV,v5.9,3738,1331,11.02,154,220,180,87.86,B.1.4.15,CL807775,Unknown,86.52,2,431.34,51.45,N,Emergency,2024-08-01T10:40:19
