edu_finance_fiscal_year,edu_finance_lea_id,edu_finance_revenue_local,edu_finance_revenue_state,edu_finance_revenue_federal,edu_finance_expenditure_instruction,edu_finance_expenditure_support_services,edu_finance_expenditure_capital,edu_finance_expenditure_debt_service,edu_finance_teacher_salary_average,edu_finance_administrator_salary_average,edu_finance_benefits_cost_total,edu_finance_facility_condition_index,edu_finance_technology_spend_per_student,edu_finance_transport_spend_per_student,edu_finance_special_ed_spend_share_pct,edu_finance_ell_program_spend_share_pct,edu_finance_fund_balance_end_year,edu_finance_pension_liability_estimate,edu_finance_audit_finding_count
2016,LEA166411,16702000408.09,26145258366.87,1631445884.22,20092083659.27,524403690.92,2288680502.24,402325399.97,964002.52,981337.36,3927255116.87,33.78,23279.16,14977.66,3.3,8.13,5432169302.58,12326838697.55,5
2025,LEA702117,17880201986.47,140863704.21,4094006796.78,16181006156.76,9166898171.72,6733105565.07,166967007.18,1036999.72,1526580.27,2158533720.67,19.04,14223.87,4777.02,16.23,8.55,5028052611.11,5258162013.54,17
2017,LEA102517,6930307480.82,24145690507.69,431990237.74,7584561294.38,1120184264.14,4715842957.31,1511188759.87,1031406.85,985485.39,3574460762.0,47.13,2752.28,2315.32,1.44,7.53,750212014.64,5513413711.34,21
2021,LEA924233,1584551556.14,1768996825.8,2466825416.82,2504815335.18,10508950245.25,966555788.24,391665911.33,647884.45,2180101.89,3097930109.79,96.45,1618.59,21721.09,16.38,4.46,3061500102.03,6281060786.48,32
2016,LEA795511,701380976.97,7818315248.63,649905897.65,12372114895.17,3971470809.38,432561464.01,1595422313.3,742572.29,1007676.53,2043030342.84,46.93,19105.26,13916.01,13.59,10.07,2638310258.56,14444275488.9,24
2016,LEA487507,11879778631.41,23244683437.25,4773932858.16,22644937624.55,5196579094.42,691827147.26,1674466757.55,1169017.32,1926986.42,3926344092.25,24.49,190.94,1345.89,6.61,13.16,5673295359.71,14520579545.91,39
2017,LEA202992,16292444636.49,8819513112.33,2608476567.0,7173260774.34,14920691099.44,6248321320.85,1170690295.99,301571.0,322122.22,1997861424.62,97.73,13081.43,12403.09,17.2,2.08,-348930772.38,9227455991.51,37
2019,LEA256832,18979309616.39,11976333255.29,4179526724.05,10457286414.67,7543060013.32,2523786291.06,2304283100.83,524578.93,2140449.17,6371767321.12,81.8,8807.95,3575.96,12.1,3.05,3277346264.94,11920407301.01,25
2018,LEA763425,3068060116.56,25921352493.92,1490220705.11,11869523927.74,8155715422.57,5416213109.1,1035662105.82,1143202.51,1670221.81,2723685077.59,75.61,6216.02,5807.94,7.75,10.81,4738570521.92,16991139125.95,29
2024,LEA339862,1354836005.93,17224496943.15,2496104796.49,9455739977.87,14658462334.19,6340851026.17,227096960.22,721325.48,1561999.54,5695847160.45,33.17,22885.34,15256.96,12.8,4.88,479036321.74,10519454200.33,32
2025,LEA284166,18728157086.55,22148262083.1,2287718834.96,20671121606.59,10305450330.53,6285393231.68,1491096178.07,1073836.01,1570157.84,2554979804.55,45.62,19634.25,4189.17,1.09,0.99,5474671401.62,7655780024.99,7
2018,LEA417983,12591081576.27,25332919899.34,666340586.05,16973145765.66,8100797661.68,1110606066.95,2961858068.35,817253.35,2234131.26,2054348205.52,11.67,12747.9,7121.89,9.49,1.25,5628585563.1,3696856311.12,33
2019,LEA645004,2408554472.79,9648076956.95,2628854647.97,23678804319.17,618935884.5,4078466666.45,537223793.37,770338.14,1798501.35,4950717011.04,42.68,2473.39,21875.36,19.09,7.37,2577764023.58,7700406170.71,36
2021,LEA658325,9467003106.57,29420795935.92,548777582.23,24822583991.18,10932944641.64,3341649983.12,2403326971.49,768929.74,1071409.38,3855444574.56,51.05,13093.06,17049.25,8.51,7.35,573860791.81,14123723380.76,26
2018,LEA847251,5161001941.27,28658265139.39,2652744683.6,20081356602.31,11407271856.16,4726717989.05,1587247122.7,777304.77,2190579.57,404024281.35,1.71,2973.03,2986.04,19.29,3.66,2078753719.32,13783582395.27,33
2019,LEA599618,16436505405.47,13740184565.13,2465676414.86,15267607221.26,9915718485.93,1868177997.13,1686071192.36,814683.01,2036654.68,2089638741.91,15.02,3842.16,6063.17,7.46,12.12,1428068899.51,17650041808.74,1
2025,LEA893328,12962863262.88,2224995209.4,1865194464.22,48012327.7,1836199926.85,3293369301.84,851959432.49,780309.71,1145794.97,1228025756.5,39.93,12460.19,5127.36,7.57,8.17,2029711748.56,9509181868.04,23
2022,LEA362945,1754468460.48,26155554878.54,1402083832.53,20041644033.03,11866147096.39,5995699937.38,1200419124.12,247121.17,1490737.48,2715271669.67,19.7,21085.5,20960.0,0.25,1.04,5046028876.43,120105980.61,14
2017,LEA780764,1481182040.24,7370340723.37,1702625703.47,7418440717.26,9843180059.7,6252150949.65,2272742320.49,695419.6,1599926.87,571086886.41,35.09,23717.96,11045.54,10.54,8.62,1081113904.1,6216897268.32,13
2025,LEA111996,12163856100.15,27149690077.99,3662736803.54,18718064327.35,7507672318.87,6830117872.31,1799426573.92,191100.01,949675.84,2369323806.43,31.58,17768.39,8337.55,15.62,11.36,3744036492.19,12409441313.83,9
2017,LEA822596,10756431617.14,27229318589.58,543529507.01,5486519646.58,11854095754.76,5796154956.28,413623074.79,322884.37,803274.23,5669539895.21,53.25,2029.72,13823.11,2.07,13.12,3005764172.05,229142228.8,3
2022,LEA807522,8832279959.82,14210740247.4,575281571.68,8106752.6,10303270535.31,119887250.75,1734718402.83,349157.49,2081543.92,438338225.07,91.52,6743.7,2896.79,4.69,0.19,4897759292.85,11936797705.2,11
2018,LEA855309,13388844850.62,28987278927.04,1781196706.25,3927089856.55,1147398123.71,549700687.97,1772818051.4,307371.02,1226981.38,5558316815.72,20.37,10115.37,764.41,2.37,10.04,389777726.63,18598443662.05,29
2017,LEA284546,3542981854.98,15835224359.15,3743657206.75,11740280725.1,620645471.4,738783029.87,2722758849.46,281564.68,320421.14,4759283678.56,85.51,21549.39,657.05,7.32,10.37,4901529115.78,14802733493.14,36
2016,LEA396994,258758454.13,28900302443.47,4860187697.23,4439189078.7,3786452142.29,7986340396.5,538503528.62,495563.8,2375825.5,4186594986.75,10.57,20099.6,2850.11,9.27,13.08,4994678458.32,12039672922.88,23
2016,LEA267457,11995052482.75,22631207437.79,3107625051.99,4579732687.08,12080437509.52,6150601363.4,1999239870.85,888316.1,1128999.51,891780556.83,15.41,14498.97,16479.01,19.8,5.18,1282799729.74,802773069.23,27
2018,LEA133057,4232739683.39,7245035125.37,1123614018.35,1196529426.96,3370225109.29,7747060160.26,2733464824.22,524610.48,2319278.03,2149036726.18,1.77,13287.8,21454.28,8.55,13.21,-42448486.24,2290939210.98,15
2025,LEA799223,8227781087.07,28972511547.29,388056843.06,17296372298.71,236190086.0,4298893842.92,689121253.85,698982.98,799785.56,1025508799.03,80.93,19810.27,15299.55,12.17,9.87,3265328618.8,3309318046.78,12
2021,LEA884107,18509248186.73,27391983869.36,2024916576.15,23155118941.23,2476468394.3,2773767731.08,2409602385.26,1169090.98,1184404.55,2498406078.28,12.06,5788.17,3816.52,19.11,7.43,1143179399.28,13169334658.64,30
2022,LEA658323,3118943048.83,26229064561.42,2657821754.56,18762087379.66,130069439.74,849337152.4,2511873332.49,974381.37,2100193.86,1562485014.12,6.67,4685.92,8020.14,8.28,3.21,2267407045.84,11096184464.08,12
2023,LEA507447,3213235380.81,1326840872.83,4773246095.22,367722590.03,168604653.04,6113971979.71,920730807.64,942990.1,2073124.03,3678692482.4,24.6,12621.28,14782.28,7.06,3.72,4162519109.81,16013494384.99,26
2019,LEA883128,9138523407.86,28390019728.19,4522833423.12,19081417827.86,12695963535.63,6461568840.88,1554605729.91,511868.17,1051587.79,4984821284.95,10.1,18604.84,6032.46,10.81,13.82,4876853027.5,4290950418.54,13
2023,LEA739828,7304803792.81,28382044159.2,1954241124.25,10965649167.47,2351255497.35,3394645308.52,139395700.79,410109.69,1482896.75,2025532164.8,22.6,2373.29,47.08,1.58,12.32,1417464637.21,1074004575.62,7
2018,LEA794908,17357968305.35,27648656601.75,3849354894.27,20770867730.75,8339159596.83,3004335307.43,1372087712.55,464777.78,1995967.25,1587207465.62,66.01,6153.17,13898.36,12.9,10.59,4511767161.51,11513771465.74,35
2022,LEA185219,4390454006.22,22612243646.79,2133742193.45,828576861.34,12413596714.44,2341636125.38,2186873482.82,929082.47,531671.28,1367894300.34,39.13,15174.43,20552.05,8.57,0.44,5098695922.02,2948190305.56,19
2016,LEA490042,2278871013.76,12311351790.65,4947640901.01,9463554771.15,12647871274.75,6912811821.25,1223678085.29,943077.98,1275413.59,6315801206.38,84.7,9066.17,16059.48,12.75,14.37,-386203936.66,15245995812.69,24
2019,LEA346916,13627859835.94,23758934000.14,2928805674.06,14425508117.23,7246632540.58,1941546209.26,1335554234.29,474758.48,1159809.36,4699396924.01,16.05,21200.32,21932.93,0.86,6.18,654201783.43,18017533046.52,34
2018,LEA663827,4836397604.02,18718986369.15,1402276326.43,2147170354.19,138305918.9,6868661833.71,1322283529.0,1148786.2,1409377.86,1197971815.49,11.24,18153.48,6408.73,11.47,14.45,2993975382.03,12952044756.38,4
2017,LEA781300,19580750331.06,29476691806.66,1308578716.7,20549757229.32,13815336168.62,1972798960.87,1933169378.18,676697.36,1620472.92,2161349987.25,68.2,2148.28,4474.49,12.9,1.93,485497196.7,6541576282.28,22
2018,LEA456577,5160598298.93,27254269312.84,170669174.31,21764021959.33,8219714208.31,6133476356.97,468278792.03,900431.39,722993.52,51249931.37,54.55,13973.61,135.54,2.49,14.4,3805361936.92,10655711406.64,3
2022,LEA800225,19286404712.17,1595682561.06,3596055079.97,16363084508.09,11740874054.49,809700009.22,464417962.82,1026287.2,2287429.23,6997467049.66,81.4,1201.96,5816.85,18.54,5.48,5512246963.57,15595890332.36,39
2022,LEA956170,11384181634.9,20377182594.72,4711087944.17,5846247445.96,1493938993.72,189536594.36,2634355677.06,502565.55,2098015.68,6240174247.86,54.67,7822.76,16409.03,4.53,13.9,1443780596.17,4434735317.92,7
2021,LEA983905,10488996049.06,14886071504.39,3357006748.65,17768538456.41,2846329699.21,2279810006.85,1107097535.42,302023.05,703174.73,5501457968.38,68.75,10099.07,4185.07,0.42,7.06,1806294177.06,16484275582.63,6
2017,LEA664668,9168342897.53,27100755062.97,1538713956.86,4452826149.61,5781167761.77,7413970068.17,556478999.29,1135748.25,1604088.9,5961690233.51,7.29,1583.09,2343.41,9.86,13.57,4931488849.9,17034923537.47,2
2020,LEA898142,7694340062.26,28580323073.75,136539295.41,14922573882.5,11489522804.99,3945459995.88,1467685359.93,1153870.7,1494105.39,2799473575.63,59.0,5718.6,16169.01,10.32,0.45,3034527309.42,17877555587.08,6
2019,LEA887279,13260879633.79,7346495694.18,4714144820.42,3307769137.93,12798654841.87,1907257484.38,513182766.88,213364.05,1747788.72,3556703724.03,99.39,16622.46,12778.62,16.3,12.47,4703186882.15,18903247964.1,16
2016,LEA951477,16652160467.89,11107481994.91,4723725916.68,3525954531.95,637318299.67,4783750842.99,1140286222.05,894308.04,768957.67,1684757037.73,88.88,13526.23,21407.9,7.04,7.34,5325612.89,6692342696.41,8
2020,LEA468944,9923897866.26,18915541085.04,1236109866.0,18958517943.86,14968298539.4,3814760996.18,919256900.93,1049496.92,621842.99,2154174251.92,76.3,1602.47,6899.06,16.13,13.86,-327226916.68,17021159343.37,17
2018,LEA621722,7561292195.26,28527478061.94,2586415237.45,23234888439.29,8221277135.25,7903530243.4,1942274597.49,1017755.97,987322.76,699082906.49,81.17,12987.4,1361.05,1.57,9.24,4343142105.3,8365672900.84,27
2019,LEA159686,14288973943.48,25377297183.43,2697633210.88,20205037452.2,10482408194.09,5895144428.31,1987031014.76,604344.13,432558.66,1894719849.0,88.29,7482.01,8235.24,1.5,7.81,737156881.88,5474381605.17,29
2020,LEA632355,9733385616.69,14868134188.86,4048109717.05,22713993059.11,460324143.66,5202187529.49,558513340.21,1046077.14,928832.85,6097657331.51,0.25,23984.3,3963.89,6.58,9.09,2560408480.88,16883040078.4,14
2020,LEA412928,15582469776.79,12158501305.23,228496968.17,13190536408.92,10413848885.58,572395060.59,1729619707.69,1088514.15,2027294.68,3699690677.6,64.39,16898.15,2031.05,5.01,6.91,490094017.86,266654631.37,33
2020,LEA805877,8723025984.34,11751990037.16,640252044.68,22747341652.37,3976977161.54,1920250604.55,747427395.44,942611.21,460186.42,4029944371.32,4.47,10445.4,9918.22,17.38,1.16,85289594.71,1944768586.4,33
2019,LEA252352,17227659194.98,23258033494.97,1669645703.83,19276432921.92,12281506337.82,5431055054.18,611672837.6,916089.99,1190886.36,917824970.73,70.48,6447.69,12612.85,19.59,0.75,4367655838.27,5924802995.13,34
2024,LEA706860,2763440937.06,6501645521.93,812532378.03,23678953556.08,10047125835.12,5644094074.07,2132060887.41,1149407.67,517926.97,5225261025.8,22.38,23270.31,16290.57,10.17,9.35,1913896354.02,6128986746.35,8
2018,LEA229840,7455724801.01,15094662197.39,2860483572.92,21661426705.39,8612573873.45,6991692515.67,1661503600.29,1193964.95,1229714.87,4746646053.42,30.94,15296.72,5194.97,8.07,3.03,1850965960.65,75235594.47,9
2019,LEA109967,1104714997.99,15697622949.15,3789519845.4,4582223125.1,8291019927.47,4476187095.41,2022196999.17,1065454.03,1572906.44,2132216087.02,77.11,5987.85,3903.98,5.51,1.74,279115495.34,13793119807.11,9
2016,LEA709247,16209134269.3,5655581799.31,3022985751.89,13752764760.86,4510037558.81,6422271712.59,951198686.11,416198.36,1442063.11,6412854674.2,28.3,10264.69,18570.54,13.78,2.23,4001392122.98,577176964.39,4
2019,LEA808332,15197715828.85,8880334980.33,3250282642.88,1474222755.74,1726245650.77,5136763229.08,460619461.64,610948.04,992436.94,3129457719.2,57.5,23325.8,12944.29,0.7,14.09,404613394.99,14465053451.72,21
2018,LEA511207,14475192188.14,4351556647.16,1264057898.27,15221898758.04,10107431928.15,7020567388.42,412247020.69,503440.69,2346894.66,680112454.22,74.53,18586.44,2875.1,3.09,10.27,1884802183.86,12421877929.27,15
2025,LEA989614,8629171219.6,18711830651.49,1541551320.89,22206189535.23,5365752204.01,4729746549.19,2661087374.83,521213.73,1557677.34,977336288.25,37.1,1710.55,16319.33,1.91,5.08,675285310.53,12904715468.69,33
2021,LEA535745,18658792961.9,18070065274.41,3424468894.81,22691022489.5,8620484655.83,1765774319.68,1702638516.69,621839.58,652294.5,2627788576.95,18.41,12508.19,13216.39,11.01,0.38,2101024122.66,6035451641.65,35
2017,LEA919267,1380181784.08,22500751989.84,345405479.76,8750455628.71,10176879755.91,3818468442.76,2837605239.62,819337.68,832661.09,1887215250.82,90.38,6769.93,6194.41,19.78,11.52,5863685383.54,1886317619.42,27
2016,LEA163809,8446957655.6,875403429.53,1753293522.8,19853222431.52,8820025811.13,2268016546.78,809625082.39,451825.68,1921981.19,1044553849.85,41.1,21384.57,3139.38,4.8,5.86,1622963138.63,12875474363.81,14
2021,LEA642192,8379583458.06,27274805054.87,1591480293.77,2680445879.78,6595788449.29,6814161599.98,2038251820.52,594435.2,541021.78,70321340.68,98.03,10297.44,319.03,16.74,0.91,3647349488.25,16568622517.4,29
2016,LEA257770,12379232752.44,11476974403.93,1527025771.68,585533353.19,6706201662.13,6170814575.68,668431299.18,354879.51,690732.36,5351843622.34,63.44,14874.86,9834.77,18.23,14.36,-323929386.3,6500974867.6,3
2016,LEA269351,9178155629.87,6013043824.77,2590689701.44,15899462.67,5302580766.77,6250273335.22,2836686140.61,774964.35,2124702.85,413409410.67,27.68,2038.09,18801.0,15.84,4.2,-407774005.64,1694341929.9,3
2021,LEA254419,19811575827.5,17160352172.96,4665027133.22,5971460618.49,12694298611.62,1028055440.43,2918148233.21,758727.79,339517.76,6067013545.06,8.07,14519.65,6888.65,0.14,12.18,3582261901.51,7565008544.28,4
2025,LEA454760,12588682661.08,11354204228.97,359733971.56,17556890447.31,14219090539.58,4966218802.81,288721151.22,512813.97,2387809.64,4930732017.72,85.94,16318.67,17464.29,18.66,14.39,3618274971.88,1139058687.87,5
2021,LEA512098,8275313449.77,4748745012.03,1622485548.61,23376838415.22,10198425385.73,5788835843.58,2021420769.23,668207.65,2218881.44,6829351794.81,83.15,2479.07,12535.94,0.82,3.4,4841075773.33,10202513614.09,38
2017,LEA355413,12081270022.8,1412767279.38,602666497.62,13653990245.91,11705896927.09,7036395473.28,914864667.72,350824.98,772832.41,2749579732.59,37.2,16451.72,15235.74,11.18,13.25,4759587918.63,6713797299.76,18
2021,LEA100003,13542463133.54,25112555648.42,4303012445.66,6954758783.49,3003586320.87,2027385792.55,1791457947.29,676166.89,1520061.12,1519337823.52,23.52,483.73,11878.12,8.42,3.89,-116153426.1,7611068905.52,3
2018,LEA453288,8875169838.8,18608079411.57,3173827418.72,2882545073.6,9378195358.48,7594898638.92,1841832877.43,347548.98,2030689.12,3264545644.38,37.29,2369.44,20487.21,13.36,13.24,3731069365.79,11785235323.41,20
2024,LEA212514,13062123030.34,14383118149.6,4750539726.15,21917222402.05,13768934341.52,7510012704.57,2613528181.88,700996.27,846990.69,5749595884.67,67.19,19713.55,20135.97,19.2,3.88,2206053376.7,4746941156.49,36
2017,LEA179271,10879252003.31,8119271987.36,4553898528.52,13770696256.95,12058849500.7,3686939491.88,302732891.18,435225.57,1326246.81,1452628128.45,29.01,15622.92,7484.99,10.27,12.37,4183748279.26,17783532851.21,8
2023,LEA945091,12853186489.27,24925648534.15,1269176614.59,77860618.08,8211723013.15,3434254238.06,2543874463.72,190733.06,792320.88,856010489.17,56.02,14413.2,16956.91,2.49,14.69,2947542174.34,11332310609.36,3
2024,LEA769555,8383749161.24,3662476039.77,3425221222.86,5649261166.2,12565971324.07,7186136549.35,282759935.3,320828.64,1732094.13,3570285201.66,5.12,992.77,13162.44,16.71,1.02,3041045518.99,11204575113.9,14
2016,LEA483257,14725133265.79,1449491930.66,1666432838.39,6166321808.84,11460883107.25,5220559798.86,2087013799.57,1079859.92,1799095.81,3584613461.33,38.82,5844.55,576.38,17.01,9.99,2097909550.8,17174604452.76,3
2023,LEA976643,11800122770.57,23944295527.13,2049063889.79,22248592994.18,14416256924.34,6332045801.21,890876142.17,1195459.64,1186431.52,4567179520.49,71.42,5539.42,8694.01,6.92,3.48,2694234890.85,18593130799.83,20
2023,LEA155030,15599981225.04,5387372796.8,4940201917.23,14665230698.63,3817611822.5,1367951346.67,1513823917.21,403725.62,1372218.13,4131529187.47,36.17,12239.57,5181.09,2.21,0.58,4132814934.54,3002691149.38,11
2021,LEA821620,19452749007.08,27710015684.96,3382067144.73,8615648771.71,9057194133.94,5652959938.59,211054897.4,349307.92,2111407.03,5509042752.02,77.42,16679.05,14089.45,3.76,6.84,5008425312.06,2982097651.22,3
2018,LEA139690,5401658060.62,14726381713.62,4007321309.78,8812902859.85,9995832230.27,5247394471.92,845729536.81,613134.55,1250459.66,5840986257.42,60.89,16558.87,10283.68,17.89,5.4,4761867811.61,4304284063.61,17
2023,LEA116636,8563107591.47,9154892856.71,506051731.94,11928140831.65,4113860780.07,7880029542.48,281430705.09,1104124.56,2281127.7,6909054108.19,31.89,12523.48,3075.62,9.83,13.53,2162155728.3,1224063448.57,25
2025,LEA147772,12622442662.24,15978434855.93,2468003474.25,13117868706.65,9767781737.46,1107657890.15,210002822.95,764103.68,2028983.67,6876770876.5,32.26,10564.29,18068.17,9.59,3.98,2562970594.94,472417175.97,26
2018,LEA552450,4354467452.62,5505878492.68,627732461.47,5986699231.98,1388931722.4,778983476.15,2082597548.08,1151273.89,1456198.93,5961206366.37,88.42,22135.77,9848.2,6.92,6.44,2865649624.33,8716719413.24,16
2020,LEA180059,11901462652.22,5545374130.47,2380372360.32,15384498096.92,2867867407.13,6540705574.03,562839815.31,649751.56,1967782.71,3409651067.53,7.31,10336.2,14732.76,12.81,3.88,5415878690.85,12136826827.14,2
2017,LEA979926,11477725648.74,3140797255.33,481049390.13,8360705173.54,11292052735.34,921394152.37,2829013883.14,291423.56,1388013.78,3099179509.83,53.95,1202.38,7380.2,13.14,5.22,18837192.36,16632445965.6,15
2020,LEA359561,13469427410.95,6831356204.22,4553022188.3,7372342019.52,5692104578.32,5948862651.44,2590998648.16,363345.14,1131223.68,1477597592.12,75.95,9839.36,3270.18,6.77,8.57,2664174880.44,9721320431.45,2
2019,LEA409050,3660066519.97,5090162114.48,1510999616.56,14437057170.11,3297228586.83,625753040.67,1748854450.06,1069730.73,704889.27,3367439136.55,32.31,2879.33,11131.91,17.44,9.93,1157809549.51,7535747729.22,36
2025,LEA314061,19702777423.89,8486478029.02,1874828628.81,17223763568.24,1692418609.01,6751683143.88,1684261949.54,1058356.15,681745.16,1679079995.78,10.07,16433.79,779.44,17.44,14.26,-404068495.57,5665576450.11,32
2017,LEA369757,6247369303.96,1216607348.71,2656463916.33,20082030914.89,14259607723.48,1407705141.19,2856928657.93,623943.13,1209187.48,6064990788.97,51.5,18293.04,21931.85,0.9,11.28,5829296127.75,1340709702.42,22
2021,LEA611729,4161601199.92,26581448374.77,2216021037.59,24914442845.11,13513485085.29,4964187684.76,2827120275.91,1155450.85,1665765.98,186193457.22,89.64,4541.77,6858.04,19.39,11.67,1422038447.03,1008828261.69,20
2025,LEA488078,17007718353.8,29029648087.61,3439595976.43,17133096817.96,10712243417.12,2464940656.34,621056897.19,814613.39,1388628.38,1222753923.52,69.66,6999.83,9793.08,5.9,8.43,5908112741.94,6690233835.45,14
2022,LEA424292,6847367450.25,4101765780.28,2964587047.95,18495430035.58,661447022.76,4862701822.31,1714202954.47,554951.71,2079698.51,564726354.55,14.59,22324.44,13798.99,4.46,6.99,2878368177.02,1276639525.63,23
2023,LEA256925,5014527642.59,23404424272.55,4728710768.05,60850141.21,9571720251.49,70812935.92,2903296778.07,204614.49,597395.54,3194688217.52,10.54,9279.07,17351.14,17.53,2.8,4145248895.39,3687054645.55,39
2020,LEA679473,8548202495.41,6884469949.82,4341018891.57,24670534797.12,4070547840.08,1104203233.62,1915273013.48,321891.64,419946.77,1826020494.23,51.28,23061.88,2044.38,11.52,9.56,362344366.36,4941010699.65,37
2018,LEA918578,3013576174.56,14193192128.5,2304080710.47,22790343461.96,6540607828.8,1425483802.84,464719782.81,590944.56,1766988.54,3454255885.89,12.7,8203.21,5004.98,4.18,6.88,5259301038.86,535737481.42,32
2023,LEA764372,2854582285.45,12454505714.1,4625308185.22,20832852552.33,12110733194.67,4483330960.97,207354168.69,1101431.35,1512092.78,78961201.15,96.82,8654.81,7615.88,6.58,4.28,3270262724.93,16259848716.7,24
2021,LEA406052,3021011003.06,15222929068.43,4435106637.07,24763568452.32,10334782451.43,3681965552.71,1820168715.98,335855.37,866509.48,5365063198.52,84.58,4936.6,9215.96,5.83,2.79,3493200978.37,14418407630.73,29
2016,LEA991623,11804123298.92,5272452854.21,3261938704.26,21028844101.38,9336193778.08,5517888643.91,1142020257.66,1166324.6,1538084.06,3597198853.66,55.48,609.79,10100.42,15.22,10.32,2673287449.15,7265653966.46,3
2024,LEA282664,1456677770.65,21561252891.65,3282885490.99,1965567303.98,1634936780.89,5173896886.32,2877811875.62,191477.18,2048309.71,425796663.6,80.54,17735.94,17232.2,7.11,2.29,1428106250.86,248161362.1,20
2023,LEA621699,7798447990.9,3419603980.73,77627788.08,18500940595.37,9595066554.17,1431683656.42,1588096614.75,1048234.9,945436.76,2675951198.59,23.52,1700.5,19283.52,1.95,9.92,5405293218.86,4680513562.81,10
2016,LEA647865,16311367766.38,27719461823.68,1324016492.89,17747843723.98,10301337363.01,3006973447.93,329571.98,657978.4,313512.16,994111951.86,68.7,762.6,388.0,10.59,8.87,2162601463.68,16232595550.48,33
2017,LEA307418,6822051071.41,24992726355.08,2998410001.21,18325196515.36,14177511187.85,3231568738.03,762475880.26,676889.12,2108312.17,6688978590.12,37.39,20791.66,372.67,3.03,8.73,1831196082.88,6354902802.58,16
2023,LEA905161,9794828748.03,4642431498.54,215786224.71,7222327597.3,12283826999.28,6590607130.87,2587838094.47,245768.15,2137936.67,4543113053.39,60.89,7951.42,1987.99,4.4,11.38,-258315509.7,7091380697.71,8
2020,LEA212923,4971331113.61,1796043992.15,544438000.7,6655129406.91,10583349697.02,7727481077.48,2166206770.47,1161200.98,1615880.66,4253845972.75,9.08,16903.48,6437.62,2.81,1.04,3610446853.53,11571880661.49,6
2022,LEA966225,11951785121.25,6467677797.74,4285390152.92,4739235066.38,9690839689.77,6526709624.52,1966924135.87,760014.11,404456.73,155054498.15,51.35,8165.98,10282.15,1.27,14.28,1326773347.51,8045020256.26,11
2017,LEA457176,4370607781.72,10400849159.83,3645727842.16,6429822024.11,13265979333.84,4484538690.94,1424919552.06,889430.3,392255.64,2800781088.38,96.09,2757.46,9469.84,18.28,0.83,4712443785.77,12370899480.94,15
2023,LEA268174,7160974902.9,6739525688.92,1832551867.57,11494354069.7,3004011427.98,2686953076.0,312143584.66,1192504.38,1970329.34,1434179513.25,89.66,15770.75,17818.53,10.58,1.51,791607302.55,18113110284.59,27
2020,LEA640180,4932865095.54,12281535604.81,828921806.01,23621971345.94,6593981196.99,6958394096.35,2765021058.89,759343.7,480196.84,1318071727.8,80.45,9124.38,9548.06,15.22,0.41,4349280093.2,5028385478.89,27
2017,LEA497332,10143614223.48,19379561275.55,2067872014.19,15119114652.65,11999297442.5,1196922065.69,805241720.98,919459.82,1921389.07,666684118.83,85.36,20219.89,7016.76,11.04,11.89,-302573206.96,6528428743.59,32
2024,LEA390993,3913903658.96,24617360461.74,276396542.3,15243102899.49,10890677410.83,3058336375.81,836297778.87,910161.35,1027240.26,549062047.85,78.1,16379.14,16717.46,13.67,6.12,5803942874.39,8666413654.05,22
2018,LEA168906,2082691825.42,15975809036.41,3961630116.82,12848292590.79,4963213395.85,3379031116.55,370071433.07,1144754.88,450234.18,3773989956.04,25.85,2359.69,12679.49,5.02,5.06,-254952608.29,19755840487.86,10
2022,LEA867754,11755242884.36,29134094169.95,503326535.52,20631727925.66,4936181805.48,4067033451.66,2226938594.28,806248.89,1195957.18,1651040628.09,36.09,12783.11,13824.6,13.84,10.13,2263187691.99,9948894237.56,4
2023,LEA570449,9844410664.81,16050942618.23,1771078117.17,17305208403.06,6088502163.1,7522976279.46,2231364283.44,1084900.07,1226785.95,4356101503.21,18.19,4186.78,4260.17,19.73,1.84,232095969.98,15745720352.33,35
2020,LEA683293,2761961872.22,11623513382.25,1548830964.83,3774089665.36,394172333.27,2037983483.23,404173764.5,845525.95,1548418.95,5748425857.34,28.61,3262.58,7226.12,10.82,1.38,4013774715.0,3692021560.13,20
2024,LEA764390,10379217746.44,7534167969.87,4530584537.22,1938182235.84,14393754325.97,4171745000.2,1287069037.56,938949.53,2120353.25,6039459621.54,46.16,1828.78,7519.95,8.83,7.25,-343652722.89,4055545307.29,35
2024,LEA863201,6499150103.26,22926186863.75,2645409178.48,14017104367.87,1419304995.3,4237610923.6,1298609822.59,1180797.08,1583822.45,880190242.45,85.98,23881.63,5631.28,10.74,1.84,4176946308.91,9719241666.29,15
2023,LEA943459,18577021426.78,27496179140.12,1228781512.3,24510777929.88,3207916262.63,7441472232.59,2010887766.34,814008.56,939493.33,443320002.3,47.45,4614.15,247.94,8.17,13.71,2929050220.88,14368257790.89,7
2016,LEA356258,10258860171.91,17915218360.45,2931424355.28,16621395194.01,1499708158.13,3844874682.97,921388717.29,725349.96,2250078.34,2737935869.0,46.14,19570.21,17565.06,5.48,3.47,3400812377.1,1675804105.2,2
2024,LEA354117,15624806203.61,4828861846.25,1961027525.82,3488091012.67,736090766.62,4306838046.74,1726598998.5,909081.05,1059734.11,5109921406.55,17.06,24736.38,6055.98,7.22,3.24,5024941880.43,19805669086.44,10
