biz_small_application_date,biz_small_entity_type_code,biz_small_founder_demographic_category,biz_small_home_based_business_flag,biz_small_industry_intent_naics,biz_small_expected_first_payroll_date,biz_small_expected_hiring_count,biz_small_expected_revenue_bracket,biz_small_financing_source_code,biz_small_loan_approval_flag,biz_small_loan_amount_usd,biz_small_credit_score_band,biz_small_business_license_required_flag,biz_small_permit_complexity_score,biz_small_incubator_participation_flag,biz_small_mentor_hours_received,biz_small_online_presence_score,biz_small_ecommerce_enablement_flag,biz_small_closure_within_1yr_flag,biz_small_growth_intent_score
2019-04-08,S_CORP,WOMEN_OWNED,0,647470,2019-08-13,43,50K_100K,BANK_LOAN,1,3698388.6,750_PLUS,0,0.641,0,171.962,7.06,1,0,20.48
2019-04-09,S_CORP,VETERAN_OWNED,0,705725,2019-11-10,96,1M_5M,BANK_LOAN,1,3513657.17,650_699,0,4.334,0,209.553,59.23,1,0,92.85
2019-04-10,C_CORP,DISABLED_FOUNDER,0,722543,2019-10-04,93,250K_1M,VC,1,4368330.07,700_749,1,5.417,0,95.834,67.23,1,1,65.84
2019-04-11,SOLE_PROP,UNKNOWN,0,285891,2020-02-25,52,LT_50K,ANGEL,0,0.0,700_749,1,5.999,0,222.265,67.87,0,0,47.41
2019-04-12,SOLE_PROP,UNKNOWN,0,762888,2019-07-20,50,LT_50K,BOOTSTRAP,0,0.0,650_699,0,6.905,0,134.406,17.14,1,0,17.6
2019-04-13,LLC,UNKNOWN,0,339693,2019-10-21,19,LT_50K,FRIENDS_FAMILY,1,4717095.5,700_749,1,8.99,0,126.077,51.27,0,0,81.39
2019-04-14,SOLE_PROP,UNKNOWN,1,711194,2020-03-17,73,250K_1M,BANK_LOAN,0,0.0,650_699,0,6.962,0,289.028,22.26,0,0,9.89
2019-04-15,PARTNERSHIP,UNKNOWN,0,382038,2020-03-05,55,LT_50K,BANK_LOAN,1,282109.34,LT_600,0,7.136,0,181.829,74.3,1,0,69.34
2019-04-16,PARTNERSHIP,UNKNOWN,0,205590,2019-11-18,92,LT_50K,BOOTSTRAP,0,0.0,600_649,0,9.538,0,211.78,47.63,1,0,94.97
2019-04-17,LLC,WOMEN_OWNED,0,873206,2019-07-01,53,100K_250K,GOV_GRANT,1,3243526.85,600_649,1,2.649,1,16.711,85.46,0,0,91.02
2019-04-18,SOLE_PROP,IMMIGRANT_OWNED,1,415206,2019-07-21,98,LT_50K,CROWDFUND,0,0.0,750_PLUS,0,3.362,0,286.282,29.84,0,1,4.56
2019-04-19,LLC,UNKNOWN,0,722879,2019-11-09,88,100K_250K,BOOTSTRAP,0,0.0,NO_SCORE,0,4.527,0,129.253,43.61,1,0,54.37
2019-04-20,SOLE_PROP,MINORITY_OWNED,0,161192,2019-10-21,74,1M_5M,VC,0,0.0,600_649,1,8.434,0,232.134,88.04,0,0,93.57
2019-04-21,S_CORP,UNKNOWN,0,136175,2019-10-06,44,100K_250K,BANK_LOAN,1,1529120.07,750_PLUS,0,6.928,0,29.335,22.55,0,0,45.68
2019-04-22,LLC,YOUTH_FOUNDER,1,337570,2019-09-04,74,GT_5M,VC,0,0.0,LT_600,1,0.049,1,162.846,31.7,1,0,71.56
2019-04-23,LLC,WOMEN_OWNED,0,810474,2019-06-16,97,1M_5M,CROWDFUND,1,4443246.49,700_749,1,0.324,0,50.047,68.58,0,0,8.09
2019-04-24,C_CORP,UNKNOWN,1,113244,2020-02-29,0,100K_250K,BOOTSTRAP,0,0.0,NO_SCORE,1,3.352,0,183.268,46.33,1,0,77.02
2019-04-25,S_CORP,MINORITY_OWNED,0,177633,2019-07-17,23,100K_250K,ANGEL,1,3823098.5,LT_600,1,8.466,0,75.189,65.36,1,0,4.71
2019-04-26,LLC,WOMEN_OWNED,1,778704,2019-12-19,85,100K_250K,BANK_LOAN,0,0.0,650_699,1,1.009,0,124.31,84.6,0,0,25.07
2019-04-27,SOLE_PROP,UNKNOWN,0,817585,2020-02-05,4,GT_5M,CREDIT_CARD,1,1158192.3,700_749,0,2.865,0,238.651,28.48,0,1,96.07
2019-04-28,LLC,RURAL_FOUNDER,1,623107,2020-03-28,28,GT_5M,VC,0,0.0,750_PLUS,0,3.422,0,215.942,99.76,0,0,91.2
2019-04-29,SOLE_PROP,YOUTH_FOUNDER,0,690584,2020-02-19,91,1M_5M,CREDIT_CARD,1,2301924.05,LT_600,1,7.074,0,285.583,42.44,1,0,48.28
2019-04-30,PARTNERSHIP,WOMEN_OWNED,1,463627,2019-07-02,5,LT_50K,BOOTSTRAP,0,0.0,650_699,1,3.5,0,217.714,79.87,0,0,25.57
2019-05-01,LLC,WOMEN_OWNED,1,688953,2019-07-23,96,250K_1M,CREDIT_CARD,0,0.0,750_PLUS,0,9.691,0,24.075,96.36,1,1,70.84
2019-05-02,S_CORP,MINORITY_OWNED,0,884223,2019-07-11,86,250K_1M,CREDIT_CARD,0,0.0,650_699,0,3.837,0,125.896,46.02,1,0,98.96
2019-05-03,LLC,RURAL_FOUNDER,0,877037,2019-08-29,62,1M_5M,BANK_LOAN,0,0.0,NO_SCORE,1,5.563,0,197.997,70.69,1,0,20.05
2019-05-04,LLC,DISABLED_FOUNDER,0,540333,2020-04-16,31,1M_5M,BOOTSTRAP,0,0.0,LT_600,1,8.398,0,154.268,50.38,1,0,60.95
2019-05-05,S_CORP,WOMEN_OWNED,1,461676,2019-10-05,83,LT_50K,VC,0,0.0,NO_SCORE,1,3.892,0,34.409,60.65,1,0,70.96
2019-05-06,LLC,WOMEN_OWNED,0,153798,2019-07-30,29,100K_250K,BANK_LOAN,0,0.0,NO_SCORE,0,3.375,0,220.08,64.99,0,0,32.28
2019-05-07,S_CORP,MINORITY_OWNED,0,309536,2019-10-13,35,100K_250K,FRIENDS_FAMILY,0,0.0,NO_SCORE,1,9.867,1,100.631,37.58,0,0,40.73
2019-05-08,LLC,YOUTH_FOUNDER,0,547712,2020-04-07,66,LT_50K,BANK_LOAN,0,0.0,650_699,1,3.186,1,289.272,64.58,1,0,19.35
2019-05-09,S_CORP,IMMIGRANT_OWNED,0,563206,2019-06-28,0,250K_1M,BOOTSTRAP,1,4167551.4,LT_600,1,7.563,0,7.093,25.06,0,1,0.54
2019-05-10,S_CORP,RURAL_FOUNDER,1,970578,2020-03-17,77,LT_50K,BANK_LOAN,0,0.0,750_PLUS,1,9.072,0,180.204,26.79,0,0,95.36
2019-05-11,S_CORP,UNKNOWN,0,491140,2020-02-15,21,100K_250K,ANGEL,1,1320131.99,LT_600,1,7.876,0,8.135,60.19,0,0,88.38
2019-05-12,C_CORP,UNKNOWN,1,829050,2020-02-29,7,LT_50K,CREDIT_CARD,0,0.0,700_749,1,7.378,0,127.166,48.28,0,1,6.48
2019-05-13,SOLE_PROP,IMMIGRANT_OWNED,0,761805,2020-03-08,26,250K_1M,BOOTSTRAP,0,0.0,700_749,0,3.762,0,63.877,81.12,0,0,49.46
2019-05-14,S_CORP,RURAL_FOUNDER,0,797649,2020-04-11,41,50K_100K,ANGEL,0,0.0,650_699,0,2.665,0,90.178,61.9,0,0,54.93
2019-05-15,LLC,UNKNOWN,1,468567,2019-06-12,54,LT_50K,CROWDFUND,0,0.0,650_699,0,0.58,0,246.649,17.35,1,0,34.27
2019-05-16,LLC,MINORITY_OWNED,1,835192,2019-07-22,90,GT_5M,BANK_LOAN,1,3961455.37,650_699,0,8.173,0,66.61,42.41,1,0,24.6
2019-05-17,LLC,VETERAN_OWNED,0,531930,2019-08-28,63,LT_50K,VC,0,0.0,750_PLUS,0,3.382,0,49.751,25.28,0,0,90.76
2019-05-18,LLC,MINORITY_OWNED,0,865360,2019-10-19,59,50K_100K,VC,0,0.0,600_649,1,7.226,0,36.752,85.06,0,0,32.69
2019-05-19,PARTNERSHIP,IMMIGRANT_OWNED,0,637341,2020-04-15,47,1M_5M,ANGEL,1,4671477.77,600_649,1,2.663,0,292.253,93.65,1,0,53.02
2019-05-20,S_CORP,DISABLED_FOUNDER,0,279476,2020-02-05,71,1M_5M,CROWDFUND,0,0.0,600_649,0,5.109,0,156.314,80.05,0,0,78.45
2019-05-21,SOLE_PROP,RURAL_FOUNDER,1,871016,2020-02-25,7,100K_250K,CREDIT_CARD,0,0.0,LT_600,0,0.455,0,202.165,43.47,0,0,28.87
2019-05-22,C_CORP,WOMEN_OWNED,1,223852,2020-03-23,88,250K_1M,BANK_LOAN,1,2517999.78,750_PLUS,1,2.849,0,218.166,26.86,0,0,94.25
2019-05-23,SOLE_PROP,UNKNOWN,1,166732,2020-04-27,83,LT_50K,BANK_LOAN,1,2195150.41,LT_600,1,7.164,0,43.277,65.57,1,0,52.7
2019-05-24,SOLE_PROP,RURAL_FOUNDER,1,510020,2020-01-21,81,250K_1M,BOOTSTRAP,1,4597526.57,700_749,0,3.176,0,295.608,26.68,0,0,18.55
2019-05-25,C_CORP,RURAL_FOUNDER,0,570636,2020-04-21,95,1M_5M,CREDIT_CARD,0,0.0,700_749,0,5.565,0,233.049,46.06,1,0,81.36
2019-05-26,S_CORP,MINORITY_OWNED,1,424485,2019-07-11,21,100K_250K,BOOTSTRAP,0,0.0,700_749,0,5.554,0,283.12,27.75,0,1,7.55
2019-05-27,C_CORP,UNKNOWN,1,937564,2020-03-18,42,50K_100K,ANGEL,1,744008.85,700_749,1,1.657,0,174.761,80.36,0,1,99.28
2019-05-28,NONPROFIT,UNKNOWN,0,939000,2019-09-01,44,100K_250K,BANK_LOAN,0,0.0,NO_SCORE,1,0.304,0,146.712,57.47,1,0,20.69
2019-05-29,C_CORP,UNKNOWN,0,126435,2020-02-06,45,LT_50K,CREDIT_CARD,0,0.0,600_649,1,8.041,0,137.453,94.94,1,0,75.07
2019-05-30,LLC,UNKNOWN,0,817995,2019-07-14,14,LT_50K,BOOTSTRAP,0,0.0,700_749,1,6.093,0,132.524,82.61,1,0,12.27
2019-05-31,LLC,VETERAN_OWNED,1,900227,2019-08-21,66,LT_50K,CROWDFUND,0,0.0,650_699,1,1.274,0,100.565,55.3,1,0,10.91
2019-06-01,LLC,WOMEN_OWNED,0,965897,2019-12-16,66,1M_5M,BOOTSTRAP,1,2466669.57,700_749,0,5.8,0,220.826,73.78,0,0,14.67
2019-06-02,SOLE_PROP,WOMEN_OWNED,1,962320,2019-12-06,78,100K_250K,CROWDFUND,1,3545349.89,700_749,1,6.951,1,191.367,53.96,0,0,79.17
2019-06-03,SOLE_PROP,VETERAN_OWNED,1,591112,2020-03-31,9,LT_50K,BOOTSTRAP,1,3352288.69,600_649,0,4.345,0,200.238,7.97,0,0,35.59
2019-06-04,S_CORP,UNKNOWN,1,169576,2019-12-09,89,100K_250K,VC,0,0.0,700_749,1,0.044,0,5.669,83.27,1,0,39.92
2019-06-05,NONPROFIT,UNKNOWN,0,740919,2019-07-11,94,50K_100K,BANK_LOAN,0,0.0,700_749,1,3.98,0,219.67,12.04,0,0,49.26
2019-06-06,SOLE_PROP,MINORITY_OWNED,1,465428,2019-08-13,62,100K_250K,BOOTSTRAP,0,0.0,750_PLUS,1,7.23,0,130.871,19.22,1,0,90.06
2019-06-07,S_CORP,YOUTH_FOUNDER,0,577369,2020-05-16,20,100K_250K,CREDIT_CARD,1,4797547.63,NO_SCORE,1,8.585,0,164.442,27.88,1,0,86.78
2019-06-08,LLC,RURAL_FOUNDER,0,126696,2020-05-12,15,LT_50K,GOV_GRANT,1,4699668.87,650_699,1,9.973,0,114.813,20.23,0,0,2.59
2019-06-09,NONPROFIT,UNKNOWN,0,480031,2020-03-31,16,250K_1M,BOOTSTRAP,1,3869876.72,700_749,0,0.951,0,94.884,58.42,0,0,86.74
2019-06-10,LLC,WOMEN_OWNED,0,632945,2020-05-17,18,LT_50K,ANGEL,0,0.0,650_699,1,8.677,0,40.415,42.49,0,0,15.71
2019-06-11,S_CORP,MINORITY_OWNED,0,733627,2019-12-08,50,100K_250K,ANGEL,1,3505468.02,750_PLUS,1,3.081,0,258.336,54.53,1,0,37.83
2019-06-12,SOLE_PROP,WOMEN_OWNED,0,308805,2019-09-10,8,250K_1M,BOOTSTRAP,1,3644204.32,NO_SCORE,1,8.375,1,128.877,66.78,0,1,86.8
2019-06-13,SOLE_PROP,UNKNOWN,1,757863,2020-01-24,57,100K_250K,CREDIT_CARD,0,0.0,750_PLUS,1,2.077,0,195.298,10.63,0,0,33.19
2019-06-14,SOLE_PROP,WOMEN_OWNED,0,855973,2019-08-16,86,GT_5M,BANK_LOAN,0,0.0,NO_SCORE,0,9.065,0,202.659,50.82,1,0,45.61
2019-06-15,SOLE_PROP,YOUTH_FOUNDER,0,222934,2019-11-04,23,100K_250K,CREDIT_CARD,0,0.0,650_699,0,5.37,1,224.69,56.13,1,0,81.75
2019-06-16,SOLE_PROP,MINORITY_OWNED,0,883924,2019-10-26,75,50K_100K,BOOTSTRAP,0,0.0,650_699,1,2.822,0,34.201,76.37,1,0,26.22
2019-06-17,LLC,MINORITY_OWNED,0,730760,2019-10-29,78,250K_1M,BANK_LOAN,1,1776956.42,600_649,0,1.244,0,155.582,15.0,0,1,16.63
2019-06-18,SOLE_PROP,UNKNOWN,0,809435,2020-06-05,30,50K_100K,BANK_LOAN,0,0.0,600_649,1,8.441,0,222.753,53.6,1,0,62.26
2019-06-19,PARTNERSHIP,VETERAN_OWNED,1,127974,2019-10-02,92,250K_1M,FRIENDS_FAMILY,1,1324435.32,600_649,1,0.57,0,232.074,32.4,0,0,98.54
2019-06-20,LLC,WOMEN_OWNED,0,341628,2019-08-19,38,100K_250K,ANGEL,1,484855.86,600_649,1,6.606,0,234.325,83.2,0,0,45.81
2019-06-21,LLC,MINORITY_OWNED,0,644327,2019-10-09,78,100K_250K,BANK_LOAN,0,0.0,NO_SCORE,0,0.097,0,240.686,21.41,0,0,12.34
2019-06-22,C_CORP,UNKNOWN,1,899040,2020-04-03,33,100K_250K,CREDIT_CARD,0,0.0,700_749,1,0.495,0,218.787,28.48,0,0,47.9
2019-06-23,LLC,DISABLED_FOUNDER,0,698407,2020-04-04,79,1M_5M,CROWDFUND,1,2836245.94,750_PLUS,0,8.368,1,46.208,81.13,0,0,88.06
2019-06-24,LLC,UNKNOWN,1,746090,2019-12-06,98,50K_100K,GOV_GRANT,0,0.0,NO_SCORE,0,5.692,0,138.119,75.36,1,0,72.23
2019-06-25,LLC,IMMIGRANT_OWNED,0,845323,2020-02-06,69,LT_50K,GOV_GRANT,0,0.0,650_699,1,7.874,1,199.65,33.38,1,1,42.26
2019-06-26,LLC,UNKNOWN,1,161565,2020-02-21,24,LT_50K,BANK_LOAN,1,2166723.6,LT_600,0,9.686,1,63.181,10.76,0,0,89.08
2019-06-27,LLC,UNKNOWN,0,673986,2020-01-01,71,LT_50K,GOV_GRANT,0,0.0,NO_SCORE,0,8.415,0,98.482,73.56,0,1,22.18
2019-06-28,SOLE_PROP,WOMEN_OWNED,0,203052,2020-02-21,99,1M_5M,BOOTSTRAP,0,0.0,650_699,0,2.463,0,128.853,90.17,0,1,97.22
2019-06-29,LLC,DISABLED_FOUNDER,0,968816,2019-09-25,31,1M_5M,ANGEL,1,1993219.18,650_699,1,9.761,0,229.034,38.01,0,1,74.09
2019-06-30,LLC,UNKNOWN,0,594139,2020-05-09,25,50K_100K,BANK_LOAN,0,0.0,LT_600,1,7.829,1,274.155,4.01,0,0,3.72
2019-07-01,LLC,YOUTH_FOUNDER,1,754245,2020-05-27,35,50K_100K,BOOTSTRAP,0,0.0,LT_600,0,2.292,0,52.956,33.6,0,1,16.83
2019-07-02,PARTNERSHIP,UNKNOWN,0,493587,2020-02-02,81,250K_1M,CREDIT_CARD,1,3152217.58,750_PLUS,0,4.256,1,207.657,44.99,0,0,86.57
2019-07-03,NONPROFIT,MINORITY_OWNED,1,546431,2020-04-08,92,LT_50K,GOV_GRANT,0,0.0,LT_600,0,7.233,0,34.198,41.2,0,0,76.6
2019-07-04,LLC,MINORITY_OWNED,0,151165,2020-03-25,97,250K_1M,CROWDFUND,0,0.0,600_649,0,6.514,1,148.419,26.78,0,0,79.58
2019-07-05,SOLE_PROP,UNKNOWN,0,540015,2019-12-03,53,50K_100K,VC,1,1026396.2,600_649,1,9.492,0,171.63,61.98,1,0,12.52
2019-07-06,NONPROFIT,RURAL_FOUNDER,1,303941,2019-11-19,29,LT_50K,ANGEL,0,0.0,750_PLUS,1,5.236,1,215.721,96.37,1,0,83.08
2019-07-07,LLC,WOMEN_OWNED,1,885477,2020-06-07,2,250K_1M,BANK_LOAN,1,4734066.61,600_649,1,7.577,0,41.482,20.12,1,0,99.95
2019-07-08,LLC,RURAL_FOUNDER,1,258083,2019-11-26,40,250K_1M,BOOTSTRAP,0,0.0,LT_600,0,6.82,1,50.243,14.71,0,0,87.04
2019-07-09,LLC,WOMEN_OWNED,1,693386,2019-12-20,50,250K_1M,BOOTSTRAP,1,4917628.56,LT_600,1,4.065,1,92.854,96.06,0,0,79.87
2019-07-10,SOLE_PROP,VETERAN_OWNED,0,577044,2020-02-26,4,LT_50K,CREDIT_CARD,0,0.0,650_699,1,7.854,0,197.575,48.01,0,0,51.45
2019-07-11,SOLE_PROP,YOUTH_FOUNDER,1,824528,2020-01-07,70,250K_1M,VC,0,0.0,600_649,1,5.098,0,76.126,5.18,0,0,30.95
2019-07-12,S_CORP,UNKNOWN,1,713585,2019-10-30,41,250K_1M,FRIENDS_FAMILY,0,0.0,750_PLUS,1,2.485,0,18.177,98.03,1,0,12.09
2019-07-13,LLC,MINORITY_OWNED,0,319362,2019-11-21,97,GT_5M,BOOTSTRAP,0,0.0,LT_600,0,6.348,0,42.458,34.18,0,0,89.26
2019-07-14,NONPROFIT,UNKNOWN,1,141513,2020-01-22,19,100K_250K,BANK_LOAN,1,653521.48,750_PLUS,0,2.267,1,256.789,52.06,1,0,13.0
2019-07-15,SOLE_PROP,MINORITY_OWNED,1,709597,2020-05-22,80,250K_1M,CROWDFUND,1,4106892.55,700_749,0,0.085,0,146.32,13.91,0,0,58.11
2019-07-16,PARTNERSHIP,UNKNOWN,1,821741,2020-05-29,97,GT_5M,BANK_LOAN,0,0.0,NO_SCORE,1,8.652,0,51.311,60.2,0,0,93.82
2019-07-17,SOLE_PROP,UNKNOWN,0,183058,2020-06-07,71,250K_1M,BANK_LOAN,0,0.0,750_PLUS,0,6.939,0,135.092,19.44,1,0,75.3
2019-07-18,LLC,WOMEN_OWNED,1,578029,2019-12-23,35,1M_5M,CROWDFUND,1,987215.0,LT_600,0,6.213,0,48.453,41.52,0,0,54.62
2019-07-19,SOLE_PROP,VETERAN_OWNED,0,839831,2019-12-08,92,LT_50K,BANK_LOAN,0,0.0,750_PLUS,0,6.583,1,170.244,0.53,0,0,86.72
2019-07-20,LLC,UNKNOWN,0,301671,2020-04-06,65,GT_5M,BANK_LOAN,1,3158576.49,LT_600,0,1.985,0,284.295,20.35,0,0,32.72
2019-07-21,SOLE_PROP,RURAL_FOUNDER,0,511098,2019-12-05,13,1M_5M,CREDIT_CARD,0,0.0,700_749,1,7.992,0,144.146,2.35,1,0,46.83
2019-07-22,S_CORP,MINORITY_OWNED,1,672034,2020-07-08,68,100K_250K,GOV_GRANT,0,0.0,650_699,0,7.997,0,126.977,7.35,1,1,60.75
2019-07-23,S_CORP,UNKNOWN,1,973196,2019-09-30,43,250K_1M,FRIENDS_FAMILY,0,0.0,650_699,0,0.819,0,227.668,89.27,0,1,12.04
2019-07-24,SOLE_PROP,UNKNOWN,0,745661,2020-05-06,19,250K_1M,VC,1,2139981.01,700_749,0,7.53,0,79.749,97.1,1,0,93.8
2019-07-25,S_CORP,UNKNOWN,1,660768,2020-04-27,52,250K_1M,BOOTSTRAP,0,0.0,600_649,1,0.74,1,74.56,93.67,0,0,98.64
2019-07-26,LLC,MINORITY_OWNED,0,605484,2020-03-13,25,100K_250K,BOOTSTRAP,1,1273353.93,700_749,0,3.145,0,119.681,10.31,1,0,71.55
2019-07-27,LLC,IMMIGRANT_OWNED,0,249119,2020-04-27,64,LT_50K,BANK_LOAN,1,151913.49,NO_SCORE,0,0.702,0,17.032,93.37,1,0,6.83
2019-07-28,SOLE_PROP,UNKNOWN,1,504324,2019-12-06,76,50K_100K,BOOTSTRAP,0,0.0,700_749,0,3.004,0,143.653,71.25,0,0,31.52
2019-07-29,SOLE_PROP,WOMEN_OWNED,1,491410,2019-11-13,88,1M_5M,BANK_LOAN,0,0.0,LT_600,1,9.003,1,97.304,9.52,1,0,82.66
2019-07-30,LLC,IMMIGRANT_OWNED,0,480430,2020-06-20,50,100K_250K,ANGEL,0,0.0,750_PLUS,1,7.213,0,211.685,52.62,0,0,61.15
2019-07-31,LLC,UNKNOWN,1,276966,2019-08-22,82,100K_250K,BANK_LOAN,1,2192618.5,650_699,1,4.301,1,73.716,56.29,0,0,51.03
2019-08-01,S_CORP,WOMEN_OWNED,1,214201,2019-09-06,39,50K_100K,BOOTSTRAP,0,0.0,700_749,0,2.501,0,149.077,19.18,0,0,49.69
2019-08-02,LLC,VETERAN_OWNED,1,730269,2020-02-18,20,1M_5M,BANK_LOAN,0,0.0,600_649,0,9.819,1,297.178,76.64,1,0,87.36
2019-08-03,LLC,UNKNOWN,0,203158,2020-07-09,36,LT_50K,CREDIT_CARD,0,0.0,LT_600,0,6.712,1,258.519,42.62,1,1,30.22
2019-08-04,LLC,UNKNOWN,0,245480,2020-04-29,69,250K_1M,BANK_LOAN,1,633280.58,600_649,1,5.681,1,206.68,56.74,1,0,58.29
2019-08-05,PARTNERSHIP,UNKNOWN,0,214987,2019-09-08,12,50K_100K,BANK_LOAN,0,0.0,650_699,0,4.123,0,43.431,81.74,0,0,65.45
2019-08-06,SOLE_PROP,MINORITY_OWNED,0,565711,2020-05-26,43,50K_100K,BANK_LOAN,0,0.0,650_699,0,0.129,0,260.442,41.9,0,0,13.52
2019-08-07,SOLE_PROP,VETERAN_OWNED,0,297192,2019-12-09,35,100K_250K,CREDIT_CARD,1,3787694.2,NO_SCORE,1,9.202,1,252.453,21.58,0,1,8.03
2019-08-08,S_CORP,RURAL_FOUNDER,0,275585,2019-12-03,17,100K_250K,ANGEL,0,0.0,NO_SCORE,0,4.639,0,73.124,26.12,0,0,33.75
2019-08-09,LLC,WOMEN_OWNED,1,530750,2019-12-16,5,1M_5M,ANGEL,0,0.0,LT_600,0,3.576,1,142.625,99.82,1,0,58.69
2019-08-10,SOLE_PROP,RURAL_FOUNDER,1,772689,2020-06-03,11,1M_5M,CREDIT_CARD,0,0.0,700_749,0,8.134,1,156.086,11.11,0,0,52.42
2019-08-11,LLC,RURAL_FOUNDER,1,192309,2020-08-02,52,LT_50K,BOOTSTRAP,1,394061.28,750_PLUS,1,0.343,1,144.207,13.46,1,0,46.91
2019-08-12,LLC,MINORITY_OWNED,1,765605,2019-11-27,13,250K_1M,BOOTSTRAP,0,0.0,750_PLUS,1,1.81,0,48.928,48.15,0,0,91.5
2019-08-13,SOLE_PROP,MINORITY_OWNED,0,298221,2019-10-03,93,LT_50K,VC,1,714049.59,650_699,1,3.484,1,201.029,21.5,0,1,7.95
2019-08-14,PARTNERSHIP,WOMEN_OWNED,0,739081,2020-05-29,91,LT_50K,CREDIT_CARD,0,0.0,650_699,1,0.211,0,65.74,66.1,0,1,49.15
2019-08-15,PARTNERSHIP,RURAL_FOUNDER,1,994800,2020-06-13,12,50K_100K,BANK_LOAN,1,987673.33,700_749,1,8.951,1,66.411,52.39,1,0,77.49
2019-08-16,LLC,UNKNOWN,0,268132,2020-03-11,97,1M_5M,BANK_LOAN,1,2039955.32,700_749,1,1.984,0,136.982,83.25,0,0,94.6
2019-08-17,LLC,UNKNOWN,0,757045,2019-09-14,20,LT_50K,CREDIT_CARD,0,0.0,750_PLUS,0,2.756,1,31.803,66.46,0,0,89.51
2019-08-18,S_CORP,WOMEN_OWNED,1,381371,2019-10-17,97,50K_100K,VC,0,0.0,NO_SCORE,0,8.758,0,138.134,82.57,1,0,97.51
2019-08-19,SOLE_PROP,MINORITY_OWNED,0,421955,2020-05-16,63,250K_1M,FRIENDS_FAMILY,0,0.0,600_649,1,3.392,0,194.665,87.96,1,1,83.56
2019-08-20,PARTNERSHIP,VETERAN_OWNED,1,193351,2020-06-24,45,100K_250K,GOV_GRANT,1,1667705.07,LT_600,0,3.667,0,274.746,57.26,1,0,43.11
2019-08-21,LLC,UNKNOWN,0,808818,2019-12-03,91,LT_50K,GOV_GRANT,1,1648211.63,650_699,0,6.375,0,240.627,96.51,1,0,95.77
2019-08-22,SOLE_PROP,WOMEN_OWNED,1,164122,2019-09-11,24,100K_250K,ANGEL,1,202113.11,650_699,1,2.309,0,260.578,54.33,1,1,1.16
2019-08-23,LLC,UNKNOWN,0,949454,2020-03-19,22,50K_100K,GOV_GRANT,1,2640526.14,650_699,1,2.927,1,255.369,66.75,1,1,82.96
2019-08-24,LLC,UNKNOWN,0,586776,2020-02-11,18,100K_250K,CREDIT_CARD,0,0.0,750_PLUS,0,4.236,0,51.16,76.98,1,0,49.63
2019-08-25,LLC,UNKNOWN,1,451880,2020-01-13,13,50K_100K,BOOTSTRAP,1,1431306.19,650_699,0,2.508,0,26.361,66.5,1,0,44.63
2019-08-26,SOLE_PROP,IMMIGRANT_OWNED,1,548102,2020-01-05,90,250K_1M,FRIENDS_FAMILY,0,0.0,750_PLUS,1,9.178,0,213.832,94.8,0,0,23.6
2019-08-27,LLC,VETERAN_OWNED,0,177864,2020-04-27,31,LT_50K,VC,0,0.0,700_749,1,6.921,0,232.053,41.93,0,0,28.23
2019-08-28,NONPROFIT,UNKNOWN,0,554512,2020-06-29,93,50K_100K,BOOTSTRAP,0,0.0,700_749,0,8.394,1,280.524,15.53,1,0,94.07
2019-08-29,NONPROFIT,DISABLED_FOUNDER,0,823246,2020-08-10,53,100K_250K,FRIENDS_FAMILY,0,0.0,650_699,1,1.605,0,119.585,13.1,1,0,28.94
2019-08-30,S_CORP,UNKNOWN,0,768686,2019-12-16,31,250K_1M,GOV_GRANT,1,2039483.35,700_749,1,2.855,1,184.636,41.13,0,0,35.57
2019-08-31,SOLE_PROP,UNKNOWN,0,236162,2020-06-17,69,250K_1M,BANK_LOAN,0,0.0,700_749,1,8.626,1,173.047,58.99,0,0,72.49
2019-09-01,LLC,MINORITY_OWNED,0,809508,2020-03-14,76,LT_50K,VC,0,0.0,600_649,1,7.3,1,18.868,26.03,1,0,87.47
2019-09-02,SOLE_PROP,WOMEN_OWNED,0,866537,2020-06-11,53,100K_250K,CREDIT_CARD,1,3160269.72,700_749,0,5.569,0,260.069,20.96,0,0,5.36
2019-09-03,S_CORP,WOMEN_OWNED,1,673826,2020-04-28,91,250K_1M,FRIENDS_FAMILY,1,3239331.87,NO_SCORE,1,3.817,1,241.17,49.28,0,0,19.71
2019-09-04,LLC,MINORITY_OWNED,0,118280,2019-11-02,30,1M_5M,BANK_LOAN,1,4782000.31,700_749,1,4.193,0,288.531,57.36,0,0,15.97
2019-09-05,SOLE_PROP,RURAL_FOUNDER,0,237123,2020-01-27,30,50K_100K,BANK_LOAN,1,4943460.12,700_749,0,7.142,0,273.672,15.43,0,0,15.77
2019-09-06,NONPROFIT,VETERAN_OWNED,0,704468,2019-12-10,21,250K_1M,BOOTSTRAP,1,1015381.9,600_649,1,4.383,0,210.883,34.47,0,0,7.75
2019-09-07,LLC,MINORITY_OWNED,0,794901,2020-06-22,66,100K_250K,CREDIT_CARD,0,0.0,LT_600,0,1.213,0,73.804,28.25,0,0,56.13
2019-09-08,C_CORP,DISABLED_FOUNDER,0,505916,2020-06-08,6,100K_250K,VC,1,2515303.63,600_649,0,5.153,0,176.725,64.38,1,0,41.39
2019-09-09,S_CORP,UNKNOWN,1,831672,2019-12-21,53,LT_50K,BOOTSTRAP,1,4825274.37,750_PLUS,1,1.599,1,67.126,36.13,0,0,42.46
