travel_passenger_reference_month,travel_passenger_mode_code,travel_passenger_origin_airport_station_code,travel_passenger_destination_airport_station_code,travel_passenger_origin_country_iso2,travel_passenger_destination_country_iso2,travel_passenger_intra_eu_flag,travel_passenger_schengen_flag,travel_passenger_passenger_count,travel_passenger_seat_capacity_count,travel_passenger_load_factor_pct,travel_passenger_avg_fare_eur,travel_passenger_delay_minutes_avg,travel_passenger_cancellation_rate_pct,travel_passenger_co2e_kg_per_passenger,travel_passenger_operator_code,travel_passenger_regulation_261_claims_count,travel_passenger_data_provider,travel_passenger_data_quality_flag,travel_passenger_data_extract_date
2024-10,RAIL,XIOC,CRBT,AT,EE,1,1,1461,1767,82.68,141.48,19.01,2.52,7.026,OPATEE405,19,EUROCONTROL,OK,2024-09-28
2024-11,AIR,WND,ZUO,CZ,IT,1,1,1685,2591,65.03,19.76,32.86,4.79,12.8,OPCZIT406,31,ERA,REVISED,2025-04-15
2024-12,RAIL,HAOK,MJBB,DE,PT,1,0,1516,1660,91.33,17.04,6.48,0.6,10.475,OPDEPT407,23,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-02-29
2025-01,AIR,CBZ,FIK,LV,BE,1,0,1465,2495,58.72,199.54,35.31,3.97,84.906,OPLVBE408,38,AIRLINE_REPORTING,FLAGGED,2025-08-30
2025-02,RAIL,RSOS,WBBJ,PL,FI,1,1,1745,2116,82.47,11.33,9.6,2.92,2.047,OPPLFI409,24,RAIL_OPERATOR_REPORTING,IMPUTED,2026-02-18
2025-03,AIR,IPV,LWG,ES,LV,1,1,1536,1918,80.08,285.69,10.2,1.89,35.06,OPESLV410,32,EUROCONTROL,OK,2025-01-12
2025-04,RAIL,BKOA,GTBR,HR,RO,1,1,1764,2234,78.96,138.98,3.49,0.51,10.032,OPHRRO411,22,ERA,REVISED,2026-01-20
2025-05,AIR,ODR,RKC,FI,BG,1,1,1507,1969,76.54,99.98,22.01,4.87,61.12,OPFIBG412,25,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-03-04
2025-06,RAIL,LCOI,QLBZ,IE,FR,1,0,1461,2536,57.61,50.74,16.02,0.24,11.832,OPIEFR413,28,AIRLINE_REPORTING,FLAGGED,2024-03-13
2025-07,AIR,URN,XYY,MT,LT,1,1,1560,2177,71.66,307.15,0.31,7.54,21.667,OPMTLT414,49,RAIL_OPERATOR_REPORTING,IMPUTED,2025-07-27
2025-08,RAIL,VUOQ,ADBH,SK,AT,1,1,1553,1899,81.78,126.3,22.8,1.34,13.317,OPSKAT415,28,EUROCONTROL,OK,2024-12-19
2025-09,AIR,AFJ,DMU,BE,HR,1,1,1463,1602,91.32,125.68,46.15,4.49,45.913,OPBEHR416,48,ERA,REVISED,2024-07-16
2025-10,RAIL,FMOY,KVBP,DK,DE,1,1,1656,2553,64.86,58.92,8.83,1.66,10.738,OPDKDE417,32,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-01-20
2025-11,AIR,GTF,JAQ,GR,LU,1,1,1546,1866,82.85,121.79,3.0,5.87,88.033,OPGRLU418,30,AIRLINE_REPORTING,FLAGGED,2024-11-04
2025-12,RAIL,PEOG,UNBX,LT,SI,1,1,1834,2562,71.58,97.08,16.73,1.95,1.066,OPLTSI419,36,RAIL_OPERATOR_REPORTING,IMPUTED,2025-01-25
2026-01,AIR,MHB,POM,PT,CY,1,1,1603,2644,60.63,28.6,7.74,7.64,61.124,OPPTCY420,37,EUROCONTROL,OK,2025-09-09
2026-02,RAIL,ZWOO,EFBF,SE,GR,1,1,1680,1995,84.21,40.01,22.06,0.07,5.619,OPSEGR421,31,ERA,REVISED,2024-06-03
2026-03,AIR,SVX,VCI,CY,MT,1,1,1519,2017,75.31,314.38,31.64,1.61,51.514,OPCYMT422,46,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-03-19
2026-04,RAIL,JOOW,OXBN,FR,ES,1,1,1600,1817,88.06,145.77,4.86,0.98,9.732,OPFRES423,37,AIRLINE_REPORTING,FLAGGED,2025-10-22
2026-05,AIR,YJT,BQE,IT,CZ,1,1,1518,2739,55.42,108.06,49.09,4.36,94.623,OPITCZ424,38,RAIL_OPERATOR_REPORTING,IMPUTED,2025-03-19
2026-06,RAIL,TGOE,YPBV,NL,HU,1,0,1485,1686,88.08,114.01,8.08,1.32,1.74,OPNLHU425,42,EUROCONTROL,OK,2025-10-06
2026-07,AIR,EXP,HEA,SI,NL,1,1,1513,2185,69.24,329.05,16.7,2.24,31.104,OPSINL426,37,ERA,REVISED,2025-02-24
2026-08,RAIL,DYOM,IHBD,BG,SE,1,0,1539,1801,85.45,75.37,1.49,0.52,13.091,OPBGSE427,47,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-08-11
2026-09,AIR,KLL,NSW,EE,DK,1,0,1561,2378,65.64,352.43,13.5,2.02,8.704,OPEEDK428,54,AIRLINE_REPORTING,FLAGGED,2025-10-13
2026-10,RAIL,NQOU,SZBL,HU,IE,1,1,1632,2966,55.02,162.59,19.6,1.77,3.516,OPHUIE429,44,RAIL_OPERATOR_REPORTING,IMPUTED,2024-03-13
2026-11,AIR,QZH,TGS,LU,PL,1,0,1687,2200,76.68,49.05,12.14,1.46,46.267,OPLUPL430,60,EUROCONTROL,OK,2025-04-08
2026-12,RAIL,XIOC,CRBT,RO,AT,1,0,1503,2558,58.76,13.18,10.31,2.59,6.129,OPROAT431,45,ERA,REVISED,2024-09-11
2018-01,AIR,WND,ZUO,AT,EE,1,0,1882,3138,59.97,251.32,29.28,1.64,30.584,OPATEE432,56,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-12
2018-02,RAIL,HAOK,MJBB,CZ,IT,1,1,1669,2563,65.12,124.61,3.22,0.46,3.452,OPCZIT433,52,AIRLINE_REPORTING,FLAGGED,2025-12-15
2018-03,AIR,CBZ,FIK,DE,PT,1,0,1793,2890,62.04,401.85,5.01,6.61,64.591,OPDEPT434,64,RAIL_OPERATOR_REPORTING,IMPUTED,2025-09-10
2018-04,RAIL,RSOS,WBBJ,LV,BE,1,0,1605,2005,80.05,159.89,22.25,2.74,3.694,OPLVBE435,50,EUROCONTROL,OK,2025-11-29
2018-05,AIR,IPV,LWG,PL,FI,1,1,1720,2600,66.15,193.89,5.5,6.49,31.606,OPPLFI436,62,ERA,REVISED,2024-07-09
2018-06,RAIL,BKOA,GTBR,ES,LV,1,1,1696,2855,59.4,166.72,15.43,3.14,10.149,OPESLV437,55,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-01-02
2018-07,AIR,ODR,RKC,HR,RO,1,0,1705,2572,66.29,126.09,20.11,1.16,42.998,OPHRRO438,55,AIRLINE_REPORTING,FLAGGED,2024-07-23
2018-08,RAIL,LCOI,QLBZ,FI,BG,1,0,1611,2068,77.9,165.25,17.89,2.51,12.089,OPFIBG439,52,RAIL_OPERATOR_REPORTING,IMPUTED,2024-04-02
2018-09,AIR,URN,XYY,IE,FR,1,1,1611,1959,82.24,387.79,11.75,4.76,93.505,OPIEFR440,60,EUROCONTROL,OK,2025-01-23
2018-10,RAIL,VUOQ,ADBH,MT,LT,1,0,1895,2398,79.02,70.15,14.68,1.95,6.863,OPMTLT441,52,ERA,REVISED,2024-09-01
2018-11,AIR,AFJ,DMU,SK,AT,1,0,1668,1994,83.65,123.89,48.37,1.93,28.875,OPSKAT442,75,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-01-03
2018-12,RAIL,FMOY,KVBP,BE,HR,1,1,1772,2072,85.52,29.12,23.39,0.34,2.911,OPBEHR443,54,AIRLINE_REPORTING,FLAGGED,2024-01-21
2019-01,AIR,GTF,JAQ,DK,DE,1,1,1658,2298,72.15,370.33,37.81,0.46,64.28,OPDKDE444,77,RAIL_OPERATOR_REPORTING,IMPUTED,2024-03-12
2019-02,RAIL,PEOG,UNBX,GR,LU,1,1,1826,2554,71.5,99.54,6.31,0.05,12.832,OPGRLU445,58,EUROCONTROL,OK,2024-03-07
2019-03,AIR,MHB,POM,LT,SI,1,1,1654,1807,91.53,415.83,45.08,6.94,47.781,OPLTSI446,68,ERA,REVISED,2024-12-21
2019-04,RAIL,ZWOO,EFBF,PT,CY,1,1,1633,1846,88.46,106.87,8.73,0.81,12.559,OPPTCY447,63,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-03-17
2019-05,AIR,SVX,VCI,SE,GR,1,1,1760,1929,91.24,311.25,22.37,4.16,27.402,OPSEGR448,63,AIRLINE_REPORTING,FLAGGED,2025-02-28
2019-06,RAIL,JOOW,OXBN,CY,MT,1,1,1606,1872,85.79,114.88,4.27,1.68,12.562,OPCYMT449,68,RAIL_OPERATOR_REPORTING,IMPUTED,2024-01-19
2019-07,AIR,YJT,BQE,FR,ES,1,1,1788,2381,75.09,165.02,16.27,3.91,28.327,OPFRES450,84,EUROCONTROL,OK,2025-04-10
2019-08,RAIL,TGOE,YPBV,IT,CZ,1,1,1900,2332,81.48,15.6,17.39,0.0,9.247,OPITCZ451,61,ERA,REVISED,2025-09-22
2019-09,AIR,EXP,HEA,NL,HU,1,1,1597,2037,78.4,185.57,10.86,7.02,9.583,OPNLHU452,74,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-04
2019-10,RAIL,DYOM,IHBD,SI,NL,1,0,1724,1917,89.93,11.61,12.4,1.59,6.645,OPSINL453,71,AIRLINE_REPORTING,FLAGGED,2024-03-29
2019-11,AIR,KLL,NSW,BG,SE,1,1,1626,2491,65.27,257.56,51.29,4.93,54.352,OPBGSE454,64,RAIL_OPERATOR_REPORTING,IMPUTED,2025-08-04
2019-12,RAIL,NQOU,SZBL,EE,DK,1,0,1748,3014,58.0,14.39,20.61,0.13,6.19,OPEEDK455,2,EUROCONTROL,OK,2025-09-25
2020-01,AIR,QZH,TGS,HU,IE,1,1,1900,2078,91.43,395.06,23.37,5.44,28.986,OPHUIE456,22,ERA,REVISED,2024-07-08
2020-02,RAIL,XIOC,CRBT,LU,PL,1,1,1631,1820,89.62,20.28,2.93,0.76,9.364,OPLUPL457,2,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-12-31
2020-03,AIR,WND,ZUO,RO,AT,1,0,1802,2617,68.86,160.42,50.83,1.34,54.006,OPROAT458,4,AIRLINE_REPORTING,FLAGGED,2025-05-07
2020-04,RAIL,HAOK,MJBB,AT,EE,1,1,1886,2422,77.87,40.05,4.06,1.59,3.561,OPATEE459,8,RAIL_OPERATOR_REPORTING,IMPUTED,2025-09-23
2020-05,AIR,CBZ,FIK,CZ,IT,1,1,1888,2440,77.38,372.97,8.59,0.6,36.936,OPCZIT460,8,EUROCONTROL,OK,2025-07-01
2020-06,RAIL,RSOS,WBBJ,DE,PT,1,1,1923,2254,85.31,107.44,2.41,3.48,6.439,OPDEPT461,6,ERA,REVISED,2024-08-22
2020-07,AIR,IPV,LWG,LV,BE,1,1,1806,2311,78.15,167.25,50.94,6.88,48.518,OPLVBE462,11,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-06-25
2020-08,RAIL,BKOA,GTBR,PL,FI,1,1,1705,2177,78.32,100.5,19.15,0.04,12.258,OPPLFI463,15,AIRLINE_REPORTING,FLAGGED,2024-03-11
2020-09,AIR,ODR,RKC,ES,LV,1,1,1721,2675,64.34,297.48,53.0,6.69,10.478,OPESLV464,28,RAIL_OPERATOR_REPORTING,IMPUTED,2025-02-08
2020-10,RAIL,LCOI,QLBZ,HR,RO,1,0,1694,2558,66.22,101.57,19.93,2.4,13.194,OPHRRO465,12,EUROCONTROL,OK,2025-12-08
2020-11,AIR,URN,XYY,FI,BG,1,1,1815,3276,55.4,106.27,2.78,3.7,10.952,OPFIBG466,24,ERA,REVISED,2024-06-14
2020-12,RAIL,VUOQ,ADBH,IE,FR,1,1,1790,2993,59.81,37.7,16.78,3.36,11.422,OPIEFR467,21,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-10-06
2021-01,AIR,AFJ,DMU,MT,LT,1,1,1976,2387,82.78,34.6,3.76,3.55,54.566,OPMTLT468,33,AIRLINE_REPORTING,FLAGGED,2024-05-29
2021-02,RAIL,FMOY,KVBP,SK,AT,1,1,1692,2603,65.0,173.76,12.06,1.33,2.858,OPSKAT469,14,RAIL_OPERATOR_REPORTING,IMPUTED,2024-04-22
2021-03,AIR,GTF,JAQ,BE,HR,1,1,1966,2209,89.0,389.36,41.36,4.44,91.885,OPBEHR470,39,EUROCONTROL,OK,2024-08-02
2021-04,RAIL,PEOG,UNBX,DK,DE,1,1,1645,2549,64.54,149.98,17.26,2.13,5.986,OPDKDE471,26,ERA,REVISED,2025-03-12
2021-05,AIR,MHB,POM,GR,LU,1,1,1734,1926,90.03,98.3,29.1,2.53,36.873,OPGRLU472,39,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-02-23
2021-06,RAIL,ZWOO,EFBF,LT,SI,1,1,1747,2353,74.25,19.33,7.49,2.23,6.878,OPLTSI473,19,AIRLINE_REPORTING,FLAGGED,2024-03-11
2021-07,AIR,SVX,VCI,PT,CY,1,1,1795,3203,56.04,235.2,41.63,4.31,76.213,OPPTCY474,40,RAIL_OPERATOR_REPORTING,IMPUTED,2024-11-16
2021-08,RAIL,JOOW,OXBN,SE,GR,1,1,1678,2518,66.64,98.74,7.06,2.07,3.798,OPSEGR475,25,EUROCONTROL,OK,2024-08-31
2021-09,AIR,YJT,BQE,CY,MT,1,1,2028,3598,56.36,62.35,33.48,4.61,35.783,OPCYMT476,25,ERA,REVISED,2025-09-07
2021-10,RAIL,TGOE,YPBV,FR,ES,1,1,1724,1952,88.32,23.03,22.88,0.68,10.675,OPFRES477,27,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-19
2021-11,AIR,EXP,HEA,IT,CZ,1,1,1696,2523,67.22,372.38,9.52,1.67,89.196,OPITCZ478,40,AIRLINE_REPORTING,FLAGGED,2026-02-07
2021-12,RAIL,DYOM,IHBD,NL,HU,1,1,1846,2897,63.72,9.16,23.95,2.37,11.163,OPNLHU479,25,RAIL_OPERATOR_REPORTING,IMPUTED,2024-07-31
2022-01,AIR,KLL,NSW,SI,NL,1,1,1974,2853,69.19,355.49,5.51,1.34,74.744,OPSINL480,41,EUROCONTROL,OK,2024-06-20
2022-02,RAIL,NQOU,SZBL,BG,SE,1,1,1757,3188,55.11,122.97,5.41,1.12,3.32,OPBGSE481,36,ERA,REVISED,2024-07-19
2022-03,AIR,QZH,TGS,EE,DK,1,1,1714,2142,80.02,203.95,2.96,7.72,8.647,OPEEDK482,39,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-08-02
2022-04,RAIL,XIOC,CRBT,HU,IE,1,1,1967,3559,55.27,126.26,15.83,1.0,13.574,OPHUIE483,30,AIRLINE_REPORTING,FLAGGED,2026-02-11
2022-05,AIR,WND,ZUO,LU,PL,1,1,1847,2784,66.34,21.44,3.68,7.87,87.609,OPLUPL484,44,RAIL_OPERATOR_REPORTING,IMPUTED,2026-01-29
2022-06,RAIL,HAOK,MJBB,RO,AT,1,1,2021,2493,81.07,177.63,0.08,2.69,12.799,OPROAT485,34,EUROCONTROL,OK,2025-08-26
2022-07,AIR,CBZ,FIK,AT,EE,1,0,1713,2168,79.01,223.45,34.6,7.77,78.082,OPATEE486,42,ERA,REVISED,2024-04-18
2022-08,RAIL,RSOS,WBBJ,CZ,IT,1,1,1954,2252,86.77,37.65,23.35,3.14,7.137,OPCZIT487,40,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-02-26
2022-09,AIR,IPV,LWG,DE,PT,1,1,1988,2295,86.62,406.59,12.81,0.34,17.942,OPDEPT488,47,AIRLINE_REPORTING,FLAGGED,2025-12-25
2022-10,RAIL,BKOA,GTBR,LV,BE,1,1,1867,2429,76.86,72.87,10.14,0.59,9.843,OPLVBE489,36,RAIL_OPERATOR_REPORTING,IMPUTED,2025-08-11
2022-11,AIR,ODR,RKC,PL,FI,1,1,1776,1983,89.56,54.81,8.92,7.17,93.076,OPPLFI490,54,EUROCONTROL,OK,2025-11-11
2022-12,RAIL,LCOI,QLBZ,ES,LV,1,0,1759,2753,63.89,141.11,21.21,2.33,3.714,OPESLV491,45,ERA,REVISED,2025-03-22
2023-01,AIR,URN,XYY,HR,RO,1,0,1704,2062,82.64,416.61,42.62,4.23,80.806,OPHRRO492,58,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-05-28
2023-02,RAIL,VUOQ,ADBH,FI,BG,1,1,1806,2288,78.93,84.78,18.21,2.15,1.338,OPFIBG493,38,AIRLINE_REPORTING,FLAGGED,2024-09-20
2023-03,AIR,AFJ,DMU,IE,FR,1,1,1898,2769,68.54,87.92,43.43,7.3,62.976,OPIEFR494,39,RAIL_OPERATOR_REPORTING,IMPUTED,2024-09-26
2023-04,RAIL,FMOY,KVBP,MT,LT,1,1,1794,2186,82.07,78.83,15.51,0.33,1.639,OPMTLT495,40,EUROCONTROL,OK,2024-12-23
2023-05,AIR,GTF,JAQ,SK,AT,1,1,1726,2003,86.17,336.37,35.44,3.08,88.87,OPSKAT496,56,ERA,REVISED,2025-07-23
2023-06,RAIL,PEOG,UNBX,BE,HR,1,1,2019,3026,66.72,41.8,17.29,0.75,1.089,OPBEHR497,51,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-09-13
2023-07,AIR,MHB,POM,DK,DE,1,1,2085,3431,60.77,399.4,15.46,0.08,75.371,OPDKDE498,54,AIRLINE_REPORTING,FLAGGED,2026-01-26
2023-08,RAIL,ZWOO,EFBF,GR,LU,1,1,1980,3024,65.48,118.26,8.93,0.96,13.135,OPGRLU499,46,RAIL_OPERATOR_REPORTING,IMPUTED,2025-10-06
2023-09,AIR,SVX,VCI,LT,SI,1,0,1860,2743,67.81,257.15,52.24,0.0,90.288,OPLTSI500,53,EUROCONTROL,OK,2024-04-26
2023-10,RAIL,JOOW,OXBN,PT,CY,1,1,1785,2521,70.81,151.2,14.75,1.45,7.08,OPPTCY501,50,ERA,REVISED,2024-02-26
2023-11,AIR,YJT,BQE,SE,GR,1,1,1991,3179,62.63,347.6,51.63,5.47,86.967,OPSEGR502,70,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-01-12
2023-12,RAIL,TGOE,YPBV,CY,MT,1,1,1766,2196,80.42,129.25,24.85,2.1,9.989,OPCYMT503,54,AIRLINE_REPORTING,FLAGGED,2024-06-08
2024-01,AIR,EXP,HEA,FR,ES,1,1,1872,2328,80.41,158.17,41.36,3.99,81.046,OPFRES504,62,RAIL_OPERATOR_REPORTING,IMPUTED,2025-06-09
2024-02,RAIL,DYOM,IHBD,IT,CZ,1,0,1738,2814,61.76,127.82,6.17,2.44,13.333,OPITCZ505,60,EUROCONTROL,OK,2026-02-07
2024-03,AIR,KLL,NSW,NL,HU,1,1,1792,2151,83.31,228.74,44.24,1.07,49.273,OPNLHU506,72,ERA,REVISED,2024-10-16
2024-04,RAIL,NQOU,SZBL,SI,NL,1,0,1733,2432,71.26,46.36,18.86,1.88,10.134,OPSINL507,55,NATIONAL_AVIATION_AUTH,ESTIMATED,2026-01-13
2024-05,AIR,QZH,TGS,BG,SE,1,1,1992,2576,77.33,318.67,26.74,5.03,9.291,OPBGSE508,60,AIRLINE_REPORTING,FLAGGED,2024-01-17
2024-06,RAIL,XIOC,CRBT,EE,DK,1,1,1962,2472,79.37,59.38,3.05,1.43,8.236,OPEEDK509,58,RAIL_OPERATOR_REPORTING,IMPUTED,2024-01-09
2024-07,AIR,WND,ZUO,HU,IE,1,1,2059,2877,71.57,376.66,4.02,2.75,60.659,OPHUIE510,76,EUROCONTROL,OK,2024-10-20
2024-08,RAIL,HAOK,MJBB,LU,PL,1,0,1868,2742,68.13,74.13,18.8,1.57,3.061,OPLUPL511,66,ERA,REVISED,2024-03-04
2024-09,AIR,CBZ,FIK,RO,AT,1,1,1793,2098,85.46,95.36,26.65,1.57,45.851,OPROAT512,74,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-12-08
2024-10,RAIL,RSOS,WBBJ,AT,EE,1,1,2009,3262,61.59,109.65,23.2,0.18,2.851,OPATEE513,68,AIRLINE_REPORTING,FLAGGED,2025-08-25
2024-11,AIR,IPV,LWG,CZ,IT,1,1,2007,2345,85.59,120.87,17.7,2.03,66.777,OPCZIT514,83,RAIL_OPERATOR_REPORTING,IMPUTED,2024-01-26
2024-12,RAIL,BKOA,GTBR,DE,PT,1,1,1860,2587,71.9,179.27,20.26,1.5,2.529,OPDEPT515,67,EUROCONTROL,OK,2025-12-12
2025-01,AIR,ODR,RKC,LV,BE,1,1,1914,2514,76.13,290.1,35.15,6.32,24.046,OPLVBE516,64,ERA,REVISED,2024-10-09
2025-02,RAIL,LCOI,QLBZ,PL,FI,1,1,2113,2802,75.41,143.56,11.6,1.51,13.911,OPPLFI517,63,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-02-20
2025-03,AIR,URN,XYY,ES,LV,1,1,2080,2283,91.11,39.55,45.0,6.2,83.418,OPESLV518,72,AIRLINE_REPORTING,FLAGGED,2024-07-27
2025-04,RAIL,VUOQ,ADBH,HR,RO,1,0,1941,2201,88.19,146.29,14.31,0.19,12.238,OPHRRO519,65,RAIL_OPERATOR_REPORTING,IMPUTED,2025-02-11
2025-05,AIR,AFJ,DMU,FI,BG,1,1,1847,2913,63.41,301.63,4.46,4.52,12.506,OPFIBG520,17,EUROCONTROL,OK,2024-01-13
2025-06,RAIL,FMOY,KVBP,IE,FR,1,1,2066,3179,64.99,108.97,7.51,0.61,9.684,OPIEFR521,5,ERA,REVISED,2025-10-02
2025-07,AIR,GTF,JAQ,MT,LT,1,1,2131,2338,91.15,374.13,43.71,3.89,23.223,OPMTLT522,14,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-04-08
2025-08,RAIL,PEOG,UNBX,SK,AT,1,1,2081,2683,77.56,36.84,19.84,2.53,4.075,OPSKAT523,10,AIRLINE_REPORTING,FLAGGED,2025-11-22
2025-09,AIR,MHB,POM,BE,HR,1,0,2039,2935,69.47,67.35,35.72,1.24,26.937,OPBEHR524,21,RAIL_OPERATOR_REPORTING,IMPUTED,2024-02-01
2025-10,RAIL,ZWOO,EFBF,DK,DE,1,1,2164,3011,71.87,106.97,17.95,0.37,7.147,OPDKDE525,14,EUROCONTROL,OK,2024-11-03
2025-11,AIR,SVX,VCI,GR,LU,1,1,1879,2405,78.13,207.06,19.35,4.72,26.395,OPGRLU526,7,ERA,REVISED,2024-06-26
2025-12,RAIL,JOOW,OXBN,LT,SI,1,1,1889,3122,60.51,86.2,18.53,2.97,7.286,OPLTSI527,14,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-08-10
2026-01,AIR,YJT,BQE,PT,CY,1,0,1810,2242,80.73,153.88,26.83,7.68,57.829,OPPTCY528,21,AIRLINE_REPORTING,FLAGGED,2024-11-12
2026-02,RAIL,TGOE,YPBV,SE,GR,1,0,2166,2681,80.79,15.07,5.15,0.14,5.516,OPSEGR529,15,RAIL_OPERATOR_REPORTING,IMPUTED,2025-11-29
2026-03,AIR,EXP,HEA,CY,MT,1,1,2044,2275,89.85,322.21,6.44,1.42,59.705,OPCYMT530,20,EUROCONTROL,OK,2024-03-01
2026-04,RAIL,DYOM,IHBD,FR,ES,1,1,2064,3425,60.26,80.99,19.65,0.49,4.343,OPFRES531,11,ERA,REVISED,2025-08-19
2026-05,AIR,KLL,NSW,IT,CZ,1,1,2049,2639,77.64,256.11,24.03,1.53,31.094,OPITCZ532,24,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-02-09
2026-06,RAIL,NQOU,SZBL,NL,HU,1,1,2194,3076,71.33,131.09,1.04,3.3,3.808,OPNLHU533,19,AIRLINE_REPORTING,FLAGGED,2024-11-18
2026-07,AIR,QZH,TGS,SI,NL,1,1,2151,3421,62.88,153.88,22.66,1.07,94.335,OPSINL534,24,RAIL_OPERATOR_REPORTING,IMPUTED,2024-07-17
2026-08,RAIL,XIOC,CRBT,BG,SE,1,1,1903,2451,77.64,173.59,12.25,0.48,12.462,OPBGSE535,18,EUROCONTROL,OK,2025-12-06
2026-09,AIR,WND,ZUO,EE,DK,1,1,2061,2309,89.26,192.01,48.22,4.28,65.049,OPEEDK536,41,ERA,REVISED,2024-08-03
2026-10,RAIL,HAOK,MJBB,HU,IE,1,0,1834,3213,57.08,20.26,17.89,2.13,11.587,OPHUIE537,25,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-08-20
2026-11,AIR,CBZ,FIK,LU,PL,1,1,1925,2463,78.16,41.48,43.98,1.91,11.277,OPLUPL538,21,AIRLINE_REPORTING,FLAGGED,2026-01-29
2026-12,RAIL,RSOS,WBBJ,RO,AT,1,1,2107,2419,87.1,67.06,13.46,2.07,1.306,OPROAT539,20,RAIL_OPERATOR_REPORTING,IMPUTED,2025-04-07
2018-01,AIR,IPV,LWG,AT,EE,1,1,2002,2552,78.45,279.29,47.49,0.52,79.949,OPATEE540,40,EUROCONTROL,OK,2026-02-17
2018-02,RAIL,BKOA,GTBR,CZ,IT,1,1,2215,3075,72.03,169.92,21.43,0.99,7.3,OPCZIT541,31,ERA,REVISED,2026-02-07
2018-03,AIR,ODR,RKC,DE,PT,1,1,1954,2253,86.73,82.18,33.59,3.47,50.443,OPDEPT542,37,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-02-28
2018-04,RAIL,LCOI,QLBZ,LV,BE,1,1,2067,2548,81.12,149.01,1.05,2.04,7.262,OPLVBE543,32,AIRLINE_REPORTING,FLAGGED,2025-06-09
2018-05,AIR,URN,XYY,PL,FI,1,1,2048,2818,72.68,168.08,26.35,5.06,40.007,OPPLFI544,36,RAIL_OPERATOR_REPORTING,IMPUTED,2025-07-06
2018-06,RAIL,VUOQ,ADBH,ES,LV,1,0,2107,2491,84.58,48.57,12.3,1.97,12.887,OPESLV545,33,EUROCONTROL,OK,2024-01-28
2018-07,AIR,AFJ,DMU,HR,RO,1,1,2158,2670,80.82,54.91,1.13,5.67,84.382,OPHRRO546,48,ERA,REVISED,2024-03-01
2018-08,RAIL,FMOY,KVBP,FI,BG,1,1,2013,2847,70.71,142.42,17.53,1.54,1.232,OPFIBG547,35,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-09-09
2018-09,AIR,GTF,JAQ,IE,FR,1,1,2122,2561,82.86,287.14,18.2,5.93,36.352,OPIEFR548,45,AIRLINE_REPORTING,FLAGGED,2025-01-12
2018-10,RAIL,PEOG,UNBX,MT,LT,1,1,1963,3436,57.13,35.98,21.72,2.04,11.376,OPMTLT549,30,RAIL_OPERATOR_REPORTING,IMPUTED,2025-12-16
2018-11,AIR,MHB,POM,SK,AT,1,1,2094,2429,86.21,186.15,44.61,6.95,31.553,OPSKAT550,54,EUROCONTROL,OK,2026-01-13
2018-12,RAIL,ZWOO,EFBF,BE,HR,1,1,1924,2284,84.24,33.07,24.73,1.69,12.351,OPBEHR551,38,ERA,REVISED,2025-06-29
2019-01,AIR,SVX,VCI,DK,DE,1,1,1923,2098,91.66,154.85,29.98,7.64,68.124,OPDKDE552,42,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-01-13
2019-02,RAIL,JOOW,OXBN,GR,LU,1,1,1917,3060,62.65,69.34,22.52,0.51,12.643,OPGRLU553,43,AIRLINE_REPORTING,FLAGGED,2025-03-06
2019-03,AIR,YJT,BQE,LT,SI,1,1,2075,2485,83.5,325.08,42.48,7.01,27.39,OPLTSI554,51,RAIL_OPERATOR_REPORTING,IMPUTED,2024-08-16
2019-04,RAIL,TGOE,YPBV,PT,CY,1,1,1960,2458,79.74,88.25,12.26,1.94,5.264,OPPTCY555,36,EUROCONTROL,OK,2025-04-10
2019-05,AIR,EXP,HEA,SE,GR,1,0,2086,3611,57.77,223.75,26.66,6.35,78.112,OPSEGR556,50,ERA,REVISED,2025-08-21
