health_infect_report_date,health_infect_pathogen_code,health_infect_case_definition_version,health_infect_case_count_confirmed,health_infect_case_count_probable,health_infect_test_positivity_rate_pct,health_infect_hospital_admission_count,health_infect_icu_admission_count,health_infect_death_count,health_infect_vaccination_coverage_pct,health_infect_variant_lineage,health_infect_outbreak_cluster_id,health_infect_exposure_setting_type,health_infect_contact_tracing_success_rate,health_infect_reporting_delay_days,health_infect_wastewater_signal_level,health_infect_syndromic_indicator_level,health_infect_antimicrobial_resistance_flag,health_infect_public_health_action_level,health_infect_data_refresh_timestamp
2020-03-24,INFLU_B,v1,120,41,16.18,13,2,1,31.42,LINEAGE_A,CL0000449,TRAVEL,52.63,7,0.4189,0.704,0,INVESTIGATE,2025-01-01T00:07:28
2020-03-25,SALMONELLA,v3,129,39,14.32,15,2,1,13.55,LINEAGE_B,CL0000450,COMMUNITY,95.42,3,0.7353,0.0025,0,NONE,2025-01-01T00:07:29
2020-03-26,MEASLES,v1,136,28,5.07,24,5,1,80.56,LINEAGE_B,CL0000451,WORKPLACE,55.49,16,0.0757,0.1317,0,NONE,2025-01-01T00:07:30
2020-03-27,MRSA,v2,127,34,5.25,16,7,0,46.04,NONE,CL0000452,HOUSEHOLD,36.48,9,0.1997,0.7967,0,MONITOR,2025-01-01T00:07:31
2020-03-28,SARS2,v4,106,39,4.05,25,3,1,79.76,LINEAGE_A,CL0000453,HOUSEHOLD,15.99,3,0.6157,0.3101,0,ALERT,2025-01-01T00:07:32
2020-03-29,SALMONELLA,v5,115,26,11.76,16,4,4,36.71,LINEAGE_C,CL0000454,WORKPLACE,92.12,16,0.8819,0.3192,0,NONE,2025-01-01T00:07:33
2020-03-30,INFLU_B,v1,109,36,7.76,14,1,5,24.91,LINEAGE_C,CL0000455,SCHOOL,85.06,2,0.5135,0.1848,0,NONE,2025-01-01T00:07:34
2020-03-31,MRSA,v2,122,38,3.0,19,5,0,57.07,NONE,CL0000456,COMMUNITY,24.77,9,0.3647,0.4338,0,NONE,2025-01-01T00:07:35
2020-04-01,SARS2,v4,121,40,5.3,27,2,0,11.13,LINEAGE_C,CL0000457,WORKPLACE,52.19,4,0.74,0.7922,1,ALERT,2025-01-01T00:07:36
2020-04-02,MEASLES,v1,98,31,23.25,22,1,4,66.94,LINEAGE_A,CL0000458,COMMUNITY,37.93,13,0.5725,0.1758,0,MONITOR,2025-01-01T00:07:37
2020-04-03,RSV,v1,120,45,12.56,17,3,3,2.68,LINEAGE_A,CL0000459,WORKPLACE,82.58,9,0.1688,0.3605,0,INVESTIGATE,2025-01-01T00:07:38
2020-04-04,INFLU_A,v4,103,36,28.16,18,2,1,23.11,LINEAGE_A,CL0000460,COMMUNITY,48.27,2,0.1016,0.8437,0,INVESTIGATE,2025-01-01T00:07:39
2020-04-05,RSV,v2,126,27,34.46,16,4,2,10.84,NONE,CL0000461,COMMUNITY,71.7,10,0.1014,0.8886,0,NONE,2025-01-01T00:07:40
2020-04-06,INFLU_A,v4,117,38,12.98,16,2,2,50.5,LINEAGE_C,CL0000462,WORKPLACE,60.17,0,0.8308,0.3084,0,NONE,2025-01-01T00:07:41
2020-04-07,RSV,v5,125,22,16.04,18,2,4,89.66,LINEAGE_D,CL0000463,CONGREGATE,91.47,1,0.3696,0.9277,0,NONE,2025-01-01T00:07:42
2020-04-08,NORO,v4,135,42,27.5,13,2,5,34.29,NONE,CL0000464,SCHOOL,14.99,1,0.8414,0.656,1,MONITOR,2025-01-01T00:07:43
2020-04-09,TB,v2,112,36,13.68,19,6,4,34.46,LINEAGE_C,CL0000465,UNKNOWN,89.4,21,0.2549,0.6611,1,EMERGENCY,2025-01-01T00:07:44
2020-04-10,INFLU_A,v4,118,32,23.96,20,3,1,69.53,LINEAGE_B,CL0000466,HOUSEHOLD,85.72,10,0.0852,0.8895,1,NONE,2025-01-01T00:07:45
2020-04-11,INFLU_B,v3,125,36,15.04,20,4,2,1.92,LINEAGE_C,CL0000467,HOUSEHOLD,76.74,9,0.8673,0.4585,0,NONE,2025-01-01T00:07:46
2020-04-12,SALMONELLA,v3,122,22,12.73,11,3,1,53.09,NONE,CL0000468,HOUSEHOLD,33.19,4,0.1819,0.049,0,INVESTIGATE,2025-01-01T00:07:47
2020-04-13,MEASLES,v2,120,36,2.25,13,0,5,12.7,LINEAGE_B,CL0000469,HEALTHCARE,52.11,14,0.6944,0.4427,1,INVESTIGATE,2025-01-01T00:07:48
2020-04-14,MRSA,v5,137,32,28.81,14,5,4,48.87,NONE,CL0000470,COMMUNITY,91.78,7,0.9849,0.4735,0,MONITOR,2025-01-01T00:07:49
2020-04-15,WNV,v2,117,32,6.84,18,3,2,63.13,LINEAGE_D,CL0000471,WORKPLACE,49.59,11,0.2869,0.5137,0,MONITOR,2025-01-01T00:07:50
2020-04-16,MRSA,v2,119,28,32.01,16,4,1,95.84,NONE,CL0000472,WORKPLACE,27.39,15,0.1448,0.8351,0,MONITOR,2025-01-01T00:07:51
2020-04-17,INFLU_A,v4,126,32,16.73,13,6,1,51.69,NONE,CL0000473,HOUSEHOLD,13.84,2,0.1967,0.9391,0,NONE,2025-01-01T00:07:52
2020-04-18,SALMONELLA,v1,118,45,15.03,23,5,1,26.99,LINEAGE_D,CL0000474,SCHOOL,42.92,11,0.7416,0.9946,0,INVESTIGATE,2025-01-01T00:07:53
2020-04-19,WNV,v2,132,36,7.27,21,5,1,59.24,LINEAGE_A,CL0000475,HOUSEHOLD,32.47,16,0.7945,0.8063,0,INVESTIGATE,2025-01-01T00:07:54
2020-04-20,SALMONELLA,v4,116,38,0.63,20,5,3,74.48,LINEAGE_D,CL0000476,WORKPLACE,75.73,16,0.8385,0.8064,0,MONITOR,2025-01-01T00:07:55
2020-04-21,SARS2,v3,123,34,30.53,19,5,2,75.05,NONE,CL0000477,SCHOOL,72.09,0,0.1531,0.8728,0,NONE,2025-01-01T00:07:56
2020-04-22,INFLU_B,v3,122,24,19.02,20,6,3,78.96,NONE,CL0000478,TRAVEL,67.23,16,0.9365,0.5855,0,MONITOR,2025-01-01T00:07:57
2020-04-23,INFLU_A,v5,125,34,28.16,15,4,0,25.66,NONE,CL0000479,SCHOOL,86.03,10,0.5551,0.5733,1,NONE,2025-01-01T00:07:58
2020-04-24,WNV,v3,108,39,26.77,15,5,2,77.81,LINEAGE_B,CL0000480,WORKPLACE,65.03,11,0.5472,0.2453,0,INVESTIGATE,2025-01-01T00:07:59
2020-04-25,NORO,v5,122,33,28.24,18,4,3,43.43,LINEAGE_B,CL0000481,UNKNOWN,31.86,10,0.7463,0.1743,0,NONE,2025-01-01T00:08:00
2020-04-26,WNV,v5,124,36,27.7,15,4,2,85.28,LINEAGE_A,CL0000482,WORKPLACE,37.6,17,0.8968,0.1112,0,INVESTIGATE,2025-01-01T00:08:01
2020-04-27,WNV,v5,115,34,33.01,20,3,1,51.63,NONE,CL0000483,WORKPLACE,46.42,12,0.3867,0.8655,0,INVESTIGATE,2025-01-01T00:08:02
2020-04-28,NORO,v2,104,20,25.83,19,2,5,16.84,LINEAGE_C,CL0000484,WORKPLACE,87.15,20,0.1494,0.7939,1,MONITOR,2025-01-01T00:08:03
2020-04-29,MEASLES,v5,138,34,5.49,15,2,3,78.95,NONE,CL0000485,SCHOOL,21.67,6,0.8061,0.3925,0,MONITOR,2025-01-01T00:08:04
2020-04-30,RSV,v3,139,28,14.38,13,2,2,75.51,LINEAGE_B,CL0000486,UNKNOWN,43.99,14,0.0738,0.4081,0,MONITOR,2025-01-01T00:08:05
2020-05-01,MRSA,v3,122,42,2.01,19,5,3,73.18,NONE,CL0000487,SCHOOL,61.92,10,0.4556,0.3862,0,NONE,2025-01-01T00:08:06
2020-05-02,SALMONELLA,v2,111,40,5.0,19,2,0,65.36,LINEAGE_A,CL0000488,UNKNOWN,80.45,12,0.7895,0.2995,0,NONE,2025-01-01T00:08:07
2020-05-03,MEASLES,v4,111,34,17.16,17,5,1,82.97,LINEAGE_A,CL0000489,HOUSEHOLD,33.37,10,0.1394,0.0591,0,NONE,2025-01-01T00:08:08
2020-05-04,TB,v1,118,33,33.48,22,2,7,67.71,LINEAGE_A,CL0000490,CONGREGATE,55.42,10,0.2489,0.1288,0,MONITOR,2025-01-01T00:08:09
2020-05-05,SALMONELLA,v4,114,37,20.25,12,3,1,96.26,LINEAGE_C,CL0000491,WORKPLACE,24.29,10,0.3728,0.3761,0,NONE,2025-01-01T00:08:10
2020-05-06,INFLU_B,v2,127,51,18.23,23,3,1,35.38,LINEAGE_B,CL0000492,SCHOOL,15.12,3,0.2461,0.1783,0,MONITOR,2025-01-01T00:08:11
2020-05-07,SALMONELLA,v3,105,45,32.8,14,5,0,45.84,NONE,CL0000493,TRAVEL,46.13,4,0.7882,0.6105,0,MONITOR,2025-01-01T00:08:12
2020-05-08,INFLU_A,v3,116,40,12.7,14,8,2,17.71,LINEAGE_B,CL0000494,CONGREGATE,23.79,15,0.7625,0.3099,0,NONE,2025-01-01T00:08:13
2020-05-09,SARS2,v1,126,35,31.81,13,2,1,91.32,LINEAGE_B,CL0000495,HOUSEHOLD,91.44,20,0.8774,0.7771,0,INVESTIGATE,2025-01-01T00:08:14
2020-05-10,MEASLES,v4,135,29,3.77,21,2,0,23.38,LINEAGE_A,CL0000496,WORKPLACE,49.82,4,0.5757,0.3636,1,MONITOR,2025-01-01T00:08:15
2020-05-11,TB,v4,112,28,1.93,13,5,3,41.71,LINEAGE_C,CL0000497,CONGREGATE,67.46,1,0.9924,0.2876,0,INVESTIGATE,2025-01-01T00:08:16
2020-05-12,SALMONELLA,v2,122,41,26.48,22,2,4,39.58,NONE,CL0000498,CONGREGATE,52.2,16,0.2266,0.7692,0,INVESTIGATE,2025-01-01T00:08:17
2020-05-13,SARS2,v4,115,25,21.59,21,2,1,12.97,LINEAGE_A,CL0000499,HOUSEHOLD,24.16,15,0.9543,0.8522,0,INVESTIGATE,2025-01-01T00:08:18
2020-05-14,TB,v5,124,35,13.4,23,1,1,77.16,LINEAGE_B,CL0000500,HOUSEHOLD,33.5,17,0.281,0.428,0,MONITOR,2025-01-01T00:08:19
2020-05-15,INFLU_A,v4,105,36,4.7,15,1,4,39.47,LINEAGE_D,CL0000501,UNKNOWN,75.08,5,0.3008,0.9814,0,INVESTIGATE,2025-01-01T00:08:20
2020-05-16,WNV,v4,114,34,13.48,19,7,3,69.93,LINEAGE_B,CL0000502,CONGREGATE,60.95,5,0.469,0.5781,0,NONE,2025-01-01T00:08:21
2020-05-17,INFLU_A,v1,119,32,21.64,20,5,2,85.35,LINEAGE_A,CL0000503,UNKNOWN,39.66,20,0.954,0.2227,0,MONITOR,2025-01-01T00:08:22
2020-05-18,WNV,v1,120,31,2.76,23,0,4,85.5,LINEAGE_D,CL0000504,WORKPLACE,32.34,17,0.4357,0.2807,0,NONE,2025-01-01T00:08:23
2020-05-19,INFLU_B,v3,140,32,9.8,9,2,0,42.53,LINEAGE_A,CL0000505,HEALTHCARE,24.51,20,0.3578,0.2865,0,NONE,2025-01-01T00:08:24
2020-05-20,SARS2,v3,137,25,12.37,22,7,4,60.25,NONE,CL0000506,HEALTHCARE,93.5,10,0.9255,0.0425,0,NONE,2025-01-01T00:08:25
2020-05-21,SALMONELLA,v4,97,26,28.02,22,5,2,6.3,LINEAGE_D,CL0000507,TRAVEL,34.2,14,0.5103,0.4985,0,NONE,2025-01-01T00:08:26
2020-05-22,WNV,v2,114,37,27.65,16,4,6,0.14,LINEAGE_C,CL0000508,HEALTHCARE,57.06,3,0.1838,0.302,0,MONITOR,2025-01-01T00:08:27
2020-05-23,NORO,v4,137,28,1.43,12,4,1,10.46,LINEAGE_D,CL0000509,TRAVEL,26.63,9,0.8783,0.8439,0,INVESTIGATE,2025-01-01T00:08:28
2020-05-24,RSV,v3,113,44,2.44,14,1,2,67.62,LINEAGE_D,CL0000510,CONGREGATE,82.15,19,0.7107,0.7456,0,MONITOR,2025-01-01T00:08:29
2020-05-25,TB,v3,114,38,11.67,15,6,0,31.46,LINEAGE_D,CL0000511,HOUSEHOLD,31.29,19,0.9943,0.2594,1,NONE,2025-01-01T00:08:30
2020-05-26,MRSA,v5,112,27,9.58,21,2,3,11.1,NONE,CL0000512,COMMUNITY,75.97,5,0.9039,0.4286,0,NONE,2025-01-01T00:08:31
2020-05-27,SALMONELLA,v3,133,38,13.87,22,2,2,39.91,NONE,CL0000513,HEALTHCARE,95.44,14,0.3213,0.2935,0,MONITOR,2025-01-01T00:08:32
2020-05-28,SALMONELLA,v4,112,35,27.51,18,3,4,13.6,LINEAGE_B,CL0000514,COMMUNITY,21.05,12,0.3442,0.7094,1,NONE,2025-01-01T00:08:33
2020-05-29,SARS2,v3,114,39,13.05,20,3,1,13.24,LINEAGE_B,CL0000515,SCHOOL,82.1,19,0.731,0.8177,0,MONITOR,2025-01-01T00:08:34
2020-05-30,WNV,v3,106,40,12.38,17,5,2,52.08,LINEAGE_C,CL0000516,UNKNOWN,57.08,20,0.3866,0.2847,0,INVESTIGATE,2025-01-01T00:08:35
2020-05-31,WNV,v3,134,32,22.85,24,2,3,50.62,LINEAGE_B,CL0000517,TRAVEL,13.7,19,0.3404,0.119,0,MONITOR,2025-01-01T00:08:36
2020-06-01,NORO,v2,109,21,19.8,13,3,0,9.97,LINEAGE_C,CL0000518,SCHOOL,60.72,16,0.4185,0.3923,0,MONITOR,2025-01-01T00:08:37
2020-06-02,MEASLES,v1,113,33,0.29,17,4,2,21.34,LINEAGE_A,CL0000519,HOUSEHOLD,91.72,17,0.1353,0.9544,0,INVESTIGATE,2025-01-01T00:08:38
2020-06-03,NORO,v5,121,36,30.38,11,5,1,46.96,LINEAGE_D,CL0000520,WORKPLACE,22.53,19,0.6625,0.3729,0,NONE,2025-01-01T00:08:39
2020-06-04,MRSA,v4,110,25,25.18,20,5,1,20.61,LINEAGE_C,CL0000521,COMMUNITY,75.51,13,0.998,0.6533,0,MONITOR,2025-01-01T00:08:40
2020-06-05,RSV,v3,117,43,5.8,18,4,3,54.68,LINEAGE_C,CL0000522,UNKNOWN,39.92,5,0.3277,0.6634,0,MONITOR,2025-01-01T00:08:41
2020-06-06,NORO,v3,121,34,34.79,17,2,0,85.53,LINEAGE_D,CL0000523,HOUSEHOLD,28.38,3,0.2107,0.9345,0,MONITOR,2025-01-01T00:08:42
2020-06-07,INFLU_A,v2,94,33,22.52,20,3,5,50.47,NONE,CL0000524,HEALTHCARE,35.57,8,0.657,0.1682,0,ALERT,2025-01-01T00:08:43
2020-06-08,RSV,v1,122,28,7.95,17,5,2,24.24,LINEAGE_A,CL0000525,HEALTHCARE,53.61,8,0.967,0.9523,1,INVESTIGATE,2025-01-01T00:08:44
2020-06-09,SARS2,v4,116,37,24.23,14,2,7,14.91,LINEAGE_C,CL0000526,TRAVEL,29.81,15,0.2949,0.4427,0,ALERT,2025-01-01T00:08:45
2020-06-10,MRSA,v1,120,32,1.93,25,3,3,96.7,LINEAGE_D,CL0000527,CONGREGATE,20.43,14,0.5109,0.9619,0,NONE,2025-01-01T00:08:46
2020-06-11,NORO,v2,134,32,33.5,18,4,2,74.7,LINEAGE_C,CL0000528,COMMUNITY,48.84,7,0.6788,0.1015,0,INVESTIGATE,2025-01-01T00:08:47
2020-06-12,NORO,v5,108,38,12.58,16,8,5,42.32,LINEAGE_B,CL0000529,TRAVEL,46.51,6,0.3613,0.8519,0,NONE,2025-01-01T00:08:48
2020-06-13,RSV,v2,125,29,31.43,24,5,1,24.35,LINEAGE_B,CL0000530,HOUSEHOLD,64.09,15,0.2833,0.2722,0,MONITOR,2025-01-01T00:08:49
2020-06-14,MRSA,v5,112,31,33.99,18,3,3,77.89,LINEAGE_D,CL0000531,WORKPLACE,45.77,9,0.5942,0.8212,0,MONITOR,2025-01-01T00:08:50
2020-06-15,MRSA,v5,119,33,21.04,27,1,2,61.69,LINEAGE_A,CL0000532,HOUSEHOLD,50.53,20,0.2979,0.9759,0,INVESTIGATE,2025-01-01T00:08:51
2020-06-16,INFLU_A,v3,128,28,31.79,9,4,2,16.02,LINEAGE_D,CL0000533,TRAVEL,92.63,17,0.5077,0.3934,1,NONE,2025-01-01T00:08:52
2020-06-17,INFLU_A,v4,107,32,9.36,30,4,2,12.36,LINEAGE_A,CL0000534,UNKNOWN,87.19,14,0.0708,0.6653,0,MONITOR,2025-01-01T00:08:53
2020-06-18,SARS2,v1,121,31,34.03,23,5,1,13.12,LINEAGE_A,CL0000535,HOUSEHOLD,44.88,21,0.3205,0.3247,0,MONITOR,2025-01-01T00:08:54
2020-06-19,RSV,v5,110,31,8.84,16,2,3,91.73,LINEAGE_B,CL0000536,SCHOOL,87.69,17,0.2605,0.6804,0,MONITOR,2025-01-01T00:08:55
2020-06-20,MRSA,v3,115,51,31.73,22,5,2,48.3,LINEAGE_C,CL0000537,TRAVEL,61.41,0,0.4591,0.7611,0,MONITOR,2025-01-01T00:08:56
2020-06-21,INFLU_A,v5,123,27,0.36,21,3,1,41.64,LINEAGE_D,CL0000538,COMMUNITY,26.73,8,0.2731,0.3037,1,NONE,2025-01-01T00:08:57
2020-06-22,SALMONELLA,v1,111,23,3.3,32,6,2,43.31,LINEAGE_C,CL0000539,SCHOOL,77.32,10,0.4953,0.7857,0,NONE,2025-01-01T00:08:58
2020-06-23,INFLU_A,v5,123,37,21.37,18,1,3,13.02,LINEAGE_C,CL0000540,TRAVEL,88.07,18,0.5854,0.5598,0,INVESTIGATE,2025-01-01T00:08:59
2020-06-24,SARS2,v5,104,26,4.93,17,4,5,54.29,LINEAGE_D,CL0000541,TRAVEL,60.62,10,0.8899,0.7246,0,MONITOR,2025-01-01T00:09:00
2020-06-25,TB,v1,127,39,14.94,10,8,0,96.66,NONE,CL0000542,CONGREGATE,65.11,20,0.9207,0.2704,0,INVESTIGATE,2025-01-01T00:09:01
2020-06-26,SARS2,v4,125,39,30.08,18,5,3,54.83,LINEAGE_A,CL0000543,HOUSEHOLD,90.67,2,0.1563,0.779,0,NONE,2025-01-01T00:09:02
2020-06-27,SALMONELLA,v2,127,34,18.04,19,7,1,30.77,LINEAGE_C,CL0000544,CONGREGATE,14.04,10,0.5007,0.5477,0,INVESTIGATE,2025-01-01T00:09:03
2020-06-28,SARS2,v5,131,42,25.24,27,5,3,16.21,NONE,CL0000545,HEALTHCARE,75.22,1,0.1522,0.4031,0,INVESTIGATE,2025-01-01T00:09:04
2020-06-29,RSV,v2,135,21,12.09,22,6,2,68.63,LINEAGE_B,CL0000546,UNKNOWN,90.43,12,0.0391,0.8642,0,NONE,2025-01-01T00:09:05
2020-06-30,SARS2,v5,125,28,33.39,16,5,1,49.49,LINEAGE_B,CL0000547,WORKPLACE,85.79,7,0.6832,0.5544,0,NONE,2025-01-01T00:09:06
2020-07-01,INFLU_B,v1,107,34,2.29,23,4,4,56.79,LINEAGE_D,CL0000548,SCHOOL,22.6,5,0.056,0.8597,0,MONITOR,2025-01-01T00:09:07
2020-07-02,SARS2,v4,125,22,22.55,20,4,0,26.03,NONE,CL0000549,CONGREGATE,83.36,9,0.369,0.7714,0,MONITOR,2025-01-01T00:09:08
2020-07-03,SALMONELLA,v4,108,30,2.52,13,3,3,15.02,LINEAGE_A,CL0000550,HEALTHCARE,81.49,6,0.1991,0.2394,0,NONE,2025-01-01T00:09:09
2020-07-04,WNV,v3,114,52,7.1,15,9,5,56.76,NONE,CL0000551,WORKPLACE,85.52,3,0.0702,0.4313,0,INVESTIGATE,2025-01-01T00:09:10
2020-07-05,MEASLES,v4,124,27,31.9,16,1,0,47.24,LINEAGE_C,CL0000552,UNKNOWN,83.35,18,0.4473,0.8445,0,INVESTIGATE,2025-01-01T00:09:11
2020-07-06,INFLU_A,v4,117,35,30.15,14,3,1,61.57,NONE,CL0000553,HOUSEHOLD,81.73,7,0.6142,0.4208,0,INVESTIGATE,2025-01-01T00:09:12
2020-07-07,WNV,v5,137,27,26.7,22,2,3,12.62,NONE,CL0000554,HEALTHCARE,45.01,7,0.0059,0.2851,0,NONE,2025-01-01T00:09:13
2020-07-08,INFLU_B,v5,124,37,26.73,15,6,2,21.07,NONE,CL0000555,COMMUNITY,72.22,7,0.7704,0.0374,0,NONE,2025-01-01T00:09:14
2020-07-09,WNV,v1,111,37,15.59,21,5,4,56.24,LINEAGE_B,CL0000556,SCHOOL,97.28,4,0.2365,0.2964,0,INVESTIGATE,2025-01-01T00:09:15
2020-07-10,MRSA,v2,122,42,28.0,17,3,4,85.82,LINEAGE_C,CL0000557,COMMUNITY,34.05,5,0.9238,0.2747,0,NONE,2025-01-01T00:09:16
2020-07-11,TB,v4,112,40,25.89,21,5,2,67.45,NONE,CL0000558,TRAVEL,26.9,14,0.0738,0.5442,0,NONE,2025-01-01T00:09:17
2020-07-12,RSV,v3,131,29,21.25,22,8,2,41.26,LINEAGE_A,CL0000559,COMMUNITY,63.68,1,0.261,0.3781,1,MONITOR,2025-01-01T00:09:18
2020-07-13,INFLU_A,v3,120,36,27.42,25,8,2,78.55,NONE,CL0000560,HOUSEHOLD,78.63,18,0.8555,0.1831,0,MONITOR,2025-01-01T00:09:19
2020-07-14,TB,v2,129,34,1.13,21,2,2,19.25,NONE,CL0000561,HOUSEHOLD,71.18,14,0.7886,0.5593,0,INVESTIGATE,2025-01-01T00:09:20
2020-07-15,SALMONELLA,v3,129,32,20.21,19,7,2,50.03,LINEAGE_B,CL0000562,WORKPLACE,78.21,21,0.0464,0.1352,0,NONE,2025-01-01T00:09:21
2020-07-16,INFLU_B,v5,118,34,9.59,9,5,0,78.09,LINEAGE_A,CL0000563,HOUSEHOLD,50.87,9,0.0227,0.1563,0,MONITOR,2025-01-01T00:09:22
2020-07-17,SALMONELLA,v4,109,31,22.87,11,5,2,49.19,NONE,CL0000564,COMMUNITY,34.94,9,0.7178,0.2838,0,INVESTIGATE,2025-01-01T00:09:23
2020-07-18,SARS2,v1,151,30,10.97,20,0,1,91.59,NONE,CL0000565,COMMUNITY,14.29,1,0.3801,0.8955,1,NONE,2025-01-01T00:09:24
2020-07-19,TB,v1,131,35,31.36,22,4,2,70.22,NONE,CL0000566,HOUSEHOLD,50.41,1,0.5847,0.1441,0,MONITOR,2025-01-01T00:09:25
2020-07-20,INFLU_A,v3,116,38,20.27,14,4,1,96.35,LINEAGE_B,CL0000567,SCHOOL,87.06,6,0.039,0.4052,0,MONITOR,2025-01-01T00:09:26
2020-07-21,NORO,v2,97,31,18.2,18,4,2,80.83,LINEAGE_B,CL0000568,UNKNOWN,61.61,2,0.8584,0.0541,0,NONE,2025-01-01T00:09:27
2020-07-22,MEASLES,v5,108,35,11.81,18,8,1,61.05,LINEAGE_C,CL0000569,COMMUNITY,76.44,12,0.5101,0.2018,0,NONE,2025-01-01T00:09:28
2020-07-23,NORO,v2,124,46,4.57,24,4,1,69.32,NONE,CL0000570,CONGREGATE,79.9,2,0.7258,0.2326,0,NONE,2025-01-01T00:09:29
2020-07-24,RSV,v5,125,29,24.42,16,1,3,95.0,LINEAGE_B,CL0000571,TRAVEL,47.78,16,0.84,0.4918,0,MONITOR,2025-01-01T00:09:30
2020-07-25,INFLU_B,v5,115,38,14.85,18,7,4,49.06,LINEAGE_B,CL0000572,HEALTHCARE,76.99,18,0.2539,0.9895,0,NONE,2025-01-01T00:09:31
2020-07-26,SALMONELLA,v1,127,47,14.65,14,7,1,26.78,NONE,CL0000573,TRAVEL,84.35,19,0.8615,0.1591,0,NONE,2025-01-01T00:09:32
2020-07-27,RSV,v1,121,41,23.87,12,6,3,65.47,LINEAGE_B,CL0000574,WORKPLACE,46.09,18,0.2154,0.8915,0,NONE,2025-01-01T00:09:33
2020-07-28,WNV,v1,152,35,17.29,16,7,2,82.56,LINEAGE_B,CL0000575,SCHOOL,35.45,16,0.53,0.2247,0,INVESTIGATE,2025-01-01T00:09:34
2020-07-29,RSV,v5,118,32,21.87,18,2,4,57.01,LINEAGE_B,CL0000576,SCHOOL,39.33,21,0.6102,0.9361,1,NONE,2025-01-01T00:09:35
2020-07-30,MRSA,v4,117,37,8.68,23,7,4,65.31,LINEAGE_B,CL0000577,HEALTHCARE,23.13,16,0.643,0.374,0,MONITOR,2025-01-01T00:09:36
2020-07-31,RSV,v2,106,33,4.51,14,5,3,63.17,LINEAGE_B,CL0000578,TRAVEL,17.94,6,0.9505,0.4371,0,INVESTIGATE,2025-01-01T00:09:37
2020-08-01,MEASLES,v1,118,26,23.29,28,7,1,65.12,LINEAGE_D,CL0000579,SCHOOL,32.02,8,0.2577,0.3258,0,NONE,2025-01-01T00:09:38
2020-08-02,MEASLES,v2,122,18,28.36,23,2,2,28.2,LINEAGE_C,CL0000580,HOUSEHOLD,67.77,7,0.5974,0.9547,0,ALERT,2025-01-01T00:09:39
2020-08-03,MEASLES,v2,118,27,25.87,21,7,4,67.17,LINEAGE_C,CL0000581,UNKNOWN,13.74,21,0.0059,0.811,0,INVESTIGATE,2025-01-01T00:09:40
2020-08-04,WNV,v4,94,34,19.96,26,3,3,1.24,NONE,CL0000582,SCHOOL,29.91,19,0.9043,0.1996,0,MONITOR,2025-01-01T00:09:41
2020-08-05,RSV,v2,130,35,3.6,13,4,0,61.56,LINEAGE_D,CL0000583,HOUSEHOLD,85.76,4,0.6629,0.5552,0,NONE,2025-01-01T00:09:42
2020-08-06,NORO,v4,121,41,20.79,17,3,0,72.32,LINEAGE_C,CL0000584,SCHOOL,72.59,3,0.3943,0.9164,0,ALERT,2025-01-01T00:09:43
2020-08-07,SARS2,v1,117,40,31.98,17,0,0,83.73,NONE,CL0000585,TRAVEL,56.42,12,0.3997,0.3238,0,MONITOR,2025-01-01T00:09:44
2020-08-08,RSV,v4,103,30,29.41,12,9,0,70.98,LINEAGE_A,CL0000586,TRAVEL,93.26,5,0.5639,0.2717,0,INVESTIGATE,2025-01-01T00:09:45
2020-08-09,WNV,v3,117,36,21.04,24,7,0,33.91,NONE,CL0000587,COMMUNITY,37.97,7,0.3252,0.1901,0,MONITOR,2025-01-01T00:09:46
2020-08-10,SALMONELLA,v5,109,41,20.65,15,2,6,37.43,LINEAGE_A,CL0000588,SCHOOL,67.49,7,0.789,0.5035,0,NONE,2025-01-01T00:09:47
2020-08-11,SALMONELLA,v1,118,43,24.88,11,4,2,81.86,LINEAGE_C,CL0000589,COMMUNITY,29.59,7,0.451,0.073,0,MONITOR,2025-01-01T00:09:48
2020-08-12,INFLU_A,v1,135,35,29.75,13,1,0,52.42,NONE,CL0000590,COMMUNITY,47.83,4,0.0413,0.226,0,INVESTIGATE,2025-01-01T00:09:49
2020-08-13,INFLU_A,v1,119,37,2.6,17,2,3,63.58,NONE,CL0000591,SCHOOL,66.11,8,0.2442,0.3892,0,NONE,2025-01-01T00:09:50
2020-08-14,RSV,v3,115,34,0.27,19,6,1,86.89,LINEAGE_B,CL0000592,TRAVEL,80.74,6,0.6701,0.3996,0,NONE,2025-01-01T00:09:51
2020-08-15,RSV,v4,113,39,11.73,16,3,1,63.68,NONE,CL0000593,COMMUNITY,23.83,3,0.7845,0.476,1,MONITOR,2025-01-01T00:09:52
2020-08-16,NORO,v5,128,37,13.44,16,4,2,5.26,LINEAGE_C,CL0000594,CONGREGATE,11.59,20,0.5536,0.5179,0,INVESTIGATE,2025-01-01T00:09:53
2020-08-17,WNV,v1,116,30,5.08,18,4,5,84.07,NONE,CL0000595,UNKNOWN,71.89,2,0.2884,0.7977,0,MONITOR,2025-01-01T00:09:54
2020-08-18,NORO,v4,111,26,24.76,16,4,0,63.91,LINEAGE_B,CL0000596,TRAVEL,86.67,13,0.1367,0.8726,1,NONE,2025-01-01T00:09:55
2020-08-19,MRSA,v2,139,38,1.02,22,5,3,27.01,LINEAGE_C,CL0000597,WORKPLACE,93.96,20,0.7962,0.3944,0,NONE,2025-01-01T00:09:56
