travel_dom_travel_month,travel_dom_destination_dma_code,travel_dom_origin_dma_code,travel_dom_trip_purpose_code,travel_dom_party_size_avg,travel_dom_nights_stayed_avg,travel_dom_lodging_type_code,travel_dom_spend_total_usd,travel_dom_spend_lodging_usd,travel_dom_spend_food_usd,travel_dom_spend_transport_usd,travel_dom_attraction_ticket_spend_usd,travel_dom_booking_channel_code,travel_dom_lead_time_days,travel_dom_cancellation_rate_pct,travel_dom_occupancy_rate_pct,travel_dom_adr_average_daily_rate,travel_dom_revpar_usd,travel_dom_seasonality_cluster,travel_dom_event_driven_demand_flag
2047-12,626,567,LEISURE,1.09,10.07,HOTEL,5526.61,2224.62,1705.79,1401.41,745.4,CORPORATE_PORTAL,197,16.087,97.87,199.75,195.5,SPRING,0
2048-01,708,648,LEISURE,5.43,7.0,CAMPING,2177.95,793.22,717.3,238.03,109.23,OTA,286,58.106,17.63,266.47,46.98,SUMMER,0
2048-02,887,877,LEISURE,5.07,15.72,MOTEL,1731.79,417.34,341.22,508.47,156.18,DIRECT,47,43.482,94.22,286.05,269.52,FALL,0
2048-03,803,743,BUSINESS,1.2,2.16,HOTEL,6481.5,2191.03,1395.4,1340.44,1225.61,DIRECT,186,15.92,81.85,361.47,295.86,WINTER,0
2048-04,881,729,LEISURE,5.78,8.65,HOTEL,6525.29,2293.4,2127.68,1117.04,657.4,WALK_IN,85,31.44,32.79,76.1,24.95,FALL,0
2048-05,690,624,LEISURE,2.26,3.64,CAMPING,1183.78,320.79,409.7,230.44,55.89,DIRECT,3,47.723,28.76,182.07,52.36,WINTER,1
2048-06,614,659,VISITING_FRIENDS_FAMILY,5.13,4.85,VACATION_RENTAL,2494.35,567.11,588.47,418.88,453.58,AGENT,290,39.086,92.25,145.69,134.4,FALL,1
2048-07,632,850,VISITING_FRIENDS_FAMILY,5.31,7.8,CAMPING,2062.61,714.09,456.28,227.46,274.56,OTA,247,25.142,85.19,70.13,59.74,SPRING,0
2048-08,508,752,BUSINESS,1.72,18.96,VACATION_RENTAL,3262.15,615.39,1008.75,525.87,49.33,CORPORATE_PORTAL,283,20.884,57.93,410.35,237.72,SPRING,0
2048-09,729,761,OUTDOOR,1.46,8.45,VACATION_RENTAL,4184.68,1761.13,1315.7,557.64,200.04,CORPORATE_PORTAL,127,36.087,19.23,195.88,37.67,SPRING,0
2048-10,571,540,BUSINESS,1.8,7.42,HOTEL,7277.14,3291.15,2332.46,1674.59,158.81,OTA,190,3.935,71.4,181.61,129.67,SPRING,0
2048-11,863,585,LEISURE,3.68,7.17,FRIENDS_FAMILY,3350.14,931.76,871.38,845.08,310.49,WALK_IN,126,46.911,29.8,261.7,77.99,FALL,1
2048-12,561,812,LEISURE,4.98,11.57,HOTEL,4714.48,2414.93,992.05,1306.21,431.77,OTA,152,12.53,43.94,63.11,27.73,FALL,1
2049-01,506,783,LEISURE,3.41,15.11,FRIENDS_FAMILY,5922.83,2438.86,957.75,1136.42,246.88,DIRECT,123,36.712,15.61,274.62,42.87,SUMMER,0
2049-02,708,898,EVENT,1.7,13.65,FRIENDS_FAMILY,5184.39,1406.24,1773.57,943.51,792.33,OTHER,215,54.493,60.59,391.18,237.02,SUMMER,0
2049-03,686,804,LEISURE,2.95,1.76,HOTEL,6447.58,3486.13,1325.2,1034.71,702.77,AGENT,355,6.423,17.61,417.09,73.45,WINTER,0
2049-04,636,688,VISITING_FRIENDS_FAMILY,3.36,13.27,HOTEL,5266.69,2277.93,1800.4,1570.77,391.3,OTA,279,42.313,46.11,380.82,175.6,SPRING,0
2049-05,890,604,LEISURE,3.14,11.76,HOTEL,3562.11,1375.48,577.9,681.07,31.35,DIRECT,19,43.265,84.06,418.64,351.91,WINTER,1
2049-06,778,789,VISITING_FRIENDS_FAMILY,2.24,1.35,HOTEL,2187.19,1031.48,749.67,311.65,3.1,OTA,96,0.293,35.99,68.58,24.68,WINTER,0
2049-07,704,865,BUSINESS,5.73,6.3,OTHER,2205.97,557.81,625.66,507.26,74.63,CORPORATE_PORTAL,127,51.815,65.95,360.67,237.86,SHOULDER,0
2049-08,680,817,LEISURE,5.02,13.79,HOTEL,2424.85,833.31,443.4,620.59,134.37,OTHER,152,13.758,66.22,150.51,99.67,SUMMER,0
2049-09,714,630,LEISURE,5.29,20.58,VACATION_RENTAL,1711.84,324.29,356.65,377.37,281.92,OTHER,345,4.856,45.74,370.72,169.57,SHOULDER,0
2049-10,633,810,VISITING_FRIENDS_FAMILY,5.8,12.48,CAMPING,1995.84,491.39,482.61,292.55,271.34,AGENT,348,35.396,33.3,370.35,123.33,SHOULDER,0
2049-11,849,629,BUSINESS,6.24,3.62,MOTEL,6517.83,1968.5,1047.02,1323.75,846.31,OTHER,349,26.873,53.95,332.06,179.15,SUMMER,0
2049-12,850,863,LEISURE,2.18,5.83,VACATION_RENTAL,5671.0,2346.99,1318.64,1014.42,739.62,OTA,279,53.538,16.62,379.15,63.01,SUMMER,0
2050-01,660,761,LEISURE,5.24,3.24,CAMPING,5559.17,2929.87,1166.42,860.89,636.15,WALK_IN,43,5.862,19.94,174.15,34.73,SPRING,1
2050-02,720,522,VISITING_FRIENDS_FAMILY,3.06,17.9,HOTEL,7220.88,3930.53,2148.57,1249.47,35.48,OTA,267,40.333,71.89,88.29,63.47,WINTER,0
2050-03,619,634,LEISURE,2.94,17.22,FRIENDS_FAMILY,3547.35,1878.09,612.43,544.31,338.25,OTA,13,30.198,66.39,221.9,147.32,WINTER,0
2050-04,811,606,BUSINESS,4.26,14.94,FRIENDS_FAMILY,7729.02,1668.72,1907.71,1315.39,1477.5,OTA,351,6.818,15.06,171.84,25.88,WINTER,0
2050-05,855,677,LEISURE,2.77,14.95,HOTEL,1703.0,521.17,562.84,422.56,339.23,OTA,50,21.977,20.68,246.81,51.04,SUMMER,1
2050-06,641,746,LEISURE,5.19,1.84,FRIENDS_FAMILY,93.25,29.47,30.38,14.49,3.66,CORPORATE_PORTAL,319,25.565,39.8,288.3,114.74,SHOULDER,0
2050-07,890,552,VISITING_FRIENDS_FAMILY,3.93,13.06,CAMPING,56.81,10.58,13.28,14.91,9.97,OTA,226,1.266,12.34,384.95,47.5,SPRING,0
2050-08,648,681,LEISURE,3.68,14.84,VACATION_RENTAL,6317.52,3067.11,1030.27,906.32,105.39,DIRECT,243,4.572,53.71,96.68,51.93,SHOULDER,0
2050-09,794,792,EVENT,1.83,7.23,FRIENDS_FAMILY,5695.76,3084.77,1451.25,1048.56,100.92,OTA,95,7.332,76.37,179.83,137.34,SPRING,0
2050-10,608,810,BUSINESS,1.86,13.0,FRIENDS_FAMILY,2085.69,659.44,337.89,373.12,190.39,OTA,309,6.448,12.3,278.6,34.27,SPRING,0
2050-11,738,747,VISITING_FRIENDS_FAMILY,2.8,20.99,HOTEL,1450.22,352.92,350.98,216.8,199.23,OTA,92,4.804,49.22,371.42,182.81,FALL,0
2050-12,615,661,LEISURE,1.39,11.02,HOTEL,5762.44,1291.1,985.43,1441.94,705.65,CORPORATE_PORTAL,148,48.528,73.03,360.26,263.1,SPRING,1
2051-01,805,799,EVENT,6.0,9.16,HOTEL,6070.4,2480.14,1899.79,801.36,562.06,CORPORATE_PORTAL,206,53.48,40.41,181.16,73.21,SHOULDER,1
2051-02,622,691,VISITING_FRIENDS_FAMILY,1.64,3.48,HOTEL,7834.35,2897.0,1515.49,1686.57,618.45,CORPORATE_PORTAL,65,57.089,36.6,395.92,144.91,SPRING,1
2051-03,585,681,LEISURE,5.68,20.27,OTHER,1557.6,783.25,316.19,278.37,1.06,OTA,330,47.391,90.51,82.07,74.28,SHOULDER,0
2051-04,790,710,LEISURE,3.82,14.74,VACATION_RENTAL,4909.96,1879.04,766.4,869.74,472.87,OTA,179,51.686,38.6,124.57,48.08,SPRING,0
2051-05,710,520,MEDICAL,1.36,1.12,OTHER,6952.53,2928.98,2072.09,1016.41,414.01,OTA,182,18.432,33.28,297.9,99.14,SUMMER,0
2051-06,530,705,LEISURE,4.15,5.64,HOTEL,7146.18,1691.12,1125.93,1186.86,1205.12,WALK_IN,196,59.715,49.46,190.58,94.26,WINTER,0
2051-07,708,740,VISITING_FRIENDS_FAMILY,1.12,18.85,VACATION_RENTAL,3633.61,1572.59,1012.27,893.56,351.88,CORPORATE_PORTAL,339,11.562,35.3,236.5,83.48,FALL,1
2051-08,754,755,OUTDOOR,2.28,2.94,VACATION_RENTAL,1782.65,544.77,570.93,204.36,100.71,DIRECT,354,17.109,35.44,396.55,140.54,FALL,0
2051-09,603,780,LEISURE,6.43,2.97,FRIENDS_FAMILY,7474.0,1470.88,1491.59,1412.08,381.22,OTA,347,59.843,25.28,188.56,47.67,SUMMER,1
2051-10,771,742,BUSINESS,4.95,11.43,CAMPING,4711.66,1920.97,991.82,603.27,303.24,DIRECT,59,45.732,47.97,330.01,158.31,WINTER,0
2051-11,824,614,BUSINESS,3.89,8.25,FRIENDS_FAMILY,4588.9,1488.6,974.88,875.25,182.53,WALK_IN,94,54.041,57.46,322.59,185.36,SUMMER,0
2051-12,879,538,LEISURE,5.81,18.47,FRIENDS_FAMILY,825.41,449.51,142.02,211.29,103.5,CORPORATE_PORTAL,297,57.665,60.66,289.61,175.68,FALL,0
2052-01,705,691,VISITING_FRIENDS_FAMILY,1.13,17.61,MOTEL,2758.45,555.33,561.98,288.65,533.86,OTA,96,1.672,58.13,400.69,232.92,WINTER,0
2052-02,668,823,BUSINESS,5.97,9.02,FRIENDS_FAMILY,6974.14,1547.38,1168.24,1743.7,1028.1,AGENT,184,46.564,61.58,316.39,194.83,SPRING,0
2052-03,632,517,LEISURE,3.94,18.85,HOTEL,6441.83,1844.03,2217.6,1829.76,235.99,WALK_IN,23,44.478,63.63,148.31,94.37,SPRING,0
2052-04,700,751,BUSINESS,4.6,2.58,FRIENDS_FAMILY,3168.69,1176.56,951.52,406.53,504.57,DIRECT,9,17.626,15.03,277.09,41.65,SHOULDER,1
2052-05,711,867,LEISURE,5.88,5.37,VACATION_RENTAL,6937.22,1689.51,1214.59,1744.98,135.97,OTA,122,14.051,44.76,94.59,42.34,SPRING,0
2052-06,717,733,BUSINESS,1.23,20.63,CAMPING,3750.2,1020.19,785.44,575.75,137.77,WALK_IN,99,39.863,27.09,409.38,110.9,SPRING,0
2052-07,875,576,LEISURE,4.78,1.41,HOTEL,6969.58,2715.17,1138.75,1688.99,878.76,DIRECT,123,25.915,49.52,354.38,175.49,FALL,0
2052-08,753,633,VISITING_FRIENDS_FAMILY,2.15,15.8,FRIENDS_FAMILY,5398.48,1420.31,1020.37,1347.04,884.69,OTA,41,50.545,47.02,117.38,55.19,WINTER,0
2052-09,874,556,LEISURE,6.34,8.0,OTHER,4278.79,2340.1,663.9,687.4,402.85,OTA,285,39.943,26.67,261.36,69.7,FALL,0
2052-10,843,833,BUSINESS,4.28,7.71,FRIENDS_FAMILY,7947.3,1640.72,1899.52,1378.85,736.86,DIRECT,51,28.12,18.04,170.22,30.71,WINTER,0
2052-11,621,890,BUSINESS,3.95,9.71,FRIENDS_FAMILY,6227.97,3054.8,1376.45,1787.53,1053.42,DIRECT,51,19.772,92.06,326.48,300.56,FALL,1
2052-12,699,856,BUSINESS,3.14,10.69,HOTEL,1404.55,546.99,290.34,367.45,197.53,OTA,148,24.875,95.7,58.63,56.11,FALL,0
2053-01,762,831,BUSINESS,3.23,3.75,FRIENDS_FAMILY,1045.16,395.73,297.59,170.1,148.66,DIRECT,151,44.975,87.34,392.86,343.12,FALL,0
2053-02,521,897,VISITING_FRIENDS_FAMILY,5.53,15.18,HOTEL,5268.78,1674.16,1655.85,1328.29,413.39,OTA,354,58.867,75.41,315.12,237.63,SPRING,0
2053-03,840,723,VISITING_FRIENDS_FAMILY,1.68,20.65,FRIENDS_FAMILY,1177.3,386.58,184.45,309.04,223.1,WALK_IN,175,51.025,96.46,373.01,359.81,WINTER,0
2053-04,765,878,BUSINESS,6.22,12.06,HOTEL,3030.45,1487.0,640.64,364.97,475.49,DIRECT,290,23.405,45.58,241.79,110.21,SUMMER,1
2053-05,878,679,VISITING_FRIENDS_FAMILY,4.53,12.89,HOTEL,5605.36,1638.85,944.78,652.72,62.14,DIRECT,195,41.35,19.69,343.01,67.54,FALL,0
2053-06,845,777,LEISURE,6.36,17.94,CAMPING,7641.25,1819.36,1332.75,1562.74,1359.32,DIRECT,307,41.642,13.34,128.94,17.2,FALL,1
2053-07,692,545,BUSINESS,6.28,6.84,FRIENDS_FAMILY,2328.95,872.67,681.06,622.49,388.95,OTA,137,2.057,28.92,359.42,103.94,SUMMER,0
2053-08,883,725,LEISURE,5.97,17.73,VACATION_RENTAL,7156.08,3456.46,2288.3,842.45,415.0,OTA,118,1.218,79.93,90.13,72.04,SHOULDER,0
2053-09,530,537,LEISURE,3.16,18.31,HOTEL,1377.72,572.65,422.38,287.41,107.84,CORPORATE_PORTAL,5,11.214,88.32,119.57,105.6,WINTER,1
2053-10,642,884,LEISURE,3.54,10.82,HOTEL,4974.95,1528.31,1188.11,1133.21,237.14,CORPORATE_PORTAL,37,52.857,28.79,91.99,26.48,SUMMER,0
2053-11,703,546,LEISURE,6.45,20.4,VACATION_RENTAL,2246.72,791.69,772.09,547.32,321.17,WALK_IN,26,12.659,11.18,80.97,9.05,SHOULDER,0
2053-12,687,624,BUSINESS,5.68,12.1,HOTEL,853.95,404.37,154.69,132.86,23.59,DIRECT,118,34.97,68.76,345.75,237.74,WINTER,1
2054-01,870,639,VISITING_FRIENDS_FAMILY,3.52,5.38,FRIENDS_FAMILY,402.36,132.82,66.93,115.59,78.66,OTHER,67,50.527,53.99,308.85,166.75,WINTER,0
2054-02,635,593,BUSINESS,5.49,17.92,HOTEL,6143.27,2386.11,1154.09,1245.86,778.14,WALK_IN,73,3.717,12.32,309.08,38.08,SHOULDER,0
2054-03,607,514,LEISURE,4.53,14.87,HOTEL,6505.86,1269.01,1742.43,1804.83,589.71,OTA,28,13.329,20.89,362.55,75.74,SPRING,0
2054-04,541,891,VISITING_FRIENDS_FAMILY,4.85,10.2,HOTEL,1977.14,765.18,365.06,274.89,7.95,OTA,154,18.771,13.57,60.1,8.16,SPRING,0
2054-05,736,779,LEISURE,3.05,3.17,HOTEL,1650.15,522.13,308.79,285.18,31.65,OTA,262,36.138,81.25,366.55,297.82,SHOULDER,0
2054-06,881,545,LEISURE,1.42,4.35,FRIENDS_FAMILY,73.51,16.71,13.96,11.19,0.7,OTA,299,38.535,21.35,334.63,71.44,SPRING,0
2054-07,886,841,LEISURE,4.66,6.59,HOTEL,7338.21,3242.13,2547.24,1976.97,496.76,OTA,319,54.288,32.67,146.7,47.93,FALL,0
2054-08,812,714,BUSINESS,2.82,12.67,HOTEL,1960.37,454.23,510.95,208.55,109.94,DIRECT,276,10.051,78.27,249.39,195.2,SUMMER,0
2054-09,578,585,VISITING_FRIENDS_FAMILY,3.91,14.82,HOTEL,3806.29,696.07,818.67,534.63,16.97,WALK_IN,200,30.774,23.0,98.51,22.66,SUMMER,1
2054-10,845,642,LEISURE,5.64,10.75,HOTEL,2703.19,1474.42,872.92,571.27,361.95,DIRECT,250,46.399,98.06,101.53,99.56,SPRING,1
2054-11,562,520,LEISURE,4.0,12.18,HOTEL,603.88,279.2,159.14,116.14,31.38,OTA,293,23.885,60.41,274.38,165.75,SPRING,0
2054-12,546,521,LEISURE,1.77,14.33,MOTEL,4554.42,1566.98,1030.23,902.96,452.16,DIRECT,312,37.011,81.95,118.31,96.96,SPRING,0
2055-01,876,853,VISITING_FRIENDS_FAMILY,4.26,6.44,HOTEL,306.84,102.56,74.66,74.32,19.94,OTA,70,4.761,40.16,239.58,96.22,WINTER,0
2055-02,733,593,BUSINESS,4.27,13.75,HOTEL,1991.56,835.91,419.21,470.43,216.46,OTA,343,54.57,55.32,66.67,36.88,SPRING,0
2055-03,736,851,VISITING_FRIENDS_FAMILY,5.21,4.76,FRIENDS_FAMILY,7666.12,4034.56,2589.55,932.64,1030.34,OTA,360,37.745,39.76,170.37,67.74,WINTER,0
2055-04,700,568,LEISURE,3.24,3.43,VACATION_RENTAL,7710.62,2034.06,1921.86,1043.28,37.38,WALK_IN,164,54.028,76.52,193.9,148.37,SPRING,1
2055-05,772,630,BUSINESS,4.49,18.47,HOTEL,2061.61,827.54,510.28,607.69,130.28,CORPORATE_PORTAL,25,12.921,14.6,166.71,24.34,SPRING,0
2055-06,651,560,LEISURE,2.82,3.92,HOTEL,2056.79,549.25,566.25,245.87,75.63,OTA,191,37.203,45.84,154.31,70.74,FALL,0
2055-07,799,743,LEISURE,3.31,20.0,HOTEL,4046.13,823.34,1240.43,806.68,408.45,AGENT,155,25.599,14.78,117.31,17.34,SHOULDER,1
2055-08,791,751,BUSINESS,5.79,18.98,HOTEL,3666.62,1531.78,870.8,458.07,249.16,CORPORATE_PORTAL,273,22.076,70.71,101.32,71.64,SPRING,0
2055-09,730,740,LEISURE,2.83,9.77,MOTEL,6827.41,3230.16,1997.11,1479.72,422.84,CORPORATE_PORTAL,213,2.666,77.51,166.92,129.38,FALL,0
2055-10,779,749,BUSINESS,3.0,2.78,HOTEL,5639.19,1470.78,1607.5,585.3,480.29,DIRECT,150,19.704,62.21,247.7,154.09,SUMMER,0
2055-11,749,681,VISITING_FRIENDS_FAMILY,2.99,3.15,HOTEL,2651.47,786.5,905.05,750.16,484.64,DIRECT,200,29.02,28.67,122.12,35.01,FALL,0
2055-12,781,582,VISITING_FRIENDS_FAMILY,3.8,7.47,FRIENDS_FAMILY,1503.73,570.55,401.26,388.27,268.19,DIRECT,199,53.34,87.51,257.6,225.43,FALL,0
2056-01,673,894,VISITING_FRIENDS_FAMILY,3.91,14.52,HOTEL,1880.17,363.37,297.98,491.03,66.94,OTA,339,30.857,97.5,107.42,104.73,SUMMER,0
2056-02,872,842,LEISURE,3.73,9.7,HOTEL,3127.32,572.4,943.16,340.78,175.48,DIRECT,304,9.863,95.75,375.28,359.33,WINTER,0
2056-03,681,682,LEISURE,1.29,18.77,FRIENDS_FAMILY,6625.04,2809.0,1608.21,958.85,435.5,WALK_IN,290,12.568,63.6,290.11,184.51,SUMMER,0
2056-04,535,515,BUSINESS,3.79,20.71,VACATION_RENTAL,974.63,445.25,317.94,214.8,140.68,OTHER,225,59.814,12.75,395.77,50.46,WINTER,0
2056-05,541,583,LEISURE,1.66,6.14,HOTEL,1968.36,448.58,319.14,344.8,347.62,OTA,343,41.243,51.17,359.43,183.92,FALL,0
2056-06,717,782,VISITING_FRIENDS_FAMILY,1.29,12.57,FRIENDS_FAMILY,1063.51,223.41,171.82,207.23,117.94,DIRECT,222,34.648,90.79,350.73,318.43,SUMMER,1
2056-07,867,621,BUSINESS,6.15,7.74,FRIENDS_FAMILY,4833.8,992.79,852.13,790.77,557.24,AGENT,149,4.052,27.04,397.12,107.38,SUMMER,0
2056-08,817,842,LEISURE,2.88,18.57,HOTEL,2221.66,424.88,726.41,462.66,168.26,OTA,68,47.958,99.66,275.53,274.59,WINTER,1
2056-09,799,875,EVENT,2.41,14.38,MOTEL,4183.26,2258.06,985.78,1206.37,130.58,DIRECT,120,34.583,71.32,390.76,278.69,FALL,0
2056-10,867,846,LEISURE,5.25,13.4,VACATION_RENTAL,3723.98,1070.86,1101.93,764.81,651.2,DIRECT,361,32.564,23.38,363.04,84.88,FALL,0
2056-11,551,815,BUSINESS,5.83,16.25,VACATION_RENTAL,2415.13,820.2,586.35,460.19,22.62,DIRECT,230,16.027,24.53,131.85,32.34,SHOULDER,0
2056-12,643,632,VISITING_FRIENDS_FAMILY,4.43,11.83,VACATION_RENTAL,2543.35,1322.22,664.14,530.11,450.74,OTA,78,8.73,45.52,235.24,107.08,FALL,0
2057-01,511,523,BUSINESS,4.0,9.51,HOTEL,1066.1,315.53,201.66,225.9,157.17,OTA,122,51.11,25.89,418.42,108.33,SHOULDER,0
2057-02,761,604,LEISURE,2.11,2.7,HOTEL,1083.06,450.24,264.71,284.2,119.71,OTA,50,33.608,36.96,187.94,69.46,FALL,0
2057-03,607,713,VISITING_FRIENDS_FAMILY,5.05,10.72,CAMPING,3093.46,1271.73,682.32,380.18,368.4,DIRECT,2,0.357,87.52,55.54,48.61,SUMMER,0
2057-04,780,855,LEISURE,4.58,2.72,VACATION_RENTAL,1189.58,413.59,258.41,272.03,143.95,DIRECT,334,30.345,92.45,360.6,333.37,WINTER,0
2057-05,822,658,EVENT,1.36,6.08,FRIENDS_FAMILY,2907.39,1195.14,726.29,868.53,490.24,WALK_IN,125,28.348,15.76,339.38,53.49,WINTER,0
2057-06,563,538,EVENT,4.04,12.93,HOTEL,3480.25,977.42,706.24,920.33,349.88,OTA,193,19.458,46.36,356.95,165.48,WINTER,0
2057-07,873,568,BUSINESS,1.64,12.52,HOTEL,1344.09,454.73,257.21,163.93,12.23,OTA,326,46.479,30.45,213.66,65.06,SUMMER,0
2057-08,578,533,LEISURE,4.78,13.22,FRIENDS_FAMILY,4246.86,903.5,787.88,596.02,780.62,WALK_IN,117,12.632,71.22,164.22,116.96,SPRING,0
2057-09,692,886,MEDICAL,6.3,19.98,FRIENDS_FAMILY,930.54,257.01,179.21,201.96,33.17,OTA,352,42.139,29.22,246.96,72.16,FALL,0
2057-10,604,718,LEISURE,2.28,9.01,VACATION_RENTAL,2115.57,454.2,700.7,556.86,340.94,OTHER,212,52.326,21.07,81.73,17.22,FALL,0
2057-11,537,719,LEISURE,3.73,9.43,HOTEL,3058.45,1060.46,739.22,894.54,436.39,DIRECT,121,43.734,19.59,353.56,69.26,SPRING,1
2057-12,829,512,LEISURE,6.04,3.2,HOTEL,186.48,42.58,48.09,36.41,21.7,WALK_IN,58,53.473,14.02,400.41,56.14,FALL,0
2058-01,862,643,LEISURE,1.57,14.72,HOTEL,2384.67,854.69,826.32,371.85,312.07,DIRECT,338,30.802,84.18,56.77,47.79,SUMMER,0
2058-02,589,651,VISITING_FRIENDS_FAMILY,6.46,19.47,HOTEL,4750.25,963.19,1401.76,1341.28,829.52,OTA,22,36.114,89.43,387.0,346.09,FALL,0
2058-03,545,890,LEISURE,6.22,10.15,OTHER,2520.66,708.95,622.59,325.03,78.58,DIRECT,247,35.566,54.08,85.05,46.0,SPRING,0
2058-04,777,621,BUSINESS,1.49,5.4,VACATION_RENTAL,5960.45,2417.66,1903.06,671.13,866.3,OTA,134,24.813,97.27,392.79,382.07,SPRING,0
2058-05,606,897,LEISURE,5.49,14.85,HOTEL,7044.02,2853.52,1776.03,1214.65,493.99,OTA,218,42.43,46.82,314.28,147.15,SPRING,1
2058-06,755,847,LEISURE,2.89,19.61,HOTEL,4517.89,2052.47,955.02,639.46,313.7,DIRECT,205,49.091,26.08,390.04,101.72,SHOULDER,0
2058-07,553,682,LEISURE,3.63,8.78,MOTEL,7661.02,1800.8,1277.3,1204.28,648.9,OTA,122,28.53,53.11,248.48,131.97,FALL,0
2058-08,686,580,LEISURE,1.74,7.95,HOTEL,6792.26,1952.26,2086.62,1227.63,853.07,OTA,118,34.578,34.37,125.46,43.12,FALL,0
2058-09,847,588,LEISURE,2.86,2.7,HOTEL,6499.03,1959.55,1891.86,1175.49,681.26,DIRECT,200,17.795,75.08,65.75,49.37,SHOULDER,0
2058-10,682,583,BUSINESS,1.48,2.34,HOTEL,6677.63,3163.76,1360.05,1080.66,67.26,OTA,88,56.323,38.35,156.39,59.98,FALL,0
2058-11,652,737,VISITING_FRIENDS_FAMILY,6.17,7.05,FRIENDS_FAMILY,1064.97,256.5,266.68,316.31,146.33,CORPORATE_PORTAL,249,0.769,48.95,361.6,177.0,WINTER,1
2058-12,592,582,LEISURE,5.17,6.75,HOTEL,1667.9,650.45,341.4,378.72,123.12,WALK_IN,306,3.231,17.67,407.85,72.07,SPRING,0
2059-01,565,721,VISITING_FRIENDS_FAMILY,4.99,15.22,VACATION_RENTAL,3771.32,1260.28,1166.46,1089.77,583.65,OTA,190,17.122,62.52,266.07,166.35,SPRING,0
2059-02,560,769,LEISURE,6.1,2.87,HOTEL,4440.55,1480.42,1390.1,492.02,732.22,OTA,206,40.995,23.51,310.27,72.94,SUMMER,0
2059-03,882,737,LEISURE,1.54,1.36,HOTEL,5400.06,2441.69,1801.17,595.21,885.26,OTA,130,32.847,58.68,404.18,237.17,SUMMER,0
2059-04,543,718,LEISURE,4.15,4.02,VACATION_RENTAL,5030.01,1876.9,1099.84,1400.67,14.7,AGENT,181,14.446,42.8,384.9,164.74,FALL,0
2059-05,861,838,LEISURE,4.26,5.03,HOTEL,6138.23,2637.46,1844.15,1424.98,862.31,OTA,235,9.468,16.54,86.48,14.3,FALL,1
2059-06,680,675,VISITING_FRIENDS_FAMILY,1.01,10.6,HOTEL,4388.75,1257.84,910.45,494.67,615.47,OTHER,62,33.295,70.09,108.35,75.94,SHOULDER,1
2059-07,549,566,LEISURE,6.14,8.94,FRIENDS_FAMILY,6643.31,3033.05,1640.96,877.03,1264.22,WALK_IN,15,12.611,12.88,98.55,12.69,FALL,1
2059-08,570,572,LEISURE,4.67,7.5,HOTEL,1729.58,858.81,401.68,256.89,110.52,DIRECT,318,11.088,44.6,285.79,127.46,FALL,0
2059-09,874,591,LEISURE,2.75,7.77,HOTEL,2860.02,1356.2,512.68,398.23,47.9,WALK_IN,210,25.346,33.79,233.46,78.89,SPRING,0
2059-10,620,834,OUTDOOR,1.18,11.54,VACATION_RENTAL,6748.15,1833.61,1995.06,759.73,439.72,OTA,195,20.065,30.74,279.65,85.96,WINTER,1
2059-11,844,754,BUSINESS,1.37,20.23,VACATION_RENTAL,4057.53,1601.46,751.8,555.92,44.16,DIRECT,15,45.62,89.79,82.82,74.36,SPRING,0
2059-12,838,652,EVENT,5.64,17.09,HOTEL,1846.18,900.45,571.91,223.18,361.9,OTA,43,6.078,31.76,289.4,91.91,SUMMER,0
2060-01,737,632,LEISURE,3.94,14.92,FRIENDS_FAMILY,5948.49,2649.13,1217.49,1772.58,739.37,WALK_IN,120,24.265,35.57,172.0,61.18,SUMMER,0
2060-02,798,675,LEISURE,6.21,6.43,HOTEL,5934.6,2622.11,1191.92,1273.26,532.81,DIRECT,194,17.272,39.41,367.21,144.72,WINTER,1
2060-03,598,642,LEISURE,2.08,5.55,OTHER,742.53,350.03,160.74,122.59,27.78,DIRECT,301,36.833,60.75,252.24,153.24,SPRING,0
2060-04,634,880,BUSINESS,3.53,5.45,VACATION_RENTAL,1027.4,297.18,231.84,268.37,153.47,OTA,36,30.678,89.94,157.55,141.7,SPRING,0
2060-05,857,591,BUSINESS,2.15,11.13,FRIENDS_FAMILY,2600.2,711.85,836.29,750.08,387.49,DIRECT,32,27.019,11.81,269.46,31.82,FALL,0
2060-06,884,894,VISITING_FRIENDS_FAMILY,5.43,1.18,HOTEL,1893.24,872.31,296.91,286.57,116.5,OTA,137,51.211,13.52,219.67,29.7,SPRING,0
2060-07,768,678,LEISURE,4.78,10.89,HOTEL,407.47,146.25,64.98,102.98,36.36,DIRECT,163,50.492,98.62,185.51,182.95,SUMMER,1
2060-08,843,724,LEISURE,4.56,10.06,HOTEL,1709.78,329.83,586.33,471.09,26.35,WALK_IN,107,26.715,34.96,136.49,47.72,SPRING,0
2060-09,519,708,LEISURE,3.04,1.51,FRIENDS_FAMILY,1878.35,801.62,414.07,341.71,147.21,WALK_IN,188,56.491,64.49,390.46,251.81,SHOULDER,0
2060-10,589,831,BUSINESS,3.82,15.46,HOTEL,3045.4,1633.63,548.39,426.63,387.49,OTA,227,59.898,13.27,295.68,39.24,SUMMER,0
2060-11,658,862,LEISURE,6.09,17.09,FRIENDS_FAMILY,6528.42,1180.91,1334.7,700.55,1293.43,OTA,169,21.136,69.29,239.85,166.19,WINTER,0
2060-12,537,835,LEISURE,4.64,5.95,HOTEL,3306.15,1026.31,959.19,933.09,118.86,DIRECT,365,32.506,66.88,386.91,258.77,SPRING,1
