energy_gas_reference_date,energy_gas_country_iso2,energy_gas_storage_site_id,energy_gas_storage_capacity_twh,energy_gas_storage_filled_twh,energy_gas_storage_fill_rate_pct,energy_gas_lng_imports_twh,energy_gas_pipeline_imports_twh,energy_gas_domestic_production_twh,energy_gas_consumption_twh,energy_gas_price_ttf_eur_mwh,energy_gas_price_spread_eur_mwh,energy_gas_supply_source_country_iso2,energy_gas_repower_eu_policy_flag,energy_gas_security_of_supply_alert_level,energy_gas_demand_response_savings_twh,energy_gas_industrial_curtailment_flag,energy_gas_storage_obligation_compliance_flag,energy_gas_data_source,energy_gas_data_extract_date
2025-08-12,DE,DE_UGS_338,17.4325,12.7293,73.02,0.5266,5.5292,0.1569,5.8901,42.14,11.55,IN,1,NORMAL,0.3088,0,0,AGSI_PLUS,2025-05-06
2025-08-29,LU,LU_UGS_339,7.7073,5.35,69.42,1.2222,6.2515,0.7665,8.7953,26.46,6.95,US,0,NORMAL,0.0599,0,0,NATIONAL_GAS_TSO,2024-03-28
2025-09-15,SI,SI_UGS_340,14.176,5.926,41.8,1.8182,2.1957,2.3326,6.1165,63.22,21.01,IN,1,NORMAL,0.2078,0,0,MARKET_DATA_PROVIDER,2024-10-06
2025-10-02,CY,CY_UGS_341,6.7062,4.5857,68.38,0.8342,0.325,0.0416,1.2804,50.05,-9.65,US,1,NORMAL,0.2747,0,0,ENTSOG_TRANSPARENCY,2024-06-29
2025-10-19,GR,GR_UGS_342,4.2402,2.8702,67.69,0.3301,4.8925,1.2478,5.7846,65.64,19.78,IN,1,NORMAL,0.1649,0,0,AGSI_PLUS,2024-11-26
2025-11-05,MT,MT_UGS_343,13.3242,7.1191,53.43,0.9794,5.8545,0.1605,6.8548,110.88,24.68,US,1,NORMAL,0.0405,0,0,NATIONAL_GAS_TSO,2024-10-22
2025-11-22,ES,ES_UGS_344,14.12,11.2244,79.49,0.0722,5.8526,0.6565,7.0591,92.48,-0.7,IN,1,NORMAL,0.2064,0,1,MARKET_DATA_PROVIDER,2025-09-02
2025-12-09,CZ,CZ_UGS_345,11.1054,10.6394,95.8,1.4026,4.1942,0.9171,6.9772,35.45,-5.48,US,1,NORMAL,0.2875,0,1,ENTSOG_TRANSPARENCY,2025-07-05
2025-12-26,HU,HU_UGS_346,11.401,7.7209,67.72,1.8058,0.4476,0.3044,2.705,59.56,16.17,IN,1,NORMAL,0.1644,0,1,AGSI_PLUS,2024-06-08
2026-01-12,NL,NL_UGS_347,13.412,3.1684,23.62,1.4082,0.8583,1.0036,3.3644,63.84,20.99,US,1,NORMAL,0.3079,0,0,NATIONAL_GAS_TSO,2024-08-05
2026-01-29,SE,SE_UGS_348,1.3499,1.3157,97.46,0.5876,4.5042,0.9732,6.2832,85.65,-4.64,IN,1,NORMAL,0.1046,0,1,MARKET_DATA_PROVIDER,2024-12-26
2026-02-15,DK,DK_UGS_349,3.5364,3.2506,91.92,0.0708,2.4598,1.8949,3.6542,93.97,22.76,US,1,NORMAL,0.1281,0,1,ENTSOG_TRANSPARENCY,2025-04-18
2018-01-07,IE,IE_UGS_350,0.8286,0.7047,85.05,1.7826,1.3443,0.5346,3.7394,11.44,-4.97,IN,0,NORMAL,0.2342,0,0,AGSI_PLUS,2026-01-28
2018-01-24,PL,PL_UGS_351,10.1335,4.3343,42.77,1.1061,6.7508,0.9064,8.3012,24.74,21.41,US,0,NORMAL,0.1653,0,0,NATIONAL_GAS_TSO,2025-05-20
2018-02-10,AT,AT_UGS_352,2.3849,0.4998,20.96,0.1783,0.4315,0.4257,0.7979,13.35,8.88,IN,0,NORMAL,0.0618,0,0,MARKET_DATA_PROVIDER,2024-07-01
2018-02-27,EE,EE_UGS_353,13.1371,7.7921,59.31,0.102,5.6295,1.7344,7.7245,18.22,-7.19,US,0,NORMAL,0.2611,0,0,ENTSOG_TRANSPARENCY,2025-05-13
2018-03-16,IT,IT_UGS_354,1.1046,0.1229,11.13,1.8715,4.0402,0.1626,5.0751,27.32,22.11,IN,0,NORMAL,0.2453,0,0,AGSI_PLUS,2024-07-09
2018-04-02,PT,PT_UGS_355,15.6906,8.5059,54.21,0.0739,3.1238,0.5574,3.3094,15.64,-8.95,US,1,NORMAL,0.1481,0,1,NATIONAL_GAS_TSO,2024-11-07
2018-04-19,BE,BE_UGS_356,6.5368,2.7039,41.36,0.9023,3.323,0.075,3.9906,10.36,10.65,IN,0,NORMAL,0.1729,0,0,MARKET_DATA_PROVIDER,2025-10-03
2018-05-06,FI,FI_UGS_357,0.6042,0.5559,92.0,1.7151,6.283,0.2355,7.3794,23.73,-5.03,US,0,NORMAL,0.0761,0,1,ENTSOG_TRANSPARENCY,2024-08-13
2018-05-23,LV,LV_UGS_358,14.9807,5.0831,33.93,1.7648,5.1611,0.3501,7.4995,20.62,6.8,IN,1,NORMAL,0.1412,0,0,AGSI_PLUS,2024-12-19
2018-06-09,RO,RO_UGS_359,7.9191,4.494,56.75,1.9381,3.2402,0.8704,6.4312,21.05,12.36,US,0,NORMAL,0.1318,0,1,NATIONAL_GAS_TSO,2024-03-31
2018-06-26,BG,BG_UGS_360,2.0718,0.831,40.11,1.5306,2.1086,1.4715,4.6971,12.33,0.96,IN,0,NORMAL,0.2134,0,0,MARKET_DATA_PROVIDER,2024-08-06
2018-07-13,FR,FR_UGS_361,5.1986,2.4097,46.35,0.6842,2.0765,1.1288,4.2879,23.55,20.58,US,0,NORMAL,0.3106,0,0,ENTSOG_TRANSPARENCY,2024-11-01
2018-07-30,LT,LT_UGS_362,13.1495,9.6894,73.69,0.0041,2.7716,1.405,4.4092,20.55,23.63,IN,0,NORMAL,0.0738,0,1,AGSI_PLUS,2025-11-23
2018-08-16,SK,SK_UGS_363,9.5995,8.0714,84.08,1.8392,3.2026,1.4163,5.6388,22.72,-11.73,US,0,NORMAL,0.2832,0,1,NATIONAL_GAS_TSO,2026-01-28
2018-09-02,HR,HR_UGS_364,11.3645,10.4071,91.58,1.1794,1.7121,1.2251,3.8529,11.0,1.15,IN,1,NORMAL,0.0526,0,1,MARKET_DATA_PROVIDER,2025-03-04
2018-09-19,DE,DE_UGS_365,13.1954,3.1103,23.57,0.7845,5.3538,1.4537,7.454,16.71,1.63,US,1,NORMAL,0.2954,0,0,ENTSOG_TRANSPARENCY,2025-05-26
2018-10-06,LU,LU_UGS_366,0.9116,0.8547,93.76,0.9761,1.0538,1.6819,2.8181,9.87,-6.53,IN,0,NORMAL,0.0939,0,1,AGSI_PLUS,2025-09-04
2018-10-23,SI,SI_UGS_367,6.7882,5.8729,86.52,0.0567,1.1922,1.7422,3.4863,10.35,20.79,US,1,NORMAL,0.259,0,1,NATIONAL_GAS_TSO,2025-11-11
2018-11-09,CY,CY_UGS_368,0.3735,0.1891,50.62,1.0903,1.0505,0.2086,2.1455,19.29,-9.06,IN,0,NORMAL,0.1703,0,0,MARKET_DATA_PROVIDER,2025-01-12
2018-11-26,GR,GR_UGS_369,1.0639,0.2221,20.88,1.8443,5.8009,0.975,8.3685,25.43,11.96,US,1,NORMAL,0.2221,0,0,ENTSOG_TRANSPARENCY,2025-03-15
2018-12-13,MT,MT_UGS_370,13.4755,9.756,72.4,1.5269,6.2611,1.1492,9.4372,22.63,17.17,IN,0,NORMAL,0.1354,0,1,AGSI_PLUS,2025-08-31
2018-12-30,ES,ES_UGS_371,0.8466,0.3545,41.87,0.9514,6.0351,0.6608,8.2289,27.07,9.57,US,0,NORMAL,0.0585,0,0,NATIONAL_GAS_TSO,2025-05-03
2019-01-16,CZ,CZ_UGS_372,9.4229,6.3149,67.02,0.9628,5.024,0.9667,6.7062,15.78,-8.12,IN,0,NORMAL,0.252,0,0,MARKET_DATA_PROVIDER,2026-01-01
2019-02-02,HU,HU_UGS_373,8.9276,7.2586,81.31,1.7319,3.3091,0.8183,6.1939,11.78,3.02,US,0,NORMAL,0.0809,0,1,ENTSOG_TRANSPARENCY,2025-07-22
2019-02-19,NL,NL_UGS_374,7.1335,3.9711,55.67,1.9092,1.512,2.4592,5.6931,9.71,21.4,IN,1,NORMAL,0.1388,0,0,AGSI_PLUS,2024-01-03
2019-03-08,SE,SE_UGS_375,9.5709,2.8081,29.34,2.0988,5.7046,0.7702,8.5785,18.66,-3.44,US,0,NORMAL,0.3084,0,0,NATIONAL_GAS_TSO,2025-03-01
2019-03-25,DK,DK_UGS_376,0.4016,0.1893,47.13,1.4476,5.9313,0.2399,7.4737,15.26,15.45,IN,1,NORMAL,0.164,0,0,MARKET_DATA_PROVIDER,2024-08-03
2019-04-11,IE,IE_UGS_377,13.5899,13.3946,98.56,0.3521,2.2456,1.3861,4.0728,13.08,16.18,US,0,NORMAL,0.257,0,1,ENTSOG_TRANSPARENCY,2025-02-10
2019-04-28,PL,PL_UGS_378,0.7962,0.2368,29.74,1.5219,5.6642,0.4806,8.2387,24.62,22.91,IN,0,NORMAL,0.1824,0,0,AGSI_PLUS,2024-05-27
2019-05-15,AT,AT_UGS_379,19.3411,17.6335,91.17,0.6211,2.3633,1.8095,4.87,9.22,20.29,US,0,NORMAL,0.1663,0,1,NATIONAL_GAS_TSO,2024-02-01
2019-06-01,EE,EE_UGS_380,11.6267,10.832,93.16,0.455,5.4515,1.8545,7.1636,20.86,11.8,IN,0,NORMAL,0.2134,0,1,MARKET_DATA_PROVIDER,2025-12-01
2019-06-18,IT,IT_UGS_001,1.2122,1.1547,95.26,1.0027,5.0753,0.6018,6.7821,23.2,13.34,US,0,NORMAL,0.3131,0,1,ENTSOG_TRANSPARENCY,2024-05-30
2019-07-05,PT,PT_UGS_002,7.8671,3.9268,49.91,1.2886,1.6948,0.6376,3.66,23.25,-3.11,IN,0,NORMAL,0.0463,0,0,AGSI_PLUS,2024-10-13
2019-07-22,BE,BE_UGS_003,10.027,7.2125,71.93,2.1707,4.8376,0.4131,7.0366,17.98,7.83,US,0,NORMAL,0.2992,0,0,NATIONAL_GAS_TSO,2025-02-12
2019-08-08,FI,FI_UGS_004,7.9243,6.822,86.09,2.48,4.7258,1.7462,8.5283,23.71,0.28,IN,0,NORMAL,0.0119,0,1,MARKET_DATA_PROVIDER,2024-04-05
2019-08-25,LV,LV_UGS_005,5.2121,4.2428,81.4,0.9214,2.086,1.0506,3.9733,27.2,-2.64,US,0,NORMAL,0.3001,0,0,ENTSOG_TRANSPARENCY,2024-09-03
2019-09-11,RO,RO_UGS_006,4.1572,3.4514,83.02,2.4966,3.6722,0.0736,5.4598,26.93,18.27,IN,1,NORMAL,0.135,0,0,AGSI_PLUS,2024-01-16
2019-09-28,BG,BG_UGS_007,7.0853,5.6444,79.66,1.2533,6.9434,0.2882,8.0882,27.47,9.19,US,0,NORMAL,0.1315,0,1,NATIONAL_GAS_TSO,2024-01-19
2019-10-15,FR,FR_UGS_008,2.6821,1.5213,56.72,0.3733,1.7758,1.5048,3.7649,15.53,18.95,IN,0,NORMAL,0.081,0,0,MARKET_DATA_PROVIDER,2025-01-28
2019-11-01,LT,LT_UGS_009,0.6209,0.1031,16.61,2.5512,7.6336,0.8708,11.1737,13.88,14.95,US,0,NORMAL,0.2632,0,0,ENTSOG_TRANSPARENCY,2024-10-20
2019-11-18,SK,SK_UGS_010,9.9148,7.3401,74.03,1.6863,4.0647,0.1543,6.4846,18.41,18.13,IN,0,NORMAL,0.1573,0,0,AGSI_PLUS,2025-10-13
2019-12-05,HR,HR_UGS_011,7.4024,1.2338,16.67,0.8198,5.6608,1.6728,8.5092,13.66,19.68,US,1,NORMAL,0.1398,0,0,NATIONAL_GAS_TSO,2025-02-14
2019-12-22,DE,DE_UGS_012,5.9406,2.3445,39.47,2.3012,3.3416,0.948,6.6593,17.99,7.02,IN,0,NORMAL,0.101,0,0,MARKET_DATA_PROVIDER,2025-01-26
2020-01-08,LU,LU_UGS_013,12.123,5.9166,48.8,2.6317,1.6897,0.347,4.4975,12.65,8.94,US,0,NORMAL,0.1893,0,0,ENTSOG_TRANSPARENCY,2024-07-08
2020-01-25,SI,SI_UGS_014,7.9965,4.3947,54.96,0.9331,1.2042,0.5567,1.8878,10.69,14.85,IN,1,NORMAL,0.146,0,0,AGSI_PLUS,2025-06-25
2020-02-11,CY,CY_UGS_015,9.8103,2.2368,22.8,1.465,3.7562,0.3451,4.8945,12.25,-1.57,US,0,NORMAL,0.1029,0,0,NATIONAL_GAS_TSO,2024-08-11
2020-02-28,GR,GR_UGS_016,2.9852,0.6752,22.62,1.094,1.0463,0.8391,3.4644,8.16,-4.72,IN,0,NORMAL,0.3031,0,0,MARKET_DATA_PROVIDER,2024-12-26
2020-03-16,MT,MT_UGS_017,10.359,1.684,16.26,1.8711,1.2291,1.6076,3.881,5.19,-5.22,US,0,NORMAL,0.2285,0,0,ENTSOG_TRANSPARENCY,2024-01-20
2020-04-02,ES,ES_UGS_018,10.7222,4.7898,44.67,2.8821,3.5129,0.6589,7.4248,18.92,-8.6,IN,0,NORMAL,0.2523,0,0,AGSI_PLUS,2024-03-19
2020-04-19,CZ,CZ_UGS_019,9.4451,0.8583,9.09,1.96,5.204,1.6327,9.0818,8.63,14.62,US,0,NORMAL,0.2814,0,0,NATIONAL_GAS_TSO,2024-04-19
2020-05-06,HU,HU_UGS_020,1.8372,1.7535,95.44,2.0239,4.4199,1.6254,7.9365,7.43,12.76,IN,0,NORMAL,0.1878,0,1,MARKET_DATA_PROVIDER,2024-10-29
2020-05-23,NL,NL_UGS_021,4.7302,4.4981,95.09,1.2315,5.8224,0.1816,6.6856,17.06,-11.73,US,0,NORMAL,0.0205,0,1,ENTSOG_TRANSPARENCY,2024-10-04
2020-06-09,SE,SE_UGS_022,13.3754,2.8778,21.52,1.7586,1.1337,1.3412,4.6185,11.79,1.56,IN,0,NORMAL,0.3053,0,0,AGSI_PLUS,2024-06-29
2020-06-26,DK,DK_UGS_023,7.6685,5.3555,69.84,1.2979,2.0239,2.3461,5.7165,6.49,13.47,US,0,NORMAL,0.112,0,0,NATIONAL_GAS_TSO,2025-10-10
2020-07-13,IE,IE_UGS_024,11.0174,5.1191,46.46,2.3052,2.6067,1.5857,7.0644,14.38,21.42,IN,1,NORMAL,0.0553,0,0,MARKET_DATA_PROVIDER,2024-06-25
2020-07-30,PL,PL_UGS_025,0.4791,0.2111,44.05,0.7506,1.948,1.202,3.6035,11.87,-2.62,US,0,NORMAL,0.1862,0,0,ENTSOG_TRANSPARENCY,2025-12-16
2020-08-16,AT,AT_UGS_026,17.8322,16.3394,91.63,0.8551,6.4555,0.6741,7.8571,11.98,19.84,IN,0,NORMAL,0.1867,0,1,AGSI_PLUS,2024-01-23
2020-09-02,EE,EE_UGS_027,6.594,3.7179,56.38,2.2563,2.994,0.309,5.8252,13.36,17.42,US,0,NORMAL,0.2354,0,0,NATIONAL_GAS_TSO,2025-07-21
2020-09-19,IT,IT_UGS_028,9.8216,8.1339,82.82,2.2048,4.141,0.229,7.1018,13.02,-5.36,IN,0,NORMAL,0.1863,0,1,MARKET_DATA_PROVIDER,2024-09-08
2020-10-06,PT,PT_UGS_029,2.2049,1.4526,65.88,0.6126,3.7929,1.2683,5.7325,9.05,10.91,US,0,NORMAL,0.263,0,0,ENTSOG_TRANSPARENCY,2025-05-19
2020-10-23,BE,BE_UGS_030,9.2634,6.5356,70.55,2.4383,6.221,1.1307,9.6458,10.4,9.35,IN,1,NORMAL,0.1264,0,1,AGSI_PLUS,2024-10-20
2020-11-09,FI,FI_UGS_031,4.9123,2.0393,41.51,0.2398,2.3428,0.0645,2.045,20.62,19.26,US,1,NORMAL,0.3259,0,0,NATIONAL_GAS_TSO,2026-02-08
2020-11-26,LV,LV_UGS_032,7.5981,7.1398,93.97,1.1465,2.3791,0.2627,3.156,13.05,4.95,IN,0,NORMAL,0.0717,0,1,MARKET_DATA_PROVIDER,2025-04-12
2020-12-13,RO,RO_UGS_033,9.4902,6.0756,64.02,0.9482,0.9065,0.5456,2.788,12.61,4.82,US,1,NORMAL,0.1413,0,0,ENTSOG_TRANSPARENCY,2025-09-08
2020-12-30,BG,BG_UGS_034,7.7801,2.7786,35.71,0.6194,4.7924,1.2698,6.5245,13.36,22.78,IN,0,NORMAL,0.2822,0,0,AGSI_PLUS,2024-11-23
2021-01-16,FR,FR_UGS_035,7.5504,5.4247,71.85,0.4948,3.56,1.127,4.2871,75.5,-7.14,US,0,NORMAL,0.1151,0,0,NATIONAL_GAS_TSO,2025-10-17
2021-02-02,LT,LT_UGS_036,4.0034,1.9813,49.49,2.9418,3.1039,0.6625,5.7479,81.42,2.56,IN,0,NORMAL,0.3008,0,0,MARKET_DATA_PROVIDER,2025-03-14
2021-02-19,SK,SK_UGS_037,8.9683,3.3005,36.8,2.8483,8.1683,1.3396,11.527,83.27,1.76,US,1,EARLY_WARNING,0.0616,0,0,ENTSOG_TRANSPARENCY,2024-07-17
2021-03-08,HR,HR_UGS_038,4.6047,3.0328,65.86,1.8608,4.186,0.6828,7.0109,94.67,16.0,IN,0,EARLY_WARNING,0.078,0,0,AGSI_PLUS,2024-11-13
2021-03-25,DE,DE_UGS_039,10.9014,9.2617,84.96,1.4684,2.7629,0.3353,4.9155,45.84,20.81,US,0,NORMAL,0.1062,0,1,NATIONAL_GAS_TSO,2026-02-12
2021-04-11,LU,LU_UGS_040,7.83,3.4391,43.92,0.5224,1.4488,0.6475,2.5696,31.58,19.21,IN,0,NORMAL,0.1558,0,0,MARKET_DATA_PROVIDER,2024-10-01
2021-04-28,SI,SI_UGS_041,13.2395,9.6177,72.64,1.501,3.146,1.3548,6.4559,74.51,-8.23,US,1,NORMAL,0.3166,0,0,ENTSOG_TRANSPARENCY,2025-01-24
2021-05-15,CY,CY_UGS_042,8.4999,2.2408,26.36,3.0089,0.7016,0.4456,3.6565,28.27,1.62,IN,0,NORMAL,0.1918,0,0,AGSI_PLUS,2025-03-10
2021-06-01,GR,GR_UGS_043,0.6733,0.3317,49.27,1.6876,5.7783,1.9773,9.2623,18.5,23.76,US,1,NORMAL,0.0675,0,0,NATIONAL_GAS_TSO,2025-12-01
2021-06-18,MT,MT_UGS_044,1.8933,1.1824,62.45,0.6706,8.4668,1.2464,9.6627,91.88,-4.05,IN,0,NORMAL,0.0197,0,1,MARKET_DATA_PROVIDER,2024-06-27
2021-07-05,ES,ES_UGS_045,6.6393,4.5358,68.32,2.2978,0.51,1.3554,3.5898,27.83,23.88,US,0,NORMAL,0.1937,0,1,ENTSOG_TRANSPARENCY,2025-06-26
2021-07-22,CZ,CZ_UGS_046,2.32,1.6839,72.58,1.1641,2.3338,0.2683,4.0601,37.28,-7.26,IN,0,NORMAL,0.26,0,0,AGSI_PLUS,2024-07-06
2021-08-08,HU,HU_UGS_047,1.9859,0.3747,18.87,3.2268,2.9271,0.2451,5.4622,94.83,4.32,US,0,EARLY_WARNING,0.0857,0,0,NATIONAL_GAS_TSO,2025-04-19
2021-08-25,NL,NL_UGS_048,0.7657,0.5746,75.04,3.2877,2.8985,0.3229,6.6807,19.95,23.61,IN,0,NORMAL,0.1725,0,1,MARKET_DATA_PROVIDER,2025-07-05
2021-09-11,SE,SE_UGS_049,1.2544,0.5624,44.84,0.5423,4.3191,1.1347,5.3553,45.27,22.56,US,0,NORMAL,0.0697,0,0,ENTSOG_TRANSPARENCY,2025-03-14
2021-09-28,DK,DK_UGS_050,8.2165,4.366,53.14,0.3405,4.8559,1.342,5.9696,78.02,-8.36,IN,0,NORMAL,0.0224,0,0,AGSI_PLUS,2024-04-25
2021-10-15,IE,IE_UGS_051,15.3115,9.809,64.06,1.0602,1.4337,1.3652,3.0067,72.51,13.14,US,0,NORMAL,0.2765,0,1,NATIONAL_GAS_TSO,2025-06-06
2021-11-01,PL,PL_UGS_052,4.9677,1.5431,31.06,1.0985,1.2746,0.9455,2.9148,63.66,19.71,IN,0,NORMAL,0.1277,0,0,MARKET_DATA_PROVIDER,2025-03-02
2021-11-18,AT,AT_UGS_053,13.2313,4.7198,35.67,1.2067,3.6369,1.3819,6.5629,23.63,-3.43,US,0,NORMAL,0.0478,0,0,ENTSOG_TRANSPARENCY,2024-03-28
2021-12-05,EE,EE_UGS_054,14.829,10.4651,70.57,0.839,1.0588,0.0117,1.9633,61.5,-10.3,IN,1,NORMAL,0.0696,0,1,AGSI_PLUS,2025-10-08
2021-12-22,IT,IT_UGS_055,8.2622,2.2844,27.65,0.9732,3.9153,2.083,6.815,18.31,9.6,US,1,NORMAL,0.2212,0,0,NATIONAL_GAS_TSO,2025-12-06
2022-01-08,PT,PT_UGS_056,8.4434,6.2637,74.18,0.1542,3.1542,1.2863,3.6384,215.59,18.08,IN,1,EARLY_WARNING,0.0582,0,1,MARKET_DATA_PROVIDER,2025-01-09
2022-01-25,BE,BE_UGS_057,7.8778,3.0805,39.1,1.2213,4.534,0.5414,6.647,192.02,18.06,US,1,NORMAL,0.2911,0,0,ENTSOG_TRANSPARENCY,2024-01-04
2022-02-11,FI,FI_UGS_058,4.266,3.6448,85.44,1.2145,2.1246,0.1721,3.7117,211.81,-4.42,IN,1,NORMAL,0.1746,0,0,AGSI_PLUS,2024-06-07
2022-02-28,LV,LV_UGS_059,4.6198,4.5405,98.28,1.7954,1.3127,2.0731,5.1122,202.74,2.01,US,1,EARLY_WARNING,0.2778,0,1,NATIONAL_GAS_TSO,2025-06-27
2022-03-17,RO,RO_UGS_060,10.0489,1.17,11.64,3.0404,1.78,0.029,5.2002,74.53,-11.18,IN,1,NORMAL,0.1765,0,0,MARKET_DATA_PROVIDER,2024-06-15
2022-04-03,BG,BG_UGS_061,13.5007,11.0315,81.71,1.7582,4.8427,0.0524,7.1851,167.58,21.94,US,1,EARLY_WARNING,0.0329,0,0,ENTSOG_TRANSPARENCY,2024-09-29
2022-04-20,FR,FR_UGS_062,4.7095,3.5785,75.99,2.7809,6.9698,1.258,10.8683,56.9,1.35,IN,1,NORMAL,0.1418,0,0,AGSI_PLUS,2025-05-30
2022-05-07,LT,LT_UGS_063,10.0665,2.6321,26.15,2.0249,7.3011,0.8018,9.704,117.15,-5.25,US,1,ALERT,0.0677,1,0,NATIONAL_GAS_TSO,2025-02-16
2022-05-24,SK,SK_UGS_064,3.2395,1.3383,41.31,2.5357,6.3706,1.3351,10.2856,172.84,12.01,IN,0,NORMAL,0.0833,0,0,MARKET_DATA_PROVIDER,2025-03-20
2022-06-10,HR,HR_UGS_065,10.9757,2.7915,25.43,1.9645,4.7525,1.228,8.1173,154.63,23.08,US,1,ALERT,0.0768,0,0,ENTSOG_TRANSPARENCY,2025-02-25
2022-06-27,DE,DE_UGS_066,7.2805,5.9832,82.18,0.5331,2.7779,0.6717,4.5551,108.15,-2.11,IN,1,NORMAL,0.2192,0,0,AGSI_PLUS,2024-11-15
2022-07-14,LU,LU_UGS_067,3.7267,0.6181,16.58,0.1588,0.8937,0.94,2.3381,121.47,21.78,US,1,EMERGENCY,0.2306,0,0,NATIONAL_GAS_TSO,2025-09-08
2022-07-31,SI,SI_UGS_068,5.9051,0.761,12.89,0.0412,5.148,0.8046,6.267,100.37,21.58,IN,1,ALERT,0.3817,0,0,MARKET_DATA_PROVIDER,2024-04-01
2022-08-17,CY,CY_UGS_069,0.581,0.3015,51.9,0.353,5.3079,1.8209,7.6601,145.6,-10.44,US,1,NORMAL,0.139,0,0,ENTSOG_TRANSPARENCY,2024-07-07
2022-09-03,GR,GR_UGS_070,3.9558,0.7199,18.2,3.0302,5.6464,0.0942,8.6257,126.94,14.43,IN,1,ALERT,0.1304,0,0,AGSI_PLUS,2024-04-06
2022-09-20,MT,MT_UGS_071,6.7468,5.68,84.19,0.1624,2.6479,0.5189,3.2294,212.06,16.97,US,1,NORMAL,0.044,0,1,NATIONAL_GAS_TSO,2024-07-25
2022-10-07,ES,ES_UGS_072,13.4589,12.0632,89.63,0.8037,2.4587,1.8624,4.706,69.23,7.49,IN,0,NORMAL,0.1437,0,1,MARKET_DATA_PROVIDER,2025-10-17
2022-10-24,CZ,CZ_UGS_073,7.0176,3.9972,56.96,2.2203,2.0496,0.0726,4.018,110.92,18.84,US,1,EARLY_WARNING,0.3042,0,0,ENTSOG_TRANSPARENCY,2024-03-03
2022-11-10,HU,HU_UGS_074,11.305,6.9615,61.58,2.9016,0.1207,1.4905,4.4348,54.39,10.25,IN,1,NORMAL,0.2852,0,0,AGSI_PLUS,2024-12-08
2022-11-27,NL,NL_UGS_075,5.5884,1.9375,34.67,0.0755,2.0569,0.8298,2.3925,107.49,-4.52,US,0,NORMAL,0.1061,0,0,NATIONAL_GAS_TSO,2024-07-26
2022-12-14,SE,SE_UGS_076,9.1284,3.5019,38.36,1.0005,1.9278,0.2104,3.6431,210.64,3.83,IN,1,NORMAL,0.1184,0,0,MARKET_DATA_PROVIDER,2024-02-02
2022-12-31,DK,DK_UGS_077,11.8529,2.2214,18.74,0.2484,2.4689,0.8108,3.8247,133.31,-2.66,US,0,EARLY_WARNING,0.0987,0,0,ENTSOG_TRANSPARENCY,2024-05-13
2023-01-17,IE,IE_UGS_078,0.6291,0.0852,13.54,0.644,5.1476,1.1262,7.5075,83.72,19.12,IN,1,ALERT,0.3524,1,0,AGSI_PLUS,2026-02-12
2023-02-03,PL,PL_UGS_079,3.0424,1.688,55.48,1.2588,4.4646,0.5777,6.8695,78.96,20.95,US,1,EARLY_WARNING,0.1347,0,0,NATIONAL_GAS_TSO,2024-01-27
2023-02-20,AT,AT_UGS_080,11.1215,2.3629,21.25,1.4539,1.2165,0.6351,3.5819,71.33,22.22,IN,1,NORMAL,0.1085,0,0,MARKET_DATA_PROVIDER,2025-11-18
2023-03-09,EE,EE_UGS_081,5.8719,1.3314,22.67,2.0328,3.5634,0.6304,6.4516,42.37,-1.24,US,1,NORMAL,0.1115,0,0,ENTSOG_TRANSPARENCY,2024-02-03
2023-03-26,IT,IT_UGS_082,2.4353,0.3493,14.34,0.6958,0.7858,0.3209,2.2551,80.7,23.09,IN,1,ALERT,0.0364,1,0,AGSI_PLUS,2026-01-13
2023-04-12,PT,PT_UGS_083,11.9527,5.2178,43.65,1.1432,3.2353,0.9046,4.5477,118.87,-7.28,US,1,EARLY_WARNING,0.1516,0,0,NATIONAL_GAS_TSO,2024-09-17
2023-04-29,BE,BE_UGS_084,3.1247,1.909,61.09,2.0159,2.6067,1.4916,5.4294,47.73,7.7,IN,1,NORMAL,0.129,0,1,MARKET_DATA_PROVIDER,2024-11-15
2023-05-16,FI,FI_UGS_085,11.4281,4.4454,38.9,2.301,4.2555,0.5832,6.5073,39.14,23.23,US,1,NORMAL,0.247,0,0,ENTSOG_TRANSPARENCY,2025-09-15
2023-06-02,LV,LV_UGS_086,2.1488,0.2625,12.22,2.7122,0.255,1.4539,4.4284,67.77,-8.22,IN,1,NORMAL,0.1089,0,0,AGSI_PLUS,2024-11-02
2023-06-19,RO,RO_UGS_087,9.7488,7.7714,79.72,0.4445,5.4594,0.4348,6.8557,65.79,3.12,US,1,NORMAL,0.3112,0,0,NATIONAL_GAS_TSO,2025-06-27
2023-07-06,BG,BG_UGS_088,10.3477,8.0596,77.89,1.5383,0.8587,0.9961,2.7301,22.41,22.03,IN,1,NORMAL,0.066,0,0,MARKET_DATA_PROVIDER,2025-09-10
2023-07-23,FR,FR_UGS_089,7.985,4.3755,54.8,2.3283,8.3442,1.247,11.8841,106.18,5.91,US,1,EARLY_WARNING,0.1254,0,0,ENTSOG_TRANSPARENCY,2025-04-26
2023-08-09,LT,LT_UGS_090,18.894,10.6299,56.26,1.0742,1.8449,0.2398,3.2282,37.29,6.33,IN,1,NORMAL,0.0945,0,1,AGSI_PLUS,2025-07-20
2023-08-26,SK,SK_UGS_091,9.9545,5.4388,54.64,0.6635,7.4272,1.0385,9.2042,51.02,14.72,US,1,NORMAL,0.1057,0,0,NATIONAL_GAS_TSO,2025-04-22
