agri_foodprices_reference_month,agri_foodprices_country_iso2,agri_foodprices_region_nuts_code,agri_foodprices_coicop_food_code,agri_foodprices_food_price_index,agri_foodprices_farmgate_price_index,agri_foodprices_wholesale_price_index,agri_foodprices_retail_price_index,agri_foodprices_price_spread_index,agri_foodprices_energy_cost_index,agri_foodprices_freight_cost_index,agri_foodprices_packaging_cost_index,agri_foodprices_stock_to_use_ratio,agri_foodprices_import_dependency_pct,agri_foodprices_food_waste_kg_per_capita,agri_foodprices_supply_chain_disruption_flag,agri_foodprices_food_insecurity_rate_pct,agri_foodprices_eurostat_table_code,agri_foodprices_methodology_version,agri_foodprices_data_extract_date
2018-11,LT,RO644,CP011,95.046,85.582,100.203,97.872,12.931,135.657,141.687,146.173,0.224,73.36,78.6,0,14.54,apro_fish_a,FOODPR_2024C,2024-03-24
2018-12,SK,SI7,CP0115,94.865,81.952,93.84,93.076,11.726,135.185,142.874,145.769,0.4147,53.86,119.43,0,1.51,prc_hicp_midx,FOODPR_2023B,2024-04-24
2019-01,HR,DE1,CP011,96.751,94.536,91.582,108.527,14.461,135.458,143.532,146.063,0.3493,60.63,148.72,0,1.6,apri_pi10_out,FOODPR_2022A,2024-08-26
2019-02,DE,ES909,CP0115,97.131,76.34,90.219,98.37,22.681,139.558,143.635,147.229,0.4193,55.88,114.32,0,13.92,food_prc_idx,FOODPR_2025D,2024-07-04
2019-03,LU,BG3,CP011,96.082,89.795,98.504,98.161,8.707,137.736,145.662,146.782,0.2857,45.46,40.61,0,5.1,prc_hicp_manr,FOODPR_2024C,2024-03-07
2019-04,SI,HR288,CP0115,96.685,80.33,99.407,102.733,23.171,138.073,147.314,147.508,0.3753,50.65,148.6,0,8.39,apro_fish_a,FOODPR_2023B,2025-04-06
2019-05,CY,AT57,CP011,96.811,76.159,91.347,98.181,22.747,141.681,146.839,148.048,0.4381,16.15,142.06,0,2.15,prc_hicp_midx,FOODPR_2022A,2025-07-15
2019-06,GR,FI363,CP0115,98.005,94.121,92.925,110.859,17.079,141.553,149.204,148.015,0.4794,33.94,124.22,0,8.41,apri_pi10_out,FOODPR_2025D,2024-01-26
2019-07,MT,LT494,CP011,98.95,84.918,93.618,108.537,23.87,140.127,146.638,147.822,0.3499,77.0,43.12,0,13.63,food_prc_idx,FOODPR_2024C,2024-08-21
2019-08,ES,CZ327,CP0115,100.533,95.245,100.114,98.8,3.536,141.601,150.552,148.706,0.1526,7.67,82.02,0,1.1,prc_hicp_manr,FOODPR_2023B,2025-10-31
2019-09,CZ,GR396,CP011,100.9,88.074,103.299,112.453,24.162,142.131,147.76,149.853,0.1247,23.38,139.25,0,16.52,apro_fish_a,FOODPR_2022A,2025-07-08
2019-10,HU,EE95,CP0115,99.475,86.825,99.161,108.395,21.684,142.383,149.278,150.892,0.1919,59.38,164.57,0,3.95,prc_hicp_midx,FOODPR_2025D,2025-09-26
2019-11,NL,RO8,CP011,101.821,99.273,98.867,109.985,10.52,144.313,152.349,149.983,0.417,5.83,58.31,0,14.35,apri_pi10_out,FOODPR_2024C,2025-09-09
2019-12,SE,MT4,CP0115,100.667,96.322,98.944,108.996,12.59,143.953,152.364,151.101,0.2556,11.68,37.5,0,16.48,food_prc_idx,FOODPR_2023B,2025-03-18
2020-01,DK,BE42,CP011,101.445,88.318,97.538,104.313,15.767,143.787,152.745,151.047,0.1542,53.02,58.8,0,13.69,prc_hicp_manr,FOODPR_2022A,2024-01-20
2020-02,IE,BG7,CP0115,101.169,93.85,103.893,104.84,10.863,147.227,151.925,153.378,0.4787,61.75,135.33,0,3.41,apro_fish_a,FOODPR_2025D,2024-07-27
2020-03,PL,CZ717,CP011,103.19,93.338,101.504,114.305,20.319,147.277,152.027,152.504,0.434,16.3,124.36,0,2.06,prc_hicp_midx,FOODPR_2024C,2025-10-04
2020-04,AT,PL993,CP0115,102.718,91.443,99.613,113.405,21.381,146.702,151.819,154.307,0.4757,15.37,160.02,0,14.51,apri_pi10_out,FOODPR_2023B,2024-07-24
2020-05,EE,LT919,CP011,103.045,84.726,102.042,111.19,25.682,147.393,154.621,155.061,0.1733,76.74,72.09,0,11.81,food_prc_idx,FOODPR_2022A,2025-10-12
2020-06,IT,CZ9,CP0115,103.126,85.103,111.949,112.801,26.858,147.207,156.334,154.562,0.2737,26.73,113.79,0,10.09,prc_hicp_manr,FOODPR_2025D,2024-08-19
2020-07,PT,IE291,CP011,103.186,92.89,101.051,102.085,8.911,148.205,156.567,155.615,0.3186,40.91,35.73,0,14.78,apro_fish_a,FOODPR_2024C,2026-01-31
2020-08,BE,LV30,CP0115,104.467,84.875,103.32,107.135,21.308,151.605,156.357,155.163,0.3447,26.12,109.31,0,1.86,prc_hicp_midx,FOODPR_2023B,2024-05-18
2020-09,FI,GR837,CP011,104.497,105.418,102.436,110.677,5.033,149.75,157.339,156.455,0.3115,9.07,109.63,1,10.56,apri_pi10_out,FOODPR_2022A,2024-11-13
2020-10,LV,FR9,CP0115,106.508,104.28,107.123,114.302,9.41,152.015,157.579,157.663,0.4241,64.71,81.24,0,1.99,food_prc_idx,FOODPR_2025D,2025-10-14
2020-11,RO,NL1,CP011,106.327,88.963,111.31,115.195,24.671,153.635,159.297,157.253,0.2156,21.34,79.34,0,16.99,prc_hicp_manr,FOODPR_2024C,2024-07-11
2020-12,BG,BG9,CP0115,106.916,106.31,108.947,107.107,0.745,152.148,158.638,157.766,0.2911,16.7,119.3,0,13.62,apro_fish_a,FOODPR_2023B,2025-02-09
2021-01,FR,IT346,CP011,107.831,87.128,110.154,107.055,18.48,154.004,157.602,157.115,0.2244,73.08,144.04,0,3.59,prc_hicp_midx,FOODPR_2022A,2025-09-14
2021-02,LT,CY4,CP0115,107.821,101.362,108.703,123.935,20.936,152.789,161.333,158.551,0.4577,21.97,73.06,0,4.18,apri_pi10_out,FOODPR_2025D,2024-03-10
2021-03,SK,ES805,CP011,108.93,109.656,118.696,109.375,-0.258,156.48,158.683,159.422,0.1979,61.01,73.72,0,7.75,food_prc_idx,FOODPR_2024C,2025-03-04
2021-04,HR,LU25,CP0115,107.833,98.928,114.244,115.569,15.432,155.283,162.561,160.148,0.308,53.5,74.49,0,17.15,prc_hicp_manr,FOODPR_2023B,2024-02-04
2021-05,DE,IT8,CP011,109.176,95.63,105.861,122.414,24.533,156.982,162.304,160.895,0.2402,65.01,65.34,0,10.08,apro_fish_a,FOODPR_2022A,2025-09-03
2021-06,LU,AT6,CP0115,110.249,94.882,104.23,109.131,12.924,159.385,161.823,160.139,0.1449,39.14,124.63,0,8.18,prc_hicp_midx,FOODPR_2025D,2025-04-02
2021-07,SI,CZ5,CP011,108.662,99.632,120.395,125.857,24.134,158.419,162.372,161.397,0.3969,30.95,157.19,0,4.8,apri_pi10_out,FOODPR_2024C,2024-07-17
2021-08,CY,SE264,CP0115,109.107,105.729,117.237,107.966,2.05,160.148,163.935,160.7,0.4236,60.84,128.44,0,6.2,food_prc_idx,FOODPR_2023B,2024-05-30
2021-09,GR,RO62,CP011,111.602,113.43,122.507,119.407,5.356,160.244,162.014,161.855,0.2409,19.4,59.8,0,16.07,prc_hicp_manr,FOODPR_2022A,2024-12-19
2021-10,MT,ES16,CP0115,110.138,100.022,103.314,119.197,17.41,160.617,163.884,162.214,0.1441,35.55,144.17,0,4.06,apro_fish_a,FOODPR_2025D,2025-04-29
2021-11,ES,NL82,CP011,111.324,106.964,104.844,114.583,6.844,160.492,165.965,162.039,0.3396,68.84,84.86,1,1.25,prc_hicp_midx,FOODPR_2024C,2025-05-13
2021-12,CZ,IE6,CP0115,111.652,111.283,111.242,126.479,13.61,161.783,166.355,162.334,0.2407,18.2,45.29,1,11.93,apri_pi10_out,FOODPR_2023B,2025-10-17
2022-01,HU,IE2,CP011,113.062,108.722,121.131,113.553,4.273,161.939,166.613,163.257,0.416,74.68,94.45,0,12.11,food_prc_idx,FOODPR_2022A,2025-05-14
2022-02,NL,MT52,CP0115,111.916,105.91,112.929,111.395,4.901,161.997,166.287,164.108,0.4355,61.73,122.01,0,9.97,prc_hicp_manr,FOODPR_2025D,2025-11-19
2022-03,SE,DE2,CP011,114.155,93.314,126.626,112.649,16.937,162.067,167.553,164.564,0.4043,8.38,133.77,0,18.54,apro_fish_a,FOODPR_2024C,2024-03-01
2022-04,DK,AT3,CP0115,113.813,93.635,126.543,129.933,31.893,164.904,166.202,164.738,0.4434,38.44,150.43,1,12.37,prc_hicp_midx,FOODPR_2023B,2024-04-17
2022-05,IE,IE402,CP011,113.111,100.353,120.679,128.892,25.231,164.86,167.999,165.034,0.2429,62.64,127.4,0,18.13,apri_pi10_out,FOODPR_2022A,2025-07-24
2022-06,PL,MT938,CP0115,115.561,95.187,118.776,119.753,21.258,164.763,170.153,167.288,0.4628,64.81,158.37,0,9.91,food_prc_idx,FOODPR_2025D,2025-02-13
2022-07,AT,GR827,CP011,115.312,107.654,106.576,113.848,5.372,165.362,169.728,166.648,0.3338,68.82,100.78,0,17.06,prc_hicp_manr,FOODPR_2024C,2026-01-16
2022-08,EE,GR996,CP0115,115.882,91.423,109.273,130.716,33.908,166.252,170.85,168.225,0.2895,39.48,100.07,0,14.92,apro_fish_a,FOODPR_2023B,2026-01-22
2022-09,IT,GR777,CP011,117.004,117.004,127.692,134.714,15.136,169.308,170.418,167.24,0.3907,71.83,49.7,1,17.19,prc_hicp_midx,FOODPR_2022A,2025-05-17
2022-10,PT,LT16,CP0115,117.441,98.965,110.193,137.944,33.19,166.972,172.073,168.024,0.4023,63.6,144.52,0,5.79,apri_pi10_out,FOODPR_2025D,2025-08-06
2022-11,BE,GR1,CP011,117.479,107.073,125.613,130.444,19.894,170.411,173.077,169.866,0.4366,76.93,135.08,0,9.88,food_prc_idx,FOODPR_2024C,2025-11-01
2022-12,FI,SK847,CP0115,117.576,105.784,121.152,126.761,17.841,169.037,174.003,170.649,0.3668,40.61,44.31,0,18.41,prc_hicp_manr,FOODPR_2023B,2025-12-25
2023-01,LV,HR9,CP011,118.797,98.539,129.521,125.57,22.754,169.026,171.727,170.125,0.3959,24.76,69.31,0,8.42,apro_fish_a,FOODPR_2022A,2024-07-01
2023-02,RO,SK5,CP0115,118.779,106.153,130.297,126.177,16.858,172.338,172.316,170.811,0.3839,39.05,143.53,0,17.96,prc_hicp_midx,FOODPR_2025D,2025-05-29
2023-03,BG,SK638,CP011,118.439,106.483,117.873,138.425,26.969,171.045,173.813,170.949,0.1595,44.72,99.26,0,8.52,apri_pi10_out,FOODPR_2024C,2024-11-13
2023-04,FR,LU968,CP0115,118.19,118.964,118.699,136.958,15.225,171.623,174.152,170.855,0.3741,72.04,57.3,0,5.96,food_prc_idx,FOODPR_2023B,2024-09-16
2023-05,LT,RO65,CP011,118.441,105.607,117.258,133.389,23.456,172.827,174.981,171.933,0.3164,9.44,146.29,1,7.99,prc_hicp_manr,FOODPR_2022A,2026-01-31
2023-06,SK,DK1,CP0115,119.281,104.923,117.483,119.862,12.524,176.027,175.331,172.607,0.4105,59.76,48.89,0,15.88,apro_fish_a,FOODPR_2025D,2025-10-17
2023-07,HR,IE55,CP011,120.909,106.08,130.695,125.827,16.332,175.519,178.763,174.125,0.2386,50.69,160.01,0,16.17,prc_hicp_midx,FOODPR_2024C,2025-04-11
2023-08,DE,IT83,CP0115,120.619,98.398,113.476,128.114,24.636,176.874,179.211,173.749,0.2945,46.29,87.64,0,17.82,apri_pi10_out,FOODPR_2023B,2025-07-25
2023-09,LU,LU4,CP011,121.624,106.77,121.126,137.202,25.021,177.559,178.637,173.465,0.2991,29.02,100.21,0,15.78,food_prc_idx,FOODPR_2022A,2024-11-29
2023-10,SI,HU96,CP0115,122.622,109.6,120.984,134.137,20.01,176.016,179.54,175.26,0.1869,77.85,42.79,0,6.66,prc_hicp_manr,FOODPR_2025D,2025-03-01
2023-11,CY,ES933,CP011,123.041,102.284,113.979,131.399,23.663,177.121,179.008,175.188,0.3896,28.6,51.51,0,14.68,apro_fish_a,FOODPR_2024C,2024-09-02
2023-12,GR,EE830,CP0115,123.425,97.031,126.811,127.113,24.373,178.45,179.359,174.476,0.4144,67.83,60.51,0,3.32,prc_hicp_midx,FOODPR_2023B,2024-07-26
2024-01,MT,PL5,CP011,123.643,123.472,131.202,130.557,5.73,179.488,181.455,175.685,0.3006,16.72,117.17,0,10.74,apri_pi10_out,FOODPR_2022A,2024-07-05
2024-02,ES,HR85,CP0115,124.079,98.968,121.111,141.517,34.292,181.404,181.174,177.095,0.356,20.94,137.28,0,11.74,food_prc_idx,FOODPR_2025D,2024-03-23
2024-03,CZ,NL59,CP011,125.143,127.561,139.167,130.706,2.513,180.588,182.196,176.426,0.3585,46.04,132.13,0,17.79,prc_hicp_manr,FOODPR_2024C,2024-02-24
2024-04,HU,BE894,CP0115,124.142,106.447,128.23,128.887,18.076,182.352,184.094,176.788,0.2173,60.88,41.88,0,7.72,apro_fish_a,FOODPR_2023B,2024-06-17
2024-05,NL,RO6,CP011,125.614,123.928,120.936,127.956,3.207,183.175,182.321,78.183,0.2836,71.62,94.64,0,10.61,prc_hicp_midx,FOODPR_2022A,2024-05-26
2024-06,SE,FI708,CP0115,126.239,100.137,138.562,146.985,37.111,183.023,184.549,78.071,0.2197,5.42,87.22,1,13.71,apri_pi10_out,FOODPR_2025D,2025-05-21
2024-07,DK,IE303,CP011,126.242,112.998,128.527,148.318,27.978,184.471,185.211,78.381,0.1916,15.03,151.23,1,12.8,food_prc_idx,FOODPR_2024C,2025-12-08
2024-08,IE,ES75,CP0115,127.072,100.228,128.013,146.484,36.401,182.711,183.393,79.257,0.3994,49.89,145.87,0,8.53,prc_hicp_manr,FOODPR_2023B,2025-09-08
2024-09,PL,LU44,CP011,127.16,129.125,130.294,134.921,4.558,182.995,184.755,79.073,0.3315,62.07,144.76,0,6.27,apro_fish_a,FOODPR_2022A,2025-11-22
2024-10,AT,PL319,CP0115,128.27,122.808,121.461,134.271,8.937,186.849,185.069,80.16,0.1823,12.99,154.41,0,9.38,prc_hicp_midx,FOODPR_2025D,2025-08-05
2024-11,EE,AT657,CP011,127.337,129.569,133.026,130.9,1.045,187.823,185.787,80.13,0.4742,26.38,107.65,0,17.49,apri_pi10_out,FOODPR_2024C,2025-02-18
2024-12,IT,BG121,CP0115,129.219,119.078,120.583,147.449,21.956,186.194,186.559,81.553,0.1721,52.1,105.4,0,18.66,food_prc_idx,FOODPR_2023B,2025-01-06
2025-01,PT,PL216,CP011,128.364,100.36,139.408,148.443,37.458,186.927,186.019,80.99,0.1404,14.57,48.13,1,12.99,prc_hicp_manr,FOODPR_2022A,2024-08-19
2025-02,BE,RO5,CP0115,129.921,132.208,122.132,139.304,5.462,189.592,187.328,82.659,0.208,14.15,102.99,0,4.94,apro_fish_a,FOODPR_2025D,2024-04-04
2025-03,FI,LV158,CP011,129.199,115.093,121.311,131.243,12.5,187.46,188.71,83.88,0.2011,23.96,57.65,1,9.84,prc_hicp_midx,FOODPR_2024C,2025-12-13
2025-04,LV,BG169,CP0115,129.701,106.29,127.208,139.735,25.786,188.711,190.903,83.12,0.1544,51.17,35.0,0,4.13,apri_pi10_out,FOODPR_2023B,2025-04-15
2025-05,RO,FR717,CP011,129.64,108.415,127.787,149.043,31.339,189.52,191.815,84.016,0.3487,5.62,51.85,0,13.16,food_prc_idx,FOODPR_2022A,2024-01-02
2025-06,BG,RO2,CP0115,131.338,116.371,142.399,147.093,23.392,191.056,191.545,85.426,0.2219,61.09,161.15,0,17.1,prc_hicp_manr,FOODPR_2025D,2024-08-11
2025-07,FR,GR35,CP011,132.313,133.451,129.586,154.538,15.937,190.085,189.975,84.363,0.2774,69.42,37.19,0,2.98,apro_fish_a,FOODPR_2024C,2024-10-23
2025-08,LT,PL63,CP0115,131.411,125.978,123.12,136.689,8.151,193.958,192.664,84.915,0.2912,17.97,66.54,0,3.59,prc_hicp_midx,FOODPR_2023B,2024-09-06
2025-09,SK,IT187,CP011,132.533,116.191,135.818,145.736,22.293,194.846,192.212,86.468,0.3736,60.06,85.16,0,4.93,apri_pi10_out,FOODPR_2022A,2024-08-04
2025-10,HR,GR450,CP0115,132.814,129.535,139.937,152.377,17.198,194.29,193.409,85.633,0.2537,44.85,156.35,0,14.12,food_prc_idx,FOODPR_2025D,2025-04-16
2025-11,DE,HU566,CP011,133.774,117.1,127.767,157.471,30.179,196.084,193.269,86.419,0.4728,57.7,63.88,0,1.08,prc_hicp_manr,FOODPR_2024C,2025-08-19
2025-12,LU,IE712,CP0115,133.167,129.932,144.597,132.517,1.941,196.347,196.048,88.559,0.419,24.55,137.71,0,15.71,apro_fish_a,FOODPR_2023B,2024-11-18
2026-01,SI,DE198,CP011,133.536,120.948,138.534,138.949,13.48,195.017,194.046,87.31,0.4395,34.23,45.7,0,7.43,prc_hicp_midx,FOODPR_2022A,2025-06-20
2026-02,CY,NL92,CP0115,134.934,105.573,142.952,155.016,36.642,197.886,195.569,87.698,0.2416,47.27,94.93,0,18.89,apri_pi10_out,FOODPR_2025D,2024-05-24
2026-03,GR,LV24,CP011,134.126,131.864,141.551,150.052,13.56,198.591,197.813,89.334,0.3399,64.18,66.59,0,12.31,food_prc_idx,FOODPR_2024C,2024-04-25
2026-04,MT,GR686,CP0115,134.555,136.06,135.276,137.382,0.982,198.141,197.035,89.892,0.3438,52.83,160.91,0,1.13,prc_hicp_manr,FOODPR_2023B,2025-03-17
2026-05,ES,ES99,CP011,135.048,128.932,129.138,155.752,19.86,197.333,198.1,90.794,0.4713,42.89,132.91,0,11.57,apro_fish_a,FOODPR_2022A,2025-03-12
2026-06,CZ,HU727,CP0115,136.852,130.491,149.392,149.814,14.12,200.105,196.445,90.579,0.3885,32.0,159.21,0,2.06,prc_hicp_midx,FOODPR_2025D,2024-02-26
2026-07,HU,AT30,CP011,137.722,129.853,134.667,153.192,16.946,198.318,198.724,91.488,0.252,58.97,100.16,0,17.65,apri_pi10_out,FOODPR_2024C,2025-10-18
2026-08,NL,AT31,CP0115,137.887,137.639,142.371,153.833,11.744,202.515,200.156,92.289,0.4147,58.74,120.95,0,6.45,food_prc_idx,FOODPR_2023B,2024-11-06
2026-09,SE,BG71,CP011,138.621,117.175,152.804,147.828,22.113,202.781,198.458,91.168,0.175,57.64,94.18,0,9.51,prc_hicp_manr,FOODPR_2022A,2025-07-30
2026-10,DK,LU32,CP0115,138.418,117.242,130.928,137.612,14.716,202.788,199.436,91.332,0.1863,34.7,158.86,0,15.99,apro_fish_a,FOODPR_2025D,2025-11-03
2026-11,IE,HU70,CP011,138.008,124.102,146.142,139.681,11.288,204.118,200.998,92.855,0.3028,8.49,69.12,1,8.16,prc_hicp_midx,FOODPR_2024C,2025-04-19
2026-12,PL,IE39,CP0115,139.579,117.551,154.244,142.853,18.127,202.396,202.612,93.656,0.2657,24.1,159.41,1,11.55,apri_pi10_out,FOODPR_2023B,2025-10-13
2018-01,AT,DE9,CP011,138.475,110.589,149.808,153.237,30.798,205.938,201.005,93.344,0.4529,75.54,141.41,0,3.91,food_prc_idx,FOODPR_2022A,2024-06-06
2018-02,EE,LV470,CP0115,139.186,120.866,154.906,157.371,26.227,206.322,202.334,93.603,0.3838,65.43,68.73,0,7.79,prc_hicp_manr,FOODPR_2025D,2024-04-15
2018-03,IT,IT22,CP011,140.064,140.093,142.408,163.785,16.915,204.876,203.027,94.211,0.4746,36.69,160.56,0,16.14,apro_fish_a,FOODPR_2024C,2025-10-27
2018-04,PT,NL798,CP0115,141.61,142.592,144.562,140.189,-1.697,206.181,202.667,95.232,0.3765,61.86,140.26,0,9.03,prc_hicp_midx,FOODPR_2023B,2025-03-07
2018-05,BE,MT7,CP011,141.804,115.257,151.995,157.098,29.506,205.257,202.932,95.598,0.391,61.47,120.54,0,5.91,apri_pi10_out,FOODPR_2022A,2025-07-02
2018-06,FI,BE228,CP0115,141.776,115.564,130.797,145.063,20.807,208.451,205.457,96.345,0.413,63.04,128.36,0,4.48,food_prc_idx,FOODPR_2025D,2025-11-23
2018-07,LV,DE53,CP011,142.765,116.008,154.729,151.941,25.169,206.733,207.035,97.782,0.2031,69.85,85.52,0,10.9,prc_hicp_manr,FOODPR_2024C,2025-11-02
2018-08,RO,HU947,CP0115,143.522,141.662,145.205,166.583,17.364,209.671,205.72,97.465,0.2346,40.04,128.89,0,16.91,apro_fish_a,FOODPR_2023B,2025-02-20
2018-09,BG,LT5,CP011,141.921,143.946,132.758,148.434,3.162,210.808,73.858,99.13,0.4428,27.52,48.45,0,6.38,prc_hicp_midx,FOODPR_2022A,2024-07-03
2018-10,FR,EE38,CP0115,142.641,124.824,155.92,147.881,16.164,212.525,76.651,98.908,0.2921,46.86,51.0,0,7.11,apri_pi10_out,FOODPR_2025D,2025-12-11
2018-11,LT,SE5,CP011,143.444,143.161,158.51,167.203,16.761,211.971,77.092,99.81,0.3202,51.85,132.79,0,12.63,food_prc_idx,FOODPR_2024C,2025-05-06
2018-12,SK,BE86,CP0115,144.097,136.866,140.182,151.16,9.92,212.007,75.949,99.626,0.1676,15.38,83.28,0,9.08,prc_hicp_manr,FOODPR_2023B,2025-07-13
2019-01,HR,FI957,CP011,145.697,138.213,134.428,146.361,5.592,210.883,78.549,99.291,0.3179,33.87,83.38,0,5.67,apro_fish_a,FOODPR_2022A,2025-01-19
2019-02,DE,MT41,CP0115,146.061,137.939,153.821,169.282,21.459,214.911,79.525,99.647,0.4563,39.31,49.32,0,7.64,prc_hicp_midx,FOODPR_2025D,2025-04-20
2019-03,LU,SE24,CP011,146.284,133.265,136.601,170.358,25.357,214.601,79.784,99.872,0.1209,27.34,72.73,0,12.4,apri_pi10_out,FOODPR_2024C,2025-08-16
2019-04,SI,IT838,CP0115,145.207,118.785,143.534,144.006,17.369,216.813,79.768,102.631,0.1391,56.95,94.94,0,2.14,food_prc_idx,FOODPR_2023B,2025-05-11
2019-05,CY,IT82,CP011,145.433,114.948,154.469,145.826,21.232,214.419,80.769,102.683,0.1403,74.02,42.52,0,13.62,prc_hicp_manr,FOODPR_2022A,2025-09-02
2019-06,GR,LU737,CP0115,146.161,115.183,162.41,153.969,26.536,214.792,81.106,101.42,0.418,26.59,93.99,0,4.09,apro_fish_a,FOODPR_2025D,2025-10-01
2019-07,MT,SK98,CP011,147.096,115.553,147.174,152.391,25.044,216.425,80.739,103.52,0.4337,73.18,122.16,0,16.24,prc_hicp_midx,FOODPR_2024C,2025-07-31
2019-08,ES,BE2,CP0115,146.996,140.684,163.494,148.462,5.291,219.187,81.862,104.003,0.1303,44.45,157.82,0,18.88,apri_pi10_out,FOODPR_2023B,2025-07-15
2019-09,CZ,PT539,CP011,149.361,129.788,149.346,168.381,25.839,219.514,82.31,104.9,0.4533,6.91,139.47,0,5.29,food_prc_idx,FOODPR_2022A,2026-01-10
2019-10,HU,RO268,CP0115,149.534,119.606,160.433,163.443,29.316,218.944,82.493,104.868,0.4139,42.31,44.68,0,16.97,prc_hicp_manr,FOODPR_2025D,2024-12-22
2019-11,NL,SI689,CP011,149.008,132.653,153.583,159.74,18.178,220.834,82.749,104.89,0.2101,25.67,126.5,0,5.24,apro_fish_a,FOODPR_2024C,2025-01-18
2019-12,SE,IT2,CP0115,149.951,135.894,166.777,166.92,20.691,220.432,82.419,105.051,0.3227,5.1,122.06,0,9.38,prc_hicp_midx,FOODPR_2023B,2025-01-24
2020-01,DK,AT860,CP011,149.031,118.125,144.718,155.111,24.818,219.574,84.083,107.077,0.3173,28.33,92.04,0,3.77,apri_pi10_out,FOODPR_2022A,2025-11-25
2020-02,IE,AT803,CP0115,150.771,143.955,159.261,154.88,7.246,220.513,84.87,106.082,0.17,48.94,112.87,1,8.81,food_prc_idx,FOODPR_2025D,2025-04-17
2020-03,PL,FR3,CP011,151.015,135.433,152.735,162.185,17.715,220.982,87.308,107.84,0.229,44.53,48.59,1,12.53,prc_hicp_manr,FOODPR_2024C,2026-01-21
2020-04,AT,BE667,CP0115,151.58,120.082,157.311,163.714,28.785,224.584,87.847,108.146,0.2447,13.53,84.56,0,10.58,apro_fish_a,FOODPR_2023B,2024-03-03
2020-05,EE,DK85,CP011,151.948,146.443,149.325,153.25,4.48,223.434,88.52,107.876,0.3517,28.24,76.68,0,1.03,prc_hicp_midx,FOODPR_2022A,2025-10-18
2020-06,IT,BE443,CP0115,152.249,136.434,148.265,177.89,27.229,222.881,86.168,109.237,0.4573,71.78,84.2,0,13.09,apri_pi10_out,FOODPR_2025D,2024-03-13
2020-07,PT,RO116,CP011,152.391,143.416,153.054,169.579,17.168,224.591,86.557,109.037,0.3357,32.34,82.35,1,16.81,food_prc_idx,FOODPR_2024C,2024-11-03
2020-08,BE,RO145,CP0115,152.403,132.191,167.508,154.509,14.644,225.115,88.71,108.618,0.1326,28.59,86.44,0,15.54,prc_hicp_manr,FOODPR_2023B,2025-06-06
2020-09,FI,LT8,CP011,154.621,122.754,154.097,169.083,29.963,226.64,87.989,110.564,0.1331,21.87,41.09,0,8.87,apro_fish_a,FOODPR_2022A,2024-06-07
2020-10,LV,GR669,CP0115,154.978,134.513,169.319,152.116,11.358,228.566,88.882,111.498,0.3102,67.71,46.79,0,1.9,prc_hicp_midx,FOODPR_2025D,2024-05-07
2020-11,RO,BG428,CP011,154.05,133.068,161.631,176.328,28.082,228.348,90.589,111.206,0.4358,16.12,104.71,0,14.16,apri_pi10_out,FOODPR_2024C,2024-06-05
2020-12,BG,IE24,CP0115,156.315,132.752,166.971,156.525,15.208,226.977,91.072,112.49,0.1821,47.25,105.51,0,5.02,food_prc_idx,FOODPR_2023B,2024-12-06
2021-01,FR,SE980,CP011,156.16,151.887,154.45,167.521,10.012,228.863,91.432,111.294,0.2351,5.68,102.29,0,15.52,prc_hicp_manr,FOODPR_2022A,2024-04-27
2021-02,LT,EE9,CP0115,156.946,150.308,168.616,154.652,2.768,228.302,94.124,112.825,0.4733,67.41,50.95,0,14.31,apro_fish_a,FOODPR_2025D,2024-06-17
2021-03,SK,LU598,CP011,157.048,130.146,162.861,179.889,31.674,231.989,92.314,113.011,0.2326,15.67,43.95,0,11.23,prc_hicp_midx,FOODPR_2024C,2025-05-21
2021-04,HR,HU523,CP0115,157.949,138.352,174.794,171.136,20.756,230.959,94.204,113.152,0.3702,7.67,87.52,0,13.47,apri_pi10_out,FOODPR_2023B,2025-05-30
2021-05,DE,FI7,CP011,156.544,152.599,145.876,158.859,3.999,233.432,95.038,114.726,0.2727,39.67,45.61,0,12.62,food_prc_idx,FOODPR_2022A,2025-12-28
2021-06,LU,DK935,CP0115,157.647,133.97,164.385,165.005,19.686,232.995,93.904,114.044,0.2778,66.66,61.67,0,14.26,prc_hicp_manr,FOODPR_2025D,2024-10-20
2021-07,SI,FR631,CP011,158.555,130.944,176.858,186.464,35.016,235.539,97.048,115.643,0.2038,8.87,114.53,1,17.63,apro_fish_a,FOODPR_2024C,2025-10-12
2021-08,CY,FR647,CP0115,157.903,133.769,173.638,186.261,33.243,233.287,97.756,116.605,0.2958,13.02,97.59,0,18.13,prc_hicp_midx,FOODPR_2023B,2025-09-13
2021-09,GR,DK44,CP011,159.848,131.472,150.934,156.674,15.766,234.29,96.855,117.133,0.333,28.63,79.86,0,10.59,apri_pi10_out,FOODPR_2022A,2024-07-02
2021-10,MT,LV486,CP0115,159.068,158.508,165.451,167.621,5.729,237.876,98.797,116.248,0.2923,67.16,123.01,0,11.88,food_prc_idx,FOODPR_2025D,2025-01-12
2021-11,ES,NL49,CP011,160.93,133.415,168.01,158.623,15.664,237.491,96.967,116.709,0.2327,76.66,42.72,0,12.82,prc_hicp_manr,FOODPR_2024C,2024-02-19
2021-12,CZ,AT78,CP0115,160.575,149.746,147.878,168.629,11.76,237.517,97.826,117.388,0.3836,32.38,102.86,0,10.65,apro_fish_a,FOODPR_2023B,2025-01-12
