house_insecure_point_in_time_date,house_insecure_service_region_id,house_insecure_unsheltered_count,house_insecure_sheltered_count,house_insecure_family_households_count,house_insecure_youth_count,house_insecure_veteran_count,house_insecure_chronic_homeless_count,house_insecure_length_of_stay_median_days,house_insecure_returns_to_homelessness_rate,house_insecure_hm_is_system_coverage_pct,house_insecure_encampment_clearance_count,house_insecure_outreach_contacts_count,house_insecure_bed_utilization_rate,house_insecure_housing_placement_rate,house_insecure_rrh_program_enrollments,house_insecure_psh_program_enrollments,house_insecure_eviction_prevention_assistance,house_insecure_street_medicine_visits,house_insecure_barrier_assessment_score
2018-02-08,SRV-d109abfd3d0d,3157,189,2214,848,481,473,84,28.79,68.86,136,6081,16.74,31.37,8827,4239,32041,11713,87.31
2020-08-30,SRV-8373f908ed00,1330,4171,2204,1071,8,994,430,8.61,75.77,249,18958,56.25,5.7,5301,2362,50708,8897,8.82
2018-06-18,SRV-9ace165465ec,1935,2417,861,1281,482,1621,43,13.23,94.34,110,6306,58.65,79.74,1473,6919,28868,16637,2.46
2019-12-24,SRV-1c0a649ee92c,2658,8730,2122,946,129,1599,186,0.1,74.66,91,47472,33.09,16.68,11841,4795,43564,6229,11.12
2025-03-17,SRV-058138ce6144,3294,2265,1768,1553,46,1376,250,7.79,97.86,90,43699,85.51,50.99,5460,3425,31009,9531,71.3
2023-09-26,SRV-e1553cba99e9,954,4394,2000,1708,618,1210,417,6.26,39.1,248,37905,33.41,60.42,4652,267,24377,9133,35.43
2021-01-16,SRV-3df7dae7fbe2,602,909,897,1751,126,110,289,3.98,49.54,25,33740,74.08,29.79,5798,1647,62759,8056,60.96
2023-12-09,SRV-0fb4a3f99355,2053,605,1268,612,679,1117,18,24.19,65.51,35,21833,23.63,18.91,11331,2202,40201,7995,96.41
2020-10-23,SRV-7bcd223db883,2569,7756,921,302,27,1538,290,25.94,53.78,91,16166,79.81,13.35,7102,1921,7850,9144,4.31
2018-11-04,SRV-462a769f7ece,3003,7687,554,585,122,1535,161,4.39,50.4,127,2804,72.59,62.1,8331,8652,21370,11426,28.53
2022-12-29,SRV-7f61d75ffb9d,1496,2326,934,243,4,1020,304,9.37,45.0,4,43653,71.25,28.59,5871,263,21833,945,53.34
2019-09-09,SRV-6bf8f8c5f0c0,23,8029,1968,301,541,514,328,0.46,39.74,246,13094,53.16,33.89,10766,1142,10626,15662,42.18
2019-06-24,SRV-c48124c1217a,1780,323,638,1891,139,1290,305,32.51,75.29,9,47012,23.07,16.87,2243,2299,51192,3720,90.57
2021-05-08,SRV-505af9fd7d51,114,6430,617,245,200,632,101,27.64,93.46,34,38124,52.51,42.18,6603,2885,24018,13673,80.06
2024-09-27,SRV-624505e412e7,3273,5541,1643,238,442,1066,530,23.43,59.81,44,47042,13.51,35.63,5087,8015,23046,6087,95.93
2024-04-18,SRV-14d434fd993a,2536,2006,1245,1368,725,1724,523,6.2,92.29,170,31637,29.93,81.11,6357,7676,27987,15777,64.87
2021-07-29,SRV-c9bf1b739897,2702,6320,1017,602,773,15,9,24.19,83.5,137,50178,33.15,83.0,11554,2334,52282,11612,90.8
2021-02-16,SRV-fb03c1d7964b,748,6040,2167,1030,9,492,256,34.94,31.39,116,51102,25.02,5.87,11838,1676,32325,16419,75.05
2019-09-15,SRV-4fda9f8ae6cf,2458,1539,37,1207,146,1736,321,6.57,91.01,13,11697,75.16,84.01,6687,2085,8513,195,8.54
2022-09-29,SRV-7ccfad1adb30,15,5630,1459,1928,729,1370,417,23.81,89.47,20,20354,80.04,11.31,9825,2244,48513,9614,90.62
2023-07-01,SRV-39e11a820e58,2375,4124,1997,999,490,1652,259,18.32,25.68,107,25304,11.13,34.91,9224,5038,6594,15293,8.41
2018-03-14,SRV-1fcb1356f991,2754,8621,754,414,557,1554,491,13.06,38.01,124,10037,16.43,38.06,2465,6159,31404,7664,40.32
2025-09-14,SRV-6b5310da32d3,2306,3482,561,697,779,115,452,6.26,63.26,95,7463,30.58,3.22,4652,8671,54852,6411,97.64
2021-12-14,SRV-6c0d037bb83c,1042,8383,614,1575,595,1411,374,4.9,73.64,247,36116,22.03,11.96,11707,5014,20945,14744,12.75
2022-01-12,SRV-98100cdecd28,136,5490,879,472,590,313,161,19.91,55.03,7,47569,58.87,10.78,76,4011,4071,13026,72.61
2019-12-06,SRV-75ecc8b87d3f,677,1151,929,547,226,1443,168,32.5,56.95,242,21994,28.8,13.85,6110,307,44185,4828,12.13
2022-04-11,SRV-680ce68cd1fa,3550,6015,2107,1213,258,594,380,31.77,29.88,168,12452,85.1,48.39,7376,4711,53438,17786,75.76
2019-12-23,SRV-a609c7f9a94d,3840,5492,1611,915,148,342,306,20.91,86.79,156,32571,33.4,42.01,8324,8248,16891,14033,12.49
2020-03-14,SRV-b3cb0d518e6b,2675,4409,2198,698,203,317,315,22.45,79.37,134,54167,95.51,84.96,6947,2903,44276,4255,89.93
2022-05-05,SRV-33e90ac23526,262,8802,1997,1855,454,1572,536,26.13,38.94,77,37239,93.47,65.89,8526,2797,21786,3324,82.69
2025-08-30,SRV-aba5393ef4ff,3487,655,241,368,205,1694,164,9.33,43.94,128,20437,68.14,1.1,2392,4244,21121,4038,17.33
2019-06-17,SRV-9ce6127a4e54,1856,2384,392,423,766,242,487,20.2,52.11,172,16414,76.66,44.42,4847,7784,11460,13445,85.9
2018-11-09,SRV-f689d70f9a19,3242,7035,2,386,452,421,442,31.66,83.4,152,53693,11.26,20.49,6304,7180,8553,1576,67.08
2022-08-28,SRV-a489fce7eef6,1445,5554,2498,890,84,782,471,9.54,36.7,210,45245,24.04,6.97,163,7291,38844,14715,38.16
2019-05-16,SRV-c2c34ca93308,677,2742,2193,763,327,707,225,29.63,71.52,239,44430,64.81,38.73,8654,2277,60090,7739,87.69
2019-01-17,SRV-079a0a63691e,3683,1291,787,1445,691,197,164,23.51,59.75,146,21032,98.97,71.86,1595,8476,43128,17398,71.89
2022-11-22,SRV-3a2a75ab944e,2785,8512,298,1457,57,1256,174,7.0,36.51,108,13162,82.3,26.94,3683,7327,54632,6995,33.53
2023-01-03,SRV-7a88ebaada2c,1560,3535,1577,1360,677,1207,218,30.77,53.63,102,6604,79.75,50.32,2538,24,18631,17054,70.33
2022-12-15,SRV-d8289d5d73cd,3790,6316,796,1267,378,35,197,19.49,84.35,119,33714,82.83,2.09,1490,1207,1345,1191,51.85
2025-06-15,SRV-8d55d9455ebb,1943,7141,1185,685,695,1272,94,32.82,60.32,82,53009,59.92,20.47,4546,2767,63312,9622,72.16
2022-09-26,SRV-ae2e8c150a09,2753,8830,2069,14,672,997,502,20.11,31.62,194,15716,83.79,63.62,7751,5698,18676,11364,52.83
2023-07-02,SRV-37e452120437,3533,2286,1221,989,127,113,213,8.91,86.56,234,4479,59.2,30.46,1979,4320,31362,5701,20.67
2023-09-21,SRV-58d9fae99e7b,3506,7811,677,1105,350,1172,122,25.58,84.44,25,25139,58.17,11.42,1281,5692,5565,10379,13.45
2022-02-03,SRV-b18f72de0d4a,3761,12,556,666,261,846,526,5.66,91.38,162,51121,57.59,52.07,36,7274,1390,3361,20.71
2023-03-19,SRV-977407735355,998,5285,337,1248,558,138,463,12.52,36.29,16,54159,37.4,48.89,7548,3374,15088,16849,43.24
2021-06-28,SRV-331946ee7b49,1867,4586,1655,852,780,1669,450,15.19,31.33,146,33038,99.75,4.76,8981,6894,17700,16164,91.55
2024-02-10,SRV-9d4c1ad86666,449,3521,159,705,511,1132,149,18.04,76.89,36,14242,77.7,78.26,9700,6663,15530,700,94.11
2021-05-10,SRV-edb84093d488,2298,5936,347,1399,762,1363,412,33.71,48.66,161,25688,55.85,25.18,7987,1643,2526,16410,48.94
2019-07-05,SRV-0fbcdffcf2d5,3220,4953,1053,1121,762,771,59,26.24,28.54,230,33631,79.01,44.21,3141,5818,27931,2766,50.09
2022-04-26,SRV-7a3f589bd0d5,3856,4460,1449,1837,217,260,418,22.33,44.89,1,26700,70.62,59.74,4624,1597,23617,10297,2.49
2020-08-02,SRV-17fbf3d91356,1433,5434,2427,1558,638,1030,182,18.28,84.44,39,29439,67.25,67.98,1010,6870,13419,13481,28.27
2024-09-24,SRV-b4f783090400,2288,6673,1357,374,30,1236,6,13.12,27.74,73,48436,22.74,53.43,6010,2713,59033,14838,25.7
2024-05-04,SRV-69f64a3f3178,2022,2116,1722,1520,216,1296,444,1.72,83.1,139,27576,70.09,65.71,4885,8674,35613,15690,90.96
2024-11-16,SRV-863fc24f631a,1906,7168,1996,610,92,8,369,8.65,67.5,223,54913,32.23,47.54,7998,6579,25675,8462,20.34
2018-11-14,SRV-a25ece4aac4a,207,7115,1132,1407,5,9,520,20.55,54.86,217,3538,92.84,6.3,3057,1453,14648,1476,82.48
2021-07-26,SRV-2b464b031195,628,7427,1691,1075,36,911,405,17.59,95.21,187,18374,83.27,52.14,7888,3143,64924,12640,54.87
2022-06-22,SRV-f2a8b81f4961,2631,5921,798,487,97,355,528,25.99,78.13,80,28363,15.7,30.14,2582,7972,55916,9122,29.05
2025-02-08,SRV-e48bbe79e790,3203,1176,2110,641,381,1644,231,26.74,38.28,70,49100,63.27,17.37,1298,1471,1725,1914,40.88
2023-09-07,SRV-18f67262e550,3358,4969,1776,444,573,1256,49,18.26,27.87,30,1169,56.16,71.66,1474,5395,2128,15649,81.26
2020-02-14,SRV-58ecc6f3fddf,1497,3367,1002,1217,124,266,85,33.58,50.04,219,47725,12.3,28.4,2236,2207,35469,12157,72.67
2021-01-31,SRV-f1d0d0da63fd,2499,1280,1890,721,170,1603,307,2.67,31.89,37,32379,59.91,72.48,2999,6477,27658,17882,97.96
2018-02-23,SRV-55008fab839e,2039,2982,722,1316,445,719,452,22.6,58.76,66,9217,46.93,64.16,8361,7098,36655,2048,98.49
2025-09-12,SRV-426eefc8f4f0,3861,1620,2263,1504,507,281,330,18.81,47.17,67,43936,65.6,72.76,4421,115,54191,3685,37.46
2018-09-14,SRV-c1bc0b4583af,3460,3515,1497,573,362,1361,140,13.61,96.03,202,25711,12.71,3.05,7625,6149,36394,7748,32.71
2021-04-23,SRV-11b1f8ed6f40,126,2170,134,25,521,1596,468,10.93,52.49,166,45530,20.1,1.15,6757,1046,60207,14523,62.02
2025-01-31,SRV-482c37db2578,3843,3669,1797,1121,634,1051,209,3.81,40.58,83,48296,56.09,20.7,6422,2852,21024,188,73.99
2022-06-09,SRV-dfb80f0b0cd5,941,6934,345,850,623,129,257,27.94,77.81,9,48313,27.28,70.42,10726,1399,55697,6128,5.87
2020-05-09,SRV-8a427969898b,2154,5028,1566,1952,533,629,142,16.93,55.1,128,16734,74.44,1.56,5035,4748,55788,6627,21.18
2025-03-19,SRV-31db4218255a,3417,1892,205,1954,632,1056,293,13.51,90.37,16,50450,63.34,70.07,9651,7401,22459,11648,61.58
2021-06-10,SRV-8829881c6c1d,1496,570,2266,181,321,747,214,30.24,98.64,132,32126,72.27,69.7,5958,5775,37978,7878,23.47
2018-02-16,SRV-e8b38970fe34,323,2634,1965,386,192,1084,404,1.35,25.71,228,21911,47.62,74.07,1865,575,33906,10975,28.81
2021-02-17,SRV-1d99155b2e2f,3956,3199,2078,244,771,1267,387,28.43,89.77,169,32784,19.58,53.52,3972,1174,53447,10887,14.52
2022-04-01,SRV-a00796f67158,99,512,199,249,536,1631,451,7.42,71.55,224,46110,31.01,70.27,6583,7519,54077,1577,34.62
2020-10-08,SRV-b04c827752d8,2050,7421,293,1167,793,1092,283,34.05,30.78,170,14971,22.03,14.62,5181,6228,27986,5312,58.99
2020-02-14,SRV-ec4864d67f16,984,2740,835,73,285,947,402,17.65,82.84,223,15719,33.58,37.86,11364,965,24463,1221,21.43
2025-03-21,SRV-f274ea6448b6,459,8022,2199,342,425,559,52,5.59,66.48,167,1498,76.68,49.82,8836,8379,24454,10477,29.94
2023-11-24,SRV-5ba2cac6b989,842,8901,809,1446,195,845,166,11.23,41.7,2,39505,36.01,19.23,7210,2222,24821,14861,33.8
2025-02-15,SRV-700997163586,3223,4040,1460,1592,416,647,81,20.48,87.63,137,27078,51.54,39.27,661,7681,59753,4398,41.9
2023-08-05,SRV-86214e5f04fa,3570,5253,2024,624,305,28,207,9.33,79.77,156,19596,30.32,10.1,7291,6001,21062,5024,34.09
2021-04-27,SRV-4dffd73d139e,1225,5577,2108,1908,583,424,331,3.36,84.62,84,4309,47.01,83.08,4567,3957,55030,2911,1.59
2023-01-01,SRV-a1ccb1684d4c,1940,7781,1653,1158,22,471,513,16.58,48.57,88,53920,28.07,17.93,1444,398,11257,2606,42.94
2019-05-28,SRV-040e1943914e,2265,3731,2263,1455,195,164,43,4.63,55.07,134,52813,90.64,17.44,8322,1985,28820,909,67.7
2018-09-17,SRV-747a09bf8396,1201,3479,711,1729,363,371,153,8.59,96.74,45,11674,89.4,37.81,5182,2166,62059,11037,1.58
2020-12-05,SRV-bdcfbe4d2a8c,2332,6904,1464,557,541,1658,436,7.59,63.1,141,6437,71.92,57.62,8353,1808,843,16745,77.44
2025-12-01,SRV-e6eb36261996,1735,1796,1772,414,364,191,500,29.89,67.72,86,289,36.21,39.82,3999,5216,47589,820,86.85
2022-03-25,SRV-0456cb06dcd1,1340,1760,671,1812,741,1772,27,0.11,64.67,220,45203,76.63,21.69,10599,7615,16419,5633,65.34
2024-04-19,SRV-afee48ecada2,3568,4688,1178,690,530,604,298,3.96,45.4,67,3982,65.13,1.25,2713,6009,35801,17708,64.67
2020-05-23,SRV-857b1e02fee6,2018,899,1843,1632,226,27,29,16.96,43.98,192,28420,89.51,69.15,7966,1274,47076,1940,83.78
2019-08-17,SRV-c1f3a97c9c1e,1908,284,1825,1073,633,1021,89,1.27,94.9,160,40654,42.28,13.06,762,2408,22985,5884,12.19
2020-10-30,SRV-58878a285b72,1376,5681,2419,861,173,571,531,0.05,70.39,209,17364,84.54,43.21,1225,7099,45881,9696,40.0
2018-06-09,SRV-918c6dc21432,3618,2682,451,163,406,63,470,4.83,65.58,245,43873,98.41,60.09,7617,1511,27953,2750,79.23
2018-04-21,SRV-f458097fa3ad,3982,5686,99,1308,175,607,181,24.05,58.35,188,24118,34.66,73.45,2782,4042,58061,5360,68.7
2022-12-08,SRV-376e8ba7b052,491,2255,876,1513,81,1465,248,5.35,69.84,67,10356,27.78,59.66,9992,6093,9884,8517,43.53
2021-11-15,SRV-9b35f6d454cd,520,3545,162,1777,550,1374,139,31.55,45.42,201,349,84.16,31.52,5736,6762,9924,5590,93.04
2018-05-17,SRV-fbb60d8d92b5,369,2706,948,1087,61,421,44,19.86,83.94,130,1622,74.18,43.25,3033,6874,30984,14123,80.57
2023-09-13,SRV-f3c21faccb0b,1512,8248,424,819,53,253,146,8.28,76.29,40,12868,16.35,70.51,7848,7231,14395,6300,70.51
2024-08-08,SRV-022d1cd228fc,1781,3900,594,1658,516,1532,418,19.0,57.73,213,34422,20.61,73.14,2183,571,54953,1187,63.11
2023-08-12,SRV-bb0817d3eaf7,2611,5674,1806,1062,196,1512,485,12.95,78.61,92,25206,45.25,33.08,9794,6921,31955,8595,91.01
2022-04-25,SRV-8711b059b3c5,1746,6484,229,1301,85,1543,310,2.13,84.99,50,41233,39.15,67.3,4263,7759,32607,1454,75.15
2020-05-20,SRV-162251669016,1874,6324,1983,1183,223,835,82,9.38,39.07,171,4138,79.83,67.23,3912,232,5006,11973,93.64
2021-04-29,SRV-f1accd743ccc,2048,7288,1711,1230,529,1511,95,18.8,83.98,162,12008,96.73,71.0,7728,6292,16336,7646,59.34
2022-04-06,SRV-084952d6385b,536,5737,540,260,772,771,152,20.62,73.8,83,1909,33.53,68.09,4281,2395,20950,7839,94.4
2020-08-11,SRV-790be4c09df6,204,6538,1227,1188,231,1664,431,29.26,92.84,237,16228,44.77,10.21,6816,1541,9977,10426,47.65
2023-03-26,SRV-2e8407f5252c,3834,7830,1217,1483,502,468,89,19.93,51.77,82,2150,50.33,19.86,8126,6441,51846,428,54.91
2025-08-18,SRV-49eac0fdbd28,2218,5731,884,448,350,149,280,0.99,28.79,69,43607,90.69,44.77,6539,640,53915,17353,86.34
2022-10-29,SRV-416a2cf9f8c4,1116,2430,1262,1515,695,74,78,5.59,96.84,37,5352,56.59,65.03,10607,194,44836,5846,9.51
2024-09-25,SRV-3eb01a7f2b24,3550,6788,1295,382,608,680,89,18.22,93.83,94,23546,65.17,81.21,1171,3416,44615,4553,45.15
2018-05-20,SRV-9d48a70227a4,1531,427,1188,1379,126,46,331,9.41,37.54,118,8949,62.59,33.19,6803,6348,14453,9282,57.94
2020-02-23,SRV-cabb1128d27c,102,184,1218,173,610,1180,513,5.75,86.74,236,7164,19.69,73.03,8048,1141,49476,7958,32.98
2020-11-09,SRV-4493b9ec108f,2919,2436,1398,1811,661,1557,201,29.34,81.39,115,54550,59.04,11.02,10664,5021,34522,3852,15.68
2024-01-11,SRV-d43d982324b2,2076,7559,972,990,733,1046,501,21.32,46.13,31,12901,35.87,64.88,5926,2564,25675,3766,55.42
2019-07-24,SRV-9b55d2ff55f9,2937,1336,2133,1954,684,390,488,1.42,91.46,34,12332,39.1,22.33,7037,724,60446,11996,45.57
2025-02-06,SRV-6ce134ca6f22,3049,1745,1105,1064,730,521,283,27.35,29.24,7,50681,26.32,49.78,207,2078,55683,11813,54.53
2025-06-30,SRV-baa6c4abbeca,1465,4673,780,1770,722,1676,475,25.48,26.44,148,10840,12.7,24.46,1202,2025,22460,4508,0.11
2024-09-27,SRV-a069655ee167,3820,2949,603,799,99,1648,470,1.57,71.26,86,27083,89.28,51.49,8295,1333,55166,7156,51.64
2020-07-26,SRV-1b5507589ff1,2965,2811,1353,944,474,86,153,25.64,61.25,59,20971,41.31,17.36,8063,2708,1824,4834,58.65
2024-11-17,SRV-2ea27f423e16,1277,6250,739,553,478,337,501,16.11,64.96,25,17957,63.2,71.65,717,2048,42447,14524,83.47
2024-03-21,SRV-2adfa0fafd93,1696,1317,511,640,788,1585,244,33.45,43.5,100,31325,38.82,37.43,11736,7435,64513,6683,31.98
2024-02-09,SRV-6aa109453f16,2543,1586,1953,1379,592,1326,428,8.66,77.34,231,47563,92.57,72.24,2937,5436,18426,8311,88.38
2019-03-26,SRV-642b47eb99c3,2108,7060,1351,998,683,134,122,20.46,30.7,224,42751,49.27,2.12,7499,33,28486,9662,21.92
2019-05-29,SRV-ebd97db24620,3222,144,2224,1215,761,357,451,4.05,30.61,184,25177,43.96,12.73,6599,1235,18744,1076,75.67
2019-02-19,SRV-7c2c5d5d0f9a,1579,5003,1850,914,369,1109,401,13.36,76.68,190,54353,48.39,6.52,10058,8019,38322,9549,91.59
2022-12-31,SRV-d34f251f32b3,1496,1887,1110,1344,336,989,450,32.95,25.36,153,22292,42.75,56.7,10216,5377,51363,3388,70.94
2023-06-04,SRV-bcc95ad76eb6,1801,1045,592,306,367,1774,246,30.5,97.51,167,10875,68.57,47.95,67,5965,7138,11055,98.16
2024-11-10,SRV-f1cd25818985,603,3104,56,79,360,1482,137,24.81,60.94,168,53345,39.1,37.8,6999,3285,718,12746,93.68
2018-07-15,SRV-3de5e1d26411,3473,1346,1460,1211,159,759,179,8.27,91.94,128,15819,31.1,10.95,8433,2570,13856,8692,39.41
2019-11-24,SRV-43ba50f98a41,3258,7541,1128,1588,106,1700,364,15.26,72.36,69,51394,59.45,57.07,4019,5652,28961,6475,77.8
2018-12-04,SRV-ddf11138176e,1742,4792,1245,1603,11,1533,489,21.43,34.7,176,35382,35.46,74.24,1778,7991,46945,12231,24.65
2024-03-24,SRV-9aa83a08eef3,3054,5695,1940,1161,131,620,140,20.41,55.07,73,49733,44.07,71.63,3463,7167,3172,13056,8.75
2022-11-04,SRV-9f3421567f62,2603,3879,103,1158,763,655,251,14.18,63.72,79,9012,38.91,37.52,7150,3766,60539,13349,2.02
2022-04-05,SRV-2cde827881c8,1184,1332,2048,1756,479,206,250,2.33,74.43,42,12820,68.59,37.83,5497,7017,44042,12101,26.08
2021-05-31,SRV-089b9ec92433,3549,8649,1221,1395,708,1389,113,14.61,41.69,59,3982,95.91,8.08,9605,2285,18758,12011,23.96
2018-06-12,SRV-5658472d8350,3061,6150,2390,867,117,1751,449,17.95,33.26,246,15738,47.2,19.01,6600,2451,24589,12359,46.41
2022-04-02,SRV-58b87ca0472c,653,6447,1143,1332,349,741,437,27.97,76.96,235,50337,16.61,38.08,11492,1356,42501,1244,1.33
2020-07-04,SRV-bd664ee9d108,2228,5899,2163,1998,701,882,92,20.68,83.65,98,22752,81.33,45.84,4793,8764,32644,11741,29.18
2023-02-18,SRV-143f56657936,196,8110,1585,618,151,714,143,10.9,56.42,123,28272,95.03,67.17,2766,2137,9500,2340,7.81
2018-09-07,SRV-264fa9401e04,83,3117,1860,143,185,1198,311,22.73,98.18,174,37936,18.55,63.08,10562,8176,53330,13949,81.33
2022-10-28,SRV-d0a3002f137b,55,7918,2151,1253,98,226,332,18.82,37.89,149,2276,51.55,13.62,11132,2353,22343,6892,53.7
2025-07-07,SRV-23b45acfa4d4,951,6238,1295,1614,479,1668,127,19.07,74.41,135,36845,59.72,40.17,9184,7537,2798,4967,78.31
2024-11-08,SRV-c59d77e4e1c6,824,8377,1568,1499,229,947,234,31.72,25.52,16,40704,81.15,51.05,8491,2238,49512,3313,41.97
2018-06-26,SRV-3f37a57d9e0c,3313,2429,2407,232,769,541,385,3.82,55.51,81,37557,99.86,52.93,1642,3448,32685,9888,12.33
2018-11-19,SRV-7f5aa9cb1582,1964,6683,852,1812,138,411,514,24.13,92.04,106,24418,96.02,73.79,7275,8683,33223,1525,82.13
2019-06-07,SRV-2c5b15e77cc6,1216,7461,2245,1348,154,1338,331,20.46,62.57,73,9565,10.89,22.09,8628,8982,27612,15115,13.89
2021-04-25,SRV-e6945610289a,2574,8956,678,1080,110,1101,67,10.55,54.66,58,32688,72.57,71.4,6584,1337,64688,3794,61.11
2021-04-19,SRV-e8a54d369277,1887,7068,1351,1295,427,1009,179,8.74,29.53,120,5306,50.58,20.13,620,5326,55417,6795,84.44
2024-01-11,SRV-a54545ba6490,214,8395,221,669,627,1145,98,31.59,63.38,71,43068,62.82,65.81,2625,8847,8398,8364,39.72
2025-01-29,SRV-e7c27076a4cf,1619,7722,1252,634,479,966,70,31.07,49.69,69,47232,60.36,11.96,5528,1958,7431,5388,71.09
2024-12-18,SRV-8ecb8ad75dfa,1782,1220,835,1718,333,24,220,21.66,27.75,222,2525,94.4,12.87,3456,3299,2028,14068,76.54
2019-09-17,SRV-9be8304f447a,1546,670,2001,125,333,674,277,3.36,52.23,134,29376,52.57,4.71,1130,7076,46585,15597,65.02
2022-05-08,SRV-899365978320,2208,5945,1068,1817,212,1597,219,3.64,63.01,212,33606,55.54,21.91,8562,5487,49545,8751,18.43
2021-05-20,SRV-59c27b851743,1614,684,304,24,444,797,218,26.89,74.7,70,25275,13.13,24.61,2802,4520,37291,10289,27.19
2023-06-04,SRV-6acc5dc73661,3453,3457,861,762,178,1416,334,10.69,95.61,46,44135,66.85,71.01,5969,6675,4422,8998,24.33
2024-09-04,SRV-fabff66989c7,3349,1765,2389,674,257,1512,133,33.63,27.71,66,26657,19.37,77.19,1064,4338,30539,27,77.72
2023-05-31,SRV-f0e8f034b073,3393,7246,492,1762,557,1758,450,21.93,96.18,138,39612,12.88,31.73,7616,7624,35555,11324,81.82
2021-10-05,SRV-671983f46839,2954,6736,1904,1304,489,456,421,18.24,54.74,224,4485,32.45,57.81,2523,4410,21810,576,46.38
2024-06-24,SRV-255e282a99f5,1013,6930,2126,689,661,192,445,11.13,44.97,17,25507,58.43,77.85,6583,8906,7921,16874,74.6
2021-04-06,SRV-6b44d261f078,1729,923,265,1813,337,814,273,20.01,38.3,158,12279,90.86,16.44,9569,3813,25498,277,46.03
2019-08-31,SRV-20b84c738233,2625,6439,148,307,22,682,532,34.38,84.69,72,12117,47.53,65.32,6504,1175,46658,4426,2.36
2022-07-06,SRV-462ffbdba82b,3177,823,1691,1080,406,376,156,33.59,59.5,156,12730,62.6,4.45,9273,1735,27088,3832,97.74
2021-01-14,SRV-524b35bcb4bb,290,1060,1646,457,191,832,465,30.9,46.75,208,24312,45.62,0.59,1579,7755,21885,8960,42.01
2022-12-12,SRV-51db560ad160,956,1929,642,1965,529,1455,249,27.86,79.72,140,7612,47.69,7.09,5370,4183,60300,4982,3.94
2023-11-08,SRV-75c0d4c1abd1,1843,2921,838,1586,649,843,23,28.06,97.81,108,36465,98.3,32.15,9236,8855,27881,9750,35.6
2024-09-30,SRV-d8f0da6c7ebf,2645,3652,417,350,449,242,81,34.52,49.44,152,37195,12.51,83.35,4236,7986,36563,16369,54.07
2019-03-19,SRV-4f6af9a8bd47,961,2269,189,1067,479,996,309,15.12,77.31,199,38661,61.97,59.74,7437,2877,14726,4917,9.8
2021-04-08,SRV-0c86ed49a254,1490,3245,2435,1964,663,91,89,24.68,26.23,163,51563,62.2,11.95,5286,8291,24651,4220,43.59
2020-03-30,SRV-86c3e904de7f,1887,5543,2445,1422,206,1700,99,8.47,82.23,119,14317,36.53,31.11,5690,56,15310,13858,42.12
2025-04-15,SRV-760324cfe210,3736,2589,1030,527,66,1786,3,23.72,28.93,149,16473,44.33,33.79,7170,1943,11809,1117,70.27
2024-05-06,SRV-b7e45e2a0278,2476,4934,385,1134,101,538,118,13.71,55.58,53,48205,39.09,50.78,4767,2945,33675,6778,14.22
2024-07-28,SRV-3d2e21ff96f8,3362,5794,1661,710,194,27,4,24.3,60.69,163,6759,23.67,8.51,7027,8550,58776,3503,53.04
2021-03-05,SRV-aa79e025582d,3660,3452,326,495,759,159,141,17.94,95.6,141,20854,12.19,46.87,2486,419,61224,12728,44.6
2018-11-12,SRV-4e90fca156b8,3146,8090,2483,1650,393,1363,388,18.49,98.6,20,32572,87.14,30.29,9385,3713,58558,144,98.07
2022-08-16,SRV-0912b50d5916,1004,3863,2380,838,323,516,497,21.11,36.57,208,24410,74.95,15.21,10239,8791,24294,15147,1.7
2025-08-17,SRV-4797e760cd73,1847,8863,1547,308,447,1221,235,1.86,73.48,116,39059,51.5,66.46,5632,7444,61815,17451,99.8
2025-07-29,SRV-4560260e38d8,944,4852,2281,1388,767,1147,412,33.48,79.17,200,4204,17.68,20.54,9702,236,33808,12242,44.36
2019-06-15,SRV-59afc449a2f5,2957,7648,1695,705,95,10,67,5.74,75.19,79,30790,64.15,71.34,3565,5489,1231,11027,57.71
2021-03-08,SRV-9fa801350432,1813,7296,1256,544,43,461,478,6.19,45.69,103,53253,62.01,5.59,11496,6586,30618,16397,88.19
2018-10-18,SRV-2bac732fb4c7,2231,7683,1433,728,118,885,462,0.61,38.17,61,115,68.96,66.09,9005,128,11220,2205,88.3
2024-02-09,SRV-ce7fbb341844,3275,8623,1959,518,737,1648,276,13.84,47.7,208,34865,15.71,78.35,4383,6390,51453,11062,24.36
2018-06-08,SRV-5f95e2b50d8d,1897,1435,312,972,797,1416,202,14.28,42.37,248,41563,34.39,83.8,11046,6863,48318,11131,36.16
2021-03-01,SRV-e526b2c7d394,2317,124,868,523,175,710,466,34.95,33.88,88,30991,63.28,19.59,5935,6070,38996,5792,62.81
2019-02-18,SRV-02316b616ff0,3844,3497,2421,825,663,385,252,27.34,43.65,84,48941,91.13,18.43,6801,4242,14784,3512,49.26
2022-02-18,SRV-70a0a39037ca,1900,5763,375,1226,571,704,407,9.74,76.13,216,30964,98.14,39.48,4461,5111,2788,9298,42.63
2019-07-30,SRV-6e5ab4db829b,3516,5587,2160,415,583,356,409,27.14,33.65,162,30405,14.84,57.52,7693,8655,38300,2542,19.96
2022-05-02,SRV-61b1d38cfb3f,1590,251,889,175,131,142,88,32.69,46.06,80,39109,98.97,20.32,10519,5310,839,12122,11.17
