econ_compare_comparison_year,econ_compare_region_grouping_scheme,econ_compare_region_a_code,econ_compare_region_b_code,econ_compare_metric_name,econ_compare_metric_value_region_a,econ_compare_metric_value_region_b,econ_compare_absolute_difference,econ_compare_percent_difference,econ_compare_rank_region_a,econ_compare_rank_region_b,econ_compare_percentile_region_a,econ_compare_percentile_region_b,econ_compare_inequality_gini_estimate,econ_compare_cost_of_living_index,econ_compare_housing_affordability_index,econ_compare_tax_burden_index,econ_compare_job_growth_rate_pct,econ_compare_population_growth_rate_pct,econ_compare_composite_score
2024,COASTAL_INLAND,REG_A_00477,REG_B_00477,HOUSING_AFFORD,79.76,31.618,48.142,152.261,22,3,38.18,2.55,0.3046,78.664,66.354,28.627,4.374,-2.057,61.265
2024,METRO_TIER,REG_A_00478,REG_B_00478,EXPORT_INTENSITY,64.875,56.0,8.875,15.848,43,46,16.42,89.92,0.4765,147.425,40.27,16.592,9.537,3.866,17.064
2022,COASTAL_INLAND,REG_A_00479,REG_B_00479,WAGE_GROWTH,14.16,97.421,-83.261,-85.465,45,20,12.04,55.83,0.2851,134.45,91.285,19.354,15.105,5.868,12.736
2019,METRO_TIER,REG_A_00480,REG_B_00480,JOB_GROWTH,39.67,43.092,-3.422,-7.941,30,43,91.5,83.87,0.5556,137.87,116.301,32.049,16.169,12.419,32.991
2018,DISTRICT_CLUSTER,REG_A_00481,REG_B_00481,POWER_OUTAGE_HOURS,18.744,99.274,-80.53,-81.119,79,100,34.58,61.89,0.54,120.347,79.301,17.42,18.17,1.648,27.476
2025,DISTRICT_CLUSTER,REG_A_00482,REG_B_00482,WAGE_GROWTH,40.001,98.462,-58.461,-59.374,20,11,11.36,60.18,0.325,101.985,44.82,28.529,-3.729,13.481,48.036
2024,DISTRICT_CLUSTER,REG_A_00483,REG_B_00483,EXPORT_INTENSITY,73.174,17.959,55.215,307.45,29,48,80.85,23.42,0.3703,164.775,83.827,15.861,2.199,12.337,29.594
2023,COASTAL_INLAND,REG_A_00484,REG_B_00484,HOUSING_AFFORD,71.617,69.521,2.096,3.015,76,8,81.37,14.8,0.2528,74.282,115.515,25.802,8.945,14.341,6.7
2018,STATE_UT,REG_A_00485,REG_B_00485,UNEMP_RATE,48.381,86.646,-38.265,-44.162,35,30,4.2,6.6,0.4237,117.826,125.859,34.703,3.903,13.206,66.43
2019,REGION_ZONE,REG_A_00486,REG_B_00486,COST_OF_LIVING,30.543,25.843,4.7,18.187,41,84,48.51,47.84,0.4967,153.236,44.826,25.717,9.234,5.798,91.226
2020,REGION_ZONE,REG_A_00487,REG_B_00487,JOB_GROWTH,33.887,71.375,-37.488,-52.523,13,68,2.15,50.54,0.2888,70.8,86.815,25.791,14.632,-1.53,79.709
2020,COASTAL_INLAND,REG_A_00488,REG_B_00488,WAGE_GROWTH,62.702,4.432,58.27,1314.756,79,26,90.7,72.43,0.4707,81.44,50.354,25.026,7.276,6.716,12.898
2017,METRO_TIER,REG_A_00489,REG_B_00489,WAGE_GROWTH,32.225,2.152,30.073,1397.444,82,15,10.98,62.56,0.5712,92.041,99.896,21.651,5.415,11.928,90.861
2016,METRO_TIER,REG_A_00490,REG_B_00490,GSDP_PER_CAPITA,75.473,5.018,70.455,1404.045,28,73,34.77,81.62,0.5756,160.55,65.562,19.705,4.587,14.309,81.59
2019,STATE_UT,REG_A_00491,REG_B_00491,POWER_OUTAGE_HOURS,82.821,92.944,-10.123,-10.892,11,75,98.35,39.51,0.4905,94.945,56.154,22.369,2.142,-1.17,93.387
2025,STATE_UT,REG_A_00492,REG_B_00492,UNEMP_RATE,41.825,78.418,-36.593,-46.664,45,14,11.99,64.88,0.3427,161.166,94.383,28.66,-6.448,8.018,65.508
2016,REGION_ZONE,REG_A_00493,REG_B_00493,COST_OF_LIVING,1.092,54.209,-53.117,-97.986,56,83,13.64,29.46,0.2958,131.016,67.295,34.235,0.848,13.03,1.043
2018,METRO_TIER,REG_A_00494,REG_B_00494,WAGE_GROWTH,52.113,9.253,42.86,463.201,28,46,42.11,94.84,0.2516,72.414,49.361,33.328,15.78,1.156,43.542
2021,METRO_TIER,REG_A_00495,REG_B_00495,HOUSING_AFFORD,88.635,71.045,17.59,24.759,18,95,28.65,28.01,0.3692,119.901,137.514,32.961,-0.91,-4.271,22.737
2017,METRO_TIER,REG_A_00496,REG_B_00496,COST_OF_LIVING,16.205,9.236,6.969,75.455,58,65,33.86,7.96,0.3413,160.445,95.834,21.805,14.545,12.642,93.763
2025,COASTAL_INLAND,REG_A_00497,REG_B_00497,STARTUP_DENSITY,66.117,29.814,36.303,121.765,10,39,37.87,94.92,0.2524,94.543,76.296,30.111,7.598,5.139,65.875
2021,COASTAL_INLAND,REG_A_00498,REG_B_00498,JOB_GROWTH,33.888,76.822,-42.934,-55.888,60,7,2.22,93.54,0.5317,150.653,61.885,31.912,13.14,2.676,5.895
2018,METRO_TIER,REG_A_00499,REG_B_00499,STARTUP_DENSITY,16.187,82.353,-66.166,-80.344,27,65,24.57,93.87,0.4732,86.602,102.489,13.13,18.135,-0.47,91.097
2025,REGION_ZONE,REG_A_00500,REG_B_00500,JOB_GROWTH,11.816,35.965,-24.149,-67.146,85,4,60.77,32.01,0.4205,111.657,77.986,5.298,4.398,7.448,83.058
2021,DISTRICT_CLUSTER,REG_A_00501,REG_B_00501,STARTUP_DENSITY,20.743,7.554,13.189,174.596,44,11,23.01,62.41,0.2673,162.075,94.701,20.421,10.722,13.927,76.05
2023,STATE_UT,REG_A_00502,REG_B_00502,HOUSING_AFFORD,60.246,59.127,1.119,1.893,78,8,18.89,29.14,0.4737,120.675,77.047,18.69,16.95,10.477,35.581
2025,COASTAL_INLAND,REG_A_00503,REG_B_00503,GSDP_PER_CAPITA,81.618,63.941,17.677,27.646,78,15,58.05,61.33,0.2572,134.765,57.446,7.941,15.429,7.241,46.366
2023,STATE_UT,REG_A_00504,REG_B_00504,GSDP_PER_CAPITA,37.009,23.537,13.472,57.238,34,52,17.37,13.85,0.2683,140.287,70.662,21.093,19.373,7.269,22.551
2025,DISTRICT_CLUSTER,REG_A_00505,REG_B_00505,COST_OF_LIVING,48.697,46.448,2.249,4.842,71,21,13.25,22.03,0.4782,109.204,103.633,9.258,10.836,0.169,50.74
2019,DISTRICT_CLUSTER,REG_A_00506,REG_B_00506,HOUSING_AFFORD,32.071,69.02,-36.949,-53.534,79,91,43.37,30.85,0.5447,147.671,130.033,13.356,9.804,3.073,90.226
2018,METRO_TIER,REG_A_00507,REG_B_00507,INFLATION_CPI,52.356,39.506,12.85,32.527,18,46,13.37,96.73,0.422,97.575,111.589,9.82,4.25,-0.918,3.27
2023,REGION_ZONE,REG_A_00508,REG_B_00508,EXPORT_INTENSITY,29.287,46.037,-16.75,-36.384,62,97,48.47,24.67,0.5742,139.267,86.23,6.786,15.131,10.17,70.453
2020,COASTAL_INLAND,REG_A_00509,REG_B_00509,GSDP_PER_CAPITA,21.74,2.468,19.272,780.875,2,10,70.98,75.92,0.5825,162.177,110.674,6.862,14.55,-3.409,1.882
2016,COASTAL_INLAND,REG_A_00510,REG_B_00510,INFLATION_CPI,34.547,97.789,-63.242,-64.672,48,58,26.48,16.88,0.5462,145.415,71.857,21.181,15.937,-0.902,97.719
2025,METRO_TIER,REG_A_00511,REG_B_00511,COST_OF_LIVING,68.777,77.488,-8.711,-11.242,91,15,51.82,14.99,0.4665,123.223,76.294,23.728,2.354,0.734,44.389
2020,REGION_ZONE,REG_A_00512,REG_B_00512,EXPORT_INTENSITY,69.282,78.02,-8.738,-11.2,84,11,17.47,52.07,0.4134,96.61,111.867,23.046,5.896,-0.33,50.742
2025,STATE_UT,REG_A_00513,REG_B_00513,HOUSING_AFFORD,17.24,7.257,9.983,137.564,21,13,26.57,66.28,0.4416,120.224,107.317,6.635,-5.877,-1.537,76.582
2022,DISTRICT_CLUSTER,REG_A_00514,REG_B_00514,HOUSING_AFFORD,69.049,30.994,38.055,122.782,43,53,29.96,0.77,0.4988,131.897,106.269,25.592,2.133,9.544,71.43
2018,STATE_UT,REG_A_00515,REG_B_00515,POP_GROWTH,17.681,11.895,5.786,48.642,58,58,17.02,18.67,0.4554,129.733,110.978,9.995,-4.024,12.44,25.63
2020,COASTAL_INLAND,REG_A_00516,REG_B_00516,HOUSING_AFFORD,87.122,20.31,66.812,328.961,91,52,75.9,21.82,0.4687,79.883,123.235,34.096,-9.819,9.233,88.362
2023,METRO_TIER,REG_A_00517,REG_B_00517,JOB_GROWTH,74.48,5.349,69.131,1292.41,51,11,88.88,2.1,0.5491,154.466,135.432,5.902,8.164,12.28,83.923
2024,DISTRICT_CLUSTER,REG_A_00518,REG_B_00518,WAGE_GROWTH,72.336,49.363,22.973,46.539,28,8,22.94,8.67,0.2763,166.494,98.635,13.521,-5.632,14.835,85.987
2025,COASTAL_INLAND,REG_A_00519,REG_B_00519,WAGE_GROWTH,40.374,46.993,-6.619,-14.085,39,11,35.24,26.05,0.2712,133.788,118.459,26.178,-0.286,13.322,10.357
2019,STATE_UT,REG_A_00520,REG_B_00520,UNEMP_RATE,27.115,13.091,14.024,107.127,9,90,78.55,0.42,0.2786,100.875,84.179,32.438,11.244,10.505,84.465
2025,STATE_UT,REG_A_00521,REG_B_00521,HOUSING_AFFORD,4.181,18.314,-14.133,-77.17,2,69,74.67,37.22,0.5156,154.271,126.244,25.485,11.921,0.516,4.015
2019,STATE_UT,REG_A_00522,REG_B_00522,UNEMP_RATE,15.455,86.116,-70.661,-82.053,52,91,18.67,54.52,0.5092,118.317,106.379,31.407,-3.739,-1.684,55.438
2016,METRO_TIER,REG_A_00523,REG_B_00523,EXPORT_INTENSITY,64.183,77.143,-12.96,-16.8,1,33,96.81,24.84,0.5574,85.93,98.851,14.87,10.318,-4.025,48.313
2024,METRO_TIER,REG_A_00524,REG_B_00524,JOB_GROWTH,19.584,44.503,-24.919,-55.994,47,80,9.25,96.44,0.3047,121.398,66.79,28.141,17.028,-2.512,66.091
2019,REGION_ZONE,REG_A_00525,REG_B_00525,EXPORT_INTENSITY,31.835,13.364,18.471,138.215,49,50,89.29,19.55,0.2187,121.835,55.3,12.025,4.646,11.625,70.66
2017,COASTAL_INLAND,REG_A_00526,REG_B_00526,WAGE_GROWTH,52.098,82.672,-30.574,-36.982,72,58,23.8,35.18,0.4938,77.51,72.294,29.385,14.739,3.28,25.168
2022,DISTRICT_CLUSTER,REG_A_00527,REG_B_00527,UNEMP_RATE,71.232,12.4,58.832,474.452,70,3,40.9,68.73,0.5587,153.526,134.72,10.09,-7.509,6.287,77.793
2020,STATE_UT,REG_A_00528,REG_B_00528,EXPORT_INTENSITY,69.822,92.717,-22.895,-24.693,55,93,72.63,91.91,0.3051,123.49,88.346,31.584,5.384,7.441,67.456
2022,REGION_ZONE,REG_A_00529,REG_B_00529,POP_GROWTH,98.261,70.131,28.13,40.111,83,30,52.8,35.86,0.5944,83.867,121.637,18.493,-9.196,0.974,70.263
2019,STATE_UT,REG_A_00530,REG_B_00530,POP_GROWTH,33.556,60.513,-26.957,-44.547,94,48,29.99,58.32,0.4362,118.899,69.027,27.805,5.613,13.68,95.329
2019,METRO_TIER,REG_A_00531,REG_B_00531,WAGE_GROWTH,93.531,10.442,83.089,795.719,80,57,15.08,50.19,0.2904,76.105,102.199,7.315,17.758,14.598,85.27
2018,METRO_TIER,REG_A_00532,REG_B_00532,UNEMP_RATE,13.564,68.587,-55.023,-80.224,29,99,46.94,14.47,0.423,124.533,40.578,26.29,8.942,14.976,21.233
2018,STATE_UT,REG_A_00533,REG_B_00533,COST_OF_LIVING,5.979,54.372,-48.393,-89.004,57,30,98.61,79.42,0.227,103.758,61.923,33.965,17.653,7.411,57.232
2020,COASTAL_INLAND,REG_A_00534,REG_B_00534,UNEMP_RATE,48.74,67.334,-18.594,-27.615,4,55,65.6,80.77,0.5064,156.832,50.21,21.421,-0.613,5.573,89.673
2016,COASTAL_INLAND,REG_A_00535,REG_B_00535,STARTUP_DENSITY,49.579,89.334,-39.755,-44.502,70,23,76.27,5.46,0.2902,164.902,100.655,24.112,16.536,2.875,68.426
2017,DISTRICT_CLUSTER,REG_A_00536,REG_B_00536,INFLATION_CPI,11.843,87.174,-75.331,-86.415,96,50,18.72,88.67,0.5198,130.524,79.383,9.36,-7.801,-0.984,23.717
2023,STATE_UT,REG_A_00537,REG_B_00537,WAGE_GROWTH,30.55,58.453,-27.903,-47.736,76,54,84.76,89.91,0.3728,141.191,103.235,11.21,-3.425,10.82,9.101
2020,STATE_UT,REG_A_00538,REG_B_00538,UNEMP_RATE,54.164,53.63,0.534,0.996,32,64,47.36,70.57,0.3204,99.454,97.611,11.733,-1.632,2.547,81.83
2020,DISTRICT_CLUSTER,REG_A_00539,REG_B_00539,UNEMP_RATE,85.229,60.491,24.738,40.895,85,23,32.74,63.19,0.4602,145.701,85.497,28.617,-6.115,9.703,81.797
2018,REGION_ZONE,REG_A_00540,REG_B_00540,INFLATION_CPI,15.375,49.525,-34.15,-68.955,28,66,28.88,42.11,0.3905,139.539,46.181,9.264,17.02,-0.101,90.238
2021,DISTRICT_CLUSTER,REG_A_00541,REG_B_00541,EXPORT_INTENSITY,9.915,81.27,-71.355,-87.8,69,37,92.83,74.06,0.3836,95.008,121.836,23.859,13.022,2.854,93.594
2018,STATE_UT,REG_A_00542,REG_B_00542,WAGE_GROWTH,55.247,35.974,19.273,53.575,14,20,9.23,32.69,0.4323,168.865,117.676,9.422,3.498,8.126,27.984
2023,STATE_UT,REG_A_00543,REG_B_00543,POWER_OUTAGE_HOURS,35.354,4.944,30.41,615.089,27,60,57.99,96.11,0.2386,156.294,137.521,23.53,-9.931,6.461,72.18
2020,STATE_UT,REG_A_00544,REG_B_00544,POWER_OUTAGE_HOURS,90.433,76.137,14.296,18.777,27,42,67.83,97.38,0.5977,151.459,54.132,15.752,-6.057,3.892,70.966
2022,COASTAL_INLAND,REG_A_00545,REG_B_00545,UNEMP_RATE,15.457,10.257,5.2,50.697,17,31,3.1,81.27,0.5713,153.113,126.192,6.301,14.152,14.541,72.006
2021,REGION_ZONE,REG_A_00546,REG_B_00546,STARTUP_DENSITY,89.893,84.076,5.817,6.919,89,100,17.92,0.03,0.494,162.312,64.857,6.532,-1.852,9.754,19.617
2020,METRO_TIER,REG_A_00547,REG_B_00547,STARTUP_DENSITY,42.01,99.473,-57.463,-57.767,69,50,30.58,98.97,0.4319,74.216,57.64,11.446,18.501,-3.484,34.979
2025,METRO_TIER,REG_A_00548,REG_B_00548,UNEMP_RATE,11.114,57.351,-46.237,-80.621,18,28,47.91,91.48,0.5057,91.033,56.712,13.221,13.331,13.09,11.445
2023,STATE_UT,REG_A_00549,REG_B_00549,COST_OF_LIVING,32.995,72.93,-39.935,-54.758,87,33,35.54,73.43,0.3405,153.643,119.727,12.336,15.726,6.923,41.292
2022,METRO_TIER,REG_A_00550,REG_B_00550,EXPORT_INTENSITY,4.313,45.564,-41.251,-90.534,4,83,52.2,25.65,0.3686,145.387,54.657,21.961,9.167,14.114,9.004
2017,STATE_UT,REG_A_00551,REG_B_00551,EXPORT_INTENSITY,99.808,56.493,43.315,76.673,41,61,7.04,66.11,0.3405,151.549,111.852,27.08,19.842,8.909,2.477
2017,METRO_TIER,REG_A_00552,REG_B_00552,UNEMP_RATE,81.448,67.064,14.384,21.448,60,72,69.86,28.24,0.2659,102.616,120.701,20.66,7.003,6.749,82.697
2019,METRO_TIER,REG_A_00553,REG_B_00553,HOUSING_AFFORD,98.494,62.86,35.634,56.688,68,30,47.62,17.75,0.3359,123.375,103.2,30.035,11.122,6.72,59.798
2021,REGION_ZONE,REG_A_00554,REG_B_00554,HOUSING_AFFORD,56.296,77.978,-21.682,-27.805,81,22,45.02,72.91,0.5768,80.682,62.645,10.817,4.959,2.204,5.937
2020,STATE_UT,REG_A_00555,REG_B_00555,INFLATION_CPI,82.748,52.197,30.551,58.53,90,84,58.82,16.28,0.5878,102.22,126.321,29.784,-2.164,-2.81,22.639
2016,REGION_ZONE,REG_A_00556,REG_B_00556,GSDP_PER_CAPITA,58.789,43.138,15.651,36.281,59,13,5.91,67.16,0.3982,161.48,50.982,18.325,-0.046,3.915,35.477
2020,COASTAL_INLAND,REG_A_00557,REG_B_00557,POWER_OUTAGE_HOURS,97.883,62.108,35.775,57.601,4,73,82.05,67.2,0.5018,93.155,93.004,16.863,-5.146,-4.446,24.873
2024,REGION_ZONE,REG_A_00558,REG_B_00558,HOUSING_AFFORD,81.247,75.924,5.323,7.011,55,1,0.72,60.52,0.5064,156.458,51.794,13.754,-6.756,14.993,93.638
2023,DISTRICT_CLUSTER,REG_A_00559,REG_B_00559,HOUSING_AFFORD,83.026,0.999,82.027,8210.911,32,79,1.01,88.32,0.3215,104.343,113.478,19.54,-4.756,-2.59,56.805
2016,STATE_UT,REG_A_00560,REG_B_00560,EXPORT_INTENSITY,95.916,72.567,23.349,32.176,34,82,66.21,46.05,0.4902,121.297,119.642,22.773,13.922,5.069,12.549
2025,REGION_ZONE,REG_A_00561,REG_B_00561,JOB_GROWTH,62.222,97.684,-35.462,-36.303,57,76,2.22,81.87,0.426,81.551,66.126,11.368,6.556,-1.831,35.33
2019,REGION_ZONE,REG_A_00562,REG_B_00562,STARTUP_DENSITY,29.702,68.915,-39.213,-56.901,86,52,14.58,99.29,0.2117,125.727,124.657,15.824,17.168,-4.772,36.512
2016,COASTAL_INLAND,REG_A_00563,REG_B_00563,UNEMP_RATE,85.054,16.458,68.596,416.794,9,39,73.91,72.27,0.3638,93.166,63.386,28.979,-7.603,12.549,14.624
2024,DISTRICT_CLUSTER,REG_A_00564,REG_B_00564,COST_OF_LIVING,73.066,36.193,36.873,101.879,97,27,5.45,45.92,0.5476,133.302,54.673,20.332,4.789,5.077,30.78
2023,COASTAL_INLAND,REG_A_00565,REG_B_00565,GSDP_PER_CAPITA,75.423,30.271,45.152,149.159,18,27,80.08,75.97,0.4312,163.276,107.295,30.663,12.114,5.103,7.314
2025,COASTAL_INLAND,REG_A_00566,REG_B_00566,POP_GROWTH,37.01,93.746,-56.736,-60.521,81,70,98.94,65.99,0.4857,90.634,51.869,8.714,15.28,2.225,52.948
2022,REGION_ZONE,REG_A_00567,REG_B_00567,GSDP_PER_CAPITA,87.125,8.8,78.325,890.057,29,90,55.32,77.15,0.4417,166.316,128.404,15.764,15.985,4.261,37.212
2025,DISTRICT_CLUSTER,REG_A_00568,REG_B_00568,UNEMP_RATE,8.425,16.126,-7.701,-47.755,54,2,23.25,38.06,0.3349,138.732,44.399,8.965,-8.466,9.521,3.757
2025,REGION_ZONE,REG_A_00569,REG_B_00569,POP_GROWTH,55.363,86.248,-30.885,-35.81,22,31,89.08,35.68,0.2041,83.93,82.856,32.079,-7.157,3.688,45.408
2024,DISTRICT_CLUSTER,REG_A_00570,REG_B_00570,JOB_GROWTH,77.294,72.135,5.159,7.152,74,27,21.03,52.93,0.5439,137.261,136.402,18.398,-9.399,1.96,25.973
2016,DISTRICT_CLUSTER,REG_A_00571,REG_B_00571,UNEMP_RATE,45.929,81.236,-35.307,-43.462,88,16,8.51,27.46,0.5246,102.35,118.644,17.459,4.43,-1.821,16.05
2024,METRO_TIER,REG_A_00572,REG_B_00572,HOUSING_AFFORD,63.802,15.349,48.453,315.675,72,7,2.63,56.72,0.2323,128.29,80.611,25.407,7.243,1.929,21.156
2016,DISTRICT_CLUSTER,REG_A_00573,REG_B_00573,GSDP_PER_CAPITA,15.953,20.936,-4.983,-23.801,67,29,67.71,41.48,0.279,124.495,101.796,10.489,12.914,10.079,97.196
2019,STATE_UT,REG_A_00574,REG_B_00574,EXPORT_INTENSITY,20.41,73.371,-52.961,-72.182,18,53,78.74,9.58,0.5878,103.273,41.801,21.536,1.95,4.483,6.577
2018,STATE_UT,REG_A_00575,REG_B_00575,INFLATION_CPI,26.725,83.841,-57.116,-68.124,49,49,15.8,80.06,0.3053,139.468,124.846,19.535,7.888,-1.979,40.802
2016,COASTAL_INLAND,REG_A_00576,REG_B_00576,EXPORT_INTENSITY,73.786,65.79,7.996,12.154,47,90,49.39,99.13,0.345,121.504,82.576,5.889,-4.185,1.238,73.874
2019,REGION_ZONE,REG_A_00577,REG_B_00577,JOB_GROWTH,38.425,85.03,-46.605,-54.81,73,88,71.64,95.43,0.5885,76.617,99.388,28.128,6.863,5.052,92.503
2024,DISTRICT_CLUSTER,REG_A_00578,REG_B_00578,COST_OF_LIVING,52.262,52.714,-0.452,-0.857,15,88,76.71,39.88,0.2738,145.536,40.347,14.138,-0.8,-3.81,22.045
2017,DISTRICT_CLUSTER,REG_A_00579,REG_B_00579,INFLATION_CPI,41.555,63.896,-22.341,-34.965,2,76,66.16,1.04,0.3413,160.212,101.844,13.407,11.726,2.937,35.053
2024,METRO_TIER,REG_A_00580,REG_B_00580,UNEMP_RATE,72.077,64.71,7.367,11.385,80,13,63.07,76.21,0.5407,161.86,53.307,28.151,10.482,3.065,90.686
2025,REGION_ZONE,REG_A_00581,REG_B_00581,WAGE_GROWTH,75.57,71.201,4.369,6.136,83,44,2.23,87.73,0.3613,100.22,46.751,18.664,8.391,3.763,12.787
2022,REGION_ZONE,REG_A_00582,REG_B_00582,GSDP_PER_CAPITA,18.077,59.244,-41.167,-69.487,44,90,43.77,75.29,0.3351,131.436,73.976,10.446,5.428,-0.947,85.818
2016,METRO_TIER,REG_A_00583,REG_B_00583,GSDP_PER_CAPITA,2.362,70.713,-68.351,-96.66,95,46,58.32,60.61,0.2163,79.62,83.221,19.623,14.311,-3.682,42.903
2017,REGION_ZONE,REG_A_00584,REG_B_00584,HOUSING_AFFORD,31.858,94.003,-62.145,-66.11,62,14,55.24,90.42,0.554,126.674,92.098,17.74,-3.593,13.009,46.656
2019,COASTAL_INLAND,REG_A_00585,REG_B_00585,STARTUP_DENSITY,91.995,69.529,22.466,32.312,28,91,10.01,28.79,0.4022,89.14,112.672,8.986,-1.285,1.811,87.43
2016,REGION_ZONE,REG_A_00586,REG_B_00586,WAGE_GROWTH,57.27,89.87,-32.6,-36.275,10,40,7.71,15.21,0.3107,101.897,83.111,33.095,-1.931,6.565,5.027
2016,DISTRICT_CLUSTER,REG_A_00587,REG_B_00587,INFLATION_CPI,48.58,99.77,-51.19,-51.308,93,42,29.71,84.55,0.5148,148.09,113.995,13.615,19.677,13.516,27.291
2016,DISTRICT_CLUSTER,REG_A_00588,REG_B_00588,INFLATION_CPI,87.374,88.252,-0.878,-0.995,81,12,18.41,10.87,0.2585,166.038,109.297,20.969,17.303,8.419,80.475
2021,REGION_ZONE,REG_A_00589,REG_B_00589,HOUSING_AFFORD,66.957,26.377,40.58,153.846,86,57,49.48,0.62,0.4148,168.902,130.948,26.222,13.803,14.852,38.661
2019,DISTRICT_CLUSTER,REG_A_00590,REG_B_00590,EXPORT_INTENSITY,45.642,10.598,35.044,330.666,95,75,65.81,67.96,0.521,151.796,75.536,18.64,-5.765,1.207,12.823
2020,DISTRICT_CLUSTER,REG_A_00591,REG_B_00591,EXPORT_INTENSITY,38.382,53.31,-14.928,-28.002,68,19,18.61,95.96,0.5313,124.844,41.64,23.743,-5.986,12.211,27.448
2020,REGION_ZONE,REG_A_00592,REG_B_00592,POP_GROWTH,22.454,4.253,18.201,427.957,34,89,70.78,49.47,0.4993,162.88,98.193,18.259,7.779,6.414,40.449
2018,STATE_UT,REG_A_00593,REG_B_00593,POP_GROWTH,58.783,88.857,-30.074,-33.845,74,69,63.67,54.87,0.2526,114.418,88.323,6.69,-1.076,1.325,30.774
2018,STATE_UT,REG_A_00594,REG_B_00594,WAGE_GROWTH,26.256,17.257,8.999,52.147,50,20,94.48,0.81,0.2291,119.726,130.687,29.703,11.824,9.827,48.92
2018,COASTAL_INLAND,REG_A_00595,REG_B_00595,HOUSING_AFFORD,96.379,41.202,55.177,133.918,43,35,86.34,70.79,0.2463,108.313,55.005,17.861,-7.988,11.748,31.22
2023,DISTRICT_CLUSTER,REG_A_00596,REG_B_00596,WAGE_GROWTH,48.989,34.677,14.312,41.272,1,76,62.58,74.15,0.5336,84.692,77.195,22.98,-9.911,12.82,13.872
2018,REGION_ZONE,REG_A_00597,REG_B_00597,STARTUP_DENSITY,3.488,42.561,-39.073,-91.805,53,83,29.89,69.53,0.4984,133.61,102.368,6.141,16.427,7.961,92.424
2019,DISTRICT_CLUSTER,REG_A_00598,REG_B_00598,INFLATION_CPI,8.322,94.634,-86.312,-91.206,35,6,37.9,15.46,0.3033,153.653,101.464,8.741,17.893,4.44,89.825
2016,REGION_ZONE,REG_A_00599,REG_B_00599,POWER_OUTAGE_HOURS,52.534,18.509,34.025,183.829,13,99,54.49,67.13,0.2159,154.006,85.237,22.028,-6.56,7.956,23.135
2020,DISTRICT_CLUSTER,REG_A_00600,REG_B_00600,WAGE_GROWTH,78.843,65.358,13.485,20.633,48,6,27.5,72.84,0.4991,84.424,53.621,33.203,5.298,1.946,89.11
2017,REGION_ZONE,REG_A_00601,REG_B_00601,EXPORT_INTENSITY,75.327,81.904,-6.577,-8.03,55,38,94.84,2.45,0.3535,105.358,119.285,27.51,15.204,0.253,96.415
2018,COASTAL_INLAND,REG_A_00602,REG_B_00602,JOB_GROWTH,77.222,15.468,61.754,399.237,28,12,19.32,68.84,0.2581,128.501,113.328,32.418,1.832,5.755,87.497
2018,METRO_TIER,REG_A_00603,REG_B_00603,POWER_OUTAGE_HOURS,7.915,71.951,-64.036,-88.999,37,33,83.48,76.98,0.563,90.694,44.58,22.411,-8.786,-3.573,32.126
2018,REGION_ZONE,REG_A_00604,REG_B_00604,COST_OF_LIVING,62.986,77.537,-14.551,-18.767,14,98,74.22,81.33,0.4065,147.405,91.31,7.796,16.79,12.086,70.571
2020,REGION_ZONE,REG_A_00605,REG_B_00605,POP_GROWTH,90.467,49.779,40.688,81.737,53,98,3.41,40.39,0.3076,70.112,96.816,10.197,-5.942,-4.978,53.507
2020,COASTAL_INLAND,REG_A_00606,REG_B_00606,POP_GROWTH,43.234,30.516,12.718,41.676,78,71,25.87,88.72,0.5385,145.8,42.565,14.412,14.142,-1.204,58.039
2020,REGION_ZONE,REG_A_00607,REG_B_00607,HOUSING_AFFORD,86.66,52.258,34.402,65.831,37,63,1.34,90.82,0.3888,166.205,128.54,26.81,-8.92,-4.108,14.516
2024,REGION_ZONE,REG_A_00608,REG_B_00608,EXPORT_INTENSITY,2.294,17.444,-15.15,-86.849,34,81,66.25,86.52,0.3078,149.997,40.569,16.936,9.432,-1.501,28.399
2016,DISTRICT_CLUSTER,REG_A_00609,REG_B_00609,WAGE_GROWTH,30.406,48.372,-17.966,-37.141,73,83,70.88,29.55,0.4711,163.675,108.59,32.088,-2.344,7.96,12.58
2021,REGION_ZONE,REG_A_00610,REG_B_00610,UNEMP_RATE,86.276,20.171,66.105,327.723,39,41,54.42,92.44,0.3194,94.535,126.415,17.593,15.459,4.447,73.769
2020,DISTRICT_CLUSTER,REG_A_00611,REG_B_00611,HOUSING_AFFORD,21.687,6.216,15.471,248.89,66,33,98.48,96.9,0.4507,145.754,89.068,27.046,16.222,4.734,72.978
2017,METRO_TIER,REG_A_00612,REG_B_00612,EXPORT_INTENSITY,14.299,0.056,14.243,25433.929,17,41,92.68,83.22,0.4355,82.136,89.113,13.129,5.807,3.359,7.11
2022,REGION_ZONE,REG_A_00613,REG_B_00613,COST_OF_LIVING,5.211,56.639,-51.428,-90.8,38,37,95.41,96.82,0.4985,132.221,123.321,31.213,13.127,14.464,53.749
2025,METRO_TIER,REG_A_00614,REG_B_00614,POWER_OUTAGE_HOURS,64.126,60.067,4.059,6.757,69,91,75.32,12.0,0.3755,113.135,50.091,17.843,-7.03,-3.882,85.002
