trans_air_reference_month,trans_air_airport_code,trans_air_country_iso2,trans_air_route_pair_code,trans_air_flights_count,trans_air_passengers_count,trans_air_cargo_tonnes,trans_air_delay_minutes_avg,trans_air_cancellation_rate_pct,trans_air_saf_blend_pct,trans_air_co2e_emissions_tonnes,trans_air_ets_covered_flag,trans_air_eu261_claims_count,trans_air_noise_exposure_index,trans_air_ultra_fine_particles_index,trans_air_air_traffic_management_flow_delay_min,trans_air_eurocontrol_network_manager_flag,trans_air_data_source,trans_air_revision_round,trans_air_data_extract_date
2025-04,ATH,MT,ATH-FRA,54843,8475201,270312.33,9.28,4.105,1.8,636137.04,1,93475,0.666,0.9348,1237.63,1,CORSIA_REPORTING,BENCHMARK,2024-02-24
2025-05,LHR,PT,LHR-VIE,51241,2752381,76358.83,18.2,1.106,2.259,773044.33,1,2971,0.9774,1.9672,2056.63,0,EUROCONTROL_STATFOR,FLASH,2024-04-21
2025-06,BER,PL,BER-SXF,7947,709265,60712.3,20.76,4.505,1.957,166706.69,1,7408,0.7431,0.7169,12916.49,1,AIRPORT_OPERATOR_REPORT,FIRST,2026-01-01
2025-07,OTP,AT,OTP-BCN,16248,1307019,20586.6,3.33,3.957,1.512,254062.27,1,4176,0.7451,0.8409,2701.3,1,EASA_ENV_REPORT,SECOND,2024-08-03
2025-08,BCN,HR,BCN-ATH,32100,4310452,61160.22,15.91,4.026,0.192,700190.41,1,25361,1.1298,0.1762,10813.21,1,CORSIA_REPORTING,BENCHMARK,2025-03-14
2025-09,ARN,IT,ARN-MUC,34433,3713527,36738.95,21.23,8.062,1.065,412007.22,1,34268,1.1051,0.5168,10138.59,0,EUROCONTROL_STATFOR,FLASH,2024-08-14
2025-10,BRU,FR,BRU-MXP,100213,11484970,32523.5,5.69,0.566,1.861,1364658.14,1,78208,1.711,0.9206,2140.4,1,AIRPORT_OPERATOR_REPORT,FIRST,2026-01-22
2025-11,GVA,HU,GVA-HEL,30790,5561773,175786.3,26.42,9.774,2.327,292650.47,1,49681,1.5235,2.0548,4825.02,1,EASA_ENV_REPORT,SECOND,2025-10-15
2025-12,SXF,LV,SXF-BUD,26176,3452473,153123.34,23.28,9.38,0.095,534679.56,1,17893,1.6343,0.1142,1913.03,1,CORSIA_REPORTING,BENCHMARK,2025-11-07
2026-01,SOF,LV,SOF-CPH,65291,3411337,242391.68,21.31,7.672,0.325,816837.52,1,28810,0.9811,1.7042,14483.02,1,EUROCONTROL_STATFOR,FLASH,2025-03-22
2026-02,MAD,RO,MAD-GVA,60036,9314796,143793.82,11.46,0.426,0.604,699150.85,1,54303,1.0269,0.3841,5946.99,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-19
2026-03,CPH,BG,CPH-OTP,10824,710799,85354.88,9.08,4.118,0.472,125623.62,1,8411,1.4414,0.1258,6998.21,1,EASA_ENV_REPORT,SECOND,2024-08-14
2026-04,VIE,FR,VIE-OSL,50480,5657785,245647.37,8.3,0.143,0.379,925912.83,0,10894,0.7559,0.1785,7031.81,1,CORSIA_REPORTING,BENCHMARK,2025-02-22
2026-05,ZRH,HR,ZRH-LGW,94436,12030219,277760.65,15.51,6.6,1.424,1086114.54,1,128899,1.0113,1.3864,5940.12,1,EUROCONTROL_STATFOR,FLASH,2024-08-27
2026-06,STN,SK,STN-CDG,23871,3588348,116939.19,12.2,1.955,1.019,346767.4,1,20445,1.1224,0.5118,2356.95,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-01
2026-07,BUD,HR,BUD-PRG,64000,9908895,166218.98,7.25,0.214,0.371,850616.97,1,36709,1.0851,1.4921,3586.29,0,EASA_ENV_REPORT,SECOND,2025-01-01
2026-08,FRA,DE,FRA-STN,41768,6394060,10863.36,15.11,4.573,0.758,482133.23,0,35094,0.8707,1.9807,5959.6,1,CORSIA_REPORTING,BENCHMARK,2025-06-03
2026-09,DUB,LV,DUB-MAD,39675,4186067,164375.62,23.83,9.875,0.78,411341.44,1,17552,0.322,1.8032,3313.41,1,EUROCONTROL_STATFOR,FLASH,2024-04-04
2026-10,PRG,SI,PRG-BRU,56275,3487865,38317.46,4.37,0.761,1.444,1183635.59,0,27483,0.5748,0.6314,8943.65,0,AIRPORT_OPERATOR_REPORT,FIRST,2026-01-13
2026-11,HEL,PT,HEL-BER,39851,2430455,20737.16,12.77,4.842,2.135,852165.03,1,29006,0.8025,1.3484,6352.28,1,EASA_ENV_REPORT,SECOND,2024-03-27
2026-12,MAN,SI,MAN-FCO,73326,7242428,17244.12,2.43,2.062,0.695,1331770.28,1,46733,0.6074,0.1077,2871.3,1,CORSIA_REPORTING,BENCHMARK,2024-04-09
2016-01,HAM,AT,HAM-LIS,33280,5522660,70111.29,14.59,2.359,0.343,525393.16,1,58669,0.3438,2.1898,7478.69,1,EUROCONTROL_STATFOR,FLASH,2024-05-31
2016-02,CDG,ES,CDG-HAM,90986,14475362,12793.97,4.63,5.171,0.694,1356975.09,1,144142,0.3108,1.8601,6324.94,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-06-10
2016-03,MXP,CZ,MXP-DUB,78726,14379349,59236.93,15.75,5.978,0.762,1045433.13,1,57537,0.9695,1.5623,8702.54,0,EASA_ENV_REPORT,SECOND,2024-05-18
2016-04,WAW,FR,WAW-ZRH,73828,8495026,28165.76,15.8,2.925,0.717,1072586.4,1,47235,0.8907,1.8399,14627.94,1,CORSIA_REPORTING,BENCHMARK,2025-09-27
2016-05,LIS,NL,LIS-SOF,61838,3050489,96330.29,13.52,6.406,0.586,1304057.14,1,7218,0.3179,1.5944,2618.05,1,EUROCONTROL_STATFOR,FLASH,2025-05-31
2016-06,LGW,SE,LGW-ARN,85879,12197444,130569.0,27.73,7.965,0.018,1096008.93,1,145941,0.9375,2.1592,8388.55,0,AIRPORT_OPERATOR_REPORT,FIRST,2025-01-24
2016-07,MUC,DK,MUC-LHR,4564,398586,51852.18,26.4,3.023,0.045,69624.47,0,1558,1.581,0.7926,10222.21,0,EASA_ENV_REPORT,SECOND,2025-05-20
2016-08,AMS,IE,AMS-AMS,11680,2006807,187030.42,22.73,1.792,0.051,165034.23,1,5673,1.2056,1.3099,3133.89,1,CORSIA_REPORTING,BENCHMARK,2026-02-20
2016-09,FCO,PL,FCO-WAW,11194,1245803,179527.06,26.07,3.096,0.105,216201.64,1,7545,0.4093,0.7123,2938.33,1,EUROCONTROL_STATFOR,FLASH,2024-11-12
2016-10,OSL,AT,OSL-MAN,10593,1412670,236492.27,3.28,7.046,0.08,196929.75,1,3255,1.4283,0.8572,711.97,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-03-09
2016-11,ATH,HR,ATH-FRA,36620,2260462,36927.36,4.84,3.706,0.015,396618.45,1,3021,0.1867,0.705,6227.07,0,EASA_ENV_REPORT,SECOND,2024-12-03
2016-12,LHR,IT,LHR-VIE,55964,2986969,263389.1,10.81,2.273,0.767,845365.32,1,25969,1.0198,0.8421,8131.03,1,CORSIA_REPORTING,BENCHMARK,2024-06-18
2017-01,BER,FR,BER-SXF,52489,6877701,247417.39,23.65,5.955,0.28,671246.87,1,19996,0.9625,1.5962,3792.45,1,EUROCONTROL_STATFOR,FLASH,2024-01-17
2017-02,OTP,HU,OTP-BCN,20165,1847820,47195.06,14.36,3.964,0.471,200272.95,1,15260,0.7585,1.3811,8768.64,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-01-17
2017-03,BCN,LV,BCN-ATH,97416,4845554,238857.45,23.95,6.389,0.009,1845053.08,1,3722,0.5689,2.1438,11299.24,1,EASA_ENV_REPORT,SECOND,2025-12-21
2017-04,ARN,LV,ARN-MUC,24195,2560808,280350.46,21.33,8.88,0.058,305258.9,1,25620,0.7477,2.1127,12.53,1,CORSIA_REPORTING,BENCHMARK,2024-05-01
2017-05,BRU,PT,BRU-MXP,62422,8919902,18549.16,23.18,3.638,0.482,805533.0,1,89768,0.5371,1.1005,5617.35,1,EUROCONTROL_STATFOR,FLASH,2024-09-26
2017-06,GVA,BG,GVA-HEL,20547,2763711,288476.33,24.7,1.337,0.65,316064.62,1,3242,1.0213,0.1892,9925.51,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-03-14
2017-07,SXF,FR,SXF-BUD,3236,303362,241821.66,11.62,2.942,0.664,49699.11,1,525,0.8429,1.5263,5272.12,1,EASA_ENV_REPORT,SECOND,2025-05-12
2017-08,SOF,HR,SOF-CPH,18737,2034249,193151.53,22.85,1.883,0.0,273968.1,1,582,0.7308,1.3897,13309.13,1,CORSIA_REPORTING,BENCHMARK,2024-08-21
2017-09,MAD,SK,MAD-GVA,81318,10469126,250748.99,2.32,2.798,0.119,784977.12,1,125274,0.2052,2.155,1600.6,1,EUROCONTROL_STATFOR,FLASH,2025-04-15
2017-10,CPH,HR,CPH-OTP,34122,3213315,220174.86,22.52,4.479,0.616,623539.82,1,25075,0.8645,1.7405,2839.3,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-05-27
2017-11,VIE,HU,VIE-OSL,874,130409,8370.14,9.59,1.998,0.229,18966.85,0,584,1.7443,0.2544,1713.0,1,EASA_ENV_REPORT,SECOND,2025-08-17
2017-12,ZRH,LU,ZRH-LGW,29238,1738034,157171.98,10.74,0.125,0.552,518197.86,0,6859,1.0864,0.413,3352.33,1,CORSIA_REPORTING,BENCHMARK,2024-06-14
2018-01,STN,SI,STN-CDG,44662,2070016,89673.86,11.75,3.363,0.692,646034.43,1,15974,0.5243,1.2358,2858.57,1,EUROCONTROL_STATFOR,FLASH,2024-05-11
2018-02,BUD,PT,BUD-PRG,17786,1196826,116314.67,2.41,2.956,0.035,187102.55,1,4984,1.296,1.1995,4908.07,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-21
2018-03,FRA,SI,FRA-STN,44668,4443558,214268.44,20.11,7.301,0.165,559625.34,1,9882,1.237,1.6489,8862.02,1,EASA_ENV_REPORT,SECOND,2025-06-25
2018-04,DUB,MT,DUB-MAD,74301,5736579,59437.27,9.02,3.29,0.655,1182416.48,1,31172,0.2127,1.4949,7065.83,1,CORSIA_REPORTING,BENCHMARK,2024-09-08
2018-05,PRG,HR,PRG-BRU,76239,11426664,70207.7,10.02,4.828,0.022,1374187.69,1,12754,1.726,0.4037,6674.75,1,EUROCONTROL_STATFOR,FLASH,2024-09-03
2018-06,HEL,CZ,HEL-BER,1706,224676,5868.44,24.04,2.016,0.432,32693.8,1,1156,0.4491,0.4802,3452.34,0,AIRPORT_OPERATOR_REPORT,FIRST,2025-11-27
2018-07,MAN,HU,MAN-FCO,72248,8001620,139053.21,21.8,3.241,0.704,1242106.76,1,61256,1.3397,0.5362,6730.89,1,EASA_ENV_REPORT,SECOND,2025-08-08
2018-08,HAM,HU,HAM-LIS,25382,3289825,233718.28,10.98,0.503,0.746,313952.82,1,2133,0.1307,1.8988,5687.44,1,CORSIA_REPORTING,BENCHMARK,2025-08-13
2018-09,CDG,LV,CDG-HAM,82609,8462694,162000.27,8.55,2.178,0.038,829200.22,0,35782,1.4538,1.644,6377.09,1,EUROCONTROL_STATFOR,FLASH,2024-09-16
2018-10,MXP,DK,MXP-DUB,19129,1144595,169769.84,15.6,1.461,0.209,183027.33,1,9046,0.5768,1.094,8634.56,0,AIRPORT_OPERATOR_REPORT,FIRST,2024-04-27
2018-11,WAW,PT,WAW-ZRH,20585,3340661,86064.16,13.98,6.367,0.288,343563.98,1,26130,1.0574,1.8131,2266.82,0,EASA_ENV_REPORT,SECOND,2024-06-16
2018-12,LIS,SI,LIS-SOF,6555,340586,128866.26,19.26,8.649,0.606,125790.07,1,3331,0.4573,0.4168,11068.62,0,CORSIA_REPORTING,BENCHMARK,2024-11-10
2019-01,LGW,AT,LGW-ARN,4586,575992,127288.16,18.45,4.826,0.416,96161.74,1,1001,1.5587,0.8318,3322.92,1,EUROCONTROL_STATFOR,FLASH,2025-08-13
2019-02,MUC,HR,MUC-LHR,8577,579629,91662.31,16.41,6.743,0.153,141820.92,1,1448,1.1455,2.1745,8942.17,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-10-15
2019-03,AMS,DK,AMS-AMS,88573,8542439,250129.29,26.07,5.521,0.464,1454109.5,1,31485,0.8307,0.5699,11803.25,1,EASA_ENV_REPORT,SECOND,2024-07-28
2019-04,FCO,FR,FCO-WAW,55973,2885889,161292.11,18.73,3.021,0.34,1178687.06,1,12160,0.119,1.9985,6428.01,1,CORSIA_REPORTING,BENCHMARK,2024-01-03
2019-05,OSL,BE,OSL-MAN,72496,7462251,45051.83,12.68,2.192,0.215,1326056.37,1,22402,1.132,1.1046,4274.3,1,EUROCONTROL_STATFOR,FLASH,2024-01-11
2019-06,ATH,FI,ATH-FRA,60290,6383049,188769.9,2.93,0.896,0.788,1068574.55,1,48196,1.0657,0.3422,5361.08,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-09-30
2019-07,LHR,LV,LHR-VIE,45039,3260245,136170.1,14.34,0.29,0.476,658751.86,1,11893,0.9094,1.3631,8273.99,1,EASA_ENV_REPORT,SECOND,2024-05-24
2019-08,BER,RO,BER-SXF,50793,4758635,113109.07,2.46,1.916,0.477,1028987.72,1,25934,0.5953,2.1719,1691.43,1,CORSIA_REPORTING,BENCHMARK,2024-12-30
2019-09,OTP,BG,OTP-BCN,82630,3455315,194734.47,4.08,0.346,0.551,1001461.25,1,5842,1.0599,1.2637,7092.36,1,EUROCONTROL_STATFOR,FLASH,2024-10-15
2019-10,BCN,FR,BCN-ATH,28282,2449383,3759.83,13.45,6.414,0.079,574754.87,1,22529,0.8713,2.1889,8101.77,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-06-12
2019-11,ARN,HR,ARN-MUC,21262,2576674,66970.77,8.68,5.203,0.027,308163.84,1,4039,0.1144,1.7696,821.37,0,EASA_ENV_REPORT,SECOND,2026-01-28
2019-12,BRU,SK,BRU-MXP,36639,4397877,231198.85,3.27,0.426,0.097,478895.4,1,14592,0.144,0.6793,8087.39,1,CORSIA_REPORTING,BENCHMARK,2025-03-09
2020-01,GVA,FR,GVA-HEL,2302,100072,227918.17,9.13,1.825,0.668,44451.37,1,121,1.3753,0.1038,2518.32,0,EUROCONTROL_STATFOR,FLASH,2024-04-07
2020-02,SXF,HU,SXF-BUD,26744,1886965,158763.49,19.48,6.92,0.532,341040.16,1,4299,1.1133,0.8344,5123.07,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-01-14
2020-03,SOF,LV,SOF-CPH,11834,1790419,225713.85,22.47,2.3,0.512,129993.96,1,9394,1.6614,1.3217,7512.94,1,EASA_ENV_REPORT,SECOND,2024-02-28
2020-04,MAD,SI,MAD-GVA,69385,10041782,132608.88,6.09,4.128,0.416,1464327.84,1,58685,0.319,1.6623,8282.12,1,CORSIA_REPORTING,BENCHMARK,2025-08-02
2020-05,CPH,CY,CPH-OTP,13503,1964048,8817.34,12.59,4.988,0.157,247219.38,1,9553,0.4181,0.7488,1526.24,1,EUROCONTROL_STATFOR,FLASH,2024-11-08
2020-06,VIE,SI,VIE-OSL,78791,5336836,287244.94,17.84,2.624,0.665,1536888.86,1,63073,0.8283,1.6327,9319.06,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-09-09
2020-07,ZRH,MT,ZRH-LGW,46238,2933113,77098.47,10.77,5.144,0.036,695488.18,1,6069,1.7993,1.3511,5102.06,1,EASA_ENV_REPORT,SECOND,2024-09-18
2020-08,STN,ES,STN-CDG,79955,10537901,103900.74,15.7,2.511,0.208,1289659.99,1,26958,0.5068,0.6596,1532.9,1,CORSIA_REPORTING,BENCHMARK,2025-08-11
2020-09,BUD,CZ,BUD-PRG,65330,4428763,11168.16,23.05,8.913,0.552,1209515.68,1,18628,0.1931,0.8816,12080.71,1,EUROCONTROL_STATFOR,FLASH,2025-11-16
2020-10,FRA,HU,FRA-STN,2567,218491,239522.03,19.82,4.367,0.703,46862.44,1,379,0.4222,0.4505,4402.73,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-01-18
2020-11,DUB,NL,DUB-MAD,1141,82416,41518.97,8.41,5.32,0.422,24233.3,1,582,1.1185,1.488,5202.77,1,EASA_ENV_REPORT,SECOND,2025-10-18
2020-12,PRG,LV,PRG-BRU,2038,183604,1113.73,21.61,7.643,0.059,23351.38,1,311,1.5875,0.9144,9300.33,1,CORSIA_REPORTING,BENCHMARK,2024-12-18
2021-01,HEL,MT,HEL-BER,88538,9179433,98729.87,19.91,8.327,0.477,1206837.19,1,79658,1.1269,0.1247,11320.92,1,EUROCONTROL_STATFOR,FLASH,2024-09-13
2021-02,MAN,IE,MAN-FCO,46288,3945669,57354.14,11.03,2.256,0.371,650921.02,1,46678,1.0694,0.3407,1207.71,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-04-08
2021-03,HAM,PL,HAM-LIS,45210,3953635,123796.63,17.46,4.184,0.282,970919.62,1,24439,1.5721,1.2085,910.02,1,EASA_ENV_REPORT,SECOND,2025-08-06
2021-04,CDG,AT,CDG-HAM,3973,637854,150932.0,23.06,0.614,0.041,82782.09,1,3832,0.7938,1.6309,5080.67,1,CORSIA_REPORTING,BENCHMARK,2024-08-12
2021-05,MXP,EE,MXP-DUB,76123,8304320,196078.31,13.28,0.45,0.306,1380899.08,1,6849,1.2961,2.1832,6143.2,1,EUROCONTROL_STATFOR,FLASH,2025-05-28
2021-06,WAW,IT,WAW-ZRH,22506,2811049,38255.88,2.47,4.439,0.072,409125.98,1,16021,1.3554,0.9397,7959.68,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-19
2021-07,LIS,FR,LIS-SOF,12902,649151,53487.99,8.0,1.355,0.197,237064.34,1,3626,1.5977,0.9636,243.42,1,EASA_ENV_REPORT,SECOND,2024-09-19
2021-08,LGW,HU,LGW-ARN,84076,12068424,203593.41,15.06,1.547,0.689,1504531.06,1,37511,0.9053,0.3179,11737.73,1,CORSIA_REPORTING,BENCHMARK,2025-06-26
2021-09,MUC,FI,MUC-LHR,63033,6512014,37608.11,15.22,6.866,0.059,923613.44,1,36011,1.2696,0.4334,12129.49,1,EUROCONTROL_STATFOR,FLASH,2025-05-31
2021-10,AMS,LV,AMS-AMS,82572,13433811,251299.65,18.14,9.519,0.423,1376381.24,0,68792,1.531,0.6664,13472.94,0,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-29
2021-11,FCO,PT,FCO-WAW,77492,9290834,101123.0,27.25,1.268,0.213,1599091.18,1,58069,0.8675,0.2341,4623.29,1,EASA_ENV_REPORT,SECOND,2025-02-15
2021-12,OSL,SI,OSL-MAN,14644,998632,140356.97,12.94,3.355,0.798,302788.98,1,11182,0.4318,0.1393,2346.37,1,CORSIA_REPORTING,BENCHMARK,2024-05-21
2022-01,ATH,FR,ATH-FRA,13252,2062920,119319.21,26.97,3.197,0.716,233074.88,0,9851,0.6745,1.5035,13981.69,1,EUROCONTROL_STATFOR,FLASH,2025-02-01
2022-02,LHR,LT,LHR-VIE,65597,5783559,167207.62,8.8,2.615,1.43,1281300.15,1,19170,0.497,1.4189,1460.81,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-26
2022-03,BER,SK,BER-SXF,78993,3341402,87806.7,24.96,6.345,0.292,958288.68,0,4102,0.3806,1.0402,10078.67,1,EASA_ENV_REPORT,SECOND,2024-01-02
2022-04,OTP,HR,OTP-BCN,71791,9437268,203213.2,27.7,7.469,0.768,936320.88,1,55142,0.218,1.2177,632.21,1,CORSIA_REPORTING,BENCHMARK,2025-11-06
2022-05,BCN,DE,BCN-ATH,51956,2281349,119616.72,14.95,0.321,1.909,536552.23,1,11648,1.1534,1.0037,1308.82,1,EUROCONTROL_STATFOR,FLASH,2024-09-09
2022-06,ARN,LU,ARN-MUC,8141,935800,88073.05,20.1,0.167,1.73,139912.48,1,5717,1.0276,0.9632,14535.17,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-02-25
2022-07,BRU,MT,BRU-MXP,46068,2661200,116875.34,16.4,4.576,0.491,819105.72,1,15745,0.2326,1.2915,6942.32,1,EASA_ENV_REPORT,SECOND,2024-07-07
2022-08,GVA,CY,GVA-HEL,12407,1105878,218352.0,24.05,4.869,1.124,227808.11,1,4554,0.9299,1.334,12426.37,1,CORSIA_REPORTING,BENCHMARK,2025-05-10
2022-09,SXF,GR,SXF-BUD,70940,9270862,37769.9,2.21,4.552,1.308,805044.63,1,94399,0.1614,0.7975,4113.87,1,EUROCONTROL_STATFOR,FLASH,2024-08-30
2022-10,SOF,MT,SOF-CPH,45071,2962655,127995.14,10.66,2.914,2.004,505682.63,1,11760,0.3533,0.4129,969.87,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-12-25
2022-11,MAD,HR,MAD-GVA,67850,7518640,44370.08,24.77,9.817,1.702,749286.26,1,76675,1.2107,1.9519,6274.16,1,EASA_ENV_REPORT,SECOND,2024-03-26
2022-12,CPH,CZ,CPH-OTP,57013,2962768,102321.53,21.58,6.413,1.657,640442.19,1,17753,1.6296,1.9784,6976.21,1,CORSIA_REPORTING,BENCHMARK,2024-04-11
2023-01,VIE,HU,VIE-OSL,73214,6518337,106697.63,6.58,0.614,1.655,1322877.89,1,43818,1.2505,1.2333,2336.56,1,EUROCONTROL_STATFOR,FLASH,2024-03-21
2023-02,ZRH,NL,ZRH-LGW,35283,2131693,50523.99,4.49,4.322,1.273,440886.12,1,23938,0.0682,0.5646,2024.21,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-06-18
2023-03,STN,LV,STN-CDG,60017,8913484,154222.93,3.51,5.641,0.401,920549.34,1,94935,1.4137,1.7194,7295.23,1,EASA_ENV_REPORT,SECOND,2025-01-13
2023-04,BUD,DK,BUD-PRG,15006,2164748,170868.46,25.02,5.266,1.052,160510.27,0,17572,0.391,0.7101,13377.71,1,CORSIA_REPORTING,BENCHMARK,2024-12-05
2023-05,FRA,IE,FRA-STN,53992,5786984,84037.22,9.81,3.696,2.302,599580.85,1,17872,1.4559,0.7845,4549.93,1,EUROCONTROL_STATFOR,FLASH,2025-06-11
2023-06,DUB,SI,DUB-MAD,98982,11214174,74308.48,21.52,7.724,0.902,1433578.49,1,47812,0.2404,0.6757,8011.19,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-07-09
2023-07,PRG,AT,PRG-BRU,61539,7186200,53566.83,9.95,2.489,1.877,1279227.65,0,33145,0.22,2.173,5243.14,1,EASA_ENV_REPORT,SECOND,2024-01-16
2023-08,HEL,HR,HEL-BER,66394,5951903,99547.97,15.2,2.695,1.002,974945.81,1,30211,0.7111,1.3325,6404.97,1,CORSIA_REPORTING,BENCHMARK,2024-07-29
2023-09,MAN,IT,MAN-FCO,37917,5883072,174531.19,26.16,1.244,2.206,378754.85,1,40021,0.5615,0.7308,14956.48,1,EUROCONTROL_STATFOR,FLASH,2025-12-04
2023-10,HAM,PT,HAM-LIS,20035,2179241,165651.94,11.53,3.822,0.928,293525.85,1,19350,0.9495,1.9569,4456.68,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-09
2023-11,CDG,HU,CDG-HAM,1797,219355,245411.25,2.44,4.745,0.99,37957.69,1,403,0.327,1.8,5576.17,0,EASA_ENV_REPORT,SECOND,2024-08-20
2023-12,MXP,FI,MXP-DUB,57533,7799188,157096.15,22.74,2.49,0.136,659478.04,1,72859,0.1031,1.4734,3305.66,1,CORSIA_REPORTING,BENCHMARK,2024-09-06
2024-01,WAW,MT,WAW-ZRH,74485,6751252,140767.9,24.56,4.542,1.771,940860.86,1,45489,0.1973,1.7552,12.65,1,EUROCONTROL_STATFOR,FLASH,2024-07-16
2024-02,LIS,PT,LIS-SOF,23520,1285964,136278.22,14.1,1.386,1.09,235493.9,1,5281,1.3842,0.0536,1048.99,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-09-04
2024-03,LGW,BG,LGW-ARN,79604,8034134,240857.95,15.27,3.995,1.653,835611.72,1,44821,1.2062,0.6001,155.12,1,EASA_ENV_REPORT,SECOND,2025-04-21
2024-04,MUC,AT,MUC-LHR,44971,3661262,124547.22,9.73,3.608,1.875,726362.52,0,1311,1.0949,2.0904,3529.04,1,CORSIA_REPORTING,BENCHMARK,2024-10-28
2024-05,AMS,HR,AMS-AMS,24993,4316536,188237.3,13.52,6.892,0.06,388491.42,1,19781,0.2908,0.4135,2364.41,1,EUROCONTROL_STATFOR,FLASH,2025-09-26
2024-06,FCO,SK,FCO-WAW,381,67916,105477.26,17.05,2.145,2.223,3963.56,1,451,1.4579,1.0416,643.2,0,AIRPORT_OPERATOR_REPORT,FIRST,2025-11-20
2024-07,OSL,FR,OSL-MAN,59995,6490090,275343.94,15.73,0.959,0.769,1060872.12,0,51874,0.7376,1.1202,6976.89,1,EASA_ENV_REPORT,SECOND,2025-11-18
2024-08,ATH,HU,ATH-FRA,26429,2853028,141348.29,6.07,6.244,1.104,259450.27,1,12243,1.177,1.2918,7343.88,0,CORSIA_REPORTING,BENCHMARK,2024-04-14
2024-09,LHR,LV,LHR-VIE,81738,11306276,289237.6,15.78,5.942,2.262,1660768.68,1,29893,1.6018,0.3402,1809.76,1,EUROCONTROL_STATFOR,FLASH,2024-12-04
2024-10,BER,SI,BER-SXF,17402,2827900,168593.85,14.31,3.777,2.299,255434.2,1,29470,1.2529,0.163,3639.52,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-01-02
2024-11,OTP,CY,OTP-BCN,83203,5655999,16920.44,2.08,4.239,0.215,1687919.68,1,24092,1.4294,0.489,6868.36,1,EASA_ENV_REPORT,SECOND,2024-03-31
2024-12,BCN,GR,BCN-ATH,5692,641098,88384.53,19.95,1.454,1.322,78448.52,1,3235,1.0075,0.0531,8924.76,1,CORSIA_REPORTING,BENCHMARK,2025-10-10
2025-01,ARN,MT,ARN-MUC,37780,5273239,86146.17,18.05,3.177,0.576,505751.31,1,30262,1.6594,0.8249,11767.35,1,EUROCONTROL_STATFOR,FLASH,2025-08-20
2025-02,BRU,HR,BRU-MXP,57682,5413639,58886.93,21.44,3.662,0.77,600890.83,1,33465,1.3007,0.5116,14260.84,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-05-11
2025-03,GVA,CZ,GVA-HEL,11619,1671864,59060.97,25.8,5.301,1.72,222288.77,1,9938,0.5315,1.6051,12990.03,0,EASA_ENV_REPORT,SECOND,2024-10-13
2025-04,SXF,FR,SXF-BUD,38699,1879613,181330.01,2.75,2.625,0.984,605920.06,1,11042,0.894,0.7555,6423.49,1,CORSIA_REPORTING,BENCHMARK,2025-03-30
2025-05,SOF,HU,SOF-CPH,12237,706075,228891.02,27.07,8.669,0.581,153096.24,1,6321,1.3945,2.0851,14209.81,1,EUROCONTROL_STATFOR,FLASH,2024-09-20
2025-06,MAD,LV,MAD-GVA,32533,5236501,22915.9,7.67,5.272,0.163,466269.4,1,21609,0.8964,1.9429,4321.25,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-09-21
2025-07,CPH,DK,CPH-OTP,102677,12542689,91501.34,4.04,3.856,1.131,1021176.69,1,132447,1.6902,2.089,1670.58,1,EASA_ENV_REPORT,SECOND,2024-05-14
2025-08,VIE,PT,VIE-OSL,61660,8013198,91169.45,10.37,2.879,0.406,661795.48,1,89678,0.956,2.0443,1924.19,1,CORSIA_REPORTING,BENCHMARK,2025-05-12
2025-09,ZRH,PL,ZRH-LGW,62092,7377189,198248.63,9.79,5.128,0.409,766957.47,1,29687,1.2436,1.6748,3437.67,1,EUROCONTROL_STATFOR,FLASH,2024-09-12
2025-10,STN,AT,STN-CDG,8720,906020,172517.21,4.31,6.317,2.135,172572.39,1,8190,1.6102,1.0729,2989.41,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-30
