env_emiss_inventory_year,env_emiss_facility_registry_id,env_emiss_emissions_source_type,env_emiss_ghg_gas_code,env_emiss_emissions_metric_tons,env_emiss_stack_height_m,env_emiss_control_technology_code,env_emiss_operating_hours_annual,env_emiss_throughput_activity_level,env_emiss_emission_factor_used,env_emiss_estimation_method_code,env_emiss_permit_number,env_emiss_compliance_status_code,env_emiss_violation_count,env_emiss_inspection_count,env_emiss_nearby_receptor_distance_m,env_emiss_environmental_justice_screen_score,env_emiss_reporting_program_name,env_emiss_verification_flag,env_emiss_uncertainty_rating
2023,FRS000000449,POINT,CO2,5045.076,164.71,NONE,7806,1015073.14,DEFAULT,ENGINEERING,PERMIT00000449,OUT_OF_COMPLIANCE,6,1,6638.5,32.71,OTHER,1,MEDIUM
2010,FRS000000450,NONPOINT,CH4,1236.665,0.0,SNCR,76,883942.72,DEFAULT,MODELED,PERMIT00000450,UNDER_REVIEW,8,6,10209.1,5.78,GHGRP,0,MEDIUM
2015,FRS000000451,NONPOINT,CH4,2592.604,0.0,NONE,5887,666483.5,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00000451,IN_COMPLIANCE,3,7,818.5,23.19,GHGRP,0,MEDIUM
2008,FRS000000452,MOBILE,CO2,2033.842,0.0,OXIDATION_CATALYST,2285,259023.9,DEFAULT,CEMS,PERMIT00000452,OUT_OF_COMPLIANCE,9,2,5347.2,23.04,GHGRP,0,HIGH
2015,FRS000000453,POINT,CO2,1888.907,44.06,NONE,3500,997475.22,DEFAULT,EMISSION_FACTOR,PERMIT00000453,UNDER_REVIEW,6,3,3753.5,39.99,STATE_INVENTORY,0,MEDIUM
2015,FRS000000454,POINT,N2O,1954.244,60.4,OXIDATION_CATALYST,7894,1050237.46,SITE_SPECIFIC,ENGINEERING,PERMIT00000454,IN_COMPLIANCE,6,4,1584.3,99.19,STATE_INVENTORY,1,MEDIUM
2023,FRS000000455,POINT,CO2,4355.088,249.66,NONE,1981,1079898.14,DEFAULT,EMISSION_FACTOR,PERMIT00000455,IN_COMPLIANCE,10,7,7193.7,59.46,OTHER,1,LOW
2007,FRS000000456,NONPOINT,N2O,4678.457,0.0,CARBON_CAPTURE,2966,1433355.02,DEFAULT,EMISSION_FACTOR,PERMIT00000456,IN_COMPLIANCE,9,1,5423.4,10.71,GHGRP,0,UNKNOWN
2018,FRS000000457,NONPOINT,CO2,3261.964,0.0,BAGHOUSE,7991,801023.14,DEFAULT,MATERIAL_BALANCE,PERMIT00000457,OUT_OF_COMPLIANCE,9,3,9633.6,86.16,OTHER,0,UNKNOWN
2017,FRS000000458,AREA,CO2,2308.315,0.0,ESP,5366,1058431.4,STACK_TEST,EMISSION_FACTOR,PERMIT00000458,IN_COMPLIANCE,2,8,8019.1,29.33,NEI,1,MEDIUM
2021,FRS000000459,MOBILE,CO2,2541.757,0.0,SNCR,8662,1475676.67,DEFAULT,MODELED,PERMIT00000459,OUT_OF_COMPLIANCE,1,8,8717.4,17.61,STATE_INVENTORY,0,LOW
2019,FRS000000460,POINT,CO2,2023.16,35.06,NONE,8145,1425445.47,SITE_SPECIFIC,MATERIAL_BALANCE,PERMIT00000460,OUT_OF_COMPLIANCE,6,5,4778.6,76.12,NEI,0,HIGH
2008,FRS000000461,POINT,N2O,779.642,55.72,FGD,5114,950061.67,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00000461,IN_COMPLIANCE,6,4,1369.7,90.54,STATE_INVENTORY,1,LOW
2018,FRS000000462,MOBILE,SF6,2085.456,0.0,BAGHOUSE,3074,298656.68,DEFAULT,CEMS,PERMIT00000462,IN_COMPLIANCE,0,2,3821.0,36.83,STATE_INVENTORY,1,MEDIUM
2020,FRS000000463,MOBILE,CO2,1796.442,0.0,OXIDATION_CATALYST,3795,762477.84,DEFAULT,EMISSION_FACTOR,PERMIT00000463,IN_COMPLIANCE,4,8,2715.8,54.89,GHGRP,1,HIGH
2012,FRS000000464,AREA,CO2,1691.621,0.0,ESP,2092,731713.18,MODELLED,EMISSION_FACTOR,PERMIT00000464,IN_COMPLIANCE,2,5,8902.7,81.14,STATE_INVENTORY,1,HIGH
2015,FRS000000465,MOBILE,HFCs,7014.603,0.0,NONE,3836,1058093.43,MASS_BALANCE,MATERIAL_BALANCE,PERMIT00000465,IN_COMPLIANCE,2,0,13472.2,0.54,GHGRP,1,HIGH
2012,FRS000000466,POINT,CO2,8781.568,169.35,SNCR,3022,228287.89,DEFAULT,MATERIAL_BALANCE,PERMIT00000466,UNDER_REVIEW,0,4,9366.2,60.84,STATE_INVENTORY,1,MEDIUM
2018,FRS000000467,POINT,CO2,3589.3,174.11,NONE,4463,1209281.05,STACK_TEST,ENGINEERING,PERMIT00000467,OUT_OF_COMPLIANCE,9,0,1460.8,4.38,OTHER,0,LOW
2020,FRS000000468,NONPOINT,CO2,2874.89,0.0,ESP,8053,576331.97,STACK_TEST,EMISSION_FACTOR,PERMIT00000468,OUT_OF_COMPLIANCE,1,0,8909.0,56.78,GHGRP,1,LOW
2010,FRS000000469,POINT,CO2,4245.453,194.59,BAGHOUSE,4650,552079.72,DEFAULT,MODELED,PERMIT00000469,IN_COMPLIANCE,7,2,11033.3,7.86,TRI,0,LOW
2013,FRS000000470,MOBILE,CO2,1766.454,0.0,SNCR,1475,1485928.06,DEFAULT,EMISSION_FACTOR,PERMIT00000470,IN_COMPLIANCE,1,1,436.9,12.71,OTHER,0,HIGH
2015,FRS000000471,POINT,CO2,4699.014,63.91,OXIDATION_CATALYST,2583,1405571.55,DEFAULT,EMISSION_FACTOR,PERMIT00000471,IN_COMPLIANCE,10,7,14641.2,43.63,GHGRP,0,MEDIUM
2014,FRS000000472,POINT,CO2,1459.065,15.4,SNCR,6800,60779.24,DEFAULT,EMISSION_FACTOR,PERMIT00000472,IN_COMPLIANCE,8,7,6705.7,78.7,GHGRP,0,HIGH
2018,FRS000000473,AREA,CH4,1616.929,0.0,SNCR,1070,339252.99,SITE_SPECIFIC,ENGINEERING,PERMIT00000473,IN_COMPLIANCE,4,3,6273.0,68.47,NEI,0,MEDIUM
2021,FRS000000474,FUGITIVE,PFCs,1752.435,0.0,ESP,50,150761.08,MASS_BALANCE,MATERIAL_BALANCE,PERMIT00000474,OUT_OF_COMPLIANCE,3,2,3326.4,89.47,NEI,0,MEDIUM
2005,FRS000000475,MOBILE,CO2,2186.31,0.0,NONE,8403,256255.96,DEFAULT,CEMS,PERMIT00000475,IN_COMPLIANCE,7,6,8299.4,19.44,TRI,1,MEDIUM
2013,FRS000000476,AREA,N2O,632.718,0.0,NONE,6085,1446627.99,MASS_BALANCE,CEMS,PERMIT00000476,IN_COMPLIANCE,10,7,13514.8,69.19,NEI,1,UNKNOWN
2006,FRS000000477,POINT,CO2,2042.334,55.57,NONE,5439,510258.23,MODELLED,EMISSION_FACTOR,PERMIT00000477,IN_COMPLIANCE,9,6,7841.2,23.75,STATE_INVENTORY,0,MEDIUM
2009,FRS000000478,NONPOINT,CO2,919.375,0.0,NONE,3939,1085150.33,DEFAULT,ENGINEERING,PERMIT00000478,IN_COMPLIANCE,7,1,12457.0,39.46,STATE_INVENTORY,1,LOW
2006,FRS000000479,POINT,CO2,5856.01,20.65,OXIDATION_CATALYST,1785,549029.94,DEFAULT,CEMS,PERMIT00000479,IN_COMPLIANCE,5,2,10002.1,19.89,NEI,0,LOW
2023,FRS000000480,NONPOINT,HFCs,842.014,0.0,SNCR,7646,1212447.15,DEFAULT,EMISSION_FACTOR,PERMIT00000480,OUT_OF_COMPLIANCE,4,7,4318.8,28.23,TRI,0,MEDIUM
2018,FRS000000481,FUGITIVE,CO2,2668.508,0.0,NONE,241,1242524.26,DEFAULT,ENGINEERING,PERMIT00000481,NOT_APPLICABLE,5,2,5170.2,9.67,GHGRP,1,LOW
2024,FRS000000482,MOBILE,CO2,1757.595,0.0,FGD,8023,1002483.54,DEFAULT,EMISSION_FACTOR,PERMIT00000482,IN_COMPLIANCE,7,4,7073.9,3.46,NEI,0,UNKNOWN
2011,FRS000000483,POINT,CO2,7967.999,160.46,BAGHOUSE,4362,966025.51,DEFAULT,ENGINEERING,PERMIT00000483,IN_COMPLIANCE,10,1,11954.4,9.49,GHGRP,1,HIGH
2022,FRS000000484,MOBILE,CO2,805.912,0.0,SCR,2864,314761.51,SITE_SPECIFIC,CEMS,PERMIT00000484,IN_COMPLIANCE,1,6,3720.8,43.5,GHGRP,0,MEDIUM
2011,FRS000000485,MOBILE,CO2,5870.482,0.0,SCR,8707,501078.57,MODELLED,EMISSION_FACTOR,PERMIT00000485,IN_COMPLIANCE,9,4,4531.8,77.05,STATE_INVENTORY,0,MEDIUM
2012,FRS000000486,MOBILE,CO2,2193.386,0.0,NONE,1068,1292194.82,DEFAULT,ENGINEERING,PERMIT00000486,IN_COMPLIANCE,5,7,6208.5,27.33,STATE_INVENTORY,0,HIGH
2025,FRS000000487,MOBILE,N2O,8673.041,0.0,CARBON_CAPTURE,6979,511697.85,DEFAULT,MODELED,PERMIT00000487,NOT_APPLICABLE,4,1,4439.4,22.39,GHGRP,0,MEDIUM
2025,FRS000000488,POINT,CO2,3885.6,49.51,SCR,824,158293.54,MASS_BALANCE,ENGINEERING,PERMIT00000488,IN_COMPLIANCE,2,4,3556.6,62.72,TRI,1,HIGH
2007,FRS000000489,MOBILE,CH4,5623.405,0.0,NONE,1561,552982.68,DEFAULT,EMISSION_FACTOR,PERMIT00000489,IN_COMPLIANCE,0,8,7325.8,0.35,STATE_INVENTORY,0,MEDIUM
2021,FRS000000490,MOBILE,CO2,379.788,0.0,BAGHOUSE,3662,418362.63,DEFAULT,CEMS,PERMIT00000490,IN_COMPLIANCE,3,0,11939.5,90.22,NEI,1,LOW
2008,FRS000000491,NONPOINT,HFCs,5380.436,0.0,NONE,1822,350542.15,MODELLED,CEMS,PERMIT00000491,IN_COMPLIANCE,10,0,3203.9,66.9,NEI,0,MEDIUM
2009,FRS000000492,FUGITIVE,CO2,2466.902,0.0,NONE,5401,887044.64,SITE_SPECIFIC,ENGINEERING,PERMIT00000492,IN_COMPLIANCE,10,5,2197.8,62.3,NEI,0,LOW
2012,FRS000000493,MOBILE,CH4,7265.791,0.0,NONE,7081,1438183.97,SITE_SPECIFIC,MATERIAL_BALANCE,PERMIT00000493,IN_COMPLIANCE,7,8,2821.1,89.73,GHGRP,1,LOW
2006,FRS000000494,NONPOINT,PFCs,9303.883,0.0,NONE,5310,1022873.78,MASS_BALANCE,EMISSION_FACTOR,PERMIT00000494,OUT_OF_COMPLIANCE,7,1,9136.2,20.22,GHGRP,0,HIGH
2007,FRS000000495,AREA,CO2,4873.598,0.0,SCR,8026,1239730.46,SITE_SPECIFIC,MODELED,PERMIT00000495,IN_COMPLIANCE,2,7,4139.5,31.51,TRI,0,MEDIUM
2016,FRS000000496,AREA,CO2,8033.524,0.0,NONE,8376,368074.82,DEFAULT,EMISSION_FACTOR,PERMIT00000496,NOT_APPLICABLE,8,5,12648.4,35.26,NEI,1,LOW
2025,FRS000000497,AREA,CO2,413.965,0.0,OXIDATION_CATALYST,2136,1105130.73,DEFAULT,EMISSION_FACTOR,PERMIT00000497,IN_COMPLIANCE,9,8,13611.4,9.32,GHGRP,1,HIGH
2016,FRS000000498,AREA,CO2,543.521,0.0,OXIDATION_CATALYST,2964,160383.25,MODELLED,EMISSION_FACTOR,PERMIT00000498,IN_COMPLIANCE,2,3,4674.8,14.49,NEI,1,LOW
2021,FRS000000499,MOBILE,CO2,1591.71,0.0,ESP,365,1050692.33,DEFAULT,ENGINEERING,PERMIT00000499,IN_COMPLIANCE,8,2,9856.8,18.88,GHGRP,0,MEDIUM
2014,FRS000000500,POINT,CO2,1954.662,52.59,CARBON_CAPTURE,3591,144667.08,DEFAULT,MODELED,PERMIT00000500,IN_COMPLIANCE,4,7,5096.5,24.55,STATE_INVENTORY,0,LOW
2021,FRS000000501,MOBILE,CH4,1290.622,0.0,NONE,4835,750642.97,STACK_TEST,ENGINEERING,PERMIT00000501,IN_COMPLIANCE,9,8,5833.4,56.5,TRI,1,LOW
2023,FRS000000502,MOBILE,N2O,1517.997,0.0,BAGHOUSE,7262,482788.58,DEFAULT,ENGINEERING,PERMIT00000502,OUT_OF_COMPLIANCE,3,5,7449.6,62.58,GHGRP,1,UNKNOWN
2010,FRS000000503,POINT,CH4,774.693,54.83,NONE,8561,476487.93,STACK_TEST,ENGINEERING,PERMIT00000503,IN_COMPLIANCE,4,5,6291.8,80.84,TRI,1,LOW
2019,FRS000000504,POINT,PFCs,1758.031,147.13,SNCR,2241,993134.82,SITE_SPECIFIC,MODELED,PERMIT00000504,NOT_APPLICABLE,1,0,5214.6,55.69,STATE_INVENTORY,0,HIGH
2023,FRS000000505,NONPOINT,SF6,2265.576,0.0,FGD,7398,26421.76,DEFAULT,EMISSION_FACTOR,PERMIT00000505,NOT_APPLICABLE,4,1,4550.3,30.74,NEI,0,LOW
2014,FRS000000506,AREA,PFCs,4092.76,0.0,SCR,5008,1413710.2,MODELLED,CEMS,PERMIT00000506,UNDER_REVIEW,2,6,7163.3,84.24,NEI,0,LOW
2013,FRS000000507,POINT,CO2,9927.989,81.75,SNCR,5745,926736.58,MODELLED,CEMS,PERMIT00000507,OUT_OF_COMPLIANCE,3,3,1480.8,92.45,STATE_INVENTORY,0,LOW
2021,FRS000000508,AREA,CO2,1981.349,0.0,OXIDATION_CATALYST,4865,1165805.99,DEFAULT,CEMS,PERMIT00000508,IN_COMPLIANCE,3,3,1331.5,99.96,STATE_INVENTORY,0,MEDIUM
2005,FRS000000509,AREA,CO2,4169.376,0.0,NONE,5084,1120709.58,MASS_BALANCE,ENGINEERING,PERMIT00000509,IN_COMPLIANCE,0,6,10889.6,9.83,GHGRP,0,LOW
2020,FRS000000510,MOBILE,CO2,1975.18,0.0,SNCR,2240,651167.74,DEFAULT,MATERIAL_BALANCE,PERMIT00000510,OUT_OF_COMPLIANCE,5,7,10973.7,5.02,TRI,0,HIGH
2019,FRS000000511,AREA,HFCs,2443.726,0.0,SCR,1856,1020573.07,SITE_SPECIFIC,MODELED,PERMIT00000511,OUT_OF_COMPLIANCE,4,3,10115.8,76.73,STATE_INVENTORY,0,MEDIUM
2024,FRS000000512,AREA,N2O,6025.32,0.0,SCR,8592,853113.66,SITE_SPECIFIC,ENGINEERING,PERMIT00000512,IN_COMPLIANCE,2,1,8258.2,89.2,NEI,1,LOW
2023,FRS000000513,MOBILE,CO2,2833.144,0.0,BAGHOUSE,250,909605.95,MASS_BALANCE,ENGINEERING,PERMIT00000513,IN_COMPLIANCE,4,8,3989.4,38.57,OTHER,1,UNKNOWN
2019,FRS000000514,POINT,N2O,5317.963,88.31,SNCR,6743,175872.42,SITE_SPECIFIC,CEMS,PERMIT00000514,UNDER_REVIEW,8,1,7066.7,60.18,STATE_INVENTORY,0,HIGH
2010,FRS000000515,NONPOINT,CO2,679.666,0.0,CARBON_CAPTURE,2139,439817.28,DEFAULT,MATERIAL_BALANCE,PERMIT00000515,IN_COMPLIANCE,10,3,5547.4,42.36,GHGRP,1,HIGH
2024,FRS000000516,MOBILE,CO2,1869.775,0.0,NONE,4742,11306.86,STACK_TEST,MODELED,PERMIT00000516,NOT_APPLICABLE,8,7,10592.7,95.42,GHGRP,0,LOW
2014,FRS000000517,MOBILE,HFCs,3635.819,0.0,SNCR,169,859881.16,DEFAULT,MODELED,PERMIT00000517,IN_COMPLIANCE,5,1,2645.2,76.88,GHGRP,0,LOW
2008,FRS000000518,AREA,CO2,440.883,0.0,NONE,7122,605572.91,DEFAULT,MATERIAL_BALANCE,PERMIT00000518,IN_COMPLIANCE,7,6,9208.7,17.07,NEI,0,MEDIUM
2023,FRS000000519,FUGITIVE,PFCs,6326.902,0.0,NONE,5444,1492767.08,MASS_BALANCE,MODELED,PERMIT00000519,IN_COMPLIANCE,2,8,11128.6,27.48,NEI,0,MEDIUM
2008,FRS000000520,NONPOINT,CO2,2538.15,0.0,NONE,1081,960635.57,MASS_BALANCE,MATERIAL_BALANCE,PERMIT00000520,IN_COMPLIANCE,6,5,4407.7,78.43,STATE_INVENTORY,0,UNKNOWN
2020,FRS000000521,AREA,CO2,790.509,0.0,BAGHOUSE,99,681898.57,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00000521,IN_COMPLIANCE,10,4,10513.4,88.58,GHGRP,1,UNKNOWN
2025,FRS000000522,POINT,CO2,926.764,224.91,NONE,7527,255721.67,SITE_SPECIFIC,MODELED,PERMIT00000522,IN_COMPLIANCE,1,8,13733.0,66.17,NEI,0,MEDIUM
2007,FRS000000523,POINT,N2O,736.49,11.96,NONE,8231,147029.1,MASS_BALANCE,MODELED,PERMIT00000523,IN_COMPLIANCE,0,5,3315.9,39.08,OTHER,0,LOW
2011,FRS000000524,POINT,CO2,1146.316,34.48,ESP,2386,85374.05,MODELLED,ENGINEERING,PERMIT00000524,NOT_APPLICABLE,0,1,1481.2,33.95,STATE_INVENTORY,1,MEDIUM
2020,FRS000000525,MOBILE,SF6,1441.062,0.0,SNCR,7855,715851.55,SITE_SPECIFIC,ENGINEERING,PERMIT00000525,UNDER_REVIEW,4,1,8777.2,20.15,GHGRP,0,LOW
2005,FRS000000526,AREA,CO2,5225.673,0.0,NONE,8042,163463.78,DEFAULT,ENGINEERING,PERMIT00000526,IN_COMPLIANCE,9,2,9724.1,82.55,NEI,0,MEDIUM
2011,FRS000000527,AREA,CO2,15398.846,0.0,SNCR,773,950686.29,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00000527,NOT_APPLICABLE,10,7,5883.2,88.14,NEI,0,LOW
2012,FRS000000528,AREA,CO2,3109.857,0.0,ESP,2191,1367769.88,DEFAULT,EMISSION_FACTOR,PERMIT00000528,UNDER_REVIEW,9,1,14032.0,24.25,NEI,1,UNKNOWN
2025,FRS000000529,AREA,CH4,1277.998,0.0,OXIDATION_CATALYST,33,1106977.02,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00000529,UNDER_REVIEW,1,2,6224.3,14.5,NEI,0,MEDIUM
2019,FRS000000530,MOBILE,CO2,1138.093,0.0,SCR,805,598149.42,MODELLED,ENGINEERING,PERMIT00000530,NOT_APPLICABLE,2,6,7673.9,45.72,NEI,0,MEDIUM
2018,FRS000000531,POINT,CH4,1216.419,237.93,NONE,4621,335577.59,MODELLED,MATERIAL_BALANCE,PERMIT00000531,IN_COMPLIANCE,5,7,14258.0,4.51,TRI,0,MEDIUM
2007,FRS000000532,MOBILE,CO2,6961.527,0.0,SNCR,1088,245041.29,MODELLED,MODELED,PERMIT00000532,IN_COMPLIANCE,9,0,3815.5,51.98,GHGRP,0,UNKNOWN
2023,FRS000000533,NONPOINT,HFCs,1706.071,0.0,ESP,3786,307982.79,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00000533,IN_COMPLIANCE,6,6,5612.9,86.1,TRI,1,MEDIUM
2015,FRS000000534,MOBILE,CH4,1850.575,0.0,SCR,6662,260311.82,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00000534,IN_COMPLIANCE,3,4,1821.1,63.24,TRI,0,HIGH
2024,FRS000000535,NONPOINT,CH4,2582.922,0.0,NONE,4468,290601.07,DEFAULT,ENGINEERING,PERMIT00000535,IN_COMPLIANCE,3,5,9208.0,17.15,STATE_INVENTORY,0,MEDIUM
2006,FRS000000536,MOBILE,PFCs,3028.218,0.0,FGD,5923,749971.74,DEFAULT,ENGINEERING,PERMIT00000536,NOT_APPLICABLE,1,1,29.0,50.69,OTHER,0,UNKNOWN
2016,FRS000000537,MOBILE,CO2,162.769,0.0,NONE,8703,525902.78,SITE_SPECIFIC,CEMS,PERMIT00000537,NOT_APPLICABLE,8,3,6487.3,87.72,TRI,1,HIGH
2010,FRS000000538,MOBILE,CO2,5923.29,0.0,ESP,2820,1356441.11,STACK_TEST,CEMS,PERMIT00000538,IN_COMPLIANCE,2,7,6996.1,6.11,NEI,1,UNKNOWN
2013,FRS000000539,AREA,CO2,1060.597,0.0,FGD,4392,1263410.67,DEFAULT,CEMS,PERMIT00000539,IN_COMPLIANCE,3,3,11858.9,78.43,GHGRP,0,MEDIUM
2010,FRS000000540,AREA,CO2,3453.695,0.0,NONE,3149,669582.0,MODELLED,EMISSION_FACTOR,PERMIT00000540,IN_COMPLIANCE,4,4,1627.7,69.37,GHGRP,1,MEDIUM
2005,FRS000000541,POINT,CO2,3697.084,172.14,NONE,2540,122886.36,SITE_SPECIFIC,MODELED,PERMIT00000541,IN_COMPLIANCE,10,0,14667.3,10.92,STATE_INVENTORY,0,UNKNOWN
2010,FRS000000542,NONPOINT,CO2,2041.885,0.0,ESP,4881,1464194.75,DEFAULT,EMISSION_FACTOR,PERMIT00000542,IN_COMPLIANCE,0,1,8571.9,23.54,TRI,0,MEDIUM
2017,FRS000000543,NONPOINT,CH4,5067.657,0.0,OXIDATION_CATALYST,356,1122721.11,SITE_SPECIFIC,ENGINEERING,PERMIT00000543,IN_COMPLIANCE,5,5,1029.7,19.99,OTHER,0,LOW
2025,FRS000000544,POINT,CO2,800.884,235.11,CARBON_CAPTURE,8685,81683.31,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00000544,IN_COMPLIANCE,10,1,1163.6,93.57,NEI,0,LOW
2017,FRS000000545,AREA,CO2,8710.366,0.0,NONE,4245,1123592.81,DEFAULT,ENGINEERING,PERMIT00000545,OUT_OF_COMPLIANCE,6,4,1582.6,4.5,NEI,0,UNKNOWN
2012,FRS000000546,FUGITIVE,CH4,2174.986,0.0,NONE,7707,1460557.77,STACK_TEST,ENGINEERING,PERMIT00000546,IN_COMPLIANCE,8,7,13968.0,95.14,STATE_INVENTORY,1,HIGH
2011,FRS000000547,NONPOINT,CO2,1476.399,0.0,NONE,4661,176924.75,SITE_SPECIFIC,MODELED,PERMIT00000547,UNDER_REVIEW,7,6,5454.7,28.56,GHGRP,0,MEDIUM
2007,FRS000000548,NONPOINT,N2O,6959.682,0.0,NONE,4056,209953.06,SITE_SPECIFIC,MODELED,PERMIT00000548,OUT_OF_COMPLIANCE,10,7,11725.1,32.45,GHGRP,1,LOW
2006,FRS000000549,MOBILE,CH4,3457.913,0.0,ESP,728,1458951.75,DEFAULT,ENGINEERING,PERMIT00000549,IN_COMPLIANCE,0,3,813.4,66.35,TRI,0,HIGH
2016,FRS000000550,MOBILE,CH4,486.479,0.0,SCR,8687,440297.37,SITE_SPECIFIC,ENGINEERING,PERMIT00000550,IN_COMPLIANCE,9,8,8251.5,12.2,STATE_INVENTORY,1,LOW
2014,FRS000000551,NONPOINT,CO2,1923.821,0.0,NONE,2034,982365.11,DEFAULT,ENGINEERING,PERMIT00000551,IN_COMPLIANCE,5,8,5220.7,20.74,GHGRP,1,HIGH
2019,FRS000000552,MOBILE,CO2,3953.135,0.0,FGD,5025,1044658.2,DEFAULT,MODELED,PERMIT00000552,IN_COMPLIANCE,6,2,6439.7,89.05,NEI,1,MEDIUM
2008,FRS000000553,FUGITIVE,CO2,1928.138,0.0,BAGHOUSE,1289,582524.8,MODELLED,ENGINEERING,PERMIT00000553,IN_COMPLIANCE,3,0,2580.2,78.53,TRI,1,HIGH
2013,FRS000000554,POINT,CO2,4090.781,115.28,BAGHOUSE,1104,705316.85,SITE_SPECIFIC,MATERIAL_BALANCE,PERMIT00000554,NOT_APPLICABLE,7,2,13665.0,10.41,NEI,0,LOW
2018,FRS000000555,NONPOINT,CO2,2890.954,0.0,NONE,6342,1138062.83,STACK_TEST,ENGINEERING,PERMIT00000555,OUT_OF_COMPLIANCE,9,7,9007.2,67.82,STATE_INVENTORY,0,HIGH
2019,FRS000000556,MOBILE,N2O,1046.058,0.0,OXIDATION_CATALYST,6706,25005.94,SITE_SPECIFIC,MATERIAL_BALANCE,PERMIT00000556,UNDER_REVIEW,7,8,9750.9,49.17,NEI,1,MEDIUM
2024,FRS000000557,NONPOINT,CH4,3761.954,0.0,BAGHOUSE,332,497878.68,DEFAULT,MODELED,PERMIT00000557,OUT_OF_COMPLIANCE,9,0,13753.8,8.19,STATE_INVENTORY,0,LOW
2025,FRS000000558,MOBILE,CO2,11349.712,0.0,OXIDATION_CATALYST,8370,111804.15,SITE_SPECIFIC,MODELED,PERMIT00000558,IN_COMPLIANCE,9,5,4187.5,89.39,NEI,1,MEDIUM
2005,FRS000000559,MOBILE,N2O,5016.532,0.0,NONE,1485,126280.9,DEFAULT,EMISSION_FACTOR,PERMIT00000559,IN_COMPLIANCE,6,8,6957.0,21.41,NEI,0,MEDIUM
2025,FRS000000560,POINT,SF6,1003.296,150.17,CARBON_CAPTURE,713,1221254.41,DEFAULT,CEMS,PERMIT00000560,IN_COMPLIANCE,7,0,3717.7,14.98,OTHER,0,MEDIUM
2005,FRS000000561,MOBILE,CO2,2443.307,0.0,OXIDATION_CATALYST,5506,311282.34,DEFAULT,EMISSION_FACTOR,PERMIT00000561,IN_COMPLIANCE,5,4,2962.4,67.51,STATE_INVENTORY,1,MEDIUM
2014,FRS000000562,AREA,PFCs,599.086,0.0,CARBON_CAPTURE,7544,187878.24,SITE_SPECIFIC,CEMS,PERMIT00000562,IN_COMPLIANCE,9,2,8281.7,46.26,NEI,0,UNKNOWN
2020,FRS000000563,NONPOINT,N2O,9704.423,0.0,SCR,1104,1139715.11,DEFAULT,ENGINEERING,PERMIT00000563,IN_COMPLIANCE,7,7,6142.6,25.16,NEI,0,MEDIUM
2017,FRS000000564,FUGITIVE,CO2,1956.335,0.0,FGD,1483,726887.87,SITE_SPECIFIC,ENGINEERING,PERMIT00000564,IN_COMPLIANCE,4,2,10602.3,42.79,NEI,0,MEDIUM
2009,FRS000000565,NONPOINT,HFCs,1367.364,0.0,NONE,54,488328.83,DEFAULT,MODELED,PERMIT00000565,IN_COMPLIANCE,2,8,946.8,89.46,TRI,1,LOW
2006,FRS000000566,NONPOINT,CO2,4743.158,0.0,FGD,2513,231688.15,MASS_BALANCE,EMISSION_FACTOR,PERMIT00000566,IN_COMPLIANCE,1,5,905.9,3.79,GHGRP,0,MEDIUM
2012,FRS000000567,FUGITIVE,N2O,1898.376,0.0,FGD,4154,941793.79,SITE_SPECIFIC,ENGINEERING,PERMIT00000567,IN_COMPLIANCE,5,8,14222.1,7.41,GHGRP,0,MEDIUM
2016,FRS000000568,POINT,CH4,3666.305,140.67,FGD,8362,1152251.0,DEFAULT,EMISSION_FACTOR,PERMIT00000568,IN_COMPLIANCE,9,0,10986.2,73.28,GHGRP,0,LOW
2025,FRS000000569,AREA,HFCs,788.985,0.0,BAGHOUSE,3529,182731.05,DEFAULT,EMISSION_FACTOR,PERMIT00000569,IN_COMPLIANCE,6,7,11698.1,34.36,NEI,1,LOW
2022,FRS000000570,POINT,CO2,2599.154,41.65,NONE,1611,1342748.9,MODELLED,ENGINEERING,PERMIT00000570,NOT_APPLICABLE,8,8,5214.0,3.21,GHGRP,0,MEDIUM
2010,FRS000000571,MOBILE,CO2,1161.03,0.0,NONE,5399,1009236.89,SITE_SPECIFIC,ENGINEERING,PERMIT00000571,IN_COMPLIANCE,0,0,12216.5,35.76,OTHER,0,MEDIUM
2014,FRS000000572,MOBILE,HFCs,1861.315,0.0,SNCR,2842,1183456.29,DEFAULT,ENGINEERING,PERMIT00000572,IN_COMPLIANCE,6,8,3574.3,83.84,GHGRP,0,MEDIUM
2021,FRS000000573,POINT,CO2,2709.856,255.6,NONE,963,735904.95,SITE_SPECIFIC,CEMS,PERMIT00000573,IN_COMPLIANCE,8,5,3039.4,82.76,STATE_INVENTORY,0,MEDIUM
2017,FRS000000574,MOBILE,HFCs,1278.989,0.0,SNCR,3901,167172.51,MASS_BALANCE,EMISSION_FACTOR,PERMIT00000574,IN_COMPLIANCE,1,2,5826.1,75.26,GHGRP,0,MEDIUM
