tax_excise_reference_month,tax_excise_country_iso2,tax_excise_product_category_code,tax_excise_excise_rate_unit,tax_excise_excise_rate_value,tax_excise_clearances_quantity,tax_excise_excise_revenue_eur,tax_excise_illicit_trade_seizures_count,tax_excise_illicit_trade_seizures_value_eur,tax_excise_track_and_trace_flag,tax_excise_energy_tax_component_eur,tax_excise_carbon_price_component_eur,tax_excise_minimum_excise_compliance_flag,tax_excise_cross_border_purchases_estimate,tax_excise_health_policy_link_flag,tax_excise_retail_price_index,tax_excise_eu_directive_reference,tax_excise_data_source,tax_excise_revision_round,tax_excise_data_extract_date
2021-09,CY,ENERGY_FUELS,EUR_PER_1000_L,312.2249,9130314.22,3052093139.89,836,5800449.74,1,2239216106.22,297092255.25,0,926542.99,0,113.066,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-01-19
2021-10,FR,VAPING_LIQUIDS,EUR_PER_L,0.4353,10734221.02,4635505.85,201,581085.3,0,59202.53,355086.94,1,1915083.98,1,113.916,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-02-09
2021-11,IT,TOBACCO_FINECUT,EUR_PER_KG,118.8402,1784510.91,208418429.73,629,5117956.22,1,1704353.04,416383.36,1,74843.01,1,113.559,92_83_EEC,EUROSTAT_TAX,SECOND,2025-11-12
2021-12,NL,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,303.6122,15603221.54,5198147505.53,227,5665632.71,1,433405045.49,119573119.6,1,450328.98,1,112.703,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-02-20
2022-01,SI,ALCOHOL_WINE,EUR_PER_1000_L,114.5867,5739655.75,703394659.93,644,24257739.92,1,44131013.05,34488208.14,1,1272339.74,1,113.622,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-08-29
2022-02,BG,ALCOHOL_BEER,EUR_PER_1000_L,31.3333,3500903.51,124836432.72,702,22407654.49,0,10422692.48,776011.7,1,282635.94,1,114.548,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-01-31
2022-03,EE,ALCOHOL_SPIRITS,EUR_PER_HLPA,662.1679,32847.25,24250300.91,824,11391526.01,1,2264257.04,1149314.88,1,3258.31,1,115.374,2020_262_EU,EUROSTAT_TAX,SECOND,2024-08-16
2022-04,HU,ELECTRICITY,EUR_PER_MWH,11.4499,16916000.42,221624737.21,312,6363146.44,0,66749829.37,64542896.11,1,2042054.69,0,115.221,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-04-17
2022-05,LU,ENERGY_FUELS,EUR_PER_1000_L,340.1399,783206.85,248111806.2,176,6654582.07,0,199893287.06,48046020.14,0,95677.36,0,114.9,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-04-14
2022-06,RO,VAPING_LIQUIDS,EUR_PER_L,0.459,12113916.85,5814396.27,803,11017832.91,0,541781.82,229069.67,1,2430483.09,1,116.249,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-02-05
2022-07,AT,TOBACCO_FINECUT,EUR_PER_KG,113.7201,692643.12,78188243.96,786,12187602.6,1,2481193.76,3989549.27,1,125438.79,1,116.326,2003_96_EC,EUROSTAT_TAX,SECOND,2025-11-21
2022-08,CZ,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,265.9795,9920290.16,2515952091.15,749,28759877.46,1,15568833.54,132525068.19,1,1966996.17,1,118.603,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-03-04
2022-09,DE,ALCOHOL_WINE,EUR_PER_1000_L,85.2121,4511018.0,367840801.69,185,7850671.81,0,29511109.7,15824467.42,1,890695.46,1,117.172,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-05-05
2022-10,LV,ALCOHOL_BEER,EUR_PER_1000_L,30.5502,192201.83,5592688.42,754,17690887.82,0,122044.57,321418.85,1,33700.47,1,118.624,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-07-20
2022-11,PL,ALCOHOL_SPIRITS,EUR_PER_HLPA,1372.489,21647.83,32739616.14,422,10264741.28,0,601760.0,1875438.55,1,894.91,1,119.883,92_83_EEC,EUROSTAT_TAX,SECOND,2024-02-22
2022-12,ES,ELECTRICITY,EUR_PER_MWH,14.7763,20755116.0,345010621.45,415,14453024.79,1,221278419.16,84975934.81,0,4496352.15,0,119.037,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-08-11
2023-01,HR,ENERGY_FUELS,EUR_PER_1000_L,698.1383,5574738.16,4177882430.89,146,4837390.85,0,2974254411.96,957292161.04,1,1014972.28,1,120.589,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-08-21
2023-02,FI,VAPING_LIQUIDS,EUR_PER_L,0.2937,8822338.34,2553609.03,667,12751527.17,0,259799.74,114252.25,1,1638921.38,1,121.409,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-08-10
2023-03,IE,TOBACCO_FINECUT,EUR_PER_KG,77.4273,2188797.24,156313257.74,550,9127389.44,1,16252015.04,12493490.72,1,256157.19,1,120.935,2020_262_EU,EUROSTAT_TAX,SECOND,2024-04-06
2023-04,MT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,319.7711,22540950.91,6727095329.24,577,18007143.12,0,278457777.14,361473671.73,1,4875301.01,1,122.042,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-06-22
2023-05,SK,ALCOHOL_WINE,EUR_PER_1000_L,17.8111,1292772.11,22150999.91,478,6317361.87,1,1589061.39,487077.95,1,16164.38,1,121.371,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-03-20
2023-06,BE,ALCOHOL_BEER,EUR_PER_1000_L,70.9502,5048423.85,316247588.81,331,11286817.25,0,28088057.72,24083967.27,1,676292.73,1,122.424,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-01-22
2023-07,DK,ALCOHOL_SPIRITS,EUR_PER_HLPA,1275.7847,90698.15,108540815.95,44,631973.83,0,11198055.19,6229485.05,1,11396.54,1,123.182,2003_96_EC,EUROSTAT_TAX,SECOND,2025-03-10
2023-08,GR,ELECTRICITY,EUR_PER_MWH,8.036,23920341.29,179238691.48,270,6547782.69,1,47158631.59,27814960.48,0,5210823.28,0,122.415,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2026-01-13
2023-09,LT,ENERGY_FUELS,EUR_PER_1000_L,245.1736,9844324.52,2100803252.22,887,7746189.51,0,1352227261.76,260078598.43,0,2287090.71,0,122.563,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2026-02-13
2023-10,PT,VAPING_LIQUIDS,EUR_PER_L,0.8096,14188310.38,12294509.4,834,31983741.95,0,1142079.57,320453.34,1,1925423.59,1,123.261,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-09-28
2023-11,SE,TOBACCO_FINECUT,EUR_PER_KG,137.0586,2140236.44,256822136.96,766,15593643.44,0,23887758.1,15093161.09,1,25304.26,1,124.986,92_83_EEC,EUROSTAT_TAX,SECOND,2024-05-03
2023-12,CY,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,196.7829,9526717.31,1754062626.96,717,16554378.41,1,186485807.83,99515881.62,1,1579728.64,1,125.9,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-07-27
2024-01,FR,ALCOHOL_WINE,EUR_PER_1000_L,36.52,4358620.03,144653650.93,443,2026997.66,0,15628754.7,5298696.46,1,719366.83,1,125.279,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-08-31
2024-02,IT,ALCOHOL_BEER,EUR_PER_1000_L,74.6999,2708668.03,192997694.9,375,14933335.46,0,2713985.77,2842729.1,1,565261.36,1,126.507,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-06-08
2024-03,NL,ALCOHOL_SPIRITS,EUR_PER_HLPA,2029.8491,61953.92,126672047.3,656,12497786.94,0,636334.45,7807630.52,1,5248.64,1,126.35,2020_262_EU,EUROSTAT_TAX,SECOND,2025-05-08
2024-04,SI,ELECTRICITY,EUR_PER_MWH,7.8428,22488783.75,167482265.87,713,1890372.95,0,78730312.29,43527176.39,1,1347140.91,0,126.273,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-02-11
2024-05,BG,ENERGY_FUELS,EUR_PER_1000_L,205.2187,13634245.73,2723168329.51,194,5491615.37,0,1401863854.95,611904030.33,1,47196.4,0,127.578,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-08-22
2024-06,EE,VAPING_LIQUIDS,EUR_PER_L,0.8048,9580251.71,7698129.51,383,5814575.47,1,294060.41,226247.89,0,2163288.53,1,127.265,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-07-27
2024-07,HU,TOBACCO_FINECUT,EUR_PER_KG,51.3933,1333224.55,75076720.95,543,21419232.84,1,4679588.23,4291891.36,1,22099.12,1,128.044,2003_96_EC,EUROSTAT_TAX,SECOND,2025-11-03
2024-08,LU,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,82.7119,9486730.37,731896880.1,305,1343018.66,1,15791268.39,31935593.54,1,410061.09,1,128.639,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-12-06
2024-09,RO,ALCOHOL_WINE,EUR_PER_1000_L,137.9815,2137648.62,312920386.2,377,9672865.36,0,33241917.05,6425298.29,1,46556.05,1,129.075,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2026-01-16
2024-10,AT,ALCOHOL_BEER,EUR_PER_1000_L,128.3648,3742618.77,470796111.02,324,1026538.37,0,45934904.54,5150719.57,1,19125.22,1,131.013,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-04-25
2024-11,CZ,ALCOHOL_SPIRITS,EUR_PER_HLPA,1614.0733,13209.79,20567640.02,1,17120.94,1,2422772.86,687276.29,1,1637.65,1,130.59,92_83_EEC,EUROSTAT_TAX,SECOND,2024-05-04
2024-12,DE,ELECTRICITY,EUR_PER_MWH,10.2995,15558193.61,182695989.5,807,24113432.39,0,56829152.41,35234781.3,0,1812691.98,0,131.196,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-10-21
2025-01,LV,ENERGY_FUELS,EUR_PER_1000_L,671.2832,12582241.82,7670665060.34,243,4092933.44,1,2199265892.87,459777268.2,0,2088518.21,0,131.311,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-06-12
2025-02,PL,VAPING_LIQUIDS,EUR_PER_L,0.7002,14194159.88,10453729.85,4,104342.57,1,187581.17,162822.86,1,1574080.09,1,131.887,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-06-19
2025-03,ES,TOBACCO_FINECUT,EUR_PER_KG,118.5087,485702.96,48957195.83,731,31501757.67,1,2340782.22,3545942.84,1,115703.64,1,133.549,2020_262_EU,EUROSTAT_TAX,SECOND,2024-10-10
2025-04,HR,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,244.3764,14425409.13,3690432204.76,362,2551606.53,1,68878839.91,121332017.71,1,1652958.69,1,131.693,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-12-17
2025-05,FI,ALCOHOL_WINE,EUR_PER_1000_L,61.4434,2975140.2,198261801.9,875,32628466.33,0,23508205.46,13913018.56,0,687434.84,1,134.277,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-06-29
2025-06,IE,ALCOHOL_BEER,EUR_PER_1000_L,135.5124,276393.54,37204432.84,671,19014282.86,0,2338298.58,100333.45,0,35212.87,1,134.57,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-03-12
2025-07,MT,ALCOHOL_SPIRITS,EUR_PER_HLPA,1838.648,72059.68,137078530.28,408,10884336.34,0,2088029.99,818356.34,1,5713.23,1,135.431,2003_96_EC,EUROSTAT_TAX,SECOND,2025-07-10
2025-08,SK,ELECTRICITY,EUR_PER_MWH,16.2695,17480893.87,308430758.72,255,4631341.99,0,240930542.63,14219382.35,1,2486150.38,0,135.848,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-04-05
2025-09,BE,ENERGY_FUELS,EUR_PER_1000_L,621.0055,7203632.68,4466490240.34,227,2017394.28,0,2652174604.37,1153431934.14,1,87560.45,0,135.983,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-06-25
2025-10,DK,VAPING_LIQUIDS,EUR_PER_L,0.2342,7687687.06,2005544.31,494,5924185.25,1,64699.89,147389.4,1,589162.11,1,136.163,92_84_EEC,EMCS_AGGREGATE,FIRST,2026-02-24
2025-11,GR,TOBACCO_FINECUT,EUR_PER_KG,94.209,1056544.49,101533573.45,826,4920733.35,0,7187800.56,1560350.22,0,96583.24,1,136.618,92_83_EEC,EUROSTAT_TAX,SECOND,2024-10-06
2025-12,LT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,119.9419,34148342.83,4311636776.96,164,4621930.07,1,239368330.47,275155381.75,1,3595452.95,1,137.699,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-08-21
2026-01,PT,ALCOHOL_WINE,EUR_PER_1000_L,136.2643,905931.2,117644440.71,155,5765494.06,0,4784976.6,2704934.26,1,20903.61,1,137.791,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2025-01-15
2026-02,SE,ALCOHOL_BEER,EUR_PER_1000_L,92.559,4567853.34,471787587.68,678,2863724.54,0,35825921.01,13045168.93,1,146602.05,1,138.525,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-01-02
2026-03,CY,ALCOHOL_SPIRITS,EUR_PER_HLPA,1997.3502,27764.79,63493651.62,770,1688946.41,0,3108649.99,4449687.82,1,5178.14,1,137.549,2020_262_EU,EUROSTAT_TAX,SECOND,2024-06-16
2026-04,FR,ELECTRICITY,EUR_PER_MWH,3.4479,1799439.33,6505485.3,682,2483604.13,1,2217882.28,858577.47,1,261543.77,0,139.078,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-09-25
2026-05,IT,ENERGY_FUELS,EUR_PER_1000_L,229.6934,16191723.44,4069078857.06,168,5145945.49,0,2492843948.94,638710886.56,1,725319.57,0,139.36,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-05-25
2026-06,NL,VAPING_LIQUIDS,EUR_PER_L,0.79,16948368.02,13309049.16,288,8643554.85,0,647497.02,98412.51,0,1033418.29,1,139.314,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-06-03
2026-07,SI,TOBACCO_FINECUT,EUR_PER_KG,117.9903,1472435.6,158948489.68,302,1160910.11,1,18784432.51,725397.57,0,98886.07,1,139.059,2003_96_EC,EUROSTAT_TAX,SECOND,2024-10-22
2026-08,BG,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,290.5367,31886563.31,10425591325.35,348,15563362.2,1,1244551002.54,552546686.24,1,4977360.84,1,139.628,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2026-02-21
2026-09,EE,ALCOHOL_WINE,EUR_PER_1000_L,90.1265,3776263.63,371853428.0,768,9018949.49,0,13963434.93,20419128.24,1,252554.92,1,140.864,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2026-01-08
2026-10,HU,ALCOHOL_BEER,EUR_PER_1000_L,85.7612,2297566.1,205186092.34,108,2245452.9,0,24112462.65,15059348.0,1,443779.54,1,141.14,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-03-02
2026-11,LU,ALCOHOL_SPIRITS,EUR_PER_HLPA,644.1001,25631.15,14220985.37,458,9025444.03,0,616189.96,406403.88,0,2353.57,1,142.408,92_83_EEC,EUROSTAT_TAX,SECOND,2024-05-02
2026-12,RO,ELECTRICITY,EUR_PER_MWH,14.9094,17568437.08,286805044.4,415,9925676.5,0,165669453.52,15811302.33,0,2461862.08,0,143.4,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-02-15
2018-01,AT,ENERGY_FUELS,EUR_PER_1000_L,797.4452,519109.55,355643201.5,857,35598828.3,1,250133786.51,71554063.85,1,117244.41,0,143.433,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2026-01-02
2018-02,CZ,VAPING_LIQUIDS,EUR_PER_L,0.652,2067574.35,1359303.38,319,4200756.82,0,54145.94,76963.71,1,492639.69,1,142.505,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-01-29
2018-03,DE,TOBACCO_FINECUT,EUR_PER_KG,144.2413,89681.46,11410651.67,801,19693805.25,0,963835.27,124268.75,1,14121.64,1,143.894,2020_262_EU,EUROSTAT_TAX,SECOND,2024-05-08
2018-04,LV,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,284.3669,13869133.43,3742977464.24,281,2066373.66,1,192886853.69,219706590.57,1,942178.59,1,144.934,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-10-03
2018-05,PL,ALCOHOL_WINE,EUR_PER_1000_L,59.6951,3860463.9,213475258.32,590,11363296.31,0,20869628.78,10548388.56,1,865760.41,1,145.256,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-04-19
2018-06,ES,ALCOHOL_BEER,EUR_PER_1000_L,17.1672,3784517.1,68797456.9,572,24138185.65,0,6242214.57,3025607.16,0,880956.83,1,145.535,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-10-19
2018-07,HR,ALCOHOL_SPIRITS,EUR_PER_HLPA,1762.7114,55519.56,103739608.01,299,6735229.76,0,11645105.31,5680902.68,1,13059.64,1,144.82,2003_96_EC,EUROSTAT_TAX,SECOND,2024-04-27
2018-08,FI,ELECTRICITY,EUR_PER_MWH,4.6622,6500271.52,27232753.66,50,374196.33,0,11143224.76,1375608.43,0,1068867.66,0,146.773,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-08-18
2018-09,IE,ENERGY_FUELS,EUR_PER_1000_L,350.6171,13478119.65,4987255205.73,584,3473180.26,0,2862392392.21,502239247.69,1,1792355.93,0,147.071,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-08-18
2018-10,MT,VAPING_LIQUIDS,EUR_PER_L,0.2815,16019415.89,4310114.19,832,10268080.93,1,152298.0,216019.08,1,2132092.89,1,147.736,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-07-05
2018-11,SK,TOBACCO_FINECUT,EUR_PER_KG,87.0359,2120052.38,192503868.47,287,1118370.25,1,15864162.75,13416029.29,1,349046.12,1,147.865,92_83_EEC,EUROSTAT_TAX,SECOND,2025-12-27
2018-12,BE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,219.7991,15781133.45,3284236180.35,387,11895284.68,1,388069709.28,90365405.52,1,2229243.88,1,148.219,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-05-20
2019-01,DK,ALCOHOL_WINE,EUR_PER_1000_L,33.1527,874540.97,28363905.02,702,7996180.7,0,2579907.36,1237676.92,0,117978.17,1,148.151,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-01-01
2019-02,GR,ALCOHOL_BEER,EUR_PER_1000_L,128.6064,1574240.49,198518070.93,455,16422303.42,1,5919580.04,13557703.44,1,250976.77,1,149.642,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-10-12
2019-03,LT,ALCOHOL_SPIRITS,EUR_PER_HLPA,733.606,89545.48,64614308.67,144,2695891.73,0,4031310.75,259093.71,1,18235.64,1,149.882,2020_262_EU,EUROSTAT_TAX,SECOND,2025-07-11
2019-04,PT,ELECTRICITY,EUR_PER_MWH,7.8595,2610396.13,19244827.23,726,16335450.21,0,8584530.22,1208154.61,1,618212.14,0,150.404,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-12-08
2019-05,SE,ENERGY_FUELS,EUR_PER_1000_L,898.7083,11052222.03,10955983995.82,225,2022526.08,0,3237427156.13,2292552166.88,1,2515171.78,0,151.61,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-05-02
2019-06,CY,VAPING_LIQUIDS,EUR_PER_L,0.1904,5578933.2,930119.19,115,1976903.67,0,47022.39,39365.36,1,405779.08,1,152.208,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-02-01
2019-07,FR,TOBACCO_FINECUT,EUR_PER_KG,68.8365,1254374.47,75232824.71,262,6440815.29,1,5511701.34,2445833.54,0,64576.17,1,151.201,2003_96_EC,EUROSTAT_TAX,SECOND,2024-01-20
2019-08,IT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,254.3084,10107150.47,2408163643.53,733,10763072.07,1,97274485.31,85512369.6,1,989374.63,1,151.097,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-03-24
2019-09,NL,ALCOHOL_WINE,EUR_PER_1000_L,74.6821,5791837.2,376635701.56,317,4205599.62,0,40216741.32,30028800.4,0,1123201.17,1,152.214,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-05-03
2019-10,SI,ALCOHOL_BEER,EUR_PER_1000_L,139.9167,3310694.04,422392717.15,703,6641342.31,1,36741911.92,18297445.54,1,260632.54,1,152.028,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-04-08
2019-11,BG,ALCOHOL_SPIRITS,EUR_PER_HLPA,1624.7521,104905.66,151177666.67,565,22728629.65,0,13787350.85,10513995.3,1,2510.07,1,154.07,92_83_EEC,EUROSTAT_TAX,SECOND,2024-04-01
2019-12,EE,ELECTRICITY,EUR_PER_MWH,4.8156,9243722.59,39171997.48,428,10817501.46,0,14287346.08,12909415.84,1,1875713.73,1,154.235,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-11-02
2020-01,HU,ENERGY_FUELS,EUR_PER_1000_L,523.1832,4728509.49,2204420799.27,417,6426219.92,0,1349250640.26,546673561.39,0,872627.79,0,155.493,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-08-19
2020-02,LU,VAPING_LIQUIDS,EUR_PER_L,0.0994,15115819.66,1307863.96,667,1708397.64,0,60249.45,9757.52,1,795562.11,1,153.784,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2026-02-10
2020-03,RO,TOBACCO_FINECUT,EUR_PER_KG,119.3793,1444009.4,172236536.5,474,9612927.35,1,13958207.03,10374886.54,1,321798.58,1,154.427,2020_262_EU,EUROSTAT_TAX,SECOND,2024-04-04
2020-04,AT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,253.4079,31691361.0,8236453265.0,686,3255738.57,1,501261894.44,129429131.09,1,4467547.21,1,155.727,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-07-14
2020-05,CZ,ALCOHOL_WINE,EUR_PER_1000_L,78.1491,575282.17,41253888.2,763,17555067.36,0,3439150.12,1589878.17,1,42560.47,1,156.781,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-10-08
2020-06,DE,ALCOHOL_BEER,EUR_PER_1000_L,8.4039,3729919.45,33484144.42,125,2547169.61,0,2227489.65,825888.49,1,886789.09,1,156.888,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-04-09
2020-07,LV,ALCOHOL_SPIRITS,EUR_PER_HLPA,494.3818,45897.36,23117007.75,224,3655297.5,0,1760372.66,584627.83,1,3026.14,1,157.765,2003_96_EC,EUROSTAT_TAX,SECOND,2024-02-13
2020-08,PL,ELECTRICITY,EUR_PER_MWH,11.7294,20492381.51,245668816.12,279,2108432.88,0,65397544.95,31619924.56,1,1379403.45,0,158.387,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-06-26
2020-09,ES,ENERGY_FUELS,EUR_PER_1000_L,313.0489,16823578.43,5546015459.29,217,4060026.69,0,3467052304.27,1573259370.87,1,29903.71,0,158.259,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-12-27
2020-10,HR,VAPING_LIQUIDS,EUR_PER_L,0.5952,6916610.09,4138977.28,605,1341331.62,1,488573.08,261312.01,0,1387008.26,1,158.31,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-01-13
2020-11,FI,TOBACCO_FINECUT,EUR_PER_KG,95.8321,1571295.25,159273654.8,620,15474821.21,1,2403690.03,8164117.1,0,191763.99,1,160.379,92_83_EEC,EUROSTAT_TAX,SECOND,2025-05-11
2020-12,IE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,213.2827,38061499.96,8236927804.64,534,8076221.2,1,590733138.72,627408468.27,1,3209930.48,1,160.143,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-02-06
2021-01,MT,ALCOHOL_WINE,EUR_PER_1000_L,128.4873,249475.13,33997028.83,708,28003277.36,0,275360.66,2638009.95,0,39701.7,1,160.625,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-03-28
2021-02,SK,ALCOHOL_BEER,EUR_PER_1000_L,84.4658,637054.93,60867218.95,861,25937683.33,0,2834781.75,3511664.82,0,86126.98,1,160.762,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-06-02
2021-03,BE,ALCOHOL_SPIRITS,EUR_PER_HLPA,2062.149,53781.06,124646774.78,501,19594624.48,0,8012175.24,3873627.87,1,6000.13,1,160.897,2020_262_EU,EUROSTAT_TAX,SECOND,2024-07-29
2021-04,DK,ELECTRICITY,EUR_PER_MWH,17.859,15409462.85,290294212.68,267,5148359.43,0,100429132.97,40806265.25,1,3312555.03,0,162.638,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-09-27
2021-05,GR,ENERGY_FUELS,EUR_PER_1000_L,431.6881,8697330.12,3621448409.05,696,1142853.64,0,2122416734.25,1199178925.58,1,1023865.78,0,161.768,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-09-09
2021-06,LT,VAPING_LIQUIDS,EUR_PER_L,0.444,6533693.09,2604285.97,411,11142856.8,0,182305.02,37058.63,0,549514.8,1,163.441,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-06-08
2021-07,PT,TOBACCO_FINECUT,EUR_PER_KG,41.2296,1654531.05,66362126.47,676,28413594.95,1,283023.16,2371126.74,1,29668.45,1,163.493,2003_96_EC,EUROSTAT_TAX,SECOND,2024-04-25
2021-08,SE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,206.6724,28705843.58,5294682808.84,128,5293315.83,1,187674200.65,411591985.62,0,3929488.89,1,162.708,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-02-18
2021-09,CY,ALCOHOL_WINE,EUR_PER_1000_L,99.1905,3981112.9,409521480.13,521,23231971.26,1,33788692.37,14525543.26,1,596200.25,1,165.263,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-05-30
2021-10,FR,ALCOHOL_BEER,EUR_PER_1000_L,45.6694,5040908.9,254431300.86,824,17014846.59,1,1611008.96,10033408.85,1,684271.53,1,164.827,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-08-20
2021-11,IT,ALCOHOL_SPIRITS,EUR_PER_HLPA,1848.5119,10545.45,21725959.43,557,11163232.22,0,999252.75,506010.95,1,2177.5,1,164.237,92_83_EEC,EUROSTAT_TAX,SECOND,2025-11-21
2021-12,NL,ELECTRICITY,EUR_PER_MWH,2.4688,233703.97,563954.92,533,20392333.23,0,278211.71,145625.41,1,12413.32,0,164.422,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-06-20
